context: I want to go back to that time again. response:	I want to be small again. Minami-kun...
context: Yeah, I got it. I got a movie too.\Amippe, I am sorry I left so suddenly.\How are you doing? I'm doing fine.\The Solo's Workshop is quite hard, but I've been doing my best.\I came up with some dance movements, so I am sending a movie to show them to you.\Here we go. Five, six, seven, eight.\No matter how early in the morning it is,\Up, down, up, down. And pose. Seven of us will do this. response:	Horikiri-shi seems to be doing fine. I am relieved.
context: Amippe, I am sorry I left so suddenly.\How are you doing? I'm doing fine.\The Solo's Workshop is quite hard, but I've been doing my best.\I came up with some dance movements, so I am sending a movie to show them to you.\Here we go. Five, six, seven, eight.\No matter how early in the morning it is,\Up, down, up, down. And pose. Seven of us will do this.\Horikiri-shi seems to be doing fine. I am relieved. response:	RIght? She seems lively somewhat.
context: How are you doing? I'm doing fine.\The Solo's Workshop is quite hard, but I've been doing my best.\I came up with some dance movements, so I am sending a movie to show them to you.\Here we go. Five, six, seven, eight.\No matter how early in the morning it is,\Up, down, up, down. And pose. Seven of us will do this.\Horikiri-shi seems to be doing fine. I am relieved.\RIght? She seems lively somewhat. response:	I envy her. I wanted to participate in the Solo's workshop, too.
context: The Solo's Workshop is quite hard, but I've been doing my best.\I came up with some dance movements, so I am sending a movie to show them to you.\Here we go. Five, six, seven, eight.\No matter how early in the morning it is,\Up, down, up, down. And pose. Seven of us will do this.\Horikiri-shi seems to be doing fine. I am relieved.\RIght? She seems lively somewhat.\I envy her. I wanted to participate in the Solo's workshop, too. response:	Come on!
context: I came up with some dance movements, so I am sending a movie to show them to you.\Here we go. Five, six, seven, eight.\No matter how early in the morning it is,\Up, down, up, down. And pose. Seven of us will do this.\Horikiri-shi seems to be doing fine. I am relieved.\RIght? She seems lively somewhat.\I envy her. I wanted to participate in the Solo's workshop, too.\Come on! response:	What would I do if you are gone too?
context: Here we go. Five, six, seven, eight.\No matter how early in the morning it is,\Up, down, up, down. And pose. Seven of us will do this.\Horikiri-shi seems to be doing fine. I am relieved.\RIght? She seems lively somewhat.\I envy her. I wanted to participate in the Solo's workshop, too.\Come on!\What would I do if you are gone too? response:	Eh?
context: No matter how early in the morning it is,\Up, down, up, down. And pose. Seven of us will do this.\Horikiri-shi seems to be doing fine. I am relieved.\RIght? She seems lively somewhat.\I envy her. I wanted to participate in the Solo's workshop, too.\Come on!\What would I do if you are gone too?\Eh? response:	Hey, would you forward the video to me?
context: Up, down, up, down. And pose. Seven of us will do this.\Horikiri-shi seems to be doing fine. I am relieved.\RIght? She seems lively somewhat.\I envy her. I wanted to participate in the Solo's workshop, too.\Come on!\What would I do if you are gone too?\Eh?\Hey, would you forward the video to me? response:	Ah, yeah. Of course.
context: Horikiri-shi seems to be doing fine. I am relieved.\RIght? She seems lively somewhat.\I envy her. I wanted to participate in the Solo's workshop, too.\Come on!\What would I do if you are gone too?\Eh?\Hey, would you forward the video to me?\Ah, yeah. Of course. response:	Why doesn't she mail me?
context: RIght? She seems lively somewhat.\I envy her. I wanted to participate in the Solo's workshop, too.\Come on!\What would I do if you are gone too?\Eh?\Hey, would you forward the video to me?\Ah, yeah. Of course.\Why doesn't she mail me? response:	I heard her cellphone broke, so she might not know your address anymore.
context: I envy her. I wanted to participate in the Solo's workshop, too.\Come on!\What would I do if you are gone too?\Eh?\Hey, would you forward the video to me?\Ah, yeah. Of course.\Why doesn't she mail me?\I heard her cellphone broke, so she might not know your address anymore. response:	But, then how did she send you a mail?
context: Come on!\What would I do if you are gone too?\Eh?\Hey, would you forward the video to me?\Ah, yeah. Of course.\Why doesn't she mail me?\I heard her cellphone broke, so she might not know your address anymore.\But, then how did she send you a mail? response:	My address is really simple. It's amippeamippeamippe@ So, she must have figured it out.
context: What would I do if you are gone too?\Eh?\Hey, would you forward the video to me?\Ah, yeah. Of course.\Why doesn't she mail me?\I heard her cellphone broke, so she might not know your address anymore.\But, then how did she send you a mail?\My address is really simple. It's amippeamippeamippe@ So, she must have figured it out. response:	Well, my address is rikurikuriku@ though.
context: Eh?\Hey, would you forward the video to me?\Ah, yeah. Of course.\Why doesn't she mail me?\I heard her cellphone broke, so she might not know your address anymore.\But, then how did she send you a mail?\My address is really simple. It's amippeamippeamippe@ So, she must have figured it out.\Well, my address is rikurikuriku@ though. response:	Yeah...
context: Hey, would you forward the video to me?\Ah, yeah. Of course.\Why doesn't she mail me?\I heard her cellphone broke, so she might not know your address anymore.\But, then how did she send you a mail?\My address is really simple. It's amippeamippeamippe@ So, she must have figured it out.\Well, my address is rikurikuriku@ though.\Yeah... response:	Today, there is something I need to tell you before the class.
context: Ah, yeah. Of course.\Why doesn't she mail me?\I heard her cellphone broke, so she might not know your address anymore.\But, then how did she send you a mail?\My address is really simple. It's amippeamippeamippe@ So, she must have figured it out.\Well, my address is rikurikuriku@ though.\Yeah...\Today, there is something I need to tell you before the class. response:	Lately, there are a lot of burglaries reported around here.
context: Why doesn't she mail me?\I heard her cellphone broke, so she might not know your address anymore.\But, then how did she send you a mail?\My address is really simple. It's amippeamippeamippe@ So, she must have figured it out.\Well, my address is rikurikuriku@ though.\Yeah...\Today, there is something I need to tell you before the class.\Lately, there are a lot of burglaries reported around here. response:	There are many senior citizens living around this area, you know.
context: I heard her cellphone broke, so she might not know your address anymore.\But, then how did she send you a mail?\My address is really simple. It's amippeamippeamippe@ So, she must have figured it out.\Well, my address is rikurikuriku@ though.\Yeah...\Today, there is something I need to tell you before the class.\Lately, there are a lot of burglaries reported around here.\There are many senior citizens living around this area, you know. response:	In most of the cases, their houses are burglarized because they go out without locking doors.
context: But, then how did she send you a mail?\My address is really simple. It's amippeamippeamippe@ So, she must have figured it out.\Well, my address is rikurikuriku@ though.\Yeah...\Today, there is something I need to tell you before the class.\Lately, there are a lot of burglaries reported around here.\There are many senior citizens living around this area, you know.\In most of the cases, their houses are burglarized because they go out without locking doors. response:	So far, there are no witnesses.
context: My address is really simple. It's amippeamippeamippe@ So, she must have figured it out.\Well, my address is rikurikuriku@ though.\Yeah...\Today, there is something I need to tell you before the class.\Lately, there are a lot of burglaries reported around here.\There are many senior citizens living around this area, you know.\In most of the cases, their houses are burglarized because they go out without locking doors.\So far, there are no witnesses. response:	If you see a suspicious person, you need to call the police, okay?
context: Well, my address is rikurikuriku@ though.\Yeah...\Today, there is something I need to tell you before the class.\Lately, there are a lot of burglaries reported around here.\There are many senior citizens living around this area, you know.\In most of the cases, their houses are burglarized because they go out without locking doors.\So far, there are no witnesses.\If you see a suspicious person, you need to call the police, okay? response:	Wow, burglars.
context: Yeah...\Today, there is something I need to tell you before the class.\Lately, there are a lot of burglaries reported around here.\There are many senior citizens living around this area, you know.\In most of the cases, their houses are burglarized because they go out without locking doors.\So far, there are no witnesses.\If you see a suspicious person, you need to call the police, okay?\Wow, burglars. response:	No way... If we find one, let's beat him up.
context: Today, there is something I need to tell you before the class.\Lately, there are a lot of burglaries reported around here.\There are many senior citizens living around this area, you know.\In most of the cases, their houses are burglarized because they go out without locking doors.\So far, there are no witnesses.\If you see a suspicious person, you need to call the police, okay?\Wow, burglars.\No way... If we find one, let's beat him up. response:	As if.
context: Lately, there are a lot of burglaries reported around here.\There are many senior citizens living around this area, you know.\In most of the cases, their houses are burglarized because they go out without locking doors.\So far, there are no witnesses.\If you see a suspicious person, you need to call the police, okay?\Wow, burglars.\No way... If we find one, let's beat him up.\As if. response:	If I catch one, am I going to be awarded?
context: There are many senior citizens living around this area, you know.\In most of the cases, their houses are burglarized because they go out without locking doors.\So far, there are no witnesses.\If you see a suspicious person, you need to call the police, okay?\Wow, burglars.\No way... If we find one, let's beat him up.\As if.\If I catch one, am I going to be awarded? response:	You should never fight with the burglar.
context: In most of the cases, their houses are burglarized because they go out without locking doors.\So far, there are no witnesses.\If you see a suspicious person, you need to call the police, okay?\Wow, burglars.\No way... If we find one, let's beat him up.\As if.\If I catch one, am I going to be awarded?\You should never fight with the burglar. response:	You will never know what he will do if he is cornered.
context: So far, there are no witnesses.\If you see a suspicious person, you need to call the police, okay?\Wow, burglars.\No way... If we find one, let's beat him up.\As if.\If I catch one, am I going to be awarded?\You should never fight with the burglar.\You will never know what he will do if he is cornered. response:	Okay, let's start class now. Please go to page 78.
context: If you see a suspicious person, you need to call the police, okay?\Wow, burglars.\No way... If we find one, let's beat him up.\As if.\If I catch one, am I going to be awarded?\You should never fight with the burglar.\You will never know what he will do if he is cornered.\Okay, let's start class now. Please go to page 78. response:	Minami-kun. We are having a class.
context: Wow, burglars.\No way... If we find one, let's beat him up.\As if.\If I catch one, am I going to be awarded?\You should never fight with the burglar.\You will never know what he will do if he is cornered.\Okay, let's start class now. Please go to page 78.\Minami-kun. We are having a class. response:	Ah, sorry.
context: No way... If we find one, let's beat him up.\As if.\If I catch one, am I going to be awarded?\You should never fight with the burglar.\You will never know what he will do if he is cornered.\Okay, let's start class now. Please go to page 78.\Minami-kun. We are having a class.\Ah, sorry. response:	Yes.
context: As if.\If I catch one, am I going to be awarded?\You should never fight with the burglar.\You will never know what he will do if he is cornered.\Okay, let's start class now. Please go to page 78.\Minami-kun. We are having a class.\Ah, sorry.\Yes. response:	Oh, Sakaizawa.
context: If I catch one, am I going to be awarded?\You should never fight with the burglar.\You will never know what he will do if he is cornered.\Okay, let's start class now. Please go to page 78.\Minami-kun. We are having a class.\Ah, sorry.\Yes.\Oh, Sakaizawa. response:	Sensei (teacher). This is bad.
context: You should never fight with the burglar.\You will never know what he will do if he is cornered.\Okay, let's start class now. Please go to page 78.\Minami-kun. We are having a class.\Ah, sorry.\Yes.\Oh, Sakaizawa.\Sensei (teacher). This is bad. response:	You need to confirm who it is by the intercom before opening the door.
context: You will never know what he will do if he is cornered.\Okay, let's start class now. Please go to page 78.\Minami-kun. We are having a class.\Ah, sorry.\Yes.\Oh, Sakaizawa.\Sensei (teacher). This is bad.\You need to confirm who it is by the intercom before opening the door. response:	I'll be fine.
context: Okay, let's start class now. Please go to page 78.\Minami-kun. We are having a class.\Ah, sorry.\Yes.\Oh, Sakaizawa.\Sensei (teacher). This is bad.\You need to confirm who it is by the intercom before opening the door.\I'll be fine. response:	We have this.
context: Minami-kun. We are having a class.\Ah, sorry.\Yes.\Oh, Sakaizawa.\Sensei (teacher). This is bad.\You need to confirm who it is by the intercom before opening the door.\I'll be fine.\We have this. response:	Hey, stop kidding around, Sensei.
context: Ah, sorry.\Yes.\Oh, Sakaizawa.\Sensei (teacher). This is bad.\You need to confirm who it is by the intercom before opening the door.\I'll be fine.\We have this.\Hey, stop kidding around, Sensei. response:	So, what brings you here?
context: Yes.\Oh, Sakaizawa.\Sensei (teacher). This is bad.\You need to confirm who it is by the intercom before opening the door.\I'll be fine.\We have this.\Hey, stop kidding around, Sensei.\So, what brings you here? response:	Ah, by chance, you want to invite me to another alumni reunion?
context: Oh, Sakaizawa.\Sensei (teacher). This is bad.\You need to confirm who it is by the intercom before opening the door.\I'll be fine.\We have this.\Hey, stop kidding around, Sensei.\So, what brings you here?\Ah, by chance, you want to invite me to another alumni reunion? response:	My goodness. I know you want to find someone to marry. But, aren't you having too many gatherings lately?
context: Sensei (teacher). This is bad.\You need to confirm who it is by the intercom before opening the door.\I'll be fine.\We have this.\Hey, stop kidding around, Sensei.\So, what brings you here?\Ah, by chance, you want to invite me to another alumni reunion?\My goodness. I know you want to find someone to marry. But, aren't you having too many gatherings lately? response:	Even though I was your homeroom teacher, you don't have to invite me to every single one of them.
context: You need to confirm who it is by the intercom before opening the door.\I'll be fine.\We have this.\Hey, stop kidding around, Sensei.\So, what brings you here?\Ah, by chance, you want to invite me to another alumni reunion?\My goodness. I know you want to find someone to marry. But, aren't you having too many gatherings lately?\Even though I was your homeroom teacher, you don't have to invite me to every single one of them. response:	That's not it... although I do want to get married.
context: I'll be fine.\We have this.\Hey, stop kidding around, Sensei.\So, what brings you here?\Ah, by chance, you want to invite me to another alumni reunion?\My goodness. I know you want to find someone to marry. But, aren't you having too many gatherings lately?\Even though I was your homeroom teacher, you don't have to invite me to every single one of them.\That's not it... although I do want to get married. response:	Well, actually, many people around here had their houses burglarised recently.
context: We have this.\Hey, stop kidding around, Sensei.\So, what brings you here?\Ah, by chance, you want to invite me to another alumni reunion?\My goodness. I know you want to find someone to marry. But, aren't you having too many gatherings lately?\Even though I was your homeroom teacher, you don't have to invite me to every single one of them.\That's not it... although I do want to get married.\Well, actually, many people around here had their houses burglarised recently. response:	You are home alone during the day, right? So, I wanted to let you know.
context: Hey, stop kidding around, Sensei.\So, what brings you here?\Ah, by chance, you want to invite me to another alumni reunion?\My goodness. I know you want to find someone to marry. But, aren't you having too many gatherings lately?\Even though I was your homeroom teacher, you don't have to invite me to every single one of them.\That's not it... although I do want to get married.\Well, actually, many people around here had their houses burglarised recently.\You are home alone during the day, right? So, I wanted to let you know. response:	Oh, is that it?
context: So, what brings you here?\Ah, by chance, you want to invite me to another alumni reunion?\My goodness. I know you want to find someone to marry. But, aren't you having too many gatherings lately?\Even though I was your homeroom teacher, you don't have to invite me to every single one of them.\That's not it... although I do want to get married.\Well, actually, many people around here had their houses burglarised recently.\You are home alone during the day, right? So, I wanted to let you know.\Oh, is that it? response:	We will be okay. We don't have anything that would trouble us if stolen.
context: Ah, by chance, you want to invite me to another alumni reunion?\My goodness. I know you want to find someone to marry. But, aren't you having too many gatherings lately?\Even though I was your homeroom teacher, you don't have to invite me to every single one of them.\That's not it... although I do want to get married.\Well, actually, many people around here had their houses burglarised recently.\You are home alone during the day, right? So, I wanted to let you know.\Oh, is that it?\We will be okay. We don't have anything that would trouble us if stolen. response:	Well, even if you say so...
context: My goodness. I know you want to find someone to marry. But, aren't you having too many gatherings lately?\Even though I was your homeroom teacher, you don't have to invite me to every single one of them.\That's not it... although I do want to get married.\Well, actually, many people around here had their houses burglarised recently.\You are home alone during the day, right? So, I wanted to let you know.\Oh, is that it?\We will be okay. We don't have anything that would trouble us if stolen.\Well, even if you say so... response:	Oh, Sakaizawa-kun. I need to go shopping now.
context: Even though I was your homeroom teacher, you don't have to invite me to every single one of them.\That's not it... although I do want to get married.\Well, actually, many people around here had their houses burglarised recently.\You are home alone during the day, right? So, I wanted to let you know.\Oh, is that it?\We will be okay. We don't have anything that would trouble us if stolen.\Well, even if you say so...\Oh, Sakaizawa-kun. I need to go shopping now. response:	Would you give me a ride on your bike?
context: That's not it... although I do want to get married.\Well, actually, many people around here had their houses burglarised recently.\You are home alone during the day, right? So, I wanted to let you know.\Oh, is that it?\We will be okay. We don't have anything that would trouble us if stolen.\Well, even if you say so...\Oh, Sakaizawa-kun. I need to go shopping now.\Would you give me a ride on your bike? response:	What are you saying, Sensei. Double riding is no good, you know.
context: Well, actually, many people around here had their houses burglarised recently.\You are home alone during the day, right? So, I wanted to let you know.\Oh, is that it?\We will be okay. We don't have anything that would trouble us if stolen.\Well, even if you say so...\Oh, Sakaizawa-kun. I need to go shopping now.\Would you give me a ride on your bike?\What are you saying, Sensei. Double riding is no good, you know. response:	I am a police officer.
context: You are home alone during the day, right? So, I wanted to let you know.\Oh, is that it?\We will be okay. We don't have anything that would trouble us if stolen.\Well, even if you say so...\Oh, Sakaizawa-kun. I need to go shopping now.\Would you give me a ride on your bike?\What are you saying, Sensei. Double riding is no good, you know.\I am a police officer. response:	Burglar? This town used to be so peaceful.
context: Oh, is that it?\We will be okay. We don't have anything that would trouble us if stolen.\Well, even if you say so...\Oh, Sakaizawa-kun. I need to go shopping now.\Would you give me a ride on your bike?\What are you saying, Sensei. Double riding is no good, you know.\I am a police officer.\Burglar? This town used to be so peaceful. response:	I guess it would be okay. I guess it is time.
context: We will be okay. We don't have anything that would trouble us if stolen.\Well, even if you say so...\Oh, Sakaizawa-kun. I need to go shopping now.\Would you give me a ride on your bike?\What are you saying, Sensei. Double riding is no good, you know.\I am a police officer.\Burglar? This town used to be so peaceful.\I guess it would be okay. I guess it is time. response:	Here I come.
context: Well, even if you say so...\Oh, Sakaizawa-kun. I need to go shopping now.\Would you give me a ride on your bike?\What are you saying, Sensei. Double riding is no good, you know.\I am a police officer.\Burglar? This town used to be so peaceful.\I guess it would be okay. I guess it is time.\Here I come. response:	Great. It is open as I expected.
context: Oh, Sakaizawa-kun. I need to go shopping now.\Would you give me a ride on your bike?\What are you saying, Sensei. Double riding is no good, you know.\I am a police officer.\Burglar? This town used to be so peaceful.\I guess it would be okay. I guess it is time.\Here I come.\Great. It is open as I expected. response:	Oh no, oh no, oh no.
context: Would you give me a ride on your bike?\What are you saying, Sensei. Double riding is no good, you know.\I am a police officer.\Burglar? This town used to be so peaceful.\I guess it would be okay. I guess it is time.\Here I come.\Great. It is open as I expected.\Oh no, oh no, oh no. response:	Hey, master.
context: What are you saying, Sensei. Double riding is no good, you know.\I am a police officer.\Burglar? This town used to be so peaceful.\I guess it would be okay. I guess it is time.\Here I come.\Great. It is open as I expected.\Oh no, oh no, oh no.\Hey, master. response:	Gan-chan, did you tell your wife that you would be here?
context: I am a police officer.\Burglar? This town used to be so peaceful.\I guess it would be okay. I guess it is time.\Here I come.\Great. It is open as I expected.\Oh no, oh no, oh no.\Hey, master.\Gan-chan, did you tell your wife that you would be here? response:	Hush! I came here to relax.
context: Burglar? This town used to be so peaceful.\I guess it would be okay. I guess it is time.\Here I come.\Great. It is open as I expected.\Oh no, oh no, oh no.\Hey, master.\Gan-chan, did you tell your wife that you would be here?\Hush! I came here to relax. response:	Don't say that.
context: I guess it would be okay. I guess it is time.\Here I come.\Great. It is open as I expected.\Oh no, oh no, oh no.\Hey, master.\Gan-chan, did you tell your wife that you would be here?\Hush! I came here to relax.\Don't say that. response:	I'm the one who gets in trouble.
context: Here I come.\Great. It is open as I expected.\Oh no, oh no, oh no.\Hey, master.\Gan-chan, did you tell your wife that you would be here?\Hush! I came here to relax.\Don't say that.\I'm the one who gets in trouble. response:	Although I told Minami-kun I could do it...
context: Great. It is open as I expected.\Oh no, oh no, oh no.\Hey, master.\Gan-chan, did you tell your wife that you would be here?\Hush! I came here to relax.\Don't say that.\I'm the one who gets in trouble.\Although I told Minami-kun I could do it... response:	But, it is really hard after all.
context: Oh no, oh no, oh no.\Hey, master.\Gan-chan, did you tell your wife that you would be here?\Hush! I came here to relax.\Don't say that.\I'm the one who gets in trouble.\Although I told Minami-kun I could do it...\But, it is really hard after all. response:	I made it finally.
context: Hey, master.\Gan-chan, did you tell your wife that you would be here?\Hush! I came here to relax.\Don't say that.\I'm the one who gets in trouble.\Although I told Minami-kun I could do it...\But, it is really hard after all.\I made it finally. response:	This is like Mt. Everest. (She is saying'Chomolungma' which is Tibetan)
context: Gan-chan, did you tell your wife that you would be here?\Hush! I came here to relax.\Don't say that.\I'm the one who gets in trouble.\Although I told Minami-kun I could do it...\But, it is really hard after all.\I made it finally.\This is like Mt. Everest. (She is saying'Chomolungma' which is Tibetan) response:	There it is!
context: Hush! I came here to relax.\Don't say that.\I'm the one who gets in trouble.\Although I told Minami-kun I could do it...\But, it is really hard after all.\I made it finally.\This is like Mt. Everest. (She is saying'Chomolungma' which is Tibetan)\There it is! response:	This is great. It is still here like before.
context: Don't say that.\I'm the one who gets in trouble.\Although I told Minami-kun I could do it...\But, it is really hard after all.\I made it finally.\This is like Mt. Everest. (She is saying'Chomolungma' which is Tibetan)\There it is!\This is great. It is still here like before. response:	There are so many.
context: I'm the one who gets in trouble.\Although I told Minami-kun I could do it...\But, it is really hard after all.\I made it finally.\This is like Mt. Everest. (She is saying'Chomolungma' which is Tibetan)\There it is!\This is great. It is still here like before.\There are so many. response:	So cute!
context: Although I told Minami-kun I could do it...\But, it is really hard after all.\I made it finally.\This is like Mt. Everest. (She is saying'Chomolungma' which is Tibetan)\There it is!\This is great. It is still here like before.\There are so many.\So cute! response:	This and...
context: But, it is really hard after all.\I made it finally.\This is like Mt. Everest. (She is saying'Chomolungma' which is Tibetan)\There it is!\This is great. It is still here like before.\There are so many.\So cute!\This and... response:	this...
context: I made it finally.\This is like Mt. Everest. (She is saying'Chomolungma' which is Tibetan)\There it is!\This is great. It is still here like before.\There are so many.\So cute!\This and...\this... response:	I will take them.
context: This is like Mt. Everest. (She is saying'Chomolungma' which is Tibetan)\There it is!\This is great. It is still here like before.\There are so many.\So cute!\This and...\this...\I will take them. response:	I definitely need a hairbrush.
context: There it is!\This is great. It is still here like before.\There are so many.\So cute!\This and...\this...\I will take them.\I definitely need a hairbrush. response:	It's heavy. Did I pack too much? Oh, well, it'll be okay.
context: This is great. It is still here like before.\There are so many.\So cute!\This and...\this...\I will take them.\I definitely need a hairbrush.\It's heavy. Did I pack too much? Oh, well, it'll be okay. response:	So heavy...
context: There are so many.\So cute!\This and...\this...\I will take them.\I definitely need a hairbrush.\It's heavy. Did I pack too much? Oh, well, it'll be okay.\So heavy... response:	You were also against it, weren't you?
context: So cute!\This and...\this...\I will take them.\I definitely need a hairbrush.\It's heavy. Did I pack too much? Oh, well, it'll be okay.\So heavy...\You were also against it, weren't you? response:	But, you shouldn't have hit her.
context: This and...\this...\I will take them.\I definitely need a hairbrush.\It's heavy. Did I pack too much? Oh, well, it'll be okay.\So heavy...\You were also against it, weren't you?\But, you shouldn't have hit her. response:	Don't say the same thing over and over again.
context: this...\I will take them.\I definitely need a hairbrush.\It's heavy. Did I pack too much? Oh, well, it'll be okay.\So heavy...\You were also against it, weren't you?\But, you shouldn't have hit her.\Don't say the same thing over and over again. response:	You are the one who are making me do that.
context: I will take them.\I definitely need a hairbrush.\It's heavy. Did I pack too much? Oh, well, it'll be okay.\So heavy...\You were also against it, weren't you?\But, you shouldn't have hit her.\Don't say the same thing over and over again.\You are the one who are making me do that. response:	Come on, you two.
context: I definitely need a hairbrush.\It's heavy. Did I pack too much? Oh, well, it'll be okay.\So heavy...\You were also against it, weren't you?\But, you shouldn't have hit her.\Don't say the same thing over and over again.\You are the one who are making me do that.\Come on, you two. response:	You are always like this. You sound like you hit Chiyomi for the sake of me. But, that's not true, is it?
context: It's heavy. Did I pack too much? Oh, well, it'll be okay.\So heavy...\You were also against it, weren't you?\But, you shouldn't have hit her.\Don't say the same thing over and over again.\You are the one who are making me do that.\Come on, you two.\You are always like this. You sound like you hit Chiyomi for the sake of me. But, that's not true, is it? response:	Hey, let me tell you
context: So heavy...\You were also against it, weren't you?\But, you shouldn't have hit her.\Don't say the same thing over and over again.\You are the one who are making me do that.\Come on, you two.\You are always like this. You sound like you hit Chiyomi for the sake of me. But, that's not true, is it?\Hey, let me tell you response:	Chiyomi didn't leave the house because I hit her. She wanted to participate in the workshop.
context: You were also against it, weren't you?\But, you shouldn't have hit her.\Don't say the same thing over and over again.\You are the one who are making me do that.\Come on, you two.\You are always like this. You sound like you hit Chiyomi for the sake of me. But, that's not true, is it?\Hey, let me tell you\Chiyomi didn't leave the house because I hit her. She wanted to participate in the workshop. response:	Regardless of whether I hit or not, she would have left anyway.
context: But, you shouldn't have hit her.\Don't say the same thing over and over again.\You are the one who are making me do that.\Come on, you two.\You are always like this. You sound like you hit Chiyomi for the sake of me. But, that's not true, is it?\Hey, let me tell you\Chiyomi didn't leave the house because I hit her. She wanted to participate in the workshop.\Regardless of whether I hit or not, she would have left anyway. response:	You are mistaken, Dad.
context: Don't say the same thing over and over again.\You are the one who are making me do that.\Come on, you two.\You are always like this. You sound like you hit Chiyomi for the sake of me. But, that's not true, is it?\Hey, let me tell you\Chiyomi didn't leave the house because I hit her. She wanted to participate in the workshop.\Regardless of whether I hit or not, she would have left anyway.\You are mistaken, Dad. response:	You always change the subject like that.
context: You are the one who are making me do that.\Come on, you two.\You are always like this. You sound like you hit Chiyomi for the sake of me. But, that's not true, is it?\Hey, let me tell you\Chiyomi didn't leave the house because I hit her. She wanted to participate in the workshop.\Regardless of whether I hit or not, she would have left anyway.\You are mistaken, Dad.\You always change the subject like that. response:	- Hey, let's stop it now, Ricchan. - Don't tell me. Tell HIM.
context: Come on, you two.\You are always like this. You sound like you hit Chiyomi for the sake of me. But, that's not true, is it?\Hey, let me tell you\Chiyomi didn't leave the house because I hit her. She wanted to participate in the workshop.\Regardless of whether I hit or not, she would have left anyway.\You are mistaken, Dad.\You always change the subject like that.\- Hey, let's stop it now, Ricchan. - Don't tell me. Tell HIM. response:	You always look disgusted like that.
context: You are always like this. You sound like you hit Chiyomi for the sake of me. But, that's not true, is it?\Hey, let me tell you\Chiyomi didn't leave the house because I hit her. She wanted to participate in the workshop.\Regardless of whether I hit or not, she would have left anyway.\You are mistaken, Dad.\You always change the subject like that.\- Hey, let's stop it now, Ricchan. - Don't tell me. Tell HIM.\You always look disgusted like that. response:	- I don't. - Yes, you do. You have a look that says I shouldn't have married her.
context: Hey, let me tell you\Chiyomi didn't leave the house because I hit her. She wanted to participate in the workshop.\Regardless of whether I hit or not, she would have left anyway.\You are mistaken, Dad.\You always change the subject like that.\- Hey, let's stop it now, Ricchan. - Don't tell me. Tell HIM.\You always look disgusted like that.\- I don't. - Yes, you do. You have a look that says I shouldn't have married her. response:	You got a customer here, okay?
context: Chiyomi didn't leave the house because I hit her. She wanted to participate in the workshop.\Regardless of whether I hit or not, she would have left anyway.\You are mistaken, Dad.\You always change the subject like that.\- Hey, let's stop it now, Ricchan. - Don't tell me. Tell HIM.\You always look disgusted like that.\- I don't. - Yes, you do. You have a look that says I shouldn't have married her.\You got a customer here, okay? response:	- That's not how I feel. - You look like that because you DO feel that way.
context: Regardless of whether I hit or not, she would have left anyway.\You are mistaken, Dad.\You always change the subject like that.\- Hey, let's stop it now, Ricchan. - Don't tell me. Tell HIM.\You always look disgusted like that.\- I don't. - Yes, you do. You have a look that says I shouldn't have married her.\You got a customer here, okay?\- That's not how I feel. - You look like that because you DO feel that way. response:	Sure. You always make me the bad guy like that.
context: You are mistaken, Dad.\You always change the subject like that.\- Hey, let's stop it now, Ricchan. - Don't tell me. Tell HIM.\You always look disgusted like that.\- I don't. - Yes, you do. You have a look that says I shouldn't have married her.\You got a customer here, okay?\- That's not how I feel. - You look like that because you DO feel that way.\Sure. You always make me the bad guy like that. response:	You've always had a persecution complex to begin with.
context: You always change the subject like that.\- Hey, let's stop it now, Ricchan. - Don't tell me. Tell HIM.\You always look disgusted like that.\- I don't. - Yes, you do. You have a look that says I shouldn't have married her.\You got a customer here, okay?\- That's not how I feel. - You look like that because you DO feel that way.\Sure. You always make me the bad guy like that.\You've always had a persecution complex to begin with. response:	You two, stop it! You are going way overboard.
context: - Hey, let's stop it now, Ricchan. - Don't tell me. Tell HIM.\You always look disgusted like that.\- I don't. - Yes, you do. You have a look that says I shouldn't have married her.\You got a customer here, okay?\- That's not how I feel. - You look like that because you DO feel that way.\Sure. You always make me the bad guy like that.\You've always had a persecution complex to begin with.\You two, stop it! You are going way overboard. response:	Hey you!
context: You always look disgusted like that.\- I don't. - Yes, you do. You have a look that says I shouldn't have married her.\You got a customer here, okay?\- That's not how I feel. - You look like that because you DO feel that way.\Sure. You always make me the bad guy like that.\You've always had a persecution complex to begin with.\You two, stop it! You are going way overboard.\Hey you! response:	I knew you would be here.
context: - I don't. - Yes, you do. You have a look that says I shouldn't have married her.\You got a customer here, okay?\- That's not how I feel. - You look like that because you DO feel that way.\Sure. You always make me the bad guy like that.\You've always had a persecution complex to begin with.\You two, stop it! You are going way overboard.\Hey you!\I knew you would be here. response:	Oh no... she found me.
context: You got a customer here, okay?\- That's not how I feel. - You look like that because you DO feel that way.\Sure. You always make me the bad guy like that.\You've always had a persecution complex to begin with.\You two, stop it! You are going way overboard.\Hey you!\I knew you would be here.\Oh no... she found me. response:	- We're going home. - Ouch, ouch.
context: - That's not how I feel. - You look like that because you DO feel that way.\Sure. You always make me the bad guy like that.\You've always had a persecution complex to begin with.\You two, stop it! You are going way overboard.\Hey you!\I knew you would be here.\Oh no... she found me.\- We're going home. - Ouch, ouch. response:	You always sneak out when I am not looking.
