context: What's Kuro-senpai doing here? response:	His steps are so clumsy.
context: Time passed, and such nightmarish experiments were forgotten.\But...\Kuro.\Grandmother.\Dinner is ready.\Okay.\Let's eat.\Nii-san? response:	What?
context: But...\Kuro.\Grandmother.\Dinner is ready.\Okay.\Let's eat.\Nii-san?\What? response:	Grandmother, they're all...
context: Kuro.\Grandmother.\Dinner is ready.\Okay.\Let's eat.\Nii-san?\What?\Grandmother, they're all... response:	Th-They all seem to be in pain!
context: Grandmother.\Dinner is ready.\Okay.\Let's eat.\Nii-san?\What?\Grandmother, they're all...\Th-They all seem to be in pain! response:	Ah, Kuro...
context: Dinner is ready.\Okay.\Let's eat.\Nii-san?\What?\Grandmother, they're all...\Th-They all seem to be in pain!\Ah, Kuro... response:	You feel completely fine?
context: Okay.\Let's eat.\Nii-san?\What?\Grandmother, they're all...\Th-They all seem to be in pain!\Ah, Kuro...\You feel completely fine? response:	Do you have a fever? Do you feel nauseous?
context: Let's eat.\Nii-san?\What?\Grandmother, they're all...\Th-They all seem to be in pain!\Ah, Kuro...\You feel completely fine?\Do you have a fever? Do you feel nauseous? response:	No, I'm fine...
context: Nii-san?\What?\Grandmother, they're all...\Th-They all seem to be in pain!\Ah, Kuro...\You feel completely fine?\Do you have a fever? Do you feel nauseous?\No, I'm fine... response:	It's come true! It's finally come true!
context: What?\Grandmother, they're all...\Th-They all seem to be in pain!\Ah, Kuro...\You feel completely fine?\Do you have a fever? Do you feel nauseous?\No, I'm fine...\It's come true! It's finally come true! response:	His grandmother was still chasing the dream.
context: Grandmother, they're all...\Th-They all seem to be in pain!\Ah, Kuro...\You feel completely fine?\Do you have a fever? Do you feel nauseous?\No, I'm fine...\It's come true! It's finally come true!\His grandmother was still chasing the dream. response:	She had been secretly gathering kudan meat and mermaid flesh.
context: Th-They all seem to be in pain!\Ah, Kuro...\You feel completely fine?\Do you have a fever? Do you feel nauseous?\No, I'm fine...\It's come true! It's finally come true!\His grandmother was still chasing the dream.\She had been secretly gathering kudan meat and mermaid flesh. response:	Grandmother.
context: Ah, Kuro...\You feel completely fine?\Do you have a fever? Do you feel nauseous?\No, I'm fine...\It's come true! It's finally come true!\His grandmother was still chasing the dream.\She had been secretly gathering kudan meat and mermaid flesh.\Grandmother. response:	They're suffering. Please help them!
context: You feel completely fine?\Do you have a fever? Do you feel nauseous?\No, I'm fine...\It's come true! It's finally come true!\His grandmother was still chasing the dream.\She had been secretly gathering kudan meat and mermaid flesh.\Grandmother.\They're suffering. Please help them! response:	Let's see...
context: Do you have a fever? Do you feel nauseous?\No, I'm fine...\It's come true! It's finally come true!\His grandmother was still chasing the dream.\She had been secretly gathering kudan meat and mermaid flesh.\Grandmother.\They're suffering. Please help them!\Let's see... response:	I would love to know what the weather will be like tomorrow.
context: No, I'm fine...\It's come true! It's finally come true!\His grandmother was still chasing the dream.\She had been secretly gathering kudan meat and mermaid flesh.\Grandmother.\They're suffering. Please help them!\Let's see...\I would love to know what the weather will be like tomorrow. response:	Huh?
context: It's come true! It's finally come true!\His grandmother was still chasing the dream.\She had been secretly gathering kudan meat and mermaid flesh.\Grandmother.\They're suffering. Please help them!\Let's see...\I would love to know what the weather will be like tomorrow.\Huh? response:	You should be able to tell me that, Kuro.
context: His grandmother was still chasing the dream.\She had been secretly gathering kudan meat and mermaid flesh.\Grandmother.\They're suffering. Please help them!\Let's see...\I would love to know what the weather will be like tomorrow.\Huh?\You should be able to tell me that, Kuro. response:	I need you to die once and go see...
context: She had been secretly gathering kudan meat and mermaid flesh.\Grandmother.\They're suffering. Please help them!\Let's see...\I would love to know what the weather will be like tomorrow.\Huh?\You should be able to tell me that, Kuro.\I need you to die once and go see... response:	the future!
context: Grandmother.\They're suffering. Please help them!\Let's see...\I would love to know what the weather will be like tomorrow.\Huh?\You should be able to tell me that, Kuro.\I need you to die once and go see...\the future! response:	And then, his insane grandmother tried various experiments.
context: They're suffering. Please help them!\Let's see...\I would love to know what the weather will be like tomorrow.\Huh?\You should be able to tell me that, Kuro.\I need you to die once and go see...\the future!\And then, his insane grandmother tried various experiments. response:	To see if he was immortal, and if he could predict the future,
context: Let's see...\I would love to know what the weather will be like tomorrow.\Huh?\You should be able to tell me that, Kuro.\I need you to die once and go see...\the future!\And then, his insane grandmother tried various experiments.\To see if he was immortal, and if he could predict the future, response:	she cut up his body and made him suffer mortal wounds repeatedly,
context: I would love to know what the weather will be like tomorrow.\Huh?\You should be able to tell me that, Kuro.\I need you to die once and go see...\the future!\And then, his insane grandmother tried various experiments.\To see if he was immortal, and if he could predict the future,\she cut up his body and made him suffer mortal wounds repeatedly, response:	until he stopped feeling pain almost altogether.
context: Huh?\You should be able to tell me that, Kuro.\I need you to die once and go see...\the future!\And then, his insane grandmother tried various experiments.\To see if he was immortal, and if he could predict the future,\she cut up his body and made him suffer mortal wounds repeatedly,\until he stopped feeling pain almost altogether. response:	Kuro.
context: You should be able to tell me that, Kuro.\I need you to die once and go see...\the future!\And then, his insane grandmother tried various experiments.\To see if he was immortal, and if he could predict the future,\she cut up his body and made him suffer mortal wounds repeatedly,\until he stopped feeling pain almost altogether.\Kuro. response:	There are lots of fireflies by the river out back.
context: I need you to die once and go see...\the future!\And then, his insane grandmother tried various experiments.\To see if he was immortal, and if he could predict the future,\she cut up his body and made him suffer mortal wounds repeatedly,\until he stopped feeling pain almost altogether.\Kuro.\There are lots of fireflies by the river out back. response:	Want to go see them with me?
context: the future!\And then, his insane grandmother tried various experiments.\To see if he was immortal, and if he could predict the future,\she cut up his body and made him suffer mortal wounds repeatedly,\until he stopped feeling pain almost altogether.\Kuro.\There are lots of fireflies by the river out back.\Want to go see them with me? response:	Sure.
context: And then, his insane grandmother tried various experiments.\To see if he was immortal, and if he could predict the future,\she cut up his body and made him suffer mortal wounds repeatedly,\until he stopped feeling pain almost altogether.\Kuro.\There are lots of fireflies by the river out back.\Want to go see them with me?\Sure. response:	Well, come along, then.
context: To see if he was immortal, and if he could predict the future,\she cut up his body and made him suffer mortal wounds repeatedly,\until he stopped feeling pain almost altogether.\Kuro.\There are lots of fireflies by the river out back.\Want to go see them with me?\Sure.\Well, come along, then. response:	Is something wrong?
context: she cut up his body and made him suffer mortal wounds repeatedly,\until he stopped feeling pain almost altogether.\Kuro.\There are lots of fireflies by the river out back.\Want to go see them with me?\Sure.\Well, come along, then.\Is something wrong? response:	Nope. It's nothing, Nee-san.
context: until he stopped feeling pain almost altogether.\Kuro.\There are lots of fireflies by the river out back.\Want to go see them with me?\Sure.\Well, come along, then.\Is something wrong?\Nope. It's nothing, Nee-san. response:	The dream of the Sakuragawa family had finally come true.
context: Kuro.\There are lots of fireflies by the river out back.\Want to go see them with me?\Sure.\Well, come along, then.\Is something wrong?\Nope. It's nothing, Nee-san.\The dream of the Sakuragawa family had finally come true. response:	But the abilities obtained were slightly different from what they desired.
context: There are lots of fireflies by the river out back.\Want to go see them with me?\Sure.\Well, come along, then.\Is something wrong?\Nope. It's nothing, Nee-san.\The dream of the Sakuragawa family had finally come true.\But the abilities obtained were slightly different from what they desired. response:	While he is still human,
context: Want to go see them with me?\Sure.\Well, come along, then.\Is something wrong?\Nope. It's nothing, Nee-san.\The dream of the Sakuragawa family had finally come true.\But the abilities obtained were slightly different from what they desired.\While he is still human, response:	he became something inhuman.
context: Sure.\Well, come along, then.\Is something wrong?\Nope. It's nothing, Nee-san.\The dream of the Sakuragawa family had finally come true.\But the abilities obtained were slightly different from what they desired.\While he is still human,\he became something inhuman. response:	Ah, Kuro-senpai...
context: Well, come along, then.\Is something wrong?\Nope. It's nothing, Nee-san.\The dream of the Sakuragawa family had finally come true.\But the abilities obtained were slightly different from what they desired.\While he is still human,\he became something inhuman.\Ah, Kuro-senpai... response:	The way he can do something like that with no hesitation
context: Is something wrong?\Nope. It's nothing, Nee-san.\The dream of the Sakuragawa family had finally come true.\But the abilities obtained were slightly different from what they desired.\While he is still human,\he became something inhuman.\Ah, Kuro-senpai...\The way he can do something like that with no hesitation response:	is another one of his charms!
context: Nope. It's nothing, Nee-san.\The dream of the Sakuragawa family had finally come true.\But the abilities obtained were slightly different from what they desired.\While he is still human,\he became something inhuman.\Ah, Kuro-senpai...\The way he can do something like that with no hesitation\is another one of his charms! response:	I don't need a boyfriend who can snap a ghost's neck.
context: The dream of the Sakuragawa family had finally come true.\But the abilities obtained were slightly different from what they desired.\While he is still human,\he became something inhuman.\Ah, Kuro-senpai...\The way he can do something like that with no hesitation\is another one of his charms!\I don't need a boyfriend who can snap a ghost's neck. response:	Now, this is the real question.
context: But the abilities obtained were slightly different from what they desired.\While he is still human,\he became something inhuman.\Ah, Kuro-senpai...\The way he can do something like that with no hesitation\is another one of his charms!\I don't need a boyfriend who can snap a ghost's neck.\Now, this is the real question. response:	Will this truly be the end of Steel Lady Nanase?
context: While he is still human,\he became something inhuman.\Ah, Kuro-senpai...\The way he can do something like that with no hesitation\is another one of his charms!\I don't need a boyfriend who can snap a ghost's neck.\Now, this is the real question.\Will this truly be the end of Steel Lady Nanase? response:	I figured that wouldn't work.
context: he became something inhuman.\Ah, Kuro-senpai...\The way he can do something like that with no hesitation\is another one of his charms!\I don't need a boyfriend who can snap a ghost's neck.\Now, this is the real question.\Will this truly be the end of Steel Lady Nanase?\I figured that wouldn't work. response:	This means we only have one option.
context: Ah, Kuro-senpai...\The way he can do something like that with no hesitation\is another one of his charms!\I don't need a boyfriend who can snap a ghost's neck.\Now, this is the real question.\Will this truly be the end of Steel Lady Nanase?\I figured that wouldn't work.\This means we only have one option. response:	Kuro-senpai, that should be enough.
context: The way he can do something like that with no hesitation\is another one of his charms!\I don't need a boyfriend who can snap a ghost's neck.\Now, this is the real question.\Will this truly be the end of Steel Lady Nanase?\I figured that wouldn't work.\This means we only have one option.\Kuro-senpai, that should be enough. response:	We'll need a different strategy to defeat Steel Lady Nanase.
context: is another one of his charms!\I don't need a boyfriend who can snap a ghost's neck.\Now, this is the real question.\Will this truly be the end of Steel Lady Nanase?\I figured that wouldn't work.\This means we only have one option.\Kuro-senpai, that should be enough.\We'll need a different strategy to defeat Steel Lady Nanase. response:	A Monster of the Imagination
context: I don't need a boyfriend who can snap a ghost's neck.\Now, this is the real question.\Will this truly be the end of Steel Lady Nanase?\I figured that wouldn't work.\This means we only have one option.\Kuro-senpai, that should be enough.\We'll need a different strategy to defeat Steel Lady Nanase.\A Monster of the Imagination response:	Saki-san, what are you doing here?
context: Now, this is the real question.\Will this truly be the end of Steel Lady Nanase?\I figured that wouldn't work.\This means we only have one option.\Kuro-senpai, that should be enough.\We'll need a different strategy to defeat Steel Lady Nanase.\A Monster of the Imagination\Saki-san, what are you doing here? response:	I work as a police officer in this city. What are you doing here, Kuro-kun?
context: Will this truly be the end of Steel Lady Nanase?\I figured that wouldn't work.\This means we only have one option.\Kuro-senpai, that should be enough.\We'll need a different strategy to defeat Steel Lady Nanase.\A Monster of the Imagination\Saki-san, what are you doing here?\I work as a police officer in this city. What are you doing here, Kuro-kun? response:	Well...
context: I figured that wouldn't work.\This means we only have one option.\Kuro-senpai, that should be enough.\We'll need a different strategy to defeat Steel Lady Nanase.\A Monster of the Imagination\Saki-san, what are you doing here?\I work as a police officer in this city. What are you doing here, Kuro-kun?\Well... response:	Of course, if your dear girlfriend asks you to show up,
context: This means we only have one option.\Kuro-senpai, that should be enough.\We'll need a different strategy to defeat Steel Lady Nanase.\A Monster of the Imagination\Saki-san, what are you doing here?\I work as a police officer in this city. What are you doing here, Kuro-kun?\Well...\Of course, if your dear girlfriend asks you to show up, response:	you'll show up, even if it means fighting a monster, right?
context: Kuro-senpai, that should be enough.\We'll need a different strategy to defeat Steel Lady Nanase.\A Monster of the Imagination\Saki-san, what are you doing here?\I work as a police officer in this city. What are you doing here, Kuro-kun?\Well...\Of course, if your dear girlfriend asks you to show up,\you'll show up, even if it means fighting a monster, right? response:	Something like that.
context: We'll need a different strategy to defeat Steel Lady Nanase.\A Monster of the Imagination\Saki-san, what are you doing here?\I work as a police officer in this city. What are you doing here, Kuro-kun?\Well...\Of course, if your dear girlfriend asks you to show up,\you'll show up, even if it means fighting a monster, right?\Something like that. response:	Though I wasn't informed that you'd be here, Saki-san.
context: A Monster of the Imagination\Saki-san, what are you doing here?\I work as a police officer in this city. What are you doing here, Kuro-kun?\Well...\Of course, if your dear girlfriend asks you to show up,\you'll show up, even if it means fighting a monster, right?\Something like that.\Though I wasn't informed that you'd be here, Saki-san. response:	I also had no idea you'd show up, Kuro-kun.
context: Saki-san, what are you doing here?\I work as a police officer in this city. What are you doing here, Kuro-kun?\Well...\Of course, if your dear girlfriend asks you to show up,\you'll show up, even if it means fighting a monster, right?\Something like that.\Though I wasn't informed that you'd be here, Saki-san.\I also had no idea you'd show up, Kuro-kun. response:	Well, I had no intention of letting you see each other.
context: I work as a police officer in this city. What are you doing here, Kuro-kun?\Well...\Of course, if your dear girlfriend asks you to show up,\you'll show up, even if it means fighting a monster, right?\Something like that.\Though I wasn't informed that you'd be here, Saki-san.\I also had no idea you'd show up, Kuro-kun.\Well, I had no intention of letting you see each other. response:	So she really is your current girlfriend?
context: Well...\Of course, if your dear girlfriend asks you to show up,\you'll show up, even if it means fighting a monster, right?\Something like that.\Though I wasn't informed that you'd be here, Saki-san.\I also had no idea you'd show up, Kuro-kun.\Well, I had no intention of letting you see each other.\So she really is your current girlfriend? response:	Yes... She really is my current girlfriend...
context: Of course, if your dear girlfriend asks you to show up,\you'll show up, even if it means fighting a monster, right?\Something like that.\Though I wasn't informed that you'd be here, Saki-san.\I also had no idea you'd show up, Kuro-kun.\Well, I had no intention of letting you see each other.\So she really is your current girlfriend?\Yes... She really is my current girlfriend... response:	Kuro-senpai! Why do you sound like it absolutely pains you?!
context: you'll show up, even if it means fighting a monster, right?\Something like that.\Though I wasn't informed that you'd be here, Saki-san.\I also had no idea you'd show up, Kuro-kun.\Well, I had no intention of letting you see each other.\So she really is your current girlfriend?\Yes... She really is my current girlfriend...\Kuro-senpai! Why do you sound like it absolutely pains you?! response:	Because it does absolutely pain me.
context: Something like that.\Though I wasn't informed that you'd be here, Saki-san.\I also had no idea you'd show up, Kuro-kun.\Well, I had no intention of letting you see each other.\So she really is your current girlfriend?\Yes... She really is my current girlfriend...\Kuro-senpai! Why do you sound like it absolutely pains you?!\Because it does absolutely pain me. response:	I'm sorry, Saki-san. I'm pretty sure Iwanaga caused you some trouble.
context: Though I wasn't informed that you'd be here, Saki-san.\I also had no idea you'd show up, Kuro-kun.\Well, I had no intention of letting you see each other.\So she really is your current girlfriend?\Yes... She really is my current girlfriend...\Kuro-senpai! Why do you sound like it absolutely pains you?!\Because it does absolutely pain me.\I'm sorry, Saki-san. I'm pretty sure Iwanaga caused you some trouble. response:	Kuro-senpai! I actually saved Saki-san!
context: I also had no idea you'd show up, Kuro-kun.\Well, I had no intention of letting you see each other.\So she really is your current girlfriend?\Yes... She really is my current girlfriend...\Kuro-senpai! Why do you sound like it absolutely pains you?!\Because it does absolutely pain me.\I'm sorry, Saki-san. I'm pretty sure Iwanaga caused you some trouble.\Kuro-senpai! I actually saved Saki-san! response:	I don't deserve this kind of treatment
context: Well, I had no intention of letting you see each other.\So she really is your current girlfriend?\Yes... She really is my current girlfriend...\Kuro-senpai! Why do you sound like it absolutely pains you?!\Because it does absolutely pain me.\I'm sorry, Saki-san. I'm pretty sure Iwanaga caused you some trouble.\Kuro-senpai! I actually saved Saki-san!\I don't deserve this kind of treatment response:	Just apologize.
context: So she really is your current girlfriend?\Yes... She really is my current girlfriend...\Kuro-senpai! Why do you sound like it absolutely pains you?!\Because it does absolutely pain me.\I'm sorry, Saki-san. I'm pretty sure Iwanaga caused you some trouble.\Kuro-senpai! I actually saved Saki-san!\I don't deserve this kind of treatment\Just apologize. response:	There's no way you didn't cause trouble.
context: Yes... She really is my current girlfriend...\Kuro-senpai! Why do you sound like it absolutely pains you?!\Because it does absolutely pain me.\I'm sorry, Saki-san. I'm pretty sure Iwanaga caused you some trouble.\Kuro-senpai! I actually saved Saki-san!\I don't deserve this kind of treatment\Just apologize.\There's no way you didn't cause trouble. response:	It's fine. I'm sure we both caused each other trouble.
context: Kuro-senpai! Why do you sound like it absolutely pains you?!\Because it does absolutely pain me.\I'm sorry, Saki-san. I'm pretty sure Iwanaga caused you some trouble.\Kuro-senpai! I actually saved Saki-san!\I don't deserve this kind of treatment\Just apologize.\There's no way you didn't cause trouble.\It's fine. I'm sure we both caused each other trouble. response:	What we should be worried about right now is Steel Lady Nanase.
context: Because it does absolutely pain me.\I'm sorry, Saki-san. I'm pretty sure Iwanaga caused you some trouble.\Kuro-senpai! I actually saved Saki-san!\I don't deserve this kind of treatment\Just apologize.\There's no way you didn't cause trouble.\It's fine. I'm sure we both caused each other trouble.\What we should be worried about right now is Steel Lady Nanase. response:	So anyway,
context: I'm sorry, Saki-san. I'm pretty sure Iwanaga caused you some trouble.\Kuro-senpai! I actually saved Saki-san!\I don't deserve this kind of treatment\Just apologize.\There's no way you didn't cause trouble.\It's fine. I'm sure we both caused each other trouble.\What we should be worried about right now is Steel Lady Nanase.\So anyway, response:	it's good to see you, Kuro-kun.
context: Kuro-senpai! I actually saved Saki-san!\I don't deserve this kind of treatment\Just apologize.\There's no way you didn't cause trouble.\It's fine. I'm sure we both caused each other trouble.\What we should be worried about right now is Steel Lady Nanase.\So anyway,\it's good to see you, Kuro-kun. response:	Yes. It's good to see you, too... Saki-san.
context: I don't deserve this kind of treatment\Just apologize.\There's no way you didn't cause trouble.\It's fine. I'm sure we both caused each other trouble.\What we should be worried about right now is Steel Lady Nanase.\So anyway,\it's good to see you, Kuro-kun.\Yes. It's good to see you, too... Saki-san. response:	Let's go somewhere else.
context: Just apologize.\There's no way you didn't cause trouble.\It's fine. I'm sure we both caused each other trouble.\What we should be worried about right now is Steel Lady Nanase.\So anyway,\it's good to see you, Kuro-kun.\Yes. It's good to see you, too... Saki-san.\Let's go somewhere else. response:	Lingering in a vending machine's light for so long is way too sad.
context: There's no way you didn't cause trouble.\It's fine. I'm sure we both caused each other trouble.\What we should be worried about right now is Steel Lady Nanase.\So anyway,\it's good to see you, Kuro-kun.\Yes. It's good to see you, too... Saki-san.\Let's go somewhere else.\Lingering in a vending machine's light for so long is way too sad. response:	It's not as if we're moths!
context: It's fine. I'm sure we both caused each other trouble.\What we should be worried about right now is Steel Lady Nanase.\So anyway,\it's good to see you, Kuro-kun.\Yes. It's good to see you, too... Saki-san.\Let's go somewhere else.\Lingering in a vending machine's light for so long is way too sad.\It's not as if we're moths! response:	I knew I shouldn't have let these two see each other.
context: What we should be worried about right now is Steel Lady Nanase.\So anyway,\it's good to see you, Kuro-kun.\Yes. It's good to see you, too... Saki-san.\Let's go somewhere else.\Lingering in a vending machine's light for so long is way too sad.\It's not as if we're moths!\I knew I shouldn't have let these two see each other. response:	How did this happen?
context: So anyway,\it's good to see you, Kuro-kun.\Yes. It's good to see you, too... Saki-san.\Let's go somewhere else.\Lingering in a vending machine's light for so long is way too sad.\It's not as if we're moths!\I knew I shouldn't have let these two see each other.\How did this happen? response:	It's not like we could've talked about this at the restaurant,
context: it's good to see you, Kuro-kun.\Yes. It's good to see you, too... Saki-san.\Let's go somewhere else.\Lingering in a vending machine's light for so long is way too sad.\It's not as if we're moths!\I knew I shouldn't have let these two see each other.\How did this happen?\It's not like we could've talked about this at the restaurant, response:	and I was scared to go home alone, but...
context: Yes. It's good to see you, too... Saki-san.\Let's go somewhere else.\Lingering in a vending machine's light for so long is way too sad.\It's not as if we're moths!\I knew I shouldn't have let these two see each other.\How did this happen?\It's not like we could've talked about this at the restaurant,\and I was scared to go home alone, but... response:	Kuro-senpai.
context: Let's go somewhere else.\Lingering in a vending machine's light for so long is way too sad.\It's not as if we're moths!\I knew I shouldn't have let these two see each other.\How did this happen?\It's not like we could've talked about this at the restaurant,\and I was scared to go home alone, but...\Kuro-senpai. response:	Why are you staring at your ex-girlfriend from behind
context: Lingering in a vending machine's light for so long is way too sad.\It's not as if we're moths!\I knew I shouldn't have let these two see each other.\How did this happen?\It's not like we could've talked about this at the restaurant,\and I was scared to go home alone, but...\Kuro-senpai.\Why are you staring at your ex-girlfriend from behind response:	when your current girlfriend is sitting right next to you?
context: It's not as if we're moths!\I knew I shouldn't have let these two see each other.\How did this happen?\It's not like we could've talked about this at the restaurant,\and I was scared to go home alone, but...\Kuro-senpai.\Why are you staring at your ex-girlfriend from behind\when your current girlfriend is sitting right next to you? response:	You're just imagining it.
context: I knew I shouldn't have let these two see each other.\How did this happen?\It's not like we could've talked about this at the restaurant,\and I was scared to go home alone, but...\Kuro-senpai.\Why are you staring at your ex-girlfriend from behind\when your current girlfriend is sitting right next to you?\You're just imagining it. response:	I am not! I just saw you!
context: How did this happen?\It's not like we could've talked about this at the restaurant,\and I was scared to go home alone, but...\Kuro-senpai.\Why are you staring at your ex-girlfriend from behind\when your current girlfriend is sitting right next to you?\You're just imagining it.\I am not! I just saw you! response:	Oh, she's lost some weight. I hope she's been eating right.
context: It's not like we could've talked about this at the restaurant,\and I was scared to go home alone, but...\Kuro-senpai.\Why are you staring at your ex-girlfriend from behind\when your current girlfriend is sitting right next to you?\You're just imagining it.\I am not! I just saw you!\Oh, she's lost some weight. I hope she's been eating right. response:	I wonder if she looks like skin and bones because of me.
context: and I was scared to go home alone, but...\Kuro-senpai.\Why are you staring at your ex-girlfriend from behind\when your current girlfriend is sitting right next to you?\You're just imagining it.\I am not! I just saw you!\Oh, she's lost some weight. I hope she's been eating right.\I wonder if she looks like skin and bones because of me. response:	Wow, her hips look nice, though.
context: Kuro-senpai.\Why are you staring at your ex-girlfriend from behind\when your current girlfriend is sitting right next to you?\You're just imagining it.\I am not! I just saw you!\Oh, she's lost some weight. I hope she's been eating right.\I wonder if she looks like skin and bones because of me.\Wow, her hips look nice, though. response:	I know that's you were thinking.
context: Why are you staring at your ex-girlfriend from behind\when your current girlfriend is sitting right next to you?\You're just imagining it.\I am not! I just saw you!\Oh, she's lost some weight. I hope she's been eating right.\I wonder if she looks like skin and bones because of me.\Wow, her hips look nice, though.\I know that's you were thinking. response:	I'm impressed. That's exactly what I was thinking.
context: when your current girlfriend is sitting right next to you?\You're just imagining it.\I am not! I just saw you!\Oh, she's lost some weight. I hope she's been eating right.\I wonder if she looks like skin and bones because of me.\Wow, her hips look nice, though.\I know that's you were thinking.\I'm impressed. That's exactly what I was thinking. response:	Saki-san's beautiful.
context: You're just imagining it.\I am not! I just saw you!\Oh, she's lost some weight. I hope she's been eating right.\I wonder if she looks like skin and bones because of me.\Wow, her hips look nice, though.\I know that's you were thinking.\I'm impressed. That's exactly what I was thinking.\Saki-san's beautiful. response:	Don't admit that! How dare you admit that so quickly?!
context: I am not! I just saw you!\Oh, she's lost some weight. I hope she's been eating right.\I wonder if she looks like skin and bones because of me.\Wow, her hips look nice, though.\I know that's you were thinking.\I'm impressed. That's exactly what I was thinking.\Saki-san's beautiful.\Don't admit that! How dare you admit that so quickly?! response:	And how dare you take that attitude with me after
context: Oh, she's lost some weight. I hope she's been eating right.\I wonder if she looks like skin and bones because of me.\Wow, her hips look nice, though.\I know that's you were thinking.\I'm impressed. That's exactly what I was thinking.\Saki-san's beautiful.\Don't admit that! How dare you admit that so quickly?!\And how dare you take that attitude with me after response:	leaving your poor girlfriend alone for a whole week?!
context: I wonder if she looks like skin and bones because of me.\Wow, her hips look nice, though.\I know that's you were thinking.\I'm impressed. That's exactly what I was thinking.\Saki-san's beautiful.\Don't admit that! How dare you admit that so quickly?!\And how dare you take that attitude with me after\leaving your poor girlfriend alone for a whole week?! response:	Why didn't you reply to any of my messages?
context: Wow, her hips look nice, though.\I know that's you were thinking.\I'm impressed. That's exactly what I was thinking.\Saki-san's beautiful.\Don't admit that! How dare you admit that so quickly?!\And how dare you take that attitude with me after\leaving your poor girlfriend alone for a whole week?!\Why didn't you reply to any of my messages? response:	Oh, so those were from you. I thought they were spam messages.
context: I know that's you were thinking.\I'm impressed. That's exactly what I was thinking.\Saki-san's beautiful.\Don't admit that! How dare you admit that so quickly?!\And how dare you take that attitude with me after\leaving your poor girlfriend alone for a whole week?!\Why didn't you reply to any of my messages?\Oh, so those were from you. I thought they were spam messages. response:	At least look at me!
context: I'm impressed. That's exactly what I was thinking.\Saki-san's beautiful.\Don't admit that! How dare you admit that so quickly?!\And how dare you take that attitude with me after\leaving your poor girlfriend alone for a whole week?!\Why didn't you reply to any of my messages?\Oh, so those were from you. I thought they were spam messages.\At least look at me! response:	I see you two get along great.
context: Saki-san's beautiful.\Don't admit that! How dare you admit that so quickly?!\And how dare you take that attitude with me after\leaving your poor girlfriend alone for a whole week?!\Why didn't you reply to any of my messages?\Oh, so those were from you. I thought they were spam messages.\At least look at me!\I see you two get along great. response:	Of course we do!
context: Don't admit that! How dare you admit that so quickly?!\And how dare you take that attitude with me after\leaving your poor girlfriend alone for a whole week?!\Why didn't you reply to any of my messages?\Oh, so those were from you. I thought they were spam messages.\At least look at me!\I see you two get along great.\Of course we do! response:	Just so you know, we're usually even more lovey-dovey!
context: And how dare you take that attitude with me after\leaving your poor girlfriend alone for a whole week?!\Why didn't you reply to any of my messages?\Oh, so those were from you. I thought they were spam messages.\At least look at me!\I see you two get along great.\Of course we do!\Just so you know, we're usually even more lovey-dovey! response:	Saki-san, are you still not able to eat fish or beef?
context: leaving your poor girlfriend alone for a whole week?!\Why didn't you reply to any of my messages?\Oh, so those were from you. I thought they were spam messages.\At least look at me!\I see you two get along great.\Of course we do!\Just so you know, we're usually even more lovey-dovey!\Saki-san, are you still not able to eat fish or beef? response:	I can eat some now.
context: Why didn't you reply to any of my messages?\Oh, so those were from you. I thought they were spam messages.\At least look at me!\I see you two get along great.\Of course we do!\Just so you know, we're usually even more lovey-dovey!\Saki-san, are you still not able to eat fish or beef?\I can eat some now. response:	My job is the reason I lost weight.
context: Oh, so those were from you. I thought they were spam messages.\At least look at me!\I see you two get along great.\Of course we do!\Just so you know, we're usually even more lovey-dovey!\Saki-san, are you still not able to eat fish or beef?\I can eat some now.\My job is the reason I lost weight. response:	I'm sorry.
context: At least look at me!\I see you two get along great.\Of course we do!\Just so you know, we're usually even more lovey-dovey!\Saki-san, are you still not able to eat fish or beef?\I can eat some now.\My job is the reason I lost weight.\I'm sorry. response:	Again, this isn't your fault, Kuro-kun.
context: I see you two get along great.\Of course we do!\Just so you know, we're usually even more lovey-dovey!\Saki-san, are you still not able to eat fish or beef?\I can eat some now.\My job is the reason I lost weight.\I'm sorry.\Again, this isn't your fault, Kuro-kun. response:	We broke up without straightening things out,
context: Of course we do!\Just so you know, we're usually even more lovey-dovey!\Saki-san, are you still not able to eat fish or beef?\I can eat some now.\My job is the reason I lost weight.\I'm sorry.\Again, this isn't your fault, Kuro-kun.\We broke up without straightening things out, response:	so I thought I'd be more shaken up if I saw him.
context: Just so you know, we're usually even more lovey-dovey!\Saki-san, are you still not able to eat fish or beef?\I can eat some now.\My job is the reason I lost weight.\I'm sorry.\Again, this isn't your fault, Kuro-kun.\We broke up without straightening things out,\so I thought I'd be more shaken up if I saw him. response:	I wonder if I'm able to stay so calm because of her.
context: Saki-san, are you still not able to eat fish or beef?\I can eat some now.\My job is the reason I lost weight.\I'm sorry.\Again, this isn't your fault, Kuro-kun.\We broke up without straightening things out,\so I thought I'd be more shaken up if I saw him.\I wonder if I'm able to stay so calm because of her. response:	Anyway, let's get to the matter at hand.
context: I can eat some now.\My job is the reason I lost weight.\I'm sorry.\Again, this isn't your fault, Kuro-kun.\We broke up without straightening things out,\so I thought I'd be more shaken up if I saw him.\I wonder if I'm able to stay so calm because of her.\Anyway, let's get to the matter at hand. response:	Though she's still pretty intolerable...
