context: Government Bulletin response:	End Card Illustration: okama
context: What, now?\Yep. We'll have a tasty dinner while you tell me the whole story.\Gai, are you sure it was okay to let Shu go back to school?\He'll make a good decoy.\Well, Inori's with him, at least.\Gai, the last few fights have left us short on equipment.\We got some money out of the OAU, didn't we?\We may have funds, but we don't have a way of buying weapons, response:	or means of transporting them.
context: Yep. We'll have a tasty dinner while you tell me the whole story.\Gai, are you sure it was okay to let Shu go back to school?\He'll make a good decoy.\Well, Inori's with him, at least.\Gai, the last few fights have left us short on equipment.\We got some money out of the OAU, didn't we?\We may have funds, but we don't have a way of buying weapons,\or means of transporting them. response:	We need a partner.
context: Gai, are you sure it was okay to let Shu go back to school?\He'll make a good decoy.\Well, Inori's with him, at least.\Gai, the last few fights have left us short on equipment.\We got some money out of the OAU, didn't we?\We may have funds, but we don't have a way of buying weapons,\or means of transporting them.\We need a partner. response:	Controls on the market are only getting tighter.
context: He'll make a good decoy.\Well, Inori's with him, at least.\Gai, the last few fights have left us short on equipment.\We got some money out of the OAU, didn't we?\We may have funds, but we don't have a way of buying weapons,\or means of transporting them.\We need a partner.\Controls on the market are only getting tighter. response:	The Kuhouin Group's overall distribution control
context: Well, Inori's with him, at least.\Gai, the last few fights have left us short on equipment.\We got some money out of the OAU, didn't we?\We may have funds, but we don't have a way of buying weapons,\or means of transporting them.\We need a partner.\Controls on the market are only getting tighter.\The Kuhouin Group's overall distribution control response:	is down 25 points from last year.
context: Gai, the last few fights have left us short on equipment.\We got some money out of the OAU, didn't we?\We may have funds, but we don't have a way of buying weapons,\or means of transporting them.\We need a partner.\Controls on the market are only getting tighter.\The Kuhouin Group's overall distribution control\is down 25 points from last year. response:	Article 301 of GHQ's special law taking effect last month is what
context: We got some money out of the OAU, didn't we?\We may have funds, but we don't have a way of buying weapons,\or means of transporting them.\We need a partner.\Controls on the market are only getting tighter.\The Kuhouin Group's overall distribution control\is down 25 points from last year.\Article 301 of GHQ's special law taking effect last month is what response:	I don't need excuses for your failure.
context: We may have funds, but we don't have a way of buying weapons,\or means of transporting them.\We need a partner.\Controls on the market are only getting tighter.\The Kuhouin Group's overall distribution control\is down 25 points from last year.\Article 301 of GHQ's special law taking effect last month is what\I don't need excuses for your failure. response:	Bring me results next time.
context: or means of transporting them.\We need a partner.\Controls on the market are only getting tighter.\The Kuhouin Group's overall distribution control\is down 25 points from last year.\Article 301 of GHQ's special law taking effect last month is what\I don't need excuses for your failure.\Bring me results next time. response:	Arisa. You're coming with me to the party tomorrow.
context: We need a partner.\Controls on the market are only getting tighter.\The Kuhouin Group's overall distribution control\is down 25 points from last year.\Article 301 of GHQ's special law taking effect last month is what\I don't need excuses for your failure.\Bring me results next time.\Arisa. You're coming with me to the party tomorrow. response:	Yes, Grandfather.
context: Controls on the market are only getting tighter.\The Kuhouin Group's overall distribution control\is down 25 points from last year.\Article 301 of GHQ's special law taking effect last month is what\I don't need excuses for your failure.\Bring me results next time.\Arisa. You're coming with me to the party tomorrow.\Yes, Grandfather. response:	I'll be leaving the backroom jobs in your hands too one day.
context: The Kuhouin Group's overall distribution control\is down 25 points from last year.\Article 301 of GHQ's special law taking effect last month is what\I don't need excuses for your failure.\Bring me results next time.\Arisa. You're coming with me to the party tomorrow.\Yes, Grandfather.\I'll be leaving the backroom jobs in your hands too one day. response:	So plan accordingly.
context: is down 25 points from last year.\Article 301 of GHQ's special law taking effect last month is what\I don't need excuses for your failure.\Bring me results next time.\Arisa. You're coming with me to the party tomorrow.\Yes, Grandfather.\I'll be leaving the backroom jobs in your hands too one day.\So plan accordingly. response:	I know, Sir.
context: Article 301 of GHQ's special law taking effect last month is what\I don't need excuses for your failure.\Bring me results next time.\Arisa. You're coming with me to the party tomorrow.\Yes, Grandfather.\I'll be leaving the backroom jobs in your hands too one day.\So plan accordingly.\I know, Sir. response:	I know.
context: I don't need excuses for your failure.\Bring me results next time.\Arisa. You're coming with me to the party tomorrow.\Yes, Grandfather.\I'll be leaving the backroom jobs in your hands too one day.\So plan accordingly.\I know, Sir.\I know. response:	Because I'm Kuhouin Arisa.
context: Bring me results next time.\Arisa. You're coming with me to the party tomorrow.\Yes, Grandfather.\I'll be leaving the backroom jobs in your hands too one day.\So plan accordingly.\I know, Sir.\I know.\Because I'm Kuhouin Arisa. response:	Inori's cute!
context: Arisa. You're coming with me to the party tomorrow.\Yes, Grandfather.\I'll be leaving the backroom jobs in your hands too one day.\So plan accordingly.\I know, Sir.\I know.\Because I'm Kuhouin Arisa.\Inori's cute! response:	A little strange, but...
context: Yes, Grandfather.\I'll be leaving the backroom jobs in your hands too one day.\So plan accordingly.\I know, Sir.\I know.\Because I'm Kuhouin Arisa.\Inori's cute!\A little strange, but... response:	How to put it... she makes you feel protective, I guess?
context: I'll be leaving the backroom jobs in your hands too one day.\So plan accordingly.\I know, Sir.\I know.\Because I'm Kuhouin Arisa.\Inori's cute!\A little strange, but...\How to put it... she makes you feel protective, I guess? response:	I suppose...
context: So plan accordingly.\I know, Sir.\I know.\Because I'm Kuhouin Arisa.\Inori's cute!\A little strange, but...\How to put it... she makes you feel protective, I guess?\I suppose... response:	She's a lot stronger than me, but...
context: I know, Sir.\I know.\Because I'm Kuhouin Arisa.\Inori's cute!\A little strange, but...\How to put it... she makes you feel protective, I guess?\I suppose...\She's a lot stronger than me, but... response:	she seems really weak sometimes, too.
context: I know.\Because I'm Kuhouin Arisa.\Inori's cute!\A little strange, but...\How to put it... she makes you feel protective, I guess?\I suppose...\She's a lot stronger than me, but...\she seems really weak sometimes, too. response:	Hey!
context: Because I'm Kuhouin Arisa.\Inori's cute!\A little strange, but...\How to put it... she makes you feel protective, I guess?\I suppose...\She's a lot stronger than me, but...\she seems really weak sometimes, too.\Hey! response:	Cut it out, you drunk.
context: Inori's cute!\A little strange, but...\How to put it... she makes you feel protective, I guess?\I suppose...\She's a lot stronger than me, but...\she seems really weak sometimes, too.\Hey!\Cut it out, you drunk. response:	Can't a mother cuddle her son?
context: A little strange, but...\How to put it... she makes you feel protective, I guess?\I suppose...\She's a lot stronger than me, but...\she seems really weak sometimes, too.\Hey!\Cut it out, you drunk.\Can't a mother cuddle her son? response:	There it is!
context: How to put it... she makes you feel protective, I guess?\I suppose...\She's a lot stronger than me, but...\she seems really weak sometimes, too.\Hey!\Cut it out, you drunk.\Can't a mother cuddle her son?\There it is! response:	Thank goodness!
context: I suppose...\She's a lot stronger than me, but...\she seems really weak sometimes, too.\Hey!\Cut it out, you drunk.\Can't a mother cuddle her son?\There it is!\Thank goodness! response:	With this, I can manage to make an impression at tomorrow's party!
context: She's a lot stronger than me, but...\she seems really weak sometimes, too.\Hey!\Cut it out, you drunk.\Can't a mother cuddle her son?\There it is!\Thank goodness!\With this, I can manage to make an impression at tomorrow's party! response:	Gotta strike a good blow when you take a new post
context: she seems really weak sometimes, too.\Hey!\Cut it out, you drunk.\Can't a mother cuddle her son?\There it is!\Thank goodness!\With this, I can manage to make an impression at tomorrow's party!\Gotta strike a good blow when you take a new post response:	or you don't make an impression, right?
context: Hey!\Cut it out, you drunk.\Can't a mother cuddle her son?\There it is!\Thank goodness!\With this, I can manage to make an impression at tomorrow's party!\Gotta strike a good blow when you take a new post\or you don't make an impression, right? response:	As of today you guys are my subordinates,
context: Cut it out, you drunk.\Can't a mother cuddle her son?\There it is!\Thank goodness!\With this, I can manage to make an impression at tomorrow's party!\Gotta strike a good blow when you take a new post\or you don't make an impression, right?\As of today you guys are my subordinates, response:	so let's show some guts, okay?
context: Can't a mother cuddle her son?\There it is!\Thank goodness!\With this, I can manage to make an impression at tomorrow's party!\Gotta strike a good blow when you take a new post\or you don't make an impression, right?\As of today you guys are my subordinates,\so let's show some guts, okay? response:	I don't mean any offense, Colonel Eagleman, but
context: There it is!\Thank goodness!\With this, I can manage to make an impression at tomorrow's party!\Gotta strike a good blow when you take a new post\or you don't make an impression, right?\As of today you guys are my subordinates,\so let's show some guts, okay?\I don't mean any offense, Colonel Eagleman, but response:	Dan!
context: Thank goodness!\With this, I can manage to make an impression at tomorrow's party!\Gotta strike a good blow when you take a new post\or you don't make an impression, right?\As of today you guys are my subordinates,\so let's show some guts, okay?\I don't mean any offense, Colonel Eagleman, but\Dan! response:	I told you, keep things friendly and call me Dan! Remember?
context: With this, I can manage to make an impression at tomorrow's party!\Gotta strike a good blow when you take a new post\or you don't make an impression, right?\As of today you guys are my subordinates,\so let's show some guts, okay?\I don't mean any offense, Colonel Eagleman, but\Dan!\I told you, keep things friendly and call me Dan! Remember? response:	Mr. Dan... these Dragoons are surface-to-air missiles,
context: Gotta strike a good blow when you take a new post\or you don't make an impression, right?\As of today you guys are my subordinates,\so let's show some guts, okay?\I don't mean any offense, Colonel Eagleman, but\Dan!\I told you, keep things friendly and call me Dan! Remember?\Mr. Dan... these Dragoons are surface-to-air missiles, response:	and therefore are not designed to fire on a ship at sea...
context: or you don't make an impression, right?\As of today you guys are my subordinates,\so let's show some guts, okay?\I don't mean any offense, Colonel Eagleman, but\Dan!\I told you, keep things friendly and call me Dan! Remember?\Mr. Dan... these Dragoons are surface-to-air missiles,\and therefore are not designed to fire on a ship at sea... response:	We can do it!
context: As of today you guys are my subordinates,\so let's show some guts, okay?\I don't mean any offense, Colonel Eagleman, but\Dan!\I told you, keep things friendly and call me Dan! Remember?\Mr. Dan... these Dragoons are surface-to-air missiles,\and therefore are not designed to fire on a ship at sea...\We can do it! response:	If they can fly up, they can fly sideways too!
context: so let's show some guts, okay?\I don't mean any offense, Colonel Eagleman, but\Dan!\I told you, keep things friendly and call me Dan! Remember?\Mr. Dan... these Dragoons are surface-to-air missiles,\and therefore are not designed to fire on a ship at sea...\We can do it!\If they can fly up, they can fly sideways too! response:	And what ship might we be targeting?
context: I don't mean any offense, Colonel Eagleman, but\Dan!\I told you, keep things friendly and call me Dan! Remember?\Mr. Dan... these Dragoons are surface-to-air missiles,\and therefore are not designed to fire on a ship at sea...\We can do it!\If they can fly up, they can fly sideways too!\And what ship might we be targeting? response:	Awesome question, Scarface!
context: Dan!\I told you, keep things friendly and call me Dan! Remember?\Mr. Dan... these Dragoons are surface-to-air missiles,\and therefore are not designed to fire on a ship at sea...\We can do it!\If they can fly up, they can fly sideways too!\And what ship might we be targeting?\Awesome question, Scarface! response:	I'm Segai.
context: I told you, keep things friendly and call me Dan! Remember?\Mr. Dan... these Dragoons are surface-to-air missiles,\and therefore are not designed to fire on a ship at sea...\We can do it!\If they can fly up, they can fly sideways too!\And what ship might we be targeting?\Awesome question, Scarface!\I'm Segai. response:	A Jap who's hostile to GHQ is having a party at sea.
context: Mr. Dan... these Dragoons are surface-to-air missiles,\and therefore are not designed to fire on a ship at sea...\We can do it!\If they can fly up, they can fly sideways too!\And what ship might we be targeting?\Awesome question, Scarface!\I'm Segai.\A Jap who's hostile to GHQ is having a party at sea. response:	He must be planning to strike a deal outside of quarantined waters.
context: and therefore are not designed to fire on a ship at sea...\We can do it!\If they can fly up, they can fly sideways too!\And what ship might we be targeting?\Awesome question, Scarface!\I'm Segai.\A Jap who's hostile to GHQ is having a party at sea.\He must be planning to strike a deal outside of quarantined waters. response:	Where did you obtain that information, Sir?
context: We can do it!\If they can fly up, they can fly sideways too!\And what ship might we be targeting?\Awesome question, Scarface!\I'm Segai.\A Jap who's hostile to GHQ is having a party at sea.\He must be planning to strike a deal outside of quarantined waters.\Where did you obtain that information, Sir? response:	An upstanding citizen reported it.
context: If they can fly up, they can fly sideways too!\And what ship might we be targeting?\Awesome question, Scarface!\I'm Segai.\A Jap who's hostile to GHQ is having a party at sea.\He must be planning to strike a deal outside of quarantined waters.\Where did you obtain that information, Sir?\An upstanding citizen reported it. response:	You see, most Japs understand
context: And what ship might we be targeting?\Awesome question, Scarface!\I'm Segai.\A Jap who's hostile to GHQ is having a party at sea.\He must be planning to strike a deal outside of quarantined waters.\Where did you obtain that information, Sir?\An upstanding citizen reported it.\You see, most Japs understand response:	that this country can't live without us at GHQ!
context: Awesome question, Scarface!\I'm Segai.\A Jap who's hostile to GHQ is having a party at sea.\He must be planning to strike a deal outside of quarantined waters.\Where did you obtain that information, Sir?\An upstanding citizen reported it.\You see, most Japs understand\that this country can't live without us at GHQ! response:	It's been ten years now since GHQ took over administration of our country.
context: I'm Segai.\A Jap who's hostile to GHQ is having a party at sea.\He must be planning to strike a deal outside of quarantined waters.\Where did you obtain that information, Sir?\An upstanding citizen reported it.\You see, most Japs understand\that this country can't live without us at GHQ!\It's been ten years now since GHQ took over administration of our country. response:	It seems that was rather too long for us to bide our time.
context: A Jap who's hostile to GHQ is having a party at sea.\He must be planning to strike a deal outside of quarantined waters.\Where did you obtain that information, Sir?\An upstanding citizen reported it.\You see, most Japs understand\that this country can't live without us at GHQ!\It's been ten years now since GHQ took over administration of our country.\It seems that was rather too long for us to bide our time. response:	We, the Japanese people, must raise our heads and stand on our own two feet.
context: He must be planning to strike a deal outside of quarantined waters.\Where did you obtain that information, Sir?\An upstanding citizen reported it.\You see, most Japs understand\that this country can't live without us at GHQ!\It's been ten years now since GHQ took over administration of our country.\It seems that was rather too long for us to bide our time.\We, the Japanese people, must raise our heads and stand on our own two feet. response:	Are you nervous, Shu?
context: Where did you obtain that information, Sir?\An upstanding citizen reported it.\You see, most Japs understand\that this country can't live without us at GHQ!\It's been ten years now since GHQ took over administration of our country.\It seems that was rather too long for us to bide our time.\We, the Japanese people, must raise our heads and stand on our own two feet.\Are you nervous, Shu? response:	Of course I am! You just called me up out of the blue with a mission.
context: An upstanding citizen reported it.\You see, most Japs understand\that this country can't live without us at GHQ!\It's been ten years now since GHQ took over administration of our country.\It seems that was rather too long for us to bide our time.\We, the Japanese people, must raise our heads and stand on our own two feet.\Are you nervous, Shu?\Of course I am! You just called me up out of the blue with a mission. response:	A little late for cold feet.
context: You see, most Japs understand\that this country can't live without us at GHQ!\It's been ten years now since GHQ took over administration of our country.\It seems that was rather too long for us to bide our time.\We, the Japanese people, must raise our heads and stand on our own two feet.\Are you nervous, Shu?\Of course I am! You just called me up out of the blue with a mission.\A little late for cold feet. response:	Yeah, maybe.
context: that this country can't live without us at GHQ!\It's been ten years now since GHQ took over administration of our country.\It seems that was rather too long for us to bide our time.\We, the Japanese people, must raise our heads and stand on our own two feet.\Are you nervous, Shu?\Of course I am! You just called me up out of the blue with a mission.\A little late for cold feet.\Yeah, maybe. response:	So, what's the mission, anyway?
context: It's been ten years now since GHQ took over administration of our country.\It seems that was rather too long for us to bide our time.\We, the Japanese people, must raise our heads and stand on our own two feet.\Are you nervous, Shu?\Of course I am! You just called me up out of the blue with a mission.\A little late for cold feet.\Yeah, maybe.\So, what's the mission, anyway? response:	There's someone I want to talk to.
context: It seems that was rather too long for us to bide our time.\We, the Japanese people, must raise our heads and stand on our own two feet.\Are you nervous, Shu?\Of course I am! You just called me up out of the blue with a mission.\A little late for cold feet.\Yeah, maybe.\So, what's the mission, anyway?\There's someone I want to talk to. response:	But the guy's not the type to appear on the public stage very often.
context: We, the Japanese people, must raise our heads and stand on our own two feet.\Are you nervous, Shu?\Of course I am! You just called me up out of the blue with a mission.\A little late for cold feet.\Yeah, maybe.\So, what's the mission, anyway?\There's someone I want to talk to.\But the guy's not the type to appear on the public stage very often. response:	So we're forcing ourselves on him at his party?
context: Are you nervous, Shu?\Of course I am! You just called me up out of the blue with a mission.\A little late for cold feet.\Yeah, maybe.\So, what's the mission, anyway?\There's someone I want to talk to.\But the guy's not the type to appear on the public stage very often.\So we're forcing ourselves on him at his party? response:	Precisely.
context: Of course I am! You just called me up out of the blue with a mission.\A little late for cold feet.\Yeah, maybe.\So, what's the mission, anyway?\There's someone I want to talk to.\But the guy's not the type to appear on the public stage very often.\So we're forcing ourselves on him at his party?\Precisely. response:	I didn't think you'd do me the honor of attending.
context: A little late for cold feet.\Yeah, maybe.\So, what's the mission, anyway?\There's someone I want to talk to.\But the guy's not the type to appear on the public stage very often.\So we're forcing ourselves on him at his party?\Precisely.\I didn't think you'd do me the honor of attending. response:	Did you tell Keido about today?
context: Yeah, maybe.\So, what's the mission, anyway?\There's someone I want to talk to.\But the guy's not the type to appear on the public stage very often.\So we're forcing ourselves on him at his party?\Precisely.\I didn't think you'd do me the honor of attending.\Did you tell Keido about today? response:	No.
context: So, what's the mission, anyway?\There's someone I want to talk to.\But the guy's not the type to appear on the public stage very often.\So we're forcing ourselves on him at his party?\Precisely.\I didn't think you'd do me the honor of attending.\Did you tell Keido about today?\No. response:	And after all, I bear a part of the responsibility for this.
context: There's someone I want to talk to.\But the guy's not the type to appear on the public stage very often.\So we're forcing ourselves on him at his party?\Precisely.\I didn't think you'd do me the honor of attending.\Did you tell Keido about today?\No.\And after all, I bear a part of the responsibility for this. response:	It was an accident.
context: But the guy's not the type to appear on the public stage very often.\So we're forcing ourselves on him at his party?\Precisely.\I didn't think you'd do me the honor of attending.\Did you tell Keido about today?\No.\And after all, I bear a part of the responsibility for this.\It was an accident. response:	A tragic accident.
context: So we're forcing ourselves on him at his party?\Precisely.\I didn't think you'd do me the honor of attending.\Did you tell Keido about today?\No.\And after all, I bear a part of the responsibility for this.\It was an accident.\A tragic accident. response:	Haruka?!
context: Precisely.\I didn't think you'd do me the honor of attending.\Did you tell Keido about today?\No.\And after all, I bear a part of the responsibility for this.\It was an accident.\A tragic accident.\Haruka?! response:	She was talking about this party?!
context: I didn't think you'd do me the honor of attending.\Did you tell Keido about today?\No.\And after all, I bear a part of the responsibility for this.\It was an accident.\A tragic accident.\Haruka?!\She was talking about this party?! response:	I'm sorry.
context: Did you tell Keido about today?\No.\And after all, I bear a part of the responsibility for this.\It was an accident.\A tragic accident.\Haruka?!\She was talking about this party?!\I'm sorry. response:	Ouma?! What are you doing here?
context: No.\And after all, I bear a part of the responsibility for this.\It was an accident.\A tragic accident.\Haruka?!\She was talking about this party?!\I'm sorry.\Ouma?! What are you doing here? response:	Crap!
context: And after all, I bear a part of the responsibility for this.\It was an accident.\A tragic accident.\Haruka?!\She was talking about this party?!\I'm sorry.\Ouma?! What are you doing here?\Crap! response:	Stop right there!
context: It was an accident.\A tragic accident.\Haruka?!\She was talking about this party?!\I'm sorry.\Ouma?! What are you doing here?\Crap!\Stop right there! response:	Gai! The rest is up to you!
context: A tragic accident.\Haruka?!\She was talking about this party?!\I'm sorry.\Ouma?! What are you doing here?\Crap!\Stop right there!\Gai! The rest is up to you! response:	Stop right there, Ouma Shu!
context: Haruka?!\She was talking about this party?!\I'm sorry.\Ouma?! What are you doing here?\Crap!\Stop right there!\Gai! The rest is up to you!\Stop right there, Ouma Shu! response:	What exactly are you doing?
context: She was talking about this party?!\I'm sorry.\Ouma?! What are you doing here?\Crap!\Stop right there!\Gai! The rest is up to you!\Stop right there, Ouma Shu!\What exactly are you doing? response:	Please excuse me. You reminded me of an old acquaintance.
context: I'm sorry.\Ouma?! What are you doing here?\Crap!\Stop right there!\Gai! The rest is up to you!\Stop right there, Ouma Shu!\What exactly are you doing?\Please excuse me. You reminded me of an old acquaintance. response:	Acquaintance?
context: Ouma?! What are you doing here?\Crap!\Stop right there!\Gai! The rest is up to you!\Stop right there, Ouma Shu!\What exactly are you doing?\Please excuse me. You reminded me of an old acquaintance.\Acquaintance? response:	Yes. Her name was Catherine...
context: Crap!\Stop right there!\Gai! The rest is up to you!\Stop right there, Ouma Shu!\What exactly are you doing?\Please excuse me. You reminded me of an old acquaintance.\Acquaintance?\Yes. Her name was Catherine... response:	She really was just like you,
context: Stop right there!\Gai! The rest is up to you!\Stop right there, Ouma Shu!\What exactly are you doing?\Please excuse me. You reminded me of an old acquaintance.\Acquaintance?\Yes. Her name was Catherine...\She really was just like you, response:	the way she'd curl up into a tight, little ball to protect herself.
context: Gai! The rest is up to you!\Stop right there, Ouma Shu!\What exactly are you doing?\Please excuse me. You reminded me of an old acquaintance.\Acquaintance?\Yes. Her name was Catherine...\She really was just like you,\the way she'd curl up into a tight, little ball to protect herself. response:	I feel bad, making you a GHQ errand boy like this.
context: Stop right there, Ouma Shu!\What exactly are you doing?\Please excuse me. You reminded me of an old acquaintance.\Acquaintance?\Yes. Her name was Catherine...\She really was just like you,\the way she'd curl up into a tight, little ball to protect herself.\I feel bad, making you a GHQ errand boy like this. response:	Not at all, Sir. With the Leukocyte Plan impeded,
context: What exactly are you doing?\Please excuse me. You reminded me of an old acquaintance.\Acquaintance?\Yes. Her name was Catherine...\She really was just like you,\the way she'd curl up into a tight, little ball to protect herself.\I feel bad, making you a GHQ errand boy like this.\Not at all, Sir. With the Leukocyte Plan impeded, response:	it's only natural that the Anti Bodies be dropped.
context: Please excuse me. You reminded me of an old acquaintance.\Acquaintance?\Yes. Her name was Catherine...\She really was just like you,\the way she'd curl up into a tight, little ball to protect herself.\I feel bad, making you a GHQ errand boy like this.\Not at all, Sir. With the Leukocyte Plan impeded,\it's only natural that the Anti Bodies be dropped. response:	And Daryl and Rowan?
context: Acquaintance?\Yes. Her name was Catherine...\She really was just like you,\the way she'd curl up into a tight, little ball to protect herself.\I feel bad, making you a GHQ errand boy like this.\Not at all, Sir. With the Leukocyte Plan impeded,\it's only natural that the Anti Bodies be dropped.\And Daryl and Rowan? response:	They didn't run away fast enough.
context: Yes. Her name was Catherine...\She really was just like you,\the way she'd curl up into a tight, little ball to protect herself.\I feel bad, making you a GHQ errand boy like this.\Not at all, Sir. With the Leukocyte Plan impeded,\it's only natural that the Anti Bodies be dropped.\And Daryl and Rowan?\They didn't run away fast enough. response:	Right around now they're with the sportsman, throwing the first pitch.
context: She really was just like you,\the way she'd curl up into a tight, little ball to protect herself.\I feel bad, making you a GHQ errand boy like this.\Not at all, Sir. With the Leukocyte Plan impeded,\it's only natural that the Anti Bodies be dropped.\And Daryl and Rowan?\They didn't run away fast enough.\Right around now they're with the sportsman, throwing the first pitch. response:	We've finished preparations to fire the missiles sideways, Sir.
context: the way she'd curl up into a tight, little ball to protect herself.\I feel bad, making you a GHQ errand boy like this.\Not at all, Sir. With the Leukocyte Plan impeded,\it's only natural that the Anti Bodies be dropped.\And Daryl and Rowan?\They didn't run away fast enough.\Right around now they're with the sportsman, throwing the first pitch.\We've finished preparations to fire the missiles sideways, Sir. response:	Nice! Way to show some guts!
context: I feel bad, making you a GHQ errand boy like this.\Not at all, Sir. With the Leukocyte Plan impeded,\it's only natural that the Anti Bodies be dropped.\And Daryl and Rowan?\They didn't run away fast enough.\Right around now they're with the sportsman, throwing the first pitch.\We've finished preparations to fire the missiles sideways, Sir.\Nice! Way to show some guts! response:	See, I knew you could do it!
context: Not at all, Sir. With the Leukocyte Plan impeded,\it's only natural that the Anti Bodies be dropped.\And Daryl and Rowan?\They didn't run away fast enough.\Right around now they're with the sportsman, throwing the first pitch.\We've finished preparations to fire the missiles sideways, Sir.\Nice! Way to show some guts!\See, I knew you could do it! response:	You have got to be kidding me.
context: it's only natural that the Anti Bodies be dropped.\And Daryl and Rowan?\They didn't run away fast enough.\Right around now they're with the sportsman, throwing the first pitch.\We've finished preparations to fire the missiles sideways, Sir.\Nice! Way to show some guts!\See, I knew you could do it!\You have got to be kidding me. response:	Where's our target?
context: And Daryl and Rowan?\They didn't run away fast enough.\Right around now they're with the sportsman, throwing the first pitch.\We've finished preparations to fire the missiles sideways, Sir.\Nice! Way to show some guts!\See, I knew you could do it!\You have got to be kidding me.\Where's our target? response:	It's en route from Point L-11 to Point R-22, just like the report said.
context: They didn't run away fast enough.\Right around now they're with the sportsman, throwing the first pitch.\We've finished preparations to fire the missiles sideways, Sir.\Nice! Way to show some guts!\See, I knew you could do it!\You have got to be kidding me.\Where's our target?\It's en route from Point L-11 to Point R-22, just like the report said. response:	I'm Ouma, with Sephirah Genomics. Pleased to meet you.
context: Right around now they're with the sportsman, throwing the first pitch.\We've finished preparations to fire the missiles sideways, Sir.\Nice! Way to show some guts!\See, I knew you could do it!\You have got to be kidding me.\Where's our target?\It's en route from Point L-11 to Point R-22, just like the report said.\I'm Ouma, with Sephirah Genomics. Pleased to meet you. response:	This might be the first time I've ever seen Haruka at work.
context: We've finished preparations to fire the missiles sideways, Sir.\Nice! Way to show some guts!\See, I knew you could do it!\You have got to be kidding me.\Where's our target?\It's en route from Point L-11 to Point R-22, just like the report said.\I'm Ouma, with Sephirah Genomics. Pleased to meet you.\This might be the first time I've ever seen Haruka at work. response:	Shu, get a message to Gai! Dragoons are targeting that ship!
context: Nice! Way to show some guts!\See, I knew you could do it!\You have got to be kidding me.\Where's our target?\It's en route from Point L-11 to Point R-22, just like the report said.\I'm Ouma, with Sephirah Genomics. Pleased to meet you.\This might be the first time I've ever seen Haruka at work.\Shu, get a message to Gai! Dragoons are targeting that ship! response:	Dragoons?
context: See, I knew you could do it!\You have got to be kidding me.\Where's our target?\It's en route from Point L-11 to Point R-22, just like the report said.\I'm Ouma, with Sephirah Genomics. Pleased to meet you.\This might be the first time I've ever seen Haruka at work.\Shu, get a message to Gai! Dragoons are targeting that ship!\Dragoons? response:	They're tactical missiles. A commercial ship doesn't stand a chance!
context: You have got to be kidding me.\Where's our target?\It's en route from Point L-11 to Point R-22, just like the report said.\I'm Ouma, with Sephirah Genomics. Pleased to meet you.\This might be the first time I've ever seen Haruka at work.\Shu, get a message to Gai! Dragoons are targeting that ship!\Dragoons?\They're tactical missiles. A commercial ship doesn't stand a chance! response:	Haruka!
context: Where's our target?\It's en route from Point L-11 to Point R-22, just like the report said.\I'm Ouma, with Sephirah Genomics. Pleased to meet you.\This might be the first time I've ever seen Haruka at work.\Shu, get a message to Gai! Dragoons are targeting that ship!\Dragoons?\They're tactical missiles. A commercial ship doesn't stand a chance!\Haruka! response:	Get off that thing now! There's a ferry, so take Gai and
context: It's en route from Point L-11 to Point R-22, just like the report said.\I'm Ouma, with Sephirah Genomics. Pleased to meet you.\This might be the first time I've ever seen Haruka at work.\Shu, get a message to Gai! Dragoons are targeting that ship!\Dragoons?\They're tactical missiles. A commercial ship doesn't stand a chance!\Haruka!\Get off that thing now! There's a ferry, so take Gai and response:	No!
context: I'm Ouma, with Sephirah Genomics. Pleased to meet you.\This might be the first time I've ever seen Haruka at work.\Shu, get a message to Gai! Dragoons are targeting that ship!\Dragoons?\They're tactical missiles. A commercial ship doesn't stand a chance!\Haruka!\Get off that thing now! There's a ferry, so take Gai and\No! response:	If I run, what happens to the people on this ship?
context: This might be the first time I've ever seen Haruka at work.\Shu, get a message to Gai! Dragoons are targeting that ship!\Dragoons?\They're tactical missiles. A commercial ship doesn't stand a chance!\Haruka!\Get off that thing now! There's a ferry, so take Gai and\No!\If I run, what happens to the people on this ship? response:	We can't do anything about that!
context: Shu, get a message to Gai! Dragoons are targeting that ship!\Dragoons?\They're tactical missiles. A commercial ship doesn't stand a chance!\Haruka!\Get off that thing now! There's a ferry, so take Gai and\No!\If I run, what happens to the people on this ship?\We can't do anything about that! response:	What are you going to do, Shu?
context: Dragoons?\They're tactical missiles. A commercial ship doesn't stand a chance!\Haruka!\Get off that thing now! There's a ferry, so take Gai and\No!\If I run, what happens to the people on this ship?\We can't do anything about that!\What are you going to do, Shu? response:	Gai and I will manage something, just you watch.
context: They're tactical missiles. A commercial ship doesn't stand a chance!\Haruka!\Get off that thing now! There's a ferry, so take Gai and\No!\If I run, what happens to the people on this ship?\We can't do anything about that!\What are you going to do, Shu?\Gai and I will manage something, just you watch. response:	I don't recall sending you an invitation...
context: Haruka!\Get off that thing now! There's a ferry, so take Gai and\No!\If I run, what happens to the people on this ship?\We can't do anything about that!\What are you going to do, Shu?\Gai and I will manage something, just you watch.\I don't recall sending you an invitation... response:	Tsutsugami Gai of the Undertakers.
