context: I say yes response:	Stay with me
context: I am sorry, but my partner has already been chosen.\So, who's your partner?\No way!\Miss Valliere.\Actually, may I call you Louise?\Well, come at me.\Come on.\Okay. response:	No, no, not like that.
context: So, who's your partner?\No way!\Miss Valliere.\Actually, may I call you Louise?\Well, come at me.\Come on.\Okay.\No, no, not like that. response:	O-Okay.
context: No way!\Miss Valliere.\Actually, may I call you Louise?\Well, come at me.\Come on.\Okay.\No, no, not like that.\O-Okay. response:	What, why Louise?
context: Miss Valliere.\Actually, may I call you Louise?\Well, come at me.\Come on.\Okay.\No, no, not like that.\O-Okay.\What, why Louise? response:	T-That snobby son of a...
context: Actually, may I call you Louise?\Well, come at me.\Come on.\Okay.\No, no, not like that.\O-Okay.\What, why Louise?\T-That snobby son of a... response:	Don't get so close to her!
context: Well, come at me.\Come on.\Okay.\No, no, not like that.\O-Okay.\What, why Louise?\T-That snobby son of a...\Don't get so close to her! response:	What?!
context: Come on.\Okay.\No, no, not like that.\O-Okay.\What, why Louise?\T-That snobby son of a...\Don't get so close to her!\What?! response:	Show me what you've got.
context: Okay.\No, no, not like that.\O-Okay.\What, why Louise?\T-That snobby son of a...\Don't get so close to her!\What?!\Show me what you've got. response:	But I'm not a student at this school...
context: No, no, not like that.\O-Okay.\What, why Louise?\T-That snobby son of a...\Don't get so close to her!\What?!\Show me what you've got.\But I'm not a student at this school... response:	If the enemy were to come right now, would you not be fighting as well?
context: O-Okay.\What, why Louise?\T-That snobby son of a...\Don't get so close to her!\What?!\Show me what you've got.\But I'm not a student at this school...\If the enemy were to come right now, would you not be fighting as well? response:	I can only use practical weapons well...
context: What, why Louise?\T-That snobby son of a...\Don't get so close to her!\What?!\Show me what you've got.\But I'm not a student at this school...\If the enemy were to come right now, would you not be fighting as well?\I can only use practical weapons well... response:	You can also defeat an enemy with a wooden sword.
context: T-That snobby son of a...\Don't get so close to her!\What?!\Show me what you've got.\But I'm not a student at this school...\If the enemy were to come right now, would you not be fighting as well?\I can only use practical weapons well...\You can also defeat an enemy with a wooden sword. response:	Wait! Give me a sec!
context: Don't get so close to her!\What?!\Show me what you've got.\But I'm not a student at this school...\If the enemy were to come right now, would you not be fighting as well?\I can only use practical weapons well...\You can also defeat an enemy with a wooden sword.\Wait! Give me a sec! response:	Stop running away!
context: What?!\Show me what you've got.\But I'm not a student at this school...\If the enemy were to come right now, would you not be fighting as well?\I can only use practical weapons well...\You can also defeat an enemy with a wooden sword.\Wait! Give me a sec!\Stop running away! response:	Boring fight.
context: Show me what you've got.\But I'm not a student at this school...\If the enemy were to come right now, would you not be fighting as well?\I can only use practical weapons well...\You can also defeat an enemy with a wooden sword.\Wait! Give me a sec!\Stop running away!\Boring fight. response:	Saito!
context: But I'm not a student at this school...\If the enemy were to come right now, would you not be fighting as well?\I can only use practical weapons well...\You can also defeat an enemy with a wooden sword.\Wait! Give me a sec!\Stop running away!\Boring fight.\Saito! response:	Saito.
context: If the enemy were to come right now, would you not be fighting as well?\I can only use practical weapons well...\You can also defeat an enemy with a wooden sword.\Wait! Give me a sec!\Stop running away!\Boring fight.\Saito!\Saito. response:	Hey!
context: I can only use practical weapons well...\You can also defeat an enemy with a wooden sword.\Wait! Give me a sec!\Stop running away!\Boring fight.\Saito!\Saito.\Hey! response:	What do you think you're doing to my familiar?
context: You can also defeat an enemy with a wooden sword.\Wait! Give me a sec!\Stop running away!\Boring fight.\Saito!\Saito.\Hey!\What do you think you're doing to my familiar? response:	Miss Valliere.
context: Wait! Give me a sec!\Stop running away!\Boring fight.\Saito!\Saito.\Hey!\What do you think you're doing to my familiar?\Miss Valliere. response:	I saw him fight the other day, but...
context: Stop running away!\Boring fight.\Saito!\Saito.\Hey!\What do you think you're doing to my familiar?\Miss Valliere.\I saw him fight the other day, but... response:	That's because he was holding Delflinger.
context: Boring fight.\Saito!\Saito.\Hey!\What do you think you're doing to my familiar?\Miss Valliere.\I saw him fight the other day, but...\That's because he was holding Delflinger. response:	Delflinger?
context: Saito!\Saito.\Hey!\What do you think you're doing to my familiar?\Miss Valliere.\I saw him fight the other day, but...\That's because he was holding Delflinger.\Delflinger? response:	My... sword.
context: Saito.\Hey!\What do you think you're doing to my familiar?\Miss Valliere.\I saw him fight the other day, but...\That's because he was holding Delflinger.\Delflinger?\My... sword. response:	Without a real sword or a practical weapon,
context: Hey!\What do you think you're doing to my familiar?\Miss Valliere.\I saw him fight the other day, but...\That's because he was holding Delflinger.\Delflinger?\My... sword.\Without a real sword or a practical weapon, response:	I can't use my skill as a familiar.
context: What do you think you're doing to my familiar?\Miss Valliere.\I saw him fight the other day, but...\That's because he was holding Delflinger.\Delflinger?\My... sword.\Without a real sword or a practical weapon,\I can't use my skill as a familiar. response:	Oh, so your skill wasn't sharpened as a swordsman.
context: Miss Valliere.\I saw him fight the other day, but...\That's because he was holding Delflinger.\Delflinger?\My... sword.\Without a real sword or a practical weapon,\I can't use my skill as a familiar.\Oh, so your skill wasn't sharpened as a swordsman. response:	That's interesting.
context: I saw him fight the other day, but...\That's because he was holding Delflinger.\Delflinger?\My... sword.\Without a real sword or a practical weapon,\I can't use my skill as a familiar.\Oh, so your skill wasn't sharpened as a swordsman.\That's interesting. response:	Saito-kun.
context: That's because he was holding Delflinger.\Delflinger?\My... sword.\Without a real sword or a practical weapon,\I can't use my skill as a familiar.\Oh, so your skill wasn't sharpened as a swordsman.\That's interesting.\Saito-kun. response:	May I ask you to fight with me?
context: Delflinger?\My... sword.\Without a real sword or a practical weapon,\I can't use my skill as a familiar.\Oh, so your skill wasn't sharpened as a swordsman.\That's interesting.\Saito-kun.\May I ask you to fight with me? response:	You can use your Delf... whatever.
context: My... sword.\Without a real sword or a practical weapon,\I can't use my skill as a familiar.\Oh, so your skill wasn't sharpened as a swordsman.\That's interesting.\Saito-kun.\May I ask you to fight with me?\You can use your Delf... whatever. response:	Why do I have to fight against you?
context: Without a real sword or a practical weapon,\I can't use my skill as a familiar.\Oh, so your skill wasn't sharpened as a swordsman.\That's interesting.\Saito-kun.\May I ask you to fight with me?\You can use your Delf... whatever.\Why do I have to fight against you? response:	I am merely curious.
context: I can't use my skill as a familiar.\Oh, so your skill wasn't sharpened as a swordsman.\That's interesting.\Saito-kun.\May I ask you to fight with me?\You can use your Delf... whatever.\Why do I have to fight against you?\I am merely curious. response:	Curious?
context: Oh, so your skill wasn't sharpened as a swordsman.\That's interesting.\Saito-kun.\May I ask you to fight with me?\You can use your Delf... whatever.\Why do I have to fight against you?\I am merely curious.\Curious? response:	I know.
context: That's interesting.\Saito-kun.\May I ask you to fight with me?\You can use your Delf... whatever.\Why do I have to fight against you?\I am merely curious.\Curious?\I know. response:	What if the winner of the fight gets to kiss Louise?
context: Saito-kun.\May I ask you to fight with me?\You can use your Delf... whatever.\Why do I have to fight against you?\I am merely curious.\Curious?\I know.\What if the winner of the fight gets to kiss Louise? response:	What?
context: May I ask you to fight with me?\You can use your Delf... whatever.\Why do I have to fight against you?\I am merely curious.\Curious?\I know.\What if the winner of the fight gets to kiss Louise?\What? response:	Wait, kiss? Stop making stuff up!
context: You can use your Delf... whatever.\Why do I have to fight against you?\I am merely curious.\Curious?\I know.\What if the winner of the fight gets to kiss Louise?\What?\Wait, kiss? Stop making stuff up! response:	Aren't you a flamen?
context: Why do I have to fight against you?\I am merely curious.\Curious?\I know.\What if the winner of the fight gets to kiss Louise?\What?\Wait, kiss? Stop making stuff up!\Aren't you a flamen? response:	Truth be told, in order to come to Tristain, I have temporarily returned to secular life,
context: I am merely curious.\Curious?\I know.\What if the winner of the fight gets to kiss Louise?\What?\Wait, kiss? Stop making stuff up!\Aren't you a flamen?\Truth be told, in order to come to Tristain, I have temporarily returned to secular life, response:	so I am allowed to wield a sword as well.
context: Curious?\I know.\What if the winner of the fight gets to kiss Louise?\What?\Wait, kiss? Stop making stuff up!\Aren't you a flamen?\Truth be told, in order to come to Tristain, I have temporarily returned to secular life,\so I am allowed to wield a sword as well. response:	Not to mention relations.
context: I know.\What if the winner of the fight gets to kiss Louise?\What?\Wait, kiss? Stop making stuff up!\Aren't you a flamen?\Truth be told, in order to come to Tristain, I have temporarily returned to secular life,\so I am allowed to wield a sword as well.\Not to mention relations. response:	Back off! Don't touch Louise!
context: What if the winner of the fight gets to kiss Louise?\What?\Wait, kiss? Stop making stuff up!\Aren't you a flamen?\Truth be told, in order to come to Tristain, I have temporarily returned to secular life,\so I am allowed to wield a sword as well.\Not to mention relations.\Back off! Don't touch Louise! response:	Saito.
context: What?\Wait, kiss? Stop making stuff up!\Aren't you a flamen?\Truth be told, in order to come to Tristain, I have temporarily returned to secular life,\so I am allowed to wield a sword as well.\Not to mention relations.\Back off! Don't touch Louise!\Saito. response:	I don't care if you're a flamen or whatever.
context: Wait, kiss? Stop making stuff up!\Aren't you a flamen?\Truth be told, in order to come to Tristain, I have temporarily returned to secular life,\so I am allowed to wield a sword as well.\Not to mention relations.\Back off! Don't touch Louise!\Saito.\I don't care if you're a flamen or whatever. response:	You're so snobby it bothers me.
context: Aren't you a flamen?\Truth be told, in order to come to Tristain, I have temporarily returned to secular life,\so I am allowed to wield a sword as well.\Not to mention relations.\Back off! Don't touch Louise!\Saito.\I don't care if you're a flamen or whatever.\You're so snobby it bothers me. response:	If you want to fight or whatever, you got it.
context: Truth be told, in order to come to Tristain, I have temporarily returned to secular life,\so I am allowed to wield a sword as well.\Not to mention relations.\Back off! Don't touch Louise!\Saito.\I don't care if you're a flamen or whatever.\You're so snobby it bothers me.\If you want to fight or whatever, you got it. response:	Hey, hold on.
context: so I am allowed to wield a sword as well.\Not to mention relations.\Back off! Don't touch Louise!\Saito.\I don't care if you're a flamen or whatever.\You're so snobby it bothers me.\If you want to fight or whatever, you got it.\Hey, hold on. response:	No, I'm doing it.
context: Not to mention relations.\Back off! Don't touch Louise!\Saito.\I don't care if you're a flamen or whatever.\You're so snobby it bothers me.\If you want to fight or whatever, you got it.\Hey, hold on.\No, I'm doing it. response:	What are you getting all worked up for?
context: Back off! Don't touch Louise!\Saito.\I don't care if you're a flamen or whatever.\You're so snobby it bothers me.\If you want to fight or whatever, you got it.\Hey, hold on.\No, I'm doing it.\What are you getting all worked up for? response:	If you get serious, he'll die.
context: Saito.\I don't care if you're a flamen or whatever.\You're so snobby it bothers me.\If you want to fight or whatever, you got it.\Hey, hold on.\No, I'm doing it.\What are you getting all worked up for?\If you get serious, he'll die. response:	What? You're worried about him and not me?
context: I don't care if you're a flamen or whatever.\You're so snobby it bothers me.\If you want to fight or whatever, you got it.\Hey, hold on.\No, I'm doing it.\What are you getting all worked up for?\If you get serious, he'll die.\What? You're worried about him and not me? response:	That's not what I meant.
context: You're so snobby it bothers me.\If you want to fight or whatever, you got it.\Hey, hold on.\No, I'm doing it.\What are you getting all worked up for?\If you get serious, he'll die.\What? You're worried about him and not me?\That's not what I meant. response:	Now isn't the time to be creating trivial problems.
context: If you want to fight or whatever, you got it.\Hey, hold on.\No, I'm doing it.\What are you getting all worked up for?\If you get serious, he'll die.\What? You're worried about him and not me?\That's not what I meant.\Now isn't the time to be creating trivial problems. response:	If you insist on fighting, use the wooden sword.
context: Hey, hold on.\No, I'm doing it.\What are you getting all worked up for?\If you get serious, he'll die.\What? You're worried about him and not me?\That's not what I meant.\Now isn't the time to be creating trivial problems.\If you insist on fighting, use the wooden sword. response:	I won't allow you to use a real sword.
context: No, I'm doing it.\What are you getting all worked up for?\If you get serious, he'll die.\What? You're worried about him and not me?\That's not what I meant.\Now isn't the time to be creating trivial problems.\If you insist on fighting, use the wooden sword.\I won't allow you to use a real sword. response:	Fine.
context: What are you getting all worked up for?\If you get serious, he'll die.\What? You're worried about him and not me?\That's not what I meant.\Now isn't the time to be creating trivial problems.\If you insist on fighting, use the wooden sword.\I won't allow you to use a real sword.\Fine. response:	We'll fight tomorrow morning using wooden swords.
context: If you get serious, he'll die.\What? You're worried about him and not me?\That's not what I meant.\Now isn't the time to be creating trivial problems.\If you insist on fighting, use the wooden sword.\I won't allow you to use a real sword.\Fine.\We'll fight tomorrow morning using wooden swords. response:	Saito!
context: What? You're worried about him and not me?\That's not what I meant.\Now isn't the time to be creating trivial problems.\If you insist on fighting, use the wooden sword.\I won't allow you to use a real sword.\Fine.\We'll fight tomorrow morning using wooden swords.\Saito! response:	I am looking forward to it.
context: That's not what I meant.\Now isn't the time to be creating trivial problems.\If you insist on fighting, use the wooden sword.\I won't allow you to use a real sword.\Fine.\We'll fight tomorrow morning using wooden swords.\Saito!\I am looking forward to it. response:	What do you want, calling me out here?
context: Now isn't the time to be creating trivial problems.\If you insist on fighting, use the wooden sword.\I won't allow you to use a real sword.\Fine.\We'll fight tomorrow morning using wooden swords.\Saito!\I am looking forward to it.\What do you want, calling me out here? response:	If it's a ridiculous request...
context: If you insist on fighting, use the wooden sword.\I won't allow you to use a real sword.\Fine.\We'll fight tomorrow morning using wooden swords.\Saito!\I am looking forward to it.\What do you want, calling me out here?\If it's a ridiculous request... response:	Please! Teach me how to fight with swords.
context: I won't allow you to use a real sword.\Fine.\We'll fight tomorrow morning using wooden swords.\Saito!\I am looking forward to it.\What do you want, calling me out here?\If it's a ridiculous request...\Please! Teach me how to fight with swords. response:	I've... never seriously learnt swordsmanship.
context: Fine.\We'll fight tomorrow morning using wooden swords.\Saito!\I am looking forward to it.\What do you want, calling me out here?\If it's a ridiculous request...\Please! Teach me how to fight with swords.\I've... never seriously learnt swordsmanship. response:	If it's a real weapon, I can use it the moment it's in my hands.
context: We'll fight tomorrow morning using wooden swords.\Saito!\I am looking forward to it.\What do you want, calling me out here?\If it's a ridiculous request...\Please! Teach me how to fight with swords.\I've... never seriously learnt swordsmanship.\If it's a real weapon, I can use it the moment it's in my hands. response:	When I hold a sword, my body moves on its own.
context: Saito!\I am looking forward to it.\What do you want, calling me out here?\If it's a ridiculous request...\Please! Teach me how to fight with swords.\I've... never seriously learnt swordsmanship.\If it's a real weapon, I can use it the moment it's in my hands.\When I hold a sword, my body moves on its own. response:	It's the power of Gandalfr, the legendary familiar.
context: I am looking forward to it.\What do you want, calling me out here?\If it's a ridiculous request...\Please! Teach me how to fight with swords.\I've... never seriously learnt swordsmanship.\If it's a real weapon, I can use it the moment it's in my hands.\When I hold a sword, my body moves on its own.\It's the power of Gandalfr, the legendary familiar. response:	Gandalfr?
context: What do you want, calling me out here?\If it's a ridiculous request...\Please! Teach me how to fight with swords.\I've... never seriously learnt swordsmanship.\If it's a real weapon, I can use it the moment it's in my hands.\When I hold a sword, my body moves on its own.\It's the power of Gandalfr, the legendary familiar.\Gandalfr? response:	However...
context: If it's a ridiculous request...\Please! Teach me how to fight with swords.\I've... never seriously learnt swordsmanship.\If it's a real weapon, I can use it the moment it's in my hands.\When I hold a sword, my body moves on its own.\It's the power of Gandalfr, the legendary familiar.\Gandalfr?\However... response:	I don't think that I should rely solely on that power.
context: Please! Teach me how to fight with swords.\I've... never seriously learnt swordsmanship.\If it's a real weapon, I can use it the moment it's in my hands.\When I hold a sword, my body moves on its own.\It's the power of Gandalfr, the legendary familiar.\Gandalfr?\However...\I don't think that I should rely solely on that power. response:	If I were suddenly attacked like how the vice-captain did...
context: I've... never seriously learnt swordsmanship.\If it's a real weapon, I can use it the moment it's in my hands.\When I hold a sword, my body moves on its own.\It's the power of Gandalfr, the legendary familiar.\Gandalfr?\However...\I don't think that I should rely solely on that power.\If I were suddenly attacked like how the vice-captain did... response:	that'd be the end of me.
context: If it's a real weapon, I can use it the moment it's in my hands.\When I hold a sword, my body moves on its own.\It's the power of Gandalfr, the legendary familiar.\Gandalfr?\However...\I don't think that I should rely solely on that power.\If I were suddenly attacked like how the vice-captain did...\that'd be the end of me. response:	With this war... there could be lots of danger ahead.
context: When I hold a sword, my body moves on its own.\It's the power of Gandalfr, the legendary familiar.\Gandalfr?\However...\I don't think that I should rely solely on that power.\If I were suddenly attacked like how the vice-captain did...\that'd be the end of me.\With this war... there could be lots of danger ahead. response:	So, I can't protect Louise unless I become strong.
context: It's the power of Gandalfr, the legendary familiar.\Gandalfr?\However...\I don't think that I should rely solely on that power.\If I were suddenly attacked like how the vice-captain did...\that'd be the end of me.\With this war... there could be lots of danger ahead.\So, I can't protect Louise unless I become strong. response:	Louise?
context: Gandalfr?\However...\I don't think that I should rely solely on that power.\If I were suddenly attacked like how the vice-captain did...\that'd be the end of me.\With this war... there could be lots of danger ahead.\So, I can't protect Louise unless I become strong.\Louise? response:	So, you want me to teach you swordsmanship for the sake of protecting Miss Valliere?
context: However...\I don't think that I should rely solely on that power.\If I were suddenly attacked like how the vice-captain did...\that'd be the end of me.\With this war... there could be lots of danger ahead.\So, I can't protect Louise unless I become strong.\Louise?\So, you want me to teach you swordsmanship for the sake of protecting Miss Valliere? response:	Of course, I want to win tomorrow's fight, too.
context: I don't think that I should rely solely on that power.\If I were suddenly attacked like how the vice-captain did...\that'd be the end of me.\With this war... there could be lots of danger ahead.\So, I can't protect Louise unless I become strong.\Louise?\So, you want me to teach you swordsmanship for the sake of protecting Miss Valliere?\Of course, I want to win tomorrow's fight, too. response:	I just can't bring myself to like that guy.
context: If I were suddenly attacked like how the vice-captain did...\that'd be the end of me.\With this war... there could be lots of danger ahead.\So, I can't protect Louise unless I become strong.\Louise?\So, you want me to teach you swordsmanship for the sake of protecting Miss Valliere?\Of course, I want to win tomorrow's fight, too.\I just can't bring myself to like that guy. response:	I don't like flashy guys, either.
context: that'd be the end of me.\With this war... there could be lots of danger ahead.\So, I can't protect Louise unless I become strong.\Louise?\So, you want me to teach you swordsmanship for the sake of protecting Miss Valliere?\Of course, I want to win tomorrow's fight, too.\I just can't bring myself to like that guy.\I don't like flashy guys, either. response:	But Saito, can you keep up with my training?
context: With this war... there could be lots of danger ahead.\So, I can't protect Louise unless I become strong.\Louise?\So, you want me to teach you swordsmanship for the sake of protecting Miss Valliere?\Of course, I want to win tomorrow's fight, too.\I just can't bring myself to like that guy.\I don't like flashy guys, either.\But Saito, can you keep up with my training? response:	Saito-san?
context: So, I can't protect Louise unless I become strong.\Louise?\So, you want me to teach you swordsmanship for the sake of protecting Miss Valliere?\Of course, I want to win tomorrow's fight, too.\I just can't bring myself to like that guy.\I don't like flashy guys, either.\But Saito, can you keep up with my training?\Saito-san? response:	I haven't seen him.
context: Louise?\So, you want me to teach you swordsmanship for the sake of protecting Miss Valliere?\Of course, I want to win tomorrow's fight, too.\I just can't bring myself to like that guy.\I don't like flashy guys, either.\But Saito, can you keep up with my training?\Saito-san?\I haven't seen him. response:	Don't lie to me! He isn't in our room, either.
context: So, you want me to teach you swordsmanship for the sake of protecting Miss Valliere?\Of course, I want to win tomorrow's fight, too.\I just can't bring myself to like that guy.\I don't like flashy guys, either.\But Saito, can you keep up with my training?\Saito-san?\I haven't seen him.\Don't lie to me! He isn't in our room, either. response:	You're hiding him, aren't you?
context: Of course, I want to win tomorrow's fight, too.\I just can't bring myself to like that guy.\I don't like flashy guys, either.\But Saito, can you keep up with my training?\Saito-san?\I haven't seen him.\Don't lie to me! He isn't in our room, either.\You're hiding him, aren't you? response:	Where is he? Where did you hide him?
context: I just can't bring myself to like that guy.\I don't like flashy guys, either.\But Saito, can you keep up with my training?\Saito-san?\I haven't seen him.\Don't lie to me! He isn't in our room, either.\You're hiding him, aren't you?\Where is he? Where did you hide him? response:	Don't tell me...
context: I don't like flashy guys, either.\But Saito, can you keep up with my training?\Saito-san?\I haven't seen him.\Don't lie to me! He isn't in our room, either.\You're hiding him, aren't you?\Where is he? Where did you hide him?\Don't tell me... response:	I am not hiding him!
context: But Saito, can you keep up with my training?\Saito-san?\I haven't seen him.\Don't lie to me! He isn't in our room, either.\You're hiding him, aren't you?\Where is he? Where did you hide him?\Don't tell me...\I am not hiding him! response:	Stand! There is no time to rest.
context: Saito-san?\I haven't seen him.\Don't lie to me! He isn't in our room, either.\You're hiding him, aren't you?\Where is he? Where did you hide him?\Don't tell me...\I am not hiding him!\Stand! There is no time to rest. response:	Ow!
context: I haven't seen him.\Don't lie to me! He isn't in our room, either.\You're hiding him, aren't you?\Where is he? Where did you hide him?\Don't tell me...\I am not hiding him!\Stand! There is no time to rest.\Ow! response:	At least you have the form.
context: Don't lie to me! He isn't in our room, either.\You're hiding him, aren't you?\Where is he? Where did you hide him?\Don't tell me...\I am not hiding him!\Stand! There is no time to rest.\Ow!\At least you have the form. response:	By experiencing real battle, you must have picked up the basics.
context: You're hiding him, aren't you?\Where is he? Where did you hide him?\Don't tell me...\I am not hiding him!\Stand! There is no time to rest.\Ow!\At least you have the form.\By experiencing real battle, you must have picked up the basics. response:	Y-Yeah?
context: Where is he? Where did you hide him?\Don't tell me...\I am not hiding him!\Stand! There is no time to rest.\Ow!\At least you have the form.\By experiencing real battle, you must have picked up the basics.\Y-Yeah? response:	But form alone will not help you win.
context: Don't tell me...\I am not hiding him!\Stand! There is no time to rest.\Ow!\At least you have the form.\By experiencing real battle, you must have picked up the basics.\Y-Yeah?\But form alone will not help you win. response:	Strike at the opponent's opening!
context: I am not hiding him!\Stand! There is no time to rest.\Ow!\At least you have the form.\By experiencing real battle, you must have picked up the basics.\Y-Yeah?\But form alone will not help you win.\Strike at the opponent's opening! response:	Your familiar?
context: Stand! There is no time to rest.\Ow!\At least you have the form.\By experiencing real battle, you must have picked up the basics.\Y-Yeah?\But form alone will not help you win.\Strike at the opponent's opening!\Your familiar? response:	If you're looking for Saito, I saw him in the backyard.
context: Ow!\At least you have the form.\By experiencing real battle, you must have picked up the basics.\Y-Yeah?\But form alone will not help you win.\Strike at the opponent's opening!\Your familiar?\If you're looking for Saito, I saw him in the backyard. response:	He was with the captain of the Musketeer Force.
context: At least you have the form.\By experiencing real battle, you must have picked up the basics.\Y-Yeah?\But form alone will not help you win.\Strike at the opponent's opening!\Your familiar?\If you're looking for Saito, I saw him in the backyard.\He was with the captain of the Musketeer Force. response:	By Captain, do you mean Agnes?
context: By experiencing real battle, you must have picked up the basics.\Y-Yeah?\But form alone will not help you win.\Strike at the opponent's opening!\Your familiar?\If you're looking for Saito, I saw him in the backyard.\He was with the captain of the Musketeer Force.\By Captain, do you mean Agnes? response:	They were breathing hard and drenched in sweat together.
context: Y-Yeah?\But form alone will not help you win.\Strike at the opponent's opening!\Your familiar?\If you're looking for Saito, I saw him in the backyard.\He was with the captain of the Musketeer Force.\By Captain, do you mean Agnes?\They were breathing hard and drenched in sweat together. response:	W-What's that supposed to mean?
context: But form alone will not help you win.\Strike at the opponent's opening!\Your familiar?\If you're looking for Saito, I saw him in the backyard.\He was with the captain of the Musketeer Force.\By Captain, do you mean Agnes?\They were breathing hard and drenched in sweat together.\W-What's that supposed to mean? response:	Damn it...
context: Strike at the opponent's opening!\Your familiar?\If you're looking for Saito, I saw him in the backyard.\He was with the captain of the Musketeer Force.\By Captain, do you mean Agnes?\They were breathing hard and drenched in sweat together.\W-What's that supposed to mean?\Damn it... response:	Strike at the opening, she says...
context: Your familiar?\If you're looking for Saito, I saw him in the backyard.\He was with the captain of the Musketeer Force.\By Captain, do you mean Agnes?\They were breathing hard and drenched in sweat together.\W-What's that supposed to mean?\Damn it...\Strike at the opening, she says... response:	But, where do I even find an opening?
context: If you're looking for Saito, I saw him in the backyard.\He was with the captain of the Musketeer Force.\By Captain, do you mean Agnes?\They were breathing hard and drenched in sweat together.\W-What's that supposed to mean?\Damn it...\Strike at the opening, she says...\But, where do I even find an opening? response:	Come to think of it, you said that you don't like mages who use fire...
context: He was with the captain of the Musketeer Force.\By Captain, do you mean Agnes?\They were breathing hard and drenched in sweat together.\W-What's that supposed to mean?\Damn it...\Strike at the opening, she says...\But, where do I even find an opening?\Come to think of it, you said that you don't like mages who use fire... response:	You got something against them?
context: By Captain, do you mean Agnes?\They were breathing hard and drenched in sweat together.\W-What's that supposed to mean?\Damn it...\Strike at the opening, she says...\But, where do I even find an opening?\Come to think of it, you said that you don't like mages who use fire...\You got something against them? response:	K-Keep your mouth shut.
context: They were breathing hard and drenched in sweat together.\W-What's that supposed to mean?\Damn it...\Strike at the opening, she says...\But, where do I even find an opening?\Come to think of it, you said that you don't like mages who use fire...\You got something against them?\K-Keep your mouth shut. response:	There's my chance!
context: W-What's that supposed to mean?\Damn it...\Strike at the opening, she says...\But, where do I even find an opening?\Come to think of it, you said that you don't like mages who use fire...\You got something against them?\K-Keep your mouth shut.\There's my chance! response:	Good. That's the way.
context: Damn it...\Strike at the opening, she says...\But, where do I even find an opening?\Come to think of it, you said that you don't like mages who use fire...\You got something against them?\K-Keep your mouth shut.\There's my chance!\Good. That's the way. response:	O-Okay.
context: Strike at the opening, she says...\But, where do I even find an opening?\Come to think of it, you said that you don't like mages who use fire...\You got something against them?\K-Keep your mouth shut.\There's my chance!\Good. That's the way.\O-Okay. response:	So it was true...
context: But, where do I even find an opening?\Come to think of it, you said that you don't like mages who use fire...\You got something against them?\K-Keep your mouth shut.\There's my chance!\Good. That's the way.\O-Okay.\So it was true... response:	Huh? Louise?
context: Come to think of it, you said that you don't like mages who use fire...\You got something against them?\K-Keep your mouth shut.\There's my chance!\Good. That's the way.\O-Okay.\So it was true...\Huh? Louise? response:	It's your fault.
context: You got something against them?\K-Keep your mouth shut.\There's my chance!\Good. That's the way.\O-Okay.\So it was true...\Huh? Louise?\It's your fault. response:	Not at all...
context: K-Keep your mouth shut.\There's my chance!\Good. That's the way.\O-Okay.\So it was true...\Huh? Louise?\It's your fault.\Not at all... response:	You stupid dog!
context: There's my chance!\Good. That's the way.\O-Okay.\So it was true...\Huh? Louise?\It's your fault.\Not at all...\You stupid dog! response:	No!
context: Good. That's the way.\O-Okay.\So it was true...\Huh? Louise?\It's your fault.\Not at all...\You stupid dog!\No! response:	Dirty dog!
context: O-Okay.\So it was true...\Huh? Louise?\It's your fault.\Not at all...\You stupid dog!\No!\Dirty dog! response:	Pervert dog!
context: So it was true...\Huh? Louise?\It's your fault.\Not at all...\You stupid dog!\No!\Dirty dog!\Pervert dog! response:	What's wrong?
context: Huh? Louise?\It's your fault.\Not at all...\You stupid dog!\No!\Dirty dog!\Pervert dog!\What's wrong? response:	You look as though you were beaten all night long by a dragon in a jealous rage.
context: It's your fault.\Not at all...\You stupid dog!\No!\Dirty dog!\Pervert dog!\What's wrong?\You look as though you were beaten all night long by a dragon in a jealous rage. response:	Well... that's actually what happened.
context: Not at all...\You stupid dog!\No!\Dirty dog!\Pervert dog!\What's wrong?\You look as though you were beaten all night long by a dragon in a jealous rage.\Well... that's actually what happened. response:	I do not mind calling off the fight.
context: You stupid dog!\No!\Dirty dog!\Pervert dog!\What's wrong?\You look as though you were beaten all night long by a dragon in a jealous rage.\Well... that's actually what happened.\I do not mind calling off the fight. response:	I don't intend to run away.
context: No!\Dirty dog!\Pervert dog!\What's wrong?\You look as though you were beaten all night long by a dragon in a jealous rage.\Well... that's actually what happened.\I do not mind calling off the fight.\I don't intend to run away. response:	Shall we get started, then?
context: Dirty dog!\Pervert dog!\What's wrong?\You look as though you were beaten all night long by a dragon in a jealous rage.\Well... that's actually what happened.\I do not mind calling off the fight.\I don't intend to run away.\Shall we get started, then? response:	Louise, is that kiss ready?
context: Pervert dog!\What's wrong?\You look as though you were beaten all night long by a dragon in a jealous rage.\Well... that's actually what happened.\I do not mind calling off the fight.\I don't intend to run away.\Shall we get started, then?\Louise, is that kiss ready? response:	You bastard!
context: What's wrong?\You look as though you were beaten all night long by a dragon in a jealous rage.\Well... that's actually what happened.\I do not mind calling off the fight.\I don't intend to run away.\Shall we get started, then?\Louise, is that kiss ready?\You bastard! response:	Go, go!
context: You look as though you were beaten all night long by a dragon in a jealous rage.\Well... that's actually what happened.\I do not mind calling off the fight.\I don't intend to run away.\Shall we get started, then?\Louise, is that kiss ready?\You bastard!\Go, go! response:	Good luck!
