context: Soldier response:	Stand back, rookies.
context: You guys grab boards or rods or whatever!\Bring everything you can carry!\Reiner!\Hey!\Wait up, Reiner! Hold on!\Who does he think he is, always taking the most dangerous job?\Come on, man!\Yeah, that's a bad habit of his. response:	They're still below.
context: Bring everything you can carry!\Reiner!\Hey!\Wait up, Reiner! Hold on!\Who does he think he is, always taking the most dangerous job?\Come on, man!\Yeah, that's a bad habit of his.\They're still below. response:	Well, it's still locked...
context: Reiner!\Hey!\Wait up, Reiner! Hold on!\Who does he think he is, always taking the most dangerous job?\Come on, man!\Yeah, that's a bad habit of his.\They're still below.\Well, it's still locked... response:	But it's not like this old wooden door will keep them out for long.
context: Hey!\Wait up, Reiner! Hold on!\Who does he think he is, always taking the most dangerous job?\Come on, man!\Yeah, that's a bad habit of his.\They're still below.\Well, it's still locked...\But it's not like this old wooden door will keep them out for long. response:	They're here!
context: Wait up, Reiner! Hold on!\Who does he think he is, always taking the most dangerous job?\Come on, man!\Yeah, that's a bad habit of his.\They're still below.\Well, it's still locked...\But it's not like this old wooden door will keep them out for long.\They're here! response:	Bring something, quick!
context: Who does he think he is, always taking the most dangerous job?\Come on, man!\Yeah, that's a bad habit of his.\They're still below.\Well, it's still locked...\But it's not like this old wooden door will keep them out for long.\They're here!\Bring something, quick! response:	Is this it?
context: Come on, man!\Yeah, that's a bad habit of his.\They're still below.\Well, it's still locked...\But it's not like this old wooden door will keep them out for long.\They're here!\Bring something, quick!\Is this it? response:	Will this be it?
context: Yeah, that's a bad habit of his.\They're still below.\Well, it's still locked...\But it's not like this old wooden door will keep them out for long.\They're here!\Bring something, quick!\Is this it?\Will this be it? response:	Is this the end?
context: They're still below.\Well, it's still locked...\But it's not like this old wooden door will keep them out for long.\They're here!\Bring something, quick!\Is this it?\Will this be it?\Is this the end? response:	No...
context: Well, it's still locked...\But it's not like this old wooden door will keep them out for long.\They're here!\Bring something, quick!\Is this it?\Will this be it?\Is this the end?\No... response:	It can't be.
context: But it's not like this old wooden door will keep them out for long.\They're here!\Bring something, quick!\Is this it?\Will this be it?\Is this the end?\No...\It can't be. response:	I won't let it happen!
context: They're here!\Bring something, quick!\Is this it?\Will this be it?\Is this the end?\No...\It can't be.\I won't let it happen! response:	I'm definitely going home!
context: Bring something, quick!\Is this it?\Will this be it?\Is this the end?\No...\It can't be.\I won't let it happen!\I'm definitely going home! response:	Reiner!
context: Is this it?\Will this be it?\Is this the end?\No...\It can't be.\I won't let it happen!\I'm definitely going home!\Reiner! response:	Reiner! Are you okay?!
context: Will this be it?\Is this the end?\No...\It can't be.\I won't let it happen!\I'm definitely going home!\Reiner!\Reiner! Are you okay?! response:	Yeah!
context: Is this the end?\No...\It can't be.\I won't let it happen!\I'm definitely going home!\Reiner!\Reiner! Are you okay?!\Yeah! response:	Bertholdt, we're gonna survive and go home.
context: No...\It can't be.\I won't let it happen!\I'm definitely going home!\Reiner!\Reiner! Are you okay?!\Yeah!\Bertholdt, we're gonna survive and go home. response:	We're going back to our hometown for sure.
context: It can't be.\I won't let it happen!\I'm definitely going home!\Reiner!\Reiner! Are you okay?!\Yeah!\Bertholdt, we're gonna survive and go home.\We're going back to our hometown for sure. response:	Right... Right!
context: I won't let it happen!\I'm definitely going home!\Reiner!\Reiner! Are you okay?!\Yeah!\Bertholdt, we're gonna survive and go home.\We're going back to our hometown for sure.\Right... Right! response:	We're going home!
context: I'm definitely going home!\Reiner!\Reiner! Are you okay?!\Yeah!\Bertholdt, we're gonna survive and go home.\We're going back to our hometown for sure.\Right... Right!\We're going home! response:	Reiner! Bertholdt!
context: Reiner!\Reiner! Are you okay?!\Yeah!\Bertholdt, we're gonna survive and go home.\We're going back to our hometown for sure.\Right... Right!\We're going home!\Reiner! Bertholdt! response:	Hey, that's...
context: Reiner! Are you okay?!\Yeah!\Bertholdt, we're gonna survive and go home.\We're going back to our hometown for sure.\Right... Right!\We're going home!\Reiner! Bertholdt!\Hey, that's... response:	Have powder? A cannonball?
context: Yeah!\Bertholdt, we're gonna survive and go home.\We're going back to our hometown for sure.\Right... Right!\We're going home!\Reiner! Bertholdt!\Hey, that's...\Have powder? A cannonball? response:	Hell no! You'll just have to take the whole thing!
context: Bertholdt, we're gonna survive and go home.\We're going back to our hometown for sure.\Right... Right!\We're going home!\Reiner! Bertholdt!\Hey, that's...\Have powder? A cannonball?\Hell no! You'll just have to take the whole thing! response:	Out of the way!
context: We're going back to our hometown for sure.\Right... Right!\We're going home!\Reiner! Bertholdt!\Hey, that's...\Have powder? A cannonball?\Hell no! You'll just have to take the whole thing!\Out of the way! response:	Looks like that worked out, miraculously.
context: Right... Right!\We're going home!\Reiner! Bertholdt!\Hey, that's...\Have powder? A cannonball?\Hell no! You'll just have to take the whole thing!\Out of the way!\Looks like that worked out, miraculously. response:	Yeah...
context: We're going home!\Reiner! Bertholdt!\Hey, that's...\Have powder? A cannonball?\Hell no! You'll just have to take the whole thing!\Out of the way!\Looks like that worked out, miraculously.\Yeah... response:	It's not getting up from that.
context: Reiner! Bertholdt!\Hey, that's...\Have powder? A cannonball?\Hell no! You'll just have to take the whole thing!\Out of the way!\Looks like that worked out, miraculously.\Yeah...\It's not getting up from that. response:	Not one of that size.
context: Hey, that's...\Have powder? A cannonball?\Hell no! You'll just have to take the whole thing!\Out of the way!\Looks like that worked out, miraculously.\Yeah...\It's not getting up from that.\Not one of that size. response:	What now? All we have is this knife.
context: Have powder? A cannonball?\Hell no! You'll just have to take the whole thing!\Out of the way!\Looks like that worked out, miraculously.\Yeah...\It's not getting up from that.\Not one of that size.\What now? All we have is this knife. response:	Should I cut off its nape?
context: Hell no! You'll just have to take the whole thing!\Out of the way!\Looks like that worked out, miraculously.\Yeah...\It's not getting up from that.\Not one of that size.\What now? All we have is this knife.\Should I cut off its nape? response:	Don't even try.
context: Out of the way!\Looks like that worked out, miraculously.\Yeah...\It's not getting up from that.\Not one of that size.\What now? All we have is this knife.\Should I cut off its nape?\Don't even try. response:	You'll get hurt if it grabs you.
context: Looks like that worked out, miraculously.\Yeah...\It's not getting up from that.\Not one of that size.\What now? All we have is this knife.\Should I cut off its nape?\Don't even try.\You'll get hurt if it grabs you. response:	F-For now, let's retreat back upstairs.
context: Yeah...\It's not getting up from that.\Not one of that size.\What now? All we have is this knife.\Should I cut off its nape?\Don't even try.\You'll get hurt if it grabs you.\F-For now, let's retreat back upstairs. response:	There could be more than just one that got inside.
context: It's not getting up from that.\Not one of that size.\What now? All we have is this knife.\Should I cut off its nape?\Don't even try.\You'll get hurt if it grabs you.\F-For now, let's retreat back upstairs.\There could be more than just one that got inside. response:	Conny!
context: Not one of that size.\What now? All we have is this knife.\Should I cut off its nape?\Don't even try.\You'll get hurt if it grabs you.\F-For now, let's retreat back upstairs.\There could be more than just one that got inside.\Conny! response:	Information Available for Public Disclosure Utgard Castle
context: What now? All we have is this knife.\Should I cut off its nape?\Don't even try.\You'll get hurt if it grabs you.\F-For now, let's retreat back upstairs.\There could be more than just one that got inside.\Conny!\Information Available for Public Disclosure Utgard Castle response:	It is unknown when this ancient castle turned ruins was built. The hefty cannons contained within its walls possess substantial defensive power, but for what enemy they were placed here for is anyone's guess.
context: Should I cut off its nape?\Don't even try.\You'll get hurt if it grabs you.\F-For now, let's retreat back upstairs.\There could be more than just one that got inside.\Conny!\Information Available for Public Disclosure Utgard Castle\It is unknown when this ancient castle turned ruins was built. The hefty cannons contained within its walls possess substantial defensive power, but for what enemy they were placed here for is anyone's guess. response:	Conny!
context: Don't even try.\You'll get hurt if it grabs you.\F-For now, let's retreat back upstairs.\There could be more than just one that got inside.\Conny!\Information Available for Public Disclosure Utgard Castle\It is unknown when this ancient castle turned ruins was built. The hefty cannons contained within its walls possess substantial defensive power, but for what enemy they were placed here for is anyone's guess.\Conny! response:	Reiner!
context: You'll get hurt if it grabs you.\F-For now, let's retreat back upstairs.\There could be more than just one that got inside.\Conny!\Information Available for Public Disclosure Utgard Castle\It is unknown when this ancient castle turned ruins was built. The hefty cannons contained within its walls possess substantial defensive power, but for what enemy they were placed here for is anyone's guess.\Conny!\Reiner! response:	Uh, Reiner...
context: F-For now, let's retreat back upstairs.\There could be more than just one that got inside.\Conny!\Information Available for Public Disclosure Utgard Castle\It is unknown when this ancient castle turned ruins was built. The hefty cannons contained within its walls possess substantial defensive power, but for what enemy they were placed here for is anyone's guess.\Conny!\Reiner!\Uh, Reiner... response:	Don't tell me...
context: There could be more than just one that got inside.\Conny!\Information Available for Public Disclosure Utgard Castle\It is unknown when this ancient castle turned ruins was built. The hefty cannons contained within its walls possess substantial defensive power, but for what enemy they were placed here for is anyone's guess.\Conny!\Reiner!\Uh, Reiner...\Don't tell me... response:	You're gonna jump out the window with it?!
context: Conny!\Information Available for Public Disclosure Utgard Castle\It is unknown when this ancient castle turned ruins was built. The hefty cannons contained within its walls possess substantial defensive power, but for what enemy they were placed here for is anyone's guess.\Conny!\Reiner!\Uh, Reiner...\Don't tell me...\You're gonna jump out the window with it?! response:	I've got no other choice!
context: Information Available for Public Disclosure Utgard Castle\It is unknown when this ancient castle turned ruins was built. The hefty cannons contained within its walls possess substantial defensive power, but for what enemy they were placed here for is anyone's guess.\Conny!\Reiner!\Uh, Reiner...\Don't tell me...\You're gonna jump out the window with it?!\I've got no other choice! response:	Wait!
context: It is unknown when this ancient castle turned ruins was built. The hefty cannons contained within its walls possess substantial defensive power, but for what enemy they were placed here for is anyone's guess.\Conny!\Reiner!\Uh, Reiner...\Don't tell me...\You're gonna jump out the window with it?!\I've got no other choice!\Wait! response:	If I can just slice open its jaw...
context: Conny!\Reiner!\Uh, Reiner...\Don't tell me...\You're gonna jump out the window with it?!\I've got no other choice!\Wait!\If I can just slice open its jaw... response:	You're free!
context: Reiner!\Uh, Reiner...\Don't tell me...\You're gonna jump out the window with it?!\I've got no other choice!\Wait!\If I can just slice open its jaw...\You're free! response:	What will we do if another comes through?
context: Uh, Reiner...\Don't tell me...\You're gonna jump out the window with it?!\I've got no other choice!\Wait!\If I can just slice open its jaw...\You're free!\What will we do if another comes through? response:	We won't be lucky enough to kill a second one.
context: Don't tell me...\You're gonna jump out the window with it?!\I've got no other choice!\Wait!\If I can just slice open its jaw...\You're free!\What will we do if another comes through?\We won't be lucky enough to kill a second one. response:	Yeah, I'm with you there.
context: You're gonna jump out the window with it?!\I've got no other choice!\Wait!\If I can just slice open its jaw...\You're free!\What will we do if another comes through?\We won't be lucky enough to kill a second one.\Yeah, I'm with you there. response:	Sorry... I'm sorry.
context: I've got no other choice!\Wait!\If I can just slice open its jaw...\You're free!\What will we do if another comes through?\We won't be lucky enough to kill a second one.\Yeah, I'm with you there.\Sorry... I'm sorry. response:	I think it's broken.
context: Wait!\If I can just slice open its jaw...\You're free!\What will we do if another comes through?\We won't be lucky enough to kill a second one.\Yeah, I'm with you there.\Sorry... I'm sorry.\I think it's broken. response:	Yeah, just my luck.
context: If I can just slice open its jaw...\You're free!\What will we do if another comes through?\We won't be lucky enough to kill a second one.\Yeah, I'm with you there.\Sorry... I'm sorry.\I think it's broken.\Yeah, just my luck. response:	We'll need a splint and a bandage.
context: You're free!\What will we do if another comes through?\We won't be lucky enough to kill a second one.\Yeah, I'm with you there.\Sorry... I'm sorry.\I think it's broken.\Yeah, just my luck.\We'll need a splint and a bandage. response:	I know.
context: What will we do if another comes through?\We won't be lucky enough to kill a second one.\Yeah, I'm with you there.\Sorry... I'm sorry.\I think it's broken.\Yeah, just my luck.\We'll need a splint and a bandage.\I know. response:	Sorry...
context: We won't be lucky enough to kill a second one.\Yeah, I'm with you there.\Sorry... I'm sorry.\I think it's broken.\Yeah, just my luck.\We'll need a splint and a bandage.\I know.\Sorry... response:	All I've got is this dirty cloth.
context: Yeah, I'm with you there.\Sorry... I'm sorry.\I think it's broken.\Yeah, just my luck.\We'll need a splint and a bandage.\I know.\Sorry...\All I've got is this dirty cloth. response:	Sorry.
context: Sorry... I'm sorry.\I think it's broken.\Yeah, just my luck.\We'll need a splint and a bandage.\I know.\Sorry...\All I've got is this dirty cloth.\Sorry. response:	No, it helps.
context: I think it's broken.\Yeah, just my luck.\We'll need a splint and a bandage.\I know.\Sorry...\All I've got is this dirty cloth.\Sorry.\No, it helps. response:	Gotta marry her.
context: Yeah, just my luck.\We'll need a splint and a bandage.\I know.\Sorry...\All I've got is this dirty cloth.\Sorry.\No, it helps.\Gotta marry her. response:	Are you all right, Reiner?
context: We'll need a splint and a bandage.\I know.\Sorry...\All I've got is this dirty cloth.\Sorry.\No, it helps.\Gotta marry her.\Are you all right, Reiner? response:	Yeah, I guess.
context: I know.\Sorry...\All I've got is this dirty cloth.\Sorry.\No, it helps.\Gotta marry her.\Are you all right, Reiner?\Yeah, I guess. response:	By the way, Christa.
context: Sorry...\All I've got is this dirty cloth.\Sorry.\No, it helps.\Gotta marry her.\Are you all right, Reiner?\Yeah, I guess.\By the way, Christa. response:	My hand got scraped up a bit, too...
context: All I've got is this dirty cloth.\Sorry.\No, it helps.\Gotta marry her.\Are you all right, Reiner?\Yeah, I guess.\By the way, Christa.\My hand got scraped up a bit, too... response:	Huh? Just spit on it or something.
context: Sorry.\No, it helps.\Gotta marry her.\Are you all right, Reiner?\Yeah, I guess.\By the way, Christa.\My hand got scraped up a bit, too...\Huh? Just spit on it or something. response:	Sorry about that, Reiner.
context: No, it helps.\Gotta marry her.\Are you all right, Reiner?\Yeah, I guess.\By the way, Christa.\My hand got scraped up a bit, too...\Huh? Just spit on it or something.\Sorry about that, Reiner. response:	It seems like you're always saving my ass.
context: Gotta marry her.\Are you all right, Reiner?\Yeah, I guess.\By the way, Christa.\My hand got scraped up a bit, too...\Huh? Just spit on it or something.\Sorry about that, Reiner.\It seems like you're always saving my ass. response:	Speaking of which, Annie risked her life to save me, too.
context: Are you all right, Reiner?\Yeah, I guess.\By the way, Christa.\My hand got scraped up a bit, too...\Huh? Just spit on it or something.\Sorry about that, Reiner.\It seems like you're always saving my ass.\Speaking of which, Annie risked her life to save me, too. response:	I've gotta pay you back sometime.
context: Yeah, I guess.\By the way, Christa.\My hand got scraped up a bit, too...\Huh? Just spit on it or something.\Sorry about that, Reiner.\It seems like you're always saving my ass.\Speaking of which, Annie risked her life to save me, too.\I've gotta pay you back sometime. response:	Not really. It's...
context: By the way, Christa.\My hand got scraped up a bit, too...\Huh? Just spit on it or something.\Sorry about that, Reiner.\It seems like you're always saving my ass.\Speaking of which, Annie risked her life to save me, too.\I've gotta pay you back sometime.\Not really. It's... response:	It's the normal thing to do.
context: My hand got scraped up a bit, too...\Huh? Just spit on it or something.\Sorry about that, Reiner.\It seems like you're always saving my ass.\Speaking of which, Annie risked her life to save me, too.\I've gotta pay you back sometime.\Not really. It's...\It's the normal thing to do. response:	Because we're soldiers.
context: Huh? Just spit on it or something.\Sorry about that, Reiner.\It seems like you're always saving my ass.\Speaking of which, Annie risked her life to save me, too.\I've gotta pay you back sometime.\Not really. It's...\It's the normal thing to do.\Because we're soldiers. response:	I'm not so sure about that.
context: Sorry about that, Reiner.\It seems like you're always saving my ass.\Speaking of which, Annie risked her life to save me, too.\I've gotta pay you back sometime.\Not really. It's...\It's the normal thing to do.\Because we're soldiers.\I'm not so sure about that. response:	I doubt I could ever be that brave.
context: It seems like you're always saving my ass.\Speaking of which, Annie risked her life to save me, too.\I've gotta pay you back sometime.\Not really. It's...\It's the normal thing to do.\Because we're soldiers.\I'm not so sure about that.\I doubt I could ever be that brave. response:	Hey, Bertholdt.
context: Speaking of which, Annie risked her life to save me, too.\I've gotta pay you back sometime.\Not really. It's...\It's the normal thing to do.\Because we're soldiers.\I'm not so sure about that.\I doubt I could ever be that brave.\Hey, Bertholdt. response:	Has Reiner always been like this?
context: I've gotta pay you back sometime.\Not really. It's...\It's the normal thing to do.\Because we're soldiers.\I'm not so sure about that.\I doubt I could ever be that brave.\Hey, Bertholdt.\Has Reiner always been like this? response:	No... In the past, Reiner was more of a warrior.
context: Not really. It's...\It's the normal thing to do.\Because we're soldiers.\I'm not so sure about that.\I doubt I could ever be that brave.\Hey, Bertholdt.\Has Reiner always been like this?\No... In the past, Reiner was more of a warrior. response:	Unlike now.
context: It's the normal thing to do.\Because we're soldiers.\I'm not so sure about that.\I doubt I could ever be that brave.\Hey, Bertholdt.\Has Reiner always been like this?\No... In the past, Reiner was more of a warrior.\Unlike now. response:	What's that mean?
context: Because we're soldiers.\I'm not so sure about that.\I doubt I could ever be that brave.\Hey, Bertholdt.\Has Reiner always been like this?\No... In the past, Reiner was more of a warrior.\Unlike now.\What's that mean? response:	What do you mean by warrior?
context: I'm not so sure about that.\I doubt I could ever be that brave.\Hey, Bertholdt.\Has Reiner always been like this?\No... In the past, Reiner was more of a warrior.\Unlike now.\What's that mean?\What do you mean by warrior? response:	For now, let's try to gather anything useful we can find.
context: I doubt I could ever be that brave.\Hey, Bertholdt.\Has Reiner always been like this?\No... In the past, Reiner was more of a warrior.\Unlike now.\What's that mean?\What do you mean by warrior?\For now, let's try to gather anything useful we can find. response:	That way when we die, we can do so without regrets.
context: Hey, Bertholdt.\Has Reiner always been like this?\No... In the past, Reiner was more of a warrior.\Unlike now.\What's that mean?\What do you mean by warrior?\For now, let's try to gather anything useful we can find.\That way when we die, we can do so without regrets. response:	That's the Scouts for you...
context: Has Reiner always been like this?\No... In the past, Reiner was more of a warrior.\Unlike now.\What's that mean?\What do you mean by warrior?\For now, let's try to gather anything useful we can find.\That way when we die, we can do so without regrets.\That's the Scouts for you... response:	They're on a different level from the other soldiers.
context: No... In the past, Reiner was more of a warrior.\Unlike now.\What's that mean?\What do you mean by warrior?\For now, let's try to gather anything useful we can find.\That way when we die, we can do so without regrets.\That's the Scouts for you...\They're on a different level from the other soldiers. response:	That's mostly it for the big ones.
context: Unlike now.\What's that mean?\What do you mean by warrior?\For now, let's try to gather anything useful we can find.\That way when we die, we can do so without regrets.\That's the Scouts for you...\They're on a different level from the other soldiers.\That's mostly it for the big ones. response:	It's a good thing we have this tower.
context: What's that mean?\What do you mean by warrior?\For now, let's try to gather anything useful we can find.\That way when we die, we can do so without regrets.\That's the Scouts for you...\They're on a different level from the other soldiers.\That's mostly it for the big ones.\It's a good thing we have this tower. response:	Yeah, we might actually survive.
context: What do you mean by warrior?\For now, let's try to gather anything useful we can find.\That way when we die, we can do so without regrets.\That's the Scouts for you...\They're on a different level from the other soldiers.\That's mostly it for the big ones.\It's a good thing we have this tower.\Yeah, we might actually survive. response:	We'll go check on the recruits!
context: For now, let's try to gather anything useful we can find.\That way when we die, we can do so without regrets.\That's the Scouts for you...\They're on a different level from the other soldiers.\That's mostly it for the big ones.\It's a good thing we have this tower.\Yeah, we might actually survive.\We'll go check on the recruits! response:	Okay.
context: That way when we die, we can do so without regrets.\That's the Scouts for you...\They're on a different level from the other soldiers.\That's mostly it for the big ones.\It's a good thing we have this tower.\Yeah, we might actually survive.\We'll go check on the recruits!\Okay. response:	What's that sound?
context: That's the Scouts for you...\They're on a different level from the other soldiers.\That's mostly it for the big ones.\It's a good thing we have this tower.\Yeah, we might actually survive.\We'll go check on the recruits!\Okay.\What's that sound? response:	The horses!
context: They're on a different level from the other soldiers.\That's mostly it for the big ones.\It's a good thing we have this tower.\Yeah, we might actually survive.\We'll go check on the recruits!\Okay.\What's that sound?\The horses! response:	Huh?
context: That's mostly it for the big ones.\It's a good thing we have this tower.\Yeah, we might actually survive.\We'll go check on the recruits!\Okay.\What's that sound?\The horses!\Huh? response:	Again?!
context: It's a good thing we have this tower.\Yeah, we might actually survive.\We'll go check on the recruits!\Okay.\What's that sound?\The horses!\Huh?\Again?! response:	What the hell is that sound?!
context: Yeah, we might actually survive.\We'll go check on the recruits!\Okay.\What's that sound?\The horses!\Huh?\Again?!\What the hell is that sound?! response:	Lynne! Henning!
context: We'll go check on the recruits!\Okay.\What's that sound?\The horses!\Huh?\Again?!\What the hell is that sound?!\Lynne! Henning! response:	What was that?!
context: Okay.\What's that sound?\The horses!\Huh?\Again?!\What the hell is that sound?!\Lynne! Henning!\What was that?! response:	It's no use.
context: What's that sound?\The horses!\Huh?\Again?!\What the hell is that sound?!\Lynne! Henning!\What was that?!\It's no use. response:	They both died instantly.
context: The horses!\Huh?\Again?!\What the hell is that sound?!\Lynne! Henning!\What was that?!\It's no use.\They both died instantly. response:	This can't be...
context: Huh?\Again?!\What the hell is that sound?!\Lynne! Henning!\What was that?!\It's no use.\They both died instantly.\This can't be... response:	It's him! The one that walked off towards the wall!
context: Again?!\What the hell is that sound?!\Lynne! Henning!\What was that?!\It's no use.\They both died instantly.\This can't be...\It's him! The one that walked off towards the wall! response:	That Beast Titan did this!
context: What the hell is that sound?!\Lynne! Henning!\What was that?!\It's no use.\They both died instantly.\This can't be...\It's him! The one that walked off towards the wall!\That Beast Titan did this! response:	A group of Titans approaching! More than twice the number from earlier!
context: Lynne! Henning!\What was that?!\It's no use.\They both died instantly.\This can't be...\It's him! The one that walked off towards the wall!\That Beast Titan did this!\A group of Titans approaching! More than twice the number from earlier! response:	What'd you say?!
context: What was that?!\It's no use.\They both died instantly.\This can't be...\It's him! The one that walked off towards the wall!\That Beast Titan did this!\A group of Titans approaching! More than twice the number from earlier!\What'd you say?! response:	Their timing is too perfect, like it's part of some strategy.
context: It's no use.\They both died instantly.\This can't be...\It's him! The one that walked off towards the wall!\That Beast Titan did this!\A group of Titans approaching! More than twice the number from earlier!\What'd you say?!\Their timing is too perfect, like it's part of some strategy. response:	I get the feeling they've been toying with us from the start.
context: They both died instantly.\This can't be...\It's him! The one that walked off towards the wall!\That Beast Titan did this!\A group of Titans approaching! More than twice the number from earlier!\What'd you say?!\Their timing is too perfect, like it's part of some strategy.\I get the feeling they've been toying with us from the start. response:	This is bad! My gas is all but gone!
context: This can't be...\It's him! The one that walked off towards the wall!\That Beast Titan did this!\A group of Titans approaching! More than twice the number from earlier!\What'd you say?!\Their timing is too perfect, like it's part of some strategy.\I get the feeling they've been toying with us from the start.\This is bad! My gas is all but gone! response:	Did I get'em?
context: It's him! The one that walked off towards the wall!\That Beast Titan did this!\A group of Titans approaching! More than twice the number from earlier!\What'd you say?!\Their timing is too perfect, like it's part of some strategy.\I get the feeling they've been toying with us from the start.\This is bad! My gas is all but gone!\Did I get'em? response:	This tower won't hold much longer.
context: That Beast Titan did this!\A group of Titans approaching! More than twice the number from earlier!\What'd you say?!\Their timing is too perfect, like it's part of some strategy.\I get the feeling they've been toying with us from the start.\This is bad! My gas is all but gone!\Did I get'em?\This tower won't hold much longer. response:	I only have a small amount of gas left.
context: A group of Titans approaching! More than twice the number from earlier!\What'd you say?!\Their timing is too perfect, like it's part of some strategy.\I get the feeling they've been toying with us from the start.\This is bad! My gas is all but gone!\Did I get'em?\This tower won't hold much longer.\I only have a small amount of gas left. response:	What about you?
context: What'd you say?!\Their timing is too perfect, like it's part of some strategy.\I get the feeling they've been toying with us from the start.\This is bad! My gas is all but gone!\Did I get'em?\This tower won't hold much longer.\I only have a small amount of gas left.\What about you? response:	No gas here, and I used up all of my blades.
context: Their timing is too perfect, like it's part of some strategy.\I get the feeling they've been toying with us from the start.\This is bad! My gas is all but gone!\Did I get'em?\This tower won't hold much longer.\I only have a small amount of gas left.\What about you?\No gas here, and I used up all of my blades. response:	Those blunt ones the last you have left?
context: I get the feeling they've been toying with us from the start.\This is bad! My gas is all but gone!\Did I get'em?\This tower won't hold much longer.\I only have a small amount of gas left.\What about you?\No gas here, and I used up all of my blades.\Those blunt ones the last you have left? response:	Yeah...
context: This is bad! My gas is all but gone!\Did I get'em?\This tower won't hold much longer.\I only have a small amount of gas left.\What about you?\No gas here, and I used up all of my blades.\Those blunt ones the last you have left?\Yeah... response:	How many did the four of us kill?
context: Did I get'em?\This tower won't hold much longer.\I only have a small amount of gas left.\What about you?\No gas here, and I used up all of my blades.\Those blunt ones the last you have left?\Yeah...\How many did the four of us kill? response:	I don't know. I didn't have the luxury to count.
context: This tower won't hold much longer.\I only have a small amount of gas left.\What about you?\No gas here, and I used up all of my blades.\Those blunt ones the last you have left?\Yeah...\How many did the four of us kill?\I don't know. I didn't have the luxury to count. response:	You know what? I think I did a pretty good job myself.
context: I only have a small amount of gas left.\What about you?\No gas here, and I used up all of my blades.\Those blunt ones the last you have left?\Yeah...\How many did the four of us kill?\I don't know. I didn't have the luxury to count.\You know what? I think I did a pretty good job myself. response:	But the thing is...
context: What about you?\No gas here, and I used up all of my blades.\Those blunt ones the last you have left?\Yeah...\How many did the four of us kill?\I don't know. I didn't have the luxury to count.\You know what? I think I did a pretty good job myself.\But the thing is... response:	I wish I could have a drink before I go.
context: No gas here, and I used up all of my blades.\Those blunt ones the last you have left?\Yeah...\How many did the four of us kill?\I don't know. I didn't have the luxury to count.\You know what? I think I did a pretty good job myself.\But the thing is...\I wish I could have a drink before I go. response:	Gelgar...
context: Those blunt ones the last you have left?\Yeah...\How many did the four of us kill?\I don't know. I didn't have the luxury to count.\You know what? I think I did a pretty good job myself.\But the thing is...\I wish I could have a drink before I go.\Gelgar... response:	Sorry, Nanaba.
context: Yeah...\How many did the four of us kill?\I don't know. I didn't have the luxury to count.\You know what? I think I did a pretty good job myself.\But the thing is...\I wish I could have a drink before I go.\Gelgar...\Sorry, Nanaba. response:	I must've hit my head...
context: How many did the four of us kill?\I don't know. I didn't have the luxury to count.\You know what? I think I did a pretty good job myself.\But the thing is...\I wish I could have a drink before I go.\Gelgar...\Sorry, Nanaba.\I must've hit my head... response:	I can't hold...
context: I don't know. I didn't have the luxury to count.\You know what? I think I did a pretty good job myself.\But the thing is...\I wish I could have a drink before I go.\Gelgar...\Sorry, Nanaba.\I must've hit my head...\I can't hold... response:	Gelgar!
context: You know what? I think I did a pretty good job myself.\But the thing is...\I wish I could have a drink before I go.\Gelgar...\Sorry, Nanaba.\I must've hit my head...\I can't hold...\Gelgar! response:	Gelgar!
context: But the thing is...\I wish I could have a drink before I go.\Gelgar...\Sorry, Nanaba.\I must've hit my head...\I can't hold...\Gelgar!\Gelgar! response:	Damn it! Is that all I've got?
context: I wish I could have a drink before I go.\Gelgar...\Sorry, Nanaba.\I must've hit my head...\I can't hold...\Gelgar!\Gelgar!\Damn it! Is that all I've got? response:	Thank God...
context: Gelgar...\Sorry, Nanaba.\I must've hit my head...\I can't hold...\Gelgar!\Gelgar!\Damn it! Is that all I've got?\Thank God... response:	H-How cruel.
context: Sorry, Nanaba.\I must've hit my head...\I can't hold...\Gelgar!\Gelgar!\Damn it! Is that all I've got?\Thank God...\H-How cruel. response:	This just isn't fair.
context: I must've hit my head...\I can't hold...\Gelgar!\Gelgar!\Damn it! Is that all I've got?\Thank God...\H-How cruel.\This just isn't fair. response:	Who the hell drank the rest of this bottle?!
context: I can't hold...\Gelgar!\Gelgar!\Damn it! Is that all I've got?\Thank God...\H-How cruel.\This just isn't fair.\Who the hell drank the rest of this bottle?! response:	They got him.
context: Gelgar!\Gelgar!\Damn it! Is that all I've got?\Thank God...\H-How cruel.\This just isn't fair.\Who the hell drank the rest of this bottle?!\They got him. response:	Quit it, Christa!
context: Gelgar!\Damn it! Is that all I've got?\Thank God...\H-How cruel.\This just isn't fair.\Who the hell drank the rest of this bottle?!\They got him.\Quit it, Christa! response:	The tower's about to crumble! You'll fall!
context: Damn it! Is that all I've got?\Thank God...\H-How cruel.\This just isn't fair.\Who the hell drank the rest of this bottle?!\They got him.\Quit it, Christa!\The tower's about to crumble! You'll fall! response:	But they're dying in our place!
context: Thank God...\H-How cruel.\This just isn't fair.\Who the hell drank the rest of this bottle?!\They got him.\Quit it, Christa!\The tower's about to crumble! You'll fall!\But they're dying in our place! response:	-Nanaba...
