context: It's not here either. response:	We may not be able to find it.
context: Shut up!\What's wrong with you?\This morning I was trying my best to get your help,\and you left without figuring out a thing!\How was I supposed to know you'd swapped bodies with Kuroi?\B-But...\Having you all over me dressed like that first thing in the morning was freaking me out.\I wanted to get out of there. response:	It was freaking you out?
context: What's wrong with you?\This morning I was trying my best to get your help,\and you left without figuring out a thing!\How was I supposed to know you'd swapped bodies with Kuroi?\B-But...\Having you all over me dressed like that first thing in the morning was freaking me out.\I wanted to get out of there.\It was freaking you out? response:	Huh?
context: This morning I was trying my best to get your help,\and you left without figuring out a thing!\How was I supposed to know you'd swapped bodies with Kuroi?\B-But...\Having you all over me dressed like that first thing in the morning was freaking me out.\I wanted to get out of there.\It was freaking you out?\Huh? response:	No, nothing...
context: and you left without figuring out a thing!\How was I supposed to know you'd swapped bodies with Kuroi?\B-But...\Having you all over me dressed like that first thing in the morning was freaking me out.\I wanted to get out of there.\It was freaking you out?\Huh?\No, nothing... response:	So what happened to the crossbow?
context: How was I supposed to know you'd swapped bodies with Kuroi?\B-But...\Having you all over me dressed like that first thing in the morning was freaking me out.\I wanted to get out of there.\It was freaking you out?\Huh?\No, nothing...\So what happened to the crossbow? response:	It was destroyed. That's why I was able to go back, I think.
context: B-But...\Having you all over me dressed like that first thing in the morning was freaking me out.\I wanted to get out of there.\It was freaking you out?\Huh?\No, nothing...\So what happened to the crossbow?\It was destroyed. That's why I was able to go back, I think. response:	There's no way to know now, though.
context: Having you all over me dressed like that first thing in the morning was freaking me out.\I wanted to get out of there.\It was freaking you out?\Huh?\No, nothing...\So what happened to the crossbow?\It was destroyed. That's why I was able to go back, I think.\There's no way to know now, though. response:	I guess that's just how it goes.
context: I wanted to get out of there.\It was freaking you out?\Huh?\No, nothing...\So what happened to the crossbow?\It was destroyed. That's why I was able to go back, I think.\There's no way to know now, though.\I guess that's just how it goes. response:	I need to get better control of myself.
context: It was freaking you out?\Huh?\No, nothing...\So what happened to the crossbow?\It was destroyed. That's why I was able to go back, I think.\There's no way to know now, though.\I guess that's just how it goes.\I need to get better control of myself. response:	And thanks to you, I didn't even get to kill that man.
context: Huh?\No, nothing...\So what happened to the crossbow?\It was destroyed. That's why I was able to go back, I think.\There's no way to know now, though.\I guess that's just how it goes.\I need to get better control of myself.\And thanks to you, I didn't even get to kill that man. response:	If you did, it would be mur-
context: No, nothing...\So what happened to the crossbow?\It was destroyed. That's why I was able to go back, I think.\There's no way to know now, though.\I guess that's just how it goes.\I need to get better control of myself.\And thanks to you, I didn't even get to kill that man.\If you did, it would be mur- response:	Wait...
context: So what happened to the crossbow?\It was destroyed. That's why I was able to go back, I think.\There's no way to know now, though.\I guess that's just how it goes.\I need to get better control of myself.\And thanks to you, I didn't even get to kill that man.\If you did, it would be mur-\Wait... response:	Did he do something to you?
context: It was destroyed. That's why I was able to go back, I think.\There's no way to know now, though.\I guess that's just how it goes.\I need to get better control of myself.\And thanks to you, I didn't even get to kill that man.\If you did, it would be mur-\Wait...\Did he do something to you? response:	No! He definitely did not! Not a chance!
context: There's no way to know now, though.\I guess that's just how it goes.\I need to get better control of myself.\And thanks to you, I didn't even get to kill that man.\If you did, it would be mur-\Wait...\Did he do something to you?\No! He definitely did not! Not a chance! response:	He just saw me!
context: I guess that's just how it goes.\I need to get better control of myself.\And thanks to you, I didn't even get to kill that man.\If you did, it would be mur-\Wait...\Did he do something to you?\No! He definitely did not! Not a chance!\He just saw me! response:	Saw you?
context: I need to get better control of myself.\And thanks to you, I didn't even get to kill that man.\If you did, it would be mur-\Wait...\Did he do something to you?\No! He definitely did not! Not a chance!\He just saw me!\Saw you? response:	I-It's very important...
context: And thanks to you, I didn't even get to kill that man.\If you did, it would be mur-\Wait...\Did he do something to you?\No! He definitely did not! Not a chance!\He just saw me!\Saw you?\I-It's very important... response:	What a pain.
context: If you did, it would be mur-\Wait...\Did he do something to you?\No! He definitely did not! Not a chance!\He just saw me!\Saw you?\I-It's very important...\What a pain. response:	What's a pain?
context: Wait...\Did he do something to you?\No! He definitely did not! Not a chance!\He just saw me!\Saw you?\I-It's very important...\What a pain.\What's a pain? response:	Aren't you mad?
context: Did he do something to you?\No! He definitely did not! Not a chance!\He just saw me!\Saw you?\I-It's very important...\What a pain.\What's a pain?\Aren't you mad? response:	He saw my butt...
context: No! He definitely did not! Not a chance!\He just saw me!\Saw you?\I-It's very important...\What a pain.\What's a pain?\Aren't you mad?\He saw my butt... response:	No... Anyway, you should be madder!
context: He just saw me!\Saw you?\I-It's very important...\What a pain.\What's a pain?\Aren't you mad?\He saw my butt...\No... Anyway, you should be madder! response:	Why would I?
context: Saw you?\I-It's very important...\What a pain.\What's a pain?\Aren't you mad?\He saw my butt...\No... Anyway, you should be madder!\Why would I? response:	Shut up! Get a little mad, you rakebye!
context: I-It's very important...\What a pain.\What's a pain?\Aren't you mad?\He saw my butt...\No... Anyway, you should be madder!\Why would I?\Shut up! Get a little mad, you rakebye! response:	Wait a second.
context: What a pain.\What's a pain?\Aren't you mad?\He saw my butt...\No... Anyway, you should be madder!\Why would I?\Shut up! Get a little mad, you rakebye!\Wait a second. response:	I think I forgot something.
context: What's a pain?\Aren't you mad?\He saw my butt...\No... Anyway, you should be madder!\Why would I?\Shut up! Get a little mad, you rakebye!\Wait a second.\I think I forgot something. response:	Don't try and change the subject-
context: Aren't you mad?\He saw my butt...\No... Anyway, you should be madder!\Why would I?\Shut up! Get a little mad, you rakebye!\Wait a second.\I think I forgot something.\Don't try and change the subject- response:	Where are Kuroi and Cecil?
context: He saw my butt...\No... Anyway, you should be madder!\Why would I?\Shut up! Get a little mad, you rakebye!\Wait a second.\I think I forgot something.\Don't try and change the subject-\Where are Kuroi and Cecil? response:	I'm sorry, Tilarna...
context: No... Anyway, you should be madder!\Why would I?\Shut up! Get a little mad, you rakebye!\Wait a second.\I think I forgot something.\Don't try and change the subject-\Where are Kuroi and Cecil?\I'm sorry, Tilarna... response:	I couldn't help you!
context: Why would I?\Shut up! Get a little mad, you rakebye!\Wait a second.\I think I forgot something.\Don't try and change the subject-\Where are Kuroi and Cecil?\I'm sorry, Tilarna...\I couldn't help you! response:	Tilarna!
context: Shut up! Get a little mad, you rakebye!\Wait a second.\I think I forgot something.\Don't try and change the subject-\Where are Kuroi and Cecil?\I'm sorry, Tilarna...\I couldn't help you!\Tilarna! response:	Tilarna, I'm sorry!
context: Wait a second.\I think I forgot something.\Don't try and change the subject-\Where are Kuroi and Cecil?\I'm sorry, Tilarna...\I couldn't help you!\Tilarna!\Tilarna, I'm sorry! response:	I couldn't help you!
context: I think I forgot something.\Don't try and change the subject-\Where are Kuroi and Cecil?\I'm sorry, Tilarna...\I couldn't help you!\Tilarna!\Tilarna, I'm sorry!\I couldn't help you! response:	I don't know what to say to you!
context: Don't try and change the subject-\Where are Kuroi and Cecil?\I'm sorry, Tilarna...\I couldn't help you!\Tilarna!\Tilarna, I'm sorry!\I couldn't help you!\I don't know what to say to you! response:	Fifteen years ago, a hyperspace gate appeared in the middle of the Pacific.
context: Where are Kuroi and Cecil?\I'm sorry, Tilarna...\I couldn't help you!\Tilarna!\Tilarna, I'm sorry!\I couldn't help you!\I don't know what to say to you!\Fifteen years ago, a hyperspace gate appeared in the middle of the Pacific. response:	Beyond the gate lay a strange world filled with fairies and monsters.
context: I'm sorry, Tilarna...\I couldn't help you!\Tilarna!\Tilarna, I'm sorry!\I couldn't help you!\I don't know what to say to you!\Fifteen years ago, a hyperspace gate appeared in the middle of the Pacific.\Beyond the gate lay a strange world filled with fairies and monsters. response:	Kariaena Island. The city of San-Teresa.
context: I couldn't help you!\Tilarna!\Tilarna, I'm sorry!\I couldn't help you!\I don't know what to say to you!\Fifteen years ago, a hyperspace gate appeared in the middle of the Pacific.\Beyond the gate lay a strange world filled with fairies and monsters.\Kariaena Island. The city of San-Teresa. response:	This city is Earth's front door.
context: Tilarna!\Tilarna, I'm sorry!\I couldn't help you!\I don't know what to say to you!\Fifteen years ago, a hyperspace gate appeared in the middle of the Pacific.\Beyond the gate lay a strange world filled with fairies and monsters.\Kariaena Island. The city of San-Teresa.\This city is Earth's front door. response:	Over two million citizens from both worlds live here.
context: Tilarna, I'm sorry!\I couldn't help you!\I don't know what to say to you!\Fifteen years ago, a hyperspace gate appeared in the middle of the Pacific.\Beyond the gate lay a strange world filled with fairies and monsters.\Kariaena Island. The city of San-Teresa.\This city is Earth's front door.\Over two million citizens from both worlds live here. response:	A mixture of different races and diverse cultures, haves and have-nots...
context: I couldn't help you!\I don't know what to say to you!\Fifteen years ago, a hyperspace gate appeared in the middle of the Pacific.\Beyond the gate lay a strange world filled with fairies and monsters.\Kariaena Island. The city of San-Teresa.\This city is Earth's front door.\Over two million citizens from both worlds live here.\A mixture of different races and diverse cultures, haves and have-nots... response:	The world's newest city of dreams.
context: I don't know what to say to you!\Fifteen years ago, a hyperspace gate appeared in the middle of the Pacific.\Beyond the gate lay a strange world filled with fairies and monsters.\Kariaena Island. The city of San-Teresa.\This city is Earth's front door.\Over two million citizens from both worlds live here.\A mixture of different races and diverse cultures, haves and have-nots...\The world's newest city of dreams. response:	But in the shadows of all this chaos lurked countless crimes.
context: Fifteen years ago, a hyperspace gate appeared in the middle of the Pacific.\Beyond the gate lay a strange world filled with fairies and monsters.\Kariaena Island. The city of San-Teresa.\This city is Earth's front door.\Over two million citizens from both worlds live here.\A mixture of different races and diverse cultures, haves and have-nots...\The world's newest city of dreams.\But in the shadows of all this chaos lurked countless crimes. response:	Drugs. Prostitution.
context: Beyond the gate lay a strange world filled with fairies and monsters.\Kariaena Island. The city of San-Teresa.\This city is Earth's front door.\Over two million citizens from both worlds live here.\A mixture of different races and diverse cultures, haves and have-nots...\The world's newest city of dreams.\But in the shadows of all this chaos lurked countless crimes.\Drugs. Prostitution. response:	Weapons smuggling.
context: Kariaena Island. The city of San-Teresa.\This city is Earth's front door.\Over two million citizens from both worlds live here.\A mixture of different races and diverse cultures, haves and have-nots...\The world's newest city of dreams.\But in the shadows of all this chaos lurked countless crimes.\Drugs. Prostitution.\Weapons smuggling. response:	The San-Teresa Metropolitan Police maintained
context: This city is Earth's front door.\Over two million citizens from both worlds live here.\A mixture of different races and diverse cultures, haves and have-nots...\The world's newest city of dreams.\But in the shadows of all this chaos lurked countless crimes.\Drugs. Prostitution.\Weapons smuggling.\The San-Teresa Metropolitan Police maintained response:	a special unit to deal with these crimes.
context: Over two million citizens from both worlds live here.\A mixture of different races and diverse cultures, haves and have-nots...\The world's newest city of dreams.\But in the shadows of all this chaos lurked countless crimes.\Drugs. Prostitution.\Weapons smuggling.\The San-Teresa Metropolitan Police maintained\a special unit to deal with these crimes. response:	I think you overcooked it.
context: A mixture of different races and diverse cultures, haves and have-nots...\The world's newest city of dreams.\But in the shadows of all this chaos lurked countless crimes.\Drugs. Prostitution.\Weapons smuggling.\The San-Teresa Metropolitan Police maintained\a special unit to deal with these crimes.\I think you overcooked it. response:	Matoba, are you insulting the Zimmer family recipe?
context: The world's newest city of dreams.\But in the shadows of all this chaos lurked countless crimes.\Drugs. Prostitution.\Weapons smuggling.\The San-Teresa Metropolitan Police maintained\a special unit to deal with these crimes.\I think you overcooked it.\Matoba, are you insulting the Zimmer family recipe? response:	You're just burning it.
context: But in the shadows of all this chaos lurked countless crimes.\Drugs. Prostitution.\Weapons smuggling.\The San-Teresa Metropolitan Police maintained\a special unit to deal with these crimes.\I think you overcooked it.\Matoba, are you insulting the Zimmer family recipe?\You're just burning it. response:	Put it on a tray, lower the heat, and close the grill.
context: Drugs. Prostitution.\Weapons smuggling.\The San-Teresa Metropolitan Police maintained\a special unit to deal with these crimes.\I think you overcooked it.\Matoba, are you insulting the Zimmer family recipe?\You're just burning it.\Put it on a tray, lower the heat, and close the grill. response:	You need to get that hot air flowing over it.
context: Weapons smuggling.\The San-Teresa Metropolitan Police maintained\a special unit to deal with these crimes.\I think you overcooked it.\Matoba, are you insulting the Zimmer family recipe?\You're just burning it.\Put it on a tray, lower the heat, and close the grill.\You need to get that hot air flowing over it. response:	The meat looked so good, too.
context: The San-Teresa Metropolitan Police maintained\a special unit to deal with these crimes.\I think you overcooked it.\Matoba, are you insulting the Zimmer family recipe?\You're just burning it.\Put it on a tray, lower the heat, and close the grill.\You need to get that hot air flowing over it.\The meat looked so good, too. response:	Shut up!
context: a special unit to deal with these crimes.\I think you overcooked it.\Matoba, are you insulting the Zimmer family recipe?\You're just burning it.\Put it on a tray, lower the heat, and close the grill.\You need to get that hot air flowing over it.\The meat looked so good, too.\Shut up! response:	Whenever you talk about food or cars, you get all obsessed...
context: I think you overcooked it.\Matoba, are you insulting the Zimmer family recipe?\You're just burning it.\Put it on a tray, lower the heat, and close the grill.\You need to get that hot air flowing over it.\The meat looked so good, too.\Shut up!\Whenever you talk about food or cars, you get all obsessed... response:	You sound like a food snob!
context: Matoba, are you insulting the Zimmer family recipe?\You're just burning it.\Put it on a tray, lower the heat, and close the grill.\You need to get that hot air flowing over it.\The meat looked so good, too.\Shut up!\Whenever you talk about food or cars, you get all obsessed...\You sound like a food snob! response:	I'm not a snob!
context: You're just burning it.\Put it on a tray, lower the heat, and close the grill.\You need to get that hot air flowing over it.\The meat looked so good, too.\Shut up!\Whenever you talk about food or cars, you get all obsessed...\You sound like a food snob!\I'm not a snob! response:	Every snob says that!
context: Put it on a tray, lower the heat, and close the grill.\You need to get that hot air flowing over it.\The meat looked so good, too.\Shut up!\Whenever you talk about food or cars, you get all obsessed...\You sound like a food snob!\I'm not a snob!\Every snob says that! response:	And anyway, this is my home.
context: You need to get that hot air flowing over it.\The meat looked so good, too.\Shut up!\Whenever you talk about food or cars, you get all obsessed...\You sound like a food snob!\I'm not a snob!\Every snob says that!\And anyway, this is my home. response:	This food is under my jurisdiction!
context: The meat looked so good, too.\Shut up!\Whenever you talk about food or cars, you get all obsessed...\You sound like a food snob!\I'm not a snob!\Every snob says that!\And anyway, this is my home.\This food is under my jurisdiction! response:	Now quit bitching, go to the kitchen, and get me a beer!
context: Shut up!\Whenever you talk about food or cars, you get all obsessed...\You sound like a food snob!\I'm not a snob!\Every snob says that!\And anyway, this is my home.\This food is under my jurisdiction!\Now quit bitching, go to the kitchen, and get me a beer! response:	I'm the one who brought the meat you're ruining, and it was expensive!
context: Whenever you talk about food or cars, you get all obsessed...\You sound like a food snob!\I'm not a snob!\Every snob says that!\And anyway, this is my home.\This food is under my jurisdiction!\Now quit bitching, go to the kitchen, and get me a beer!\I'm the one who brought the meat you're ruining, and it was expensive! response:	Kei, you want to join us? The water feels great!
context: You sound like a food snob!\I'm not a snob!\Every snob says that!\And anyway, this is my home.\This food is under my jurisdiction!\Now quit bitching, go to the kitchen, and get me a beer!\I'm the one who brought the meat you're ruining, and it was expensive!\Kei, you want to join us? The water feels great! response:	Later.
context: I'm not a snob!\Every snob says that!\And anyway, this is my home.\This food is under my jurisdiction!\Now quit bitching, go to the kitchen, and get me a beer!\I'm the one who brought the meat you're ruining, and it was expensive!\Kei, you want to join us? The water feels great!\Later. response:	That's a shame.
context: Every snob says that!\And anyway, this is my home.\This food is under my jurisdiction!\Now quit bitching, go to the kitchen, and get me a beer!\I'm the one who brought the meat you're ruining, and it was expensive!\Kei, you want to join us? The water feels great!\Later.\That's a shame. response:	Ignore him. He's pretending to be too cool for it.
context: And anyway, this is my home.\This food is under my jurisdiction!\Now quit bitching, go to the kitchen, and get me a beer!\I'm the one who brought the meat you're ruining, and it was expensive!\Kei, you want to join us? The water feels great!\Later.\That's a shame.\Ignore him. He's pretending to be too cool for it. response:	What's wrong? What's wrong? What's wrong?
context: This food is under my jurisdiction!\Now quit bitching, go to the kitchen, and get me a beer!\I'm the one who brought the meat you're ruining, and it was expensive!\Kei, you want to join us? The water feels great!\Later.\That's a shame.\Ignore him. He's pretending to be too cool for it.\What's wrong? What's wrong? What's wrong? response:	Come on, tell your daddy!
context: Now quit bitching, go to the kitchen, and get me a beer!\I'm the one who brought the meat you're ruining, and it was expensive!\Kei, you want to join us? The water feels great!\Later.\That's a shame.\Ignore him. He's pretending to be too cool for it.\What's wrong? What's wrong? What's wrong?\Come on, tell your daddy! response:	Who took the towel off?
context: I'm the one who brought the meat you're ruining, and it was expensive!\Kei, you want to join us? The water feels great!\Later.\That's a shame.\Ignore him. He's pretending to be too cool for it.\What's wrong? What's wrong? What's wrong?\Come on, tell your daddy!\Who took the towel off? response:	Me. Was that a problem?
context: Kei, you want to join us? The water feels great!\Later.\That's a shame.\Ignore him. He's pretending to be too cool for it.\What's wrong? What's wrong? What's wrong?\Come on, tell your daddy!\Who took the towel off?\Me. Was that a problem? response:	I was using it as a cover.
context: Later.\That's a shame.\Ignore him. He's pretending to be too cool for it.\What's wrong? What's wrong? What's wrong?\Come on, tell your daddy!\Who took the towel off?\Me. Was that a problem?\I was using it as a cover. response:	You need to make it dark, or the clams won't spit out the salt.
context: That's a shame.\Ignore him. He's pretending to be too cool for it.\What's wrong? What's wrong? What's wrong?\Come on, tell your daddy!\Who took the towel off?\Me. Was that a problem?\I was using it as a cover.\You need to make it dark, or the clams won't spit out the salt. response:	They spit out the sand already, right?
context: Ignore him. He's pretending to be too cool for it.\What's wrong? What's wrong? What's wrong?\Come on, tell your daddy!\Who took the towel off?\Me. Was that a problem?\I was using it as a cover.\You need to make it dark, or the clams won't spit out the salt.\They spit out the sand already, right? response:	But not the salt.
context: What's wrong? What's wrong? What's wrong?\Come on, tell your daddy!\Who took the towel off?\Me. Was that a problem?\I was using it as a cover.\You need to make it dark, or the clams won't spit out the salt.\They spit out the sand already, right?\But not the salt. response:	Who cares? It's not a big deal.
context: Come on, tell your daddy!\Who took the towel off?\Me. Was that a problem?\I was using it as a cover.\You need to make it dark, or the clams won't spit out the salt.\They spit out the sand already, right?\But not the salt.\Who cares? It's not a big deal. response:	It is a big deal!
context: Who took the towel off?\Me. Was that a problem?\I was using it as a cover.\You need to make it dark, or the clams won't spit out the salt.\They spit out the sand already, right?\But not the salt.\Who cares? It's not a big deal.\It is a big deal! response:	These clams are filled with salt water.
context: Me. Was that a problem?\I was using it as a cover.\You need to make it dark, or the clams won't spit out the salt.\They spit out the sand already, right?\But not the salt.\Who cares? It's not a big deal.\It is a big deal!\These clams are filled with salt water. response:	You need them to spit it out or you can't eat them.
context: I was using it as a cover.\You need to make it dark, or the clams won't spit out the salt.\They spit out the sand already, right?\But not the salt.\Who cares? It's not a big deal.\It is a big deal!\These clams are filled with salt water.\You need them to spit it out or you can't eat them. response:	At least... don't put much salt in.
context: You need to make it dark, or the clams won't spit out the salt.\They spit out the sand already, right?\But not the salt.\Who cares? It's not a big deal.\It is a big deal!\These clams are filled with salt water.\You need them to spit it out or you can't eat them.\At least... don't put much salt in. response:	Or actually, don't put any in.
context: They spit out the sand already, right?\But not the salt.\Who cares? It's not a big deal.\It is a big deal!\These clams are filled with salt water.\You need them to spit it out or you can't eat them.\At least... don't put much salt in.\Or actually, don't put any in. response:	You always get really annoying about cooking, Kei.
context: But not the salt.\Who cares? It's not a big deal.\It is a big deal!\These clams are filled with salt water.\You need them to spit it out or you can't eat them.\At least... don't put much salt in.\Or actually, don't put any in.\You always get really annoying about cooking, Kei. response:	You really seem like a food snob.
context: Who cares? It's not a big deal.\It is a big deal!\These clams are filled with salt water.\You need them to spit it out or you can't eat them.\At least... don't put much salt in.\Or actually, don't put any in.\You always get really annoying about cooking, Kei.\You really seem like a food snob. response:	I don't want my son to end up like you.
context: It is a big deal!\These clams are filled with salt water.\You need them to spit it out or you can't eat them.\At least... don't put much salt in.\Or actually, don't put any in.\You always get really annoying about cooking, Kei.\You really seem like a food snob.\I don't want my son to end up like you. response:	I'm not a snob.
context: These clams are filled with salt water.\You need them to spit it out or you can't eat them.\At least... don't put much salt in.\Or actually, don't put any in.\You always get really annoying about cooking, Kei.\You really seem like a food snob.\I don't want my son to end up like you.\I'm not a snob. response:	All snobs say that.
context: You need them to spit it out or you can't eat them.\At least... don't put much salt in.\Or actually, don't put any in.\You always get really annoying about cooking, Kei.\You really seem like a food snob.\I don't want my son to end up like you.\I'm not a snob.\All snobs say that. response:	San-Teresa City. San-Teresa City...
context: At least... don't put much salt in.\Or actually, don't put any in.\You always get really annoying about cooking, Kei.\You really seem like a food snob.\I don't want my son to end up like you.\I'm not a snob.\All snobs say that.\San-Teresa City. San-Teresa City... response:	The mayoral election?
context: Or actually, don't put any in.\You always get really annoying about cooking, Kei.\You really seem like a food snob.\I don't want my son to end up like you.\I'm not a snob.\All snobs say that.\San-Teresa City. San-Teresa City...\The mayoral election? response:	It's a farce. There's nobody worth voting for.
context: You always get really annoying about cooking, Kei.\You really seem like a food snob.\I don't want my son to end up like you.\I'm not a snob.\All snobs say that.\San-Teresa City. San-Teresa City...\The mayoral election?\It's a farce. There's nobody worth voting for. response:	This Kahns guy is the best of the bunch.
context: You really seem like a food snob.\I don't want my son to end up like you.\I'm not a snob.\All snobs say that.\San-Teresa City. San-Teresa City...\The mayoral election?\It's a farce. There's nobody worth voting for.\This Kahns guy is the best of the bunch. response:	Nathan Kahns.
context: I don't want my son to end up like you.\I'm not a snob.\All snobs say that.\San-Teresa City. San-Teresa City...\The mayoral election?\It's a farce. There's nobody worth voting for.\This Kahns guy is the best of the bunch.\Nathan Kahns. response:	He was mayor of Seattle for two terms. City councilman here for two years.
context: I'm not a snob.\All snobs say that.\San-Teresa City. San-Teresa City...\The mayoral election?\It's a farce. There's nobody worth voting for.\This Kahns guy is the best of the bunch.\Nathan Kahns.\He was mayor of Seattle for two terms. City councilman here for two years. response:	He looks like a guy who no girl wants to date even though he's rich.
context: All snobs say that.\San-Teresa City. San-Teresa City...\The mayoral election?\It's a farce. There's nobody worth voting for.\This Kahns guy is the best of the bunch.\Nathan Kahns.\He was mayor of Seattle for two terms. City councilman here for two years.\He looks like a guy who no girl wants to date even though he's rich. response:	Maybe,
context: San-Teresa City. San-Teresa City...\The mayoral election?\It's a farce. There's nobody worth voting for.\This Kahns guy is the best of the bunch.\Nathan Kahns.\He was mayor of Seattle for two terms. City councilman here for two years.\He looks like a guy who no girl wants to date even though he's rich.\Maybe, response:	but he's had a lot of mayoral experience and knows what he's talking about.
context: The mayoral election?\It's a farce. There's nobody worth voting for.\This Kahns guy is the best of the bunch.\Nathan Kahns.\He was mayor of Seattle for two terms. City councilman here for two years.\He looks like a guy who no girl wants to date even though he's rich.\Maybe,\but he's had a lot of mayoral experience and knows what he's talking about. response:	And he's a lot better than the other two.
context: It's a farce. There's nobody worth voting for.\This Kahns guy is the best of the bunch.\Nathan Kahns.\He was mayor of Seattle for two terms. City councilman here for two years.\He looks like a guy who no girl wants to date even though he's rich.\Maybe,\but he's had a lot of mayoral experience and knows what he's talking about.\And he's a lot better than the other two. response:	My wife and I are voting for this Kahns guy.
context: This Kahns guy is the best of the bunch.\Nathan Kahns.\He was mayor of Seattle for two terms. City councilman here for two years.\He looks like a guy who no girl wants to date even though he's rich.\Maybe,\but he's had a lot of mayoral experience and knows what he's talking about.\And he's a lot better than the other two.\My wife and I are voting for this Kahns guy. response:	Mozeleemay is running too, huh?
context: Nathan Kahns.\He was mayor of Seattle for two terms. City councilman here for two years.\He looks like a guy who no girl wants to date even though he's rich.\Maybe,\but he's had a lot of mayoral experience and knows what he's talking about.\And he's a lot better than the other two.\My wife and I are voting for this Kahns guy.\Mozeleemay is running too, huh? response:	Yeah.
context: He was mayor of Seattle for two terms. City councilman here for two years.\He looks like a guy who no girl wants to date even though he's rich.\Maybe,\but he's had a lot of mayoral experience and knows what he's talking about.\And he's a lot better than the other two.\My wife and I are voting for this Kahns guy.\Mozeleemay is running too, huh?\Yeah. response:	I still can't believe that guy's running for mayor.
context: He looks like a guy who no girl wants to date even though he's rich.\Maybe,\but he's had a lot of mayoral experience and knows what he's talking about.\And he's a lot better than the other two.\My wife and I are voting for this Kahns guy.\Mozeleemay is running too, huh?\Yeah.\I still can't believe that guy's running for mayor. response:	There's also the far-right candidate Tourte, who says the aliens should go back into space.
context: Maybe,\but he's had a lot of mayoral experience and knows what he's talking about.\And he's a lot better than the other two.\My wife and I are voting for this Kahns guy.\Mozeleemay is running too, huh?\Yeah.\I still can't believe that guy's running for mayor.\There's also the far-right candidate Tourte, who says the aliens should go back into space. response:	What?
context: but he's had a lot of mayoral experience and knows what he's talking about.\And he's a lot better than the other two.\My wife and I are voting for this Kahns guy.\Mozeleemay is running too, huh?\Yeah.\I still can't believe that guy's running for mayor.\There's also the far-right candidate Tourte, who says the aliens should go back into space.\What? response:	Breaking news!
context: And he's a lot better than the other two.\My wife and I are voting for this Kahns guy.\Mozeleemay is running too, huh?\Yeah.\I still can't believe that guy's running for mayor.\There's also the far-right candidate Tourte, who says the aliens should go back into space.\What?\Breaking news! response:	-Mayoral candidate Kahns has just been shot! -Kahns was shot?
context: My wife and I are voting for this Kahns guy.\Mozeleemay is running too, huh?\Yeah.\I still can't believe that guy's running for mayor.\There's also the far-right candidate Tourte, who says the aliens should go back into space.\What?\Breaking news!\-Mayoral candidate Kahns has just been shot! -Kahns was shot? response:	Look over there! They just loaded him into an ambulance.
context: Mozeleemay is running too, huh?\Yeah.\I still can't believe that guy's running for mayor.\There's also the far-right candidate Tourte, who says the aliens should go back into space.\What?\Breaking news!\-Mayoral candidate Kahns has just been shot! -Kahns was shot?\Look over there! They just loaded him into an ambulance. response:	He's not responding to anything his team says to him...
context: Yeah.\I still can't believe that guy's running for mayor.\There's also the far-right candidate Tourte, who says the aliens should go back into space.\What?\Breaking news!\-Mayoral candidate Kahns has just been shot! -Kahns was shot?\Look over there! They just loaded him into an ambulance.\He's not responding to anything his team says to him... response:	Oh, God... I can't believe this is happening.
context: I still can't believe that guy's running for mayor.\There's also the far-right candidate Tourte, who says the aliens should go back into space.\What?\Breaking news!\-Mayoral candidate Kahns has just been shot! -Kahns was shot?\Look over there! They just loaded him into an ambulance.\He's not responding to anything his team says to him...\Oh, God... I can't believe this is happening. response:	Oh, God! Oh, God!
context: There's also the far-right candidate Tourte, who says the aliens should go back into space.\What?\Breaking news!\-Mayoral candidate Kahns has just been shot! -Kahns was shot?\Look over there! They just loaded him into an ambulance.\He's not responding to anything his team says to him...\Oh, God... I can't believe this is happening.\Oh, God! Oh, God! response:	The meat's done, Matoba.
context: What?\Breaking news!\-Mayoral candidate Kahns has just been shot! -Kahns was shot?\Look over there! They just loaded him into an ambulance.\He's not responding to anything his team says to him...\Oh, God... I can't believe this is happening.\Oh, God! Oh, God!\The meat's done, Matoba. response:	Now where's that beer?
context: Breaking news!\-Mayoral candidate Kahns has just been shot! -Kahns was shot?\Look over there! They just loaded him into an ambulance.\He's not responding to anything his team says to him...\Oh, God... I can't believe this is happening.\Oh, God! Oh, God!\The meat's done, Matoba.\Now where's that beer? response:	What's wrong?
context: -Mayoral candidate Kahns has just been shot! -Kahns was shot?\Look over there! They just loaded him into an ambulance.\He's not responding to anything his team says to him...\Oh, God... I can't believe this is happening.\Oh, God! Oh, God!\The meat's done, Matoba.\Now where's that beer?\What's wrong? response:	The news is saying...
context: Look over there! They just loaded him into an ambulance.\He's not responding to anything his team says to him...\Oh, God... I can't believe this is happening.\Oh, God! Oh, God!\The meat's done, Matoba.\Now where's that beer?\What's wrong?\The news is saying... response:	We're having an emergency briefing.
context: He's not responding to anything his team says to him...\Oh, God... I can't believe this is happening.\Oh, God! Oh, God!\The meat's done, Matoba.\Now where's that beer?\What's wrong?\The news is saying...\We're having an emergency briefing. response:	A candidate for mayor was shot.
context: Oh, God... I can't believe this is happening.\Oh, God! Oh, God!\The meat's done, Matoba.\Now where's that beer?\What's wrong?\The news is saying...\We're having an emergency briefing.\A candidate for mayor was shot. response:	The shooter is John Ennaji.
