context: July 15th (Thurs) 10:43 AM response:	Who is that? I've never seen him before.
context: I know exactly which angles to cut\to make the energy come flying from any direction.\Just like one who's played billiards way too much,\I know it all too well!\Billiards?\Jo...\Josuke!\You said it wasn't a speed that Shining Diamond can't dodge, right? response:	But do you know which direction it's going to come from?
context: to make the energy come flying from any direction.\Just like one who's played billiards way too much,\I know it all too well!\Billiards?\Jo...\Josuke!\You said it wasn't a speed that Shining Diamond can't dodge, right?\But do you know which direction it's going to come from? response:	I wonder how many more shots it just fired.
context: Just like one who's played billiards way too much,\I know it all too well!\Billiards?\Jo...\Josuke!\You said it wasn't a speed that Shining Diamond can't dodge, right?\But do you know which direction it's going to come from?\I wonder how many more shots it just fired. response:	They're reflecting off of the beams now.
context: I know it all too well!\Billiards?\Jo...\Josuke!\You said it wasn't a speed that Shining Diamond can't dodge, right?\But do you know which direction it's going to come from?\I wonder how many more shots it just fired.\They're reflecting off of the beams now. response:	Here they come!
context: Billiards?\Jo...\Josuke!\You said it wasn't a speed that Shining Diamond can't dodge, right?\But do you know which direction it's going to come from?\I wonder how many more shots it just fired.\They're reflecting off of the beams now.\Here they come! response:	Josuke!
context: Jo...\Josuke!\You said it wasn't a speed that Shining Diamond can't dodge, right?\But do you know which direction it's going to come from?\I wonder how many more shots it just fired.\They're reflecting off of the beams now.\Here they come!\Josuke! response:	It's coming from behind, too!
context: Josuke!\You said it wasn't a speed that Shining Diamond can't dodge, right?\But do you know which direction it's going to come from?\I wonder how many more shots it just fired.\They're reflecting off of the beams now.\Here they come!\Josuke!\It's coming from behind, too! response:	Josuke!
context: You said it wasn't a speed that Shining Diamond can't dodge, right?\But do you know which direction it's going to come from?\I wonder how many more shots it just fired.\They're reflecting off of the beams now.\Here they come!\Josuke!\It's coming from behind, too!\Josuke! response:	This is exactly why I said, you fool.
context: But do you know which direction it's going to come from?\I wonder how many more shots it just fired.\They're reflecting off of the beams now.\Here they come!\Josuke!\It's coming from behind, too!\Josuke!\This is exactly why I said, you fool. response:	That alien or whatever over there
context: I wonder how many more shots it just fired.\They're reflecting off of the beams now.\Here they come!\Josuke!\It's coming from behind, too!\Josuke!\This is exactly why I said, you fool.\That alien or whatever over there response:	bravely said he'd stay behind with the pylon.
context: They're reflecting off of the beams now.\Here they come!\Josuke!\It's coming from behind, too!\Josuke!\This is exactly why I said, you fool.\That alien or whatever over there\bravely said he'd stay behind with the pylon. response:	You should have just listened to him.
context: Here they come!\Josuke!\It's coming from behind, too!\Josuke!\This is exactly why I said, you fool.\That alien or whatever over there\bravely said he'd stay behind with the pylon.\You should have just listened to him. response:	Then you wouldn't have to die.
context: Josuke!\It's coming from behind, too!\Josuke!\This is exactly why I said, you fool.\That alien or whatever over there\bravely said he'd stay behind with the pylon.\You should have just listened to him.\Then you wouldn't have to die. response:	B-Both of his arms?
context: It's coming from behind, too!\Josuke!\This is exactly why I said, you fool.\That alien or whatever over there\bravely said he'd stay behind with the pylon.\You should have just listened to him.\Then you wouldn't have to die.\B-Both of his arms? response:	He won't be able to dodge the next attack like that.
context: Josuke!\This is exactly why I said, you fool.\That alien or whatever over there\bravely said he'd stay behind with the pylon.\You should have just listened to him.\Then you wouldn't have to die.\B-Both of his arms?\He won't be able to dodge the next attack like that. response:	Here comes the energy to finish you off!
context: This is exactly why I said, you fool.\That alien or whatever over there\bravely said he'd stay behind with the pylon.\You should have just listened to him.\Then you wouldn't have to die.\B-Both of his arms?\He won't be able to dodge the next attack like that.\Here comes the energy to finish you off! response:	It's going right for...
context: That alien or whatever over there\bravely said he'd stay behind with the pylon.\You should have just listened to him.\Then you wouldn't have to die.\B-Both of his arms?\He won't be able to dodge the next attack like that.\Here comes the energy to finish you off!\It's going right for... response:	By the way, Okuyasu,
context: bravely said he'd stay behind with the pylon.\You should have just listened to him.\Then you wouldn't have to die.\B-Both of his arms?\He won't be able to dodge the next attack like that.\Here comes the energy to finish you off!\It's going right for...\By the way, Okuyasu, response:	did you happen to see from there how many
context: You should have just listened to him.\Then you wouldn't have to die.\B-Both of his arms?\He won't be able to dodge the next attack like that.\Here comes the energy to finish you off!\It's going right for...\By the way, Okuyasu,\did you happen to see from there how many response:	of this guy's attacks I smacked away with Shining Diamond?
context: Then you wouldn't have to die.\B-Both of his arms?\He won't be able to dodge the next attack like that.\Here comes the energy to finish you off!\It's going right for...\By the way, Okuyasu,\did you happen to see from there how many\of this guy's attacks I smacked away with Shining Diamond? response:	Huh? Yeah, I saw.
context: B-Both of his arms?\He won't be able to dodge the next attack like that.\Here comes the energy to finish you off!\It's going right for...\By the way, Okuyasu,\did you happen to see from there how many\of this guy's attacks I smacked away with Shining Diamond?\Huh? Yeah, I saw. response:	I'm pretty sure I saw you smack four of them.
context: He won't be able to dodge the next attack like that.\Here comes the energy to finish you off!\It's going right for...\By the way, Okuyasu,\did you happen to see from there how many\of this guy's attacks I smacked away with Shining Diamond?\Huh? Yeah, I saw.\I'm pretty sure I saw you smack four of them. response:	What? Did you just say, by the way?
context: Here comes the energy to finish you off!\It's going right for...\By the way, Okuyasu,\did you happen to see from there how many\of this guy's attacks I smacked away with Shining Diamond?\Huh? Yeah, I saw.\I'm pretty sure I saw you smack four of them.\What? Did you just say, by the way? response:	Four of them, huh? Well, that should be enough.
context: It's going right for...\By the way, Okuyasu,\did you happen to see from there how many\of this guy's attacks I smacked away with Shining Diamond?\Huh? Yeah, I saw.\I'm pretty sure I saw you smack four of them.\What? Did you just say, by the way?\Four of them, huh? Well, that should be enough. response:	Four shots should be plenty.
context: By the way, Okuyasu,\did you happen to see from there how many\of this guy's attacks I smacked away with Shining Diamond?\Huh? Yeah, I saw.\I'm pretty sure I saw you smack four of them.\What? Did you just say, by the way?\Four of them, huh? Well, that should be enough.\Four shots should be plenty. response:	What are you two talking about?!
context: did you happen to see from there how many\of this guy's attacks I smacked away with Shining Diamond?\Huh? Yeah, I saw.\I'm pretty sure I saw you smack four of them.\What? Did you just say, by the way?\Four of them, huh? Well, that should be enough.\Four shots should be plenty.\What are you two talking about?! response:	You said they were reflecting.
context: of this guy's attacks I smacked away with Shining Diamond?\Huh? Yeah, I saw.\I'm pretty sure I saw you smack four of them.\What? Did you just say, by the way?\Four of them, huh? Well, that should be enough.\Four shots should be plenty.\What are you two talking about?!\You said they were reflecting. response:	You said the Stand's energy was reflecting like billiard balls to attack me.
context: Huh? Yeah, I saw.\I'm pretty sure I saw you smack four of them.\What? Did you just say, by the way?\Four of them, huh? Well, that should be enough.\Four shots should be plenty.\What are you two talking about?!\You said they were reflecting.\You said the Stand's energy was reflecting like billiard balls to attack me. response:	What about it, Josuke?!
context: I'm pretty sure I saw you smack four of them.\What? Did you just say, by the way?\Four of them, huh? Well, that should be enough.\Four shots should be plenty.\What are you two talking about?!\You said they were reflecting.\You said the Stand's energy was reflecting like billiard balls to attack me.\What about it, Josuke?! response:	My Stand is Shining Diamond.
context: What? Did you just say, by the way?\Four of them, huh? Well, that should be enough.\Four shots should be plenty.\What are you two talking about?!\You said they were reflecting.\You said the Stand's energy was reflecting like billiard balls to attack me.\What about it, Josuke?!\My Stand is Shining Diamond. response:	I'm sure the old man in the photograph told you,
context: Four of them, huh? Well, that should be enough.\Four shots should be plenty.\What are you two talking about?!\You said they were reflecting.\You said the Stand's energy was reflecting like billiard balls to attack me.\What about it, Josuke?!\My Stand is Shining Diamond.\I'm sure the old man in the photograph told you, response:	but its power is to fix things and energies that have been destroyed.
context: Four shots should be plenty.\What are you two talking about?!\You said they were reflecting.\You said the Stand's energy was reflecting like billiard balls to attack me.\What about it, Josuke?!\My Stand is Shining Diamond.\I'm sure the old man in the photograph told you,\but its power is to fix things and energies that have been destroyed. response:	Fix... Did you say fix?
context: What are you two talking about?!\You said they were reflecting.\You said the Stand's energy was reflecting like billiard balls to attack me.\What about it, Josuke?!\My Stand is Shining Diamond.\I'm sure the old man in the photograph told you,\but its power is to fix things and energies that have been destroyed.\Fix... Did you say fix? response:	What are you saying you fixed?!
context: You said they were reflecting.\You said the Stand's energy was reflecting like billiard balls to attack me.\What about it, Josuke?!\My Stand is Shining Diamond.\I'm sure the old man in the photograph told you,\but its power is to fix things and energies that have been destroyed.\Fix... Did you say fix?\What are you saying you fixed?! response:	Are you saying that you actually had the chance to fix something just now?
context: You said the Stand's energy was reflecting like billiard balls to attack me.\What about it, Josuke?!\My Stand is Shining Diamond.\I'm sure the old man in the photograph told you,\but its power is to fix things and energies that have been destroyed.\Fix... Did you say fix?\What are you saying you fixed?!\Are you saying that you actually had the chance to fix something just now? response:	You idiot!
context: What about it, Josuke?!\My Stand is Shining Diamond.\I'm sure the old man in the photograph told you,\but its power is to fix things and energies that have been destroyed.\Fix... Did you say fix?\What are you saying you fixed?!\Are you saying that you actually had the chance to fix something just now?\You idiot! response:	You fixed the energies that were reflecting
context: My Stand is Shining Diamond.\I'm sure the old man in the photograph told you,\but its power is to fix things and energies that have been destroyed.\Fix... Did you say fix?\What are you saying you fixed?!\Are you saying that you actually had the chance to fix something just now?\You idiot!\You fixed the energies that were reflecting response:	and returned them to where they originated.
context: I'm sure the old man in the photograph told you,\but its power is to fix things and energies that have been destroyed.\Fix... Did you say fix?\What are you saying you fixed?!\Are you saying that you actually had the chance to fix something just now?\You idiot!\You fixed the energies that were reflecting\and returned them to where they originated. response:	Josuke, I thought you were defeated,
context: but its power is to fix things and energies that have been destroyed.\Fix... Did you say fix?\What are you saying you fixed?!\Are you saying that you actually had the chance to fix something just now?\You idiot!\You fixed the energies that were reflecting\and returned them to where they originated.\Josuke, I thought you were defeated, response:	but I guess you had already won.
context: Fix... Did you say fix?\What are you saying you fixed?!\Are you saying that you actually had the chance to fix something just now?\You idiot!\You fixed the energies that were reflecting\and returned them to where they originated.\Josuke, I thought you were defeated,\but I guess you had already won. response:	I-Impossible...
context: What are you saying you fixed?!\Are you saying that you actually had the chance to fix something just now?\You idiot!\You fixed the energies that were reflecting\and returned them to where they originated.\Josuke, I thought you were defeated,\but I guess you had already won.\I-Impossible... response:	It looks like the line you were supposed to say was impossible, after all.
context: Are you saying that you actually had the chance to fix something just now?\You idiot!\You fixed the energies that were reflecting\and returned them to where they originated.\Josuke, I thought you were defeated,\but I guess you had already won.\I-Impossible...\It looks like the line you were supposed to say was impossible, after all. response:	I'm really sorry.
context: You idiot!\You fixed the energies that were reflecting\and returned them to where they originated.\Josuke, I thought you were defeated,\but I guess you had already won.\I-Impossible...\It looks like the line you were supposed to say was impossible, after all.\I'm really sorry. response:	I started living on this pylon because I disliked other people.
context: You fixed the energies that were reflecting\and returned them to where they originated.\Josuke, I thought you were defeated,\but I guess you had already won.\I-Impossible...\It looks like the line you were supposed to say was impossible, after all.\I'm really sorry.\I started living on this pylon because I disliked other people. response:	But the old guy in the photograph
context: and returned them to where they originated.\Josuke, I thought you were defeated,\but I guess you had already won.\I-Impossible...\It looks like the line you were supposed to say was impossible, after all.\I'm really sorry.\I started living on this pylon because I disliked other people.\But the old guy in the photograph response:	said that if I could trap even one Stand user here,
context: Josuke, I thought you were defeated,\but I guess you had already won.\I-Impossible...\It looks like the line you were supposed to say was impossible, after all.\I'm really sorry.\I started living on this pylon because I disliked other people.\But the old guy in the photograph\said that if I could trap even one Stand user here, response:	he would look after me so I could live in the outside world,
context: but I guess you had already won.\I-Impossible...\It looks like the line you were supposed to say was impossible, after all.\I'm really sorry.\I started living on this pylon because I disliked other people.\But the old guy in the photograph\said that if I could trap even one Stand user here,\he would look after me so I could live in the outside world, response:	and I ended up going along with it...
context: I-Impossible...\It looks like the line you were supposed to say was impossible, after all.\I'm really sorry.\I started living on this pylon because I disliked other people.\But the old guy in the photograph\said that if I could trap even one Stand user here,\he would look after me so I could live in the outside world,\and I ended up going along with it... response:	Please! Will you let me go back to this pylon?
context: It looks like the line you were supposed to say was impossible, after all.\I'm really sorry.\I started living on this pylon because I disliked other people.\But the old guy in the photograph\said that if I could trap even one Stand user here,\he would look after me so I could live in the outside world,\and I ended up going along with it...\Please! Will you let me go back to this pylon? response:	I never want to leave here again.
context: I'm really sorry.\I started living on this pylon because I disliked other people.\But the old guy in the photograph\said that if I could trap even one Stand user here,\he would look after me so I could live in the outside world,\and I ended up going along with it...\Please! Will you let me go back to this pylon?\I never want to leave here again. response:	I want to stay in here forever.
context: I started living on this pylon because I disliked other people.\But the old guy in the photograph\said that if I could trap even one Stand user here,\he would look after me so I could live in the outside world,\and I ended up going along with it...\Please! Will you let me go back to this pylon?\I never want to leave here again.\I want to stay in here forever. response:	I'll never think about leaving the pylon ever again.
context: But the old guy in the photograph\said that if I could trap even one Stand user here,\he would look after me so I could live in the outside world,\and I ended up going along with it...\Please! Will you let me go back to this pylon?\I never want to leave here again.\I want to stay in here forever.\I'll never think about leaving the pylon ever again. response:	New Morioh landmark: the guy who lives on a pylon.
context: said that if I could trap even one Stand user here,\he would look after me so I could live in the outside world,\and I ended up going along with it...\Please! Will you let me go back to this pylon?\I never want to leave here again.\I want to stay in here forever.\I'll never think about leaving the pylon ever again.\New Morioh landmark: the guy who lives on a pylon. response:	Morioh Landmark No. 9: The Guy Who Lives on a Pylon
context: he would look after me so I could live in the outside world,\and I ended up going along with it...\Please! Will you let me go back to this pylon?\I never want to leave here again.\I want to stay in here forever.\I'll never think about leaving the pylon ever again.\New Morioh landmark: the guy who lives on a pylon.\Morioh Landmark No. 9: The Guy Who Lives on a Pylon response:	He lives completely self-sufficiently,
context: and I ended up going along with it...\Please! Will you let me go back to this pylon?\I never want to leave here again.\I want to stay in here forever.\I'll never think about leaving the pylon ever again.\New Morioh landmark: the guy who lives on a pylon.\Morioh Landmark No. 9: The Guy Who Lives on a Pylon\He lives completely self-sufficiently, response:	but if you bring him salt or snacks,
context: Please! Will you let me go back to this pylon?\I never want to leave here again.\I want to stay in here forever.\I'll never think about leaving the pylon ever again.\New Morioh landmark: the guy who lives on a pylon.\Morioh Landmark No. 9: The Guy Who Lives on a Pylon\He lives completely self-sufficiently,\but if you bring him salt or snacks, response:	he'll be happy and let you take pictures with him.
context: I never want to leave here again.\I want to stay in here forever.\I'll never think about leaving the pylon ever again.\New Morioh landmark: the guy who lives on a pylon.\Morioh Landmark No. 9: The Guy Who Lives on a Pylon\He lives completely self-sufficiently,\but if you bring him salt or snacks,\he'll be happy and let you take pictures with him. response:	He's a bit shy, so he wears a mask
context: I want to stay in here forever.\I'll never think about leaving the pylon ever again.\New Morioh landmark: the guy who lives on a pylon.\Morioh Landmark No. 9: The Guy Who Lives on a Pylon\He lives completely self-sufficiently,\but if you bring him salt or snacks,\he'll be happy and let you take pictures with him.\He's a bit shy, so he wears a mask response:	and won't tell you his real name.
context: I'll never think about leaving the pylon ever again.\New Morioh landmark: the guy who lives on a pylon.\Morioh Landmark No. 9: The Guy Who Lives on a Pylon\He lives completely self-sufficiently,\but if you bring him salt or snacks,\he'll be happy and let you take pictures with him.\He's a bit shy, so he wears a mask\and won't tell you his real name. response:	More importantly, about the old guy in the photograph...
context: New Morioh landmark: the guy who lives on a pylon.\Morioh Landmark No. 9: The Guy Who Lives on a Pylon\He lives completely self-sufficiently,\but if you bring him salt or snacks,\he'll be happy and let you take pictures with him.\He's a bit shy, so he wears a mask\and won't tell you his real name.\More importantly, about the old guy in the photograph... response:	Did he say anything?
context: Morioh Landmark No. 9: The Guy Who Lives on a Pylon\He lives completely self-sufficiently,\but if you bring him salt or snacks,\he'll be happy and let you take pictures with him.\He's a bit shy, so he wears a mask\and won't tell you his real name.\More importantly, about the old guy in the photograph...\Did he say anything? response:	Like where his son, Yoshikage Kira, might be, or anything else?
context: He lives completely self-sufficiently,\but if you bring him salt or snacks,\he'll be happy and let you take pictures with him.\He's a bit shy, so he wears a mask\and won't tell you his real name.\More importantly, about the old guy in the photograph...\Did he say anything?\Like where his son, Yoshikage Kira, might be, or anything else? response:	Is there a Stand user named Koichi here in Morioh?
context: but if you bring him salt or snacks,\he'll be happy and let you take pictures with him.\He's a bit shy, so he wears a mask\and won't tell you his real name.\More importantly, about the old guy in the photograph...\Did he say anything?\Like where his son, Yoshikage Kira, might be, or anything else?\Is there a Stand user named Koichi here in Morioh? response:	What about Koichi?!
context: he'll be happy and let you take pictures with him.\He's a bit shy, so he wears a mask\and won't tell you his real name.\More importantly, about the old guy in the photograph...\Did he say anything?\Like where his son, Yoshikage Kira, might be, or anything else?\Is there a Stand user named Koichi here in Morioh?\What about Koichi?! response:	Listen, the old guy in the photograph just happened to randomly
context: He's a bit shy, so he wears a mask\and won't tell you his real name.\More importantly, about the old guy in the photograph...\Did he say anything?\Like where his son, Yoshikage Kira, might be, or anything else?\Is there a Stand user named Koichi here in Morioh?\What about Koichi?!\Listen, the old guy in the photograph just happened to randomly response:	mention it when he was talking.
context: and won't tell you his real name.\More importantly, about the old guy in the photograph...\Did he say anything?\Like where his son, Yoshikage Kira, might be, or anything else?\Is there a Stand user named Koichi here in Morioh?\What about Koichi?!\Listen, the old guy in the photograph just happened to randomly\mention it when he was talking. response:	I didn't ask too much about it, and he didn't go into detail.
context: More importantly, about the old guy in the photograph...\Did he say anything?\Like where his son, Yoshikage Kira, might be, or anything else?\Is there a Stand user named Koichi here in Morioh?\What about Koichi?!\Listen, the old guy in the photograph just happened to randomly\mention it when he was talking.\I didn't ask too much about it, and he didn't go into detail. response:	Well, what did he say about Koichi?!
context: Did he say anything?\Like where his son, Yoshikage Kira, might be, or anything else?\Is there a Stand user named Koichi here in Morioh?\What about Koichi?!\Listen, the old guy in the photograph just happened to randomly\mention it when he was talking.\I didn't ask too much about it, and he didn't go into detail.\Well, what did he say about Koichi?! response:	He said that he's been eliminated.
context: Like where his son, Yoshikage Kira, might be, or anything else?\Is there a Stand user named Koichi here in Morioh?\What about Koichi?!\Listen, the old guy in the photograph just happened to randomly\mention it when he was talking.\I didn't ask too much about it, and he didn't go into detail.\Well, what did he say about Koichi?!\He said that he's been eliminated. response:	What?!
context: Is there a Stand user named Koichi here in Morioh?\What about Koichi?!\Listen, the old guy in the photograph just happened to randomly\mention it when he was talking.\I didn't ask too much about it, and he didn't go into detail.\Well, what did he say about Koichi?!\He said that he's been eliminated.\What?! response:	It seems the old guy in the photograph
context: What about Koichi?!\Listen, the old guy in the photograph just happened to randomly\mention it when he was talking.\I didn't ask too much about it, and he didn't go into detail.\Well, what did he say about Koichi?!\He said that he's been eliminated.\What?!\It seems the old guy in the photograph response:	had already found his son Yoshikage Kira's whereabouts.
context: Listen, the old guy in the photograph just happened to randomly\mention it when he was talking.\I didn't ask too much about it, and he didn't go into detail.\Well, what did he say about Koichi?!\He said that he's been eliminated.\What?!\It seems the old guy in the photograph\had already found his son Yoshikage Kira's whereabouts. response:	He said it wasn't just about protecting his son anymore,
context: mention it when he was talking.\I didn't ask too much about it, and he didn't go into detail.\Well, what did he say about Koichi?!\He said that he's been eliminated.\What?!\It seems the old guy in the photograph\had already found his son Yoshikage Kira's whereabouts.\He said it wasn't just about protecting his son anymore, response:	and that he was going to start attacking, as well.
context: I didn't ask too much about it, and he didn't go into detail.\Well, what did he say about Koichi?!\He said that he's been eliminated.\What?!\It seems the old guy in the photograph\had already found his son Yoshikage Kira's whereabouts.\He said it wasn't just about protecting his son anymore,\and that he was going to start attacking, as well. response:	And this morning, a brand new Stand user eliminated a Stand user named Koichi...
context: Well, what did he say about Koichi?!\He said that he's been eliminated.\What?!\It seems the old guy in the photograph\had already found his son Yoshikage Kira's whereabouts.\He said it wasn't just about protecting his son anymore,\and that he was going to start attacking, as well.\And this morning, a brand new Stand user eliminated a Stand user named Koichi... response:	That's all he said.
context: He said that he's been eliminated.\What?!\It seems the old guy in the photograph\had already found his son Yoshikage Kira's whereabouts.\He said it wasn't just about protecting his son anymore,\and that he was going to start attacking, as well.\And this morning, a brand new Stand user eliminated a Stand user named Koichi...\That's all he said. response:	July 15th (Thurs) 10:58 AM
context: What?!\It seems the old guy in the photograph\had already found his son Yoshikage Kira's whereabouts.\He said it wasn't just about protecting his son anymore,\and that he was going to start attacking, as well.\And this morning, a brand new Stand user eliminated a Stand user named Koichi...\That's all he said.\July 15th (Thurs) 10:58 AM response:	Hmm... This is rather...
context: It seems the old guy in the photograph\had already found his son Yoshikage Kira's whereabouts.\He said it wasn't just about protecting his son anymore,\and that he was going to start attacking, as well.\And this morning, a brand new Stand user eliminated a Stand user named Koichi...\That's all he said.\July 15th (Thurs) 10:58 AM\Hmm... This is rather... response:	Whoa! Th-This door will be about 800,000 yen!
context: had already found his son Yoshikage Kira's whereabouts.\He said it wasn't just about protecting his son anymore,\and that he was going to start attacking, as well.\And this morning, a brand new Stand user eliminated a Stand user named Koichi...\That's all he said.\July 15th (Thurs) 10:58 AM\Hmm... This is rather...\Whoa! Th-This door will be about 800,000 yen! response:	And the design is from the Victorian and Edwardian eras!
context: He said it wasn't just about protecting his son anymore,\and that he was going to start attacking, as well.\And this morning, a brand new Stand user eliminated a Stand user named Koichi...\That's all he said.\July 15th (Thurs) 10:58 AM\Hmm... This is rather...\Whoa! Th-This door will be about 800,000 yen!\And the design is from the Victorian and Edwardian eras! response:	It uses materials made in England, too...
context: and that he was going to start attacking, as well.\And this morning, a brand new Stand user eliminated a Stand user named Koichi...\That's all he said.\July 15th (Thurs) 10:58 AM\Hmm... This is rather...\Whoa! Th-This door will be about 800,000 yen!\And the design is from the Victorian and Edwardian eras!\It uses materials made in England, too... response:	This is going to cost quite a bit.
context: And this morning, a brand new Stand user eliminated a Stand user named Koichi...\That's all he said.\July 15th (Thurs) 10:58 AM\Hmm... This is rather...\Whoa! Th-This door will be about 800,000 yen!\And the design is from the Victorian and Edwardian eras!\It uses materials made in England, too...\This is going to cost quite a bit. response:	He said he didn't want anyone to see his back...
context: That's all he said.\July 15th (Thurs) 10:58 AM\Hmm... This is rather...\Whoa! Th-This door will be about 800,000 yen!\And the design is from the Victorian and Edwardian eras!\It uses materials made in England, too...\This is going to cost quite a bit.\He said he didn't want anyone to see his back... response:	Was he acting like that on his way to my house, as well?
context: July 15th (Thurs) 10:58 AM\Hmm... This is rather...\Whoa! Th-This door will be about 800,000 yen!\And the design is from the Victorian and Edwardian eras!\It uses materials made in England, too...\This is going to cost quite a bit.\He said he didn't want anyone to see his back...\Was he acting like that on his way to my house, as well? response:	Here you go.
context: Hmm... This is rather...\Whoa! Th-This door will be about 800,000 yen!\And the design is from the Victorian and Edwardian eras!\It uses materials made in England, too...\This is going to cost quite a bit.\He said he didn't want anyone to see his back...\Was he acting like that on his way to my house, as well?\Here you go. response:	Oh, thank you.
context: Whoa! Th-This door will be about 800,000 yen!\And the design is from the Victorian and Edwardian eras!\It uses materials made in England, too...\This is going to cost quite a bit.\He said he didn't want anyone to see his back...\Was he acting like that on his way to my house, as well?\Here you go.\Oh, thank you. response:	Please, before it gets cold.
context: And the design is from the Victorian and Edwardian eras!\It uses materials made in England, too...\This is going to cost quite a bit.\He said he didn't want anyone to see his back...\Was he acting like that on his way to my house, as well?\Here you go.\Oh, thank you.\Please, before it gets cold. response:	Oh, don't mind me.
context: It uses materials made in England, too...\This is going to cost quite a bit.\He said he didn't want anyone to see his back...\Was he acting like that on his way to my house, as well?\Here you go.\Oh, thank you.\Please, before it gets cold.\Oh, don't mind me. response:	July 15th (Thurs) 11:16 AM
context: This is going to cost quite a bit.\He said he didn't want anyone to see his back...\Was he acting like that on his way to my house, as well?\Here you go.\Oh, thank you.\Please, before it gets cold.\Oh, don't mind me.\July 15th (Thurs) 11:16 AM response:	I need to control myself...
context: He said he didn't want anyone to see his back...\Was he acting like that on his way to my house, as well?\Here you go.\Oh, thank you.\Please, before it gets cold.\Oh, don't mind me.\July 15th (Thurs) 11:16 AM\I need to control myself... response:	Not yet...
context: Was he acting like that on his way to my house, as well?\Here you go.\Oh, thank you.\Please, before it gets cold.\Oh, don't mind me.\July 15th (Thurs) 11:16 AM\I need to control myself...\Not yet... response:	Sh
context: Here you go.\Oh, thank you.\Please, before it gets cold.\Oh, don't mind me.\July 15th (Thurs) 11:16 AM\I need to control myself...\Not yet...\Sh response:	Shi
context: Oh, thank you.\Please, before it gets cold.\Oh, don't mind me.\July 15th (Thurs) 11:16 AM\I need to control myself...\Not yet...\Sh\Shi response:	Shini
context: Please, before it gets cold.\Oh, don't mind me.\July 15th (Thurs) 11:16 AM\I need to control myself...\Not yet...\Sh\Shi\Shini response:	Shinin
context: Oh, don't mind me.\July 15th (Thurs) 11:16 AM\I need to control myself...\Not yet...\Sh\Shi\Shini\Shinin response:	Shining
context: July 15th (Thurs) 11:16 AM\I need to control myself...\Not yet...\Sh\Shi\Shini\Shinin\Shining response:	Shining D
context: I need to control myself...\Not yet...\Sh\Shi\Shini\Shinin\Shining\Shining D response:	Shining Di
context: Not yet...\Sh\Shi\Shini\Shinin\Shining\Shining D\Shining Di response:	Shining Dia
context: Sh\Shi\Shini\Shinin\Shining\Shining D\Shining Di\Shining Dia response:	Shining Diamo
context: Shi\Shini\Shinin\Shining\Shining D\Shining Di\Shining Dia\Shining Diamo response:	Shining Diamon
context: Shini\Shinin\Shining\Shining D\Shining Di\Shining Dia\Shining Diamo\Shining Diamon response:	Shining Diamond
context: Shinin\Shining\Shining D\Shining Di\Shining Dia\Shining Diamo\Shining Diamon\Shining Diamond response:	Jo
context: Shining\Shining D\Shining Di\Shining Dia\Shining Diamo\Shining Diamon\Shining Diamond\Jo response:	Josuke
context: Shining D\Shining Di\Shining Dia\Shining Diamo\Shining Diamon\Shining Diamond\Jo\Josuke response:	Josuke Higashi
context: Shining Di\Shining Dia\Shining Diamo\Shining Diamon\Shining Diamond\Jo\Josuke\Josuke Higashi response:	Josuke Higashikata
context: Shining Dia\Shining Diamo\Shining Diamon\Shining Diamond\Jo\Josuke\Josuke Higashi\Josuke Higashikata response:	July 15th (Thurs) 10:20 AM
context: Shining Diamo\Shining Diamon\Shining Diamond\Jo\Josuke\Josuke Higashi\Josuke Higashikata\July 15th (Thurs) 10:20 AM response:	I hope they're able to find Koichi safely...
context: Shining Diamon\Shining Diamond\Jo\Josuke\Josuke Higashi\Josuke Higashikata\July 15th (Thurs) 10:20 AM\I hope they're able to find Koichi safely... response:	July 15th (Thurs) 11:37 AM
context: Shining Diamond\Jo\Josuke\Josuke Higashi\Josuke Higashikata\July 15th (Thurs) 10:20 AM\I hope they're able to find Koichi safely...\July 15th (Thurs) 11:37 AM response:	Damn it! He's nowhere! Not at home, school,
context: Jo\Josuke\Josuke Higashi\Josuke Higashikata\July 15th (Thurs) 10:20 AM\I hope they're able to find Koichi safely...\July 15th (Thurs) 11:37 AM\Damn it! He's nowhere! Not at home, school, response:	or anywhere!
context: Josuke\Josuke Higashi\Josuke Higashikata\July 15th (Thurs) 10:20 AM\I hope they're able to find Koichi safely...\July 15th (Thurs) 11:37 AM\Damn it! He's nowhere! Not at home, school,\or anywhere! response:	Koichi! Koichi!
context: Josuke Higashi\Josuke Higashikata\July 15th (Thurs) 10:20 AM\I hope they're able to find Koichi safely...\July 15th (Thurs) 11:37 AM\Damn it! He's nowhere! Not at home, school,\or anywhere!\Koichi! Koichi! response:	Where are you, Koichi?!
context: Josuke Higashikata\July 15th (Thurs) 10:20 AM\I hope they're able to find Koichi safely...\July 15th (Thurs) 11:37 AM\Damn it! He's nowhere! Not at home, school,\or anywhere!\Koichi! Koichi!\Where are you, Koichi?! response:	I'm not giving up!
context: July 15th (Thurs) 10:20 AM\I hope they're able to find Koichi safely...\July 15th (Thurs) 11:37 AM\Damn it! He's nowhere! Not at home, school,\or anywhere!\Koichi! Koichi!\Where are you, Koichi?!\I'm not giving up! response:	I'll find you, whatever it takes, Koichi!
