context: July 12th (Mon) 5:05 PM response:	Yoshikage... My son...
context: It's a new Stand user!\Yeah! I just saw him fly!\But what's a Stand user doing living up there?\It would seem there's a need to find out more about that man.\I can see them... They're finally here.\Are they interested in me?\Come on over.\It's been a while since I've spoken to other people. response:	Look. It looks like he sees us, too.
context: Yeah! I just saw him fly!\But what's a Stand user doing living up there?\It would seem there's a need to find out more about that man.\I can see them... They're finally here.\Are they interested in me?\Come on over.\It's been a while since I've spoken to other people.\Look. It looks like he sees us, too. response:	Want to go over there?
context: But what's a Stand user doing living up there?\It would seem there's a need to find out more about that man.\I can see them... They're finally here.\Are they interested in me?\Come on over.\It's been a while since I've spoken to other people.\Look. It looks like he sees us, too.\Want to go over there? response:	Yeah, but be careful.
context: It would seem there's a need to find out more about that man.\I can see them... They're finally here.\Are they interested in me?\Come on over.\It's been a while since I've spoken to other people.\Look. It looks like he sees us, too.\Want to go over there?\Yeah, but be careful. response:	We still don't know if that Stand user is a friend or foe.
context: I can see them... They're finally here.\Are they interested in me?\Come on over.\It's been a while since I've spoken to other people.\Look. It looks like he sees us, too.\Want to go over there?\Yeah, but be careful.\We still don't know if that Stand user is a friend or foe. response:	July 15th (Thurs) 8:05 AM
context: Are they interested in me?\Come on over.\It's been a while since I've spoken to other people.\Look. It looks like he sees us, too.\Want to go over there?\Yeah, but be careful.\We still don't know if that Stand user is a friend or foe.\July 15th (Thurs) 8:05 AM response:	Huh? D-Do you need something?
context: Come on over.\It's been a while since I've spoken to other people.\Look. It looks like he sees us, too.\Want to go over there?\Yeah, but be careful.\We still don't know if that Stand user is a friend or foe.\July 15th (Thurs) 8:05 AM\Huh? D-Do you need something? response:	I'm in a bit of a hurry right... now...
context: It's been a while since I've spoken to other people.\Look. It looks like he sees us, too.\Want to go over there?\Yeah, but be careful.\We still don't know if that Stand user is a friend or foe.\July 15th (Thurs) 8:05 AM\Huh? D-Do you need something?\I'm in a bit of a hurry right... now... response:	Huh? Huh?!
context: Look. It looks like he sees us, too.\Want to go over there?\Yeah, but be careful.\We still don't know if that Stand user is a friend or foe.\July 15th (Thurs) 8:05 AM\Huh? D-Do you need something?\I'm in a bit of a hurry right... now...\Huh? Huh?! response:	July 15th (Thurs) 8:11 AM
context: Want to go over there?\Yeah, but be careful.\We still don't know if that Stand user is a friend or foe.\July 15th (Thurs) 8:05 AM\Huh? D-Do you need something?\I'm in a bit of a hurry right... now...\Huh? Huh?!\July 15th (Thurs) 8:11 AM response:	Looking at it up close, it's bigger than I thought.
context: Yeah, but be careful.\We still don't know if that Stand user is a friend or foe.\July 15th (Thurs) 8:05 AM\Huh? D-Do you need something?\I'm in a bit of a hurry right... now...\Huh? Huh?!\July 15th (Thurs) 8:11 AM\Looking at it up close, it's bigger than I thought. response:	You guys, stop right there!
context: We still don't know if that Stand user is a friend or foe.\July 15th (Thurs) 8:05 AM\Huh? D-Do you need something?\I'm in a bit of a hurry right... now...\Huh? Huh?!\July 15th (Thurs) 8:11 AM\Looking at it up close, it's bigger than I thought.\You guys, stop right there! response:	Don't come any closer to this pylon.
context: July 15th (Thurs) 8:05 AM\Huh? D-Do you need something?\I'm in a bit of a hurry right... now...\Huh? Huh?!\July 15th (Thurs) 8:11 AM\Looking at it up close, it's bigger than I thought.\You guys, stop right there!\Don't come any closer to this pylon. response:	Huh?
context: Huh? D-Do you need something?\I'm in a bit of a hurry right... now...\Huh? Huh?!\July 15th (Thurs) 8:11 AM\Looking at it up close, it's bigger than I thought.\You guys, stop right there!\Don't come any closer to this pylon.\Huh? response:	Move back a bit more.
context: I'm in a bit of a hurry right... now...\Huh? Huh?!\July 15th (Thurs) 8:11 AM\Looking at it up close, it's bigger than I thought.\You guys, stop right there!\Don't come any closer to this pylon.\Huh?\Move back a bit more. response:	I just relieved myself, so you need to step back, or you'll be in trouble.
context: Huh? Huh?!\July 15th (Thurs) 8:11 AM\Looking at it up close, it's bigger than I thought.\You guys, stop right there!\Don't come any closer to this pylon.\Huh?\Move back a bit more.\I just relieved myself, so you need to step back, or you'll be in trouble. response:	What are you talking about?
context: July 15th (Thurs) 8:11 AM\Looking at it up close, it's bigger than I thought.\You guys, stop right there!\Don't come any closer to this pylon.\Huh?\Move back a bit more.\I just relieved myself, so you need to step back, or you'll be in trouble.\What are you talking about? response:	D-Don't tell me this is...
context: Looking at it up close, it's bigger than I thought.\You guys, stop right there!\Don't come any closer to this pylon.\Huh?\Move back a bit more.\I just relieved myself, so you need to step back, or you'll be in trouble.\What are you talking about?\D-Don't tell me this is... response:	I told you so.
context: You guys, stop right there!\Don't come any closer to this pylon.\Huh?\Move back a bit more.\I just relieved myself, so you need to step back, or you'll be in trouble.\What are you talking about?\D-Don't tell me this is...\I told you so. response:	You'll get covered in feces and urine!
context: Don't come any closer to this pylon.\Huh?\Move back a bit more.\I just relieved myself, so you need to step back, or you'll be in trouble.\What are you talking about?\D-Don't tell me this is...\I told you so.\You'll get covered in feces and urine! response:	That's gross!
context: Huh?\Move back a bit more.\I just relieved myself, so you need to step back, or you'll be in trouble.\What are you talking about?\D-Don't tell me this is...\I told you so.\You'll get covered in feces and urine!\That's gross! response:	Gross? How rude!
context: Move back a bit more.\I just relieved myself, so you need to step back, or you'll be in trouble.\What are you talking about?\D-Don't tell me this is...\I told you so.\You'll get covered in feces and urine!\That's gross!\Gross? How rude! response:	I made it spray like that so I could fertilize the wildflowers over there!
context: I just relieved myself, so you need to step back, or you'll be in trouble.\What are you talking about?\D-Don't tell me this is...\I told you so.\You'll get covered in feces and urine!\That's gross!\Gross? How rude!\I made it spray like that so I could fertilize the wildflowers over there! response:	I like to recycle everything I possibly can.
context: What are you talking about?\D-Don't tell me this is...\I told you so.\You'll get covered in feces and urine!\That's gross!\Gross? How rude!\I made it spray like that so I could fertilize the wildflowers over there!\I like to recycle everything I possibly can. response:	On the right are Asiatic dayflowers, mountain udo, and watercress.
context: D-Don't tell me this is...\I told you so.\You'll get covered in feces and urine!\That's gross!\Gross? How rude!\I made it spray like that so I could fertilize the wildflowers over there!\I like to recycle everything I possibly can.\On the right are Asiatic dayflowers, mountain udo, and watercress. response:	They're all edible wildflowers!
context: I told you so.\You'll get covered in feces and urine!\That's gross!\Gross? How rude!\I made it spray like that so I could fertilize the wildflowers over there!\I like to recycle everything I possibly can.\On the right are Asiatic dayflowers, mountain udo, and watercress.\They're all edible wildflowers! response:	Not to mention, if there are wildflowers around,
context: You'll get covered in feces and urine!\That's gross!\Gross? How rude!\I made it spray like that so I could fertilize the wildflowers over there!\I like to recycle everything I possibly can.\On the right are Asiatic dayflowers, mountain udo, and watercress.\They're all edible wildflowers!\Not to mention, if there are wildflowers around, response:	I can catch wild rabbits that come to eat them,
context: That's gross!\Gross? How rude!\I made it spray like that so I could fertilize the wildflowers over there!\I like to recycle everything I possibly can.\On the right are Asiatic dayflowers, mountain udo, and watercress.\They're all edible wildflowers!\Not to mention, if there are wildflowers around,\I can catch wild rabbits that come to eat them, response:	so it's killing two birds with one stone.
context: Gross? How rude!\I made it spray like that so I could fertilize the wildflowers over there!\I like to recycle everything I possibly can.\On the right are Asiatic dayflowers, mountain udo, and watercress.\They're all edible wildflowers!\Not to mention, if there are wildflowers around,\I can catch wild rabbits that come to eat them,\so it's killing two birds with one stone. response:	So you really are living up there?
context: I made it spray like that so I could fertilize the wildflowers over there!\I like to recycle everything I possibly can.\On the right are Asiatic dayflowers, mountain udo, and watercress.\They're all edible wildflowers!\Not to mention, if there are wildflowers around,\I can catch wild rabbits that come to eat them,\so it's killing two birds with one stone.\So you really are living up there? response:	Doesn't this pylon belong to the electric company?
context: I like to recycle everything I possibly can.\On the right are Asiatic dayflowers, mountain udo, and watercress.\They're all edible wildflowers!\Not to mention, if there are wildflowers around,\I can catch wild rabbits that come to eat them,\so it's killing two birds with one stone.\So you really are living up there?\Doesn't this pylon belong to the electric company? response:	What are you talking about?
context: On the right are Asiatic dayflowers, mountain udo, and watercress.\They're all edible wildflowers!\Not to mention, if there are wildflowers around,\I can catch wild rabbits that come to eat them,\so it's killing two birds with one stone.\So you really are living up there?\Doesn't this pylon belong to the electric company?\What are you talking about? response:	This is my house that I bought with my own money.
context: They're all edible wildflowers!\Not to mention, if there are wildflowers around,\I can catch wild rabbits that come to eat them,\so it's killing two birds with one stone.\So you really are living up there?\Doesn't this pylon belong to the electric company?\What are you talking about?\This is my house that I bought with my own money. response:	I bought this abandoned pylon for 100,000 yen
context: Not to mention, if there are wildflowers around,\I can catch wild rabbits that come to eat them,\so it's killing two birds with one stone.\So you really are living up there?\Doesn't this pylon belong to the electric company?\What are you talking about?\This is my house that I bought with my own money.\I bought this abandoned pylon for 100,000 yen response:	and made it my own ideal self-sufficient house!
context: I can catch wild rabbits that come to eat them,\so it's killing two birds with one stone.\So you really are living up there?\Doesn't this pylon belong to the electric company?\What are you talking about?\This is my house that I bought with my own money.\I bought this abandoned pylon for 100,000 yen\and made it my own ideal self-sufficient house! response:	Bought?
context: so it's killing two birds with one stone.\So you really are living up there?\Doesn't this pylon belong to the electric company?\What are you talking about?\This is my house that I bought with my own money.\I bought this abandoned pylon for 100,000 yen\and made it my own ideal self-sufficient house!\Bought? response:	For 100,000 yen?
context: So you really are living up there?\Doesn't this pylon belong to the electric company?\What are you talking about?\This is my house that I bought with my own money.\I bought this abandoned pylon for 100,000 yen\and made it my own ideal self-sufficient house!\Bought?\For 100,000 yen? response:	That's right. Just 100,000 yen.
context: Doesn't this pylon belong to the electric company?\What are you talking about?\This is my house that I bought with my own money.\I bought this abandoned pylon for 100,000 yen\and made it my own ideal self-sufficient house!\Bought?\For 100,000 yen?\That's right. Just 100,000 yen. response:	Because I'm self-sufficient, I don't have to work at any company.
context: What are you talking about?\This is my house that I bought with my own money.\I bought this abandoned pylon for 100,000 yen\and made it my own ideal self-sufficient house!\Bought?\For 100,000 yen?\That's right. Just 100,000 yen.\Because I'm self-sufficient, I don't have to work at any company. response:	And even if I never leave here, I get all the exercise I need by moving around the pylon.
context: This is my house that I bought with my own money.\I bought this abandoned pylon for 100,000 yen\and made it my own ideal self-sufficient house!\Bought?\For 100,000 yen?\That's right. Just 100,000 yen.\Because I'm self-sufficient, I don't have to work at any company.\And even if I never leave here, I get all the exercise I need by moving around the pylon. response:	Take a look at this spectacular view.
context: I bought this abandoned pylon for 100,000 yen\and made it my own ideal self-sufficient house!\Bought?\For 100,000 yen?\That's right. Just 100,000 yen.\Because I'm self-sufficient, I don't have to work at any company.\And even if I never leave here, I get all the exercise I need by moving around the pylon.\Take a look at this spectacular view. response:	Huh? W-Wait a minute.
context: and made it my own ideal self-sufficient house!\Bought?\For 100,000 yen?\That's right. Just 100,000 yen.\Because I'm self-sufficient, I don't have to work at any company.\And even if I never leave here, I get all the exercise I need by moving around the pylon.\Take a look at this spectacular view.\Huh? W-Wait a minute. response:	Even if you never leave? Just how long have you been living on this pylon?
context: Bought?\For 100,000 yen?\That's right. Just 100,000 yen.\Because I'm self-sufficient, I don't have to work at any company.\And even if I never leave here, I get all the exercise I need by moving around the pylon.\Take a look at this spectacular view.\Huh? W-Wait a minute.\Even if you never leave? Just how long have you been living on this pylon? response:	Let's see... About three years now?
context: For 100,000 yen?\That's right. Just 100,000 yen.\Because I'm self-sufficient, I don't have to work at any company.\And even if I never leave here, I get all the exercise I need by moving around the pylon.\Take a look at this spectacular view.\Huh? W-Wait a minute.\Even if you never leave? Just how long have you been living on this pylon?\Let's see... About three years now? response:	Th...
context: That's right. Just 100,000 yen.\Because I'm self-sufficient, I don't have to work at any company.\And even if I never leave here, I get all the exercise I need by moving around the pylon.\Take a look at this spectacular view.\Huh? W-Wait a minute.\Even if you never leave? Just how long have you been living on this pylon?\Let's see... About three years now?\Th... response:	Three years?!
context: Because I'm self-sufficient, I don't have to work at any company.\And even if I never leave here, I get all the exercise I need by moving around the pylon.\Take a look at this spectacular view.\Huh? W-Wait a minute.\Even if you never leave? Just how long have you been living on this pylon?\Let's see... About three years now?\Th...\Three years?! response:	I probably haven't touched the ground in about a month.
context: And even if I never leave here, I get all the exercise I need by moving around the pylon.\Take a look at this spectacular view.\Huh? W-Wait a minute.\Even if you never leave? Just how long have you been living on this pylon?\Let's see... About three years now?\Th...\Three years?!\I probably haven't touched the ground in about a month. response:	H-Hey, Josuke. I had no idea that an idiot like this lived in Morioh.
context: Take a look at this spectacular view.\Huh? W-Wait a minute.\Even if you never leave? Just how long have you been living on this pylon?\Let's see... About three years now?\Th...\Three years?!\I probably haven't touched the ground in about a month.\H-Hey, Josuke. I had no idea that an idiot like this lived in Morioh. response:	This guy isn't an enemy, he's just a damn weirdo.
context: Huh? W-Wait a minute.\Even if you never leave? Just how long have you been living on this pylon?\Let's see... About three years now?\Th...\Three years?!\I probably haven't touched the ground in about a month.\H-Hey, Josuke. I had no idea that an idiot like this lived in Morioh.\This guy isn't an enemy, he's just a damn weirdo. response:	I don't think he's going to attack us.
context: Even if you never leave? Just how long have you been living on this pylon?\Let's see... About three years now?\Th...\Three years?!\I probably haven't touched the ground in about a month.\H-Hey, Josuke. I had no idea that an idiot like this lived in Morioh.\This guy isn't an enemy, he's just a damn weirdo.\I don't think he's going to attack us. response:	True...
context: Let's see... About three years now?\Th...\Three years?!\I probably haven't touched the ground in about a month.\H-Hey, Josuke. I had no idea that an idiot like this lived in Morioh.\This guy isn't an enemy, he's just a damn weirdo.\I don't think he's going to attack us.\True... response:	I guess, for now, we can just head back and report to Jotaro.
context: Th...\Three years?!\I probably haven't touched the ground in about a month.\H-Hey, Josuke. I had no idea that an idiot like this lived in Morioh.\This guy isn't an enemy, he's just a damn weirdo.\I don't think he's going to attack us.\True...\I guess, for now, we can just head back and report to Jotaro. response:	But...
context: Three years?!\I probably haven't touched the ground in about a month.\H-Hey, Josuke. I had no idea that an idiot like this lived in Morioh.\This guy isn't an enemy, he's just a damn weirdo.\I don't think he's going to attack us.\True...\I guess, for now, we can just head back and report to Jotaro.\But... response:	Something's still bugging me...
context: I probably haven't touched the ground in about a month.\H-Hey, Josuke. I had no idea that an idiot like this lived in Morioh.\This guy isn't an enemy, he's just a damn weirdo.\I don't think he's going to attack us.\True...\I guess, for now, we can just head back and report to Jotaro.\But...\Something's still bugging me... response:	July 15th (Thurs) 10:15 AM
context: H-Hey, Josuke. I had no idea that an idiot like this lived in Morioh.\This guy isn't an enemy, he's just a damn weirdo.\I don't think he's going to attack us.\True...\I guess, for now, we can just head back and report to Jotaro.\But...\Something's still bugging me...\July 15th (Thurs) 10:15 AM response:	What's he doing?
context: This guy isn't an enemy, he's just a damn weirdo.\I don't think he's going to attack us.\True...\I guess, for now, we can just head back and report to Jotaro.\But...\Something's still bugging me...\July 15th (Thurs) 10:15 AM\What's he doing? response:	Well, I guess kids take videos, too...
context: I don't think he's going to attack us.\True...\I guess, for now, we can just head back and report to Jotaro.\But...\Something's still bugging me...\July 15th (Thurs) 10:15 AM\What's he doing?\Well, I guess kids take videos, too... response:	But since he's hiding behind that pillar,
context: True...\I guess, for now, we can just head back and report to Jotaro.\But...\Something's still bugging me...\July 15th (Thurs) 10:15 AM\What's he doing?\Well, I guess kids take videos, too...\But since he's hiding behind that pillar, response:	it looks like he's doing the same thing I am.
context: I guess, for now, we can just head back and report to Jotaro.\But...\Something's still bugging me...\July 15th (Thurs) 10:15 AM\What's he doing?\Well, I guess kids take videos, too...\But since he's hiding behind that pillar,\it looks like he's doing the same thing I am. response:	He's following someone and recording their actions...
context: But...\Something's still bugging me...\July 15th (Thurs) 10:15 AM\What's he doing?\Well, I guess kids take videos, too...\But since he's hiding behind that pillar,\it looks like he's doing the same thing I am.\He's following someone and recording their actions... response:	Could he be recording someone here?
context: Something's still bugging me...\July 15th (Thurs) 10:15 AM\What's he doing?\Well, I guess kids take videos, too...\But since he's hiding behind that pillar,\it looks like he's doing the same thing I am.\He's following someone and recording their actions...\Could he be recording someone here? response:	Hayato Kawajiri
context: July 15th (Thurs) 10:15 AM\What's he doing?\Well, I guess kids take videos, too...\But since he's hiding behind that pillar,\it looks like he's doing the same thing I am.\He's following someone and recording their actions...\Could he be recording someone here?\Hayato Kawajiri response:	Hayato Kawajiri, huh...
context: What's he doing?\Well, I guess kids take videos, too...\But since he's hiding behind that pillar,\it looks like he's doing the same thing I am.\He's following someone and recording their actions...\Could he be recording someone here?\Hayato Kawajiri\Hayato Kawajiri, huh... response:	There's something strange...
context: Well, I guess kids take videos, too...\But since he's hiding behind that pillar,\it looks like he's doing the same thing I am.\He's following someone and recording their actions...\Could he be recording someone here?\Hayato Kawajiri\Hayato Kawajiri, huh...\There's something strange... response:	about this kid.
context: But since he's hiding behind that pillar,\it looks like he's doing the same thing I am.\He's following someone and recording their actions...\Could he be recording someone here?\Hayato Kawajiri\Hayato Kawajiri, huh...\There's something strange...\about this kid. response:	July 15th (Thurs) 7:33 AM
context: it looks like he's doing the same thing I am.\He's following someone and recording their actions...\Could he be recording someone here?\Hayato Kawajiri\Hayato Kawajiri, huh...\There's something strange...\about this kid.\July 15th (Thurs) 7:33 AM response:	I'm home.
context: He's following someone and recording their actions...\Could he be recording someone here?\Hayato Kawajiri\Hayato Kawajiri, huh...\There's something strange...\about this kid.\July 15th (Thurs) 7:33 AM\I'm home. response:	Silence
context: Could he be recording someone here?\Hayato Kawajiri\Hayato Kawajiri, huh...\There's something strange...\about this kid.\July 15th (Thurs) 7:33 AM\I'm home.\Silence response:	That's strange.
context: Hayato Kawajiri\Hayato Kawajiri, huh...\There's something strange...\about this kid.\July 15th (Thurs) 7:33 AM\I'm home.\Silence\That's strange. response:	Josuke, you haven't left for school yet?
context: Hayato Kawajiri, huh...\There's something strange...\about this kid.\July 15th (Thurs) 7:33 AM\I'm home.\Silence\That's strange.\Josuke, you haven't left for school yet? response:	Josuke!
context: There's something strange...\about this kid.\July 15th (Thurs) 7:33 AM\I'm home.\Silence\That's strange.\Josuke, you haven't left for school yet?\Josuke! response:	I'm hungry.
context: about this kid.\July 15th (Thurs) 7:33 AM\I'm home.\Silence\That's strange.\Josuke, you haven't left for school yet?\Josuke!\I'm hungry. response:	Josuke, that bastard... This is so rude!
context: July 15th (Thurs) 7:33 AM\I'm home.\Silence\That's strange.\Josuke, you haven't left for school yet?\Josuke!\I'm hungry.\Josuke, that bastard... This is so rude! response:	How dare he take a bite out of my favorite
context: I'm home.\Silence\That's strange.\Josuke, you haven't left for school yet?\Josuke!\I'm hungry.\Josuke, that bastard... This is so rude!\How dare he take a bite out of my favorite response:	Kamakura Custar and then put it back in the fridge?!
context: Silence\That's strange.\Josuke, you haven't left for school yet?\Josuke!\I'm hungry.\Josuke, that bastard... This is so rude!\How dare he take a bite out of my favorite\Kamakura Custar and then put it back in the fridge?! response:	Not to mention, there should have been two left.
context: That's strange.\Josuke, you haven't left for school yet?\Josuke!\I'm hungry.\Josuke, that bastard... This is so rude!\How dare he take a bite out of my favorite\Kamakura Custar and then put it back in the fridge?!\Not to mention, there should have been two left. response:	That kid seriously pisses me off.
context: Josuke, you haven't left for school yet?\Josuke!\I'm hungry.\Josuke, that bastard... This is so rude!\How dare he take a bite out of my favorite\Kamakura Custar and then put it back in the fridge?!\Not to mention, there should have been two left.\That kid seriously pisses me off. response:	July 15th (Thurs) 8:14 AM
context: Josuke!\I'm hungry.\Josuke, that bastard... This is so rude!\How dare he take a bite out of my favorite\Kamakura Custar and then put it back in the fridge?!\Not to mention, there should have been two left.\That kid seriously pisses me off.\July 15th (Thurs) 8:14 AM response:	Hey, something fell out of your pocket.
context: I'm hungry.\Josuke, that bastard... This is so rude!\How dare he take a bite out of my favorite\Kamakura Custar and then put it back in the fridge?!\Not to mention, there should have been two left.\That kid seriously pisses me off.\July 15th (Thurs) 8:14 AM\Hey, something fell out of your pocket. response:	Is that a photograph?
context: Josuke, that bastard... This is so rude!\How dare he take a bite out of my favorite\Kamakura Custar and then put it back in the fridge?!\Not to mention, there should have been two left.\That kid seriously pisses me off.\July 15th (Thurs) 8:14 AM\Hey, something fell out of your pocket.\Is that a photograph? response:	Would you guys mind leaving now?
context: How dare he take a bite out of my favorite\Kamakura Custar and then put it back in the fridge?!\Not to mention, there should have been two left.\That kid seriously pisses me off.\July 15th (Thurs) 8:14 AM\Hey, something fell out of your pocket.\Is that a photograph?\Would you guys mind leaving now? response:	You don't have to pick it up. I'll get it myself later.
context: Kamakura Custar and then put it back in the fridge?!\Not to mention, there should have been two left.\That kid seriously pisses me off.\July 15th (Thurs) 8:14 AM\Hey, something fell out of your pocket.\Is that a photograph?\Would you guys mind leaving now?\You don't have to pick it up. I'll get it myself later. response:	It looks like a Polaroid. What's he panicking for?
context: Not to mention, there should have been two left.\That kid seriously pisses me off.\July 15th (Thurs) 8:14 AM\Hey, something fell out of your pocket.\Is that a photograph?\Would you guys mind leaving now?\You don't have to pick it up. I'll get it myself later.\It looks like a Polaroid. What's he panicking for? response:	Seriously, it's okay! Just leave!
context: That kid seriously pisses me off.\July 15th (Thurs) 8:14 AM\Hey, something fell out of your pocket.\Is that a photograph?\Would you guys mind leaving now?\You don't have to pick it up. I'll get it myself later.\It looks like a Polaroid. What's he panicking for?\Seriously, it's okay! Just leave! response:	What?! You're...
context: July 15th (Thurs) 8:14 AM\Hey, something fell out of your pocket.\Is that a photograph?\Would you guys mind leaving now?\You don't have to pick it up. I'll get it myself later.\It looks like a Polaroid. What's he panicking for?\Seriously, it's okay! Just leave!\What?! You're... response:	Hey! J-J-Josuke!
context: Hey, something fell out of your pocket.\Is that a photograph?\Would you guys mind leaving now?\You don't have to pick it up. I'll get it myself later.\It looks like a Polaroid. What's he panicking for?\Seriously, it's okay! Just leave!\What?! You're...\Hey! J-J-Josuke! response:	You're Kira's dad!
context: Is that a photograph?\Would you guys mind leaving now?\You don't have to pick it up. I'll get it myself later.\It looks like a Polaroid. What's he panicking for?\Seriously, it's okay! Just leave!\What?! You're...\Hey! J-J-Josuke!\You're Kira's dad! response:	I knew the ghost dad was involved in this!
context: Would you guys mind leaving now?\You don't have to pick it up. I'll get it myself later.\It looks like a Polaroid. What's he panicking for?\Seriously, it's okay! Just leave!\What?! You're...\Hey! J-J-Josuke!\You're Kira's dad!\I knew the ghost dad was involved in this! response:	So you've finally come in. I've been waiting for this.
context: You don't have to pick it up. I'll get it myself later.\It looks like a Polaroid. What's he panicking for?\Seriously, it's okay! Just leave!\What?! You're...\Hey! J-J-Josuke!\You're Kira's dad!\I knew the ghost dad was involved in this!\So you've finally come in. I've been waiting for this. response:	When you tell people to come in, they become guarded and don't come in.
context: It looks like a Polaroid. What's he panicking for?\Seriously, it's okay! Just leave!\What?! You're...\Hey! J-J-Josuke!\You're Kira's dad!\I knew the ghost dad was involved in this!\So you've finally come in. I've been waiting for this.\When you tell people to come in, they become guarded and don't come in. response:	But if you tell people not to come in, they get pissed off and come in.
context: Seriously, it's okay! Just leave!\What?! You're...\Hey! J-J-Josuke!\You're Kira's dad!\I knew the ghost dad was involved in this!\So you've finally come in. I've been waiting for this.\When you tell people to come in, they become guarded and don't come in.\But if you tell people not to come in, they get pissed off and come in. response:	You've finally stepped into Superfly, Josuke Higashikata!
context: What?! You're...\Hey! J-J-Josuke!\You're Kira's dad!\I knew the ghost dad was involved in this!\So you've finally come in. I've been waiting for this.\When you tell people to come in, they become guarded and don't come in.\But if you tell people not to come in, they get pissed off and come in.\You've finally stepped into Superfly, Josuke Higashikata! response:	Wh-What?!
context: Hey! J-J-Josuke!\You're Kira's dad!\I knew the ghost dad was involved in this!\So you've finally come in. I've been waiting for this.\When you tell people to come in, they become guarded and don't come in.\But if you tell people not to come in, they get pissed off and come in.\You've finally stepped into Superfly, Josuke Higashikata!\Wh-What?! response:	Well done, Toyohiro Kanedaichi!
context: You're Kira's dad!\I knew the ghost dad was involved in this!\So you've finally come in. I've been waiting for this.\When you tell people to come in, they become guarded and don't come in.\But if you tell people not to come in, they get pissed off and come in.\You've finally stepped into Superfly, Josuke Higashikata!\Wh-What?!\Well done, Toyohiro Kanedaichi! response:	Well done luring that idiot Josuke into Superfly!
context: I knew the ghost dad was involved in this!\So you've finally come in. I've been waiting for this.\When you tell people to come in, they become guarded and don't come in.\But if you tell people not to come in, they get pissed off and come in.\You've finally stepped into Superfly, Josuke Higashikata!\Wh-What?!\Well done, Toyohiro Kanedaichi!\Well done luring that idiot Josuke into Superfly! response:	I commend you!
context: So you've finally come in. I've been waiting for this.\When you tell people to come in, they become guarded and don't come in.\But if you tell people not to come in, they get pissed off and come in.\You've finally stepped into Superfly, Josuke Higashikata!\Wh-What?!\Well done, Toyohiro Kanedaichi!\Well done luring that idiot Josuke into Superfly!\I commend you! response:	Something's not right! Come back, Josuke!
context: When you tell people to come in, they become guarded and don't come in.\But if you tell people not to come in, they get pissed off and come in.\You've finally stepped into Superfly, Josuke Higashikata!\Wh-What?!\Well done, Toyohiro Kanedaichi!\Well done luring that idiot Josuke into Superfly!\I commend you!\Something's not right! Come back, Josuke! response:	No, Kira's dad is right there! The arrow's right there!
context: But if you tell people not to come in, they get pissed off and come in.\You've finally stepped into Superfly, Josuke Higashikata!\Wh-What?!\Well done, Toyohiro Kanedaichi!\Well done luring that idiot Josuke into Superfly!\I commend you!\Something's not right! Come back, Josuke!\No, Kira's dad is right there! The arrow's right there! response:	You bastard!
context: You've finally stepped into Superfly, Josuke Higashikata!\Wh-What?!\Well done, Toyohiro Kanedaichi!\Well done luring that idiot Josuke into Superfly!\I commend you!\Something's not right! Come back, Josuke!\No, Kira's dad is right there! The arrow's right there!\You bastard! response:	Why, you
context: Wh-What?!\Well done, Toyohiro Kanedaichi!\Well done luring that idiot Josuke into Superfly!\I commend you!\Something's not right! Come back, Josuke!\No, Kira's dad is right there! The arrow's right there!\You bastard!\Why, you response:	What?!
context: Well done, Toyohiro Kanedaichi!\Well done luring that idiot Josuke into Superfly!\I commend you!\Something's not right! Come back, Josuke!\No, Kira's dad is right there! The arrow's right there!\You bastard!\Why, you\What?! response:	You see, when someone enters this pylon,
context: Well done luring that idiot Josuke into Superfly!\I commend you!\Something's not right! Come back, Josuke!\No, Kira's dad is right there! The arrow's right there!\You bastard!\Why, you\What?!\You see, when someone enters this pylon, response:	they can't get out until the next person comes in.
context: I commend you!\Something's not right! Come back, Josuke!\No, Kira's dad is right there! The arrow's right there!\You bastard!\Why, you\What?!\You see, when someone enters this pylon,\they can't get out until the next person comes in. response:	If they try to force their way out, they become a part of the pylon themselves.
context: Something's not right! Come back, Josuke!\No, Kira's dad is right there! The arrow's right there!\You bastard!\Why, you\What?!\You see, when someone enters this pylon,\they can't get out until the next person comes in.\If they try to force their way out, they become a part of the pylon themselves. response:	That's my Stand, Superfly!
context: No, Kira's dad is right there! The arrow's right there!\You bastard!\Why, you\What?!\You see, when someone enters this pylon,\they can't get out until the next person comes in.\If they try to force their way out, they become a part of the pylon themselves.\That's my Stand, Superfly! response:	You fell for it, Josuke Higashikata!
context: You bastard!\Why, you\What?!\You see, when someone enters this pylon,\they can't get out until the next person comes in.\If they try to force their way out, they become a part of the pylon themselves.\That's my Stand, Superfly!\You fell for it, Josuke Higashikata! response:	Don't let him get away, Toyohiro Kanedaichi!
context: Why, you\What?!\You see, when someone enters this pylon,\they can't get out until the next person comes in.\If they try to force their way out, they become a part of the pylon themselves.\That's my Stand, Superfly!\You fell for it, Josuke Higashikata!\Don't let him get away, Toyohiro Kanedaichi! response:	Josuke!
context: What?!\You see, when someone enters this pylon,\they can't get out until the next person comes in.\If they try to force their way out, they become a part of the pylon themselves.\That's my Stand, Superfly!\You fell for it, Josuke Higashikata!\Don't let him get away, Toyohiro Kanedaichi!\Josuke! response:	Su
