context: Genshiken response:	I woke up and as usual forgot my cell and missed the Express.
context: Suit yourself.\I-I...\Nice and cold!\If you stand in one place long enough...\If you stand in one place, the sand at your feet steadily washes away.\Eh? Oh, yeah it does...\The illusion of the waves help make it seem like you're going to fall backwards.\O-Ohno? response:	Was that intentional?
context: I-I...\Nice and cold!\If you stand in one place long enough...\If you stand in one place, the sand at your feet steadily washes away.\Eh? Oh, yeah it does...\The illusion of the waves help make it seem like you're going to fall backwards.\O-Ohno?\Was that intentional? response:	She sure is a clever one...
context: Nice and cold!\If you stand in one place long enough...\If you stand in one place, the sand at your feet steadily washes away.\Eh? Oh, yeah it does...\The illusion of the waves help make it seem like you're going to fall backwards.\O-Ohno?\Was that intentional?\She sure is a clever one... response:	Aw, I got my bottom wet...
context: If you stand in one place long enough...\If you stand in one place, the sand at your feet steadily washes away.\Eh? Oh, yeah it does...\The illusion of the waves help make it seem like you're going to fall backwards.\O-Ohno?\Was that intentional?\She sure is a clever one...\Aw, I got my bottom wet... response:	A-Are you okay?
context: If you stand in one place, the sand at your feet steadily washes away.\Eh? Oh, yeah it does...\The illusion of the waves help make it seem like you're going to fall backwards.\O-Ohno?\Was that intentional?\She sure is a clever one...\Aw, I got my bottom wet...\A-Are you okay? response:	Yes...
context: Eh? Oh, yeah it does...\The illusion of the waves help make it seem like you're going to fall backwards.\O-Ohno?\Was that intentional?\She sure is a clever one...\Aw, I got my bottom wet...\A-Are you okay?\Yes... response:	Let's play in the sand some.
context: The illusion of the waves help make it seem like you're going to fall backwards.\O-Ohno?\Was that intentional?\She sure is a clever one...\Aw, I got my bottom wet...\A-Are you okay?\Yes...\Let's play in the sand some. response:	Good idea.
context: O-Ohno?\Was that intentional?\She sure is a clever one...\Aw, I got my bottom wet...\A-Are you okay?\Yes...\Let's play in the sand some.\Good idea. response:	I can handle that...
context: Was that intentional?\She sure is a clever one...\Aw, I got my bottom wet...\A-Are you okay?\Yes...\Let's play in the sand some.\Good idea.\I can handle that... response:	I can see why Kasukabe didn't want to be around us...
context: She sure is a clever one...\Aw, I got my bottom wet...\A-Are you okay?\Yes...\Let's play in the sand some.\Good idea.\I can handle that...\I can see why Kasukabe didn't want to be around us... response:	Yeah, really.
context: Aw, I got my bottom wet...\A-Are you okay?\Yes...\Let's play in the sand some.\Good idea.\I can handle that...\I can see why Kasukabe didn't want to be around us...\Yeah, really. response:	Kohsaka, how about lunch?
context: A-Are you okay?\Yes...\Let's play in the sand some.\Good idea.\I can handle that...\I can see why Kasukabe didn't want to be around us...\Yeah, really.\Kohsaka, how about lunch? response:	Hmm, what do you suppose we should eat?
context: Yes...\Let's play in the sand some.\Good idea.\I can handle that...\I can see why Kasukabe didn't want to be around us...\Yeah, really.\Kohsaka, how about lunch?\Hmm, what do you suppose we should eat? response:	Look at that, you finally came out.
context: Let's play in the sand some.\Good idea.\I can handle that...\I can see why Kasukabe didn't want to be around us...\Yeah, really.\Kohsaka, how about lunch?\Hmm, what do you suppose we should eat?\Look at that, you finally came out. response:	Well, it was inevitable.
context: Good idea.\I can handle that...\I can see why Kasukabe didn't want to be around us...\Yeah, really.\Kohsaka, how about lunch?\Hmm, what do you suppose we should eat?\Look at that, you finally came out.\Well, it was inevitable. response:	After coming all this way...
context: I can handle that...\I can see why Kasukabe didn't want to be around us...\Yeah, really.\Kohsaka, how about lunch?\Hmm, what do you suppose we should eat?\Look at that, you finally came out.\Well, it was inevitable.\After coming all this way... response:	It would've been a waste not to.
context: I can see why Kasukabe didn't want to be around us...\Yeah, really.\Kohsaka, how about lunch?\Hmm, what do you suppose we should eat?\Look at that, you finally came out.\Well, it was inevitable.\After coming all this way...\It would've been a waste not to. response:	Weren't we supposed to stay a 10m radius away from you?
context: Yeah, really.\Kohsaka, how about lunch?\Hmm, what do you suppose we should eat?\Look at that, you finally came out.\Well, it was inevitable.\After coming all this way...\It would've been a waste not to.\Weren't we supposed to stay a 10m radius away from you? response:	Eh?
context: Kohsaka, how about lunch?\Hmm, what do you suppose we should eat?\Look at that, you finally came out.\Well, it was inevitable.\After coming all this way...\It would've been a waste not to.\Weren't we supposed to stay a 10m radius away from you?\Eh? response:	Oh, that was just a joke.
context: Hmm, what do you suppose we should eat?\Look at that, you finally came out.\Well, it was inevitable.\After coming all this way...\It would've been a waste not to.\Weren't we supposed to stay a 10m radius away from you?\Eh?\Oh, that was just a joke. response:	Kohsaka, would you like to go get a cold drink?
context: Look at that, you finally came out.\Well, it was inevitable.\After coming all this way...\It would've been a waste not to.\Weren't we supposed to stay a 10m radius away from you?\Eh?\Oh, that was just a joke.\Kohsaka, would you like to go get a cold drink? response:	That sounds good.
context: Well, it was inevitable.\After coming all this way...\It would've been a waste not to.\Weren't we supposed to stay a 10m radius away from you?\Eh?\Oh, that was just a joke.\Kohsaka, would you like to go get a cold drink?\That sounds good. response:	It's not a joke in your case.
context: After coming all this way...\It would've been a waste not to.\Weren't we supposed to stay a 10m radius away from you?\Eh?\Oh, that was just a joke.\Kohsaka, would you like to go get a cold drink?\That sounds good.\It's not a joke in your case. response:	Darn, maybe this is useless.
context: It would've been a waste not to.\Weren't we supposed to stay a 10m radius away from you?\Eh?\Oh, that was just a joke.\Kohsaka, would you like to go get a cold drink?\That sounds good.\It's not a joke in your case.\Darn, maybe this is useless. response:	Huh? What gives?
context: Weren't we supposed to stay a 10m radius away from you?\Eh?\Oh, that was just a joke.\Kohsaka, would you like to go get a cold drink?\That sounds good.\It's not a joke in your case.\Darn, maybe this is useless.\Huh? What gives? response:	Why are you here?
context: Eh?\Oh, that was just a joke.\Kohsaka, would you like to go get a cold drink?\That sounds good.\It's not a joke in your case.\Darn, maybe this is useless.\Huh? What gives?\Why are you here? response:	S-Same to you.
context: Oh, that was just a joke.\Kohsaka, would you like to go get a cold drink?\That sounds good.\It's not a joke in your case.\Darn, maybe this is useless.\Huh? What gives?\Why are you here?\S-Same to you. response:	So that's how it is, huh?
context: Kohsaka, would you like to go get a cold drink?\That sounds good.\It's not a joke in your case.\Darn, maybe this is useless.\Huh? What gives?\Why are you here?\S-Same to you.\So that's how it is, huh? response:	No, that ain't how it is!
context: That sounds good.\It's not a joke in your case.\Darn, maybe this is useless.\Huh? What gives?\Why are you here?\S-Same to you.\So that's how it is, huh?\No, that ain't how it is! response:	What's that supposed to mean?
context: It's not a joke in your case.\Darn, maybe this is useless.\Huh? What gives?\Why are you here?\S-Same to you.\So that's how it is, huh?\No, that ain't how it is!\What's that supposed to mean? response:	It's none of your business.
context: Darn, maybe this is useless.\Huh? What gives?\Why are you here?\S-Same to you.\So that's how it is, huh?\No, that ain't how it is!\What's that supposed to mean?\It's none of your business. response:	You think you can talk to me that way?
context: Huh? What gives?\Why are you here?\S-Same to you.\So that's how it is, huh?\No, that ain't how it is!\What's that supposed to mean?\It's none of your business.\You think you can talk to me that way? response:	I told you, you're wrong!
context: Why are you here?\S-Same to you.\So that's how it is, huh?\No, that ain't how it is!\What's that supposed to mean?\It's none of your business.\You think you can talk to me that way?\I told you, you're wrong! response:	What the hell's with you?
context: S-Same to you.\So that's how it is, huh?\No, that ain't how it is!\What's that supposed to mean?\It's none of your business.\You think you can talk to me that way?\I told you, you're wrong!\What the hell's with you? response:	Shouting annoys those around you.
context: So that's how it is, huh?\No, that ain't how it is!\What's that supposed to mean?\It's none of your business.\You think you can talk to me that way?\I told you, you're wrong!\What the hell's with you?\Shouting annoys those around you. response:	Look buddy, we're friends of this girl's brother!
context: No, that ain't how it is!\What's that supposed to mean?\It's none of your business.\You think you can talk to me that way?\I told you, you're wrong!\What the hell's with you?\Shouting annoys those around you.\Look buddy, we're friends of this girl's brother! response:	He's here with us too.
context: What's that supposed to mean?\It's none of your business.\You think you can talk to me that way?\I told you, you're wrong!\What the hell's with you?\Shouting annoys those around you.\Look buddy, we're friends of this girl's brother!\He's here with us too. response:	Over there!
context: It's none of your business.\You think you can talk to me that way?\I told you, you're wrong!\What the hell's with you?\Shouting annoys those around you.\Look buddy, we're friends of this girl's brother!\He's here with us too.\Over there! response:	H-Hi...
context: You think you can talk to me that way?\I told you, you're wrong!\What the hell's with you?\Shouting annoys those around you.\Look buddy, we're friends of this girl's brother!\He's here with us too.\Over there!\H-Hi... response:	Yeah, hi...
context: I told you, you're wrong!\What the hell's with you?\Shouting annoys those around you.\Look buddy, we're friends of this girl's brother!\He's here with us too.\Over there!\H-Hi...\Yeah, hi... response:	You didn't come here alone either, right?
context: What the hell's with you?\Shouting annoys those around you.\Look buddy, we're friends of this girl's brother!\He's here with us too.\Over there!\H-Hi...\Yeah, hi...\You didn't come here alone either, right? response:	Let's not start any trouble in public.
context: Shouting annoys those around you.\Look buddy, we're friends of this girl's brother!\He's here with us too.\Over there!\H-Hi...\Yeah, hi...\You didn't come here alone either, right?\Let's not start any trouble in public. response:	I'll message you later.
context: Look buddy, we're friends of this girl's brother!\He's here with us too.\Over there!\H-Hi...\Yeah, hi...\You didn't come here alone either, right?\Let's not start any trouble in public.\I'll message you later. response:	Don't bother.
context: He's here with us too.\Over there!\H-Hi...\Yeah, hi...\You didn't come here alone either, right?\Let's not start any trouble in public.\I'll message you later.\Don't bother. response:	Damn, I am so fallin' for him.
context: Over there!\H-Hi...\Yeah, hi...\You didn't come here alone either, right?\Let's not start any trouble in public.\I'll message you later.\Don't bother.\Damn, I am so fallin' for him. response:	You can move now!
context: H-Hi...\Yeah, hi...\You didn't come here alone either, right?\Let's not start any trouble in public.\I'll message you later.\Don't bother.\Damn, I am so fallin' for him.\You can move now! response:	Are you too stupid to stay out of trouble?
context: Yeah, hi...\You didn't come here alone either, right?\Let's not start any trouble in public.\I'll message you later.\Don't bother.\Damn, I am so fallin' for him.\You can move now!\Are you too stupid to stay out of trouble? response:	That guy thinks he's a bigshot for yelling at people!
context: You didn't come here alone either, right?\Let's not start any trouble in public.\I'll message you later.\Don't bother.\Damn, I am so fallin' for him.\You can move now!\Are you too stupid to stay out of trouble?\That guy thinks he's a bigshot for yelling at people! response:	Sorry, sorry...
context: Let's not start any trouble in public.\I'll message you later.\Don't bother.\Damn, I am so fallin' for him.\You can move now!\Are you too stupid to stay out of trouble?\That guy thinks he's a bigshot for yelling at people!\Sorry, sorry... response:	You sure were quick to run.
context: I'll message you later.\Don't bother.\Damn, I am so fallin' for him.\You can move now!\Are you too stupid to stay out of trouble?\That guy thinks he's a bigshot for yelling at people!\Sorry, sorry...\You sure were quick to run. response:	Because I'm an unreliable bodyguard.
context: Don't bother.\Damn, I am so fallin' for him.\You can move now!\Are you too stupid to stay out of trouble?\That guy thinks he's a bigshot for yelling at people!\Sorry, sorry...\You sure were quick to run.\Because I'm an unreliable bodyguard. response:	Are you okay?
context: Damn, I am so fallin' for him.\You can move now!\Are you too stupid to stay out of trouble?\That guy thinks he's a bigshot for yelling at people!\Sorry, sorry...\You sure were quick to run.\Because I'm an unreliable bodyguard.\Are you okay? response:	Yeah...
context: You can move now!\Are you too stupid to stay out of trouble?\That guy thinks he's a bigshot for yelling at people!\Sorry, sorry...\You sure were quick to run.\Because I'm an unreliable bodyguard.\Are you okay?\Yeah... response:	I'm no match for her...
context: Are you too stupid to stay out of trouble?\That guy thinks he's a bigshot for yelling at people!\Sorry, sorry...\You sure were quick to run.\Because I'm an unreliable bodyguard.\Are you okay?\Yeah...\I'm no match for her... response:	Don't destroy it, Saki.
context: That guy thinks he's a bigshot for yelling at people!\Sorry, sorry...\You sure were quick to run.\Because I'm an unreliable bodyguard.\Are you okay?\Yeah...\I'm no match for her...\Don't destroy it, Saki. response:	Ah, yeah...
context: Sorry, sorry...\You sure were quick to run.\Because I'm an unreliable bodyguard.\Are you okay?\Yeah...\I'm no match for her...\Don't destroy it, Saki.\Ah, yeah... response:	I would've already done it back in grade school...
context: You sure were quick to run.\Because I'm an unreliable bodyguard.\Are you okay?\Yeah...\I'm no match for her...\Don't destroy it, Saki.\Ah, yeah...\I would've already done it back in grade school... response:	That's a closed club, there...
context: Because I'm an unreliable bodyguard.\Are you okay?\Yeah...\I'm no match for her...\Don't destroy it, Saki.\Ah, yeah...\I would've already done it back in grade school...\That's a closed club, there... response:	Sure is.
context: Are you okay?\Yeah...\I'm no match for her...\Don't destroy it, Saki.\Ah, yeah...\I would've already done it back in grade school...\That's a closed club, there...\Sure is. response:	That's Cagliostro Castle.
context: Yeah...\I'm no match for her...\Don't destroy it, Saki.\Ah, yeah...\I would've already done it back in grade school...\That's a closed club, there...\Sure is.\That's Cagliostro Castle. response:	It's true. They've even built in the clock tower.
context: I'm no match for her...\Don't destroy it, Saki.\Ah, yeah...\I would've already done it back in grade school...\That's a closed club, there...\Sure is.\That's Cagliostro Castle.\It's true. They've even built in the clock tower. response:	You mean The Shepherdess and the Chimneysweep?
context: Don't destroy it, Saki.\Ah, yeah...\I would've already done it back in grade school...\That's a closed club, there...\Sure is.\That's Cagliostro Castle.\It's true. They've even built in the clock tower.\You mean The Shepherdess and the Chimneysweep? response:	There you go again.
context: Ah, yeah...\I would've already done it back in grade school...\That's a closed club, there...\Sure is.\That's Cagliostro Castle.\It's true. They've even built in the clock tower.\You mean The Shepherdess and the Chimneysweep?\There you go again. response:	I'm an originals only kind of guy at heart.
context: I would've already done it back in grade school...\That's a closed club, there...\Sure is.\That's Cagliostro Castle.\It's true. They've even built in the clock tower.\You mean The Shepherdess and the Chimneysweep?\There you go again.\I'm an originals only kind of guy at heart. response:	But you like Clarisse.
context: That's a closed club, there...\Sure is.\That's Cagliostro Castle.\It's true. They've even built in the clock tower.\You mean The Shepherdess and the Chimneysweep?\There you go again.\I'm an originals only kind of guy at heart.\But you like Clarisse. response:	That's different!
context: Sure is.\That's Cagliostro Castle.\It's true. They've even built in the clock tower.\You mean The Shepherdess and the Chimneysweep?\There you go again.\I'm an originals only kind of guy at heart.\But you like Clarisse.\That's different! response:	I also like The Fuma Conspiracy.
context: That's Cagliostro Castle.\It's true. They've even built in the clock tower.\You mean The Shepherdess and the Chimneysweep?\There you go again.\I'm an originals only kind of guy at heart.\But you like Clarisse.\That's different!\I also like The Fuma Conspiracy. response:	You recognize the Furukawa Lupin?
context: It's true. They've even built in the clock tower.\You mean The Shepherdess and the Chimneysweep?\There you go again.\I'm an originals only kind of guy at heart.\But you like Clarisse.\That's different!\I also like The Fuma Conspiracy.\You recognize the Furukawa Lupin? response:	It's a good movie, though.
context: You mean The Shepherdess and the Chimneysweep?\There you go again.\I'm an originals only kind of guy at heart.\But you like Clarisse.\That's different!\I also like The Fuma Conspiracy.\You recognize the Furukawa Lupin?\It's a good movie, though. response:	For curveballs I'd love to give the illusory Oshii version as an...
context: There you go again.\I'm an originals only kind of guy at heart.\But you like Clarisse.\That's different!\I also like The Fuma Conspiracy.\You recognize the Furukawa Lupin?\It's a good movie, though.\For curveballs I'd love to give the illusory Oshii version as an... response:	Was something like that planned?
context: I'm an originals only kind of guy at heart.\But you like Clarisse.\That's different!\I also like The Fuma Conspiracy.\You recognize the Furukawa Lupin?\It's a good movie, though.\For curveballs I'd love to give the illusory Oshii version as an...\Was something like that planned? response:	It was supposed to be the third theatrical release...
context: But you like Clarisse.\That's different!\I also like The Fuma Conspiracy.\You recognize the Furukawa Lupin?\It's a good movie, though.\For curveballs I'd love to give the illusory Oshii version as an...\Was something like that planned?\It was supposed to be the third theatrical release... response:	Wish we could have seen that.
context: That's different!\I also like The Fuma Conspiracy.\You recognize the Furukawa Lupin?\It's a good movie, though.\For curveballs I'd love to give the illusory Oshii version as an...\Was something like that planned?\It was supposed to be the third theatrical release...\Wish we could have seen that. response:	Well, no use figuring the age of a dead child.
context: I also like The Fuma Conspiracy.\You recognize the Furukawa Lupin?\It's a good movie, though.\For curveballs I'd love to give the illusory Oshii version as an...\Was something like that planned?\It was supposed to be the third theatrical release...\Wish we could have seen that.\Well, no use figuring the age of a dead child. response:	That's true.
context: You recognize the Furukawa Lupin?\It's a good movie, though.\For curveballs I'd love to give the illusory Oshii version as an...\Was something like that planned?\It was supposed to be the third theatrical release...\Wish we could have seen that.\Well, no use figuring the age of a dead child.\That's true. response:	I've got it!
context: It's a good movie, though.\For curveballs I'd love to give the illusory Oshii version as an...\Was something like that planned?\It was supposed to be the third theatrical release...\Wish we could have seen that.\Well, no use figuring the age of a dead child.\That's true.\I've got it! response:	A way to fight off Kasukabe...
context: For curveballs I'd love to give the illusory Oshii version as an...\Was something like that planned?\It was supposed to be the third theatrical release...\Wish we could have seen that.\Well, no use figuring the age of a dead child.\That's true.\I've got it!\A way to fight off Kasukabe... response:	Why'd you come to my place?
context: Was something like that planned?\It was supposed to be the third theatrical release...\Wish we could have seen that.\Well, no use figuring the age of a dead child.\That's true.\I've got it!\A way to fight off Kasukabe...\Why'd you come to my place? response:	Who cares, just let me stay a while.
context: It was supposed to be the third theatrical release...\Wish we could have seen that.\Well, no use figuring the age of a dead child.\That's true.\I've got it!\A way to fight off Kasukabe...\Why'd you come to my place?\Who cares, just let me stay a while. response:	Huh?
context: Wish we could have seen that.\Well, no use figuring the age of a dead child.\That's true.\I've got it!\A way to fight off Kasukabe...\Why'd you come to my place?\Who cares, just let me stay a while.\Huh? response:	I'm your little sister after all.
context: Well, no use figuring the age of a dead child.\That's true.\I've got it!\A way to fight off Kasukabe...\Why'd you come to my place?\Who cares, just let me stay a while.\Huh?\I'm your little sister after all. response:	Well sure, of course you are.
context: That's true.\I've got it!\A way to fight off Kasukabe...\Why'd you come to my place?\Who cares, just let me stay a while.\Huh?\I'm your little sister after all.\Well sure, of course you are. response:	That's where I have an advantage, genetics.
context: I've got it!\A way to fight off Kasukabe...\Why'd you come to my place?\Who cares, just let me stay a while.\Huh?\I'm your little sister after all.\Well sure, of course you are.\That's where I have an advantage, genetics. response:	So show me some videos, some anime.
context: A way to fight off Kasukabe...\Why'd you come to my place?\Who cares, just let me stay a while.\Huh?\I'm your little sister after all.\Well sure, of course you are.\That's where I have an advantage, genetics.\So show me some videos, some anime. response:	But don't you hate them?
context: Why'd you come to my place?\Who cares, just let me stay a while.\Huh?\I'm your little sister after all.\Well sure, of course you are.\That's where I have an advantage, genetics.\So show me some videos, some anime.\But don't you hate them? response:	Just do it.
context: Who cares, just let me stay a while.\Huh?\I'm your little sister after all.\Well sure, of course you are.\That's where I have an advantage, genetics.\So show me some videos, some anime.\But don't you hate them?\Just do it. response:	And no softy poser stuff, I want hardcore otaku shows.
context: Huh?\I'm your little sister after all.\Well sure, of course you are.\That's where I have an advantage, genetics.\So show me some videos, some anime.\But don't you hate them?\Just do it.\And no softy poser stuff, I want hardcore otaku shows. response:	No!
context: I'm your little sister after all.\Well sure, of course you are.\That's where I have an advantage, genetics.\So show me some videos, some anime.\But don't you hate them?\Just do it.\And no softy poser stuff, I want hardcore otaku shows.\No! response:	If even one of us leaves we'll be eliminated.
context: Well sure, of course you are.\That's where I have an advantage, genetics.\So show me some videos, some anime.\But don't you hate them?\Just do it.\And no softy poser stuff, I want hardcore otaku shows.\No!\If even one of us leaves we'll be eliminated. response:	I can't go on.
context: That's where I have an advantage, genetics.\So show me some videos, some anime.\But don't you hate them?\Just do it.\And no softy poser stuff, I want hardcore otaku shows.\No!\If even one of us leaves we'll be eliminated.\I can't go on. response:	I'm sorry I'm gutless, but this is my limit.
context: So show me some videos, some anime.\But don't you hate them?\Just do it.\And no softy poser stuff, I want hardcore otaku shows.\No!\If even one of us leaves we'll be eliminated.\I can't go on.\I'm sorry I'm gutless, but this is my limit. response:	Tokino!
context: But don't you hate them?\Just do it.\And no softy poser stuff, I want hardcore otaku shows.\No!\If even one of us leaves we'll be eliminated.\I can't go on.\I'm sorry I'm gutless, but this is my limit.\Tokino! response:	Outside, outside, outside, outside.
context: Just do it.\And no softy poser stuff, I want hardcore otaku shows.\No!\If even one of us leaves we'll be eliminated.\I can't go on.\I'm sorry I'm gutless, but this is my limit.\Tokino!\Outside, outside, outside, outside. response:	Just hold out a little longer!
context: And no softy poser stuff, I want hardcore otaku shows.\No!\If even one of us leaves we'll be eliminated.\I can't go on.\I'm sorry I'm gutless, but this is my limit.\Tokino!\Outside, outside, outside, outside.\Just hold out a little longer! response:	The heat must be getting to our opponents too.
context: No!\If even one of us leaves we'll be eliminated.\I can't go on.\I'm sorry I'm gutless, but this is my limit.\Tokino!\Outside, outside, outside, outside.\Just hold out a little longer!\The heat must be getting to our opponents too. response:	Let's talk about something, to take our minds off the heat.
context: If even one of us leaves we'll be eliminated.\I can't go on.\I'm sorry I'm gutless, but this is my limit.\Tokino!\Outside, outside, outside, outside.\Just hold out a little longer!\The heat must be getting to our opponents too.\Let's talk about something, to take our minds off the heat. response:	That won't work!
context: I can't go on.\I'm sorry I'm gutless, but this is my limit.\Tokino!\Outside, outside, outside, outside.\Just hold out a little longer!\The heat must be getting to our opponents too.\Let's talk about something, to take our minds off the heat.\That won't work! response:	Shouldn't you just go to bed?
context: I'm sorry I'm gutless, but this is my limit.\Tokino!\Outside, outside, outside, outside.\Just hold out a little longer!\The heat must be getting to our opponents too.\Let's talk about something, to take our minds off the heat.\That won't work!\Shouldn't you just go to bed? response:	Shut up! Shouldn't you just go to bed?
context: Tokino!\Outside, outside, outside, outside.\Just hold out a little longer!\The heat must be getting to our opponents too.\Let's talk about something, to take our minds off the heat.\That won't work!\Shouldn't you just go to bed?\Shut up! Shouldn't you just go to bed? response:	I want to go to Comic Fest too!
context: Outside, outside, outside, outside.\Just hold out a little longer!\The heat must be getting to our opponents too.\Let's talk about something, to take our minds off the heat.\That won't work!\Shouldn't you just go to bed?\Shut up! Shouldn't you just go to bed?\I want to go to Comic Fest too! response:	Ah, lately she's been watching lots of stuff at my place.
context: Just hold out a little longer!\The heat must be getting to our opponents too.\Let's talk about something, to take our minds off the heat.\That won't work!\Shouldn't you just go to bed?\Shut up! Shouldn't you just go to bed?\I want to go to Comic Fest too!\Ah, lately she's been watching lots of stuff at my place. response:	Looks like she's picked up an interest.
context: The heat must be getting to our opponents too.\Let's talk about something, to take our minds off the heat.\That won't work!\Shouldn't you just go to bed?\Shut up! Shouldn't you just go to bed?\I want to go to Comic Fest too!\Ah, lately she's been watching lots of stuff at my place.\Looks like she's picked up an interest. response:	Kujiun is such a great show...
context: Let's talk about something, to take our minds off the heat.\That won't work!\Shouldn't you just go to bed?\Shut up! Shouldn't you just go to bed?\I want to go to Comic Fest too!\Ah, lately she's been watching lots of stuff at my place.\Looks like she's picked up an interest.\Kujiun is such a great show... response:	Are you trying to become otaku or something?
context: That won't work!\Shouldn't you just go to bed?\Shut up! Shouldn't you just go to bed?\I want to go to Comic Fest too!\Ah, lately she's been watching lots of stuff at my place.\Looks like she's picked up an interest.\Kujiun is such a great show...\Are you trying to become otaku or something? response:	I guess it just seems to suit me.
context: Shouldn't you just go to bed?\Shut up! Shouldn't you just go to bed?\I want to go to Comic Fest too!\Ah, lately she's been watching lots of stuff at my place.\Looks like she's picked up an interest.\Kujiun is such a great show...\Are you trying to become otaku or something?\I guess it just seems to suit me. response:	Right, big bro?
context: Shut up! Shouldn't you just go to bed?\I want to go to Comic Fest too!\Ah, lately she's been watching lots of stuff at my place.\Looks like she's picked up an interest.\Kujiun is such a great show...\Are you trying to become otaku or something?\I guess it just seems to suit me.\Right, big bro? response:	Cut that out.
context: I want to go to Comic Fest too!\Ah, lately she's been watching lots of stuff at my place.\Looks like she's picked up an interest.\Kujiun is such a great show...\Are you trying to become otaku or something?\I guess it just seems to suit me.\Right, big bro?\Cut that out. response:	Are you aware of what's sold there?
context: Ah, lately she's been watching lots of stuff at my place.\Looks like she's picked up an interest.\Kujiun is such a great show...\Are you trying to become otaku or something?\I guess it just seems to suit me.\Right, big bro?\Cut that out.\Are you aware of what's sold there? response:	Manga books, right?
context: Looks like she's picked up an interest.\Kujiun is such a great show...\Are you trying to become otaku or something?\I guess it just seems to suit me.\Right, big bro?\Cut that out.\Are you aware of what's sold there?\Manga books, right? response:	Porn books!
context: Kujiun is such a great show...\Are you trying to become otaku or something?\I guess it just seems to suit me.\Right, big bro?\Cut that out.\Are you aware of what's sold there?\Manga books, right?\Porn books! response:	Just a moment!
context: Are you trying to become otaku or something?\I guess it just seems to suit me.\Right, big bro?\Cut that out.\Are you aware of what's sold there?\Manga books, right?\Porn books!\Just a moment! response:	I know, I know, you're about to say it's not all porn.
context: I guess it just seems to suit me.\Right, big bro?\Cut that out.\Are you aware of what's sold there?\Manga books, right?\Porn books!\Just a moment!\I know, I know, you're about to say it's not all porn. response:	But what is it that you guys buy?
context: Right, big bro?\Cut that out.\Are you aware of what's sold there?\Manga books, right?\Porn books!\Just a moment!\I know, I know, you're about to say it's not all porn.\But what is it that you guys buy? response:	Porn books...
context: Cut that out.\Are you aware of what's sold there?\Manga books, right?\Porn books!\Just a moment!\I know, I know, you're about to say it's not all porn.\But what is it that you guys buy?\Porn books... response:	Want me to show you what they're like?
context: Are you aware of what's sold there?\Manga books, right?\Porn books!\Just a moment!\I know, I know, you're about to say it's not all porn.\But what is it that you guys buy?\Porn books...\Want me to show you what they're like? response:	This place is full of them.
context: Manga books, right?\Porn books!\Just a moment!\I know, I know, you're about to say it's not all porn.\But what is it that you guys buy?\Porn books...\Want me to show you what they're like?\This place is full of them. response:	Hey, you bet I do!
context: Porn books!\Just a moment!\I know, I know, you're about to say it's not all porn.\But what is it that you guys buy?\Porn books...\Want me to show you what they're like?\This place is full of them.\Hey, you bet I do! response:	Would you do the honors, Tanaka?
context: Just a moment!\I know, I know, you're about to say it's not all porn.\But what is it that you guys buy?\Porn books...\Want me to show you what they're like?\This place is full of them.\Hey, you bet I do!\Would you do the honors, Tanaka? response:	Me?
context: I know, I know, you're about to say it's not all porn.\But what is it that you guys buy?\Porn books...\Want me to show you what they're like?\This place is full of them.\Hey, you bet I do!\Would you do the honors, Tanaka?\Me? response:	I don't want to touch that filthy trash.
context: But what is it that you guys buy?\Porn books...\Want me to show you what they're like?\This place is full of them.\Hey, you bet I do!\Would you do the honors, Tanaka?\Me?\I don't want to touch that filthy trash. response:	No joke, porn manga.
context: Porn books...\Want me to show you what they're like?\This place is full of them.\Hey, you bet I do!\Would you do the honors, Tanaka?\Me?\I don't want to touch that filthy trash.\No joke, porn manga. response:	Isn't it?
context: Want me to show you what they're like?\This place is full of them.\Hey, you bet I do!\Would you do the honors, Tanaka?\Me?\I don't want to touch that filthy trash.\No joke, porn manga.\Isn't it? response:	What a disgrace.
context: This place is full of them.\Hey, you bet I do!\Would you do the honors, Tanaka?\Me?\I don't want to touch that filthy trash.\No joke, porn manga.\Isn't it?\What a disgrace. response:	They even have Nekodora porn!
context: Hey, you bet I do!\Would you do the honors, Tanaka?\Me?\I don't want to touch that filthy trash.\No joke, porn manga.\Isn't it?\What a disgrace.\They even have Nekodora porn! response:	What?
context: Would you do the honors, Tanaka?\Me?\I don't want to touch that filthy trash.\No joke, porn manga.\Isn't it?\What a disgrace.\They even have Nekodora porn!\What? response:	We're talking about a tightly packed line of dozens of thousands of guys...
context: Me?\I don't want to touch that filthy trash.\No joke, porn manga.\Isn't it?\What a disgrace.\They even have Nekodora porn!\What?\We're talking about a tightly packed line of dozens of thousands of guys... response:	You talk as if you've been there.
context: I don't want to touch that filthy trash.\No joke, porn manga.\Isn't it?\What a disgrace.\They even have Nekodora porn!\What?\We're talking about a tightly packed line of dozens of thousands of guys...\You talk as if you've been there. response:	Is everyone there to buy this stuff?
context: No joke, porn manga.\Isn't it?\What a disgrace.\They even have Nekodora porn!\What?\We're talking about a tightly packed line of dozens of thousands of guys...\You talk as if you've been there.\Is everyone there to buy this stuff? response:	Yes!
context: Isn't it?\What a disgrace.\They even have Nekodora porn!\What?\We're talking about a tightly packed line of dozens of thousands of guys...\You talk as if you've been there.\Is everyone there to buy this stuff?\Yes! response:	No, not everyone is!
