context: Overview response:	Tokyo
context: Depression Depression Depression Depression Depression Depression Depression\Still so much to write...\I haven't had to write lines since elementary school...\You shouldn't have been reading it in class.\But I just couldn't wait...\So, what else?\There's nothing else.\For now, there's nothing about the project being canceled. response:	Then, it's okay, right?
context: Still so much to write...\I haven't had to write lines since elementary school...\You shouldn't have been reading it in class.\But I just couldn't wait...\So, what else?\There's nothing else.\For now, there's nothing about the project being canceled.\Then, it's okay, right? response:	You sure?
context: I haven't had to write lines since elementary school...\You shouldn't have been reading it in class.\But I just couldn't wait...\So, what else?\There's nothing else.\For now, there's nothing about the project being canceled.\Then, it's okay, right?\You sure? response:	We lend manga
context: You shouldn't have been reading it in class.\But I just couldn't wait...\So, what else?\There's nothing else.\For now, there's nothing about the project being canceled.\Then, it's okay, right?\You sure?\We lend manga response:	Even if it hasn't been canceled, it won't be that simple for you to get on.
context: But I just couldn't wait...\So, what else?\There's nothing else.\For now, there's nothing about the project being canceled.\Then, it's okay, right?\You sure?\We lend manga\Even if it hasn't been canceled, it won't be that simple for you to get on. response:	Just because it's for civilians doesn't change that.
context: So, what else?\There's nothing else.\For now, there's nothing about the project being canceled.\Then, it's okay, right?\You sure?\We lend manga\Even if it hasn't been canceled, it won't be that simple for you to get on.\Just because it's for civilians doesn't change that. response:	Oh, but Shirase-chan is the daughter of an expedition member!
context: There's nothing else.\For now, there's nothing about the project being canceled.\Then, it's okay, right?\You sure?\We lend manga\Even if it hasn't been canceled, it won't be that simple for you to get on.\Just because it's for civilians doesn't change that.\Oh, but Shirase-chan is the daughter of an expedition member! response:	It's not like getting family seats at a concert.
context: For now, there's nothing about the project being canceled.\Then, it's okay, right?\You sure?\We lend manga\Even if it hasn't been canceled, it won't be that simple for you to get on.\Just because it's for civilians doesn't change that.\Oh, but Shirase-chan is the daughter of an expedition member!\It's not like getting family seats at a concert. response:	They're not gonna let you on the ship that easily.
context: Then, it's okay, right?\You sure?\We lend manga\Even if it hasn't been canceled, it won't be that simple for you to get on.\Just because it's for civilians doesn't change that.\Oh, but Shirase-chan is the daughter of an expedition member!\It's not like getting family seats at a concert.\They're not gonna let you on the ship that easily. response:	I see...
context: You sure?\We lend manga\Even if it hasn't been canceled, it won't be that simple for you to get on.\Just because it's for civilians doesn't change that.\Oh, but Shirase-chan is the daughter of an expedition member!\It's not like getting family seats at a concert.\They're not gonna let you on the ship that easily.\I see... response:	You're probably right.
context: We lend manga\Even if it hasn't been canceled, it won't be that simple for you to get on.\Just because it's for civilians doesn't change that.\Oh, but Shirase-chan is the daughter of an expedition member!\It's not like getting family seats at a concert.\They're not gonna let you on the ship that easily.\I see...\You're probably right. response:	You're going to see her soon, right?
context: Even if it hasn't been canceled, it won't be that simple for you to get on.\Just because it's for civilians doesn't change that.\Oh, but Shirase-chan is the daughter of an expedition member!\It's not like getting family seats at a concert.\They're not gonna let you on the ship that easily.\I see...\You're probably right.\You're going to see her soon, right? response:	You should just ask her straight up.
context: Just because it's for civilians doesn't change that.\Oh, but Shirase-chan is the daughter of an expedition member!\It's not like getting family seats at a concert.\They're not gonna let you on the ship that easily.\I see...\You're probably right.\You're going to see her soon, right?\You should just ask her straight up. response:	Okay... got it.
context: Oh, but Shirase-chan is the daughter of an expedition member!\It's not like getting family seats at a concert.\They're not gonna let you on the ship that easily.\I see...\You're probably right.\You're going to see her soon, right?\You should just ask her straight up.\Okay... got it. response:	Depression Depression Depression Depression Got it
context: It's not like getting family seats at a concert.\They're not gonna let you on the ship that easily.\I see...\You're probably right.\You're going to see her soon, right?\You should just ask her straight up.\Okay... got it.\Depression Depression Depression Depression Got it response:	Sorry!
context: They're not gonna let you on the ship that easily.\I see...\You're probably right.\You're going to see her soon, right?\You should just ask her straight up.\Okay... got it.\Depression Depression Depression Depression Got it\Sorry! response:	Punctuality is crucial.
context: I see...\You're probably right.\You're going to see her soon, right?\You should just ask her straight up.\Okay... got it.\Depression Depression Depression Depression Got it\Sorry!\Punctuality is crucial. response:	That goes double when we're in Antarctica.
context: You're probably right.\You're going to see her soon, right?\You should just ask her straight up.\Okay... got it.\Depression Depression Depression Depression Got it\Sorry!\Punctuality is crucial.\That goes double when we're in Antarctica. response:	A few minutes can mean the difference between life or death.
context: You're going to see her soon, right?\You should just ask her straight up.\Okay... got it.\Depression Depression Depression Depression Got it\Sorry!\Punctuality is crucial.\That goes double when we're in Antarctica.\A few minutes can mean the difference between life or death. response:	But I told you, the teacher got mad at me...
context: You should just ask her straight up.\Okay... got it.\Depression Depression Depression Depression Got it\Sorry!\Punctuality is crucial.\That goes double when we're in Antarctica.\A few minutes can mean the difference between life or death.\But I told you, the teacher got mad at me... response:	Did you find a job?
context: Okay... got it.\Depression Depression Depression Depression Got it\Sorry!\Punctuality is crucial.\That goes double when we're in Antarctica.\A few minutes can mean the difference between life or death.\But I told you, the teacher got mad at me...\Did you find a job? response:	I told you to pick one by today.
context: Depression Depression Depression Depression Got it\Sorry!\Punctuality is crucial.\That goes double when we're in Antarctica.\A few minutes can mean the difference between life or death.\But I told you, the teacher got mad at me...\Did you find a job?\I told you to pick one by today. response:	I know, but...
context: Sorry!\Punctuality is crucial.\That goes double when we're in Antarctica.\A few minutes can mean the difference between life or death.\But I told you, the teacher got mad at me...\Did you find a job?\I told you to pick one by today.\I know, but... response:	Look, it's just the cost of a ticket to Australia, right?
context: Punctuality is crucial.\That goes double when we're in Antarctica.\A few minutes can mean the difference between life or death.\But I told you, the teacher got mad at me...\Did you find a job?\I told you to pick one by today.\I know, but...\Look, it's just the cost of a ticket to Australia, right? response:	I'm sure I can scrape up the money over summer vacation...
context: That goes double when we're in Antarctica.\A few minutes can mean the difference between life or death.\But I told you, the teacher got mad at me...\Did you find a job?\I told you to pick one by today.\I know, but...\Look, it's just the cost of a ticket to Australia, right?\I'm sure I can scrape up the money over summer vacation... response:	You should have as much money as possible, just in case.
context: A few minutes can mean the difference between life or death.\But I told you, the teacher got mad at me...\Did you find a job?\I told you to pick one by today.\I know, but...\Look, it's just the cost of a ticket to Australia, right?\I'm sure I can scrape up the money over summer vacation...\You should have as much money as possible, just in case. response:	Here, I looked for you.
context: But I told you, the teacher got mad at me...\Did you find a job?\I told you to pick one by today.\I know, but...\Look, it's just the cost of a ticket to Australia, right?\I'm sure I can scrape up the money over summer vacation...\You should have as much money as possible, just in case.\Here, I looked for you. response:	Really?
context: Did you find a job?\I told you to pick one by today.\I know, but...\Look, it's just the cost of a ticket to Australia, right?\I'm sure I can scrape up the money over summer vacation...\You should have as much money as possible, just in case.\Here, I looked for you.\Really? response:	Girls in high school.
context: I told you to pick one by today.\I know, but...\Look, it's just the cost of a ticket to Australia, right?\I'm sure I can scrape up the money over summer vacation...\You should have as much money as possible, just in case.\Here, I looked for you.\Really?\Girls in high school. response:	A job in the hospitality industry.
context: I know, but...\Look, it's just the cost of a ticket to Australia, right?\I'm sure I can scrape up the money over summer vacation...\You should have as much money as possible, just in case.\Here, I looked for you.\Really?\Girls in high school.\A job in the hospitality industry. response:	You talk to boys and go on walks with them, it says.
context: Look, it's just the cost of a ticket to Australia, right?\I'm sure I can scrape up the money over summer vacation...\You should have as much money as possible, just in case.\Here, I looked for you.\Really?\Girls in high school.\A job in the hospitality industry.\You talk to boys and go on walks with them, it says. response:	Nice wage, isn't it?
context: I'm sure I can scrape up the money over summer vacation...\You should have as much money as possible, just in case.\Here, I looked for you.\Really?\Girls in high school.\A job in the hospitality industry.\You talk to boys and go on walks with them, it says.\Nice wage, isn't it? response:	Yeah, it is...
context: You should have as much money as possible, just in case.\Here, I looked for you.\Really?\Girls in high school.\A job in the hospitality industry.\You talk to boys and go on walks with them, it says.\Nice wage, isn't it?\Yeah, it is... response:	Here come the PonPon Girls!
context: Here, I looked for you.\Really?\Girls in high school.\A job in the hospitality industry.\You talk to boys and go on walks with them, it says.\Nice wage, isn't it?\Yeah, it is...\Here come the PonPon Girls! response:	If you hit the jackpot, you can take me home with you!
context: Really?\Girls in high school.\A job in the hospitality industry.\You talk to boys and go on walks with them, it says.\Nice wage, isn't it?\Yeah, it is...\Here come the PonPon Girls!\If you hit the jackpot, you can take me home with you! response:	R-Really?
context: Girls in high school.\A job in the hospitality industry.\You talk to boys and go on walks with them, it says.\Nice wage, isn't it?\Yeah, it is...\Here come the PonPon Girls!\If you hit the jackpot, you can take me home with you!\R-Really? response:	Yeah, Megu-chan had to tell me about it, too...
context: A job in the hospitality industry.\You talk to boys and go on walks with them, it says.\Nice wage, isn't it?\Yeah, it is...\Here come the PonPon Girls!\If you hit the jackpot, you can take me home with you!\R-Really?\Yeah, Megu-chan had to tell me about it, too... response:	I guess you can be pretty stupid sometimes, too, Shirase-chan...
context: You talk to boys and go on walks with them, it says.\Nice wage, isn't it?\Yeah, it is...\Here come the PonPon Girls!\If you hit the jackpot, you can take me home with you!\R-Really?\Yeah, Megu-chan had to tell me about it, too...\I guess you can be pretty stupid sometimes, too, Shirase-chan... response:	I'm not stupid!
context: Nice wage, isn't it?\Yeah, it is...\Here come the PonPon Girls!\If you hit the jackpot, you can take me home with you!\R-Really?\Yeah, Megu-chan had to tell me about it, too...\I guess you can be pretty stupid sometimes, too, Shirase-chan...\I'm not stupid! response:	I just didn't know.
context: Yeah, it is...\Here come the PonPon Girls!\If you hit the jackpot, you can take me home with you!\R-Really?\Yeah, Megu-chan had to tell me about it, too...\I guess you can be pretty stupid sometimes, too, Shirase-chan...\I'm not stupid!\I just didn't know. response:	High School Girl Outing Requests Michika's Diary T-san, thanks for always asking for me! I went out with T-san and Tada who always ask for me! I said I love barbecue, so he took me out to that famous restaurant!
context: Here come the PonPon Girls!\If you hit the jackpot, you can take me home with you!\R-Really?\Yeah, Megu-chan had to tell me about it, too...\I guess you can be pretty stupid sometimes, too, Shirase-chan...\I'm not stupid!\I just didn't know.\High School Girl Outing Requests Michika's Diary T-san, thanks for always asking for me! I went out with T-san and Tada who always ask for me! I said I love barbecue, so he took me out to that famous restaurant! response:	New Message Did you ask Antarctica?
context: If you hit the jackpot, you can take me home with you!\R-Really?\Yeah, Megu-chan had to tell me about it, too...\I guess you can be pretty stupid sometimes, too, Shirase-chan...\I'm not stupid!\I just didn't know.\High School Girl Outing Requests Michika's Diary T-san, thanks for always asking for me! I went out with T-san and Tada who always ask for me! I said I love barbecue, so he took me out to that famous restaurant!\New Message Did you ask Antarctica? response:	What was that?
context: R-Really?\Yeah, Megu-chan had to tell me about it, too...\I guess you can be pretty stupid sometimes, too, Shirase-chan...\I'm not stupid!\I just didn't know.\High School Girl Outing Requests Michika's Diary T-san, thanks for always asking for me! I went out with T-san and Tada who always ask for me! I said I love barbecue, so he took me out to that famous restaurant!\New Message Did you ask Antarctica?\What was that? response:	A friend of mine.
context: Yeah, Megu-chan had to tell me about it, too...\I guess you can be pretty stupid sometimes, too, Shirase-chan...\I'm not stupid!\I just didn't know.\High School Girl Outing Requests Michika's Diary T-san, thanks for always asking for me! I went out with T-san and Tada who always ask for me! I said I love barbecue, so he took me out to that famous restaurant!\New Message Did you ask Antarctica?\What was that?\A friend of mine. response:	She's worried about whether or not they'll really let us go.
context: I guess you can be pretty stupid sometimes, too, Shirase-chan...\I'm not stupid!\I just didn't know.\High School Girl Outing Requests Michika's Diary T-san, thanks for always asking for me! I went out with T-san and Tada who always ask for me! I said I love barbecue, so he took me out to that famous restaurant!\New Message Did you ask Antarctica?\What was that?\A friend of mine.\She's worried about whether or not they'll really let us go. response:	You don't believe me?
context: I'm not stupid!\I just didn't know.\High School Girl Outing Requests Michika's Diary T-san, thanks for always asking for me! I went out with T-san and Tada who always ask for me! I said I love barbecue, so he took me out to that famous restaurant!\New Message Did you ask Antarctica?\What was that?\A friend of mine.\She's worried about whether or not they'll really let us go.\You don't believe me? response:	It's not that I don't believe you...
context: I just didn't know.\High School Girl Outing Requests Michika's Diary T-san, thanks for always asking for me! I went out with T-san and Tada who always ask for me! I said I love barbecue, so he took me out to that famous restaurant!\New Message Did you ask Antarctica?\What was that?\A friend of mine.\She's worried about whether or not they'll really let us go.\You don't believe me?\It's not that I don't believe you... response:	Well, no big Antarctic News Did you ask Antarctica?
context: High School Girl Outing Requests Michika's Diary T-san, thanks for always asking for me! I went out with T-san and Tada who always ask for me! I said I love barbecue, so he took me out to that famous restaurant!\New Message Did you ask Antarctica?\What was that?\A friend of mine.\She's worried about whether or not they'll really let us go.\You don't believe me?\It's not that I don't believe you...\Well, no big Antarctic News Did you ask Antarctica? response:	But there's no guarantee, I guess...
context: New Message Did you ask Antarctica?\What was that?\A friend of mine.\She's worried about whether or not they'll really let us go.\You don't believe me?\It's not that I don't believe you...\Well, no big Antarctic News Did you ask Antarctica?\But there's no guarantee, I guess... response:	Struggles to Fund Civilian Antarctic Expedition
context: What was that?\A friend of mine.\She's worried about whether or not they'll really let us go.\You don't believe me?\It's not that I don't believe you...\Well, no big Antarctic News Did you ask Antarctica?\But there's no guarantee, I guess...\Struggles to Fund Civilian Antarctic Expedition response:	I mean, it's pretty worrying, right?
context: A friend of mine.\She's worried about whether or not they'll really let us go.\You don't believe me?\It's not that I don't believe you...\Well, no big Antarctic News Did you ask Antarctica?\But there's no guarantee, I guess...\Struggles to Fund Civilian Antarctic Expedition\I mean, it's pretty worrying, right? response:	And even if it isn't canceled, we don't know if they'll let us join...
context: She's worried about whether or not they'll really let us go.\You don't believe me?\It's not that I don't believe you...\Well, no big Antarctic News Did you ask Antarctica?\But there's no guarantee, I guess...\Struggles to Fund Civilian Antarctic Expedition\I mean, it's pretty worrying, right?\And even if it isn't canceled, we don't know if they'll let us join... response:	They will.
context: You don't believe me?\It's not that I don't believe you...\Well, no big Antarctic News Did you ask Antarctica?\But there's no guarantee, I guess...\Struggles to Fund Civilian Antarctic Expedition\I mean, it's pretty worrying, right?\And even if it isn't canceled, we don't know if they'll let us join...\They will. response:	I'm the daughter of Kobuchizawa Takako, after all.
context: It's not that I don't believe you...\Well, no big Antarctic News Did you ask Antarctica?\But there's no guarantee, I guess...\Struggles to Fund Civilian Antarctic Expedition\I mean, it's pretty worrying, right?\And even if it isn't canceled, we don't know if they'll let us join...\They will.\I'm the daughter of Kobuchizawa Takako, after all. response:	You're sure?
context: Well, no big Antarctic News Did you ask Antarctica?\But there's no guarantee, I guess...\Struggles to Fund Civilian Antarctic Expedition\I mean, it's pretty worrying, right?\And even if it isn't canceled, we don't know if they'll let us join...\They will.\I'm the daughter of Kobuchizawa Takako, after all.\You're sure? response:	Is that enough to qualify?
context: But there's no guarantee, I guess...\Struggles to Fund Civilian Antarctic Expedition\I mean, it's pretty worrying, right?\And even if it isn't canceled, we don't know if they'll let us join...\They will.\I'm the daughter of Kobuchizawa Takako, after all.\You're sure?\Is that enough to qualify? response:	I assure you, it is.
context: Struggles to Fund Civilian Antarctic Expedition\I mean, it's pretty worrying, right?\And even if it isn't canceled, we don't know if they'll let us join...\They will.\I'm the daughter of Kobuchizawa Takako, after all.\You're sure?\Is that enough to qualify?\I assure you, it is. response:	You think so? But...
context: I mean, it's pretty worrying, right?\And even if it isn't canceled, we don't know if they'll let us join...\They will.\I'm the daughter of Kobuchizawa Takako, after all.\You're sure?\Is that enough to qualify?\I assure you, it is.\You think so? But... response:	If you don't want to do this anymore, you can just say so.
context: And even if it isn't canceled, we don't know if they'll let us join...\They will.\I'm the daughter of Kobuchizawa Takako, after all.\You're sure?\Is that enough to qualify?\I assure you, it is.\You think so? But...\If you don't want to do this anymore, you can just say so. response:	How dare you try to blame it on me...
context: They will.\I'm the daughter of Kobuchizawa Takako, after all.\You're sure?\Is that enough to qualify?\I assure you, it is.\You think so? But...\If you don't want to do this anymore, you can just say so.\How dare you try to blame it on me... response:	It's not that I don't want to do it!
context: I'm the daughter of Kobuchizawa Takako, after all.\You're sure?\Is that enough to qualify?\I assure you, it is.\You think so? But...\If you don't want to do this anymore, you can just say so.\How dare you try to blame it on me...\It's not that I don't want to do it! response:	I just don't want to fail!
context: You're sure?\Is that enough to qualify?\I assure you, it is.\You think so? But...\If you don't want to do this anymore, you can just say so.\How dare you try to blame it on me...\It's not that I don't want to do it!\I just don't want to fail! response:	I don't want to think I just shouldn't have bothered!
context: Is that enough to qualify?\I assure you, it is.\You think so? But...\If you don't want to do this anymore, you can just say so.\How dare you try to blame it on me...\It's not that I don't want to do it!\I just don't want to fail!\I don't want to think I just shouldn't have bothered! response:	I would rather think I wish I'd gone! I wish I'd followed Shirase-chan's plan!
context: I assure you, it is.\You think so? But...\If you don't want to do this anymore, you can just say so.\How dare you try to blame it on me...\It's not that I don't want to do it!\I just don't want to fail!\I don't want to think I just shouldn't have bothered!\I would rather think I wish I'd gone! I wish I'd followed Shirase-chan's plan! response:	I really am aware of the whole situation.
context: You think so? But...\If you don't want to do this anymore, you can just say so.\How dare you try to blame it on me...\It's not that I don't want to do it!\I just don't want to fail!\I don't want to think I just shouldn't have bothered!\I would rather think I wish I'd gone! I wish I'd followed Shirase-chan's plan!\I really am aware of the whole situation. response:	I've thought up a plan, too.
context: If you don't want to do this anymore, you can just say so.\How dare you try to blame it on me...\It's not that I don't want to do it!\I just don't want to fail!\I don't want to think I just shouldn't have bothered!\I would rather think I wish I'd gone! I wish I'd followed Shirase-chan's plan!\I really am aware of the whole situation.\I've thought up a plan, too. response:	You do?
context: How dare you try to blame it on me...\It's not that I don't want to do it!\I just don't want to fail!\I don't want to think I just shouldn't have bothered!\I would rather think I wish I'd gone! I wish I'd followed Shirase-chan's plan!\I really am aware of the whole situation.\I've thought up a plan, too.\You do? response:	Yeah.
context: It's not that I don't want to do it!\I just don't want to fail!\I don't want to think I just shouldn't have bothered!\I would rather think I wish I'd gone! I wish I'd followed Shirase-chan's plan!\I really am aware of the whole situation.\I've thought up a plan, too.\You do?\Yeah. response:	I'll explain the whole thing, so you should keep making your preparations.
context: I just don't want to fail!\I don't want to think I just shouldn't have bothered!\I would rather think I wish I'd gone! I wish I'd followed Shirase-chan's plan!\I really am aware of the whole situation.\I've thought up a plan, too.\You do?\Yeah.\I'll explain the whole thing, so you should keep making your preparations. response:	Okay, sure thing!
context: I don't want to think I just shouldn't have bothered!\I would rather think I wish I'd gone! I wish I'd followed Shirase-chan's plan!\I really am aware of the whole situation.\I've thought up a plan, too.\You do?\Yeah.\I'll explain the whole thing, so you should keep making your preparations.\Okay, sure thing! response:	Part-time Employees Wanted
context: I would rather think I wish I'd gone! I wish I'd followed Shirase-chan's plan!\I really am aware of the whole situation.\I've thought up a plan, too.\You do?\Yeah.\I'll explain the whole thing, so you should keep making your preparations.\Okay, sure thing!\Part-time Employees Wanted response:	I got a job!
context: I really am aware of the whole situation.\I've thought up a plan, too.\You do?\Yeah.\I'll explain the whole thing, so you should keep making your preparations.\Okay, sure thing!\Part-time Employees Wanted\I got a job! response:	Do you wish me to warm that up for you?
context: I've thought up a plan, too.\You do?\Yeah.\I'll explain the whole thing, so you should keep making your preparations.\Okay, sure thing!\Part-time Employees Wanted\I got a job!\Do you wish me to warm that up for you? response:	Well, you can learn it as you go.
context: You do?\Yeah.\I'll explain the whole thing, so you should keep making your preparations.\Okay, sure thing!\Part-time Employees Wanted\I got a job!\Do you wish me to warm that up for you?\Well, you can learn it as you go. response:	First, handle the restocking.
context: Yeah.\I'll explain the whole thing, so you should keep making your preparations.\Okay, sure thing!\Part-time Employees Wanted\I got a job!\Do you wish me to warm that up for you?\Well, you can learn it as you go.\First, handle the restocking. response:	Miyake-san over there will tell you what to do.
context: I'll explain the whole thing, so you should keep making your preparations.\Okay, sure thing!\Part-time Employees Wanted\I got a job!\Do you wish me to warm that up for you?\Well, you can learn it as you go.\First, handle the restocking.\Miyake-san over there will tell you what to do. response:	Yes, sir!
context: Okay, sure thing!\Part-time Employees Wanted\I got a job!\Do you wish me to warm that up for you?\Well, you can learn it as you go.\First, handle the restocking.\Miyake-san over there will tell you what to do.\Yes, sir! response:	Excuse me...
context: Part-time Employees Wanted\I got a job!\Do you wish me to warm that up for you?\Well, you can learn it as you go.\First, handle the restocking.\Miyake-san over there will tell you what to do.\Yes, sir!\Excuse me... response:	Um, I'm Tamaki. I'm joining the team as of today.
context: I got a job!\Do you wish me to warm that up for you?\Well, you can learn it as you go.\First, handle the restocking.\Miyake-san over there will tell you what to do.\Yes, sir!\Excuse me...\Um, I'm Tamaki. I'm joining the team as of today. response:	I look forward to working with you.
context: Do you wish me to warm that up for you?\Well, you can learn it as you go.\First, handle the restocking.\Miyake-san over there will tell you what to do.\Yes, sir!\Excuse me...\Um, I'm Tamaki. I'm joining the team as of today.\I look forward to working with you. response:	Tamaki?
context: Well, you can learn it as you go.\First, handle the restocking.\Miyake-san over there will tell you what to do.\Yes, sir!\Excuse me...\Um, I'm Tamaki. I'm joining the team as of today.\I look forward to working with you.\Tamaki? response:	Tamaki Mari.
context: First, handle the restocking.\Miyake-san over there will tell you what to do.\Yes, sir!\Excuse me...\Um, I'm Tamaki. I'm joining the team as of today.\I look forward to working with you.\Tamaki?\Tamaki Mari. response:	Oh, that's why you're Kimari.
context: Miyake-san over there will tell you what to do.\Yes, sir!\Excuse me...\Um, I'm Tamaki. I'm joining the team as of today.\I look forward to working with you.\Tamaki?\Tamaki Mari.\Oh, that's why you're Kimari. response:	I'm Miyake Hinata.
context: Yes, sir!\Excuse me...\Um, I'm Tamaki. I'm joining the team as of today.\I look forward to working with you.\Tamaki?\Tamaki Mari.\Oh, that's why you're Kimari.\I'm Miyake Hinata. response:	How old're you?
context: Excuse me...\Um, I'm Tamaki. I'm joining the team as of today.\I look forward to working with you.\Tamaki?\Tamaki Mari.\Oh, that's why you're Kimari.\I'm Miyake Hinata.\How old're you? response:	Sixteen. Second year high school.
context: Um, I'm Tamaki. I'm joining the team as of today.\I look forward to working with you.\Tamaki?\Tamaki Mari.\Oh, that's why you're Kimari.\I'm Miyake Hinata.\How old're you?\Sixteen. Second year high school. response:	Same here! Nice to meetcha!
context: I look forward to working with you.\Tamaki?\Tamaki Mari.\Oh, that's why you're Kimari.\I'm Miyake Hinata.\How old're you?\Sixteen. Second year high school.\Same here! Nice to meetcha! response:	L-Likewise...
context: Tamaki?\Tamaki Mari.\Oh, that's why you're Kimari.\I'm Miyake Hinata.\How old're you?\Sixteen. Second year high school.\Same here! Nice to meetcha!\L-Likewise... response:	You go to Tatara Nishi High, right?
context: Tamaki Mari.\Oh, that's why you're Kimari.\I'm Miyake Hinata.\How old're you?\Sixteen. Second year high school.\Same here! Nice to meetcha!\L-Likewise...\You go to Tatara Nishi High, right? response:	Yeah, Tanishi.
context: Oh, that's why you're Kimari.\I'm Miyake Hinata.\How old're you?\Sixteen. Second year high school.\Same here! Nice to meetcha!\L-Likewise...\You go to Tatara Nishi High, right?\Yeah, Tanishi. response:	Why the sudden need for a job?
context: I'm Miyake Hinata.\How old're you?\Sixteen. Second year high school.\Same here! Nice to meetcha!\L-Likewise...\You go to Tatara Nishi High, right?\Yeah, Tanishi.\Why the sudden need for a job? response:	There's a place I want to go, so I need money.
context: How old're you?\Sixteen. Second year high school.\Same here! Nice to meetcha!\L-Likewise...\You go to Tatara Nishi High, right?\Yeah, Tanishi.\Why the sudden need for a job?\There's a place I want to go, so I need money. response:	Would that place happen to be...
context: Sixteen. Second year high school.\Same here! Nice to meetcha!\L-Likewise...\You go to Tatara Nishi High, right?\Yeah, Tanishi.\Why the sudden need for a job?\There's a place I want to go, so I need money.\Would that place happen to be... response:	Antarctica?
context: Same here! Nice to meetcha!\L-Likewise...\You go to Tatara Nishi High, right?\Yeah, Tanishi.\Why the sudden need for a job?\There's a place I want to go, so I need money.\Would that place happen to be...\Antarctica? response:	Polar Drink
context: L-Likewise...\You go to Tatara Nishi High, right?\Yeah, Tanishi.\Why the sudden need for a job?\There's a place I want to go, so I need money.\Would that place happen to be...\Antarctica?\Polar Drink response:	Weddell Seal Soda
context: You go to Tatara Nishi High, right?\Yeah, Tanishi.\Why the sudden need for a job?\There's a place I want to go, so I need money.\Would that place happen to be...\Antarctica?\Polar Drink\Weddell Seal Soda response:	You want to go?
context: Yeah, Tanishi.\Why the sudden need for a job?\There's a place I want to go, so I need money.\Would that place happen to be...\Antarctica?\Polar Drink\Weddell Seal Soda\You want to go? response:	Yeah, apparently she's been listening in on our conversations.
context: Why the sudden need for a job?\There's a place I want to go, so I need money.\Would that place happen to be...\Antarctica?\Polar Drink\Weddell Seal Soda\You want to go?\Yeah, apparently she's been listening in on our conversations. response:	Hey, you make it sound like I did it on purpose.
context: There's a place I want to go, so I need money.\Would that place happen to be...\Antarctica?\Polar Drink\Weddell Seal Soda\You want to go?\Yeah, apparently she's been listening in on our conversations.\Hey, you make it sound like I did it on purpose. response:	I wasn't eavesdropping. You two were just talking so loud!
context: Would that place happen to be...\Antarctica?\Polar Drink\Weddell Seal Soda\You want to go?\Yeah, apparently she's been listening in on our conversations.\Hey, you make it sound like I did it on purpose.\I wasn't eavesdropping. You two were just talking so loud! response:	Loud?
context: Antarctica?\Polar Drink\Weddell Seal Soda\You want to go?\Yeah, apparently she's been listening in on our conversations.\Hey, you make it sound like I did it on purpose.\I wasn't eavesdropping. You two were just talking so loud!\Loud? response:	If you don't want to do this, just say so!
context: Polar Drink\Weddell Seal Soda\You want to go?\Yeah, apparently she's been listening in on our conversations.\Hey, you make it sound like I did it on purpose.\I wasn't eavesdropping. You two were just talking so loud!\Loud?\If you don't want to do this, just say so! response:	It's not that I don't want to do it!
context: Weddell Seal Soda\You want to go?\Yeah, apparently she's been listening in on our conversations.\Hey, you make it sound like I did it on purpose.\I wasn't eavesdropping. You two were just talking so loud!\Loud?\If you don't want to do this, just say so!\It's not that I don't want to do it! response:	Enough! We get it!
context: You want to go?\Yeah, apparently she's been listening in on our conversations.\Hey, you make it sound like I did it on purpose.\I wasn't eavesdropping. You two were just talking so loud!\Loud?\If you don't want to do this, just say so!\It's not that I don't want to do it!\Enough! We get it! response:	That piqued my curiosity.
context: Yeah, apparently she's been listening in on our conversations.\Hey, you make it sound like I did it on purpose.\I wasn't eavesdropping. You two were just talking so loud!\Loud?\If you don't want to do this, just say so!\It's not that I don't want to do it!\Enough! We get it!\That piqued my curiosity. response:	Then straight after, Kimari came in to get a job, y'know?
context: Hey, you make it sound like I did it on purpose.\I wasn't eavesdropping. You two were just talking so loud!\Loud?\If you don't want to do this, just say so!\It's not that I don't want to do it!\Enough! We get it!\That piqued my curiosity.\Then straight after, Kimari came in to get a job, y'know? response:	And I got to thinking, it's gotta be destiny!
context: I wasn't eavesdropping. You two were just talking so loud!\Loud?\If you don't want to do this, just say so!\It's not that I don't want to do it!\Enough! We get it!\That piqued my curiosity.\Then straight after, Kimari came in to get a job, y'know?\And I got to thinking, it's gotta be destiny! response:	Just to be clear, this isn't a game.
context: Loud?\If you don't want to do this, just say so!\It's not that I don't want to do it!\Enough! We get it!\That piqued my curiosity.\Then straight after, Kimari came in to get a job, y'know?\And I got to thinking, it's gotta be destiny!\Just to be clear, this isn't a game. response:	I know that!
context: If you don't want to do this, just say so!\It's not that I don't want to do it!\Enough! We get it!\That piqued my curiosity.\Then straight after, Kimari came in to get a job, y'know?\And I got to thinking, it's gotta be destiny!\Just to be clear, this isn't a game.\I know that! response:	It's dangerous, and you need to pay your own way.
context: It's not that I don't want to do it!\Enough! We get it!\That piqued my curiosity.\Then straight after, Kimari came in to get a job, y'know?\And I got to thinking, it's gotta be destiny!\Just to be clear, this isn't a game.\I know that!\It's dangerous, and you need to pay your own way. response:	We're heading out in December, so you'll need to take time off from school, too.
context: Enough! We get it!\That piqued my curiosity.\Then straight after, Kimari came in to get a job, y'know?\And I got to thinking, it's gotta be destiny!\Just to be clear, this isn't a game.\I know that!\It's dangerous, and you need to pay your own way.\We're heading out in December, so you'll need to take time off from school, too. response:	I'm okay! It's all good!
