context: Give Mikono back! response:	Infinity Punch!
context: my future yet still dear sister.\Brother!\Born from Man and Angel,\my suffering and my salvation.\Toma!\I'm sorry.\I remember now.\It's all my fault. response:	You sacrificed yourselves because of me.
context: Brother!\Born from Man and Angel,\my suffering and my salvation.\Toma!\I'm sorry.\I remember now.\It's all my fault.\You sacrificed yourselves because of me. response:	Do not apologize.
context: Born from Man and Angel,\my suffering and my salvation.\Toma!\I'm sorry.\I remember now.\It's all my fault.\You sacrificed yourselves because of me.\Do not apologize. response:	You did all you were able to, just as did we.
context: my suffering and my salvation.\Toma!\I'm sorry.\I remember now.\It's all my fault.\You sacrificed yourselves because of me.\Do not apologize.\You did all you were able to, just as did we. response:	And hey, we met again, just like we promised.
context: Toma!\I'm sorry.\I remember now.\It's all my fault.\You sacrificed yourselves because of me.\Do not apologize.\You did all you were able to, just as did we.\And hey, we met again, just like we promised. response:	Amata! Apollo!
context: I'm sorry.\I remember now.\It's all my fault.\You sacrificed yourselves because of me.\Do not apologize.\You did all you were able to, just as did we.\And hey, we met again, just like we promised.\Amata! Apollo! response:	Because Man and Angel were connected.
context: I remember now.\It's all my fault.\You sacrificed yourselves because of me.\Do not apologize.\You did all you were able to, just as did we.\And hey, we met again, just like we promised.\Amata! Apollo!\Because Man and Angel were connected. response:	Not just once, but twice, you stole away the one I loved, you harlot!
context: It's all my fault.\You sacrificed yourselves because of me.\Do not apologize.\You did all you were able to, just as did we.\And hey, we met again, just like we promised.\Amata! Apollo!\Because Man and Angel were connected.\Not just once, but twice, you stole away the one I loved, you harlot! response:	Do not fear!
context: You sacrificed yourselves because of me.\Do not apologize.\You did all you were able to, just as did we.\And hey, we met again, just like we promised.\Amata! Apollo!\Because Man and Angel were connected.\Not just once, but twice, you stole away the one I loved, you harlot!\Do not fear! response:	High Commander Fudo!
context: Do not apologize.\You did all you were able to, just as did we.\And hey, we met again, just like we promised.\Amata! Apollo!\Because Man and Angel were connected.\Not just once, but twice, you stole away the one I loved, you harlot!\Do not fear!\High Commander Fudo! response:	Those are the shadows of Toma's heart, separated from his pure love.
context: You did all you were able to, just as did we.\And hey, we met again, just like we promised.\Amata! Apollo!\Because Man and Angel were connected.\Not just once, but twice, you stole away the one I loved, you harlot!\Do not fear!\High Commander Fudo!\Those are the shadows of Toma's heart, separated from his pure love. response:	The shadows of Toma's heart...
context: And hey, we met again, just like we promised.\Amata! Apollo!\Because Man and Angel were connected.\Not just once, but twice, you stole away the one I loved, you harlot!\Do not fear!\High Commander Fudo!\Those are the shadows of Toma's heart, separated from his pure love.\The shadows of Toma's heart... response:	Mikage!
context: Amata! Apollo!\Because Man and Angel were connected.\Not just once, but twice, you stole away the one I loved, you harlot!\Do not fear!\High Commander Fudo!\Those are the shadows of Toma's heart, separated from his pure love.\The shadows of Toma's heart...\Mikage! response:	Do not turn away.
context: Because Man and Angel were connected.\Not just once, but twice, you stole away the one I loved, you harlot!\Do not fear!\High Commander Fudo!\Those are the shadows of Toma's heart, separated from his pure love.\The shadows of Toma's heart...\Mikage!\Do not turn away. response:	You must see the rest of this story.
context: Not just once, but twice, you stole away the one I loved, you harlot!\Do not fear!\High Commander Fudo!\Those are the shadows of Toma's heart, separated from his pure love.\The shadows of Toma's heart...\Mikage!\Do not turn away.\You must see the rest of this story. response:	Overcome your fears and find the truth.
context: Do not fear!\High Commander Fudo!\Those are the shadows of Toma's heart, separated from his pure love.\The shadows of Toma's heart...\Mikage!\Do not turn away.\You must see the rest of this story.\Overcome your fears and find the truth. response:	You are now ready.
context: High Commander Fudo!\Those are the shadows of Toma's heart, separated from his pure love.\The shadows of Toma's heart...\Mikage!\Do not turn away.\You must see the rest of this story.\Overcome your fears and find the truth.\You are now ready. response:	Apollonius...
context: Those are the shadows of Toma's heart, separated from his pure love.\The shadows of Toma's heart...\Mikage!\Do not turn away.\You must see the rest of this story.\Overcome your fears and find the truth.\You are now ready.\Apollonius... response:	Apollonius! Apollonius!
context: The shadows of Toma's heart...\Mikage!\Do not turn away.\You must see the rest of this story.\Overcome your fears and find the truth.\You are now ready.\Apollonius...\Apollonius! Apollonius! response:	Apollonius.
context: Mikage!\Do not turn away.\You must see the rest of this story.\Overcome your fears and find the truth.\You are now ready.\Apollonius...\Apollonius! Apollonius!\Apollonius. response:	I will burn all you hold dear.
context: Do not turn away.\You must see the rest of this story.\Overcome your fears and find the truth.\You are now ready.\Apollonius...\Apollonius! Apollonius!\Apollonius.\I will burn all you hold dear. response:	Mix!
context: You must see the rest of this story.\Overcome your fears and find the truth.\You are now ready.\Apollonius...\Apollonius! Apollonius!\Apollonius.\I will burn all you hold dear.\Mix! response:	The Union broke!
context: Overcome your fears and find the truth.\You are now ready.\Apollonius...\Apollonius! Apollonius!\Apollonius.\I will burn all you hold dear.\Mix!\The Union broke! response:	He did that with just one attack!
context: You are now ready.\Apollonius...\Apollonius! Apollonius!\Apollonius.\I will burn all you hold dear.\Mix!\The Union broke!\He did that with just one attack! response:	Amata!
context: Apollonius...\Apollonius! Apollonius!\Apollonius.\I will burn all you hold dear.\Mix!\The Union broke!\He did that with just one attack!\Amata! response:	Damn it, Mikage!
context: Apollonius! Apollonius!\Apollonius.\I will burn all you hold dear.\Mix!\The Union broke!\He did that with just one attack!\Amata!\Damn it, Mikage! response:	Let's give them a hand, bitch!
context: Apollonius.\I will burn all you hold dear.\Mix!\The Union broke!\He did that with just one attack!\Amata!\Damn it, Mikage!\Let's give them a hand, bitch! response:	You got it, asshole!
context: I will burn all you hold dear.\Mix!\The Union broke!\He did that with just one attack!\Amata!\Damn it, Mikage!\Let's give them a hand, bitch!\You got it, asshole! response:	Amata!
context: Mix!\The Union broke!\He did that with just one attack!\Amata!\Damn it, Mikage!\Let's give them a hand, bitch!\You got it, asshole!\Amata! response:	Zessica!
context: The Union broke!\He did that with just one attack!\Amata!\Damn it, Mikage!\Let's give them a hand, bitch!\You got it, asshole!\Amata!\Zessica! response:	Kagura!
context: He did that with just one attack!\Amata!\Damn it, Mikage!\Let's give them a hand, bitch!\You got it, asshole!\Amata!\Zessica!\Kagura! response:	Save it for later!
context: Amata!\Damn it, Mikage!\Let's give them a hand, bitch!\You got it, asshole!\Amata!\Zessica!\Kagura!\Save it for later! response:	Let us fight with you!
context: Damn it, Mikage!\Let's give them a hand, bitch!\You got it, asshole!\Amata!\Zessica!\Kagura!\Save it for later!\Let us fight with you! response:	For Mikono, and for our world!
context: Let's give them a hand, bitch!\You got it, asshole!\Amata!\Zessica!\Kagura!\Save it for later!\Let us fight with you!\For Mikono, and for our world! response:	Zessica...
context: You got it, asshole!\Amata!\Zessica!\Kagura!\Save it for later!\Let us fight with you!\For Mikono, and for our world!\Zessica... response:	I'm sorry.
context: Amata!\Zessica!\Kagura!\Save it for later!\Let us fight with you!\For Mikono, and for our world!\Zessica...\I'm sorry. response:	Don't be stupid, Amata.
context: Zessica!\Kagura!\Save it for later!\Let us fight with you!\For Mikono, and for our world!\Zessica...\I'm sorry.\Don't be stupid, Amata. response:	What are you apologizing for?
context: Kagura!\Save it for later!\Let us fight with you!\For Mikono, and for our world!\Zessica...\I'm sorry.\Don't be stupid, Amata.\What are you apologizing for? response:	Then thank you, Zessica!
context: Save it for later!\Let us fight with you!\For Mikono, and for our world!\Zessica...\I'm sorry.\Don't be stupid, Amata.\What are you apologizing for?\Then thank you, Zessica! response:	You're a real dumbshit.
context: Let us fight with you!\For Mikono, and for our world!\Zessica...\I'm sorry.\Don't be stupid, Amata.\What are you apologizing for?\Then thank you, Zessica!\You're a real dumbshit. response:	Way to make a bitch cry.
context: For Mikono, and for our world!\Zessica...\I'm sorry.\Don't be stupid, Amata.\What are you apologizing for?\Then thank you, Zessica!\You're a real dumbshit.\Way to make a bitch cry. response:	Let's get'em, kid!
context: Zessica...\I'm sorry.\Don't be stupid, Amata.\What are you apologizing for?\Then thank you, Zessica!\You're a real dumbshit.\Way to make a bitch cry.\Let's get'em, kid! response:	Pure Love Union!
context: I'm sorry.\Don't be stupid, Amata.\What are you apologizing for?\Then thank you, Zessica!\You're a real dumbshit.\Way to make a bitch cry.\Let's get'em, kid!\Pure Love Union! response:	Go!
context: Don't be stupid, Amata.\What are you apologizing for?\Then thank you, Zessica!\You're a real dumbshit.\Way to make a bitch cry.\Let's get'em, kid!\Pure Love Union!\Go! response:	Aquarion!
context: What are you apologizing for?\Then thank you, Zessica!\You're a real dumbshit.\Way to make a bitch cry.\Let's get'em, kid!\Pure Love Union!\Go!\Aquarion! response:	Kindness within strength!
context: Then thank you, Zessica!\You're a real dumbshit.\Way to make a bitch cry.\Let's get'em, kid!\Pure Love Union!\Go!\Aquarion!\Kindness within strength! response:	Passion within weakness!
context: You're a real dumbshit.\Way to make a bitch cry.\Let's get'em, kid!\Pure Love Union!\Go!\Aquarion!\Kindness within strength!\Passion within weakness! response:	They're so wonderful!
context: Way to make a bitch cry.\Let's get'em, kid!\Pure Love Union!\Go!\Aquarion!\Kindness within strength!\Passion within weakness!\They're so wonderful! response:	Aquarion Evol!
context: Let's get'em, kid!\Pure Love Union!\Go!\Aquarion!\Kindness within strength!\Passion within weakness!\They're so wonderful!\Aquarion Evol! response:	Apollonius...
context: Pure Love Union!\Go!\Aquarion!\Kindness within strength!\Passion within weakness!\They're so wonderful!\Aquarion Evol!\Apollonius... response:	What is this?
context: Go!\Aquarion!\Kindness within strength!\Passion within weakness!\They're so wonderful!\Aquarion Evol!\Apollonius...\What is this? response:	Apollonius...
context: Aquarion!\Kindness within strength!\Passion within weakness!\They're so wonderful!\Aquarion Evol!\Apollonius...\What is this?\Apollonius... response:	Apollonius...
context: Kindness within strength!\Passion within weakness!\They're so wonderful!\Aquarion Evol!\Apollonius...\What is this?\Apollonius...\Apollonius... response:	You loved Apollonius so much...
context: Passion within weakness!\They're so wonderful!\Aquarion Evol!\Apollonius...\What is this?\Apollonius...\Apollonius...\You loved Apollonius so much... response:	Apollonius...
context: They're so wonderful!\Aquarion Evol!\Apollonius...\What is this?\Apollonius...\Apollonius...\You loved Apollonius so much...\Apollonius... response:	But you were betrayed and hurt...
context: Aquarion Evol!\Apollonius...\What is this?\Apollonius...\Apollonius...\You loved Apollonius so much...\Apollonius...\But you were betrayed and hurt... response:	Apollonius...
context: Apollonius...\What is this?\Apollonius...\Apollonius...\You loved Apollonius so much...\Apollonius...\But you were betrayed and hurt...\Apollonius... response:	Even so... even through all that...
context: What is this?\Apollonius...\Apollonius...\You loved Apollonius so much...\Apollonius...\But you were betrayed and hurt...\Apollonius...\Even so... even through all that... response:	Apollonius...
context: Apollonius...\Apollonius...\You loved Apollonius so much...\Apollonius...\But you were betrayed and hurt...\Apollonius...\Even so... even through all that...\Apollonius... response:	Apollonius...
context: Apollonius...\You loved Apollonius so much...\Apollonius...\But you were betrayed and hurt...\Apollonius...\Even so... even through all that...\Apollonius...\Apollonius... response:	Apollonius!
context: You loved Apollonius so much...\Apollonius...\But you were betrayed and hurt...\Apollonius...\Even so... even through all that...\Apollonius...\Apollonius...\Apollonius! response:	I love him.
context: Apollonius...\But you were betrayed and hurt...\Apollonius...\Even so... even through all that...\Apollonius...\Apollonius...\Apollonius!\I love him. response:	That's right.
context: But you were betrayed and hurt...\Apollonius...\Even so... even through all that...\Apollonius...\Apollonius...\Apollonius!\I love him.\That's right. response:	You... you still...
context: Apollonius...\Even so... even through all that...\Apollonius...\Apollonius...\Apollonius!\I love him.\That's right.\You... you still... response:	So close...
context: Even so... even through all that...\Apollonius...\Apollonius...\Apollonius!\I love him.\That's right.\You... you still...\So close... response:	So close...
context: Apollonius...\Apollonius...\Apollonius!\I love him.\That's right.\You... you still...\So close...\So close... response:	I'm sorry.
context: Apollonius...\Apollonius!\I love him.\That's right.\You... you still...\So close...\So close...\I'm sorry. response:	I never wanted to acknowledge it.
context: Apollonius!\I love him.\That's right.\You... you still...\So close...\So close...\I'm sorry.\I never wanted to acknowledge it. response:	That I stole your love away.
context: I love him.\That's right.\You... you still...\So close...\So close...\I'm sorry.\I never wanted to acknowledge it.\That I stole your love away. response:	That I hurt you so badly.
context: That's right.\You... you still...\So close...\So close...\I'm sorry.\I never wanted to acknowledge it.\That I stole your love away.\That I hurt you so badly. response:	It's somewhat late for apologies.
context: You... you still...\So close...\So close...\I'm sorry.\I never wanted to acknowledge it.\That I stole your love away.\That I hurt you so badly.\It's somewhat late for apologies. response:	I don't care what you do to me!
context: So close...\So close...\I'm sorry.\I never wanted to acknowledge it.\That I stole your love away.\That I hurt you so badly.\It's somewhat late for apologies.\I don't care what you do to me! response:	Just spare all the other people of the world!
context: So close...\I'm sorry.\I never wanted to acknowledge it.\That I stole your love away.\That I hurt you so badly.\It's somewhat late for apologies.\I don't care what you do to me!\Just spare all the other people of the world! response:	Mikono!
context: I'm sorry.\I never wanted to acknowledge it.\That I stole your love away.\That I hurt you so badly.\It's somewhat late for apologies.\I don't care what you do to me!\Just spare all the other people of the world!\Mikono! response:	Amata! Stay away!
context: I never wanted to acknowledge it.\That I stole your love away.\That I hurt you so badly.\It's somewhat late for apologies.\I don't care what you do to me!\Just spare all the other people of the world!\Mikono!\Amata! Stay away! response:	Everyone get away!
context: That I stole your love away.\That I hurt you so badly.\It's somewhat late for apologies.\I don't care what you do to me!\Just spare all the other people of the world!\Mikono!\Amata! Stay away!\Everyone get away! response:	No! I can't leave you behind!
context: That I hurt you so badly.\It's somewhat late for apologies.\I don't care what you do to me!\Just spare all the other people of the world!\Mikono!\Amata! Stay away!\Everyone get away!\No! I can't leave you behind! response:	And I can't let this go!
context: It's somewhat late for apologies.\I don't care what you do to me!\Just spare all the other people of the world!\Mikono!\Amata! Stay away!\Everyone get away!\No! I can't leave you behind!\And I can't let this go! response:	I'll connect them!
context: I don't care what you do to me!\Just spare all the other people of the world!\Mikono!\Amata! Stay away!\Everyone get away!\No! I can't leave you behind!\And I can't let this go!\I'll connect them! response:	I'll connect this soul torn between love and pain back together!
context: Just spare all the other people of the world!\Mikono!\Amata! Stay away!\Everyone get away!\No! I can't leave you behind!\And I can't let this go!\I'll connect them!\I'll connect this soul torn between love and pain back together! response:	Enough of this pathetic joke!
context: Mikono!\Amata! Stay away!\Everyone get away!\No! I can't leave you behind!\And I can't let this go!\I'll connect them!\I'll connect this soul torn between love and pain back together!\Enough of this pathetic joke! response:	Mikono!
context: Amata! Stay away!\Everyone get away!\No! I can't leave you behind!\And I can't let this go!\I'll connect them!\I'll connect this soul torn between love and pain back together!\Enough of this pathetic joke!\Mikono! response:	Reverse!
context: Everyone get away!\No! I can't leave you behind!\And I can't let this go!\I'll connect them!\I'll connect this soul torn between love and pain back together!\Enough of this pathetic joke!\Mikono!\Reverse! response:	Take this! All Together Punch!
context: No! I can't leave you behind!\And I can't let this go!\I'll connect them!\I'll connect this soul torn between love and pain back together!\Enough of this pathetic joke!\Mikono!\Reverse!\Take this! All Together Punch! response:	Go!
context: And I can't let this go!\I'll connect them!\I'll connect this soul torn between love and pain back together!\Enough of this pathetic joke!\Mikono!\Reverse!\Take this! All Together Punch!\Go! response:	Mikono!
context: I'll connect them!\I'll connect this soul torn between love and pain back together!\Enough of this pathetic joke!\Mikono!\Reverse!\Take this! All Together Punch!\Go!\Mikono! response:	Pathetic!
context: I'll connect this soul torn between love and pain back together!\Enough of this pathetic joke!\Mikono!\Reverse!\Take this! All Together Punch!\Go!\Mikono!\Pathetic! response:	We're burning up!
context: Enough of this pathetic joke!\Mikono!\Reverse!\Take this! All Together Punch!\Go!\Mikono!\Pathetic!\We're burning up! response:	I'm not giving up yet!
context: Mikono!\Reverse!\Take this! All Together Punch!\Go!\Mikono!\Pathetic!\We're burning up!\I'm not giving up yet! response:	I let my Mom slip away from me!
context: Reverse!\Take this! All Together Punch!\Go!\Mikono!\Pathetic!\We're burning up!\I'm not giving up yet!\I let my Mom slip away from me! response:	I've regretted that ever since!
context: Take this! All Together Punch!\Go!\Mikono!\Pathetic!\We're burning up!\I'm not giving up yet!\I let my Mom slip away from me!\I've regretted that ever since! response:	But now I understand!
context: Go!\Mikono!\Pathetic!\We're burning up!\I'm not giving up yet!\I let my Mom slip away from me!\I've regretted that ever since!\But now I understand! response:	That's how Silvia... how Mikono felt 12,000 years ago when I left her!
context: Mikono!\Pathetic!\We're burning up!\I'm not giving up yet!\I let my Mom slip away from me!\I've regretted that ever since!\But now I understand!\That's how Silvia... how Mikono felt 12,000 years ago when I left her! response:	I was born again so I could learn that!
context: Pathetic!\We're burning up!\I'm not giving up yet!\I let my Mom slip away from me!\I've regretted that ever since!\But now I understand!\That's how Silvia... how Mikono felt 12,000 years ago when I left her!\I was born again so I could learn that! response:	I won't let you slip away from me this time!
context: We're burning up!\I'm not giving up yet!\I let my Mom slip away from me!\I've regretted that ever since!\But now I understand!\That's how Silvia... how Mikono felt 12,000 years ago when I left her!\I was born again so I could learn that!\I won't let you slip away from me this time! response:	I won't leave you again!
context: I'm not giving up yet!\I let my Mom slip away from me!\I've regretted that ever since!\But now I understand!\That's how Silvia... how Mikono felt 12,000 years ago when I left her!\I was born again so I could learn that!\I won't let you slip away from me this time!\I won't leave you again! response:	I want my love, Mikono, to be with me as I fight to save the world!
context: I let my Mom slip away from me!\I've regretted that ever since!\But now I understand!\That's how Silvia... how Mikono felt 12,000 years ago when I left her!\I was born again so I could learn that!\I won't let you slip away from me this time!\I won't leave you again!\I want my love, Mikono, to be with me as I fight to save the world! response:	Amata!
context: I've regretted that ever since!\But now I understand!\That's how Silvia... how Mikono felt 12,000 years ago when I left her!\I was born again so I could learn that!\I won't let you slip away from me this time!\I won't leave you again!\I want my love, Mikono, to be with me as I fight to save the world!\Amata! response:	Pathetic winged mongrel!
context: But now I understand!\That's how Silvia... how Mikono felt 12,000 years ago when I left her!\I was born again so I could learn that!\I won't let you slip away from me this time!\I won't leave you again!\I want my love, Mikono, to be with me as I fight to save the world!\Amata!\Pathetic winged mongrel! response:	Is this where it ends?
context: That's how Silvia... how Mikono felt 12,000 years ago when I left her!\I was born again so I could learn that!\I won't let you slip away from me this time!\I won't leave you again!\I want my love, Mikono, to be with me as I fight to save the world!\Amata!\Pathetic winged mongrel!\Is this where it ends? response:	Right here?
context: I was born again so I could learn that!\I won't let you slip away from me this time!\I won't leave you again!\I want my love, Mikono, to be with me as I fight to save the world!\Amata!\Pathetic winged mongrel!\Is this where it ends?\Right here? response:	Amata...
context: I won't let you slip away from me this time!\I won't leave you again!\I want my love, Mikono, to be with me as I fight to save the world!\Amata!\Pathetic winged mongrel!\Is this where it ends?\Right here?\Amata... response:	Amata.
context: I won't leave you again!\I want my love, Mikono, to be with me as I fight to save the world!\Amata!\Pathetic winged mongrel!\Is this where it ends?\Right here?\Amata...\Amata. response:	Amata!
context: I want my love, Mikono, to be with me as I fight to save the world!\Amata!\Pathetic winged mongrel!\Is this where it ends?\Right here?\Amata...\Amata.\Amata! response:	Accept the present, Amata.
context: Amata!\Pathetic winged mongrel!\Is this where it ends?\Right here?\Amata...\Amata.\Amata!\Accept the present, Amata. response:	Amata...
context: Pathetic winged mongrel!\Is this where it ends?\Right here?\Amata...\Amata.\Amata!\Accept the present, Amata.\Amata... response:	Amata.
context: Is this where it ends?\Right here?\Amata...\Amata.\Amata!\Accept the present, Amata.\Amata...\Amata. response:	Mom...
context: Right here?\Amata...\Amata.\Amata!\Accept the present, Amata.\Amata...\Amata.\Mom... response:	Dad...
context: Amata...\Amata.\Amata!\Accept the present, Amata.\Amata...\Amata.\Mom...\Dad... response:	Amata!
context: Amata.\Amata!\Accept the present, Amata.\Amata...\Amata.\Mom...\Dad...\Amata! response:	You're wrong, Mikono!
context: Amata!\Accept the present, Amata.\Amata...\Amata.\Mom...\Dad...\Amata!\You're wrong, Mikono! response:	You can't connect them by yourself!
context: Accept the present, Amata.\Amata...\Amata.\Mom...\Dad...\Amata!\You're wrong, Mikono!\You can't connect them by yourself! response:	If someone's with you,
context: Amata...\Amata.\Mom...\Dad...\Amata!\You're wrong, Mikono!\You can't connect them by yourself!\If someone's with you, response:	if you share your feelings with someone,
context: Amata.\Mom...\Dad...\Amata!\You're wrong, Mikono!\You can't connect them by yourself!\If someone's with you,\if you share your feelings with someone, response:	that's how you connect!
context: Mom...\Dad...\Amata!\You're wrong, Mikono!\You can't connect them by yourself!\If someone's with you,\if you share your feelings with someone,\that's how you connect! response:	I'll be with you!
context: Dad...\Amata!\You're wrong, Mikono!\You can't connect them by yourself!\If someone's with you,\if you share your feelings with someone,\that's how you connect!\I'll be with you! response:	Whether we grow old and wrinkled together,
context: Amata!\You're wrong, Mikono!\You can't connect them by yourself!\If someone's with you,\if you share your feelings with someone,\that's how you connect!\I'll be with you!\Whether we grow old and wrinkled together, response:	or it ends for us right here as a legend!
context: You're wrong, Mikono!\You can't connect them by yourself!\If someone's with you,\if you share your feelings with someone,\that's how you connect!\I'll be with you!\Whether we grow old and wrinkled together,\or it ends for us right here as a legend! response:	I'll be right there by you!
context: You can't connect them by yourself!\If someone's with you,\if you share your feelings with someone,\that's how you connect!\I'll be with you!\Whether we grow old and wrinkled together,\or it ends for us right here as a legend!\I'll be right there by you! response:	We'll fly to infinity!
context: If someone's with you,\if you share your feelings with someone,\that's how you connect!\I'll be with you!\Whether we grow old and wrinkled together,\or it ends for us right here as a legend!\I'll be right there by you!\We'll fly to infinity! response:	I'll love you to infinity!
context: if you share your feelings with someone,\that's how you connect!\I'll be with you!\Whether we grow old and wrinkled together,\or it ends for us right here as a legend!\I'll be right there by you!\We'll fly to infinity!\I'll love you to infinity! response:	Amata!
context: that's how you connect!\I'll be with you!\Whether we grow old and wrinkled together,\or it ends for us right here as a legend!\I'll be right there by you!\We'll fly to infinity!\I'll love you to infinity!\Amata! response:	You crazy asshole...
context: I'll be with you!\Whether we grow old and wrinkled together,\or it ends for us right here as a legend!\I'll be right there by you!\We'll fly to infinity!\I'll love you to infinity!\Amata!\You crazy asshole... response:	I was reborn to love Silvie, over 12,000 years.
context: Whether we grow old and wrinkled together,\or it ends for us right here as a legend!\I'll be right there by you!\We'll fly to infinity!\I'll love you to infinity!\Amata!\You crazy asshole...\I was reborn to love Silvie, over 12,000 years. response:	But you love Mikono now, the way she is.
context: or it ends for us right here as a legend!\I'll be right there by you!\We'll fly to infinity!\I'll love you to infinity!\Amata!\You crazy asshole...\I was reborn to love Silvie, over 12,000 years.\But you love Mikono now, the way she is. response:	So go! Finish this and complete your love!
context: I'll be right there by you!\We'll fly to infinity!\I'll love you to infinity!\Amata!\You crazy asshole...\I was reborn to love Silvie, over 12,000 years.\But you love Mikono now, the way she is.\So go! Finish this and complete your love! response:	Kagura!
context: We'll fly to infinity!\I'll love you to infinity!\Amata!\You crazy asshole...\I was reborn to love Silvie, over 12,000 years.\But you love Mikono now, the way she is.\So go! Finish this and complete your love!\Kagura! response:	Mikono!
context: I'll love you to infinity!\Amata!\You crazy asshole...\I was reborn to love Silvie, over 12,000 years.\But you love Mikono now, the way she is.\So go! Finish this and complete your love!\Kagura!\Mikono! response:	Amata!
context: Amata!\You crazy asshole...\I was reborn to love Silvie, over 12,000 years.\But you love Mikono now, the way she is.\So go! Finish this and complete your love!\Kagura!\Mikono!\Amata! response:	Genesis Union! Go!
context: You crazy asshole...\I was reborn to love Silvie, over 12,000 years.\But you love Mikono now, the way she is.\So go! Finish this and complete your love!\Kagura!\Mikono!\Amata!\Genesis Union! Go! response:	Aquarion Evol!
context: I was reborn to love Silvie, over 12,000 years.\But you love Mikono now, the way she is.\So go! Finish this and complete your love!\Kagura!\Mikono!\Amata!\Genesis Union! Go!\Aquarion Evol! response:	What?
context: But you love Mikono now, the way she is.\So go! Finish this and complete your love!\Kagura!\Mikono!\Amata!\Genesis Union! Go!\Aquarion Evol!\What? response:	Nope.
context: So go! Finish this and complete your love!\Kagura!\Mikono!\Amata!\Genesis Union! Go!\Aquarion Evol!\What?\Nope. response:	That's not an Evol.
context: Kagura!\Mikono!\Amata!\Genesis Union! Go!\Aquarion Evol!\What?\Nope.\That's not an Evol. response:	It's got a new name now.
context: Mikono!\Amata!\Genesis Union! Go!\Aquarion Evol!\What?\Nope.\That's not an Evol.\It's got a new name now. response:	Aquarion...
context: Amata!\Genesis Union! Go!\Aquarion Evol!\What?\Nope.\That's not an Evol.\It's got a new name now.\Aquarion... response:	Love!
context: Genesis Union! Go!\Aquarion Evol!\What?\Nope.\That's not an Evol.\It's got a new name now.\Aquarion...\Love! response:	Amata!
context: Aquarion Evol!\What?\Nope.\That's not an Evol.\It's got a new name now.\Aquarion...\Love!\Amata! response:	Mikono!
context: What?\Nope.\That's not an Evol.\It's got a new name now.\Aquarion...\Love!\Amata!\Mikono! response:	I love you!
context: Nope.\That's not an Evol.\It's got a new name now.\Aquarion...\Love!\Amata!\Mikono!\I love you! response:	Get a room, you two...
context: That's not an Evol.\It's got a new name now.\Aquarion...\Love!\Amata!\Mikono!\I love you!\Get a room, you two... response:	Aquarion Love's tears!
context: It's got a new name now.\Aquarion...\Love!\Amata!\Mikono!\I love you!\Get a room, you two...\Aquarion Love's tears! response:	They're crossing space to rain on the parched earth!
context: Aquarion...\Love!\Amata!\Mikono!\I love you!\Get a room, you two...\Aquarion Love's tears!\They're crossing space to rain on the parched earth! response:	The separated worlds are being united again!
context: Love!\Amata!\Mikono!\I love you!\Get a room, you two...\Aquarion Love's tears!\They're crossing space to rain on the parched earth!\The separated worlds are being united again! response:	Curse you...
context: Amata!\Mikono!\I love you!\Get a room, you two...\Aquarion Love's tears!\They're crossing space to rain on the parched earth!\The separated worlds are being united again!\Curse you... response:	This cannot end here.
context: Mikono!\I love you!\Get a room, you two...\Aquarion Love's tears!\They're crossing space to rain on the parched earth!\The separated worlds are being united again!\Curse you...\This cannot end here. response:	I just need a body!
context: I love you!\Get a room, you two...\Aquarion Love's tears!\They're crossing space to rain on the parched earth!\The separated worlds are being united again!\Curse you...\This cannot end here.\I just need a body! response:	You!
context: Get a room, you two...\Aquarion Love's tears!\They're crossing space to rain on the parched earth!\The separated worlds are being united again!\Curse you...\This cannot end here.\I just need a body!\You! response:	Why can't I move?
context: Aquarion Love's tears!\They're crossing space to rain on the parched earth!\The separated worlds are being united again!\Curse you...\This cannot end here.\I just need a body!\You!\Why can't I move? response:	Why won't you obey me?
context: They're crossing space to rain on the parched earth!\The separated worlds are being united again!\Curse you...\This cannot end here.\I just need a body!\You!\Why can't I move?\Why won't you obey me? response:	Apollonius?
context: The separated worlds are being united again!\Curse you...\This cannot end here.\I just need a body!\You!\Why can't I move?\Why won't you obey me?\Apollonius? response:	I will accept you into myself.
context: Curse you...\This cannot end here.\I just need a body!\You!\Why can't I move?\Why won't you obey me?\Apollonius?\I will accept you into myself. response:	Let us watch over this age together.
context: This cannot end here.\I just need a body!\You!\Why can't I move?\Why won't you obey me?\Apollonius?\I will accept you into myself.\Let us watch over this age together. response:	Sleep within me, shadow of love.
context: I just need a body!\You!\Why can't I move?\Why won't you obey me?\Apollonius?\I will accept you into myself.\Let us watch over this age together.\Sleep within me, shadow of love. response:	After all these eons, we are now together.
context: You!\Why can't I move?\Why won't you obey me?\Apollonius?\I will accept you into myself.\Let us watch over this age together.\Sleep within me, shadow of love.\After all these eons, we are now together. response:	You betrayed me not once, but twice.
context: Why can't I move?\Why won't you obey me?\Apollonius?\I will accept you into myself.\Let us watch over this age together.\Sleep within me, shadow of love.\After all these eons, we are now together.\You betrayed me not once, but twice. response:	Yet why...
context: Why won't you obey me?\Apollonius?\I will accept you into myself.\Let us watch over this age together.\Sleep within me, shadow of love.\After all these eons, we are now together.\You betrayed me not once, but twice.\Yet why... response:	Why do I feel so warm inside you?
context: Apollonius?\I will accept you into myself.\Let us watch over this age together.\Sleep within me, shadow of love.\After all these eons, we are now together.\You betrayed me not once, but twice.\Yet why...\Why do I feel so warm inside you? response:	Shush?
