context: Come home soon, Father. response:	Oh, shut up! Stop ringing!
context: but it won't help me summon Saber, the most powerful Servant.\According to that dubious priest's information, only two more Masters are left.\I guess I don't have time to mope and worry.\You have one message, recorded on January 31, 3:21 PM.\It's me.\As I'm sure you are aware, tomorrow is the deadline, Rin.\I insist that you start taking this seriously.\Only two slots remain, response:	the Archer and the Saber classes.
context: According to that dubious priest's information, only two more Masters are left.\I guess I don't have time to mope and worry.\You have one message, recorded on January 31, 3:21 PM.\It's me.\As I'm sure you are aware, tomorrow is the deadline, Rin.\I insist that you start taking this seriously.\Only two slots remain,\the Archer and the Saber classes. response:	The ranks of the Masters must be filled without delay.
context: I guess I don't have time to mope and worry.\You have one message, recorded on January 31, 3:21 PM.\It's me.\As I'm sure you are aware, tomorrow is the deadline, Rin.\I insist that you start taking this seriously.\Only two slots remain,\the Archer and the Saber classes.\The ranks of the Masters must be filled without delay. response:	Summon your Servant, and establish your Command Seals immediately.
context: You have one message, recorded on January 31, 3:21 PM.\It's me.\As I'm sure you are aware, tomorrow is the deadline, Rin.\I insist that you start taking this seriously.\Only two slots remain,\the Archer and the Saber classes.\The ranks of the Masters must be filled without delay.\Summon your Servant, and establish your Command Seals immediately. response:	Of course, if you are not participating in the Holy Grail War, that is a different matter.
context: It's me.\As I'm sure you are aware, tomorrow is the deadline, Rin.\I insist that you start taking this seriously.\Only two slots remain,\the Archer and the Saber classes.\The ranks of the Masters must be filled without delay.\Summon your Servant, and establish your Command Seals immediately.\Of course, if you are not participating in the Holy Grail War, that is a different matter. response:	If you value your life, seek shelter with the Mages Associ
context: As I'm sure you are aware, tomorrow is the deadline, Rin.\I insist that you start taking this seriously.\Only two slots remain,\the Archer and the Saber classes.\The ranks of the Masters must be filled without delay.\Summon your Servant, and establish your Command Seals immediately.\Of course, if you are not participating in the Holy Grail War, that is a different matter.\If you value your life, seek shelter with the Mages Associ response:	I know what I have to do. You don't have to tell me.
context: I insist that you start taking this seriously.\Only two slots remain,\the Archer and the Saber classes.\The ranks of the Masters must be filled without delay.\Summon your Servant, and establish your Command Seals immediately.\Of course, if you are not participating in the Holy Grail War, that is a different matter.\If you value your life, seek shelter with the Mages Associ\I know what I have to do. You don't have to tell me. response:	Preparations, ready.
context: Only two slots remain,\the Archer and the Saber classes.\The ranks of the Masters must be filled without delay.\Summon your Servant, and establish your Command Seals immediately.\Of course, if you are not participating in the Holy Grail War, that is a different matter.\If you value your life, seek shelter with the Mages Associ\I know what I have to do. You don't have to tell me.\Preparations, ready. response:	Time, good.
context: the Archer and the Saber classes.\The ranks of the Masters must be filled without delay.\Summon your Servant, and establish your Command Seals immediately.\Of course, if you are not participating in the Holy Grail War, that is a different matter.\If you value your life, seek shelter with the Mages Associ\I know what I have to do. You don't have to tell me.\Preparations, ready.\Time, good. response:	Wavelength, ideal.
context: The ranks of the Masters must be filled without delay.\Summon your Servant, and establish your Command Seals immediately.\Of course, if you are not participating in the Holy Grail War, that is a different matter.\If you value your life, seek shelter with the Mages Associ\I know what I have to do. You don't have to tell me.\Preparations, ready.\Time, good.\Wavelength, ideal. response:	By performing the summoning at 2 AM, when my mana's at its peak,
context: Summon your Servant, and establish your Command Seals immediately.\Of course, if you are not participating in the Holy Grail War, that is a different matter.\If you value your life, seek shelter with the Mages Associ\I know what I have to do. You don't have to tell me.\Preparations, ready.\Time, good.\Wavelength, ideal.\By performing the summoning at 2 AM, when my mana's at its peak, response:	I'll get Saber, even without a catalyst!
context: Of course, if you are not participating in the Holy Grail War, that is a different matter.\If you value your life, seek shelter with the Mages Associ\I know what I have to do. You don't have to tell me.\Preparations, ready.\Time, good.\Wavelength, ideal.\By performing the summoning at 2 AM, when my mana's at its peak,\I'll get Saber, even without a catalyst! response:	For the elements, silver and iron.
context: If you value your life, seek shelter with the Mages Associ\I know what I have to do. You don't have to tell me.\Preparations, ready.\Time, good.\Wavelength, ideal.\By performing the summoning at 2 AM, when my mana's at its peak,\I'll get Saber, even without a catalyst!\For the elements, silver and iron. response:	For the foundation, stone and the Archduke of Contracts.
context: I know what I have to do. You don't have to tell me.\Preparations, ready.\Time, good.\Wavelength, ideal.\By performing the summoning at 2 AM, when my mana's at its peak,\I'll get Saber, even without a catalyst!\For the elements, silver and iron.\For the foundation, stone and the Archduke of Contracts. response:	For the ancestor, my great master, Schweinorg.
context: Preparations, ready.\Time, good.\Wavelength, ideal.\By performing the summoning at 2 AM, when my mana's at its peak,\I'll get Saber, even without a catalyst!\For the elements, silver and iron.\For the foundation, stone and the Archduke of Contracts.\For the ancestor, my great master, Schweinorg. response:	Close the gates of the cardinal directions.
context: Time, good.\Wavelength, ideal.\By performing the summoning at 2 AM, when my mana's at its peak,\I'll get Saber, even without a catalyst!\For the elements, silver and iron.\For the foundation, stone and the Archduke of Contracts.\For the ancestor, my great master, Schweinorg.\Close the gates of the cardinal directions. response:	Come forth from the Crown, and follow the forked road leading to the Kingdom.
context: Wavelength, ideal.\By performing the summoning at 2 AM, when my mana's at its peak,\I'll get Saber, even without a catalyst!\For the elements, silver and iron.\For the foundation, stone and the Archduke of Contracts.\For the ancestor, my great master, Schweinorg.\Close the gates of the cardinal directions.\Come forth from the Crown, and follow the forked road leading to the Kingdom. response:	Fill, fill, fill, fill, fill.
context: By performing the summoning at 2 AM, when my mana's at its peak,\I'll get Saber, even without a catalyst!\For the elements, silver and iron.\For the foundation, stone and the Archduke of Contracts.\For the ancestor, my great master, Schweinorg.\Close the gates of the cardinal directions.\Come forth from the Crown, and follow the forked road leading to the Kingdom.\Fill, fill, fill, fill, fill. response:	Repeat five times.
context: I'll get Saber, even without a catalyst!\For the elements, silver and iron.\For the foundation, stone and the Archduke of Contracts.\For the ancestor, my great master, Schweinorg.\Close the gates of the cardinal directions.\Come forth from the Crown, and follow the forked road leading to the Kingdom.\Fill, fill, fill, fill, fill.\Repeat five times. response:	But when each is filled, destroy it.
context: For the elements, silver and iron.\For the foundation, stone and the Archduke of Contracts.\For the ancestor, my great master, Schweinorg.\Close the gates of the cardinal directions.\Come forth from the Crown, and follow the forked road leading to the Kingdom.\Fill, fill, fill, fill, fill.\Repeat five times.\But when each is filled, destroy it. response:	Set.
context: For the foundation, stone and the Archduke of Contracts.\For the ancestor, my great master, Schweinorg.\Close the gates of the cardinal directions.\Come forth from the Crown, and follow the forked road leading to the Kingdom.\Fill, fill, fill, fill, fill.\Repeat five times.\But when each is filled, destroy it.\Set. response:	Heed my words.
context: For the ancestor, my great master, Schweinorg.\Close the gates of the cardinal directions.\Come forth from the Crown, and follow the forked road leading to the Kingdom.\Fill, fill, fill, fill, fill.\Repeat five times.\But when each is filled, destroy it.\Set.\Heed my words. response:	My will creates your body, and your sword creates my destiny.
context: Close the gates of the cardinal directions.\Come forth from the Crown, and follow the forked road leading to the Kingdom.\Fill, fill, fill, fill, fill.\Repeat five times.\But when each is filled, destroy it.\Set.\Heed my words.\My will creates your body, and your sword creates my destiny. response:	If you heed the Grail's call and obey my will and reason, then answer me.
context: Come forth from the Crown, and follow the forked road leading to the Kingdom.\Fill, fill, fill, fill, fill.\Repeat five times.\But when each is filled, destroy it.\Set.\Heed my words.\My will creates your body, and your sword creates my destiny.\If you heed the Grail's call and obey my will and reason, then answer me. response:	I hereby swear...
context: Fill, fill, fill, fill, fill.\Repeat five times.\But when each is filled, destroy it.\Set.\Heed my words.\My will creates your body, and your sword creates my destiny.\If you heed the Grail's call and obey my will and reason, then answer me.\I hereby swear... response:	That I shall be all the good in the world.
context: Repeat five times.\But when each is filled, destroy it.\Set.\Heed my words.\My will creates your body, and your sword creates my destiny.\If you heed the Grail's call and obey my will and reason, then answer me.\I hereby swear...\That I shall be all the good in the world. response:	That I shall defeat all evil in the world.
context: But when each is filled, destroy it.\Set.\Heed my words.\My will creates your body, and your sword creates my destiny.\If you heed the Grail's call and obey my will and reason, then answer me.\I hereby swear...\That I shall be all the good in the world.\That I shall defeat all evil in the world. response:	You seven heavens, clad in the three great words of power,
context: Set.\Heed my words.\My will creates your body, and your sword creates my destiny.\If you heed the Grail's call and obey my will and reason, then answer me.\I hereby swear...\That I shall be all the good in the world.\That I shall defeat all evil in the world.\You seven heavens, clad in the three great words of power, response:	come forth from the circle of binding...
context: Heed my words.\My will creates your body, and your sword creates my destiny.\If you heed the Grail's call and obey my will and reason, then answer me.\I hereby swear...\That I shall be all the good in the world.\That I shall defeat all evil in the world.\You seven heavens, clad in the three great words of power,\come forth from the circle of binding... response:	Guardian of the Scales!
context: My will creates your body, and your sword creates my destiny.\If you heed the Grail's call and obey my will and reason, then answer me.\I hereby swear...\That I shall be all the good in the world.\That I shall defeat all evil in the world.\You seven heavens, clad in the three great words of power,\come forth from the circle of binding...\Guardian of the Scales! response:	That was flawless!
context: If you heed the Grail's call and obey my will and reason, then answer me.\I hereby swear...\That I shall be all the good in the world.\That I shall defeat all evil in the world.\You seven heavens, clad in the three great words of power,\come forth from the circle of binding...\Guardian of the Scales!\That was flawless! response:	I know I drew the most powerful card!
context: I hereby swear...\That I shall be all the good in the world.\That I shall defeat all evil in the world.\You seven heavens, clad in the three great words of power,\come forth from the circle of binding...\Guardian of the Scales!\That was flawless!\I know I drew the most powerful card! response:	Why?!
context: That I shall be all the good in the world.\That I shall defeat all evil in the world.\You seven heavens, clad in the three great words of power,\come forth from the circle of binding...\Guardian of the Scales!\That was flawless!\I know I drew the most powerful card!\Why?! response:	The door's broken...
context: That I shall defeat all evil in the world.\You seven heavens, clad in the three great words of power,\come forth from the circle of binding...\Guardian of the Scales!\That was flawless!\I know I drew the most powerful card!\Why?!\The door's broken... response:	Damn it!
context: You seven heavens, clad in the three great words of power,\come forth from the circle of binding...\Guardian of the Scales!\That was flawless!\I know I drew the most powerful card!\Why?!\The door's broken...\Damn it! response:	Wait, all the clocks in the house were an hour fast today...
context: come forth from the circle of binding...\Guardian of the Scales!\That was flawless!\I know I drew the most powerful card!\Why?!\The door's broken...\Damn it!\Wait, all the clocks in the house were an hour fast today... response:	Which means it's now 1 AM.
context: Guardian of the Scales!\That was flawless!\I know I drew the most powerful card!\Why?!\The door's broken...\Damn it!\Wait, all the clocks in the house were an hour fast today...\Which means it's now 1 AM. response:	Not 2 AM?
context: That was flawless!\I know I drew the most powerful card!\Why?!\The door's broken...\Damn it!\Wait, all the clocks in the house were an hour fast today...\Which means it's now 1 AM.\Not 2 AM? response:	I did it again!
context: I know I drew the most powerful card!\Why?!\The door's broken...\Damn it!\Wait, all the clocks in the house were an hour fast today...\Which means it's now 1 AM.\Not 2 AM?\I did it again! response:	What's done is done.
context: Why?!\The door's broken...\Damn it!\Wait, all the clocks in the house were an hour fast today...\Which means it's now 1 AM.\Not 2 AM?\I did it again!\What's done is done. response:	Why did you give me that task, Father?
context: The door's broken...\Damn it!\Wait, all the clocks in the house were an hour fast today...\Which means it's now 1 AM.\Not 2 AM?\I did it again!\What's done is done.\Why did you give me that task, Father? response:	Well? What are you supposed to be?
context: Damn it!\Wait, all the clocks in the house were an hour fast today...\Which means it's now 1 AM.\Not 2 AM?\I did it again!\What's done is done.\Why did you give me that task, Father?\Well? What are you supposed to be? response:	That's the first thing you say to me?
context: Wait, all the clocks in the house were an hour fast today...\Which means it's now 1 AM.\Not 2 AM?\I did it again!\What's done is done.\Why did you give me that task, Father?\Well? What are you supposed to be?\That's the first thing you say to me? response:	Seems I've been drawn by quite the unusual little Master.
context: Which means it's now 1 AM.\Not 2 AM?\I did it again!\What's done is done.\Why did you give me that task, Father?\Well? What are you supposed to be?\That's the first thing you say to me?\Seems I've been drawn by quite the unusual little Master. response:	Good grief.
context: Not 2 AM?\I did it again!\What's done is done.\Why did you give me that task, Father?\Well? What are you supposed to be?\That's the first thing you say to me?\Seems I've been drawn by quite the unusual little Master.\Good grief. response:	Or was it I who drew the short straw?
context: I did it again!\What's done is done.\Why did you give me that task, Father?\Well? What are you supposed to be?\That's the first thing you say to me?\Seems I've been drawn by quite the unusual little Master.\Good grief.\Or was it I who drew the short straw? response:	Just to make sure...
context: What's done is done.\Why did you give me that task, Father?\Well? What are you supposed to be?\That's the first thing you say to me?\Seems I've been drawn by quite the unusual little Master.\Good grief.\Or was it I who drew the short straw?\Just to make sure... response:	You're my Servant, right?
context: Why did you give me that task, Father?\Well? What are you supposed to be?\That's the first thing you say to me?\Seems I've been drawn by quite the unusual little Master.\Good grief.\Or was it I who drew the short straw?\Just to make sure...\You're my Servant, right? response:	And are you my Master?
context: Well? What are you supposed to be?\That's the first thing you say to me?\Seems I've been drawn by quite the unusual little Master.\Good grief.\Or was it I who drew the short straw?\Just to make sure...\You're my Servant, right?\And are you my Master? response:	When I was summoned, you weren't present.
context: That's the first thing you say to me?\Seems I've been drawn by quite the unusual little Master.\Good grief.\Or was it I who drew the short straw?\Just to make sure...\You're my Servant, right?\And are you my Master?\When I was summoned, you weren't present. response:	You aren't a baby bird.
context: Seems I've been drawn by quite the unusual little Master.\Good grief.\Or was it I who drew the short straw?\Just to make sure...\You're my Servant, right?\And are you my Master?\When I was summoned, you weren't present.\You aren't a baby bird. response:	Don't joke and make it sound like you imprint on your Master when you first open your eyes.
context: Good grief.\Or was it I who drew the short straw?\Just to make sure...\You're my Servant, right?\And are you my Master?\When I was summoned, you weren't present.\You aren't a baby bird.\Don't joke and make it sound like you imprint on your Master when you first open your eyes. response:	All right, fine.
context: Or was it I who drew the short straw?\Just to make sure...\You're my Servant, right?\And are you my Master?\When I was summoned, you weren't present.\You aren't a baby bird.\Don't joke and make it sound like you imprint on your Master when you first open your eyes.\All right, fine. response:	I'm simply asking if you really are my Servant, and no one else's.
context: Just to make sure...\You're my Servant, right?\And are you my Master?\When I was summoned, you weren't present.\You aren't a baby bird.\Don't joke and make it sound like you imprint on your Master when you first open your eyes.\All right, fine.\I'm simply asking if you really are my Servant, and no one else's. response:	Master-Servant relationships should be clearly laid out, right off the bat.
context: You're my Servant, right?\And are you my Master?\When I was summoned, you weren't present.\You aren't a baby bird.\Don't joke and make it sound like you imprint on your Master when you first open your eyes.\All right, fine.\I'm simply asking if you really are my Servant, and no one else's.\Master-Servant relationships should be clearly laid out, right off the bat. response:	Yes.
context: And are you my Master?\When I was summoned, you weren't present.\You aren't a baby bird.\Don't joke and make it sound like you imprint on your Master when you first open your eyes.\All right, fine.\I'm simply asking if you really are my Servant, and no one else's.\Master-Servant relationships should be clearly laid out, right off the bat.\Yes. response:	I am in complete agreement with that opinion.
context: When I was summoned, you weren't present.\You aren't a baby bird.\Don't joke and make it sound like you imprint on your Master when you first open your eyes.\All right, fine.\I'm simply asking if you really are my Servant, and no one else's.\Master-Servant relationships should be clearly laid out, right off the bat.\Yes.\I am in complete agreement with that opinion. response:	But where is the evidence that you are my Master?
context: You aren't a baby bird.\Don't joke and make it sound like you imprint on your Master when you first open your eyes.\All right, fine.\I'm simply asking if you really are my Servant, and no one else's.\Master-Servant relationships should be clearly laid out, right off the bat.\Yes.\I am in complete agreement with that opinion.\But where is the evidence that you are my Master? response:	Here. This is all the proof you need that I am your Master, right?
context: Don't joke and make it sound like you imprint on your Master when you first open your eyes.\All right, fine.\I'm simply asking if you really are my Servant, and no one else's.\Master-Servant relationships should be clearly laid out, right off the bat.\Yes.\I am in complete agreement with that opinion.\But where is the evidence that you are my Master?\Here. This is all the proof you need that I am your Master, right? response:	Oh, dear.
context: All right, fine.\I'm simply asking if you really are my Servant, and no one else's.\Master-Servant relationships should be clearly laid out, right off the bat.\Yes.\I am in complete agreement with that opinion.\But where is the evidence that you are my Master?\Here. This is all the proof you need that I am your Master, right?\Oh, dear. response:	Do you really mean that?
context: I'm simply asking if you really are my Servant, and no one else's.\Master-Servant relationships should be clearly laid out, right off the bat.\Yes.\I am in complete agreement with that opinion.\But where is the evidence that you are my Master?\Here. This is all the proof you need that I am your Master, right?\Oh, dear.\Do you really mean that? response:	It wasn't that meaningless token I wanted to see.
context: Master-Servant relationships should be clearly laid out, right off the bat.\Yes.\I am in complete agreement with that opinion.\But where is the evidence that you are my Master?\Here. This is all the proof you need that I am your Master, right?\Oh, dear.\Do you really mean that?\It wasn't that meaningless token I wanted to see. response:	I wanted to see if you are someone worthy of my loyalty.
context: Yes.\I am in complete agreement with that opinion.\But where is the evidence that you are my Master?\Here. This is all the proof you need that I am your Master, right?\Oh, dear.\Do you really mean that?\It wasn't that meaningless token I wanted to see.\I wanted to see if you are someone worthy of my loyalty. response:	Excuse me?
context: I am in complete agreement with that opinion.\But where is the evidence that you are my Master?\Here. This is all the proof you need that I am your Master, right?\Oh, dear.\Do you really mean that?\It wasn't that meaningless token I wanted to see.\I wanted to see if you are someone worthy of my loyalty.\Excuse me? response:	I'm not good enough to be your Master?
context: But where is the evidence that you are my Master?\Here. This is all the proof you need that I am your Master, right?\Oh, dear.\Do you really mean that?\It wasn't that meaningless token I wanted to see.\I wanted to see if you are someone worthy of my loyalty.\Excuse me?\I'm not good enough to be your Master? response:	I am utterly dissatisfied, but I do acknowledge you as my Master.
context: Here. This is all the proof you need that I am your Master, right?\Oh, dear.\Do you really mean that?\It wasn't that meaningless token I wanted to see.\I wanted to see if you are someone worthy of my loyalty.\Excuse me?\I'm not good enough to be your Master?\I am utterly dissatisfied, but I do acknowledge you as my Master. response:	But on one condition.
context: Oh, dear.\Do you really mean that?\It wasn't that meaningless token I wanted to see.\I wanted to see if you are someone worthy of my loyalty.\Excuse me?\I'm not good enough to be your Master?\I am utterly dissatisfied, but I do acknowledge you as my Master.\But on one condition. response:	In the war to come, I will disregard anything you say.
context: Do you really mean that?\It wasn't that meaningless token I wanted to see.\I wanted to see if you are someone worthy of my loyalty.\Excuse me?\I'm not good enough to be your Master?\I am utterly dissatisfied, but I do acknowledge you as my Master.\But on one condition.\In the war to come, I will disregard anything you say. response:	I will decide all battle policy.
context: It wasn't that meaningless token I wanted to see.\I wanted to see if you are someone worthy of my loyalty.\Excuse me?\I'm not good enough to be your Master?\I am utterly dissatisfied, but I do acknowledge you as my Master.\But on one condition.\In the war to come, I will disregard anything you say.\I will decide all battle policy. response:	I trust you have no objections.
context: I wanted to see if you are someone worthy of my loyalty.\Excuse me?\I'm not good enough to be your Master?\I am utterly dissatisfied, but I do acknowledge you as my Master.\But on one condition.\In the war to come, I will disregard anything you say.\I will decide all battle policy.\I trust you have no objections. response:	I see...
context: Excuse me?\I'm not good enough to be your Master?\I am utterly dissatisfied, but I do acknowledge you as my Master.\But on one condition.\In the war to come, I will disregard anything you say.\I will decide all battle policy.\I trust you have no objections.\I see... response:	You grudgingly acknowledge me, but you won't listen to my opinions?
context: I'm not good enough to be your Master?\I am utterly dissatisfied, but I do acknowledge you as my Master.\But on one condition.\In the war to come, I will disregard anything you say.\I will decide all battle policy.\I trust you have no objections.\I see...\You grudgingly acknowledge me, but you won't listen to my opinions? response:	Why is that?
context: I am utterly dissatisfied, but I do acknowledge you as my Master.\But on one condition.\In the war to come, I will disregard anything you say.\I will decide all battle policy.\I trust you have no objections.\I see...\You grudgingly acknowledge me, but you won't listen to my opinions?\Why is that? response:	You are my Servant, aren't you?
context: But on one condition.\In the war to come, I will disregard anything you say.\I will decide all battle policy.\I trust you have no objections.\I see...\You grudgingly acknowledge me, but you won't listen to my opinions?\Why is that?\You are my Servant, aren't you? response:	Yes, but in form alone.
context: In the war to come, I will disregard anything you say.\I will decide all battle policy.\I trust you have no objections.\I see...\You grudgingly acknowledge me, but you won't listen to my opinions?\Why is that?\You are my Servant, aren't you?\Yes, but in form alone. response:	So I will obey you in form alone.
context: I will decide all battle policy.\I trust you have no objections.\I see...\You grudgingly acknowledge me, but you won't listen to my opinions?\Why is that?\You are my Servant, aren't you?\Yes, but in form alone.\So I will obey you in form alone. response:	But when fighting, I will call my own shots.
context: I trust you have no objections.\I see...\You grudgingly acknowledge me, but you won't listen to my opinions?\Why is that?\You are my Servant, aren't you?\Yes, but in form alone.\So I will obey you in form alone.\But when fighting, I will call my own shots. response:	Until this Holy Grail War ends, I suggest you sit tight in the cellar or something.
context: I see...\You grudgingly acknowledge me, but you won't listen to my opinions?\Why is that?\You are my Servant, aren't you?\Yes, but in form alone.\So I will obey you in form alone.\But when fighting, I will call my own shots.\Until this Holy Grail War ends, I suggest you sit tight in the cellar or something. response:	That should keep even one as inexperienced as you alive.
context: You grudgingly acknowledge me, but you won't listen to my opinions?\Why is that?\You are my Servant, aren't you?\Yes, but in form alone.\So I will obey you in form alone.\But when fighting, I will call my own shots.\Until this Holy Grail War ends, I suggest you sit tight in the cellar or something.\That should keep even one as inexperienced as you alive. response:	Oh, have I made you angry?
context: Why is that?\You are my Servant, aren't you?\Yes, but in form alone.\So I will obey you in form alone.\But when fighting, I will call my own shots.\Until this Holy Grail War ends, I suggest you sit tight in the cellar or something.\That should keep even one as inexperienced as you alive.\Oh, have I made you angry? response:	Of course, I have nothing but respect for your office.
context: You are my Servant, aren't you?\Yes, but in form alone.\So I will obey you in form alone.\But when fighting, I will call my own shots.\Until this Holy Grail War ends, I suggest you sit tight in the cellar or something.\That should keep even one as inexperienced as you alive.\Oh, have I made you angry?\Of course, I have nothing but respect for your office. response:	After all, I was summoned to win victory for my Master.
context: Yes, but in form alone.\So I will obey you in form alone.\But when fighting, I will call my own shots.\Until this Holy Grail War ends, I suggest you sit tight in the cellar or something.\That should keep even one as inexperienced as you alive.\Oh, have I made you angry?\Of course, I have nothing but respect for your office.\After all, I was summoned to win victory for my Master. response:	My victory is your victory, and I will yield any spoils of battle to you.
context: So I will obey you in form alone.\But when fighting, I will call my own shots.\Until this Holy Grail War ends, I suggest you sit tight in the cellar or something.\That should keep even one as inexperienced as you alive.\Oh, have I made you angry?\Of course, I have nothing but respect for your office.\After all, I was summoned to win victory for my Master.\My victory is your victory, and I will yield any spoils of battle to you. response:	Surely that will be agreeable?
context: But when fighting, I will call my own shots.\Until this Holy Grail War ends, I suggest you sit tight in the cellar or something.\That should keep even one as inexperienced as you alive.\Oh, have I made you angry?\Of course, I have nothing but respect for your office.\After all, I was summoned to win victory for my Master.\My victory is your victory, and I will yield any spoils of battle to you.\Surely that will be agreeable? response:	Anyway, leave everything to me, and see to your own wellbeing.
context: Until this Holy Grail War ends, I suggest you sit tight in the cellar or something.\That should keep even one as inexperienced as you alive.\Oh, have I made you angry?\Of course, I have nothing but respect for your office.\After all, I was summoned to win victory for my Master.\My victory is your victory, and I will yield any spoils of battle to you.\Surely that will be agreeable?\Anyway, leave everything to me, and see to your own wellbeing. response:	I don't expect
context: That should keep even one as inexperienced as you alive.\Oh, have I made you angry?\Of course, I have nothing but respect for your office.\After all, I was summoned to win victory for my Master.\My victory is your victory, and I will yield any spoils of battle to you.\Surely that will be agreeable?\Anyway, leave everything to me, and see to your own wellbeing.\I don't expect response:	anything from you.
context: Oh, have I made you angry?\Of course, I have nothing but respect for your office.\After all, I was summoned to win victory for my Master.\My victory is your victory, and I will yield any spoils of battle to you.\Surely that will be agreeable?\Anyway, leave everything to me, and see to your own wellbeing.\I don't expect\anything from you. response:	Now I'm mad!
context: Of course, I have nothing but respect for your office.\After all, I was summoned to win victory for my Master.\My victory is your victory, and I will yield any spoils of battle to you.\Surely that will be agreeable?\Anyway, leave everything to me, and see to your own wellbeing.\I don't expect\anything from you.\Now I'm mad! response:	Fine! If that's how you're going to be, I'll use one on you!
context: After all, I was summoned to win victory for my Master.\My victory is your victory, and I will yield any spoils of battle to you.\Surely that will be agreeable?\Anyway, leave everything to me, and see to your own wellbeing.\I don't expect\anything from you.\Now I'm mad!\Fine! If that's how you're going to be, I'll use one on you! response:	Anfang!
context: My victory is your victory, and I will yield any spoils of battle to you.\Surely that will be agreeable?\Anyway, leave everything to me, and see to your own wellbeing.\I don't expect\anything from you.\Now I'm mad!\Fine! If that's how you're going to be, I'll use one on you!\Anfang! response:	You wouldn't...
context: Surely that will be agreeable?\Anyway, leave everything to me, and see to your own wellbeing.\I don't expect\anything from you.\Now I'm mad!\Fine! If that's how you're going to be, I'll use one on you!\Anfang!\You wouldn't... response:	I would!
context: Anyway, leave everything to me, and see to your own wellbeing.\I don't expect\anything from you.\Now I'm mad!\Fine! If that's how you're going to be, I'll use one on you!\Anfang!\You wouldn't...\I would! response:	You lousy ingrate!
context: I don't expect\anything from you.\Now I'm mad!\Fine! If that's how you're going to be, I'll use one on you!\Anfang!\You wouldn't...\I would!\You lousy ingrate! response:	Vertrag... Ein neuer Nagel...
context: anything from you.\Now I'm mad!\Fine! If that's how you're going to be, I'll use one on you!\Anfang!\You wouldn't...\I would!\You lousy ingrate!\Vertrag... Ein neuer Nagel... response:	Ein neues Gesetz... Ein neues Gesetz...
context: Now I'm mad!\Fine! If that's how you're going to be, I'll use one on you!\Anfang!\You wouldn't...\I would!\You lousy ingrate!\Vertrag... Ein neuer Nagel...\Ein neues Gesetz... Ein neues Gesetz... response:	Wait, are you crazy, Master?
context: Fine! If that's how you're going to be, I'll use one on you!\Anfang!\You wouldn't...\I would!\You lousy ingrate!\Vertrag... Ein neuer Nagel...\Ein neues Gesetz... Ein neues Gesetz...\Wait, are you crazy, Master? response:	Who would use a Command Seal on something so...
context: Anfang!\You wouldn't...\I would!\You lousy ingrate!\Vertrag... Ein neuer Nagel...\Ein neues Gesetz... Ein neues Gesetz...\Wait, are you crazy, Master?\Who would use a Command Seal on something so... response:	Ein neues Verbrechen!
context: You wouldn't...\I would!\You lousy ingrate!\Vertrag... Ein neuer Nagel...\Ein neues Gesetz... Ein neues Gesetz...\Wait, are you crazy, Master?\Who would use a Command Seal on something so...\Ein neues Verbrechen! response:	Shut up!
context: I would!\You lousy ingrate!\Vertrag... Ein neuer Nagel...\Ein neues Gesetz... Ein neues Gesetz...\Wait, are you crazy, Master?\Who would use a Command Seal on something so...\Ein neues Verbrechen!\Shut up! response:	You're my Servant, got it?
context: You lousy ingrate!\Vertrag... Ein neuer Nagel...\Ein neues Gesetz... Ein neues Gesetz...\Wait, are you crazy, Master?\Who would use a Command Seal on something so...\Ein neues Verbrechen!\Shut up!\You're my Servant, got it? response:	That means absolute obedience to everything I say!
context: Vertrag... Ein neuer Nagel...\Ein neues Gesetz... Ein neues Gesetz...\Wait, are you crazy, Master?\Who would use a Command Seal on something so...\Ein neues Verbrechen!\Shut up!\You're my Servant, got it?\That means absolute obedience to everything I say! response:	Are you that impulsive, girl?
context: Ein neues Gesetz... Ein neues Gesetz...\Wait, are you crazy, Master?\Who would use a Command Seal on something so...\Ein neues Verbrechen!\Shut up!\You're my Servant, got it?\That means absolute obedience to everything I say!\Are you that impulsive, girl? response:	You would use a Command Seal with so broad an order?
context: Wait, are you crazy, Master?\Who would use a Command Seal on something so...\Ein neues Verbrechen!\Shut up!\You're my Servant, got it?\That means absolute obedience to everything I say!\Are you that impulsive, girl?\You would use a Command Seal with so broad an order? response:	L-Let's take this elsewhere.
context: Who would use a Command Seal on something so...\Ein neues Verbrechen!\Shut up!\You're my Servant, got it?\That means absolute obedience to everything I say!\Are you that impulsive, girl?\You would use a Command Seal with so broad an order?\L-Let's take this elsewhere. response:	Come with me.
context: Ein neues Verbrechen!\Shut up!\You're my Servant, got it?\That means absolute obedience to everything I say!\Are you that impulsive, girl?\You would use a Command Seal with so broad an order?\L-Let's take this elsewhere.\Come with me. response:	I believe I have a fair understanding of your disposition now, Master.
context: Shut up!\You're my Servant, got it?\That means absolute obedience to everything I say!\Are you that impulsive, girl?\You would use a Command Seal with so broad an order?\L-Let's take this elsewhere.\Come with me.\I believe I have a fair understanding of your disposition now, Master. response:	Just to be sure, you do realize how precious the Command Seals are, don't you?
context: You're my Servant, got it?\That means absolute obedience to everything I say!\Are you that impulsive, girl?\You would use a Command Seal with so broad an order?\L-Let's take this elsewhere.\Come with me.\I believe I have a fair understanding of your disposition now, Master.\Just to be sure, you do realize how precious the Command Seals are, don't you? response:	What's with his superior tone?
