context: All right, that's about it. response:	You're working hard today, too, huh?
context: He said the concerned parties should discuss it.\I see...\Nothing good will come of you worrying about it.\There are herbs protected because of their efficacy.\If the birds also had something special to offer...\Even if the birds are important to the residents of the island,\that doesn't matter to the lord.\He's enjoying hunting with his friends on his own land. response:	That's all it is.
context: I see...\Nothing good will come of you worrying about it.\There are herbs protected because of their efficacy.\If the birds also had something special to offer...\Even if the birds are important to the residents of the island,\that doesn't matter to the lord.\He's enjoying hunting with his friends on his own land.\That's all it is. response:	The mineral ore on the island, the walnut stone,
context: Nothing good will come of you worrying about it.\There are herbs protected because of their efficacy.\If the birds also had something special to offer...\Even if the birds are important to the residents of the island,\that doesn't matter to the lord.\He's enjoying hunting with his friends on his own land.\That's all it is.\The mineral ore on the island, the walnut stone, response:	isn't really something that can be sold for much, either.
context: There are herbs protected because of their efficacy.\If the birds also had something special to offer...\Even if the birds are important to the residents of the island,\that doesn't matter to the lord.\He's enjoying hunting with his friends on his own land.\That's all it is.\The mineral ore on the island, the walnut stone,\isn't really something that can be sold for much, either. response:	I can't do anything.
context: If the birds also had something special to offer...\Even if the birds are important to the residents of the island,\that doesn't matter to the lord.\He's enjoying hunting with his friends on his own land.\That's all it is.\The mineral ore on the island, the walnut stone,\isn't really something that can be sold for much, either.\I can't do anything. response:	All I can do is say that it is within the rights of the lord.
context: Even if the birds are important to the residents of the island,\that doesn't matter to the lord.\He's enjoying hunting with his friends on his own land.\That's all it is.\The mineral ore on the island, the walnut stone,\isn't really something that can be sold for much, either.\I can't do anything.\All I can do is say that it is within the rights of the lord. response:	Lord Brecker brought this?
context: that doesn't matter to the lord.\He's enjoying hunting with his friends on his own land.\That's all it is.\The mineral ore on the island, the walnut stone,\isn't really something that can be sold for much, either.\I can't do anything.\All I can do is say that it is within the rights of the lord.\Lord Brecker brought this? response:	Yeah, it appears to be a decorative arrow souvenir.
context: He's enjoying hunting with his friends on his own land.\That's all it is.\The mineral ore on the island, the walnut stone,\isn't really something that can be sold for much, either.\I can't do anything.\All I can do is say that it is within the rights of the lord.\Lord Brecker brought this?\Yeah, it appears to be a decorative arrow souvenir. response:	He probably believes his own values are common sense and doesn't question them.
context: That's all it is.\The mineral ore on the island, the walnut stone,\isn't really something that can be sold for much, either.\I can't do anything.\All I can do is say that it is within the rights of the lord.\Lord Brecker brought this?\Yeah, it appears to be a decorative arrow souvenir.\He probably believes his own values are common sense and doesn't question them. response:	Why did the viscount bring this up to you in the first place, Zen?
context: The mineral ore on the island, the walnut stone,\isn't really something that can be sold for much, either.\I can't do anything.\All I can do is say that it is within the rights of the lord.\Lord Brecker brought this?\Yeah, it appears to be a decorative arrow souvenir.\He probably believes his own values are common sense and doesn't question them.\Why did the viscount bring this up to you in the first place, Zen? response:	Probably because the previous viscount and I met a few times.
context: isn't really something that can be sold for much, either.\I can't do anything.\All I can do is say that it is within the rights of the lord.\Lord Brecker brought this?\Yeah, it appears to be a decorative arrow souvenir.\He probably believes his own values are common sense and doesn't question them.\Why did the viscount bring this up to you in the first place, Zen?\Probably because the previous viscount and I met a few times. response:	It's my first time meeting Brecker, though.
context: I can't do anything.\All I can do is say that it is within the rights of the lord.\Lord Brecker brought this?\Yeah, it appears to be a decorative arrow souvenir.\He probably believes his own values are common sense and doesn't question them.\Why did the viscount bring this up to you in the first place, Zen?\Probably because the previous viscount and I met a few times.\It's my first time meeting Brecker, though. response:	Heh, you're being used, Zen.
context: All I can do is say that it is within the rights of the lord.\Lord Brecker brought this?\Yeah, it appears to be a decorative arrow souvenir.\He probably believes his own values are common sense and doesn't question them.\Why did the viscount bring this up to you in the first place, Zen?\Probably because the previous viscount and I met a few times.\It's my first time meeting Brecker, though.\Heh, you're being used, Zen. response:	-Shut up. -Shut up.
context: Lord Brecker brought this?\Yeah, it appears to be a decorative arrow souvenir.\He probably believes his own values are common sense and doesn't question them.\Why did the viscount bring this up to you in the first place, Zen?\Probably because the previous viscount and I met a few times.\It's my first time meeting Brecker, though.\Heh, you're being used, Zen.\-Shut up. -Shut up. response:	Why did you say it, too, Kiki?
context: Yeah, it appears to be a decorative arrow souvenir.\He probably believes his own values are common sense and doesn't question them.\Why did the viscount bring this up to you in the first place, Zen?\Probably because the previous viscount and I met a few times.\It's my first time meeting Brecker, though.\Heh, you're being used, Zen.\-Shut up. -Shut up.\Why did you say it, too, Kiki? response:	Even so, I hate that I cannot help that girl.
context: He probably believes his own values are common sense and doesn't question them.\Why did the viscount bring this up to you in the first place, Zen?\Probably because the previous viscount and I met a few times.\It's my first time meeting Brecker, though.\Heh, you're being used, Zen.\-Shut up. -Shut up.\Why did you say it, too, Kiki?\Even so, I hate that I cannot help that girl. response:	Excuse me!
context: Why did the viscount bring this up to you in the first place, Zen?\Probably because the previous viscount and I met a few times.\It's my first time meeting Brecker, though.\Heh, you're being used, Zen.\-Shut up. -Shut up.\Why did you say it, too, Kiki?\Even so, I hate that I cannot help that girl.\Excuse me! response:	Shirayuki?
context: Probably because the previous viscount and I met a few times.\It's my first time meeting Brecker, though.\Heh, you're being used, Zen.\-Shut up. -Shut up.\Why did you say it, too, Kiki?\Even so, I hate that I cannot help that girl.\Excuse me!\Shirayuki? response:	Zen, there's something I want to talk to you about.
context: It's my first time meeting Brecker, though.\Heh, you're being used, Zen.\-Shut up. -Shut up.\Why did you say it, too, Kiki?\Even so, I hate that I cannot help that girl.\Excuse me!\Shirayuki?\Zen, there's something I want to talk to you about. response:	Kihal, is it true that with a signal from your whistle,
context: Heh, you're being used, Zen.\-Shut up. -Shut up.\Why did you say it, too, Kiki?\Even so, I hate that I cannot help that girl.\Excuse me!\Shirayuki?\Zen, there's something I want to talk to you about.\Kihal, is it true that with a signal from your whistle, response:	you can get the bird to fly where you want?
context: -Shut up. -Shut up.\Why did you say it, too, Kiki?\Even so, I hate that I cannot help that girl.\Excuse me!\Shirayuki?\Zen, there's something I want to talk to you about.\Kihal, is it true that with a signal from your whistle,\you can get the bird to fly where you want? response:	Yes, sir. Everyone who has gone through training on the island can.
context: Why did you say it, too, Kiki?\Even so, I hate that I cannot help that girl.\Excuse me!\Shirayuki?\Zen, there's something I want to talk to you about.\Kihal, is it true that with a signal from your whistle,\you can get the bird to fly where you want?\Yes, sir. Everyone who has gone through training on the island can. response:	Can you have the bird fly somewhere far?
context: Even so, I hate that I cannot help that girl.\Excuse me!\Shirayuki?\Zen, there's something I want to talk to you about.\Kihal, is it true that with a signal from your whistle,\you can get the bird to fly where you want?\Yes, sir. Everyone who has gone through training on the island can.\Can you have the bird fly somewhere far? response:	Yes. We often send them out to fishing boats in the open sea.
context: Excuse me!\Shirayuki?\Zen, there's something I want to talk to you about.\Kihal, is it true that with a signal from your whistle,\you can get the bird to fly where you want?\Yes, sir. Everyone who has gone through training on the island can.\Can you have the bird fly somewhere far?\Yes. We often send them out to fishing boats in the open sea. response:	How do they know where the boat is?
context: Shirayuki?\Zen, there's something I want to talk to you about.\Kihal, is it true that with a signal from your whistle,\you can get the bird to fly where you want?\Yes, sir. Everyone who has gone through training on the island can.\Can you have the bird fly somewhere far?\Yes. We often send them out to fishing boats in the open sea.\How do they know where the boat is? response:	Um, with this.
context: Zen, there's something I want to talk to you about.\Kihal, is it true that with a signal from your whistle,\you can get the bird to fly where you want?\Yes, sir. Everyone who has gone through training on the island can.\Can you have the bird fly somewhere far?\Yes. We often send them out to fishing boats in the open sea.\How do they know where the boat is?\Um, with this. response:	A bell?
context: Kihal, is it true that with a signal from your whistle,\you can get the bird to fly where you want?\Yes, sir. Everyone who has gone through training on the island can.\Can you have the bird fly somewhere far?\Yes. We often send them out to fishing boats in the open sea.\How do they know where the boat is?\Um, with this.\A bell? response:	Bells made from walnut stones each have a unique sound.
context: you can get the bird to fly where you want?\Yes, sir. Everyone who has gone through training on the island can.\Can you have the bird fly somewhere far?\Yes. We often send them out to fishing boats in the open sea.\How do they know where the boat is?\Um, with this.\A bell?\Bells made from walnut stones each have a unique sound. response:	These birds can tell the slight difference between them.
context: Yes, sir. Everyone who has gone through training on the island can.\Can you have the bird fly somewhere far?\Yes. We often send them out to fishing boats in the open sea.\How do they know where the boat is?\Um, with this.\A bell?\Bells made from walnut stones each have a unique sound.\These birds can tell the slight difference between them. response:	If they hear the sound of the bell in advance,
context: Can you have the bird fly somewhere far?\Yes. We often send them out to fishing boats in the open sea.\How do they know where the boat is?\Um, with this.\A bell?\Bells made from walnut stones each have a unique sound.\These birds can tell the slight difference between them.\If they hear the sound of the bell in advance, response:	they will land where they hear that sound.
context: Yes. We often send them out to fishing boats in the open sea.\How do they know where the boat is?\Um, with this.\A bell?\Bells made from walnut stones each have a unique sound.\These birds can tell the slight difference between them.\If they hear the sound of the bell in advance,\they will land where they hear that sound. response:	I see.
context: How do they know where the boat is?\Um, with this.\A bell?\Bells made from walnut stones each have a unique sound.\These birds can tell the slight difference between them.\If they hear the sound of the bell in advance,\they will land where they hear that sound.\I see. response:	If possible, I would like to look into using that as a means of communication in Clarines.
context: Um, with this.\A bell?\Bells made from walnut stones each have a unique sound.\These birds can tell the slight difference between them.\If they hear the sound of the bell in advance,\they will land where they hear that sound.\I see.\If possible, I would like to look into using that as a means of communication in Clarines. response:	But why...
context: A bell?\Bells made from walnut stones each have a unique sound.\These birds can tell the slight difference between them.\If they hear the sound of the bell in advance,\they will land where they hear that sound.\I see.\If possible, I would like to look into using that as a means of communication in Clarines.\But why... response:	I heard from a certain person
context: Bells made from walnut stones each have a unique sound.\These birds can tell the slight difference between them.\If they hear the sound of the bell in advance,\they will land where they hear that sound.\I see.\If possible, I would like to look into using that as a means of communication in Clarines.\But why...\I heard from a certain person response:	that perhaps the ability to control the birds could be used for something.
context: These birds can tell the slight difference between them.\If they hear the sound of the bell in advance,\they will land where they hear that sound.\I see.\If possible, I would like to look into using that as a means of communication in Clarines.\But why...\I heard from a certain person\that perhaps the ability to control the birds could be used for something. response:	I figured, if they can be used for communication, it would benefit the kingdom.
context: If they hear the sound of the bell in advance,\they will land where they hear that sound.\I see.\If possible, I would like to look into using that as a means of communication in Clarines.\But why...\I heard from a certain person\that perhaps the ability to control the birds could be used for something.\I figured, if they can be used for communication, it would benefit the kingdom. response:	That was definitely worth investigating.
context: they will land where they hear that sound.\I see.\If possible, I would like to look into using that as a means of communication in Clarines.\But why...\I heard from a certain person\that perhaps the ability to control the birds could be used for something.\I figured, if they can be used for communication, it would benefit the kingdom.\That was definitely worth investigating. response:	First, I'd like to test it over a long distance.
context: I see.\If possible, I would like to look into using that as a means of communication in Clarines.\But why...\I heard from a certain person\that perhaps the ability to control the birds could be used for something.\I figured, if they can be used for communication, it would benefit the kingdom.\That was definitely worth investigating.\First, I'd like to test it over a long distance. response:	Will you do it?
context: If possible, I would like to look into using that as a means of communication in Clarines.\But why...\I heard from a certain person\that perhaps the ability to control the birds could be used for something.\I figured, if they can be used for communication, it would benefit the kingdom.\That was definitely worth investigating.\First, I'd like to test it over a long distance.\Will you do it? response:	Test...?
context: But why...\I heard from a certain person\that perhaps the ability to control the birds could be used for something.\I figured, if they can be used for communication, it would benefit the kingdom.\That was definitely worth investigating.\First, I'd like to test it over a long distance.\Will you do it?\Test...? response:	Yeah. We'll test to see if it's something we can make use of.
context: I heard from a certain person\that perhaps the ability to control the birds could be used for something.\I figured, if they can be used for communication, it would benefit the kingdom.\That was definitely worth investigating.\First, I'd like to test it over a long distance.\Will you do it?\Test...?\Yeah. We'll test to see if it's something we can make use of. response:	You mean, at the castle?
context: that perhaps the ability to control the birds could be used for something.\I figured, if they can be used for communication, it would benefit the kingdom.\That was definitely worth investigating.\First, I'd like to test it over a long distance.\Will you do it?\Test...?\Yeah. We'll test to see if it's something we can make use of.\You mean, at the castle? response:	That's right. Tomorrow evening.
context: I figured, if they can be used for communication, it would benefit the kingdom.\That was definitely worth investigating.\First, I'd like to test it over a long distance.\Will you do it?\Test...?\Yeah. We'll test to see if it's something we can make use of.\You mean, at the castle?\That's right. Tomorrow evening. response:	Then, may I name the person who will hold the bell?
context: That was definitely worth investigating.\First, I'd like to test it over a long distance.\Will you do it?\Test...?\Yeah. We'll test to see if it's something we can make use of.\You mean, at the castle?\That's right. Tomorrow evening.\Then, may I name the person who will hold the bell? response:	That's fine, but...
context: First, I'd like to test it over a long distance.\Will you do it?\Test...?\Yeah. We'll test to see if it's something we can make use of.\You mean, at the castle?\That's right. Tomorrow evening.\Then, may I name the person who will hold the bell?\That's fine, but... response:	M-Me?
context: Will you do it?\Test...?\Yeah. We'll test to see if it's something we can make use of.\You mean, at the castle?\That's right. Tomorrow evening.\Then, may I name the person who will hold the bell?\That's fine, but...\M-Me? response:	Yes, please! It might be a bother, but to me, the castle is still the enemy camp!
context: Test...?\Yeah. We'll test to see if it's something we can make use of.\You mean, at the castle?\That's right. Tomorrow evening.\Then, may I name the person who will hold the bell?\That's fine, but...\M-Me?\Yes, please! It might be a bother, but to me, the castle is still the enemy camp! response:	Enemy camp...?
context: Yeah. We'll test to see if it's something we can make use of.\You mean, at the castle?\That's right. Tomorrow evening.\Then, may I name the person who will hold the bell?\That's fine, but...\M-Me?\Yes, please! It might be a bother, but to me, the castle is still the enemy camp!\Enemy camp...? response:	Even if it's a proposal from the kingdom, I can't really trust it yet.
context: You mean, at the castle?\That's right. Tomorrow evening.\Then, may I name the person who will hold the bell?\That's fine, but...\M-Me?\Yes, please! It might be a bother, but to me, the castle is still the enemy camp!\Enemy camp...?\Even if it's a proposal from the kingdom, I can't really trust it yet. response:	If you have faith in Prince Zen,
context: That's right. Tomorrow evening.\Then, may I name the person who will hold the bell?\That's fine, but...\M-Me?\Yes, please! It might be a bother, but to me, the castle is still the enemy camp!\Enemy camp...?\Even if it's a proposal from the kingdom, I can't really trust it yet.\If you have faith in Prince Zen, response:	then I want to work with you so maybe I can feel that way, too!
context: Then, may I name the person who will hold the bell?\That's fine, but...\M-Me?\Yes, please! It might be a bother, but to me, the castle is still the enemy camp!\Enemy camp...?\Even if it's a proposal from the kingdom, I can't really trust it yet.\If you have faith in Prince Zen,\then I want to work with you so maybe I can feel that way, too! response:	All right. I'll try!
context: That's fine, but...\M-Me?\Yes, please! It might be a bother, but to me, the castle is still the enemy camp!\Enemy camp...?\Even if it's a proposal from the kingdom, I can't really trust it yet.\If you have faith in Prince Zen,\then I want to work with you so maybe I can feel that way, too!\All right. I'll try! response:	Thank you!
context: M-Me?\Yes, please! It might be a bother, but to me, the castle is still the enemy camp!\Enemy camp...?\Even if it's a proposal from the kingdom, I can't really trust it yet.\If you have faith in Prince Zen,\then I want to work with you so maybe I can feel that way, too!\All right. I'll try!\Thank you! response:	Thank you, Shirayuki!
context: Yes, please! It might be a bother, but to me, the castle is still the enemy camp!\Enemy camp...?\Even if it's a proposal from the kingdom, I can't really trust it yet.\If you have faith in Prince Zen,\then I want to work with you so maybe I can feel that way, too!\All right. I'll try!\Thank you!\Thank you, Shirayuki! response:	To a point ten kilometers west of the castle,
context: Enemy camp...?\Even if it's a proposal from the kingdom, I can't really trust it yet.\If you have faith in Prince Zen,\then I want to work with you so maybe I can feel that way, too!\All right. I'll try!\Thank you!\Thank you, Shirayuki!\To a point ten kilometers west of the castle, response:	at a lakeside watchtower that would take 40 minutes by horse,
context: Even if it's a proposal from the kingdom, I can't really trust it yet.\If you have faith in Prince Zen,\then I want to work with you so maybe I can feel that way, too!\All right. I'll try!\Thank you!\Thank you, Shirayuki!\To a point ten kilometers west of the castle,\at a lakeside watchtower that would take 40 minutes by horse, response:	the bird will sent bearing a document.
context: If you have faith in Prince Zen,\then I want to work with you so maybe I can feel that way, too!\All right. I'll try!\Thank you!\Thank you, Shirayuki!\To a point ten kilometers west of the castle,\at a lakeside watchtower that would take 40 minutes by horse,\the bird will sent bearing a document. response:	The person at the watchtower will receive the document,
context: then I want to work with you so maybe I can feel that way, too!\All right. I'll try!\Thank you!\Thank you, Shirayuki!\To a point ten kilometers west of the castle,\at a lakeside watchtower that would take 40 minutes by horse,\the bird will sent bearing a document.\The person at the watchtower will receive the document, response:	sign it, attach the bell, and send the bird back to the castle.
context: All right. I'll try!\Thank you!\Thank you, Shirayuki!\To a point ten kilometers west of the castle,\at a lakeside watchtower that would take 40 minutes by horse,\the bird will sent bearing a document.\The person at the watchtower will receive the document,\sign it, attach the bell, and send the bird back to the castle. response:	This will all occur within 25 minutes.
context: Thank you!\Thank you, Shirayuki!\To a point ten kilometers west of the castle,\at a lakeside watchtower that would take 40 minutes by horse,\the bird will sent bearing a document.\The person at the watchtower will receive the document,\sign it, attach the bell, and send the bird back to the castle.\This will all occur within 25 minutes. response:	If all the conditions are met, it will be acknowledged;
context: Thank you, Shirayuki!\To a point ten kilometers west of the castle,\at a lakeside watchtower that would take 40 minutes by horse,\the bird will sent bearing a document.\The person at the watchtower will receive the document,\sign it, attach the bell, and send the bird back to the castle.\This will all occur within 25 minutes.\If all the conditions are met, it will be acknowledged; response:	if not, it will be regarded as a failure.
context: To a point ten kilometers west of the castle,\at a lakeside watchtower that would take 40 minutes by horse,\the bird will sent bearing a document.\The person at the watchtower will receive the document,\sign it, attach the bell, and send the bird back to the castle.\This will all occur within 25 minutes.\If all the conditions are met, it will be acknowledged;\if not, it will be regarded as a failure. response:	To go and come back from the lake in 25 minutes?
context: at a lakeside watchtower that would take 40 minutes by horse,\the bird will sent bearing a document.\The person at the watchtower will receive the document,\sign it, attach the bell, and send the bird back to the castle.\This will all occur within 25 minutes.\If all the conditions are met, it will be acknowledged;\if not, it will be regarded as a failure.\To go and come back from the lake in 25 minutes? response:	It's easier than I thought.
context: the bird will sent bearing a document.\The person at the watchtower will receive the document,\sign it, attach the bell, and send the bird back to the castle.\This will all occur within 25 minutes.\If all the conditions are met, it will be acknowledged;\if not, it will be regarded as a failure.\To go and come back from the lake in 25 minutes?\It's easier than I thought. response:	Don't be stupid. It's a bird that's going, you know.
context: The person at the watchtower will receive the document,\sign it, attach the bell, and send the bird back to the castle.\This will all occur within 25 minutes.\If all the conditions are met, it will be acknowledged;\if not, it will be regarded as a failure.\To go and come back from the lake in 25 minutes?\It's easier than I thought.\Don't be stupid. It's a bird that's going, you know. response:	The bird handler will be Kihal Toghrul.
context: sign it, attach the bell, and send the bird back to the castle.\This will all occur within 25 minutes.\If all the conditions are met, it will be acknowledged;\if not, it will be regarded as a failure.\To go and come back from the lake in 25 minutes?\It's easier than I thought.\Don't be stupid. It's a bird that's going, you know.\The bird handler will be Kihal Toghrul. response:	Assisting her will be Shirayuki.
context: This will all occur within 25 minutes.\If all the conditions are met, it will be acknowledged;\if not, it will be regarded as a failure.\To go and come back from the lake in 25 minutes?\It's easier than I thought.\Don't be stupid. It's a bird that's going, you know.\The bird handler will be Kihal Toghrul.\Assisting her will be Shirayuki. response:	Three soldiers and a messenger will accompany her to the watchtower.
context: If all the conditions are met, it will be acknowledged;\if not, it will be regarded as a failure.\To go and come back from the lake in 25 minutes?\It's easier than I thought.\Don't be stupid. It's a bird that's going, you know.\The bird handler will be Kihal Toghrul.\Assisting her will be Shirayuki.\Three soldiers and a messenger will accompany her to the watchtower. response:	That is all.
context: if not, it will be regarded as a failure.\To go and come back from the lake in 25 minutes?\It's easier than I thought.\Don't be stupid. It's a bird that's going, you know.\The bird handler will be Kihal Toghrul.\Assisting her will be Shirayuki.\Three soldiers and a messenger will accompany her to the watchtower.\That is all. response:	A red-haired girl...?
context: To go and come back from the lake in 25 minutes?\It's easier than I thought.\Don't be stupid. It's a bird that's going, you know.\The bird handler will be Kihal Toghrul.\Assisting her will be Shirayuki.\Three soldiers and a messenger will accompany her to the watchtower.\That is all.\A red-haired girl...? response:	I see.
context: It's easier than I thought.\Don't be stupid. It's a bird that's going, you know.\The bird handler will be Kihal Toghrul.\Assisting her will be Shirayuki.\Three soldiers and a messenger will accompany her to the watchtower.\That is all.\A red-haired girl...?\I see. response:	I was wondering why something so outrageous was brought up suddenly.
context: Don't be stupid. It's a bird that's going, you know.\The bird handler will be Kihal Toghrul.\Assisting her will be Shirayuki.\Three soldiers and a messenger will accompany her to the watchtower.\That is all.\A red-haired girl...?\I see.\I was wondering why something so outrageous was brought up suddenly. response:	To get the prince's friend on your side-
context: The bird handler will be Kihal Toghrul.\Assisting her will be Shirayuki.\Three soldiers and a messenger will accompany her to the watchtower.\That is all.\A red-haired girl...?\I see.\I was wondering why something so outrageous was brought up suddenly.\To get the prince's friend on your side- response:	You're a clever one, Toghrul.
context: Assisting her will be Shirayuki.\Three soldiers and a messenger will accompany her to the watchtower.\That is all.\A red-haired girl...?\I see.\I was wondering why something so outrageous was brought up suddenly.\To get the prince's friend on your side-\You're a clever one, Toghrul. response:	The prince's friend?
context: Three soldiers and a messenger will accompany her to the watchtower.\That is all.\A red-haired girl...?\I see.\I was wondering why something so outrageous was brought up suddenly.\To get the prince's friend on your side-\You're a clever one, Toghrul.\The prince's friend? response:	That has nothing to do with-
context: That is all.\A red-haired girl...?\I see.\I was wondering why something so outrageous was brought up suddenly.\To get the prince's friend on your side-\You're a clever one, Toghrul.\The prince's friend?\That has nothing to do with- response:	Lord Brecker.
context: A red-haired girl...?\I see.\I was wondering why something so outrageous was brought up suddenly.\To get the prince's friend on your side-\You're a clever one, Toghrul.\The prince's friend?\That has nothing to do with-\Lord Brecker. response:	Right now, we are looking to see if this proposal will benefit Clarines.
context: I see.\I was wondering why something so outrageous was brought up suddenly.\To get the prince's friend on your side-\You're a clever one, Toghrul.\The prince's friend?\That has nothing to do with-\Lord Brecker.\Right now, we are looking to see if this proposal will benefit Clarines. response:	I would like you to judge for yourself as a lord of this kingdom.
context: I was wondering why something so outrageous was brought up suddenly.\To get the prince's friend on your side-\You're a clever one, Toghrul.\The prince's friend?\That has nothing to do with-\Lord Brecker.\Right now, we are looking to see if this proposal will benefit Clarines.\I would like you to judge for yourself as a lord of this kingdom. response:	Then, your highness, I would also like to accompany them to the lakeside watchtower.
context: To get the prince's friend on your side-\You're a clever one, Toghrul.\The prince's friend?\That has nothing to do with-\Lord Brecker.\Right now, we are looking to see if this proposal will benefit Clarines.\I would like you to judge for yourself as a lord of this kingdom.\Then, your highness, I would also like to accompany them to the lakeside watchtower. response:	It is not that I am suspicious of anything,
context: You're a clever one, Toghrul.\The prince's friend?\That has nothing to do with-\Lord Brecker.\Right now, we are looking to see if this proposal will benefit Clarines.\I would like you to judge for yourself as a lord of this kingdom.\Then, your highness, I would also like to accompany them to the lakeside watchtower.\It is not that I am suspicious of anything, response:	but if those girls act dishonestly in any way, it would reflect badly on you, sir.
context: The prince's friend?\That has nothing to do with-\Lord Brecker.\Right now, we are looking to see if this proposal will benefit Clarines.\I would like you to judge for yourself as a lord of this kingdom.\Then, your highness, I would also like to accompany them to the lakeside watchtower.\It is not that I am suspicious of anything,\but if those girls act dishonestly in any way, it would reflect badly on you, sir. response:	Very well, Brecker, Shirayuki and the others will head to the lakeside watchtower.
context: That has nothing to do with-\Lord Brecker.\Right now, we are looking to see if this proposal will benefit Clarines.\I would like you to judge for yourself as a lord of this kingdom.\Then, your highness, I would also like to accompany them to the lakeside watchtower.\It is not that I am suspicious of anything,\but if those girls act dishonestly in any way, it would reflect badly on you, sir.\Very well, Brecker, Shirayuki and the others will head to the lakeside watchtower. response:	The bird will be sent at four o'clock, and the test will begin.
context: Lord Brecker.\Right now, we are looking to see if this proposal will benefit Clarines.\I would like you to judge for yourself as a lord of this kingdom.\Then, your highness, I would also like to accompany them to the lakeside watchtower.\It is not that I am suspicious of anything,\but if those girls act dishonestly in any way, it would reflect badly on you, sir.\Very well, Brecker, Shirayuki and the others will head to the lakeside watchtower.\The bird will be sent at four o'clock, and the test will begin. response:	Shirayuki...
context: Right now, we are looking to see if this proposal will benefit Clarines.\I would like you to judge for yourself as a lord of this kingdom.\Then, your highness, I would also like to accompany them to the lakeside watchtower.\It is not that I am suspicious of anything,\but if those girls act dishonestly in any way, it would reflect badly on you, sir.\Very well, Brecker, Shirayuki and the others will head to the lakeside watchtower.\The bird will be sent at four o'clock, and the test will begin.\Shirayuki... response:	Hm?
context: I would like you to judge for yourself as a lord of this kingdom.\Then, your highness, I would also like to accompany them to the lakeside watchtower.\It is not that I am suspicious of anything,\but if those girls act dishonestly in any way, it would reflect badly on you, sir.\Very well, Brecker, Shirayuki and the others will head to the lakeside watchtower.\The bird will be sent at four o'clock, and the test will begin.\Shirayuki...\Hm? response:	This is the sound, Popo.
context: Then, your highness, I would also like to accompany them to the lakeside watchtower.\It is not that I am suspicious of anything,\but if those girls act dishonestly in any way, it would reflect badly on you, sir.\Very well, Brecker, Shirayuki and the others will head to the lakeside watchtower.\The bird will be sent at four o'clock, and the test will begin.\Shirayuki...\Hm?\This is the sound, Popo. response:	I'll be waiting, okay, Kihal?
context: It is not that I am suspicious of anything,\but if those girls act dishonestly in any way, it would reflect badly on you, sir.\Very well, Brecker, Shirayuki and the others will head to the lakeside watchtower.\The bird will be sent at four o'clock, and the test will begin.\Shirayuki...\Hm?\This is the sound, Popo.\I'll be waiting, okay, Kihal? response:	Okay!
context: but if those girls act dishonestly in any way, it would reflect badly on you, sir.\Very well, Brecker, Shirayuki and the others will head to the lakeside watchtower.\The bird will be sent at four o'clock, and the test will begin.\Shirayuki...\Hm?\This is the sound, Popo.\I'll be waiting, okay, Kihal?\Okay! response:	It's time.
context: Very well, Brecker, Shirayuki and the others will head to the lakeside watchtower.\The bird will be sent at four o'clock, and the test will begin.\Shirayuki...\Hm?\This is the sound, Popo.\I'll be waiting, okay, Kihal?\Okay!\It's time. response:	Yeah. Shirayuki should be waiting by the lake by now.
context: The bird will be sent at four o'clock, and the test will begin.\Shirayuki...\Hm?\This is the sound, Popo.\I'll be waiting, okay, Kihal?\Okay!\It's time.\Yeah. Shirayuki should be waiting by the lake by now. response:	Are you ready, Kihal?
context: Shirayuki...\Hm?\This is the sound, Popo.\I'll be waiting, okay, Kihal?\Okay!\It's time.\Yeah. Shirayuki should be waiting by the lake by now.\Are you ready, Kihal? response:	Yes, sir.
context: Hm?\This is the sound, Popo.\I'll be waiting, okay, Kihal?\Okay!\It's time.\Yeah. Shirayuki should be waiting by the lake by now.\Are you ready, Kihal?\Yes, sir. response:	Now, let the test begin!
context: This is the sound, Popo.\I'll be waiting, okay, Kihal?\Okay!\It's time.\Yeah. Shirayuki should be waiting by the lake by now.\Are you ready, Kihal?\Yes, sir.\Now, let the test begin! response:	Go, Popo. Shirayuki's waiting for you in the west!
context: I'll be waiting, okay, Kihal?\Okay!\It's time.\Yeah. Shirayuki should be waiting by the lake by now.\Are you ready, Kihal?\Yes, sir.\Now, let the test begin!\Go, Popo. Shirayuki's waiting for you in the west! response:	Such a clear sound...
context: Okay!\It's time.\Yeah. Shirayuki should be waiting by the lake by now.\Are you ready, Kihal?\Yes, sir.\Now, let the test begin!\Go, Popo. Shirayuki's waiting for you in the west!\Such a clear sound... response:	Shall we go outside to wait now?
context: It's time.\Yeah. Shirayuki should be waiting by the lake by now.\Are you ready, Kihal?\Yes, sir.\Now, let the test begin!\Go, Popo. Shirayuki's waiting for you in the west!\Such a clear sound...\Shall we go outside to wait now? response:	All right.
context: Yeah. Shirayuki should be waiting by the lake by now.\Are you ready, Kihal?\Yes, sir.\Now, let the test begin!\Go, Popo. Shirayuki's waiting for you in the west!\Such a clear sound...\Shall we go outside to wait now?\All right. response:	My lord?
context: Are you ready, Kihal?\Yes, sir.\Now, let the test begin!\Go, Popo. Shirayuki's waiting for you in the west!\Such a clear sound...\Shall we go outside to wait now?\All right.\My lord? response:	What a beautiful view.
context: Yes, sir.\Now, let the test begin!\Go, Popo. Shirayuki's waiting for you in the west!\Such a clear sound...\Shall we go outside to wait now?\All right.\My lord?\What a beautiful view. response:	I like high places with a view.
