context: What the hell are you doing? response:	Keep your filthy hands off!
context: It'll be another night with no dinner for you!\If you want to fill your belly, you'll do your job tomorrow!\Look! Princess got the highest score again!\Of course she did!\Horseback riding, dance, and piano, too!\I wish I could be like her!\Thank you for waiting.\If I don't practice every day, I'll lose my touch. response:	Piano, dance, language, history.
context: If you want to fill your belly, you'll do your job tomorrow!\Look! Princess got the highest score again!\Of course she did!\Horseback riding, dance, and piano, too!\I wish I could be like her!\Thank you for waiting.\If I don't practice every day, I'll lose my touch.\Piano, dance, language, history. response:	You are a hard worker.
context: Look! Princess got the highest score again!\Of course she did!\Horseback riding, dance, and piano, too!\I wish I could be like her!\Thank you for waiting.\If I don't practice every day, I'll lose my touch.\Piano, dance, language, history.\You are a hard worker. response:	You are worthy of my respect.
context: Of course she did!\Horseback riding, dance, and piano, too!\I wish I could be like her!\Thank you for waiting.\If I don't practice every day, I'll lose my touch.\Piano, dance, language, history.\You are a hard worker.\You are worthy of my respect. response:	You work hard, too, Miss Chise.
context: Horseback riding, dance, and piano, too!\I wish I could be like her!\Thank you for waiting.\If I don't practice every day, I'll lose my touch.\Piano, dance, language, history.\You are a hard worker.\You are worthy of my respect.\You work hard, too, Miss Chise. response:	I can carry on because I enjoy it.
context: I wish I could be like her!\Thank you for waiting.\If I don't practice every day, I'll lose my touch.\Piano, dance, language, history.\You are a hard worker.\You are worthy of my respect.\You work hard, too, Miss Chise.\I can carry on because I enjoy it. response:	With you, that does not seem to be the case.
context: Thank you for waiting.\If I don't practice every day, I'll lose my touch.\Piano, dance, language, history.\You are a hard worker.\You are worthy of my respect.\You work hard, too, Miss Chise.\I can carry on because I enjoy it.\With you, that does not seem to be the case. response:	Do I look bored?
context: If I don't practice every day, I'll lose my touch.\Piano, dance, language, history.\You are a hard worker.\You are worthy of my respect.\You work hard, too, Miss Chise.\I can carry on because I enjoy it.\With you, that does not seem to be the case.\Do I look bored? response:	You appear as one punishing herself.
context: Piano, dance, language, history.\You are a hard worker.\You are worthy of my respect.\You work hard, too, Miss Chise.\I can carry on because I enjoy it.\With you, that does not seem to be the case.\Do I look bored?\You appear as one punishing herself. response:	You see right through me.
context: You are a hard worker.\You are worthy of my respect.\You work hard, too, Miss Chise.\I can carry on because I enjoy it.\With you, that does not seem to be the case.\Do I look bored?\You appear as one punishing herself.\You see right through me. response:	I'll have to train harder.
context: You are worthy of my respect.\You work hard, too, Miss Chise.\I can carry on because I enjoy it.\With you, that does not seem to be the case.\Do I look bored?\You appear as one punishing herself.\You see right through me.\I'll have to train harder. response:	It's because I'm empty.
context: You work hard, too, Miss Chise.\I can carry on because I enjoy it.\With you, that does not seem to be the case.\Do I look bored?\You appear as one punishing herself.\You see right through me.\I'll have to train harder.\It's because I'm empty. response:	That's why I have to build such a thick exterior.
context: I can carry on because I enjoy it.\With you, that does not seem to be the case.\Do I look bored?\You appear as one punishing herself.\You see right through me.\I'll have to train harder.\It's because I'm empty.\That's why I have to build such a thick exterior. response:	That's her.
context: With you, that does not seem to be the case.\Do I look bored?\You appear as one punishing herself.\You see right through me.\I'll have to train harder.\It's because I'm empty.\That's why I have to build such a thick exterior.\That's her. response:	That's Ange's signal.
context: Do I look bored?\You appear as one punishing herself.\You see right through me.\I'll have to train harder.\It's because I'm empty.\That's why I have to build such a thick exterior.\That's her.\That's Ange's signal. response:	Alright.
context: You appear as one punishing herself.\You see right through me.\I'll have to train harder.\It's because I'm empty.\That's why I have to build such a thick exterior.\That's her.\That's Ange's signal.\Alright. response:	I can't make out her face with that on.
context: You see right through me.\I'll have to train harder.\It's because I'm empty.\That's why I have to build such a thick exterior.\That's her.\That's Ange's signal.\Alright.\I can't make out her face with that on. response:	It's no use, Miss Dorothy!
context: I'll have to train harder.\It's because I'm empty.\That's why I have to build such a thick exterior.\That's her.\That's Ange's signal.\Alright.\I can't make out her face with that on.\It's no use, Miss Dorothy! response:	She won't take the veil off; I can't read her lips!
context: It's because I'm empty.\That's why I have to build such a thick exterior.\That's her.\That's Ange's signal.\Alright.\I can't make out her face with that on.\It's no use, Miss Dorothy!\She won't take the veil off; I can't read her lips! response:	It's risky, but I guess we'll have to tail her until we can figure out who she is.
context: That's why I have to build such a thick exterior.\That's her.\That's Ange's signal.\Alright.\I can't make out her face with that on.\It's no use, Miss Dorothy!\She won't take the veil off; I can't read her lips!\It's risky, but I guess we'll have to tail her until we can figure out who she is. response:	Ow ow ow ow!
context: That's her.\That's Ange's signal.\Alright.\I can't make out her face with that on.\It's no use, Miss Dorothy!\She won't take the veil off; I can't read her lips!\It's risky, but I guess we'll have to tail her until we can figure out who she is.\Ow ow ow ow! response:	You chose the wrong pocket to pick.
context: That's Ange's signal.\Alright.\I can't make out her face with that on.\It's no use, Miss Dorothy!\She won't take the veil off; I can't read her lips!\It's risky, but I guess we'll have to tail her until we can figure out who she is.\Ow ow ow ow!\You chose the wrong pocket to pick. response:	She was so strong...
context: Alright.\I can't make out her face with that on.\It's no use, Miss Dorothy!\She won't take the veil off; I can't read her lips!\It's risky, but I guess we'll have to tail her until we can figure out who she is.\Ow ow ow ow!\You chose the wrong pocket to pick.\She was so strong... response:	For such an elegant lady.
context: I can't make out her face with that on.\It's no use, Miss Dorothy!\She won't take the veil off; I can't read her lips!\It's risky, but I guess we'll have to tail her until we can figure out who she is.\Ow ow ow ow!\You chose the wrong pocket to pick.\She was so strong...\For such an elegant lady. response:	Lord O'Reilly was meeting with Gazelle.
context: It's no use, Miss Dorothy!\She won't take the veil off; I can't read her lips!\It's risky, but I guess we'll have to tail her until we can figure out who she is.\Ow ow ow ow!\You chose the wrong pocket to pick.\She was so strong...\For such an elegant lady.\Lord O'Reilly was meeting with Gazelle. response:	One of the Duke of Normandy's spies.
context: She won't take the veil off; I can't read her lips!\It's risky, but I guess we'll have to tail her until we can figure out who she is.\Ow ow ow ow!\You chose the wrong pocket to pick.\She was so strong...\For such an elegant lady.\Lord O'Reilly was meeting with Gazelle.\One of the Duke of Normandy's spies. response:	You know what they all look like?
context: It's risky, but I guess we'll have to tail her until we can figure out who she is.\Ow ow ow ow!\You chose the wrong pocket to pick.\She was so strong...\For such an elegant lady.\Lord O'Reilly was meeting with Gazelle.\One of the Duke of Normandy's spies.\You know what they all look like? response:	That's normal on the Black Lizard Planet.
context: Ow ow ow ow!\You chose the wrong pocket to pick.\She was so strong...\For such an elegant lady.\Lord O'Reilly was meeting with Gazelle.\One of the Duke of Normandy's spies.\You know what they all look like?\That's normal on the Black Lizard Planet. response:	Where are you going, Miss Ange?
context: You chose the wrong pocket to pick.\She was so strong...\For such an elegant lady.\Lord O'Reilly was meeting with Gazelle.\One of the Duke of Normandy's spies.\You know what they all look like?\That's normal on the Black Lizard Planet.\Where are you going, Miss Ange? response:	To destroy the evidence.
context: She was so strong...\For such an elegant lady.\Lord O'Reilly was meeting with Gazelle.\One of the Duke of Normandy's spies.\You know what they all look like?\That's normal on the Black Lizard Planet.\Where are you going, Miss Ange?\To destroy the evidence. response:	Look, I ain't doing this'cause I want to!
context: For such an elegant lady.\Lord O'Reilly was meeting with Gazelle.\One of the Duke of Normandy's spies.\You know what they all look like?\That's normal on the Black Lizard Planet.\Where are you going, Miss Ange?\To destroy the evidence.\Look, I ain't doing this'cause I want to! response:	You need discipline!
context: Lord O'Reilly was meeting with Gazelle.\One of the Duke of Normandy's spies.\You know what they all look like?\That's normal on the Black Lizard Planet.\Where are you going, Miss Ange?\To destroy the evidence.\Look, I ain't doing this'cause I want to!\You need discipline! response:	You need to get it into your head that you have to work harder!
context: One of the Duke of Normandy's spies.\You know what they all look like?\That's normal on the Black Lizard Planet.\Where are you going, Miss Ange?\To destroy the evidence.\Look, I ain't doing this'cause I want to!\You need discipline!\You need to get it into your head that you have to work harder! response:	What do you say?
context: You know what they all look like?\That's normal on the Black Lizard Planet.\Where are you going, Miss Ange?\To destroy the evidence.\Look, I ain't doing this'cause I want to!\You need discipline!\You need to get it into your head that you have to work harder!\What do you say? response:	Thank you very much, Sir!
context: That's normal on the Black Lizard Planet.\Where are you going, Miss Ange?\To destroy the evidence.\Look, I ain't doing this'cause I want to!\You need discipline!\You need to get it into your head that you have to work harder!\What do you say?\Thank you very much, Sir! response:	I am blessed to be able to work under such a benevolent master.
context: Where are you going, Miss Ange?\To destroy the evidence.\Look, I ain't doing this'cause I want to!\You need discipline!\You need to get it into your head that you have to work harder!\What do you say?\Thank you very much, Sir!\I am blessed to be able to work under such a benevolent master. response:	Very good.
context: To destroy the evidence.\Look, I ain't doing this'cause I want to!\You need discipline!\You need to get it into your head that you have to work harder!\What do you say?\Thank you very much, Sir!\I am blessed to be able to work under such a benevolent master.\Very good. response:	Don't forget that you feel that way.
context: Look, I ain't doing this'cause I want to!\You need discipline!\You need to get it into your head that you have to work harder!\What do you say?\Thank you very much, Sir!\I am blessed to be able to work under such a benevolent master.\Very good.\Don't forget that you feel that way. response:	Wh-who are you?!
context: You need discipline!\You need to get it into your head that you have to work harder!\What do you say?\Thank you very much, Sir!\I am blessed to be able to work under such a benevolent master.\Very good.\Don't forget that you feel that way.\Wh-who are you?! response:	How did you get in here?!
context: You need to get it into your head that you have to work harder!\What do you say?\Thank you very much, Sir!\I am blessed to be able to work under such a benevolent master.\Very good.\Don't forget that you feel that way.\Wh-who are you?!\How did you get in here?! response:	Just a passing alien from the Black Lizard Planet.
context: What do you say?\Thank you very much, Sir!\I am blessed to be able to work under such a benevolent master.\Very good.\Don't forget that you feel that way.\Wh-who are you?!\How did you get in here?!\Just a passing alien from the Black Lizard Planet. response:	I fight for justice.
context: Thank you very much, Sir!\I am blessed to be able to work under such a benevolent master.\Very good.\Don't forget that you feel that way.\Wh-who are you?!\How did you get in here?!\Just a passing alien from the Black Lizard Planet.\I fight for justice. response:	Who do you think you are, barging into other people's houses?!
context: I am blessed to be able to work under such a benevolent master.\Very good.\Don't forget that you feel that way.\Wh-who are you?!\How did you get in here?!\Just a passing alien from the Black Lizard Planet.\I fight for justice.\Who do you think you are, barging into other people's houses?! response:	I am providing for these children!
context: Very good.\Don't forget that you feel that way.\Wh-who are you?!\How did you get in here?!\Just a passing alien from the Black Lizard Planet.\I fight for justice.\Who do you think you are, barging into other people's houses?!\I am providing for these children! response:	Providing for?
context: Don't forget that you feel that way.\Wh-who are you?!\How did you get in here?!\Just a passing alien from the Black Lizard Planet.\I fight for justice.\Who do you think you are, barging into other people's houses?!\I am providing for these children!\Providing for? response:	I think they're the ones providing for you.
context: Wh-who are you?!\How did you get in here?!\Just a passing alien from the Black Lizard Planet.\I fight for justice.\Who do you think you are, barging into other people's houses?!\I am providing for these children!\Providing for?\I think they're the ones providing for you. response:	Don't you talk back to me!
context: How did you get in here?!\Just a passing alien from the Black Lizard Planet.\I fight for justice.\Who do you think you are, barging into other people's houses?!\I am providing for these children!\Providing for?\I think they're the ones providing for you.\Don't you talk back to me! response:	Wow.
context: Just a passing alien from the Black Lizard Planet.\I fight for justice.\Who do you think you are, barging into other people's houses?!\I am providing for these children!\Providing for?\I think they're the ones providing for you.\Don't you talk back to me!\Wow. response:	With just one hand?
context: I fight for justice.\Who do you think you are, barging into other people's houses?!\I am providing for these children!\Providing for?\I think they're the ones providing for you.\Don't you talk back to me!\Wow.\With just one hand? response:	P-p-put me down! Put me down!
context: Who do you think you are, barging into other people's houses?!\I am providing for these children!\Providing for?\I think they're the ones providing for you.\Don't you talk back to me!\Wow.\With just one hand?\P-p-put me down! Put me down! response:	If you insist.
context: I am providing for these children!\Providing for?\I think they're the ones providing for you.\Don't you talk back to me!\Wow.\With just one hand?\P-p-put me down! Put me down!\If you insist. response:	That's what you asked for.
context: Providing for?\I think they're the ones providing for you.\Don't you talk back to me!\Wow.\With just one hand?\P-p-put me down! Put me down!\If you insist.\That's what you asked for. response:	Y-you little...
context: I think they're the ones providing for you.\Don't you talk back to me!\Wow.\With just one hand?\P-p-put me down! Put me down!\If you insist.\That's what you asked for.\Y-you little... response:	That was incredible!
context: Don't you talk back to me!\Wow.\With just one hand?\P-p-put me down! Put me down!\If you insist.\That's what you asked for.\Y-you little...\That was incredible! response:	You're really strong!
context: Wow.\With just one hand?\P-p-put me down! Put me down!\If you insist.\That's what you asked for.\Y-you little...\That was incredible!\You're really strong! response:	How did you do that?
context: With just one hand?\P-p-put me down! Put me down!\If you insist.\That's what you asked for.\Y-you little...\That was incredible!\You're really strong!\How did you do that? response:	But...
context: P-p-put me down! Put me down!\If you insist.\That's what you asked for.\Y-you little...\That was incredible!\You're really strong!\How did you do that?\But... response:	He'll be back for revenge.
context: If you insist.\That's what you asked for.\Y-you little...\That was incredible!\You're really strong!\How did you do that?\But...\He'll be back for revenge. response:	When the master is in a bad mood, he takes it out on us.
context: That's what you asked for.\Y-you little...\That was incredible!\You're really strong!\How did you do that?\But...\He'll be back for revenge.\When the master is in a bad mood, he takes it out on us. response:	So I'm sure he'll...
context: Y-you little...\That was incredible!\You're really strong!\How did you do that?\But...\He'll be back for revenge.\When the master is in a bad mood, he takes it out on us.\So I'm sure he'll... response:	A letter of introduction.
context: That was incredible!\You're really strong!\How did you do that?\But...\He'll be back for revenge.\When the master is in a bad mood, he takes it out on us.\So I'm sure he'll...\A letter of introduction. response:	There's an orphanage on Stanford Hill.
context: You're really strong!\How did you do that?\But...\He'll be back for revenge.\When the master is in a bad mood, he takes it out on us.\So I'm sure he'll...\A letter of introduction.\There's an orphanage on Stanford Hill. response:	Go there for help.
context: How did you do that?\But...\He'll be back for revenge.\When the master is in a bad mood, he takes it out on us.\So I'm sure he'll...\A letter of introduction.\There's an orphanage on Stanford Hill.\Go there for help. response:	Why are you doing all this for me?
context: But...\He'll be back for revenge.\When the master is in a bad mood, he takes it out on us.\So I'm sure he'll...\A letter of introduction.\There's an orphanage on Stanford Hill.\Go there for help.\Why are you doing all this for me? response:	You went after the woman in the black veil, like I asked, remember?
context: He'll be back for revenge.\When the master is in a bad mood, he takes it out on us.\So I'm sure he'll...\A letter of introduction.\There's an orphanage on Stanford Hill.\Go there for help.\Why are you doing all this for me?\You went after the woman in the black veil, like I asked, remember? response:	But I messed it up.
context: When the master is in a bad mood, he takes it out on us.\So I'm sure he'll...\A letter of introduction.\There's an orphanage on Stanford Hill.\Go there for help.\Why are you doing all this for me?\You went after the woman in the black veil, like I asked, remember?\But I messed it up. response:	No, you gave me what I needed.
context: So I'm sure he'll...\A letter of introduction.\There's an orphanage on Stanford Hill.\Go there for help.\Why are you doing all this for me?\You went after the woman in the black veil, like I asked, remember?\But I messed it up.\No, you gave me what I needed. response:	Wait!
context: A letter of introduction.\There's an orphanage on Stanford Hill.\Go there for help.\Why are you doing all this for me?\You went after the woman in the black veil, like I asked, remember?\But I messed it up.\No, you gave me what I needed.\Wait! response:	Um... Er... I...
context: There's an orphanage on Stanford Hill.\Go there for help.\Why are you doing all this for me?\You went after the woman in the black veil, like I asked, remember?\But I messed it up.\No, you gave me what I needed.\Wait!\Um... Er... I... response:	In the story! What happened to the Pickpocket girl?
context: Go there for help.\Why are you doing all this for me?\You went after the woman in the black veil, like I asked, remember?\But I messed it up.\No, you gave me what I needed.\Wait!\Um... Er... I...\In the story! What happened to the Pickpocket girl? response:	On the day they switched places, a revolution broke out.
context: Why are you doing all this for me?\You went after the woman in the black veil, like I asked, remember?\But I messed it up.\No, you gave me what I needed.\Wait!\Um... Er... I...\In the story! What happened to the Pickpocket girl?\On the day they switched places, a revolution broke out. response:	Down with the monarchy!
context: You went after the woman in the black veil, like I asked, remember?\But I messed it up.\No, you gave me what I needed.\Wait!\Um... Er... I...\In the story! What happened to the Pickpocket girl?\On the day they switched places, a revolution broke out.\Down with the monarchy! response:	Down with the monarchy!
context: But I messed it up.\No, you gave me what I needed.\Wait!\Um... Er... I...\In the story! What happened to the Pickpocket girl?\On the day they switched places, a revolution broke out.\Down with the monarchy!\Down with the monarchy! response:	Damn you and your lives of luxury!
context: No, you gave me what I needed.\Wait!\Um... Er... I...\In the story! What happened to the Pickpocket girl?\On the day they switched places, a revolution broke out.\Down with the monarchy!\Down with the monarchy!\Damn you and your lives of luxury! response:	Off with the royals' heads!
context: Wait!\Um... Er... I...\In the story! What happened to the Pickpocket girl?\On the day they switched places, a revolution broke out.\Down with the monarchy!\Down with the monarchy!\Damn you and your lives of luxury!\Off with the royals' heads! response:	The switched princess ran as fast as she could.
context: Um... Er... I...\In the story! What happened to the Pickpocket girl?\On the day they switched places, a revolution broke out.\Down with the monarchy!\Down with the monarchy!\Damn you and your lives of luxury!\Off with the royals' heads!\The switched princess ran as fast as she could. response:	Ange! Please be safe!
context: In the story! What happened to the Pickpocket girl?\On the day they switched places, a revolution broke out.\Down with the monarchy!\Down with the monarchy!\Damn you and your lives of luxury!\Off with the royals' heads!\The switched princess ran as fast as she could.\Ange! Please be safe! response:	Ange!
context: On the day they switched places, a revolution broke out.\Down with the monarchy!\Down with the monarchy!\Damn you and your lives of luxury!\Off with the royals' heads!\The switched princess ran as fast as she could.\Ange! Please be safe!\Ange! response:	Charlotte!
context: Down with the monarchy!\Down with the monarchy!\Damn you and your lives of luxury!\Off with the royals' heads!\The switched princess ran as fast as she could.\Ange! Please be safe!\Ange!\Charlotte! response:	Ange!
context: Down with the monarchy!\Damn you and your lives of luxury!\Off with the royals' heads!\The switched princess ran as fast as she could.\Ange! Please be safe!\Ange!\Charlotte!\Ange! response:	I'm so glad you're not hurt!
context: Damn you and your lives of luxury!\Off with the royals' heads!\The switched princess ran as fast as she could.\Ange! Please be safe!\Ange!\Charlotte!\Ange!\I'm so glad you're not hurt! response:	You, too!
context: Off with the royals' heads!\The switched princess ran as fast as she could.\Ange! Please be safe!\Ange!\Charlotte!\Ange!\I'm so glad you're not hurt!\You, too! response:	Fire!
context: The switched princess ran as fast as she could.\Ange! Please be safe!\Ange!\Charlotte!\Ange!\I'm so glad you're not hurt!\You, too!\Fire! response:	Let's get out of here!
context: Ange! Please be safe!\Ange!\Charlotte!\Ange!\I'm so glad you're not hurt!\You, too!\Fire!\Let's get out of here! response:	Ange.
context: Ange!\Charlotte!\Ange!\I'm so glad you're not hurt!\You, too!\Fire!\Let's get out of here!\Ange. response:	I'm going to be Queen.
context: Charlotte!\Ange!\I'm so glad you're not hurt!\You, too!\Fire!\Let's get out of here!\Ange.\I'm going to be Queen. response:	What?
context: Ange!\I'm so glad you're not hurt!\You, too!\Fire!\Let's get out of here!\Ange.\I'm going to be Queen.\What? response:	When I traded places with you, I learned something.
context: I'm so glad you're not hurt!\You, too!\Fire!\Let's get out of here!\Ange.\I'm going to be Queen.\What?\When I traded places with you, I learned something. response:	There are all kinds of walls, keeping everyone apart.
context: You, too!\Fire!\Let's get out of here!\Ange.\I'm going to be Queen.\What?\When I traded places with you, I learned something.\There are all kinds of walls, keeping everyone apart. response:	I'm going to be Queen,
context: Fire!\Let's get out of here!\Ange.\I'm going to be Queen.\What?\When I traded places with you, I learned something.\There are all kinds of walls, keeping everyone apart.\I'm going to be Queen, response:	and break those walls down.
context: Let's get out of here!\Ange.\I'm going to be Queen.\What?\When I traded places with you, I learned something.\There are all kinds of walls, keeping everyone apart.\I'm going to be Queen,\and break those walls down. response:	And then, Ange,
context: Ange.\I'm going to be Queen.\What?\When I traded places with you, I learned something.\There are all kinds of walls, keeping everyone apart.\I'm going to be Queen,\and break those walls down.\And then, Ange, response:	we can be together forever!
context: I'm going to be Queen.\What?\When I traded places with you, I learned something.\There are all kinds of walls, keeping everyone apart.\I'm going to be Queen,\and break those walls down.\And then, Ange,\we can be together forever! response:	That's a beautiful dream.
context: What?\When I traded places with you, I learned something.\There are all kinds of walls, keeping everyone apart.\I'm going to be Queen,\and break those walls down.\And then, Ange,\we can be together forever!\That's a beautiful dream. response:	It's not a dream!
context: When I traded places with you, I learned something.\There are all kinds of walls, keeping everyone apart.\I'm going to be Queen,\and break those walls down.\And then, Ange,\we can be together forever!\That's a beautiful dream.\It's not a dream! response:	I'll make it come true.
context: There are all kinds of walls, keeping everyone apart.\I'm going to be Queen,\and break those walls down.\And then, Ange,\we can be together forever!\That's a beautiful dream.\It's not a dream!\I'll make it come true. response:	I promise.
context: I'm going to be Queen,\and break those walls down.\And then, Ange,\we can be together forever!\That's a beautiful dream.\It's not a dream!\I'll make it come true.\I promise. response:	So...
context: and break those walls down.\And then, Ange,\we can be together forever!\That's a beautiful dream.\It's not a dream!\I'll make it come true.\I promise.\So... response:	Charlotte!
context: And then, Ange,\we can be together forever!\That's a beautiful dream.\It's not a dream!\I'll make it come true.\I promise.\So...\Charlotte! response:	Charlotte...
context: we can be together forever!\That's a beautiful dream.\It's not a dream!\I'll make it come true.\I promise.\So...\Charlotte!\Charlotte... response:	Your Highness!
context: That's a beautiful dream.\It's not a dream!\I'll make it come true.\I promise.\So...\Charlotte!\Charlotte...\Your Highness! response:	Are you alright, Your Highness?
context: It's not a dream!\I'll make it come true.\I promise.\So...\Charlotte!\Charlotte...\Your Highness!\Are you alright, Your Highness? response:	Wait, I'm not her. I'm not the Princess!
context: I'll make it come true.\I promise.\So...\Charlotte!\Charlotte...\Your Highness!\Are you alright, Your Highness?\Wait, I'm not her. I'm not the Princess! response:	You've had quite the scare, haven't you?
context: I promise.\So...\Charlotte!\Charlotte...\Your Highness!\Are you alright, Your Highness?\Wait, I'm not her. I'm not the Princess!\You've had quite the scare, haven't you? response:	You don't need to hide who you are from us.
context: So...\Charlotte!\Charlotte...\Your Highness!\Are you alright, Your Highness?\Wait, I'm not her. I'm not the Princess!\You've had quite the scare, haven't you?\You don't need to hide who you are from us. response:	I promise, we'll keep you safe.
context: Charlotte!\Charlotte...\Your Highness!\Are you alright, Your Highness?\Wait, I'm not her. I'm not the Princess!\You've had quite the scare, haven't you?\You don't need to hide who you are from us.\I promise, we'll keep you safe. response:	Wait! Listen to me!
context: Charlotte...\Your Highness!\Are you alright, Your Highness?\Wait, I'm not her. I'm not the Princess!\You've had quite the scare, haven't you?\You don't need to hide who you are from us.\I promise, we'll keep you safe.\Wait! Listen to me! response:	The real princess fell down there!
context: Your Highness!\Are you alright, Your Highness?\Wait, I'm not her. I'm not the Princess!\You've had quite the scare, haven't you?\You don't need to hide who you are from us.\I promise, we'll keep you safe.\Wait! Listen to me!\The real princess fell down there! response:	Charlotte! Charlotte!
context: Are you alright, Your Highness?\Wait, I'm not her. I'm not the Princess!\You've had quite the scare, haven't you?\You don't need to hide who you are from us.\I promise, we'll keep you safe.\Wait! Listen to me!\The real princess fell down there!\Charlotte! Charlotte! response:	And from then on, neither of them could ever go back.
context: Wait, I'm not her. I'm not the Princess!\You've had quite the scare, haven't you?\You don't need to hide who you are from us.\I promise, we'll keep you safe.\Wait! Listen to me!\The real princess fell down there!\Charlotte! Charlotte!\And from then on, neither of them could ever go back. response:	That poor Princess.
context: You've had quite the scare, haven't you?\You don't need to hide who you are from us.\I promise, we'll keep you safe.\Wait! Listen to me!\The real princess fell down there!\Charlotte! Charlotte!\And from then on, neither of them could ever go back.\That poor Princess. response:	No, the one you should feel sorry for is the Pickpocket.
context: You don't need to hide who you are from us.\I promise, we'll keep you safe.\Wait! Listen to me!\The real princess fell down there!\Charlotte! Charlotte!\And from then on, neither of them could ever go back.\That poor Princess.\No, the one you should feel sorry for is the Pickpocket. response:	Why?
context: I promise, we'll keep you safe.\Wait! Listen to me!\The real princess fell down there!\Charlotte! Charlotte!\And from then on, neither of them could ever go back.\That poor Princess.\No, the one you should feel sorry for is the Pickpocket.\Why? response:	She got to be a princess!
context: Wait! Listen to me!\The real princess fell down there!\Charlotte! Charlotte!\And from then on, neither of them could ever go back.\That poor Princess.\No, the one you should feel sorry for is the Pickpocket.\Why?\She got to be a princess! response:	The Princess and the Pickpocket were switched in the chaos of the revolution.
context: The real princess fell down there!\Charlotte! Charlotte!\And from then on, neither of them could ever go back.\That poor Princess.\No, the one you should feel sorry for is the Pickpocket.\Why?\She got to be a princess!\The Princess and the Pickpocket were switched in the chaos of the revolution. response:	What do you think would happen if the royal family found out?
context: Charlotte! Charlotte!\And from then on, neither of them could ever go back.\That poor Princess.\No, the one you should feel sorry for is the Pickpocket.\Why?\She got to be a princess!\The Princess and the Pickpocket were switched in the chaos of the revolution.\What do you think would happen if the royal family found out? response:	We should mobilize the Army immediately and crush those rebels!
context: And from then on, neither of them could ever go back.\That poor Princess.\No, the one you should feel sorry for is the Pickpocket.\Why?\She got to be a princess!\The Princess and the Pickpocket were switched in the chaos of the revolution.\What do you think would happen if the royal family found out?\We should mobilize the Army immediately and crush those rebels! response:	I heard the Army has betrayed us!
context: That poor Princess.\No, the one you should feel sorry for is the Pickpocket.\Why?\She got to be a princess!\The Princess and the Pickpocket were switched in the chaos of the revolution.\What do you think would happen if the royal family found out?\We should mobilize the Army immediately and crush those rebels!\I heard the Army has betrayed us! response:	This is why I was against letting commoners into the military.
context: No, the one you should feel sorry for is the Pickpocket.\Why?\She got to be a princess!\The Princess and the Pickpocket were switched in the chaos of the revolution.\What do you think would happen if the royal family found out?\We should mobilize the Army immediately and crush those rebels!\I heard the Army has betrayed us!\This is why I was against letting commoners into the military. response:	She was surrounded by a bunch of bloodthirsty adults, and forced to fend for herself.
context: Why?\She got to be a princess!\The Princess and the Pickpocket were switched in the chaos of the revolution.\What do you think would happen if the royal family found out?\We should mobilize the Army immediately and crush those rebels!\I heard the Army has betrayed us!\This is why I was against letting commoners into the military.\She was surrounded by a bunch of bloodthirsty adults, and forced to fend for herself. response:	If she didn't play the role of princess perfectly, they would kill her.
context: She got to be a princess!\The Princess and the Pickpocket were switched in the chaos of the revolution.\What do you think would happen if the royal family found out?\We should mobilize the Army immediately and crush those rebels!\I heard the Army has betrayed us!\This is why I was against letting commoners into the military.\She was surrounded by a bunch of bloodthirsty adults, and forced to fend for herself.\If she didn't play the role of princess perfectly, they would kill her. response:	She would have been working extremely hard, under intense pressure.
context: The Princess and the Pickpocket were switched in the chaos of the revolution.\What do you think would happen if the royal family found out?\We should mobilize the Army immediately and crush those rebels!\I heard the Army has betrayed us!\This is why I was against letting commoners into the military.\She was surrounded by a bunch of bloodthirsty adults, and forced to fend for herself.\If she didn't play the role of princess perfectly, they would kill her.\She would have been working extremely hard, under intense pressure. response:	Etiquette, manners, language,
context: What do you think would happen if the royal family found out?\We should mobilize the Army immediately and crush those rebels!\I heard the Army has betrayed us!\This is why I was against letting commoners into the military.\She was surrounded by a bunch of bloodthirsty adults, and forced to fend for herself.\If she didn't play the role of princess perfectly, they would kill her.\She would have been working extremely hard, under intense pressure.\Etiquette, manners, language, response:	music, horseback riding, dance, history,
context: We should mobilize the Army immediately and crush those rebels!\I heard the Army has betrayed us!\This is why I was against letting commoners into the military.\She was surrounded by a bunch of bloodthirsty adults, and forced to fend for herself.\If she didn't play the role of princess perfectly, they would kill her.\She would have been working extremely hard, under intense pressure.\Etiquette, manners, language,\music, horseback riding, dance, history, response:	literature, art.
context: I heard the Army has betrayed us!\This is why I was against letting commoners into the military.\She was surrounded by a bunch of bloodthirsty adults, and forced to fend for herself.\If she didn't play the role of princess perfectly, they would kill her.\She would have been working extremely hard, under intense pressure.\Etiquette, manners, language,\music, horseback riding, dance, history,\literature, art. response:	She had so much to learn.
context: This is why I was against letting commoners into the military.\She was surrounded by a bunch of bloodthirsty adults, and forced to fend for herself.\If she didn't play the role of princess perfectly, they would kill her.\She would have been working extremely hard, under intense pressure.\Etiquette, manners, language,\music, horseback riding, dance, history,\literature, art.\She had so much to learn. response:	The slightest misstep would lead her directly to the gallows.
context: She was surrounded by a bunch of bloodthirsty adults, and forced to fend for herself.\If she didn't play the role of princess perfectly, they would kill her.\She would have been working extremely hard, under intense pressure.\Etiquette, manners, language,\music, horseback riding, dance, history,\literature, art.\She had so much to learn.\The slightest misstep would lead her directly to the gallows. response:	And under that kind of pressure, she did it all flawlessly.
