context: It's up! Nice! response:	A feint!
context: R-Right...\Yay! Yay! Yay!\I'm going to stop you tomorrow.\And I'm going to get through!\Shut up!\I wonder if he was waiting just to tell Hinata that...\The game on court B's done?\That would mean whoever won that game is our next opponent. response:	Wakunan Sensho
context: Yay! Yay! Yay!\I'm going to stop you tomorrow.\And I'm going to get through!\Shut up!\I wonder if he was waiting just to tell Hinata that...\The game on court B's done?\That would mean whoever won that game is our next opponent.\Wakunan Sensho response:	You can do it, Takeru!
context: I'm going to stop you tomorrow.\And I'm going to get through!\Shut up!\I wonder if he was waiting just to tell Hinata that...\The game on court B's done?\That would mean whoever won that game is our next opponent.\Wakunan Sensho\You can do it, Takeru! response:	You can do it, Takeru! Nice kill, Takeru!
context: And I'm going to get through!\Shut up!\I wonder if he was waiting just to tell Hinata that...\The game on court B's done?\That would mean whoever won that game is our next opponent.\Wakunan Sensho\You can do it, Takeru!\You can do it, Takeru! Nice kill, Takeru! response:	Takeru
context: Shut up!\I wonder if he was waiting just to tell Hinata that...\The game on court B's done?\That would mean whoever won that game is our next opponent.\Wakunan Sensho\You can do it, Takeru!\You can do it, Takeru! Nice kill, Takeru!\Takeru response:	Yeah!
context: I wonder if he was waiting just to tell Hinata that...\The game on court B's done?\That would mean whoever won that game is our next opponent.\Wakunan Sensho\You can do it, Takeru!\You can do it, Takeru! Nice kill, Takeru!\Takeru\Yeah! response:	His family's here to cheer him on?!
context: The game on court B's done?\That would mean whoever won that game is our next opponent.\Wakunan Sensho\You can do it, Takeru!\You can do it, Takeru! Nice kill, Takeru!\Takeru\Yeah!\His family's here to cheer him on?! response:	That's the team Ukai-san said
context: That would mean whoever won that game is our next opponent.\Wakunan Sensho\You can do it, Takeru!\You can do it, Takeru! Nice kill, Takeru!\Takeru\Yeah!\His family's here to cheer him on?!\That's the team Ukai-san said response:	we need to look out for before the Inter-High prelims, too...
context: Wakunan Sensho\You can do it, Takeru!\You can do it, Takeru! Nice kill, Takeru!\Takeru\Yeah!\His family's here to cheer him on?!\That's the team Ukai-san said\we need to look out for before the Inter-High prelims, too... response:	In order to fight Date Tech again,
context: You can do it, Takeru!\You can do it, Takeru! Nice kill, Takeru!\Takeru\Yeah!\His family's here to cheer him on?!\That's the team Ukai-san said\we need to look out for before the Inter-High prelims, too...\In order to fight Date Tech again, response:	we need to beat them first!
context: You can do it, Takeru! Nice kill, Takeru!\Takeru\Yeah!\His family's here to cheer him on?!\That's the team Ukai-san said\we need to look out for before the Inter-High prelims, too...\In order to fight Date Tech again,\we need to beat them first! response:	Haikyu!!
context: Takeru\Yeah!\His family's here to cheer him on?!\That's the team Ukai-san said\we need to look out for before the Inter-High prelims, too...\In order to fight Date Tech again,\we need to beat them first!\Haikyu!! response:	Haikyu!!
context: Yeah!\His family's here to cheer him on?!\That's the team Ukai-san said\we need to look out for before the Inter-High prelims, too...\In order to fight Date Tech again,\we need to beat them first!\Haikyu!!\Haikyu!! response:	Congratulations on completing the first day.
context: His family's here to cheer him on?!\That's the team Ukai-san said\we need to look out for before the Inter-High prelims, too...\In order to fight Date Tech again,\we need to beat them first!\Haikyu!!\Haikyu!!\Congratulations on completing the first day. response:	Thank you!
context: That's the team Ukai-san said\we need to look out for before the Inter-High prelims, too...\In order to fight Date Tech again,\we need to beat them first!\Haikyu!!\Haikyu!!\Congratulations on completing the first day.\Thank you! response:	Unlike our other opponents, Wakutani South
context: we need to look out for before the Inter-High prelims, too...\In order to fight Date Tech again,\we need to beat them first!\Haikyu!!\Haikyu!!\Congratulations on completing the first day.\Thank you!\Unlike our other opponents, Wakutani South response:	has third-years left on the team, just like us.
context: In order to fight Date Tech again,\we need to beat them first!\Haikyu!!\Haikyu!!\Congratulations on completing the first day.\Thank you!\Unlike our other opponents, Wakutani South\has third-years left on the team, just like us. response:	They are a well-rounded team.
context: we need to beat them first!\Haikyu!!\Haikyu!!\Congratulations on completing the first day.\Thank you!\Unlike our other opponents, Wakutani South\has third-years left on the team, just like us.\They are a well-rounded team. response:	Their defense and tenacity are close to Nekoma's.
context: Haikyu!!\Haikyu!!\Congratulations on completing the first day.\Thank you!\Unlike our other opponents, Wakutani South\has third-years left on the team, just like us.\They are a well-rounded team.\Their defense and tenacity are close to Nekoma's. response:	Don't lose your temper just because you can't get your attack in.
context: Haikyu!!\Congratulations on completing the first day.\Thank you!\Unlike our other opponents, Wakutani South\has third-years left on the team, just like us.\They are a well-rounded team.\Their defense and tenacity are close to Nekoma's.\Don't lose your temper just because you can't get your attack in. response:	Especially the hyperactive ones and simpletons.
context: Congratulations on completing the first day.\Thank you!\Unlike our other opponents, Wakutani South\has third-years left on the team, just like us.\They are a well-rounded team.\Their defense and tenacity are close to Nekoma's.\Don't lose your temper just because you can't get your attack in.\Especially the hyperactive ones and simpletons. response:	It'll be fine. We'll follow up on them.
context: Thank you!\Unlike our other opponents, Wakutani South\has third-years left on the team, just like us.\They are a well-rounded team.\Their defense and tenacity are close to Nekoma's.\Don't lose your temper just because you can't get your attack in.\Especially the hyperactive ones and simpletons.\It'll be fine. We'll follow up on them. response:	Th-Thank you very much.
context: Unlike our other opponents, Wakutani South\has third-years left on the team, just like us.\They are a well-rounded team.\Their defense and tenacity are close to Nekoma's.\Don't lose your temper just because you can't get your attack in.\Especially the hyperactive ones and simpletons.\It'll be fine. We'll follow up on them.\Th-Thank you very much. response:	Damn it. They're more under control than I made it sound.
context: has third-years left on the team, just like us.\They are a well-rounded team.\Their defense and tenacity are close to Nekoma's.\Don't lose your temper just because you can't get your attack in.\Especially the hyperactive ones and simpletons.\It'll be fine. We'll follow up on them.\Th-Thank you very much.\Damn it. They're more under control than I made it sound. response:	Yeah, leave it to me.
context: They are a well-rounded team.\Their defense and tenacity are close to Nekoma's.\Don't lose your temper just because you can't get your attack in.\Especially the hyperactive ones and simpletons.\It'll be fine. We'll follow up on them.\Th-Thank you very much.\Damn it. They're more under control than I made it sound.\Yeah, leave it to me. response:	All right. We're going to make it through tomorrow, too.
context: Their defense and tenacity are close to Nekoma's.\Don't lose your temper just because you can't get your attack in.\Especially the hyperactive ones and simpletons.\It'll be fine. We'll follow up on them.\Th-Thank you very much.\Damn it. They're more under control than I made it sound.\Yeah, leave it to me.\All right. We're going to make it through tomorrow, too. response:	Karasuno, fight!
context: Don't lose your temper just because you can't get your attack in.\Especially the hyperactive ones and simpletons.\It'll be fine. We'll follow up on them.\Th-Thank you very much.\Damn it. They're more under control than I made it sound.\Yeah, leave it to me.\All right. We're going to make it through tomorrow, too.\Karasuno, fight! response:	Yeah!
context: Especially the hyperactive ones and simpletons.\It'll be fine. We'll follow up on them.\Th-Thank you very much.\Damn it. They're more under control than I made it sound.\Yeah, leave it to me.\All right. We're going to make it through tomorrow, too.\Karasuno, fight!\Yeah! response:	Qualifying Tournament Grouping (Boys) Winner
context: It'll be fine. We'll follow up on them.\Th-Thank you very much.\Damn it. They're more under control than I made it sound.\Yeah, leave it to me.\All right. We're going to make it through tomorrow, too.\Karasuno, fight!\Yeah!\Qualifying Tournament Grouping (Boys) Winner response:	Go, go, Takeru!
context: Th-Thank you very much.\Damn it. They're more under control than I made it sound.\Yeah, leave it to me.\All right. We're going to make it through tomorrow, too.\Karasuno, fight!\Yeah!\Qualifying Tournament Grouping (Boys) Winner\Go, go, Takeru! response:	Go, go, Takeru! Go, go, Wakunan!
context: Damn it. They're more under control than I made it sound.\Yeah, leave it to me.\All right. We're going to make it through tomorrow, too.\Karasuno, fight!\Yeah!\Qualifying Tournament Grouping (Boys) Winner\Go, go, Takeru!\Go, go, Takeru! Go, go, Wakunan! response:	There are even more than yesterday.
context: Yeah, leave it to me.\All right. We're going to make it through tomorrow, too.\Karasuno, fight!\Yeah!\Qualifying Tournament Grouping (Boys) Winner\Go, go, Takeru!\Go, go, Takeru! Go, go, Wakunan!\There are even more than yesterday. response:	A younger brother?
context: All right. We're going to make it through tomorrow, too.\Karasuno, fight!\Yeah!\Qualifying Tournament Grouping (Boys) Winner\Go, go, Takeru!\Go, go, Takeru! Go, go, Wakunan!\There are even more than yesterday.\A younger brother? response:	Why do you look so jealous?
context: Karasuno, fight!\Yeah!\Qualifying Tournament Grouping (Boys) Winner\Go, go, Takeru!\Go, go, Takeru! Go, go, Wakunan!\There are even more than yesterday.\A younger brother?\Why do you look so jealous? response:	Come on, concentrate.
context: Yeah!\Qualifying Tournament Grouping (Boys) Winner\Go, go, Takeru!\Go, go, Takeru! Go, go, Wakunan!\There are even more than yesterday.\A younger brother?\Why do you look so jealous?\Come on, concentrate. response:	Go, go, Takeru!
context: Qualifying Tournament Grouping (Boys) Winner\Go, go, Takeru!\Go, go, Takeru! Go, go, Wakunan!\There are even more than yesterday.\A younger brother?\Why do you look so jealous?\Come on, concentrate.\Go, go, Takeru! response:	What's the matter, Ukai-kun?
context: Go, go, Takeru!\Go, go, Takeru! Go, go, Wakunan!\There are even more than yesterday.\A younger brother?\Why do you look so jealous?\Come on, concentrate.\Go, go, Takeru!\What's the matter, Ukai-kun? response:	We're going all out, Sensei.
context: Go, go, Takeru! Go, go, Wakunan!\There are even more than yesterday.\A younger brother?\Why do you look so jealous?\Come on, concentrate.\Go, go, Takeru!\What's the matter, Ukai-kun?\We're going all out, Sensei. response:	Huh?
context: There are even more than yesterday.\A younger brother?\Why do you look so jealous?\Come on, concentrate.\Go, go, Takeru!\What's the matter, Ukai-kun?\We're going all out, Sensei.\Huh? response:	It might just be my gut feeling,
context: A younger brother?\Why do you look so jealous?\Come on, concentrate.\Go, go, Takeru!\What's the matter, Ukai-kun?\We're going all out, Sensei.\Huh?\It might just be my gut feeling, response:	Go, go, Takeru! Go, go, Wakunan!
context: Why do you look so jealous?\Come on, concentrate.\Go, go, Takeru!\What's the matter, Ukai-kun?\We're going all out, Sensei.\Huh?\It might just be my gut feeling,\Go, go, Takeru! Go, go, Wakunan! response:	but this Wakunan team
context: Come on, concentrate.\Go, go, Takeru!\What's the matter, Ukai-kun?\We're going all out, Sensei.\Huh?\It might just be my gut feeling,\Go, go, Takeru! Go, go, Wakunan!\but this Wakunan team response:	may be hard for our team to handle.
context: Go, go, Takeru!\What's the matter, Ukai-kun?\We're going all out, Sensei.\Huh?\It might just be my gut feeling,\Go, go, Takeru! Go, go, Wakunan!\but this Wakunan team\may be hard for our team to handle. response:	Karasuno Wakunan
context: What's the matter, Ukai-kun?\We're going all out, Sensei.\Huh?\It might just be my gut feeling,\Go, go, Takeru! Go, go, Wakunan!\but this Wakunan team\may be hard for our team to handle.\Karasuno Wakunan response:	Captains.
context: We're going all out, Sensei.\Huh?\It might just be my gut feeling,\Go, go, Takeru! Go, go, Wakunan!\but this Wakunan team\may be hard for our team to handle.\Karasuno Wakunan\Captains. response:	Let's play.
context: Huh?\It might just be my gut feeling,\Go, go, Takeru! Go, go, Wakunan!\but this Wakunan team\may be hard for our team to handle.\Karasuno Wakunan\Captains.\Let's play. response:	There'll be no lowering our guard.
context: It might just be my gut feeling,\Go, go, Takeru! Go, go, Wakunan!\but this Wakunan team\may be hard for our team to handle.\Karasuno Wakunan\Captains.\Let's play.\There'll be no lowering our guard. response:	We're honored.
context: Go, go, Takeru! Go, go, Wakunan!\but this Wakunan team\may be hard for our team to handle.\Karasuno Wakunan\Captains.\Let's play.\There'll be no lowering our guard.\We're honored. response:	Heyo.
context: but this Wakunan team\may be hard for our team to handle.\Karasuno Wakunan\Captains.\Let's play.\There'll be no lowering our guard.\We're honored.\Heyo. response:	Ah, Shimada-san, hello.
context: may be hard for our team to handle.\Karasuno Wakunan\Captains.\Let's play.\There'll be no lowering our guard.\We're honored.\Heyo.\Ah, Shimada-san, hello. response:	Are you by yourself?
context: Karasuno Wakunan\Captains.\Let's play.\There'll be no lowering our guard.\We're honored.\Heyo.\Ah, Shimada-san, hello.\Are you by yourself? response:	Takinoue has work today.
context: Captains.\Let's play.\There'll be no lowering our guard.\We're honored.\Heyo.\Ah, Shimada-san, hello.\Are you by yourself?\Takinoue has work today. response:	He said he could probably come by in the afternoon.
context: Let's play.\There'll be no lowering our guard.\We're honored.\Heyo.\Ah, Shimada-san, hello.\Are you by yourself?\Takinoue has work today.\He said he could probably come by in the afternoon. response:	Man, I'm getting hyped!
context: There'll be no lowering our guard.\We're honored.\Heyo.\Ah, Shimada-san, hello.\Are you by yourself?\Takinoue has work today.\He said he could probably come by in the afternoon.\Man, I'm getting hyped! response:	This really gets you fired up, huh?
context: We're honored.\Heyo.\Ah, Shimada-san, hello.\Are you by yourself?\Takinoue has work today.\He said he could probably come by in the afternoon.\Man, I'm getting hyped!\This really gets you fired up, huh? response:	Hello.
context: Heyo.\Ah, Shimada-san, hello.\Are you by yourself?\Takinoue has work today.\He said he could probably come by in the afternoon.\Man, I'm getting hyped!\This really gets you fired up, huh?\Hello. response:	She reminds me of someone...
context: Ah, Shimada-san, hello.\Are you by yourself?\Takinoue has work today.\He said he could probably come by in the afternoon.\Man, I'm getting hyped!\This really gets you fired up, huh?\Hello.\She reminds me of someone... response:	Hey! Thanks for always taking care of Ryunosuke.
context: Are you by yourself?\Takinoue has work today.\He said he could probably come by in the afternoon.\Man, I'm getting hyped!\This really gets you fired up, huh?\Hello.\She reminds me of someone...\Hey! Thanks for always taking care of Ryunosuke. response:	I'm his older sister, Saeko.
context: Takinoue has work today.\He said he could probably come by in the afternoon.\Man, I'm getting hyped!\This really gets you fired up, huh?\Hello.\She reminds me of someone...\Hey! Thanks for always taking care of Ryunosuke.\I'm his older sister, Saeko. response:	Tanaka's sister!
context: He said he could probably come by in the afternoon.\Man, I'm getting hyped!\This really gets you fired up, huh?\Hello.\She reminds me of someone...\Hey! Thanks for always taking care of Ryunosuke.\I'm his older sister, Saeko.\Tanaka's sister! response:	They look alike.
context: Man, I'm getting hyped!\This really gets you fired up, huh?\Hello.\She reminds me of someone...\Hey! Thanks for always taking care of Ryunosuke.\I'm his older sister, Saeko.\Tanaka's sister!\They look alike. response:	Ryu! Ryu-chan!
context: This really gets you fired up, huh?\Hello.\She reminds me of someone...\Hey! Thanks for always taking care of Ryunosuke.\I'm his older sister, Saeko.\Tanaka's sister!\They look alike.\Ryu! Ryu-chan! response:	Ne-san!
context: Hello.\She reminds me of someone...\Hey! Thanks for always taking care of Ryunosuke.\I'm his older sister, Saeko.\Tanaka's sister!\They look alike.\Ryu! Ryu-chan!\Ne-san! response:	Geh.
context: She reminds me of someone...\Hey! Thanks for always taking care of Ryunosuke.\I'm his older sister, Saeko.\Tanaka's sister!\They look alike.\Ryu! Ryu-chan!\Ne-san!\Geh. response:	I came to cheer you on!
context: Hey! Thanks for always taking care of Ryunosuke.\I'm his older sister, Saeko.\Tanaka's sister!\They look alike.\Ryu! Ryu-chan!\Ne-san!\Geh.\I came to cheer you on! response:	Let's play!
context: I'm his older sister, Saeko.\Tanaka's sister!\They look alike.\Ryu! Ryu-chan!\Ne-san!\Geh.\I came to cheer you on!\Let's play! response:	Get'em!
context: Tanaka's sister!\They look alike.\Ryu! Ryu-chan!\Ne-san!\Geh.\I came to cheer you on!\Let's play!\Get'em! response:	The second day begins...
context: They look alike.\Ryu! Ryu-chan!\Ne-san!\Geh.\I came to cheer you on!\Let's play!\Get'em!\The second day begins... response:	They'd better survive.
context: Ryu! Ryu-chan!\Ne-san!\Geh.\I came to cheer you on!\Let's play!\Get'em!\The second day begins...\They'd better survive. response:	Bring it!
context: Ne-san!\Geh.\I came to cheer you on!\Let's play!\Get'em!\The second day begins...\They'd better survive.\Bring it! response:	Nice serve!
context: Geh.\I came to cheer you on!\Let's play!\Get'em!\The second day begins...\They'd better survive.\Bring it!\Nice serve! response:	Got it!
context: I came to cheer you on!\Let's play!\Get'em!\The second day begins...\They'd better survive.\Bring it!\Nice serve!\Got it! response:	Good! First, break through with a quick!
context: Let's play!\Get'em!\The second day begins...\They'd better survive.\Bring it!\Nice serve!\Got it!\Good! First, break through with a quick! response:	All right!
context: Get'em!\The second day begins...\They'd better survive.\Bring it!\Nice serve!\Got it!\Good! First, break through with a quick!\All right! response:	All right!
context: The second day begins...\They'd better survive.\Bring it!\Nice serve!\Got it!\Good! First, break through with a quick!\All right!\All right! response:	Hinata, nice kill!
context: They'd better survive.\Bring it!\Nice serve!\Got it!\Good! First, break through with a quick!\All right!\All right!\Hinata, nice kill! response:	Wh-What the heck was that?!
context: Bring it!\Nice serve!\Got it!\Good! First, break through with a quick!\All right!\All right!\Hinata, nice kill!\Wh-What the heck was that?! response:	A quick? Was that just luck?
context: Nice serve!\Got it!\Good! First, break through with a quick!\All right!\All right!\Hinata, nice kill!\Wh-What the heck was that?!\A quick? Was that just luck? response:	All right, we're shutting them down quickly next.
context: Got it!\Good! First, break through with a quick!\All right!\All right!\Hinata, nice kill!\Wh-What the heck was that?!\A quick? Was that just luck?\All right, we're shutting them down quickly next. response:	Yes!
context: Good! First, break through with a quick!\All right!\All right!\Hinata, nice kill!\Wh-What the heck was that?!\A quick? Was that just luck?\All right, we're shutting them down quickly next.\Yes! response:	Yeah!
context: All right!\All right!\Hinata, nice kill!\Wh-What the heck was that?!\A quick? Was that just luck?\All right, we're shutting them down quickly next.\Yes!\Yeah! response:	What? Wakunan doesn't seem very surprised by that quick.
context: All right!\Hinata, nice kill!\Wh-What the heck was that?!\A quick? Was that just luck?\All right, we're shutting them down quickly next.\Yes!\Yeah!\What? Wakunan doesn't seem very surprised by that quick. response:	There's no one in Karasuno
context: Hinata, nice kill!\Wh-What the heck was that?!\A quick? Was that just luck?\All right, we're shutting them down quickly next.\Yes!\Yeah!\What? Wakunan doesn't seem very surprised by that quick.\There's no one in Karasuno response:	that you can call a flightless bird anymore.
context: Wh-What the heck was that?!\A quick? Was that just luck?\All right, we're shutting them down quickly next.\Yes!\Yeah!\What? Wakunan doesn't seem very surprised by that quick.\There's no one in Karasuno\that you can call a flightless bird anymore. response:	They're the most outrageous team in the prefecture.
context: A quick? Was that just luck?\All right, we're shutting them down quickly next.\Yes!\Yeah!\What? Wakunan doesn't seem very surprised by that quick.\There's no one in Karasuno\that you can call a flightless bird anymore.\They're the most outrageous team in the prefecture. response:	We're super lucky to be able to play them.
context: All right, we're shutting them down quickly next.\Yes!\Yeah!\What? Wakunan doesn't seem very surprised by that quick.\There's no one in Karasuno\that you can call a flightless bird anymore.\They're the most outrageous team in the prefecture.\We're super lucky to be able to play them. response:	Looks like they've figured out how to deal with Hinata...
context: Yes!\Yeah!\What? Wakunan doesn't seem very surprised by that quick.\There's no one in Karasuno\that you can call a flightless bird anymore.\They're the most outrageous team in the prefecture.\We're super lucky to be able to play them.\Looks like they've figured out how to deal with Hinata... response:	They don't seem panicked at all.
context: Yeah!\What? Wakunan doesn't seem very surprised by that quick.\There's no one in Karasuno\that you can call a flightless bird anymore.\They're the most outrageous team in the prefecture.\We're super lucky to be able to play them.\Looks like they've figured out how to deal with Hinata...\They don't seem panicked at all. response:	I'm not sure if they're a bad match
context: What? Wakunan doesn't seem very surprised by that quick.\There's no one in Karasuno\that you can call a flightless bird anymore.\They're the most outrageous team in the prefecture.\We're super lucky to be able to play them.\Looks like they've figured out how to deal with Hinata...\They don't seem panicked at all.\I'm not sure if they're a bad match response:	or if they're just a team we won't do well against.
context: There's no one in Karasuno\that you can call a flightless bird anymore.\They're the most outrageous team in the prefecture.\We're super lucky to be able to play them.\Looks like they've figured out how to deal with Hinata...\They don't seem panicked at all.\I'm not sure if they're a bad match\or if they're just a team we won't do well against. response:	Yeah.
context: that you can call a flightless bird anymore.\They're the most outrageous team in the prefecture.\We're super lucky to be able to play them.\Looks like they've figured out how to deal with Hinata...\They don't seem panicked at all.\I'm not sure if they're a bad match\or if they're just a team we won't do well against.\Yeah. response:	Unlike the trend up until now,
context: They're the most outrageous team in the prefecture.\We're super lucky to be able to play them.\Looks like they've figured out how to deal with Hinata...\They don't seem panicked at all.\I'm not sure if they're a bad match\or if they're just a team we won't do well against.\Yeah.\Unlike the trend up until now, response:	where Karasuno fights a team that just keeps throwing attacks at them,
context: We're super lucky to be able to play them.\Looks like they've figured out how to deal with Hinata...\They don't seem panicked at all.\I'm not sure if they're a bad match\or if they're just a team we won't do well against.\Yeah.\Unlike the trend up until now,\where Karasuno fights a team that just keeps throwing attacks at them, response:	we have a problem handling teams
context: Looks like they've figured out how to deal with Hinata...\They don't seem panicked at all.\I'm not sure if they're a bad match\or if they're just a team we won't do well against.\Yeah.\Unlike the trend up until now,\where Karasuno fights a team that just keeps throwing attacks at them,\we have a problem handling teams response:	Their 9's serve is powerful!
context: They don't seem panicked at all.\I'm not sure if they're a bad match\or if they're just a team we won't do well against.\Yeah.\Unlike the trend up until now,\where Karasuno fights a team that just keeps throwing attacks at them,\we have a problem handling teams\Their 9's serve is powerful! response:	Don't let your guard down!
context: I'm not sure if they're a bad match\or if they're just a team we won't do well against.\Yeah.\Unlike the trend up until now,\where Karasuno fights a team that just keeps throwing attacks at them,\we have a problem handling teams\Their 9's serve is powerful!\Don't let your guard down! response:	that keep their own pace and deal with us intelligently.
context: or if they're just a team we won't do well against.\Yeah.\Unlike the trend up until now,\where Karasuno fights a team that just keeps throwing attacks at them,\we have a problem handling teams\Their 9's serve is powerful!\Don't let your guard down!\that keep their own pace and deal with us intelligently. response:	Right!
context: Yeah.\Unlike the trend up until now,\where Karasuno fights a team that just keeps throwing attacks at them,\we have a problem handling teams\Their 9's serve is powerful!\Don't let your guard down!\that keep their own pace and deal with us intelligently.\Right! response:	Seijoh and Nekoma are exactly that.
context: Unlike the trend up until now,\where Karasuno fights a team that just keeps throwing attacks at them,\we have a problem handling teams\Their 9's serve is powerful!\Don't let your guard down!\that keep their own pace and deal with us intelligently.\Right!\Seijoh and Nekoma are exactly that. response:	I see.
context: where Karasuno fights a team that just keeps throwing attacks at them,\we have a problem handling teams\Their 9's serve is powerful!\Don't let your guard down!\that keep their own pace and deal with us intelligently.\Right!\Seijoh and Nekoma are exactly that.\I see. response:	Opponents who aren't surprised by that quick...
context: we have a problem handling teams\Their 9's serve is powerful!\Don't let your guard down!\that keep their own pace and deal with us intelligently.\Right!\Seijoh and Nekoma are exactly that.\I see.\Opponents who aren't surprised by that quick... response:	Now, what are they gonna do?
context: Their 9's serve is powerful!\Don't let your guard down!\that keep their own pace and deal with us intelligently.\Right!\Seijoh and Nekoma are exactly that.\I see.\Opponents who aren't surprised by that quick...\Now, what are they gonna do? response:	Hinata, looks like
context: Don't let your guard down!\that keep their own pace and deal with us intelligently.\Right!\Seijoh and Nekoma are exactly that.\I see.\Opponents who aren't surprised by that quick...\Now, what are they gonna do?\Hinata, looks like response:	a powerhouse school is on their guard with you.
context: that keep their own pace and deal with us intelligently.\Right!\Seijoh and Nekoma are exactly that.\I see.\Opponents who aren't surprised by that quick...\Now, what are they gonna do?\Hinata, looks like\a powerhouse school is on their guard with you. response:	They've probably been researching you...
context: Right!\Seijoh and Nekoma are exactly that.\I see.\Opponents who aren't surprised by that quick...\Now, what are they gonna do?\Hinata, looks like\a powerhouse school is on their guard with you.\They've probably been researching you... response:	Researching you... Researching you...
context: Seijoh and Nekoma are exactly that.\I see.\Opponents who aren't surprised by that quick...\Now, what are they gonna do?\Hinata, looks like\a powerhouse school is on their guard with you.\They've probably been researching you...\Researching you... Researching you... response:	Researching you... Researching you...
context: I see.\Opponents who aren't surprised by that quick...\Now, what are they gonna do?\Hinata, looks like\a powerhouse school is on their guard with you.\They've probably been researching you...\Researching you... Researching you...\Researching you... Researching you... response:	A powerhouse school... researching me?
context: Opponents who aren't surprised by that quick...\Now, what are they gonna do?\Hinata, looks like\a powerhouse school is on their guard with you.\They've probably been researching you...\Researching you... Researching you...\Researching you... Researching you...\A powerhouse school... researching me? response:	Man, you're totally overshadowing us.
context: Now, what are they gonna do?\Hinata, looks like\a powerhouse school is on their guard with you.\They've probably been researching you...\Researching you... Researching you...\Researching you... Researching you...\A powerhouse school... researching me?\Man, you're totally overshadowing us. response:	But I am able to triumph over myself from yesterday.
context: Hinata, looks like\a powerhouse school is on their guard with you.\They've probably been researching you...\Researching you... Researching you...\Researching you... Researching you...\A powerhouse school... researching me?\Man, you're totally overshadowing us.\But I am able to triumph over myself from yesterday. response:	Hey, if you guys are just watching Hinata, I'm gonna peck yer eyes out.
context: a powerhouse school is on their guard with you.\They've probably been researching you...\Researching you... Researching you...\Researching you... Researching you...\A powerhouse school... researching me?\Man, you're totally overshadowing us.\But I am able to triumph over myself from yesterday.\Hey, if you guys are just watching Hinata, I'm gonna peck yer eyes out. response:	Well done, Captain.
context: They've probably been researching you...\Researching you... Researching you...\Researching you... Researching you...\A powerhouse school... researching me?\Man, you're totally overshadowing us.\But I am able to triumph over myself from yesterday.\Hey, if you guys are just watching Hinata, I'm gonna peck yer eyes out.\Well done, Captain. response:	He knows exactly how to get them going.
context: Researching you... Researching you...\Researching you... Researching you...\A powerhouse school... researching me?\Man, you're totally overshadowing us.\But I am able to triumph over myself from yesterday.\Hey, if you guys are just watching Hinata, I'm gonna peck yer eyes out.\Well done, Captain.\He knows exactly how to get them going. response:	Karasuno Wakunan
context: Researching you... Researching you...\A powerhouse school... researching me?\Man, you're totally overshadowing us.\But I am able to triumph over myself from yesterday.\Hey, if you guys are just watching Hinata, I'm gonna peck yer eyes out.\Well done, Captain.\He knows exactly how to get them going.\Karasuno Wakunan response:	Kageyama, nice serve!
context: A powerhouse school... researching me?\Man, you're totally overshadowing us.\But I am able to triumph over myself from yesterday.\Hey, if you guys are just watching Hinata, I'm gonna peck yer eyes out.\Well done, Captain.\He knows exactly how to get them going.\Karasuno Wakunan\Kageyama, nice serve! response:	That felt perfect against my hand.
context: Man, you're totally overshadowing us.\But I am able to triumph over myself from yesterday.\Hey, if you guys are just watching Hinata, I'm gonna peck yer eyes out.\Well done, Captain.\He knows exactly how to get them going.\Karasuno Wakunan\Kageyama, nice serve!\That felt perfect against my hand. response:	That's intense!
context: But I am able to triumph over myself from yesterday.\Hey, if you guys are just watching Hinata, I'm gonna peck yer eyes out.\Well done, Captain.\He knows exactly how to get them going.\Karasuno Wakunan\Kageyama, nice serve!\That felt perfect against my hand.\That's intense! response:	Nice receive!
context: Hey, if you guys are just watching Hinata, I'm gonna peck yer eyes out.\Well done, Captain.\He knows exactly how to get them going.\Karasuno Wakunan\Kageyama, nice serve!\That felt perfect against my hand.\That's intense!\Nice receive! response:	Pineapple Head is coming in from behind.
context: Well done, Captain.\He knows exactly how to get them going.\Karasuno Wakunan\Kageyama, nice serve!\That felt perfect against my hand.\That's intense!\Nice receive!\Pineapple Head is coming in from behind. response:	He's so fast!
context: He knows exactly how to get them going.\Karasuno Wakunan\Kageyama, nice serve!\That felt perfect against my hand.\That's intense!\Nice receive!\Pineapple Head is coming in from behind.\He's so fast! response:	You can do it, Wakunan!
context: Karasuno Wakunan\Kageyama, nice serve!\That felt perfect against my hand.\That's intense!\Nice receive!\Pineapple Head is coming in from behind.\He's so fast!\You can do it, Wakunan! response:	Whoa! From the furthest back?
context: Kageyama, nice serve!\That felt perfect against my hand.\That's intense!\Nice receive!\Pineapple Head is coming in from behind.\He's so fast!\You can do it, Wakunan!\Whoa! From the furthest back? response:	Tabi, nice kill!
context: That felt perfect against my hand.\That's intense!\Nice receive!\Pineapple Head is coming in from behind.\He's so fast!\You can do it, Wakunan!\Whoa! From the furthest back?\Tabi, nice kill! response:	You can do it, Wakunan!
context: That's intense!\Nice receive!\Pineapple Head is coming in from behind.\He's so fast!\You can do it, Wakunan!\Whoa! From the furthest back?\Tabi, nice kill!\You can do it, Wakunan! response:	A delayed attack, huh?
context: Nice receive!\Pineapple Head is coming in from behind.\He's so fast!\You can do it, Wakunan!\Whoa! From the furthest back?\Tabi, nice kill!\You can do it, Wakunan!\A delayed attack, huh? response:	So that's Wakunan's weapon, their combination...
