context: We're... response:	Fairy Tail wizards!!!
context: I'm finished.\Thank you.\You weak-kneed little...\My...\No more...\Weakling...\We've made some nice cold drinks! Why don't you rest for a bit?\Aye! response:	Don't go drinkin' before me!
context: Thank you.\You weak-kneed little...\My...\No more...\Weakling...\We've made some nice cold drinks! Why don't you rest for a bit?\Aye!\Don't go drinkin' before me! response:	Aye!
context: You weak-kneed little...\My...\No more...\Weakling...\We've made some nice cold drinks! Why don't you rest for a bit?\Aye!\Don't go drinkin' before me!\Aye! response:	I'm glad they let me out of those stocks,
context: My...\No more...\Weakling...\We've made some nice cold drinks! Why don't you rest for a bit?\Aye!\Don't go drinkin' before me!\Aye!\I'm glad they let me out of those stocks, response:	but what's with this sticky stuff?
context: No more...\Weakling...\We've made some nice cold drinks! Why don't you rest for a bit?\Aye!\Don't go drinkin' before me!\Aye!\I'm glad they let me out of those stocks,\but what's with this sticky stuff? response:	Hello?
context: Weakling...\We've made some nice cold drinks! Why don't you rest for a bit?\Aye!\Don't go drinkin' before me!\Aye!\I'm glad they let me out of those stocks,\but what's with this sticky stuff?\Hello? response:	I'd really appreciate you taking off this sticky stuff, too!
context: We've made some nice cold drinks! Why don't you rest for a bit?\Aye!\Don't go drinkin' before me!\Aye!\I'm glad they let me out of those stocks,\but what's with this sticky stuff?\Hello?\I'd really appreciate you taking off this sticky stuff, too! response:	It's not like I can escape anyway!
context: Aye!\Don't go drinkin' before me!\Aye!\I'm glad they let me out of those stocks,\but what's with this sticky stuff?\Hello?\I'd really appreciate you taking off this sticky stuff, too!\It's not like I can escape anyway! response:	Hey!
context: Don't go drinkin' before me!\Aye!\I'm glad they let me out of those stocks,\but what's with this sticky stuff?\Hello?\I'd really appreciate you taking off this sticky stuff, too!\It's not like I can escape anyway!\Hey! response:	God, she's loud...
context: Aye!\I'm glad they let me out of those stocks,\but what's with this sticky stuff?\Hello?\I'd really appreciate you taking off this sticky stuff, too!\It's not like I can escape anyway!\Hey!\God, she's loud... response:	Are all Earthland women like this?
context: I'm glad they let me out of those stocks,\but what's with this sticky stuff?\Hello?\I'd really appreciate you taking off this sticky stuff, too!\It's not like I can escape anyway!\Hey!\God, she's loud...\Are all Earthland women like this? response:	I'm not sensing any magical power from my keys...
context: but what's with this sticky stuff?\Hello?\I'd really appreciate you taking off this sticky stuff, too!\It's not like I can escape anyway!\Hey!\God, she's loud...\Are all Earthland women like this?\I'm not sensing any magical power from my keys... response:	As I thought, this sticky stuff is suppressing my magic power...
context: Hello?\I'd really appreciate you taking off this sticky stuff, too!\It's not like I can escape anyway!\Hey!\God, she's loud...\Are all Earthland women like this?\I'm not sensing any magical power from my keys...\As I thought, this sticky stuff is suppressing my magic power... response:	I wonder what happened to everyone?
context: I'd really appreciate you taking off this sticky stuff, too!\It's not like I can escape anyway!\Hey!\God, she's loud...\Are all Earthland women like this?\I'm not sensing any magical power from my keys...\As I thought, this sticky stuff is suppressing my magic power...\I wonder what happened to everyone? response:	Good work on your mission. Hurry up and take me back to the guild.
context: It's not like I can escape anyway!\Hey!\God, she's loud...\Are all Earthland women like this?\I'm not sensing any magical power from my keys...\As I thought, this sticky stuff is suppressing my magic power...\I wonder what happened to everyone?\Good work on your mission. Hurry up and take me back to the guild. response:	I took them to the Royal City, just like you asked.
context: Hey!\God, she's loud...\Are all Earthland women like this?\I'm not sensing any magical power from my keys...\As I thought, this sticky stuff is suppressing my magic power...\I wonder what happened to everyone?\Good work on your mission. Hurry up and take me back to the guild.\I took them to the Royal City, just like you asked. response:	Those guys are seriously planning on taking on the Royal Army.
context: God, she's loud...\Are all Earthland women like this?\I'm not sensing any magical power from my keys...\As I thought, this sticky stuff is suppressing my magic power...\I wonder what happened to everyone?\Good work on your mission. Hurry up and take me back to the guild.\I took them to the Royal City, just like you asked.\Those guys are seriously planning on taking on the Royal Army. response:	Yeah, I know.
context: Are all Earthland women like this?\I'm not sensing any magical power from my keys...\As I thought, this sticky stuff is suppressing my magic power...\I wonder what happened to everyone?\Good work on your mission. Hurry up and take me back to the guild.\I took them to the Royal City, just like you asked.\Those guys are seriously planning on taking on the Royal Army.\Yeah, I know. response:	So, you refill this thing's lacrima?
context: I'm not sensing any magical power from my keys...\As I thought, this sticky stuff is suppressing my magic power...\I wonder what happened to everyone?\Good work on your mission. Hurry up and take me back to the guild.\I took them to the Royal City, just like you asked.\Those guys are seriously planning on taking on the Royal Army.\Yeah, I know.\So, you refill this thing's lacrima? response:	I wasn't able to.
context: As I thought, this sticky stuff is suppressing my magic power...\I wonder what happened to everyone?\Good work on your mission. Hurry up and take me back to the guild.\I took them to the Royal City, just like you asked.\Those guys are seriously planning on taking on the Royal Army.\Yeah, I know.\So, you refill this thing's lacrima?\I wasn't able to. response:	The army has searched through the black market and everywhere else,
context: I wonder what happened to everyone?\Good work on your mission. Hurry up and take me back to the guild.\I took them to the Royal City, just like you asked.\Those guys are seriously planning on taking on the Royal Army.\Yeah, I know.\So, you refill this thing's lacrima?\I wasn't able to.\The army has searched through the black market and everywhere else, response:	and there isn't even a shard of a lacrima left.
context: Good work on your mission. Hurry up and take me back to the guild.\I took them to the Royal City, just like you asked.\Those guys are seriously planning on taking on the Royal Army.\Yeah, I know.\So, you refill this thing's lacrima?\I wasn't able to.\The army has searched through the black market and everywhere else,\and there isn't even a shard of a lacrima left. response:	I think it'll be out of magic power about when we reach the guild.
context: I took them to the Royal City, just like you asked.\Those guys are seriously planning on taking on the Royal Army.\Yeah, I know.\So, you refill this thing's lacrima?\I wasn't able to.\The army has searched through the black market and everywhere else,\and there isn't even a shard of a lacrima left.\I think it'll be out of magic power about when we reach the guild. response:	And yet you had me ride to the Royal City and back...
context: Those guys are seriously planning on taking on the Royal Army.\Yeah, I know.\So, you refill this thing's lacrima?\I wasn't able to.\The army has searched through the black market and everywhere else,\and there isn't even a shard of a lacrima left.\I think it'll be out of magic power about when we reach the guild.\And yet you had me ride to the Royal City and back... response:	Sheesh...
context: Yeah, I know.\So, you refill this thing's lacrima?\I wasn't able to.\The army has searched through the black market and everywhere else,\and there isn't even a shard of a lacrima left.\I think it'll be out of magic power about when we reach the guild.\And yet you had me ride to the Royal City and back...\Sheesh... response:	We're such big softies, you and I.
context: So, you refill this thing's lacrima?\I wasn't able to.\The army has searched through the black market and everywhere else,\and there isn't even a shard of a lacrima left.\I think it'll be out of magic power about when we reach the guild.\And yet you had me ride to the Royal City and back...\Sheesh...\We're such big softies, you and I. response:	Don't get all cheeky with me, bub!
context: I wasn't able to.\The army has searched through the black market and everywhere else,\and there isn't even a shard of a lacrima left.\I think it'll be out of magic power about when we reach the guild.\And yet you had me ride to the Royal City and back...\Sheesh...\We're such big softies, you and I.\Don't get all cheeky with me, bub! response:	I'm sorry!
context: The army has searched through the black market and everywhere else,\and there isn't even a shard of a lacrima left.\I think it'll be out of magic power about when we reach the guild.\And yet you had me ride to the Royal City and back...\Sheesh...\We're such big softies, you and I.\Don't get all cheeky with me, bub!\I'm sorry! response:	Technique 31: Studly Bomber!
context: and there isn't even a shard of a lacrima left.\I think it'll be out of magic power about when we reach the guild.\And yet you had me ride to the Royal City and back...\Sheesh...\We're such big softies, you and I.\Don't get all cheeky with me, bub!\I'm sorry!\Technique 31: Studly Bomber! response:	I'm happy that he's hiding us, but he sure works me hard...
context: I think it'll be out of magic power about when we reach the guild.\And yet you had me ride to the Royal City and back...\Sheesh...\We're such big softies, you and I.\Don't get all cheeky with me, bub!\I'm sorry!\Technique 31: Studly Bomber!\I'm happy that he's hiding us, but he sure works me hard... response:	Well, sorry for that!
context: And yet you had me ride to the Royal City and back...\Sheesh...\We're such big softies, you and I.\Don't get all cheeky with me, bub!\I'm sorry!\Technique 31: Studly Bomber!\I'm happy that he's hiding us, but he sure works me hard...\Well, sorry for that! response:	No complainin'!
context: Sheesh...\We're such big softies, you and I.\Don't get all cheeky with me, bub!\I'm sorry!\Technique 31: Studly Bomber!\I'm happy that he's hiding us, but he sure works me hard...\Well, sorry for that!\No complainin'! response:	Aye!
context: We're such big softies, you and I.\Don't get all cheeky with me, bub!\I'm sorry!\Technique 31: Studly Bomber!\I'm happy that he's hiding us, but he sure works me hard...\Well, sorry for that!\No complainin'!\Aye! response:	I figured he could hear me...
context: Don't get all cheeky with me, bub!\I'm sorry!\Technique 31: Studly Bomber!\I'm happy that he's hiding us, but he sure works me hard...\Well, sorry for that!\No complainin'!\Aye!\I figured he could hear me... response:	I wonder if Natsu and the others are safe...
context: I'm sorry!\Technique 31: Studly Bomber!\I'm happy that he's hiding us, but he sure works me hard...\Well, sorry for that!\No complainin'!\Aye!\I figured he could hear me...\I wonder if Natsu and the others are safe... response:	I really don't have time to be doing this stuff...
context: Technique 31: Studly Bomber!\I'm happy that he's hiding us, but he sure works me hard...\Well, sorry for that!\No complainin'!\Aye!\I figured he could hear me...\I wonder if Natsu and the others are safe...\I really don't have time to be doing this stuff... response:	Don't go thinkin' of other stuff when yer workin'!
context: I'm happy that he's hiding us, but he sure works me hard...\Well, sorry for that!\No complainin'!\Aye!\I figured he could hear me...\I wonder if Natsu and the others are safe...\I really don't have time to be doing this stuff...\Don't go thinkin' of other stuff when yer workin'! response:	Aye!
context: Well, sorry for that!\No complainin'!\Aye!\I figured he could hear me...\I wonder if Natsu and the others are safe...\I really don't have time to be doing this stuff...\Don't go thinkin' of other stuff when yer workin'!\Aye! response:	After yer done with that, we'll be splittin' logs!
context: No complainin'!\Aye!\I figured he could hear me...\I wonder if Natsu and the others are safe...\I really don't have time to be doing this stuff...\Don't go thinkin' of other stuff when yer workin'!\Aye!\After yer done with that, we'll be splittin' logs! response:	Aye, sir!
context: Aye!\I figured he could hear me...\I wonder if Natsu and the others are safe...\I really don't have time to be doing this stuff...\Don't go thinkin' of other stuff when yer workin'!\Aye!\After yer done with that, we'll be splittin' logs!\Aye, sir! response:	You haven't smiled once since you came to this house, have you?
context: I figured he could hear me...\I wonder if Natsu and the others are safe...\I really don't have time to be doing this stuff...\Don't go thinkin' of other stuff when yer workin'!\Aye!\After yer done with that, we'll be splittin' logs!\Aye, sir!\You haven't smiled once since you came to this house, have you? response:	Even though you have such a pretty face...
context: I wonder if Natsu and the others are safe...\I really don't have time to be doing this stuff...\Don't go thinkin' of other stuff when yer workin'!\Aye!\After yer done with that, we'll be splittin' logs!\Aye, sir!\You haven't smiled once since you came to this house, have you?\Even though you have such a pretty face... response:	I am in no mood to smile...
context: I really don't have time to be doing this stuff...\Don't go thinkin' of other stuff when yer workin'!\Aye!\After yer done with that, we'll be splittin' logs!\Aye, sir!\You haven't smiled once since you came to this house, have you?\Even though you have such a pretty face...\I am in no mood to smile... response:	You're struggling with something, yes?
context: Don't go thinkin' of other stuff when yer workin'!\Aye!\After yer done with that, we'll be splittin' logs!\Aye, sir!\You haven't smiled once since you came to this house, have you?\Even though you have such a pretty face...\I am in no mood to smile...\You're struggling with something, yes? response:	It's even more important to smile during those times.
context: Aye!\After yer done with that, we'll be splittin' logs!\Aye, sir!\You haven't smiled once since you came to this house, have you?\Even though you have such a pretty face...\I am in no mood to smile...\You're struggling with something, yes?\It's even more important to smile during those times. response:	But...
context: After yer done with that, we'll be splittin' logs!\Aye, sir!\You haven't smiled once since you came to this house, have you?\Even though you have such a pretty face...\I am in no mood to smile...\You're struggling with something, yes?\It's even more important to smile during those times.\But... response:	True... It's not so simple, I know...
context: Aye, sir!\You haven't smiled once since you came to this house, have you?\Even though you have such a pretty face...\I am in no mood to smile...\You're struggling with something, yes?\It's even more important to smile during those times.\But...\True... It's not so simple, I know... response:	Doing pretty good.
context: You haven't smiled once since you came to this house, have you?\Even though you have such a pretty face...\I am in no mood to smile...\You're struggling with something, yes?\It's even more important to smile during those times.\But...\True... It's not so simple, I know...\Doing pretty good. response:	Too slow!
context: Even though you have such a pretty face...\I am in no mood to smile...\You're struggling with something, yes?\It's even more important to smile during those times.\But...\True... It's not so simple, I know...\Doing pretty good.\Too slow! response:	You call that log-splittin'?!
context: I am in no mood to smile...\You're struggling with something, yes?\It's even more important to smile during those times.\But...\True... It's not so simple, I know...\Doing pretty good.\Too slow!\You call that log-splittin'?! response:	F-Fast!
context: You're struggling with something, yes?\It's even more important to smile during those times.\But...\True... It's not so simple, I know...\Doing pretty good.\Too slow!\You call that log-splittin'?!\F-Fast! response:	Okay! I ain't gonna lose!
context: It's even more important to smile during those times.\But...\True... It's not so simple, I know...\Doing pretty good.\Too slow!\You call that log-splittin'?!\F-Fast!\Okay! I ain't gonna lose! response:	Aye, sir! Aye, sir! Aye, sir!
context: But...\True... It's not so simple, I know...\Doing pretty good.\Too slow!\You call that log-splittin'?!\F-Fast!\Okay! I ain't gonna lose!\Aye, sir! Aye, sir! Aye, sir! response:	Aye, sir!
context: True... It's not so simple, I know...\Doing pretty good.\Too slow!\You call that log-splittin'?!\F-Fast!\Okay! I ain't gonna lose!\Aye, sir! Aye, sir! Aye, sir!\Aye, sir! response:	I ain't losin' neither!
context: Doing pretty good.\Too slow!\You call that log-splittin'?!\F-Fast!\Okay! I ain't gonna lose!\Aye, sir! Aye, sir! Aye, sir!\Aye, sir!\I ain't losin' neither! response:	How competitive are you?
context: Too slow!\You call that log-splittin'?!\F-Fast!\Okay! I ain't gonna lose!\Aye, sir! Aye, sir! Aye, sir!\Aye, sir!\I ain't losin' neither!\How competitive are you? response:	Same to ya!
context: You call that log-splittin'?!\F-Fast!\Okay! I ain't gonna lose!\Aye, sir! Aye, sir! Aye, sir!\Aye, sir!\I ain't losin' neither!\How competitive are you?\Same to ya! response:	It's the last log!
context: F-Fast!\Okay! I ain't gonna lose!\Aye, sir! Aye, sir! Aye, sir!\Aye, sir!\I ain't losin' neither!\How competitive are you?\Same to ya!\It's the last log! response:	As for me...
context: Okay! I ain't gonna lose!\Aye, sir! Aye, sir! Aye, sir!\Aye, sir!\I ain't losin' neither!\How competitive are you?\Same to ya!\It's the last log!\As for me... response:	I'll split it first!
context: Aye, sir! Aye, sir! Aye, sir!\Aye, sir!\I ain't losin' neither!\How competitive are you?\Same to ya!\It's the last log!\As for me...\I'll split it first! response:	This ain't funny!
context: Aye, sir!\I ain't losin' neither!\How competitive are you?\Same to ya!\It's the last log!\As for me...\I'll split it first!\This ain't funny! response:	Aye!
context: I ain't losin' neither!\How competitive are you?\Same to ya!\It's the last log!\As for me...\I'll split it first!\This ain't funny!\Aye! response:	Well, fine. We'll leave it like this.
context: How competitive are you?\Same to ya!\It's the last log!\As for me...\I'll split it first!\This ain't funny!\Aye!\Well, fine. We'll leave it like this. response:	S-So tired...
context: Same to ya!\It's the last log!\As for me...\I'll split it first!\This ain't funny!\Aye!\Well, fine. We'll leave it like this.\S-So tired... response:	Go take a bath!
context: It's the last log!\As for me...\I'll split it first!\This ain't funny!\Aye!\Well, fine. We'll leave it like this.\S-So tired...\Go take a bath! response:	Aye!
context: As for me...\I'll split it first!\This ain't funny!\Aye!\Well, fine. We'll leave it like this.\S-So tired...\Go take a bath!\Aye! response:	Carla!
context: I'll split it first!\This ain't funny!\Aye!\Well, fine. We'll leave it like this.\S-So tired...\Go take a bath!\Aye!\Carla! response:	Wait, Carla!
context: This ain't funny!\Aye!\Well, fine. We'll leave it like this.\S-So tired...\Go take a bath!\Aye!\Carla!\Wait, Carla! response:	You fell again.
context: Aye!\Well, fine. We'll leave it like this.\S-So tired...\Go take a bath!\Aye!\Carla!\Wait, Carla!\You fell again. response:	Why won't you leave me alone?
context: Well, fine. We'll leave it like this.\S-So tired...\Go take a bath!\Aye!\Carla!\Wait, Carla!\You fell again.\Why won't you leave me alone? response:	Because...
context: S-So tired...\Go take a bath!\Aye!\Carla!\Wait, Carla!\You fell again.\Why won't you leave me alone?\Because... response:	Don't give me because... Go home by yourself.
context: Go take a bath!\Aye!\Carla!\Wait, Carla!\You fell again.\Why won't you leave me alone?\Because...\Don't give me because... Go home by yourself. response:	Because we're friends, right?
context: Aye!\Carla!\Wait, Carla!\You fell again.\Why won't you leave me alone?\Because...\Don't give me because... Go home by yourself.\Because we're friends, right? response:	Friends?
context: Carla!\Wait, Carla!\You fell again.\Why won't you leave me alone?\Because...\Don't give me because... Go home by yourself.\Because we're friends, right?\Friends? response:	Yeah!
context: Wait, Carla!\You fell again.\Why won't you leave me alone?\Because...\Don't give me because... Go home by yourself.\Because we're friends, right?\Friends?\Yeah! response:	Carla!
context: You fell again.\Why won't you leave me alone?\Because...\Don't give me because... Go home by yourself.\Because we're friends, right?\Friends?\Yeah!\Carla! response:	That bath felt incredible...
context: Why won't you leave me alone?\Because...\Don't give me because... Go home by yourself.\Because we're friends, right?\Friends?\Yeah!\Carla!\That bath felt incredible... response:	Happy, Carla... What exactly...
context: Because...\Don't give me because... Go home by yourself.\Because we're friends, right?\Friends?\Yeah!\Carla!\That bath felt incredible...\Happy, Carla... What exactly... response:	Wendy...
context: Don't give me because... Go home by yourself.\Because we're friends, right?\Friends?\Yeah!\Carla!\That bath felt incredible...\Happy, Carla... What exactly...\Wendy... response:	Good work.
context: Because we're friends, right?\Friends?\Yeah!\Carla!\That bath felt incredible...\Happy, Carla... What exactly...\Wendy...\Good work. response:	Doesn't it feel nice here after taking a bath?
context: Friends?\Yeah!\Carla!\That bath felt incredible...\Happy, Carla... What exactly...\Wendy...\Good work.\Doesn't it feel nice here after taking a bath? response:	Yes, very much so!
context: Yeah!\Carla!\That bath felt incredible...\Happy, Carla... What exactly...\Wendy...\Good work.\Doesn't it feel nice here after taking a bath?\Yes, very much so! response:	Your names are Happy and Carla, if I recall.
context: Carla!\That bath felt incredible...\Happy, Carla... What exactly...\Wendy...\Good work.\Doesn't it feel nice here after taking a bath?\Yes, very much so!\Your names are Happy and Carla, if I recall. response:	You were born on Earthland, yes?
context: That bath felt incredible...\Happy, Carla... What exactly...\Wendy...\Good work.\Doesn't it feel nice here after taking a bath?\Yes, very much so!\Your names are Happy and Carla, if I recall.\You were born on Earthland, yes? response:	Who was it that named you?
context: Happy, Carla... What exactly...\Wendy...\Good work.\Doesn't it feel nice here after taking a bath?\Yes, very much so!\Your names are Happy and Carla, if I recall.\You were born on Earthland, yes?\Who was it that named you? response:	Natsu. My friend.
context: Wendy...\Good work.\Doesn't it feel nice here after taking a bath?\Yes, very much so!\Your names are Happy and Carla, if I recall.\You were born on Earthland, yes?\Who was it that named you?\Natsu. My friend. response:	The same for me... A friend...
context: Good work.\Doesn't it feel nice here after taking a bath?\Yes, very much so!\Your names are Happy and Carla, if I recall.\You were born on Earthland, yes?\Who was it that named you?\Natsu. My friend.\The same for me... A friend... response:	Those friends have been captured by the kingdom.
context: Doesn't it feel nice here after taking a bath?\Yes, very much so!\Your names are Happy and Carla, if I recall.\You were born on Earthland, yes?\Who was it that named you?\Natsu. My friend.\The same for me... A friend...\Those friends have been captured by the kingdom. response:	We have to go save them!
context: Yes, very much so!\Your names are Happy and Carla, if I recall.\You were born on Earthland, yes?\Who was it that named you?\Natsu. My friend.\The same for me... A friend...\Those friends have been captured by the kingdom.\We have to go save them! response:	So, you're going to rescue humans...
context: Your names are Happy and Carla, if I recall.\You were born on Earthland, yes?\Who was it that named you?\Natsu. My friend.\The same for me... A friend...\Those friends have been captured by the kingdom.\We have to go save them!\So, you're going to rescue humans... response:	In Extalia, thinking like that is wrong, yes?
context: You were born on Earthland, yes?\Who was it that named you?\Natsu. My friend.\The same for me... A friend...\Those friends have been captured by the kingdom.\We have to go save them!\So, you're going to rescue humans...\In Extalia, thinking like that is wrong, yes? response:	That's not the case. I think it's wonderful.
context: Who was it that named you?\Natsu. My friend.\The same for me... A friend...\Those friends have been captured by the kingdom.\We have to go save them!\So, you're going to rescue humans...\In Extalia, thinking like that is wrong, yes?\That's not the case. I think it's wonderful. response:	Being friends has nothing to do with being Human or Exceed...
context: Natsu. My friend.\The same for me... A friend...\Those friends have been captured by the kingdom.\We have to go save them!\So, you're going to rescue humans...\In Extalia, thinking like that is wrong, yes?\That's not the case. I think it's wonderful.\Being friends has nothing to do with being Human or Exceed... response:	After all, even if we look different, the shape of your heart that loves others is the same.
context: The same for me... A friend...\Those friends have been captured by the kingdom.\We have to go save them!\So, you're going to rescue humans...\In Extalia, thinking like that is wrong, yes?\That's not the case. I think it's wonderful.\Being friends has nothing to do with being Human or Exceed...\After all, even if we look different, the shape of your heart that loves others is the same. response:	The shape of your heart?
context: Those friends have been captured by the kingdom.\We have to go save them!\So, you're going to rescue humans...\In Extalia, thinking like that is wrong, yes?\That's not the case. I think it's wonderful.\Being friends has nothing to do with being Human or Exceed...\After all, even if we look different, the shape of your heart that loves others is the same.\The shape of your heart? response:	Yes...
context: We have to go save them!\So, you're going to rescue humans...\In Extalia, thinking like that is wrong, yes?\That's not the case. I think it's wonderful.\Being friends has nothing to do with being Human or Exceed...\After all, even if we look different, the shape of your heart that loves others is the same.\The shape of your heart?\Yes... response:	The shape of a loving heart is the same for everyone.
context: So, you're going to rescue humans...\In Extalia, thinking like that is wrong, yes?\That's not the case. I think it's wonderful.\Being friends has nothing to do with being Human or Exceed...\After all, even if we look different, the shape of your heart that loves others is the same.\The shape of your heart?\Yes...\The shape of a loving heart is the same for everyone. response:	My heart...
context: In Extalia, thinking like that is wrong, yes?\That's not the case. I think it's wonderful.\Being friends has nothing to do with being Human or Exceed...\After all, even if we look different, the shape of your heart that loves others is the same.\The shape of your heart?\Yes...\The shape of a loving heart is the same for everyone.\My heart... response:	My heart isn't my own... It's being manipulated by someone else...
context: That's not the case. I think it's wonderful.\Being friends has nothing to do with being Human or Exceed...\After all, even if we look different, the shape of your heart that loves others is the same.\The shape of your heart?\Yes...\The shape of a loving heart is the same for everyone.\My heart...\My heart isn't my own... It's being manipulated by someone else... response:	I don't even know if the words I'm saying now are my own, or...
context: Being friends has nothing to do with being Human or Exceed...\After all, even if we look different, the shape of your heart that loves others is the same.\The shape of your heart?\Yes...\The shape of a loving heart is the same for everyone.\My heart...\My heart isn't my own... It's being manipulated by someone else...\I don't even know if the words I'm saying now are my own, or... response:	They're your words, Carla! It's your heart, Carla!
context: After all, even if we look different, the shape of your heart that loves others is the same.\The shape of your heart?\Yes...\The shape of a loving heart is the same for everyone.\My heart...\My heart isn't my own... It's being manipulated by someone else...\I don't even know if the words I'm saying now are my own, or...\They're your words, Carla! It's your heart, Carla! response:	Our hearts that want to rescue our friends are our own!
context: The shape of your heart?\Yes...\The shape of a loving heart is the same for everyone.\My heart...\My heart isn't my own... It's being manipulated by someone else...\I don't even know if the words I'm saying now are my own, or...\They're your words, Carla! It's your heart, Carla!\Our hearts that want to rescue our friends are our own! response:	Happy...
context: Yes...\The shape of a loving heart is the same for everyone.\My heart...\My heart isn't my own... It's being manipulated by someone else...\I don't even know if the words I'm saying now are my own, or...\They're your words, Carla! It's your heart, Carla!\Our hearts that want to rescue our friends are our own!\Happy... response:	Yes, that's right. You might be a little lost now, but I'm sure you'll be fine.
context: The shape of a loving heart is the same for everyone.\My heart...\My heart isn't my own... It's being manipulated by someone else...\I don't even know if the words I'm saying now are my own, or...\They're your words, Carla! It's your heart, Carla!\Our hearts that want to rescue our friends are our own!\Happy...\Yes, that's right. You might be a little lost now, but I'm sure you'll be fine. response:	You have such a wonderful knight next to you, after all!
context: My heart...\My heart isn't my own... It's being manipulated by someone else...\I don't even know if the words I'm saying now are my own, or...\They're your words, Carla! It's your heart, Carla!\Our hearts that want to rescue our friends are our own!\Happy...\Yes, that's right. You might be a little lost now, but I'm sure you'll be fine.\You have such a wonderful knight next to you, after all! response:	Knight-sama?
context: My heart isn't my own... It's being manipulated by someone else...\I don't even know if the words I'm saying now are my own, or...\They're your words, Carla! It's your heart, Carla!\Our hearts that want to rescue our friends are our own!\Happy...\Yes, that's right. You might be a little lost now, but I'm sure you'll be fine.\You have such a wonderful knight next to you, after all!\Knight-sama? response:	You can find your own heart.
context: I don't even know if the words I'm saying now are my own, or...\They're your words, Carla! It's your heart, Carla!\Our hearts that want to rescue our friends are our own!\Happy...\Yes, that's right. You might be a little lost now, but I'm sure you'll be fine.\You have such a wonderful knight next to you, after all!\Knight-sama?\You can find your own heart. response:	Or rather, it's already within you.
context: They're your words, Carla! It's your heart, Carla!\Our hearts that want to rescue our friends are our own!\Happy...\Yes, that's right. You might be a little lost now, but I'm sure you'll be fine.\You have such a wonderful knight next to you, after all!\Knight-sama?\You can find your own heart.\Or rather, it's already within you. response:	All you need to do is realize that.
context: Our hearts that want to rescue our friends are our own!\Happy...\Yes, that's right. You might be a little lost now, but I'm sure you'll be fine.\You have such a wonderful knight next to you, after all!\Knight-sama?\You can find your own heart.\Or rather, it's already within you.\All you need to do is realize that. response:	Believe in the love you feel.
context: Happy...\Yes, that's right. You might be a little lost now, but I'm sure you'll be fine.\You have such a wonderful knight next to you, after all!\Knight-sama?\You can find your own heart.\Or rather, it's already within you.\All you need to do is realize that.\Believe in the love you feel. response:	Thank goodness... You finally smiled.
context: Yes, that's right. You might be a little lost now, but I'm sure you'll be fine.\You have such a wonderful knight next to you, after all!\Knight-sama?\You can find your own heart.\Or rather, it's already within you.\All you need to do is realize that.\Believe in the love you feel.\Thank goodness... You finally smiled. response:	You're very cute.
context: You have such a wonderful knight next to you, after all!\Knight-sama?\You can find your own heart.\Or rather, it's already within you.\All you need to do is realize that.\Believe in the love you feel.\Thank goodness... You finally smiled.\You're very cute. response:	You're a strange one, ma'am.
context: Knight-sama?\You can find your own heart.\Or rather, it's already within you.\All you need to do is realize that.\Believe in the love you feel.\Thank goodness... You finally smiled.\You're very cute.\You're a strange one, ma'am. response:	Really?
context: You can find your own heart.\Or rather, it's already within you.\All you need to do is realize that.\Believe in the love you feel.\Thank goodness... You finally smiled.\You're very cute.\You're a strange one, ma'am.\Really? response:	Because all the Exceeds think that they're like angels or something.
context: Or rather, it's already within you.\All you need to do is realize that.\Believe in the love you feel.\Thank goodness... You finally smiled.\You're very cute.\You're a strange one, ma'am.\Really?\Because all the Exceeds think that they're like angels or something. response:	They said that humans are an inferior race.
context: All you need to do is realize that.\Believe in the love you feel.\Thank goodness... You finally smiled.\You're very cute.\You're a strange one, ma'am.\Really?\Because all the Exceeds think that they're like angels or something.\They said that humans are an inferior race. response:	Yes... I once thought like that.
context: Believe in the love you feel.\Thank goodness... You finally smiled.\You're very cute.\You're a strange one, ma'am.\Really?\Because all the Exceeds think that they're like angels or something.\They said that humans are an inferior race.\Yes... I once thought like that. response:	But then our children were taken by the Queen...
context: Thank goodness... You finally smiled.\You're very cute.\You're a strange one, ma'am.\Really?\Because all the Exceeds think that they're like angels or something.\They said that humans are an inferior race.\Yes... I once thought like that.\But then our children were taken by the Queen... response:	She collected eggs... 100 children, for the Dragon Slayer Extermination Project.
context: You're very cute.\You're a strange one, ma'am.\Really?\Because all the Exceeds think that they're like angels or something.\They said that humans are an inferior race.\Yes... I once thought like that.\But then our children were taken by the Queen...\She collected eggs... 100 children, for the Dragon Slayer Extermination Project. response:	Then, without even seeing the faces of our children, they were sent to Earthland.
context: You're a strange one, ma'am.\Really?\Because all the Exceeds think that they're like angels or something.\They said that humans are an inferior race.\Yes... I once thought like that.\But then our children were taken by the Queen...\She collected eggs... 100 children, for the Dragon Slayer Extermination Project.\Then, without even seeing the faces of our children, they were sent to Earthland. response:	We were kicked out of the kingdom because we opposed the project...
context: Really?\Because all the Exceeds think that they're like angels or something.\They said that humans are an inferior race.\Yes... I once thought like that.\But then our children were taken by the Queen...\She collected eggs... 100 children, for the Dragon Slayer Extermination Project.\Then, without even seeing the faces of our children, they were sent to Earthland.\We were kicked out of the kingdom because we opposed the project... response:	It was around that time...
