context: Next up is the inter-club relay race. response:	On your mark! Get set!
context: as he crossed the Alps during the Second Punic War.\Confident and shining bright.\The Sigh of Haruhi Suzumiya I Confident and shining bright.\The Sigh of Haruhi Suzumiya I\The Sigh of Haruhi Suzumiya I This is the school festival! You need to be more excited about it!\This is the school festival! You need to be more excited about it!\A sophomore's school festival only happens once a year, right?\Well, yeah. But it's no reason to get so riled up about it. response:	But it is! There's no point if you don't.
context: Confident and shining bright.\The Sigh of Haruhi Suzumiya I Confident and shining bright.\The Sigh of Haruhi Suzumiya I\The Sigh of Haruhi Suzumiya I This is the school festival! You need to be more excited about it!\This is the school festival! You need to be more excited about it!\A sophomore's school festival only happens once a year, right?\Well, yeah. But it's no reason to get so riled up about it.\But it is! There's no point if you don't. response:	Almost all of the school festivals I know have been like that.
context: The Sigh of Haruhi Suzumiya I Confident and shining bright.\The Sigh of Haruhi Suzumiya I\The Sigh of Haruhi Suzumiya I This is the school festival! You need to be more excited about it!\This is the school festival! You need to be more excited about it!\A sophomore's school festival only happens once a year, right?\Well, yeah. But it's no reason to get so riled up about it.\But it is! There's no point if you don't.\Almost all of the school festivals I know have been like that. response:	Did you have a really big school festival at your junior high?
context: The Sigh of Haruhi Suzumiya I\The Sigh of Haruhi Suzumiya I This is the school festival! You need to be more excited about it!\This is the school festival! You need to be more excited about it!\A sophomore's school festival only happens once a year, right?\Well, yeah. But it's no reason to get so riled up about it.\But it is! There's no point if you don't.\Almost all of the school festivals I know have been like that.\Did you have a really big school festival at your junior high? response:	Not at all. They weren't exciting at all.
context: The Sigh of Haruhi Suzumiya I This is the school festival! You need to be more excited about it!\This is the school festival! You need to be more excited about it!\A sophomore's school festival only happens once a year, right?\Well, yeah. But it's no reason to get so riled up about it.\But it is! There's no point if you don't.\Almost all of the school festivals I know have been like that.\Did you have a really big school festival at your junior high?\Not at all. They weren't exciting at all. response:	That's why my high school festivals have to be.
context: This is the school festival! You need to be more excited about it!\A sophomore's school festival only happens once a year, right?\Well, yeah. But it's no reason to get so riled up about it.\But it is! There's no point if you don't.\Almost all of the school festivals I know have been like that.\Did you have a really big school festival at your junior high?\Not at all. They weren't exciting at all.\That's why my high school festivals have to be. response:	And what would make it exciting for you?
context: A sophomore's school festival only happens once a year, right?\Well, yeah. But it's no reason to get so riled up about it.\But it is! There's no point if you don't.\Almost all of the school festivals I know have been like that.\Did you have a really big school festival at your junior high?\Not at all. They weren't exciting at all.\That's why my high school festivals have to be.\And what would make it exciting for you? response:	Please explain it in a way that I'll understand.
context: Well, yeah. But it's no reason to get so riled up about it.\But it is! There's no point if you don't.\Almost all of the school festivals I know have been like that.\Did you have a really big school festival at your junior high?\Not at all. They weren't exciting at all.\That's why my high school festivals have to be.\And what would make it exciting for you?\Please explain it in a way that I'll understand. response:	All right, then.
context: But it is! There's no point if you don't.\Almost all of the school festivals I know have been like that.\Did you have a really big school festival at your junior high?\Not at all. They weren't exciting at all.\That's why my high school festivals have to be.\And what would make it exciting for you?\Please explain it in a way that I'll understand.\All right, then. response:	I'll tell you in full detail when we get to the clubroom.
context: Almost all of the school festivals I know have been like that.\Did you have a really big school festival at your junior high?\Not at all. They weren't exciting at all.\That's why my high school festivals have to be.\And what would make it exciting for you?\Please explain it in a way that I'll understand.\All right, then.\I'll tell you in full detail when we get to the clubroom. response:	Hmm, the scent of lavender.
context: Did you have a really big school festival at your junior high?\Not at all. They weren't exciting at all.\That's why my high school festivals have to be.\And what would make it exciting for you?\Please explain it in a way that I'll understand.\All right, then.\I'll tell you in full detail when we get to the clubroom.\Hmm, the scent of lavender. response:	Oh, hello.
context: Not at all. They weren't exciting at all.\That's why my high school festivals have to be.\And what would make it exciting for you?\Please explain it in a way that I'll understand.\All right, then.\I'll tell you in full detail when we get to the clubroom.\Hmm, the scent of lavender.\Oh, hello. response:	Oh, I thought the flowers were blooming.
context: That's why my high school festivals have to be.\And what would make it exciting for you?\Please explain it in a way that I'll understand.\All right, then.\I'll tell you in full detail when we get to the clubroom.\Hmm, the scent of lavender.\Oh, hello.\Oh, I thought the flowers were blooming. response:	- I'll bring some tea right away. - Oh, don't trouble yourself...
context: And what would make it exciting for you?\Please explain it in a way that I'll understand.\All right, then.\I'll tell you in full detail when we get to the clubroom.\Hmm, the scent of lavender.\Oh, hello.\Oh, I thought the flowers were blooming.\- I'll bring some tea right away. - Oh, don't trouble yourself... response:	You look like a dirty old man.
context: Please explain it in a way that I'll understand.\All right, then.\I'll tell you in full detail when we get to the clubroom.\Hmm, the scent of lavender.\Oh, hello.\Oh, I thought the flowers were blooming.\- I'll bring some tea right away. - Oh, don't trouble yourself...\You look like a dirty old man. response:	Mikuru, where's Koizumi?
context: All right, then.\I'll tell you in full detail when we get to the clubroom.\Hmm, the scent of lavender.\Oh, hello.\Oh, I thought the flowers were blooming.\- I'll bring some tea right away. - Oh, don't trouble yourself...\You look like a dirty old man.\Mikuru, where's Koizumi? response:	He's not here yet. He does seem to be a bit late.
context: I'll tell you in full detail when we get to the clubroom.\Hmm, the scent of lavender.\Oh, hello.\Oh, I thought the flowers were blooming.\- I'll bring some tea right away. - Oh, don't trouble yourself...\You look like a dirty old man.\Mikuru, where's Koizumi?\He's not here yet. He does seem to be a bit late. response:	Mikuru, how much longer on the tea?
context: Hmm, the scent of lavender.\Oh, hello.\Oh, I thought the flowers were blooming.\- I'll bring some tea right away. - Oh, don't trouble yourself...\You look like a dirty old man.\Mikuru, where's Koizumi?\He's not here yet. He does seem to be a bit late.\Mikuru, how much longer on the tea? response:	I'm bringing it now!
context: Oh, hello.\Oh, I thought the flowers were blooming.\- I'll bring some tea right away. - Oh, don't trouble yourself...\You look like a dirty old man.\Mikuru, where's Koizumi?\He's not here yet. He does seem to be a bit late.\Mikuru, how much longer on the tea?\I'm bringing it now! response:	Mikuru.
context: Oh, I thought the flowers were blooming.\- I'll bring some tea right away. - Oh, don't trouble yourself...\You look like a dirty old man.\Mikuru, where's Koizumi?\He's not here yet. He does seem to be a bit late.\Mikuru, how much longer on the tea?\I'm bringing it now!\Mikuru. response:	Yes?
context: - I'll bring some tea right away. - Oh, don't trouble yourself...\You look like a dirty old man.\Mikuru, where's Koizumi?\He's not here yet. He does seem to be a bit late.\Mikuru, how much longer on the tea?\I'm bringing it now!\Mikuru.\Yes? response:	I think I told you before. Don't you remember?
context: You look like a dirty old man.\Mikuru, where's Koizumi?\He's not here yet. He does seem to be a bit late.\Mikuru, how much longer on the tea?\I'm bringing it now!\Mikuru.\Yes?\I think I told you before. Don't you remember? response:	Huh? Remember what?
context: Mikuru, where's Koizumi?\He's not here yet. He does seem to be a bit late.\Mikuru, how much longer on the tea?\I'm bringing it now!\Mikuru.\Yes?\I think I told you before. Don't you remember?\Huh? Remember what? response:	When you serve tea, you need to trip and stumble one third of the time.
context: He's not here yet. He does seem to be a bit late.\Mikuru, how much longer on the tea?\I'm bringing it now!\Mikuru.\Yes?\I think I told you before. Don't you remember?\Huh? Remember what?\When you serve tea, you need to trip and stumble one third of the time. response:	You're not acting like a klutzy maid at all!
context: Mikuru, how much longer on the tea?\I'm bringing it now!\Mikuru.\Yes?\I think I told you before. Don't you remember?\Huh? Remember what?\When you serve tea, you need to trip and stumble one third of the time.\You're not acting like a klutzy maid at all! response:	Oh... s-sorry!
context: I'm bringing it now!\Mikuru.\Yes?\I think I told you before. Don't you remember?\Huh? Remember what?\When you serve tea, you need to trip and stumble one third of the time.\You're not acting like a klutzy maid at all!\Oh... s-sorry! response:	Does she think a maid needs to be klutzy so they can be scolded or something?
context: Mikuru.\Yes?\I think I told you before. Don't you remember?\Huh? Remember what?\When you serve tea, you need to trip and stumble one third of the time.\You're not acting like a klutzy maid at all!\Oh... s-sorry!\Does she think a maid needs to be klutzy so they can be scolded or something? response:	Well, you're in luck, Mikuru. You can practice on Kyon.
context: Yes?\I think I told you before. Don't you remember?\Huh? Remember what?\When you serve tea, you need to trip and stumble one third of the time.\You're not acting like a klutzy maid at all!\Oh... s-sorry!\Does she think a maid needs to be klutzy so they can be scolded or something?\Well, you're in luck, Mikuru. You can practice on Kyon. response:	Try to get it so that the cup lands upside-down on his head!
context: I think I told you before. Don't you remember?\Huh? Remember what?\When you serve tea, you need to trip and stumble one third of the time.\You're not acting like a klutzy maid at all!\Oh... s-sorry!\Does she think a maid needs to be klutzy so they can be scolded or something?\Well, you're in luck, Mikuru. You can practice on Kyon.\Try to get it so that the cup lands upside-down on his head! response:	Miss Asahina, only someone like Haruhi would laugh at a joke like that.
context: Huh? Remember what?\When you serve tea, you need to trip and stumble one third of the time.\You're not acting like a klutzy maid at all!\Oh... s-sorry!\Does she think a maid needs to be klutzy so they can be scolded or something?\Well, you're in luck, Mikuru. You can practice on Kyon.\Try to get it so that the cup lands upside-down on his head!\Miss Asahina, only someone like Haruhi would laugh at a joke like that. response:	Please figure that out already.
context: When you serve tea, you need to trip and stumble one third of the time.\You're not acting like a klutzy maid at all!\Oh... s-sorry!\Does she think a maid needs to be klutzy so they can be scolded or something?\Well, you're in luck, Mikuru. You can practice on Kyon.\Try to get it so that the cup lands upside-down on his head!\Miss Asahina, only someone like Haruhi would laugh at a joke like that.\Please figure that out already. response:	Hey dummy, I'm not joking! I'm always serious!
context: You're not acting like a klutzy maid at all!\Oh... s-sorry!\Does she think a maid needs to be klutzy so they can be scolded or something?\Well, you're in luck, Mikuru. You can practice on Kyon.\Try to get it so that the cup lands upside-down on his head!\Miss Asahina, only someone like Haruhi would laugh at a joke like that.\Please figure that out already.\Hey dummy, I'm not joking! I'm always serious! response:	We're in big trouble if that's the case.
context: Oh... s-sorry!\Does she think a maid needs to be klutzy so they can be scolded or something?\Well, you're in luck, Mikuru. You can practice on Kyon.\Try to get it so that the cup lands upside-down on his head!\Miss Asahina, only someone like Haruhi would laugh at a joke like that.\Please figure that out already.\Hey dummy, I'm not joking! I'm always serious!\We're in big trouble if that's the case. response:	All right, then. I'll show you, and then you try, Mikuru.
context: Does she think a maid needs to be klutzy so they can be scolded or something?\Well, you're in luck, Mikuru. You can practice on Kyon.\Try to get it so that the cup lands upside-down on his head!\Miss Asahina, only someone like Haruhi would laugh at a joke like that.\Please figure that out already.\Hey dummy, I'm not joking! I'm always serious!\We're in big trouble if that's the case.\All right, then. I'll show you, and then you try, Mikuru. response:	Hey.
context: Well, you're in luck, Mikuru. You can practice on Kyon.\Try to get it so that the cup lands upside-down on his head!\Miss Asahina, only someone like Haruhi would laugh at a joke like that.\Please figure that out already.\Hey dummy, I'm not joking! I'm always serious!\We're in big trouble if that's the case.\All right, then. I'll show you, and then you try, Mikuru.\Hey. response:	Wait.
context: Try to get it so that the cup lands upside-down on his head!\Miss Asahina, only someone like Haruhi would laugh at a joke like that.\Please figure that out already.\Hey dummy, I'm not joking! I'm always serious!\We're in big trouble if that's the case.\All right, then. I'll show you, and then you try, Mikuru.\Hey.\Wait. response:	Hey! Stop interfering!
context: Miss Asahina, only someone like Haruhi would laugh at a joke like that.\Please figure that out already.\Hey dummy, I'm not joking! I'm always serious!\We're in big trouble if that's the case.\All right, then. I'll show you, and then you try, Mikuru.\Hey.\Wait.\Hey! Stop interfering! response:	Interfere? Who in the world would just stand by
context: Please figure that out already.\Hey dummy, I'm not joking! I'm always serious!\We're in big trouble if that's the case.\All right, then. I'll show you, and then you try, Mikuru.\Hey.\Wait.\Hey! Stop interfering!\Interfere? Who in the world would just stand by response:	while someone else tried to pour boiling water on their head?
context: Hey dummy, I'm not joking! I'm always serious!\We're in big trouble if that's the case.\All right, then. I'll show you, and then you try, Mikuru.\Hey.\Wait.\Hey! Stop interfering!\Interfere? Who in the world would just stand by\while someone else tried to pour boiling water on their head? response:	Here you are.
context: We're in big trouble if that's the case.\All right, then. I'll show you, and then you try, Mikuru.\Hey.\Wait.\Hey! Stop interfering!\Interfere? Who in the world would just stand by\while someone else tried to pour boiling water on their head?\Here you are. response:	You should be happy, Nagato.
context: All right, then. I'll show you, and then you try, Mikuru.\Hey.\Wait.\Hey! Stop interfering!\Interfere? Who in the world would just stand by\while someone else tried to pour boiling water on their head?\Here you are.\You should be happy, Nagato. response:	Taniguchi would spend three days drinking that.
context: Hey.\Wait.\Hey! Stop interfering!\Interfere? Who in the world would just stand by\while someone else tried to pour boiling water on their head?\Here you are.\You should be happy, Nagato.\Taniguchi would spend three days drinking that. response:	I'm sorry, homeroom ran a bit late.
context: Wait.\Hey! Stop interfering!\Interfere? Who in the world would just stand by\while someone else tried to pour boiling water on their head?\Here you are.\You should be happy, Nagato.\Taniguchi would spend three days drinking that.\I'm sorry, homeroom ran a bit late. response:	If our meeting had to be delayed because of that, I apologize.
context: Hey! Stop interfering!\Interfere? Who in the world would just stand by\while someone else tried to pour boiling water on their head?\Here you are.\You should be happy, Nagato.\Taniguchi would spend three days drinking that.\I'm sorry, homeroom ran a bit late.\If our meeting had to be delayed because of that, I apologize. response:	Meeting? What are you talking about?
context: Interfere? Who in the world would just stand by\while someone else tried to pour boiling water on their head?\Here you are.\You should be happy, Nagato.\Taniguchi would spend three days drinking that.\I'm sorry, homeroom ran a bit late.\If our meeting had to be delayed because of that, I apologize.\Meeting? What are you talking about? response:	I forgot to mention it to you, though I told everyone else during lunch.
context: while someone else tried to pour boiling water on their head?\Here you are.\You should be happy, Nagato.\Taniguchi would spend three days drinking that.\I'm sorry, homeroom ran a bit late.\If our meeting had to be delayed because of that, I apologize.\Meeting? What are you talking about?\I forgot to mention it to you, though I told everyone else during lunch. response:	I figured I could tell you any old time.
context: Here you are.\You should be happy, Nagato.\Taniguchi would spend three days drinking that.\I'm sorry, homeroom ran a bit late.\If our meeting had to be delayed because of that, I apologize.\Meeting? What are you talking about?\I forgot to mention it to you, though I told everyone else during lunch.\I figured I could tell you any old time. response:	Why is it that you had the time to go to their classrooms,
context: You should be happy, Nagato.\Taniguchi would spend three days drinking that.\I'm sorry, homeroom ran a bit late.\If our meeting had to be delayed because of that, I apologize.\Meeting? What are you talking about?\I forgot to mention it to you, though I told everyone else during lunch.\I figured I could tell you any old time.\Why is it that you had the time to go to their classrooms, response:	but you couldn't be bothered to tell the guy who sits right in front of you?
context: Taniguchi would spend three days drinking that.\I'm sorry, homeroom ran a bit late.\If our meeting had to be delayed because of that, I apologize.\Meeting? What are you talking about?\I forgot to mention it to you, though I told everyone else during lunch.\I figured I could tell you any old time.\Why is it that you had the time to go to their classrooms,\but you couldn't be bothered to tell the guy who sits right in front of you? response:	It doesn't matter. The problem isn't when you found out,
context: I'm sorry, homeroom ran a bit late.\If our meeting had to be delayed because of that, I apologize.\Meeting? What are you talking about?\I forgot to mention it to you, though I told everyone else during lunch.\I figured I could tell you any old time.\Why is it that you had the time to go to their classrooms,\but you couldn't be bothered to tell the guy who sits right in front of you?\It doesn't matter. The problem isn't when you found out, response:	- it's what we're going to do about it. - Was that supposed to be profound?
context: If our meeting had to be delayed because of that, I apologize.\Meeting? What are you talking about?\I forgot to mention it to you, though I told everyone else during lunch.\I figured I could tell you any old time.\Why is it that you had the time to go to their classrooms,\but you couldn't be bothered to tell the guy who sits right in front of you?\It doesn't matter. The problem isn't when you found out,\- it's what we're going to do about it. - Was that supposed to be profound? response:	More importantly, we need to think about what we're going to do.
context: Meeting? What are you talking about?\I forgot to mention it to you, though I told everyone else during lunch.\I figured I could tell you any old time.\Why is it that you had the time to go to their classrooms,\but you couldn't be bothered to tell the guy who sits right in front of you?\It doesn't matter. The problem isn't when you found out,\- it's what we're going to do about it. - Was that supposed to be profound?\More importantly, we need to think about what we're going to do. response:	Present tense or future tense. Choose one.
context: I forgot to mention it to you, though I told everyone else during lunch.\I figured I could tell you any old time.\Why is it that you had the time to go to their classrooms,\but you couldn't be bothered to tell the guy who sits right in front of you?\It doesn't matter. The problem isn't when you found out,\- it's what we're going to do about it. - Was that supposed to be profound?\More importantly, we need to think about what we're going to do.\Present tense or future tense. Choose one. response:	On top of that, decide if you're going to use the singular or the plural for the subject!
context: I figured I could tell you any old time.\Why is it that you had the time to go to their classrooms,\but you couldn't be bothered to tell the guy who sits right in front of you?\It doesn't matter. The problem isn't when you found out,\- it's what we're going to do about it. - Was that supposed to be profound?\More importantly, we need to think about what we're going to do.\Present tense or future tense. Choose one.\On top of that, decide if you're going to use the singular or the plural for the subject! response:	We're all going to participate, of course. This is an SOS Brigade event, after all.
context: Why is it that you had the time to go to their classrooms,\but you couldn't be bothered to tell the guy who sits right in front of you?\It doesn't matter. The problem isn't when you found out,\- it's what we're going to do about it. - Was that supposed to be profound?\More importantly, we need to think about what we're going to do.\Present tense or future tense. Choose one.\On top of that, decide if you're going to use the singular or the plural for the subject!\We're all going to participate, of course. This is an SOS Brigade event, after all. response:	By which you mean?
context: but you couldn't be bothered to tell the guy who sits right in front of you?\It doesn't matter. The problem isn't when you found out,\- it's what we're going to do about it. - Was that supposed to be profound?\More importantly, we need to think about what we're going to do.\Present tense or future tense. Choose one.\On top of that, decide if you're going to use the singular or the plural for the subject!\We're all going to participate, of course. This is an SOS Brigade event, after all.\By which you mean? response:	I said this earlier. What else is there besides the school festival?
context: It doesn't matter. The problem isn't when you found out,\- it's what we're going to do about it. - Was that supposed to be profound?\More importantly, we need to think about what we're going to do.\Present tense or future tense. Choose one.\On top of that, decide if you're going to use the singular or the plural for the subject!\We're all going to participate, of course. This is an SOS Brigade event, after all.\By which you mean?\I said this earlier. What else is there besides the school festival? response:	In that case, that's a school-wide event, not just a Brigade event.
context: - it's what we're going to do about it. - Was that supposed to be profound?\More importantly, we need to think about what we're going to do.\Present tense or future tense. Choose one.\On top of that, decide if you're going to use the singular or the plural for the subject!\We're all going to participate, of course. This is an SOS Brigade event, after all.\By which you mean?\I said this earlier. What else is there besides the school festival?\In that case, that's a school-wide event, not just a Brigade event. response:	If you're so hot on being featured in the school festival,
context: More importantly, we need to think about what we're going to do.\Present tense or future tense. Choose one.\On top of that, decide if you're going to use the singular or the plural for the subject!\We're all going to participate, of course. This is an SOS Brigade event, after all.\By which you mean?\I said this earlier. What else is there besides the school festival?\In that case, that's a school-wide event, not just a Brigade event.\If you're so hot on being featured in the school festival, response:	you should have applied to be a festival staff member.
context: Present tense or future tense. Choose one.\On top of that, decide if you're going to use the singular or the plural for the subject!\We're all going to participate, of course. This is an SOS Brigade event, after all.\By which you mean?\I said this earlier. What else is there besides the school festival?\In that case, that's a school-wide event, not just a Brigade event.\If you're so hot on being featured in the school festival,\you should have applied to be a festival staff member. response:	They probably can use all the help they can get.
context: On top of that, decide if you're going to use the singular or the plural for the subject!\We're all going to participate, of course. This is an SOS Brigade event, after all.\By which you mean?\I said this earlier. What else is there besides the school festival?\In that case, that's a school-wide event, not just a Brigade event.\If you're so hot on being featured in the school festival,\you should have applied to be a festival staff member.\They probably can use all the help they can get. response:	There's no point to that.
context: We're all going to participate, of course. This is an SOS Brigade event, after all.\By which you mean?\I said this earlier. What else is there besides the school festival?\In that case, that's a school-wide event, not just a Brigade event.\If you're so hot on being featured in the school festival,\you should have applied to be a festival staff member.\They probably can use all the help they can get.\There's no point to that. response:	We have to do something suitable for the SOS Brigade.
context: By which you mean?\I said this earlier. What else is there besides the school festival?\In that case, that's a school-wide event, not just a Brigade event.\If you're so hot on being featured in the school festival,\you should have applied to be a festival staff member.\They probably can use all the help they can get.\There's no point to that.\We have to do something suitable for the SOS Brigade. response:	We've come this far, after all!
context: I said this earlier. What else is there besides the school festival?\In that case, that's a school-wide event, not just a Brigade event.\If you're so hot on being featured in the school festival,\you should have applied to be a festival staff member.\They probably can use all the help they can get.\There's no point to that.\We have to do something suitable for the SOS Brigade.\We've come this far, after all! response:	We're a super prominent group that the whole school is aware of, you know.
context: In that case, that's a school-wide event, not just a Brigade event.\If you're so hot on being featured in the school festival,\you should have applied to be a festival staff member.\They probably can use all the help they can get.\There's no point to that.\We have to do something suitable for the SOS Brigade.\We've come this far, after all!\We're a super prominent group that the whole school is aware of, you know. response:	Get it?
context: If you're so hot on being featured in the school festival,\you should have applied to be a festival staff member.\They probably can use all the help they can get.\There's no point to that.\We have to do something suitable for the SOS Brigade.\We've come this far, after all!\We're a super prominent group that the whole school is aware of, you know.\Get it? response:	It's easy for you, since all you're doing is blathering on about your own plans,
context: you should have applied to be a festival staff member.\They probably can use all the help they can get.\There's no point to that.\We have to do something suitable for the SOS Brigade.\We've come this far, after all!\We're a super prominent group that the whole school is aware of, you know.\Get it?\It's easy for you, since all you're doing is blathering on about your own plans, response:	but what about all of the suffering that Miss Asahina and I have to endure?
context: They probably can use all the help they can get.\There's no point to that.\We have to do something suitable for the SOS Brigade.\We've come this far, after all!\We're a super prominent group that the whole school is aware of, you know.\Get it?\It's easy for you, since all you're doing is blathering on about your own plans,\but what about all of the suffering that Miss Asahina and I have to endure? response:	Koizumi just sits there, smiling away,
context: There's no point to that.\We have to do something suitable for the SOS Brigade.\We've come this far, after all!\We're a super prominent group that the whole school is aware of, you know.\Get it?\It's easy for you, since all you're doing is blathering on about your own plans,\but what about all of the suffering that Miss Asahina and I have to endure?\Koizumi just sits there, smiling away, response:	and Nagato doesn't help with the brainstorming,
context: We have to do something suitable for the SOS Brigade.\We've come this far, after all!\We're a super prominent group that the whole school is aware of, you know.\Get it?\It's easy for you, since all you're doing is blathering on about your own plans,\but what about all of the suffering that Miss Asahina and I have to endure?\Koizumi just sits there, smiling away,\and Nagato doesn't help with the brainstorming, response:	so it'd be nice if she thought about a normal guy like me once in a while.
context: We've come this far, after all!\We're a super prominent group that the whole school is aware of, you know.\Get it?\It's easy for you, since all you're doing is blathering on about your own plans,\but what about all of the suffering that Miss Asahina and I have to endure?\Koizumi just sits there, smiling away,\and Nagato doesn't help with the brainstorming,\so it'd be nice if she thought about a normal guy like me once in a while. response:	We have to do something that lives up to their expectations.
context: We're a super prominent group that the whole school is aware of, you know.\Get it?\It's easy for you, since all you're doing is blathering on about your own plans,\but what about all of the suffering that Miss Asahina and I have to endure?\Koizumi just sits there, smiling away,\and Nagato doesn't help with the brainstorming,\so it'd be nice if she thought about a normal guy like me once in a while.\We have to do something that lives up to their expectations. response:	Who in the world has any expectations for the SOS Brigade?
context: Get it?\It's easy for you, since all you're doing is blathering on about your own plans,\but what about all of the suffering that Miss Asahina and I have to endure?\Koizumi just sits there, smiling away,\and Nagato doesn't help with the brainstorming,\so it'd be nice if she thought about a normal guy like me once in a while.\We have to do something that lives up to their expectations.\Who in the world has any expectations for the SOS Brigade? response:	Now there's a survey that should be held.
context: It's easy for you, since all you're doing is blathering on about your own plans,\but what about all of the suffering that Miss Asahina and I have to endure?\Koizumi just sits there, smiling away,\and Nagato doesn't help with the brainstorming,\so it'd be nice if she thought about a normal guy like me once in a while.\We have to do something that lives up to their expectations.\Who in the world has any expectations for the SOS Brigade?\Now there's a survey that should be held. response:	What's your class doing, Mikuru?
context: but what about all of the suffering that Miss Asahina and I have to endure?\Koizumi just sits there, smiling away,\and Nagato doesn't help with the brainstorming,\so it'd be nice if she thought about a normal guy like me once in a while.\We have to do something that lives up to their expectations.\Who in the world has any expectations for the SOS Brigade?\Now there's a survey that should be held.\What's your class doing, Mikuru? response:	Umm, my class? We're opening a yakisoba cafe...
context: Koizumi just sits there, smiling away,\and Nagato doesn't help with the brainstorming,\so it'd be nice if she thought about a normal guy like me once in a while.\We have to do something that lives up to their expectations.\Who in the world has any expectations for the SOS Brigade?\Now there's a survey that should be held.\What's your class doing, Mikuru?\Umm, my class? We're opening a yakisoba cafe... response:	You're going to be a waitress, I'll bet.
context: and Nagato doesn't help with the brainstorming,\so it'd be nice if she thought about a normal guy like me once in a while.\We have to do something that lives up to their expectations.\Who in the world has any expectations for the SOS Brigade?\Now there's a survey that should be held.\What's your class doing, Mikuru?\Umm, my class? We're opening a yakisoba cafe...\You're going to be a waitress, I'll bet. response:	How did you know? Everyone said I should, so...
context: so it'd be nice if she thought about a normal guy like me once in a while.\We have to do something that lives up to their expectations.\Who in the world has any expectations for the SOS Brigade?\Now there's a survey that should be held.\What's your class doing, Mikuru?\Umm, my class? We're opening a yakisoba cafe...\You're going to be a waitress, I'll bet.\How did you know? Everyone said I should, so... response:	What about yours, Koizumi?
context: We have to do something that lives up to their expectations.\Who in the world has any expectations for the SOS Brigade?\Now there's a survey that should be held.\What's your class doing, Mikuru?\Umm, my class? We're opening a yakisoba cafe...\You're going to be a waitress, I'll bet.\How did you know? Everyone said I should, so...\What about yours, Koizumi? response:	Well, we've decided to hold a play.
context: Who in the world has any expectations for the SOS Brigade?\Now there's a survey that should be held.\What's your class doing, Mikuru?\Umm, my class? We're opening a yakisoba cafe...\You're going to be a waitress, I'll bet.\How did you know? Everyone said I should, so...\What about yours, Koizumi?\Well, we've decided to hold a play. response:	But we're still discussing if we'll do a classical play or something original.
context: Now there's a survey that should be held.\What's your class doing, Mikuru?\Umm, my class? We're opening a yakisoba cafe...\You're going to be a waitress, I'll bet.\How did you know? Everyone said I should, so...\What about yours, Koizumi?\Well, we've decided to hold a play.\But we're still discussing if we'll do a classical play or something original. response:	Now there's a class with some spirit.
context: What's your class doing, Mikuru?\Umm, my class? We're opening a yakisoba cafe...\You're going to be a waitress, I'll bet.\How did you know? Everyone said I should, so...\What about yours, Koizumi?\Well, we've decided to hold a play.\But we're still discussing if we'll do a classical play or something original.\Now there's a class with some spirit. response:	It seems like that'd be kind of annoying, though.
context: Umm, my class? We're opening a yakisoba cafe...\You're going to be a waitress, I'll bet.\How did you know? Everyone said I should, so...\What about yours, Koizumi?\Well, we've decided to hold a play.\But we're still discussing if we'll do a classical play or something original.\Now there's a class with some spirit.\It seems like that'd be kind of annoying, though. response:	What about you, Yuki?
context: You're going to be a waitress, I'll bet.\How did you know? Everyone said I should, so...\What about yours, Koizumi?\Well, we've decided to hold a play.\But we're still discussing if we'll do a classical play or something original.\Now there's a class with some spirit.\It seems like that'd be kind of annoying, though.\What about you, Yuki? response:	- Fortune telling. - Fortune telling?
context: How did you know? Everyone said I should, so...\What about yours, Koizumi?\Well, we've decided to hold a play.\But we're still discussing if we'll do a classical play or something original.\Now there's a class with some spirit.\It seems like that'd be kind of annoying, though.\What about you, Yuki?\- Fortune telling. - Fortune telling? response:	Yes.
context: What about yours, Koizumi?\Well, we've decided to hold a play.\But we're still discussing if we'll do a classical play or something original.\Now there's a class with some spirit.\It seems like that'd be kind of annoying, though.\What about you, Yuki?\- Fortune telling. - Fortune telling?\Yes. response:	Nagato is going to tell people's fortunes? Are you sure you don't mean predicting?
context: Well, we've decided to hold a play.\But we're still discussing if we'll do a classical play or something original.\Now there's a class with some spirit.\It seems like that'd be kind of annoying, though.\What about you, Yuki?\- Fortune telling. - Fortune telling?\Yes.\Nagato is going to tell people's fortunes? Are you sure you don't mean predicting? response:	How about this?
context: But we're still discussing if we'll do a classical play or something original.\Now there's a class with some spirit.\It seems like that'd be kind of annoying, though.\What about you, Yuki?\- Fortune telling. - Fortune telling?\Yes.\Nagato is going to tell people's fortunes? Are you sure you don't mean predicting?\How about this? response:	Let's combine it all and have a theater cafe where you take fortune telling surveys.
context: Now there's a class with some spirit.\It seems like that'd be kind of annoying, though.\What about you, Yuki?\- Fortune telling. - Fortune telling?\Yes.\Nagato is going to tell people's fortunes? Are you sure you don't mean predicting?\How about this?\Let's combine it all and have a theater cafe where you take fortune telling surveys. response:	Stop with the foolishness, and let's get this meeting started.
context: It seems like that'd be kind of annoying, though.\What about you, Yuki?\- Fortune telling. - Fortune telling?\Yes.\Nagato is going to tell people's fortunes? Are you sure you don't mean predicting?\How about this?\Let's combine it all and have a theater cafe where you take fortune telling surveys.\Stop with the foolishness, and let's get this meeting started. response:	There's nothing written yet, so where should we look?
