context: Not Enough Money response:	Will I get to make an appearance this time around?
context: Tsukuba-kun?\Komano Tsutomu Tsukuba Akihiro\What do you think you're doing?!\How could you change the order?!\If you've got a problem, say something!\B-But!\I came within three cards of beating Komano-senpai once!\I've almost caught up in terms of skill! response:	I'm...
context: Komano Tsutomu Tsukuba Akihiro\What do you think you're doing?!\How could you change the order?!\If you've got a problem, say something!\B-But!\I came within three cards of beating Komano-senpai once!\I've almost caught up in terms of skill!\I'm... response:	Cool down.
context: What do you think you're doing?!\How could you change the order?!\If you've got a problem, say something!\B-But!\I came within three cards of beating Komano-senpai once!\I've almost caught up in terms of skill!\I'm...\Cool down. response:	If you can't, go home.
context: How could you change the order?!\If you've got a problem, say something!\B-But!\I came within three cards of beating Komano-senpai once!\I've almost caught up in terms of skill!\I'm...\Cool down.\If you can't, go home. response:	Let's switch up the order.
context: If you've got a problem, say something!\B-But!\I came within three cards of beating Komano-senpai once!\I've almost caught up in terms of skill!\I'm...\Cool down.\If you can't, go home.\Let's switch up the order. response:	For our first match against Shuryukan,
context: B-But!\I came within three cards of beating Komano-senpai once!\I've almost caught up in terms of skill!\I'm...\Cool down.\If you can't, go home.\Let's switch up the order.\For our first match against Shuryukan, response:	let's switch me out
context: I came within three cards of beating Komano-senpai once!\I've almost caught up in terms of skill!\I'm...\Cool down.\If you can't, go home.\Let's switch up the order.\For our first match against Shuryukan,\let's switch me out response:	for Hanano Sumire.
context: I've almost caught up in terms of skill!\I'm...\Cool down.\If you can't, go home.\Let's switch up the order.\For our first match against Shuryukan,\let's switch me out\for Hanano Sumire. response:	Huh?
context: I'm...\Cool down.\If you can't, go home.\Let's switch up the order.\For our first match against Shuryukan,\let's switch me out\for Hanano Sumire.\Huh? response:	Huh?
context: Cool down.\If you can't, go home.\Let's switch up the order.\For our first match against Shuryukan,\let's switch me out\for Hanano Sumire.\Huh?\Huh? response:	For our second match against West High,
context: If you can't, go home.\Let's switch up the order.\For our first match against Shuryukan,\let's switch me out\for Hanano Sumire.\Huh?\Huh?\For our second match against West High, response:	we'll switch out Kana-chan
context: Let's switch up the order.\For our first match against Shuryukan,\let's switch me out\for Hanano Sumire.\Huh?\Huh?\For our second match against West High,\we'll switch out Kana-chan response:	for Tsukuba Akihiro.
context: For our first match against Shuryukan,\let's switch me out\for Hanano Sumire.\Huh?\Huh?\For our second match against West High,\we'll switch out Kana-chan\for Tsukuba Akihiro. response:	The remaining three players will have to play every game.
context: let's switch me out\for Hanano Sumire.\Huh?\Huh?\For our second match against West High,\we'll switch out Kana-chan\for Tsukuba Akihiro.\The remaining three players will have to play every game. response:	Mashima, Porky, Ayase...
context: for Hanano Sumire.\Huh?\Huh?\For our second match against West High,\we'll switch out Kana-chan\for Tsukuba Akihiro.\The remaining three players will have to play every game.\Mashima, Porky, Ayase... response:	It's on you.
context: Huh?\Huh?\For our second match against West High,\we'll switch out Kana-chan\for Tsukuba Akihiro.\The remaining three players will have to play every game.\Mashima, Porky, Ayase...\It's on you. response:	Let's go, Mizusawa High School.
context: Huh?\For our second match against West High,\we'll switch out Kana-chan\for Tsukuba Akihiro.\The remaining three players will have to play every game.\Mashima, Porky, Ayase...\It's on you.\Let's go, Mizusawa High School. response:	The night breaks to day...
context: For our second match against West High,\we'll switch out Kana-chan\for Tsukuba Akihiro.\The remaining three players will have to play every game.\Mashima, Porky, Ayase...\It's on you.\Let's go, Mizusawa High School.\The night breaks to day... response:	May I live to see...
context: we'll switch out Kana-chan\for Tsukuba Akihiro.\The remaining three players will have to play every game.\Mashima, Porky, Ayase...\It's on you.\Let's go, Mizusawa High School.\The night breaks to day...\May I live to see... response:	In the sleepy...
context: for Tsukuba Akihiro.\The remaining three players will have to play every game.\Mashima, Porky, Ayase...\It's on you.\Let's go, Mizusawa High School.\The night breaks to day...\May I live to see...\In the sleepy... response:	Uh...
context: The remaining three players will have to play every game.\Mashima, Porky, Ayase...\It's on you.\Let's go, Mizusawa High School.\The night breaks to day...\May I live to see...\In the sleepy...\Uh... response:	Why are you giving me a chance?
context: Mashima, Porky, Ayase...\It's on you.\Let's go, Mizusawa High School.\The night breaks to day...\May I live to see...\In the sleepy...\Uh...\Why are you giving me a chance? response:	Shh. You're too loud.
context: It's on you.\Let's go, Mizusawa High School.\The night breaks to day...\May I live to see...\In the sleepy...\Uh...\Why are you giving me a chance?\Shh. You're too loud. response:	I said a lot of rude things.
context: Let's go, Mizusawa High School.\The night breaks to day...\May I live to see...\In the sleepy...\Uh...\Why are you giving me a chance?\Shh. You're too loud.\I said a lot of rude things. response:	I've been in your shoes.
context: The night breaks to day...\May I live to see...\In the sleepy...\Uh...\Why are you giving me a chance?\Shh. You're too loud.\I said a lot of rude things.\I've been in your shoes. response:	I was also given a chance.
context: May I live to see...\In the sleepy...\Uh...\Why are you giving me a chance?\Shh. You're too loud.\I said a lot of rude things.\I've been in your shoes.\I was also given a chance. response:	One win for Mizusawa!
context: In the sleepy...\Uh...\Why are you giving me a chance?\Shh. You're too loud.\I said a lot of rude things.\I've been in your shoes.\I was also given a chance.\One win for Mizusawa! response:	Two wins for Mizusawa!
context: Uh...\Why are you giving me a chance?\Shh. You're too loud.\I said a lot of rude things.\I've been in your shoes.\I was also given a chance.\One win for Mizusawa!\Two wins for Mizusawa! response:	Not President Mashima...
context: Why are you giving me a chance?\Shh. You're too loud.\I said a lot of rude things.\I've been in your shoes.\I was also given a chance.\One win for Mizusawa!\Two wins for Mizusawa!\Not President Mashima... response:	Okay! Three wins for Mizusawa!
context: Shh. You're too loud.\I said a lot of rude things.\I've been in your shoes.\I was also given a chance.\One win for Mizusawa!\Two wins for Mizusawa!\Not President Mashima...\Okay! Three wins for Mizusawa! response:	Not Porky...
context: I said a lot of rude things.\I've been in your shoes.\I was also given a chance.\One win for Mizusawa!\Two wins for Mizusawa!\Not President Mashima...\Okay! Three wins for Mizusawa!\Not Porky... response:	We wouldn't be this strong, if the first-years weren't here.
context: I've been in your shoes.\I was also given a chance.\One win for Mizusawa!\Two wins for Mizusawa!\Not President Mashima...\Okay! Three wins for Mizusawa!\Not Porky...\We wouldn't be this strong, if the first-years weren't here. response:	Hey, Retro!
context: I was also given a chance.\One win for Mizusawa!\Two wins for Mizusawa!\Not President Mashima...\Okay! Three wins for Mizusawa!\Not Porky...\We wouldn't be this strong, if the first-years weren't here.\Hey, Retro! response:	What are you thinking?!
context: One win for Mizusawa!\Two wins for Mizusawa!\Not President Mashima...\Okay! Three wins for Mizusawa!\Not Porky...\We wouldn't be this strong, if the first-years weren't here.\Hey, Retro!\What are you thinking?! response:	Your projected order was completely different!
context: Two wins for Mizusawa!\Not President Mashima...\Okay! Three wins for Mizusawa!\Not Porky...\We wouldn't be this strong, if the first-years weren't here.\Hey, Retro!\What are you thinking?!\Your projected order was completely different! response:	Amakasu-kun, calm down!
context: Not President Mashima...\Okay! Three wins for Mizusawa!\Not Porky...\We wouldn't be this strong, if the first-years weren't here.\Hey, Retro!\What are you thinking?!\Your projected order was completely different!\Amakasu-kun, calm down! response:	What are you trying to pull?!
context: Okay! Three wins for Mizusawa!\Not Porky...\We wouldn't be this strong, if the first-years weren't here.\Hey, Retro!\What are you thinking?!\Your projected order was completely different!\Amakasu-kun, calm down!\What are you trying to pull?! response:	Predictions are gonna be wrong sometimes!
context: Not Porky...\We wouldn't be this strong, if the first-years weren't here.\Hey, Retro!\What are you thinking?!\Your projected order was completely different!\Amakasu-kun, calm down!\What are you trying to pull?!\Predictions are gonna be wrong sometimes! response:	Was your prediction wrong?! Well?!
context: We wouldn't be this strong, if the first-years weren't here.\Hey, Retro!\What are you thinking?!\Your projected order was completely different!\Amakasu-kun, calm down!\What are you trying to pull?!\Predictions are gonna be wrong sometimes!\Was your prediction wrong?! Well?! response:	Why should we use minimal energy?
context: Hey, Retro!\What are you thinking?!\Your projected order was completely different!\Amakasu-kun, calm down!\What are you trying to pull?!\Predictions are gonna be wrong sometimes!\Was your prediction wrong?! Well?!\Why should we use minimal energy? response:	What?!
context: What are you thinking?!\Your projected order was completely different!\Amakasu-kun, calm down!\What are you trying to pull?!\Predictions are gonna be wrong sometimes!\Was your prediction wrong?! Well?!\Why should we use minimal energy?\What?! response:	Aren't we supposed to be Hokuo Academy?
context: Your projected order was completely different!\Amakasu-kun, calm down!\What are you trying to pull?!\Predictions are gonna be wrong sometimes!\Was your prediction wrong?! Well?!\Why should we use minimal energy?\What?!\Aren't we supposed to be Hokuo Academy? response:	Our ace against their ace.
context: Amakasu-kun, calm down!\What are you trying to pull?!\Predictions are gonna be wrong sometimes!\Was your prediction wrong?! Well?!\Why should we use minimal energy?\What?!\Aren't we supposed to be Hokuo Academy?\Our ace against their ace. response:	Our number two against their number two.
context: What are you trying to pull?!\Predictions are gonna be wrong sometimes!\Was your prediction wrong?! Well?!\Why should we use minimal energy?\What?!\Aren't we supposed to be Hokuo Academy?\Our ace against their ace.\Our number two against their number two. response:	Isn't that how we should win?!
context: Predictions are gonna be wrong sometimes!\Was your prediction wrong?! Well?!\Why should we use minimal energy?\What?!\Aren't we supposed to be Hokuo Academy?\Our ace against their ace.\Our number two against their number two.\Isn't that how we should win?! response:	Hokuo Academy is the strongest school in Tokyo!
context: Was your prediction wrong?! Well?!\Why should we use minimal energy?\What?!\Aren't we supposed to be Hokuo Academy?\Our ace against their ace.\Our number two against their number two.\Isn't that how we should win?!\Hokuo Academy is the strongest school in Tokyo! response:	That's what I want to show everyone!
context: Why should we use minimal energy?\What?!\Aren't we supposed to be Hokuo Academy?\Our ace against their ace.\Our number two against their number two.\Isn't that how we should win?!\Hokuo Academy is the strongest school in Tokyo!\That's what I want to show everyone! response:	Ms. Miyauchi?
context: What?!\Aren't we supposed to be Hokuo Academy?\Our ace against their ace.\Our number two against their number two.\Isn't that how we should win?!\Hokuo Academy is the strongest school in Tokyo!\That's what I want to show everyone!\Ms. Miyauchi? response:	Sorry to show up right when you're about to start.
context: Aren't we supposed to be Hokuo Academy?\Our ace against their ace.\Our number two against their number two.\Isn't that how we should win?!\Hokuo Academy is the strongest school in Tokyo!\That's what I want to show everyone!\Ms. Miyauchi?\Sorry to show up right when you're about to start. response:	I had the idea to make these yesterday,
context: Our ace against their ace.\Our number two against their number two.\Isn't that how we should win?!\Hokuo Academy is the strongest school in Tokyo!\That's what I want to show everyone!\Ms. Miyauchi?\Sorry to show up right when you're about to start.\I had the idea to make these yesterday, response:	and I just put on the finishing touches.
context: Our number two against their number two.\Isn't that how we should win?!\Hokuo Academy is the strongest school in Tokyo!\That's what I want to show everyone!\Ms. Miyauchi?\Sorry to show up right when you're about to start.\I had the idea to make these yesterday,\and I just put on the finishing touches. response:	It should be easier for you to move around now.
context: Isn't that how we should win?!\Hokuo Academy is the strongest school in Tokyo!\That's what I want to show everyone!\Ms. Miyauchi?\Sorry to show up right when you're about to start.\I had the idea to make these yesterday,\and I just put on the finishing touches.\It should be easier for you to move around now. response:	Tasuki...
context: Hokuo Academy is the strongest school in Tokyo!\That's what I want to show everyone!\Ms. Miyauchi?\Sorry to show up right when you're about to start.\I had the idea to make these yesterday,\and I just put on the finishing touches.\It should be easier for you to move around now.\Tasuki... response:	I can move now.
context: That's what I want to show everyone!\Ms. Miyauchi?\Sorry to show up right when you're about to start.\I had the idea to make these yesterday,\and I just put on the finishing touches.\It should be easier for you to move around now.\Tasuki...\I can move now. response:	I don't feel as hot now.
context: Ms. Miyauchi?\Sorry to show up right when you're about to start.\I had the idea to make these yesterday,\and I just put on the finishing touches.\It should be easier for you to move around now.\Tasuki...\I can move now.\I don't feel as hot now. response:	Waves creep closer...
context: Sorry to show up right when you're about to start.\I had the idea to make these yesterday,\and I just put on the finishing touches.\It should be easier for you to move around now.\Tasuki...\I can move now.\I don't feel as hot now.\Waves creep closer... response:	When the misty bridge...
context: I had the idea to make these yesterday,\and I just put on the finishing touches.\It should be easier for you to move around now.\Tasuki...\I can move now.\I don't feel as hot now.\Waves creep closer...\When the misty bridge... response:	She's lost two of her best cards in a row.
context: and I just put on the finishing touches.\It should be easier for you to move around now.\Tasuki...\I can move now.\I don't feel as hot now.\Waves creep closer...\When the misty bridge...\She's lost two of her best cards in a row. response:	That boy has good sense.
context: It should be easier for you to move around now.\Tasuki...\I can move now.\I don't feel as hot now.\Waves creep closer...\When the misty bridge...\She's lost two of her best cards in a row.\That boy has good sense. response:	Feel sorrow wash...
context: Tasuki...\I can move now.\I don't feel as hot now.\Waves creep closer...\When the misty bridge...\She's lost two of her best cards in a row.\That boy has good sense.\Feel sorrow wash... response:	Retro!
context: I can move now.\I don't feel as hot now.\Waves creep closer...\When the misty bridge...\She's lost two of her best cards in a row.\That boy has good sense.\Feel sorrow wash...\Retro! response:	Why do you always use strange motions?!
context: I don't feel as hot now.\Waves creep closer...\When the misty bridge...\She's lost two of her best cards in a row.\That boy has good sense.\Feel sorrow wash...\Retro!\Why do you always use strange motions?! response:	Impassionate gods...
context: Waves creep closer...\When the misty bridge...\She's lost two of her best cards in a row.\That boy has good sense.\Feel sorrow wash...\Retro!\Why do you always use strange motions?!\Impassionate gods... response:	Yes!
context: When the misty bridge...\She's lost two of her best cards in a row.\That boy has good sense.\Feel sorrow wash...\Retro!\Why do you always use strange motions?!\Impassionate gods...\Yes! response:	All four of them got it!
context: She's lost two of her best cards in a row.\That boy has good sense.\Feel sorrow wash...\Retro!\Why do you always use strange motions?!\Impassionate gods...\Yes!\All four of them got it! response:	W-Wait!
context: That boy has good sense.\Feel sorrow wash...\Retro!\Why do you always use strange motions?!\Impassionate gods...\Yes!\All four of them got it!\W-Wait! response:	Impassioned vows is still in play, so I was able to cover in time!
context: Feel sorrow wash...\Retro!\Why do you always use strange motions?!\Impassionate gods...\Yes!\All four of them got it!\W-Wait!\Impassioned vows is still in play, so I was able to cover in time! response:	I touched the card first.
context: Retro!\Why do you always use strange motions?!\Impassionate gods...\Yes!\All four of them got it!\W-Wait!\Impassioned vows is still in play, so I was able to cover in time!\I touched the card first. response:	I moved around your hand to tap it from the side.
context: Why do you always use strange motions?!\Impassionate gods...\Yes!\All four of them got it!\W-Wait!\Impassioned vows is still in play, so I was able to cover in time!\I touched the card first.\I moved around your hand to tap it from the side. response:	One win for Hokuo!
context: Impassionate gods...\Yes!\All four of them got it!\W-Wait!\Impassioned vows is still in play, so I was able to cover in time!\I touched the card first.\I moved around your hand to tap it from the side.\One win for Hokuo! response:	What?
context: Yes!\All four of them got it!\W-Wait!\Impassioned vows is still in play, so I was able to cover in time!\I touched the card first.\I moved around your hand to tap it from the side.\One win for Hokuo!\What? response:	Porky was crushed?!
context: All four of them got it!\W-Wait!\Impassioned vows is still in play, so I was able to cover in time!\I touched the card first.\I moved around your hand to tap it from the side.\One win for Hokuo!\What?\Porky was crushed?! response:	Lost by 13 cards
context: W-Wait!\Impassioned vows is still in play, so I was able to cover in time!\I touched the card first.\I moved around your hand to tap it from the side.\One win for Hokuo!\What?\Porky was crushed?!\Lost by 13 cards response:	I know that my heart...
context: Impassioned vows is still in play, so I was able to cover in time!\I touched the card first.\I moved around your hand to tap it from the side.\One win for Hokuo!\What?\Porky was crushed?!\Lost by 13 cards\I know that my heart... response:	Uh, I'm moving The hazed early left.
context: I touched the card first.\I moved around your hand to tap it from the side.\One win for Hokuo!\What?\Porky was crushed?!\Lost by 13 cards\I know that my heart...\Uh, I'm moving The hazed early left. response:	Is he doing this because I'm left-handed?
context: I moved around your hand to tap it from the side.\One win for Hokuo!\What?\Porky was crushed?!\Lost by 13 cards\I know that my heart...\Uh, I'm moving The hazed early left.\Is he doing this because I'm left-handed? response:	I'm moving The fall paddy left.
context: One win for Hokuo!\What?\Porky was crushed?!\Lost by 13 cards\I know that my heart...\Uh, I'm moving The hazed early left.\Is he doing this because I'm left-handed?\I'm moving The fall paddy left. response:	Oh, sorry. I think I'll move it back.
context: What?\Porky was crushed?!\Lost by 13 cards\I know that my heart...\Uh, I'm moving The hazed early left.\Is he doing this because I'm left-handed?\I'm moving The fall paddy left.\Oh, sorry. I think I'll move it back. response:	No, that's not what they're trying to do!
context: Porky was crushed?!\Lost by 13 cards\I know that my heart...\Uh, I'm moving The hazed early left.\Is he doing this because I'm left-handed?\I'm moving The fall paddy left.\Oh, sorry. I think I'll move it back.\No, that's not what they're trying to do! response:	Wait until Kana-chan has received hers!
context: Lost by 13 cards\I know that my heart...\Uh, I'm moving The hazed early left.\Is he doing this because I'm left-handed?\I'm moving The fall paddy left.\Oh, sorry. I think I'll move it back.\No, that's not what they're trying to do!\Wait until Kana-chan has received hers! response:	Don't send your card yet!
context: I know that my heart...\Uh, I'm moving The hazed early left.\Is he doing this because I'm left-handed?\I'm moving The fall paddy left.\Oh, sorry. I think I'll move it back.\No, that's not what they're trying to do!\Wait until Kana-chan has received hers!\Don't send your card yet! response:	I'm sending The hazed early.
context: Uh, I'm moving The hazed early left.\Is he doing this because I'm left-handed?\I'm moving The fall paddy left.\Oh, sorry. I think I'll move it back.\No, that's not what they're trying to do!\Wait until Kana-chan has received hers!\Don't send your card yet!\I'm sending The hazed early. response:	They got us.
context: Is he doing this because I'm left-handed?\I'm moving The fall paddy left.\Oh, sorry. I think I'll move it back.\No, that's not what they're trying to do!\Wait until Kana-chan has received hers!\Don't send your card yet!\I'm sending The hazed early.\They got us. response:	Hokuo...
context: I'm moving The fall paddy left.\Oh, sorry. I think I'll move it back.\No, that's not what they're trying to do!\Wait until Kana-chan has received hers!\Don't send your card yet!\I'm sending The hazed early.\They got us.\Hokuo... response:	Huh?
context: Oh, sorry. I think I'll move it back.\No, that's not what they're trying to do!\Wait until Kana-chan has received hers!\Don't send your card yet!\I'm sending The hazed early.\They got us.\Hokuo...\Huh? response:	The hazed early dawn light
context: No, that's not what they're trying to do!\Wait until Kana-chan has received hers!\Don't send your card yet!\I'm sending The hazed early.\They got us.\Hokuo...\Huh?\The hazed early dawn light response:	The fall paddy
context: Wait until Kana-chan has received hers!\Don't send your card yet!\I'm sending The hazed early.\They got us.\Hokuo...\Huh?\The hazed early dawn light\The fall paddy response:	The hazed early dawn light
context: Don't send your card yet!\I'm sending The hazed early.\They got us.\Hokuo...\Huh?\The hazed early dawn light\The fall paddy\The hazed early dawn light response:	The fall paddy
context: I'm sending The hazed early.\They got us.\Hokuo...\Huh?\The hazed early dawn light\The fall paddy\The hazed early dawn light\The fall paddy response:	Does this mean...
context: They got us.\Hokuo...\Huh?\The hazed early dawn light\The fall paddy\The hazed early dawn light\The fall paddy\Does this mean... response:	No way! What do we do? What do we do?
context: Hokuo...\Huh?\The hazed early dawn light\The fall paddy\The hazed early dawn light\The fall paddy\Does this mean...\No way! What do we do? What do we do? response:	What am I doing...
context: Huh?\The hazed early dawn light\The fall paddy\The hazed early dawn light\The fall paddy\Does this mean...\No way! What do we do? What do we do?\What am I doing... response:	If The hazed early is read, Chihaya will take the opponent's card!
context: The hazed early dawn light\The fall paddy\The hazed early dawn light\The fall paddy\Does this mean...\No way! What do we do? What do we do?\What am I doing...\If The hazed early is read, Chihaya will take the opponent's card! response:	If The fall paddy is read, I'll take the opponent's card!
context: The fall paddy\The hazed early dawn light\The fall paddy\Does this mean...\No way! What do we do? What do we do?\What am I doing...\If The hazed early is read, Chihaya will take the opponent's card!\If The fall paddy is read, I'll take the opponent's card! response:	We're not giving up!
context: The hazed early dawn light\The fall paddy\Does this mean...\No way! What do we do? What do we do?\What am I doing...\If The hazed early is read, Chihaya will take the opponent's card!\If The fall paddy is read, I'll take the opponent's card!\We're not giving up! response:	Mizusawa will take three wins!
context: The fall paddy\Does this mean...\No way! What do we do? What do we do?\What am I doing...\If The hazed early is read, Chihaya will take the opponent's card!\If The fall paddy is read, I'll take the opponent's card!\We're not giving up!\Mizusawa will take three wins! response:	We'll be the champions!
context: Does this mean...\No way! What do we do? What do we do?\What am I doing...\If The hazed early is read, Chihaya will take the opponent's card!\If The fall paddy is read, I'll take the opponent's card!\We're not giving up!\Mizusawa will take three wins!\We'll be the champions! response:	The fall wind parts the wispy clouds
context: No way! What do we do? What do we do?\What am I doing...\If The hazed early is read, Chihaya will take the opponent's card!\If The fall paddy is read, I'll take the opponent's card!\We're not giving up!\Mizusawa will take three wins!\We'll be the champions!\The fall wind parts the wispy clouds response:	A fault...
context: What am I doing...\If The hazed early is read, Chihaya will take the opponent's card!\If The fall paddy is read, I'll take the opponent's card!\We're not giving up!\Mizusawa will take three wins!\We'll be the champions!\The fall wind parts the wispy clouds\A fault... response:	One win for Mizusawa!
context: If The hazed early is read, Chihaya will take the opponent's card!\If The fall paddy is read, I'll take the opponent's card!\We're not giving up!\Mizusawa will take three wins!\We'll be the champions!\The fall wind parts the wispy clouds\A fault...\One win for Mizusawa! response:	Amakasu...
context: If The fall paddy is read, I'll take the opponent's card!\We're not giving up!\Mizusawa will take three wins!\We'll be the champions!\The fall wind parts the wispy clouds\A fault...\One win for Mizusawa!\Amakasu... response:	Be careful, Amakasu!
context: We're not giving up!\Mizusawa will take three wins!\We'll be the champions!\The fall wind parts the wispy clouds\A fault...\One win for Mizusawa!\Amakasu...\Be careful, Amakasu! response:	There are people...
context: Mizusawa will take three wins!\We'll be the champions!\The fall wind parts the wispy clouds\A fault...\One win for Mizusawa!\Amakasu...\Be careful, Amakasu!\There are people... response:	to reveal moonlight, clear and bright.
context: We'll be the champions!\The fall wind parts the wispy clouds\A fault...\One win for Mizusawa!\Amakasu...\Be careful, Amakasu!\There are people...\to reveal moonlight, clear and bright. response:	capable of clearing their minds in this situation.
context: The fall wind parts the wispy clouds\A fault...\One win for Mizusawa!\Amakasu...\Be careful, Amakasu!\There are people...\to reveal moonlight, clear and bright.\capable of clearing their minds in this situation. response:	The hazed early dawn light comes not from the moon
context: A fault...\One win for Mizusawa!\Amakasu...\Be careful, Amakasu!\There are people...\to reveal moonlight, clear and bright.\capable of clearing their minds in this situation.\The hazed early dawn light comes not from the moon response:	Shouldn't we wake up Ayase?
context: One win for Mizusawa!\Amakasu...\Be careful, Amakasu!\There are people...\to reveal moonlight, clear and bright.\capable of clearing their minds in this situation.\The hazed early dawn light comes not from the moon\Shouldn't we wake up Ayase? response:	Yes, the closing ceremony's about to begin.
context: Amakasu...\Be careful, Amakasu!\There are people...\to reveal moonlight, clear and bright.\capable of clearing their minds in this situation.\The hazed early dawn light comes not from the moon\Shouldn't we wake up Ayase?\Yes, the closing ceremony's about to begin. response:	E-Everyone! I'm sorry!
context: Be careful, Amakasu!\There are people...\to reveal moonlight, clear and bright.\capable of clearing their minds in this situation.\The hazed early dawn light comes not from the moon\Shouldn't we wake up Ayase?\Yes, the closing ceremony's about to begin.\E-Everyone! I'm sorry! response:	It's all because I screwed up!
context: There are people...\to reveal moonlight, clear and bright.\capable of clearing their minds in this situation.\The hazed early dawn light comes not from the moon\Shouldn't we wake up Ayase?\Yes, the closing ceremony's about to begin.\E-Everyone! I'm sorry!\It's all because I screwed up! response:	Because I lost first!
context: to reveal moonlight, clear and bright.\capable of clearing their minds in this situation.\The hazed early dawn light comes not from the moon\Shouldn't we wake up Ayase?\Yes, the closing ceremony's about to begin.\E-Everyone! I'm sorry!\It's all because I screwed up!\Because I lost first! response:	Chihaya...
context: capable of clearing their minds in this situation.\The hazed early dawn light comes not from the moon\Shouldn't we wake up Ayase?\Yes, the closing ceremony's about to begin.\E-Everyone! I'm sorry!\It's all because I screwed up!\Because I lost first!\Chihaya... response:	Th-That was fun!
context: The hazed early dawn light comes not from the moon\Shouldn't we wake up Ayase?\Yes, the closing ceremony's about to begin.\E-Everyone! I'm sorry!\It's all because I screwed up!\Because I lost first!\Chihaya...\Th-That was fun! response:	That was the most fun we've had!
context: Shouldn't we wake up Ayase?\Yes, the closing ceremony's about to begin.\E-Everyone! I'm sorry!\It's all because I screwed up!\Because I lost first!\Chihaya...\Th-That was fun!\That was the most fun we've had! response:	Karuta Club Secrets
context: Yes, the closing ceremony's about to begin.\E-Everyone! I'm sorry!\It's all because I screwed up!\Because I lost first!\Chihaya...\Th-That was fun!\That was the most fun we've had!\Karuta Club Secrets response:	Treasure
context: E-Everyone! I'm sorry!\It's all because I screwed up!\Because I lost first!\Chihaya...\Th-That was fun!\That was the most fun we've had!\Karuta Club Secrets\Treasure response:	We've run into a serious problem in the second season that affects all of us.
context: It's all because I screwed up!\Because I lost first!\Chihaya...\Th-That was fun!\That was the most fun we've had!\Karuta Club Secrets\Treasure\We've run into a serious problem in the second season that affects all of us. response:	The fact that my sister
context: Because I lost first!\Chihaya...\Th-That was fun!\That was the most fun we've had!\Karuta Club Secrets\Treasure\We've run into a serious problem in the second season that affects all of us.\The fact that my sister response:	Aw, you're sweating so much
context: Chihaya...\Th-That was fun!\That was the most fun we've had!\Karuta Club Secrets\Treasure\We've run into a serious problem in the second season that affects all of us.\The fact that my sister\Aw, you're sweating so much response:	and Retro-kun are the only people we know who are dating someone!
context: Th-That was fun!\That was the most fun we've had!\Karuta Club Secrets\Treasure\We've run into a serious problem in the second season that affects all of us.\The fact that my sister\Aw, you're sweating so much\and Retro-kun are the only people we know who are dating someone! response:	We can't be positive that they're the only ones.
context: That was the most fun we've had!\Karuta Club Secrets\Treasure\We've run into a serious problem in the second season that affects all of us.\The fact that my sister\Aw, you're sweating so much\and Retro-kun are the only people we know who are dating someone!\We can't be positive that they're the only ones. response:	Girlfriend? I've got plenty of those.
context: Karuta Club Secrets\Treasure\We've run into a serious problem in the second season that affects all of us.\The fact that my sister\Aw, you're sweating so much\and Retro-kun are the only people we know who are dating someone!\We can't be positive that they're the only ones.\Girlfriend? I've got plenty of those. response:	A whole bunch They give me candy
context: Treasure\We've run into a serious problem in the second season that affects all of us.\The fact that my sister\Aw, you're sweating so much\and Retro-kun are the only people we know who are dating someone!\We can't be positive that they're the only ones.\Girlfriend? I've got plenty of those.\A whole bunch They give me candy response:	Naturally
context: We've run into a serious problem in the second season that affects all of us.\The fact that my sister\Aw, you're sweating so much\and Retro-kun are the only people we know who are dating someone!\We can't be positive that they're the only ones.\Girlfriend? I've got plenty of those.\A whole bunch They give me candy\Naturally response:	I-I have a bunch...
context: The fact that my sister\Aw, you're sweating so much\and Retro-kun are the only people we know who are dating someone!\We can't be positive that they're the only ones.\Girlfriend? I've got plenty of those.\A whole bunch They give me candy\Naturally\I-I have a bunch... response:	We can't trust their claims!
context: Aw, you're sweating so much\and Retro-kun are the only people we know who are dating someone!\We can't be positive that they're the only ones.\Girlfriend? I've got plenty of those.\A whole bunch They give me candy\Naturally\I-I have a bunch...\We can't trust their claims! response:	I have...
context: and Retro-kun are the only people we know who are dating someone!\We can't be positive that they're the only ones.\Girlfriend? I've got plenty of those.\A whole bunch They give me candy\Naturally\I-I have a bunch...\We can't trust their claims!\I have... response:	We already know what you're gonna say, Queen!
context: We can't be positive that they're the only ones.\Girlfriend? I've got plenty of those.\A whole bunch They give me candy\Naturally\I-I have a bunch...\We can't trust their claims!\I have...\We already know what you're gonna say, Queen! response:	Besides, we spend too much time playing karuta!
context: Girlfriend? I've got plenty of those.\A whole bunch They give me candy\Naturally\I-I have a bunch...\We can't trust their claims!\I have...\We already know what you're gonna say, Queen!\Besides, we spend too much time playing karuta! response:	Mashima probably has girls confessing to him all the time!
context: A whole bunch They give me candy\Naturally\I-I have a bunch...\We can't trust their claims!\I have...\We already know what you're gonna say, Queen!\Besides, we spend too much time playing karuta!\Mashima probably has girls confessing to him all the time! response:	Why don't you go out with them?!
context: Naturally\I-I have a bunch...\We can't trust their claims!\I have...\We already know what you're gonna say, Queen!\Besides, we spend too much time playing karuta!\Mashima probably has girls confessing to him all the time!\Why don't you go out with them?! response:	I'll start calling you Piggy instead of Porky
