context: Got you! response:	Damn, how could someone as graceful as myself have done that?
context: No, the problem is that it's not good for our wallets.\What?\No, nothing.\By the way, what's an arcade?\A type of rice cracker?\Here's your hotdog.\Thanks, I'd like a pizza and gratin too.\Geez, what a waste of money. response:	Hey, you.
context: What?\No, nothing.\By the way, what's an arcade?\A type of rice cracker?\Here's your hotdog.\Thanks, I'd like a pizza and gratin too.\Geez, what a waste of money.\Hey, you. response:	Sensei.
context: No, nothing.\By the way, what's an arcade?\A type of rice cracker?\Here's your hotdog.\Thanks, I'd like a pizza and gratin too.\Geez, what a waste of money.\Hey, you.\Sensei. response:	Hey, sensei.
context: By the way, what's an arcade?\A type of rice cracker?\Here's your hotdog.\Thanks, I'd like a pizza and gratin too.\Geez, what a waste of money.\Hey, you.\Sensei.\Hey, sensei. response:	We kind of want to go home now.
context: A type of rice cracker?\Here's your hotdog.\Thanks, I'd like a pizza and gratin too.\Geez, what a waste of money.\Hey, you.\Sensei.\Hey, sensei.\We kind of want to go home now. response:	Please, sensei.
context: Here's your hotdog.\Thanks, I'd like a pizza and gratin too.\Geez, what a waste of money.\Hey, you.\Sensei.\Hey, sensei.\We kind of want to go home now.\Please, sensei. response:	Damnit!
context: Thanks, I'd like a pizza and gratin too.\Geez, what a waste of money.\Hey, you.\Sensei.\Hey, sensei.\We kind of want to go home now.\Please, sensei.\Damnit! response:	Go, go, go!
context: Geez, what a waste of money.\Hey, you.\Sensei.\Hey, sensei.\We kind of want to go home now.\Please, sensei.\Damnit!\Go, go, go! response:	We sure caught a weird one.
context: Hey, you.\Sensei.\Hey, sensei.\We kind of want to go home now.\Please, sensei.\Damnit!\Go, go, go!\We sure caught a weird one. response:	Yes!
context: Sensei.\Hey, sensei.\We kind of want to go home now.\Please, sensei.\Damnit!\Go, go, go!\We sure caught a weird one.\Yes! response:	I haven't seen the cat today.
context: Hey, sensei.\We kind of want to go home now.\Please, sensei.\Damnit!\Go, go, go!\We sure caught a weird one.\Yes!\I haven't seen the cat today. response:	Do you know where he is, Takashi-kun?
context: We kind of want to go home now.\Please, sensei.\Damnit!\Go, go, go!\We sure caught a weird one.\Yes!\I haven't seen the cat today.\Do you know where he is, Takashi-kun? response:	Not sure.
context: Please, sensei.\Damnit!\Go, go, go!\We sure caught a weird one.\Yes!\I haven't seen the cat today.\Do you know where he is, Takashi-kun?\Not sure. response:	I wonder if Nyankichi-kun is hungry?
context: Damnit!\Go, go, go!\We sure caught a weird one.\Yes!\I haven't seen the cat today.\Do you know where he is, Takashi-kun?\Not sure.\I wonder if Nyankichi-kun is hungry? response:	Nyankichi?
context: Go, go, go!\We sure caught a weird one.\Yes!\I haven't seen the cat today.\Do you know where he is, Takashi-kun?\Not sure.\I wonder if Nyankichi-kun is hungry?\Nyankichi? response:	Oh? That's strange.
context: We sure caught a weird one.\Yes!\I haven't seen the cat today.\Do you know where he is, Takashi-kun?\Not sure.\I wonder if Nyankichi-kun is hungry?\Nyankichi?\Oh? That's strange. response:	Your cat.
context: Yes!\I haven't seen the cat today.\Do you know where he is, Takashi-kun?\Not sure.\I wonder if Nyankichi-kun is hungry?\Nyankichi?\Oh? That's strange.\Your cat. response:	He's always sitting imposingly on my seat.
context: I haven't seen the cat today.\Do you know where he is, Takashi-kun?\Not sure.\I wonder if Nyankichi-kun is hungry?\Nyankichi?\Oh? That's strange.\Your cat.\He's always sitting imposingly on my seat. response:	Ah, sorry.
context: Do you know where he is, Takashi-kun?\Not sure.\I wonder if Nyankichi-kun is hungry?\Nyankichi?\Oh? That's strange.\Your cat.\He's always sitting imposingly on my seat.\Ah, sorry. response:	It's kind of lonely without Nyangoro around, though.
context: Not sure.\I wonder if Nyankichi-kun is hungry?\Nyankichi?\Oh? That's strange.\Your cat.\He's always sitting imposingly on my seat.\Ah, sorry.\It's kind of lonely without Nyangoro around, though. response:	N-Nyangoro?
context: I wonder if Nyankichi-kun is hungry?\Nyankichi?\Oh? That's strange.\Your cat.\He's always sitting imposingly on my seat.\Ah, sorry.\It's kind of lonely without Nyangoro around, though.\N-Nyangoro? response:	It's kind of surprising Nyanko-sensei got so close to them.
context: Nyankichi?\Oh? That's strange.\Your cat.\He's always sitting imposingly on my seat.\Ah, sorry.\It's kind of lonely without Nyangoro around, though.\N-Nyangoro?\It's kind of surprising Nyanko-sensei got so close to them. response:	What are you doing there?
context: Oh? That's strange.\Your cat.\He's always sitting imposingly on my seat.\Ah, sorry.\It's kind of lonely without Nyangoro around, though.\N-Nyangoro?\It's kind of surprising Nyanko-sensei got so close to them.\What are you doing there? response:	Just keep on regretting it, kid.
context: Your cat.\He's always sitting imposingly on my seat.\Ah, sorry.\It's kind of lonely without Nyangoro around, though.\N-Nyangoro?\It's kind of surprising Nyanko-sensei got so close to them.\What are you doing there?\Just keep on regretting it, kid. response:	Like heck I'd go back to you now.
context: He's always sitting imposingly on my seat.\Ah, sorry.\It's kind of lonely without Nyangoro around, though.\N-Nyangoro?\It's kind of surprising Nyanko-sensei got so close to them.\What are you doing there?\Just keep on regretting it, kid.\Like heck I'd go back to you now. response:	The cat... smiled?
context: Ah, sorry.\It's kind of lonely without Nyangoro around, though.\N-Nyangoro?\It's kind of surprising Nyanko-sensei got so close to them.\What are you doing there?\Just keep on regretting it, kid.\Like heck I'd go back to you now.\The cat... smiled? response:	Nishimura.
context: It's kind of lonely without Nyangoro around, though.\N-Nyangoro?\It's kind of surprising Nyanko-sensei got so close to them.\What are you doing there?\Just keep on regretting it, kid.\Like heck I'd go back to you now.\The cat... smiled?\Nishimura. response:	Here's the CD I borrowed.
context: N-Nyangoro?\It's kind of surprising Nyanko-sensei got so close to them.\What are you doing there?\Just keep on regretting it, kid.\Like heck I'd go back to you now.\The cat... smiled?\Nishimura.\Here's the CD I borrowed. response:	Natsume.
context: It's kind of surprising Nyanko-sensei got so close to them.\What are you doing there?\Just keep on regretting it, kid.\Like heck I'd go back to you now.\The cat... smiled?\Nishimura.\Here's the CD I borrowed.\Natsume. response:	Who was that?
context: What are you doing there?\Just keep on regretting it, kid.\Like heck I'd go back to you now.\The cat... smiled?\Nishimura.\Here's the CD I borrowed.\Natsume.\Who was that? response:	Who?
context: Just keep on regretting it, kid.\Like heck I'd go back to you now.\The cat... smiled?\Nishimura.\Here's the CD I borrowed.\Natsume.\Who was that?\Who? response:	The girl, man.
context: Like heck I'd go back to you now.\The cat... smiled?\Nishimura.\Here's the CD I borrowed.\Natsume.\Who was that?\Who?\The girl, man. response:	The girl?
context: The cat... smiled?\Nishimura.\Here's the CD I borrowed.\Natsume.\Who was that?\Who?\The girl, man.\The girl? response:	Yeah, that's right.
context: Nishimura.\Here's the CD I borrowed.\Natsume.\Who was that?\Who?\The girl, man.\The girl?\Yeah, that's right. response:	The girl that ate everything on the menu from top to bottom.
context: Here's the CD I borrowed.\Natsume.\Who was that?\Who?\The girl, man.\The girl?\Yeah, that's right.\The girl that ate everything on the menu from top to bottom. response:	She even made us go to the arcade with her.
context: Natsume.\Who was that?\Who?\The girl, man.\The girl?\Yeah, that's right.\The girl that ate everything on the menu from top to bottom.\She even made us go to the arcade with her. response:	She just wouldn't let us go home.
context: Who was that?\Who?\The girl, man.\The girl?\Yeah, that's right.\The girl that ate everything on the menu from top to bottom.\She even made us go to the arcade with her.\She just wouldn't let us go home. response:	And thanks to her, my allowance for this month is completely gone.
context: Who?\The girl, man.\The girl?\Yeah, that's right.\The girl that ate everything on the menu from top to bottom.\She even made us go to the arcade with her.\She just wouldn't let us go home.\And thanks to her, my allowance for this month is completely gone. response:	Completely gone!
context: The girl, man.\The girl?\Yeah, that's right.\The girl that ate everything on the menu from top to bottom.\She even made us go to the arcade with her.\She just wouldn't let us go home.\And thanks to her, my allowance for this month is completely gone.\Completely gone! response:	I don't know any girls like that.
context: The girl?\Yeah, that's right.\The girl that ate everything on the menu from top to bottom.\She even made us go to the arcade with her.\She just wouldn't let us go home.\And thanks to her, my allowance for this month is completely gone.\Completely gone!\I don't know any girls like that. response:	She knew you, though.
context: Yeah, that's right.\The girl that ate everything on the menu from top to bottom.\She even made us go to the arcade with her.\She just wouldn't let us go home.\And thanks to her, my allowance for this month is completely gone.\Completely gone!\I don't know any girls like that.\She knew you, though. response:	She probably has the wrong person.
context: The girl that ate everything on the menu from top to bottom.\She even made us go to the arcade with her.\She just wouldn't let us go home.\And thanks to her, my allowance for this month is completely gone.\Completely gone!\I don't know any girls like that.\She knew you, though.\She probably has the wrong person. response:	I don't have any female friends in the first place.
context: She even made us go to the arcade with her.\She just wouldn't let us go home.\And thanks to her, my allowance for this month is completely gone.\Completely gone!\I don't know any girls like that.\She knew you, though.\She probably has the wrong person.\I don't have any female friends in the first place. response:	Friend?
context: She just wouldn't let us go home.\And thanks to her, my allowance for this month is completely gone.\Completely gone!\I don't know any girls like that.\She knew you, though.\She probably has the wrong person.\I don't have any female friends in the first place.\Friend? response:	No, I'm his sensei.
context: And thanks to her, my allowance for this month is completely gone.\Completely gone!\I don't know any girls like that.\She knew you, though.\She probably has the wrong person.\I don't have any female friends in the first place.\Friend?\No, I'm his sensei. response:	Sensei?
context: Completely gone!\I don't know any girls like that.\She knew you, though.\She probably has the wrong person.\I don't have any female friends in the first place.\Friend?\No, I'm his sensei.\Sensei? response:	That's what she said.
context: I don't know any girls like that.\She knew you, though.\She probably has the wrong person.\I don't have any female friends in the first place.\Friend?\No, I'm his sensei.\Sensei?\That's what she said. response:	Tell me more about her.
context: She knew you, though.\She probably has the wrong person.\I don't have any female friends in the first place.\Friend?\No, I'm his sensei.\Sensei?\That's what she said.\Tell me more about her. response:	Hey, you!
context: She probably has the wrong person.\I don't have any female friends in the first place.\Friend?\No, I'm his sensei.\Sensei?\That's what she said.\Tell me more about her.\Hey, you! response:	It's against school rules to go to the arcade on the way home from school.
context: I don't have any female friends in the first place.\Friend?\No, I'm his sensei.\Sensei?\That's what she said.\Tell me more about her.\Hey, you!\It's against school rules to go to the arcade on the way home from school. response:	But, well, it's kind of surprising.
context: Friend?\No, I'm his sensei.\Sensei?\That's what she said.\Tell me more about her.\Hey, you!\It's against school rules to go to the arcade on the way home from school.\But, well, it's kind of surprising. response:	So even you play games, Natsume-kun?
context: No, I'm his sensei.\Sensei?\That's what she said.\Tell me more about her.\Hey, you!\It's against school rules to go to the arcade on the way home from school.\But, well, it's kind of surprising.\So even you play games, Natsume-kun? response:	Well, it's healthier than going through the garbage in the mornings.
context: Sensei?\That's what she said.\Tell me more about her.\Hey, you!\It's against school rules to go to the arcade on the way home from school.\But, well, it's kind of surprising.\So even you play games, Natsume-kun?\Well, it's healthier than going through the garbage in the mornings. response:	Onee-chan.
context: That's what she said.\Tell me more about her.\Hey, you!\It's against school rules to go to the arcade on the way home from school.\But, well, it's kind of surprising.\So even you play games, Natsume-kun?\Well, it's healthier than going through the garbage in the mornings.\Onee-chan. response:	Oh, Tamiko-chan!
context: Tell me more about her.\Hey, you!\It's against school rules to go to the arcade on the way home from school.\But, well, it's kind of surprising.\So even you play games, Natsume-kun?\Well, it's healthier than going through the garbage in the mornings.\Onee-chan.\Oh, Tamiko-chan! response:	Hello.
context: Hey, you!\It's against school rules to go to the arcade on the way home from school.\But, well, it's kind of surprising.\So even you play games, Natsume-kun?\Well, it's healthier than going through the garbage in the mornings.\Onee-chan.\Oh, Tamiko-chan!\Hello. response:	Are you alone?
context: It's against school rules to go to the arcade on the way home from school.\But, well, it's kind of surprising.\So even you play games, Natsume-kun?\Well, it's healthier than going through the garbage in the mornings.\Onee-chan.\Oh, Tamiko-chan!\Hello.\Are you alone? response:	No, I'm with my mom.
context: But, well, it's kind of surprising.\So even you play games, Natsume-kun?\Well, it's healthier than going through the garbage in the mornings.\Onee-chan.\Oh, Tamiko-chan!\Hello.\Are you alone?\No, I'm with my mom. response:	I see.
context: So even you play games, Natsume-kun?\Well, it's healthier than going through the garbage in the mornings.\Onee-chan.\Oh, Tamiko-chan!\Hello.\Are you alone?\No, I'm with my mom.\I see. response:	She's from my neighbourhood.
context: Well, it's healthier than going through the garbage in the mornings.\Onee-chan.\Oh, Tamiko-chan!\Hello.\Are you alone?\No, I'm with my mom.\I see.\She's from my neighbourhood. response:	Hello.
context: Onee-chan.\Oh, Tamiko-chan!\Hello.\Are you alone?\No, I'm with my mom.\I see.\She's from my neighbourhood.\Hello. response:	Going shopping?
context: Oh, Tamiko-chan!\Hello.\Are you alone?\No, I'm with my mom.\I see.\She's from my neighbourhood.\Hello.\Going shopping? response:	Yeah, we're going to a picnic tomorrow, after all.
context: Hello.\Are you alone?\No, I'm with my mom.\I see.\She's from my neighbourhood.\Hello.\Going shopping?\Yeah, we're going to a picnic tomorrow, after all. response:	So your mom and dad both got time off!
context: Are you alone?\No, I'm with my mom.\I see.\She's from my neighbourhood.\Hello.\Going shopping?\Yeah, we're going to a picnic tomorrow, after all.\So your mom and dad both got time off! response:	That's great.
context: No, I'm with my mom.\I see.\She's from my neighbourhood.\Hello.\Going shopping?\Yeah, we're going to a picnic tomorrow, after all.\So your mom and dad both got time off!\That's great. response:	Yeah!
context: I see.\She's from my neighbourhood.\Hello.\Going shopping?\Yeah, we're going to a picnic tomorrow, after all.\So your mom and dad both got time off!\That's great.\Yeah! response:	This girl's parents both work...
context: She's from my neighbourhood.\Hello.\Going shopping?\Yeah, we're going to a picnic tomorrow, after all.\So your mom and dad both got time off!\That's great.\Yeah!\This girl's parents both work... response:	He's gone.
context: Hello.\Going shopping?\Yeah, we're going to a picnic tomorrow, after all.\So your mom and dad both got time off!\That's great.\Yeah!\This girl's parents both work...\He's gone. response:	He ran away.
context: Going shopping?\Yeah, we're going to a picnic tomorrow, after all.\So your mom and dad both got time off!\That's great.\Yeah!\This girl's parents both work...\He's gone.\He ran away. response:	I'm back!
context: Yeah, we're going to a picnic tomorrow, after all.\So your mom and dad both got time off!\That's great.\Yeah!\This girl's parents both work...\He's gone.\He ran away.\I'm back! response:	Maybe I'll go tease Natsume's friends again.
context: So your mom and dad both got time off!\That's great.\Yeah!\This girl's parents both work...\He's gone.\He ran away.\I'm back!\Maybe I'll go tease Natsume's friends again. response:	Who's there?
context: That's great.\Yeah!\This girl's parents both work...\He's gone.\He ran away.\I'm back!\Maybe I'll go tease Natsume's friends again.\Who's there? response:	It's been a while.
context: Yeah!\This girl's parents both work...\He's gone.\He ran away.\I'm back!\Maybe I'll go tease Natsume's friends again.\Who's there?\It's been a while. response:	It's me.
context: This girl's parents both work...\He's gone.\He ran away.\I'm back!\Maybe I'll go tease Natsume's friends again.\Who's there?\It's been a while.\It's me. response:	That voice... Enkou?
context: He's gone.\He ran away.\I'm back!\Maybe I'll go tease Natsume's friends again.\Who's there?\It's been a while.\It's me.\That voice... Enkou? response:	That's right!
context: He ran away.\I'm back!\Maybe I'll go tease Natsume's friends again.\Who's there?\It's been a while.\It's me.\That voice... Enkou?\That's right! response:	What do you want?
context: I'm back!\Maybe I'll go tease Natsume's friends again.\Who's there?\It's been a while.\It's me.\That voice... Enkou?\That's right!\What do you want? response:	Well, I heard that you cut ties with the human that holds the Book of Friends.
context: Maybe I'll go tease Natsume's friends again.\Who's there?\It's been a while.\It's me.\That voice... Enkou?\That's right!\What do you want?\Well, I heard that you cut ties with the human that holds the Book of Friends. response:	That has nothing to do with you.
context: Who's there?\It's been a while.\It's me.\That voice... Enkou?\That's right!\What do you want?\Well, I heard that you cut ties with the human that holds the Book of Friends.\That has nothing to do with you. response:	Now that you're not related, you wouldn't mind me taking the Book of Friends, right?
context: It's been a while.\It's me.\That voice... Enkou?\That's right!\What do you want?\Well, I heard that you cut ties with the human that holds the Book of Friends.\That has nothing to do with you.\Now that you're not related, you wouldn't mind me taking the Book of Friends, right? response:	Remember, you turned it down,
context: It's me.\That voice... Enkou?\That's right!\What do you want?\Well, I heard that you cut ties with the human that holds the Book of Friends.\That has nothing to do with you.\Now that you're not related, you wouldn't mind me taking the Book of Friends, right?\Remember, you turned it down, response:	so don't come complaining to me later.
context: That voice... Enkou?\That's right!\What do you want?\Well, I heard that you cut ties with the human that holds the Book of Friends.\That has nothing to do with you.\Now that you're not related, you wouldn't mind me taking the Book of Friends, right?\Remember, you turned it down,\so don't come complaining to me later. response:	That's it.
context: That's right!\What do you want?\Well, I heard that you cut ties with the human that holds the Book of Friends.\That has nothing to do with you.\Now that you're not related, you wouldn't mind me taking the Book of Friends, right?\Remember, you turned it down,\so don't come complaining to me later.\That's it. response:	I haven't... Wait!
context: What do you want?\Well, I heard that you cut ties with the human that holds the Book of Friends.\That has nothing to do with you.\Now that you're not related, you wouldn't mind me taking the Book of Friends, right?\Remember, you turned it down,\so don't come complaining to me later.\That's it.\I haven't... Wait! response:	What's the meaning of this, Madara?
context: Well, I heard that you cut ties with the human that holds the Book of Friends.\That has nothing to do with you.\Now that you're not related, you wouldn't mind me taking the Book of Friends, right?\Remember, you turned it down,\so don't come complaining to me later.\That's it.\I haven't... Wait!\What's the meaning of this, Madara? response:	I won't let you pass.
context: That has nothing to do with you.\Now that you're not related, you wouldn't mind me taking the Book of Friends, right?\Remember, you turned it down,\so don't come complaining to me later.\That's it.\I haven't... Wait!\What's the meaning of this, Madara?\I won't let you pass. response:	Don't play with me!
context: Now that you're not related, you wouldn't mind me taking the Book of Friends, right?\Remember, you turned it down,\so don't come complaining to me later.\That's it.\I haven't... Wait!\What's the meaning of this, Madara?\I won't let you pass.\Don't play with me! response:	You're attached to it, Madara.
context: Remember, you turned it down,\so don't come complaining to me later.\That's it.\I haven't... Wait!\What's the meaning of this, Madara?\I won't let you pass.\Don't play with me!\You're attached to it, Madara. response:	You've come to desire the Book of Friends now?
context: so don't come complaining to me later.\That's it.\I haven't... Wait!\What's the meaning of this, Madara?\I won't let you pass.\Don't play with me!\You're attached to it, Madara.\You've come to desire the Book of Friends now? response:	Or... don't tell me you've come to like humans?
context: That's it.\I haven't... Wait!\What's the meaning of this, Madara?\I won't let you pass.\Don't play with me!\You're attached to it, Madara.\You've come to desire the Book of Friends now?\Or... don't tell me you've come to like humans? response:	Shut up!
context: I haven't... Wait!\What's the meaning of this, Madara?\I won't let you pass.\Don't play with me!\You're attached to it, Madara.\You've come to desire the Book of Friends now?\Or... don't tell me you've come to like humans?\Shut up! response:	Natsume, you idiot.
context: What's the meaning of this, Madara?\I won't let you pass.\Don't play with me!\You're attached to it, Madara.\You've come to desire the Book of Friends now?\Or... don't tell me you've come to like humans?\Shut up!\Natsume, you idiot. response:	Anyway, I just can't stand other Ayakashi stealing the Book of Friends.
context: I won't let you pass.\Don't play with me!\You're attached to it, Madara.\You've come to desire the Book of Friends now?\Or... don't tell me you've come to like humans?\Shut up!\Natsume, you idiot.\Anyway, I just can't stand other Ayakashi stealing the Book of Friends. response:	Don't call me stupid.
context: Don't play with me!\You're attached to it, Madara.\You've come to desire the Book of Friends now?\Or... don't tell me you've come to like humans?\Shut up!\Natsume, you idiot.\Anyway, I just can't stand other Ayakashi stealing the Book of Friends.\Don't call me stupid. response:	Note: The cawing sound crows make sounds like stupid in Japanese.
context: You're attached to it, Madara.\You've come to desire the Book of Friends now?\Or... don't tell me you've come to like humans?\Shut up!\Natsume, you idiot.\Anyway, I just can't stand other Ayakashi stealing the Book of Friends.\Don't call me stupid.\Note: The cawing sound crows make sounds like stupid in Japanese. response:	You eat a lot for such a small cat.
context: You've come to desire the Book of Friends now?\Or... don't tell me you've come to like humans?\Shut up!\Natsume, you idiot.\Anyway, I just can't stand other Ayakashi stealing the Book of Friends.\Don't call me stupid.\Note: The cawing sound crows make sounds like stupid in Japanese.\You eat a lot for such a small cat. response:	Stop, that tickles!
context: Or... don't tell me you've come to like humans?\Shut up!\Natsume, you idiot.\Anyway, I just can't stand other Ayakashi stealing the Book of Friends.\Don't call me stupid.\Note: The cawing sound crows make sounds like stupid in Japanese.\You eat a lot for such a small cat.\Stop, that tickles! response:	Wh-What?
context: Shut up!\Natsume, you idiot.\Anyway, I just can't stand other Ayakashi stealing the Book of Friends.\Don't call me stupid.\Note: The cawing sound crows make sounds like stupid in Japanese.\You eat a lot for such a small cat.\Stop, that tickles!\Wh-What? response:	Oh my, it's completely attached to you.
context: Natsume, you idiot.\Anyway, I just can't stand other Ayakashi stealing the Book of Friends.\Don't call me stupid.\Note: The cawing sound crows make sounds like stupid in Japanese.\You eat a lot for such a small cat.\Stop, that tickles!\Wh-What?\Oh my, it's completely attached to you. response:	We'll be keeping it while my friend is on his business trip for 2-3 days.
context: Anyway, I just can't stand other Ayakashi stealing the Book of Friends.\Don't call me stupid.\Note: The cawing sound crows make sounds like stupid in Japanese.\You eat a lot for such a small cat.\Stop, that tickles!\Wh-What?\Oh my, it's completely attached to you.\We'll be keeping it while my friend is on his business trip for 2-3 days. response:	Sorry, but look after it for me.
context: Don't call me stupid.\Note: The cawing sound crows make sounds like stupid in Japanese.\You eat a lot for such a small cat.\Stop, that tickles!\Wh-What?\Oh my, it's completely attached to you.\We'll be keeping it while my friend is on his business trip for 2-3 days.\Sorry, but look after it for me. response:	Sure.
context: Note: The cawing sound crows make sounds like stupid in Japanese.\You eat a lot for such a small cat.\Stop, that tickles!\Wh-What?\Oh my, it's completely attached to you.\We'll be keeping it while my friend is on his business trip for 2-3 days.\Sorry, but look after it for me.\Sure. response:	Ah, look, it's like a ball of yarn.
context: You eat a lot for such a small cat.\Stop, that tickles!\Wh-What?\Oh my, it's completely attached to you.\We'll be keeping it while my friend is on his business trip for 2-3 days.\Sorry, but look after it for me.\Sure.\Ah, look, it's like a ball of yarn. response:	Who cares about Natsume!
context: Stop, that tickles!\Wh-What?\Oh my, it's completely attached to you.\We'll be keeping it while my friend is on his business trip for 2-3 days.\Sorry, but look after it for me.\Sure.\Ah, look, it's like a ball of yarn.\Who cares about Natsume! response:	Who cares about the Book of Friends!
context: Wh-What?\Oh my, it's completely attached to you.\We'll be keeping it while my friend is on his business trip for 2-3 days.\Sorry, but look after it for me.\Sure.\Ah, look, it's like a ball of yarn.\Who cares about Natsume!\Who cares about the Book of Friends! response:	Treating me like an idiot...
context: Oh my, it's completely attached to you.\We'll be keeping it while my friend is on his business trip for 2-3 days.\Sorry, but look after it for me.\Sure.\Ah, look, it's like a ball of yarn.\Who cares about Natsume!\Who cares about the Book of Friends!\Treating me like an idiot... response:	Shut up!
context: We'll be keeping it while my friend is on his business trip for 2-3 days.\Sorry, but look after it for me.\Sure.\Ah, look, it's like a ball of yarn.\Who cares about Natsume!\Who cares about the Book of Friends!\Treating me like an idiot...\Shut up! response:	This isn't some freak show!
context: Sorry, but look after it for me.\Sure.\Ah, look, it's like a ball of yarn.\Who cares about Natsume!\Who cares about the Book of Friends!\Treating me like an idiot...\Shut up!\This isn't some freak show! response:	Get lost!
context: Sure.\Ah, look, it's like a ball of yarn.\Who cares about Natsume!\Who cares about the Book of Friends!\Treating me like an idiot...\Shut up!\This isn't some freak show!\Get lost! response:	All right, let's sing a song!
context: Ah, look, it's like a ball of yarn.\Who cares about Natsume!\Who cares about the Book of Friends!\Treating me like an idiot...\Shut up!\This isn't some freak show!\Get lost!\All right, let's sing a song! response:	The stars are so beautiful!
context: Who cares about Natsume!\Who cares about the Book of Friends!\Treating me like an idiot...\Shut up!\This isn't some freak show!\Get lost!\All right, let's sing a song!\The stars are so beautiful! response:	Yeah, the ancient heavens!
context: Who cares about the Book of Friends!\Treating me like an idiot...\Shut up!\This isn't some freak show!\Get lost!\All right, let's sing a song!\The stars are so beautiful!\Yeah, the ancient heavens! response:	I drank too much yesterday.
context: Treating me like an idiot...\Shut up!\This isn't some freak show!\Get lost!\All right, let's sing a song!\The stars are so beautiful!\Yeah, the ancient heavens!\I drank too much yesterday. response:	Ah, the water from these rocks...
context: Shut up!\This isn't some freak show!\Get lost!\All right, let's sing a song!\The stars are so beautiful!\Yeah, the ancient heavens!\I drank too much yesterday.\Ah, the water from these rocks... response:	My head's ringing...
context: This isn't some freak show!\Get lost!\All right, let's sing a song!\The stars are so beautiful!\Yeah, the ancient heavens!\I drank too much yesterday.\Ah, the water from these rocks...\My head's ringing... response:	Ah, shut up!
context: Get lost!\All right, let's sing a song!\The stars are so beautiful!\Yeah, the ancient heavens!\I drank too much yesterday.\Ah, the water from these rocks...\My head's ringing...\Ah, shut up! response:	Ah, I'm pretty hungry.
context: All right, let's sing a song!\The stars are so beautiful!\Yeah, the ancient heavens!\I drank too much yesterday.\Ah, the water from these rocks...\My head's ringing...\Ah, shut up!\Ah, I'm pretty hungry. response:	Got you!
context: The stars are so beautiful!\Yeah, the ancient heavens!\I drank too much yesterday.\Ah, the water from these rocks...\My head's ringing...\Ah, shut up!\Ah, I'm pretty hungry.\Got you! response:	You're hungry, huh?
context: Yeah, the ancient heavens!\I drank too much yesterday.\Ah, the water from these rocks...\My head's ringing...\Ah, shut up!\Ah, I'm pretty hungry.\Got you!\You're hungry, huh? response:	I know, I have some chocolate.
context: I drank too much yesterday.\Ah, the water from these rocks...\My head's ringing...\Ah, shut up!\Ah, I'm pretty hungry.\Got you!\You're hungry, huh?\I know, I have some chocolate. response:	Here's half for you, kitty.
context: Ah, the water from these rocks...\My head's ringing...\Ah, shut up!\Ah, I'm pretty hungry.\Got you!\You're hungry, huh?\I know, I have some chocolate.\Here's half for you, kitty. response:	It's good, huh?
context: My head's ringing...\Ah, shut up!\Ah, I'm pretty hungry.\Got you!\You're hungry, huh?\I know, I have some chocolate.\Here's half for you, kitty.\It's good, huh? response:	I was supposed to split it three ways with my mom and dad.
context: Ah, shut up!\Ah, I'm pretty hungry.\Got you!\You're hungry, huh?\I know, I have some chocolate.\Here's half for you, kitty.\It's good, huh?\I was supposed to split it three ways with my mom and dad. response:	They said we couldn't go on a picnic again, so I went by myself.
context: Ah, I'm pretty hungry.\Got you!\You're hungry, huh?\I know, I have some chocolate.\Here's half for you, kitty.\It's good, huh?\I was supposed to split it three ways with my mom and dad.\They said we couldn't go on a picnic again, so I went by myself. response:	And then I fell!
context: Got you!\You're hungry, huh?\I know, I have some chocolate.\Here's half for you, kitty.\It's good, huh?\I was supposed to split it three ways with my mom and dad.\They said we couldn't go on a picnic again, so I went by myself.\And then I fell! response:	Oh yeah, how about you come live with me, kitty?
context: You're hungry, huh?\I know, I have some chocolate.\Here's half for you, kitty.\It's good, huh?\I was supposed to split it three ways with my mom and dad.\They said we couldn't go on a picnic again, so I went by myself.\And then I fell!\Oh yeah, how about you come live with me, kitty? response:	We can eat meals and snacks together!
context: I know, I have some chocolate.\Here's half for you, kitty.\It's good, huh?\I was supposed to split it three ways with my mom and dad.\They said we couldn't go on a picnic again, so I went by myself.\And then I fell!\Oh yeah, how about you come live with me, kitty?\We can eat meals and snacks together! response:	I'm sure it's a lot more delicious than eating alone!
context: Here's half for you, kitty.\It's good, huh?\I was supposed to split it three ways with my mom and dad.\They said we couldn't go on a picnic again, so I went by myself.\And then I fell!\Oh yeah, how about you come live with me, kitty?\We can eat meals and snacks together!\I'm sure it's a lot more delicious than eating alone! response:	What is all this?
context: It's good, huh?\I was supposed to split it three ways with my mom and dad.\They said we couldn't go on a picnic again, so I went by myself.\And then I fell!\Oh yeah, how about you come live with me, kitty?\We can eat meals and snacks together!\I'm sure it's a lot more delicious than eating alone!\What is all this? response:	Don't hide. Come on out, sensei.
context: I was supposed to split it three ways with my mom and dad.\They said we couldn't go on a picnic again, so I went by myself.\And then I fell!\Oh yeah, how about you come live with me, kitty?\We can eat meals and snacks together!\I'm sure it's a lot more delicious than eating alone!\What is all this?\Don't hide. Come on out, sensei. response:	Oh, you did all this?
context: They said we couldn't go on a picnic again, so I went by myself.\And then I fell!\Oh yeah, how about you come live with me, kitty?\We can eat meals and snacks together!\I'm sure it's a lot more delicious than eating alone!\What is all this?\Don't hide. Come on out, sensei.\Oh, you did all this? response:	It's raining!
