context: We don't know Eto Sensei, do we? response:	Right, Nodame's Sensei is Tanioka Sensei, you know.
context: Flute concerto! I'll be the soloist!\Well, well, don't fight over it! Let's do a violin concerto!\Right, right! And I'll be the soloist!!\DIVORCE!\Mine put aside,\everybody has the confidence of being the soloist?\What about a contrabass concerto? Contrabass!\Yosh! Coming to this, let's let Chiaki-kun decide over it! response:	Everyone, you may not bear a grudge over this!
context: Well, well, don't fight over it! Let's do a violin concerto!\Right, right! And I'll be the soloist!!\DIVORCE!\Mine put aside,\everybody has the confidence of being the soloist?\What about a contrabass concerto? Contrabass!\Yosh! Coming to this, let's let Chiaki-kun decide over it!\Everyone, you may not bear a grudge over this! response:	Haiii!
context: Right, right! And I'll be the soloist!!\DIVORCE!\Mine put aside,\everybody has the confidence of being the soloist?\What about a contrabass concerto? Contrabass!\Yosh! Coming to this, let's let Chiaki-kun decide over it!\Everyone, you may not bear a grudge over this!\Haiii! response:	Huh?
context: DIVORCE!\Mine put aside,\everybody has the confidence of being the soloist?\What about a contrabass concerto? Contrabass!\Yosh! Coming to this, let's let Chiaki-kun decide over it!\Everyone, you may not bear a grudge over this!\Haiii!\Huh? response:	Contrabass! Contrabass! Violin! Violin!! Contrabass!!
context: Mine put aside,\everybody has the confidence of being the soloist?\What about a contrabass concerto? Contrabass!\Yosh! Coming to this, let's let Chiaki-kun decide over it!\Everyone, you may not bear a grudge over this!\Haiii!\Huh?\Contrabass! Contrabass! Violin! Violin!! Contrabass!! response:	OK I decided!
context: everybody has the confidence of being the soloist?\What about a contrabass concerto? Contrabass!\Yosh! Coming to this, let's let Chiaki-kun decide over it!\Everyone, you may not bear a grudge over this!\Haiii!\Huh?\Contrabass! Contrabass! Violin! Violin!! Contrabass!!\OK I decided! response:	Shall we do an oboe concerto?
context: What about a contrabass concerto? Contrabass!\Yosh! Coming to this, let's let Chiaki-kun decide over it!\Everyone, you may not bear a grudge over this!\Haiii!\Huh?\Contrabass! Contrabass! Violin! Violin!! Contrabass!!\OK I decided!\Shall we do an oboe concerto? response:	With Kuroki-kun as the soloist
context: Yosh! Coming to this, let's let Chiaki-kun decide over it!\Everyone, you may not bear a grudge over this!\Haiii!\Huh?\Contrabass! Contrabass! Violin! Violin!! Contrabass!!\OK I decided!\Shall we do an oboe concerto?\With Kuroki-kun as the soloist response:	Okay
context: Everyone, you may not bear a grudge over this!\Haiii!\Huh?\Contrabass! Contrabass! Violin! Violin!! Contrabass!!\OK I decided!\Shall we do an oboe concerto?\With Kuroki-kun as the soloist\Okay response:	Eh, Chiaki-san?
context: Haiii!\Huh?\Contrabass! Contrabass! Violin! Violin!! Contrabass!!\OK I decided!\Shall we do an oboe concerto?\With Kuroki-kun as the soloist\Okay\Eh, Chiaki-san? response:	He didn't come here today
context: Huh?\Contrabass! Contrabass! Violin! Violin!! Contrabass!!\OK I decided!\Shall we do an oboe concerto?\With Kuroki-kun as the soloist\Okay\Eh, Chiaki-san?\He didn't come here today response:	Mine said that tonight they were going to have a drinking party for the new orchestra
context: Contrabass! Contrabass! Violin! Violin!! Contrabass!!\OK I decided!\Shall we do an oboe concerto?\With Kuroki-kun as the soloist\Okay\Eh, Chiaki-san?\He didn't come here today\Mine said that tonight they were going to have a drinking party for the new orchestra response:	so perhaps Chiaki-san went there too?
context: OK I decided!\Shall we do an oboe concerto?\With Kuroki-kun as the soloist\Okay\Eh, Chiaki-san?\He didn't come here today\Mine said that tonight they were going to have a drinking party for the new orchestra\so perhaps Chiaki-san went there too? response:	A new orchestra?
context: Shall we do an oboe concerto?\With Kuroki-kun as the soloist\Okay\Eh, Chiaki-san?\He didn't come here today\Mine said that tonight they were going to have a drinking party for the new orchestra\so perhaps Chiaki-san went there too?\A new orchestra? response:	Eh? Nodame-chan is not the mascot girl anymore?
context: With Kuroki-kun as the soloist\Okay\Eh, Chiaki-san?\He didn't come here today\Mine said that tonight they were going to have a drinking party for the new orchestra\so perhaps Chiaki-san went there too?\A new orchestra?\Eh? Nodame-chan is not the mascot girl anymore? response:	Nodame-chan...?
context: Okay\Eh, Chiaki-san?\He didn't come here today\Mine said that tonight they were going to have a drinking party for the new orchestra\so perhaps Chiaki-san went there too?\A new orchestra?\Eh? Nodame-chan is not the mascot girl anymore?\Nodame-chan...? response:	Ne, would you like to eat something?
context: Eh, Chiaki-san?\He didn't come here today\Mine said that tonight they were going to have a drinking party for the new orchestra\so perhaps Chiaki-san went there too?\A new orchestra?\Eh? Nodame-chan is not the mascot girl anymore?\Nodame-chan...?\Ne, would you like to eat something? response:	Just the right time!
context: He didn't come here today\Mine said that tonight they were going to have a drinking party for the new orchestra\so perhaps Chiaki-san went there too?\A new orchestra?\Eh? Nodame-chan is not the mascot girl anymore?\Nodame-chan...?\Ne, would you like to eat something?\Just the right time! response:	New menu!
context: Mine said that tonight they were going to have a drinking party for the new orchestra\so perhaps Chiaki-san went there too?\A new orchestra?\Eh? Nodame-chan is not the mascot girl anymore?\Nodame-chan...?\Ne, would you like to eat something?\Just the right time!\New menu! response:	Ne, try this! Gnocchi simmered in Mabo stew! (weird! Italian with Chinese flavor)
context: so perhaps Chiaki-san went there too?\A new orchestra?\Eh? Nodame-chan is not the mascot girl anymore?\Nodame-chan...?\Ne, would you like to eat something?\Just the right time!\New menu!\Ne, try this! Gnocchi simmered in Mabo stew! (weird! Italian with Chinese flavor) response:	Today Nodame's going home..
context: A new orchestra?\Eh? Nodame-chan is not the mascot girl anymore?\Nodame-chan...?\Ne, would you like to eat something?\Just the right time!\New menu!\Ne, try this! Gnocchi simmered in Mabo stew! (weird! Italian with Chinese flavor)\Today Nodame's going home.. response:	What? Nodame is strange?
context: Eh? Nodame-chan is not the mascot girl anymore?\Nodame-chan...?\Ne, would you like to eat something?\Just the right time!\New menu!\Ne, try this! Gnocchi simmered in Mabo stew! (weird! Italian with Chinese flavor)\Today Nodame's going home..\What? Nodame is strange? response:	That's normal!
context: Nodame-chan...?\Ne, would you like to eat something?\Just the right time!\New menu!\Ne, try this! Gnocchi simmered in Mabo stew! (weird! Italian with Chinese flavor)\Today Nodame's going home..\What? Nodame is strange?\That's normal! response:	She's not as usual, she's really weird
context: Ne, would you like to eat something?\Just the right time!\New menu!\Ne, try this! Gnocchi simmered in Mabo stew! (weird! Italian with Chinese flavor)\Today Nodame's going home..\What? Nodame is strange?\That's normal!\She's not as usual, she's really weird response:	She's always weird, I said!
context: Just the right time!\New menu!\Ne, try this! Gnocchi simmered in Mabo stew! (weird! Italian with Chinese flavor)\Today Nodame's going home..\What? Nodame is strange?\That's normal!\She's not as usual, she's really weird\She's always weird, I said! response:	Ma...ma...ma...ma...ma...mabo
context: New menu!\Ne, try this! Gnocchi simmered in Mabo stew! (weird! Italian with Chinese flavor)\Today Nodame's going home..\What? Nodame is strange?\That's normal!\She's not as usual, she's really weird\She's always weird, I said!\Ma...ma...ma...ma...ma...mabo response:	She didn't eat Mabo as usual!!
context: Ne, try this! Gnocchi simmered in Mabo stew! (weird! Italian with Chinese flavor)\Today Nodame's going home..\What? Nodame is strange?\That's normal!\She's not as usual, she's really weird\She's always weird, I said!\Ma...ma...ma...ma...ma...mabo\She didn't eat Mabo as usual!! response:	And she turned to look like a ggghost!!
context: Today Nodame's going home..\What? Nodame is strange?\That's normal!\She's not as usual, she's really weird\She's always weird, I said!\Ma...ma...ma...ma...ma...mabo\She didn't eat Mabo as usual!!\And she turned to look like a ggghost!! response:	Ha??
context: What? Nodame is strange?\That's normal!\She's not as usual, she's really weird\She's always weird, I said!\Ma...ma...ma...ma...ma...mabo\She didn't eat Mabo as usual!!\And she turned to look like a ggghost!!\Ha?? response:	Laterz!!
context: That's normal!\She's not as usual, she's really weird\She's always weird, I said!\Ma...ma...ma...ma...ma...mabo\She didn't eat Mabo as usual!!\And she turned to look like a ggghost!!\Ha??\Laterz!! response:	Oi, Chiaki!
context: She's not as usual, she's really weird\She's always weird, I said!\Ma...ma...ma...ma...ma...mabo\She didn't eat Mabo as usual!!\And she turned to look like a ggghost!!\Ha??\Laterz!!\Oi, Chiaki! response:	Nodame was acting weird, my Dad said.
context: She's always weird, I said!\Ma...ma...ma...ma...ma...mabo\She didn't eat Mabo as usual!!\And she turned to look like a ggghost!!\Ha??\Laterz!!\Oi, Chiaki!\Nodame was acting weird, my Dad said. response:	Huh?
context: Ma...ma...ma...ma...ma...mabo\She didn't eat Mabo as usual!!\And she turned to look like a ggghost!!\Ha??\Laterz!!\Oi, Chiaki!\Nodame was acting weird, my Dad said.\Huh? response:	She came to my house, but without eating anything, she went staggering home,
context: She didn't eat Mabo as usual!!\And she turned to look like a ggghost!!\Ha??\Laterz!!\Oi, Chiaki!\Nodame was acting weird, my Dad said.\Huh?\She came to my house, but without eating anything, she went staggering home, response:	Nodame not eating meal, is it THAT weird?
context: And she turned to look like a ggghost!!\Ha??\Laterz!!\Oi, Chiaki!\Nodame was acting weird, my Dad said.\Huh?\She came to my house, but without eating anything, she went staggering home,\Nodame not eating meal, is it THAT weird? response:	Is my Dad an idiot or something?
context: Ha??\Laterz!!\Oi, Chiaki!\Nodame was acting weird, my Dad said.\Huh?\She came to my house, but without eating anything, she went staggering home,\Nodame not eating meal, is it THAT weird?\Is my Dad an idiot or something? response:	It's weird
context: Laterz!!\Oi, Chiaki!\Nodame was acting weird, my Dad said.\Huh?\She came to my house, but without eating anything, she went staggering home,\Nodame not eating meal, is it THAT weird?\Is my Dad an idiot or something?\It's weird response:	Yosh! Shall we go to the second drinking place now?
context: Oi, Chiaki!\Nodame was acting weird, my Dad said.\Huh?\She came to my house, but without eating anything, she went staggering home,\Nodame not eating meal, is it THAT weird?\Is my Dad an idiot or something?\It's weird\Yosh! Shall we go to the second drinking place now? response:	Yes!!!
context: Nodame was acting weird, my Dad said.\Huh?\She came to my house, but without eating anything, she went staggering home,\Nodame not eating meal, is it THAT weird?\Is my Dad an idiot or something?\It's weird\Yosh! Shall we go to the second drinking place now?\Yes!!! response:	Chiaki-kun, you'll go to the second drinking place too, right?
context: Huh?\She came to my house, but without eating anything, she went staggering home,\Nodame not eating meal, is it THAT weird?\Is my Dad an idiot or something?\It's weird\Yosh! Shall we go to the second drinking place now?\Yes!!!\Chiaki-kun, you'll go to the second drinking place too, right? response:	It's time for me to... (he meant he'd go home)
context: She came to my house, but without eating anything, she went staggering home,\Nodame not eating meal, is it THAT weird?\Is my Dad an idiot or something?\It's weird\Yosh! Shall we go to the second drinking place now?\Yes!!!\Chiaki-kun, you'll go to the second drinking place too, right?\It's time for me to... (he meant he'd go home) response:	Ah, let's go, let's go!!!
context: Nodame not eating meal, is it THAT weird?\Is my Dad an idiot or something?\It's weird\Yosh! Shall we go to the second drinking place now?\Yes!!!\Chiaki-kun, you'll go to the second drinking place too, right?\It's time for me to... (he meant he'd go home)\Ah, let's go, let's go!!! response:	Chiaki Senpai...
context: Is my Dad an idiot or something?\It's weird\Yosh! Shall we go to the second drinking place now?\Yes!!!\Chiaki-kun, you'll go to the second drinking place too, right?\It's time for me to... (he meant he'd go home)\Ah, let's go, let's go!!!\Chiaki Senpai... response:	NO
context: It's weird\Yosh! Shall we go to the second drinking place now?\Yes!!!\Chiaki-kun, you'll go to the second drinking place too, right?\It's time for me to... (he meant he'd go home)\Ah, let's go, let's go!!!\Chiaki Senpai...\NO response:	DA
context: Yosh! Shall we go to the second drinking place now?\Yes!!!\Chiaki-kun, you'll go to the second drinking place too, right?\It's time for me to... (he meant he'd go home)\Ah, let's go, let's go!!!\Chiaki Senpai...\NO\DA response:	ME
context: Yes!!!\Chiaki-kun, you'll go to the second drinking place too, right?\It's time for me to... (he meant he'd go home)\Ah, let's go, let's go!!!\Chiaki Senpai...\NO\DA\ME response:	ME
context: Chiaki-kun, you'll go to the second drinking place too, right?\It's time for me to... (he meant he'd go home)\Ah, let's go, let's go!!!\Chiaki Senpai...\NO\DA\ME\ME response:	CAN
context: It's time for me to... (he meant he'd go home)\Ah, let's go, let's go!!!\Chiaki Senpai...\NO\DA\ME\ME\CAN response:	TA
context: Ah, let's go, let's go!!!\Chiaki Senpai...\NO\DA\ME\ME\CAN\TA response:	TA
context: Chiaki Senpai...\NO\DA\ME\ME\CAN\TA\TA response:	BI
context: NO\DA\ME\ME\CAN\TA\TA\BI response:	LE
context: DA\ME\ME\CAN\TA\TA\BI\LE response:	LE
context: ME\ME\CAN\TA\TA\BI\LE\LE response:	Nodame Cantabile Lesson 7
context: ME\CAN\TA\TA\BI\LE\LE\Nodame Cantabile Lesson 7 response:	Thanks!
context: CAN\TA\TA\BI\LE\LE\Nodame Cantabile Lesson 7\Thanks! response:	Do your best with your practice! Smooch!
context: TA\TA\BI\LE\LE\Nodame Cantabile Lesson 7\Thanks!\Do your best with your practice! Smooch! response:	Don't uwaki, OK? (=cheating by having an affair with another)
context: TA\BI\LE\LE\Nodame Cantabile Lesson 7\Thanks!\Do your best with your practice! Smooch!\Don't uwaki, OK? (=cheating by having an affair with another) response:	Silly! For me, there's only you...
context: BI\LE\LE\Nodame Cantabile Lesson 7\Thanks!\Do your best with your practice! Smooch!\Don't uwaki, OK? (=cheating by having an affair with another)\Silly! For me, there's only you... response:	Bye!!
context: LE\LE\Nodame Cantabile Lesson 7\Thanks!\Do your best with your practice! Smooch!\Don't uwaki, OK? (=cheating by having an affair with another)\Silly! For me, there's only you...\Bye!! response:	Bye bye!
context: LE\Nodame Cantabile Lesson 7\Thanks!\Do your best with your practice! Smooch!\Don't uwaki, OK? (=cheating by having an affair with another)\Silly! For me, there's only you...\Bye!!\Bye bye! response:	Kikuchi-kun!
context: Nodame Cantabile Lesson 7\Thanks!\Do your best with your practice! Smooch!\Don't uwaki, OK? (=cheating by having an affair with another)\Silly! For me, there's only you...\Bye!!\Bye bye!\Kikuchi-kun! response:	Who's she?
context: Thanks!\Do your best with your practice! Smooch!\Don't uwaki, OK? (=cheating by having an affair with another)\Silly! For me, there's only you...\Bye!!\Bye bye!\Kikuchi-kun!\Who's she? response:	Oh, Hitotsuma Megumi-chan?
context: Do your best with your practice! Smooch!\Don't uwaki, OK? (=cheating by having an affair with another)\Silly! For me, there's only you...\Bye!!\Bye bye!\Kikuchi-kun!\Who's she?\Oh, Hitotsuma Megumi-chan? response:	Hitotsuma??!! (=someone's legal wife)
context: Don't uwaki, OK? (=cheating by having an affair with another)\Silly! For me, there's only you...\Bye!!\Bye bye!\Kikuchi-kun!\Who's she?\Oh, Hitotsuma Megumi-chan?\Hitotsuma??!! (=someone's legal wife) response:	Hi Sezan! (=Suzanne? Susan? )
context: Silly! For me, there's only you...\Bye!!\Bye bye!\Kikuchi-kun!\Who's she?\Oh, Hitotsuma Megumi-chan?\Hitotsuma??!! (=someone's legal wife)\Hi Sezan! (=Suzanne? Susan? ) response:	I'm going to practice now, so...
context: Bye!!\Bye bye!\Kikuchi-kun!\Who's she?\Oh, Hitotsuma Megumi-chan?\Hitotsuma??!! (=someone's legal wife)\Hi Sezan! (=Suzanne? Susan? )\I'm going to practice now, so... response:	It's true!
context: Bye bye!\Kikuchi-kun!\Who's she?\Oh, Hitotsuma Megumi-chan?\Hitotsuma??!! (=someone's legal wife)\Hi Sezan! (=Suzanne? Susan? )\I'm going to practice now, so...\It's true! response:	I'm not cheating on you!
context: Kikuchi-kun!\Who's she?\Oh, Hitotsuma Megumi-chan?\Hitotsuma??!! (=someone's legal wife)\Hi Sezan! (=Suzanne? Susan? )\I'm going to practice now, so...\It's true!\I'm not cheating on you! response:	AMAZING!!!
context: Who's she?\Oh, Hitotsuma Megumi-chan?\Hitotsuma??!! (=someone's legal wife)\Hi Sezan! (=Suzanne? Susan? )\I'm going to practice now, so...\It's true!\I'm not cheating on you!\AMAZING!!! response:	Chiaki-Sama's going to make an orchestra?
context: Oh, Hitotsuma Megumi-chan?\Hitotsuma??!! (=someone's legal wife)\Hi Sezan! (=Suzanne? Susan? )\I'm going to practice now, so...\It's true!\I'm not cheating on you!\AMAZING!!!\Chiaki-Sama's going to make an orchestra? response:	Right, right...
context: Hitotsuma??!! (=someone's legal wife)\Hi Sezan! (=Suzanne? Susan? )\I'm going to practice now, so...\It's true!\I'm not cheating on you!\AMAZING!!!\Chiaki-Sama's going to make an orchestra?\Right, right... response:	They are that Oke's members,
context: Hi Sezan! (=Suzanne? Susan? )\I'm going to practice now, so...\It's true!\I'm not cheating on you!\AMAZING!!!\Chiaki-Sama's going to make an orchestra?\Right, right...\They are that Oke's members, response:	they said they were going to practice in our school
context: I'm going to practice now, so...\It's true!\I'm not cheating on you!\AMAZING!!!\Chiaki-Sama's going to make an orchestra?\Right, right...\They are that Oke's members,\they said they were going to practice in our school response:	Everybody seems to be excellent students from other Academies...
context: It's true!\I'm not cheating on you!\AMAZING!!!\Chiaki-Sama's going to make an orchestra?\Right, right...\They are that Oke's members,\they said they were going to practice in our school\Everybody seems to be excellent students from other Academies... response:	Araaa! You didn't know it??
context: I'm not cheating on you!\AMAZING!!!\Chiaki-Sama's going to make an orchestra?\Right, right...\They are that Oke's members,\they said they were going to practice in our school\Everybody seems to be excellent students from other Academies...\Araaa! You didn't know it?? response:	Despite that it's Chiaki-kun's Oke???
context: AMAZING!!!\Chiaki-Sama's going to make an orchestra?\Right, right...\They are that Oke's members,\they said they were going to practice in our school\Everybody seems to be excellent students from other Academies...\Araaa! You didn't know it??\Despite that it's Chiaki-kun's Oke??? response:	I have nothing to do anymore with that kind of guy!
context: Chiaki-Sama's going to make an orchestra?\Right, right...\They are that Oke's members,\they said they were going to practice in our school\Everybody seems to be excellent students from other Academies...\Araaa! You didn't know it??\Despite that it's Chiaki-kun's Oke???\I have nothing to do anymore with that kind of guy! response:	Is that alright with you? To let such people practice in our school?
context: Right, right...\They are that Oke's members,\they said they were going to practice in our school\Everybody seems to be excellent students from other Academies...\Araaa! You didn't know it??\Despite that it's Chiaki-kun's Oke???\I have nothing to do anymore with that kind of guy!\Is that alright with you? To let such people practice in our school? response:	Who are you?
context: They are that Oke's members,\they said they were going to practice in our school\Everybody seems to be excellent students from other Academies...\Araaa! You didn't know it??\Despite that it's Chiaki-kun's Oke???\I have nothing to do anymore with that kind of guy!\Is that alright with you? To let such people practice in our school?\Who are you? response:	Geh!
context: they said they were going to practice in our school\Everybody seems to be excellent students from other Academies...\Araaa! You didn't know it??\Despite that it's Chiaki-kun's Oke???\I have nothing to do anymore with that kind of guy!\Is that alright with you? To let such people practice in our school?\Who are you?\Geh! response:	Kimura??
context: Everybody seems to be excellent students from other Academies...\Araaa! You didn't know it??\Despite that it's Chiaki-kun's Oke???\I have nothing to do anymore with that kind of guy!\Is that alright with you? To let such people practice in our school?\Who are you?\Geh!\Kimura?? response:	We were at the same Music High School
context: Araaa! You didn't know it??\Despite that it's Chiaki-kun's Oke???\I have nothing to do anymore with that kind of guy!\Is that alright with you? To let such people practice in our school?\Who are you?\Geh!\Kimura??\We were at the same Music High School response:	He was well-known for being extremely good at violin, but he was also extremely weak
context: Despite that it's Chiaki-kun's Oke???\I have nothing to do anymore with that kind of guy!\Is that alright with you? To let such people practice in our school?\Who are you?\Geh!\Kimura??\We were at the same Music High School\He was well-known for being extremely good at violin, but he was also extremely weak response:	he was often bullied!
context: I have nothing to do anymore with that kind of guy!\Is that alright with you? To let such people practice in our school?\Who are you?\Geh!\Kimura??\We were at the same Music High School\He was well-known for being extremely good at violin, but he was also extremely weak\he was often bullied! response:	Not him, but you, who are you?
context: Is that alright with you? To let such people practice in our school?\Who are you?\Geh!\Kimura??\We were at the same Music High School\He was well-known for being extremely good at violin, but he was also extremely weak\he was often bullied!\Not him, but you, who are you? response:	I'm the number two in this Academy..
context: Who are you?\Geh!\Kimura??\We were at the same Music High School\He was well-known for being extremely good at violin, but he was also extremely weak\he was often bullied!\Not him, but you, who are you?\I'm the number two in this Academy.. response:	Ouch!
context: Geh!\Kimura??\We were at the same Music High School\He was well-known for being extremely good at violin, but he was also extremely weak\he was often bullied!\Not him, but you, who are you?\I'm the number two in this Academy..\Ouch! response:	Oi! Did you see Noda Megumi from Piano Division?
context: Kimura??\We were at the same Music High School\He was well-known for being extremely good at violin, but he was also extremely weak\he was often bullied!\Not him, but you, who are you?\I'm the number two in this Academy..\Ouch!\Oi! Did you see Noda Megumi from Piano Division? response:	Nodame?
context: We were at the same Music High School\He was well-known for being extremely good at violin, but he was also extremely weak\he was often bullied!\Not him, but you, who are you?\I'm the number two in this Academy..\Ouch!\Oi! Did you see Noda Megumi from Piano Division?\Nodame? response:	We have not seen her yet today..
context: He was well-known for being extremely good at violin, but he was also extremely weak\he was often bullied!\Not him, but you, who are you?\I'm the number two in this Academy..\Ouch!\Oi! Did you see Noda Megumi from Piano Division?\Nodame?\We have not seen her yet today.. response:	NODA MEGUMI!
context: he was often bullied!\Not him, but you, who are you?\I'm the number two in this Academy..\Ouch!\Oi! Did you see Noda Megumi from Piano Division?\Nodame?\We have not seen her yet today..\NODA MEGUMI! response:	COME OUT!!
context: Not him, but you, who are you?\I'm the number two in this Academy..\Ouch!\Oi! Did you see Noda Megumi from Piano Division?\Nodame?\We have not seen her yet today..\NODA MEGUMI!\COME OUT!! response:	If you play truant you'll have to repeat this year!!
context: I'm the number two in this Academy..\Ouch!\Oi! Did you see Noda Megumi from Piano Division?\Nodame?\We have not seen her yet today..\NODA MEGUMI!\COME OUT!!\If you play truant you'll have to repeat this year!! response:	Do you understand??!!
context: Ouch!\Oi! Did you see Noda Megumi from Piano Division?\Nodame?\We have not seen her yet today..\NODA MEGUMI!\COME OUT!!\If you play truant you'll have to repeat this year!!\Do you understand??!! response:	Ah, Chiaki-kun
context: Oi! Did you see Noda Megumi from Piano Division?\Nodame?\We have not seen her yet today..\NODA MEGUMI!\COME OUT!!\If you play truant you'll have to repeat this year!!\Do you understand??!!\Ah, Chiaki-kun response:	Yes?
context: Nodame?\We have not seen her yet today..\NODA MEGUMI!\COME OUT!!\If you play truant you'll have to repeat this year!!\Do you understand??!!\Ah, Chiaki-kun\Yes? response:	Here we should play it a bit stronger,
context: We have not seen her yet today..\NODA MEGUMI!\COME OUT!!\If you play truant you'll have to repeat this year!!\Do you understand??!!\Ah, Chiaki-kun\Yes?\Here we should play it a bit stronger, response:	then from here we can play it a little softer...I think
context: NODA MEGUMI!\COME OUT!!\If you play truant you'll have to repeat this year!!\Do you understand??!!\Ah, Chiaki-kun\Yes?\Here we should play it a bit stronger,\then from here we can play it a little softer...I think response:	Oh really...
context: COME OUT!!\If you play truant you'll have to repeat this year!!\Do you understand??!!\Ah, Chiaki-kun\Yes?\Here we should play it a bit stronger,\then from here we can play it a little softer...I think\Oh really... response:	But in that case, the change from the second theme would be hard to append
context: If you play truant you'll have to repeat this year!!\Do you understand??!!\Ah, Chiaki-kun\Yes?\Here we should play it a bit stronger,\then from here we can play it a little softer...I think\Oh really...\But in that case, the change from the second theme would be hard to append response:	Then, shall I make it crispier?
context: Do you understand??!!\Ah, Chiaki-kun\Yes?\Here we should play it a bit stronger,\then from here we can play it a little softer...I think\Oh really...\But in that case, the change from the second theme would be hard to append\Then, shall I make it crispier? response:	Yes, please.
context: Ah, Chiaki-kun\Yes?\Here we should play it a bit stronger,\then from here we can play it a little softer...I think\Oh really...\But in that case, the change from the second theme would be hard to append\Then, shall I make it crispier?\Yes, please. response:	Alright, let's start from the beginning!
context: Yes?\Here we should play it a bit stronger,\then from here we can play it a little softer...I think\Oh really...\But in that case, the change from the second theme would be hard to append\Then, shall I make it crispier?\Yes, please.\Alright, let's start from the beginning! response:	Okay!
context: Here we should play it a bit stronger,\then from here we can play it a little softer...I think\Oh really...\But in that case, the change from the second theme would be hard to append\Then, shall I make it crispier?\Yes, please.\Alright, let's start from the beginning!\Okay! response:	Oi, wait a minute!
context: then from here we can play it a little softer...I think\Oh really...\But in that case, the change from the second theme would be hard to append\Then, shall I make it crispier?\Yes, please.\Alright, let's start from the beginning!\Okay!\Oi, wait a minute! response:	Why are you two sitting there?
context: Oh really...\But in that case, the change from the second theme would be hard to append\Then, shall I make it crispier?\Yes, please.\Alright, let's start from the beginning!\Okay!\Oi, wait a minute!\Why are you two sitting there? response:	Huh? Why?
context: But in that case, the change from the second theme would be hard to append\Then, shall I make it crispier?\Yes, please.\Alright, let's start from the beginning!\Okay!\Oi, wait a minute!\Why are you two sitting there?\Huh? Why? response:	I told you so!!
context: Then, shall I make it crispier?\Yes, please.\Alright, let's start from the beginning!\Okay!\Oi, wait a minute!\Why are you two sitting there?\Huh? Why?\I told you so!! response:	This Oboe Concerto only needs 35 players!
context: Yes, please.\Alright, let's start from the beginning!\Okay!\Oi, wait a minute!\Why are you two sitting there?\Huh? Why?\I told you so!!\This Oboe Concerto only needs 35 players! response:	It only needs 18 violin players, with first and second violins combined.
context: Alright, let's start from the beginning!\Okay!\Oi, wait a minute!\Why are you two sitting there?\Huh? Why?\I told you so!!\This Oboe Concerto only needs 35 players!\It only needs 18 violin players, with first and second violins combined. response:	It needs two Contrabass
context: Okay!\Oi, wait a minute!\Why are you two sitting there?\Huh? Why?\I told you so!!\This Oboe Concerto only needs 35 players!\It only needs 18 violin players, with first and second violins combined.\It needs two Contrabass response:	That's why for this piece, you don't have any part to play.
context: Oi, wait a minute!\Why are you two sitting there?\Huh? Why?\I told you so!!\This Oboe Concerto only needs 35 players!\It only needs 18 violin players, with first and second violins combined.\It needs two Contrabass\That's why for this piece, you don't have any part to play. response:	Dammit! He found us out!
context: Why are you two sitting there?\Huh? Why?\I told you so!!\This Oboe Concerto only needs 35 players!\It only needs 18 violin players, with first and second violins combined.\It needs two Contrabass\That's why for this piece, you don't have any part to play.\Dammit! He found us out! response:	Why did you choose such a piece?!!
context: Huh? Why?\I told you so!!\This Oboe Concerto only needs 35 players!\It only needs 18 violin players, with first and second violins combined.\It needs two Contrabass\That's why for this piece, you don't have any part to play.\Dammit! He found us out!\Why did you choose such a piece?!! response:	How silly, you two!
context: I told you so!!\This Oboe Concerto only needs 35 players!\It only needs 18 violin players, with first and second violins combined.\It needs two Contrabass\That's why for this piece, you don't have any part to play.\Dammit! He found us out!\Why did you choose such a piece?!!\How silly, you two! response:	Even the timpani isn't used, so bear with it.
context: This Oboe Concerto only needs 35 players!\It only needs 18 violin players, with first and second violins combined.\It needs two Contrabass\That's why for this piece, you don't have any part to play.\Dammit! He found us out!\Why did you choose such a piece?!!\How silly, you two!\Even the timpani isn't used, so bear with it. response:	Heh!
context: It only needs 18 violin players, with first and second violins combined.\It needs two Contrabass\That's why for this piece, you don't have any part to play.\Dammit! He found us out!\Why did you choose such a piece?!!\How silly, you two!\Even the timpani isn't used, so bear with it.\Heh! response:	Mozart, Oboe Concerto in C Major
context: It needs two Contrabass\That's why for this piece, you don't have any part to play.\Dammit! He found us out!\Why did you choose such a piece?!!\How silly, you two!\Even the timpani isn't used, so bear with it.\Heh!\Mozart, Oboe Concerto in C Major response:	The piece is Allegro Aperto
context: That's why for this piece, you don't have any part to play.\Dammit! He found us out!\Why did you choose such a piece?!!\How silly, you two!\Even the timpani isn't used, so bear with it.\Heh!\Mozart, Oboe Concerto in C Major\The piece is Allegro Aperto response:	Amazing..
context: Dammit! He found us out!\Why did you choose such a piece?!!\How silly, you two!\Even the timpani isn't used, so bear with it.\Heh!\Mozart, Oboe Concerto in C Major\The piece is Allegro Aperto\Amazing.. response:	So it must be Kuroki-kun's confidence...
context: Why did you choose such a piece?!!\How silly, you two!\Even the timpani isn't used, so bear with it.\Heh!\Mozart, Oboe Concerto in C Major\The piece is Allegro Aperto\Amazing..\So it must be Kuroki-kun's confidence... response:	that has chosen this most famous concerto,
context: How silly, you two!\Even the timpani isn't used, so bear with it.\Heh!\Mozart, Oboe Concerto in C Major\The piece is Allegro Aperto\Amazing..\So it must be Kuroki-kun's confidence...\that has chosen this most famous concerto, response:	which has always be the set-piece for any oboe player competition.
