context: My head! response:	My head is splitting open!
context: I'm busy.\Fake Mori Summer, how do you dare use the name of Mori Summer?\What's that? You're the one who made that page, aren't you?\I have never seen this page before!\You made it because you are the fake!\Me? I would never make such a thing, and you know it.\Then who made it?\You're asking me? response:	Could it be the true one?
context: Fake Mori Summer, how do you dare use the name of Mori Summer?\What's that? You're the one who made that page, aren't you?\I have never seen this page before!\You made it because you are the fake!\Me? I would never make such a thing, and you know it.\Then who made it?\You're asking me?\Could it be the true one? response:	You walked through here?
context: What's that? You're the one who made that page, aren't you?\I have never seen this page before!\You made it because you are the fake!\Me? I would never make such a thing, and you know it.\Then who made it?\You're asking me?\Could it be the true one?\You walked through here? response:	I was tracking the angel's signature.
context: I have never seen this page before!\You made it because you are the fake!\Me? I would never make such a thing, and you know it.\Then who made it?\You're asking me?\Could it be the true one?\You walked through here?\I was tracking the angel's signature. response:	Do you remember taking anything out of your bag?
context: You made it because you are the fake!\Me? I would never make such a thing, and you know it.\Then who made it?\You're asking me?\Could it be the true one?\You walked through here?\I was tracking the angel's signature.\Do you remember taking anything out of your bag? response:	I got on and off the train with my friends.
context: Me? I would never make such a thing, and you know it.\Then who made it?\You're asking me?\Could it be the true one?\You walked through here?\I was tracking the angel's signature.\Do you remember taking anything out of your bag?\I got on and off the train with my friends. response:	Bought some candy and we split up.
context: Then who made it?\You're asking me?\Could it be the true one?\You walked through here?\I was tracking the angel's signature.\Do you remember taking anything out of your bag?\I got on and off the train with my friends.\Bought some candy and we split up. response:	Then I walked through here eating it.
context: You're asking me?\Could it be the true one?\You walked through here?\I was tracking the angel's signature.\Do you remember taking anything out of your bag?\I got on and off the train with my friends.\Bought some candy and we split up.\Then I walked through here eating it. response:	So you would have had the bag when you were in the store.
context: Could it be the true one?\You walked through here?\I was tracking the angel's signature.\Do you remember taking anything out of your bag?\I got on and off the train with my friends.\Bought some candy and we split up.\Then I walked through here eating it.\So you would have had the bag when you were in the store. response:	A spirit tree.
context: You walked through here?\I was tracking the angel's signature.\Do you remember taking anything out of your bag?\I got on and off the train with my friends.\Bought some candy and we split up.\Then I walked through here eating it.\So you would have had the bag when you were in the store.\A spirit tree. response:	It sure is big.
context: I was tracking the angel's signature.\Do you remember taking anything out of your bag?\I got on and off the train with my friends.\Bought some candy and we split up.\Then I walked through here eating it.\So you would have had the bag when you were in the store.\A spirit tree.\It sure is big. response:	It must have incredible magical powers.
context: Do you remember taking anything out of your bag?\I got on and off the train with my friends.\Bought some candy and we split up.\Then I walked through here eating it.\So you would have had the bag when you were in the store.\A spirit tree.\It sure is big.\It must have incredible magical powers. response:	Agreed!
context: I got on and off the train with my friends.\Bought some candy and we split up.\Then I walked through here eating it.\So you would have had the bag when you were in the store.\A spirit tree.\It sure is big.\It must have incredible magical powers.\Agreed! response:	You two agree about the weirdest things.
context: Bought some candy and we split up.\Then I walked through here eating it.\So you would have had the bag when you were in the store.\A spirit tree.\It sure is big.\It must have incredible magical powers.\Agreed!\You two agree about the weirdest things. response:	Shichimiya, look.
context: Then I walked through here eating it.\So you would have had the bag when you were in the store.\A spirit tree.\It sure is big.\It must have incredible magical powers.\Agreed!\You two agree about the weirdest things.\Shichimiya, look. response:	There it is!
context: So you would have had the bag when you were in the store.\A spirit tree.\It sure is big.\It must have incredible magical powers.\Agreed!\You two agree about the weirdest things.\Shichimiya, look.\There it is! response:	I knew it! Good for you.
context: A spirit tree.\It sure is big.\It must have incredible magical powers.\Agreed!\You two agree about the weirdest things.\Shichimiya, look.\There it is!\I knew it! Good for you. response:	Yeah! You're good, Wicked Lord Shingan!
context: It sure is big.\It must have incredible magical powers.\Agreed!\You two agree about the weirdest things.\Shichimiya, look.\There it is!\I knew it! Good for you.\Yeah! You're good, Wicked Lord Shingan! response:	That is to be expected with the power of Wicked Lord Shingan.
context: It must have incredible magical powers.\Agreed!\You two agree about the weirdest things.\Shichimiya, look.\There it is!\I knew it! Good for you.\Yeah! You're good, Wicked Lord Shingan!\That is to be expected with the power of Wicked Lord Shingan. response:	The angel!
context: Agreed!\You two agree about the weirdest things.\Shichimiya, look.\There it is!\I knew it! Good for you.\Yeah! You're good, Wicked Lord Shingan!\That is to be expected with the power of Wicked Lord Shingan.\The angel! response:	No, that's a monkey!
context: You two agree about the weirdest things.\Shichimiya, look.\There it is!\I knew it! Good for you.\Yeah! You're good, Wicked Lord Shingan!\That is to be expected with the power of Wicked Lord Shingan.\The angel!\No, that's a monkey! response:	A dark follower!
context: Shichimiya, look.\There it is!\I knew it! Good for you.\Yeah! You're good, Wicked Lord Shingan!\That is to be expected with the power of Wicked Lord Shingan.\The angel!\No, that's a monkey!\A dark follower! response:	I'm telling you, that's a monkey!
context: There it is!\I knew it! Good for you.\Yeah! You're good, Wicked Lord Shingan!\That is to be expected with the power of Wicked Lord Shingan.\The angel!\No, that's a monkey!\A dark follower!\I'm telling you, that's a monkey! response:	Leave it to me.
context: I knew it! Good for you.\Yeah! You're good, Wicked Lord Shingan!\That is to be expected with the power of Wicked Lord Shingan.\The angel!\No, that's a monkey!\A dark follower!\I'm telling you, that's a monkey!\Leave it to me. response:	The power of the Wicked Lord Shingan can handle this.
context: Yeah! You're good, Wicked Lord Shingan!\That is to be expected with the power of Wicked Lord Shingan.\The angel!\No, that's a monkey!\A dark follower!\I'm telling you, that's a monkey!\Leave it to me.\The power of the Wicked Lord Shingan can handle this. response:	I can easily obliterate an ape being or two.
context: That is to be expected with the power of Wicked Lord Shingan.\The angel!\No, that's a monkey!\A dark follower!\I'm telling you, that's a monkey!\Leave it to me.\The power of the Wicked Lord Shingan can handle this.\I can easily obliterate an ape being or two. response:	Don't do it. It'll bite you.
context: The angel!\No, that's a monkey!\A dark follower!\I'm telling you, that's a monkey!\Leave it to me.\The power of the Wicked Lord Shingan can handle this.\I can easily obliterate an ape being or two.\Don't do it. It'll bite you. response:	We need to drive it away.
context: No, that's a monkey!\A dark follower!\I'm telling you, that's a monkey!\Leave it to me.\The power of the Wicked Lord Shingan can handle this.\I can easily obliterate an ape being or two.\Don't do it. It'll bite you.\We need to drive it away. response:	But that could make it attack.
context: A dark follower!\I'm telling you, that's a monkey!\Leave it to me.\The power of the Wicked Lord Shingan can handle this.\I can easily obliterate an ape being or two.\Don't do it. It'll bite you.\We need to drive it away.\But that could make it attack. response:	I'll go.
context: I'm telling you, that's a monkey!\Leave it to me.\The power of the Wicked Lord Shingan can handle this.\I can easily obliterate an ape being or two.\Don't do it. It'll bite you.\We need to drive it away.\But that could make it attack.\I'll go. response:	Hero.
context: Leave it to me.\The power of the Wicked Lord Shingan can handle this.\I can easily obliterate an ape being or two.\Don't do it. It'll bite you.\We need to drive it away.\But that could make it attack.\I'll go.\Hero. response:	Shichimiya, do you remember...
context: The power of the Wicked Lord Shingan can handle this.\I can easily obliterate an ape being or two.\Don't do it. It'll bite you.\We need to drive it away.\But that could make it attack.\I'll go.\Hero.\Shichimiya, do you remember... response:	Split-second? Hero!
context: I can easily obliterate an ape being or two.\Don't do it. It'll bite you.\We need to drive it away.\But that could make it attack.\I'll go.\Hero.\Shichimiya, do you remember...\Split-second? Hero! response:	That's the plan.
context: Don't do it. It'll bite you.\We need to drive it away.\But that could make it attack.\I'll go.\Hero.\Shichimiya, do you remember...\Split-second? Hero!\That's the plan. response:	Understood.
context: We need to drive it away.\But that could make it attack.\I'll go.\Hero.\Shichimiya, do you remember...\Split-second? Hero!\That's the plan.\Understood. response:	Rikka, you stand back.
context: But that could make it attack.\I'll go.\Hero.\Shichimiya, do you remember...\Split-second? Hero!\That's the plan.\Understood.\Rikka, you stand back. response:	What? Sure.
context: I'll go.\Hero.\Shichimiya, do you remember...\Split-second? Hero!\That's the plan.\Understood.\Rikka, you stand back.\What? Sure. response:	Split-second Formation - revised!
context: Hero.\Shichimiya, do you remember...\Split-second? Hero!\That's the plan.\Understood.\Rikka, you stand back.\What? Sure.\Split-second Formation - revised! response:	Yes! Hero!
context: Shichimiya, do you remember...\Split-second? Hero!\That's the plan.\Understood.\Rikka, you stand back.\What? Sure.\Split-second Formation - revised!\Yes! Hero! response:	Shichimiya!
context: Split-second? Hero!\That's the plan.\Understood.\Rikka, you stand back.\What? Sure.\Split-second Formation - revised!\Yes! Hero!\Shichimiya! response:	Run for it!
context: That's the plan.\Understood.\Rikka, you stand back.\What? Sure.\Split-second Formation - revised!\Yes! Hero!\Shichimiya!\Run for it! response:	Yuta.
context: Understood.\Rikka, you stand back.\What? Sure.\Split-second Formation - revised!\Yes! Hero!\Shichimiya!\Run for it!\Yuta. response:	Shichimiya!
context: Rikka, you stand back.\What? Sure.\Split-second Formation - revised!\Yes! Hero!\Shichimiya!\Run for it!\Yuta.\Shichimiya! response:	You okay?
context: What? Sure.\Split-second Formation - revised!\Yes! Hero!\Shichimiya!\Run for it!\Yuta.\Shichimiya!\You okay? response:	Yeah. We're rusty, but we pulled off the split-second formation - revised!
context: Split-second Formation - revised!\Yes! Hero!\Shichimiya!\Run for it!\Yuta.\Shichimiya!\You okay?\Yeah. We're rusty, but we pulled off the split-second formation - revised! response:	Yeah, I haven't tried that since.
context: Yes! Hero!\Shichimiya!\Run for it!\Yuta.\Shichimiya!\You okay?\Yeah. We're rusty, but we pulled off the split-second formation - revised!\Yeah, I haven't tried that since. response:	I didn't think you'd actually remember.
context: Shichimiya!\Run for it!\Yuta.\Shichimiya!\You okay?\Yeah. We're rusty, but we pulled off the split-second formation - revised!\Yeah, I haven't tried that since.\I didn't think you'd actually remember. response:	But of course!
context: Run for it!\Yuta.\Shichimiya!\You okay?\Yeah. We're rusty, but we pulled off the split-second formation - revised!\Yeah, I haven't tried that since.\I didn't think you'd actually remember.\But of course! response:	I have decided to remain unchanged for all eternity.
context: Yuta.\Shichimiya!\You okay?\Yeah. We're rusty, but we pulled off the split-second formation - revised!\Yeah, I haven't tried that since.\I didn't think you'd actually remember.\But of course!\I have decided to remain unchanged for all eternity. response:	Along with the magical power I cultivated with you back then...
context: Shichimiya!\You okay?\Yeah. We're rusty, but we pulled off the split-second formation - revised!\Yeah, I haven't tried that since.\I didn't think you'd actually remember.\But of course!\I have decided to remain unchanged for all eternity.\Along with the magical power I cultivated with you back then... response:	You're quite the weirdo yourself, Shichimiya.
context: You okay?\Yeah. We're rusty, but we pulled off the split-second formation - revised!\Yeah, I haven't tried that since.\I didn't think you'd actually remember.\But of course!\I have decided to remain unchanged for all eternity.\Along with the magical power I cultivated with you back then...\You're quite the weirdo yourself, Shichimiya. response:	I'm not weird. I won't change, that's all.
context: Yeah. We're rusty, but we pulled off the split-second formation - revised!\Yeah, I haven't tried that since.\I didn't think you'd actually remember.\But of course!\I have decided to remain unchanged for all eternity.\Along with the magical power I cultivated with you back then...\You're quite the weirdo yourself, Shichimiya.\I'm not weird. I won't change, that's all. response:	Here.
context: Yeah, I haven't tried that since.\I didn't think you'd actually remember.\But of course!\I have decided to remain unchanged for all eternity.\Along with the magical power I cultivated with you back then...\You're quite the weirdo yourself, Shichimiya.\I'm not weird. I won't change, that's all.\Here. response:	What's that? An arcade token?
context: I didn't think you'd actually remember.\But of course!\I have decided to remain unchanged for all eternity.\Along with the magical power I cultivated with you back then...\You're quite the weirdo yourself, Shichimiya.\I'm not weird. I won't change, that's all.\Here.\What's that? An arcade token? response:	I knew it.
context: But of course!\I have decided to remain unchanged for all eternity.\Along with the magical power I cultivated with you back then...\You're quite the weirdo yourself, Shichimiya.\I'm not weird. I won't change, that's all.\Here.\What's that? An arcade token?\I knew it. response:	Your memories have already been taken from you.
context: I have decided to remain unchanged for all eternity.\Along with the magical power I cultivated with you back then...\You're quite the weirdo yourself, Shichimiya.\I'm not weird. I won't change, that's all.\Here.\What's that? An arcade token?\I knew it.\Your memories have already been taken from you. response:	What?
context: Along with the magical power I cultivated with you back then...\You're quite the weirdo yourself, Shichimiya.\I'm not weird. I won't change, that's all.\Here.\What's that? An arcade token?\I knew it.\Your memories have already been taken from you.\What? response:	Yuta? Yuta?
context: You're quite the weirdo yourself, Shichimiya.\I'm not weird. I won't change, that's all.\Here.\What's that? An arcade token?\I knew it.\Your memories have already been taken from you.\What?\Yuta? Yuta? response:	Yuta...
context: I'm not weird. I won't change, that's all.\Here.\What's that? An arcade token?\I knew it.\Your memories have already been taken from you.\What?\Yuta? Yuta?\Yuta... response:	Can you stand?
context: Here.\What's that? An arcade token?\I knew it.\Your memories have already been taken from you.\What?\Yuta? Yuta?\Yuta...\Can you stand? response:	Yeah. Thanks, Hero.
context: What's that? An arcade token?\I knew it.\Your memories have already been taken from you.\What?\Yuta? Yuta?\Yuta...\Can you stand?\Yeah. Thanks, Hero. response:	Yuta.
context: I knew it.\Your memories have already been taken from you.\What?\Yuta? Yuta?\Yuta...\Can you stand?\Yeah. Thanks, Hero.\Yuta. response:	Oh, Rikka.
context: Your memories have already been taken from you.\What?\Yuta? Yuta?\Yuta...\Can you stand?\Yeah. Thanks, Hero.\Yuta.\Oh, Rikka. response:	Yuta.
context: What?\Yuta? Yuta?\Yuta...\Can you stand?\Yeah. Thanks, Hero.\Yuta.\Oh, Rikka.\Yuta. response:	Huh?
context: Yuta? Yuta?\Yuta...\Can you stand?\Yeah. Thanks, Hero.\Yuta.\Oh, Rikka.\Yuta.\Huh? response:	Yuta, you...
context: Yuta...\Can you stand?\Yeah. Thanks, Hero.\Yuta.\Oh, Rikka.\Yuta.\Huh?\Yuta, you... response:	Yuta, you have forgotten your contract!
context: Can you stand?\Yeah. Thanks, Hero.\Yuta.\Oh, Rikka.\Yuta.\Huh?\Yuta, you...\Yuta, you have forgotten your contract! response:	Rikka? Hey, Rikka!
context: Yeah. Thanks, Hero.\Yuta.\Oh, Rikka.\Yuta.\Huh?\Yuta, you...\Yuta, you have forgotten your contract!\Rikka? Hey, Rikka! response:	Wicked Lord Shingan.
context: Yuta.\Oh, Rikka.\Yuta.\Huh?\Yuta, you...\Yuta, you have forgotten your contract!\Rikka? Hey, Rikka!\Wicked Lord Shingan. response:	This Mr. Saigo doesn't have a dog either.
context: Oh, Rikka.\Yuta.\Huh?\Yuta, you...\Yuta, you have forgotten your contract!\Rikka? Hey, Rikka!\Wicked Lord Shingan.\This Mr. Saigo doesn't have a dog either. response:	I told you as much.
context: Yuta.\Huh?\Yuta, you...\Yuta, you have forgotten your contract!\Rikka? Hey, Rikka!\Wicked Lord Shingan.\This Mr. Saigo doesn't have a dog either.\I told you as much. response:	Mr. Saigo doesn't have his dog with him here in Kagoshima.
context: Huh?\Yuta, you...\Yuta, you have forgotten your contract!\Rikka? Hey, Rikka!\Wicked Lord Shingan.\This Mr. Saigo doesn't have a dog either.\I told you as much.\Mr. Saigo doesn't have his dog with him here in Kagoshima. response:	Oh, you!
context: Yuta, you...\Yuta, you have forgotten your contract!\Rikka? Hey, Rikka!\Wicked Lord Shingan.\This Mr. Saigo doesn't have a dog either.\I told you as much.\Mr. Saigo doesn't have his dog with him here in Kagoshima.\Oh, you! response:	Isn't that Takanashi?
context: Yuta, you have forgotten your contract!\Rikka? Hey, Rikka!\Wicked Lord Shingan.\This Mr. Saigo doesn't have a dog either.\I told you as much.\Mr. Saigo doesn't have his dog with him here in Kagoshima.\Oh, you!\Isn't that Takanashi? response:	Where did she go? I hope she didn't get lost.
context: Rikka? Hey, Rikka!\Wicked Lord Shingan.\This Mr. Saigo doesn't have a dog either.\I told you as much.\Mr. Saigo doesn't have his dog with him here in Kagoshima.\Oh, you!\Isn't that Takanashi?\Where did she go? I hope she didn't get lost. response:	She isn't answering her phone.
context: Wicked Lord Shingan.\This Mr. Saigo doesn't have a dog either.\I told you as much.\Mr. Saigo doesn't have his dog with him here in Kagoshima.\Oh, you!\Isn't that Takanashi?\Where did she go? I hope she didn't get lost.\She isn't answering her phone. response:	I'm sorry. This is 100 my fault.
context: This Mr. Saigo doesn't have a dog either.\I told you as much.\Mr. Saigo doesn't have his dog with him here in Kagoshima.\Oh, you!\Isn't that Takanashi?\Where did she go? I hope she didn't get lost.\She isn't answering her phone.\I'm sorry. This is 100 my fault. response:	I butted in on your private time.
context: I told you as much.\Mr. Saigo doesn't have his dog with him here in Kagoshima.\Oh, you!\Isn't that Takanashi?\Where did she go? I hope she didn't get lost.\She isn't answering her phone.\I'm sorry. This is 100 my fault.\I butted in on your private time. response:	No, I'm to blame.
context: Mr. Saigo doesn't have his dog with him here in Kagoshima.\Oh, you!\Isn't that Takanashi?\Where did she go? I hope she didn't get lost.\She isn't answering her phone.\I'm sorry. This is 100 my fault.\I butted in on your private time.\No, I'm to blame. response:	I was so wrapped up in the bag hunt,
context: Oh, you!\Isn't that Takanashi?\Where did she go? I hope she didn't get lost.\She isn't answering her phone.\I'm sorry. This is 100 my fault.\I butted in on your private time.\No, I'm to blame.\I was so wrapped up in the bag hunt, response:	I didn't stop to consider her feelings.
context: Isn't that Takanashi?\Where did she go? I hope she didn't get lost.\She isn't answering her phone.\I'm sorry. This is 100 my fault.\I butted in on your private time.\No, I'm to blame.\I was so wrapped up in the bag hunt,\I didn't stop to consider her feelings. response:	So I want you to head back.
context: Where did she go? I hope she didn't get lost.\She isn't answering her phone.\I'm sorry. This is 100 my fault.\I butted in on your private time.\No, I'm to blame.\I was so wrapped up in the bag hunt,\I didn't stop to consider her feelings.\So I want you to head back. response:	Prefectural Citizens Exchange Centre
context: She isn't answering her phone.\I'm sorry. This is 100 my fault.\I butted in on your private time.\No, I'm to blame.\I was so wrapped up in the bag hunt,\I didn't stop to consider her feelings.\So I want you to head back.\Prefectural Citizens Exchange Centre response:	I can't do that.
context: I'm sorry. This is 100 my fault.\I butted in on your private time.\No, I'm to blame.\I was so wrapped up in the bag hunt,\I didn't stop to consider her feelings.\So I want you to head back.\Prefectural Citizens Exchange Centre\I can't do that. response:	It's okay, really. Go.
context: I butted in on your private time.\No, I'm to blame.\I was so wrapped up in the bag hunt,\I didn't stop to consider her feelings.\So I want you to head back.\Prefectural Citizens Exchange Centre\I can't do that.\It's okay, really. Go. response:	This is your school field trip.
context: No, I'm to blame.\I was so wrapped up in the bag hunt,\I didn't stop to consider her feelings.\So I want you to head back.\Prefectural Citizens Exchange Centre\I can't do that.\It's okay, really. Go.\This is your school field trip. response:	Look, there's a bus stop right over there.
context: I was so wrapped up in the bag hunt,\I didn't stop to consider her feelings.\So I want you to head back.\Prefectural Citizens Exchange Centre\I can't do that.\It's okay, really. Go.\This is your school field trip.\Look, there's a bus stop right over there. response:	You can find your way back if you get to a station.
context: I didn't stop to consider her feelings.\So I want you to head back.\Prefectural Citizens Exchange Centre\I can't do that.\It's okay, really. Go.\This is your school field trip.\Look, there's a bus stop right over there.\You can find your way back if you get to a station. response:	But I...
context: So I want you to head back.\Prefectural Citizens Exchange Centre\I can't do that.\It's okay, really. Go.\This is your school field trip.\Look, there's a bus stop right over there.\You can find your way back if you get to a station.\But I... response:	Don't worry about it. Bye!
context: Prefectural Citizens Exchange Centre\I can't do that.\It's okay, really. Go.\This is your school field trip.\Look, there's a bus stop right over there.\You can find your way back if you get to a station.\But I...\Don't worry about it. Bye! response:	Oof.
context: I can't do that.\It's okay, really. Go.\This is your school field trip.\Look, there's a bus stop right over there.\You can find your way back if you get to a station.\But I...\Don't worry about it. Bye!\Oof. response:	You need to lose some weight.
context: It's okay, really. Go.\This is your school field trip.\Look, there's a bus stop right over there.\You can find your way back if you get to a station.\But I...\Don't worry about it. Bye!\Oof.\You need to lose some weight. response:	Coming!
context: This is your school field trip.\Look, there's a bus stop right over there.\You can find your way back if you get to a station.\But I...\Don't worry about it. Bye!\Oof.\You need to lose some weight.\Coming! response:	Hello, Togashi residence.
context: Look, there's a bus stop right over there.\You can find your way back if you get to a station.\But I...\Don't worry about it. Bye!\Oof.\You need to lose some weight.\Coming!\Hello, Togashi residence. response:	It's Shichimiya.
context: You can find your way back if you get to a station.\But I...\Don't worry about it. Bye!\Oof.\You need to lose some weight.\Coming!\Hello, Togashi residence.\It's Shichimiya. response:	Is that you, Satone?
context: But I...\Don't worry about it. Bye!\Oof.\You need to lose some weight.\Coming!\Hello, Togashi residence.\It's Shichimiya.\Is that you, Satone? response:	Sorry, but I need info quick, if you have it.
context: Don't worry about it. Bye!\Oof.\You need to lose some weight.\Coming!\Hello, Togashi residence.\It's Shichimiya.\Is that you, Satone?\Sorry, but I need info quick, if you have it. response:	Bus Stop
context: Oof.\You need to lose some weight.\Coming!\Hello, Togashi residence.\It's Shichimiya.\Is that you, Satone?\Sorry, but I need info quick, if you have it.\Bus Stop response:	Uh-huh. Uh-huh.
context: You need to lose some weight.\Coming!\Hello, Togashi residence.\It's Shichimiya.\Is that you, Satone?\Sorry, but I need info quick, if you have it.\Bus Stop\Uh-huh. Uh-huh. response:	Okay, thanks.
context: Coming!\Hello, Togashi residence.\It's Shichimiya.\Is that you, Satone?\Sorry, but I need info quick, if you have it.\Bus Stop\Uh-huh. Uh-huh.\Okay, thanks. response:	So Shichimiya and Togashi were with you?
context: Hello, Togashi residence.\It's Shichimiya.\Is that you, Satone?\Sorry, but I need info quick, if you have it.\Bus Stop\Uh-huh. Uh-huh.\Okay, thanks.\So Shichimiya and Togashi were with you? response:	Yeah.
context: It's Shichimiya.\Is that you, Satone?\Sorry, but I need info quick, if you have it.\Bus Stop\Uh-huh. Uh-huh.\Okay, thanks.\So Shichimiya and Togashi were with you?\Yeah. response:	How did that happen?
context: Is that you, Satone?\Sorry, but I need info quick, if you have it.\Bus Stop\Uh-huh. Uh-huh.\Okay, thanks.\So Shichimiya and Togashi were with you?\Yeah.\How did that happen? response:	That means they were goofing around together and neglecting you, right?
context: Sorry, but I need info quick, if you have it.\Bus Stop\Uh-huh. Uh-huh.\Okay, thanks.\So Shichimiya and Togashi were with you?\Yeah.\How did that happen?\That means they were goofing around together and neglecting you, right? response:	No.
context: Bus Stop\Uh-huh. Uh-huh.\Okay, thanks.\So Shichimiya and Togashi were with you?\Yeah.\How did that happen?\That means they were goofing around together and neglecting you, right?\No. response:	But you were all alone.
context: Uh-huh. Uh-huh.\Okay, thanks.\So Shichimiya and Togashi were with you?\Yeah.\How did that happen?\That means they were goofing around together and neglecting you, right?\No.\But you were all alone. response:	I was alone because I broke away.
context: Okay, thanks.\So Shichimiya and Togashi were with you?\Yeah.\How did that happen?\That means they were goofing around together and neglecting you, right?\No.\But you were all alone.\I was alone because I broke away. response:	What the heck is Togashi doing?
context: So Shichimiya and Togashi were with you?\Yeah.\How did that happen?\That means they were goofing around together and neglecting you, right?\No.\But you were all alone.\I was alone because I broke away.\What the heck is Togashi doing? response:	Received Mail
context: Yeah.\How did that happen?\That means they were goofing around together and neglecting you, right?\No.\But you were all alone.\I was alone because I broke away.\What the heck is Togashi doing?\Received Mail response:	RECEIVED MAIL IT'S SOPHIA
context: How did that happen?\That means they were goofing around together and neglecting you, right?\No.\But you were all alone.\I was alone because I broke away.\What the heck is Togashi doing?\Received Mail\RECEIVED MAIL IT'S SOPHIA response:	Map.
context: That means they were goofing around together and neglecting you, right?\No.\But you were all alone.\I was alone because I broke away.\What the heck is Togashi doing?\Received Mail\RECEIVED MAIL IT'S SOPHIA\Map. response:	What?
context: No.\But you were all alone.\I was alone because I broke away.\What the heck is Togashi doing?\Received Mail\RECEIVED MAIL IT'S SOPHIA\Map.\What? response:	Got a map?
context: But you were all alone.\I was alone because I broke away.\What the heck is Togashi doing?\Received Mail\RECEIVED MAIL IT'S SOPHIA\Map.\What?\Got a map? response:	Huh? You ran into Rikka?
context: I was alone because I broke away.\What the heck is Togashi doing?\Received Mail\RECEIVED MAIL IT'S SOPHIA\Map.\What?\Got a map?\Huh? You ran into Rikka? response:	Togashi, what are you doing?!
context: What the heck is Togashi doing?\Received Mail\RECEIVED MAIL IT'S SOPHIA\Map.\What?\Got a map?\Huh? You ran into Rikka?\Togashi, what are you doing?! response:	Surely you know that paying attention to Shichimiya
context: Received Mail\RECEIVED MAIL IT'S SOPHIA\Map.\What?\Got a map?\Huh? You ran into Rikka?\Togashi, what are you doing?!\Surely you know that paying attention to Shichimiya response:	while you're spending time alone with Rikka will upset her.
context: RECEIVED MAIL IT'S SOPHIA\Map.\What?\Got a map?\Huh? You ran into Rikka?\Togashi, what are you doing?!\Surely you know that paying attention to Shichimiya\while you're spending time alone with Rikka will upset her. response:	You're right. Do you know where she went?
context: Map.\What?\Got a map?\Huh? You ran into Rikka?\Togashi, what are you doing?!\Surely you know that paying attention to Shichimiya\while you're spending time alone with Rikka will upset her.\You're right. Do you know where she went? response:	She glanced at a map and dashed off.
context: What?\Got a map?\Huh? You ran into Rikka?\Togashi, what are you doing?!\Surely you know that paying attention to Shichimiya\while you're spending time alone with Rikka will upset her.\You're right. Do you know where she went?\She glanced at a map and dashed off. response:	I see. It's okay, I'll take care of it. Bye.
context: Got a map?\Huh? You ran into Rikka?\Togashi, what are you doing?!\Surely you know that paying attention to Shichimiya\while you're spending time alone with Rikka will upset her.\You're right. Do you know where she went?\She glanced at a map and dashed off.\I see. It's okay, I'll take care of it. Bye. response:	Again? Kuzuha?
context: Huh? You ran into Rikka?\Togashi, what are you doing?!\Surely you know that paying attention to Shichimiya\while you're spending time alone with Rikka will upset her.\You're right. Do you know where she went?\She glanced at a map and dashed off.\I see. It's okay, I'll take care of it. Bye.\Again? Kuzuha? response:	Incoming Call Home
context: Togashi, what are you doing?!\Surely you know that paying attention to Shichimiya\while you're spending time alone with Rikka will upset her.\You're right. Do you know where she went?\She glanced at a map and dashed off.\I see. It's okay, I'll take care of it. Bye.\Again? Kuzuha?\Incoming Call Home response:	Hello?
context: Surely you know that paying attention to Shichimiya\while you're spending time alone with Rikka will upset her.\You're right. Do you know where she went?\She glanced at a map and dashed off.\I see. It's okay, I'll take care of it. Bye.\Again? Kuzuha?\Incoming Call Home\Hello? response:	Big Brother, what are you doing?!
context: while you're spending time alone with Rikka will upset her.\You're right. Do you know where she went?\She glanced at a map and dashed off.\I see. It's okay, I'll take care of it. Bye.\Again? Kuzuha?\Incoming Call Home\Hello?\Big Brother, what are you doing?! response:	Not again.
context: You're right. Do you know where she went?\She glanced at a map and dashed off.\I see. It's okay, I'll take care of it. Bye.\Again? Kuzuha?\Incoming Call Home\Hello?\Big Brother, what are you doing?!\Not again. response:	Sorry for making you come all this way.
context: She glanced at a map and dashed off.\I see. It's okay, I'll take care of it. Bye.\Again? Kuzuha?\Incoming Call Home\Hello?\Big Brother, what are you doing?!\Not again.\Sorry for making you come all this way. response:	Relax, I came alone.
context: I see. It's okay, I'll take care of it. Bye.\Again? Kuzuha?\Incoming Call Home\Hello?\Big Brother, what are you doing?!\Not again.\Sorry for making you come all this way.\Relax, I came alone. response:	No one will get in our way.
context: Again? Kuzuha?\Incoming Call Home\Hello?\Big Brother, what are you doing?!\Not again.\Sorry for making you come all this way.\Relax, I came alone.\No one will get in our way. response:	I see.
context: Incoming Call Home\Hello?\Big Brother, what are you doing?!\Not again.\Sorry for making you come all this way.\Relax, I came alone.\No one will get in our way.\I see. response:	I will give you fair warning. Wicked Lord Shingan is all powerful.
context: Hello?\Big Brother, what are you doing?!\Not again.\Sorry for making you come all this way.\Relax, I came alone.\No one will get in our way.\I see.\I will give you fair warning. Wicked Lord Shingan is all powerful. response:	Even the most supreme level of light's magical power cannot defeat him.
context: Big Brother, what are you doing?!\Not again.\Sorry for making you come all this way.\Relax, I came alone.\No one will get in our way.\I see.\I will give you fair warning. Wicked Lord Shingan is all powerful.\Even the most supreme level of light's magical power cannot defeat him. response:	Quit while you still can.
context: Not again.\Sorry for making you come all this way.\Relax, I came alone.\No one will get in our way.\I see.\I will give you fair warning. Wicked Lord Shingan is all powerful.\Even the most supreme level of light's magical power cannot defeat him.\Quit while you still can. response:	Huh?
