context: As a child, I thought response:	your mother is just your mother.
context: With all I've been through,\I thought I had become more cautious towards men.\But nothing's changed since that summer back when I was seventeen.\If only I could remain high on this moment of happiness,\I wouldn't even care about tomorrow.\What's this?\Awesome!\It's huge! There are two rooms! response:	So pretty! It's like a castle.
context: I thought I had become more cautious towards men.\But nothing's changed since that summer back when I was seventeen.\If only I could remain high on this moment of happiness,\I wouldn't even care about tomorrow.\What's this?\Awesome!\It's huge! There are two rooms!\So pretty! It's like a castle. response:	Would this happen to be...
context: But nothing's changed since that summer back when I was seventeen.\If only I could remain high on this moment of happiness,\I wouldn't even care about tomorrow.\What's this?\Awesome!\It's huge! There are two rooms!\So pretty! It's like a castle.\Would this happen to be... response:	A suite room?
context: If only I could remain high on this moment of happiness,\I wouldn't even care about tomorrow.\What's this?\Awesome!\It's huge! There are two rooms!\So pretty! It's like a castle.\Would this happen to be...\A suite room? response:	Do you like it?
context: I wouldn't even care about tomorrow.\What's this?\Awesome!\It's huge! There are two rooms!\So pretty! It's like a castle.\Would this happen to be...\A suite room?\Do you like it? response:	Right now, I'm so happy I could just die.
context: What's this?\Awesome!\It's huge! There are two rooms!\So pretty! It's like a castle.\Would this happen to be...\A suite room?\Do you like it?\Right now, I'm so happy I could just die. response:	If I could die here, I'd die a happy woman.
context: Awesome!\It's huge! There are two rooms!\So pretty! It's like a castle.\Would this happen to be...\A suite room?\Do you like it?\Right now, I'm so happy I could just die.\If I could die here, I'd die a happy woman. response:	If you must die, do it in bed.
context: It's huge! There are two rooms!\So pretty! It's like a castle.\Would this happen to be...\A suite room?\Do you like it?\Right now, I'm so happy I could just die.\If I could die here, I'd die a happy woman.\If you must die, do it in bed. response:	But before that let's get something to eat.
context: So pretty! It's like a castle.\Would this happen to be...\A suite room?\Do you like it?\Right now, I'm so happy I could just die.\If I could die here, I'd die a happy woman.\If you must die, do it in bed.\But before that let's get something to eat. response:	Choose anything you like.
context: Would this happen to be...\A suite room?\Do you like it?\Right now, I'm so happy I could just die.\If I could die here, I'd die a happy woman.\If you must die, do it in bed.\But before that let's get something to eat.\Choose anything you like. response:	Huh? Are you suggesting that we eat in the room?
context: A suite room?\Do you like it?\Right now, I'm so happy I could just die.\If I could die here, I'd die a happy woman.\If you must die, do it in bed.\But before that let's get something to eat.\Choose anything you like.\Huh? Are you suggesting that we eat in the room? response:	Oh, if you prefer not to, we can dine out.
context: Do you like it?\Right now, I'm so happy I could just die.\If I could die here, I'd die a happy woman.\If you must die, do it in bed.\But before that let's get something to eat.\Choose anything you like.\Huh? Are you suggesting that we eat in the room?\Oh, if you prefer not to, we can dine out. response:	No, I've dreamed of ordering room service in a hotel!
context: Right now, I'm so happy I could just die.\If I could die here, I'd die a happy woman.\If you must die, do it in bed.\But before that let's get something to eat.\Choose anything you like.\Huh? Are you suggesting that we eat in the room?\Oh, if you prefer not to, we can dine out.\No, I've dreamed of ordering room service in a hotel! response:	Their specialty is duck.
context: If I could die here, I'd die a happy woman.\If you must die, do it in bed.\But before that let's get something to eat.\Choose anything you like.\Huh? Are you suggesting that we eat in the room?\Oh, if you prefer not to, we can dine out.\No, I've dreamed of ordering room service in a hotel!\Their specialty is duck. response:	Duck? I've never had duck.
context: If you must die, do it in bed.\But before that let's get something to eat.\Choose anything you like.\Huh? Are you suggesting that we eat in the room?\Oh, if you prefer not to, we can dine out.\No, I've dreamed of ordering room service in a hotel!\Their specialty is duck.\Duck? I've never had duck. response:	Really? Never? It's great. Then how about foie gras?
context: But before that let's get something to eat.\Choose anything you like.\Huh? Are you suggesting that we eat in the room?\Oh, if you prefer not to, we can dine out.\No, I've dreamed of ordering room service in a hotel!\Their specialty is duck.\Duck? I've never had duck.\Really? Never? It's great. Then how about foie gras? response:	I've totally never had foie gras.
context: Choose anything you like.\Huh? Are you suggesting that we eat in the room?\Oh, if you prefer not to, we can dine out.\No, I've dreamed of ordering room service in a hotel!\Their specialty is duck.\Duck? I've never had duck.\Really? Never? It's great. Then how about foie gras?\I've totally never had foie gras. response:	Then should we get some caviar too?
context: Huh? Are you suggesting that we eat in the room?\Oh, if you prefer not to, we can dine out.\No, I've dreamed of ordering room service in a hotel!\Their specialty is duck.\Duck? I've never had duck.\Really? Never? It's great. Then how about foie gras?\I've totally never had foie gras.\Then should we get some caviar too? response:	Yay!
context: Oh, if you prefer not to, we can dine out.\No, I've dreamed of ordering room service in a hotel!\Their specialty is duck.\Duck? I've never had duck.\Really? Never? It's great. Then how about foie gras?\I've totally never had foie gras.\Then should we get some caviar too?\Yay! response:	Why not take a shower and relax until the food arrives?
context: No, I've dreamed of ordering room service in a hotel!\Their specialty is duck.\Duck? I've never had duck.\Really? Never? It's great. Then how about foie gras?\I've totally never had foie gras.\Then should we get some caviar too?\Yay!\Why not take a shower and relax until the food arrives? response:	There's a bathrobe, so use that.
context: Their specialty is duck.\Duck? I've never had duck.\Really? Never? It's great. Then how about foie gras?\I've totally never had foie gras.\Then should we get some caviar too?\Yay!\Why not take a shower and relax until the food arrives?\There's a bathrobe, so use that. response:	Yes. A bathrobe?
context: Duck? I've never had duck.\Really? Never? It's great. Then how about foie gras?\I've totally never had foie gras.\Then should we get some caviar too?\Yay!\Why not take a shower and relax until the food arrives?\There's a bathrobe, so use that.\Yes. A bathrobe? response:	He knows this place like it were his own castle.
context: Really? Never? It's great. Then how about foie gras?\I've totally never had foie gras.\Then should we get some caviar too?\Yay!\Why not take a shower and relax until the food arrives?\There's a bathrobe, so use that.\Yes. A bathrobe?\He knows this place like it were his own castle. response:	These are brand name cosmetics. I wonder if I can take them home.
context: I've totally never had foie gras.\Then should we get some caviar too?\Yay!\Why not take a shower and relax until the food arrives?\There's a bathrobe, so use that.\Yes. A bathrobe?\He knows this place like it were his own castle.\These are brand name cosmetics. I wonder if I can take them home. response:	I'm sure tons of foolish girls like me approach Takumi,
context: Then should we get some caviar too?\Yay!\Why not take a shower and relax until the food arrives?\There's a bathrobe, so use that.\Yes. A bathrobe?\He knows this place like it were his own castle.\These are brand name cosmetics. I wonder if I can take them home.\I'm sure tons of foolish girls like me approach Takumi, response:	and I'm no more than one of the many.
context: Yay!\Why not take a shower and relax until the food arrives?\There's a bathrobe, so use that.\Yes. A bathrobe?\He knows this place like it were his own castle.\These are brand name cosmetics. I wonder if I can take them home.\I'm sure tons of foolish girls like me approach Takumi,\and I'm no more than one of the many. response:	But if I'm here, well aware of that, there should be nothing wrong
context: Why not take a shower and relax until the food arrives?\There's a bathrobe, so use that.\Yes. A bathrobe?\He knows this place like it were his own castle.\These are brand name cosmetics. I wonder if I can take them home.\I'm sure tons of foolish girls like me approach Takumi,\and I'm no more than one of the many.\But if I'm here, well aware of that, there should be nothing wrong response:	with me spending one night to purposely enjoy a dream, right?
context: There's a bathrobe, so use that.\Yes. A bathrobe?\He knows this place like it were his own castle.\These are brand name cosmetics. I wonder if I can take them home.\I'm sure tons of foolish girls like me approach Takumi,\and I'm no more than one of the many.\But if I'm here, well aware of that, there should be nothing wrong\with me spending one night to purposely enjoy a dream, right? response:	Delicious!
context: Yes. A bathrobe?\He knows this place like it were his own castle.\These are brand name cosmetics. I wonder if I can take them home.\I'm sure tons of foolish girls like me approach Takumi,\and I'm no more than one of the many.\But if I'm here, well aware of that, there should be nothing wrong\with me spending one night to purposely enjoy a dream, right?\Delicious! response:	Isn't it? But to me, that food you prepared
context: He knows this place like it were his own castle.\These are brand name cosmetics. I wonder if I can take them home.\I'm sure tons of foolish girls like me approach Takumi,\and I'm no more than one of the many.\But if I'm here, well aware of that, there should be nothing wrong\with me spending one night to purposely enjoy a dream, right?\Delicious!\Isn't it? But to me, that food you prepared response:	was better than this, Nana.
context: These are brand name cosmetics. I wonder if I can take them home.\I'm sure tons of foolish girls like me approach Takumi,\and I'm no more than one of the many.\But if I'm here, well aware of that, there should be nothing wrong\with me spending one night to purposely enjoy a dream, right?\Delicious!\Isn't it? But to me, that food you prepared\was better than this, Nana. response:	That's impossible.
context: I'm sure tons of foolish girls like me approach Takumi,\and I'm no more than one of the many.\But if I'm here, well aware of that, there should be nothing wrong\with me spending one night to purposely enjoy a dream, right?\Delicious!\Isn't it? But to me, that food you prepared\was better than this, Nana.\That's impossible. response:	No, I'm serious. While on tour, we always eat out
context: and I'm no more than one of the many.\But if I'm here, well aware of that, there should be nothing wrong\with me spending one night to purposely enjoy a dream, right?\Delicious!\Isn't it? But to me, that food you prepared\was better than this, Nana.\That's impossible.\No, I'm serious. While on tour, we always eat out response:	and I get sick and tired of it.
context: But if I'm here, well aware of that, there should be nothing wrong\with me spending one night to purposely enjoy a dream, right?\Delicious!\Isn't it? But to me, that food you prepared\was better than this, Nana.\That's impossible.\No, I'm serious. While on tour, we always eat out\and I get sick and tired of it. response:	By the way, you're back on your tour starting tomorrow, right?
context: with me spending one night to purposely enjoy a dream, right?\Delicious!\Isn't it? But to me, that food you prepared\was better than this, Nana.\That's impossible.\No, I'm serious. While on tour, we always eat out\and I get sick and tired of it.\By the way, you're back on your tour starting tomorrow, right? response:	Are you okay for time?
context: Delicious!\Isn't it? But to me, that food you prepared\was better than this, Nana.\That's impossible.\No, I'm serious. While on tour, we always eat out\and I get sick and tired of it.\By the way, you're back on your tour starting tomorrow, right?\Are you okay for time? response:	Not a problem.
context: Isn't it? But to me, that food you prepared\was better than this, Nana.\That's impossible.\No, I'm serious. While on tour, we always eat out\and I get sick and tired of it.\By the way, you're back on your tour starting tomorrow, right?\Are you okay for time?\Not a problem. response:	We leave early in the morning so I hafta leave during the evening,
context: was better than this, Nana.\That's impossible.\No, I'm serious. While on tour, we always eat out\and I get sick and tired of it.\By the way, you're back on your tour starting tomorrow, right?\Are you okay for time?\Not a problem.\We leave early in the morning so I hafta leave during the evening, response:	but you can take it easy and spend the night here, Nana.
context: That's impossible.\No, I'm serious. While on tour, we always eat out\and I get sick and tired of it.\By the way, you're back on your tour starting tomorrow, right?\Are you okay for time?\Not a problem.\We leave early in the morning so I hafta leave during the evening,\but you can take it easy and spend the night here, Nana. response:	What? He's gonna leave?
context: No, I'm serious. While on tour, we always eat out\and I get sick and tired of it.\By the way, you're back on your tour starting tomorrow, right?\Are you okay for time?\Not a problem.\We leave early in the morning so I hafta leave during the evening,\but you can take it easy and spend the night here, Nana.\What? He's gonna leave? response:	Come on, don't make such a sad face. It'll make it hard for me to go.
context: and I get sick and tired of it.\By the way, you're back on your tour starting tomorrow, right?\Are you okay for time?\Not a problem.\We leave early in the morning so I hafta leave during the evening,\but you can take it easy and spend the night here, Nana.\What? He's gonna leave?\Come on, don't make such a sad face. It'll make it hard for me to go. response:	Oh, no, I'm sorry. That'll be fine.
context: By the way, you're back on your tour starting tomorrow, right?\Are you okay for time?\Not a problem.\We leave early in the morning so I hafta leave during the evening,\but you can take it easy and spend the night here, Nana.\What? He's gonna leave?\Come on, don't make such a sad face. It'll make it hard for me to go.\Oh, no, I'm sorry. That'll be fine. response:	I don't mind. I'm not thinking of anything as dreamy
context: Are you okay for time?\Not a problem.\We leave early in the morning so I hafta leave during the evening,\but you can take it easy and spend the night here, Nana.\What? He's gonna leave?\Come on, don't make such a sad face. It'll make it hard for me to go.\Oh, no, I'm sorry. That'll be fine.\I don't mind. I'm not thinking of anything as dreamy response:	as keeping you here with me until the morning.
context: Not a problem.\We leave early in the morning so I hafta leave during the evening,\but you can take it easy and spend the night here, Nana.\What? He's gonna leave?\Come on, don't make such a sad face. It'll make it hard for me to go.\Oh, no, I'm sorry. That'll be fine.\I don't mind. I'm not thinking of anything as dreamy\as keeping you here with me until the morning. response:	Once the tour is over...
context: We leave early in the morning so I hafta leave during the evening,\but you can take it easy and spend the night here, Nana.\What? He's gonna leave?\Come on, don't make such a sad face. It'll make it hard for me to go.\Oh, no, I'm sorry. That'll be fine.\I don't mind. I'm not thinking of anything as dreamy\as keeping you here with me until the morning.\Once the tour is over... response:	I'll come directly to see you.
context: but you can take it easy and spend the night here, Nana.\What? He's gonna leave?\Come on, don't make such a sad face. It'll make it hard for me to go.\Oh, no, I'm sorry. That'll be fine.\I don't mind. I'm not thinking of anything as dreamy\as keeping you here with me until the morning.\Once the tour is over...\I'll come directly to see you. response:	When I do, would you mind cooking for me again?
context: What? He's gonna leave?\Come on, don't make such a sad face. It'll make it hard for me to go.\Oh, no, I'm sorry. That'll be fine.\I don't mind. I'm not thinking of anything as dreamy\as keeping you here with me until the morning.\Once the tour is over...\I'll come directly to see you.\When I do, would you mind cooking for me again? response:	I mustn't take him seriously.
context: Come on, don't make such a sad face. It'll make it hard for me to go.\Oh, no, I'm sorry. That'll be fine.\I don't mind. I'm not thinking of anything as dreamy\as keeping you here with me until the morning.\Once the tour is over...\I'll come directly to see you.\When I do, would you mind cooking for me again?\I mustn't take him seriously. response:	It's okay. I'm not that stupid.
context: Oh, no, I'm sorry. That'll be fine.\I don't mind. I'm not thinking of anything as dreamy\as keeping you here with me until the morning.\Once the tour is over...\I'll come directly to see you.\When I do, would you mind cooking for me again?\I mustn't take him seriously.\It's okay. I'm not that stupid. response:	I guess I am different from when I was seventeen.
context: I don't mind. I'm not thinking of anything as dreamy\as keeping you here with me until the morning.\Once the tour is over...\I'll come directly to see you.\When I do, would you mind cooking for me again?\I mustn't take him seriously.\It's okay. I'm not that stupid.\I guess I am different from when I was seventeen. response:	Thank you for the meal.
context: as keeping you here with me until the morning.\Once the tour is over...\I'll come directly to see you.\When I do, would you mind cooking for me again?\I mustn't take him seriously.\It's okay. I'm not that stupid.\I guess I am different from when I was seventeen.\Thank you for the meal. response:	Then I'll go take a quick shower.
context: Once the tour is over...\I'll come directly to see you.\When I do, would you mind cooking for me again?\I mustn't take him seriously.\It's okay. I'm not that stupid.\I guess I am different from when I was seventeen.\Thank you for the meal.\Then I'll go take a quick shower. response:	You can warm up and wait for me.
context: I'll come directly to see you.\When I do, would you mind cooking for me again?\I mustn't take him seriously.\It's okay. I'm not that stupid.\I guess I am different from when I was seventeen.\Thank you for the meal.\Then I'll go take a quick shower.\You can warm up and wait for me. response:	You are really impatient, Takumi.
context: When I do, would you mind cooking for me again?\I mustn't take him seriously.\It's okay. I'm not that stupid.\I guess I am different from when I was seventeen.\Thank you for the meal.\Then I'll go take a quick shower.\You can warm up and wait for me.\You are really impatient, Takumi. response:	I'm not thinking of quickly running home
context: I mustn't take him seriously.\It's okay. I'm not that stupid.\I guess I am different from when I was seventeen.\Thank you for the meal.\Then I'll go take a quick shower.\You can warm up and wait for me.\You are really impatient, Takumi.\I'm not thinking of quickly running home response:	after eating all that I can. So take your time.
context: It's okay. I'm not that stupid.\I guess I am different from when I was seventeen.\Thank you for the meal.\Then I'll go take a quick shower.\You can warm up and wait for me.\You are really impatient, Takumi.\I'm not thinking of quickly running home\after eating all that I can. So take your time. response:	But I can't help but wonder
context: I guess I am different from when I was seventeen.\Thank you for the meal.\Then I'll go take a quick shower.\You can warm up and wait for me.\You are really impatient, Takumi.\I'm not thinking of quickly running home\after eating all that I can. So take your time.\But I can't help but wonder response:	how many women Takumi's slept with, using this method.
context: Thank you for the meal.\Then I'll go take a quick shower.\You can warm up and wait for me.\You are really impatient, Takumi.\I'm not thinking of quickly running home\after eating all that I can. So take your time.\But I can't help but wonder\how many women Takumi's slept with, using this method. response:	Is he really satisfied with commoners like me
context: Then I'll go take a quick shower.\You can warm up and wait for me.\You are really impatient, Takumi.\I'm not thinking of quickly running home\after eating all that I can. So take your time.\But I can't help but wonder\how many women Takumi's slept with, using this method.\Is he really satisfied with commoners like me response:	who have little money and no skills?
context: You can warm up and wait for me.\You are really impatient, Takumi.\I'm not thinking of quickly running home\after eating all that I can. So take your time.\But I can't help but wonder\how many women Takumi's slept with, using this method.\Is he really satisfied with commoners like me\who have little money and no skills? response:	I've gotta warm up. Gotta warm up.
context: You are really impatient, Takumi.\I'm not thinking of quickly running home\after eating all that I can. So take your time.\But I can't help but wonder\how many women Takumi's slept with, using this method.\Is he really satisfied with commoners like me\who have little money and no skills?\I've gotta warm up. Gotta warm up. response:	The phone. Should I turn the power off?
context: I'm not thinking of quickly running home\after eating all that I can. So take your time.\But I can't help but wonder\how many women Takumi's slept with, using this method.\Is he really satisfied with commoners like me\who have little money and no skills?\I've gotta warm up. Gotta warm up.\The phone. Should I turn the power off? response:	090... who is it?
context: after eating all that I can. So take your time.\But I can't help but wonder\how many women Takumi's slept with, using this method.\Is he really satisfied with commoners like me\who have little money and no skills?\I've gotta warm up. Gotta warm up.\The phone. Should I turn the power off?\090... who is it? response:	Hello.
context: But I can't help but wonder\how many women Takumi's slept with, using this method.\Is he really satisfied with commoners like me\who have little money and no skills?\I've gotta warm up. Gotta warm up.\The phone. Should I turn the power off?\090... who is it?\Hello. response:	Hachiko!
context: how many women Takumi's slept with, using this method.\Is he really satisfied with commoners like me\who have little money and no skills?\I've gotta warm up. Gotta warm up.\The phone. Should I turn the power off?\090... who is it?\Hello.\Hachiko! response:	You're late, so I'm getting worried.
context: Is he really satisfied with commoners like me\who have little money and no skills?\I've gotta warm up. Gotta warm up.\The phone. Should I turn the power off?\090... who is it?\Hello.\Hachiko!\You're late, so I'm getting worried. response:	Where are you wandering at this hour?
context: who have little money and no skills?\I've gotta warm up. Gotta warm up.\The phone. Should I turn the power off?\090... who is it?\Hello.\Hachiko!\You're late, so I'm getting worried.\Where are you wandering at this hour? response:	Nana? Huh? Whose phone are you calling from?
context: I've gotta warm up. Gotta warm up.\The phone. Should I turn the power off?\090... who is it?\Hello.\Hachiko!\You're late, so I'm getting worried.\Where are you wandering at this hour?\Nana? Huh? Whose phone are you calling from? response:	Mine.
context: The phone. Should I turn the power off?\090... who is it?\Hello.\Hachiko!\You're late, so I'm getting worried.\Where are you wandering at this hour?\Nana? Huh? Whose phone are you calling from?\Mine. response:	So you bought a cell phone.
context: 090... who is it?\Hello.\Hachiko!\You're late, so I'm getting worried.\Where are you wandering at this hour?\Nana? Huh? Whose phone are you calling from?\Mine.\So you bought a cell phone. response:	Well, Ren bought me one. He insisted I carry one.
context: Hello.\Hachiko!\You're late, so I'm getting worried.\Where are you wandering at this hour?\Nana? Huh? Whose phone are you calling from?\Mine.\So you bought a cell phone.\Well, Ren bought me one. He insisted I carry one. response:	Is that so? That's great.
context: Hachiko!\You're late, so I'm getting worried.\Where are you wandering at this hour?\Nana? Huh? Whose phone are you calling from?\Mine.\So you bought a cell phone.\Well, Ren bought me one. He insisted I carry one.\Is that so? That's great. response:	But I don't understand how to use it. Like how to email.
context: You're late, so I'm getting worried.\Where are you wandering at this hour?\Nana? Huh? Whose phone are you calling from?\Mine.\So you bought a cell phone.\Well, Ren bought me one. He insisted I carry one.\Is that so? That's great.\But I don't understand how to use it. Like how to email. response:	Doesn't it have a manual?
context: Where are you wandering at this hour?\Nana? Huh? Whose phone are you calling from?\Mine.\So you bought a cell phone.\Well, Ren bought me one. He insisted I carry one.\Is that so? That's great.\But I don't understand how to use it. Like how to email.\Doesn't it have a manual? response:	It's thick, so I don't wanna read it.
context: Nana? Huh? Whose phone are you calling from?\Mine.\So you bought a cell phone.\Well, Ren bought me one. He insisted I carry one.\Is that so? That's great.\But I don't understand how to use it. Like how to email.\Doesn't it have a manual?\It's thick, so I don't wanna read it. response:	I thought I'd have you teach me when you got home,
context: Mine.\So you bought a cell phone.\Well, Ren bought me one. He insisted I carry one.\Is that so? That's great.\But I don't understand how to use it. Like how to email.\Doesn't it have a manual?\It's thick, so I don't wanna read it.\I thought I'd have you teach me when you got home, response:	so I've been waiting.
context: So you bought a cell phone.\Well, Ren bought me one. He insisted I carry one.\Is that so? That's great.\But I don't understand how to use it. Like how to email.\Doesn't it have a manual?\It's thick, so I don't wanna read it.\I thought I'd have you teach me when you got home,\so I've been waiting. response:	But unless yours is the same model as mine,
context: Well, Ren bought me one. He insisted I carry one.\Is that so? That's great.\But I don't understand how to use it. Like how to email.\Doesn't it have a manual?\It's thick, so I don't wanna read it.\I thought I'd have you teach me when you got home,\so I've been waiting.\But unless yours is the same model as mine, response:	the functions are gonna be different.
context: Is that so? That's great.\But I don't understand how to use it. Like how to email.\Doesn't it have a manual?\It's thick, so I don't wanna read it.\I thought I'd have you teach me when you got home,\so I've been waiting.\But unless yours is the same model as mine,\the functions are gonna be different. response:	Is that so?
context: But I don't understand how to use it. Like how to email.\Doesn't it have a manual?\It's thick, so I don't wanna read it.\I thought I'd have you teach me when you got home,\so I've been waiting.\But unless yours is the same model as mine,\the functions are gonna be different.\Is that so? response:	Then hurry home, read the manual and teach me how to use it.
context: Doesn't it have a manual?\It's thick, so I don't wanna read it.\I thought I'd have you teach me when you got home,\so I've been waiting.\But unless yours is the same model as mine,\the functions are gonna be different.\Is that so?\Then hurry home, read the manual and teach me how to use it. response:	What about Ren? Have Ren teach you.
context: It's thick, so I don't wanna read it.\I thought I'd have you teach me when you got home,\so I've been waiting.\But unless yours is the same model as mine,\the functions are gonna be different.\Is that so?\Then hurry home, read the manual and teach me how to use it.\What about Ren? Have Ren teach you. response:	The person who bought that for you should be responsible.
context: I thought I'd have you teach me when you got home,\so I've been waiting.\But unless yours is the same model as mine,\the functions are gonna be different.\Is that so?\Then hurry home, read the manual and teach me how to use it.\What about Ren? Have Ren teach you.\The person who bought that for you should be responsible. response:	Ren left a short while ago.
context: so I've been waiting.\But unless yours is the same model as mine,\the functions are gonna be different.\Is that so?\Then hurry home, read the manual and teach me how to use it.\What about Ren? Have Ren teach you.\The person who bought that for you should be responsible.\Ren left a short while ago. response:	Of course. He has to leave early tomorrow morning.
context: But unless yours is the same model as mine,\the functions are gonna be different.\Is that so?\Then hurry home, read the manual and teach me how to use it.\What about Ren? Have Ren teach you.\The person who bought that for you should be responsible.\Ren left a short while ago.\Of course. He has to leave early tomorrow morning. response:	I'm surprised you know that.
context: the functions are gonna be different.\Is that so?\Then hurry home, read the manual and teach me how to use it.\What about Ren? Have Ren teach you.\The person who bought that for you should be responsible.\Ren left a short while ago.\Of course. He has to leave early tomorrow morning.\I'm surprised you know that. response:	B-Because Ren said so yesterday!
context: Is that so?\Then hurry home, read the manual and teach me how to use it.\What about Ren? Have Ren teach you.\The person who bought that for you should be responsible.\Ren left a short while ago.\Of course. He has to leave early tomorrow morning.\I'm surprised you know that.\B-Because Ren said so yesterday! response:	Yeah?
context: Then hurry home, read the manual and teach me how to use it.\What about Ren? Have Ren teach you.\The person who bought that for you should be responsible.\Ren left a short while ago.\Of course. He has to leave early tomorrow morning.\I'm surprised you know that.\B-Because Ren said so yesterday!\Yeah? response:	Mhm! He totally did!
context: What about Ren? Have Ren teach you.\The person who bought that for you should be responsible.\Ren left a short while ago.\Of course. He has to leave early tomorrow morning.\I'm surprised you know that.\B-Because Ren said so yesterday!\Yeah?\Mhm! He totally did! response:	So, where are you now? When are you coming home?
context: The person who bought that for you should be responsible.\Ren left a short while ago.\Of course. He has to leave early tomorrow morning.\I'm surprised you know that.\B-Because Ren said so yesterday!\Yeah?\Mhm! He totally did!\So, where are you now? When are you coming home? response:	Well... um, sorry... maybe not today.
context: Ren left a short while ago.\Of course. He has to leave early tomorrow morning.\I'm surprised you know that.\B-Because Ren said so yesterday!\Yeah?\Mhm! He totally did!\So, where are you now? When are you coming home?\Well... um, sorry... maybe not today. response:	I'm at a friend's place, and I might stay over.
context: Of course. He has to leave early tomorrow morning.\I'm surprised you know that.\B-Because Ren said so yesterday!\Yeah?\Mhm! He totally did!\So, where are you now? When are you coming home?\Well... um, sorry... maybe not today.\I'm at a friend's place, and I might stay over. response:	Really? So there are friends who are willing to have you stay over,
context: I'm surprised you know that.\B-Because Ren said so yesterday!\Yeah?\Mhm! He totally did!\So, where are you now? When are you coming home?\Well... um, sorry... maybe not today.\I'm at a friend's place, and I might stay over.\Really? So there are friends who are willing to have you stay over, response:	knowing how troublesome you are.
context: B-Because Ren said so yesterday!\Yeah?\Mhm! He totally did!\So, where are you now? When are you coming home?\Well... um, sorry... maybe not today.\I'm at a friend's place, and I might stay over.\Really? So there are friends who are willing to have you stay over,\knowing how troublesome you are. response:	A guy?
context: Yeah?\Mhm! He totally did!\So, where are you now? When are you coming home?\Well... um, sorry... maybe not today.\I'm at a friend's place, and I might stay over.\Really? So there are friends who are willing to have you stay over,\knowing how troublesome you are.\A guy? response:	N-No! I-I'm at Jun-chan's!
context: Mhm! He totally did!\So, where are you now? When are you coming home?\Well... um, sorry... maybe not today.\I'm at a friend's place, and I might stay over.\Really? So there are friends who are willing to have you stay over,\knowing how troublesome you are.\A guy?\N-No! I-I'm at Jun-chan's! response:	I'm joking. Don't take it so seriously.
context: So, where are you now? When are you coming home?\Well... um, sorry... maybe not today.\I'm at a friend's place, and I might stay over.\Really? So there are friends who are willing to have you stay over,\knowing how troublesome you are.\A guy?\N-No! I-I'm at Jun-chan's!\I'm joking. Don't take it so seriously. response:	All right. I'll study my cell phone on my own.
context: Well... um, sorry... maybe not today.\I'm at a friend's place, and I might stay over.\Really? So there are friends who are willing to have you stay over,\knowing how troublesome you are.\A guy?\N-No! I-I'm at Jun-chan's!\I'm joking. Don't take it so seriously.\All right. I'll study my cell phone on my own. response:	Say Hi to Junko for me.
context: I'm at a friend's place, and I might stay over.\Really? So there are friends who are willing to have you stay over,\knowing how troublesome you are.\A guy?\N-No! I-I'm at Jun-chan's!\I'm joking. Don't take it so seriously.\All right. I'll study my cell phone on my own.\Say Hi to Junko for me. response:	I can't tell Nana.
context: Really? So there are friends who are willing to have you stay over,\knowing how troublesome you are.\A guy?\N-No! I-I'm at Jun-chan's!\I'm joking. Don't take it so seriously.\All right. I'll study my cell phone on my own.\Say Hi to Junko for me.\I can't tell Nana. response:	I don't want her to know.
context: knowing how troublesome you are.\A guy?\N-No! I-I'm at Jun-chan's!\I'm joking. Don't take it so seriously.\All right. I'll study my cell phone on my own.\Say Hi to Junko for me.\I can't tell Nana.\I don't want her to know. response:	If she finds out that I'm knowingly being such an easy woman,
context: A guy?\N-No! I-I'm at Jun-chan's!\I'm joking. Don't take it so seriously.\All right. I'll study my cell phone on my own.\Say Hi to Junko for me.\I can't tell Nana.\I don't want her to know.\If she finds out that I'm knowingly being such an easy woman, response:	she'll never look at me the same.
context: N-No! I-I'm at Jun-chan's!\I'm joking. Don't take it so seriously.\All right. I'll study my cell phone on my own.\Say Hi to Junko for me.\I can't tell Nana.\I don't want her to know.\If she finds out that I'm knowingly being such an easy woman,\she'll never look at me the same. response:	But you know, Nana...
context: I'm joking. Don't take it so seriously.\All right. I'll study my cell phone on my own.\Say Hi to Junko for me.\I can't tell Nana.\I don't want her to know.\If she finds out that I'm knowingly being such an easy woman,\she'll never look at me the same.\But you know, Nana... response:	The truth is, I too wanna love someone as diligently as you do.
context: All right. I'll study my cell phone on my own.\Say Hi to Junko for me.\I can't tell Nana.\I don't want her to know.\If she finds out that I'm knowingly being such an easy woman,\she'll never look at me the same.\But you know, Nana...\The truth is, I too wanna love someone as diligently as you do. response:	Like you and Ren, I too wanna have that connection with someone.
context: Say Hi to Junko for me.\I can't tell Nana.\I don't want her to know.\If she finds out that I'm knowingly being such an easy woman,\she'll never look at me the same.\But you know, Nana...\The truth is, I too wanna love someone as diligently as you do.\Like you and Ren, I too wanna have that connection with someone. response:	Hey, Nana. The truth is, I'm not at all okay.
context: I can't tell Nana.\I don't want her to know.\If she finds out that I'm knowingly being such an easy woman,\she'll never look at me the same.\But you know, Nana...\The truth is, I too wanna love someone as diligently as you do.\Like you and Ren, I too wanna have that connection with someone.\Hey, Nana. The truth is, I'm not at all okay. response:	I'd hate to be dumped by Takumi after a one night stand.
