context: Abe no Seimei. response:	An onmyoji from the Heian era.
context: It's a mid-autumn harvest moon tonight, right?\I was thinking of harvesting a mandragora.\Don't let the general affairs department find you.\If they find you using the office on a day we're closed, they'll get mad again.\What about you?\Bunkyo Ward got in touch with me.\Bunkyo Ward?\Yeah. It's a day off and they're still mad at me. response:	I'm too old for this.
context: I was thinking of harvesting a mandragora.\Don't let the general affairs department find you.\If they find you using the office on a day we're closed, they'll get mad again.\What about you?\Bunkyo Ward got in touch with me.\Bunkyo Ward?\Yeah. It's a day off and they're still mad at me.\I'm too old for this. response:	And why'd they get mad?
context: Don't let the general affairs department find you.\If they find you using the office on a day we're closed, they'll get mad again.\What about you?\Bunkyo Ward got in touch with me.\Bunkyo Ward?\Yeah. It's a day off and they're still mad at me.\I'm too old for this.\And why'd they get mad? response:	Well, you see...
context: If they find you using the office on a day we're closed, they'll get mad again.\What about you?\Bunkyo Ward got in touch with me.\Bunkyo Ward?\Yeah. It's a day off and they're still mad at me.\I'm too old for this.\And why'd they get mad?\Well, you see... response:	There's that Another following Miyako-kun around, right?
context: What about you?\Bunkyo Ward got in touch with me.\Bunkyo Ward?\Yeah. It's a day off and they're still mad at me.\I'm too old for this.\And why'd they get mad?\Well, you see...\There's that Another following Miyako-kun around, right? response:	Huehuecoyotl, right?
context: Bunkyo Ward got in touch with me.\Bunkyo Ward?\Yeah. It's a day off and they're still mad at me.\I'm too old for this.\And why'd they get mad?\Well, you see...\There's that Another following Miyako-kun around, right?\Huehuecoyotl, right? response:	The one Arata calls Kohaku?
context: Bunkyo Ward?\Yeah. It's a day off and they're still mad at me.\I'm too old for this.\And why'd they get mad?\Well, you see...\There's that Another following Miyako-kun around, right?\Huehuecoyotl, right?\The one Arata calls Kohaku? response:	Yeah.
context: Yeah. It's a day off and they're still mad at me.\I'm too old for this.\And why'd they get mad?\Well, you see...\There's that Another following Miyako-kun around, right?\Huehuecoyotl, right?\The one Arata calls Kohaku?\Yeah. response:	And supposedly, he's wandering around Bunkyo Ward.
context: I'm too old for this.\And why'd they get mad?\Well, you see...\There's that Another following Miyako-kun around, right?\Huehuecoyotl, right?\The one Arata calls Kohaku?\Yeah.\And supposedly, he's wandering around Bunkyo Ward. response:	He's got the local Anothers in an uproar, they say.
context: And why'd they get mad?\Well, you see...\There's that Another following Miyako-kun around, right?\Huehuecoyotl, right?\The one Arata calls Kohaku?\Yeah.\And supposedly, he's wandering around Bunkyo Ward.\He's got the local Anothers in an uproar, they say. response:	Of course he does!
context: Well, you see...\There's that Another following Miyako-kun around, right?\Huehuecoyotl, right?\The one Arata calls Kohaku?\Yeah.\And supposedly, he's wandering around Bunkyo Ward.\He's got the local Anothers in an uproar, they say.\Of course he does! response:	He's an Aztec god!
context: There's that Another following Miyako-kun around, right?\Huehuecoyotl, right?\The one Arata calls Kohaku?\Yeah.\And supposedly, he's wandering around Bunkyo Ward.\He's got the local Anothers in an uproar, they say.\Of course he does!\He's an Aztec god! response:	He's on a whole other level than most Anothers.
context: Huehuecoyotl, right?\The one Arata calls Kohaku?\Yeah.\And supposedly, he's wandering around Bunkyo Ward.\He's got the local Anothers in an uproar, they say.\Of course he does!\He's an Aztec god!\He's on a whole other level than most Anothers. response:	Yeah...
context: The one Arata calls Kohaku?\Yeah.\And supposedly, he's wandering around Bunkyo Ward.\He's got the local Anothers in an uproar, they say.\Of course he does!\He's an Aztec god!\He's on a whole other level than most Anothers.\Yeah... response:	And supposedly, Miyako-kun's with him.
context: Yeah.\And supposedly, he's wandering around Bunkyo Ward.\He's got the local Anothers in an uproar, they say.\Of course he does!\He's an Aztec god!\He's on a whole other level than most Anothers.\Yeah...\And supposedly, Miyako-kun's with him. response:	He seems to just be going for a walk, though.
context: And supposedly, he's wandering around Bunkyo Ward.\He's got the local Anothers in an uproar, they say.\Of course he does!\He's an Aztec god!\He's on a whole other level than most Anothers.\Yeah...\And supposedly, Miyako-kun's with him.\He seems to just be going for a walk, though. response:	What's that idiot thinking?
context: He's got the local Anothers in an uproar, they say.\Of course he does!\He's an Aztec god!\He's on a whole other level than most Anothers.\Yeah...\And supposedly, Miyako-kun's with him.\He seems to just be going for a walk, though.\What's that idiot thinking? response:	Stop him somehow!
context: Of course he does!\He's an Aztec god!\He's on a whole other level than most Anothers.\Yeah...\And supposedly, Miyako-kun's with him.\He seems to just be going for a walk, though.\What's that idiot thinking?\Stop him somehow! response:	Anyone would be surprised if the god of disaster just showed up at your doorstep!
context: He's an Aztec god!\He's on a whole other level than most Anothers.\Yeah...\And supposedly, Miyako-kun's with him.\He seems to just be going for a walk, though.\What's that idiot thinking?\Stop him somehow!\Anyone would be surprised if the god of disaster just showed up at your doorstep! response:	Sheesh!
context: He's on a whole other level than most Anothers.\Yeah...\And supposedly, Miyako-kun's with him.\He seems to just be going for a walk, though.\What's that idiot thinking?\Stop him somehow!\Anyone would be surprised if the god of disaster just showed up at your doorstep!\Sheesh! response:	Let's let it play out for a while more.
context: Yeah...\And supposedly, Miyako-kun's with him.\He seems to just be going for a walk, though.\What's that idiot thinking?\Stop him somehow!\Anyone would be surprised if the god of disaster just showed up at your doorstep!\Sheesh!\Let's let it play out for a while more. response:	It's not right to lecture a young man on his day off.
context: And supposedly, Miyako-kun's with him.\He seems to just be going for a walk, though.\What's that idiot thinking?\Stop him somehow!\Anyone would be surprised if the god of disaster just showed up at your doorstep!\Sheesh!\Let's let it play out for a while more.\It's not right to lecture a young man on his day off. response:	Yes. This is Senda with the Shinjuku Nocturnal Community Relations Division.
context: He seems to just be going for a walk, though.\What's that idiot thinking?\Stop him somehow!\Anyone would be surprised if the god of disaster just showed up at your doorstep!\Sheesh!\Let's let it play out for a while more.\It's not right to lecture a young man on his day off.\Yes. This is Senda with the Shinjuku Nocturnal Community Relations Division. response:	Oh, good talking to you the other day.
context: What's that idiot thinking?\Stop him somehow!\Anyone would be surprised if the god of disaster just showed up at your doorstep!\Sheesh!\Let's let it play out for a while more.\It's not right to lecture a young man on his day off.\Yes. This is Senda with the Shinjuku Nocturnal Community Relations Division.\Oh, good talking to you the other day. response:	September 13th Taito Ward, Ueno
context: Stop him somehow!\Anyone would be surprised if the god of disaster just showed up at your doorstep!\Sheesh!\Let's let it play out for a while more.\It's not right to lecture a young man on his day off.\Yes. This is Senda with the Shinjuku Nocturnal Community Relations Division.\Oh, good talking to you the other day.\September 13th Taito Ward, Ueno response:	Huehuecoyotl is in Taito Ward?
context: Anyone would be surprised if the god of disaster just showed up at your doorstep!\Sheesh!\Let's let it play out for a while more.\It's not right to lecture a young man on his day off.\Yes. This is Senda with the Shinjuku Nocturnal Community Relations Division.\Oh, good talking to you the other day.\September 13th Taito Ward, Ueno\Huehuecoyotl is in Taito Ward? response:	Yes. Yes.
context: Sheesh!\Let's let it play out for a while more.\It's not right to lecture a young man on his day off.\Yes. This is Senda with the Shinjuku Nocturnal Community Relations Division.\Oh, good talking to you the other day.\September 13th Taito Ward, Ueno\Huehuecoyotl is in Taito Ward?\Yes. Yes. response:	Jeez, those guys...
context: Let's let it play out for a while more.\It's not right to lecture a young man on his day off.\Yes. This is Senda with the Shinjuku Nocturnal Community Relations Division.\Oh, good talking to you the other day.\September 13th Taito Ward, Ueno\Huehuecoyotl is in Taito Ward?\Yes. Yes.\Jeez, those guys... response:	Join in, Arata! It's fun!
context: It's not right to lecture a young man on his day off.\Yes. This is Senda with the Shinjuku Nocturnal Community Relations Division.\Oh, good talking to you the other day.\September 13th Taito Ward, Ueno\Huehuecoyotl is in Taito Ward?\Yes. Yes.\Jeez, those guys...\Join in, Arata! It's fun! response:	No! Come down from there!
context: Yes. This is Senda with the Shinjuku Nocturnal Community Relations Division.\Oh, good talking to you the other day.\September 13th Taito Ward, Ueno\Huehuecoyotl is in Taito Ward?\Yes. Yes.\Jeez, those guys...\Join in, Arata! It's fun!\No! Come down from there! response:	September 13th Taito Ward, Zoo
context: Oh, good talking to you the other day.\September 13th Taito Ward, Ueno\Huehuecoyotl is in Taito Ward?\Yes. Yes.\Jeez, those guys...\Join in, Arata! It's fun!\No! Come down from there!\September 13th Taito Ward, Zoo response:	September 13th Taito Ward, Asakusa
context: September 13th Taito Ward, Ueno\Huehuecoyotl is in Taito Ward?\Yes. Yes.\Jeez, those guys...\Join in, Arata! It's fun!\No! Come down from there!\September 13th Taito Ward, Zoo\September 13th Taito Ward, Asakusa response:	September 13th Sumida Ward, Oshiage
context: Huehuecoyotl is in Taito Ward?\Yes. Yes.\Jeez, those guys...\Join in, Arata! It's fun!\No! Come down from there!\September 13th Taito Ward, Zoo\September 13th Taito Ward, Asakusa\September 13th Sumida Ward, Oshiage response:	Arata... I'm hungry.
context: Yes. Yes.\Jeez, those guys...\Join in, Arata! It's fun!\No! Come down from there!\September 13th Taito Ward, Zoo\September 13th Taito Ward, Asakusa\September 13th Sumida Ward, Oshiage\Arata... I'm hungry. response:	It got really dark.
context: Jeez, those guys...\Join in, Arata! It's fun!\No! Come down from there!\September 13th Taito Ward, Zoo\September 13th Taito Ward, Asakusa\September 13th Sumida Ward, Oshiage\Arata... I'm hungry.\It got really dark. response:	How far are we going?
context: Join in, Arata! It's fun!\No! Come down from there!\September 13th Taito Ward, Zoo\September 13th Taito Ward, Asakusa\September 13th Sumida Ward, Oshiage\Arata... I'm hungry.\It got really dark.\How far are we going? response:	It's to the east...
context: No! Come down from there!\September 13th Taito Ward, Zoo\September 13th Taito Ward, Asakusa\September 13th Sumida Ward, Oshiage\Arata... I'm hungry.\It got really dark.\How far are we going?\It's to the east... response:	But... how far?
context: September 13th Taito Ward, Zoo\September 13th Taito Ward, Asakusa\September 13th Sumida Ward, Oshiage\Arata... I'm hungry.\It got really dark.\How far are we going?\It's to the east...\But... how far? response:	Things are so different now, I can't tell.
context: September 13th Taito Ward, Asakusa\September 13th Sumida Ward, Oshiage\Arata... I'm hungry.\It got really dark.\How far are we going?\It's to the east...\But... how far?\Things are so different now, I can't tell. response:	If we go up there, we might be able to see!
context: September 13th Sumida Ward, Oshiage\Arata... I'm hungry.\It got really dark.\How far are we going?\It's to the east...\But... how far?\Things are so different now, I can't tell.\If we go up there, we might be able to see! response:	Up there?
context: Arata... I'm hungry.\It got really dark.\How far are we going?\It's to the east...\But... how far?\Things are so different now, I can't tell.\If we go up there, we might be able to see!\Up there? response:	Come with me, Arata!
context: It got really dark.\How far are we going?\It's to the east...\But... how far?\Things are so different now, I can't tell.\If we go up there, we might be able to see!\Up there?\Come with me, Arata! response:	Come with you where?
context: How far are we going?\It's to the east...\But... how far?\Things are so different now, I can't tell.\If we go up there, we might be able to see!\Up there?\Come with me, Arata!\Come with you where? response:	Just come on!
context: It's to the east...\But... how far?\Things are so different now, I can't tell.\If we go up there, we might be able to see!\Up there?\Come with me, Arata!\Come with you where?\Just come on! response:	A-Again?!
context: But... how far?\Things are so different now, I can't tell.\If we go up there, we might be able to see!\Up there?\Come with me, Arata!\Come with you where?\Just come on!\A-Again?! response:	Don't worry about it. Come on!
context: Things are so different now, I can't tell.\If we go up there, we might be able to see!\Up there?\Come with me, Arata!\Come with you where?\Just come on!\A-Again?!\Don't worry about it. Come on! response:	Just come with me!
context: If we go up there, we might be able to see!\Up there?\Come with me, Arata!\Come with you where?\Just come on!\A-Again?!\Don't worry about it. Come on!\Just come with me! response:	Arata, look!
context: Up there?\Come with me, Arata!\Come with you where?\Just come on!\A-Again?!\Don't worry about it. Come on!\Just come with me!\Arata, look! response:	So you've finally come this far, foreign god?!
context: Come with me, Arata!\Come with you where?\Just come on!\A-Again?!\Don't worry about it. Come on!\Just come with me!\Arata, look!\So you've finally come this far, foreign god?! response:	The land past this point belongs to my master.
context: Come with you where?\Just come on!\A-Again?!\Don't worry about it. Come on!\Just come with me!\Arata, look!\So you've finally come this far, foreign god?!\The land past this point belongs to my master. response:	You will not be allowed to proceed!
context: Just come on!\A-Again?!\Don't worry about it. Come on!\Just come with me!\Arata, look!\So you've finally come this far, foreign god?!\The land past this point belongs to my master.\You will not be allowed to proceed! response:	Proceed? He just dragged us with him.
context: A-Again?!\Don't worry about it. Come on!\Just come with me!\Arata, look!\So you've finally come this far, foreign god?!\The land past this point belongs to my master.\You will not be allowed to proceed!\Proceed? He just dragged us with him. response:	No excuses! Begone, fatty cat!
context: Don't worry about it. Come on!\Just come with me!\Arata, look!\So you've finally come this far, foreign god?!\The land past this point belongs to my master.\You will not be allowed to proceed!\Proceed? He just dragged us with him.\No excuses! Begone, fatty cat! response:	F-Fatty?!
context: Just come with me!\Arata, look!\So you've finally come this far, foreign god?!\The land past this point belongs to my master.\You will not be allowed to proceed!\Proceed? He just dragged us with him.\No excuses! Begone, fatty cat!\F-Fatty?! response:	Who are you calling fat?!
context: Arata, look!\So you've finally come this far, foreign god?!\The land past this point belongs to my master.\You will not be allowed to proceed!\Proceed? He just dragged us with him.\No excuses! Begone, fatty cat!\F-Fatty?!\Who are you calling fat?! response:	Sure, maybe I haven't been exercising much lately,
context: So you've finally come this far, foreign god?!\The land past this point belongs to my master.\You will not be allowed to proceed!\Proceed? He just dragged us with him.\No excuses! Begone, fatty cat!\F-Fatty?!\Who are you calling fat?!\Sure, maybe I haven't been exercising much lately, response:	and Arata's place is comfy,
context: The land past this point belongs to my master.\You will not be allowed to proceed!\Proceed? He just dragged us with him.\No excuses! Begone, fatty cat!\F-Fatty?!\Who are you calling fat?!\Sure, maybe I haven't been exercising much lately,\and Arata's place is comfy, response:	and so is his work,
context: You will not be allowed to proceed!\Proceed? He just dragged us with him.\No excuses! Begone, fatty cat!\F-Fatty?!\Who are you calling fat?!\Sure, maybe I haven't been exercising much lately,\and Arata's place is comfy,\and so is his work, response:	and the food is good.
context: Proceed? He just dragged us with him.\No excuses! Begone, fatty cat!\F-Fatty?!\Who are you calling fat?!\Sure, maybe I haven't been exercising much lately,\and Arata's place is comfy,\and so is his work,\and the food is good. response:	But...
context: No excuses! Begone, fatty cat!\F-Fatty?!\Who are you calling fat?!\Sure, maybe I haven't been exercising much lately,\and Arata's place is comfy,\and so is his work,\and the food is good.\But... response:	I won't let you call me fat!
context: F-Fatty?!\Who are you calling fat?!\Sure, maybe I haven't been exercising much lately,\and Arata's place is comfy,\and so is his work,\and the food is good.\But...\I won't let you call me fat! response:	You want to fight? Very well.
context: Who are you calling fat?!\Sure, maybe I haven't been exercising much lately,\and Arata's place is comfy,\and so is his work,\and the food is good.\But...\I won't let you call me fat!\You want to fight? Very well. response:	I feel like I've seen this before.
context: Sure, maybe I haven't been exercising much lately,\and Arata's place is comfy,\and so is his work,\and the food is good.\But...\I won't let you call me fat!\You want to fight? Very well.\I feel like I've seen this before. response:	Yeah, you see it a lot in the mornings.
context: and Arata's place is comfy,\and so is his work,\and the food is good.\But...\I won't let you call me fat!\You want to fight? Very well.\I feel like I've seen this before.\Yeah, you see it a lot in the mornings. response:	No!
context: and so is his work,\and the food is good.\But...\I won't let you call me fat!\You want to fight? Very well.\I feel like I've seen this before.\Yeah, you see it a lot in the mornings.\No! response:	I'm not a normal crow!
context: and the food is good.\But...\I won't let you call me fat!\You want to fight? Very well.\I feel like I've seen this before.\Yeah, you see it a lot in the mornings.\No!\I'm not a normal crow! response:	I am Yatagarasu! The famous Abe no Seimei had me guide him
context: But...\I won't let you call me fat!\You want to fight? Very well.\I feel like I've seen this before.\Yeah, you see it a lot in the mornings.\No!\I'm not a normal crow!\I am Yatagarasu! The famous Abe no Seimei had me guide him response:	through the land of Musashino!
context: I won't let you call me fat!\You want to fight? Very well.\I feel like I've seen this before.\Yeah, you see it a lot in the mornings.\No!\I'm not a normal crow!\I am Yatagarasu! The famous Abe no Seimei had me guide him\through the land of Musashino! response:	Look at these beautiful inky-black wings!
context: You want to fight? Very well.\I feel like I've seen this before.\Yeah, you see it a lot in the mornings.\No!\I'm not a normal crow!\I am Yatagarasu! The famous Abe no Seimei had me guide him\through the land of Musashino!\Look at these beautiful inky-black wings! response:	Seimei-sama gave me a special name because he loved their beautiful color!
context: I feel like I've seen this before.\Yeah, you see it a lot in the mornings.\No!\I'm not a normal crow!\I am Yatagarasu! The famous Abe no Seimei had me guide him\through the land of Musashino!\Look at these beautiful inky-black wings!\Seimei-sama gave me a special name because he loved their beautiful color! response:	Now clean out your ears and listen carefully!
context: Yeah, you see it a lot in the mornings.\No!\I'm not a normal crow!\I am Yatagarasu! The famous Abe no Seimei had me guide him\through the land of Musashino!\Look at these beautiful inky-black wings!\Seimei-sama gave me a special name because he loved their beautiful color!\Now clean out your ears and listen carefully! response:	My name, given to me in honor of my nobility and dignity is...
context: No!\I'm not a normal crow!\I am Yatagarasu! The famous Abe no Seimei had me guide him\through the land of Musashino!\Look at these beautiful inky-black wings!\Seimei-sama gave me a special name because he loved their beautiful color!\Now clean out your ears and listen carefully!\My name, given to me in honor of my nobility and dignity is... response:	Kuro.
context: I'm not a normal crow!\I am Yatagarasu! The famous Abe no Seimei had me guide him\through the land of Musashino!\Look at these beautiful inky-black wings!\Seimei-sama gave me a special name because he loved their beautiful color!\Now clean out your ears and listen carefully!\My name, given to me in honor of my nobility and dignity is...\Kuro. response:	Sound about right.
context: I am Yatagarasu! The famous Abe no Seimei had me guide him\through the land of Musashino!\Look at these beautiful inky-black wings!\Seimei-sama gave me a special name because he loved their beautiful color!\Now clean out your ears and listen carefully!\My name, given to me in honor of my nobility and dignity is...\Kuro.\Sound about right. response:	Yeah. Pretty standard.
context: through the land of Musashino!\Look at these beautiful inky-black wings!\Seimei-sama gave me a special name because he loved their beautiful color!\Now clean out your ears and listen carefully!\My name, given to me in honor of my nobility and dignity is...\Kuro.\Sound about right.\Yeah. Pretty standard. response:	That name was a gift from Seimei-sama!
context: Look at these beautiful inky-black wings!\Seimei-sama gave me a special name because he loved their beautiful color!\Now clean out your ears and listen carefully!\My name, given to me in honor of my nobility and dignity is...\Kuro.\Sound about right.\Yeah. Pretty standard.\That name was a gift from Seimei-sama! response:	Wait, you understand me, human?
context: Seimei-sama gave me a special name because he loved their beautiful color!\Now clean out your ears and listen carefully!\My name, given to me in honor of my nobility and dignity is...\Kuro.\Sound about right.\Yeah. Pretty standard.\That name was a gift from Seimei-sama!\Wait, you understand me, human? response:	Yeah, I do.
context: Now clean out your ears and listen carefully!\My name, given to me in honor of my nobility and dignity is...\Kuro.\Sound about right.\Yeah. Pretty standard.\That name was a gift from Seimei-sama!\Wait, you understand me, human?\Yeah, I do. response:	S-S-Seimei-sama?!
context: My name, given to me in honor of my nobility and dignity is...\Kuro.\Sound about right.\Yeah. Pretty standard.\That name was a gift from Seimei-sama!\Wait, you understand me, human?\Yeah, I do.\S-S-Seimei-sama?! response:	I'm so sorry!
context: Kuro.\Sound about right.\Yeah. Pretty standard.\That name was a gift from Seimei-sama!\Wait, you understand me, human?\Yeah, I do.\S-S-Seimei-sama?!\I'm so sorry! response:	My eyesight's bad at night, and I had no idea that you'd returned.
context: Sound about right.\Yeah. Pretty standard.\That name was a gift from Seimei-sama!\Wait, you understand me, human?\Yeah, I do.\S-S-Seimei-sama?!\I'm so sorry!\My eyesight's bad at night, and I had no idea that you'd returned. response:	If I'd known, I would've...
context: Yeah. Pretty standard.\That name was a gift from Seimei-sama!\Wait, you understand me, human?\Yeah, I do.\S-S-Seimei-sama?!\I'm so sorry!\My eyesight's bad at night, and I had no idea that you'd returned.\If I'd known, I would've... response:	I'm not Seimei. I'm Arata.
context: That name was a gift from Seimei-sama!\Wait, you understand me, human?\Yeah, I do.\S-S-Seimei-sama?!\I'm so sorry!\My eyesight's bad at night, and I had no idea that you'd returned.\If I'd known, I would've...\I'm not Seimei. I'm Arata. response:	Miyako Arata.
context: Wait, you understand me, human?\Yeah, I do.\S-S-Seimei-sama?!\I'm so sorry!\My eyesight's bad at night, and I had no idea that you'd returned.\If I'd known, I would've...\I'm not Seimei. I'm Arata.\Miyako Arata. response:	Seimei and I are that similar?
context: Yeah, I do.\S-S-Seimei-sama?!\I'm so sorry!\My eyesight's bad at night, and I had no idea that you'd returned.\If I'd known, I would've...\I'm not Seimei. I'm Arata.\Miyako Arata.\Seimei and I are that similar? response:	U-Uh, my bird eyes can barely see.
context: S-S-Seimei-sama?!\I'm so sorry!\My eyesight's bad at night, and I had no idea that you'd returned.\If I'd known, I would've...\I'm not Seimei. I'm Arata.\Miyako Arata.\Seimei and I are that similar?\U-Uh, my bird eyes can barely see. response:	My cat eyes can see fine!
context: I'm so sorry!\My eyesight's bad at night, and I had no idea that you'd returned.\If I'd known, I would've...\I'm not Seimei. I'm Arata.\Miyako Arata.\Seimei and I are that similar?\U-Uh, my bird eyes can barely see.\My cat eyes can see fine! response:	A crow who was a friend of Seimei's, huh?
context: My eyesight's bad at night, and I had no idea that you'd returned.\If I'd known, I would've...\I'm not Seimei. I'm Arata.\Miyako Arata.\Seimei and I are that similar?\U-Uh, my bird eyes can barely see.\My cat eyes can see fine!\A crow who was a friend of Seimei's, huh? response:	Perfect.
context: If I'd known, I would've...\I'm not Seimei. I'm Arata.\Miyako Arata.\Seimei and I are that similar?\U-Uh, my bird eyes can barely see.\My cat eyes can see fine!\A crow who was a friend of Seimei's, huh?\Perfect. response:	Take us to Seimei's garden.
context: I'm not Seimei. I'm Arata.\Miyako Arata.\Seimei and I are that similar?\U-Uh, my bird eyes can barely see.\My cat eyes can see fine!\A crow who was a friend of Seimei's, huh?\Perfect.\Take us to Seimei's garden. response:	Seimei's garden?
context: Miyako Arata.\Seimei and I are that similar?\U-Uh, my bird eyes can barely see.\My cat eyes can see fine!\A crow who was a friend of Seimei's, huh?\Perfect.\Take us to Seimei's garden.\Seimei's garden? response:	Yes... Yes. Sounds great. Thanks.
context: Seimei and I are that similar?\U-Uh, my bird eyes can barely see.\My cat eyes can see fine!\A crow who was a friend of Seimei's, huh?\Perfect.\Take us to Seimei's garden.\Seimei's garden?\Yes... Yes. Sounds great. Thanks. response:	Did you write down what they said on the phone?
context: U-Uh, my bird eyes can barely see.\My cat eyes can see fine!\A crow who was a friend of Seimei's, huh?\Perfect.\Take us to Seimei's garden.\Seimei's garden?\Yes... Yes. Sounds great. Thanks.\Did you write down what they said on the phone? response:	Yeah, it's fine.
context: My cat eyes can see fine!\A crow who was a friend of Seimei's, huh?\Perfect.\Take us to Seimei's garden.\Seimei's garden?\Yes... Yes. Sounds great. Thanks.\Did you write down what they said on the phone?\Yeah, it's fine. response:	He's so weird.
context: A crow who was a friend of Seimei's, huh?\Perfect.\Take us to Seimei's garden.\Seimei's garden?\Yes... Yes. Sounds great. Thanks.\Did you write down what they said on the phone?\Yeah, it's fine.\He's so weird. response:	He has sympathy for a devil,
context: Perfect.\Take us to Seimei's garden.\Seimei's garden?\Yes... Yes. Sounds great. Thanks.\Did you write down what they said on the phone?\Yeah, it's fine.\He's so weird.\He has sympathy for a devil, response:	sides with Anothers,
context: Take us to Seimei's garden.\Seimei's garden?\Yes... Yes. Sounds great. Thanks.\Did you write down what they said on the phone?\Yeah, it's fine.\He's so weird.\He has sympathy for a devil,\sides with Anothers, response:	takes gods of disaster for walks...
context: Seimei's garden?\Yes... Yes. Sounds great. Thanks.\Did you write down what they said on the phone?\Yeah, it's fine.\He's so weird.\He has sympathy for a devil,\sides with Anothers,\takes gods of disaster for walks... response:	Sympathy for a devil, huh?
context: Yes... Yes. Sounds great. Thanks.\Did you write down what they said on the phone?\Yeah, it's fine.\He's so weird.\He has sympathy for a devil,\sides with Anothers,\takes gods of disaster for walks...\Sympathy for a devil, huh? response:	The disappearances were actually kidnappings committed by the devil named Azazel.
context: Did you write down what they said on the phone?\Yeah, it's fine.\He's so weird.\He has sympathy for a devil,\sides with Anothers,\takes gods of disaster for walks...\Sympathy for a devil, huh?\The disappearances were actually kidnappings committed by the devil named Azazel. response:	So now the case of the missing high school girls is solved, right?
context: Yeah, it's fine.\He's so weird.\He has sympathy for a devil,\sides with Anothers,\takes gods of disaster for walks...\Sympathy for a devil, huh?\The disappearances were actually kidnappings committed by the devil named Azazel.\So now the case of the missing high school girls is solved, right? response:	I hope so.
context: He's so weird.\He has sympathy for a devil,\sides with Anothers,\takes gods of disaster for walks...\Sympathy for a devil, huh?\The disappearances were actually kidnappings committed by the devil named Azazel.\So now the case of the missing high school girls is solved, right?\I hope so. response:	Sorry for making you deal with such a big case while I was gone.
context: He has sympathy for a devil,\sides with Anothers,\takes gods of disaster for walks...\Sympathy for a devil, huh?\The disappearances were actually kidnappings committed by the devil named Azazel.\So now the case of the missing high school girls is solved, right?\I hope so.\Sorry for making you deal with such a big case while I was gone. response:	It's fine.
context: sides with Anothers,\takes gods of disaster for walks...\Sympathy for a devil, huh?\The disappearances were actually kidnappings committed by the devil named Azazel.\So now the case of the missing high school girls is solved, right?\I hope so.\Sorry for making you deal with such a big case while I was gone.\It's fine. response:	I'm glad your sister's back, though.
context: takes gods of disaster for walks...\Sympathy for a devil, huh?\The disappearances were actually kidnappings committed by the devil named Azazel.\So now the case of the missing high school girls is solved, right?\I hope so.\Sorry for making you deal with such a big case while I was gone.\It's fine.\I'm glad your sister's back, though. response:	It's because you recruited me to Nocturnal Relations.
context: Sympathy for a devil, huh?\The disappearances were actually kidnappings committed by the devil named Azazel.\So now the case of the missing high school girls is solved, right?\I hope so.\Sorry for making you deal with such a big case while I was gone.\It's fine.\I'm glad your sister's back, though.\It's because you recruited me to Nocturnal Relations. response:	You, too.
context: The disappearances were actually kidnappings committed by the devil named Azazel.\So now the case of the missing high school girls is solved, right?\I hope so.\Sorry for making you deal with such a big case while I was gone.\It's fine.\I'm glad your sister's back, though.\It's because you recruited me to Nocturnal Relations.\You, too. response:	Miyako-kun, thanks to your Ears of Sand...
context: So now the case of the missing high school girls is solved, right?\I hope so.\Sorry for making you deal with such a big case while I was gone.\It's fine.\I'm glad your sister's back, though.\It's because you recruited me to Nocturnal Relations.\You, too.\Miyako-kun, thanks to your Ears of Sand... response:	What's wrong?
context: I hope so.\Sorry for making you deal with such a big case while I was gone.\It's fine.\I'm glad your sister's back, though.\It's because you recruited me to Nocturnal Relations.\You, too.\Miyako-kun, thanks to your Ears of Sand...\What's wrong? response:	I couldn't bear to listen...
context: Sorry for making you deal with such a big case while I was gone.\It's fine.\I'm glad your sister's back, though.\It's because you recruited me to Nocturnal Relations.\You, too.\Miyako-kun, thanks to your Ears of Sand...\What's wrong?\I couldn't bear to listen... response:	The girl's maddened screams.
context: It's fine.\I'm glad your sister's back, though.\It's because you recruited me to Nocturnal Relations.\You, too.\Miyako-kun, thanks to your Ears of Sand...\What's wrong?\I couldn't bear to listen...\The girl's maddened screams. response:	Azazel's disappointed sobs.
context: I'm glad your sister's back, though.\It's because you recruited me to Nocturnal Relations.\You, too.\Miyako-kun, thanks to your Ears of Sand...\What's wrong?\I couldn't bear to listen...\The girl's maddened screams.\Azazel's disappointed sobs. response:	I can't get them out of my head.
context: It's because you recruited me to Nocturnal Relations.\You, too.\Miyako-kun, thanks to your Ears of Sand...\What's wrong?\I couldn't bear to listen...\The girl's maddened screams.\Azazel's disappointed sobs.\I can't get them out of my head. response:	Even though he kidnapped your friend?
context: You, too.\Miyako-kun, thanks to your Ears of Sand...\What's wrong?\I couldn't bear to listen...\The girl's maddened screams.\Azazel's disappointed sobs.\I can't get them out of my head.\Even though he kidnapped your friend? response:	If you saw... If you saw that... anybody would feel sympathy.
context: Miyako-kun, thanks to your Ears of Sand...\What's wrong?\I couldn't bear to listen...\The girl's maddened screams.\Azazel's disappointed sobs.\I can't get them out of my head.\Even though he kidnapped your friend?\If you saw... If you saw that... anybody would feel sympathy. response:	Ears of Sand, huh?
context: What's wrong?\I couldn't bear to listen...\The girl's maddened screams.\Azazel's disappointed sobs.\I can't get them out of my head.\Even though he kidnapped your friend?\If you saw... If you saw that... anybody would feel sympathy.\Ears of Sand, huh? response:	I thought they were a double-edged sword, and I was right.
