context: What do you think? response:	It's really warm!
context: Mom was always exercising, too...\If you run out of stamina and pass out,\not only will you not contribute anything,\you'll be an active drag on the people around you.\You don't want to get to Antarctica to be a drag, right?\See you!\She's fast!\Okay! We'll do our best, too! response:	Hey!
context: If you run out of stamina and pass out,\not only will you not contribute anything,\you'll be an active drag on the people around you.\You don't want to get to Antarctica to be a drag, right?\See you!\She's fast!\Okay! We'll do our best, too!\Hey! response:	Kimari-san doesn't realize, does she?
context: not only will you not contribute anything,\you'll be an active drag on the people around you.\You don't want to get to Antarctica to be a drag, right?\See you!\She's fast!\Okay! We'll do our best, too!\Hey!\Kimari-san doesn't realize, does she? response:	She'll catch on soon enough.
context: you'll be an active drag on the people around you.\You don't want to get to Antarctica to be a drag, right?\See you!\She's fast!\Okay! We'll do our best, too!\Hey!\Kimari-san doesn't realize, does she?\She'll catch on soon enough. response:	I thought so...
context: You don't want to get to Antarctica to be a drag, right?\See you!\She's fast!\Okay! We'll do our best, too!\Hey!\Kimari-san doesn't realize, does she?\She'll catch on soon enough.\I thought so... response:	Hey, are you okay?
context: See you!\She's fast!\Okay! We'll do our best, too!\Hey!\Kimari-san doesn't realize, does she?\She'll catch on soon enough.\I thought so...\Hey, are you okay? response:	Why... is it... so big?
context: She's fast!\Okay! We'll do our best, too!\Hey!\Kimari-san doesn't realize, does she?\She'll catch on soon enough.\I thought so...\Hey, are you okay?\Why... is it... so big? response:	You've walked around here countless times, haven't you?
context: Okay! We'll do our best, too!\Hey!\Kimari-san doesn't realize, does she?\She'll catch on soon enough.\I thought so...\Hey, are you okay?\Why... is it... so big?\You've walked around here countless times, haven't you? response:	But... everyone else... goes so fast...
context: Hey!\Kimari-san doesn't realize, does she?\She'll catch on soon enough.\I thought so...\Hey, are you okay?\Why... is it... so big?\You've walked around here countless times, haven't you?\But... everyone else... goes so fast... response:	Even she can run that fast...
context: Kimari-san doesn't realize, does she?\She'll catch on soon enough.\I thought so...\Hey, are you okay?\Why... is it... so big?\You've walked around here countless times, haven't you?\But... everyone else... goes so fast...\Even she can run that fast... response:	She looks like a scientist,
context: She'll catch on soon enough.\I thought so...\Hey, are you okay?\Why... is it... so big?\You've walked around here countless times, haven't you?\But... everyone else... goes so fast...\Even she can run that fast...\She looks like a scientist, response:	but I guess she still has tons of stamina.
context: I thought so...\Hey, are you okay?\Why... is it... so big?\You've walked around here countless times, haven't you?\But... everyone else... goes so fast...\Even she can run that fast...\She looks like a scientist,\but I guess she still has tons of stamina. response:	We're going.
context: Hey, are you okay?\Why... is it... so big?\You've walked around here countless times, haven't you?\But... everyone else... goes so fast...\Even she can run that fast...\She looks like a scientist,\but I guess she still has tons of stamina.\We're going. response:	W-Wait!
context: Why... is it... so big?\You've walked around here countless times, haven't you?\But... everyone else... goes so fast...\Even she can run that fast...\She looks like a scientist,\but I guess she still has tons of stamina.\We're going.\W-Wait! response:	Eighteen!
context: You've walked around here countless times, haven't you?\But... everyone else... goes so fast...\Even she can run that fast...\She looks like a scientist,\but I guess she still has tons of stamina.\We're going.\W-Wait!\Eighteen! response:	By the time we get to Antarctica, we'll be Amazons!
context: But... everyone else... goes so fast...\Even she can run that fast...\She looks like a scientist,\but I guess she still has tons of stamina.\We're going.\W-Wait!\Eighteen!\By the time we get to Antarctica, we'll be Amazons! response:	It won't be that easy...
context: Even she can run that fast...\She looks like a scientist,\but I guess she still has tons of stamina.\We're going.\W-Wait!\Eighteen!\By the time we get to Antarctica, we'll be Amazons!\It won't be that easy... response:	Okay, last one!
context: She looks like a scientist,\but I guess she still has tons of stamina.\We're going.\W-Wait!\Eighteen!\By the time we get to Antarctica, we'll be Amazons!\It won't be that easy...\Okay, last one! response:	It itches!
context: but I guess she still has tons of stamina.\We're going.\W-Wait!\Eighteen!\By the time we get to Antarctica, we'll be Amazons!\It won't be that easy...\Okay, last one!\It itches! response:	My nose!
context: We're going.\W-Wait!\Eighteen!\By the time we get to Antarctica, we'll be Amazons!\It won't be that easy...\Okay, last one!\It itches!\My nose! response:	Yuzu, can you not lift your arms?
context: W-Wait!\Eighteen!\By the time we get to Antarctica, we'll be Amazons!\It won't be that easy...\Okay, last one!\It itches!\My nose!\Yuzu, can you not lift your arms? response:	If you do anything, I will just kill you...
context: Eighteen!\By the time we get to Antarctica, we'll be Amazons!\It won't be that easy...\Okay, last one!\It itches!\My nose!\Yuzu, can you not lift your arms?\If you do anything, I will just kill you... response:	I will kill you
context: By the time we get to Antarctica, we'll be Amazons!\It won't be that easy...\Okay, last one!\It itches!\My nose!\Yuzu, can you not lift your arms?\If you do anything, I will just kill you...\I will kill you response:	You idiots! You idiots!
context: It won't be that easy...\Okay, last one!\It itches!\My nose!\Yuzu, can you not lift your arms?\If you do anything, I will just kill you...\I will kill you\You idiots! You idiots! response:	So this is a seawater bath...
context: Okay, last one!\It itches!\My nose!\Yuzu, can you not lift your arms?\If you do anything, I will just kill you...\I will kill you\You idiots! You idiots!\So this is a seawater bath... response:	It's pretty big, huh?
context: It itches!\My nose!\Yuzu, can you not lift your arms?\If you do anything, I will just kill you...\I will kill you\You idiots! You idiots!\So this is a seawater bath...\It's pretty big, huh? response:	Definitely worth experiencing.
context: My nose!\Yuzu, can you not lift your arms?\If you do anything, I will just kill you...\I will kill you\You idiots! You idiots!\So this is a seawater bath...\It's pretty big, huh?\Definitely worth experiencing. response:	Would you get out already?
context: Yuzu, can you not lift your arms?\If you do anything, I will just kill you...\I will kill you\You idiots! You idiots!\So this is a seawater bath...\It's pretty big, huh?\Definitely worth experiencing.\Would you get out already? response:	Seawater is more permeating than I expected.
context: If you do anything, I will just kill you...\I will kill you\You idiots! You idiots!\So this is a seawater bath...\It's pretty big, huh?\Definitely worth experiencing.\Would you get out already?\Seawater is more permeating than I expected. response:	My hair is so crusty...
context: I will kill you\You idiots! You idiots!\So this is a seawater bath...\It's pretty big, huh?\Definitely worth experiencing.\Would you get out already?\Seawater is more permeating than I expected.\My hair is so crusty... response:	I think that's why everyone cuts their hair.
context: You idiots! You idiots!\So this is a seawater bath...\It's pretty big, huh?\Definitely worth experiencing.\Would you get out already?\Seawater is more permeating than I expected.\My hair is so crusty...\I think that's why everyone cuts their hair. response:	And the men shave their heads...
context: So this is a seawater bath...\It's pretty big, huh?\Definitely worth experiencing.\Would you get out already?\Seawater is more permeating than I expected.\My hair is so crusty...\I think that's why everyone cuts their hair.\And the men shave their heads... response:	Okay, maybe we should cut it!
context: It's pretty big, huh?\Definitely worth experiencing.\Would you get out already?\Seawater is more permeating than I expected.\My hair is so crusty...\I think that's why everyone cuts their hair.\And the men shave their heads...\Okay, maybe we should cut it! response:	I'll cut it!
context: Definitely worth experiencing.\Would you get out already?\Seawater is more permeating than I expected.\My hair is so crusty...\I think that's why everyone cuts their hair.\And the men shave their heads...\Okay, maybe we should cut it!\I'll cut it! response:	The boat has barber facilities, right?
context: Would you get out already?\Seawater is more permeating than I expected.\My hair is so crusty...\I think that's why everyone cuts their hair.\And the men shave their heads...\Okay, maybe we should cut it!\I'll cut it!\The boat has barber facilities, right? response:	Not even if the fate of the world depended on it.
context: Seawater is more permeating than I expected.\My hair is so crusty...\I think that's why everyone cuts their hair.\And the men shave their heads...\Okay, maybe we should cut it!\I'll cut it!\The boat has barber facilities, right?\Not even if the fate of the world depended on it. response:	Ditto.
context: My hair is so crusty...\I think that's why everyone cuts their hair.\And the men shave their heads...\Okay, maybe we should cut it!\I'll cut it!\The boat has barber facilities, right?\Not even if the fate of the world depended on it.\Ditto. response:	How come? I'm good!
context: I think that's why everyone cuts their hair.\And the men shave their heads...\Okay, maybe we should cut it!\I'll cut it!\The boat has barber facilities, right?\Not even if the fate of the world depended on it.\Ditto.\How come? I'm good! response:	I cut my own bangs all the time!
context: And the men shave their heads...\Okay, maybe we should cut it!\I'll cut it!\The boat has barber facilities, right?\Not even if the fate of the world depended on it.\Ditto.\How come? I'm good!\I cut my own bangs all the time! response:	At last, the mystery...
context: Okay, maybe we should cut it!\I'll cut it!\The boat has barber facilities, right?\Not even if the fate of the world depended on it.\Ditto.\How come? I'm good!\I cut my own bangs all the time!\At last, the mystery... response:	That's why...
context: I'll cut it!\The boat has barber facilities, right?\Not even if the fate of the world depended on it.\Ditto.\How come? I'm good!\I cut my own bangs all the time!\At last, the mystery...\That's why... response:	What? What?
context: The boat has barber facilities, right?\Not even if the fate of the world depended on it.\Ditto.\How come? I'm good!\I cut my own bangs all the time!\At last, the mystery...\That's why...\What? What? response:	Provisions ready!
context: Not even if the fate of the world depended on it.\Ditto.\How come? I'm good!\I cut my own bangs all the time!\At last, the mystery...\That's why...\What? What?\Provisions ready! response:	It's time for dinner.
context: Ditto.\How come? I'm good!\I cut my own bangs all the time!\At last, the mystery...\That's why...\What? What?\Provisions ready!\It's time for dinner. response:	No way! Already?
context: How come? I'm good!\I cut my own bangs all the time!\At last, the mystery...\That's why...\What? What?\Provisions ready!\It's time for dinner.\No way! Already? response:	Missed meal cards go here Already eaten: Black
context: I cut my own bangs all the time!\At last, the mystery...\That's why...\What? What?\Provisions ready!\It's time for dinner.\No way! Already?\Missed meal cards go here Already eaten: Black response:	Samejima Yasumoto Yumiko Honami
context: At last, the mystery...\That's why...\What? What?\Provisions ready!\It's time for dinner.\No way! Already?\Missed meal cards go here Already eaten: Black\Samejima Yasumoto Yumiko Honami response:	I'm all sticky!
context: That's why...\What? What?\Provisions ready!\It's time for dinner.\No way! Already?\Missed meal cards go here Already eaten: Black\Samejima Yasumoto Yumiko Honami\I'm all sticky! response:	Because you didn't wash off properly in the shower.
context: What? What?\Provisions ready!\It's time for dinner.\No way! Already?\Missed meal cards go here Already eaten: Black\Samejima Yasumoto Yumiko Honami\I'm all sticky!\Because you didn't wash off properly in the shower. response:	But I didn't have time!
context: Provisions ready!\It's time for dinner.\No way! Already?\Missed meal cards go here Already eaten: Black\Samejima Yasumoto Yumiko Honami\I'm all sticky!\Because you didn't wash off properly in the shower.\But I didn't have time! response:	Hey, meat and potatoes!
context: It's time for dinner.\No way! Already?\Missed meal cards go here Already eaten: Black\Samejima Yasumoto Yumiko Honami\I'm all sticky!\Because you didn't wash off properly in the shower.\But I didn't have time!\Hey, meat and potatoes! response:	Are these the ones we peeled?
context: No way! Already?\Missed meal cards go here Already eaten: Black\Samejima Yasumoto Yumiko Honami\I'm all sticky!\Because you didn't wash off properly in the shower.\But I didn't have time!\Hey, meat and potatoes!\Are these the ones we peeled? response:	Have we forgotten to do anything else?
context: Missed meal cards go here Already eaten: Black\Samejima Yasumoto Yumiko Honami\I'm all sticky!\Because you didn't wash off properly in the shower.\But I didn't have time!\Hey, meat and potatoes!\Are these the ones we peeled?\Have we forgotten to do anything else? response:	Dinner, bath... laundry?
context: Samejima Yasumoto Yumiko Honami\I'm all sticky!\Because you didn't wash off properly in the shower.\But I didn't have time!\Hey, meat and potatoes!\Are these the ones we peeled?\Have we forgotten to do anything else?\Dinner, bath... laundry? response:	Don't we have to do that at a certain time, too?
context: I'm all sticky!\Because you didn't wash off properly in the shower.\But I didn't have time!\Hey, meat and potatoes!\Are these the ones we peeled?\Have we forgotten to do anything else?\Dinner, bath... laundry?\Don't we have to do that at a certain time, too? response:	It's because you two were playing around in the bath.
context: Because you didn't wash off properly in the shower.\But I didn't have time!\Hey, meat and potatoes!\Are these the ones we peeled?\Have we forgotten to do anything else?\Dinner, bath... laundry?\Don't we have to do that at a certain time, too?\It's because you two were playing around in the bath. response:	Take responsibility and go do it.
context: But I didn't have time!\Hey, meat and potatoes!\Are these the ones we peeled?\Have we forgotten to do anything else?\Dinner, bath... laundry?\Don't we have to do that at a certain time, too?\It's because you two were playing around in the bath.\Take responsibility and go do it. response:	Wait, but what about our dinner?
context: Hey, meat and potatoes!\Are these the ones we peeled?\Have we forgotten to do anything else?\Dinner, bath... laundry?\Don't we have to do that at a certain time, too?\It's because you two were playing around in the bath.\Take responsibility and go do it.\Wait, but what about our dinner? response:	But didn't we pick someone to do it because it seemed easy to forget?
context: Are these the ones we peeled?\Have we forgotten to do anything else?\Dinner, bath... laundry?\Don't we have to do that at a certain time, too?\It's because you two were playing around in the bath.\Take responsibility and go do it.\Wait, but what about our dinner?\But didn't we pick someone to do it because it seemed easy to forget? response:	Oh, that's right!
context: Have we forgotten to do anything else?\Dinner, bath... laundry?\Don't we have to do that at a certain time, too?\It's because you two were playing around in the bath.\Take responsibility and go do it.\Wait, but what about our dinner?\But didn't we pick someone to do it because it seemed easy to forget?\Oh, that's right! response:	Yes.
context: Dinner, bath... laundry?\Don't we have to do that at a certain time, too?\It's because you two were playing around in the bath.\Take responsibility and go do it.\Wait, but what about our dinner?\But didn't we pick someone to do it because it seemed easy to forget?\Oh, that's right!\Yes. response:	As I recall, we did rock-paper-scissors...
context: Don't we have to do that at a certain time, too?\It's because you two were playing around in the bath.\Take responsibility and go do it.\Wait, but what about our dinner?\But didn't we pick someone to do it because it seemed easy to forget?\Oh, that's right!\Yes.\As I recall, we did rock-paper-scissors... response:	Hey!
context: It's because you two were playing around in the bath.\Take responsibility and go do it.\Wait, but what about our dinner?\But didn't we pick someone to do it because it seemed easy to forget?\Oh, that's right!\Yes.\As I recall, we did rock-paper-scissors...\Hey! response:	Laundry Room Bath
context: Take responsibility and go do it.\Wait, but what about our dinner?\But didn't we pick someone to do it because it seemed easy to forget?\Oh, that's right!\Yes.\As I recall, we did rock-paper-scissors...\Hey!\Laundry Room Bath response:	Regarding use of fresh water Fresh water baths permitted during ship-wide training (Salt water baths are allowed, too!) Please try to conserve water
context: Wait, but what about our dinner?\But didn't we pick someone to do it because it seemed easy to forget?\Oh, that's right!\Yes.\As I recall, we did rock-paper-scissors...\Hey!\Laundry Room Bath\Regarding use of fresh water Fresh water baths permitted during ship-wide training (Salt water baths are allowed, too!) Please try to conserve water response:	That'll do it.
context: But didn't we pick someone to do it because it seemed easy to forget?\Oh, that's right!\Yes.\As I recall, we did rock-paper-scissors...\Hey!\Laundry Room Bath\Regarding use of fresh water Fresh water baths permitted during ship-wide training (Salt water baths are allowed, too!) Please try to conserve water\That'll do it. response:	What do you mean, that'll do it?
context: Oh, that's right!\Yes.\As I recall, we did rock-paper-scissors...\Hey!\Laundry Room Bath\Regarding use of fresh water Fresh water baths permitted during ship-wide training (Salt water baths are allowed, too!) Please try to conserve water\That'll do it.\What do you mean, that'll do it? response:	You actually sat there and ate your whole meal!
context: Yes.\As I recall, we did rock-paper-scissors...\Hey!\Laundry Room Bath\Regarding use of fresh water Fresh water baths permitted during ship-wide training (Salt water baths are allowed, too!) Please try to conserve water\That'll do it.\What do you mean, that'll do it?\You actually sat there and ate your whole meal! response:	I still made it in time, so what's the problem?
context: As I recall, we did rock-paper-scissors...\Hey!\Laundry Room Bath\Regarding use of fresh water Fresh water baths permitted during ship-wide training (Salt water baths are allowed, too!) Please try to conserve water\That'll do it.\What do you mean, that'll do it?\You actually sat there and ate your whole meal!\I still made it in time, so what's the problem? response:	Don't.
context: Hey!\Laundry Room Bath\Regarding use of fresh water Fresh water baths permitted during ship-wide training (Salt water baths are allowed, too!) Please try to conserve water\That'll do it.\What do you mean, that'll do it?\You actually sat there and ate your whole meal!\I still made it in time, so what's the problem?\Don't. response:	She must be tired.
context: Laundry Room Bath\Regarding use of fresh water Fresh water baths permitted during ship-wide training (Salt water baths are allowed, too!) Please try to conserve water\That'll do it.\What do you mean, that'll do it?\You actually sat there and ate your whole meal!\I still made it in time, so what's the problem?\Don't.\She must be tired. response:	They kept us busy a lot longer than I expected.
context: Regarding use of fresh water Fresh water baths permitted during ship-wide training (Salt water baths are allowed, too!) Please try to conserve water\That'll do it.\What do you mean, that'll do it?\You actually sat there and ate your whole meal!\I still made it in time, so what's the problem?\Don't.\She must be tired.\They kept us busy a lot longer than I expected. response:	Yeah, true...
context: That'll do it.\What do you mean, that'll do it?\You actually sat there and ate your whole meal!\I still made it in time, so what's the problem?\Don't.\She must be tired.\They kept us busy a lot longer than I expected.\Yeah, true... response:	And it all starts again tomorrow.
context: What do you mean, that'll do it?\You actually sat there and ate your whole meal!\I still made it in time, so what's the problem?\Don't.\She must be tired.\They kept us busy a lot longer than I expected.\Yeah, true...\And it all starts again tomorrow. response:	You think we'll hold out?
context: You actually sat there and ate your whole meal!\I still made it in time, so what's the problem?\Don't.\She must be tired.\They kept us busy a lot longer than I expected.\Yeah, true...\And it all starts again tomorrow.\You think we'll hold out? response:	We just have to do our best, right?
context: I still made it in time, so what's the problem?\Don't.\She must be tired.\They kept us busy a lot longer than I expected.\Yeah, true...\And it all starts again tomorrow.\You think we'll hold out?\We just have to do our best, right? response:	We don't have any other choice.
context: Don't.\She must be tired.\They kept us busy a lot longer than I expected.\Yeah, true...\And it all starts again tomorrow.\You think we'll hold out?\We just have to do our best, right?\We don't have any other choice. response:	Feel sick...
context: She must be tired.\They kept us busy a lot longer than I expected.\Yeah, true...\And it all starts again tomorrow.\You think we'll hold out?\We just have to do our best, right?\We don't have any other choice.\Feel sick... response:	I feel... sick.
context: They kept us busy a lot longer than I expected.\Yeah, true...\And it all starts again tomorrow.\You think we'll hold out?\We just have to do our best, right?\We don't have any other choice.\Feel sick...\I feel... sick. response:	When using the toilet, turn this valve counterclockwise to flush. After flushing, please close the valve.
context: Yeah, true...\And it all starts again tomorrow.\You think we'll hold out?\We just have to do our best, right?\We don't have any other choice.\Feel sick...\I feel... sick.\When using the toilet, turn this valve counterclockwise to flush. After flushing, please close the valve. response:	Going to die.
context: And it all starts again tomorrow.\You think we'll hold out?\We just have to do our best, right?\We don't have any other choice.\Feel sick...\I feel... sick.\When using the toilet, turn this valve counterclockwise to flush. After flushing, please close the valve.\Going to die. response:	The world is spinning.
context: You think we'll hold out?\We just have to do our best, right?\We don't have any other choice.\Feel sick...\I feel... sick.\When using the toilet, turn this valve counterclockwise to flush. After flushing, please close the valve.\Going to die.\The world is spinning. response:	Don't talk. If you talk...
context: We just have to do our best, right?\We don't have any other choice.\Feel sick...\I feel... sick.\When using the toilet, turn this valve counterclockwise to flush. After flushing, please close the valve.\Going to die.\The world is spinning.\Don't talk. If you talk... response:	How'd it go?
context: We don't have any other choice.\Feel sick...\I feel... sick.\When using the toilet, turn this valve counterclockwise to flush. After flushing, please close the valve.\Going to die.\The world is spinning.\Don't talk. If you talk...\How'd it go? response:	Don't ask.
context: Feel sick...\I feel... sick.\When using the toilet, turn this valve counterclockwise to flush. After flushing, please close the valve.\Going to die.\The world is spinning.\Don't talk. If you talk...\How'd it go?\Don't ask. response:	You're really seasick, huh?
context: I feel... sick.\When using the toilet, turn this valve counterclockwise to flush. After flushing, please close the valve.\Going to die.\The world is spinning.\Don't talk. If you talk...\How'd it go?\Don't ask.\You're really seasick, huh? response:	But we were totally fine before.
context: When using the toilet, turn this valve counterclockwise to flush. After flushing, please close the valve.\Going to die.\The world is spinning.\Don't talk. If you talk...\How'd it go?\Don't ask.\You're really seasick, huh?\But we were totally fine before. response:	We took medicine for it...
context: Going to die.\The world is spinning.\Don't talk. If you talk...\How'd it go?\Don't ask.\You're really seasick, huh?\But we were totally fine before.\We took medicine for it... response:	Didn't that wear off?
context: The world is spinning.\Don't talk. If you talk...\How'd it go?\Don't ask.\You're really seasick, huh?\But we were totally fine before.\We took medicine for it...\Didn't that wear off? response:	It can wear off?
context: Don't talk. If you talk...\How'd it go?\Don't ask.\You're really seasick, huh?\But we were totally fine before.\We took medicine for it...\Didn't that wear off?\It can wear off? response:	It's medicine. Of course it'll wear off eventually.
context: How'd it go?\Don't ask.\You're really seasick, huh?\But we were totally fine before.\We took medicine for it...\Didn't that wear off?\It can wear off?\It's medicine. Of course it'll wear off eventually. response:	I see.
context: Don't ask.\You're really seasick, huh?\But we were totally fine before.\We took medicine for it...\Didn't that wear off?\It can wear off?\It's medicine. Of course it'll wear off eventually.\I see. response:	I've never been on a boat this long. I didn't even think...
context: You're really seasick, huh?\But we were totally fine before.\We took medicine for it...\Didn't that wear off?\It can wear off?\It's medicine. Of course it'll wear off eventually.\I see.\I've never been on a boat this long. I didn't even think... response:	Hinata, you idiot.
context: But we were totally fine before.\We took medicine for it...\Didn't that wear off?\It can wear off?\It's medicine. Of course it'll wear off eventually.\I see.\I've never been on a boat this long. I didn't even think...\Hinata, you idiot. response:	Why am I the idiot?
context: We took medicine for it...\Didn't that wear off?\It can wear off?\It's medicine. Of course it'll wear off eventually.\I see.\I've never been on a boat this long. I didn't even think...\Hinata, you idiot.\Why am I the idiot? response:	You need to take medicine and get a good night's rest.
context: Didn't that wear off?\It can wear off?\It's medicine. Of course it'll wear off eventually.\I see.\I've never been on a boat this long. I didn't even think...\Hinata, you idiot.\Why am I the idiot?\You need to take medicine and get a good night's rest. response:	Then have a proper meal.
context: It can wear off?\It's medicine. Of course it'll wear off eventually.\I see.\I've never been on a boat this long. I didn't even think...\Hinata, you idiot.\Why am I the idiot?\You need to take medicine and get a good night's rest.\Then have a proper meal. response:	I know you probably don't have an appetite,
context: It's medicine. Of course it'll wear off eventually.\I see.\I've never been on a boat this long. I didn't even think...\Hinata, you idiot.\Why am I the idiot?\You need to take medicine and get a good night's rest.\Then have a proper meal.\I know you probably don't have an appetite, response:	and you're afraid that if you eat it'll just come back up.
context: I see.\I've never been on a boat this long. I didn't even think...\Hinata, you idiot.\Why am I the idiot?\You need to take medicine and get a good night's rest.\Then have a proper meal.\I know you probably don't have an appetite,\and you're afraid that if you eat it'll just come back up. response:	But if you don't eat, you'll just keep losing stamina.
context: I've never been on a boat this long. I didn't even think...\Hinata, you idiot.\Why am I the idiot?\You need to take medicine and get a good night's rest.\Then have a proper meal.\I know you probably don't have an appetite,\and you're afraid that if you eat it'll just come back up.\But if you don't eat, you'll just keep losing stamina. response:	If it gets bad enough, we might have to give you an IV supplement.
context: Hinata, you idiot.\Why am I the idiot?\You need to take medicine and get a good night's rest.\Then have a proper meal.\I know you probably don't have an appetite,\and you're afraid that if you eat it'll just come back up.\But if you don't eat, you'll just keep losing stamina.\If it gets bad enough, we might have to give you an IV supplement. response:	I see.
context: Why am I the idiot?\You need to take medicine and get a good night's rest.\Then have a proper meal.\I know you probably don't have an appetite,\and you're afraid that if you eat it'll just come back up.\But if you don't eat, you'll just keep losing stamina.\If it gets bad enough, we might have to give you an IV supplement.\I see. response:	If that happens, none of your training will mean anything.
context: You need to take medicine and get a good night's rest.\Then have a proper meal.\I know you probably don't have an appetite,\and you're afraid that if you eat it'll just come back up.\But if you don't eat, you'll just keep losing stamina.\If it gets bad enough, we might have to give you an IV supplement.\I see.\If that happens, none of your training will mean anything. response:	Okay.
context: Then have a proper meal.\I know you probably don't have an appetite,\and you're afraid that if you eat it'll just come back up.\But if you don't eat, you'll just keep losing stamina.\If it gets bad enough, we might have to give you an IV supplement.\I see.\If that happens, none of your training will mean anything.\Okay. response:	Provisions ready!
context: I know you probably don't have an appetite,\and you're afraid that if you eat it'll just come back up.\But if you don't eat, you'll just keep losing stamina.\If it gets bad enough, we might have to give you an IV supplement.\I see.\If that happens, none of your training will mean anything.\Okay.\Provisions ready! response:	Remember what Kanae-san said?
context: and you're afraid that if you eat it'll just come back up.\But if you don't eat, you'll just keep losing stamina.\If it gets bad enough, we might have to give you an IV supplement.\I see.\If that happens, none of your training will mean anything.\Okay.\Provisions ready!\Remember what Kanae-san said? response:	If we don't want to be a drag in Antarctica,
context: But if you don't eat, you'll just keep losing stamina.\If it gets bad enough, we might have to give you an IV supplement.\I see.\If that happens, none of your training will mean anything.\Okay.\Provisions ready!\Remember what Kanae-san said?\If we don't want to be a drag in Antarctica, response:	we have to eat, whether we like it or not!
context: If it gets bad enough, we might have to give you an IV supplement.\I see.\If that happens, none of your training will mean anything.\Okay.\Provisions ready!\Remember what Kanae-san said?\If we don't want to be a drag in Antarctica,\we have to eat, whether we like it or not! response:	It all came up.
context: I see.\If that happens, none of your training will mean anything.\Okay.\Provisions ready!\Remember what Kanae-san said?\If we don't want to be a drag in Antarctica,\we have to eat, whether we like it or not!\It all came up. response:	Yuzuki-chan, did it all come up for you, too?
context: If that happens, none of your training will mean anything.\Okay.\Provisions ready!\Remember what Kanae-san said?\If we don't want to be a drag in Antarctica,\we have to eat, whether we like it or not!\It all came up.\Yuzuki-chan, did it all come up for you, too? response:	Don't say it.
context: Okay.\Provisions ready!\Remember what Kanae-san said?\If we don't want to be a drag in Antarctica,\we have to eat, whether we like it or not!\It all came up.\Yuzuki-chan, did it all come up for you, too?\Don't say it. response:	Stop rocking!
context: Provisions ready!\Remember what Kanae-san said?\If we don't want to be a drag in Antarctica,\we have to eat, whether we like it or not!\It all came up.\Yuzuki-chan, did it all come up for you, too?\Don't say it.\Stop rocking! response:	Just stop for a little bit!
context: Remember what Kanae-san said?\If we don't want to be a drag in Antarctica,\we have to eat, whether we like it or not!\It all came up.\Yuzuki-chan, did it all come up for you, too?\Don't say it.\Stop rocking!\Just stop for a little bit! response:	I think it is stopped.
context: If we don't want to be a drag in Antarctica,\we have to eat, whether we like it or not!\It all came up.\Yuzuki-chan, did it all come up for you, too?\Don't say it.\Stop rocking!\Just stop for a little bit!\I think it is stopped. response:	No way!
context: we have to eat, whether we like it or not!\It all came up.\Yuzuki-chan, did it all come up for you, too?\Don't say it.\Stop rocking!\Just stop for a little bit!\I think it is stopped.\No way! response:	They said they're collecting seawater.
context: It all came up.\Yuzuki-chan, did it all come up for you, too?\Don't say it.\Stop rocking!\Just stop for a little bit!\I think it is stopped.\No way!\They said they're collecting seawater. response:	And still...
context: Yuzuki-chan, did it all come up for you, too?\Don't say it.\Stop rocking!\Just stop for a little bit!\I think it is stopped.\No way!\They said they're collecting seawater.\And still... response:	Yumiko-san said we'd get used to it eventually.
context: Don't say it.\Stop rocking!\Just stop for a little bit!\I think it is stopped.\No way!\They said they're collecting seawater.\And still...\Yumiko-san said we'd get used to it eventually. response:	But it's not happening.
context: Stop rocking!\Just stop for a little bit!\I think it is stopped.\No way!\They said they're collecting seawater.\And still...\Yumiko-san said we'd get used to it eventually.\But it's not happening. response:	Great Knot-Tying Competition Winning team gets a steak dinner!!
context: Just stop for a little bit!\I think it is stopped.\No way!\They said they're collecting seawater.\And still...\Yumiko-san said we'd get used to it eventually.\But it's not happening.\Great Knot-Tying Competition Winning team gets a steak dinner!! response:	Sizzle sizzle sizzle! Pictured: the steaks from three years ago This time, it's meat! Meat!! Meat!!! Meat is the great motivator!
context: I think it is stopped.\No way!\They said they're collecting seawater.\And still...\Yumiko-san said we'd get used to it eventually.\But it's not happening.\Great Knot-Tying Competition Winning team gets a steak dinner!!\Sizzle sizzle sizzle! Pictured: the steaks from three years ago This time, it's meat! Meat!! Meat!!! Meat is the great motivator! response:	If you're planning on winning, please bring your provided army -n-i-c-e- knife, please. The steaks are not pre-cut.
context: No way!\They said they're collecting seawater.\And still...\Yumiko-san said we'd get used to it eventually.\But it's not happening.\Great Knot-Tying Competition Winning team gets a steak dinner!!\Sizzle sizzle sizzle! Pictured: the steaks from three years ago This time, it's meat! Meat!! Meat!!! Meat is the great motivator!\If you're planning on winning, please bring your provided army -n-i-c-e- knife, please. The steaks are not pre-cut. response:	You were given an army knife for cutting steak
context: They said they're collecting seawater.\And still...\Yumiko-san said we'd get used to it eventually.\But it's not happening.\Great Knot-Tying Competition Winning team gets a steak dinner!!\Sizzle sizzle sizzle! Pictured: the steaks from three years ago This time, it's meat! Meat!! Meat!!! Meat is the great motivator!\If you're planning on winning, please bring your provided army -n-i-c-e- knife, please. The steaks are not pre-cut.\You were given an army knife for cutting steak response:	They've probably been on boats so often
