context: What'cha doing? response:	-Hey! -Hey!
context: For you to wound the heart of someone whom you're concerned about,\you don't seem to understand what the meaning of love is, do you?\I mean, look! I was supposed to dismantle this car.\And yet, you've gone and destroyed the car in a most unsightly fashion.\No! No! No! I cannot accept this!\I cannot accept it, but it is the truth.\That is something I cannot tolerate!\You're going to pay for putting me into this intolerable mood! response:	You're not making any sense!
context: you don't seem to understand what the meaning of love is, do you?\I mean, look! I was supposed to dismantle this car.\And yet, you've gone and destroyed the car in a most unsightly fashion.\No! No! No! I cannot accept this!\I cannot accept it, but it is the truth.\That is something I cannot tolerate!\You're going to pay for putting me into this intolerable mood!\You're not making any sense! response:	Let me show you!
context: I mean, look! I was supposed to dismantle this car.\And yet, you've gone and destroyed the car in a most unsightly fashion.\No! No! No! I cannot accept this!\I cannot accept it, but it is the truth.\That is something I cannot tolerate!\You're going to pay for putting me into this intolerable mood!\You're not making any sense!\Let me show you! response:	I don't much like you!
context: And yet, you've gone and destroyed the car in a most unsightly fashion.\No! No! No! I cannot accept this!\I cannot accept it, but it is the truth.\That is something I cannot tolerate!\You're going to pay for putting me into this intolerable mood!\You're not making any sense!\Let me show you!\I don't much like you! response:	Since I don't like you, I'll clobber you!
context: No! No! No! I cannot accept this!\I cannot accept it, but it is the truth.\That is something I cannot tolerate!\You're going to pay for putting me into this intolerable mood!\You're not making any sense!\Let me show you!\I don't much like you!\Since I don't like you, I'll clobber you! response:	-Stop it, Graham! -I'd even clobber you if I did like you!
context: I cannot accept it, but it is the truth.\That is something I cannot tolerate!\You're going to pay for putting me into this intolerable mood!\You're not making any sense!\Let me show you!\I don't much like you!\Since I don't like you, I'll clobber you!\-Stop it, Graham! -I'd even clobber you if I did like you! response:	I'll clobber you because I want to! I'm just going to clobber you!
context: That is something I cannot tolerate!\You're going to pay for putting me into this intolerable mood!\You're not making any sense!\Let me show you!\I don't much like you!\Since I don't like you, I'll clobber you!\-Stop it, Graham! -I'd even clobber you if I did like you!\I'll clobber you because I want to! I'm just going to clobber you! response:	What's wrong with that? Tell me! You can't, can you?!
context: You're going to pay for putting me into this intolerable mood!\You're not making any sense!\Let me show you!\I don't much like you!\Since I don't like you, I'll clobber you!\-Stop it, Graham! -I'd even clobber you if I did like you!\I'll clobber you because I want to! I'm just going to clobber you!\What's wrong with that? Tell me! You can't, can you?! response:	The reason why, is that you don't have a chance to speak,
context: You're not making any sense!\Let me show you!\I don't much like you!\Since I don't like you, I'll clobber you!\-Stop it, Graham! -I'd even clobber you if I did like you!\I'll clobber you because I want to! I'm just going to clobber you!\What's wrong with that? Tell me! You can't, can you?!\The reason why, is that you don't have a chance to speak, response:	because of my violent attack! Now be grateful!
context: Let me show you!\I don't much like you!\Since I don't like you, I'll clobber you!\-Stop it, Graham! -I'd even clobber you if I did like you!\I'll clobber you because I want to! I'm just going to clobber you!\What's wrong with that? Tell me! You can't, can you?!\The reason why, is that you don't have a chance to speak,\because of my violent attack! Now be grateful! response:	Thanks to my attack, you don't have to offer any foolish excuses!
context: I don't much like you!\Since I don't like you, I'll clobber you!\-Stop it, Graham! -I'd even clobber you if I did like you!\I'll clobber you because I want to! I'm just going to clobber you!\What's wrong with that? Tell me! You can't, can you?!\The reason why, is that you don't have a chance to speak,\because of my violent attack! Now be grateful!\Thanks to my attack, you don't have to offer any foolish excuses! response:	Shut up, you rotten lowlife!
context: Since I don't like you, I'll clobber you!\-Stop it, Graham! -I'd even clobber you if I did like you!\I'll clobber you because I want to! I'm just going to clobber you!\What's wrong with that? Tell me! You can't, can you?!\The reason why, is that you don't have a chance to speak,\because of my violent attack! Now be grateful!\Thanks to my attack, you don't have to offer any foolish excuses!\Shut up, you rotten lowlife! response:	What you're doing is effectively protecting this thieving old man!
context: -Stop it, Graham! -I'd even clobber you if I did like you!\I'll clobber you because I want to! I'm just going to clobber you!\What's wrong with that? Tell me! You can't, can you?!\The reason why, is that you don't have a chance to speak,\because of my violent attack! Now be grateful!\Thanks to my attack, you don't have to offer any foolish excuses!\Shut up, you rotten lowlife!\What you're doing is effectively protecting this thieving old man! response:	Those who protect thieves become thieves themselves!
context: I'll clobber you because I want to! I'm just going to clobber you!\What's wrong with that? Tell me! You can't, can you?!\The reason why, is that you don't have a chance to speak,\because of my violent attack! Now be grateful!\Thanks to my attack, you don't have to offer any foolish excuses!\Shut up, you rotten lowlife!\What you're doing is effectively protecting this thieving old man!\Those who protect thieves become thieves themselves! response:	In other words, you are a thief!
context: What's wrong with that? Tell me! You can't, can you?!\The reason why, is that you don't have a chance to speak,\because of my violent attack! Now be grateful!\Thanks to my attack, you don't have to offer any foolish excuses!\Shut up, you rotten lowlife!\What you're doing is effectively protecting this thieving old man!\Those who protect thieves become thieves themselves!\In other words, you are a thief! response:	Die!
context: The reason why, is that you don't have a chance to speak,\because of my violent attack! Now be grateful!\Thanks to my attack, you don't have to offer any foolish excuses!\Shut up, you rotten lowlife!\What you're doing is effectively protecting this thieving old man!\Those who protect thieves become thieves themselves!\In other words, you are a thief!\Die! response:	If someone who protects a thief is a thief as well,
context: because of my violent attack! Now be grateful!\Thanks to my attack, you don't have to offer any foolish excuses!\Shut up, you rotten lowlife!\What you're doing is effectively protecting this thieving old man!\Those who protect thieves become thieves themselves!\In other words, you are a thief!\Die!\If someone who protects a thief is a thief as well, response:	then what does that make a person who is hit by a bullet shot at that thief?!
context: Thanks to my attack, you don't have to offer any foolish excuses!\Shut up, you rotten lowlife!\What you're doing is effectively protecting this thieving old man!\Those who protect thieves become thieves themselves!\In other words, you are a thief!\Die!\If someone who protects a thief is a thief as well,\then what does that make a person who is hit by a bullet shot at that thief?! response:	Something less than a thieving thief's thief?
context: Shut up, you rotten lowlife!\What you're doing is effectively protecting this thieving old man!\Those who protect thieves become thieves themselves!\In other words, you are a thief!\Die!\If someone who protects a thief is a thief as well,\then what does that make a person who is hit by a bullet shot at that thief?!\Something less than a thieving thief's thief? response:	Now you've really made me angry.
context: What you're doing is effectively protecting this thieving old man!\Those who protect thieves become thieves themselves!\In other words, you are a thief!\Die!\If someone who protects a thief is a thief as well,\then what does that make a person who is hit by a bullet shot at that thief?!\Something less than a thieving thief's thief?\Now you've really made me angry. response:	Die!!
context: Those who protect thieves become thieves themselves!\In other words, you are a thief!\Die!\If someone who protects a thief is a thief as well,\then what does that make a person who is hit by a bullet shot at that thief?!\Something less than a thieving thief's thief?\Now you've really made me angry.\Die!! response:	That's impossible...
context: In other words, you are a thief!\Die!\If someone who protects a thief is a thief as well,\then what does that make a person who is hit by a bullet shot at that thief?!\Something less than a thieving thief's thief?\Now you've really made me angry.\Die!!\That's impossible... response:	Did you think you could do anything to me with just this?
context: Die!\If someone who protects a thief is a thief as well,\then what does that make a person who is hit by a bullet shot at that thief?!\Something less than a thieving thief's thief?\Now you've really made me angry.\Die!!\That's impossible...\Did you think you could do anything to me with just this? response:	Even if this could do something,
context: If someone who protects a thief is a thief as well,\then what does that make a person who is hit by a bullet shot at that thief?!\Something less than a thieving thief's thief?\Now you've really made me angry.\Die!!\That's impossible...\Did you think you could do anything to me with just this?\Even if this could do something, response:	it couldn't do it against me,
context: then what does that make a person who is hit by a bullet shot at that thief?!\Something less than a thieving thief's thief?\Now you've really made me angry.\Die!!\That's impossible...\Did you think you could do anything to me with just this?\Even if this could do something,\it couldn't do it against me, response:	you filthy little punk!
context: Something less than a thieving thief's thief?\Now you've really made me angry.\Die!!\That's impossible...\Did you think you could do anything to me with just this?\Even if this could do something,\it couldn't do it against me,\you filthy little punk! response:	Just do as you please.
context: Now you've really made me angry.\Die!!\That's impossible...\Did you think you could do anything to me with just this?\Even if this could do something,\it couldn't do it against me,\you filthy little punk!\Just do as you please. response:	Nope. I won't do as I please.
context: Die!!\That's impossible...\Did you think you could do anything to me with just this?\Even if this could do something,\it couldn't do it against me,\you filthy little punk!\Just do as you please.\Nope. I won't do as I please. response:	I love killing people who are at ease,
context: That's impossible...\Did you think you could do anything to me with just this?\Even if this could do something,\it couldn't do it against me,\you filthy little punk!\Just do as you please.\Nope. I won't do as I please.\I love killing people who are at ease, response:	not even realizing the possibility that they're going to be killed,
context: Did you think you could do anything to me with just this?\Even if this could do something,\it couldn't do it against me,\you filthy little punk!\Just do as you please.\Nope. I won't do as I please.\I love killing people who are at ease,\not even realizing the possibility that they're going to be killed, response:	but I don't go for killing anyone who takes initiative
context: Even if this could do something,\it couldn't do it against me,\you filthy little punk!\Just do as you please.\Nope. I won't do as I please.\I love killing people who are at ease,\not even realizing the possibility that they're going to be killed,\but I don't go for killing anyone who takes initiative response:	by wanting to be killed.
context: it couldn't do it against me,\you filthy little punk!\Just do as you please.\Nope. I won't do as I please.\I love killing people who are at ease,\not even realizing the possibility that they're going to be killed,\but I don't go for killing anyone who takes initiative\by wanting to be killed. response:	Besides, I love it when guys are so brazen and impudent
context: you filthy little punk!\Just do as you please.\Nope. I won't do as I please.\I love killing people who are at ease,\not even realizing the possibility that they're going to be killed,\but I don't go for killing anyone who takes initiative\by wanting to be killed.\Besides, I love it when guys are so brazen and impudent response:	that only I can kill them.
context: Just do as you please.\Nope. I won't do as I please.\I love killing people who are at ease,\not even realizing the possibility that they're going to be killed,\but I don't go for killing anyone who takes initiative\by wanting to be killed.\Besides, I love it when guys are so brazen and impudent\that only I can kill them. response:	Oh, right.
context: Nope. I won't do as I please.\I love killing people who are at ease,\not even realizing the possibility that they're going to be killed,\but I don't go for killing anyone who takes initiative\by wanting to be killed.\Besides, I love it when guys are so brazen and impudent\that only I can kill them.\Oh, right. response:	To celebrate our advance into New York,
context: I love killing people who are at ease,\not even realizing the possibility that they're going to be killed,\but I don't go for killing anyone who takes initiative\by wanting to be killed.\Besides, I love it when guys are so brazen and impudent\that only I can kill them.\Oh, right.\To celebrate our advance into New York, response:	Boss Ladd was going to wreck people spectacularly!
context: not even realizing the possibility that they're going to be killed,\but I don't go for killing anyone who takes initiative\by wanting to be killed.\Besides, I love it when guys are so brazen and impudent\that only I can kill them.\Oh, right.\To celebrate our advance into New York,\Boss Ladd was going to wreck people spectacularly! response:	And, in return, I was going to wreck something on a grand scale!
context: but I don't go for killing anyone who takes initiative\by wanting to be killed.\Besides, I love it when guys are so brazen and impudent\that only I can kill them.\Oh, right.\To celebrate our advance into New York,\Boss Ladd was going to wreck people spectacularly!\And, in return, I was going to wreck something on a grand scale! response:	Just thinking about it made me look forward to it so much,
context: by wanting to be killed.\Besides, I love it when guys are so brazen and impudent\that only I can kill them.\Oh, right.\To celebrate our advance into New York,\Boss Ladd was going to wreck people spectacularly!\And, in return, I was going to wreck something on a grand scale!\Just thinking about it made me look forward to it so much, response:	I couldn't sleep! How ironic that it would end up being a pipe dream!
context: Besides, I love it when guys are so brazen and impudent\that only I can kill them.\Oh, right.\To celebrate our advance into New York,\Boss Ladd was going to wreck people spectacularly!\And, in return, I was going to wreck something on a grand scale!\Just thinking about it made me look forward to it so much,\I couldn't sleep! How ironic that it would end up being a pipe dream! response:	Such a sad story...
context: that only I can kill them.\Oh, right.\To celebrate our advance into New York,\Boss Ladd was going to wreck people spectacularly!\And, in return, I was going to wreck something on a grand scale!\Just thinking about it made me look forward to it so much,\I couldn't sleep! How ironic that it would end up being a pipe dream!\Such a sad story... response:	Ah, what is God thinking, making me tell such a sad story?
context: Oh, right.\To celebrate our advance into New York,\Boss Ladd was going to wreck people spectacularly!\And, in return, I was going to wreck something on a grand scale!\Just thinking about it made me look forward to it so much,\I couldn't sleep! How ironic that it would end up being a pipe dream!\Such a sad story...\Ah, what is God thinking, making me tell such a sad story? response:	What is the world trying to do to me?!
context: To celebrate our advance into New York,\Boss Ladd was going to wreck people spectacularly!\And, in return, I was going to wreck something on a grand scale!\Just thinking about it made me look forward to it so much,\I couldn't sleep! How ironic that it would end up being a pipe dream!\Such a sad story...\Ah, what is God thinking, making me tell such a sad story?\What is the world trying to do to me?! response:	Sad! Sad... It feels like being snubbed by the rest of the world,
context: Boss Ladd was going to wreck people spectacularly!\And, in return, I was going to wreck something on a grand scale!\Just thinking about it made me look forward to it so much,\I couldn't sleep! How ironic that it would end up being a pipe dream!\Such a sad story...\Ah, what is God thinking, making me tell such a sad story?\What is the world trying to do to me?!\Sad! Sad... It feels like being snubbed by the rest of the world, response:	it's so sad, so sad, so sad,
context: And, in return, I was going to wreck something on a grand scale!\Just thinking about it made me look forward to it so much,\I couldn't sleep! How ironic that it would end up being a pipe dream!\Such a sad story...\Ah, what is God thinking, making me tell such a sad story?\What is the world trying to do to me?!\Sad! Sad... It feels like being snubbed by the rest of the world,\it's so sad, so sad, so sad, response:	so sad, so sad, so sad, so sad...
context: Just thinking about it made me look forward to it so much,\I couldn't sleep! How ironic that it would end up being a pipe dream!\Such a sad story...\Ah, what is God thinking, making me tell such a sad story?\What is the world trying to do to me?!\Sad! Sad... It feels like being snubbed by the rest of the world,\it's so sad, so sad, so sad,\so sad, so sad, so sad, so sad... response:	Oh! Ennis, Firo, and Maiza!
context: I couldn't sleep! How ironic that it would end up being a pipe dream!\Such a sad story...\Ah, what is God thinking, making me tell such a sad story?\What is the world trying to do to me?!\Sad! Sad... It feels like being snubbed by the rest of the world,\it's so sad, so sad, so sad,\so sad, so sad, so sad, so sad...\Oh! Ennis, Firo, and Maiza! response:	Long time no see, my fine fellows!
context: Such a sad story...\Ah, what is God thinking, making me tell such a sad story?\What is the world trying to do to me?!\Sad! Sad... It feels like being snubbed by the rest of the world,\it's so sad, so sad, so sad,\so sad, so sad, so sad, so sad...\Oh! Ennis, Firo, and Maiza!\Long time no see, my fine fellows! response:	I'm so glad to see you're all doing so well!
context: Ah, what is God thinking, making me tell such a sad story?\What is the world trying to do to me?!\Sad! Sad... It feels like being snubbed by the rest of the world,\it's so sad, so sad, so sad,\so sad, so sad, so sad, so sad...\Oh! Ennis, Firo, and Maiza!\Long time no see, my fine fellows!\I'm so glad to see you're all doing so well! response:	You, too, Isaac- san and Miria- san.
context: What is the world trying to do to me?!\Sad! Sad... It feels like being snubbed by the rest of the world,\it's so sad, so sad, so sad,\so sad, so sad, so sad, so sad...\Oh! Ennis, Firo, and Maiza!\Long time no see, my fine fellows!\I'm so glad to see you're all doing so well!\You, too, Isaac- san and Miria- san. response:	We're doing fine!
context: Sad! Sad... It feels like being snubbed by the rest of the world,\it's so sad, so sad, so sad,\so sad, so sad, so sad, so sad...\Oh! Ennis, Firo, and Maiza!\Long time no see, my fine fellows!\I'm so glad to see you're all doing so well!\You, too, Isaac- san and Miria- san.\We're doing fine! response:	You sure are looking well, Maiza.
context: it's so sad, so sad, so sad,\so sad, so sad, so sad, so sad...\Oh! Ennis, Firo, and Maiza!\Long time no see, my fine fellows!\I'm so glad to see you're all doing so well!\You, too, Isaac- san and Miria- san.\We're doing fine!\You sure are looking well, Maiza. response:	Sorry, but I'll have to pay my respects to you all a little later.
context: so sad, so sad, so sad, so sad...\Oh! Ennis, Firo, and Maiza!\Long time no see, my fine fellows!\I'm so glad to see you're all doing so well!\You, too, Isaac- san and Miria- san.\We're doing fine!\You sure are looking well, Maiza.\Sorry, but I'll have to pay my respects to you all a little later. response:	Yo!
context: Oh! Ennis, Firo, and Maiza!\Long time no see, my fine fellows!\I'm so glad to see you're all doing so well!\You, too, Isaac- san and Miria- san.\We're doing fine!\You sure are looking well, Maiza.\Sorry, but I'll have to pay my respects to you all a little later.\Yo! response:	What trick did you pull to get in here?
context: Long time no see, my fine fellows!\I'm so glad to see you're all doing so well!\You, too, Isaac- san and Miria- san.\We're doing fine!\You sure are looking well, Maiza.\Sorry, but I'll have to pay my respects to you all a little later.\Yo!\What trick did you pull to get in here? response:	Hmm? Oh, that's simple.
context: I'm so glad to see you're all doing so well!\You, too, Isaac- san and Miria- san.\We're doing fine!\You sure are looking well, Maiza.\Sorry, but I'll have to pay my respects to you all a little later.\Yo!\What trick did you pull to get in here?\Hmm? Oh, that's simple. response:	Smiles, smiles. I just made that crabby bunch smile.
context: You, too, Isaac- san and Miria- san.\We're doing fine!\You sure are looking well, Maiza.\Sorry, but I'll have to pay my respects to you all a little later.\Yo!\What trick did you pull to get in here?\Hmm? Oh, that's simple.\Smiles, smiles. I just made that crabby bunch smile. response:	To think that you would resort to those methods.
context: We're doing fine!\You sure are looking well, Maiza.\Sorry, but I'll have to pay my respects to you all a little later.\Yo!\What trick did you pull to get in here?\Hmm? Oh, that's simple.\Smiles, smiles. I just made that crabby bunch smile.\To think that you would resort to those methods. response:	Well, you live for 200 years, and you get a little wiser.
context: You sure are looking well, Maiza.\Sorry, but I'll have to pay my respects to you all a little later.\Yo!\What trick did you pull to get in here?\Hmm? Oh, that's simple.\Smiles, smiles. I just made that crabby bunch smile.\To think that you would resort to those methods.\Well, you live for 200 years, and you get a little wiser. response:	I've learned that it takes more than this to spoil mankind.
context: Sorry, but I'll have to pay my respects to you all a little later.\Yo!\What trick did you pull to get in here?\Hmm? Oh, that's simple.\Smiles, smiles. I just made that crabby bunch smile.\To think that you would resort to those methods.\Well, you live for 200 years, and you get a little wiser.\I've learned that it takes more than this to spoil mankind. response:	The more you change, the more you're still the same.
context: Yo!\What trick did you pull to get in here?\Hmm? Oh, that's simple.\Smiles, smiles. I just made that crabby bunch smile.\To think that you would resort to those methods.\Well, you live for 200 years, and you get a little wiser.\I've learned that it takes more than this to spoil mankind.\The more you change, the more you're still the same. response:	You, too, right?
context: What trick did you pull to get in here?\Hmm? Oh, that's simple.\Smiles, smiles. I just made that crabby bunch smile.\To think that you would resort to those methods.\Well, you live for 200 years, and you get a little wiser.\I've learned that it takes more than this to spoil mankind.\The more you change, the more you're still the same.\You, too, right? response:	So, what do you want?
context: Hmm? Oh, that's simple.\Smiles, smiles. I just made that crabby bunch smile.\To think that you would resort to those methods.\Well, you live for 200 years, and you get a little wiser.\I've learned that it takes more than this to spoil mankind.\The more you change, the more you're still the same.\You, too, right?\So, what do you want? response:	Oh, a smile. I came to see your smile.
context: Smiles, smiles. I just made that crabby bunch smile.\To think that you would resort to those methods.\Well, you live for 200 years, and you get a little wiser.\I've learned that it takes more than this to spoil mankind.\The more you change, the more you're still the same.\You, too, right?\So, what do you want?\Oh, a smile. I came to see your smile. response:	What for?
context: To think that you would resort to those methods.\Well, you live for 200 years, and you get a little wiser.\I've learned that it takes more than this to spoil mankind.\The more you change, the more you're still the same.\You, too, right?\So, what do you want?\Oh, a smile. I came to see your smile.\What for? response:	I want to see it. That's all.
context: Well, you live for 200 years, and you get a little wiser.\I've learned that it takes more than this to spoil mankind.\The more you change, the more you're still the same.\You, too, right?\So, what do you want?\Oh, a smile. I came to see your smile.\What for?\I want to see it. That's all. response:	Ask me to smile, and I'll smile all you want.
context: I've learned that it takes more than this to spoil mankind.\The more you change, the more you're still the same.\You, too, right?\So, what do you want?\Oh, a smile. I came to see your smile.\What for?\I want to see it. That's all.\Ask me to smile, and I'll smile all you want. response:	But what good will it do? What does my smile change?
context: The more you change, the more you're still the same.\You, too, right?\So, what do you want?\Oh, a smile. I came to see your smile.\What for?\I want to see it. That's all.\Ask me to smile, and I'll smile all you want.\But what good will it do? What does my smile change? response:	Will it bring the world happiness? Will it cheer it up?
context: You, too, right?\So, what do you want?\Oh, a smile. I came to see your smile.\What for?\I want to see it. That's all.\Ask me to smile, and I'll smile all you want.\But what good will it do? What does my smile change?\Will it bring the world happiness? Will it cheer it up? response:	It sure will. My world, at the very least.
context: So, what do you want?\Oh, a smile. I came to see your smile.\What for?\I want to see it. That's all.\Ask me to smile, and I'll smile all you want.\But what good will it do? What does my smile change?\Will it bring the world happiness? Will it cheer it up?\It sure will. My world, at the very least. response:	Come on, smile, Huey!
context: Oh, a smile. I came to see your smile.\What for?\I want to see it. That's all.\Ask me to smile, and I'll smile all you want.\But what good will it do? What does my smile change?\Will it bring the world happiness? Will it cheer it up?\It sure will. My world, at the very least.\Come on, smile, Huey! response:	That's it! That's the face I wanted to see, Huey!
context: What for?\I want to see it. That's all.\Ask me to smile, and I'll smile all you want.\But what good will it do? What does my smile change?\Will it bring the world happiness? Will it cheer it up?\It sure will. My world, at the very least.\Come on, smile, Huey!\That's it! That's the face I wanted to see, Huey! response:	You astound me. Imagine, you coming here, just for that.
context: I want to see it. That's all.\Ask me to smile, and I'll smile all you want.\But what good will it do? What does my smile change?\Will it bring the world happiness? Will it cheer it up?\It sure will. My world, at the very least.\Come on, smile, Huey!\That's it! That's the face I wanted to see, Huey!\You astound me. Imagine, you coming here, just for that. response:	I'll do anything for a smile!
context: Ask me to smile, and I'll smile all you want.\But what good will it do? What does my smile change?\Will it bring the world happiness? Will it cheer it up?\It sure will. My world, at the very least.\Come on, smile, Huey!\That's it! That's the face I wanted to see, Huey!\You astound me. Imagine, you coming here, just for that.\I'll do anything for a smile! response:	There's someone I'd like you to meet. My daughter.
context: But what good will it do? What does my smile change?\Will it bring the world happiness? Will it cheer it up?\It sure will. My world, at the very least.\Come on, smile, Huey!\That's it! That's the face I wanted to see, Huey!\You astound me. Imagine, you coming here, just for that.\I'll do anything for a smile!\There's someone I'd like you to meet. My daughter. response:	Daughter?
context: Will it bring the world happiness? Will it cheer it up?\It sure will. My world, at the very least.\Come on, smile, Huey!\That's it! That's the face I wanted to see, Huey!\You astound me. Imagine, you coming here, just for that.\I'll do anything for a smile!\There's someone I'd like you to meet. My daughter.\Daughter? response:	Will you be able to make her smile?
context: It sure will. My world, at the very least.\Come on, smile, Huey!\That's it! That's the face I wanted to see, Huey!\You astound me. Imagine, you coming here, just for that.\I'll do anything for a smile!\There's someone I'd like you to meet. My daughter.\Daughter?\Will you be able to make her smile? response:	Will you still be able to smile, once you've met her?
context: Come on, smile, Huey!\That's it! That's the face I wanted to see, Huey!\You astound me. Imagine, you coming here, just for that.\I'll do anything for a smile!\There's someone I'd like you to meet. My daughter.\Daughter?\Will you be able to make her smile?\Will you still be able to smile, once you've met her? response:	I'm curious. I'm very curious.
context: That's it! That's the face I wanted to see, Huey!\You astound me. Imagine, you coming here, just for that.\I'll do anything for a smile!\There's someone I'd like you to meet. My daughter.\Daughter?\Will you be able to make her smile?\Will you still be able to smile, once you've met her?\I'm curious. I'm very curious. response:	Chane...
context: You astound me. Imagine, you coming here, just for that.\I'll do anything for a smile!\There's someone I'd like you to meet. My daughter.\Daughter?\Will you be able to make her smile?\Will you still be able to smile, once you've met her?\I'm curious. I'm very curious.\Chane... response:	Yes, Dad?
context: I'll do anything for a smile!\There's someone I'd like you to meet. My daughter.\Daughter?\Will you be able to make her smile?\Will you still be able to smile, once you've met her?\I'm curious. I'm very curious.\Chane...\Yes, Dad? response:	Do you love me?
context: There's someone I'd like you to meet. My daughter.\Daughter?\Will you be able to make her smile?\Will you still be able to smile, once you've met her?\I'm curious. I'm very curious.\Chane...\Yes, Dad?\Do you love me? response:	Yes.
context: Daughter?\Will you be able to make her smile?\Will you still be able to smile, once you've met her?\I'm curious. I'm very curious.\Chane...\Yes, Dad?\Do you love me?\Yes. response:	Could you do anything for me?
context: Will you be able to make her smile?\Will you still be able to smile, once you've met her?\I'm curious. I'm very curious.\Chane...\Yes, Dad?\Do you love me?\Yes.\Could you do anything for me? response:	Yes.
context: Will you still be able to smile, once you've met her?\I'm curious. I'm very curious.\Chane...\Yes, Dad?\Do you love me?\Yes.\Could you do anything for me?\Yes. response:	You really are a fine little girl. You would never disappoint me.
context: I'm curious. I'm very curious.\Chane...\Yes, Dad?\Do you love me?\Yes.\Could you do anything for me?\Yes.\You really are a fine little girl. You would never disappoint me. response:	You are my daughter, my protector, and guardian of my knowledge.
context: Chane...\Yes, Dad?\Do you love me?\Yes.\Could you do anything for me?\Yes.\You really are a fine little girl. You would never disappoint me.\You are my daughter, my protector, and guardian of my knowledge. response:	That is the reason you were born, after all.
context: Yes, Dad?\Do you love me?\Yes.\Could you do anything for me?\Yes.\You really are a fine little girl. You would never disappoint me.\You are my daughter, my protector, and guardian of my knowledge.\That is the reason you were born, after all. response:	Right, Dad.
context: Do you love me?\Yes.\Could you do anything for me?\Yes.\You really are a fine little girl. You would never disappoint me.\You are my daughter, my protector, and guardian of my knowledge.\That is the reason you were born, after all.\Right, Dad. response:	I will tell you...
context: Yes.\Could you do anything for me?\Yes.\You really are a fine little girl. You would never disappoint me.\You are my daughter, my protector, and guardian of my knowledge.\That is the reason you were born, after all.\Right, Dad.\I will tell you... response:	I will tell you a portion of the knowledge that only I have.
context: Could you do anything for me?\Yes.\You really are a fine little girl. You would never disappoint me.\You are my daughter, my protector, and guardian of my knowledge.\That is the reason you were born, after all.\Right, Dad.\I will tell you...\I will tell you a portion of the knowledge that only I have. response:	But I am only telling you. You will only be allowed to listen to it,
context: Yes.\You really are a fine little girl. You would never disappoint me.\You are my daughter, my protector, and guardian of my knowledge.\That is the reason you were born, after all.\Right, Dad.\I will tell you...\I will tell you a portion of the knowledge that only I have.\But I am only telling you. You will only be allowed to listen to it, response:	and memorize it.
context: You really are a fine little girl. You would never disappoint me.\You are my daughter, my protector, and guardian of my knowledge.\That is the reason you were born, after all.\Right, Dad.\I will tell you...\I will tell you a portion of the knowledge that only I have.\But I am only telling you. You will only be allowed to listen to it,\and memorize it. response:	You must not tell anyone this knowledge,
context: You are my daughter, my protector, and guardian of my knowledge.\That is the reason you were born, after all.\Right, Dad.\I will tell you...\I will tell you a portion of the knowledge that only I have.\But I am only telling you. You will only be allowed to listen to it,\and memorize it.\You must not tell anyone this knowledge, response:	and you must not use it for your own purposes, either.
context: That is the reason you were born, after all.\Right, Dad.\I will tell you...\I will tell you a portion of the knowledge that only I have.\But I am only telling you. You will only be allowed to listen to it,\and memorize it.\You must not tell anyone this knowledge,\and you must not use it for your own purposes, either. response:	Can you promise me that?
context: Right, Dad.\I will tell you...\I will tell you a portion of the knowledge that only I have.\But I am only telling you. You will only be allowed to listen to it,\and memorize it.\You must not tell anyone this knowledge,\and you must not use it for your own purposes, either.\Can you promise me that? response:	Yes.
context: I will tell you...\I will tell you a portion of the knowledge that only I have.\But I am only telling you. You will only be allowed to listen to it,\and memorize it.\You must not tell anyone this knowledge,\and you must not use it for your own purposes, either.\Can you promise me that?\Yes. response:	Wonderful, Chane.
context: I will tell you a portion of the knowledge that only I have.\But I am only telling you. You will only be allowed to listen to it,\and memorize it.\You must not tell anyone this knowledge,\and you must not use it for your own purposes, either.\Can you promise me that?\Yes.\Wonderful, Chane. response:	There's no way you will ever let me down, after all.
context: But I am only telling you. You will only be allowed to listen to it,\and memorize it.\You must not tell anyone this knowledge,\and you must not use it for your own purposes, either.\Can you promise me that?\Yes.\Wonderful, Chane.\There's no way you will ever let me down, after all. response:	That's my daughter.
context: and memorize it.\You must not tell anyone this knowledge,\and you must not use it for your own purposes, either.\Can you promise me that?\Yes.\Wonderful, Chane.\There's no way you will ever let me down, after all.\That's my daughter. response:	Chane, you're going to be taking on a terrible burden for me,
context: You must not tell anyone this knowledge,\and you must not use it for your own purposes, either.\Can you promise me that?\Yes.\Wonderful, Chane.\There's no way you will ever let me down, after all.\That's my daughter.\Chane, you're going to be taking on a terrible burden for me, response:	so I will give you some sort of reward. Ask me for anything.
context: and you must not use it for your own purposes, either.\Can you promise me that?\Yes.\Wonderful, Chane.\There's no way you will ever let me down, after all.\That's my daughter.\Chane, you're going to be taking on a terrible burden for me,\so I will give you some sort of reward. Ask me for anything. response:	I will grant it to you.
context: Can you promise me that?\Yes.\Wonderful, Chane.\There's no way you will ever let me down, after all.\That's my daughter.\Chane, you're going to be taking on a terrible burden for me,\so I will give you some sort of reward. Ask me for anything.\I will grant it to you. response:	Elmer...
context: Yes.\Wonderful, Chane.\There's no way you will ever let me down, after all.\That's my daughter.\Chane, you're going to be taking on a terrible burden for me,\so I will give you some sort of reward. Ask me for anything.\I will grant it to you.\Elmer... response:	I wonder what you would have said if you'd seen her.
