context: I want to go back to that time again. response:	I want to become small again.
context: Is that so?\My goodness, now he knows!\I will be in trouble if he reads it. What should I do?\Wait. Minami-kun is not the type who reads something like that.\Well, I guess it'll be okay.\It sure is Chiyomi.\This is'Chiyomi's World.'\Then, what you are saying is response:	that Chiyomi has been writing... online novels?
context: My goodness, now he knows!\I will be in trouble if he reads it. What should I do?\Wait. Minami-kun is not the type who reads something like that.\Well, I guess it'll be okay.\It sure is Chiyomi.\This is'Chiyomi's World.'\Then, what you are saying is\that Chiyomi has been writing... online novels? response:	It definitely is Chiyomi.
context: I will be in trouble if he reads it. What should I do?\Wait. Minami-kun is not the type who reads something like that.\Well, I guess it'll be okay.\It sure is Chiyomi.\This is'Chiyomi's World.'\Then, what you are saying is\that Chiyomi has been writing... online novels?\It definitely is Chiyomi. response:	I am relieved. Ever since I heard she hadn't attended the workshop,
context: Wait. Minami-kun is not the type who reads something like that.\Well, I guess it'll be okay.\It sure is Chiyomi.\This is'Chiyomi's World.'\Then, what you are saying is\that Chiyomi has been writing... online novels?\It definitely is Chiyomi.\I am relieved. Ever since I heard she hadn't attended the workshop, response:	I was really worried.
context: Well, I guess it'll be okay.\It sure is Chiyomi.\This is'Chiyomi's World.'\Then, what you are saying is\that Chiyomi has been writing... online novels?\It definitely is Chiyomi.\I am relieved. Ever since I heard she hadn't attended the workshop,\I was really worried. response:	But, it is good that she is updating it frequently, at least.
context: It sure is Chiyomi.\This is'Chiyomi's World.'\Then, what you are saying is\that Chiyomi has been writing... online novels?\It definitely is Chiyomi.\I am relieved. Ever since I heard she hadn't attended the workshop,\I was really worried.\But, it is good that she is updating it frequently, at least. response:	But why did she have to leave the house?
context: This is'Chiyomi's World.'\Then, what you are saying is\that Chiyomi has been writing... online novels?\It definitely is Chiyomi.\I am relieved. Ever since I heard she hadn't attended the workshop,\I was really worried.\But, it is good that she is updating it frequently, at least.\But why did she have to leave the house? response:	That's right. She didn't have to do this secretly.
context: Then, what you are saying is\that Chiyomi has been writing... online novels?\It definitely is Chiyomi.\I am relieved. Ever since I heard she hadn't attended the workshop,\I was really worried.\But, it is good that she is updating it frequently, at least.\But why did she have to leave the house?\That's right. She didn't have to do this secretly. response:	Well, I suppose she felt shy about showing it to you.
context: that Chiyomi has been writing... online novels?\It definitely is Chiyomi.\I am relieved. Ever since I heard she hadn't attended the workshop,\I was really worried.\But, it is good that she is updating it frequently, at least.\But why did she have to leave the house?\That's right. She didn't have to do this secretly.\Well, I suppose she felt shy about showing it to you. response:	But, why did she hide it from us?
context: It definitely is Chiyomi.\I am relieved. Ever since I heard she hadn't attended the workshop,\I was really worried.\But, it is good that she is updating it frequently, at least.\But why did she have to leave the house?\That's right. She didn't have to do this secretly.\Well, I suppose she felt shy about showing it to you.\But, why did she hide it from us? response:	Right?
context: I am relieved. Ever since I heard she hadn't attended the workshop,\I was really worried.\But, it is good that she is updating it frequently, at least.\But why did she have to leave the house?\That's right. She didn't have to do this secretly.\Well, I suppose she felt shy about showing it to you.\But, why did she hide it from us?\Right? response:	I'm sorry.
context: I was really worried.\But, it is good that she is updating it frequently, at least.\But why did she have to leave the house?\That's right. She didn't have to do this secretly.\Well, I suppose she felt shy about showing it to you.\But, why did she hide it from us?\Right?\I'm sorry. response:	Actually, I did know
context: But, it is good that she is updating it frequently, at least.\But why did she have to leave the house?\That's right. She didn't have to do this secretly.\Well, I suppose she felt shy about showing it to you.\But, why did she hide it from us?\Right?\I'm sorry.\Actually, I did know response:	- that Horikiri-shi was Moon Bunny Michaela. - Eh?
context: But why did she have to leave the house?\That's right. She didn't have to do this secretly.\Well, I suppose she felt shy about showing it to you.\But, why did she hide it from us?\Right?\I'm sorry.\Actually, I did know\- that Horikiri-shi was Moon Bunny Michaela. - Eh? response:	I'm sorry, Amippe.
context: That's right. She didn't have to do this secretly.\Well, I suppose she felt shy about showing it to you.\But, why did she hide it from us?\Right?\I'm sorry.\Actually, I did know\- that Horikiri-shi was Moon Bunny Michaela. - Eh?\I'm sorry, Amippe. response:	I didn't want to say something that Horikiri-shi had kept secret.
context: Well, I suppose she felt shy about showing it to you.\But, why did she hide it from us?\Right?\I'm sorry.\Actually, I did know\- that Horikiri-shi was Moon Bunny Michaela. - Eh?\I'm sorry, Amippe.\I didn't want to say something that Horikiri-shi had kept secret. response:	Hey, that's not good. You should have told us about it first thing.
context: But, why did she hide it from us?\Right?\I'm sorry.\Actually, I did know\- that Horikiri-shi was Moon Bunny Michaela. - Eh?\I'm sorry, Amippe.\I didn't want to say something that Horikiri-shi had kept secret.\Hey, that's not good. You should have told us about it first thing. response:	I'm sorry.
context: Right?\I'm sorry.\Actually, I did know\- that Horikiri-shi was Moon Bunny Michaela. - Eh?\I'm sorry, Amippe.\I didn't want to say something that Horikiri-shi had kept secret.\Hey, that's not good. You should have told us about it first thing.\I'm sorry. response:	On the day I told her that I knew about it
context: I'm sorry.\Actually, I did know\- that Horikiri-shi was Moon Bunny Michaela. - Eh?\I'm sorry, Amippe.\I didn't want to say something that Horikiri-shi had kept secret.\Hey, that's not good. You should have told us about it first thing.\I'm sorry.\On the day I told her that I knew about it response:	and how I love Moon Bunny Michaela and Horikiri-shi,
context: Actually, I did know\- that Horikiri-shi was Moon Bunny Michaela. - Eh?\I'm sorry, Amippe.\I didn't want to say something that Horikiri-shi had kept secret.\Hey, that's not good. You should have told us about it first thing.\I'm sorry.\On the day I told her that I knew about it\and how I love Moon Bunny Michaela and Horikiri-shi, response:	she disappeared.
context: - that Horikiri-shi was Moon Bunny Michaela. - Eh?\I'm sorry, Amippe.\I didn't want to say something that Horikiri-shi had kept secret.\Hey, that's not good. You should have told us about it first thing.\I'm sorry.\On the day I told her that I knew about it\and how I love Moon Bunny Michaela and Horikiri-shi,\she disappeared. response:	So, I felt responsible.
context: I'm sorry, Amippe.\I didn't want to say something that Horikiri-shi had kept secret.\Hey, that's not good. You should have told us about it first thing.\I'm sorry.\On the day I told her that I knew about it\and how I love Moon Bunny Michaela and Horikiri-shi,\she disappeared.\So, I felt responsible. response:	Takagi-san, it is not your fault.
context: I didn't want to say something that Horikiri-shi had kept secret.\Hey, that's not good. You should have told us about it first thing.\I'm sorry.\On the day I told her that I knew about it\and how I love Moon Bunny Michaela and Horikiri-shi,\she disappeared.\So, I felt responsible.\Takagi-san, it is not your fault. response:	The reason why Onee-chan disappeared
context: Hey, that's not good. You should have told us about it first thing.\I'm sorry.\On the day I told her that I knew about it\and how I love Moon Bunny Michaela and Horikiri-shi,\she disappeared.\So, I felt responsible.\Takagi-san, it is not your fault.\The reason why Onee-chan disappeared response:	has nothing to do with her writing activities as Moon Bunny Michaela.
context: I'm sorry.\On the day I told her that I knew about it\and how I love Moon Bunny Michaela and Horikiri-shi,\she disappeared.\So, I felt responsible.\Takagi-san, it is not your fault.\The reason why Onee-chan disappeared\has nothing to do with her writing activities as Moon Bunny Michaela. response:	You should have told us if you knew about it.
context: On the day I told her that I knew about it\and how I love Moon Bunny Michaela and Horikiri-shi,\she disappeared.\So, I felt responsible.\Takagi-san, it is not your fault.\The reason why Onee-chan disappeared\has nothing to do with her writing activities as Moon Bunny Michaela.\You should have told us if you knew about it. response:	I am sorry. I thought it would be better if Onee-chan told you about it herself after she came back.
context: and how I love Moon Bunny Michaela and Horikiri-shi,\she disappeared.\So, I felt responsible.\Takagi-san, it is not your fault.\The reason why Onee-chan disappeared\has nothing to do with her writing activities as Moon Bunny Michaela.\You should have told us if you knew about it.\I am sorry. I thought it would be better if Onee-chan told you about it herself after she came back. response:	Oh... She has been thinking about these kinds of things.
context: she disappeared.\So, I felt responsible.\Takagi-san, it is not your fault.\The reason why Onee-chan disappeared\has nothing to do with her writing activities as Moon Bunny Michaela.\You should have told us if you knew about it.\I am sorry. I thought it would be better if Onee-chan told you about it herself after she came back.\Oh... She has been thinking about these kinds of things. response:	And, she is... how should I say... expressing herself?
context: So, I felt responsible.\Takagi-san, it is not your fault.\The reason why Onee-chan disappeared\has nothing to do with her writing activities as Moon Bunny Michaela.\You should have told us if you knew about it.\I am sorry. I thought it would be better if Onee-chan told you about it herself after she came back.\Oh... She has been thinking about these kinds of things.\And, she is... how should I say... expressing herself? response:	I didn't know she had this kind of talent.
context: Takagi-san, it is not your fault.\The reason why Onee-chan disappeared\has nothing to do with her writing activities as Moon Bunny Michaela.\You should have told us if you knew about it.\I am sorry. I thought it would be better if Onee-chan told you about it herself after she came back.\Oh... She has been thinking about these kinds of things.\And, she is... how should I say... expressing herself?\I didn't know she had this kind of talent. response:	Now that I think about it,
context: The reason why Onee-chan disappeared\has nothing to do with her writing activities as Moon Bunny Michaela.\You should have told us if you knew about it.\I am sorry. I thought it would be better if Onee-chan told you about it herself after she came back.\Oh... She has been thinking about these kinds of things.\And, she is... how should I say... expressing herself?\I didn't know she had this kind of talent.\Now that I think about it, response:	she told us she saw a tiny person and got really excited about it.
context: has nothing to do with her writing activities as Moon Bunny Michaela.\You should have told us if you knew about it.\I am sorry. I thought it would be better if Onee-chan told you about it herself after she came back.\Oh... She has been thinking about these kinds of things.\And, she is... how should I say... expressing herself?\I didn't know she had this kind of talent.\Now that I think about it,\she told us she saw a tiny person and got really excited about it. response:	You saw One-inch Princess?
context: You should have told us if you knew about it.\I am sorry. I thought it would be better if Onee-chan told you about it herself after she came back.\Oh... She has been thinking about these kinds of things.\And, she is... how should I say... expressing herself?\I didn't know she had this kind of talent.\Now that I think about it,\she told us she saw a tiny person and got really excited about it.\You saw One-inch Princess? response:	Yes, One-inch Princess.
context: I am sorry. I thought it would be better if Onee-chan told you about it herself after she came back.\Oh... She has been thinking about these kinds of things.\And, she is... how should I say... expressing herself?\I didn't know she had this kind of talent.\Now that I think about it,\she told us she saw a tiny person and got really excited about it.\You saw One-inch Princess?\Yes, One-inch Princess. response:	What are you saying? That's not possible.
context: Oh... She has been thinking about these kinds of things.\And, she is... how should I say... expressing herself?\I didn't know she had this kind of talent.\Now that I think about it,\she told us she saw a tiny person and got really excited about it.\You saw One-inch Princess?\Yes, One-inch Princess.\What are you saying? That's not possible. response:	But, she was really there.
context: And, she is... how should I say... expressing herself?\I didn't know she had this kind of talent.\Now that I think about it,\she told us she saw a tiny person and got really excited about it.\You saw One-inch Princess?\Yes, One-inch Princess.\What are you saying? That's not possible.\But, she was really there. response:	- On the river. I was with Minami-kun - - That's enough. I am busy.
context: I didn't know she had this kind of talent.\Now that I think about it,\she told us she saw a tiny person and got really excited about it.\You saw One-inch Princess?\Yes, One-inch Princess.\What are you saying? That's not possible.\But, she was really there.\- On the river. I was with Minami-kun - - That's enough. I am busy. response:	Maybe she really did see her.
context: Now that I think about it,\she told us she saw a tiny person and got really excited about it.\You saw One-inch Princess?\Yes, One-inch Princess.\What are you saying? That's not possible.\But, she was really there.\- On the river. I was with Minami-kun - - That's enough. I am busy.\Maybe she really did see her. response:	She does have the tendency to daydream.
context: she told us she saw a tiny person and got really excited about it.\You saw One-inch Princess?\Yes, One-inch Princess.\What are you saying? That's not possible.\But, she was really there.\- On the river. I was with Minami-kun - - That's enough. I am busy.\Maybe she really did see her.\She does have the tendency to daydream. response:	You know, there is not a clear distinction between reality and a dream for children.
context: You saw One-inch Princess?\Yes, One-inch Princess.\What are you saying? That's not possible.\But, she was really there.\- On the river. I was with Minami-kun - - That's enough. I am busy.\Maybe she really did see her.\She does have the tendency to daydream.\You know, there is not a clear distinction between reality and a dream for children. response:	Maybe I shouldn't have scolded her that much.
context: Yes, One-inch Princess.\What are you saying? That's not possible.\But, she was really there.\- On the river. I was with Minami-kun - - That's enough. I am busy.\Maybe she really did see her.\She does have the tendency to daydream.\You know, there is not a clear distinction between reality and a dream for children.\Maybe I shouldn't have scolded her that much. response:	I wonder if...
context: What are you saying? That's not possible.\But, she was really there.\- On the river. I was with Minami-kun - - That's enough. I am busy.\Maybe she really did see her.\She does have the tendency to daydream.\You know, there is not a clear distinction between reality and a dream for children.\Maybe I shouldn't have scolded her that much.\I wonder if... response:	Onee-chan became a tiny person for real?
context: But, she was really there.\- On the river. I was with Minami-kun - - That's enough. I am busy.\Maybe she really did see her.\She does have the tendency to daydream.\You know, there is not a clear distinction between reality and a dream for children.\Maybe I shouldn't have scolded her that much.\I wonder if...\Onee-chan became a tiny person for real? response:	Hey, what are you saying?
context: - On the river. I was with Minami-kun - - That's enough. I am busy.\Maybe she really did see her.\She does have the tendency to daydream.\You know, there is not a clear distinction between reality and a dream for children.\Maybe I shouldn't have scolded her that much.\I wonder if...\Onee-chan became a tiny person for real?\Hey, what are you saying? response:	But, she must have had a lot of things she wanted to say but couldn't.
context: Maybe she really did see her.\She does have the tendency to daydream.\You know, there is not a clear distinction between reality and a dream for children.\Maybe I shouldn't have scolded her that much.\I wonder if...\Onee-chan became a tiny person for real?\Hey, what are you saying?\But, she must have had a lot of things she wanted to say but couldn't. response:	Shunichi is late.
context: She does have the tendency to daydream.\You know, there is not a clear distinction between reality and a dream for children.\Maybe I shouldn't have scolded her that much.\I wonder if...\Onee-chan became a tiny person for real?\Hey, what are you saying?\But, she must have had a lot of things she wanted to say but couldn't.\Shunichi is late. response:	He said he'd go for a run but hasn't come back yet.
context: You know, there is not a clear distinction between reality and a dream for children.\Maybe I shouldn't have scolded her that much.\I wonder if...\Onee-chan became a tiny person for real?\Hey, what are you saying?\But, she must have had a lot of things she wanted to say but couldn't.\Shunichi is late.\He said he'd go for a run but hasn't come back yet. response:	What is he doing, leaving Chiyomi-chan behind?
context: Maybe I shouldn't have scolded her that much.\I wonder if...\Onee-chan became a tiny person for real?\Hey, what are you saying?\But, she must have had a lot of things she wanted to say but couldn't.\Shunichi is late.\He said he'd go for a run but hasn't come back yet.\What is he doing, leaving Chiyomi-chan behind? response:	What?
context: I wonder if...\Onee-chan became a tiny person for real?\Hey, what are you saying?\But, she must have had a lot of things she wanted to say but couldn't.\Shunichi is late.\He said he'd go for a run but hasn't come back yet.\What is he doing, leaving Chiyomi-chan behind?\What? response:	Timing and Subtitles brought to you by The Little Lover Team @Viki.
context: Onee-chan became a tiny person for real?\Hey, what are you saying?\But, she must have had a lot of things she wanted to say but couldn't.\Shunichi is late.\He said he'd go for a run but hasn't come back yet.\What is he doing, leaving Chiyomi-chan behind?\What?\Timing and Subtitles brought to you by The Little Lover Team @Viki. response:	My Little Lover Minami Kun No Koibito
context: Hey, what are you saying?\But, she must have had a lot of things she wanted to say but couldn't.\Shunichi is late.\He said he'd go for a run but hasn't come back yet.\What is he doing, leaving Chiyomi-chan behind?\What?\Timing and Subtitles brought to you by The Little Lover Team @Viki.\My Little Lover Minami Kun No Koibito response:	Minami-kun, did something happen?
context: But, she must have had a lot of things she wanted to say but couldn't.\Shunichi is late.\He said he'd go for a run but hasn't come back yet.\What is he doing, leaving Chiyomi-chan behind?\What?\Timing and Subtitles brought to you by The Little Lover Team @Viki.\My Little Lover Minami Kun No Koibito\Minami-kun, did something happen? response:	You have been quiet since you came home.
context: Shunichi is late.\He said he'd go for a run but hasn't come back yet.\What is he doing, leaving Chiyomi-chan behind?\What?\Timing and Subtitles brought to you by The Little Lover Team @Viki.\My Little Lover Minami Kun No Koibito\Minami-kun, did something happen?\You have been quiet since you came home. response:	Ah... Well...
context: He said he'd go for a run but hasn't come back yet.\What is he doing, leaving Chiyomi-chan behind?\What?\Timing and Subtitles brought to you by The Little Lover Team @Viki.\My Little Lover Minami Kun No Koibito\Minami-kun, did something happen?\You have been quiet since you came home.\Ah... Well... response:	Yes, who is it?
context: What is he doing, leaving Chiyomi-chan behind?\What?\Timing and Subtitles brought to you by The Little Lover Team @Viki.\My Little Lover Minami Kun No Koibito\Minami-kun, did something happen?\You have been quiet since you came home.\Ah... Well...\Yes, who is it? response:	I am Takagi. I'm Shunichi-kun's classmate.
context: What?\Timing and Subtitles brought to you by The Little Lover Team @Viki.\My Little Lover Minami Kun No Koibito\Minami-kun, did something happen?\You have been quiet since you came home.\Ah... Well...\Yes, who is it?\I am Takagi. I'm Shunichi-kun's classmate. response:	Takagi?!
context: Timing and Subtitles brought to you by The Little Lover Team @Viki.\My Little Lover Minami Kun No Koibito\Minami-kun, did something happen?\You have been quiet since you came home.\Ah... Well...\Yes, who is it?\I am Takagi. I'm Shunichi-kun's classmate.\Takagi?! response:	Why is he here?
context: My Little Lover Minami Kun No Koibito\Minami-kun, did something happen?\You have been quiet since you came home.\Ah... Well...\Yes, who is it?\I am Takagi. I'm Shunichi-kun's classmate.\Takagi?!\Why is he here? response:	Shunichi, Takagi-kun is here.
context: Minami-kun, did something happen?\You have been quiet since you came home.\Ah... Well...\Yes, who is it?\I am Takagi. I'm Shunichi-kun's classmate.\Takagi?!\Why is he here?\Shunichi, Takagi-kun is here. response:	Come down.
context: You have been quiet since you came home.\Ah... Well...\Yes, who is it?\I am Takagi. I'm Shunichi-kun's classmate.\Takagi?!\Why is he here?\Shunichi, Takagi-kun is here.\Come down. response:	Shunichi-kun's room is upstairs, right?
context: Ah... Well...\Yes, who is it?\I am Takagi. I'm Shunichi-kun's classmate.\Takagi?!\Why is he here?\Shunichi, Takagi-kun is here.\Come down.\Shunichi-kun's room is upstairs, right? response:	It's okay. I am going to his room.
context: Yes, who is it?\I am Takagi. I'm Shunichi-kun's classmate.\Takagi?!\Why is he here?\Shunichi, Takagi-kun is here.\Come down.\Shunichi-kun's room is upstairs, right?\It's okay. I am going to his room. response:	Huh?
context: I am Takagi. I'm Shunichi-kun's classmate.\Takagi?!\Why is he here?\Shunichi, Takagi-kun is here.\Come down.\Shunichi-kun's room is upstairs, right?\It's okay. I am going to his room.\Huh? response:	Oh, really?
context: Takagi?!\Why is he here?\Shunichi, Takagi-kun is here.\Come down.\Shunichi-kun's room is upstairs, right?\It's okay. I am going to his room.\Huh?\Oh, really? response:	Hey, hide somewhere.
context: Why is he here?\Shunichi, Takagi-kun is here.\Come down.\Shunichi-kun's room is upstairs, right?\It's okay. I am going to his room.\Huh?\Oh, really?\Hey, hide somewhere. response:	Okay.
context: Shunichi, Takagi-kun is here.\Come down.\Shunichi-kun's room is upstairs, right?\It's okay. I am going to his room.\Huh?\Oh, really?\Hey, hide somewhere.\Okay. response:	What's the matter?
context: Come down.\Shunichi-kun's room is upstairs, right?\It's okay. I am going to his room.\Huh?\Oh, really?\Hey, hide somewhere.\Okay.\What's the matter? response:	Why did you come here all of a sudden?
context: Shunichi-kun's room is upstairs, right?\It's okay. I am going to his room.\Huh?\Oh, really?\Hey, hide somewhere.\Okay.\What's the matter?\Why did you come here all of a sudden? response:	I want to talk to you as a man, face to face.
context: It's okay. I am going to his room.\Huh?\Oh, really?\Hey, hide somewhere.\Okay.\What's the matter?\Why did you come here all of a sudden?\I want to talk to you as a man, face to face. response:	Let me come in.
context: Huh?\Oh, really?\Hey, hide somewhere.\Okay.\What's the matter?\Why did you come here all of a sudden?\I want to talk to you as a man, face to face.\Let me come in. response:	Hey!
context: Oh, really?\Hey, hide somewhere.\Okay.\What's the matter?\Why did you come here all of a sudden?\I want to talk to you as a man, face to face.\Let me come in.\Hey! response:	I was studying right now.
context: Hey, hide somewhere.\Okay.\What's the matter?\Why did you come here all of a sudden?\I want to talk to you as a man, face to face.\Let me come in.\Hey!\I was studying right now. response:	- Make it short if you need to talk. - Your figurine doll...
context: Okay.\What's the matter?\Why did you come here all of a sudden?\I want to talk to you as a man, face to face.\Let me come in.\Hey!\I was studying right now.\- Make it short if you need to talk. - Your figurine doll... response:	Does she sleep here at night?
context: What's the matter?\Why did you come here all of a sudden?\I want to talk to you as a man, face to face.\Let me come in.\Hey!\I was studying right now.\- Make it short if you need to talk. - Your figurine doll...\Does she sleep here at night? response:	Oh! Well...
context: Why did you come here all of a sudden?\I want to talk to you as a man, face to face.\Let me come in.\Hey!\I was studying right now.\- Make it short if you need to talk. - Your figurine doll...\Does she sleep here at night?\Oh! Well... response:	This is actually...
context: I want to talk to you as a man, face to face.\Let me come in.\Hey!\I was studying right now.\- Make it short if you need to talk. - Your figurine doll...\Does she sleep here at night?\Oh! Well...\This is actually... response:	That is undoubtedly a bed for a figurine!
context: Let me come in.\Hey!\I was studying right now.\- Make it short if you need to talk. - Your figurine doll...\Does she sleep here at night?\Oh! Well...\This is actually...\That is undoubtedly a bed for a figurine! response:	What? What are you saying?
context: Hey!\I was studying right now.\- Make it short if you need to talk. - Your figurine doll...\Does she sleep here at night?\Oh! Well...\This is actually...\That is undoubtedly a bed for a figurine!\What? What are you saying? response:	I just put a towel in it. That's all.
context: I was studying right now.\- Make it short if you need to talk. - Your figurine doll...\Does she sleep here at night?\Oh! Well...\This is actually...\That is undoubtedly a bed for a figurine!\What? What are you saying?\I just put a towel in it. That's all. response:	You are playing dumb?
context: - Make it short if you need to talk. - Your figurine doll...\Does she sleep here at night?\Oh! Well...\This is actually...\That is undoubtedly a bed for a figurine!\What? What are you saying?\I just put a towel in it. That's all.\You are playing dumb? response:	Then, shall I put my figurine on it?
context: Does she sleep here at night?\Oh! Well...\This is actually...\That is undoubtedly a bed for a figurine!\What? What are you saying?\I just put a towel in it. That's all.\You are playing dumb?\Then, shall I put my figurine on it? response:	Look. It's just the right size!
context: Oh! Well...\This is actually...\That is undoubtedly a bed for a figurine!\What? What are you saying?\I just put a towel in it. That's all.\You are playing dumb?\Then, shall I put my figurine on it?\Look. It's just the right size! response:	Hey, what are you talking about?
context: This is actually...\That is undoubtedly a bed for a figurine!\What? What are you saying?\I just put a towel in it. That's all.\You are playing dumb?\Then, shall I put my figurine on it?\Look. It's just the right size!\Hey, what are you talking about? response:	I am not interested in figurines or that kind.
context: That is undoubtedly a bed for a figurine!\What? What are you saying?\I just put a towel in it. That's all.\You are playing dumb?\Then, shall I put my figurine on it?\Look. It's just the right size!\Hey, what are you talking about?\I am not interested in figurines or that kind. response:	Don't try to deny it.
context: What? What are you saying?\I just put a towel in it. That's all.\You are playing dumb?\Then, shall I put my figurine on it?\Look. It's just the right size!\Hey, what are you talking about?\I am not interested in figurines or that kind.\Don't try to deny it. response:	I saw Horikiri-shi peeking out of your pocket in the classroom.
context: I just put a towel in it. That's all.\You are playing dumb?\Then, shall I put my figurine on it?\Look. It's just the right size!\Hey, what are you talking about?\I am not interested in figurines or that kind.\Don't try to deny it.\I saw Horikiri-shi peeking out of your pocket in the classroom. response:	- What? - What?
context: You are playing dumb?\Then, shall I put my figurine on it?\Look. It's just the right size!\Hey, what are you talking about?\I am not interested in figurines or that kind.\Don't try to deny it.\I saw Horikiri-shi peeking out of your pocket in the classroom.\- What? - What? response:	That was really well made.
context: Then, shall I put my figurine on it?\Look. It's just the right size!\Hey, what are you talking about?\I am not interested in figurines or that kind.\Don't try to deny it.\I saw Horikiri-shi peeking out of your pocket in the classroom.\- What? - What?\That was really well made. response:	Riku thought I was a figurine.
context: Look. It's just the right size!\Hey, what are you talking about?\I am not interested in figurines or that kind.\Don't try to deny it.\I saw Horikiri-shi peeking out of your pocket in the classroom.\- What? - What?\That was really well made.\Riku thought I was a figurine. response:	That's fine.
context: Hey, what are you talking about?\I am not interested in figurines or that kind.\Don't try to deny it.\I saw Horikiri-shi peeking out of your pocket in the classroom.\- What? - What?\That was really well made.\Riku thought I was a figurine.\That's fine. response:	That's not what I want to ask you the most.
context: I am not interested in figurines or that kind.\Don't try to deny it.\I saw Horikiri-shi peeking out of your pocket in the classroom.\- What? - What?\That was really well made.\Riku thought I was a figurine.\That's fine.\That's not what I want to ask you the most. response:	Minami.
context: Don't try to deny it.\I saw Horikiri-shi peeking out of your pocket in the classroom.\- What? - What?\That was really well made.\Riku thought I was a figurine.\That's fine.\That's not what I want to ask you the most.\Minami. response:	You love Horikiri-shi, don't you?
context: I saw Horikiri-shi peeking out of your pocket in the classroom.\- What? - What?\That was really well made.\Riku thought I was a figurine.\That's fine.\That's not what I want to ask you the most.\Minami.\You love Horikiri-shi, don't you? response:	Riku...
context: - What? - What?\That was really well made.\Riku thought I was a figurine.\That's fine.\That's not what I want to ask you the most.\Minami.\You love Horikiri-shi, don't you?\Riku... response:	I can tell because I like creating things.
context: That was really well made.\Riku thought I was a figurine.\That's fine.\That's not what I want to ask you the most.\Minami.\You love Horikiri-shi, don't you?\Riku...\I can tell because I like creating things. response:	The reason why you can make a figurine that looks so real is because you love her that much.
context: Riku thought I was a figurine.\That's fine.\That's not what I want to ask you the most.\Minami.\You love Horikiri-shi, don't you?\Riku...\I can tell because I like creating things.\The reason why you can make a figurine that looks so real is because you love her that much. response:	W-What are you saying?
context: That's fine.\That's not what I want to ask you the most.\Minami.\You love Horikiri-shi, don't you?\Riku...\I can tell because I like creating things.\The reason why you can make a figurine that looks so real is because you love her that much.\W-What are you saying? response:	She is my childhood friend, but...
context: That's not what I want to ask you the most.\Minami.\You love Horikiri-shi, don't you?\Riku...\I can tell because I like creating things.\The reason why you can make a figurine that looks so real is because you love her that much.\W-What are you saying?\She is my childhood friend, but... response:	That's not all, is it?
context: Minami.\You love Horikiri-shi, don't you?\Riku...\I can tell because I like creating things.\The reason why you can make a figurine that looks so real is because you love her that much.\W-What are you saying?\She is my childhood friend, but...\That's not all, is it? response:	Why are you playing dumb?
context: You love Horikiri-shi, don't you?\Riku...\I can tell because I like creating things.\The reason why you can make a figurine that looks so real is because you love her that much.\W-What are you saying?\She is my childhood friend, but...\That's not all, is it?\Why are you playing dumb? response:	I am not.
context: Riku...\I can tell because I like creating things.\The reason why you can make a figurine that looks so real is because you love her that much.\W-What are you saying?\She is my childhood friend, but...\That's not all, is it?\Why are you playing dumb?\I am not. response:	It is you, isn't it?
context: I can tell because I like creating things.\The reason why you can make a figurine that looks so real is because you love her that much.\W-What are you saying?\She is my childhood friend, but...\That's not all, is it?\Why are you playing dumb?\I am not.\It is you, isn't it? response:	The Big Guy.
context: The reason why you can make a figurine that looks so real is because you love her that much.\W-What are you saying?\She is my childhood friend, but...\That's not all, is it?\Why are you playing dumb?\I am not.\It is you, isn't it?\The Big Guy. response:	Why are you covering it up?
context: W-What are you saying?\She is my childhood friend, but...\That's not all, is it?\Why are you playing dumb?\I am not.\It is you, isn't it?\The Big Guy.\Why are you covering it up? response:	So, I got jealous when I read Chobiko in a Pocket.
context: She is my childhood friend, but...\That's not all, is it?\Why are you playing dumb?\I am not.\It is you, isn't it?\The Big Guy.\Why are you covering it up?\So, I got jealous when I read Chobiko in a Pocket. response:	I wished I had been the Big Guy.
context: That's not all, is it?\Why are you playing dumb?\I am not.\It is you, isn't it?\The Big Guy.\Why are you covering it up?\So, I got jealous when I read Chobiko in a Pocket.\I wished I had been the Big Guy. response:	I don't know what you are talking about...
context: Why are you playing dumb?\I am not.\It is you, isn't it?\The Big Guy.\Why are you covering it up?\So, I got jealous when I read Chobiko in a Pocket.\I wished I had been the Big Guy.\I don't know what you are talking about... response:	Then, what is this?!
context: I am not.\It is you, isn't it?\The Big Guy.\Why are you covering it up?\So, I got jealous when I read Chobiko in a Pocket.\I wished I had been the Big Guy.\I don't know what you are talking about...\Then, what is this?! response:	Show me your figurine.
context: It is you, isn't it?\The Big Guy.\Why are you covering it up?\So, I got jealous when I read Chobiko in a Pocket.\I wished I had been the Big Guy.\I don't know what you are talking about...\Then, what is this?!\Show me your figurine. response:	- I'm telling you, I don't have a figurine... - Where is it?
context: The Big Guy.\Why are you covering it up?\So, I got jealous when I read Chobiko in a Pocket.\I wished I had been the Big Guy.\I don't know what you are talking about...\Then, what is this?!\Show me your figurine.\- I'm telling you, I don't have a figurine... - Where is it? response:	Hey, stop! Stop it!
context: Why are you covering it up?\So, I got jealous when I read Chobiko in a Pocket.\I wished I had been the Big Guy.\I don't know what you are talking about...\Then, what is this?!\Show me your figurine.\- I'm telling you, I don't have a figurine... - Where is it?\Hey, stop! Stop it! response:	Hey, where is it?
