context: To Stop response:	The War Between
context: It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\Yeah.\Of course we're totally hot for each other!\I meant that she's as strong and sweet as a gorilla!\I just wanted to show you that our love isn't just any love.\Right, honey? response:	Oh, there you go again, darling!
context: It's all or nothing now! We'll have to fake it!\It's all or nothing now! We'll have to fake it!\Yeah.\Of course we're totally hot for each other!\I meant that she's as strong and sweet as a gorilla!\I just wanted to show you that our love isn't just any love.\Right, honey?\Oh, there you go again, darling! response:	Don't confuse them like that!
context: It's all or nothing now! We'll have to fake it!\Yeah.\Of course we're totally hot for each other!\I meant that she's as strong and sweet as a gorilla!\I just wanted to show you that our love isn't just any love.\Right, honey?\Oh, there you go again, darling!\Don't confuse them like that! response:	But of course, that's what I love about youyour skin's as snow-white as a bean sprout!
context: Yeah.\Of course we're totally hot for each other!\I meant that she's as strong and sweet as a gorilla!\I just wanted to show you that our love isn't just any love.\Right, honey?\Oh, there you go again, darling!\Don't confuse them like that!\But of course, that's what I love about youyour skin's as snow-white as a bean sprout! response:	My darling!
context: Of course we're totally hot for each other!\I meant that she's as strong and sweet as a gorilla!\I just wanted to show you that our love isn't just any love.\Right, honey?\Oh, there you go again, darling!\Don't confuse them like that!\But of course, that's what I love about youyour skin's as snow-white as a bean sprout!\My darling! response:	Well, how'bout that? So you two are head-over-heels in love, after all?
context: I meant that she's as strong and sweet as a gorilla!\I just wanted to show you that our love isn't just any love.\Right, honey?\Oh, there you go again, darling!\Don't confuse them like that!\But of course, that's what I love about youyour skin's as snow-white as a bean sprout!\My darling!\Well, how'bout that? So you two are head-over-heels in love, after all? response:	How did we end up like this?
context: I just wanted to show you that our love isn't just any love.\Right, honey?\Oh, there you go again, darling!\Don't confuse them like that!\But of course, that's what I love about youyour skin's as snow-white as a bean sprout!\My darling!\Well, how'bout that? So you two are head-over-heels in love, after all?\How did we end up like this? response:	Can't you see it's no use complaining?
context: Right, honey?\Oh, there you go again, darling!\Don't confuse them like that!\But of course, that's what I love about youyour skin's as snow-white as a bean sprout!\My darling!\Well, how'bout that? So you two are head-over-heels in love, after all?\How did we end up like this?\Can't you see it's no use complaining? response:	There's no way we're getting out of this now.
context: Oh, there you go again, darling!\Don't confuse them like that!\But of course, that's what I love about youyour skin's as snow-white as a bean sprout!\My darling!\Well, how'bout that? So you two are head-over-heels in love, after all?\How did we end up like this?\Can't you see it's no use complaining?\There's no way we're getting out of this now. response:	I know we're a couple now, but what are we supposed to do?
context: Don't confuse them like that!\But of course, that's what I love about youyour skin's as snow-white as a bean sprout!\My darling!\Well, how'bout that? So you two are head-over-heels in love, after all?\How did we end up like this?\Can't you see it's no use complaining?\There's no way we're getting out of this now.\I know we're a couple now, but what are we supposed to do? response:	How should I know?
context: But of course, that's what I love about youyour skin's as snow-white as a bean sprout!\My darling!\Well, how'bout that? So you two are head-over-heels in love, after all?\How did we end up like this?\Can't you see it's no use complaining?\There's no way we're getting out of this now.\I know we're a couple now, but what are we supposed to do?\How should I know? response:	It's not like I've ever dated anyone before.
context: My darling!\Well, how'bout that? So you two are head-over-heels in love, after all?\How did we end up like this?\Can't you see it's no use complaining?\There's no way we're getting out of this now.\I know we're a couple now, but what are we supposed to do?\How should I know?\It's not like I've ever dated anyone before. response:	Neither have I, for your information. Not once!
context: Well, how'bout that? So you two are head-over-heels in love, after all?\How did we end up like this?\Can't you see it's no use complaining?\There's no way we're getting out of this now.\I know we're a couple now, but what are we supposed to do?\How should I know?\It's not like I've ever dated anyone before.\Neither have I, for your information. Not once! response:	Really?
context: How did we end up like this?\Can't you see it's no use complaining?\There's no way we're getting out of this now.\I know we're a couple now, but what are we supposed to do?\How should I know?\It's not like I've ever dated anyone before.\Neither have I, for your information. Not once!\Really? response:	W-Well, what can I say?
context: Can't you see it's no use complaining?\There's no way we're getting out of this now.\I know we're a couple now, but what are we supposed to do?\How should I know?\It's not like I've ever dated anyone before.\Neither have I, for your information. Not once!\Really?\W-Well, what can I say? response:	I'm not so good at things like romance.
context: There's no way we're getting out of this now.\I know we're a couple now, but what are we supposed to do?\How should I know?\It's not like I've ever dated anyone before.\Neither have I, for your information. Not once!\Really?\W-Well, what can I say?\I'm not so good at things like romance. response:	I don't really get it.
context: I know we're a couple now, but what are we supposed to do?\How should I know?\It's not like I've ever dated anyone before.\Neither have I, for your information. Not once!\Really?\W-Well, what can I say?\I'm not so good at things like romance.\I don't really get it. response:	Hey.
context: How should I know?\It's not like I've ever dated anyone before.\Neither have I, for your information. Not once!\Really?\W-Well, what can I say?\I'm not so good at things like romance.\I don't really get it.\Hey. response:	Thanks for finding this, by the way.
context: It's not like I've ever dated anyone before.\Neither have I, for your information. Not once!\Really?\W-Well, what can I say?\I'm not so good at things like romance.\I don't really get it.\Hey.\Thanks for finding this, by the way. response:	It would've been awkward if we broke it off like that. That's all.
context: Neither have I, for your information. Not once!\Really?\W-Well, what can I say?\I'm not so good at things like romance.\I don't really get it.\Hey.\Thanks for finding this, by the way.\It would've been awkward if we broke it off like that. That's all. response:	Well, now you can go ahead and show me your eternal gratitude!
context: Really?\W-Well, what can I say?\I'm not so good at things like romance.\I don't really get it.\Hey.\Thanks for finding this, by the way.\It would've been awkward if we broke it off like that. That's all.\Well, now you can go ahead and show me your eternal gratitude! response:	So, what's the story?
context: W-Well, what can I say?\I'm not so good at things like romance.\I don't really get it.\Hey.\Thanks for finding this, by the way.\It would've been awkward if we broke it off like that. That's all.\Well, now you can go ahead and show me your eternal gratitude!\So, what's the story? response:	I mean, it really seems important to you.
context: I'm not so good at things like romance.\I don't really get it.\Hey.\Thanks for finding this, by the way.\It would've been awkward if we broke it off like that. That's all.\Well, now you can go ahead and show me your eternal gratitude!\So, what's the story?\I mean, it really seems important to you. response:	Is it a keepsake from someone who died?
context: I don't really get it.\Hey.\Thanks for finding this, by the way.\It would've been awkward if we broke it off like that. That's all.\Well, now you can go ahead and show me your eternal gratitude!\So, what's the story?\I mean, it really seems important to you.\Is it a keepsake from someone who died? response:	No, someone gave it to me. A long time ago.
context: Hey.\Thanks for finding this, by the way.\It would've been awkward if we broke it off like that. That's all.\Well, now you can go ahead and show me your eternal gratitude!\So, what's the story?\I mean, it really seems important to you.\Is it a keepsake from someone who died?\No, someone gave it to me. A long time ago. response:	A long time ago?
context: Thanks for finding this, by the way.\It would've been awkward if we broke it off like that. That's all.\Well, now you can go ahead and show me your eternal gratitude!\So, what's the story?\I mean, it really seems important to you.\Is it a keepsake from someone who died?\No, someone gave it to me. A long time ago.\A long time ago? response:	When I was a kid... I was traveling overseas with my dad, and...
context: It would've been awkward if we broke it off like that. That's all.\Well, now you can go ahead and show me your eternal gratitude!\So, what's the story?\I mean, it really seems important to you.\Is it a keepsake from someone who died?\No, someone gave it to me. A long time ago.\A long time ago?\When I was a kid... I was traveling overseas with my dad, and... response:	I got pretty close with this girl I met.
context: Well, now you can go ahead and show me your eternal gratitude!\So, what's the story?\I mean, it really seems important to you.\Is it a keepsake from someone who died?\No, someone gave it to me. A long time ago.\A long time ago?\When I was a kid... I was traveling overseas with my dad, and...\I got pretty close with this girl I met. response:	She told me, We'll meet again,”
context: So, what's the story?\I mean, it really seems important to you.\Is it a keepsake from someone who died?\No, someone gave it to me. A long time ago.\A long time ago?\When I was a kid... I was traveling overseas with my dad, and...\I got pretty close with this girl I met.\She told me, We'll meet again,” response:	and gave this to me as a token of our promise.
context: I mean, it really seems important to you.\Is it a keepsake from someone who died?\No, someone gave it to me. A long time ago.\A long time ago?\When I was a kid... I was traveling overseas with my dad, and...\I got pretty close with this girl I met.\She told me, We'll meet again,”\and gave this to me as a token of our promise. response:	I can't remember her name or what she looked like.
context: Is it a keepsake from someone who died?\No, someone gave it to me. A long time ago.\A long time ago?\When I was a kid... I was traveling overseas with my dad, and...\I got pretty close with this girl I met.\She told me, We'll meet again,”\and gave this to me as a token of our promise.\I can't remember her name or what she looked like. response:	All I remember is our promise.
context: No, someone gave it to me. A long time ago.\A long time ago?\When I was a kid... I was traveling overseas with my dad, and...\I got pretty close with this girl I met.\She told me, We'll meet again,”\and gave this to me as a token of our promise.\I can't remember her name or what she looked like.\All I remember is our promise. response:	Maybe I'm just hoping that if I hold onto it, we might actually meet again.
context: A long time ago?\When I was a kid... I was traveling overseas with my dad, and...\I got pretty close with this girl I met.\She told me, We'll meet again,”\and gave this to me as a token of our promise.\I can't remember her name or what she looked like.\All I remember is our promise.\Maybe I'm just hoping that if I hold onto it, we might actually meet again. response:	I know you hate me for that, though.
context: When I was a kid... I was traveling overseas with my dad, and...\I got pretty close with this girl I met.\She told me, We'll meet again,”\and gave this to me as a token of our promise.\I can't remember her name or what she looked like.\All I remember is our promise.\Maybe I'm just hoping that if I hold onto it, we might actually meet again.\I know you hate me for that, though. response:	Dwelling on the past and all...
context: I got pretty close with this girl I met.\She told me, We'll meet again,”\and gave this to me as a token of our promise.\I can't remember her name or what she looked like.\All I remember is our promise.\Maybe I'm just hoping that if I hold onto it, we might actually meet again.\I know you hate me for that, though.\Dwelling on the past and all... response:	What I hate is the kind of guy who keeps brooding over past mistakes
context: She told me, We'll meet again,”\and gave this to me as a token of our promise.\I can't remember her name or what she looked like.\All I remember is our promise.\Maybe I'm just hoping that if I hold onto it, we might actually meet again.\I know you hate me for that, though.\Dwelling on the past and all...\What I hate is the kind of guy who keeps brooding over past mistakes response:	and other things that he can't possibly change.
context: and gave this to me as a token of our promise.\I can't remember her name or what she looked like.\All I remember is our promise.\Maybe I'm just hoping that if I hold onto it, we might actually meet again.\I know you hate me for that, though.\Dwelling on the past and all...\What I hate is the kind of guy who keeps brooding over past mistakes\and other things that he can't possibly change. response:	But I can't say I hate romantic stories like yours.
context: I can't remember her name or what she looked like.\All I remember is our promise.\Maybe I'm just hoping that if I hold onto it, we might actually meet again.\I know you hate me for that, though.\Dwelling on the past and all...\What I hate is the kind of guy who keeps brooding over past mistakes\and other things that he can't possibly change.\But I can't say I hate romantic stories like yours. response:	Anyway, we're gonna do something about this situation ASAP.
context: All I remember is our promise.\Maybe I'm just hoping that if I hold onto it, we might actually meet again.\I know you hate me for that, though.\Dwelling on the past and all...\What I hate is the kind of guy who keeps brooding over past mistakes\and other things that he can't possibly change.\But I can't say I hate romantic stories like yours.\Anyway, we're gonna do something about this situation ASAP. response:	I can't stand the thought of dating you!
context: Maybe I'm just hoping that if I hold onto it, we might actually meet again.\I know you hate me for that, though.\Dwelling on the past and all...\What I hate is the kind of guy who keeps brooding over past mistakes\and other things that he can't possibly change.\But I can't say I hate romantic stories like yours.\Anyway, we're gonna do something about this situation ASAP.\I can't stand the thought of dating you! response:	I could say the same, you moronic bean sprout!
context: I know you hate me for that, though.\Dwelling on the past and all...\What I hate is the kind of guy who keeps brooding over past mistakes\and other things that he can't possibly change.\But I can't say I hate romantic stories like yours.\Anyway, we're gonna do something about this situation ASAP.\I can't stand the thought of dating you!\I could say the same, you moronic bean sprout! response:	Young Master, you have a visitor!
context: Dwelling on the past and all...\What I hate is the kind of guy who keeps brooding over past mistakes\and other things that he can't possibly change.\But I can't say I hate romantic stories like yours.\Anyway, we're gonna do something about this situation ASAP.\I can't stand the thought of dating you!\I could say the same, you moronic bean sprout!\Young Master, you have a visitor! response:	Good mornin', Young Master.
context: What I hate is the kind of guy who keeps brooding over past mistakes\and other things that he can't possibly change.\But I can't say I hate romantic stories like yours.\Anyway, we're gonna do something about this situation ASAP.\I can't stand the thought of dating you!\I could say the same, you moronic bean sprout!\Young Master, you have a visitor!\Good mornin', Young Master. response:	G'morning!
context: and other things that he can't possibly change.\But I can't say I hate romantic stories like yours.\Anyway, we're gonna do something about this situation ASAP.\I can't stand the thought of dating you!\I could say the same, you moronic bean sprout!\Young Master, you have a visitor!\Good mornin', Young Master.\G'morning! response:	Good morning!
context: But I can't say I hate romantic stories like yours.\Anyway, we're gonna do something about this situation ASAP.\I can't stand the thought of dating you!\I could say the same, you moronic bean sprout!\Young Master, you have a visitor!\Good mornin', Young Master.\G'morning!\Good morning! response:	G'morning!
context: Anyway, we're gonna do something about this situation ASAP.\I can't stand the thought of dating you!\I could say the same, you moronic bean sprout!\Young Master, you have a visitor!\Good mornin', Young Master.\G'morning!\Good morning!\G'morning! response:	Good morning!
context: I can't stand the thought of dating you!\I could say the same, you moronic bean sprout!\Young Master, you have a visitor!\Good mornin', Young Master.\G'morning!\Good morning!\G'morning!\Good morning! response:	G-Good morning, darling!
context: I could say the same, you moronic bean sprout!\Young Master, you have a visitor!\Good mornin', Young Master.\G'morning!\Good morning!\G'morning!\Good morning!\G-Good morning, darling! response:	Sorry to spring this on you,
context: Young Master, you have a visitor!\Good mornin', Young Master.\G'morning!\Good morning!\G'morning!\Good morning!\G-Good morning, darling!\Sorry to spring this on you, response:	but would you go on a date with me right now?
context: Good mornin', Young Master.\G'morning!\Good morning!\G'morning!\Good morning!\G-Good morning, darling!\Sorry to spring this on you,\but would you go on a date with me right now? response:	Episode 2: Encounter
context: G'morning!\Good morning!\G'morning!\Good morning!\G-Good morning, darling!\Sorry to spring this on you,\but would you go on a date with me right now?\Episode 2: Encounter response:	Episode 2: Encounter
context: Good morning!\G'morning!\Good morning!\G-Good morning, darling!\Sorry to spring this on you,\but would you go on a date with me right now?\Episode 2: Encounter\Episode 2: Encounter response:	Episode 2: Encounter
context: G'morning!\Good morning!\G-Good morning, darling!\Sorry to spring this on you,\but would you go on a date with me right now?\Episode 2: Encounter\Episode 2: Encounter\Episode 2: Encounter response:	A date?
context: Good morning!\G-Good morning, darling!\Sorry to spring this on you,\but would you go on a date with me right now?\Episode 2: Encounter\Episode 2: Encounter\Episode 2: Encounter\A date? response:	Why should we?
context: G-Good morning, darling!\Sorry to spring this on you,\but would you go on a date with me right now?\Episode 2: Encounter\Episode 2: Encounter\Episode 2: Encounter\A date?\Why should we? response:	Why, you say?
context: Sorry to spring this on you,\but would you go on a date with me right now?\Episode 2: Encounter\Episode 2: Encounter\Episode 2: Encounter\A date?\Why should we?\Why, you say? response:	Because that's what couples do!
context: but would you go on a date with me right now?\Episode 2: Encounter\Episode 2: Encounter\Episode 2: Encounter\A date?\Why should we?\Why, you say?\Because that's what couples do! response:	Caution
context: Episode 2: Encounter\Episode 2: Encounter\Episode 2: Encounter\A date?\Why should we?\Why, you say?\Because that's what couples do!\Caution response:	Beware of Stalkers
context: Episode 2: Encounter\Episode 2: Encounter\A date?\Why should we?\Why, you say?\Because that's what couples do!\Caution\Beware of Stalkers response:	Oh, jeez, what have I done to deserve this?
context: Episode 2: Encounter\A date?\Why should we?\Why, you say?\Because that's what couples do!\Caution\Beware of Stalkers\Oh, jeez, what have I done to deserve this? response:	We're not getting out of this, remember?
context: A date?\Why should we?\Why, you say?\Because that's what couples do!\Caution\Beware of Stalkers\Oh, jeez, what have I done to deserve this?\We're not getting out of this, remember? response:	What are we going to do?
context: Why should we?\Why, you say?\Because that's what couples do!\Caution\Beware of Stalkers\Oh, jeez, what have I done to deserve this?\We're not getting out of this, remember?\What are we going to do? response:	Don't look at me, I don't have a clue!
context: Why, you say?\Because that's what couples do!\Caution\Beware of Stalkers\Oh, jeez, what have I done to deserve this?\We're not getting out of this, remember?\What are we going to do?\Don't look at me, I don't have a clue! response:	Isn't it the guy's job to escort the girl around?
context: Because that's what couples do!\Caution\Beware of Stalkers\Oh, jeez, what have I done to deserve this?\We're not getting out of this, remember?\What are we going to do?\Don't look at me, I don't have a clue!\Isn't it the guy's job to escort the girl around? response:	You really are thoughtless!
context: Caution\Beware of Stalkers\Oh, jeez, what have I done to deserve this?\We're not getting out of this, remember?\What are we going to do?\Don't look at me, I don't have a clue!\Isn't it the guy's job to escort the girl around?\You really are thoughtless! response:	You really know how to piss someone off at every turn.
context: Beware of Stalkers\Oh, jeez, what have I done to deserve this?\We're not getting out of this, remember?\What are we going to do?\Don't look at me, I don't have a clue!\Isn't it the guy's job to escort the girl around?\You really are thoughtless!\You really know how to piss someone off at every turn. response:	That said, I've never really gotten up close and personal with a girl, let alone gone on a date with one.
context: Oh, jeez, what have I done to deserve this?\We're not getting out of this, remember?\What are we going to do?\Don't look at me, I don't have a clue!\Isn't it the guy's job to escort the girl around?\You really are thoughtless!\You really know how to piss someone off at every turn.\That said, I've never really gotten up close and personal with a girl, let alone gone on a date with one. response:	How should I know what to do on a date?
context: We're not getting out of this, remember?\What are we going to do?\Don't look at me, I don't have a clue!\Isn't it the guy's job to escort the girl around?\You really are thoughtless!\You really know how to piss someone off at every turn.\That said, I've never really gotten up close and personal with a girl, let alone gone on a date with one.\How should I know what to do on a date? response:	Wait a sec.
context: What are we going to do?\Don't look at me, I don't have a clue!\Isn't it the guy's job to escort the girl around?\You really are thoughtless!\You really know how to piss someone off at every turn.\That said, I've never really gotten up close and personal with a girl, let alone gone on a date with one.\How should I know what to do on a date?\Wait a sec. response:	Of all the dates with Onodera that I've fantasized about,
context: Don't look at me, I don't have a clue!\Isn't it the guy's job to escort the girl around?\You really are thoughtless!\You really know how to piss someone off at every turn.\That said, I've never really gotten up close and personal with a girl, let alone gone on a date with one.\How should I know what to do on a date?\Wait a sec.\Of all the dates with Onodera that I've fantasized about, response:	the ideal one had us sitting at a fashionable cafe and talking to each other,
context: Isn't it the guy's job to escort the girl around?\You really are thoughtless!\You really know how to piss someone off at every turn.\That said, I've never really gotten up close and personal with a girl, let alone gone on a date with one.\How should I know what to do on a date?\Wait a sec.\Of all the dates with Onodera that I've fantasized about,\the ideal one had us sitting at a fashionable cafe and talking to each other, response:	then going to see a movie together,
context: You really are thoughtless!\You really know how to piss someone off at every turn.\That said, I've never really gotten up close and personal with a girl, let alone gone on a date with one.\How should I know what to do on a date?\Wait a sec.\Of all the dates with Onodera that I've fantasized about,\the ideal one had us sitting at a fashionable cafe and talking to each other,\then going to see a movie together, response:	eating dinner together,
context: You really know how to piss someone off at every turn.\That said, I've never really gotten up close and personal with a girl, let alone gone on a date with one.\How should I know what to do on a date?\Wait a sec.\Of all the dates with Onodera that I've fantasized about,\the ideal one had us sitting at a fashionable cafe and talking to each other,\then going to see a movie together,\eating dinner together, response:	and finally taking a walk in a gorgeous park together.
context: That said, I've never really gotten up close and personal with a girl, let alone gone on a date with one.\How should I know what to do on a date?\Wait a sec.\Of all the dates with Onodera that I've fantasized about,\the ideal one had us sitting at a fashionable cafe and talking to each other,\then going to see a movie together,\eating dinner together,\and finally taking a walk in a gorgeous park together. response:	What is this? So gross!
context: How should I know what to do on a date?\Wait a sec.\Of all the dates with Onodera that I've fantasized about,\the ideal one had us sitting at a fashionable cafe and talking to each other,\then going to see a movie together,\eating dinner together,\and finally taking a walk in a gorgeous park together.\What is this? So gross! response:	What kind of crappy beans are these? Are you all retarded?
context: Wait a sec.\Of all the dates with Onodera that I've fantasized about,\the ideal one had us sitting at a fashionable cafe and talking to each other,\then going to see a movie together,\eating dinner together,\and finally taking a walk in a gorgeous park together.\What is this? So gross!\What kind of crappy beans are these? Are you all retarded? response:	Ugh! How can you live with yourselves, charging 600 yen for this!
context: Of all the dates with Onodera that I've fantasized about,\the ideal one had us sitting at a fashionable cafe and talking to each other,\then going to see a movie together,\eating dinner together,\and finally taking a walk in a gorgeous park together.\What is this? So gross!\What kind of crappy beans are these? Are you all retarded?\Ugh! How can you live with yourselves, charging 600 yen for this! response:	What's this? Could this meat be any more rubbery?
context: the ideal one had us sitting at a fashionable cafe and talking to each other,\then going to see a movie together,\eating dinner together,\and finally taking a walk in a gorgeous park together.\What is this? So gross!\What kind of crappy beans are these? Are you all retarded?\Ugh! How can you live with yourselves, charging 600 yen for this!\What's this? Could this meat be any more rubbery? response:	Still tastes okay, though. One more, right now!
context: then going to see a movie together,\eating dinner together,\and finally taking a walk in a gorgeous park together.\What is this? So gross!\What kind of crappy beans are these? Are you all retarded?\Ugh! How can you live with yourselves, charging 600 yen for this!\What's this? Could this meat be any more rubbery?\Still tastes okay, though. One more, right now! response:	I want to see this!
context: eating dinner together,\and finally taking a walk in a gorgeous park together.\What is this? So gross!\What kind of crappy beans are these? Are you all retarded?\Ugh! How can you live with yourselves, charging 600 yen for this!\What's this? Could this meat be any more rubbery?\Still tastes okay, though. One more, right now!\I want to see this! response:	Truck Destroyer
context: and finally taking a walk in a gorgeous park together.\What is this? So gross!\What kind of crappy beans are these? Are you all retarded?\Ugh! How can you live with yourselves, charging 600 yen for this!\What's this? Could this meat be any more rubbery?\Still tastes okay, though. One more, right now!\I want to see this!\Truck Destroyer response:	I saw the commercial, and it has the mother of all explosion scenes! Looks rad!
context: What is this? So gross!\What kind of crappy beans are these? Are you all retarded?\Ugh! How can you live with yourselves, charging 600 yen for this!\What's this? Could this meat be any more rubbery?\Still tastes okay, though. One more, right now!\I want to see this!\Truck Destroyer\I saw the commercial, and it has the mother of all explosion scenes! Looks rad! response:	No, we have to see this one!
context: What kind of crappy beans are these? Are you all retarded?\Ugh! How can you live with yourselves, charging 600 yen for this!\What's this? Could this meat be any more rubbery?\Still tastes okay, though. One more, right now!\I want to see this!\Truck Destroyer\I saw the commercial, and it has the mother of all explosion scenes! Looks rad!\No, we have to see this one! response:	Meow
context: Ugh! How can you live with yourselves, charging 600 yen for this!\What's this? Could this meat be any more rubbery?\Still tastes okay, though. One more, right now!\I want to see this!\Truck Destroyer\I saw the commercial, and it has the mother of all explosion scenes! Looks rad!\No, we have to see this one!\Meow response:	It's a four-handkerchief tearjerker and it's a current blockbuster!
context: What's this? Could this meat be any more rubbery?\Still tastes okay, though. One more, right now!\I want to see this!\Truck Destroyer\I saw the commercial, and it has the mother of all explosion scenes! Looks rad!\No, we have to see this one!\Meow\It's a four-handkerchief tearjerker and it's a current blockbuster! response:	Well, I guess this is what couples usually watch.
context: Still tastes okay, though. One more, right now!\I want to see this!\Truck Destroyer\I saw the commercial, and it has the mother of all explosion scenes! Looks rad!\No, we have to see this one!\Meow\It's a four-handkerchief tearjerker and it's a current blockbuster!\Well, I guess this is what couples usually watch. response:	She's already asleep!
context: I want to see this!\Truck Destroyer\I saw the commercial, and it has the mother of all explosion scenes! Looks rad!\No, we have to see this one!\Meow\It's a four-handkerchief tearjerker and it's a current blockbuster!\Well, I guess this is what couples usually watch.\She's already asleep! response:	Despite everything...
context: Truck Destroyer\I saw the commercial, and it has the mother of all explosion scenes! Looks rad!\No, we have to see this one!\Meow\It's a four-handkerchief tearjerker and it's a current blockbuster!\Well, I guess this is what couples usually watch.\She's already asleep!\Despite everything... response:	Even a girl like her...
context: I saw the commercial, and it has the mother of all explosion scenes! Looks rad!\No, we have to see this one!\Meow\It's a four-handkerchief tearjerker and it's a current blockbuster!\Well, I guess this is what couples usually watch.\She's already asleep!\Despite everything...\Even a girl like her... response:	can look kind of cute when she's asleep.
context: No, we have to see this one!\Meow\It's a four-handkerchief tearjerker and it's a current blockbuster!\Well, I guess this is what couples usually watch.\She's already asleep!\Despite everything...\Even a girl like her...\can look kind of cute when she's asleep. response:	As long as she's not talking or moving.
context: Meow\It's a four-handkerchief tearjerker and it's a current blockbuster!\Well, I guess this is what couples usually watch.\She's already asleep!\Despite everything...\Even a girl like her...\can look kind of cute when she's asleep.\As long as she's not talking or moving. response:	Well, just a tiny bit.
context: It's a four-handkerchief tearjerker and it's a current blockbuster!\Well, I guess this is what couples usually watch.\She's already asleep!\Despite everything...\Even a girl like her...\can look kind of cute when she's asleep.\As long as she's not talking or moving.\Well, just a tiny bit. response:	I'm thirsty. Go buy me some juice!
context: Well, I guess this is what couples usually watch.\She's already asleep!\Despite everything...\Even a girl like her...\can look kind of cute when she's asleep.\As long as she's not talking or moving.\Well, just a tiny bit.\I'm thirsty. Go buy me some juice! response:	Right now!
context: She's already asleep!\Despite everything...\Even a girl like her...\can look kind of cute when she's asleep.\As long as she's not talking or moving.\Well, just a tiny bit.\I'm thirsty. Go buy me some juice!\Right now! response:	What?
context: Despite everything...\Even a girl like her...\can look kind of cute when she's asleep.\As long as she's not talking or moving.\Well, just a tiny bit.\I'm thirsty. Go buy me some juice!\Right now!\What? response:	I take it back! She's not cute at all!
context: Even a girl like her...\can look kind of cute when she's asleep.\As long as she's not talking or moving.\Well, just a tiny bit.\I'm thirsty. Go buy me some juice!\Right now!\What?\I take it back! She's not cute at all! response:	Hey, hey! Yeah, you!
context: can look kind of cute when she's asleep.\As long as she's not talking or moving.\Well, just a tiny bit.\I'm thirsty. Go buy me some juice!\Right now!\What?\I take it back! She's not cute at all!\Hey, hey! Yeah, you! response:	You're pretty cute!
context: As long as she's not talking or moving.\Well, just a tiny bit.\I'm thirsty. Go buy me some juice!\Right now!\What?\I take it back! She's not cute at all!\Hey, hey! Yeah, you!\You're pretty cute! response:	Hey, you free? Wanna go to a cafe with us?
context: Well, just a tiny bit.\I'm thirsty. Go buy me some juice!\Right now!\What?\I take it back! She's not cute at all!\Hey, hey! Yeah, you!\You're pretty cute!\Hey, you free? Wanna go to a cafe with us? response:	Unfortunately, I happen to be waiting for someone right now.
context: I'm thirsty. Go buy me some juice!\Right now!\What?\I take it back! She's not cute at all!\Hey, hey! Yeah, you!\You're pretty cute!\Hey, you free? Wanna go to a cafe with us?\Unfortunately, I happen to be waiting for someone right now. response:	Wait, a bean sprout's technically a vegetable...
context: Right now!\What?\I take it back! She's not cute at all!\Hey, hey! Yeah, you!\You're pretty cute!\Hey, you free? Wanna go to a cafe with us?\Unfortunately, I happen to be waiting for someone right now.\Wait, a bean sprout's technically a vegetable... response:	What are you talking about? You're funny, aren't you?
context: What?\I take it back! She's not cute at all!\Hey, hey! Yeah, you!\You're pretty cute!\Hey, you free? Wanna go to a cafe with us?\Unfortunately, I happen to be waiting for someone right now.\Wait, a bean sprout's technically a vegetable...\What are you talking about? You're funny, aren't you? response:	Look, just hang out with us,'kay?
context: I take it back! She's not cute at all!\Hey, hey! Yeah, you!\You're pretty cute!\Hey, you free? Wanna go to a cafe with us?\Unfortunately, I happen to be waiting for someone right now.\Wait, a bean sprout's technically a vegetable...\What are you talking about? You're funny, aren't you?\Look, just hang out with us,'kay? response:	We'll show you a great time!
context: Hey, hey! Yeah, you!\You're pretty cute!\Hey, you free? Wanna go to a cafe with us?\Unfortunately, I happen to be waiting for someone right now.\Wait, a bean sprout's technically a vegetable...\What are you talking about? You're funny, aren't you?\Look, just hang out with us,'kay?\We'll show you a great time! response:	You ignoring us?
context: You're pretty cute!\Hey, you free? Wanna go to a cafe with us?\Unfortunately, I happen to be waiting for someone right now.\Wait, a bean sprout's technically a vegetable...\What are you talking about? You're funny, aren't you?\Look, just hang out with us,'kay?\We'll show you a great time!\You ignoring us? response:	Oh, come on, we know you're alone.
context: Hey, you free? Wanna go to a cafe with us?\Unfortunately, I happen to be waiting for someone right now.\Wait, a bean sprout's technically a vegetable...\What are you talking about? You're funny, aren't you?\Look, just hang out with us,'kay?\We'll show you a great time!\You ignoring us?\Oh, come on, we know you're alone. response:	What's wrong? Your boyfriend stand you up?
context: Unfortunately, I happen to be waiting for someone right now.\Wait, a bean sprout's technically a vegetable...\What are you talking about? You're funny, aren't you?\Look, just hang out with us,'kay?\We'll show you a great time!\You ignoring us?\Oh, come on, we know you're alone.\What's wrong? Your boyfriend stand you up? response:	Poor thing! We'll take good care of you!
context: Wait, a bean sprout's technically a vegetable...\What are you talking about? You're funny, aren't you?\Look, just hang out with us,'kay?\We'll show you a great time!\You ignoring us?\Oh, come on, we know you're alone.\What's wrong? Your boyfriend stand you up?\Poor thing! We'll take good care of you! response:	Gotta say, you do have an amazing ass!
context: What are you talking about? You're funny, aren't you?\Look, just hang out with us,'kay?\We'll show you a great time!\You ignoring us?\Oh, come on, we know you're alone.\What's wrong? Your boyfriend stand you up?\Poor thing! We'll take good care of you!\Gotta say, you do have an amazing ass! response:	It's turning me on!
