context: I'm back here again... response:	Sister, Sister... It appears our guest is still half-asleep.
context: Lia, on the off-chance that Subaru's magic goes out of control and explodes,\you should step away, so your clothes don't get messy.\That only happens if I screw up really bad, right?!\If you can make relaxed, lighthearted comments like that, you'll be fine.\Now, visualize the flow of mana through your body.\Then expel a part of it, through your gate, out of your body.\Visualizing, I can do.\Fantasizing is what I do best. response:	Huh? That isn't good. The gate just
context: you should step away, so your clothes don't get messy.\That only happens if I screw up really bad, right?!\If you can make relaxed, lighthearted comments like that, you'll be fine.\Now, visualize the flow of mana through your body.\Then expel a part of it, through your gate, out of your body.\Visualizing, I can do.\Fantasizing is what I do best.\Huh? That isn't good. The gate just response:	Long story short,
context: That only happens if I screw up really bad, right?!\If you can make relaxed, lighthearted comments like that, you'll be fine.\Now, visualize the flow of mana through your body.\Then expel a part of it, through your gate, out of your body.\Visualizing, I can do.\Fantasizing is what I do best.\Huh? That isn't good. The gate just\Long story short, response:	your control over your gate isn't very good,
context: If you can make relaxed, lighthearted comments like that, you'll be fine.\Now, visualize the flow of mana through your body.\Then expel a part of it, through your gate, out of your body.\Visualizing, I can do.\Fantasizing is what I do best.\Huh? That isn't good. The gate just\Long story short,\your control over your gate isn't very good, response:	so you shouldn't try too hard.
context: Now, visualize the flow of mana through your body.\Then expel a part of it, through your gate, out of your body.\Visualizing, I can do.\Fantasizing is what I do best.\Huh? That isn't good. The gate just\Long story short,\your control over your gate isn't very good,\so you shouldn't try too hard. response:	You're the one who said I'd be fine.
context: Then expel a part of it, through your gate, out of your body.\Visualizing, I can do.\Fantasizing is what I do best.\Huh? That isn't good. The gate just\Long story short,\your control over your gate isn't very good,\so you shouldn't try too hard.\You're the one who said I'd be fine. response:	Tee-hee!
context: Visualizing, I can do.\Fantasizing is what I do best.\Huh? That isn't good. The gate just\Long story short,\your control over your gate isn't very good,\so you shouldn't try too hard.\You're the one who said I'd be fine.\Tee-hee! response:	That's not cute at all...
context: Fantasizing is what I do best.\Huh? That isn't good. The gate just\Long story short,\your control over your gate isn't very good,\so you shouldn't try too hard.\You're the one who said I'd be fine.\Tee-hee!\That's not cute at all... response:	Well, for better or worse, your gate hasn't been well-used.
context: Huh? That isn't good. The gate just\Long story short,\your control over your gate isn't very good,\so you shouldn't try too hard.\You're the one who said I'd be fine.\Tee-hee!\That's not cute at all...\Well, for better or worse, your gate hasn't been well-used. response:	That's why the mana inside ignored the user's will, bursting out.
context: Long story short,\your control over your gate isn't very good,\so you shouldn't try too hard.\You're the one who said I'd be fine.\Tee-hee!\That's not cute at all...\Well, for better or worse, your gate hasn't been well-used.\That's why the mana inside ignored the user's will, bursting out. response:	What am I, a soy sauce bottle with a loose cap?
context: your control over your gate isn't very good,\so you shouldn't try too hard.\You're the one who said I'd be fine.\Tee-hee!\That's not cute at all...\Well, for better or worse, your gate hasn't been well-used.\That's why the mana inside ignored the user's will, bursting out.\What am I, a soy sauce bottle with a loose cap? response:	You shouldn't move.
context: so you shouldn't try too hard.\You're the one who said I'd be fine.\Tee-hee!\That's not cute at all...\Well, for better or worse, your gate hasn't been well-used.\That's why the mana inside ignored the user's will, bursting out.\What am I, a soy sauce bottle with a loose cap?\You shouldn't move. response:	You used up all the mana in your body.
context: You're the one who said I'd be fine.\Tee-hee!\That's not cute at all...\Well, for better or worse, your gate hasn't been well-used.\That's why the mana inside ignored the user's will, bursting out.\What am I, a soy sauce bottle with a loose cap?\You shouldn't move.\You used up all the mana in your body. response:	Maybe you shouldn't work anymore today
context: Tee-hee!\That's not cute at all...\Well, for better or worse, your gate hasn't been well-used.\That's why the mana inside ignored the user's will, bursting out.\What am I, a soy sauce bottle with a loose cap?\You shouldn't move.\You used up all the mana in your body.\Maybe you shouldn't work anymore today response:	No! I have to!
context: That's not cute at all...\Well, for better or worse, your gate hasn't been well-used.\That's why the mana inside ignored the user's will, bursting out.\What am I, a soy sauce bottle with a loose cap?\You shouldn't move.\You used up all the mana in your body.\Maybe you shouldn't work anymore today\No! I have to! response:	Don't try to overdo it!
context: Well, for better or worse, your gate hasn't been well-used.\That's why the mana inside ignored the user's will, bursting out.\What am I, a soy sauce bottle with a loose cap?\You shouldn't move.\You used up all the mana in your body.\Maybe you shouldn't work anymore today\No! I have to!\Don't try to overdo it! response:	This is exactly when I need to overdo it...
context: That's why the mana inside ignored the user's will, bursting out.\What am I, a soy sauce bottle with a loose cap?\You shouldn't move.\You used up all the mana in your body.\Maybe you shouldn't work anymore today\No! I have to!\Don't try to overdo it!\This is exactly when I need to overdo it... response:	I can't waste a single day.
context: What am I, a soy sauce bottle with a loose cap?\You shouldn't move.\You used up all the mana in your body.\Maybe you shouldn't work anymore today\No! I have to!\Don't try to overdo it!\This is exactly when I need to overdo it...\I can't waste a single day. response:	You really are hopeless...
context: You shouldn't move.\You used up all the mana in your body.\Maybe you shouldn't work anymore today\No! I have to!\Don't try to overdo it!\This is exactly when I need to overdo it...\I can't waste a single day.\You really are hopeless... response:	What
context: You used up all the mana in your body.\Maybe you shouldn't work anymore today\No! I have to!\Don't try to overdo it!\This is exactly when I need to overdo it...\I can't waste a single day.\You really are hopeless...\What response:	Chew.
context: Maybe you shouldn't work anymore today\No! I have to!\Don't try to overdo it!\This is exactly when I need to overdo it...\I can't waste a single day.\You really are hopeless...\What\Chew. response:	Chew and swallow it. Three... And go!
context: No! I have to!\Don't try to overdo it!\This is exactly when I need to overdo it...\I can't waste a single day.\You really are hopeless...\What\Chew.\Chew and swallow it. Three... And go! response:	Wh-What was that?
context: Don't try to overdo it!\This is exactly when I need to overdo it...\I can't waste a single day.\You really are hopeless...\What\Chew.\Chew and swallow it. Three... And go!\Wh-What was that? response:	It's a bocco fruit.
context: This is exactly when I need to overdo it...\I can't waste a single day.\You really are hopeless...\What\Chew.\Chew and swallow it. Three... And go!\Wh-What was that?\It's a bocco fruit. response:	When you eat it, your mana activates,
context: I can't waste a single day.\You really are hopeless...\What\Chew.\Chew and swallow it. Three... And go!\Wh-What was that?\It's a bocco fruit.\When you eat it, your mana activates, response:	and your gate regains a little of its strength.
context: You really are hopeless...\What\Chew.\Chew and swallow it. Three... And go!\Wh-What was that?\It's a bocco fruit.\When you eat it, your mana activates,\and your gate regains a little of its strength. response:	Sorry, I guess I've caused you some trouble.
context: What\Chew.\Chew and swallow it. Three... And go!\Wh-What was that?\It's a bocco fruit.\When you eat it, your mana activates,\and your gate regains a little of its strength.\Sorry, I guess I've caused you some trouble. response:	You don't understand, Subaru...
context: Chew.\Chew and swallow it. Three... And go!\Wh-What was that?\It's a bocco fruit.\When you eat it, your mana activates,\and your gate regains a little of its strength.\Sorry, I guess I've caused you some trouble.\You don't understand, Subaru... response:	It's more satisfying to hear a single thank you than a lot of sorrys.
context: Chew and swallow it. Three... And go!\Wh-What was that?\It's a bocco fruit.\When you eat it, your mana activates,\and your gate regains a little of its strength.\Sorry, I guess I've caused you some trouble.\You don't understand, Subaru...\It's more satisfying to hear a single thank you than a lot of sorrys. response:	I did it because I wanted to help,
context: Wh-What was that?\It's a bocco fruit.\When you eat it, your mana activates,\and your gate regains a little of its strength.\Sorry, I guess I've caused you some trouble.\You don't understand, Subaru...\It's more satisfying to hear a single thank you than a lot of sorrys.\I did it because I wanted to help, response:	not because I wanted an apology.
context: It's a bocco fruit.\When you eat it, your mana activates,\and your gate regains a little of its strength.\Sorry, I guess I've caused you some trouble.\You don't understand, Subaru...\It's more satisfying to hear a single thank you than a lot of sorrys.\I did it because I wanted to help,\not because I wanted an apology. response:	Okay?
context: When you eat it, your mana activates,\and your gate regains a little of its strength.\Sorry, I guess I've caused you some trouble.\You don't understand, Subaru...\It's more satisfying to hear a single thank you than a lot of sorrys.\I did it because I wanted to help,\not because I wanted an apology.\Okay? response:	So, Ram, given what you've seen so far,
context: and your gate regains a little of its strength.\Sorry, I guess I've caused you some trouble.\You don't understand, Subaru...\It's more satisfying to hear a single thank you than a lot of sorrys.\I did it because I wanted to help,\not because I wanted an apology.\Okay?\So, Ram, given what you've seen so far, response:	what do you think of him?
context: Sorry, I guess I've caused you some trouble.\You don't understand, Subaru...\It's more satisfying to hear a single thank you than a lot of sorrys.\I did it because I wanted to help,\not because I wanted an apology.\Okay?\So, Ram, given what you've seen so far,\what do you think of him? response:	In terms of abilities, he's completely incompetent,
context: You don't understand, Subaru...\It's more satisfying to hear a single thank you than a lot of sorrys.\I did it because I wanted to help,\not because I wanted an apology.\Okay?\So, Ram, given what you've seen so far,\what do you think of him?\In terms of abilities, he's completely incompetent, response:	but when it counts, he can be excessively quick-witted.
context: It's more satisfying to hear a single thank you than a lot of sorrys.\I did it because I wanted to help,\not because I wanted an apology.\Okay?\So, Ram, given what you've seen so far,\what do you think of him?\In terms of abilities, he's completely incompetent,\but when it counts, he can be excessively quick-witted. response:	I believe it may be necessary to keep an eye on him for a time.
context: I did it because I wanted to help,\not because I wanted an apology.\Okay?\So, Ram, given what you've seen so far,\what do you think of him?\In terms of abilities, he's completely incompetent,\but when it counts, he can be excessively quick-witted.\I believe it may be necessary to keep an eye on him for a time. response:	This is a problem we must handle with utmost care.
context: not because I wanted an apology.\Okay?\So, Ram, given what you've seen so far,\what do you think of him?\In terms of abilities, he's completely incompetent,\but when it counts, he can be excessively quick-witted.\I believe it may be necessary to keep an eye on him for a time.\This is a problem we must handle with utmost care. response:	Be sure to give the proper warnings,
context: Okay?\So, Ram, given what you've seen so far,\what do you think of him?\In terms of abilities, he's completely incompetent,\but when it counts, he can be excessively quick-witted.\I believe it may be necessary to keep an eye on him for a time.\This is a problem we must handle with utmost care.\Be sure to give the proper warnings, response:	so your sister does not act rashly...
context: So, Ram, given what you've seen so far,\what do you think of him?\In terms of abilities, he's completely incompetent,\but when it counts, he can be excessively quick-witted.\I believe it may be necessary to keep an eye on him for a time.\This is a problem we must handle with utmost care.\Be sure to give the proper warnings,\so your sister does not act rashly... response:	I guess that's about all I can expect of the first day.
context: what do you think of him?\In terms of abilities, he's completely incompetent,\but when it counts, he can be excessively quick-witted.\I believe it may be necessary to keep an eye on him for a time.\This is a problem we must handle with utmost care.\Be sure to give the proper warnings,\so your sister does not act rashly...\I guess that's about all I can expect of the first day. response:	I earned quite a bit of trust from Ram and Rem, I think.
context: In terms of abilities, he's completely incompetent,\but when it counts, he can be excessively quick-witted.\I believe it may be necessary to keep an eye on him for a time.\This is a problem we must handle with utmost care.\Be sure to give the proper warnings,\so your sister does not act rashly...\I guess that's about all I can expect of the first day.\I earned quite a bit of trust from Ram and Rem, I think. response:	But the problem is that shaman's attack...
context: but when it counts, he can be excessively quick-witted.\I believe it may be necessary to keep an eye on him for a time.\This is a problem we must handle with utmost care.\Be sure to give the proper warnings,\so your sister does not act rashly...\I guess that's about all I can expect of the first day.\I earned quite a bit of trust from Ram and Rem, I think.\But the problem is that shaman's attack... response:	How do I fight that?
context: I believe it may be necessary to keep an eye on him for a time.\This is a problem we must handle with utmost care.\Be sure to give the proper warnings,\so your sister does not act rashly...\I guess that's about all I can expect of the first day.\I earned quite a bit of trust from Ram and Rem, I think.\But the problem is that shaman's attack...\How do I fight that? response:	You want to know more about shamans?
context: This is a problem we must handle with utmost care.\Be sure to give the proper warnings,\so your sister does not act rashly...\I guess that's about all I can expect of the first day.\I earned quite a bit of trust from Ram and Rem, I think.\But the problem is that shaman's attack...\How do I fight that?\You want to know more about shamans? response:	Yeah, how do you avoid curses?
context: Be sure to give the proper warnings,\so your sister does not act rashly...\I guess that's about all I can expect of the first day.\I earned quite a bit of trust from Ram and Rem, I think.\But the problem is that shaman's attack...\How do I fight that?\You want to know more about shamans?\Yeah, how do you avoid curses? response:	There isn't a way.
context: so your sister does not act rashly...\I guess that's about all I can expect of the first day.\I earned quite a bit of trust from Ram and Rem, I think.\But the problem is that shaman's attack...\How do I fight that?\You want to know more about shamans?\Yeah, how do you avoid curses?\There isn't a way. response:	Huh?
context: I guess that's about all I can expect of the first day.\I earned quite a bit of trust from Ram and Rem, I think.\But the problem is that shaman's attack...\How do I fight that?\You want to know more about shamans?\Yeah, how do you avoid curses?\There isn't a way.\Huh? response:	Once a curse is activated, there isn't any way to undo it, I suppose.
context: I earned quite a bit of trust from Ram and Rem, I think.\But the problem is that shaman's attack...\How do I fight that?\You want to know more about shamans?\Yeah, how do you avoid curses?\There isn't a way.\Huh?\Once a curse is activated, there isn't any way to undo it, I suppose. response:	Once it's activated, that's it.
context: But the problem is that shaman's attack...\How do I fight that?\You want to know more about shamans?\Yeah, how do you avoid curses?\There isn't a way.\Huh?\Once a curse is activated, there isn't any way to undo it, I suppose.\Once it's activated, that's it. response:	That's what curses are.
context: How do I fight that?\You want to know more about shamans?\Yeah, how do you avoid curses?\There isn't a way.\Huh?\Once a curse is activated, there isn't any way to undo it, I suppose.\Once it's activated, that's it.\That's what curses are. response:	It's actually possible to nullify instant death resistances?
context: You want to know more about shamans?\Yeah, how do you avoid curses?\There isn't a way.\Huh?\Once a curse is activated, there isn't any way to undo it, I suppose.\Once it's activated, that's it.\That's what curses are.\It's actually possible to nullify instant death resistances? response:	However, before they're activated, curses are just simple spells,
context: Yeah, how do you avoid curses?\There isn't a way.\Huh?\Once a curse is activated, there isn't any way to undo it, I suppose.\Once it's activated, that's it.\That's what curses are.\It's actually possible to nullify instant death resistances?\However, before they're activated, curses are just simple spells, response:	so I can easily undo them.
context: There isn't a way.\Huh?\Once a curse is activated, there isn't any way to undo it, I suppose.\Once it's activated, that's it.\That's what curses are.\It's actually possible to nullify instant death resistances?\However, before they're activated, curses are just simple spells,\so I can easily undo them. response:	The scent of the witch...
context: Huh?\Once a curse is activated, there isn't any way to undo it, I suppose.\Once it's activated, that's it.\That's what curses are.\It's actually possible to nullify instant death resistances?\However, before they're activated, curses are just simple spells,\so I can easily undo them.\The scent of the witch... response:	You know, Rem mentioned that, too.
context: Once a curse is activated, there isn't any way to undo it, I suppose.\Once it's activated, that's it.\That's what curses are.\It's actually possible to nullify instant death resistances?\However, before they're activated, curses are just simple spells,\so I can easily undo them.\The scent of the witch...\You know, Rem mentioned that, too. response:	Who is this witch?
context: Once it's activated, that's it.\That's what curses are.\It's actually possible to nullify instant death resistances?\However, before they're activated, curses are just simple spells,\so I can easily undo them.\The scent of the witch...\You know, Rem mentioned that, too.\Who is this witch? response:	Are witches related to shamans?
context: That's what curses are.\It's actually possible to nullify instant death resistances?\However, before they're activated, curses are just simple spells,\so I can easily undo them.\The scent of the witch...\You know, Rem mentioned that, too.\Who is this witch?\Are witches related to shamans? response:	In this world, the word witch only refers to one person.
context: It's actually possible to nullify instant death resistances?\However, before they're activated, curses are just simple spells,\so I can easily undo them.\The scent of the witch...\You know, Rem mentioned that, too.\Who is this witch?\Are witches related to shamans?\In this world, the word witch only refers to one person. response:	The Jealous Witch?
context: However, before they're activated, curses are just simple spells,\so I can easily undo them.\The scent of the witch...\You know, Rem mentioned that, too.\Who is this witch?\Are witches related to shamans?\In this world, the word witch only refers to one person.\The Jealous Witch? response:	Exactly. The Jealous Witch, Satella.
context: so I can easily undo them.\The scent of the witch...\You know, Rem mentioned that, too.\Who is this witch?\Are witches related to shamans?\In this world, the word witch only refers to one person.\The Jealous Witch?\Exactly. The Jealous Witch, Satella. response:	Long ago, she devoured the six witches who bore the names of the deadly sins,
context: The scent of the witch...\You know, Rem mentioned that, too.\Who is this witch?\Are witches related to shamans?\In this world, the word witch only refers to one person.\The Jealous Witch?\Exactly. The Jealous Witch, Satella.\Long ago, she devoured the six witches who bore the names of the deadly sins, response:	and drained half the world dry. She's the worst of the worst, I suppose.
context: You know, Rem mentioned that, too.\Who is this witch?\Are witches related to shamans?\In this world, the word witch only refers to one person.\The Jealous Witch?\Exactly. The Jealous Witch, Satella.\Long ago, she devoured the six witches who bore the names of the deadly sins,\and drained half the world dry. She's the worst of the worst, I suppose. response:	It's said that she was starved for love.
context: Who is this witch?\Are witches related to shamans?\In this world, the word witch only refers to one person.\The Jealous Witch?\Exactly. The Jealous Witch, Satella.\Long ago, she devoured the six witches who bore the names of the deadly sins,\and drained half the world dry. She's the worst of the worst, I suppose.\It's said that she was starved for love. response:	It's said that she doesn't understand human language.
context: Are witches related to shamans?\In this world, the word witch only refers to one person.\The Jealous Witch?\Exactly. The Jealous Witch, Satella.\Long ago, she devoured the six witches who bore the names of the deadly sins,\and drained half the world dry. She's the worst of the worst, I suppose.\It's said that she was starved for love.\It's said that she doesn't understand human language. response:	It's said that her body never withers, weakens, or dies.
context: In this world, the word witch only refers to one person.\The Jealous Witch?\Exactly. The Jealous Witch, Satella.\Long ago, she devoured the six witches who bore the names of the deadly sins,\and drained half the world dry. She's the worst of the worst, I suppose.\It's said that she was starved for love.\It's said that she doesn't understand human language.\It's said that her body never withers, weakens, or dies. response:	It's said that, though she was sealed by the powers of a dragon, a hero, and a sage,
context: The Jealous Witch?\Exactly. The Jealous Witch, Satella.\Long ago, she devoured the six witches who bore the names of the deadly sins,\and drained half the world dry. She's the worst of the worst, I suppose.\It's said that she was starved for love.\It's said that she doesn't understand human language.\It's said that her body never withers, weakens, or dies.\It's said that, though she was sealed by the powers of a dragon, a hero, and a sage, response:	they were unable to destroy her flesh.
context: Exactly. The Jealous Witch, Satella.\Long ago, she devoured the six witches who bore the names of the deadly sins,\and drained half the world dry. She's the worst of the worst, I suppose.\It's said that she was starved for love.\It's said that she doesn't understand human language.\It's said that her body never withers, weakens, or dies.\It's said that, though she was sealed by the powers of a dragon, a hero, and a sage,\they were unable to destroy her flesh. response:	It's said that her body is that of a half-elf with silver hair.
context: Long ago, she devoured the six witches who bore the names of the deadly sins,\and drained half the world dry. She's the worst of the worst, I suppose.\It's said that she was starved for love.\It's said that she doesn't understand human language.\It's said that her body never withers, weakens, or dies.\It's said that, though she was sealed by the powers of a dragon, a hero, and a sage,\they were unable to destroy her flesh.\It's said that her body is that of a half-elf with silver hair. response:	I'm...
context: and drained half the world dry. She's the worst of the worst, I suppose.\It's said that she was starved for love.\It's said that she doesn't understand human language.\It's said that her body never withers, weakens, or dies.\It's said that, though she was sealed by the powers of a dragon, a hero, and a sage,\they were unable to destroy her flesh.\It's said that her body is that of a half-elf with silver hair.\I'm... response:	Satella.
context: It's said that she was starved for love.\It's said that she doesn't understand human language.\It's said that her body never withers, weakens, or dies.\It's said that, though she was sealed by the powers of a dragon, a hero, and a sage,\they were unable to destroy her flesh.\It's said that her body is that of a half-elf with silver hair.\I'm...\Satella. response:	What would it take to make someone steal the Jealous Witch's name?
context: It's said that she doesn't understand human language.\It's said that her body never withers, weakens, or dies.\It's said that, though she was sealed by the powers of a dragon, a hero, and a sage,\they were unable to destroy her flesh.\It's said that her body is that of a half-elf with silver hair.\I'm...\Satella.\What would it take to make someone steal the Jealous Witch's name? response:	Oh, I guess steal makes the person sound bad...
context: It's said that her body never withers, weakens, or dies.\It's said that, though she was sealed by the powers of a dragon, a hero, and a sage,\they were unable to destroy her flesh.\It's said that her body is that of a half-elf with silver hair.\I'm...\Satella.\What would it take to make someone steal the Jealous Witch's name?\Oh, I guess steal makes the person sound bad... response:	I should say to make someone borrow the Jealous Witch's name.
context: It's said that, though she was sealed by the powers of a dragon, a hero, and a sage,\they were unable to destroy her flesh.\It's said that her body is that of a half-elf with silver hair.\I'm...\Satella.\What would it take to make someone steal the Jealous Witch's name?\Oh, I guess steal makes the person sound bad...\I should say to make someone borrow the Jealous Witch's name. response:	Either way, they must have no fear of death, I suppose.
context: they were unable to destroy her flesh.\It's said that her body is that of a half-elf with silver hair.\I'm...\Satella.\What would it take to make someone steal the Jealous Witch's name?\Oh, I guess steal makes the person sound bad...\I should say to make someone borrow the Jealous Witch's name.\Either way, they must have no fear of death, I suppose. response:	One who would steal her name can be called nothing but insane.
context: It's said that her body is that of a half-elf with silver hair.\I'm...\Satella.\What would it take to make someone steal the Jealous Witch's name?\Oh, I guess steal makes the person sound bad...\I should say to make someone borrow the Jealous Witch's name.\Either way, they must have no fear of death, I suppose.\One who would steal her name can be called nothing but insane. response:	I see... So that's why.
context: I'm...\Satella.\What would it take to make someone steal the Jealous Witch's name?\Oh, I guess steal makes the person sound bad...\I should say to make someone borrow the Jealous Witch's name.\Either way, they must have no fear of death, I suppose.\One who would steal her name can be called nothing but insane.\I see... So that's why. response:	Huh?
context: Satella.\What would it take to make someone steal the Jealous Witch's name?\Oh, I guess steal makes the person sound bad...\I should say to make someone borrow the Jealous Witch's name.\Either way, they must have no fear of death, I suppose.\One who would steal her name can be called nothing but insane.\I see... So that's why.\Huh? response:	If people just saw her as a crazy freak,
context: What would it take to make someone steal the Jealous Witch's name?\Oh, I guess steal makes the person sound bad...\I should say to make someone borrow the Jealous Witch's name.\Either way, they must have no fear of death, I suppose.\One who would steal her name can be called nothing but insane.\I see... So that's why.\Huh?\If people just saw her as a crazy freak, response:	she wouldn't have to be involved in this royal selection mess...
context: Oh, I guess steal makes the person sound bad...\I should say to make someone borrow the Jealous Witch's name.\Either way, they must have no fear of death, I suppose.\One who would steal her name can be called nothing but insane.\I see... So that's why.\Huh?\If people just saw her as a crazy freak,\she wouldn't have to be involved in this royal selection mess... response:	What are you talking about, I suppose?
context: I should say to make someone borrow the Jealous Witch's name.\Either way, they must have no fear of death, I suppose.\One who would steal her name can be called nothing but insane.\I see... So that's why.\Huh?\If people just saw her as a crazy freak,\she wouldn't have to be involved in this royal selection mess...\What are you talking about, I suppose? response:	Nothing.
context: Either way, they must have no fear of death, I suppose.\One who would steal her name can be called nothing but insane.\I see... So that's why.\Huh?\If people just saw her as a crazy freak,\she wouldn't have to be involved in this royal selection mess...\What are you talking about, I suppose?\Nothing. response:	Good morning!
context: One who would steal her name can be called nothing but insane.\I see... So that's why.\Huh?\If people just saw her as a crazy freak,\she wouldn't have to be involved in this royal selection mess...\What are you talking about, I suppose?\Nothing.\Good morning! response:	It's another sunny day, perfect for drying laundry!
context: I see... So that's why.\Huh?\If people just saw her as a crazy freak,\she wouldn't have to be involved in this royal selection mess...\What are you talking about, I suppose?\Nothing.\Good morning!\It's another sunny day, perfect for drying laundry! response:	Let's make this a happiness-filled day!
context: Huh?\If people just saw her as a crazy freak,\she wouldn't have to be involved in this royal selection mess...\What are you talking about, I suppose?\Nothing.\Good morning!\It's another sunny day, perfect for drying laundry!\Let's make this a happiness-filled day! response:	Now... Victory!
context: If people just saw her as a crazy freak,\she wouldn't have to be involved in this royal selection mess...\What are you talking about, I suppose?\Nothing.\Good morning!\It's another sunny day, perfect for drying laundry!\Let's make this a happiness-filled day!\Now... Victory! response:	Victory!
context: she wouldn't have to be involved in this royal selection mess...\What are you talking about, I suppose?\Nothing.\Good morning!\It's another sunny day, perfect for drying laundry!\Let's make this a happiness-filled day!\Now... Victory!\Victory! response:	You're so energetic again this morning.
context: What are you talking about, I suppose?\Nothing.\Good morning!\It's another sunny day, perfect for drying laundry!\Let's make this a happiness-filled day!\Now... Victory!\Victory!\You're so energetic again this morning. response:	Yep! Even as I'm ordered around and disciplined by the maid sisters,
context: Nothing.\Good morning!\It's another sunny day, perfect for drying laundry!\Let's make this a happiness-filled day!\Now... Victory!\Victory!\You're so energetic again this morning.\Yep! Even as I'm ordered around and disciplined by the maid sisters, response:	I'll enjoy my servant's life to the fullest again!
context: Good morning!\It's another sunny day, perfect for drying laundry!\Let's make this a happiness-filled day!\Now... Victory!\Victory!\You're so energetic again this morning.\Yep! Even as I'm ordered around and disciplined by the maid sisters,\I'll enjoy my servant's life to the fullest again! response:	But when that lifestyle wears me out,
context: It's another sunny day, perfect for drying laundry!\Let's make this a happiness-filled day!\Now... Victory!\Victory!\You're so energetic again this morning.\Yep! Even as I'm ordered around and disciplined by the maid sisters,\I'll enjoy my servant's life to the fullest again!\But when that lifestyle wears me out, response:	I'll come rest my head in your lap,
context: Let's make this a happiness-filled day!\Now... Victory!\Victory!\You're so energetic again this morning.\Yep! Even as I'm ordered around and disciplined by the maid sisters,\I'll enjoy my servant's life to the fullest again!\But when that lifestyle wears me out,\I'll come rest my head in your lap, response:	so save it for me, okay?
context: Now... Victory!\Victory!\You're so energetic again this morning.\Yep! Even as I'm ordered around and disciplined by the maid sisters,\I'll enjoy my servant's life to the fullest again!\But when that lifestyle wears me out,\I'll come rest my head in your lap,\so save it for me, okay? response:	When you wash your face like that, you really do look like a cat!
context: Victory!\You're so energetic again this morning.\Yep! Even as I'm ordered around and disciplined by the maid sisters,\I'll enjoy my servant's life to the fullest again!\But when that lifestyle wears me out,\I'll come rest my head in your lap,\so save it for me, okay?\When you wash your face like that, you really do look like a cat! response:	So, do spirits get sleepy and stuff, too?
context: You're so energetic again this morning.\Yep! Even as I'm ordered around and disciplined by the maid sisters,\I'll enjoy my servant's life to the fullest again!\But when that lifestyle wears me out,\I'll come rest my head in your lap,\so save it for me, okay?\When you wash your face like that, you really do look like a cat!\So, do spirits get sleepy and stuff, too? response:	Do they oversleep?
context: Yep! Even as I'm ordered around and disciplined by the maid sisters,\I'll enjoy my servant's life to the fullest again!\But when that lifestyle wears me out,\I'll come rest my head in your lap,\so save it for me, okay?\When you wash your face like that, you really do look like a cat!\So, do spirits get sleepy and stuff, too?\Do they oversleep? response:	Don't you people get sleepy when you're fatigued, too?
context: I'll enjoy my servant's life to the fullest again!\But when that lifestyle wears me out,\I'll come rest my head in your lap,\so save it for me, okay?\When you wash your face like that, you really do look like a cat!\So, do spirits get sleepy and stuff, too?\Do they oversleep?\Don't you people get sleepy when you're fatigued, too? response:	When a spirits' mana, the source of their energy, is depleted,
context: But when that lifestyle wears me out,\I'll come rest my head in your lap,\so save it for me, okay?\When you wash your face like that, you really do look like a cat!\So, do spirits get sleepy and stuff, too?\Do they oversleep?\Don't you people get sleepy when you're fatigued, too?\When a spirits' mana, the source of their energy, is depleted, response:	they experience something similar...
context: I'll come rest my head in your lap,\so save it for me, okay?\When you wash your face like that, you really do look like a cat!\So, do spirits get sleepy and stuff, too?\Do they oversleep?\Don't you people get sleepy when you're fatigued, too?\When a spirits' mana, the source of their energy, is depleted,\they experience something similar... response:	Did you two stay up all night or what?
context: so save it for me, okay?\When you wash your face like that, you really do look like a cat!\So, do spirits get sleepy and stuff, too?\Do they oversleep?\Don't you people get sleepy when you're fatigued, too?\When a spirits' mana, the source of their energy, is depleted,\they experience something similar...\Did you two stay up all night or what? response:	I bet you were up late talking about who you like, right?
context: When you wash your face like that, you really do look like a cat!\So, do spirits get sleepy and stuff, too?\Do they oversleep?\Don't you people get sleepy when you're fatigued, too?\When a spirits' mana, the source of their energy, is depleted,\they experience something similar...\Did you two stay up all night or what?\I bet you were up late talking about who you like, right? response:	Let me in on the fun!
context: So, do spirits get sleepy and stuff, too?\Do they oversleep?\Don't you people get sleepy when you're fatigued, too?\When a spirits' mana, the source of their energy, is depleted,\they experience something similar...\Did you two stay up all night or what?\I bet you were up late talking about who you like, right?\Let me in on the fun! response:	Eh?
context: Do they oversleep?\Don't you people get sleepy when you're fatigued, too?\When a spirits' mana, the source of their energy, is depleted,\they experience something similar...\Did you two stay up all night or what?\I bet you were up late talking about who you like, right?\Let me in on the fun!\Eh? response:	Who I like? It's embarrassing to say, but
context: Don't you people get sleepy when you're fatigued, too?\When a spirits' mana, the source of their energy, is depleted,\they experience something similar...\Did you two stay up all night or what?\I bet you were up late talking about who you like, right?\Let me in on the fun!\Eh?\Who I like? It's embarrassing to say, but response:	The one I like is Puck, and the one Puck likes is me.
context: When a spirits' mana, the source of their energy, is depleted,\they experience something similar...\Did you two stay up all night or what?\I bet you were up late talking about who you like, right?\Let me in on the fun!\Eh?\Who I like? It's embarrassing to say, but\The one I like is Puck, and the one Puck likes is me. response:	There. That conversation's over.
