context: Genshiken response:	I woke up and as usual forgot my cell and missed the Express.
context: Wait.\There's one more important thing.\The number of clubs that hardly do anything is considerable.\That itself wouldn't be so bad...\They chat, they eat, they smoke, they drink, they nap, they store things.\These uses are unacceptable and they are extremely widespread!\Why do we have to provide precious office space to scum like that?\I don't understand it! response:	Uh, Kitagawa...
context: There's one more important thing.\The number of clubs that hardly do anything is considerable.\That itself wouldn't be so bad...\They chat, they eat, they smoke, they drink, they nap, they store things.\These uses are unacceptable and they are extremely widespread!\Why do we have to provide precious office space to scum like that?\I don't understand it!\Uh, Kitagawa... response:	Furthermore, according to something I overheard today...
context: The number of clubs that hardly do anything is considerable.\That itself wouldn't be so bad...\They chat, they eat, they smoke, they drink, they nap, they store things.\These uses are unacceptable and they are extremely widespread!\Why do we have to provide precious office space to scum like that?\I don't understand it!\Uh, Kitagawa...\Furthermore, according to something I overheard today... response:	Scum like that will be forced to vacate with the help of the athletic clubs!
context: That itself wouldn't be so bad...\They chat, they eat, they smoke, they drink, they nap, they store things.\These uses are unacceptable and they are extremely widespread!\Why do we have to provide precious office space to scum like that?\I don't understand it!\Uh, Kitagawa...\Furthermore, according to something I overheard today...\Scum like that will be forced to vacate with the help of the athletic clubs! response:	Their property will be divvied up between other clubs!
context: They chat, they eat, they smoke, they drink, they nap, they store things.\These uses are unacceptable and they are extremely widespread!\Why do we have to provide precious office space to scum like that?\I don't understand it!\Uh, Kitagawa...\Furthermore, according to something I overheard today...\Scum like that will be forced to vacate with the help of the athletic clubs!\Their property will be divvied up between other clubs! response:	K-Kitagawa...
context: These uses are unacceptable and they are extremely widespread!\Why do we have to provide precious office space to scum like that?\I don't understand it!\Uh, Kitagawa...\Furthermore, according to something I overheard today...\Scum like that will be forced to vacate with the help of the athletic clubs!\Their property will be divvied up between other clubs!\K-Kitagawa... response:	Hold on.
context: Why do we have to provide precious office space to scum like that?\I don't understand it!\Uh, Kitagawa...\Furthermore, according to something I overheard today...\Scum like that will be forced to vacate with the help of the athletic clubs!\Their property will be divvied up between other clubs!\K-Kitagawa...\Hold on. response:	Genshiken has been investigated.
context: I don't understand it!\Uh, Kitagawa...\Furthermore, according to something I overheard today...\Scum like that will be forced to vacate with the help of the athletic clubs!\Their property will be divvied up between other clubs!\K-Kitagawa...\Hold on.\Genshiken has been investigated. response:	All they do in their office is play video games!
context: Uh, Kitagawa...\Furthermore, according to something I overheard today...\Scum like that will be forced to vacate with the help of the athletic clubs!\Their property will be divvied up between other clubs!\K-Kitagawa...\Hold on.\Genshiken has been investigated.\All they do in their office is play video games! response:	At the school festival they held what became a...
context: Furthermore, according to something I overheard today...\Scum like that will be forced to vacate with the help of the athletic clubs!\Their property will be divvied up between other clubs!\K-Kitagawa...\Hold on.\Genshiken has been investigated.\All they do in their office is play video games!\At the school festival they held what became a... response:	The only things of enough value to warrant a precious club office are here!
context: Scum like that will be forced to vacate with the help of the athletic clubs!\Their property will be divvied up between other clubs!\K-Kitagawa...\Hold on.\Genshiken has been investigated.\All they do in their office is play video games!\At the school festival they held what became a...\The only things of enough value to warrant a precious club office are here! response:	Those game systems are older ones, and they have a lot of research value.
context: Their property will be divvied up between other clubs!\K-Kitagawa...\Hold on.\Genshiken has been investigated.\All they do in their office is play video games!\At the school festival they held what became a...\The only things of enough value to warrant a precious club office are here!\Those game systems are older ones, and they have a lot of research value. response:	Huh?
context: K-Kitagawa...\Hold on.\Genshiken has been investigated.\All they do in their office is play video games!\At the school festival they held what became a...\The only things of enough value to warrant a precious club office are here!\Those game systems are older ones, and they have a lot of research value.\Huh? response:	It may look like they're just playing, but games and anime...
context: Hold on.\Genshiken has been investigated.\All they do in their office is play video games!\At the school festival they held what became a...\The only things of enough value to warrant a precious club office are here!\Those game systems are older ones, and they have a lot of research value.\Huh?\It may look like they're just playing, but games and anime... response:	Watching over its development and transformation is the main activity of...
context: Genshiken has been investigated.\All they do in their office is play video games!\At the school festival they held what became a...\The only things of enough value to warrant a precious club office are here!\Those game systems are older ones, and they have a lot of research value.\Huh?\It may look like they're just playing, but games and anime...\Watching over its development and transformation is the main activity of... response:	And regarding the school festival cosplay,
context: All they do in their office is play video games!\At the school festival they held what became a...\The only things of enough value to warrant a precious club office are here!\Those game systems are older ones, and they have a lot of research value.\Huh?\It may look like they're just playing, but games and anime...\Watching over its development and transformation is the main activity of...\And regarding the school festival cosplay, response:	it was certainly wrong to not make advance arrangements...
context: At the school festival they held what became a...\The only things of enough value to warrant a precious club office are here!\Those game systems are older ones, and they have a lot of research value.\Huh?\It may look like they're just playing, but games and anime...\Watching over its development and transformation is the main activity of...\And regarding the school festival cosplay,\it was certainly wrong to not make advance arrangements... response:	That alone is enough to keep it out of the doomed inactive club category.
context: The only things of enough value to warrant a precious club office are here!\Those game systems are older ones, and they have a lot of research value.\Huh?\It may look like they're just playing, but games and anime...\Watching over its development and transformation is the main activity of...\And regarding the school festival cosplay,\it was certainly wrong to not make advance arrangements...\That alone is enough to keep it out of the doomed inactive club category. response:	Any way you look at it, I'd say that someone is using...
context: Those game systems are older ones, and they have a lot of research value.\Huh?\It may look like they're just playing, but games and anime...\Watching over its development and transformation is the main activity of...\And regarding the school festival cosplay,\it was certainly wrong to not make advance arrangements...\That alone is enough to keep it out of the doomed inactive club category.\Any way you look at it, I'd say that someone is using... response:	What'd you just say, you otaku?
context: Huh?\It may look like they're just playing, but games and anime...\Watching over its development and transformation is the main activity of...\And regarding the school festival cosplay,\it was certainly wrong to not make advance arrangements...\That alone is enough to keep it out of the doomed inactive club category.\Any way you look at it, I'd say that someone is using...\What'd you just say, you otaku? response:	I'm not an otaku!
context: It may look like they're just playing, but games and anime...\Watching over its development and transformation is the main activity of...\And regarding the school festival cosplay,\it was certainly wrong to not make advance arrangements...\That alone is enough to keep it out of the doomed inactive club category.\Any way you look at it, I'd say that someone is using...\What'd you just say, you otaku?\I'm not an otaku! response:	Kitagawa, calm down.
context: Watching over its development and transformation is the main activity of...\And regarding the school festival cosplay,\it was certainly wrong to not make advance arrangements...\That alone is enough to keep it out of the doomed inactive club category.\Any way you look at it, I'd say that someone is using...\What'd you just say, you otaku?\I'm not an otaku!\Kitagawa, calm down. response:	Saki... Kitagawa, calm down.
context: And regarding the school festival cosplay,\it was certainly wrong to not make advance arrangements...\That alone is enough to keep it out of the doomed inactive club category.\Any way you look at it, I'd say that someone is using...\What'd you just say, you otaku?\I'm not an otaku!\Kitagawa, calm down.\Saki... Kitagawa, calm down. response:	Saki did the best she could.
context: it was certainly wrong to not make advance arrangements...\That alone is enough to keep it out of the doomed inactive club category.\Any way you look at it, I'd say that someone is using...\What'd you just say, you otaku?\I'm not an otaku!\Kitagawa, calm down.\Saki... Kitagawa, calm down.\Saki did the best she could. response:	So, how'd it go?
context: That alone is enough to keep it out of the doomed inactive club category.\Any way you look at it, I'd say that someone is using...\What'd you just say, you otaku?\I'm not an otaku!\Kitagawa, calm down.\Saki... Kitagawa, calm down.\Saki did the best she could.\So, how'd it go? response:	Isn't that obvious?
context: Any way you look at it, I'd say that someone is using...\What'd you just say, you otaku?\I'm not an otaku!\Kitagawa, calm down.\Saki... Kitagawa, calm down.\Saki did the best she could.\So, how'd it go?\Isn't that obvious? response:	She seems even more unapproachable than usual.
context: What'd you just say, you otaku?\I'm not an otaku!\Kitagawa, calm down.\Saki... Kitagawa, calm down.\Saki did the best she could.\So, how'd it go?\Isn't that obvious?\She seems even more unapproachable than usual. response:	S-She's dangerous right now.
context: I'm not an otaku!\Kitagawa, calm down.\Saki... Kitagawa, calm down.\Saki did the best she could.\So, how'd it go?\Isn't that obvious?\She seems even more unapproachable than usual.\S-She's dangerous right now. response:	Genshiken
context: Kitagawa, calm down.\Saki... Kitagawa, calm down.\Saki did the best she could.\So, how'd it go?\Isn't that obvious?\She seems even more unapproachable than usual.\S-She's dangerous right now.\Genshiken response:	That dick, Kitagawa...
context: Saki... Kitagawa, calm down.\Saki did the best she could.\So, how'd it go?\Isn't that obvious?\She seems even more unapproachable than usual.\S-She's dangerous right now.\Genshiken\That dick, Kitagawa... response:	Dick...
context: Saki did the best she could.\So, how'd it go?\Isn't that obvious?\She seems even more unapproachable than usual.\S-She's dangerous right now.\Genshiken\That dick, Kitagawa...\Dick... response:	She's a woman...
context: So, how'd it go?\Isn't that obvious?\She seems even more unapproachable than usual.\S-She's dangerous right now.\Genshiken\That dick, Kitagawa...\Dick...\She's a woman... response:	A dried up sexless wench like her is the same as a dick.
context: Isn't that obvious?\She seems even more unapproachable than usual.\S-She's dangerous right now.\Genshiken\That dick, Kitagawa...\Dick...\She's a woman...\A dried up sexless wench like her is the same as a dick. response:	She's the type who'd strap on a helmet...
context: She seems even more unapproachable than usual.\S-She's dangerous right now.\Genshiken\That dick, Kitagawa...\Dick...\She's a woman...\A dried up sexless wench like her is the same as a dick.\She's the type who'd strap on a helmet... response:	Ouch...
context: S-She's dangerous right now.\Genshiken\That dick, Kitagawa...\Dick...\She's a woman...\A dried up sexless wench like her is the same as a dick.\She's the type who'd strap on a helmet...\Ouch... response:	Calling people otaku...
context: Genshiken\That dick, Kitagawa...\Dick...\She's a woman...\A dried up sexless wench like her is the same as a dick.\She's the type who'd strap on a helmet...\Ouch...\Calling people otaku... response:	Hey, can anyone figure out what her weakness is?
context: That dick, Kitagawa...\Dick...\She's a woman...\A dried up sexless wench like her is the same as a dick.\She's the type who'd strap on a helmet...\Ouch...\Calling people otaku...\Hey, can anyone figure out what her weakness is? response:	Like with a wiretap, or hidden camera.
context: Dick...\She's a woman...\A dried up sexless wench like her is the same as a dick.\She's the type who'd strap on a helmet...\Ouch...\Calling people otaku...\Hey, can anyone figure out what her weakness is?\Like with a wiretap, or hidden camera. response:	What makes you ask?
context: She's a woman...\A dried up sexless wench like her is the same as a dick.\She's the type who'd strap on a helmet...\Ouch...\Calling people otaku...\Hey, can anyone figure out what her weakness is?\Like with a wiretap, or hidden camera.\What makes you ask? response:	Is that really the light you see us in?
context: A dried up sexless wench like her is the same as a dick.\She's the type who'd strap on a helmet...\Ouch...\Calling people otaku...\Hey, can anyone figure out what her weakness is?\Like with a wiretap, or hidden camera.\What makes you ask?\Is that really the light you see us in? response:	But you're all otaku.
context: She's the type who'd strap on a helmet...\Ouch...\Calling people otaku...\Hey, can anyone figure out what her weakness is?\Like with a wiretap, or hidden camera.\What makes you ask?\Is that really the light you see us in?\But you're all otaku. response:	None of us are techie otaku!
context: Ouch...\Calling people otaku...\Hey, can anyone figure out what her weakness is?\Like with a wiretap, or hidden camera.\What makes you ask?\Is that really the light you see us in?\But you're all otaku.\None of us are techie otaku! response:	Useless...
context: Calling people otaku...\Hey, can anyone figure out what her weakness is?\Like with a wiretap, or hidden camera.\What makes you ask?\Is that really the light you see us in?\But you're all otaku.\None of us are techie otaku!\Useless... response:	Ow...
context: Hey, can anyone figure out what her weakness is?\Like with a wiretap, or hidden camera.\What makes you ask?\Is that really the light you see us in?\But you're all otaku.\None of us are techie otaku!\Useless...\Ow... response:	Besides, isn't this a personal grudge now?
context: Like with a wiretap, or hidden camera.\What makes you ask?\Is that really the light you see us in?\But you're all otaku.\None of us are techie otaku!\Useless...\Ow...\Besides, isn't this a personal grudge now? response:	That's because you guys weren't there.
context: What makes you ask?\Is that really the light you see us in?\But you're all otaku.\None of us are techie otaku!\Useless...\Ow...\Besides, isn't this a personal grudge now?\That's because you guys weren't there. response:	We can't be careless about things about this.
context: Is that really the light you see us in?\But you're all otaku.\None of us are techie otaku!\Useless...\Ow...\Besides, isn't this a personal grudge now?\That's because you guys weren't there.\We can't be careless about things about this. response:	Kitagawa's serious.
context: But you're all otaku.\None of us are techie otaku!\Useless...\Ow...\Besides, isn't this a personal grudge now?\That's because you guys weren't there.\We can't be careless about things about this.\Kitagawa's serious. response:	You're really gonna be crushed and driven out of here.
context: None of us are techie otaku!\Useless...\Ow...\Besides, isn't this a personal grudge now?\That's because you guys weren't there.\We can't be careless about things about this.\Kitagawa's serious.\You're really gonna be crushed and driven out of here. response:	You okay with that?
context: Useless...\Ow...\Besides, isn't this a personal grudge now?\That's because you guys weren't there.\We can't be careless about things about this.\Kitagawa's serious.\You're really gonna be crushed and driven out of here.\You okay with that? response:	We aren't...
context: Ow...\Besides, isn't this a personal grudge now?\That's because you guys weren't there.\We can't be careless about things about this.\Kitagawa's serious.\You're really gonna be crushed and driven out of here.\You okay with that?\We aren't... response:	Dammit!
context: Besides, isn't this a personal grudge now?\That's because you guys weren't there.\We can't be careless about things about this.\Kitagawa's serious.\You're really gonna be crushed and driven out of here.\You okay with that?\We aren't...\Dammit! response:	Suioh University
context: That's because you guys weren't there.\We can't be careless about things about this.\Kitagawa's serious.\You're really gonna be crushed and driven out of here.\You okay with that?\We aren't...\Dammit!\Suioh University response:	Takana Soba discontinued
context: We can't be careless about things about this.\Kitagawa's serious.\You're really gonna be crushed and driven out of here.\You okay with that?\We aren't...\Dammit!\Suioh University\Takana Soba discontinued response:	Excuse me, why isn't there any more takana soba?
context: Kitagawa's serious.\You're really gonna be crushed and driven out of here.\You okay with that?\We aren't...\Dammit!\Suioh University\Takana Soba discontinued\Excuse me, why isn't there any more takana soba? response:	I don't really know, but I guess not many people bought it?
context: You're really gonna be crushed and driven out of here.\You okay with that?\We aren't...\Dammit!\Suioh University\Takana Soba discontinued\Excuse me, why isn't there any more takana soba?\I don't really know, but I guess not many people bought it? response:	If that's the case, I've never seen anyone buy or eat...
context: You okay with that?\We aren't...\Dammit!\Suioh University\Takana Soba discontinued\Excuse me, why isn't there any more takana soba?\I don't really know, but I guess not many people bought it?\If that's the case, I've never seen anyone buy or eat... response:	You know, you should ask someone above me about it.
context: We aren't...\Dammit!\Suioh University\Takana Soba discontinued\Excuse me, why isn't there any more takana soba?\I don't really know, but I guess not many people bought it?\If that's the case, I've never seen anyone buy or eat...\You know, you should ask someone above me about it. response:	They don't have the one you like anymore.
context: Dammit!\Suioh University\Takana Soba discontinued\Excuse me, why isn't there any more takana soba?\I don't really know, but I guess not many people bought it?\If that's the case, I've never seen anyone buy or eat...\You know, you should ask someone above me about it.\They don't have the one you like anymore. response:	It's not a big deal...
context: Suioh University\Takana Soba discontinued\Excuse me, why isn't there any more takana soba?\I don't really know, but I guess not many people bought it?\If that's the case, I've never seen anyone buy or eat...\You know, you should ask someone above me about it.\They don't have the one you like anymore.\It's not a big deal... response:	Oh, I always just get this.
context: Takana Soba discontinued\Excuse me, why isn't there any more takana soba?\I don't really know, but I guess not many people bought it?\If that's the case, I've never seen anyone buy or eat...\You know, you should ask someone above me about it.\They don't have the one you like anymore.\It's not a big deal...\Oh, I always just get this. response:	Hey, about those new clubs that want to start up...
context: Excuse me, why isn't there any more takana soba?\I don't really know, but I guess not many people bought it?\If that's the case, I've never seen anyone buy or eat...\You know, you should ask someone above me about it.\They don't have the one you like anymore.\It's not a big deal...\Oh, I always just get this.\Hey, about those new clubs that want to start up... response:	You're here alone?
context: I don't really know, but I guess not many people bought it?\If that's the case, I've never seen anyone buy or eat...\You know, you should ask someone above me about it.\They don't have the one you like anymore.\It's not a big deal...\Oh, I always just get this.\Hey, about those new clubs that want to start up...\You're here alone? response:	And early, too.
context: If that's the case, I've never seen anyone buy or eat...\You know, you should ask someone above me about it.\They don't have the one you like anymore.\It's not a big deal...\Oh, I always just get this.\Hey, about those new clubs that want to start up...\You're here alone?\And early, too. response:	I was wondering if there's a good way to get at Kitagawa.
context: You know, you should ask someone above me about it.\They don't have the one you like anymore.\It's not a big deal...\Oh, I always just get this.\Hey, about those new clubs that want to start up...\You're here alone?\And early, too.\I was wondering if there's a good way to get at Kitagawa. response:	You're headstrong too, Saki.
context: They don't have the one you like anymore.\It's not a big deal...\Oh, I always just get this.\Hey, about those new clubs that want to start up...\You're here alone?\And early, too.\I was wondering if there's a good way to get at Kitagawa.\You're headstrong too, Saki. response:	I have something you may find useful.
context: It's not a big deal...\Oh, I always just get this.\Hey, about those new clubs that want to start up...\You're here alone?\And early, too.\I was wondering if there's a good way to get at Kitagawa.\You're headstrong too, Saki.\I have something you may find useful. response:	Mr. Chairman, when did you get here?
context: Oh, I always just get this.\Hey, about those new clubs that want to start up...\You're here alone?\And early, too.\I was wondering if there's a good way to get at Kitagawa.\You're headstrong too, Saki.\I have something you may find useful.\Mr. Chairman, when did you get here? response:	Just now.
context: Hey, about those new clubs that want to start up...\You're here alone?\And early, too.\I was wondering if there's a good way to get at Kitagawa.\You're headstrong too, Saki.\I have something you may find useful.\Mr. Chairman, when did you get here?\Just now. response:	You know something I can use?
context: You're here alone?\And early, too.\I was wondering if there's a good way to get at Kitagawa.\You're headstrong too, Saki.\I have something you may find useful.\Mr. Chairman, when did you get here?\Just now.\You know something I can use? response:	Yeah, listen to this.
context: And early, too.\I was wondering if there's a good way to get at Kitagawa.\You're headstrong too, Saki.\I have something you may find useful.\Mr. Chairman, when did you get here?\Just now.\You know something I can use?\Yeah, listen to this. response:	The Variety Discussion Group?
context: I was wondering if there's a good way to get at Kitagawa.\You're headstrong too, Saki.\I have something you may find useful.\Mr. Chairman, when did you get here?\Just now.\You know something I can use?\Yeah, listen to this.\The Variety Discussion Group? response:	Maybe it's a chat club?
context: You're headstrong too, Saki.\I have something you may find useful.\Mr. Chairman, when did you get here?\Just now.\You know something I can use?\Yeah, listen to this.\The Variety Discussion Group?\Maybe it's a chat club? response:	That's absurd! It must be a joke!
context: I have something you may find useful.\Mr. Chairman, when did you get here?\Just now.\You know something I can use?\Yeah, listen to this.\The Variety Discussion Group?\Maybe it's a chat club?\That's absurd! It must be a joke! response:	Hi.
context: Mr. Chairman, when did you get here?\Just now.\You know something I can use?\Yeah, listen to this.\The Variety Discussion Group?\Maybe it's a chat club?\That's absurd! It must be a joke!\Hi. response:	Hello.
context: Just now.\You know something I can use?\Yeah, listen to this.\The Variety Discussion Group?\Maybe it's a chat club?\That's absurd! It must be a joke!\Hi.\Hello. response:	What do you want?
context: You know something I can use?\Yeah, listen to this.\The Variety Discussion Group?\Maybe it's a chat club?\That's absurd! It must be a joke!\Hi.\Hello.\What do you want? response:	Well...
context: Yeah, listen to this.\The Variety Discussion Group?\Maybe it's a chat club?\That's absurd! It must be a joke!\Hi.\Hello.\What do you want?\Well... response:	Kitagawa, let's talk outside real quick.
context: The Variety Discussion Group?\Maybe it's a chat club?\That's absurd! It must be a joke!\Hi.\Hello.\What do you want?\Well...\Kitagawa, let's talk outside real quick. response:	Huh?
context: Maybe it's a chat club?\That's absurd! It must be a joke!\Hi.\Hello.\What do you want?\Well...\Kitagawa, let's talk outside real quick.\Huh? response:	What gives?
context: That's absurd! It must be a joke!\Hi.\Hello.\What do you want?\Well...\Kitagawa, let's talk outside real quick.\Huh?\What gives? response:	Oh there's nothing to worry about.
context: Hi.\Hello.\What do you want?\Well...\Kitagawa, let's talk outside real quick.\Huh?\What gives?\Oh there's nothing to worry about. response:	Watch your step.
context: Hello.\What do you want?\Well...\Kitagawa, let's talk outside real quick.\Huh?\What gives?\Oh there's nothing to worry about.\Watch your step. response:	I don't trust this.
context: What do you want?\Well...\Kitagawa, let's talk outside real quick.\Huh?\What gives?\Oh there's nothing to worry about.\Watch your step.\I don't trust this. response:	If Genshiken goes away, the first problem we'll be up against is...
context: Well...\Kitagawa, let's talk outside real quick.\Huh?\What gives?\Oh there's nothing to worry about.\Watch your step.\I don't trust this.\If Genshiken goes away, the first problem we'll be up against is... response:	Are you guys cold?
context: Kitagawa, let's talk outside real quick.\Huh?\What gives?\Oh there's nothing to worry about.\Watch your step.\I don't trust this.\If Genshiken goes away, the first problem we'll be up against is...\Are you guys cold? response:	Let's go to the cafeteria, it's warm in there.
context: Huh?\What gives?\Oh there's nothing to worry about.\Watch your step.\I don't trust this.\If Genshiken goes away, the first problem we'll be up against is...\Are you guys cold?\Let's go to the cafeteria, it's warm in there. response:	What's this about?
context: What gives?\Oh there's nothing to worry about.\Watch your step.\I don't trust this.\If Genshiken goes away, the first problem we'll be up against is...\Are you guys cold?\Let's go to the cafeteria, it's warm in there.\What's this about? response:	Winter sure has arrived.
context: Oh there's nothing to worry about.\Watch your step.\I don't trust this.\If Genshiken goes away, the first problem we'll be up against is...\Are you guys cold?\Let's go to the cafeteria, it's warm in there.\What's this about?\Winter sure has arrived. response:	Isn't winter great?
context: Watch your step.\I don't trust this.\If Genshiken goes away, the first problem we'll be up against is...\Are you guys cold?\Let's go to the cafeteria, it's warm in there.\What's this about?\Winter sure has arrived.\Isn't winter great? response:	Huh?
context: I don't trust this.\If Genshiken goes away, the first problem we'll be up against is...\Are you guys cold?\Let's go to the cafeteria, it's warm in there.\What's this about?\Winter sure has arrived.\Isn't winter great?\Huh? response:	I mean, summer sucks because it's so hot!
context: If Genshiken goes away, the first problem we'll be up against is...\Are you guys cold?\Let's go to the cafeteria, it's warm in there.\What's this about?\Winter sure has arrived.\Isn't winter great?\Huh?\I mean, summer sucks because it's so hot! response:	I think summer and winter both have their good points.
context: Are you guys cold?\Let's go to the cafeteria, it's warm in there.\What's this about?\Winter sure has arrived.\Isn't winter great?\Huh?\I mean, summer sucks because it's so hot!\I think summer and winter both have their good points. response:	Yeah, but y'know, when it's hot and muggy it makes you feel all itchy.
context: Let's go to the cafeteria, it's warm in there.\What's this about?\Winter sure has arrived.\Isn't winter great?\Huh?\I mean, summer sucks because it's so hot!\I think summer and winter both have their good points.\Yeah, but y'know, when it's hot and muggy it makes you feel all itchy. response:	Like on your head and... feet!
context: What's this about?\Winter sure has arrived.\Isn't winter great?\Huh?\I mean, summer sucks because it's so hot!\I think summer and winter both have their good points.\Yeah, but y'know, when it's hot and muggy it makes you feel all itchy.\Like on your head and... feet! response:	How did you know?
context: Winter sure has arrived.\Isn't winter great?\Huh?\I mean, summer sucks because it's so hot!\I think summer and winter both have their good points.\Yeah, but y'know, when it's hot and muggy it makes you feel all itchy.\Like on your head and... feet!\How did you know? response:	W-Whatever do you mean?
context: Isn't winter great?\Huh?\I mean, summer sucks because it's so hot!\I think summer and winter both have their good points.\Yeah, but y'know, when it's hot and muggy it makes you feel all itchy.\Like on your head and... feet!\How did you know?\W-Whatever do you mean? response:	Oh, it's not hot...
context: Huh?\I mean, summer sucks because it's so hot!\I think summer and winter both have their good points.\Yeah, but y'know, when it's hot and muggy it makes you feel all itchy.\Like on your head and... feet!\How did you know?\W-Whatever do you mean?\Oh, it's not hot... response:	You'd even threaten me to make sure your club can keep going?
context: I mean, summer sucks because it's so hot!\I think summer and winter both have their good points.\Yeah, but y'know, when it's hot and muggy it makes you feel all itchy.\Like on your head and... feet!\How did you know?\W-Whatever do you mean?\Oh, it's not hot...\You'd even threaten me to make sure your club can keep going? response:	All I'm trying to say is that summer sucks.
context: I think summer and winter both have their good points.\Yeah, but y'know, when it's hot and muggy it makes you feel all itchy.\Like on your head and... feet!\How did you know?\W-Whatever do you mean?\Oh, it's not hot...\You'd even threaten me to make sure your club can keep going?\All I'm trying to say is that summer sucks. response:	Just tell me how you know.
context: Yeah, but y'know, when it's hot and muggy it makes you feel all itchy.\Like on your head and... feet!\How did you know?\W-Whatever do you mean?\Oh, it's not hot...\You'd even threaten me to make sure your club can keep going?\All I'm trying to say is that summer sucks.\Just tell me how you know. response:	Did you hear it from someone?
context: Like on your head and... feet!\How did you know?\W-Whatever do you mean?\Oh, it's not hot...\You'd even threaten me to make sure your club can keep going?\All I'm trying to say is that summer sucks.\Just tell me how you know.\Did you hear it from someone? response:	I saw it with my own eyes.
context: How did you know?\W-Whatever do you mean?\Oh, it's not hot...\You'd even threaten me to make sure your club can keep going?\All I'm trying to say is that summer sucks.\Just tell me how you know.\Did you hear it from someone?\I saw it with my own eyes. response:	It must have been about a month ago.
context: W-Whatever do you mean?\Oh, it's not hot...\You'd even threaten me to make sure your club can keep going?\All I'm trying to say is that summer sucks.\Just tell me how you know.\Did you hear it from someone?\I saw it with my own eyes.\It must have been about a month ago. response:	A month ago?
context: Oh, it's not hot...\You'd even threaten me to make sure your club can keep going?\All I'm trying to say is that summer sucks.\Just tell me how you know.\Did you hear it from someone?\I saw it with my own eyes.\It must have been about a month ago.\A month ago? response:	The council office door was slightly ajar...
context: You'd even threaten me to make sure your club can keep going?\All I'm trying to say is that summer sucks.\Just tell me how you know.\Did you hear it from someone?\I saw it with my own eyes.\It must have been about a month ago.\A month ago?\The council office door was slightly ajar... response:	You were putting on athlete's foot medicine...
context: All I'm trying to say is that summer sucks.\Just tell me how you know.\Did you hear it from someone?\I saw it with my own eyes.\It must have been about a month ago.\A month ago?\The council office door was slightly ajar...\You were putting on athlete's foot medicine... response:	I had a feeling I was being watched...
context: Just tell me how you know.\Did you hear it from someone?\I saw it with my own eyes.\It must have been about a month ago.\A month ago?\The council office door was slightly ajar...\You were putting on athlete's foot medicine...\I had a feeling I was being watched... response:	Now, don't you have something to say?
context: Did you hear it from someone?\I saw it with my own eyes.\It must have been about a month ago.\A month ago?\The council office door was slightly ajar...\You were putting on athlete's foot medicine...\I had a feeling I was being watched...\Now, don't you have something to say? response:	Or rather, aren't we the ones with the bargaining chip now?
context: I saw it with my own eyes.\It must have been about a month ago.\A month ago?\The council office door was slightly ajar...\You were putting on athlete's foot medicine...\I had a feeling I was being watched...\Now, don't you have something to say?\Or rather, aren't we the ones with the bargaining chip now? response:	Pardon me.
context: It must have been about a month ago.\A month ago?\The council office door was slightly ajar...\You were putting on athlete's foot medicine...\I had a feeling I was being watched...\Now, don't you have something to say?\Or rather, aren't we the ones with the bargaining chip now?\Pardon me. response:	Is anything wrong, Kitagawa?
context: A month ago?\The council office door was slightly ajar...\You were putting on athlete's foot medicine...\I had a feeling I was being watched...\Now, don't you have something to say?\Or rather, aren't we the ones with the bargaining chip now?\Pardon me.\Is anything wrong, Kitagawa? response:	No, it's nothing...
context: The council office door was slightly ajar...\You were putting on athlete's foot medicine...\I had a feeling I was being watched...\Now, don't you have something to say?\Or rather, aren't we the ones with the bargaining chip now?\Pardon me.\Is anything wrong, Kitagawa?\No, it's nothing... response:	But...
context: You were putting on athlete's foot medicine...\I had a feeling I was being watched...\Now, don't you have something to say?\Or rather, aren't we the ones with the bargaining chip now?\Pardon me.\Is anything wrong, Kitagawa?\No, it's nothing...\But... response:	You can go back in the office...
context: I had a feeling I was being watched...\Now, don't you have something to say?\Or rather, aren't we the ones with the bargaining chip now?\Pardon me.\Is anything wrong, Kitagawa?\No, it's nothing...\But...\You can go back in the office... response:	Hey, Mr. Chairman.
context: Now, don't you have something to say?\Or rather, aren't we the ones with the bargaining chip now?\Pardon me.\Is anything wrong, Kitagawa?\No, it's nothing...\But...\You can go back in the office...\Hey, Mr. Chairman. response:	What do you think about all this?
context: Or rather, aren't we the ones with the bargaining chip now?\Pardon me.\Is anything wrong, Kitagawa?\No, it's nothing...\But...\You can go back in the office...\Hey, Mr. Chairman.\What do you think about all this? response:	The way that notice went out about the clubs closing down.
context: Pardon me.\Is anything wrong, Kitagawa?\No, it's nothing...\But...\You can go back in the office...\Hey, Mr. Chairman.\What do you think about all this?\The way that notice went out about the clubs closing down. response:	Don't you think it's mean, not giving them a foot to stand on?
context: Is anything wrong, Kitagawa?\No, it's nothing...\But...\You can go back in the office...\Hey, Mr. Chairman.\What do you think about all this?\The way that notice went out about the clubs closing down.\Don't you think it's mean, not giving them a foot to stand on? response:	Hmm, it might have been better to go through a probation period first.
context: No, it's nothing...\But...\You can go back in the office...\Hey, Mr. Chairman.\What do you think about all this?\The way that notice went out about the clubs closing down.\Don't you think it's mean, not giving them a foot to stand on?\Hmm, it might have been better to go through a probation period first. response:	Wouldn't it?
context: But...\You can go back in the office...\Hey, Mr. Chairman.\What do you think about all this?\The way that notice went out about the clubs closing down.\Don't you think it's mean, not giving them a foot to stand on?\Hmm, it might have been better to go through a probation period first.\Wouldn't it? response:	That's what Kitagawa and I were discussing.
