context: I'm heading out. response:	Ah, bocchan, good morning!
context: Why are you coming to me?\Eh?\Nah, it's nothing.\We have dance practice later, you want to come?\Can you dance for me today?\Yeah, sure.\Granny, just one more time.\This will be the last time I do it. response:	I made a lot today!
context: Eh?\Nah, it's nothing.\We have dance practice later, you want to come?\Can you dance for me today?\Yeah, sure.\Granny, just one more time.\This will be the last time I do it.\I made a lot today! response:	Eat as much as you'd like!
context: Nah, it's nothing.\We have dance practice later, you want to come?\Can you dance for me today?\Yeah, sure.\Granny, just one more time.\This will be the last time I do it.\I made a lot today!\Eat as much as you'd like! response:	Good evening.
context: We have dance practice later, you want to come?\Can you dance for me today?\Yeah, sure.\Granny, just one more time.\This will be the last time I do it.\I made a lot today!\Eat as much as you'd like!\Good evening. response:	Good evening, bocchan!
context: Can you dance for me today?\Yeah, sure.\Granny, just one more time.\This will be the last time I do it.\I made a lot today!\Eat as much as you'd like!\Good evening.\Good evening, bocchan! response:	There are lots of these left, so go ahead! Don't hold back.
context: Yeah, sure.\Granny, just one more time.\This will be the last time I do it.\I made a lot today!\Eat as much as you'd like!\Good evening.\Good evening, bocchan!\There are lots of these left, so go ahead! Don't hold back. response:	Ai-chan's onigiri is always delicious.
context: Granny, just one more time.\This will be the last time I do it.\I made a lot today!\Eat as much as you'd like!\Good evening.\Good evening, bocchan!\There are lots of these left, so go ahead! Don't hold back.\Ai-chan's onigiri is always delicious. response:	Thanks.
context: This will be the last time I do it.\I made a lot today!\Eat as much as you'd like!\Good evening.\Good evening, bocchan!\There are lots of these left, so go ahead! Don't hold back.\Ai-chan's onigiri is always delicious.\Thanks. response:	I'll fetch you some tea.
context: I made a lot today!\Eat as much as you'd like!\Good evening.\Good evening, bocchan!\There are lots of these left, so go ahead! Don't hold back.\Ai-chan's onigiri is always delicious.\Thanks.\I'll fetch you some tea. response:	Oh, this is my childhood friend Nobus...
context: Eat as much as you'd like!\Good evening.\Good evening, bocchan!\There are lots of these left, so go ahead! Don't hold back.\Ai-chan's onigiri is always delicious.\Thanks.\I'll fetch you some tea.\Oh, this is my childhood friend Nobus... response:	Eh...
context: Good evening.\Good evening, bocchan!\There are lots of these left, so go ahead! Don't hold back.\Ai-chan's onigiri is always delicious.\Thanks.\I'll fetch you some tea.\Oh, this is my childhood friend Nobus...\Eh... response:	This is my childhood friend Ai-chan.
context: Good evening, bocchan!\There are lots of these left, so go ahead! Don't hold back.\Ai-chan's onigiri is always delicious.\Thanks.\I'll fetch you some tea.\Oh, this is my childhood friend Nobus...\Eh...\This is my childhood friend Ai-chan. response:	And this is my...
context: There are lots of these left, so go ahead! Don't hold back.\Ai-chan's onigiri is always delicious.\Thanks.\I'll fetch you some tea.\Oh, this is my childhood friend Nobus...\Eh...\This is my childhood friend Ai-chan.\And this is my... response:	I know all about it. Isurugi Noe-chan, Shinichirou's first girlfriend.
context: Ai-chan's onigiri is always delicious.\Thanks.\I'll fetch you some tea.\Oh, this is my childhood friend Nobus...\Eh...\This is my childhood friend Ai-chan.\And this is my...\I know all about it. Isurugi Noe-chan, Shinichirou's first girlfriend. response:	It's about time to start.
context: Thanks.\I'll fetch you some tea.\Oh, this is my childhood friend Nobus...\Eh...\This is my childhood friend Ai-chan.\And this is my...\I know all about it. Isurugi Noe-chan, Shinichirou's first girlfriend.\It's about time to start. response:	Maybe I should say thank you.
context: I'll fetch you some tea.\Oh, this is my childhood friend Nobus...\Eh...\This is my childhood friend Ai-chan.\And this is my...\I know all about it. Isurugi Noe-chan, Shinichirou's first girlfriend.\It's about time to start.\Maybe I should say thank you. response:	Thanks to that curse you gave Miyokichi, I was saved.
context: Oh, this is my childhood friend Nobus...\Eh...\This is my childhood friend Ai-chan.\And this is my...\I know all about it. Isurugi Noe-chan, Shinichirou's first girlfriend.\It's about time to start.\Maybe I should say thank you.\Thanks to that curse you gave Miyokichi, I was saved. response:	I used to love Shinichirou...
context: Eh...\This is my childhood friend Ai-chan.\And this is my...\I know all about it. Isurugi Noe-chan, Shinichirou's first girlfriend.\It's about time to start.\Maybe I should say thank you.\Thanks to that curse you gave Miyokichi, I was saved.\I used to love Shinichirou... response:	What am I saying?
context: This is my childhood friend Ai-chan.\And this is my...\I know all about it. Isurugi Noe-chan, Shinichirou's first girlfriend.\It's about time to start.\Maybe I should say thank you.\Thanks to that curse you gave Miyokichi, I was saved.\I used to love Shinichirou...\What am I saying? response:	Things like curses don't exist.
context: And this is my...\I know all about it. Isurugi Noe-chan, Shinichirou's first girlfriend.\It's about time to start.\Maybe I should say thank you.\Thanks to that curse you gave Miyokichi, I was saved.\I used to love Shinichirou...\What am I saying?\Things like curses don't exist. response:	If they did, I'd...
context: I know all about it. Isurugi Noe-chan, Shinichirou's first girlfriend.\It's about time to start.\Maybe I should say thank you.\Thanks to that curse you gave Miyokichi, I was saved.\I used to love Shinichirou...\What am I saying?\Things like curses don't exist.\If they did, I'd... response:	I'm leaving early!
context: It's about time to start.\Maybe I should say thank you.\Thanks to that curse you gave Miyokichi, I was saved.\I used to love Shinichirou...\What am I saying?\Things like curses don't exist.\If they did, I'd...\I'm leaving early! response:	I didn't tell my brother about this, so...
context: Maybe I should say thank you.\Thanks to that curse you gave Miyokichi, I was saved.\I used to love Shinichirou...\What am I saying?\Things like curses don't exist.\If they did, I'd...\I'm leaving early!\I didn't tell my brother about this, so... response:	Good bye!
context: Thanks to that curse you gave Miyokichi, I was saved.\I used to love Shinichirou...\What am I saying?\Things like curses don't exist.\If they did, I'd...\I'm leaving early!\I didn't tell my brother about this, so...\Good bye! response:	Oh... see ya...
context: I used to love Shinichirou...\What am I saying?\Things like curses don't exist.\If they did, I'd...\I'm leaving early!\I didn't tell my brother about this, so...\Good bye!\Oh... see ya... response:	You two broke up, didn't you?
context: What am I saying?\Things like curses don't exist.\If they did, I'd...\I'm leaving early!\I didn't tell my brother about this, so...\Good bye!\Oh... see ya...\You two broke up, didn't you? response:	So you heard about it from Miyokichi.
context: Things like curses don't exist.\If they did, I'd...\I'm leaving early!\I didn't tell my brother about this, so...\Good bye!\Oh... see ya...\You two broke up, didn't you?\So you heard about it from Miyokichi. response:	Yeah.
context: If they did, I'd...\I'm leaving early!\I didn't tell my brother about this, so...\Good bye!\Oh... see ya...\You two broke up, didn't you?\So you heard about it from Miyokichi.\Yeah. response:	You are thinking that this is your fault, right?
context: I'm leaving early!\I didn't tell my brother about this, so...\Good bye!\Oh... see ya...\You two broke up, didn't you?\So you heard about it from Miyokichi.\Yeah.\You are thinking that this is your fault, right? response:	No...
context: I didn't tell my brother about this, so...\Good bye!\Oh... see ya...\You two broke up, didn't you?\So you heard about it from Miyokichi.\Yeah.\You are thinking that this is your fault, right?\No... response:	But in truth, that's exactly it.
context: Good bye!\Oh... see ya...\You two broke up, didn't you?\So you heard about it from Miyokichi.\Yeah.\You are thinking that this is your fault, right?\No...\But in truth, that's exactly it. response:	It's all Shinichirou's fault!
context: Oh... see ya...\You two broke up, didn't you?\So you heard about it from Miyokichi.\Yeah.\You are thinking that this is your fault, right?\No...\But in truth, that's exactly it.\It's all Shinichirou's fault! response:	Hey, that's heavy, right? Let me carry it.
context: You two broke up, didn't you?\So you heard about it from Miyokichi.\Yeah.\You are thinking that this is your fault, right?\No...\But in truth, that's exactly it.\It's all Shinichirou's fault!\Hey, that's heavy, right? Let me carry it. response:	I won't accept Shinichirou's help anymore.
context: So you heard about it from Miyokichi.\Yeah.\You are thinking that this is your fault, right?\No...\But in truth, that's exactly it.\It's all Shinichirou's fault!\Hey, that's heavy, right? Let me carry it.\I won't accept Shinichirou's help anymore. response:	I'm starting to outgrow you.
context: Yeah.\You are thinking that this is your fault, right?\No...\But in truth, that's exactly it.\It's all Shinichirou's fault!\Hey, that's heavy, right? Let me carry it.\I won't accept Shinichirou's help anymore.\I'm starting to outgrow you. response:	Shinichirou-kun.
context: You are thinking that this is your fault, right?\No...\But in truth, that's exactly it.\It's all Shinichirou's fault!\Hey, that's heavy, right? Let me carry it.\I won't accept Shinichirou's help anymore.\I'm starting to outgrow you.\Shinichirou-kun. response:	There's something I'd like to talk about.
context: No...\But in truth, that's exactly it.\It's all Shinichirou's fault!\Hey, that's heavy, right? Let me carry it.\I won't accept Shinichirou's help anymore.\I'm starting to outgrow you.\Shinichirou-kun.\There's something I'd like to talk about. response:	Come in for a bit.
context: But in truth, that's exactly it.\It's all Shinichirou's fault!\Hey, that's heavy, right? Let me carry it.\I won't accept Shinichirou's help anymore.\I'm starting to outgrow you.\Shinichirou-kun.\There's something I'd like to talk about.\Come in for a bit. response:	Take a seat there.
context: It's all Shinichirou's fault!\Hey, that's heavy, right? Let me carry it.\I won't accept Shinichirou's help anymore.\I'm starting to outgrow you.\Shinichirou-kun.\There's something I'd like to talk about.\Come in for a bit.\Take a seat there. response:	I will be done soon.
context: Hey, that's heavy, right? Let me carry it.\I won't accept Shinichirou's help anymore.\I'm starting to outgrow you.\Shinichirou-kun.\There's something I'd like to talk about.\Come in for a bit.\Take a seat there.\I will be done soon. response:	I've decided to leave this house.
context: I won't accept Shinichirou's help anymore.\I'm starting to outgrow you.\Shinichirou-kun.\There's something I'd like to talk about.\Come in for a bit.\Take a seat there.\I will be done soon.\I've decided to leave this house. response:	He told me when I first came here,
context: I'm starting to outgrow you.\Shinichirou-kun.\There's something I'd like to talk about.\Come in for a bit.\Take a seat there.\I will be done soon.\I've decided to leave this house.\He told me when I first came here, response:	If I don't feel comfortable living here, I could stay at his acquaintance's apartment.
context: Shinichirou-kun.\There's something I'd like to talk about.\Come in for a bit.\Take a seat there.\I will be done soon.\I've decided to leave this house.\He told me when I first came here,\If I don't feel comfortable living here, I could stay at his acquaintance's apartment. response:	But, I wanted to come to this house.
context: There's something I'd like to talk about.\Come in for a bit.\Take a seat there.\I will be done soon.\I've decided to leave this house.\He told me when I first came here,\If I don't feel comfortable living here, I could stay at his acquaintance's apartment.\But, I wanted to come to this house. response:	Then there's no need for you to leave now.
context: Come in for a bit.\Take a seat there.\I will be done soon.\I've decided to leave this house.\He told me when I first came here,\If I don't feel comfortable living here, I could stay at his acquaintance's apartment.\But, I wanted to come to this house.\Then there's no need for you to leave now. response:	It's a lot of trouble living alone.
context: Take a seat there.\I will be done soon.\I've decided to leave this house.\He told me when I first came here,\If I don't feel comfortable living here, I could stay at his acquaintance's apartment.\But, I wanted to come to this house.\Then there's no need for you to leave now.\It's a lot of trouble living alone. response:	Oh, you were drawing something like this?
context: I will be done soon.\I've decided to leave this house.\He told me when I first came here,\If I don't feel comfortable living here, I could stay at his acquaintance's apartment.\But, I wanted to come to this house.\Then there's no need for you to leave now.\It's a lot of trouble living alone.\Oh, you were drawing something like this? response:	Eh? Ah, that is...!
context: I've decided to leave this house.\He told me when I first came here,\If I don't feel comfortable living here, I could stay at his acquaintance's apartment.\But, I wanted to come to this house.\Then there's no need for you to leave now.\It's a lot of trouble living alone.\Oh, you were drawing something like this?\Eh? Ah, that is...! response:	The you inside me has always been crying...
context: He told me when I first came here,\If I don't feel comfortable living here, I could stay at his acquaintance's apartment.\But, I wanted to come to this house.\Then there's no need for you to leave now.\It's a lot of trouble living alone.\Oh, you were drawing something like this?\Eh? Ah, that is...!\The you inside me has always been crying... response:	I want to wipe off your tears.
context: If I don't feel comfortable living here, I could stay at his acquaintance's apartment.\But, I wanted to come to this house.\Then there's no need for you to leave now.\It's a lot of trouble living alone.\Oh, you were drawing something like this?\Eh? Ah, that is...!\The you inside me has always been crying...\I want to wipe off your tears. response:	Well, that's...
context: But, I wanted to come to this house.\Then there's no need for you to leave now.\It's a lot of trouble living alone.\Oh, you were drawing something like this?\Eh? Ah, that is...!\The you inside me has always been crying...\I want to wipe off your tears.\Well, that's... response:	What a beautiful drawing.
context: Then there's no need for you to leave now.\It's a lot of trouble living alone.\Oh, you were drawing something like this?\Eh? Ah, that is...!\The you inside me has always been crying...\I want to wipe off your tears.\Well, that's...\What a beautiful drawing. response:	So you can draw this well, Shinichirou-kun.
context: It's a lot of trouble living alone.\Oh, you were drawing something like this?\Eh? Ah, that is...!\The you inside me has always been crying...\I want to wipe off your tears.\Well, that's...\What a beautiful drawing.\So you can draw this well, Shinichirou-kun. response:	I don't think it's a good idea for you to live alone.
context: Oh, you were drawing something like this?\Eh? Ah, that is...!\The you inside me has always been crying...\I want to wipe off your tears.\Well, that's...\What a beautiful drawing.\So you can draw this well, Shinichirou-kun.\I don't think it's a good idea for you to live alone. response:	Even while living in the same house,
context: Eh? Ah, that is...!\The you inside me has always been crying...\I want to wipe off your tears.\Well, that's...\What a beautiful drawing.\So you can draw this well, Shinichirou-kun.\I don't think it's a good idea for you to live alone.\Even while living in the same house, response:	I never got to know Shinichirou very well, it seems.
context: The you inside me has always been crying...\I want to wipe off your tears.\Well, that's...\What a beautiful drawing.\So you can draw this well, Shinichirou-kun.\I don't think it's a good idea for you to live alone.\Even while living in the same house,\I never got to know Shinichirou very well, it seems. response:	Can't you reconsider?
context: I want to wipe off your tears.\Well, that's...\What a beautiful drawing.\So you can draw this well, Shinichirou-kun.\I don't think it's a good idea for you to live alone.\Even while living in the same house,\I never got to know Shinichirou very well, it seems.\Can't you reconsider? response:	I've already decided to.
context: Well, that's...\What a beautiful drawing.\So you can draw this well, Shinichirou-kun.\I don't think it's a good idea for you to live alone.\Even while living in the same house,\I never got to know Shinichirou very well, it seems.\Can't you reconsider?\I've already decided to. response:	I see...
context: What a beautiful drawing.\So you can draw this well, Shinichirou-kun.\I don't think it's a good idea for you to live alone.\Even while living in the same house,\I never got to know Shinichirou very well, it seems.\Can't you reconsider?\I've already decided to.\I see... response:	Now, let's fly.
context: So you can draw this well, Shinichirou-kun.\I don't think it's a good idea for you to live alone.\Even while living in the same house,\I never got to know Shinichirou very well, it seems.\Can't you reconsider?\I've already decided to.\I see...\Now, let's fly. response:	Even if that's what Raigoumaru was thinking,
context: I don't think it's a good idea for you to live alone.\Even while living in the same house,\I never got to know Shinichirou very well, it seems.\Can't you reconsider?\I've already decided to.\I see...\Now, let's fly.\Even if that's what Raigoumaru was thinking, response:	his stomach suddenly started growling.
context: Even while living in the same house,\I never got to know Shinichirou very well, it seems.\Can't you reconsider?\I've already decided to.\I see...\Now, let's fly.\Even if that's what Raigoumaru was thinking,\his stomach suddenly started growling. response:	So in the end, he decided to call it a day off.
context: I never got to know Shinichirou very well, it seems.\Can't you reconsider?\I've already decided to.\I see...\Now, let's fly.\Even if that's what Raigoumaru was thinking,\his stomach suddenly started growling.\So in the end, he decided to call it a day off. response:	Tomorrow, after filling his stomach, he'll try to fly to the sky again.
context: Can't you reconsider?\I've already decided to.\I see...\Now, let's fly.\Even if that's what Raigoumaru was thinking,\his stomach suddenly started growling.\So in the end, he decided to call it a day off.\Tomorrow, after filling his stomach, he'll try to fly to the sky again. response:	Hiromi's leaving this home...
context: I've already decided to.\I see...\Now, let's fly.\Even if that's what Raigoumaru was thinking,\his stomach suddenly started growling.\So in the end, he decided to call it a day off.\Tomorrow, after filling his stomach, he'll try to fly to the sky again.\Hiromi's leaving this home... response:	In the end, I couldn't do anything.
context: I see...\Now, let's fly.\Even if that's what Raigoumaru was thinking,\his stomach suddenly started growling.\So in the end, he decided to call it a day off.\Tomorrow, after filling his stomach, he'll try to fly to the sky again.\Hiromi's leaving this home...\In the end, I couldn't do anything. response:	I even pulled everyone close to me into this,
context: Now, let's fly.\Even if that's what Raigoumaru was thinking,\his stomach suddenly started growling.\So in the end, he decided to call it a day off.\Tomorrow, after filling his stomach, he'll try to fly to the sky again.\Hiromi's leaving this home...\In the end, I couldn't do anything.\I even pulled everyone close to me into this, response:	and all it did was hurt them.
context: Even if that's what Raigoumaru was thinking,\his stomach suddenly started growling.\So in the end, he decided to call it a day off.\Tomorrow, after filling his stomach, he'll try to fly to the sky again.\Hiromi's leaving this home...\In the end, I couldn't do anything.\I even pulled everyone close to me into this,\and all it did was hurt them. response:	I never got to know how your soft cheeks would feel after the tears are wiped off.
context: his stomach suddenly started growling.\So in the end, he decided to call it a day off.\Tomorrow, after filling his stomach, he'll try to fly to the sky again.\Hiromi's leaving this home...\In the end, I couldn't do anything.\I even pulled everyone close to me into this,\and all it did was hurt them.\I never got to know how your soft cheeks would feel after the tears are wiped off. response:	I'm moving on Sunday.
context: So in the end, he decided to call it a day off.\Tomorrow, after filling his stomach, he'll try to fly to the sky again.\Hiromi's leaving this home...\In the end, I couldn't do anything.\I even pulled everyone close to me into this,\and all it did was hurt them.\I never got to know how your soft cheeks would feel after the tears are wiped off.\I'm moving on Sunday. response:	How sudden.
context: Tomorrow, after filling his stomach, he'll try to fly to the sky again.\Hiromi's leaving this home...\In the end, I couldn't do anything.\I even pulled everyone close to me into this,\and all it did was hurt them.\I never got to know how your soft cheeks would feel after the tears are wiped off.\I'm moving on Sunday.\How sudden. response:	Yeah.
context: Hiromi's leaving this home...\In the end, I couldn't do anything.\I even pulled everyone close to me into this,\and all it did was hurt them.\I never got to know how your soft cheeks would feel after the tears are wiped off.\I'm moving on Sunday.\How sudden.\Yeah. response:	A room just got vacant.
context: In the end, I couldn't do anything.\I even pulled everyone close to me into this,\and all it did was hurt them.\I never got to know how your soft cheeks would feel after the tears are wiped off.\I'm moving on Sunday.\How sudden.\Yeah.\A room just got vacant. response:	I'll help you move.
context: I even pulled everyone close to me into this,\and all it did was hurt them.\I never got to know how your soft cheeks would feel after the tears are wiped off.\I'm moving on Sunday.\How sudden.\Yeah.\A room just got vacant.\I'll help you move. response:	Is there anything else to carry?
context: and all it did was hurt them.\I never got to know how your soft cheeks would feel after the tears are wiped off.\I'm moving on Sunday.\How sudden.\Yeah.\A room just got vacant.\I'll help you move.\Is there anything else to carry? response:	Oh, that's all.
context: I never got to know how your soft cheeks would feel after the tears are wiped off.\I'm moving on Sunday.\How sudden.\Yeah.\A room just got vacant.\I'll help you move.\Is there anything else to carry?\Oh, that's all. response:	What's the matter?
context: I'm moving on Sunday.\How sudden.\Yeah.\A room just got vacant.\I'll help you move.\Is there anything else to carry?\Oh, that's all.\What's the matter? response:	I remembered what happened when I first moved here.
context: How sudden.\Yeah.\A room just got vacant.\I'll help you move.\Is there anything else to carry?\Oh, that's all.\What's the matter?\I remembered what happened when I first moved here. response:	It was this empty in here that time, too.
context: Yeah.\A room just got vacant.\I'll help you move.\Is there anything else to carry?\Oh, that's all.\What's the matter?\I remembered what happened when I first moved here.\It was this empty in here that time, too. response:	It's not that happy of a memory, is it?
context: A room just got vacant.\I'll help you move.\Is there anything else to carry?\Oh, that's all.\What's the matter?\I remembered what happened when I first moved here.\It was this empty in here that time, too.\It's not that happy of a memory, is it? response:	No, sometimes nice things happened as well.
context: I'll help you move.\Is there anything else to carry?\Oh, that's all.\What's the matter?\I remembered what happened when I first moved here.\It was this empty in here that time, too.\It's not that happy of a memory, is it?\No, sometimes nice things happened as well. response:	We went to the festival when we were small, right?
context: Is there anything else to carry?\Oh, that's all.\What's the matter?\I remembered what happened when I first moved here.\It was this empty in here that time, too.\It's not that happy of a memory, is it?\No, sometimes nice things happened as well.\We went to the festival when we were small, right? response:	After seeing I'd lost one of my sandals, Shinichirou-kun made do with only one sandal, too.
context: Oh, that's all.\What's the matter?\I remembered what happened when I first moved here.\It was this empty in here that time, too.\It's not that happy of a memory, is it?\No, sometimes nice things happened as well.\We went to the festival when we were small, right?\After seeing I'd lost one of my sandals, Shinichirou-kun made do with only one sandal, too. response:	I don't remember...
context: What's the matter?\I remembered what happened when I first moved here.\It was this empty in here that time, too.\It's not that happy of a memory, is it?\No, sometimes nice things happened as well.\We went to the festival when we were small, right?\After seeing I'd lost one of my sandals, Shinichirou-kun made do with only one sandal, too.\I don't remember... response:	You told me the other day that you don't remember that.
context: I remembered what happened when I first moved here.\It was this empty in here that time, too.\It's not that happy of a memory, is it?\No, sometimes nice things happened as well.\We went to the festival when we were small, right?\After seeing I'd lost one of my sandals, Shinichirou-kun made do with only one sandal, too.\I don't remember...\You told me the other day that you don't remember that. response:	How could I possibly forget?
context: It was this empty in here that time, too.\It's not that happy of a memory, is it?\No, sometimes nice things happened as well.\We went to the festival when we were small, right?\After seeing I'd lost one of my sandals, Shinichirou-kun made do with only one sandal, too.\I don't remember...\You told me the other day that you don't remember that.\How could I possibly forget? response:	That memory...
context: It's not that happy of a memory, is it?\No, sometimes nice things happened as well.\We went to the festival when we were small, right?\After seeing I'd lost one of my sandals, Shinichirou-kun made do with only one sandal, too.\I don't remember...\You told me the other day that you don't remember that.\How could I possibly forget?\That memory... response:	The happiness of the festival,
context: No, sometimes nice things happened as well.\We went to the festival when we were small, right?\After seeing I'd lost one of my sandals, Shinichirou-kun made do with only one sandal, too.\I don't remember...\You told me the other day that you don't remember that.\How could I possibly forget?\That memory...\The happiness of the festival, response:	then getting lost, feeling sad...
context: We went to the festival when we were small, right?\After seeing I'd lost one of my sandals, Shinichirou-kun made do with only one sandal, too.\I don't remember...\You told me the other day that you don't remember that.\How could I possibly forget?\That memory...\The happiness of the festival,\then getting lost, feeling sad... response:	and lonely.
context: After seeing I'd lost one of my sandals, Shinichirou-kun made do with only one sandal, too.\I don't remember...\You told me the other day that you don't remember that.\How could I possibly forget?\That memory...\The happiness of the festival,\then getting lost, feeling sad...\and lonely. response:	Then you found me,
context: I don't remember...\You told me the other day that you don't remember that.\How could I possibly forget?\That memory...\The happiness of the festival,\then getting lost, feeling sad...\and lonely.\Then you found me, response:	and we walked together with one shoe.
context: You told me the other day that you don't remember that.\How could I possibly forget?\That memory...\The happiness of the festival,\then getting lost, feeling sad...\and lonely.\Then you found me,\and we walked together with one shoe. response:	I was so happy.
context: How could I possibly forget?\That memory...\The happiness of the festival,\then getting lost, feeling sad...\and lonely.\Then you found me,\and we walked together with one shoe.\I was so happy. response:	That's why I came to this house.
context: That memory...\The happiness of the festival,\then getting lost, feeling sad...\and lonely.\Then you found me,\and we walked together with one shoe.\I was so happy.\That's why I came to this house. response:	Even if I lost my parents and was alone...
context: The happiness of the festival,\then getting lost, feeling sad...\and lonely.\Then you found me,\and we walked together with one shoe.\I was so happy.\That's why I came to this house.\Even if I lost my parents and was alone... response:	But if I came here, I was sure Shinichirou-kun would help me find a way.
context: then getting lost, feeling sad...\and lonely.\Then you found me,\and we walked together with one shoe.\I was so happy.\That's why I came to this house.\Even if I lost my parents and was alone...\But if I came here, I was sure Shinichirou-kun would help me find a way. response:	A way back from all that sadness.
context: and lonely.\Then you found me,\and we walked together with one shoe.\I was so happy.\That's why I came to this house.\Even if I lost my parents and was alone...\But if I came here, I was sure Shinichirou-kun would help me find a way.\A way back from all that sadness. response:	But now, that's not something I can wish for anymore.
context: Then you found me,\and we walked together with one shoe.\I was so happy.\That's why I came to this house.\Even if I lost my parents and was alone...\But if I came here, I was sure Shinichirou-kun would help me find a way.\A way back from all that sadness.\But now, that's not something I can wish for anymore. response:	Hiromi, I...
context: and we walked together with one shoe.\I was so happy.\That's why I came to this house.\Even if I lost my parents and was alone...\But if I came here, I was sure Shinichirou-kun would help me find a way.\A way back from all that sadness.\But now, that's not something I can wish for anymore.\Hiromi, I... response:	I'm going.
context: I was so happy.\That's why I came to this house.\Even if I lost my parents and was alone...\But if I came here, I was sure Shinichirou-kun would help me find a way.\A way back from all that sadness.\But now, that's not something I can wish for anymore.\Hiromi, I...\I'm going. response:	Thank you for taking care of me all this time.
context: That's why I came to this house.\Even if I lost my parents and was alone...\But if I came here, I was sure Shinichirou-kun would help me find a way.\A way back from all that sadness.\But now, that's not something I can wish for anymore.\Hiromi, I...\I'm going.\Thank you for taking care of me all this time. response:	Don't act like a stranger, we're still just a stonethrow away.
context: Even if I lost my parents and was alone...\But if I came here, I was sure Shinichirou-kun would help me find a way.\A way back from all that sadness.\But now, that's not something I can wish for anymore.\Hiromi, I...\I'm going.\Thank you for taking care of me all this time.\Don't act like a stranger, we're still just a stonethrow away. response:	Feel free to stop by and eat with us.
context: But if I came here, I was sure Shinichirou-kun would help me find a way.\A way back from all that sadness.\But now, that's not something I can wish for anymore.\Hiromi, I...\I'm going.\Thank you for taking care of me all this time.\Don't act like a stranger, we're still just a stonethrow away.\Feel free to stop by and eat with us. response:	Sure.
context: A way back from all that sadness.\But now, that's not something I can wish for anymore.\Hiromi, I...\I'm going.\Thank you for taking care of me all this time.\Don't act like a stranger, we're still just a stonethrow away.\Feel free to stop by and eat with us.\Sure. response:	I will also be waiting!
context: But now, that's not something I can wish for anymore.\Hiromi, I...\I'm going.\Thank you for taking care of me all this time.\Don't act like a stranger, we're still just a stonethrow away.\Feel free to stop by and eat with us.\Sure.\I will also be waiting! response:	Yeah. Thank you.
context: Hiromi, I...\I'm going.\Thank you for taking care of me all this time.\Don't act like a stranger, we're still just a stonethrow away.\Feel free to stop by and eat with us.\Sure.\I will also be waiting!\Yeah. Thank you. response:	If you want to come back, just tell me any time.
context: I'm going.\Thank you for taking care of me all this time.\Don't act like a stranger, we're still just a stonethrow away.\Feel free to stop by and eat with us.\Sure.\I will also be waiting!\Yeah. Thank you.\If you want to come back, just tell me any time. response:	I will.
context: Thank you for taking care of me all this time.\Don't act like a stranger, we're still just a stonethrow away.\Feel free to stop by and eat with us.\Sure.\I will also be waiting!\Yeah. Thank you.\If you want to come back, just tell me any time.\I will. response:	What's Shin-chan doing?
context: Don't act like a stranger, we're still just a stonethrow away.\Feel free to stop by and eat with us.\Sure.\I will also be waiting!\Yeah. Thank you.\If you want to come back, just tell me any time.\I will.\What's Shin-chan doing? response:	It's fine, we'll see each other at school.
context: Feel free to stop by and eat with us.\Sure.\I will also be waiting!\Yeah. Thank you.\If you want to come back, just tell me any time.\I will.\What's Shin-chan doing?\It's fine, we'll see each other at school. response:	The you inside me has always been crying...
context: Sure.\I will also be waiting!\Yeah. Thank you.\If you want to come back, just tell me any time.\I will.\What's Shin-chan doing?\It's fine, we'll see each other at school.\The you inside me has always been crying... response:	I want to wipe off your tears...
context: I will also be waiting!\Yeah. Thank you.\If you want to come back, just tell me any time.\I will.\What's Shin-chan doing?\It's fine, we'll see each other at school.\The you inside me has always been crying...\I want to wipe off your tears... response:	I want to wipe off your tears!
context: Yeah. Thank you.\If you want to come back, just tell me any time.\I will.\What's Shin-chan doing?\It's fine, we'll see each other at school.\The you inside me has always been crying...\I want to wipe off your tears...\I want to wipe off your tears! response:	I'm... a freaking idiot!
context: If you want to come back, just tell me any time.\I will.\What's Shin-chan doing?\It's fine, we'll see each other at school.\The you inside me has always been crying...\I want to wipe off your tears...\I want to wipe off your tears!\I'm... a freaking idiot! response:	I could have done it! I could've wiped Hiromi's tears!
context: I will.\What's Shin-chan doing?\It's fine, we'll see each other at school.\The you inside me has always been crying...\I want to wipe off your tears...\I want to wipe off your tears!\I'm... a freaking idiot!\I could have done it! I could've wiped Hiromi's tears! response:	And still, why was I hesitating!?
context: What's Shin-chan doing?\It's fine, we'll see each other at school.\The you inside me has always been crying...\I want to wipe off your tears...\I want to wipe off your tears!\I'm... a freaking idiot!\I could have done it! I could've wiped Hiromi's tears!\And still, why was I hesitating!? response:	Err... The window...
context: It's fine, we'll see each other at school.\The you inside me has always been crying...\I want to wipe off your tears...\I want to wipe off your tears!\I'm... a freaking idiot!\I could have done it! I could've wiped Hiromi's tears!\And still, why was I hesitating!?\Err... The window... response:	You guys!
context: The you inside me has always been crying...\I want to wipe off your tears...\I want to wipe off your tears!\I'm... a freaking idiot!\I could have done it! I could've wiped Hiromi's tears!\And still, why was I hesitating!?\Err... The window...\You guys! response:	I'll properly wipe away your tears...
context: I want to wipe off your tears...\I want to wipe off your tears!\I'm... a freaking idiot!\I could have done it! I could've wiped Hiromi's tears!\And still, why was I hesitating!?\Err... The window...\You guys!\I'll properly wipe away your tears... response:	Properly wipe all of it away...
