context: What?! Really?! response:	We have just received information
context: Usagi, this is our shrine's problem.\So, keep your nose out of it.\Rei's being mean to me!\Usagi, don't cry over such a little thing.\But... But...\And you, too, Rei. You didn't have to shove Usagi like that.\Rei, you meanie!\Rei! Honestly! If this is how everyone's going to be, response:	I'll be better off studying at cram school! Bye!
context: So, keep your nose out of it.\Rei's being mean to me!\Usagi, don't cry over such a little thing.\But... But...\And you, too, Rei. You didn't have to shove Usagi like that.\Rei, you meanie!\Rei! Honestly! If this is how everyone's going to be,\I'll be better off studying at cram school! Bye! response:	I think I'll going to kung-fu training.
context: Rei's being mean to me!\Usagi, don't cry over such a little thing.\But... But...\And you, too, Rei. You didn't have to shove Usagi like that.\Rei, you meanie!\Rei! Honestly! If this is how everyone's going to be,\I'll be better off studying at cram school! Bye!\I think I'll going to kung-fu training. response:	What?
context: Usagi, don't cry over such a little thing.\But... But...\And you, too, Rei. You didn't have to shove Usagi like that.\Rei, you meanie!\Rei! Honestly! If this is how everyone's going to be,\I'll be better off studying at cram school! Bye!\I think I'll going to kung-fu training.\What? response:	What's with them?! They won't even seriously discuss the problem! What?
context: But... But...\And you, too, Rei. You didn't have to shove Usagi like that.\Rei, you meanie!\Rei! Honestly! If this is how everyone's going to be,\I'll be better off studying at cram school! Bye!\I think I'll going to kung-fu training.\What?\What's with them?! They won't even seriously discuss the problem! What? response:	What's with them?! They won't even seriously discuss the problem!
context: And you, too, Rei. You didn't have to shove Usagi like that.\Rei, you meanie!\Rei! Honestly! If this is how everyone's going to be,\I'll be better off studying at cram school! Bye!\I think I'll going to kung-fu training.\What?\What's with them?! They won't even seriously discuss the problem! What?\What's with them?! They won't even seriously discuss the problem! response:	Do whatever you want!
context: Rei, you meanie!\Rei! Honestly! If this is how everyone's going to be,\I'll be better off studying at cram school! Bye!\I think I'll going to kung-fu training.\What?\What's with them?! They won't even seriously discuss the problem! What?\What's with them?! They won't even seriously discuss the problem!\Do whatever you want! response:	Excuse me, Miss Rei...
context: Rei! Honestly! If this is how everyone's going to be,\I'll be better off studying at cram school! Bye!\I think I'll going to kung-fu training.\What?\What's with them?! They won't even seriously discuss the problem! What?\What's with them?! They won't even seriously discuss the problem!\Do whatever you want!\Excuse me, Miss Rei... response:	Shut up!
context: I'll be better off studying at cram school! Bye!\I think I'll going to kung-fu training.\What?\What's with them?! They won't even seriously discuss the problem! What?\What's with them?! They won't even seriously discuss the problem!\Do whatever you want!\Excuse me, Miss Rei...\Shut up! response:	Yes, Ma'am! Shut up!
context: I think I'll going to kung-fu training.\What?\What's with them?! They won't even seriously discuss the problem! What?\What's with them?! They won't even seriously discuss the problem!\Do whatever you want!\Excuse me, Miss Rei...\Shut up!\Yes, Ma'am! Shut up! response:	Yes, Ma'am!
context: What?\What's with them?! They won't even seriously discuss the problem! What?\What's with them?! They won't even seriously discuss the problem!\Do whatever you want!\Excuse me, Miss Rei...\Shut up!\Yes, Ma'am! Shut up!\Yes, Ma'am! response:	So, what did you want to talk about?
context: What's with them?! They won't even seriously discuss the problem! What?\What's with them?! They won't even seriously discuss the problem!\Do whatever you want!\Excuse me, Miss Rei...\Shut up!\Yes, Ma'am! Shut up!\Yes, Ma'am!\So, what did you want to talk about? response:	About my Master...
context: What's with them?! They won't even seriously discuss the problem!\Do whatever you want!\Excuse me, Miss Rei...\Shut up!\Yes, Ma'am! Shut up!\Yes, Ma'am!\So, what did you want to talk about?\About my Master... response:	Oh, please! Grandpa is no master!
context: Do whatever you want!\Excuse me, Miss Rei...\Shut up!\Yes, Ma'am! Shut up!\Yes, Ma'am!\So, what did you want to talk about?\About my Master...\Oh, please! Grandpa is no master! response:	The weather changes easily in the autumn.
context: Excuse me, Miss Rei...\Shut up!\Yes, Ma'am! Shut up!\Yes, Ma'am!\So, what did you want to talk about?\About my Master...\Oh, please! Grandpa is no master!\The weather changes easily in the autumn. response:	What?
context: Shut up!\Yes, Ma'am! Shut up!\Yes, Ma'am!\So, what did you want to talk about?\About my Master...\Oh, please! Grandpa is no master!\The weather changes easily in the autumn.\What? response:	The biorhythm of the mind and body tend to become
context: Yes, Ma'am! Shut up!\Yes, Ma'am!\So, what did you want to talk about?\About my Master...\Oh, please! Grandpa is no master!\The weather changes easily in the autumn.\What?\The biorhythm of the mind and body tend to become response:	disturbed more easily...
context: Yes, Ma'am!\So, what did you want to talk about?\About my Master...\Oh, please! Grandpa is no master!\The weather changes easily in the autumn.\What?\The biorhythm of the mind and body tend to become\disturbed more easily... response:	What are you trying to say?
context: So, what did you want to talk about?\About my Master...\Oh, please! Grandpa is no master!\The weather changes easily in the autumn.\What?\The biorhythm of the mind and body tend to become\disturbed more easily...\What are you trying to say? response:	I'm saying that once the weather returns to normal,
context: About my Master...\Oh, please! Grandpa is no master!\The weather changes easily in the autumn.\What?\The biorhythm of the mind and body tend to become\disturbed more easily...\What are you trying to say?\I'm saying that once the weather returns to normal, response:	Master's emotions may also settle down.
context: Oh, please! Grandpa is no master!\The weather changes easily in the autumn.\What?\The biorhythm of the mind and body tend to become\disturbed more easily...\What are you trying to say?\I'm saying that once the weather returns to normal,\Master's emotions may also settle down. response:	Perhaps it would be better to give him some time
context: The weather changes easily in the autumn.\What?\The biorhythm of the mind and body tend to become\disturbed more easily...\What are you trying to say?\I'm saying that once the weather returns to normal,\Master's emotions may also settle down.\Perhaps it would be better to give him some time response:	and watch how things go.
context: What?\The biorhythm of the mind and body tend to become\disturbed more easily...\What are you trying to say?\I'm saying that once the weather returns to normal,\Master's emotions may also settle down.\Perhaps it would be better to give him some time\and watch how things go. response:	Was it something I said?
context: The biorhythm of the mind and body tend to become\disturbed more easily...\What are you trying to say?\I'm saying that once the weather returns to normal,\Master's emotions may also settle down.\Perhaps it would be better to give him some time\and watch how things go.\Was it something I said? response:	Thanks! Was it something I said?
context: disturbed more easily...\What are you trying to say?\I'm saying that once the weather returns to normal,\Master's emotions may also settle down.\Perhaps it would be better to give him some time\and watch how things go.\Was it something I said?\Thanks! Was it something I said? response:	Thanks!
context: What are you trying to say?\I'm saying that once the weather returns to normal,\Master's emotions may also settle down.\Perhaps it would be better to give him some time\and watch how things go.\Was it something I said?\Thanks! Was it something I said?\Thanks! response:	You seem like you'll be more dependable than you look.
context: I'm saying that once the weather returns to normal,\Master's emotions may also settle down.\Perhaps it would be better to give him some time\and watch how things go.\Was it something I said?\Thanks! Was it something I said?\Thanks!\You seem like you'll be more dependable than you look. response:	What?!
context: Master's emotions may also settle down.\Perhaps it would be better to give him some time\and watch how things go.\Was it something I said?\Thanks! Was it something I said?\Thanks!\You seem like you'll be more dependable than you look.\What?! response:	Girl friends are no good. They say, they're your friends,
context: Perhaps it would be better to give him some time\and watch how things go.\Was it something I said?\Thanks! Was it something I said?\Thanks!\You seem like you'll be more dependable than you look.\What?!\Girl friends are no good. They say, they're your friends, response:	but when you really need them, they're so uncaring.
context: and watch how things go.\Was it something I said?\Thanks! Was it something I said?\Thanks!\You seem like you'll be more dependable than you look.\What?!\Girl friends are no good. They say, they're your friends,\but when you really need them, they're so uncaring. response:	Rei looks like she's doing pretty good over there.
context: Was it something I said?\Thanks! Was it something I said?\Thanks!\You seem like you'll be more dependable than you look.\What?!\Girl friends are no good. They say, they're your friends,\but when you really need them, they're so uncaring.\Rei looks like she's doing pretty good over there. response:	Okay! Usagi's going to be their cupid!
context: Thanks! Was it something I said?\Thanks!\You seem like you'll be more dependable than you look.\What?!\Girl friends are no good. They say, they're your friends,\but when you really need them, they're so uncaring.\Rei looks like she's doing pretty good over there.\Okay! Usagi's going to be their cupid! response:	Usagi, stick your nose in where it doesn't belong,
context: Thanks!\You seem like you'll be more dependable than you look.\What?!\Girl friends are no good. They say, they're your friends,\but when you really need them, they're so uncaring.\Rei looks like she's doing pretty good over there.\Okay! Usagi's going to be their cupid!\Usagi, stick your nose in where it doesn't belong, response:	and she'll hate you even more.
context: You seem like you'll be more dependable than you look.\What?!\Girl friends are no good. They say, they're your friends,\but when you really need them, they're so uncaring.\Rei looks like she's doing pretty good over there.\Okay! Usagi's going to be their cupid!\Usagi, stick your nose in where it doesn't belong,\and she'll hate you even more. response:	Are you kidding?! This is my chance to patch things up with Rei.
context: What?!\Girl friends are no good. They say, they're your friends,\but when you really need them, they're so uncaring.\Rei looks like she's doing pretty good over there.\Okay! Usagi's going to be their cupid!\Usagi, stick your nose in where it doesn't belong,\and she'll hate you even more.\Are you kidding?! This is my chance to patch things up with Rei. response:	As usual, she gets hung up on her own ideas so easily.
context: Girl friends are no good. They say, they're your friends,\but when you really need them, they're so uncaring.\Rei looks like she's doing pretty good over there.\Okay! Usagi's going to be their cupid!\Usagi, stick your nose in where it doesn't belong,\and she'll hate you even more.\Are you kidding?! This is my chance to patch things up with Rei.\As usual, she gets hung up on her own ideas so easily. response:	Ta-da!
context: but when you really need them, they're so uncaring.\Rei looks like she's doing pretty good over there.\Okay! Usagi's going to be their cupid!\Usagi, stick your nose in where it doesn't belong,\and she'll hate you even more.\Are you kidding?! This is my chance to patch things up with Rei.\As usual, she gets hung up on her own ideas so easily.\Ta-da! response:	Oh, Usagi!
context: Rei looks like she's doing pretty good over there.\Okay! Usagi's going to be their cupid!\Usagi, stick your nose in where it doesn't belong,\and she'll hate you even more.\Are you kidding?! This is my chance to patch things up with Rei.\As usual, she gets hung up on her own ideas so easily.\Ta-da!\Oh, Usagi! response:	You shouldn't use the transforming pen for something like this!
context: Okay! Usagi's going to be their cupid!\Usagi, stick your nose in where it doesn't belong,\and she'll hate you even more.\Are you kidding?! This is my chance to patch things up with Rei.\As usual, she gets hung up on her own ideas so easily.\Ta-da!\Oh, Usagi!\You shouldn't use the transforming pen for something like this! response:	Moon Power! Turn me into a fortune-teller of love!
context: Usagi, stick your nose in where it doesn't belong,\and she'll hate you even more.\Are you kidding?! This is my chance to patch things up with Rei.\As usual, she gets hung up on her own ideas so easily.\Ta-da!\Oh, Usagi!\You shouldn't use the transforming pen for something like this!\Moon Power! Turn me into a fortune-teller of love! response:	It's perfect!
context: and she'll hate you even more.\Are you kidding?! This is my chance to patch things up with Rei.\As usual, she gets hung up on her own ideas so easily.\Ta-da!\Oh, Usagi!\You shouldn't use the transforming pen for something like this!\Moon Power! Turn me into a fortune-teller of love!\It's perfect! response:	Oh, she's just hopeless!
context: Are you kidding?! This is my chance to patch things up with Rei.\As usual, she gets hung up on her own ideas so easily.\Ta-da!\Oh, Usagi!\You shouldn't use the transforming pen for something like this!\Moon Power! Turn me into a fortune-teller of love!\It's perfect!\Oh, she's just hopeless! response:	Ahem!
context: As usual, she gets hung up on her own ideas so easily.\Ta-da!\Oh, Usagi!\You shouldn't use the transforming pen for something like this!\Moon Power! Turn me into a fortune-teller of love!\It's perfect!\Oh, she's just hopeless!\Ahem! response:	Just sit there and let me do my job, for an accurate fortune.
context: Ta-da!\Oh, Usagi!\You shouldn't use the transforming pen for something like this!\Moon Power! Turn me into a fortune-teller of love!\It's perfect!\Oh, she's just hopeless!\Ahem!\Just sit there and let me do my job, for an accurate fortune. response:	I'm a wandering fortune-teller of love!
context: Oh, Usagi!\You shouldn't use the transforming pen for something like this!\Moon Power! Turn me into a fortune-teller of love!\It's perfect!\Oh, she's just hopeless!\Ahem!\Just sit there and let me do my job, for an accurate fortune.\I'm a wandering fortune-teller of love! response:	I shall now tell your fortune.
context: You shouldn't use the transforming pen for something like this!\Moon Power! Turn me into a fortune-teller of love!\It's perfect!\Oh, she's just hopeless!\Ahem!\Just sit there and let me do my job, for an accurate fortune.\I'm a wandering fortune-teller of love!\I shall now tell your fortune. response:	What?!
context: Moon Power! Turn me into a fortune-teller of love!\It's perfect!\Oh, she's just hopeless!\Ahem!\Just sit there and let me do my job, for an accurate fortune.\I'm a wandering fortune-teller of love!\I shall now tell your fortune.\What?! response:	Oh, boy!
context: It's perfect!\Oh, she's just hopeless!\Ahem!\Just sit there and let me do my job, for an accurate fortune.\I'm a wandering fortune-teller of love!\I shall now tell your fortune.\What?!\Oh, boy! response:	If the two of you kiss right now, your love will come true!
context: Oh, she's just hopeless!\Ahem!\Just sit there and let me do my job, for an accurate fortune.\I'm a wandering fortune-teller of love!\I shall now tell your fortune.\What?!\Oh, boy!\If the two of you kiss right now, your love will come true! response:	Oh, no...
context: Ahem!\Just sit there and let me do my job, for an accurate fortune.\I'm a wandering fortune-teller of love!\I shall now tell your fortune.\What?!\Oh, boy!\If the two of you kiss right now, your love will come true!\Oh, no... response:	Kiss?!
context: Just sit there and let me do my job, for an accurate fortune.\I'm a wandering fortune-teller of love!\I shall now tell your fortune.\What?!\Oh, boy!\If the two of you kiss right now, your love will come true!\Oh, no...\Kiss?! response:	This is ridiculous! Let's go!
context: I'm a wandering fortune-teller of love!\I shall now tell your fortune.\What?!\Oh, boy!\If the two of you kiss right now, your love will come true!\Oh, no...\Kiss?!\This is ridiculous! Let's go! response:	Yes, Ma'am!
context: I shall now tell your fortune.\What?!\Oh, boy!\If the two of you kiss right now, your love will come true!\Oh, no...\Kiss?!\This is ridiculous! Let's go!\Yes, Ma'am! response:	Oh, no, it didn't work. Yes, Ma'am!
context: What?!\Oh, boy!\If the two of you kiss right now, your love will come true!\Oh, no...\Kiss?!\This is ridiculous! Let's go!\Yes, Ma'am!\Oh, no, it didn't work. Yes, Ma'am! response:	Oh, no, it didn't work.
context: Oh, boy!\If the two of you kiss right now, your love will come true!\Oh, no...\Kiss?!\This is ridiculous! Let's go!\Yes, Ma'am!\Oh, no, it didn't work. Yes, Ma'am!\Oh, no, it didn't work. response:	Just what are you trying to do, Usagi?!
context: If the two of you kiss right now, your love will come true!\Oh, no...\Kiss?!\This is ridiculous! Let's go!\Yes, Ma'am!\Oh, no, it didn't work. Yes, Ma'am!\Oh, no, it didn't work.\Just what are you trying to do, Usagi?! response:	Oops! You knew?
context: Oh, no...\Kiss?!\This is ridiculous! Let's go!\Yes, Ma'am!\Oh, no, it didn't work. Yes, Ma'am!\Oh, no, it didn't work.\Just what are you trying to do, Usagi?!\Oops! You knew? response:	If you recall, I have Mamoru! Don't do anything funny!
context: Kiss?!\This is ridiculous! Let's go!\Yes, Ma'am!\Oh, no, it didn't work. Yes, Ma'am!\Oh, no, it didn't work.\Just what are you trying to do, Usagi?!\Oops! You knew?\If you recall, I have Mamoru! Don't do anything funny! response:	I am really never talking to you again!
context: This is ridiculous! Let's go!\Yes, Ma'am!\Oh, no, it didn't work. Yes, Ma'am!\Oh, no, it didn't work.\Just what are you trying to do, Usagi?!\Oops! You knew?\If you recall, I have Mamoru! Don't do anything funny!\I am really never talking to you again! response:	Never talk...
context: Yes, Ma'am!\Oh, no, it didn't work. Yes, Ma'am!\Oh, no, it didn't work.\Just what are you trying to do, Usagi?!\Oops! You knew?\If you recall, I have Mamoru! Don't do anything funny!\I am really never talking to you again!\Never talk... response:	See? I told you so.
context: Oh, no, it didn't work. Yes, Ma'am!\Oh, no, it didn't work.\Just what are you trying to do, Usagi?!\Oops! You knew?\If you recall, I have Mamoru! Don't do anything funny!\I am really never talking to you again!\Never talk...\See? I told you so. response:	I made Rei mad again.
context: Oh, no, it didn't work.\Just what are you trying to do, Usagi?!\Oops! You knew?\If you recall, I have Mamoru! Don't do anything funny!\I am really never talking to you again!\Never talk...\See? I told you so.\I made Rei mad again. response:	Cheer up.
context: Just what are you trying to do, Usagi?!\Oops! You knew?\If you recall, I have Mamoru! Don't do anything funny!\I am really never talking to you again!\Never talk...\See? I told you so.\I made Rei mad again.\Cheer up. response:	Rei gets mad easily, but she also forgets easily.
context: Oops! You knew?\If you recall, I have Mamoru! Don't do anything funny!\I am really never talking to you again!\Never talk...\See? I told you so.\I made Rei mad again.\Cheer up.\Rei gets mad easily, but she also forgets easily. response:	By tomorrow she'll be friends with you again.
context: If you recall, I have Mamoru! Don't do anything funny!\I am really never talking to you again!\Never talk...\See? I told you so.\I made Rei mad again.\Cheer up.\Rei gets mad easily, but she also forgets easily.\By tomorrow she'll be friends with you again. response:	But she said she'd never talk to me again!
context: I am really never talking to you again!\Never talk...\See? I told you so.\I made Rei mad again.\Cheer up.\Rei gets mad easily, but she also forgets easily.\By tomorrow she'll be friends with you again.\But she said she'd never talk to me again! response:	She just said that in anger
context: Never talk...\See? I told you so.\I made Rei mad again.\Cheer up.\Rei gets mad easily, but she also forgets easily.\By tomorrow she'll be friends with you again.\But she said she'd never talk to me again!\She just said that in anger response:	because you pulled that weird stunt!
context: See? I told you so.\I made Rei mad again.\Cheer up.\Rei gets mad easily, but she also forgets easily.\By tomorrow she'll be friends with you again.\But she said she'd never talk to me again!\She just said that in anger\because you pulled that weird stunt! response:	Oh, this rice cake filled with sweet bean jam filling is delicious!
context: I made Rei mad again.\Cheer up.\Rei gets mad easily, but she also forgets easily.\By tomorrow she'll be friends with you again.\But she said she'd never talk to me again!\She just said that in anger\because you pulled that weird stunt!\Oh, this rice cake filled with sweet bean jam filling is delicious! response:	I can't think about rice cakes at a time like this.
context: Cheer up.\Rei gets mad easily, but she also forgets easily.\By tomorrow she'll be friends with you again.\But she said she'd never talk to me again!\She just said that in anger\because you pulled that weird stunt!\Oh, this rice cake filled with sweet bean jam filling is delicious!\I can't think about rice cakes at a time like this. response:	It's really delicious!
context: Rei gets mad easily, but she also forgets easily.\By tomorrow she'll be friends with you again.\But she said she'd never talk to me again!\She just said that in anger\because you pulled that weird stunt!\Oh, this rice cake filled with sweet bean jam filling is delicious!\I can't think about rice cakes at a time like this.\It's really delicious! response:	This really is yummy!
context: By tomorrow she'll be friends with you again.\But she said she'd never talk to me again!\She just said that in anger\because you pulled that weird stunt!\Oh, this rice cake filled with sweet bean jam filling is delicious!\I can't think about rice cakes at a time like this.\It's really delicious!\This really is yummy! response:	Right?
context: But she said she'd never talk to me again!\She just said that in anger\because you pulled that weird stunt!\Oh, this rice cake filled with sweet bean jam filling is delicious!\I can't think about rice cakes at a time like this.\It's really delicious!\This really is yummy!\Right? response:	Oh, I know! I'll take some to Rei, too!
context: She just said that in anger\because you pulled that weird stunt!\Oh, this rice cake filled with sweet bean jam filling is delicious!\I can't think about rice cakes at a time like this.\It's really delicious!\This really is yummy!\Right?\Oh, I know! I'll take some to Rei, too! response:	I'll make it up to Rei with these tasty rice cakes!
context: because you pulled that weird stunt!\Oh, this rice cake filled with sweet bean jam filling is delicious!\I can't think about rice cakes at a time like this.\It's really delicious!\This really is yummy!\Right?\Oh, I know! I'll take some to Rei, too!\I'll make it up to Rei with these tasty rice cakes! response:	It's a good idea!
context: Oh, this rice cake filled with sweet bean jam filling is delicious!\I can't think about rice cakes at a time like this.\It's really delicious!\This really is yummy!\Right?\Oh, I know! I'll take some to Rei, too!\I'll make it up to Rei with these tasty rice cakes!\It's a good idea! response:	Are you sure? I think you'll just end up making her mad again.
context: I can't think about rice cakes at a time like this.\It's really delicious!\This really is yummy!\Right?\Oh, I know! I'll take some to Rei, too!\I'll make it up to Rei with these tasty rice cakes!\It's a good idea!\Are you sure? I think you'll just end up making her mad again. response:	Don't worry, everything will be okey-dokey!
context: It's really delicious!\This really is yummy!\Right?\Oh, I know! I'll take some to Rei, too!\I'll make it up to Rei with these tasty rice cakes!\It's a good idea!\Are you sure? I think you'll just end up making her mad again.\Don't worry, everything will be okey-dokey! response:	You know, you really shouldn't!
context: This really is yummy!\Right?\Oh, I know! I'll take some to Rei, too!\I'll make it up to Rei with these tasty rice cakes!\It's a good idea!\Are you sure? I think you'll just end up making her mad again.\Don't worry, everything will be okey-dokey!\You know, you really shouldn't! response:	Usagi is just so thick headed.
context: Right?\Oh, I know! I'll take some to Rei, too!\I'll make it up to Rei with these tasty rice cakes!\It's a good idea!\Are you sure? I think you'll just end up making her mad again.\Don't worry, everything will be okey-dokey!\You know, you really shouldn't!\Usagi is just so thick headed. response:	Training! Training! Training!
context: Oh, I know! I'll take some to Rei, too!\I'll make it up to Rei with these tasty rice cakes!\It's a good idea!\Are you sure? I think you'll just end up making her mad again.\Don't worry, everything will be okey-dokey!\You know, you really shouldn't!\Usagi is just so thick headed.\Training! Training! Training! response:	Miss Rei, I'll do my best!
context: I'll make it up to Rei with these tasty rice cakes!\It's a good idea!\Are you sure? I think you'll just end up making her mad again.\Don't worry, everything will be okey-dokey!\You know, you really shouldn't!\Usagi is just so thick headed.\Training! Training! Training!\Miss Rei, I'll do my best! response:	Thanks.
context: It's a good idea!\Are you sure? I think you'll just end up making her mad again.\Don't worry, everything will be okey-dokey!\You know, you really shouldn't!\Usagi is just so thick headed.\Training! Training! Training!\Miss Rei, I'll do my best!\Thanks. response:	Training!
context: Are you sure? I think you'll just end up making her mad again.\Don't worry, everything will be okey-dokey!\You know, you really shouldn't!\Usagi is just so thick headed.\Training! Training! Training!\Miss Rei, I'll do my best!\Thanks.\Training! response:	Say, Phobos, Deimos, what do you guys think?
context: Don't worry, everything will be okey-dokey!\You know, you really shouldn't!\Usagi is just so thick headed.\Training! Training! Training!\Miss Rei, I'll do my best!\Thanks.\Training!\Say, Phobos, Deimos, what do you guys think? response:	Training! Training! Say, Phobos, Deimos, what do you guys think?
context: You know, you really shouldn't!\Usagi is just so thick headed.\Training! Training! Training!\Miss Rei, I'll do my best!\Thanks.\Training!\Say, Phobos, Deimos, what do you guys think?\Training! Training! Say, Phobos, Deimos, what do you guys think? response:	Say, Phobos, Deimos, what do you guys think?
context: Usagi is just so thick headed.\Training! Training! Training!\Miss Rei, I'll do my best!\Thanks.\Training!\Say, Phobos, Deimos, what do you guys think?\Training! Training! Say, Phobos, Deimos, what do you guys think?\Say, Phobos, Deimos, what do you guys think? response:	I won't give up!
context: Training! Training! Training!\Miss Rei, I'll do my best!\Thanks.\Training!\Say, Phobos, Deimos, what do you guys think?\Training! Training! Say, Phobos, Deimos, what do you guys think?\Say, Phobos, Deimos, what do you guys think?\I won't give up! response:	I won't give up! Is Grandpa really acting weird because of the weather?
context: Miss Rei, I'll do my best!\Thanks.\Training!\Say, Phobos, Deimos, what do you guys think?\Training! Training! Say, Phobos, Deimos, what do you guys think?\Say, Phobos, Deimos, what do you guys think?\I won't give up!\I won't give up! Is Grandpa really acting weird because of the weather? response:	Is Grandpa really acting weird because of the weather?
context: Thanks.\Training!\Say, Phobos, Deimos, what do you guys think?\Training! Training! Say, Phobos, Deimos, what do you guys think?\Say, Phobos, Deimos, what do you guys think?\I won't give up!\I won't give up! Is Grandpa really acting weird because of the weather?\Is Grandpa really acting weird because of the weather? response:	Training! Training! Is Grandpa really acting weird because of the weather?
context: Training!\Say, Phobos, Deimos, what do you guys think?\Training! Training! Say, Phobos, Deimos, what do you guys think?\Say, Phobos, Deimos, what do you guys think?\I won't give up!\I won't give up! Is Grandpa really acting weird because of the weather?\Is Grandpa really acting weird because of the weather?\Training! Training! Is Grandpa really acting weird because of the weather? response:	Is Grandpa really acting weird because of the weather?
context: Say, Phobos, Deimos, what do you guys think?\Training! Training! Say, Phobos, Deimos, what do you guys think?\Say, Phobos, Deimos, what do you guys think?\I won't give up!\I won't give up! Is Grandpa really acting weird because of the weather?\Is Grandpa really acting weird because of the weather?\Training! Training! Is Grandpa really acting weird because of the weather?\Is Grandpa really acting weird because of the weather? response:	Training... Ouch!
context: Training! Training! Say, Phobos, Deimos, what do you guys think?\Say, Phobos, Deimos, what do you guys think?\I won't give up!\I won't give up! Is Grandpa really acting weird because of the weather?\Is Grandpa really acting weird because of the weather?\Training! Training! Is Grandpa really acting weird because of the weather?\Is Grandpa really acting weird because of the weather?\Training... Ouch! response:	So, you have appeared again, evil spirit!
context: Say, Phobos, Deimos, what do you guys think?\I won't give up!\I won't give up! Is Grandpa really acting weird because of the weather?\Is Grandpa really acting weird because of the weather?\Training! Training! Is Grandpa really acting weird because of the weather?\Is Grandpa really acting weird because of the weather?\Training... Ouch!\So, you have appeared again, evil spirit! response:	Tonight, I will be taking that rainbow crystal.
context: I won't give up!\I won't give up! Is Grandpa really acting weird because of the weather?\Is Grandpa really acting weird because of the weather?\Training! Training! Is Grandpa really acting weird because of the weather?\Is Grandpa really acting weird because of the weather?\Training... Ouch!\So, you have appeared again, evil spirit!\Tonight, I will be taking that rainbow crystal. response:	Zoi!
context: I won't give up! Is Grandpa really acting weird because of the weather?\Is Grandpa really acting weird because of the weather?\Training! Training! Is Grandpa really acting weird because of the weather?\Is Grandpa really acting weird because of the weather?\Training... Ouch!\So, you have appeared again, evil spirit!\Tonight, I will be taking that rainbow crystal.\Zoi! response:	What is this?! The aura of an evil spirit!
context: Is Grandpa really acting weird because of the weather?\Training! Training! Is Grandpa really acting weird because of the weather?\Is Grandpa really acting weird because of the weather?\Training... Ouch!\So, you have appeared again, evil spirit!\Tonight, I will be taking that rainbow crystal.\Zoi!\What is this?! The aura of an evil spirit! response:	Zoi!
context: Training! Training! Is Grandpa really acting weird because of the weather?\Is Grandpa really acting weird because of the weather?\Training... Ouch!\So, you have appeared again, evil spirit!\Tonight, I will be taking that rainbow crystal.\Zoi!\What is this?! The aura of an evil spirit!\Zoi! response:	It's time for you to give up.
context: Is Grandpa really acting weird because of the weather?\Training... Ouch!\So, you have appeared again, evil spirit!\Tonight, I will be taking that rainbow crystal.\Zoi!\What is this?! The aura of an evil spirit!\Zoi!\It's time for you to give up. response:	The rainbow crystal is mine.
context: Training... Ouch!\So, you have appeared again, evil spirit!\Tonight, I will be taking that rainbow crystal.\Zoi!\What is this?! The aura of an evil spirit!\Zoi!\It's time for you to give up.\The rainbow crystal is mine. response:	You're...
context: So, you have appeared again, evil spirit!\Tonight, I will be taking that rainbow crystal.\Zoi!\What is this?! The aura of an evil spirit!\Zoi!\It's time for you to give up.\The rainbow crystal is mine.\You're... response:	Tuxedo Mask!
context: Tonight, I will be taking that rainbow crystal.\Zoi!\What is this?! The aura of an evil spirit!\Zoi!\It's time for you to give up.\The rainbow crystal is mine.\You're...\Tuxedo Mask! response:	I will be taking that!
context: Zoi!\What is this?! The aura of an evil spirit!\Zoi!\It's time for you to give up.\The rainbow crystal is mine.\You're...\Tuxedo Mask!\I will be taking that! response:	Monster Jijii! Do away with Tuxedo Mask!
context: What is this?! The aura of an evil spirit!\Zoi!\It's time for you to give up.\The rainbow crystal is mine.\You're...\Tuxedo Mask!\I will be taking that!\Monster Jijii! Do away with Tuxedo Mask! response:	This is...
context: Zoi!\It's time for you to give up.\The rainbow crystal is mine.\You're...\Tuxedo Mask!\I will be taking that!\Monster Jijii! Do away with Tuxedo Mask!\This is... response:	Jijii!
context: It's time for you to give up.\The rainbow crystal is mine.\You're...\Tuxedo Mask!\I will be taking that!\Monster Jijii! Do away with Tuxedo Mask!\This is...\Jijii! response:	Jijii!
context: The rainbow crystal is mine.\You're...\Tuxedo Mask!\I will be taking that!\Monster Jijii! Do away with Tuxedo Mask!\This is...\Jijii!\Jijii! response:	Tuxedo Mask, you shall fall prey to the monster Jijii!
context: You're...\Tuxedo Mask!\I will be taking that!\Monster Jijii! Do away with Tuxedo Mask!\This is...\Jijii!\Jijii!\Tuxedo Mask, you shall fall prey to the monster Jijii! response:	Stop!
context: Tuxedo Mask!\I will be taking that!\Monster Jijii! Do away with Tuxedo Mask!\This is...\Jijii!\Jijii!\Tuxedo Mask, you shall fall prey to the monster Jijii!\Stop! response:	Jijii! Stop!
context: I will be taking that!\Monster Jijii! Do away with Tuxedo Mask!\This is...\Jijii!\Jijii!\Tuxedo Mask, you shall fall prey to the monster Jijii!\Stop!\Jijii! Stop! response:	Jijii!
context: Monster Jijii! Do away with Tuxedo Mask!\This is...\Jijii!\Jijii!\Tuxedo Mask, you shall fall prey to the monster Jijii!\Stop!\Jijii! Stop!\Jijii! response:	Zoisite! You coward! Fight me!
context: This is...\Jijii!\Jijii!\Tuxedo Mask, you shall fall prey to the monster Jijii!\Stop!\Jijii! Stop!\Jijii!\Zoisite! You coward! Fight me! response:	Jijii!
