context: Hold your breath response:	Deadly Night awaits us
context: Now you're saying that it's okay to let me now just like tha-\Sorry about that.\We couldn't afford to let just anyone know what we were planning.\It's a top secret operation.\More importantly, we can't let those who take side with the Kishin know about it.\What? You're telling me that we were suspecting too much from the very beginning?\That's stupid!\But now that we have this Demon Tool in our hands, response:	we can say that the hardship we endured wasn't for nothing.
context: Sorry about that.\We couldn't afford to let just anyone know what we were planning.\It's a top secret operation.\More importantly, we can't let those who take side with the Kishin know about it.\What? You're telling me that we were suspecting too much from the very beginning?\That's stupid!\But now that we have this Demon Tool in our hands,\we can say that the hardship we endured wasn't for nothing. response:	Oh yeah, what exactly is this Demon Tool?
context: We couldn't afford to let just anyone know what we were planning.\It's a top secret operation.\More importantly, we can't let those who take side with the Kishin know about it.\What? You're telling me that we were suspecting too much from the very beginning?\That's stupid!\But now that we have this Demon Tool in our hands,\we can say that the hardship we endured wasn't for nothing.\Oh yeah, what exactly is this Demon Tool? response:	Well you see, this,
context: It's a top secret operation.\More importantly, we can't let those who take side with the Kishin know about it.\What? You're telling me that we were suspecting too much from the very beginning?\That's stupid!\But now that we have this Demon Tool in our hands,\we can say that the hardship we endured wasn't for nothing.\Oh yeah, what exactly is this Demon Tool?\Well you see, this, response:	Eibon, the Demon Tool.
context: More importantly, we can't let those who take side with the Kishin know about it.\What? You're telling me that we were suspecting too much from the very beginning?\That's stupid!\But now that we have this Demon Tool in our hands,\we can say that the hardship we endured wasn't for nothing.\Oh yeah, what exactly is this Demon Tool?\Well you see, this,\Eibon, the Demon Tool. response:	Okay, let's follow the plan and barge in!
context: What? You're telling me that we were suspecting too much from the very beginning?\That's stupid!\But now that we have this Demon Tool in our hands,\we can say that the hardship we endured wasn't for nothing.\Oh yeah, what exactly is this Demon Tool?\Well you see, this,\Eibon, the Demon Tool.\Okay, let's follow the plan and barge in! response:	Is it really okay to march in there just like that?
context: That's stupid!\But now that we have this Demon Tool in our hands,\we can say that the hardship we endured wasn't for nothing.\Oh yeah, what exactly is this Demon Tool?\Well you see, this,\Eibon, the Demon Tool.\Okay, let's follow the plan and barge in!\Is it really okay to march in there just like that? response:	Who knows.
context: But now that we have this Demon Tool in our hands,\we can say that the hardship we endured wasn't for nothing.\Oh yeah, what exactly is this Demon Tool?\Well you see, this,\Eibon, the Demon Tool.\Okay, let's follow the plan and barge in!\Is it really okay to march in there just like that?\Who knows. response:	But it's our mission to infiltrate this place.
context: we can say that the hardship we endured wasn't for nothing.\Oh yeah, what exactly is this Demon Tool?\Well you see, this,\Eibon, the Demon Tool.\Okay, let's follow the plan and barge in!\Is it really okay to march in there just like that?\Who knows.\But it's our mission to infiltrate this place. response:	In that case...
context: Oh yeah, what exactly is this Demon Tool?\Well you see, this,\Eibon, the Demon Tool.\Okay, let's follow the plan and barge in!\Is it really okay to march in there just like that?\Who knows.\But it's our mission to infiltrate this place.\In that case... response:	Huh?
context: Well you see, this,\Eibon, the Demon Tool.\Okay, let's follow the plan and barge in!\Is it really okay to march in there just like that?\Who knows.\But it's our mission to infiltrate this place.\In that case...\Huh? response:	How about we go in like this?
context: Eibon, the Demon Tool.\Okay, let's follow the plan and barge in!\Is it really okay to march in there just like that?\Who knows.\But it's our mission to infiltrate this place.\In that case...\Huh?\How about we go in like this? response:	Advance!
context: Okay, let's follow the plan and barge in!\Is it really okay to march in there just like that?\Who knows.\But it's our mission to infiltrate this place.\In that case...\Huh?\How about we go in like this?\Advance! response:	Their castle is right in front of us!
context: Is it really okay to march in there just like that?\Who knows.\But it's our mission to infiltrate this place.\In that case...\Huh?\How about we go in like this?\Advance!\Their castle is right in front of us! response:	Advance!
context: Who knows.\But it's our mission to infiltrate this place.\In that case...\Huh?\How about we go in like this?\Advance!\Their castle is right in front of us!\Advance! response:	Damn that Shibusen!
context: But it's our mission to infiltrate this place.\In that case...\Huh?\How about we go in like this?\Advance!\Their castle is right in front of us!\Advance!\Damn that Shibusen! response:	They're doing better than I've thought.
context: In that case...\Huh?\How about we go in like this?\Advance!\Their castle is right in front of us!\Advance!\Damn that Shibusen!\They're doing better than I've thought. response:	Mosquito...
context: Huh?\How about we go in like this?\Advance!\Their castle is right in front of us!\Advance!\Damn that Shibusen!\They're doing better than I've thought.\Mosquito... response:	What is taking you so long?
context: How about we go in like this?\Advance!\Their castle is right in front of us!\Advance!\Damn that Shibusen!\They're doing better than I've thought.\Mosquito...\What is taking you so long? response:	Please forgive me, but the enemies are putting up a tough fight.
context: Advance!\Their castle is right in front of us!\Advance!\Damn that Shibusen!\They're doing better than I've thought.\Mosquito...\What is taking you so long?\Please forgive me, but the enemies are putting up a tough fight. response:	If that's the case, then use that.
context: Their castle is right in front of us!\Advance!\Damn that Shibusen!\They're doing better than I've thought.\Mosquito...\What is taking you so long?\Please forgive me, but the enemies are putting up a tough fight.\If that's the case, then use that. response:	Did you say that?
context: Advance!\Damn that Shibusen!\They're doing better than I've thought.\Mosquito...\What is taking you so long?\Please forgive me, but the enemies are putting up a tough fight.\If that's the case, then use that.\Did you say that? response:	But our forces are still out there!
context: Damn that Shibusen!\They're doing better than I've thought.\Mosquito...\What is taking you so long?\Please forgive me, but the enemies are putting up a tough fight.\If that's the case, then use that.\Did you say that?\But our forces are still out there! response:	Just use it!
context: They're doing better than I've thought.\Mosquito...\What is taking you so long?\Please forgive me, but the enemies are putting up a tough fight.\If that's the case, then use that.\Did you say that?\But our forces are still out there!\Just use it! response:	Yes, as you wish.
context: Mosquito...\What is taking you so long?\Please forgive me, but the enemies are putting up a tough fight.\If that's the case, then use that.\Did you say that?\But our forces are still out there!\Just use it!\Yes, as you wish. response:	Who would've thought that it would come to this...
context: What is taking you so long?\Please forgive me, but the enemies are putting up a tough fight.\If that's the case, then use that.\Did you say that?\But our forces are still out there!\Just use it!\Yes, as you wish.\Who would've thought that it would come to this... response:	A new weapon that fires a compressed version of the wavelength released by the Kishin.
context: Please forgive me, but the enemies are putting up a tough fight.\If that's the case, then use that.\Did you say that?\But our forces are still out there!\Just use it!\Yes, as you wish.\Who would've thought that it would come to this...\A new weapon that fires a compressed version of the wavelength released by the Kishin. response:	Just one hit from this weapon,
context: If that's the case, then use that.\Did you say that?\But our forces are still out there!\Just use it!\Yes, as you wish.\Who would've thought that it would come to this...\A new weapon that fires a compressed version of the wavelength released by the Kishin.\Just one hit from this weapon, response:	and not only the enemy,
context: Did you say that?\But our forces are still out there!\Just use it!\Yes, as you wish.\Who would've thought that it would come to this...\A new weapon that fires a compressed version of the wavelength released by the Kishin.\Just one hit from this weapon,\and not only the enemy, response:	but everything that's caught up in the field will be completely decimated.
context: But our forces are still out there!\Just use it!\Yes, as you wish.\Who would've thought that it would come to this...\A new weapon that fires a compressed version of the wavelength released by the Kishin.\Just one hit from this weapon,\and not only the enemy,\but everything that's caught up in the field will be completely decimated. response:	Witness the power of this new weapon!
context: Just use it!\Yes, as you wish.\Who would've thought that it would come to this...\A new weapon that fires a compressed version of the wavelength released by the Kishin.\Just one hit from this weapon,\and not only the enemy,\but everything that's caught up in the field will be completely decimated.\Witness the power of this new weapon! response:	What?!
context: Yes, as you wish.\Who would've thought that it would come to this...\A new weapon that fires a compressed version of the wavelength released by the Kishin.\Just one hit from this weapon,\and not only the enemy,\but everything that's caught up in the field will be completely decimated.\Witness the power of this new weapon!\What?! response:	Where are you looking?!
context: Who would've thought that it would come to this...\A new weapon that fires a compressed version of the wavelength released by the Kishin.\Just one hit from this weapon,\and not only the enemy,\but everything that's caught up in the field will be completely decimated.\Witness the power of this new weapon!\What?!\Where are you looking?! response:	Tsubaki, Fey Blade mode!
context: A new weapon that fires a compressed version of the wavelength released by the Kishin.\Just one hit from this weapon,\and not only the enemy,\but everything that's caught up in the field will be completely decimated.\Witness the power of this new weapon!\What?!\Where are you looking?!\Tsubaki, Fey Blade mode! response:	Yes.
context: Just one hit from this weapon,\and not only the enemy,\but everything that's caught up in the field will be completely decimated.\Witness the power of this new weapon!\What?!\Where are you looking?!\Tsubaki, Fey Blade mode!\Yes. response:	You can't hold out very long with that body of yours.
context: and not only the enemy,\but everything that's caught up in the field will be completely decimated.\Witness the power of this new weapon!\What?!\Where are you looking?!\Tsubaki, Fey Blade mode!\Yes.\You can't hold out very long with that body of yours. response:	No need to worry.
context: but everything that's caught up in the field will be completely decimated.\Witness the power of this new weapon!\What?!\Where are you looking?!\Tsubaki, Fey Blade mode!\Yes.\You can't hold out very long with that body of yours.\No need to worry. response:	I'll defeat you before that!
context: Witness the power of this new weapon!\What?!\Where are you looking?!\Tsubaki, Fey Blade mode!\Yes.\You can't hold out very long with that body of yours.\No need to worry.\I'll defeat you before that! response:	Soul Resonance!
context: What?!\Where are you looking?!\Tsubaki, Fey Blade mode!\Yes.\You can't hold out very long with that body of yours.\No need to worry.\I'll defeat you before that!\Soul Resonance! response:	Shadow Star!
context: Where are you looking?!\Tsubaki, Fey Blade mode!\Yes.\You can't hold out very long with that body of yours.\No need to worry.\I'll defeat you before that!\Soul Resonance!\Shadow Star! response:	Such tremendous maliciousness.
context: Tsubaki, Fey Blade mode!\Yes.\You can't hold out very long with that body of yours.\No need to worry.\I'll defeat you before that!\Soul Resonance!\Shadow Star!\Such tremendous maliciousness. response:	Are you going to choose the path of a demon?!
context: Yes.\You can't hold out very long with that body of yours.\No need to worry.\I'll defeat you before that!\Soul Resonance!\Shadow Star!\Such tremendous maliciousness.\Are you going to choose the path of a demon?! response:	I'm gonna win.
context: You can't hold out very long with that body of yours.\No need to worry.\I'll defeat you before that!\Soul Resonance!\Shadow Star!\Such tremendous maliciousness.\Are you going to choose the path of a demon?!\I'm gonna win. response:	That's all there is to it!
context: No need to worry.\I'll defeat you before that!\Soul Resonance!\Shadow Star!\Such tremendous maliciousness.\Are you going to choose the path of a demon?!\I'm gonna win.\That's all there is to it! response:	I'm asking if you'll follow the path of a demon on your own will.
context: I'll defeat you before that!\Soul Resonance!\Shadow Star!\Such tremendous maliciousness.\Are you going to choose the path of a demon?!\I'm gonna win.\That's all there is to it!\I'm asking if you'll follow the path of a demon on your own will. response:	Shut up!
context: Soul Resonance!\Shadow Star!\Such tremendous maliciousness.\Are you going to choose the path of a demon?!\I'm gonna win.\That's all there is to it!\I'm asking if you'll follow the path of a demon on your own will.\Shut up! response:	I'm not taking orders from you!
context: Shadow Star!\Such tremendous maliciousness.\Are you going to choose the path of a demon?!\I'm gonna win.\That's all there is to it!\I'm asking if you'll follow the path of a demon on your own will.\Shut up!\I'm not taking orders from you! response:	Those eyes...
context: Such tremendous maliciousness.\Are you going to choose the path of a demon?!\I'm gonna win.\That's all there is to it!\I'm asking if you'll follow the path of a demon on your own will.\Shut up!\I'm not taking orders from you!\Those eyes... response:	they look familiar.
context: Are you going to choose the path of a demon?!\I'm gonna win.\That's all there is to it!\I'm asking if you'll follow the path of a demon on your own will.\Shut up!\I'm not taking orders from you!\Those eyes...\they look familiar. response:	What the hell is that?
context: I'm gonna win.\That's all there is to it!\I'm asking if you'll follow the path of a demon on your own will.\Shut up!\I'm not taking orders from you!\Those eyes...\they look familiar.\What the hell is that? response:	Hey, hey.
context: That's all there is to it!\I'm asking if you'll follow the path of a demon on your own will.\Shut up!\I'm not taking orders from you!\Those eyes...\they look familiar.\What the hell is that?\Hey, hey. response:	No one ever told me that the castle can move!
context: I'm asking if you'll follow the path of a demon on your own will.\Shut up!\I'm not taking orders from you!\Those eyes...\they look familiar.\What the hell is that?\Hey, hey.\No one ever told me that the castle can move! response:	Long time no see,
context: Shut up!\I'm not taking orders from you!\Those eyes...\they look familiar.\What the hell is that?\Hey, hey.\No one ever told me that the castle can move!\Long time no see, response:	Archmage Eibon.
context: I'm not taking orders from you!\Those eyes...\they look familiar.\What the hell is that?\Hey, hey.\No one ever told me that the castle can move!\Long time no see,\Archmage Eibon. response:	Long time no see?!
context: Those eyes...\they look familiar.\What the hell is that?\Hey, hey.\No one ever told me that the castle can move!\Long time no see,\Archmage Eibon.\Long time no see?! response:	Then, honorable father and Eibon are really...
context: they look familiar.\What the hell is that?\Hey, hey.\No one ever told me that the castle can move!\Long time no see,\Archmage Eibon.\Long time no see?!\Then, honorable father and Eibon are really... response:	Shinigami-sama.
context: What the hell is that?\Hey, hey.\No one ever told me that the castle can move!\Long time no see,\Archmage Eibon.\Long time no see?!\Then, honorable father and Eibon are really...\Shinigami-sama. response:	Sorry, but I'll have to get straight to the point.
context: Hey, hey.\No one ever told me that the castle can move!\Long time no see,\Archmage Eibon.\Long time no see?!\Then, honorable father and Eibon are really...\Shinigami-sama.\Sorry, but I'll have to get straight to the point. response:	I want you to lend me the power of BREW.
context: No one ever told me that the castle can move!\Long time no see,\Archmage Eibon.\Long time no see?!\Then, honorable father and Eibon are really...\Shinigami-sama.\Sorry, but I'll have to get straight to the point.\I want you to lend me the power of BREW. response:	You need BREW?
context: Long time no see,\Archmage Eibon.\Long time no see?!\Then, honorable father and Eibon are really...\Shinigami-sama.\Sorry, but I'll have to get straight to the point.\I want you to lend me the power of BREW.\You need BREW? response:	Thanks to that coward and that spider witch, the world is in total chaos.
context: Archmage Eibon.\Long time no see?!\Then, honorable father and Eibon are really...\Shinigami-sama.\Sorry, but I'll have to get straight to the point.\I want you to lend me the power of BREW.\You need BREW?\Thanks to that coward and that spider witch, the world is in total chaos. response:	Asura and Arachne?
context: Long time no see?!\Then, honorable father and Eibon are really...\Shinigami-sama.\Sorry, but I'll have to get straight to the point.\I want you to lend me the power of BREW.\You need BREW?\Thanks to that coward and that spider witch, the world is in total chaos.\Asura and Arachne? response:	honorable father.
context: Then, honorable father and Eibon are really...\Shinigami-sama.\Sorry, but I'll have to get straight to the point.\I want you to lend me the power of BREW.\You need BREW?\Thanks to that coward and that spider witch, the world is in total chaos.\Asura and Arachne?\honorable father. response:	Huh?
context: Shinigami-sama.\Sorry, but I'll have to get straight to the point.\I want you to lend me the power of BREW.\You need BREW?\Thanks to that coward and that spider witch, the world is in total chaos.\Asura and Arachne?\honorable father.\Huh? response:	What is the relationship between you two?
context: Sorry, but I'll have to get straight to the point.\I want you to lend me the power of BREW.\You need BREW?\Thanks to that coward and that spider witch, the world is in total chaos.\Asura and Arachne?\honorable father.\Huh?\What is the relationship between you two? response:	Oh, yeah.
context: I want you to lend me the power of BREW.\You need BREW?\Thanks to that coward and that spider witch, the world is in total chaos.\Asura and Arachne?\honorable father.\Huh?\What is the relationship between you two?\Oh, yeah. response:	It might be necessary to let you know about it.
context: You need BREW?\Thanks to that coward and that spider witch, the world is in total chaos.\Asura and Arachne?\honorable father.\Huh?\What is the relationship between you two?\Oh, yeah.\It might be necessary to let you know about it. response:	Long ago, Eibon and I used to fight together.
context: Thanks to that coward and that spider witch, the world is in total chaos.\Asura and Arachne?\honorable father.\Huh?\What is the relationship between you two?\Oh, yeah.\It might be necessary to let you know about it.\Long ago, Eibon and I used to fight together. response:	A member of Shinigami-sama's Squadron of Eight,
context: Asura and Arachne?\honorable father.\Huh?\What is the relationship between you two?\Oh, yeah.\It might be necessary to let you know about it.\Long ago, Eibon and I used to fight together.\A member of Shinigami-sama's Squadron of Eight, response:	Kishin, Asura's partner-in-arms.
context: honorable father.\Huh?\What is the relationship between you two?\Oh, yeah.\It might be necessary to let you know about it.\Long ago, Eibon and I used to fight together.\A member of Shinigami-sama's Squadron of Eight,\Kishin, Asura's partner-in-arms. response:	That was who he was at that time.
context: Huh?\What is the relationship between you two?\Oh, yeah.\It might be necessary to let you know about it.\Long ago, Eibon and I used to fight together.\A member of Shinigami-sama's Squadron of Eight,\Kishin, Asura's partner-in-arms.\That was who he was at that time. response:	Then why did he start research on the Demon Tools?
context: What is the relationship between you two?\Oh, yeah.\It might be necessary to let you know about it.\Long ago, Eibon and I used to fight together.\A member of Shinigami-sama's Squadron of Eight,\Kishin, Asura's partner-in-arms.\That was who he was at that time.\Then why did he start research on the Demon Tools? response:	Hmmm...
context: Oh, yeah.\It might be necessary to let you know about it.\Long ago, Eibon and I used to fight together.\A member of Shinigami-sama's Squadron of Eight,\Kishin, Asura's partner-in-arms.\That was who he was at that time.\Then why did he start research on the Demon Tools?\Hmmm... response:	Well you see, a lot happened.
context: It might be necessary to let you know about it.\Long ago, Eibon and I used to fight together.\A member of Shinigami-sama's Squadron of Eight,\Kishin, Asura's partner-in-arms.\That was who he was at that time.\Then why did he start research on the Demon Tools?\Hmmm...\Well you see, a lot happened. response:	Well, that wasn't much of an explanation, was it?
context: Long ago, Eibon and I used to fight together.\A member of Shinigami-sama's Squadron of Eight,\Kishin, Asura's partner-in-arms.\That was who he was at that time.\Then why did he start research on the Demon Tools?\Hmmm...\Well you see, a lot happened.\Well, that wasn't much of an explanation, was it? response:	How should I put it...
context: A member of Shinigami-sama's Squadron of Eight,\Kishin, Asura's partner-in-arms.\That was who he was at that time.\Then why did he start research on the Demon Tools?\Hmmm...\Well you see, a lot happened.\Well, that wasn't much of an explanation, was it?\How should I put it... response:	He loved to play around with machineries, you see...
context: Kishin, Asura's partner-in-arms.\That was who he was at that time.\Then why did he start research on the Demon Tools?\Hmmm...\Well you see, a lot happened.\Well, that wasn't much of an explanation, was it?\How should I put it...\He loved to play around with machineries, you see... response:	He didn't even bother to elaborate.
context: That was who he was at that time.\Then why did he start research on the Demon Tools?\Hmmm...\Well you see, a lot happened.\Well, that wasn't much of an explanation, was it?\How should I put it...\He loved to play around with machineries, you see...\He didn't even bother to elaborate. response:	Yikes!
context: Then why did he start research on the Demon Tools?\Hmmm...\Well you see, a lot happened.\Well, that wasn't much of an explanation, was it?\How should I put it...\He loved to play around with machineries, you see...\He didn't even bother to elaborate.\Yikes! response:	W-Well...
context: Hmmm...\Well you see, a lot happened.\Well, that wasn't much of an explanation, was it?\How should I put it...\He loved to play around with machineries, you see...\He didn't even bother to elaborate.\Yikes!\W-Well... response:	It was originally intended to protect the order of the world.
context: Well you see, a lot happened.\Well, that wasn't much of an explanation, was it?\How should I put it...\He loved to play around with machineries, you see...\He didn't even bother to elaborate.\Yikes!\W-Well...\It was originally intended to protect the order of the world. response:	Thus, the research on the Demon Tools started.
context: Well, that wasn't much of an explanation, was it?\How should I put it...\He loved to play around with machineries, you see...\He didn't even bother to elaborate.\Yikes!\W-Well...\It was originally intended to protect the order of the world.\Thus, the research on the Demon Tools started. response:	As many ages as there can be,
context: How should I put it...\He loved to play around with machineries, you see...\He didn't even bother to elaborate.\Yikes!\W-Well...\It was originally intended to protect the order of the world.\Thus, the research on the Demon Tools started.\As many ages as there can be, response:	when there is a tool of great power, there'll always be those would challenge their own fate by taking that tool into their hands.
context: He loved to play around with machineries, you see...\He didn't even bother to elaborate.\Yikes!\W-Well...\It was originally intended to protect the order of the world.\Thus, the research on the Demon Tools started.\As many ages as there can be,\when there is a tool of great power, there'll always be those would challenge their own fate by taking that tool into their hands. response:	And the more powerful the tool,
context: He didn't even bother to elaborate.\Yikes!\W-Well...\It was originally intended to protect the order of the world.\Thus, the research on the Demon Tools started.\As many ages as there can be,\when there is a tool of great power, there'll always be those would challenge their own fate by taking that tool into their hands.\And the more powerful the tool, response:	the greater the risk when those tools are used for evil deeds.
context: Yikes!\W-Well...\It was originally intended to protect the order of the world.\Thus, the research on the Demon Tools started.\As many ages as there can be,\when there is a tool of great power, there'll always be those would challenge their own fate by taking that tool into their hands.\And the more powerful the tool,\the greater the risk when those tools are used for evil deeds. response:	Even so, he continued to believe in human beings,
context: W-Well...\It was originally intended to protect the order of the world.\Thus, the research on the Demon Tools started.\As many ages as there can be,\when there is a tool of great power, there'll always be those would challenge their own fate by taking that tool into their hands.\And the more powerful the tool,\the greater the risk when those tools are used for evil deeds.\Even so, he continued to believe in human beings, response:	and continued his research on more inventions.
context: It was originally intended to protect the order of the world.\Thus, the research on the Demon Tools started.\As many ages as there can be,\when there is a tool of great power, there'll always be those would challenge their own fate by taking that tool into their hands.\And the more powerful the tool,\the greater the risk when those tools are used for evil deeds.\Even so, he continued to believe in human beings,\and continued his research on more inventions. response:	However,
context: Thus, the research on the Demon Tools started.\As many ages as there can be,\when there is a tool of great power, there'll always be those would challenge their own fate by taking that tool into their hands.\And the more powerful the tool,\the greater the risk when those tools are used for evil deeds.\Even so, he continued to believe in human beings,\and continued his research on more inventions.\However, response:	it was at one point that Eibon's research began to focus in on only one particular field.
context: As many ages as there can be,\when there is a tool of great power, there'll always be those would challenge their own fate by taking that tool into their hands.\And the more powerful the tool,\the greater the risk when those tools are used for evil deeds.\Even so, he continued to believe in human beings,\and continued his research on more inventions.\However,\it was at one point that Eibon's research began to focus in on only one particular field. response:	What was that field?
context: when there is a tool of great power, there'll always be those would challenge their own fate by taking that tool into their hands.\And the more powerful the tool,\the greater the risk when those tools are used for evil deeds.\Even so, he continued to believe in human beings,\and continued his research on more inventions.\However,\it was at one point that Eibon's research began to focus in on only one particular field.\What was that field? response:	It was the research on immortality.
context: And the more powerful the tool,\the greater the risk when those tools are used for evil deeds.\Even so, he continued to believe in human beings,\and continued his research on more inventions.\However,\it was at one point that Eibon's research began to focus in on only one particular field.\What was that field?\It was the research on immortality. response:	Huh?
context: the greater the risk when those tools are used for evil deeds.\Even so, he continued to believe in human beings,\and continued his research on more inventions.\However,\it was at one point that Eibon's research began to focus in on only one particular field.\What was that field?\It was the research on immortality.\Huh? response:	Huh?! What kind of twisted face is that?
context: Even so, he continued to believe in human beings,\and continued his research on more inventions.\However,\it was at one point that Eibon's research began to focus in on only one particular field.\What was that field?\It was the research on immortality.\Huh?\Huh?! What kind of twisted face is that? response:	What is Excalibur doing here?!
context: and continued his research on more inventions.\However,\it was at one point that Eibon's research began to focus in on only one particular field.\What was that field?\It was the research on immortality.\Huh?\Huh?! What kind of twisted face is that?\What is Excalibur doing here?! response:	Fool!
context: However,\it was at one point that Eibon's research began to focus in on only one particular field.\What was that field?\It was the research on immortality.\Huh?\Huh?! What kind of twisted face is that?\What is Excalibur doing here?!\Fool! response:	That doesn't matter!
context: it was at one point that Eibon's research began to focus in on only one particular field.\What was that field?\It was the research on immortality.\Huh?\Huh?! What kind of twisted face is that?\What is Excalibur doing here?!\Fool!\That doesn't matter! response:	Does it really not matter?
context: What was that field?\It was the research on immortality.\Huh?\Huh?! What kind of twisted face is that?\What is Excalibur doing here?!\Fool!\That doesn't matter!\Does it really not matter? response:	Why would it matter?
context: It was the research on immortality.\Huh?\Huh?! What kind of twisted face is that?\What is Excalibur doing here?!\Fool!\That doesn't matter!\Does it really not matter?\Why would it matter? response:	Things are starting to look interesting anyway.
context: Huh?\Huh?! What kind of twisted face is that?\What is Excalibur doing here?!\Fool!\That doesn't matter!\Does it really not matter?\Why would it matter?\Things are starting to look interesting anyway. response:	Eibon's research on immortality was caused by the intertwining of fates.
context: Huh?! What kind of twisted face is that?\What is Excalibur doing here?!\Fool!\That doesn't matter!\Does it really not matter?\Why would it matter?\Things are starting to look interesting anyway.\Eibon's research on immortality was caused by the intertwining of fates. response:	And behind all of it, lies an untold sad story...
context: What is Excalibur doing here?!\Fool!\That doesn't matter!\Does it really not matter?\Why would it matter?\Things are starting to look interesting anyway.\Eibon's research on immortality was caused by the intertwining of fates.\And behind all of it, lies an untold sad story... response:	the sickness of his wife.
context: Fool!\That doesn't matter!\Does it really not matter?\Why would it matter?\Things are starting to look interesting anyway.\Eibon's research on immortality was caused by the intertwining of fates.\And behind all of it, lies an untold sad story...\the sickness of his wife. response:	Eibon's research on immortality was all for the sake of saving the life of his most beloved.
context: That doesn't matter!\Does it really not matter?\Why would it matter?\Things are starting to look interesting anyway.\Eibon's research on immortality was caused by the intertwining of fates.\And behind all of it, lies an untold sad story...\the sickness of his wife.\Eibon's research on immortality was all for the sake of saving the life of his most beloved. response:	The research to surpass death itself.
context: Does it really not matter?\Why would it matter?\Things are starting to look interesting anyway.\Eibon's research on immortality was caused by the intertwining of fates.\And behind all of it, lies an untold sad story...\the sickness of his wife.\Eibon's research on immortality was all for the sake of saving the life of his most beloved.\The research to surpass death itself. response:	No matter how great the inventor is, it is still an impossible feat to achieve.
context: Why would it matter?\Things are starting to look interesting anyway.\Eibon's research on immortality was caused by the intertwining of fates.\And behind all of it, lies an untold sad story...\the sickness of his wife.\Eibon's research on immortality was all for the sake of saving the life of his most beloved.\The research to surpass death itself.\No matter how great the inventor is, it is still an impossible feat to achieve. response:	Even for the great philosopher, Eibon, it wasn't an exception.
context: Things are starting to look interesting anyway.\Eibon's research on immortality was caused by the intertwining of fates.\And behind all of it, lies an untold sad story...\the sickness of his wife.\Eibon's research on immortality was all for the sake of saving the life of his most beloved.\The research to surpass death itself.\No matter how great the inventor is, it is still an impossible feat to achieve.\Even for the great philosopher, Eibon, it wasn't an exception. response:	Eventually the research reach a dead end.
context: Eibon's research on immortality was caused by the intertwining of fates.\And behind all of it, lies an untold sad story...\the sickness of his wife.\Eibon's research on immortality was all for the sake of saving the life of his most beloved.\The research to surpass death itself.\No matter how great the inventor is, it is still an impossible feat to achieve.\Even for the great philosopher, Eibon, it wasn't an exception.\Eventually the research reach a dead end. response:	And the one who encouraged Eibon with the sweet words was none other than Arachne.
context: And behind all of it, lies an untold sad story...\the sickness of his wife.\Eibon's research on immortality was all for the sake of saving the life of his most beloved.\The research to surpass death itself.\No matter how great the inventor is, it is still an impossible feat to achieve.\Even for the great philosopher, Eibon, it wasn't an exception.\Eventually the research reach a dead end.\And the one who encouraged Eibon with the sweet words was none other than Arachne. response:	It's so pitiful.
context: the sickness of his wife.\Eibon's research on immortality was all for the sake of saving the life of his most beloved.\The research to surpass death itself.\No matter how great the inventor is, it is still an impossible feat to achieve.\Even for the great philosopher, Eibon, it wasn't an exception.\Eventually the research reach a dead end.\And the one who encouraged Eibon with the sweet words was none other than Arachne.\It's so pitiful. response:	Is he for real?
context: Eibon's research on immortality was all for the sake of saving the life of his most beloved.\The research to surpass death itself.\No matter how great the inventor is, it is still an impossible feat to achieve.\Even for the great philosopher, Eibon, it wasn't an exception.\Eventually the research reach a dead end.\And the one who encouraged Eibon with the sweet words was none other than Arachne.\It's so pitiful.\Is he for real? response:	Why?!
context: The research to surpass death itself.\No matter how great the inventor is, it is still an impossible feat to achieve.\Even for the great philosopher, Eibon, it wasn't an exception.\Eventually the research reach a dead end.\And the one who encouraged Eibon with the sweet words was none other than Arachne.\It's so pitiful.\Is he for real?\Why?! response:	Why is it when I'm listening to him, it sounds like nothing but lies?!
context: No matter how great the inventor is, it is still an impossible feat to achieve.\Even for the great philosopher, Eibon, it wasn't an exception.\Eventually the research reach a dead end.\And the one who encouraged Eibon with the sweet words was none other than Arachne.\It's so pitiful.\Is he for real?\Why?!\Why is it when I'm listening to him, it sounds like nothing but lies?! response:	But that's the truth.
context: Even for the great philosopher, Eibon, it wasn't an exception.\Eventually the research reach a dead end.\And the one who encouraged Eibon with the sweet words was none other than Arachne.\It's so pitiful.\Is he for real?\Why?!\Why is it when I'm listening to him, it sounds like nothing but lies?!\But that's the truth. response:	Huh?
context: Eventually the research reach a dead end.\And the one who encouraged Eibon with the sweet words was none other than Arachne.\It's so pitiful.\Is he for real?\Why?!\Why is it when I'm listening to him, it sounds like nothing but lies?!\But that's the truth.\Huh? response:	Huh?
context: And the one who encouraged Eibon with the sweet words was none other than Arachne.\It's so pitiful.\Is he for real?\Why?!\Why is it when I'm listening to him, it sounds like nothing but lies?!\But that's the truth.\Huh?\Huh? response:	Huh?
context: It's so pitiful.\Is he for real?\Why?!\Why is it when I'm listening to him, it sounds like nothing but lies?!\But that's the truth.\Huh?\Huh?\Huh? response:	Together with Eibon's research on the Demon Tools,
context: Is he for real?\Why?!\Why is it when I'm listening to him, it sounds like nothing but lies?!\But that's the truth.\Huh?\Huh?\Huh?\Together with Eibon's research on the Demon Tools, response:	and also Arachne's forbidden research on the creation of the Demon Weapons,
