context: watashi ga umareta asa no machi yuki no naka ni umoreta response:	sore wa sore wa chiisai te de aozora wo aoida
context: Yamada-san's been going to Rika-san's office?\That's right.\Why would she go out of her way to stand under the waterfall?\It was something she needed to see for herself, even if it means getting beaten by a waterfall.\Miwako-san... this sure is a wonderful night.\What an idiot.\That's right.\She's an idiot. response:	So please give her a call.
context: That's right.\Why would she go out of her way to stand under the waterfall?\It was something she needed to see for herself, even if it means getting beaten by a waterfall.\Miwako-san... this sure is a wonderful night.\What an idiot.\That's right.\She's an idiot.\So please give her a call. response:	She's at Harada Design on the weekends.
context: Why would she go out of her way to stand under the waterfall?\It was something she needed to see for herself, even if it means getting beaten by a waterfall.\Miwako-san... this sure is a wonderful night.\What an idiot.\That's right.\She's an idiot.\So please give her a call.\She's at Harada Design on the weekends. response:	You're such a fool.
context: It was something she needed to see for herself, even if it means getting beaten by a waterfall.\Miwako-san... this sure is a wonderful night.\What an idiot.\That's right.\She's an idiot.\So please give her a call.\She's at Harada Design on the weekends.\You're such a fool. response:	Was Mayama so important to you...
context: Miwako-san... this sure is a wonderful night.\What an idiot.\That's right.\She's an idiot.\So please give her a call.\She's at Harada Design on the weekends.\You're such a fool.\Was Mayama so important to you... response:	M-Mayama...
context: What an idiot.\That's right.\She's an idiot.\So please give her a call.\She's at Harada Design on the weekends.\You're such a fool.\Was Mayama so important to you...\M-Mayama... response:	W-What are you doing?
context: That's right.\She's an idiot.\So please give her a call.\She's at Harada Design on the weekends.\You're such a fool.\Was Mayama so important to you...\M-Mayama...\W-What are you doing? response:	Isn't that Rika-san's computer?
context: She's an idiot.\So please give her a call.\She's at Harada Design on the weekends.\You're such a fool.\Was Mayama so important to you...\M-Mayama...\W-What are you doing?\Isn't that Rika-san's computer? response:	C-C-Could it be... that you've been browsing through her Internet history?!
context: So please give her a call.\She's at Harada Design on the weekends.\You're such a fool.\Was Mayama so important to you...\M-Mayama...\W-What are you doing?\Isn't that Rika-san's computer?\C-C-Could it be... that you've been browsing through her Internet history?! response:	Well, um... I was just wondering if it's sunny in Hokkaido?
context: She's at Harada Design on the weekends.\You're such a fool.\Was Mayama so important to you...\M-Mayama...\W-What are you doing?\Isn't that Rika-san's computer?\C-C-Could it be... that you've been browsing through her Internet history?!\Well, um... I was just wondering if it's sunny in Hokkaido? response:	Mayama! Just how low will you go?
context: You're such a fool.\Was Mayama so important to you...\M-Mayama...\W-What are you doing?\Isn't that Rika-san's computer?\C-C-Could it be... that you've been browsing through her Internet history?!\Well, um... I was just wondering if it's sunny in Hokkaido?\Mayama! Just how low will you go? response:	What about Hokkaido?!
context: Was Mayama so important to you...\M-Mayama...\W-What are you doing?\Isn't that Rika-san's computer?\C-C-Could it be... that you've been browsing through her Internet history?!\Well, um... I was just wondering if it's sunny in Hokkaido?\Mayama! Just how low will you go?\What about Hokkaido?! response:	Oh, it's a fax!
context: M-Mayama...\W-What are you doing?\Isn't that Rika-san's computer?\C-C-Could it be... that you've been browsing through her Internet history?!\Well, um... I was just wondering if it's sunny in Hokkaido?\Mayama! Just how low will you go?\What about Hokkaido?!\Oh, it's a fax! response:	Mayama...
context: W-What are you doing?\Isn't that Rika-san's computer?\C-C-Could it be... that you've been browsing through her Internet history?!\Well, um... I was just wondering if it's sunny in Hokkaido?\Mayama! Just how low will you go?\What about Hokkaido?!\Oh, it's a fax!\Mayama... response:	What's the matter?
context: Isn't that Rika-san's computer?\C-C-Could it be... that you've been browsing through her Internet history?!\Well, um... I was just wondering if it's sunny in Hokkaido?\Mayama! Just how low will you go?\What about Hokkaido?!\Oh, it's a fax!\Mayama...\What's the matter? response:	What's this request for an interview?
context: C-C-Could it be... that you've been browsing through her Internet history?!\Well, um... I was just wondering if it's sunny in Hokkaido?\Mayama! Just how low will you go?\What about Hokkaido?!\Oh, it's a fax!\Mayama...\What's the matter?\What's this request for an interview? response:	It says that you won the building expansion competition for the Valencia Museum of Art...
context: Well, um... I was just wondering if it's sunny in Hokkaido?\Mayama! Just how low will you go?\What about Hokkaido?!\Oh, it's a fax!\Mayama...\What's the matter?\What's this request for an interview?\It says that you won the building expansion competition for the Valencia Museum of Art... response:	It says that they would like to interview you beforehand...
context: Mayama! Just how low will you go?\What about Hokkaido?!\Oh, it's a fax!\Mayama...\What's the matter?\What's this request for an interview?\It says that you won the building expansion competition for the Valencia Museum of Art...\It says that they would like to interview you beforehand... response:	Is this for real?
context: What about Hokkaido?!\Oh, it's a fax!\Mayama...\What's the matter?\What's this request for an interview?\It says that you won the building expansion competition for the Valencia Museum of Art...\It says that they would like to interview you beforehand...\Is this for real? response:	Yes, this is a job that I took with Harada-kun.
context: Oh, it's a fax!\Mayama...\What's the matter?\What's this request for an interview?\It says that you won the building expansion competition for the Valencia Museum of Art...\It says that they would like to interview you beforehand...\Is this for real?\Yes, this is a job that I took with Harada-kun. response:	It was on hold due to their circumstances, but now it's been restarted.
context: Mayama...\What's the matter?\What's this request for an interview?\It says that you won the building expansion competition for the Valencia Museum of Art...\It says that they would like to interview you beforehand...\Is this for real?\Yes, this is a job that I took with Harada-kun.\It was on hold due to their circumstances, but now it's been restarted. response:	What are you going to do about this place?
context: What's the matter?\What's this request for an interview?\It says that you won the building expansion competition for the Valencia Museum of Art...\It says that they would like to interview you beforehand...\Is this for real?\Yes, this is a job that I took with Harada-kun.\It was on hold due to their circumstances, but now it's been restarted.\What are you going to do about this place? response:	You weren't going to discuss it with me?
context: What's this request for an interview?\It says that you won the building expansion competition for the Valencia Museum of Art...\It says that they would like to interview you beforehand...\Is this for real?\Yes, this is a job that I took with Harada-kun.\It was on hold due to their circumstances, but now it's been restarted.\What are you going to do about this place?\You weren't going to discuss it with me? response:	You're going as well.
context: It says that you won the building expansion competition for the Valencia Museum of Art...\It says that they would like to interview you beforehand...\Is this for real?\Yes, this is a job that I took with Harada-kun.\It was on hold due to their circumstances, but now it's been restarted.\What are you going to do about this place?\You weren't going to discuss it with me?\You're going as well. response:	Naturally, since it's work.
context: It says that they would like to interview you beforehand...\Is this for real?\Yes, this is a job that I took with Harada-kun.\It was on hold due to their circumstances, but now it's been restarted.\What are you going to do about this place?\You weren't going to discuss it with me?\You're going as well.\Naturally, since it's work. response:	But that's still in the future.
context: Is this for real?\Yes, this is a job that I took with Harada-kun.\It was on hold due to their circumstances, but now it's been restarted.\What are you going to do about this place?\You weren't going to discuss it with me?\You're going as well.\Naturally, since it's work.\But that's still in the future. response:	For a while, we'll have a consultant work as an in-between...
context: Yes, this is a job that I took with Harada-kun.\It was on hold due to their circumstances, but now it's been restarted.\What are you going to do about this place?\You weren't going to discuss it with me?\You're going as well.\Naturally, since it's work.\But that's still in the future.\For a while, we'll have a consultant work as an in-between... response:	The interview request is too sudden, so I'll turn it down.
context: It was on hold due to their circumstances, but now it's been restarted.\What are you going to do about this place?\You weren't going to discuss it with me?\You're going as well.\Naturally, since it's work.\But that's still in the future.\For a while, we'll have a consultant work as an in-between...\The interview request is too sudden, so I'll turn it down. response:	I'm sorry.
context: What are you going to do about this place?\You weren't going to discuss it with me?\You're going as well.\Naturally, since it's work.\But that's still in the future.\For a while, we'll have a consultant work as an in-between...\The interview request is too sudden, so I'll turn it down.\I'm sorry. response:	I'm not feeling well.
context: You weren't going to discuss it with me?\You're going as well.\Naturally, since it's work.\But that's still in the future.\For a while, we'll have a consultant work as an in-between...\The interview request is too sudden, so I'll turn it down.\I'm sorry.\I'm not feeling well. response:	I'm going back upstairs.
context: You're going as well.\Naturally, since it's work.\But that's still in the future.\For a while, we'll have a consultant work as an in-between...\The interview request is too sudden, so I'll turn it down.\I'm sorry.\I'm not feeling well.\I'm going back upstairs. response:	Hey, Yamada, what do you think this is?
context: Naturally, since it's work.\But that's still in the future.\For a while, we'll have a consultant work as an in-between...\The interview request is too sudden, so I'll turn it down.\I'm sorry.\I'm not feeling well.\I'm going back upstairs.\Hey, Yamada, what do you think this is? response:	A live camera for the weather forecast?
context: But that's still in the future.\For a while, we'll have a consultant work as an in-between...\The interview request is too sudden, so I'll turn it down.\I'm sorry.\I'm not feeling well.\I'm going back upstairs.\Hey, Yamada, what do you think this is?\A live camera for the weather forecast? response:	Otaru in Hokkaido.
context: For a while, we'll have a consultant work as an in-between...\The interview request is too sudden, so I'll turn it down.\I'm sorry.\I'm not feeling well.\I'm going back upstairs.\Hey, Yamada, what do you think this is?\A live camera for the weather forecast?\Otaru in Hokkaido. response:	It's her hometown.
context: The interview request is too sudden, so I'll turn it down.\I'm sorry.\I'm not feeling well.\I'm going back upstairs.\Hey, Yamada, what do you think this is?\A live camera for the weather forecast?\Otaru in Hokkaido.\It's her hometown. response:	She rarely speaks about herself.
context: I'm sorry.\I'm not feeling well.\I'm going back upstairs.\Hey, Yamada, what do you think this is?\A live camera for the weather forecast?\Otaru in Hokkaido.\It's her hometown.\She rarely speaks about herself. response:	But her Internet history is full of this site.
context: I'm not feeling well.\I'm going back upstairs.\Hey, Yamada, what do you think this is?\A live camera for the weather forecast?\Otaru in Hokkaido.\It's her hometown.\She rarely speaks about herself.\But her Internet history is full of this site. response:	I noticed her staring at the monitor.
context: I'm going back upstairs.\Hey, Yamada, what do you think this is?\A live camera for the weather forecast?\Otaru in Hokkaido.\It's her hometown.\She rarely speaks about herself.\But her Internet history is full of this site.\I noticed her staring at the monitor. response:	She hasn't taken a break in a long time.
context: Hey, Yamada, what do you think this is?\A live camera for the weather forecast?\Otaru in Hokkaido.\It's her hometown.\She rarely speaks about herself.\But her Internet history is full of this site.\I noticed her staring at the monitor.\She hasn't taken a break in a long time. response:	She might still keep in touch with them...
context: A live camera for the weather forecast?\Otaru in Hokkaido.\It's her hometown.\She rarely speaks about herself.\But her Internet history is full of this site.\I noticed her staring at the monitor.\She hasn't taken a break in a long time.\She might still keep in touch with them... response:	You see, Rika, I want to make a container.
context: Otaru in Hokkaido.\It's her hometown.\She rarely speaks about herself.\But her Internet history is full of this site.\I noticed her staring at the monitor.\She hasn't taken a break in a long time.\She might still keep in touch with them...\You see, Rika, I want to make a container. response:	Not paintings or sculptures...
context: It's her hometown.\She rarely speaks about herself.\But her Internet history is full of this site.\I noticed her staring at the monitor.\She hasn't taken a break in a long time.\She might still keep in touch with them...\You see, Rika, I want to make a container.\Not paintings or sculptures... response:	A huge house?
context: She rarely speaks about herself.\But her Internet history is full of this site.\I noticed her staring at the monitor.\She hasn't taken a break in a long time.\She might still keep in touch with them...\You see, Rika, I want to make a container.\Not paintings or sculptures...\A huge house? response:	Like a museum?
context: But her Internet history is full of this site.\I noticed her staring at the monitor.\She hasn't taken a break in a long time.\She might still keep in touch with them...\You see, Rika, I want to make a container.\Not paintings or sculptures...\A huge house?\Like a museum? response:	That's right.
context: I noticed her staring at the monitor.\She hasn't taken a break in a long time.\She might still keep in touch with them...\You see, Rika, I want to make a container.\Not paintings or sculptures...\A huge house?\Like a museum?\That's right. response:	Just like the one in Valencia that we saw on our senior trip.
context: She hasn't taken a break in a long time.\She might still keep in touch with them...\You see, Rika, I want to make a container.\Not paintings or sculptures...\A huge house?\Like a museum?\That's right.\Just like the one in Valencia that we saw on our senior trip. response:	A house that contains everything and stands serenely...
context: She might still keep in touch with them...\You see, Rika, I want to make a container.\Not paintings or sculptures...\A huge house?\Like a museum?\That's right.\Just like the one in Valencia that we saw on our senior trip.\A house that contains everything and stands serenely... response:	Harada-kun...
context: You see, Rika, I want to make a container.\Not paintings or sculptures...\A huge house?\Like a museum?\That's right.\Just like the one in Valencia that we saw on our senior trip.\A house that contains everything and stands serenely...\Harada-kun... response:	We made a lot of things together, didn't we?
context: Not paintings or sculptures...\A huge house?\Like a museum?\That's right.\Just like the one in Valencia that we saw on our senior trip.\A house that contains everything and stands serenely...\Harada-kun...\We made a lot of things together, didn't we? response:	It was so much fun.
context: A huge house?\Like a museum?\That's right.\Just like the one in Valencia that we saw on our senior trip.\A house that contains everything and stands serenely...\Harada-kun...\We made a lot of things together, didn't we?\It was so much fun. response:	But this is really the last one.
context: Like a museum?\That's right.\Just like the one in Valencia that we saw on our senior trip.\A house that contains everything and stands serenely...\Harada-kun...\We made a lot of things together, didn't we?\It was so much fun.\But this is really the last one. response:	Harada-kun... Please wait for me...
context: That's right.\Just like the one in Valencia that we saw on our senior trip.\A house that contains everything and stands serenely...\Harada-kun...\We made a lot of things together, didn't we?\It was so much fun.\But this is really the last one.\Harada-kun... Please wait for me... response:	I'm almost done.
context: Just like the one in Valencia that we saw on our senior trip.\A house that contains everything and stands serenely...\Harada-kun...\We made a lot of things together, didn't we?\It was so much fun.\But this is really the last one.\Harada-kun... Please wait for me...\I'm almost done. response:	Hello, this is Harada Design.
context: A house that contains everything and stands serenely...\Harada-kun...\We made a lot of things together, didn't we?\It was so much fun.\But this is really the last one.\Harada-kun... Please wait for me...\I'm almost done.\Hello, this is Harada Design. response:	Oh, Nomiya-san!
context: Harada-kun...\We made a lot of things together, didn't we?\It was so much fun.\But this is really the last one.\Harada-kun... Please wait for me...\I'm almost done.\Hello, this is Harada Design.\Oh, Nomiya-san! response:	Ah, so you're really there.
context: We made a lot of things together, didn't we?\It was so much fun.\But this is really the last one.\Harada-kun... Please wait for me...\I'm almost done.\Hello, this is Harada Design.\Oh, Nomiya-san!\Ah, so you're really there. response:	How did you know that I'd be here?
context: It was so much fun.\But this is really the last one.\Harada-kun... Please wait for me...\I'm almost done.\Hello, this is Harada Design.\Oh, Nomiya-san!\Ah, so you're really there.\How did you know that I'd be here? response:	I heard from Miwako-san...
context: But this is really the last one.\Harada-kun... Please wait for me...\I'm almost done.\Hello, this is Harada Design.\Oh, Nomiya-san!\Ah, so you're really there.\How did you know that I'd be here?\I heard from Miwako-san... response:	It's been a while.
context: Harada-kun... Please wait for me...\I'm almost done.\Hello, this is Harada Design.\Oh, Nomiya-san!\Ah, so you're really there.\How did you know that I'd be here?\I heard from Miwako-san...\It's been a while. response:	Have you been well?
context: I'm almost done.\Hello, this is Harada Design.\Oh, Nomiya-san!\Ah, so you're really there.\How did you know that I'd be here?\I heard from Miwako-san...\It's been a while.\Have you been well? response:	Yes, of course!
context: Hello, this is Harada Design.\Oh, Nomiya-san!\Ah, so you're really there.\How did you know that I'd be here?\I heard from Miwako-san...\It's been a while.\Have you been well?\Yes, of course! response:	How about you, Nomiya-san? Are you doing well?
context: Oh, Nomiya-san!\Ah, so you're really there.\How did you know that I'd be here?\I heard from Miwako-san...\It's been a while.\Have you been well?\Yes, of course!\How about you, Nomiya-san? Are you doing well? response:	I'm doing well, but it's seriously tough being together with Yamazaki day in and day out.
context: Ah, so you're really there.\How did you know that I'd be here?\I heard from Miwako-san...\It's been a while.\Have you been well?\Yes, of course!\How about you, Nomiya-san? Are you doing well?\I'm doing well, but it's seriously tough being together with Yamazaki day in and day out. response:	Together? Do you live in the same room with him?
context: How did you know that I'd be here?\I heard from Miwako-san...\It's been a while.\Have you been well?\Yes, of course!\How about you, Nomiya-san? Are you doing well?\I'm doing well, but it's seriously tough being together with Yamazaki day in and day out.\Together? Do you live in the same room with him? response:	Well, we have separate rooms, but...
context: I heard from Miwako-san...\It's been a while.\Have you been well?\Yes, of course!\How about you, Nomiya-san? Are you doing well?\I'm doing well, but it's seriously tough being together with Yamazaki day in and day out.\Together? Do you live in the same room with him?\Well, we have separate rooms, but... response:	Saying I'm bored and stuff.
context: It's been a while.\Have you been well?\Yes, of course!\How about you, Nomiya-san? Are you doing well?\I'm doing well, but it's seriously tough being together with Yamazaki day in and day out.\Together? Do you live in the same room with him?\Well, we have separate rooms, but...\Saying I'm bored and stuff. response:	The hot pot is ready.
context: Have you been well?\Yes, of course!\How about you, Nomiya-san? Are you doing well?\I'm doing well, but it's seriously tough being together with Yamazaki day in and day out.\Together? Do you live in the same room with him?\Well, we have separate rooms, but...\Saying I'm bored and stuff.\The hot pot is ready. response:	That's just like Yamazaki-san.
context: Yes, of course!\How about you, Nomiya-san? Are you doing well?\I'm doing well, but it's seriously tough being together with Yamazaki day in and day out.\Together? Do you live in the same room with him?\Well, we have separate rooms, but...\Saying I'm bored and stuff.\The hot pot is ready.\That's just like Yamazaki-san. response:	Either way, I was surprised to hear that you go there to help out.
context: How about you, Nomiya-san? Are you doing well?\I'm doing well, but it's seriously tough being together with Yamazaki day in and day out.\Together? Do you live in the same room with him?\Well, we have separate rooms, but...\Saying I'm bored and stuff.\The hot pot is ready.\That's just like Yamazaki-san.\Either way, I was surprised to hear that you go there to help out. response:	Rika-san invited me.
context: I'm doing well, but it's seriously tough being together with Yamazaki day in and day out.\Together? Do you live in the same room with him?\Well, we have separate rooms, but...\Saying I'm bored and stuff.\The hot pot is ready.\That's just like Yamazaki-san.\Either way, I was surprised to hear that you go there to help out.\Rika-san invited me. response:	She's actually let me make a lot of large potteries.
context: Together? Do you live in the same room with him?\Well, we have separate rooms, but...\Saying I'm bored and stuff.\The hot pot is ready.\That's just like Yamazaki-san.\Either way, I was surprised to hear that you go there to help out.\Rika-san invited me.\She's actually let me make a lot of large potteries. response:	Rika-san has been treating me very well.
context: Well, we have separate rooms, but...\Saying I'm bored and stuff.\The hot pot is ready.\That's just like Yamazaki-san.\Either way, I was surprised to hear that you go there to help out.\Rika-san invited me.\She's actually let me make a lot of large potteries.\Rika-san has been treating me very well. response:	Oh, but Mayama is still the same.
context: Saying I'm bored and stuff.\The hot pot is ready.\That's just like Yamazaki-san.\Either way, I was surprised to hear that you go there to help out.\Rika-san invited me.\She's actually let me make a lot of large potteries.\Rika-san has been treating me very well.\Oh, but Mayama is still the same. response:	Woo Darlin' kanashii koto wa daiji na hito soko ni iru no ni Woo Darlin', the night will come and swallow your sorrow...
context: The hot pot is ready.\That's just like Yamazaki-san.\Either way, I was surprised to hear that you go there to help out.\Rika-san invited me.\She's actually let me make a lot of large potteries.\Rika-san has been treating me very well.\Oh, but Mayama is still the same.\Woo Darlin' kanashii koto wa daiji na hito soko ni iru no ni Woo Darlin', the night will come and swallow your sorrow... response:	Tonight is out helping move an office he's familiar with.
context: That's just like Yamazaki-san.\Either way, I was surprised to hear that you go there to help out.\Rika-san invited me.\She's actually let me make a lot of large potteries.\Rika-san has been treating me very well.\Oh, but Mayama is still the same.\Woo Darlin' kanashii koto wa daiji na hito soko ni iru no ni Woo Darlin', the night will come and swallow your sorrow...\Tonight is out helping move an office he's familiar with. response:	Are you all right, Yamada-san?
context: Either way, I was surprised to hear that you go there to help out.\Rika-san invited me.\She's actually let me make a lot of large potteries.\Rika-san has been treating me very well.\Oh, but Mayama is still the same.\Woo Darlin' kanashii koto wa daiji na hito soko ni iru no ni Woo Darlin', the night will come and swallow your sorrow...\Tonight is out helping move an office he's familiar with.\Are you all right, Yamada-san? response:	Yeah! Things are going rather well.
context: Rika-san invited me.\She's actually let me make a lot of large potteries.\Rika-san has been treating me very well.\Oh, but Mayama is still the same.\Woo Darlin' kanashii koto wa daiji na hito soko ni iru no ni Woo Darlin', the night will come and swallow your sorrow...\Tonight is out helping move an office he's familiar with.\Are you all right, Yamada-san?\Yeah! Things are going rather well. response:	Miwako-san and Rika-san have been taking such good care of me, so I'm really motivated to do well.
context: She's actually let me make a lot of large potteries.\Rika-san has been treating me very well.\Oh, but Mayama is still the same.\Woo Darlin' kanashii koto wa daiji na hito soko ni iru no ni Woo Darlin', the night will come and swallow your sorrow...\Tonight is out helping move an office he's familiar with.\Are you all right, Yamada-san?\Yeah! Things are going rather well.\Miwako-san and Rika-san have been taking such good care of me, so I'm really motivated to do well. response:	I'm also stockpiling some of my works...
context: Rika-san has been treating me very well.\Oh, but Mayama is still the same.\Woo Darlin' kanashii koto wa daiji na hito soko ni iru no ni Woo Darlin', the night will come and swallow your sorrow...\Tonight is out helping move an office he's familiar with.\Are you all right, Yamada-san?\Yeah! Things are going rather well.\Miwako-san and Rika-san have been taking such good care of me, so I'm really motivated to do well.\I'm also stockpiling some of my works... response:	todokanu omoi no mama kyou mo yoru ga kite subete wo tsutsumu no...before it can reach the precious person right beside you.
context: Oh, but Mayama is still the same.\Woo Darlin' kanashii koto wa daiji na hito soko ni iru no ni Woo Darlin', the night will come and swallow your sorrow...\Tonight is out helping move an office he's familiar with.\Are you all right, Yamada-san?\Yeah! Things are going rather well.\Miwako-san and Rika-san have been taking such good care of me, so I'm really motivated to do well.\I'm also stockpiling some of my works...\todokanu omoi no mama kyou mo yoru ga kite subete wo tsutsumu no...before it can reach the precious person right beside you. response:	Oh, and I've been thinking that it would be nice if I could make
context: Woo Darlin' kanashii koto wa daiji na hito soko ni iru no ni Woo Darlin', the night will come and swallow your sorrow...\Tonight is out helping move an office he's familiar with.\Are you all right, Yamada-san?\Yeah! Things are going rather well.\Miwako-san and Rika-san have been taking such good care of me, so I'm really motivated to do well.\I'm also stockpiling some of my works...\todokanu omoi no mama kyou mo yoru ga kite subete wo tsutsumu no...before it can reach the precious person right beside you.\Oh, and I've been thinking that it would be nice if I could make response:	some sake sets to sell at home as gifts to complement the sake.
context: Tonight is out helping move an office he's familiar with.\Are you all right, Yamada-san?\Yeah! Things are going rather well.\Miwako-san and Rika-san have been taking such good care of me, so I'm really motivated to do well.\I'm also stockpiling some of my works...\todokanu omoi no mama kyou mo yoru ga kite subete wo tsutsumu no...before it can reach the precious person right beside you.\Oh, and I've been thinking that it would be nice if I could make\some sake sets to sell at home as gifts to complement the sake. response:	By the way, I'll be going to Miwako-san's tonight for Leader's birthday party!
context: Are you all right, Yamada-san?\Yeah! Things are going rather well.\Miwako-san and Rika-san have been taking such good care of me, so I'm really motivated to do well.\I'm also stockpiling some of my works...\todokanu omoi no mama kyou mo yoru ga kite subete wo tsutsumu no...before it can reach the precious person right beside you.\Oh, and I've been thinking that it would be nice if I could make\some sake sets to sell at home as gifts to complement the sake.\By the way, I'll be going to Miwako-san's tonight for Leader's birthday party! response:	Woo Baby ai suru hito wa dakiau tabi namida wo nagasu Woo Baby, lovers will shed tears every time they embrace.
context: Yeah! Things are going rather well.\Miwako-san and Rika-san have been taking such good care of me, so I'm really motivated to do well.\I'm also stockpiling some of my works...\todokanu omoi no mama kyou mo yoru ga kite subete wo tsutsumu no...before it can reach the precious person right beside you.\Oh, and I've been thinking that it would be nice if I could make\some sake sets to sell at home as gifts to complement the sake.\By the way, I'll be going to Miwako-san's tonight for Leader's birthday party!\Woo Baby ai suru hito wa dakiau tabi namida wo nagasu Woo Baby, lovers will shed tears every time they embrace. response:	I see.
context: Miwako-san and Rika-san have been taking such good care of me, so I'm really motivated to do well.\I'm also stockpiling some of my works...\todokanu omoi no mama kyou mo yoru ga kite subete wo tsutsumu no...before it can reach the precious person right beside you.\Oh, and I've been thinking that it would be nice if I could make\some sake sets to sell at home as gifts to complement the sake.\By the way, I'll be going to Miwako-san's tonight for Leader's birthday party!\Woo Baby ai suru hito wa dakiau tabi namida wo nagasu Woo Baby, lovers will shed tears every time they embrace.\I see. response:	Please give Miwako-san and Leader my regards.
context: I'm also stockpiling some of my works...\todokanu omoi no mama kyou mo yoru ga kite subete wo tsutsumu no...before it can reach the precious person right beside you.\Oh, and I've been thinking that it would be nice if I could make\some sake sets to sell at home as gifts to complement the sake.\By the way, I'll be going to Miwako-san's tonight for Leader's birthday party!\Woo Baby ai suru hito wa dakiau tabi namida wo nagasu Woo Baby, lovers will shed tears every time they embrace.\I see.\Please give Miwako-san and Leader my regards. response:	Sure.
context: todokanu omoi no mama kyou mo yoru ga kite subete wo tsutsumu no...before it can reach the precious person right beside you.\Oh, and I've been thinking that it would be nice if I could make\some sake sets to sell at home as gifts to complement the sake.\By the way, I'll be going to Miwako-san's tonight for Leader's birthday party!\Woo Baby ai suru hito wa dakiau tabi namida wo nagasu Woo Baby, lovers will shed tears every time they embrace.\I see.\Please give Miwako-san and Leader my regards.\Sure. response:	Well, either way, I'm doing well over here...
context: Oh, and I've been thinking that it would be nice if I could make\some sake sets to sell at home as gifts to complement the sake.\By the way, I'll be going to Miwako-san's tonight for Leader's birthday party!\Woo Baby ai suru hito wa dakiau tabi namida wo nagasu Woo Baby, lovers will shed tears every time they embrace.\I see.\Please give Miwako-san and Leader my regards.\Sure.\Well, either way, I'm doing well over here... response:	Don't push yourself too hard.
context: some sake sets to sell at home as gifts to complement the sake.\By the way, I'll be going to Miwako-san's tonight for Leader's birthday party!\Woo Baby ai suru hito wa dakiau tabi namida wo nagasu Woo Baby, lovers will shed tears every time they embrace.\I see.\Please give Miwako-san and Leader my regards.\Sure.\Well, either way, I'm doing well over here...\Don't push yourself too hard. response:	Yeah, I'll be fine.
context: By the way, I'll be going to Miwako-san's tonight for Leader's birthday party!\Woo Baby ai suru hito wa dakiau tabi namida wo nagasu Woo Baby, lovers will shed tears every time they embrace.\I see.\Please give Miwako-san and Leader my regards.\Sure.\Well, either way, I'm doing well over here...\Don't push yourself too hard.\Yeah, I'll be fine. response:	Thanks.
context: Woo Baby ai suru hito wa dakiau tabi namida wo nagasu Woo Baby, lovers will shed tears every time they embrace.\I see.\Please give Miwako-san and Leader my regards.\Sure.\Well, either way, I'm doing well over here...\Don't push yourself too hard.\Yeah, I'll be fine.\Thanks. response:	Well then...
context: I see.\Please give Miwako-san and Leader my regards.\Sure.\Well, either way, I'm doing well over here...\Don't push yourself too hard.\Yeah, I'll be fine.\Thanks.\Well then... response:	Okay, please give Yamazaki-san my regards then.
context: Please give Miwako-san and Leader my regards.\Sure.\Well, either way, I'm doing well over here...\Don't push yourself too hard.\Yeah, I'll be fine.\Thanks.\Well then...\Okay, please give Yamazaki-san my regards then. response:	furueru yubi wo tsutsundemo anata no kanashimi wo shiru ni wa tarinai Holding your shaking fingers won't be enough to know your sorrow.
context: Sure.\Well, either way, I'm doing well over here...\Don't push yourself too hard.\Yeah, I'll be fine.\Thanks.\Well then...\Okay, please give Yamazaki-san my regards then.\furueru yubi wo tsutsundemo anata no kanashimi wo shiru ni wa tarinai Holding your shaking fingers won't be enough to know your sorrow. response:	Gotcha.
context: Well, either way, I'm doing well over here...\Don't push yourself too hard.\Yeah, I'll be fine.\Thanks.\Well then...\Okay, please give Yamazaki-san my regards then.\furueru yubi wo tsutsundemo anata no kanashimi wo shiru ni wa tarinai Holding your shaking fingers won't be enough to know your sorrow.\Gotcha. response:	See ya.
context: Don't push yourself too hard.\Yeah, I'll be fine.\Thanks.\Well then...\Okay, please give Yamazaki-san my regards then.\furueru yubi wo tsutsundemo anata no kanashimi wo shiru ni wa tarinai Holding your shaking fingers won't be enough to know your sorrow.\Gotcha.\See ya. response:	Have a good night.
context: Yeah, I'll be fine.\Thanks.\Well then...\Okay, please give Yamazaki-san my regards then.\furueru yubi wo tsutsundemo anata no kanashimi wo shiru ni wa tarinai Holding your shaking fingers won't be enough to know your sorrow.\Gotcha.\See ya.\Have a good night. response:	wakare no shunkan wa yami wo tsutatte The moment we part will come through the dark...
context: Thanks.\Well then...\Okay, please give Yamazaki-san my regards then.\furueru yubi wo tsutsundemo anata no kanashimi wo shiru ni wa tarinai Holding your shaking fingers won't be enough to know your sorrow.\Gotcha.\See ya.\Have a good night.\wakare no shunkan wa yami wo tsutatte The moment we part will come through the dark... response:	yagate omoide no subete wo itami ni kaeru...to turn all our memories into pain.
context: Well then...\Okay, please give Yamazaki-san my regards then.\furueru yubi wo tsutsundemo anata no kanashimi wo shiru ni wa tarinai Holding your shaking fingers won't be enough to know your sorrow.\Gotcha.\See ya.\Have a good night.\wakare no shunkan wa yami wo tsutatte The moment we part will come through the dark...\yagate omoide no subete wo itami ni kaeru...to turn all our memories into pain. response:	kanjiru itami wa koko ni ita koto The pain you feel is proof we were once here...
