context: My left arm! response:	I still have it?
context: What could this mean, Commentator Puck-san?\She doesn't have many friends,\so she craves things like nicknames.\She's easy to please.\My main heroine is easy to please, huh?!\Sister, Sister... It's only been a short time,\and now our guest looks like a drowned rat.\Rem, Rem. In just a short time, response:	our guest has turned into a dirty, old washrag.
context: She doesn't have many friends,\so she craves things like nicknames.\She's easy to please.\My main heroine is easy to please, huh?!\Sister, Sister... It's only been a short time,\and now our guest looks like a drowned rat.\Rem, Rem. In just a short time,\our guest has turned into a dirty, old washrag. response:	I know I'm a rat. You don't have to tell me.
context: so she craves things like nicknames.\She's easy to please.\My main heroine is easy to please, huh?!\Sister, Sister... It's only been a short time,\and now our guest looks like a drowned rat.\Rem, Rem. In just a short time,\our guest has turned into a dirty, old washrag.\I know I'm a rat. You don't have to tell me. response:	Our lord, Roswaal-sama, has returned.
context: She's easy to please.\My main heroine is easy to please, huh?!\Sister, Sister... It's only been a short time,\and now our guest looks like a drowned rat.\Rem, Rem. In just a short time,\our guest has turned into a dirty, old washrag.\I know I'm a rat. You don't have to tell me.\Our lord, Roswaal-sama, has returned. response:	Please come inside.
context: My main heroine is easy to please, huh?!\Sister, Sister... It's only been a short time,\and now our guest looks like a drowned rat.\Rem, Rem. In just a short time,\our guest has turned into a dirty, old washrag.\I know I'm a rat. You don't have to tell me.\Our lord, Roswaal-sama, has returned.\Please come inside. response:	Here we go.
context: Sister, Sister... It's only been a short time,\and now our guest looks like a drowned rat.\Rem, Rem. In just a short time,\our guest has turned into a dirty, old washrag.\I know I'm a rat. You don't have to tell me.\Our lord, Roswaal-sama, has returned.\Please come inside.\Here we go. response:	My third first meeting with the lord of the mansion.
context: and now our guest looks like a drowned rat.\Rem, Rem. In just a short time,\our guest has turned into a dirty, old washrag.\I know I'm a rat. You don't have to tell me.\Our lord, Roswaal-sama, has returned.\Please come inside.\Here we go.\My third first meeting with the lord of the mansion. response:	All I know for certain is that someone will attack on the fourth night.
context: Rem, Rem. In just a short time,\our guest has turned into a dirty, old washrag.\I know I'm a rat. You don't have to tell me.\Our lord, Roswaal-sama, has returned.\Please come inside.\Here we go.\My third first meeting with the lord of the mansion.\All I know for certain is that someone will attack on the fourth night. response:	It'd be ideal if I could let them know.
context: our guest has turned into a dirty, old washrag.\I know I'm a rat. You don't have to tell me.\Our lord, Roswaal-sama, has returned.\Please come inside.\Here we go.\My third first meeting with the lord of the mansion.\All I know for certain is that someone will attack on the fourth night.\It'd be ideal if I could let them know. response:	But I can't explain where I got the information,
context: I know I'm a rat. You don't have to tell me.\Our lord, Roswaal-sama, has returned.\Please come inside.\Here we go.\My third first meeting with the lord of the mansion.\All I know for certain is that someone will attack on the fourth night.\It'd be ideal if I could let them know.\But I can't explain where I got the information, response:	so they might think I'm working with the assassin.
context: Our lord, Roswaal-sama, has returned.\Please come inside.\Here we go.\My third first meeting with the lord of the mansion.\All I know for certain is that someone will attack on the fourth night.\It'd be ideal if I could let them know.\But I can't explain where I got the information,\so they might think I'm working with the assassin. response:	If I just knew even the attacker's physique,
context: Please come inside.\Here we go.\My third first meeting with the lord of the mansion.\All I know for certain is that someone will attack on the fourth night.\It'd be ideal if I could let them know.\But I can't explain where I got the information,\so they might think I'm working with the assassin.\If I just knew even the attacker's physique, response:	it might be a different story.
context: Here we go.\My third first meeting with the lord of the mansion.\All I know for certain is that someone will attack on the fourth night.\It'd be ideal if I could let them know.\But I can't explain where I got the information,\so they might think I'm working with the assassin.\If I just knew even the attacker's physique,\it might be a different story. response:	So this time, I'll use these next four days
context: My third first meeting with the lord of the mansion.\All I know for certain is that someone will attack on the fourth night.\It'd be ideal if I could let them know.\But I can't explain where I got the information,\so they might think I'm working with the assassin.\If I just knew even the attacker's physique,\it might be a different story.\So this time, I'll use these next four days response:	to gather information and learn who the attacker is.
context: All I know for certain is that someone will attack on the fourth night.\It'd be ideal if I could let them know.\But I can't explain where I got the information,\so they might think I'm working with the assassin.\If I just knew even the attacker's physique,\it might be a different story.\So this time, I'll use these next four days\to gather information and learn who the attacker is. response:	And to do that...
context: It'd be ideal if I could let them know.\But I can't explain where I got the information,\so they might think I'm working with the assassin.\If I just knew even the attacker's physique,\it might be a different story.\So this time, I'll use these next four days\to gather information and learn who the attacker is.\And to do that... response:	You may have any reward you request.
context: But I can't explain where I got the information,\so they might think I'm working with the assassin.\If I just knew even the attacker's physique,\it might be a different story.\So this time, I'll use these next four days\to gather information and learn who the attacker is.\And to do that...\You may have any reward you request. response:	Merely state your desire!
context: so they might think I'm working with the assassin.\If I just knew even the attacker's physique,\it might be a different story.\So this time, I'll use these next four days\to gather information and learn who the attacker is.\And to do that...\You may have any reward you request.\Merely state your desire! response:	In that case,
context: If I just knew even the attacker's physique,\it might be a different story.\So this time, I'll use these next four days\to gather information and learn who the attacker is.\And to do that...\You may have any reward you request.\Merely state your desire!\In that case, response:	let me live here as a house guest,
context: it might be a different story.\So this time, I'll use these next four days\to gather information and learn who the attacker is.\And to do that...\You may have any reward you request.\Merely state your desire!\In that case,\let me live here as a house guest, response:	and eat and sleep all I want!
context: So this time, I'll use these next four days\to gather information and learn who the attacker is.\And to do that...\You may have any reward you request.\Merely state your desire!\In that case,\let me live here as a house guest,\and eat and sleep all I want! response:	But how am I supposed to gather information?
context: to gather information and learn who the attacker is.\And to do that...\You may have any reward you request.\Merely state your desire!\In that case,\let me live here as a house guest,\and eat and sleep all I want!\But how am I supposed to gather information? response:	I guess I'll start with some indirect questioning...
context: And to do that...\You may have any reward you request.\Merely state your desire!\In that case,\let me live here as a house guest,\and eat and sleep all I want!\But how am I supposed to gather information?\I guess I'll start with some indirect questioning... response:	That's where I fell.
context: You may have any reward you request.\Merely state your desire!\In that case,\let me live here as a house guest,\and eat and sleep all I want!\But how am I supposed to gather information?\I guess I'll start with some indirect questioning...\That's where I fell. response:	Sorry for the trouble...
context: Merely state your desire!\In that case,\let me live here as a house guest,\and eat and sleep all I want!\But how am I supposed to gather information?\I guess I'll start with some indirect questioning...\That's where I fell.\Sorry for the trouble... response:	Of course. If you'll excuse me, sir.
context: In that case,\let me live here as a house guest,\and eat and sleep all I want!\But how am I supposed to gather information?\I guess I'll start with some indirect questioning...\That's where I fell.\Sorry for the trouble...\Of course. If you'll excuse me, sir. response:	Wait.
context: let me live here as a house guest,\and eat and sleep all I want!\But how am I supposed to gather information?\I guess I'll start with some indirect questioning...\That's where I fell.\Sorry for the trouble...\Of course. If you'll excuse me, sir.\Wait. response:	I didn't even get a chance to talk.
context: and eat and sleep all I want!\But how am I supposed to gather information?\I guess I'll start with some indirect questioning...\That's where I fell.\Sorry for the trouble...\Of course. If you'll excuse me, sir.\Wait.\I didn't even get a chance to talk. response:	I don't see anything out of the ordinary...
context: But how am I supposed to gather information?\I guess I'll start with some indirect questioning...\That's where I fell.\Sorry for the trouble...\Of course. If you'll excuse me, sir.\Wait.\I didn't even get a chance to talk.\I don't see anything out of the ordinary... response:	What do you not see?
context: I guess I'll start with some indirect questioning...\That's where I fell.\Sorry for the trouble...\Of course. If you'll excuse me, sir.\Wait.\I didn't even get a chance to talk.\I don't see anything out of the ordinary...\What do you not see? response:	Ros-chi...
context: That's where I fell.\Sorry for the trouble...\Of course. If you'll excuse me, sir.\Wait.\I didn't even get a chance to talk.\I don't see anything out of the ordinary...\What do you not see?\Ros-chi... response:	Don't scare me like that. It's misleading.
context: Sorry for the trouble...\Of course. If you'll excuse me, sir.\Wait.\I didn't even get a chance to talk.\I don't see anything out of the ordinary...\What do you not see?\Ros-chi...\Don't scare me like that. It's misleading. response:	Magic - died of weakness in sleep Sound of chains Roswaal's chains X Misleading!!
context: Of course. If you'll excuse me, sir.\Wait.\I didn't even get a chance to talk.\I don't see anything out of the ordinary...\What do you not see?\Ros-chi...\Don't scare me like that. It's misleading.\Magic - died of weakness in sleep Sound of chains Roswaal's chains X Misleading!! response:	Come in!
context: Wait.\I didn't even get a chance to talk.\I don't see anything out of the ordinary...\What do you not see?\Ros-chi...\Don't scare me like that. It's misleading.\Magic - died of weakness in sleep Sound of chains Roswaal's chains X Misleading!!\Come in! response:	Here you go, sir.
context: I didn't even get a chance to talk.\I don't see anything out of the ordinary...\What do you not see?\Ros-chi...\Don't scare me like that. It's misleading.\Magic - died of weakness in sleep Sound of chains Roswaal's chains X Misleading!!\Come in!\Here you go, sir. response:	Oh, thanks. Want to drink it with me?
context: I don't see anything out of the ordinary...\What do you not see?\Ros-chi...\Don't scare me like that. It's misleading.\Magic - died of weakness in sleep Sound of chains Roswaal's chains X Misleading!!\Come in!\Here you go, sir.\Oh, thanks. Want to drink it with me? response:	No, thank you, sir.
context: What do you not see?\Ros-chi...\Don't scare me like that. It's misleading.\Magic - died of weakness in sleep Sound of chains Roswaal's chains X Misleading!!\Come in!\Here you go, sir.\Oh, thanks. Want to drink it with me?\No, thank you, sir. response:	Hey, you can be a little friendlier to me if you want...
context: Ros-chi...\Don't scare me like that. It's misleading.\Magic - died of weakness in sleep Sound of chains Roswaal's chains X Misleading!!\Come in!\Here you go, sir.\Oh, thanks. Want to drink it with me?\No, thank you, sir.\Hey, you can be a little friendlier to me if you want... response:	Well, it's my first day. I guess it makes sense.
context: Don't scare me like that. It's misleading.\Magic - died of weakness in sleep Sound of chains Roswaal's chains X Misleading!!\Come in!\Here you go, sir.\Oh, thanks. Want to drink it with me?\No, thank you, sir.\Hey, you can be a little friendlier to me if you want...\Well, it's my first day. I guess it makes sense. response:	Yo!
context: Magic - died of weakness in sleep Sound of chains Roswaal's chains X Misleading!!\Come in!\Here you go, sir.\Oh, thanks. Want to drink it with me?\No, thank you, sir.\Hey, you can be a little friendlier to me if you want...\Well, it's my first day. I guess it makes sense.\Yo! response:	Every day, you come in here without even knocking.
context: Come in!\Here you go, sir.\Oh, thanks. Want to drink it with me?\No, thank you, sir.\Hey, you can be a little friendlier to me if you want...\Well, it's my first day. I guess it makes sense.\Yo!\Every day, you come in here without even knocking. response:	You truly have no manners whatsoever.
context: Here you go, sir.\Oh, thanks. Want to drink it with me?\No, thank you, sir.\Hey, you can be a little friendlier to me if you want...\Well, it's my first day. I guess it makes sense.\Yo!\Every day, you come in here without even knocking.\You truly have no manners whatsoever. response:	Leaving would be in your best interest, before you get blown away, I suppose.
context: Oh, thanks. Want to drink it with me?\No, thank you, sir.\Hey, you can be a little friendlier to me if you want...\Well, it's my first day. I guess it makes sense.\Yo!\Every day, you come in here without even knocking.\You truly have no manners whatsoever.\Leaving would be in your best interest, before you get blown away, I suppose. response:	Whoa! Wait, wait...
context: No, thank you, sir.\Hey, you can be a little friendlier to me if you want...\Well, it's my first day. I guess it makes sense.\Yo!\Every day, you come in here without even knocking.\You truly have no manners whatsoever.\Leaving would be in your best interest, before you get blown away, I suppose.\Whoa! Wait, wait... response:	I just want to ask you something.
context: Hey, you can be a little friendlier to me if you want...\Well, it's my first day. I guess it makes sense.\Yo!\Every day, you come in here without even knocking.\You truly have no manners whatsoever.\Leaving would be in your best interest, before you get blown away, I suppose.\Whoa! Wait, wait...\I just want to ask you something. response:	Is there any magic that weakens and kills someone, as if putting them to sleep?
context: Well, it's my first day. I guess it makes sense.\Yo!\Every day, you come in here without even knocking.\You truly have no manners whatsoever.\Leaving would be in your best interest, before you get blown away, I suppose.\Whoa! Wait, wait...\I just want to ask you something.\Is there any magic that weakens and kills someone, as if putting them to sleep? response:	If I must answer, then yes, there is.
context: Yo!\Every day, you come in here without even knocking.\You truly have no manners whatsoever.\Leaving would be in your best interest, before you get blown away, I suppose.\Whoa! Wait, wait...\I just want to ask you something.\Is there any magic that weakens and kills someone, as if putting them to sleep?\If I must answer, then yes, there is. response:	There is?
context: Every day, you come in here without even knocking.\You truly have no manners whatsoever.\Leaving would be in your best interest, before you get blown away, I suppose.\Whoa! Wait, wait...\I just want to ask you something.\Is there any magic that weakens and kills someone, as if putting them to sleep?\If I must answer, then yes, there is.\There is? response:	But it isn't so much magic as it is a curse, I suppose.
context: You truly have no manners whatsoever.\Leaving would be in your best interest, before you get blown away, I suppose.\Whoa! Wait, wait...\I just want to ask you something.\Is there any magic that weakens and kills someone, as if putting them to sleep?\If I must answer, then yes, there is.\There is?\But it isn't so much magic as it is a curse, I suppose. response:	There are many such things among the spells that shamans specialize in.
context: Leaving would be in your best interest, before you get blown away, I suppose.\Whoa! Wait, wait...\I just want to ask you something.\Is there any magic that weakens and kills someone, as if putting them to sleep?\If I must answer, then yes, there is.\There is?\But it isn't so much magic as it is a curse, I suppose.\There are many such things among the spells that shamans specialize in. response:	Shamans?
context: Whoa! Wait, wait...\I just want to ask you something.\Is there any magic that weakens and kills someone, as if putting them to sleep?\If I must answer, then yes, there is.\There is?\But it isn't so much magic as it is a curse, I suppose.\There are many such things among the spells that shamans specialize in.\Shamans? response:	Magicians.
context: I just want to ask you something.\Is there any magic that weakens and kills someone, as if putting them to sleep?\If I must answer, then yes, there is.\There is?\But it isn't so much magic as it is a curse, I suppose.\There are many such things among the spells that shamans specialize in.\Shamans?\Magicians. response:	However, shamans are a subclass of magic- and spirit-arts users,
context: Is there any magic that weakens and kills someone, as if putting them to sleep?\If I must answer, then yes, there is.\There is?\But it isn't so much magic as it is a curse, I suppose.\There are many such things among the spells that shamans specialize in.\Shamans?\Magicians.\However, shamans are a subclass of magic- and spirit-arts users, response:	originating in the northern nation of Gusteco, I suppose.
context: If I must answer, then yes, there is.\There is?\But it isn't so much magic as it is a curse, I suppose.\There are many such things among the spells that shamans specialize in.\Shamans?\Magicians.\However, shamans are a subclass of magic- and spirit-arts users,\originating in the northern nation of Gusteco, I suppose. response:	They're all quite useless, and not to be taken seriously.
context: There is?\But it isn't so much magic as it is a curse, I suppose.\There are many such things among the spells that shamans specialize in.\Shamans?\Magicians.\However, shamans are a subclass of magic- and spirit-arts users,\originating in the northern nation of Gusteco, I suppose.\They're all quite useless, and not to be taken seriously. response:	But there is an easier method than a curse, I suppose.
context: But it isn't so much magic as it is a curse, I suppose.\There are many such things among the spells that shamans specialize in.\Shamans?\Magicians.\However, shamans are a subclass of magic- and spirit-arts users,\originating in the northern nation of Gusteco, I suppose.\They're all quite useless, and not to be taken seriously.\But there is an easier method than a curse, I suppose. response:	Easier?
context: There are many such things among the spells that shamans specialize in.\Shamans?\Magicians.\However, shamans are a subclass of magic- and spirit-arts users,\originating in the northern nation of Gusteco, I suppose.\They're all quite useless, and not to be taken seriously.\But there is an easier method than a curse, I suppose.\Easier? response:	I believe you've already experienced it.
context: Shamans?\Magicians.\However, shamans are a subclass of magic- and spirit-arts users,\originating in the northern nation of Gusteco, I suppose.\They're all quite useless, and not to be taken seriously.\But there is an easier method than a curse, I suppose.\Easier?\I believe you've already experienced it. response:	Wait, you mean...
context: Magicians.\However, shamans are a subclass of magic- and spirit-arts users,\originating in the northern nation of Gusteco, I suppose.\They're all quite useless, and not to be taken seriously.\But there is an easier method than a curse, I suppose.\Easier?\I believe you've already experienced it.\Wait, you mean... response:	That mana drain you did against my will could actually kill me?
context: However, shamans are a subclass of magic- and spirit-arts users,\originating in the northern nation of Gusteco, I suppose.\They're all quite useless, and not to be taken seriously.\But there is an easier method than a curse, I suppose.\Easier?\I believe you've already experienced it.\Wait, you mean...\That mana drain you did against my will could actually kill me? response:	Mana is also one's very life force.
context: originating in the northern nation of Gusteco, I suppose.\They're all quite useless, and not to be taken seriously.\But there is an easier method than a curse, I suppose.\Easier?\I believe you've already experienced it.\Wait, you mean...\That mana drain you did against my will could actually kill me?\Mana is also one's very life force. response:	If you continually suck it out, one could die of weakness, I suppose.
context: They're all quite useless, and not to be taken seriously.\But there is an easier method than a curse, I suppose.\Easier?\I believe you've already experienced it.\Wait, you mean...\That mana drain you did against my will could actually kill me?\Mana is also one's very life force.\If you continually suck it out, one could die of weakness, I suppose. response:	Wait... You're not the one who killed me, are you?
context: But there is an easier method than a curse, I suppose.\Easier?\I believe you've already experienced it.\Wait, you mean...\That mana drain you did against my will could actually kill me?\Mana is also one's very life force.\If you continually suck it out, one could die of weakness, I suppose.\Wait... You're not the one who killed me, are you? response:	Sorry to disappoint you, but I'm busy.
context: Easier?\I believe you've already experienced it.\Wait, you mean...\That mana drain you did against my will could actually kill me?\Mana is also one's very life force.\If you continually suck it out, one could die of weakness, I suppose.\Wait... You're not the one who killed me, are you?\Sorry to disappoint you, but I'm busy. response:	I couldn't even spare the effort to kill you...
context: I believe you've already experienced it.\Wait, you mean...\That mana drain you did against my will could actually kill me?\Mana is also one's very life force.\If you continually suck it out, one could die of weakness, I suppose.\Wait... You're not the one who killed me, are you?\Sorry to disappoint you, but I'm busy.\I couldn't even spare the effort to kill you... response:	Is this what you want?
context: Wait, you mean...\That mana drain you did against my will could actually kill me?\Mana is also one's very life force.\If you continually suck it out, one could die of weakness, I suppose.\Wait... You're not the one who killed me, are you?\Sorry to disappoint you, but I'm busy.\I couldn't even spare the effort to kill you...\Is this what you want? response:	So, uh...
context: That mana drain you did against my will could actually kill me?\Mana is also one's very life force.\If you continually suck it out, one could die of weakness, I suppose.\Wait... You're not the one who killed me, are you?\Sorry to disappoint you, but I'm busy.\I couldn't even spare the effort to kill you...\Is this what you want?\So, uh... response:	Oh, yeah.
context: Mana is also one's very life force.\If you continually suck it out, one could die of weakness, I suppose.\Wait... You're not the one who killed me, are you?\Sorry to disappoint you, but I'm busy.\I couldn't even spare the effort to kill you...\Is this what you want?\So, uh...\Oh, yeah. response:	Can anyone do that mana-sucking thing?
context: If you continually suck it out, one could die of weakness, I suppose.\Wait... You're not the one who killed me, are you?\Sorry to disappoint you, but I'm busy.\I couldn't even spare the effort to kill you...\Is this what you want?\So, uh...\Oh, yeah.\Can anyone do that mana-sucking thing? response:	That's an absolutely terrible way to put it, I suppose.
context: Wait... You're not the one who killed me, are you?\Sorry to disappoint you, but I'm busy.\I couldn't even spare the effort to kill you...\Is this what you want?\So, uh...\Oh, yeah.\Can anyone do that mana-sucking thing?\That's an absolutely terrible way to put it, I suppose. response:	In this mansion, only Bubby and I can.
context: Sorry to disappoint you, but I'm busy.\I couldn't even spare the effort to kill you...\Is this what you want?\So, uh...\Oh, yeah.\Can anyone do that mana-sucking thing?\That's an absolutely terrible way to put it, I suppose.\In this mansion, only Bubby and I can. response:	Even Roswaal can't.
context: I couldn't even spare the effort to kill you...\Is this what you want?\So, uh...\Oh, yeah.\Can anyone do that mana-sucking thing?\That's an absolutely terrible way to put it, I suppose.\In this mansion, only Bubby and I can.\Even Roswaal can't. response:	Oh... It's actually a pretty rare skill, then.
context: Is this what you want?\So, uh...\Oh, yeah.\Can anyone do that mana-sucking thing?\That's an absolutely terrible way to put it, I suppose.\In this mansion, only Bubby and I can.\Even Roswaal can't.\Oh... It's actually a pretty rare skill, then. response:	Don't suck up that stuff too much.
context: So, uh...\Oh, yeah.\Can anyone do that mana-sucking thing?\That's an absolutely terrible way to put it, I suppose.\In this mansion, only Bubby and I can.\Even Roswaal can't.\Oh... It's actually a pretty rare skill, then.\Don't suck up that stuff too much. response:	Especially from me.
context: Oh, yeah.\Can anyone do that mana-sucking thing?\That's an absolutely terrible way to put it, I suppose.\In this mansion, only Bubby and I can.\Even Roswaal can't.\Oh... It's actually a pretty rare skill, then.\Don't suck up that stuff too much.\Especially from me. response:	I'm really short on blood right now, so I'd die in a heartbeat.
context: Can anyone do that mana-sucking thing?\That's an absolutely terrible way to put it, I suppose.\In this mansion, only Bubby and I can.\Even Roswaal can't.\Oh... It's actually a pretty rare skill, then.\Don't suck up that stuff too much.\Especially from me.\I'm really short on blood right now, so I'd die in a heartbeat. response:	Yes, all your organs were restored,
context: That's an absolutely terrible way to put it, I suppose.\In this mansion, only Bubby and I can.\Even Roswaal can't.\Oh... It's actually a pretty rare skill, then.\Don't suck up that stuff too much.\Especially from me.\I'm really short on blood right now, so I'd die in a heartbeat.\Yes, all your organs were restored, response:	but your blood wasn't replaced, I suppose.
context: In this mansion, only Bubby and I can.\Even Roswaal can't.\Oh... It's actually a pretty rare skill, then.\Don't suck up that stuff too much.\Especially from me.\I'm really short on blood right now, so I'd die in a heartbeat.\Yes, all your organs were restored,\but your blood wasn't replaced, I suppose. response:	Well, I have no obligation to do so, anyway.
context: Even Roswaal can't.\Oh... It's actually a pretty rare skill, then.\Don't suck up that stuff too much.\Especially from me.\I'm really short on blood right now, so I'd die in a heartbeat.\Yes, all your organs were restored,\but your blood wasn't replaced, I suppose.\Well, I have no obligation to do so, anyway. response:	My organs?
context: Oh... It's actually a pretty rare skill, then.\Don't suck up that stuff too much.\Especially from me.\I'm really short on blood right now, so I'd die in a heartbeat.\Yes, all your organs were restored,\but your blood wasn't replaced, I suppose.\Well, I have no obligation to do so, anyway.\My organs? response:	The way you said that
context: Don't suck up that stuff too much.\Especially from me.\I'm really short on blood right now, so I'd die in a heartbeat.\Yes, all your organs were restored,\but your blood wasn't replaced, I suppose.\Well, I have no obligation to do so, anyway.\My organs?\The way you said that response:	makes it sound like you were the one who healed my wounds.
context: Especially from me.\I'm really short on blood right now, so I'd die in a heartbeat.\Yes, all your organs were restored,\but your blood wasn't replaced, I suppose.\Well, I have no obligation to do so, anyway.\My organs?\The way you said that\makes it sound like you were the one who healed my wounds. response:	Trying to take the credit from Emilia-tan makes you look bad!
context: I'm really short on blood right now, so I'd die in a heartbeat.\Yes, all your organs were restored,\but your blood wasn't replaced, I suppose.\Well, I have no obligation to do so, anyway.\My organs?\The way you said that\makes it sound like you were the one who healed my wounds.\Trying to take the credit from Emilia-tan makes you look bad! response:	That silly girl doesn't have the power to heal fatal wounds yet, I suppose.
context: Yes, all your organs were restored,\but your blood wasn't replaced, I suppose.\Well, I have no obligation to do so, anyway.\My organs?\The way you said that\makes it sound like you were the one who healed my wounds.\Trying to take the credit from Emilia-tan makes you look bad!\That silly girl doesn't have the power to heal fatal wounds yet, I suppose. response:	Eh?
context: but your blood wasn't replaced, I suppose.\Well, I have no obligation to do so, anyway.\My organs?\The way you said that\makes it sound like you were the one who healed my wounds.\Trying to take the credit from Emilia-tan makes you look bad!\That silly girl doesn't have the power to heal fatal wounds yet, I suppose.\Eh? response:	She and Bubby stabilized you, and I healed your wounds.
context: Well, I have no obligation to do so, anyway.\My organs?\The way you said that\makes it sound like you were the one who healed my wounds.\Trying to take the credit from Emilia-tan makes you look bad!\That silly girl doesn't have the power to heal fatal wounds yet, I suppose.\Eh?\She and Bubby stabilized you, and I healed your wounds. response:	Huh?!
context: My organs?\The way you said that\makes it sound like you were the one who healed my wounds.\Trying to take the credit from Emilia-tan makes you look bad!\That silly girl doesn't have the power to heal fatal wounds yet, I suppose.\Eh?\She and Bubby stabilized you, and I healed your wounds.\Huh?! response:	F-For real? You're kidding, right?
context: The way you said that\makes it sound like you were the one who healed my wounds.\Trying to take the credit from Emilia-tan makes you look bad!\That silly girl doesn't have the power to heal fatal wounds yet, I suppose.\Eh?\She and Bubby stabilized you, and I healed your wounds.\Huh?!\F-For real? You're kidding, right? response:	Of course... It's a lie.
context: makes it sound like you were the one who healed my wounds.\Trying to take the credit from Emilia-tan makes you look bad!\That silly girl doesn't have the power to heal fatal wounds yet, I suppose.\Eh?\She and Bubby stabilized you, and I healed your wounds.\Huh?!\F-For real? You're kidding, right?\Of course... It's a lie. response:	It was a lie! It's not nice to lie!
context: Trying to take the credit from Emilia-tan makes you look bad!\That silly girl doesn't have the power to heal fatal wounds yet, I suppose.\Eh?\She and Bubby stabilized you, and I healed your wounds.\Huh?!\F-For real? You're kidding, right?\Of course... It's a lie.\It was a lie! It's not nice to lie! response:	No lying...
context: That silly girl doesn't have the power to heal fatal wounds yet, I suppose.\Eh?\She and Bubby stabilized you, and I healed your wounds.\Huh?!\F-For real? You're kidding, right?\Of course... It's a lie.\It was a lie! It's not nice to lie!\No lying... response:	Shut up, I suppose.
context: Eh?\She and Bubby stabilized you, and I healed your wounds.\Huh?!\F-For real? You're kidding, right?\Of course... It's a lie.\It was a lie! It's not nice to lie!\No lying...\Shut up, I suppose. response:	You're too averse to the truth.
context: She and Bubby stabilized you, and I healed your wounds.\Huh?!\F-For real? You're kidding, right?\Of course... It's a lie.\It was a lie! It's not nice to lie!\No lying...\Shut up, I suppose.\You're too averse to the truth. response:	Someone not worth saving should disappear, I suppose!
context: Huh?!\F-For real? You're kidding, right?\Of course... It's a lie.\It was a lie! It's not nice to lie!\No lying...\Shut up, I suppose.\You're too averse to the truth.\Someone not worth saving should disappear, I suppose! response:	Um...
context: F-For real? You're kidding, right?\Of course... It's a lie.\It was a lie! It's not nice to lie!\No lying...\Shut up, I suppose.\You're too averse to the truth.\Someone not worth saving should disappear, I suppose!\Um... response:	Once again, are you all right?
context: Of course... It's a lie.\It was a lie! It's not nice to lie!\No lying...\Shut up, I suppose.\You're too averse to the truth.\Someone not worth saving should disappear, I suppose!\Um...\Once again, are you all right? response:	So, in the end, the key words are curse and chains.
context: It was a lie! It's not nice to lie!\No lying...\Shut up, I suppose.\You're too averse to the truth.\Someone not worth saving should disappear, I suppose!\Um...\Once again, are you all right?\So, in the end, the key words are curse and chains. response:	I don't know anything else.
context: No lying...\Shut up, I suppose.\You're too averse to the truth.\Someone not worth saving should disappear, I suppose!\Um...\Once again, are you all right?\So, in the end, the key words are curse and chains.\I don't know anything else. response:	If Return by Death's conditions are the same,
context: Shut up, I suppose.\You're too averse to the truth.\Someone not worth saving should disappear, I suppose!\Um...\Once again, are you all right?\So, in the end, the key words are curse and chains.\I don't know anything else.\If Return by Death's conditions are the same, response:	I died three times in the capital, and survived the fourth time.
context: You're too averse to the truth.\Someone not worth saving should disappear, I suppose!\Um...\Once again, are you all right?\So, in the end, the key words are curse and chains.\I don't know anything else.\If Return by Death's conditions are the same,\I died three times in the capital, and survived the fourth time. response:	But that doesn't mean I intend to treat this as a throwaway life.
context: Someone not worth saving should disappear, I suppose!\Um...\Once again, are you all right?\So, in the end, the key words are curse and chains.\I don't know anything else.\If Return by Death's conditions are the same,\I died three times in the capital, and survived the fourth time.\But that doesn't mean I intend to treat this as a throwaway life. response:	That's why I asked Puck to keep an eye on Emilia for me.
context: Um...\Once again, are you all right?\So, in the end, the key words are curse and chains.\I don't know anything else.\If Return by Death's conditions are the same,\I died three times in the capital, and survived the fourth time.\But that doesn't mean I intend to treat this as a throwaway life.\That's why I asked Puck to keep an eye on Emilia for me. response:	Sure.
context: Once again, are you all right?\So, in the end, the key words are curse and chains.\I don't know anything else.\If Return by Death's conditions are the same,\I died three times in the capital, and survived the fourth time.\But that doesn't mean I intend to treat this as a throwaway life.\That's why I asked Puck to keep an eye on Emilia for me.\Sure. response:	This is all really vague,
context: So, in the end, the key words are curse and chains.\I don't know anything else.\If Return by Death's conditions are the same,\I died three times in the capital, and survived the fourth time.\But that doesn't mean I intend to treat this as a throwaway life.\That's why I asked Puck to keep an eye on Emilia for me.\Sure.\This is all really vague, response:	but I can tell you're asking out of concern for Lia.
context: I don't know anything else.\If Return by Death's conditions are the same,\I died three times in the capital, and survived the fourth time.\But that doesn't mean I intend to treat this as a throwaway life.\That's why I asked Puck to keep an eye on Emilia for me.\Sure.\This is all really vague,\but I can tell you're asking out of concern for Lia. response:	On the morning of the fourth day, I'll leave here and
context: If Return by Death's conditions are the same,\I died three times in the capital, and survived the fourth time.\But that doesn't mean I intend to treat this as a throwaway life.\That's why I asked Puck to keep an eye on Emilia for me.\Sure.\This is all really vague,\but I can tell you're asking out of concern for Lia.\On the morning of the fourth day, I'll leave here and response:	Magic - died of weakness in sleep Sound of chains Roswaal's chains X Misleading!!
