context: Well then, I'm going back home. response:	Did you hear, Inuyasha?
context: It's really irritating.\Kagome is so patient in dealing with you.\I couldn't agree more!\I'm just going back for more bandages and medicine.\I'll be right back.\But don't tell Inuyasha that.\It's good to make him worry sometimes.\I promised Kagome. I'll keep quiet. response:	No matter how you look at it, Koga's love is one-sided.
context: Kagome is so patient in dealing with you.\I couldn't agree more!\I'm just going back for more bandages and medicine.\I'll be right back.\But don't tell Inuyasha that.\It's good to make him worry sometimes.\I promised Kagome. I'll keep quiet.\No matter how you look at it, Koga's love is one-sided. response:	No need to be so nervous.
context: I couldn't agree more!\I'm just going back for more bandages and medicine.\I'll be right back.\But don't tell Inuyasha that.\It's good to make him worry sometimes.\I promised Kagome. I'll keep quiet.\No matter how you look at it, Koga's love is one-sided.\No need to be so nervous. response:	What a bother!
context: I'm just going back for more bandages and medicine.\I'll be right back.\But don't tell Inuyasha that.\It's good to make him worry sometimes.\I promised Kagome. I'll keep quiet.\No matter how you look at it, Koga's love is one-sided.\No need to be so nervous.\What a bother! response:	Listening to you all talk, it's as though it's all my fault!
context: I'll be right back.\But don't tell Inuyasha that.\It's good to make him worry sometimes.\I promised Kagome. I'll keep quiet.\No matter how you look at it, Koga's love is one-sided.\No need to be so nervous.\What a bother!\Listening to you all talk, it's as though it's all my fault! response:	I won't apologize! Not me!
context: But don't tell Inuyasha that.\It's good to make him worry sometimes.\I promised Kagome. I'll keep quiet.\No matter how you look at it, Koga's love is one-sided.\No need to be so nervous.\What a bother!\Listening to you all talk, it's as though it's all my fault!\I won't apologize! Not me! response:	Stupid Kagome!
context: It's good to make him worry sometimes.\I promised Kagome. I'll keep quiet.\No matter how you look at it, Koga's love is one-sided.\No need to be so nervous.\What a bother!\Listening to you all talk, it's as though it's all my fault!\I won't apologize! Not me!\Stupid Kagome! response:	Just'cuz you didn't come back right away...
context: I promised Kagome. I'll keep quiet.\No matter how you look at it, Koga's love is one-sided.\No need to be so nervous.\What a bother!\Listening to you all talk, it's as though it's all my fault!\I won't apologize! Not me!\Stupid Kagome!\Just'cuz you didn't come back right away... response:	I'm getting all the blame.
context: No matter how you look at it, Koga's love is one-sided.\No need to be so nervous.\What a bother!\Listening to you all talk, it's as though it's all my fault!\I won't apologize! Not me!\Stupid Kagome!\Just'cuz you didn't come back right away...\I'm getting all the blame. response:	What'd I do anyway?
context: No need to be so nervous.\What a bother!\Listening to you all talk, it's as though it's all my fault!\I won't apologize! Not me!\Stupid Kagome!\Just'cuz you didn't come back right away...\I'm getting all the blame.\What'd I do anyway? response:	Kagome, are you angry with me, after all?
context: What a bother!\Listening to you all talk, it's as though it's all my fault!\I won't apologize! Not me!\Stupid Kagome!\Just'cuz you didn't come back right away...\I'm getting all the blame.\What'd I do anyway?\Kagome, are you angry with me, after all? response:	I wonder what she's doing now...
context: Listening to you all talk, it's as though it's all my fault!\I won't apologize! Not me!\Stupid Kagome!\Just'cuz you didn't come back right away...\I'm getting all the blame.\What'd I do anyway?\Kagome, are you angry with me, after all?\I wonder what she's doing now... response:	A demon's scent!
context: I won't apologize! Not me!\Stupid Kagome!\Just'cuz you didn't come back right away...\I'm getting all the blame.\What'd I do anyway?\Kagome, are you angry with me, after all?\I wonder what she's doing now...\A demon's scent! response:	W- what's that?!
context: Stupid Kagome!\Just'cuz you didn't come back right away...\I'm getting all the blame.\What'd I do anyway?\Kagome, are you angry with me, after all?\I wonder what she's doing now...\A demon's scent!\W- what's that?! response:	A giant soul collector?!
context: Just'cuz you didn't come back right away...\I'm getting all the blame.\What'd I do anyway?\Kagome, are you angry with me, after all?\I wonder what she's doing now...\A demon's scent!\W- what's that?!\A giant soul collector?! response:	K-Kikyo!
context: I'm getting all the blame.\What'd I do anyway?\Kagome, are you angry with me, after all?\I wonder what she's doing now...\A demon's scent!\W- what's that?!\A giant soul collector?!\K-Kikyo! response:	Inuyasha...
context: What'd I do anyway?\Kagome, are you angry with me, after all?\I wonder what she's doing now...\A demon's scent!\W- what's that?!\A giant soul collector?!\K-Kikyo!\Inuyasha... response:	Kikyo!
context: Kagome, are you angry with me, after all?\I wonder what she's doing now...\A demon's scent!\W- what's that?!\A giant soul collector?!\K-Kikyo!\Inuyasha...\Kikyo! response:	You're badly hurt! What happened?!
context: I wonder what she's doing now...\A demon's scent!\W- what's that?!\A giant soul collector?!\K-Kikyo!\Inuyasha...\Kikyo!\You're badly hurt! What happened?! response:	Poison insects?
context: A demon's scent!\W- what's that?!\A giant soul collector?!\K-Kikyo!\Inuyasha...\Kikyo!\You're badly hurt! What happened?!\Poison insects? response:	Is this another one of Naraku's tricks?!
context: W- what's that?!\A giant soul collector?!\K-Kikyo!\Inuyasha...\Kikyo!\You're badly hurt! What happened?!\Poison insects?\Is this another one of Naraku's tricks?! response:	W-where is?
context: A giant soul collector?!\K-Kikyo!\Inuyasha...\Kikyo!\You're badly hurt! What happened?!\Poison insects?\Is this another one of Naraku's tricks?!\W-where is? response:	He plans to get rid of Kikyo!
context: K-Kikyo!\Inuyasha...\Kikyo!\You're badly hurt! What happened?!\Poison insects?\Is this another one of Naraku's tricks?!\W-where is?\He plans to get rid of Kikyo! response:	I won't allow it!
context: Inuyasha...\Kikyo!\You're badly hurt! What happened?!\Poison insects?\Is this another one of Naraku's tricks?!\W-where is?\He plans to get rid of Kikyo!\I won't allow it! response:	As if I'd allow Naraku to kill Kikyo!
context: Kikyo!\You're badly hurt! What happened?!\Poison insects?\Is this another one of Naraku's tricks?!\W-where is?\He plans to get rid of Kikyo!\I won't allow it!\As if I'd allow Naraku to kill Kikyo! response:	Kikyo... I'll take care of that demon right away.
context: You're badly hurt! What happened?!\Poison insects?\Is this another one of Naraku's tricks?!\W-where is?\He plans to get rid of Kikyo!\I won't allow it!\As if I'd allow Naraku to kill Kikyo!\Kikyo... I'll take care of that demon right away. response:	So stay quiet here.
context: Poison insects?\Is this another one of Naraku's tricks?!\W-where is?\He plans to get rid of Kikyo!\I won't allow it!\As if I'd allow Naraku to kill Kikyo!\Kikyo... I'll take care of that demon right away.\So stay quiet here. response:	Demon!
context: Is this another one of Naraku's tricks?!\W-where is?\He plans to get rid of Kikyo!\I won't allow it!\As if I'd allow Naraku to kill Kikyo!\Kikyo... I'll take care of that demon right away.\So stay quiet here.\Demon! response:	My coming here...
context: W-where is?\He plans to get rid of Kikyo!\I won't allow it!\As if I'd allow Naraku to kill Kikyo!\Kikyo... I'll take care of that demon right away.\So stay quiet here.\Demon!\My coming here... response:	is your death sentence!
context: He plans to get rid of Kikyo!\I won't allow it!\As if I'd allow Naraku to kill Kikyo!\Kikyo... I'll take care of that demon right away.\So stay quiet here.\Demon!\My coming here...\is your death sentence! response:	Die!
context: I won't allow it!\As if I'd allow Naraku to kill Kikyo!\Kikyo... I'll take care of that demon right away.\So stay quiet here.\Demon!\My coming here...\is your death sentence!\Die! response:	Take this!
context: As if I'd allow Naraku to kill Kikyo!\Kikyo... I'll take care of that demon right away.\So stay quiet here.\Demon!\My coming here...\is your death sentence!\Die!\Take this! response:	Without the souls of the dead, you cannot stay alive... Kikyo.
context: Kikyo... I'll take care of that demon right away.\So stay quiet here.\Demon!\My coming here...\is your death sentence!\Die!\Take this!\Without the souls of the dead, you cannot stay alive... Kikyo. response:	Kikyo!
context: So stay quiet here.\Demon!\My coming here...\is your death sentence!\Die!\Take this!\Without the souls of the dead, you cannot stay alive... Kikyo.\Kikyo! response:	Inuyasha?
context: Demon!\My coming here...\is your death sentence!\Die!\Take this!\Without the souls of the dead, you cannot stay alive... Kikyo.\Kikyo!\Inuyasha? response:	Why are you here?
context: My coming here...\is your death sentence!\Die!\Take this!\Without the souls of the dead, you cannot stay alive... Kikyo.\Kikyo!\Inuyasha?\Why are you here? response:	That's my line.
context: is your death sentence!\Die!\Take this!\Without the souls of the dead, you cannot stay alive... Kikyo.\Kikyo!\Inuyasha?\Why are you here?\That's my line. response:	Why are you here?
context: Die!\Take this!\Without the souls of the dead, you cannot stay alive... Kikyo.\Kikyo!\Inuyasha?\Why are you here?\That's my line.\Why are you here? response:	The demon came after me.
context: Take this!\Without the souls of the dead, you cannot stay alive... Kikyo.\Kikyo!\Inuyasha?\Why are you here?\That's my line.\Why are you here?\The demon came after me. response:	And you came here hoping that I'd save you.
context: Without the souls of the dead, you cannot stay alive... Kikyo.\Kikyo!\Inuyasha?\Why are you here?\That's my line.\Why are you here?\The demon came after me.\And you came here hoping that I'd save you. response:	Don't be a fool, Inuyasha!
context: Kikyo!\Inuyasha?\Why are you here?\That's my line.\Why are you here?\The demon came after me.\And you came here hoping that I'd save you.\Don't be a fool, Inuyasha! response:	I kept running desperately and found myself here.
context: Inuyasha?\Why are you here?\That's my line.\Why are you here?\The demon came after me.\And you came here hoping that I'd save you.\Don't be a fool, Inuyasha!\I kept running desperately and found myself here. response:	Kikyo?
context: Why are you here?\That's my line.\Why are you here?\The demon came after me.\And you came here hoping that I'd save you.\Don't be a fool, Inuyasha!\I kept running desperately and found myself here.\Kikyo? response:	It's night already!
context: That's my line.\Why are you here?\The demon came after me.\And you came here hoping that I'd save you.\Don't be a fool, Inuyasha!\I kept running desperately and found myself here.\Kikyo?\It's night already! response:	Why didn't anyone wake me?!
context: Why are you here?\The demon came after me.\And you came here hoping that I'd save you.\Don't be a fool, Inuyasha!\I kept running desperately and found myself here.\Kikyo?\It's night already!\Why didn't anyone wake me?! response:	You were still asleep?
context: The demon came after me.\And you came here hoping that I'd save you.\Don't be a fool, Inuyasha!\I kept running desperately and found myself here.\Kikyo?\It's night already!\Why didn't anyone wake me?!\You were still asleep? response:	Fifty years...
context: And you came here hoping that I'd save you.\Don't be a fool, Inuyasha!\I kept running desperately and found myself here.\Kikyo?\It's night already!\Why didn't anyone wake me?!\You were still asleep?\Fifty years... response:	What? What are you thinking?
context: Don't be a fool, Inuyasha!\I kept running desperately and found myself here.\Kikyo?\It's night already!\Why didn't anyone wake me?!\You were still asleep?\Fifty years...\What? What are you thinking? response:	We haven't changed at all since fifty years ago.
context: I kept running desperately and found myself here.\Kikyo?\It's night already!\Why didn't anyone wake me?!\You were still asleep?\Fifty years...\What? What are you thinking?\We haven't changed at all since fifty years ago. response:	Silly words... I have changed.
context: Kikyo?\It's night already!\Why didn't anyone wake me?!\You were still asleep?\Fifty years...\What? What are you thinking?\We haven't changed at all since fifty years ago.\Silly words... I have changed. response:	Since that time I sealed you against this tree.
context: It's night already!\Why didn't anyone wake me?!\You were still asleep?\Fifty years...\What? What are you thinking?\We haven't changed at all since fifty years ago.\Silly words... I have changed.\Since that time I sealed you against this tree. response:	Because of Naraku's deception, we hated each other...
context: Why didn't anyone wake me?!\You were still asleep?\Fifty years...\What? What are you thinking?\We haven't changed at all since fifty years ago.\Silly words... I have changed.\Since that time I sealed you against this tree.\Because of Naraku's deception, we hated each other... response:	and I was sealed here on this tree for fifty years...
context: You were still asleep?\Fifty years...\What? What are you thinking?\We haven't changed at all since fifty years ago.\Silly words... I have changed.\Since that time I sealed you against this tree.\Because of Naraku's deception, we hated each other...\and I was sealed here on this tree for fifty years... response:	and you died.
context: Fifty years...\What? What are you thinking?\We haven't changed at all since fifty years ago.\Silly words... I have changed.\Since that time I sealed you against this tree.\Because of Naraku's deception, we hated each other...\and I was sealed here on this tree for fifty years...\and you died. response:	Kikyo, tell me, have I changed then?
context: What? What are you thinking?\We haven't changed at all since fifty years ago.\Silly words... I have changed.\Since that time I sealed you against this tree.\Because of Naraku's deception, we hated each other...\and I was sealed here on this tree for fifty years...\and you died.\Kikyo, tell me, have I changed then? response:	Before I knew of Naraku's existence, I did resent you.
context: We haven't changed at all since fifty years ago.\Silly words... I have changed.\Since that time I sealed you against this tree.\Because of Naraku's deception, we hated each other...\and I was sealed here on this tree for fifty years...\and you died.\Kikyo, tell me, have I changed then?\Before I knew of Naraku's existence, I did resent you. response:	But you told me that my life was yours.
context: Silly words... I have changed.\Since that time I sealed you against this tree.\Because of Naraku's deception, we hated each other...\and I was sealed here on this tree for fifty years...\and you died.\Kikyo, tell me, have I changed then?\Before I knew of Naraku's existence, I did resent you.\But you told me that my life was yours. response:	Well then, your life...
context: Since that time I sealed you against this tree.\Because of Naraku's deception, we hated each other...\and I was sealed here on this tree for fifty years...\and you died.\Kikyo, tell me, have I changed then?\Before I knew of Naraku's existence, I did resent you.\But you told me that my life was yours.\Well then, your life... response:	is mine.
context: Because of Naraku's deception, we hated each other...\and I was sealed here on this tree for fifty years...\and you died.\Kikyo, tell me, have I changed then?\Before I knew of Naraku's existence, I did resent you.\But you told me that my life was yours.\Well then, your life...\is mine. response:	You're no different from Naraku, after all.
context: and I was sealed here on this tree for fifty years...\and you died.\Kikyo, tell me, have I changed then?\Before I knew of Naraku's existence, I did resent you.\But you told me that my life was yours.\Well then, your life...\is mine.\You're no different from Naraku, after all. response:	I'm the same... as Naraku?
context: and you died.\Kikyo, tell me, have I changed then?\Before I knew of Naraku's existence, I did resent you.\But you told me that my life was yours.\Well then, your life...\is mine.\You're no different from Naraku, after all.\I'm the same... as Naraku? response:	Inside Naraku...
context: Kikyo, tell me, have I changed then?\Before I knew of Naraku's existence, I did resent you.\But you told me that my life was yours.\Well then, your life...\is mine.\You're no different from Naraku, after all.\I'm the same... as Naraku?\Inside Naraku... response:	Onigumo's heart still beats.
context: Before I knew of Naraku's existence, I did resent you.\But you told me that my life was yours.\Well then, your life...\is mine.\You're no different from Naraku, after all.\I'm the same... as Naraku?\Inside Naraku...\Onigumo's heart still beats. response:	Onigumo's heart?!
context: But you told me that my life was yours.\Well then, your life...\is mine.\You're no different from Naraku, after all.\I'm the same... as Naraku?\Inside Naraku...\Onigumo's heart still beats.\Onigumo's heart?! response:	That evil man desired me.
context: Well then, your life...\is mine.\You're no different from Naraku, after all.\I'm the same... as Naraku?\Inside Naraku...\Onigumo's heart still beats.\Onigumo's heart?!\That evil man desired me. response:	Killing you with my own hands...
context: is mine.\You're no different from Naraku, after all.\I'm the same... as Naraku?\Inside Naraku...\Onigumo's heart still beats.\Onigumo's heart?!\That evil man desired me.\Killing you with my own hands... response:	was something that the jealous heart of Onigumo schemed.
context: You're no different from Naraku, after all.\I'm the same... as Naraku?\Inside Naraku...\Onigumo's heart still beats.\Onigumo's heart?!\That evil man desired me.\Killing you with my own hands...\was something that the jealous heart of Onigumo schemed. response:	Jealous?!
context: I'm the same... as Naraku?\Inside Naraku...\Onigumo's heart still beats.\Onigumo's heart?!\That evil man desired me.\Killing you with my own hands...\was something that the jealous heart of Onigumo schemed.\Jealous?! response:	Over something so ridiculous?!
context: Inside Naraku...\Onigumo's heart still beats.\Onigumo's heart?!\That evil man desired me.\Killing you with my own hands...\was something that the jealous heart of Onigumo schemed.\Jealous?!\Over something so ridiculous?! response:	Yes... ridiculous!
context: Onigumo's heart still beats.\Onigumo's heart?!\That evil man desired me.\Killing you with my own hands...\was something that the jealous heart of Onigumo schemed.\Jealous?!\Over something so ridiculous?!\Yes... ridiculous! response:	That is what humans are.
context: Onigumo's heart?!\That evil man desired me.\Killing you with my own hands...\was something that the jealous heart of Onigumo schemed.\Jealous?!\Over something so ridiculous?!\Yes... ridiculous!\That is what humans are. response:	Onigumo's heart remains inside Naraku?
context: That evil man desired me.\Killing you with my own hands...\was something that the jealous heart of Onigumo schemed.\Jealous?!\Over something so ridiculous?!\Yes... ridiculous!\That is what humans are.\Onigumo's heart remains inside Naraku? response:	Wait, Kikyo...
context: Killing you with my own hands...\was something that the jealous heart of Onigumo schemed.\Jealous?!\Over something so ridiculous?!\Yes... ridiculous!\That is what humans are.\Onigumo's heart remains inside Naraku?\Wait, Kikyo... response:	Then does Naraku care about you?
context: was something that the jealous heart of Onigumo schemed.\Jealous?!\Over something so ridiculous?!\Yes... ridiculous!\That is what humans are.\Onigumo's heart remains inside Naraku?\Wait, Kikyo...\Then does Naraku care about you? response:	He doesn't want to acknowledge it.
context: Jealous?!\Over something so ridiculous?!\Yes... ridiculous!\That is what humans are.\Onigumo's heart remains inside Naraku?\Wait, Kikyo...\Then does Naraku care about you?\He doesn't want to acknowledge it. response:	But there's a lingering feeling for me.
context: Over something so ridiculous?!\Yes... ridiculous!\That is what humans are.\Onigumo's heart remains inside Naraku?\Wait, Kikyo...\Then does Naraku care about you?\He doesn't want to acknowledge it.\But there's a lingering feeling for me. response:	And he's trying to erase that feeling by getting rid of me.
context: Yes... ridiculous!\That is what humans are.\Onigumo's heart remains inside Naraku?\Wait, Kikyo...\Then does Naraku care about you?\He doesn't want to acknowledge it.\But there's a lingering feeling for me.\And he's trying to erase that feeling by getting rid of me. response:	Enough, Inuyasha.
context: That is what humans are.\Onigumo's heart remains inside Naraku?\Wait, Kikyo...\Then does Naraku care about you?\He doesn't want to acknowledge it.\But there's a lingering feeling for me.\And he's trying to erase that feeling by getting rid of me.\Enough, Inuyasha. response:	I have replenished myself with lost souls.
context: Onigumo's heart remains inside Naraku?\Wait, Kikyo...\Then does Naraku care about you?\He doesn't want to acknowledge it.\But there's a lingering feeling for me.\And he's trying to erase that feeling by getting rid of me.\Enough, Inuyasha.\I have replenished myself with lost souls. response:	Kikyo... You...
context: Wait, Kikyo...\Then does Naraku care about you?\He doesn't want to acknowledge it.\But there's a lingering feeling for me.\And he's trying to erase that feeling by getting rid of me.\Enough, Inuyasha.\I have replenished myself with lost souls.\Kikyo... You... response:	You aren't planning to destroy Naraku alone, are you?!
context: Then does Naraku care about you?\He doesn't want to acknowledge it.\But there's a lingering feeling for me.\And he's trying to erase that feeling by getting rid of me.\Enough, Inuyasha.\I have replenished myself with lost souls.\Kikyo... You...\You aren't planning to destroy Naraku alone, are you?! response:	You can't!
context: He doesn't want to acknowledge it.\But there's a lingering feeling for me.\And he's trying to erase that feeling by getting rid of me.\Enough, Inuyasha.\I have replenished myself with lost souls.\Kikyo... You...\You aren't planning to destroy Naraku alone, are you?!\You can't! response:	Naraku is in love with you?!
context: But there's a lingering feeling for me.\And he's trying to erase that feeling by getting rid of me.\Enough, Inuyasha.\I have replenished myself with lost souls.\Kikyo... You...\You aren't planning to destroy Naraku alone, are you?!\You can't!\Naraku is in love with you?! response:	I can't stand the thought!
context: And he's trying to erase that feeling by getting rid of me.\Enough, Inuyasha.\I have replenished myself with lost souls.\Kikyo... You...\You aren't planning to destroy Naraku alone, are you?!\You can't!\Naraku is in love with you?!\I can't stand the thought! response:	There!
context: Enough, Inuyasha.\I have replenished myself with lost souls.\Kikyo... You...\You aren't planning to destroy Naraku alone, are you?!\You can't!\Naraku is in love with you?!\I can't stand the thought!\There! response:	I'm so late! Oh well...
context: I have replenished myself with lost souls.\Kikyo... You...\You aren't planning to destroy Naraku alone, are you?!\You can't!\Naraku is in love with you?!\I can't stand the thought!\There!\I'm so late! Oh well... response:	I guess Inuyasha would have calmed down...
context: Kikyo... You...\You aren't planning to destroy Naraku alone, are you?!\You can't!\Naraku is in love with you?!\I can't stand the thought!\There!\I'm so late! Oh well...\I guess Inuyasha would have calmed down... response:	What are those lights?
context: You aren't planning to destroy Naraku alone, are you?!\You can't!\Naraku is in love with you?!\I can't stand the thought!\There!\I'm so late! Oh well...\I guess Inuyasha would have calmed down...\What are those lights? response:	Inuyasha and Kikyo?
context: You can't!\Naraku is in love with you?!\I can't stand the thought!\There!\I'm so late! Oh well...\I guess Inuyasha would have calmed down...\What are those lights?\Inuyasha and Kikyo? response:	Why? What's going on?
context: Naraku is in love with you?!\I can't stand the thought!\There!\I'm so late! Oh well...\I guess Inuyasha would have calmed down...\What are those lights?\Inuyasha and Kikyo?\Why? What's going on? response:	What happened in my absence?
context: I can't stand the thought!\There!\I'm so late! Oh well...\I guess Inuyasha would have calmed down...\What are those lights?\Inuyasha and Kikyo?\Why? What's going on?\What happened in my absence? response:	I don't care how you feel about me now!
context: There!\I'm so late! Oh well...\I guess Inuyasha would have calmed down...\What are those lights?\Inuyasha and Kikyo?\Why? What's going on?\What happened in my absence?\I don't care how you feel about me now! response:	I will not let Naraku have you!
context: I'm so late! Oh well...\I guess Inuyasha would have calmed down...\What are those lights?\Inuyasha and Kikyo?\Why? What's going on?\What happened in my absence?\I don't care how you feel about me now!\I will not let Naraku have you! response:	Only I can protect you from Naraku!
context: I guess Inuyasha would have calmed down...\What are those lights?\Inuyasha and Kikyo?\Why? What's going on?\What happened in my absence?\I don't care how you feel about me now!\I will not let Naraku have you!\Only I can protect you from Naraku! response:	What?! Are you... crazy?!
context: What are those lights?\Inuyasha and Kikyo?\Why? What's going on?\What happened in my absence?\I don't care how you feel about me now!\I will not let Naraku have you!\Only I can protect you from Naraku!\What?! Are you... crazy?! response:	Let me go!
context: Inuyasha and Kikyo?\Why? What's going on?\What happened in my absence?\I don't care how you feel about me now!\I will not let Naraku have you!\Only I can protect you from Naraku!\What?! Are you... crazy?!\Let me go! response:	I will be the one to slay Naraku!
context: Why? What's going on?\What happened in my absence?\I don't care how you feel about me now!\I will not let Naraku have you!\Only I can protect you from Naraku!\What?! Are you... crazy?!\Let me go!\I will be the one to slay Naraku! response:	So... you don't have to fight anymore.
context: What happened in my absence?\I don't care how you feel about me now!\I will not let Naraku have you!\Only I can protect you from Naraku!\What?! Are you... crazy?!\Let me go!\I will be the one to slay Naraku!\So... you don't have to fight anymore. response:	I will protect you.
context: I don't care how you feel about me now!\I will not let Naraku have you!\Only I can protect you from Naraku!\What?! Are you... crazy?!\Let me go!\I will be the one to slay Naraku!\So... you don't have to fight anymore.\I will protect you. response:	Inuyasha...
context: I will not let Naraku have you!\Only I can protect you from Naraku!\What?! Are you... crazy?!\Let me go!\I will be the one to slay Naraku!\So... you don't have to fight anymore.\I will protect you.\Inuyasha... response:	Kikyo...
context: Only I can protect you from Naraku!\What?! Are you... crazy?!\Let me go!\I will be the one to slay Naraku!\So... you don't have to fight anymore.\I will protect you.\Inuyasha...\Kikyo... response:	Kikyo!
context: What?! Are you... crazy?!\Let me go!\I will be the one to slay Naraku!\So... you don't have to fight anymore.\I will protect you.\Inuyasha...\Kikyo...\Kikyo! response:	Men are such fools.
context: Let me go!\I will be the one to slay Naraku!\So... you don't have to fight anymore.\I will protect you.\Inuyasha...\Kikyo...\Kikyo!\Men are such fools. response:	They believe that as long as they embrace a woman...
context: I will be the one to slay Naraku!\So... you don't have to fight anymore.\I will protect you.\Inuyasha...\Kikyo...\Kikyo!\Men are such fools.\They believe that as long as they embrace a woman... response:	she belongs to them.
context: So... you don't have to fight anymore.\I will protect you.\Inuyasha...\Kikyo...\Kikyo!\Men are such fools.\They believe that as long as they embrace a woman...\she belongs to them. response:	- Kikyo? - Don't move!
context: I will protect you.\Inuyasha...\Kikyo...\Kikyo!\Men are such fools.\They believe that as long as they embrace a woman...\she belongs to them.\- Kikyo? - Don't move! response:	Watching you now, I realize that so well.
context: Inuyasha...\Kikyo...\Kikyo!\Men are such fools.\They believe that as long as they embrace a woman...\she belongs to them.\- Kikyo? - Don't move!\Watching you now, I realize that so well. response:	As long as Onigumo's heart exists inside Naraku...
context: Kikyo...\Kikyo!\Men are such fools.\They believe that as long as they embrace a woman...\she belongs to them.\- Kikyo? - Don't move!\Watching you now, I realize that so well.\As long as Onigumo's heart exists inside Naraku... response:	there will be an opportunity.
context: Kikyo!\Men are such fools.\They believe that as long as they embrace a woman...\she belongs to them.\- Kikyo? - Don't move!\Watching you now, I realize that so well.\As long as Onigumo's heart exists inside Naraku...\there will be an opportunity. response:	I will use that chance to purify Naraku and totally destroy him.
context: Men are such fools.\They believe that as long as they embrace a woman...\she belongs to them.\- Kikyo? - Don't move!\Watching you now, I realize that so well.\As long as Onigumo's heart exists inside Naraku...\there will be an opportunity.\I will use that chance to purify Naraku and totally destroy him. response:	Kikyo...
context: They believe that as long as they embrace a woman...\she belongs to them.\- Kikyo? - Don't move!\Watching you now, I realize that so well.\As long as Onigumo's heart exists inside Naraku...\there will be an opportunity.\I will use that chance to purify Naraku and totally destroy him.\Kikyo... response:	Kikyo!
context: she belongs to them.\- Kikyo? - Don't move!\Watching you now, I realize that so well.\As long as Onigumo's heart exists inside Naraku...\there will be an opportunity.\I will use that chance to purify Naraku and totally destroy him.\Kikyo...\Kikyo! response:	Kikyo!
context: - Kikyo? - Don't move!\Watching you now, I realize that so well.\As long as Onigumo's heart exists inside Naraku...\there will be an opportunity.\I will use that chance to purify Naraku and totally destroy him.\Kikyo...\Kikyo!\Kikyo! response:	Once the thread of fate is tangled, it cannot be undone.
context: Watching you now, I realize that so well.\As long as Onigumo's heart exists inside Naraku...\there will be an opportunity.\I will use that chance to purify Naraku and totally destroy him.\Kikyo...\Kikyo!\Kikyo!\Once the thread of fate is tangled, it cannot be undone. response:	Kikyo!
context: As long as Onigumo's heart exists inside Naraku...\there will be an opportunity.\I will use that chance to purify Naraku and totally destroy him.\Kikyo...\Kikyo!\Kikyo!\Once the thread of fate is tangled, it cannot be undone.\Kikyo! response:	Envy...
context: there will be an opportunity.\I will use that chance to purify Naraku and totally destroy him.\Kikyo...\Kikyo!\Kikyo!\Once the thread of fate is tangled, it cannot be undone.\Kikyo!\Envy... response:	A human emotion from the heart of that simpering fool Onigumo.
context: I will use that chance to purify Naraku and totally destroy him.\Kikyo...\Kikyo!\Kikyo!\Once the thread of fate is tangled, it cannot be undone.\Kikyo!\Envy...\A human emotion from the heart of that simpering fool Onigumo. response:	Despicable!
context: Kikyo...\Kikyo!\Kikyo!\Once the thread of fate is tangled, it cannot be undone.\Kikyo!\Envy...\A human emotion from the heart of that simpering fool Onigumo.\Despicable! response:	Those lights...
context: Kikyo!\Kikyo!\Once the thread of fate is tangled, it cannot be undone.\Kikyo!\Envy...\A human emotion from the heart of that simpering fool Onigumo.\Despicable!\Those lights... response:	Lost souls.
context: Kikyo!\Once the thread of fate is tangled, it cannot be undone.\Kikyo!\Envy...\A human emotion from the heart of that simpering fool Onigumo.\Despicable!\Those lights...\Lost souls. response:	My sister Kikyo...is she nearby?
context: Once the thread of fate is tangled, it cannot be undone.\Kikyo!\Envy...\A human emotion from the heart of that simpering fool Onigumo.\Despicable!\Those lights...\Lost souls.\My sister Kikyo...is she nearby? response:	Kagome! Were you watching?
context: Kikyo!\Envy...\A human emotion from the heart of that simpering fool Onigumo.\Despicable!\Those lights...\Lost souls.\My sister Kikyo...is she nearby?\Kagome! Were you watching? response:	Inuyasha is looking straight at me.
context: Envy...\A human emotion from the heart of that simpering fool Onigumo.\Despicable!\Those lights...\Lost souls.\My sister Kikyo...is she nearby?\Kagome! Were you watching?\Inuyasha is looking straight at me. response:	How? How can he not avert his eyes?
context: A human emotion from the heart of that simpering fool Onigumo.\Despicable!\Those lights...\Lost souls.\My sister Kikyo...is she nearby?\Kagome! Were you watching?\Inuyasha is looking straight at me.\How? How can he not avert his eyes? response:	Inuyasha has sworn to protect Kikyo.
context: Despicable!\Those lights...\Lost souls.\My sister Kikyo...is she nearby?\Kagome! Were you watching?\Inuyasha is looking straight at me.\How? How can he not avert his eyes?\Inuyasha has sworn to protect Kikyo. response:	I can't stay by him anymore.
context: Those lights...\Lost souls.\My sister Kikyo...is she nearby?\Kagome! Were you watching?\Inuyasha is looking straight at me.\How? How can he not avert his eyes?\Inuyasha has sworn to protect Kikyo.\I can't stay by him anymore. response:	So I ran back to the present world.
context: Lost souls.\My sister Kikyo...is she nearby?\Kagome! Were you watching?\Inuyasha is looking straight at me.\How? How can he not avert his eyes?\Inuyasha has sworn to protect Kikyo.\I can't stay by him anymore.\So I ran back to the present world. response:	But I still have a fragment of the Sacred Jewel.
context: My sister Kikyo...is she nearby?\Kagome! Were you watching?\Inuyasha is looking straight at me.\How? How can he not avert his eyes?\Inuyasha has sworn to protect Kikyo.\I can't stay by him anymore.\So I ran back to the present world.\But I still have a fragment of the Sacred Jewel. response:	I should return it to the Feudal Era...
