context: Ball! response:	Close, though!
context: Fly high, high into the sky,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made response:	Until you can move on past the day we'll have died
context: takaku kere takaku koe wo age\Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died response:	kimi no koe wasurenai namida mo wasurenai
context: Jump high, and raise your voice high,\takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai response:	I'll never forget your voice, and I'll never forget your tears
context: takaku kere takaku koe wo age\Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears response:	kimi no koe wasurenai namida mo wasurenai
context: Jump high, and raise your voice high,\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai response:	I'll never forget your voice, and I'll never forget your tears
context: itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears response:	kore kara hajimaru kibou to iu na no mirai wo
context: Until you can move on past the day we'll have died\itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo response:	The future, what we call hope, begins now
context: itsuka kujiketa sono hi no mukou made\Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now response:	kore kara hajimaru kibou to iu na no mirai wo
context: Until you can move on past the day we'll have died\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo response:	The future, what we call hope, begins now
context: kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now response:	sono ashi wa arukidasu
context: I'll never forget your voice, and I'll never forget your tears\kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu response:	Those legs will keep on moving forward,
context: kimi no koe wasurenai namida mo wasurenai\I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward, response:	sono ashi wa arukidasu
context: I'll never forget your voice, and I'll never forget your tears\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu response:	Those legs will keep on moving forward,
context: kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward, response:	yagate kuru kakoku mo
context: The future, what we call hope, begins now\kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo response:	Even in the face of the oncoming grief
context: kore kara hajimaru kibou to iu na no mirai wo\The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief response:	yagate kuru kakoku mo
context: The future, what we call hope, begins now\sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo response:	Even in the face of the oncoming grief
context: sono ashi wa arukidasu\Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief response:	Right, right, left.
context: Those legs will keep on moving forward,\sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief\Right, right, left. response:	Right, right... left!
context: sono ashi wa arukidasu\Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief\Right, right, left.\Right, right... left! response:	No, it's right, right, left.
context: Those legs will keep on moving forward,\yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief\Right, right, left.\Right, right... left!\No, it's right, right, left. response:	Right, right, left.
context: yagate kuru kakoku mo\Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief\Right, right, left.\Right, right... left!\No, it's right, right, left.\Right, right, left. response:	Good.
context: Even in the face of the oncoming grief\yagate kuru kakoku mo\Even in the face of the oncoming grief\Right, right, left.\Right, right... left!\No, it's right, right, left.\Right, right, left.\Good. response:	Now for a trick.
context: yagate kuru kakoku mo\Even in the face of the oncoming grief\Right, right, left.\Right, right... left!\No, it's right, right, left.\Right, right, left.\Good.\Now for a trick. response:	Huh? You're up for it, Tezuka?
context: Even in the face of the oncoming grief\Right, right, left.\Right, right... left!\No, it's right, right, left.\Right, right, left.\Good.\Now for a trick.\Huh? You're up for it, Tezuka? response:	Okay.
context: Right, right, left.\Right, right... left!\No, it's right, right, left.\Right, right, left.\Good.\Now for a trick.\Huh? You're up for it, Tezuka?\Okay. response:	Right, right, left.
context: Right, right... left!\No, it's right, right, left.\Right, right, left.\Good.\Now for a trick.\Huh? You're up for it, Tezuka?\Okay.\Right, right, left. response:	Right, right... right.
context: No, it's right, right, left.\Right, right, left.\Good.\Now for a trick.\Huh? You're up for it, Tezuka?\Okay.\Right, right, left.\Right, right... right. response:	You fell for it!
context: Right, right, left.\Good.\Now for a trick.\Huh? You're up for it, Tezuka?\Okay.\Right, right, left.\Right, right... right.\You fell for it! response:	Who's next?
context: Good.\Now for a trick.\Huh? You're up for it, Tezuka?\Okay.\Right, right, left.\Right, right... right.\You fell for it!\Who's next? response:	You already did it.
context: Now for a trick.\Huh? You're up for it, Tezuka?\Okay.\Right, right, left.\Right, right... right.\You fell for it!\Who's next?\You already did it. response:	You want to play?
context: Huh? You're up for it, Tezuka?\Okay.\Right, right, left.\Right, right... right.\You fell for it!\Who's next?\You already did it.\You want to play? response:	You still can't even if you beg.
context: Okay.\Right, right, left.\Right, right... right.\You fell for it!\Who's next?\You already did it.\You want to play?\You still can't even if you beg. response:	No...
context: Right, right, left.\Right, right... right.\You fell for it!\Who's next?\You already did it.\You want to play?\You still can't even if you beg.\No... response:	Fine.
context: Right, right... right.\You fell for it!\Who's next?\You already did it.\You want to play?\You still can't even if you beg.\No...\Fine. response:	That was easy.
context: You fell for it!\Who's next?\You already did it.\You want to play?\You still can't even if you beg.\No...\Fine.\That was easy. response:	Oh, it's just you, Riki?
context: Who's next?\You already did it.\You want to play?\You still can't even if you beg.\No...\Fine.\That was easy.\Oh, it's just you, Riki? response:	A letter!
context: You already did it.\You want to play?\You still can't even if you beg.\No...\Fine.\That was easy.\Oh, it's just you, Riki?\A letter! response:	It's been a while since the last one.
context: You want to play?\You still can't even if you beg.\No...\Fine.\That was easy.\Oh, it's just you, Riki?\A letter!\It's been a while since the last one. response:	I wonder what it is this time.
context: You still can't even if you beg.\No...\Fine.\That was easy.\Oh, it's just you, Riki?\A letter!\It's been a while since the last one.\I wonder what it is this time. response:	Mysterious letters that appear every so often...
context: No...\Fine.\That was easy.\Oh, it's just you, Riki?\A letter!\It's been a while since the last one.\I wonder what it is this time.\Mysterious letters that appear every so often... response:	This is the third one.
context: Fine.\That was easy.\Oh, it's just you, Riki?\A letter!\It's been a while since the last one.\I wonder what it is this time.\Mysterious letters that appear every so often...\This is the third one. response:	We still don't know who's sending them or why.
context: That was easy.\Oh, it's just you, Riki?\A letter!\It's been a while since the last one.\I wonder what it is this time.\Mysterious letters that appear every so often...\This is the third one.\We still don't know who's sending them or why. response:	They said they'd tell us some secret of the world if we complete all their tasks, but...
context: Oh, it's just you, Riki?\A letter!\It's been a while since the last one.\I wonder what it is this time.\Mysterious letters that appear every so often...\This is the third one.\We still don't know who's sending them or why.\They said they'd tell us some secret of the world if we complete all their tasks, but... response:	Are you still doing them?
context: A letter!\It's been a while since the last one.\I wonder what it is this time.\Mysterious letters that appear every so often...\This is the third one.\We still don't know who's sending them or why.\They said they'd tell us some secret of the world if we complete all their tasks, but...\Are you still doing them? response:	Don't you want to know the secret?
context: It's been a while since the last one.\I wonder what it is this time.\Mysterious letters that appear every so often...\This is the third one.\We still don't know who's sending them or why.\They said they'd tell us some secret of the world if we complete all their tasks, but...\Are you still doing them?\Don't you want to know the secret? response:	What is it this time?
context: I wonder what it is this time.\Mysterious letters that appear every so often...\This is the third one.\We still don't know who's sending them or why.\They said they'd tell us some secret of the world if we complete all their tasks, but...\Are you still doing them?\Don't you want to know the secret?\What is it this time? response:	Ease number 1 in 2-A's lovesickness.
context: Mysterious letters that appear every so often...\This is the third one.\We still don't know who's sending them or why.\They said they'd tell us some secret of the world if we complete all their tasks, but...\Are you still doing them?\Don't you want to know the secret?\What is it this time?\Ease number 1 in 2-A's lovesickness. response:	Whoever gave this order's a real busybody.
context: This is the third one.\We still don't know who's sending them or why.\They said they'd tell us some secret of the world if we complete all their tasks, but...\Are you still doing them?\Don't you want to know the secret?\What is it this time?\Ease number 1 in 2-A's lovesickness.\Whoever gave this order's a real busybody. response:	Rin, do you know what lovesickness is?
context: We still don't know who's sending them or why.\They said they'd tell us some secret of the world if we complete all their tasks, but...\Are you still doing them?\Don't you want to know the secret?\What is it this time?\Ease number 1 in 2-A's lovesickness.\Whoever gave this order's a real busybody.\Rin, do you know what lovesickness is? response:	Love is sick?
context: They said they'd tell us some secret of the world if we complete all their tasks, but...\Are you still doing them?\Don't you want to know the secret?\What is it this time?\Ease number 1 in 2-A's lovesickness.\Whoever gave this order's a real busybody.\Rin, do you know what lovesickness is?\Love is sick? response:	Lovesick... lovestink?
context: Are you still doing them?\Don't you want to know the secret?\What is it this time?\Ease number 1 in 2-A's lovesickness.\Whoever gave this order's a real busybody.\Rin, do you know what lovesickness is?\Love is sick?\Lovesick... lovestink? response:	You mean love stinks?
context: Don't you want to know the secret?\What is it this time?\Ease number 1 in 2-A's lovesickness.\Whoever gave this order's a real busybody.\Rin, do you know what lovesickness is?\Love is sick?\Lovesick... lovestink?\You mean love stinks? response:	No, it means sick with love.
context: What is it this time?\Ease number 1 in 2-A's lovesickness.\Whoever gave this order's a real busybody.\Rin, do you know what lovesickness is?\Love is sick?\Lovesick... lovestink?\You mean love stinks?\No, it means sick with love. response:	Sick? It's a disease?
context: Ease number 1 in 2-A's lovesickness.\Whoever gave this order's a real busybody.\Rin, do you know what lovesickness is?\Love is sick?\Lovesick... lovestink?\You mean love stinks?\No, it means sick with love.\Sick? It's a disease? response:	2-A is probably the class.
context: Whoever gave this order's a real busybody.\Rin, do you know what lovesickness is?\Love is sick?\Lovesick... lovestink?\You mean love stinks?\No, it means sick with love.\Sick? It's a disease?\2-A is probably the class. response:	1 is probably the student number.
context: Rin, do you know what lovesickness is?\Love is sick?\Lovesick... lovestink?\You mean love stinks?\No, it means sick with love.\Sick? It's a disease?\2-A is probably the class.\1 is probably the student number. response:	Which means it's a guy!
context: Love is sick?\Lovesick... lovestink?\You mean love stinks?\No, it means sick with love.\Sick? It's a disease?\2-A is probably the class.\1 is probably the student number.\Which means it's a guy! response:	Yeah.
context: Lovesick... lovestink?\You mean love stinks?\No, it means sick with love.\Sick? It's a disease?\2-A is probably the class.\1 is probably the student number.\Which means it's a guy!\Yeah. response:	Let's go see him later.
context: You mean love stinks?\No, it means sick with love.\Sick? It's a disease?\2-A is probably the class.\1 is probably the student number.\Which means it's a guy!\Yeah.\Let's go see him later. response:	I have to talk to a guy I don't know...
context: No, it means sick with love.\Sick? It's a disease?\2-A is probably the class.\1 is probably the student number.\Which means it's a guy!\Yeah.\Let's go see him later.\I have to talk to a guy I don't know... response:	Hello?
context: Sick? It's a disease?\2-A is probably the class.\1 is probably the student number.\Which means it's a guy!\Yeah.\Let's go see him later.\I have to talk to a guy I don't know...\Hello? response:	Natsume-san and Naoe-san?
context: 2-A is probably the class.\1 is probably the student number.\Which means it's a guy!\Yeah.\Let's go see him later.\I have to talk to a guy I don't know...\Hello?\Natsume-san and Naoe-san? response:	Are you number 1 in 2-A?!
context: 1 is probably the student number.\Which means it's a guy!\Yeah.\Let's go see him later.\I have to talk to a guy I don't know...\Hello?\Natsume-san and Naoe-san?\Are you number 1 in 2-A?! response:	Huh? Y-Yeah...
context: Which means it's a guy!\Yeah.\Let's go see him later.\I have to talk to a guy I don't know...\Hello?\Natsume-san and Naoe-san?\Are you number 1 in 2-A?!\Huh? Y-Yeah... response:	My name's Aikawa...
context: Yeah.\Let's go see him later.\I have to talk to a guy I don't know...\Hello?\Natsume-san and Naoe-san?\Are you number 1 in 2-A?!\Huh? Y-Yeah...\My name's Aikawa... response:	So you're the one giving us trouble.
context: Let's go see him later.\I have to talk to a guy I don't know...\Hello?\Natsume-san and Naoe-san?\Are you number 1 in 2-A?!\Huh? Y-Yeah...\My name's Aikawa...\So you're the one giving us trouble. response:	Why are you acting like the bad guy?
context: I have to talk to a guy I don't know...\Hello?\Natsume-san and Naoe-san?\Are you number 1 in 2-A?!\Huh? Y-Yeah...\My name's Aikawa...\So you're the one giving us trouble.\Why are you acting like the bad guy? response:	Excuse me, but what could you be here for?
context: Hello?\Natsume-san and Naoe-san?\Are you number 1 in 2-A?!\Huh? Y-Yeah...\My name's Aikawa...\So you're the one giving us trouble.\Why are you acting like the bad guy?\Excuse me, but what could you be here for? response:	We're both second-years.
context: Natsume-san and Naoe-san?\Are you number 1 in 2-A?!\Huh? Y-Yeah...\My name's Aikawa...\So you're the one giving us trouble.\Why are you acting like the bad guy?\Excuse me, but what could you be here for?\We're both second-years. response:	No need to be polite.
context: Are you number 1 in 2-A?!\Huh? Y-Yeah...\My name's Aikawa...\So you're the one giving us trouble.\Why are you acting like the bad guy?\Excuse me, but what could you be here for?\We're both second-years.\No need to be polite. response:	Okay. Whaccha want?
context: Huh? Y-Yeah...\My name's Aikawa...\So you're the one giving us trouble.\Why are you acting like the bad guy?\Excuse me, but what could you be here for?\We're both second-years.\No need to be polite.\Okay. Whaccha want? response:	Now you're pissing me off.
context: My name's Aikawa...\So you're the one giving us trouble.\Why are you acting like the bad guy?\Excuse me, but what could you be here for?\We're both second-years.\No need to be polite.\Okay. Whaccha want?\Now you're pissing me off. response:	Hey, you shouldn't say that!
context: So you're the one giving us trouble.\Why are you acting like the bad guy?\Excuse me, but what could you be here for?\We're both second-years.\No need to be polite.\Okay. Whaccha want?\Now you're pissing me off.\Hey, you shouldn't say that! response:	Right now, you're lovesick.
context: Why are you acting like the bad guy?\Excuse me, but what could you be here for?\We're both second-years.\No need to be polite.\Okay. Whaccha want?\Now you're pissing me off.\Hey, you shouldn't say that!\Right now, you're lovesick. response:	Huh?!
context: Excuse me, but what could you be here for?\We're both second-years.\No need to be polite.\Okay. Whaccha want?\Now you're pissing me off.\Hey, you shouldn't say that!\Right now, you're lovesick.\Huh?! response:	H-How...
context: We're both second-years.\No need to be polite.\Okay. Whaccha want?\Now you're pissing me off.\Hey, you shouldn't say that!\Right now, you're lovesick.\Huh?!\H-How... response:	Don't say anything. We know.
context: No need to be polite.\Okay. Whaccha want?\Now you're pissing me off.\Hey, you shouldn't say that!\Right now, you're lovesick.\Huh?!\H-How...\Don't say anything. We know. response:	We have evidence.
context: Okay. Whaccha want?\Now you're pissing me off.\Hey, you shouldn't say that!\Right now, you're lovesick.\Huh?!\H-How...\Don't say anything. We know.\We have evidence. response:	We don't have any evidence!
context: Now you're pissing me off.\Hey, you shouldn't say that!\Right now, you're lovesick.\Huh?!\H-How...\Don't say anything. We know.\We have evidence.\We don't have any evidence! response:	Who'd you hear that from?
context: Hey, you shouldn't say that!\Right now, you're lovesick.\Huh?!\H-How...\Don't say anything. We know.\We have evidence.\We don't have any evidence!\Who'd you hear that from? response:	That's a secret.
context: Right now, you're lovesick.\Huh?!\H-How...\Don't say anything. We know.\We have evidence.\We don't have any evidence!\Who'd you hear that from?\That's a secret. response:	We have a source.
context: Huh?!\H-How...\Don't say anything. We know.\We have evidence.\We don't have any evidence!\Who'd you hear that from?\That's a secret.\We have a source. response:	So, what are your symptoms?
context: H-How...\Don't say anything. We know.\We have evidence.\We don't have any evidence!\Who'd you hear that from?\That's a secret.\We have a source.\So, what are your symptoms? response:	What do you plan to do?
context: Don't say anything. We know.\We have evidence.\We don't have any evidence!\Who'd you hear that from?\That's a secret.\We have a source.\So, what are your symptoms?\What do you plan to do? response:	We'll cure your disease.
context: We have evidence.\We don't have any evidence!\Who'd you hear that from?\That's a secret.\We have a source.\So, what are your symptoms?\What do you plan to do?\We'll cure your disease. response:	It'll be easier on you if you tell us.
context: We don't have any evidence!\Who'd you hear that from?\That's a secret.\We have a source.\So, what are your symptoms?\What do you plan to do?\We'll cure your disease.\It'll be easier on you if you tell us. response:	Don't worry, we'll keep it a secret.
context: Who'd you hear that from?\That's a secret.\We have a source.\So, what are your symptoms?\What do you plan to do?\We'll cure your disease.\It'll be easier on you if you tell us.\Don't worry, we'll keep it a secret. response:	Okay. Just don't tell anyone, okay?
context: That's a secret.\We have a source.\So, what are your symptoms?\What do you plan to do?\We'll cure your disease.\It'll be easier on you if you tell us.\Don't worry, we'll keep it a secret.\Okay. Just don't tell anyone, okay? response:	My chest hurts.
context: We have a source.\So, what are your symptoms?\What do you plan to do?\We'll cure your disease.\It'll be easier on you if you tell us.\Don't worry, we'll keep it a secret.\Okay. Just don't tell anyone, okay?\My chest hurts. response:	It hurts?
context: So, what are your symptoms?\What do you plan to do?\We'll cure your disease.\It'll be easier on you if you tell us.\Don't worry, we'll keep it a secret.\Okay. Just don't tell anyone, okay?\My chest hurts.\It hurts? response:	Yeah.
context: What do you plan to do?\We'll cure your disease.\It'll be easier on you if you tell us.\Don't worry, we'll keep it a secret.\Okay. Just don't tell anyone, okay?\My chest hurts.\It hurts?\Yeah. response:	When I see her, it feels tight right here.
context: We'll cure your disease.\It'll be easier on you if you tell us.\Don't worry, we'll keep it a secret.\Okay. Just don't tell anyone, okay?\My chest hurts.\It hurts?\Yeah.\When I see her, it feels tight right here. response:	Tight?
context: It'll be easier on you if you tell us.\Don't worry, we'll keep it a secret.\Okay. Just don't tell anyone, okay?\My chest hurts.\It hurts?\Yeah.\When I see her, it feels tight right here.\Tight? response:	I can't even study.
context: Don't worry, we'll keep it a secret.\Okay. Just don't tell anyone, okay?\My chest hurts.\It hurts?\Yeah.\When I see her, it feels tight right here.\Tight?\I can't even study. response:	During class, all I can think of is her.
context: Okay. Just don't tell anyone, okay?\My chest hurts.\It hurts?\Yeah.\When I see her, it feels tight right here.\Tight?\I can't even study.\During class, all I can think of is her. response:	I think she's my first love.
context: My chest hurts.\It hurts?\Yeah.\When I see her, it feels tight right here.\Tight?\I can't even study.\During class, all I can think of is her.\I think she's my first love. response:	What kind of person is she?
context: It hurts?\Yeah.\When I see her, it feels tight right here.\Tight?\I can't even study.\During class, all I can think of is her.\I think she's my first love.\What kind of person is she? response:	She's really smart and athletic.
context: Yeah.\When I see her, it feels tight right here.\Tight?\I can't even study.\During class, all I can think of is her.\I think she's my first love.\What kind of person is she?\She's really smart and athletic. response:	She's an amazing person and very popular.
context: When I see her, it feels tight right here.\Tight?\I can't even study.\During class, all I can think of is her.\I think she's my first love.\What kind of person is she?\She's really smart and athletic.\She's an amazing person and very popular. response:	I'd never make a good match for her.
context: Tight?\I can't even study.\During class, all I can think of is her.\I think she's my first love.\What kind of person is she?\She's really smart and athletic.\She's an amazing person and very popular.\I'd never make a good match for her. response:	Well, that's too bad.
context: I can't even study.\During class, all I can think of is her.\I think she's my first love.\What kind of person is she?\She's really smart and athletic.\She's an amazing person and very popular.\I'd never make a good match for her.\Well, that's too bad. response:	Wait, you haven't even confessed to her yet!
context: During class, all I can think of is her.\I think she's my first love.\What kind of person is she?\She's really smart and athletic.\She's an amazing person and very popular.\I'd never make a good match for her.\Well, that's too bad.\Wait, you haven't even confessed to her yet! response:	Confess?! No way!
context: I think she's my first love.\What kind of person is she?\She's really smart and athletic.\She's an amazing person and very popular.\I'd never make a good match for her.\Well, that's too bad.\Wait, you haven't even confessed to her yet!\Confess?! No way! response:	You're not going to?
context: What kind of person is she?\She's really smart and athletic.\She's an amazing person and very popular.\I'd never make a good match for her.\Well, that's too bad.\Wait, you haven't even confessed to her yet!\Confess?! No way!\You're not going to? response:	If she rejects me, I'll feel horrible.
context: She's really smart and athletic.\She's an amazing person and very popular.\I'd never make a good match for her.\Well, that's too bad.\Wait, you haven't even confessed to her yet!\Confess?! No way!\You're not going to?\If she rejects me, I'll feel horrible. response:	But wouldn't you feel worse if you just gave up and didn't do anything?
context: She's an amazing person and very popular.\I'd never make a good match for her.\Well, that's too bad.\Wait, you haven't even confessed to her yet!\Confess?! No way!\You're not going to?\If she rejects me, I'll feel horrible.\But wouldn't you feel worse if you just gave up and didn't do anything? response:	Yeah, but...
context: I'd never make a good match for her.\Well, that's too bad.\Wait, you haven't even confessed to her yet!\Confess?! No way!\You're not going to?\If she rejects me, I'll feel horrible.\But wouldn't you feel worse if you just gave up and didn't do anything?\Yeah, but... response:	Can you tell us who it is?
context: Well, that's too bad.\Wait, you haven't even confessed to her yet!\Confess?! No way!\You're not going to?\If she rejects me, I'll feel horrible.\But wouldn't you feel worse if you just gave up and didn't do anything?\Yeah, but...\Can you tell us who it is? response:	Huh?!
context: Wait, you haven't even confessed to her yet!\Confess?! No way!\You're not going to?\If she rejects me, I'll feel horrible.\But wouldn't you feel worse if you just gave up and didn't do anything?\Yeah, but...\Can you tell us who it is?\Huh?! response:	Yeah. If we knew who it was, it'd be easier for us to help.
context: Confess?! No way!\You're not going to?\If she rejects me, I'll feel horrible.\But wouldn't you feel worse if you just gave up and didn't do anything?\Yeah, but...\Can you tell us who it is?\Huh?!\Yeah. If we knew who it was, it'd be easier for us to help. response:	You don't have to, though.
context: You're not going to?\If she rejects me, I'll feel horrible.\But wouldn't you feel worse if you just gave up and didn't do anything?\Yeah, but...\Can you tell us who it is?\Huh?!\Yeah. If we knew who it was, it'd be easier for us to help.\You don't have to, though. response:	Sa...
context: If she rejects me, I'll feel horrible.\But wouldn't you feel worse if you just gave up and didn't do anything?\Yeah, but...\Can you tell us who it is?\Huh?!\Yeah. If we knew who it was, it'd be easier for us to help.\You don't have to, though.\Sa... response:	Sasasegawa-san.
context: But wouldn't you feel worse if you just gave up and didn't do anything?\Yeah, but...\Can you tell us who it is?\Huh?!\Yeah. If we knew who it was, it'd be easier for us to help.\You don't have to, though.\Sa...\Sasasegawa-san. response:	Why did you just say that name?
context: Yeah, but...\Can you tell us who it is?\Huh?!\Yeah. If we knew who it was, it'd be easier for us to help.\You don't have to, though.\Sa...\Sasasegawa-san.\Why did you just say that name? response:	Because you asked me...
context: Can you tell us who it is?\Huh?!\Yeah. If we knew who it was, it'd be easier for us to help.\You don't have to, though.\Sa...\Sasasegawa-san.\Why did you just say that name?\Because you asked me... response:	No, I didn't ask for her name.
context: Huh?!\Yeah. If we knew who it was, it'd be easier for us to help.\You don't have to, though.\Sa...\Sasasegawa-san.\Why did you just say that name?\Because you asked me...\No, I didn't ask for her name. response:	No, no, you did.
context: Yeah. If we knew who it was, it'd be easier for us to help.\You don't have to, though.\Sa...\Sasasegawa-san.\Why did you just say that name?\Because you asked me...\No, I didn't ask for her name.\No, no, you did. response:	No, no.
context: You don't have to, though.\Sa...\Sasasegawa-san.\Why did you just say that name?\Because you asked me...\No, I didn't ask for her name.\No, no, you did.\No, no. response:	No, no, no.
context: Sa...\Sasasegawa-san.\Why did you just say that name?\Because you asked me...\No, I didn't ask for her name.\No, no, you did.\No, no.\No, no, no. response:	No, no. Aikawa means that he's in love with Sasasegawa-san.
context: Sasasegawa-san.\Why did you just say that name?\Because you asked me...\No, I didn't ask for her name.\No, no, you did.\No, no.\No, no, no.\No, no. Aikawa means that he's in love with Sasasegawa-san. response:	Oh!
context: Why did you just say that name?\Because you asked me...\No, I didn't ask for her name.\No, no, you did.\No, no.\No, no, no.\No, no. Aikawa means that he's in love with Sasasegawa-san.\Oh! response:	What?!
context: Because you asked me...\No, I didn't ask for her name.\No, no, you did.\No, no.\No, no, no.\No, no. Aikawa means that he's in love with Sasasegawa-san.\Oh!\What?! response:	What? What's going on?!
context: No, I didn't ask for her name.\No, no, you did.\No, no.\No, no, no.\No, no. Aikawa means that he's in love with Sasasegawa-san.\Oh!\What?!\What? What's going on?! response:	Stand back!
context: No, no, you did.\No, no.\No, no, no.\No, no. Aikawa means that he's in love with Sasasegawa-san.\Oh!\What?!\What? What's going on?!\Stand back! response:	Rin, stop it.
context: No, no.\No, no, no.\No, no. Aikawa means that he's in love with Sasasegawa-san.\Oh!\What?!\What? What's going on?!\Stand back!\Rin, stop it. response:	Calm down and think.
context: No, no, no.\No, no. Aikawa means that he's in love with Sasasegawa-san.\Oh!\What?!\What? What's going on?!\Stand back!\Rin, stop it.\Calm down and think. response:	But, Riki, that would only confuse me.
context: No, no. Aikawa means that he's in love with Sasasegawa-san.\Oh!\What?!\What? What's going on?!\Stand back!\Rin, stop it.\Calm down and think.\But, Riki, that would only confuse me. response:	Because...
context: Oh!\What?!\What? What's going on?!\Stand back!\Rin, stop it.\Calm down and think.\But, Riki, that would only confuse me.\Because... response:	He said this person is smart, athletic, and popular.
context: What?!\What? What's going on?!\Stand back!\Rin, stop it.\Calm down and think.\But, Riki, that would only confuse me.\Because...\He said this person is smart, athletic, and popular. response:	That's not the Sasasasasa Sasami I know!
context: What? What's going on?!\Stand back!\Rin, stop it.\Calm down and think.\But, Riki, that would only confuse me.\Because...\He said this person is smart, athletic, and popular.\That's not the Sasasasasa Sasami I know! response:	Let's not shatter his dreams, please.
