context: Second Dish response:	Episode 2
context: That spot's got a weird splashy vibe going on...\Oh, Yukihira, over here!\Why do they write names on fans, Bro?\It's one of Japan's mysteries.\Hmm...\Ramen...\noodles, toppings, and soup.\You just keep the challenging topics coming year after year, don't you? response:	Indeed.
context: Oh, Yukihira, over here!\Why do they write names on fans, Bro?\It's one of Japan's mysteries.\Hmm...\Ramen...\noodles, toppings, and soup.\You just keep the challenging topics coming year after year, don't you?\Indeed. response:	Ramen enjoyed an explosive popularity after the war, during the recovery period.
context: Why do they write names on fans, Bro?\It's one of Japan's mysteries.\Hmm...\Ramen...\noodles, toppings, and soup.\You just keep the challenging topics coming year after year, don't you?\Indeed.\Ramen enjoyed an explosive popularity after the war, during the recovery period. response:	The popularity was due to their affordable taste,
context: It's one of Japan's mysteries.\Hmm...\Ramen...\noodles, toppings, and soup.\You just keep the challenging topics coming year after year, don't you?\Indeed.\Ramen enjoyed an explosive popularity after the war, during the recovery period.\The popularity was due to their affordable taste, response:	Ramen
context: Hmm...\Ramen...\noodles, toppings, and soup.\You just keep the challenging topics coming year after year, don't you?\Indeed.\Ramen enjoyed an explosive popularity after the war, during the recovery period.\The popularity was due to their affordable taste,\Ramen response:	and the ease of access, thanks to noodle carts.
context: Ramen...\noodles, toppings, and soup.\You just keep the challenging topics coming year after year, don't you?\Indeed.\Ramen enjoyed an explosive popularity after the war, during the recovery period.\The popularity was due to their affordable taste,\Ramen\and the ease of access, thanks to noodle carts. response:	And now, ramen has become a Japanese cuisine that has gone global.
context: noodles, toppings, and soup.\You just keep the challenging topics coming year after year, don't you?\Indeed.\Ramen enjoyed an explosive popularity after the war, during the recovery period.\The popularity was due to their affordable taste,\Ramen\and the ease of access, thanks to noodle carts.\And now, ramen has become a Japanese cuisine that has gone global. response:	There's limitless potential for the depth of flavor and amount of effort spent preparing it.
context: You just keep the challenging topics coming year after year, don't you?\Indeed.\Ramen enjoyed an explosive popularity after the war, during the recovery period.\The popularity was due to their affordable taste,\Ramen\and the ease of access, thanks to noodle carts.\And now, ramen has become a Japanese cuisine that has gone global.\There's limitless potential for the depth of flavor and amount of effort spent preparing it. response:	And we're asking contestants to perfect it all in a single night,
context: Indeed.\Ramen enjoyed an explosive popularity after the war, during the recovery period.\The popularity was due to their affordable taste,\Ramen\and the ease of access, thanks to noodle carts.\And now, ramen has become a Japanese cuisine that has gone global.\There's limitless potential for the depth of flavor and amount of effort spent preparing it.\And we're asking contestants to perfect it all in a single night, response:	on such a big stage!
context: Ramen enjoyed an explosive popularity after the war, during the recovery period.\The popularity was due to their affordable taste,\Ramen\and the ease of access, thanks to noodle carts.\And now, ramen has become a Japanese cuisine that has gone global.\There's limitless potential for the depth of flavor and amount of effort spent preparing it.\And we're asking contestants to perfect it all in a single night,\on such a big stage! response:	In essence, what is being tested in this match
context: The popularity was due to their affordable taste,\Ramen\and the ease of access, thanks to noodle carts.\And now, ramen has become a Japanese cuisine that has gone global.\There's limitless potential for the depth of flavor and amount of effort spent preparing it.\And we're asking contestants to perfect it all in a single night,\on such a big stage!\In essence, what is being tested in this match response:	is flexibility and explosive power!
context: Ramen\and the ease of access, thanks to noodle carts.\And now, ramen has become a Japanese cuisine that has gone global.\There's limitless potential for the depth of flavor and amount of effort spent preparing it.\And we're asking contestants to perfect it all in a single night,\on such a big stage!\In essence, what is being tested in this match\is flexibility and explosive power! response:	How well can they bring the experience and aptitude
context: and the ease of access, thanks to noodle carts.\And now, ramen has become a Japanese cuisine that has gone global.\There's limitless potential for the depth of flavor and amount of effort spent preparing it.\And we're asking contestants to perfect it all in a single night,\on such a big stage!\In essence, what is being tested in this match\is flexibility and explosive power!\How well can they bring the experience and aptitude response:	that they've nurtured thus far to bear on the topic at hand?
context: And now, ramen has become a Japanese cuisine that has gone global.\There's limitless potential for the depth of flavor and amount of effort spent preparing it.\And we're asking contestants to perfect it all in a single night,\on such a big stage!\In essence, what is being tested in this match\is flexibility and explosive power!\How well can they bring the experience and aptitude\that they've nurtured thus far to bear on the topic at hand? response:	Kurokiba Ryo made seafood curry in the preliminaries.
context: There's limitless potential for the depth of flavor and amount of effort spent preparing it.\And we're asking contestants to perfect it all in a single night,\on such a big stage!\In essence, what is being tested in this match\is flexibility and explosive power!\How well can they bring the experience and aptitude\that they've nurtured thus far to bear on the topic at hand?\Kurokiba Ryo made seafood curry in the preliminaries. response:	I wonder what he's making for the main tournament.
context: And we're asking contestants to perfect it all in a single night,\on such a big stage!\In essence, what is being tested in this match\is flexibility and explosive power!\How well can they bring the experience and aptitude\that they've nurtured thus far to bear on the topic at hand?\Kurokiba Ryo made seafood curry in the preliminaries.\I wonder what he's making for the main tournament. response:	That broth is based on stock taken entirely from fish heads and bones!
context: on such a big stage!\In essence, what is being tested in this match\is flexibility and explosive power!\How well can they bring the experience and aptitude\that they've nurtured thus far to bear on the topic at hand?\Kurokiba Ryo made seafood curry in the preliminaries.\I wonder what he's making for the main tournament.\That broth is based on stock taken entirely from fish heads and bones! response:	Scorpionfish, conger eel, flounder, and red gurnard...
context: In essence, what is being tested in this match\is flexibility and explosive power!\How well can they bring the experience and aptitude\that they've nurtured thus far to bear on the topic at hand?\Kurokiba Ryo made seafood curry in the preliminaries.\I wonder what he's making for the main tournament.\That broth is based on stock taken entirely from fish heads and bones!\Scorpionfish, conger eel, flounder, and red gurnard... response:	So the ramen will have a seafood broth!
context: is flexibility and explosive power!\How well can they bring the experience and aptitude\that they've nurtured thus far to bear on the topic at hand?\Kurokiba Ryo made seafood curry in the preliminaries.\I wonder what he's making for the main tournament.\That broth is based on stock taken entirely from fish heads and bones!\Scorpionfish, conger eel, flounder, and red gurnard...\So the ramen will have a seafood broth! response:	A-ha!
context: How well can they bring the experience and aptitude\that they've nurtured thus far to bear on the topic at hand?\Kurokiba Ryo made seafood curry in the preliminaries.\I wonder what he's making for the main tournament.\That broth is based on stock taken entirely from fish heads and bones!\Scorpionfish, conger eel, flounder, and red gurnard...\So the ramen will have a seafood broth!\A-ha! response:	All the strong flavors of fish guts and shrimp innards...
context: that they've nurtured thus far to bear on the topic at hand?\Kurokiba Ryo made seafood curry in the preliminaries.\I wonder what he's making for the main tournament.\That broth is based on stock taken entirely from fish heads and bones!\Scorpionfish, conger eel, flounder, and red gurnard...\So the ramen will have a seafood broth!\A-ha!\All the strong flavors of fish guts and shrimp innards... response:	It seems he has been able to avoid any fishiness thus far! Well done.
context: Kurokiba Ryo made seafood curry in the preliminaries.\I wonder what he's making for the main tournament.\That broth is based on stock taken entirely from fish heads and bones!\Scorpionfish, conger eel, flounder, and red gurnard...\So the ramen will have a seafood broth!\A-ha!\All the strong flavors of fish guts and shrimp innards...\It seems he has been able to avoid any fishiness thus far! Well done. response:	Like I thought, Kurokiba-kun is making a rich broth from seafood.
context: I wonder what he's making for the main tournament.\That broth is based on stock taken entirely from fish heads and bones!\Scorpionfish, conger eel, flounder, and red gurnard...\So the ramen will have a seafood broth!\A-ha!\All the strong flavors of fish guts and shrimp innards...\It seems he has been able to avoid any fishiness thus far! Well done.\Like I thought, Kurokiba-kun is making a rich broth from seafood. response:	Scallops!
context: That broth is based on stock taken entirely from fish heads and bones!\Scorpionfish, conger eel, flounder, and red gurnard...\So the ramen will have a seafood broth!\A-ha!\All the strong flavors of fish guts and shrimp innards...\It seems he has been able to avoid any fishiness thus far! Well done.\Like I thought, Kurokiba-kun is making a rich broth from seafood.\Scallops! response:	Megumi is using dried scallops to make her stock.
context: Scorpionfish, conger eel, flounder, and red gurnard...\So the ramen will have a seafood broth!\A-ha!\All the strong flavors of fish guts and shrimp innards...\It seems he has been able to avoid any fishiness thus far! Well done.\Like I thought, Kurokiba-kun is making a rich broth from seafood.\Scallops!\Megumi is using dried scallops to make her stock. response:	Add strained paitan soup to the stock...
context: So the ramen will have a seafood broth!\A-ha!\All the strong flavors of fish guts and shrimp innards...\It seems he has been able to avoid any fishiness thus far! Well done.\Like I thought, Kurokiba-kun is making a rich broth from seafood.\Scallops!\Megumi is using dried scallops to make her stock.\Add strained paitan soup to the stock... response:	Wait, so Megumi's also making a seafood broth?
context: A-ha!\All the strong flavors of fish guts and shrimp innards...\It seems he has been able to avoid any fishiness thus far! Well done.\Like I thought, Kurokiba-kun is making a rich broth from seafood.\Scallops!\Megumi is using dried scallops to make her stock.\Add strained paitan soup to the stock...\Wait, so Megumi's also making a seafood broth? response:	No, they may both be using seafood,
context: All the strong flavors of fish guts and shrimp innards...\It seems he has been able to avoid any fishiness thus far! Well done.\Like I thought, Kurokiba-kun is making a rich broth from seafood.\Scallops!\Megumi is using dried scallops to make her stock.\Add strained paitan soup to the stock...\Wait, so Megumi's also making a seafood broth?\No, they may both be using seafood, response:	but in contrast to Kurokiba Ryo's rich broth,
context: It seems he has been able to avoid any fishiness thus far! Well done.\Like I thought, Kurokiba-kun is making a rich broth from seafood.\Scallops!\Megumi is using dried scallops to make her stock.\Add strained paitan soup to the stock...\Wait, so Megumi's also making a seafood broth?\No, they may both be using seafood,\but in contrast to Kurokiba Ryo's rich broth, response:	Tadokoro-san chose a light broth!
context: Like I thought, Kurokiba-kun is making a rich broth from seafood.\Scallops!\Megumi is using dried scallops to make her stock.\Add strained paitan soup to the stock...\Wait, so Megumi's also making a seafood broth?\No, they may both be using seafood,\but in contrast to Kurokiba Ryo's rich broth,\Tadokoro-san chose a light broth! response:	But can her broth compete against the impact of Kurokiba's rich broth?
context: Scallops!\Megumi is using dried scallops to make her stock.\Add strained paitan soup to the stock...\Wait, so Megumi's also making a seafood broth?\No, they may both be using seafood,\but in contrast to Kurokiba Ryo's rich broth,\Tadokoro-san chose a light broth!\But can her broth compete against the impact of Kurokiba's rich broth? response:	Of course it can!
context: Megumi is using dried scallops to make her stock.\Add strained paitan soup to the stock...\Wait, so Megumi's also making a seafood broth?\No, they may both be using seafood,\but in contrast to Kurokiba Ryo's rich broth,\Tadokoro-san chose a light broth!\But can her broth compete against the impact of Kurokiba's rich broth?\Of course it can! response:	Megumi's hometown is a harbor town!
context: Add strained paitan soup to the stock...\Wait, so Megumi's also making a seafood broth?\No, they may both be using seafood,\but in contrast to Kurokiba Ryo's rich broth,\Tadokoro-san chose a light broth!\But can her broth compete against the impact of Kurokiba's rich broth?\Of course it can!\Megumi's hometown is a harbor town! response:	She's his equal in terms of seafood knowledge!
context: Wait, so Megumi's also making a seafood broth?\No, they may both be using seafood,\but in contrast to Kurokiba Ryo's rich broth,\Tadokoro-san chose a light broth!\But can her broth compete against the impact of Kurokiba's rich broth?\Of course it can!\Megumi's hometown is a harbor town!\She's his equal in terms of seafood knowledge! response:	Very interesting.
context: No, they may both be using seafood,\but in contrast to Kurokiba Ryo's rich broth,\Tadokoro-san chose a light broth!\But can her broth compete against the impact of Kurokiba's rich broth?\Of course it can!\Megumi's hometown is a harbor town!\She's his equal in terms of seafood knowledge!\Very interesting. response:	So it's two people who grew up in harbor towns against each other.
context: but in contrast to Kurokiba Ryo's rich broth,\Tadokoro-san chose a light broth!\But can her broth compete against the impact of Kurokiba's rich broth?\Of course it can!\Megumi's hometown is a harbor town!\She's his equal in terms of seafood knowledge!\Very interesting.\So it's two people who grew up in harbor towns against each other. response:	Right, a fishing port...
context: Tadokoro-san chose a light broth!\But can her broth compete against the impact of Kurokiba's rich broth?\Of course it can!\Megumi's hometown is a harbor town!\She's his equal in terms of seafood knowledge!\Very interesting.\So it's two people who grew up in harbor towns against each other.\Right, a fishing port... response:	What?!
context: But can her broth compete against the impact of Kurokiba's rich broth?\Of course it can!\Megumi's hometown is a harbor town!\She's his equal in terms of seafood knowledge!\Very interesting.\So it's two people who grew up in harbor towns against each other.\Right, a fishing port...\What?! response:	Nakiri Alice?!
context: Of course it can!\Megumi's hometown is a harbor town!\She's his equal in terms of seafood knowledge!\Very interesting.\So it's two people who grew up in harbor towns against each other.\Right, a fishing port...\What?!\Nakiri Alice?! response:	Wh-Why are you here?!
context: Megumi's hometown is a harbor town!\She's his equal in terms of seafood knowledge!\Very interesting.\So it's two people who grew up in harbor towns against each other.\Right, a fishing port...\What?!\Nakiri Alice?!\Wh-Why are you here?! response:	Huh? Am I not allowed?
context: She's his equal in terms of seafood knowledge!\Very interesting.\So it's two people who grew up in harbor towns against each other.\Right, a fishing port...\What?!\Nakiri Alice?!\Wh-Why are you here?!\Huh? Am I not allowed? response:	You said they're both from harbor towns?
context: Very interesting.\So it's two people who grew up in harbor towns against each other.\Right, a fishing port...\What?!\Nakiri Alice?!\Wh-Why are you here?!\Huh? Am I not allowed?\You said they're both from harbor towns? response:	That's right!
context: So it's two people who grew up in harbor towns against each other.\Right, a fishing port...\What?!\Nakiri Alice?!\Wh-Why are you here?!\Huh? Am I not allowed?\You said they're both from harbor towns?\That's right! response:	Ryo-kun grew up next to the sea.
context: Right, a fishing port...\What?!\Nakiri Alice?!\Wh-Why are you here?!\Huh? Am I not allowed?\You said they're both from harbor towns?\That's right!\Ryo-kun grew up next to the sea. response:	A huge pile of lobster and sweet shrimp shells?
context: What?!\Nakiri Alice?!\Wh-Why are you here?!\Huh? Am I not allowed?\You said they're both from harbor towns?\That's right!\Ryo-kun grew up next to the sea.\A huge pile of lobster and sweet shrimp shells? response:	Is he going to use them for stock, too?
context: Nakiri Alice?!\Wh-Why are you here?!\Huh? Am I not allowed?\You said they're both from harbor towns?\That's right!\Ryo-kun grew up next to the sea.\A huge pile of lobster and sweet shrimp shells?\Is he going to use them for stock, too? response:	What the hell?!
context: Wh-Why are you here?!\Huh? Am I not allowed?\You said they're both from harbor towns?\That's right!\Ryo-kun grew up next to the sea.\A huge pile of lobster and sweet shrimp shells?\Is he going to use them for stock, too?\What the hell?! response:	He's crushing the shells into powder!
context: Huh? Am I not allowed?\You said they're both from harbor towns?\That's right!\Ryo-kun grew up next to the sea.\A huge pile of lobster and sweet shrimp shells?\Is he going to use them for stock, too?\What the hell?!\He's crushing the shells into powder! response:	10 Years Ago
context: You said they're both from harbor towns?\That's right!\Ryo-kun grew up next to the sea.\A huge pile of lobster and sweet shrimp shells?\Is he going to use them for stock, too?\What the hell?!\He's crushing the shells into powder!\10 Years Ago response:	There's a place that's popular in the sailors' watering hole district.
context: That's right!\Ryo-kun grew up next to the sea.\A huge pile of lobster and sweet shrimp shells?\Is he going to use them for stock, too?\What the hell?!\He's crushing the shells into powder!\10 Years Ago\There's a place that's popular in the sailors' watering hole district. response:	Really? I want to check it out.
context: Ryo-kun grew up next to the sea.\A huge pile of lobster and sweet shrimp shells?\Is he going to use them for stock, too?\What the hell?!\He's crushing the shells into powder!\10 Years Ago\There's a place that's popular in the sailors' watering hole district.\Really? I want to check it out. response:	I'd advise against it!
context: A huge pile of lobster and sweet shrimp shells?\Is he going to use them for stock, too?\What the hell?!\He's crushing the shells into powder!\10 Years Ago\There's a place that's popular in the sailors' watering hole district.\Really? I want to check it out.\I'd advise against it! response:	You'll lose everything you have to a savage!
context: Is he going to use them for stock, too?\What the hell?!\He's crushing the shells into powder!\10 Years Ago\There's a place that's popular in the sailors' watering hole district.\Really? I want to check it out.\I'd advise against it!\You'll lose everything you have to a savage! response:	Now that I've finally left Japan,
context: What the hell?!\He's crushing the shells into powder!\10 Years Ago\There's a place that's popular in the sailors' watering hole district.\Really? I want to check it out.\I'd advise against it!\You'll lose everything you have to a savage!\Now that I've finally left Japan, response:	I should try to experience a lot of different flavors.
context: He's crushing the shells into powder!\10 Years Ago\There's a place that's popular in the sailors' watering hole district.\Really? I want to check it out.\I'd advise against it!\You'll lose everything you have to a savage!\Now that I've finally left Japan,\I should try to experience a lot of different flavors. response:	This must be the place.
context: 10 Years Ago\There's a place that's popular in the sailors' watering hole district.\Really? I want to check it out.\I'd advise against it!\You'll lose everything you have to a savage!\Now that I've finally left Japan,\I should try to experience a lot of different flavors.\This must be the place. response:	What, a customer?
context: There's a place that's popular in the sailors' watering hole district.\Really? I want to check it out.\I'd advise against it!\You'll lose everything you have to a savage!\Now that I've finally left Japan,\I should try to experience a lot of different flavors.\This must be the place.\What, a customer? response:	The place is on break right now.
context: Really? I want to check it out.\I'd advise against it!\You'll lose everything you have to a savage!\Now that I've finally left Japan,\I should try to experience a lot of different flavors.\This must be the place.\What, a customer?\The place is on break right now. response:	Get your food somewhere else
context: I'd advise against it!\You'll lose everything you have to a savage!\Now that I've finally left Japan,\I should try to experience a lot of different flavors.\This must be the place.\What, a customer?\The place is on break right now.\Get your food somewhere else response:	Then I'll just wait inside!
context: You'll lose everything you have to a savage!\Now that I've finally left Japan,\I should try to experience a lot of different flavors.\This must be the place.\What, a customer?\The place is on break right now.\Get your food somewhere else\Then I'll just wait inside! response:	Wow, it's so dirty in here!
context: Now that I've finally left Japan,\I should try to experience a lot of different flavors.\This must be the place.\What, a customer?\The place is on break right now.\Get your food somewhere else\Then I'll just wait inside!\Wow, it's so dirty in here! response:	I know! Since I'm here, can you introduce me to the chef?
context: I should try to experience a lot of different flavors.\This must be the place.\What, a customer?\The place is on break right now.\Get your food somewhere else\Then I'll just wait inside!\Wow, it's so dirty in here!\I know! Since I'm here, can you introduce me to the chef? response:	You won't get to do as you please here.
context: This must be the place.\What, a customer?\The place is on break right now.\Get your food somewhere else\Then I'll just wait inside!\Wow, it's so dirty in here!\I know! Since I'm here, can you introduce me to the chef?\You won't get to do as you please here. response:	The chef of this place...
context: What, a customer?\The place is on break right now.\Get your food somewhere else\Then I'll just wait inside!\Wow, it's so dirty in here!\I know! Since I'm here, can you introduce me to the chef?\You won't get to do as you please here.\The chef of this place... response:	What?
context: The place is on break right now.\Get your food somewhere else\Then I'll just wait inside!\Wow, it's so dirty in here!\I know! Since I'm here, can you introduce me to the chef?\You won't get to do as you please here.\The chef of this place...\What? response:	A chef?
context: Get your food somewhere else\Then I'll just wait inside!\Wow, it's so dirty in here!\I know! Since I'm here, can you introduce me to the chef?\You won't get to do as you please here.\The chef of this place...\What?\A chef? response:	That's right.
context: Then I'll just wait inside!\Wow, it's so dirty in here!\I know! Since I'm here, can you introduce me to the chef?\You won't get to do as you please here.\The chef of this place...\What?\A chef?\That's right. response:	Ryo-kun has been the head chef since he was very young.
context: Wow, it's so dirty in here!\I know! Since I'm here, can you introduce me to the chef?\You won't get to do as you please here.\The chef of this place...\What?\A chef?\That's right.\Ryo-kun has been the head chef since he was very young. response:	That's the kind of chef he is.
context: I know! Since I'm here, can you introduce me to the chef?\You won't get to do as you please here.\The chef of this place...\What?\A chef?\That's right.\Ryo-kun has been the head chef since he was very young.\That's the kind of chef he is. response:	M-Megumi's the same way!
context: You won't get to do as you please here.\The chef of this place...\What?\A chef?\That's right.\Ryo-kun has been the head chef since he was very young.\That's the kind of chef he is.\M-Megumi's the same way! response:	She has the experience of helping out at her kitchen back home, too!
context: The chef of this place...\What?\A chef?\That's right.\Ryo-kun has been the head chef since he was very young.\That's the kind of chef he is.\M-Megumi's the same way!\She has the experience of helping out at her kitchen back home, too! response:	Polar Star
context: What?\A chef?\That's right.\Ryo-kun has been the head chef since he was very young.\That's the kind of chef he is.\M-Megumi's the same way!\She has the experience of helping out at her kitchen back home, too!\Polar Star response:	Megumi!
context: A chef?\That's right.\Ryo-kun has been the head chef since he was very young.\That's the kind of chef he is.\M-Megumi's the same way!\She has the experience of helping out at her kitchen back home, too!\Polar Star\Megumi! response:	Don't let any of this get to you!
context: That's right.\Ryo-kun has been the head chef since he was very young.\That's the kind of chef he is.\M-Megumi's the same way!\She has the experience of helping out at her kitchen back home, too!\Polar Star\Megumi!\Don't let any of this get to you! response:	Polar Star
context: Ryo-kun has been the head chef since he was very young.\That's the kind of chef he is.\M-Megumi's the same way!\She has the experience of helping out at her kitchen back home, too!\Polar Star\Megumi!\Don't let any of this get to you!\Polar Star response:	We've got your back!
context: That's the kind of chef he is.\M-Megumi's the same way!\She has the experience of helping out at her kitchen back home, too!\Polar Star\Megumi!\Don't let any of this get to you!\Polar Star\We've got your back! response:	What the hell's that?
context: M-Megumi's the same way!\She has the experience of helping out at her kitchen back home, too!\Polar Star\Megumi!\Don't let any of this get to you!\Polar Star\We've got your back!\What the hell's that? response:	O-Oh, they're friends from my dorm...
context: She has the experience of helping out at her kitchen back home, too!\Polar Star\Megumi!\Don't let any of this get to you!\Polar Star\We've got your back!\What the hell's that?\O-Oh, they're friends from my dorm... response:	I don't like this at all.
context: Polar Star\Megumi!\Don't let any of this get to you!\Polar Star\We've got your back!\What the hell's that?\O-Oh, they're friends from my dorm...\I don't like this at all. response:	I feel sick to my stomach whenever I see a bunch of chefs palling around!
context: Megumi!\Don't let any of this get to you!\Polar Star\We've got your back!\What the hell's that?\O-Oh, they're friends from my dorm...\I don't like this at all.\I feel sick to my stomach whenever I see a bunch of chefs palling around! response:	Chefs are all about winning or being beaten.
context: Don't let any of this get to you!\Polar Star\We've got your back!\What the hell's that?\O-Oh, they're friends from my dorm...\I don't like this at all.\I feel sick to my stomach whenever I see a bunch of chefs palling around!\Chefs are all about winning or being beaten. response:	There can be nothing else!
context: Polar Star\We've got your back!\What the hell's that?\O-Oh, they're friends from my dorm...\I don't like this at all.\I feel sick to my stomach whenever I see a bunch of chefs palling around!\Chefs are all about winning or being beaten.\There can be nothing else! response:	Are you... sure about that?
context: We've got your back!\What the hell's that?\O-Oh, they're friends from my dorm...\I don't like this at all.\I feel sick to my stomach whenever I see a bunch of chefs palling around!\Chefs are all about winning or being beaten.\There can be nothing else!\Are you... sure about that? response:	What?
context: What the hell's that?\O-Oh, they're friends from my dorm...\I don't like this at all.\I feel sick to my stomach whenever I see a bunch of chefs palling around!\Chefs are all about winning or being beaten.\There can be nothing else!\Are you... sure about that?\What? response:	Isn't it important for people to work together in cooking, too?
context: O-Oh, they're friends from my dorm...\I don't like this at all.\I feel sick to my stomach whenever I see a bunch of chefs palling around!\Chefs are all about winning or being beaten.\There can be nothing else!\Are you... sure about that?\What?\Isn't it important for people to work together in cooking, too? response:	The kitchen is a battlefield.
context: I don't like this at all.\I feel sick to my stomach whenever I see a bunch of chefs palling around!\Chefs are all about winning or being beaten.\There can be nothing else!\Are you... sure about that?\What?\Isn't it important for people to work together in cooking, too?\The kitchen is a battlefield. response:	Cooking is about power!
context: I feel sick to my stomach whenever I see a bunch of chefs palling around!\Chefs are all about winning or being beaten.\There can be nothing else!\Are you... sure about that?\What?\Isn't it important for people to work together in cooking, too?\The kitchen is a battlefield.\Cooking is about power! response:	You wouldn't understand because you were sheltered as a kid.
context: Chefs are all about winning or being beaten.\There can be nothing else!\Are you... sure about that?\What?\Isn't it important for people to work together in cooking, too?\The kitchen is a battlefield.\Cooking is about power!\You wouldn't understand because you were sheltered as a kid. response:	All your cooking needs to do is to bring your opponents to their knees.
context: There can be nothing else!\Are you... sure about that?\What?\Isn't it important for people to work together in cooking, too?\The kitchen is a battlefield.\Cooking is about power!\You wouldn't understand because you were sheltered as a kid.\All your cooking needs to do is to bring your opponents to their knees. response:	That's it.
context: Are you... sure about that?\What?\Isn't it important for people to work together in cooking, too?\The kitchen is a battlefield.\Cooking is about power!\You wouldn't understand because you were sheltered as a kid.\All your cooking needs to do is to bring your opponents to their knees.\That's it. response:	People who don't get that can only make food with weak flavor!
context: What?\Isn't it important for people to work together in cooking, too?\The kitchen is a battlefield.\Cooking is about power!\You wouldn't understand because you were sheltered as a kid.\All your cooking needs to do is to bring your opponents to their knees.\That's it.\People who don't get that can only make food with weak flavor! response:	Get that through your thick skull!
context: Isn't it important for people to work together in cooking, too?\The kitchen is a battlefield.\Cooking is about power!\You wouldn't understand because you were sheltered as a kid.\All your cooking needs to do is to bring your opponents to their knees.\That's it.\People who don't get that can only make food with weak flavor!\Get that through your thick skull! response:	The cooking the rest of you have been doing is just trasha game of pretend.
context: The kitchen is a battlefield.\Cooking is about power!\You wouldn't understand because you were sheltered as a kid.\All your cooking needs to do is to bring your opponents to their knees.\That's it.\People who don't get that can only make food with weak flavor!\Get that through your thick skull!\The cooking the rest of you have been doing is just trasha game of pretend. response:	You're wrong.
context: Cooking is about power!\You wouldn't understand because you were sheltered as a kid.\All your cooking needs to do is to bring your opponents to their knees.\That's it.\People who don't get that can only make food with weak flavor!\Get that through your thick skull!\The cooking the rest of you have been doing is just trasha game of pretend.\You're wrong. response:	What I...
context: You wouldn't understand because you were sheltered as a kid.\All your cooking needs to do is to bring your opponents to their knees.\That's it.\People who don't get that can only make food with weak flavor!\Get that through your thick skull!\The cooking the rest of you have been doing is just trasha game of pretend.\You're wrong.\What I... response:	At least, what I've encountered is...
context: All your cooking needs to do is to bring your opponents to their knees.\That's it.\People who don't get that can only make food with weak flavor!\Get that through your thick skull!\The cooking the rest of you have been doing is just trasha game of pretend.\You're wrong.\What I...\At least, what I've encountered is... response:	The vegetables have been parboiled.
context: That's it.\People who don't get that can only make food with weak flavor!\Get that through your thick skull!\The cooking the rest of you have been doing is just trasha game of pretend.\You're wrong.\What I...\At least, what I've encountered is...\The vegetables have been parboiled. response:	Mix two types of soy sauce together,
context: People who don't get that can only make food with weak flavor!\Get that through your thick skull!\The cooking the rest of you have been doing is just trasha game of pretend.\You're wrong.\What I...\At least, what I've encountered is...\The vegetables have been parboiled.\Mix two types of soy sauce together, response:	then keep the temperature around 80 degrees Celsius to preserve the flavor.
context: Get that through your thick skull!\The cooking the rest of you have been doing is just trasha game of pretend.\You're wrong.\What I...\At least, what I've encountered is...\The vegetables have been parboiled.\Mix two types of soy sauce together,\then keep the temperature around 80 degrees Celsius to preserve the flavor. response:	All right!
context: The cooking the rest of you have been doing is just trasha game of pretend.\You're wrong.\What I...\At least, what I've encountered is...\The vegetables have been parboiled.\Mix two types of soy sauce together,\then keep the temperature around 80 degrees Celsius to preserve the flavor.\All right! response:	Good, she's staying calm.
context: You're wrong.\What I...\At least, what I've encountered is...\The vegetables have been parboiled.\Mix two types of soy sauce together,\then keep the temperature around 80 degrees Celsius to preserve the flavor.\All right!\Good, she's staying calm. response:	Yup.
context: What I...\At least, what I've encountered is...\The vegetables have been parboiled.\Mix two types of soy sauce together,\then keep the temperature around 80 degrees Celsius to preserve the flavor.\All right!\Good, she's staying calm.\Yup. response:	She's getting each task done without wasting any time.
context: At least, what I've encountered is...\The vegetables have been parboiled.\Mix two types of soy sauce together,\then keep the temperature around 80 degrees Celsius to preserve the flavor.\All right!\Good, she's staying calm.\Yup.\She's getting each task done without wasting any time. response:	What determines ramen's flavor is the stock.
context: The vegetables have been parboiled.\Mix two types of soy sauce together,\then keep the temperature around 80 degrees Celsius to preserve the flavor.\All right!\Good, she's staying calm.\Yup.\She's getting each task done without wasting any time.\What determines ramen's flavor is the stock. response:	There can be no cloudiness in the light broth she chose for her dish.
context: Mix two types of soy sauce together,\then keep the temperature around 80 degrees Celsius to preserve the flavor.\All right!\Good, she's staying calm.\Yup.\She's getting each task done without wasting any time.\What determines ramen's flavor is the stock.\There can be no cloudiness in the light broth she chose for her dish. response:	Beautiful.
context: then keep the temperature around 80 degrees Celsius to preserve the flavor.\All right!\Good, she's staying calm.\Yup.\She's getting each task done without wasting any time.\What determines ramen's flavor is the stock.\There can be no cloudiness in the light broth she chose for her dish.\Beautiful. response:	It shines, and it is crystal clear.
context: All right!\Good, she's staying calm.\Yup.\She's getting each task done without wasting any time.\What determines ramen's flavor is the stock.\There can be no cloudiness in the light broth she chose for her dish.\Beautiful.\It shines, and it is crystal clear. response:	Don't say bad things about the people
context: Good, she's staying calm.\Yup.\She's getting each task done without wasting any time.\What determines ramen's flavor is the stock.\There can be no cloudiness in the light broth she chose for her dish.\Beautiful.\It shines, and it is crystal clear.\Don't say bad things about the people response:	who have... encouraged me!
context: Yup.\She's getting each task done without wasting any time.\What determines ramen's flavor is the stock.\There can be no cloudiness in the light broth she chose for her dish.\Beautiful.\It shines, and it is crystal clear.\Don't say bad things about the people\who have... encouraged me! response:	That was just me... trying to say something...
