context: Hey. response:	How's it going?
context: So-so, I guess.\The competition's tomorrow, right? You still can't hear the notes, can you?\Will you be okay?\I don't know.\But see, there's this girl, and she seriously believes in the power of music.\I mean, like crazy.\So I think I'll try believing in it, too.\That's not really an answer. response:	I guess not.
context: The competition's tomorrow, right? You still can't hear the notes, can you?\Will you be okay?\I don't know.\But see, there's this girl, and she seriously believes in the power of music.\I mean, like crazy.\So I think I'll try believing in it, too.\That's not really an answer.\I guess not. response:	You seem to be ready.
context: Will you be okay?\I don't know.\But see, there's this girl, and she seriously believes in the power of music.\I mean, like crazy.\So I think I'll try believing in it, too.\That's not really an answer.\I guess not.\You seem to be ready. response:	I'm sure that person will come, too.
context: I don't know.\But see, there's this girl, and she seriously believes in the power of music.\I mean, like crazy.\So I think I'll try believing in it, too.\That's not really an answer.\I guess not.\You seem to be ready.\I'm sure that person will come, too. response:	You should take it easy today.
context: But see, there's this girl, and she seriously believes in the power of music.\I mean, like crazy.\So I think I'll try believing in it, too.\That's not really an answer.\I guess not.\You seem to be ready.\I'm sure that person will come, too.\You should take it easy today. response:	Tomorrow's going to be a big day for you.
context: I mean, like crazy.\So I think I'll try believing in it, too.\That's not really an answer.\I guess not.\You seem to be ready.\I'm sure that person will come, too.\You should take it easy today.\Tomorrow's going to be a big day for you. response:	Woah!
context: So I think I'll try believing in it, too.\That's not really an answer.\I guess not.\You seem to be ready.\I'm sure that person will come, too.\You should take it easy today.\Tomorrow's going to be a big day for you.\Woah! response:	They're doing it here?
context: That's not really an answer.\I guess not.\You seem to be ready.\I'm sure that person will come, too.\You should take it easy today.\Tomorrow's going to be a big day for you.\Woah!\They're doing it here? response:	It sure is huge.
context: I guess not.\You seem to be ready.\I'm sure that person will come, too.\You should take it easy today.\Tomorrow's going to be a big day for you.\Woah!\They're doing it here?\It sure is huge. response:	Well, I'll be going, then!
context: You seem to be ready.\I'm sure that person will come, too.\You should take it easy today.\Tomorrow's going to be a big day for you.\Woah!\They're doing it here?\It sure is huge.\Well, I'll be going, then! response:	Kousei?
context: I'm sure that person will come, too.\You should take it easy today.\Tomorrow's going to be a big day for you.\Woah!\They're doing it here?\It sure is huge.\Well, I'll be going, then!\Kousei? response:	You're going the wrong way!
context: You should take it easy today.\Tomorrow's going to be a big day for you.\Woah!\They're doing it here?\It sure is huge.\Well, I'll be going, then!\Kousei?\You're going the wrong way! response:	Is he gonna be okay?
context: Tomorrow's going to be a big day for you.\Woah!\They're doing it here?\It sure is huge.\Well, I'll be going, then!\Kousei?\You're going the wrong way!\Is he gonna be okay? response:	Not good!
context: Woah!\They're doing it here?\It sure is huge.\Well, I'll be going, then!\Kousei?\You're going the wrong way!\Is he gonna be okay?\Not good! response:	What? What?
context: They're doing it here?\It sure is huge.\Well, I'll be going, then!\Kousei?\You're going the wrong way!\Is he gonna be okay?\Not good!\What? What? response:	Look at this.
context: It sure is huge.\Well, I'll be going, then!\Kousei?\You're going the wrong way!\Is he gonna be okay?\Not good!\What? What?\Look at this. response:	The list of contestants?
context: Well, I'll be going, then!\Kousei?\You're going the wrong way!\Is he gonna be okay?\Not good!\What? What?\Look at this.\The list of contestants? response:	Your entry number.
context: Kousei?\You're going the wrong way!\Is he gonna be okay?\Not good!\What? What?\Look at this.\The list of contestants?\Your entry number. response:	Kochel number 265, Mozart's Twinkle, Twinkle, Little Star.
context: You're going the wrong way!\Is he gonna be okay?\Not good!\What? What?\Look at this.\The list of contestants?\Your entry number.\Kochel number 265, Mozart's Twinkle, Twinkle, Little Star. response:	The stars will shine over your head.
context: Is he gonna be okay?\Not good!\What? What?\Look at this.\The list of contestants?\Your entry number.\Kochel number 265, Mozart's Twinkle, Twinkle, Little Star.\The stars will shine over your head. response:	Stars in broad daylight.
context: Not good!\What? What?\Look at this.\The list of contestants?\Your entry number.\Kochel number 265, Mozart's Twinkle, Twinkle, Little Star.\The stars will shine over your head.\Stars in broad daylight. response:	Hey, is that...?
context: What? What?\Look at this.\The list of contestants?\Your entry number.\Kochel number 265, Mozart's Twinkle, Twinkle, Little Star.\The stars will shine over your head.\Stars in broad daylight.\Hey, is that...? response:	Yeah.
context: Look at this.\The list of contestants?\Your entry number.\Kochel number 265, Mozart's Twinkle, Twinkle, Little Star.\The stars will shine over your head.\Stars in broad daylight.\Hey, is that...?\Yeah. response:	An encounter with my past.
context: The list of contestants?\Your entry number.\Kochel number 265, Mozart's Twinkle, Twinkle, Little Star.\The stars will shine over your head.\Stars in broad daylight.\Hey, is that...?\Yeah.\An encounter with my past. response:	My competition begins now.
context: Your entry number.\Kochel number 265, Mozart's Twinkle, Twinkle, Little Star.\The stars will shine over your head.\Stars in broad daylight.\Hey, is that...?\Yeah.\An encounter with my past.\My competition begins now. response:	Competition Finalists
context: Kochel number 265, Mozart's Twinkle, Twinkle, Little Star.\The stars will shine over your head.\Stars in broad daylight.\Hey, is that...?\Yeah.\An encounter with my past.\My competition begins now.\Competition Finalists response:	Yay!
context: The stars will shine over your head.\Stars in broad daylight.\Hey, is that...?\Yeah.\An encounter with my past.\My competition begins now.\Competition Finalists\Yay! response:	Found it! My name!
context: Stars in broad daylight.\Hey, is that...?\Yeah.\An encounter with my past.\My competition begins now.\Competition Finalists\Yay!\Found it! My name! response:	But I thought I was in the zone...
context: Hey, is that...?\Yeah.\An encounter with my past.\My competition begins now.\Competition Finalists\Yay!\Found it! My name!\But I thought I was in the zone... response:	How was your son, Kenta?
context: Yeah.\An encounter with my past.\My competition begins now.\Competition Finalists\Yay!\Found it! My name!\But I thought I was in the zone...\How was your son, Kenta? response:	My child didn't qualify again. I feel bitter, but they were outstanding.
context: An encounter with my past.\My competition begins now.\Competition Finalists\Yay!\Found it! My name!\But I thought I was in the zone...\How was your son, Kenta?\My child didn't qualify again. I feel bitter, but they were outstanding. response:	Emi Igawa and Takeshi Aiza...
context: My competition begins now.\Competition Finalists\Yay!\Found it! My name!\But I thought I was in the zone...\How was your son, Kenta?\My child didn't qualify again. I feel bitter, but they were outstanding.\Emi Igawa and Takeshi Aiza... response:	They were head and shoulders above the rest.
context: Competition Finalists\Yay!\Found it! My name!\But I thought I was in the zone...\How was your son, Kenta?\My child didn't qualify again. I feel bitter, but they were outstanding.\Emi Igawa and Takeshi Aiza...\They were head and shoulders above the rest. response:	The sheer amount of practice they've put in is obvious.
context: Yay!\Found it! My name!\But I thought I was in the zone...\How was your son, Kenta?\My child didn't qualify again. I feel bitter, but they were outstanding.\Emi Igawa and Takeshi Aiza...\They were head and shoulders above the rest.\The sheer amount of practice they've put in is obvious. response:	This was the fruit of all those lessons.
context: Found it! My name!\But I thought I was in the zone...\How was your son, Kenta?\My child didn't qualify again. I feel bitter, but they were outstanding.\Emi Igawa and Takeshi Aiza...\They were head and shoulders above the rest.\The sheer amount of practice they've put in is obvious.\This was the fruit of all those lessons. response:	That makes it all the more disappointing.
context: But I thought I was in the zone...\How was your son, Kenta?\My child didn't qualify again. I feel bitter, but they were outstanding.\Emi Igawa and Takeshi Aiza...\They were head and shoulders above the rest.\The sheer amount of practice they've put in is obvious.\This was the fruit of all those lessons.\That makes it all the more disappointing. response:	Kousei Arima Emi Igawa Takeshi Aiza
context: How was your son, Kenta?\My child didn't qualify again. I feel bitter, but they were outstanding.\Emi Igawa and Takeshi Aiza...\They were head and shoulders above the rest.\The sheer amount of practice they've put in is obvious.\This was the fruit of all those lessons.\That makes it all the more disappointing.\Kousei Arima Emi Igawa Takeshi Aiza response:	Because it makes Arima-kun look that much better.
context: My child didn't qualify again. I feel bitter, but they were outstanding.\Emi Igawa and Takeshi Aiza...\They were head and shoulders above the rest.\The sheer amount of practice they've put in is obvious.\This was the fruit of all those lessons.\That makes it all the more disappointing.\Kousei Arima Emi Igawa Takeshi Aiza\Because it makes Arima-kun look that much better. response:	So they served as Arima-kun's foils yet again, right?
context: Emi Igawa and Takeshi Aiza...\They were head and shoulders above the rest.\The sheer amount of practice they've put in is obvious.\This was the fruit of all those lessons.\That makes it all the more disappointing.\Kousei Arima Emi Igawa Takeshi Aiza\Because it makes Arima-kun look that much better.\So they served as Arima-kun's foils yet again, right? response:	He really pisses me off, that Arima!
context: They were head and shoulders above the rest.\The sheer amount of practice they've put in is obvious.\This was the fruit of all those lessons.\That makes it all the more disappointing.\Kousei Arima Emi Igawa Takeshi Aiza\Because it makes Arima-kun look that much better.\So they served as Arima-kun's foils yet again, right?\He really pisses me off, that Arima! response:	Because we lost to him again?
context: The sheer amount of practice they've put in is obvious.\This was the fruit of all those lessons.\That makes it all the more disappointing.\Kousei Arima Emi Igawa Takeshi Aiza\Because it makes Arima-kun look that much better.\So they served as Arima-kun's foils yet again, right?\He really pisses me off, that Arima!\Because we lost to him again? response:	No way!
context: This was the fruit of all those lessons.\That makes it all the more disappointing.\Kousei Arima Emi Igawa Takeshi Aiza\Because it makes Arima-kun look that much better.\So they served as Arima-kun's foils yet again, right?\He really pisses me off, that Arima!\Because we lost to him again?\No way! response:	I'm just setting the stage to win the final.
context: That makes it all the more disappointing.\Kousei Arima Emi Igawa Takeshi Aiza\Because it makes Arima-kun look that much better.\So they served as Arima-kun's foils yet again, right?\He really pisses me off, that Arima!\Because we lost to him again?\No way!\I'm just setting the stage to win the final. response:	But aside from that... That jerk!
context: Kousei Arima Emi Igawa Takeshi Aiza\Because it makes Arima-kun look that much better.\So they served as Arima-kun's foils yet again, right?\He really pisses me off, that Arima!\Because we lost to him again?\No way!\I'm just setting the stage to win the final.\But aside from that... That jerk! response:	He went home without even looking at the results, like he just assumed he'd won!
context: Because it makes Arima-kun look that much better.\So they served as Arima-kun's foils yet again, right?\He really pisses me off, that Arima!\Because we lost to him again?\No way!\I'm just setting the stage to win the final.\But aside from that... That jerk!\He went home without even looking at the results, like he just assumed he'd won! response:	I mean, would it kill him to look the least bit happy?
context: So they served as Arima-kun's foils yet again, right?\He really pisses me off, that Arima!\Because we lost to him again?\No way!\I'm just setting the stage to win the final.\But aside from that... That jerk!\He went home without even looking at the results, like he just assumed he'd won!\I mean, would it kill him to look the least bit happy? response:	That in itself pisses me off!
context: He really pisses me off, that Arima!\Because we lost to him again?\No way!\I'm just setting the stage to win the final.\But aside from that... That jerk!\He went home without even looking at the results, like he just assumed he'd won!\I mean, would it kill him to look the least bit happy?\That in itself pisses me off! response:	He's not interested. Not in other people, and not in us.
context: Because we lost to him again?\No way!\I'm just setting the stage to win the final.\But aside from that... That jerk!\He went home without even looking at the results, like he just assumed he'd won!\I mean, would it kill him to look the least bit happy?\That in itself pisses me off!\He's not interested. Not in other people, and not in us. response:	Probably... not in himself, either.
context: No way!\I'm just setting the stage to win the final.\But aside from that... That jerk!\He went home without even looking at the results, like he just assumed he'd won!\I mean, would it kill him to look the least bit happy?\That in itself pisses me off!\He's not interested. Not in other people, and not in us.\Probably... not in himself, either. response:	You sure are cool about it.
context: I'm just setting the stage to win the final.\But aside from that... That jerk!\He went home without even looking at the results, like he just assumed he'd won!\I mean, would it kill him to look the least bit happy?\That in itself pisses me off!\He's not interested. Not in other people, and not in us.\Probably... not in himself, either.\You sure are cool about it. response:	Cool...
context: But aside from that... That jerk!\He went home without even looking at the results, like he just assumed he'd won!\I mean, would it kill him to look the least bit happy?\That in itself pisses me off!\He's not interested. Not in other people, and not in us.\Probably... not in himself, either.\You sure are cool about it.\Cool... response:	I've never been humiliated like this before.
context: He went home without even looking at the results, like he just assumed he'd won!\I mean, would it kill him to look the least bit happy?\That in itself pisses me off!\He's not interested. Not in other people, and not in us.\Probably... not in himself, either.\You sure are cool about it.\Cool...\I've never been humiliated like this before. response:	Hot!
context: I mean, would it kill him to look the least bit happy?\That in itself pisses me off!\He's not interested. Not in other people, and not in us.\Probably... not in himself, either.\You sure are cool about it.\Cool...\I've never been humiliated like this before.\Hot! response:	If he has no interest in us,
context: That in itself pisses me off!\He's not interested. Not in other people, and not in us.\Probably... not in himself, either.\You sure are cool about it.\Cool...\I've never been humiliated like this before.\Hot!\If he has no interest in us, response:	then I'm gonna force him with all my might to look our way.
context: He's not interested. Not in other people, and not in us.\Probably... not in himself, either.\You sure are cool about it.\Cool...\I've never been humiliated like this before.\Hot!\If he has no interest in us,\then I'm gonna force him with all my might to look our way. response:	I'll make him care. Someday... I swear...
context: Probably... not in himself, either.\You sure are cool about it.\Cool...\I've never been humiliated like this before.\Hot!\If he has no interest in us,\then I'm gonna force him with all my might to look our way.\I'll make him care. Someday... I swear... response:	I'm going to destroy you...
context: You sure are cool about it.\Cool...\I've never been humiliated like this before.\Hot!\If he has no interest in us,\then I'm gonna force him with all my might to look our way.\I'll make him care. Someday... I swear...\I'm going to destroy you... response:	He looks a little more grown up. But he hasn't changed.
context: Cool...\I've never been humiliated like this before.\Hot!\If he has no interest in us,\then I'm gonna force him with all my might to look our way.\I'll make him care. Someday... I swear...\I'm going to destroy you...\He looks a little more grown up. But he hasn't changed. response:	Those annoying black-rimmed glasses are the same. Arima...
context: I've never been humiliated like this before.\Hot!\If he has no interest in us,\then I'm gonna force him with all my might to look our way.\I'll make him care. Someday... I swear...\I'm going to destroy you...\He looks a little more grown up. But he hasn't changed.\Those annoying black-rimmed glasses are the same. Arima... response:	Long time no see.
context: Hot!\If he has no interest in us,\then I'm gonna force him with all my might to look our way.\I'll make him care. Someday... I swear...\I'm going to destroy you...\He looks a little more grown up. But he hasn't changed.\Those annoying black-rimmed glasses are the same. Arima...\Long time no see. response:	Right, Arima?
context: If he has no interest in us,\then I'm gonna force him with all my might to look our way.\I'll make him care. Someday... I swear...\I'm going to destroy you...\He looks a little more grown up. But he hasn't changed.\Those annoying black-rimmed glasses are the same. Arima...\Long time no see.\Right, Arima? response:	Uh...
context: then I'm gonna force him with all my might to look our way.\I'll make him care. Someday... I swear...\I'm going to destroy you...\He looks a little more grown up. But he hasn't changed.\Those annoying black-rimmed glasses are the same. Arima...\Long time no see.\Right, Arima?\Uh... response:	Who are you again?
context: I'll make him care. Someday... I swear...\I'm going to destroy you...\He looks a little more grown up. But he hasn't changed.\Those annoying black-rimmed glasses are the same. Arima...\Long time no see.\Right, Arima?\Uh...\Who are you again? response:	Not a lot of people here, huh?
context: I'm going to destroy you...\He looks a little more grown up. But he hasn't changed.\Those annoying black-rimmed glasses are the same. Arima...\Long time no see.\Right, Arima?\Uh...\Who are you again?\Not a lot of people here, huh? response:	On the contrary!
context: He looks a little more grown up. But he hasn't changed.\Those annoying black-rimmed glasses are the same. Arima...\Long time no see.\Right, Arima?\Uh...\Who are you again?\Not a lot of people here, huh?\On the contrary! response:	For a preliminary round, this is a pretty big turnout.
context: Those annoying black-rimmed glasses are the same. Arima...\Long time no see.\Right, Arima?\Uh...\Who are you again?\Not a lot of people here, huh?\On the contrary!\For a preliminary round, this is a pretty big turnout. response:	It could be the Arima-kun Effect.
context: Long time no see.\Right, Arima?\Uh...\Who are you again?\Not a lot of people here, huh?\On the contrary!\For a preliminary round, this is a pretty big turnout.\It could be the Arima-kun Effect. response:	Just now, in the restroom, all everybody could talk about was Kousei.
context: Right, Arima?\Uh...\Who are you again?\Not a lot of people here, huh?\On the contrary!\For a preliminary round, this is a pretty big turnout.\It could be the Arima-kun Effect.\Just now, in the restroom, all everybody could talk about was Kousei. response:	He's a really big deal, huh?
context: Uh...\Who are you again?\Not a lot of people here, huh?\On the contrary!\For a preliminary round, this is a pretty big turnout.\It could be the Arima-kun Effect.\Just now, in the restroom, all everybody could talk about was Kousei.\He's a really big deal, huh? response:	Why are you acting so smug, Tsubaki?
context: Who are you again?\Not a lot of people here, huh?\On the contrary!\For a preliminary round, this is a pretty big turnout.\It could be the Arima-kun Effect.\Just now, in the restroom, all everybody could talk about was Kousei.\He's a really big deal, huh?\Why are you acting so smug, Tsubaki? response:	But listen, this vibe I'm getting is kinda weird.
context: Not a lot of people here, huh?\On the contrary!\For a preliminary round, this is a pretty big turnout.\It could be the Arima-kun Effect.\Just now, in the restroom, all everybody could talk about was Kousei.\He's a really big deal, huh?\Why are you acting so smug, Tsubaki?\But listen, this vibe I'm getting is kinda weird. response:	Is he going to show off his mind-blowing technique again?
context: On the contrary!\For a preliminary round, this is a pretty big turnout.\It could be the Arima-kun Effect.\Just now, in the restroom, all everybody could talk about was Kousei.\He's a really big deal, huh?\Why are you acting so smug, Tsubaki?\But listen, this vibe I'm getting is kinda weird.\Is he going to show off his mind-blowing technique again? response:	Exactly as the score's written, totally under his mother's thumb,
context: For a preliminary round, this is a pretty big turnout.\It could be the Arima-kun Effect.\Just now, in the restroom, all everybody could talk about was Kousei.\He's a really big deal, huh?\Why are you acting so smug, Tsubaki?\But listen, this vibe I'm getting is kinda weird.\Is he going to show off his mind-blowing technique again?\Exactly as the score's written, totally under his mother's thumb, response:	the secret marionette playing method!
context: It could be the Arima-kun Effect.\Just now, in the restroom, all everybody could talk about was Kousei.\He's a really big deal, huh?\Why are you acting so smug, Tsubaki?\But listen, this vibe I'm getting is kinda weird.\Is he going to show off his mind-blowing technique again?\Exactly as the score's written, totally under his mother's thumb,\the secret marionette playing method! response:	Do people hate Kousei or something?
context: Just now, in the restroom, all everybody could talk about was Kousei.\He's a really big deal, huh?\Why are you acting so smug, Tsubaki?\But listen, this vibe I'm getting is kinda weird.\Is he going to show off his mind-blowing technique again?\Exactly as the score's written, totally under his mother's thumb,\the secret marionette playing method!\Do people hate Kousei or something? response:	To follow the score, and to play exactly as the composer intended.
context: He's a really big deal, huh?\Why are you acting so smug, Tsubaki?\But listen, this vibe I'm getting is kinda weird.\Is he going to show off his mind-blowing technique again?\Exactly as the score's written, totally under his mother's thumb,\the secret marionette playing method!\Do people hate Kousei or something?\To follow the score, and to play exactly as the composer intended. response:	Now that's an incredible feat.
context: Why are you acting so smug, Tsubaki?\But listen, this vibe I'm getting is kinda weird.\Is he going to show off his mind-blowing technique again?\Exactly as the score's written, totally under his mother's thumb,\the secret marionette playing method!\Do people hate Kousei or something?\To follow the score, and to play exactly as the composer intended.\Now that's an incredible feat. response:	In a competition, they can only judge you for that,
context: But listen, this vibe I'm getting is kinda weird.\Is he going to show off his mind-blowing technique again?\Exactly as the score's written, totally under his mother's thumb,\the secret marionette playing method!\Do people hate Kousei or something?\To follow the score, and to play exactly as the composer intended.\Now that's an incredible feat.\In a competition, they can only judge you for that, response:	but he can actually win just by being faithful to the score.
context: Is he going to show off his mind-blowing technique again?\Exactly as the score's written, totally under his mother's thumb,\the secret marionette playing method!\Do people hate Kousei or something?\To follow the score, and to play exactly as the composer intended.\Now that's an incredible feat.\In a competition, they can only judge you for that,\but he can actually win just by being faithful to the score. response:	He can actually raise the bar...
context: Exactly as the score's written, totally under his mother's thumb,\the secret marionette playing method!\Do people hate Kousei or something?\To follow the score, and to play exactly as the composer intended.\Now that's an incredible feat.\In a competition, they can only judge you for that,\but he can actually win just by being faithful to the score.\He can actually raise the bar... response:	That's what doesn't sit well with people.
context: the secret marionette playing method!\Do people hate Kousei or something?\To follow the score, and to play exactly as the composer intended.\Now that's an incredible feat.\In a competition, they can only judge you for that,\but he can actually win just by being faithful to the score.\He can actually raise the bar...\That's what doesn't sit well with people. response:	Especially the younger generation, who seek out something from music.
context: Do people hate Kousei or something?\To follow the score, and to play exactly as the composer intended.\Now that's an incredible feat.\In a competition, they can only judge you for that,\but he can actually win just by being faithful to the score.\He can actually raise the bar...\That's what doesn't sit well with people.\Especially the younger generation, who seek out something from music. response:	Needless to say, there's jealousy, too.
context: To follow the score, and to play exactly as the composer intended.\Now that's an incredible feat.\In a competition, they can only judge you for that,\but he can actually win just by being faithful to the score.\He can actually raise the bar...\That's what doesn't sit well with people.\Especially the younger generation, who seek out something from music.\Needless to say, there's jealousy, too. response:	I mean, Arima-kun did storm his way through all those competitions.
context: Now that's an incredible feat.\In a competition, they can only judge you for that,\but he can actually win just by being faithful to the score.\He can actually raise the bar...\That's what doesn't sit well with people.\Especially the younger generation, who seek out something from music.\Needless to say, there's jealousy, too.\I mean, Arima-kun did storm his way through all those competitions. response:	Hey! There was a time when he entered a lot of them!
context: In a competition, they can only judge you for that,\but he can actually win just by being faithful to the score.\He can actually raise the bar...\That's what doesn't sit well with people.\Especially the younger generation, who seek out something from music.\Needless to say, there's jealousy, too.\I mean, Arima-kun did storm his way through all those competitions.\Hey! There was a time when he entered a lot of them! response:	I think it was around the time his mother was hospitalized.
context: but he can actually win just by being faithful to the score.\He can actually raise the bar...\That's what doesn't sit well with people.\Especially the younger generation, who seek out something from music.\Needless to say, there's jealousy, too.\I mean, Arima-kun did storm his way through all those competitions.\Hey! There was a time when he entered a lot of them!\I think it was around the time his mother was hospitalized. response:	Like a digital watch, never off by even a split second... Nothing resonates.
context: He can actually raise the bar...\That's what doesn't sit well with people.\Especially the younger generation, who seek out something from music.\Needless to say, there's jealousy, too.\I mean, Arima-kun did storm his way through all those competitions.\Hey! There was a time when he entered a lot of them!\I think it was around the time his mother was hospitalized.\Like a digital watch, never off by even a split second... Nothing resonates. response:	The Human Metronome. Made of concrete. His mother's puppet.
context: That's what doesn't sit well with people.\Especially the younger generation, who seek out something from music.\Needless to say, there's jealousy, too.\I mean, Arima-kun did storm his way through all those competitions.\Hey! There was a time when he entered a lot of them!\I think it was around the time his mother was hospitalized.\Like a digital watch, never off by even a split second... Nothing resonates.\The Human Metronome. Made of concrete. His mother's puppet. response:	A slave to the score.
context: Especially the younger generation, who seek out something from music.\Needless to say, there's jealousy, too.\I mean, Arima-kun did storm his way through all those competitions.\Hey! There was a time when he entered a lot of them!\I think it was around the time his mother was hospitalized.\Like a digital watch, never off by even a split second... Nothing resonates.\The Human Metronome. Made of concrete. His mother's puppet.\A slave to the score. response:	The name Kousei Arima is infamous!
context: Needless to say, there's jealousy, too.\I mean, Arima-kun did storm his way through all those competitions.\Hey! There was a time when he entered a lot of them!\I think it was around the time his mother was hospitalized.\Like a digital watch, never off by even a split second... Nothing resonates.\The Human Metronome. Made of concrete. His mother's puppet.\A slave to the score.\The name Kousei Arima is infamous! response:	What's that? Bring it on! Was it you?
context: I mean, Arima-kun did storm his way through all those competitions.\Hey! There was a time when he entered a lot of them!\I think it was around the time his mother was hospitalized.\Like a digital watch, never off by even a split second... Nothing resonates.\The Human Metronome. Made of concrete. His mother's puppet.\A slave to the score.\The name Kousei Arima is infamous!\What's that? Bring it on! Was it you? response:	Who said that? I'm gonna kick his butt!
context: Hey! There was a time when he entered a lot of them!\I think it was around the time his mother was hospitalized.\Like a digital watch, never off by even a split second... Nothing resonates.\The Human Metronome. Made of concrete. His mother's puppet.\A slave to the score.\The name Kousei Arima is infamous!\What's that? Bring it on! Was it you?\Who said that? I'm gonna kick his butt! response:	Damn that Arima, he's totally forgotten us!
context: I think it was around the time his mother was hospitalized.\Like a digital watch, never off by even a split second... Nothing resonates.\The Human Metronome. Made of concrete. His mother's puppet.\A slave to the score.\The name Kousei Arima is infamous!\What's that? Bring it on! Was it you?\Who said that? I'm gonna kick his butt!\Damn that Arima, he's totally forgotten us! response:	Now, now, calm down, Takeshi.
context: Like a digital watch, never off by even a split second... Nothing resonates.\The Human Metronome. Made of concrete. His mother's puppet.\A slave to the score.\The name Kousei Arima is infamous!\What's that? Bring it on! Was it you?\Who said that? I'm gonna kick his butt!\Damn that Arima, he's totally forgotten us!\Now, now, calm down, Takeshi. response:	Don't lose your head.
context: The Human Metronome. Made of concrete. His mother's puppet.\A slave to the score.\The name Kousei Arima is infamous!\What's that? Bring it on! Was it you?\Who said that? I'm gonna kick his butt!\Damn that Arima, he's totally forgotten us!\Now, now, calm down, Takeshi.\Don't lose your head. response:	You have an early start time, right? Go get changed.
context: A slave to the score.\The name Kousei Arima is infamous!\What's that? Bring it on! Was it you?\Who said that? I'm gonna kick his butt!\Damn that Arima, he's totally forgotten us!\Now, now, calm down, Takeshi.\Don't lose your head.\You have an early start time, right? Go get changed. response:	And besides, it's not like Arima forgot us. He never knew us from the start.
context: The name Kousei Arima is infamous!\What's that? Bring it on! Was it you?\Who said that? I'm gonna kick his butt!\Damn that Arima, he's totally forgotten us!\Now, now, calm down, Takeshi.\Don't lose your head.\You have an early start time, right? Go get changed.\And besides, it's not like Arima forgot us. He never knew us from the start. response:	He's exactly the same as he was two years ago.
context: What's that? Bring it on! Was it you?\Who said that? I'm gonna kick his butt!\Damn that Arima, he's totally forgotten us!\Now, now, calm down, Takeshi.\Don't lose your head.\You have an early start time, right? Go get changed.\And besides, it's not like Arima forgot us. He never knew us from the start.\He's exactly the same as he was two years ago. response:	I don't like him. Just because his mother as a famous instructor's student,
context: Who said that? I'm gonna kick his butt!\Damn that Arima, he's totally forgotten us!\Now, now, calm down, Takeshi.\Don't lose your head.\You have an early start time, right? Go get changed.\And besides, it's not like Arima forgot us. He never knew us from the start.\He's exactly the same as he was two years ago.\I don't like him. Just because his mother as a famous instructor's student, response:	he got all that special treatment... But for someone with all those skills,
context: Damn that Arima, he's totally forgotten us!\Now, now, calm down, Takeshi.\Don't lose your head.\You have an early start time, right? Go get changed.\And besides, it's not like Arima forgot us. He never knew us from the start.\He's exactly the same as he was two years ago.\I don't like him. Just because his mother as a famous instructor's student,\he got all that special treatment... But for someone with all those skills, response:	he never plays anything but boring music!
context: Now, now, calm down, Takeshi.\Don't lose your head.\You have an early start time, right? Go get changed.\And besides, it's not like Arima forgot us. He never knew us from the start.\He's exactly the same as he was two years ago.\I don't like him. Just because his mother as a famous instructor's student,\he got all that special treatment... But for someone with all those skills,\he never plays anything but boring music! response:	Judging will now commence.
context: Don't lose your head.\You have an early start time, right? Go get changed.\And besides, it's not like Arima forgot us. He never knew us from the start.\He's exactly the same as he was two years ago.\I don't like him. Just because his mother as a famous instructor's student,\he got all that special treatment... But for someone with all those skills,\he never plays anything but boring music!\Judging will now commence. response:	The first time I met him was in third grade.
context: You have an early start time, right? Go get changed.\And besides, it's not like Arima forgot us. He never knew us from the start.\He's exactly the same as he was two years ago.\I don't like him. Just because his mother as a famous instructor's student,\he got all that special treatment... But for someone with all those skills,\he never plays anything but boring music!\Judging will now commence.\The first time I met him was in third grade. response:	Next time, for sure... next time, for sure...
context: And besides, it's not like Arima forgot us. He never knew us from the start.\He's exactly the same as he was two years ago.\I don't like him. Just because his mother as a famous instructor's student,\he got all that special treatment... But for someone with all those skills,\he never plays anything but boring music!\Judging will now commence.\The first time I met him was in third grade.\Next time, for sure... next time, for sure... response:	And just when I thought I had him, after stretching out my arms all the way...
context: He's exactly the same as he was two years ago.\I don't like him. Just because his mother as a famous instructor's student,\he got all that special treatment... But for someone with all those skills,\he never plays anything but boring music!\Judging will now commence.\The first time I met him was in third grade.\Next time, for sure... next time, for sure...\And just when I thought I had him, after stretching out my arms all the way... response:	Like a mirage, he faded into the distance.
context: I don't like him. Just because his mother as a famous instructor's student,\he got all that special treatment... But for someone with all those skills,\he never plays anything but boring music!\Judging will now commence.\The first time I met him was in third grade.\Next time, for sure... next time, for sure...\And just when I thought I had him, after stretching out my arms all the way...\Like a mirage, he faded into the distance. response:	He was like the dove in a magic trick - poof, he was gone.
context: he got all that special treatment... But for someone with all those skills,\he never plays anything but boring music!\Judging will now commence.\The first time I met him was in third grade.\Next time, for sure... next time, for sure...\And just when I thought I had him, after stretching out my arms all the way...\Like a mirage, he faded into the distance.\He was like the dove in a magic trick - poof, he was gone. response:	Today, finally, he's returned to where he belongs.
context: he never plays anything but boring music!\Judging will now commence.\The first time I met him was in third grade.\Next time, for sure... next time, for sure...\And just when I thought I had him, after stretching out my arms all the way...\Like a mirage, he faded into the distance.\He was like the dove in a magic trick - poof, he was gone.\Today, finally, he's returned to where he belongs. response:	I've been waiting for this day for two years.
