context: Sakura. response:	Sakura.
context: I wonder who did this prank?\But I suppose we have to clean it up now.\Uh, oh'\Good morning, Tomoyo-chan.\Good morning.\This looks pretty bad.\What could do this?\Could it be that this is the work of a Clow Card? response:	It is the work of a Clow Card.
context: But I suppose we have to clean it up now.\Uh, oh'\Good morning, Tomoyo-chan.\Good morning.\This looks pretty bad.\What could do this?\Could it be that this is the work of a Clow Card?\It is the work of a Clow Card. response:	So it was.
context: Uh, oh'\Good morning, Tomoyo-chan.\Good morning.\This looks pretty bad.\What could do this?\Could it be that this is the work of a Clow Card?\It is the work of a Clow Card.\So it was. response:	Geeze, it was really tough to clean it up.
context: Good morning, Tomoyo-chan.\Good morning.\This looks pretty bad.\What could do this?\Could it be that this is the work of a Clow Card?\It is the work of a Clow Card.\So it was.\Geeze, it was really tough to clean it up. response:	But because of that class was shortened.
context: Good morning.\This looks pretty bad.\What could do this?\Could it be that this is the work of a Clow Card?\It is the work of a Clow Card.\So it was.\Geeze, it was really tough to clean it up.\But because of that class was shortened. response:	I was happy about that'
context: This looks pretty bad.\What could do this?\Could it be that this is the work of a Clow Card?\It is the work of a Clow Card.\So it was.\Geeze, it was really tough to clean it up.\But because of that class was shortened.\I was happy about that' response:	But
context: What could do this?\Could it be that this is the work of a Clow Card?\It is the work of a Clow Card.\So it was.\Geeze, it was really tough to clean it up.\But because of that class was shortened.\I was happy about that'\But response:	what kind of Clow Card would mess up school?
context: Could it be that this is the work of a Clow Card?\It is the work of a Clow Card.\So it was.\Geeze, it was really tough to clean it up.\But because of that class was shortened.\I was happy about that'\But\what kind of Clow Card would mess up school? response:	I don't know.
context: It is the work of a Clow Card.\So it was.\Geeze, it was really tough to clean it up.\But because of that class was shortened.\I was happy about that'\But\what kind of Clow Card would mess up school?\I don't know. response:	Anyways Sakura,
context: So it was.\Geeze, it was really tough to clean it up.\But because of that class was shortened.\I was happy about that'\But\what kind of Clow Card would mess up school?\I don't know.\Anyways Sakura, response:	this is a job for the Card Captor.
context: Geeze, it was really tough to clean it up.\But because of that class was shortened.\I was happy about that'\But\what kind of Clow Card would mess up school?\I don't know.\Anyways Sakura,\this is a job for the Card Captor. response:	Why?
context: But because of that class was shortened.\I was happy about that'\But\what kind of Clow Card would mess up school?\I don't know.\Anyways Sakura,\this is a job for the Card Captor.\Why? response:	If this is the work of a Clow Card you have to catch it.
context: I was happy about that'\But\what kind of Clow Card would mess up school?\I don't know.\Anyways Sakura,\this is a job for the Card Captor.\Why?\If this is the work of a Clow Card you have to catch it. response:	That's why I say it's impossible.
context: But\what kind of Clow Card would mess up school?\I don't know.\Anyways Sakura,\this is a job for the Card Captor.\Why?\If this is the work of a Clow Card you have to catch it.\That's why I say it's impossible. response:	I wonder who it was that scattered the cards?
context: what kind of Clow Card would mess up school?\I don't know.\Anyways Sakura,\this is a job for the Card Captor.\Why?\If this is the work of a Clow Card you have to catch it.\That's why I say it's impossible.\I wonder who it was that scattered the cards? response:	Well then we will go to school tonight.
context: I don't know.\Anyways Sakura,\this is a job for the Card Captor.\Why?\If this is the work of a Clow Card you have to catch it.\That's why I say it's impossible.\I wonder who it was that scattered the cards?\Well then we will go to school tonight. response:	Tonight?
context: Anyways Sakura,\this is a job for the Card Captor.\Why?\If this is the work of a Clow Card you have to catch it.\That's why I say it's impossible.\I wonder who it was that scattered the cards?\Well then we will go to school tonight.\Tonight? response:	Night is no good.
context: this is a job for the Card Captor.\Why?\If this is the work of a Clow Card you have to catch it.\That's why I say it's impossible.\I wonder who it was that scattered the cards?\Well then we will go to school tonight.\Tonight?\Night is no good. response:	Why?
context: Why?\If this is the work of a Clow Card you have to catch it.\That's why I say it's impossible.\I wonder who it was that scattered the cards?\Well then we will go to school tonight.\Tonight?\Night is no good.\Why? response:	Because, school at night is horrible'
context: If this is the work of a Clow Card you have to catch it.\That's why I say it's impossible.\I wonder who it was that scattered the cards?\Well then we will go to school tonight.\Tonight?\Night is no good.\Why?\Because, school at night is horrible' response:	Ah!
context: That's why I say it's impossible.\I wonder who it was that scattered the cards?\Well then we will go to school tonight.\Tonight?\Night is no good.\Why?\Because, school at night is horrible'\Ah! response:	I won't. I won't. I absolutely won't.
context: I wonder who it was that scattered the cards?\Well then we will go to school tonight.\Tonight?\Night is no good.\Why?\Because, school at night is horrible'\Ah!\I won't. I won't. I absolutely won't. response:	But there are cards that will only move at night.
context: Well then we will go to school tonight.\Tonight?\Night is no good.\Why?\Because, school at night is horrible'\Ah!\I won't. I won't. I absolutely won't.\But there are cards that will only move at night. response:	The school at night might be dangerous.
context: Tonight?\Night is no good.\Why?\Because, school at night is horrible'\Ah!\I won't. I won't. I absolutely won't.\But there are cards that will only move at night.\The school at night might be dangerous. response:	Tomoyo-chan.
context: Night is no good.\Why?\Because, school at night is horrible'\Ah!\I won't. I won't. I absolutely won't.\But there are cards that will only move at night.\The school at night might be dangerous.\Tomoyo-chan. response:	So I'll come too.
context: Why?\Because, school at night is horrible'\Ah!\I won't. I won't. I absolutely won't.\But there are cards that will only move at night.\The school at night might be dangerous.\Tomoyo-chan.\So I'll come too. response:	We must capture
context: Because, school at night is horrible'\Ah!\I won't. I won't. I absolutely won't.\But there are cards that will only move at night.\The school at night might be dangerous.\Tomoyo-chan.\So I'll come too.\We must capture response:	Sakura-chan's heroism on video.
context: Ah!\I won't. I won't. I absolutely won't.\But there are cards that will only move at night.\The school at night might be dangerous.\Tomoyo-chan.\So I'll come too.\We must capture\Sakura-chan's heroism on video. response:	Why?
context: I won't. I won't. I absolutely won't.\But there are cards that will only move at night.\The school at night might be dangerous.\Tomoyo-chan.\So I'll come too.\We must capture\Sakura-chan's heroism on video.\Why? response:	It's because that is my hobby.
context: But there are cards that will only move at night.\The school at night might be dangerous.\Tomoyo-chan.\So I'll come too.\We must capture\Sakura-chan's heroism on video.\Why?\It's because that is my hobby. response:	All right!
context: The school at night might be dangerous.\Tomoyo-chan.\So I'll come too.\We must capture\Sakura-chan's heroism on video.\Why?\It's because that is my hobby.\All right! response:	Tonight the three of us will attack.
context: Tomoyo-chan.\So I'll come too.\We must capture\Sakura-chan's heroism on video.\Why?\It's because that is my hobby.\All right!\Tonight the three of us will attack. response:	Now that it has been decided
context: So I'll come too.\We must capture\Sakura-chan's heroism on video.\Why?\It's because that is my hobby.\All right!\Tonight the three of us will attack.\Now that it has been decided response:	we need to hurry to perfect a special pose even more.
context: We must capture\Sakura-chan's heroism on video.\Why?\It's because that is my hobby.\All right!\Tonight the three of us will attack.\Now that it has been decided\we need to hurry to perfect a special pose even more. response:	Yeah! We'll start training right away.
context: Sakura-chan's heroism on video.\Why?\It's because that is my hobby.\All right!\Tonight the three of us will attack.\Now that it has been decided\we need to hurry to perfect a special pose even more.\Yeah! We'll start training right away. response:	Ah!
context: Why?\It's because that is my hobby.\All right!\Tonight the three of us will attack.\Now that it has been decided\we need to hurry to perfect a special pose even more.\Yeah! We'll start training right away.\Ah! response:	I'm scared.
context: It's because that is my hobby.\All right!\Tonight the three of us will attack.\Now that it has been decided\we need to hurry to perfect a special pose even more.\Yeah! We'll start training right away.\Ah!\I'm scared. response:	It's fine. It's fine. I'm with you.
context: All right!\Tonight the three of us will attack.\Now that it has been decided\we need to hurry to perfect a special pose even more.\Yeah! We'll start training right away.\Ah!\I'm scared.\It's fine. It's fine. I'm with you. response:	I don't think it's fine.
context: Tonight the three of us will attack.\Now that it has been decided\we need to hurry to perfect a special pose even more.\Yeah! We'll start training right away.\Ah!\I'm scared.\It's fine. It's fine. I'm with you.\I don't think it's fine. response:	Did I keep you waiting?
context: Now that it has been decided\we need to hurry to perfect a special pose even more.\Yeah! We'll start training right away.\Ah!\I'm scared.\It's fine. It's fine. I'm with you.\I don't think it's fine.\Did I keep you waiting? response:	No, I just got here.
context: we need to hurry to perfect a special pose even more.\Yeah! We'll start training right away.\Ah!\I'm scared.\It's fine. It's fine. I'm with you.\I don't think it's fine.\Did I keep you waiting?\No, I just got here. response:	Strange?
context: Yeah! We'll start training right away.\Ah!\I'm scared.\It's fine. It's fine. I'm with you.\I don't think it's fine.\Did I keep you waiting?\No, I just got here.\Strange? response:	Let me introduce you.
context: Ah!\I'm scared.\It's fine. It's fine. I'm with you.\I don't think it's fine.\Did I keep you waiting?\No, I just got here.\Strange?\Let me introduce you. response:	These are my bodyguards.
context: I'm scared.\It's fine. It's fine. I'm with you.\I don't think it's fine.\Did I keep you waiting?\No, I just got here.\Strange?\Let me introduce you.\These are my bodyguards. response:	Ah'
context: It's fine. It's fine. I'm with you.\I don't think it's fine.\Did I keep you waiting?\No, I just got here.\Strange?\Let me introduce you.\These are my bodyguards.\Ah' response:	Well then miss.
context: I don't think it's fine.\Did I keep you waiting?\No, I just got here.\Strange?\Let me introduce you.\These are my bodyguards.\Ah'\Well then miss. response:	Yes. If I call you, come and pick me up.
context: Did I keep you waiting?\No, I just got here.\Strange?\Let me introduce you.\These are my bodyguards.\Ah'\Well then miss.\Yes. If I call you, come and pick me up. response:	That's incredible.
context: No, I just got here.\Strange?\Let me introduce you.\These are my bodyguards.\Ah'\Well then miss.\Yes. If I call you, come and pick me up.\That's incredible. response:	There aren't many elementary school students with bodyguards.
context: Strange?\Let me introduce you.\These are my bodyguards.\Ah'\Well then miss.\Yes. If I call you, come and pick me up.\That's incredible.\There aren't many elementary school students with bodyguards. response:	Oh, elementary school students who can use magic are even more rare.
context: Let me introduce you.\These are my bodyguards.\Ah'\Well then miss.\Yes. If I call you, come and pick me up.\That's incredible.\There aren't many elementary school students with bodyguards.\Oh, elementary school students who can use magic are even more rare. response:	That may be true.
context: These are my bodyguards.\Ah'\Well then miss.\Yes. If I call you, come and pick me up.\That's incredible.\There aren't many elementary school students with bodyguards.\Oh, elementary school students who can use magic are even more rare.\That may be true. response:	More importantly, come over here.
context: Ah'\Well then miss.\Yes. If I call you, come and pick me up.\That's incredible.\There aren't many elementary school students with bodyguards.\Oh, elementary school students who can use magic are even more rare.\That may be true.\More importantly, come over here. response:	Oh!
context: Well then miss.\Yes. If I call you, come and pick me up.\That's incredible.\There aren't many elementary school students with bodyguards.\Oh, elementary school students who can use magic are even more rare.\That may be true.\More importantly, come over here.\Oh! response:	What is this?
context: Yes. If I call you, come and pick me up.\That's incredible.\There aren't many elementary school students with bodyguards.\Oh, elementary school students who can use magic are even more rare.\That may be true.\More importantly, come over here.\Oh!\What is this? response:	Well, let's change.
context: That's incredible.\There aren't many elementary school students with bodyguards.\Oh, elementary school students who can use magic are even more rare.\That may be true.\More importantly, come over here.\Oh!\What is this?\Well, let's change. response:	Why?
context: There aren't many elementary school students with bodyguards.\Oh, elementary school students who can use magic are even more rare.\That may be true.\More importantly, come over here.\Oh!\What is this?\Well, let's change.\Why? response:	Sakura,
context: Oh, elementary school students who can use magic are even more rare.\That may be true.\More importantly, come over here.\Oh!\What is this?\Well, let's change.\Why?\Sakura, response:	you're going to catch Clow Cards now right?
context: That may be true.\More importantly, come over here.\Oh!\What is this?\Well, let's change.\Why?\Sakura,\you're going to catch Clow Cards now right? response:	Yeah.
context: More importantly, come over here.\Oh!\What is this?\Well, let's change.\Why?\Sakura,\you're going to catch Clow Cards now right?\Yeah. response:	When you do something special, you have to wear special clothes.
context: Oh!\What is this?\Well, let's change.\Why?\Sakura,\you're going to catch Clow Cards now right?\Yeah.\When you do something special, you have to wear special clothes. response:	What?
context: What is this?\Well, let's change.\Why?\Sakura,\you're going to catch Clow Cards now right?\Yeah.\When you do something special, you have to wear special clothes.\What? response:	Exactly!
context: Well, let's change.\Why?\Sakura,\you're going to catch Clow Cards now right?\Yeah.\When you do something special, you have to wear special clothes.\What?\Exactly! response:	If you don't dress appropriately for a Card Captor
context: Why?\Sakura,\you're going to catch Clow Cards now right?\Yeah.\When you do something special, you have to wear special clothes.\What?\Exactly!\If you don't dress appropriately for a Card Captor response:	you may lose to the card on spirit.
context: Sakura,\you're going to catch Clow Cards now right?\Yeah.\When you do something special, you have to wear special clothes.\What?\Exactly!\If you don't dress appropriately for a Card Captor\you may lose to the card on spirit. response:	I'm so happy you understand.
context: you're going to catch Clow Cards now right?\Yeah.\When you do something special, you have to wear special clothes.\What?\Exactly!\If you don't dress appropriately for a Card Captor\you may lose to the card on spirit.\I'm so happy you understand. response:	So, change Sakura.
context: Yeah.\When you do something special, you have to wear special clothes.\What?\Exactly!\If you don't dress appropriately for a Card Captor\you may lose to the card on spirit.\I'm so happy you understand.\So, change Sakura. response:	I have hats too.
context: When you do something special, you have to wear special clothes.\What?\Exactly!\If you don't dress appropriately for a Card Captor\you may lose to the card on spirit.\I'm so happy you understand.\So, change Sakura.\I have hats too. response:	So, so. Go inside.
context: What?\Exactly!\If you don't dress appropriately for a Card Captor\you may lose to the card on spirit.\I'm so happy you understand.\So, change Sakura.\I have hats too.\So, so. Go inside. response:	How wonderful, Sakura-chan.
context: Exactly!\If you don't dress appropriately for a Card Captor\you may lose to the card on spirit.\I'm so happy you understand.\So, change Sakura.\I have hats too.\So, so. Go inside.\How wonderful, Sakura-chan. response:	It's embarrassing.
context: If you don't dress appropriately for a Card Captor\you may lose to the card on spirit.\I'm so happy you understand.\So, change Sakura.\I have hats too.\So, so. Go inside.\How wonderful, Sakura-chan.\It's embarrassing. response:	It's nothing to be embarrassed about.
context: you may lose to the card on spirit.\I'm so happy you understand.\So, change Sakura.\I have hats too.\So, so. Go inside.\How wonderful, Sakura-chan.\It's embarrassing.\It's nothing to be embarrassed about. response:	Oh yeah, I have one for Kero-chan too.
context: I'm so happy you understand.\So, change Sakura.\I have hats too.\So, so. Go inside.\How wonderful, Sakura-chan.\It's embarrassing.\It's nothing to be embarrassed about.\Oh yeah, I have one for Kero-chan too. response:	For me too?
context: So, change Sakura.\I have hats too.\So, so. Go inside.\How wonderful, Sakura-chan.\It's embarrassing.\It's nothing to be embarrassed about.\Oh yeah, I have one for Kero-chan too.\For me too? response:	It's cute and matches Sakura.
context: I have hats too.\So, so. Go inside.\How wonderful, Sakura-chan.\It's embarrassing.\It's nothing to be embarrassed about.\Oh yeah, I have one for Kero-chan too.\For me too?\It's cute and matches Sakura. response:	Really?
context: So, so. Go inside.\How wonderful, Sakura-chan.\It's embarrassing.\It's nothing to be embarrassed about.\Oh yeah, I have one for Kero-chan too.\For me too?\It's cute and matches Sakura.\Really? response:	I don't feel any tension.
context: How wonderful, Sakura-chan.\It's embarrassing.\It's nothing to be embarrassed about.\Oh yeah, I have one for Kero-chan too.\For me too?\It's cute and matches Sakura.\Really?\I don't feel any tension. response:	Uh!
context: It's embarrassing.\It's nothing to be embarrassed about.\Oh yeah, I have one for Kero-chan too.\For me too?\It's cute and matches Sakura.\Really?\I don't feel any tension.\Uh! response:	I wonder what that sound was.
context: It's nothing to be embarrassed about.\Oh yeah, I have one for Kero-chan too.\For me too?\It's cute and matches Sakura.\Really?\I don't feel any tension.\Uh!\I wonder what that sound was. response:	What's wrong?
context: Oh yeah, I have one for Kero-chan too.\For me too?\It's cute and matches Sakura.\Really?\I don't feel any tension.\Uh!\I wonder what that sound was.\What's wrong? response:	Ah'
context: For me too?\It's cute and matches Sakura.\Really?\I don't feel any tension.\Uh!\I wonder what that sound was.\What's wrong?\Ah' response:	This is the aura of a Clow Card.
context: It's cute and matches Sakura.\Really?\I don't feel any tension.\Uh!\I wonder what that sound was.\What's wrong?\Ah'\This is the aura of a Clow Card. response:	Oh!
context: Really?\I don't feel any tension.\Uh!\I wonder what that sound was.\What's wrong?\Ah'\This is the aura of a Clow Card.\Oh! response:	Oh'
context: I don't feel any tension.\Uh!\I wonder what that sound was.\What's wrong?\Ah'\This is the aura of a Clow Card.\Oh!\Oh' response:	Calm down.
context: Uh!\I wonder what that sound was.\What's wrong?\Ah'\This is the aura of a Clow Card.\Oh!\Oh'\Calm down. response:	But' But'
context: I wonder what that sound was.\What's wrong?\Ah'\This is the aura of a Clow Card.\Oh!\Oh'\Calm down.\But' But' response:	Ar!
context: What's wrong?\Ah'\This is the aura of a Clow Card.\Oh!\Oh'\Calm down.\But' But'\Ar! response:	It's chasing. It's chasing us.
context: Ah'\This is the aura of a Clow Card.\Oh!\Oh'\Calm down.\But' But'\Ar!\It's chasing. It's chasing us. response:	Sakura-chan.
context: This is the aura of a Clow Card.\Oh!\Oh'\Calm down.\But' But'\Ar!\It's chasing. It's chasing us.\Sakura-chan. response:	Yes!
context: Oh!\Oh'\Calm down.\But' But'\Ar!\It's chasing. It's chasing us.\Sakura-chan.\Yes! response:	Look.
context: Oh'\Calm down.\But' But'\Ar!\It's chasing. It's chasing us.\Sakura-chan.\Yes!\Look. response:	There is nobody there but a shadow.
context: Calm down.\But' But'\Ar!\It's chasing. It's chasing us.\Sakura-chan.\Yes!\Look.\There is nobody there but a shadow. response:	Shadow?
context: But' But'\Ar!\It's chasing. It's chasing us.\Sakura-chan.\Yes!\Look.\There is nobody there but a shadow.\Shadow? response:	Look out!
context: Ar!\It's chasing. It's chasing us.\Sakura-chan.\Yes!\Look.\There is nobody there but a shadow.\Shadow?\Look out! response:	Kero-chan, is that a Clow Card?
context: It's chasing. It's chasing us.\Sakura-chan.\Yes!\Look.\There is nobody there but a shadow.\Shadow?\Look out!\Kero-chan, is that a Clow Card? response:	That is'
context: Sakura-chan.\Yes!\Look.\There is nobody there but a shadow.\Shadow?\Look out!\Kero-chan, is that a Clow Card?\That is' response:	That is the work of the Shadow card.
context: Yes!\Look.\There is nobody there but a shadow.\Shadow?\Look out!\Kero-chan, is that a Clow Card?\That is'\That is the work of the Shadow card. response:	Kero-chan, you go with Tomoyo-chan.
context: Look.\There is nobody there but a shadow.\Shadow?\Look out!\Kero-chan, is that a Clow Card?\That is'\That is the work of the Shadow card.\Kero-chan, you go with Tomoyo-chan. response:	Leave it to me.
context: There is nobody there but a shadow.\Shadow?\Look out!\Kero-chan, is that a Clow Card?\That is'\That is the work of the Shadow card.\Kero-chan, you go with Tomoyo-chan.\Leave it to me. response:	Key which hides the power of darkness.
context: Shadow?\Look out!\Kero-chan, is that a Clow Card?\That is'\That is the work of the Shadow card.\Kero-chan, you go with Tomoyo-chan.\Leave it to me.\Key which hides the power of darkness. response:	Show your true form before me.
context: Look out!\Kero-chan, is that a Clow Card?\That is'\That is the work of the Shadow card.\Kero-chan, you go with Tomoyo-chan.\Leave it to me.\Key which hides the power of darkness.\Show your true form before me. response:	I Sakura command you.
context: Kero-chan, is that a Clow Card?\That is'\That is the work of the Shadow card.\Kero-chan, you go with Tomoyo-chan.\Leave it to me.\Key which hides the power of darkness.\Show your true form before me.\I Sakura command you. response:	Release.
context: That is'\That is the work of the Shadow card.\Kero-chan, you go with Tomoyo-chan.\Leave it to me.\Key which hides the power of darkness.\Show your true form before me.\I Sakura command you.\Release. response:	How wonderful.
context: That is the work of the Shadow card.\Kero-chan, you go with Tomoyo-chan.\Leave it to me.\Key which hides the power of darkness.\Show your true form before me.\I Sakura command you.\Release.\How wonderful. response:	Wind, become now the chains that bind.
context: Kero-chan, you go with Tomoyo-chan.\Leave it to me.\Key which hides the power of darkness.\Show your true form before me.\I Sakura command you.\Release.\How wonderful.\Wind, become now the chains that bind. response:	Windy.
context: Leave it to me.\Key which hides the power of darkness.\Show your true form before me.\I Sakura command you.\Release.\How wonderful.\Wind, become now the chains that bind.\Windy. response:	Eh!
context: Key which hides the power of darkness.\Show your true form before me.\I Sakura command you.\Release.\How wonderful.\Wind, become now the chains that bind.\Windy.\Eh! response:	Use the Fly card and run away for the time being.
context: Show your true form before me.\I Sakura command you.\Release.\How wonderful.\Wind, become now the chains that bind.\Windy.\Eh!\Use the Fly card and run away for the time being. response:	Fly.
context: I Sakura command you.\Release.\How wonderful.\Wind, become now the chains that bind.\Windy.\Eh!\Use the Fly card and run away for the time being.\Fly. response:	It's horrible!
context: Release.\How wonderful.\Wind, become now the chains that bind.\Windy.\Eh!\Use the Fly card and run away for the time being.\Fly.\It's horrible! response:	It looks like the Shadow card
context: How wonderful.\Wind, become now the chains that bind.\Windy.\Eh!\Use the Fly card and run away for the time being.\Fly.\It's horrible!\It looks like the Shadow card response:	gathered the shadows of all the students.
context: Wind, become now the chains that bind.\Windy.\Eh!\Use the Fly card and run away for the time being.\Fly.\It's horrible!\It looks like the Shadow card\gathered the shadows of all the students. response:	It's impossible for Sakura to fight against this many.
context: Windy.\Eh!\Use the Fly card and run away for the time being.\Fly.\It's horrible!\It looks like the Shadow card\gathered the shadows of all the students.\It's impossible for Sakura to fight against this many. response:	Isn't there some way?
context: Eh!\Use the Fly card and run away for the time being.\Fly.\It's horrible!\It looks like the Shadow card\gathered the shadows of all the students.\It's impossible for Sakura to fight against this many.\Isn't there some way? response:	The student's shadows would disappear if hit by light.
context: Use the Fly card and run away for the time being.\Fly.\It's horrible!\It looks like the Shadow card\gathered the shadows of all the students.\It's impossible for Sakura to fight against this many.\Isn't there some way?\The student's shadows would disappear if hit by light. response:	That would leave just the true Shadow
context: Fly.\It's horrible!\It looks like the Shadow card\gathered the shadows of all the students.\It's impossible for Sakura to fight against this many.\Isn't there some way?\The student's shadows would disappear if hit by light.\That would leave just the true Shadow response:	which she could just hit with magic.
context: It's horrible!\It looks like the Shadow card\gathered the shadows of all the students.\It's impossible for Sakura to fight against this many.\Isn't there some way?\The student's shadows would disappear if hit by light.\That would leave just the true Shadow\which she could just hit with magic. response:	But it's night now.
context: It looks like the Shadow card\gathered the shadows of all the students.\It's impossible for Sakura to fight against this many.\Isn't there some way?\The student's shadows would disappear if hit by light.\That would leave just the true Shadow\which she could just hit with magic.\But it's night now. response:	If that's it, then leave it to me.
context: gathered the shadows of all the students.\It's impossible for Sakura to fight against this many.\Isn't there some way?\The student's shadows would disappear if hit by light.\That would leave just the true Shadow\which she could just hit with magic.\But it's night now.\If that's it, then leave it to me. response:	Oh?
context: It's impossible for Sakura to fight against this many.\Isn't there some way?\The student's shadows would disappear if hit by light.\That would leave just the true Shadow\which she could just hit with magic.\But it's night now.\If that's it, then leave it to me.\Oh? response:	Oh!
context: Isn't there some way?\The student's shadows would disappear if hit by light.\That would leave just the true Shadow\which she could just hit with magic.\But it's night now.\If that's it, then leave it to me.\Oh?\Oh! response:	That's why I said it was impossible.
context: The student's shadows would disappear if hit by light.\That would leave just the true Shadow\which she could just hit with magic.\But it's night now.\If that's it, then leave it to me.\Oh?\Oh!\That's why I said it was impossible. response:	What should I do?
context: That would leave just the true Shadow\which she could just hit with magic.\But it's night now.\If that's it, then leave it to me.\Oh?\Oh!\That's why I said it was impossible.\What should I do? response:	Hey! Let go.
context: which she could just hit with magic.\But it's night now.\If that's it, then leave it to me.\Oh?\Oh!\That's why I said it was impossible.\What should I do?\Hey! Let go. response:	Ar' r' aar'
context: But it's night now.\If that's it, then leave it to me.\Oh?\Oh!\That's why I said it was impossible.\What should I do?\Hey! Let go.\Ar' r' aar' response:	Help me!
context: If that's it, then leave it to me.\Oh?\Oh!\That's why I said it was impossible.\What should I do?\Hey! Let go.\Ar' r' aar'\Help me! response:	Ar?
context: Oh?\Oh!\That's why I said it was impossible.\What should I do?\Hey! Let go.\Ar' r' aar'\Help me!\Ar? response:	Uh?
context: Oh!\That's why I said it was impossible.\What should I do?\Hey! Let go.\Ar' r' aar'\Help me!\Ar?\Uh? response:	The shadows are gone.
context: That's why I said it was impossible.\What should I do?\Hey! Let go.\Ar' r' aar'\Help me!\Ar?\Uh?\The shadows are gone. response:	Sakura
context: What should I do?\Hey! Let go.\Ar' r' aar'\Help me!\Ar?\Uh?\The shadows are gone.\Sakura response:	The shadows disappeared.
context: Hey! Let go.\Ar' r' aar'\Help me!\Ar?\Uh?\The shadows are gone.\Sakura\The shadows disappeared. response:	All but the main one will disappear
context: Ar' r' aar'\Help me!\Ar?\Uh?\The shadows are gone.\Sakura\The shadows disappeared.\All but the main one will disappear response:	when hit by light.
context: Help me!\Ar?\Uh?\The shadows are gone.\Sakura\The shadows disappeared.\All but the main one will disappear\when hit by light. response:	It is impossible to call the sun,
context: Ar?\Uh?\The shadows are gone.\Sakura\The shadows disappeared.\All but the main one will disappear\when hit by light.\It is impossible to call the sun, response:	but I can turn on the lights at least.
context: Uh?\The shadows are gone.\Sakura\The shadows disappeared.\All but the main one will disappear\when hit by light.\It is impossible to call the sun,\but I can turn on the lights at least. response:	Thank you, Tomoyo-chan.
context: The shadows are gone.\Sakura\The shadows disappeared.\All but the main one will disappear\when hit by light.\It is impossible to call the sun,\but I can turn on the lights at least.\Thank you, Tomoyo-chan. response:	Sakura. That is the main one.
context: Sakura\The shadows disappeared.\All but the main one will disappear\when hit by light.\It is impossible to call the sun,\but I can turn on the lights at least.\Thank you, Tomoyo-chan.\Sakura. That is the main one. response:	All right.
context: The shadows disappeared.\All but the main one will disappear\when hit by light.\It is impossible to call the sun,\but I can turn on the lights at least.\Thank you, Tomoyo-chan.\Sakura. That is the main one.\All right. response:	Now, Sakura!
context: All but the main one will disappear\when hit by light.\It is impossible to call the sun,\but I can turn on the lights at least.\Thank you, Tomoyo-chan.\Sakura. That is the main one.\All right.\Now, Sakura! response:	Show the results of your training!
context: when hit by light.\It is impossible to call the sun,\but I can turn on the lights at least.\Thank you, Tomoyo-chan.\Sakura. That is the main one.\All right.\Now, Sakura!\Show the results of your training! response:	Wind, become now the chains that bind.
context: It is impossible to call the sun,\but I can turn on the lights at least.\Thank you, Tomoyo-chan.\Sakura. That is the main one.\All right.\Now, Sakura!\Show the results of your training!\Wind, become now the chains that bind. response:	Windy.
context: but I can turn on the lights at least.\Thank you, Tomoyo-chan.\Sakura. That is the main one.\All right.\Now, Sakura!\Show the results of your training!\Wind, become now the chains that bind.\Windy. response:	Return to your rightful form. Clow Card.
context: Thank you, Tomoyo-chan.\Sakura. That is the main one.\All right.\Now, Sakura!\Show the results of your training!\Wind, become now the chains that bind.\Windy.\Return to your rightful form. Clow Card. response:	She did it!
context: Sakura. That is the main one.\All right.\Now, Sakura!\Show the results of your training!\Wind, become now the chains that bind.\Windy.\Return to your rightful form. Clow Card.\She did it! response:	Just what we would expect from Card Captor Sakura.
context: All right.\Now, Sakura!\Show the results of your training!\Wind, become now the chains that bind.\Windy.\Return to your rightful form. Clow Card.\She did it!\Just what we would expect from Card Captor Sakura. response:	How wonderful.
context: Now, Sakura!\Show the results of your training!\Wind, become now the chains that bind.\Windy.\Return to your rightful form. Clow Card.\She did it!\Just what we would expect from Card Captor Sakura.\How wonderful. response:	Chiharu-chan,
context: Show the results of your training!\Wind, become now the chains that bind.\Windy.\Return to your rightful form. Clow Card.\She did it!\Just what we would expect from Card Captor Sakura.\How wonderful.\Chiharu-chan, response:	have you seen Tomoyo-chan?
context: Wind, become now the chains that bind.\Windy.\Return to your rightful form. Clow Card.\She did it!\Just what we would expect from Card Captor Sakura.\How wonderful.\Chiharu-chan,\have you seen Tomoyo-chan? response:	I saw her going into the A/V room.
context: Windy.\Return to your rightful form. Clow Card.\She did it!\Just what we would expect from Card Captor Sakura.\How wonderful.\Chiharu-chan,\have you seen Tomoyo-chan?\I saw her going into the A/V room. response:	Thanks.
context: Return to your rightful form. Clow Card.\She did it!\Just what we would expect from Card Captor Sakura.\How wonderful.\Chiharu-chan,\have you seen Tomoyo-chan?\I saw her going into the A/V room.\Thanks. response:	Tomoyo-chan.
context: She did it!\Just what we would expect from Card Captor Sakura.\How wonderful.\Chiharu-chan,\have you seen Tomoyo-chan?\I saw her going into the A/V room.\Thanks.\Tomoyo-chan. response:	Thanks a lot for yesterday, this is in thanks.
context: Just what we would expect from Card Captor Sakura.\How wonderful.\Chiharu-chan,\have you seen Tomoyo-chan?\I saw her going into the A/V room.\Thanks.\Tomoyo-chan.\Thanks a lot for yesterday, this is in thanks. response:	Oh?
