context: What time does the competition start? response:	Uh...the doors open at 3:00... and the thing starts at 3:30.
context: No question, it's the set piece, the Kreutzer.\But...\This is blasphemy! Both the tempo and the dynamics are all over the place!\She's even ignoring the pianist and going off on her own!\She might as well be picking a fight with the composer!\It's the Kreutzer... but this piece is no longer Beethoven's.\This piece...\There's no denying that she owns it. response:	She's ultra-violent, her personality blows, and she leaves the worst impression.
context: But...\This is blasphemy! Both the tempo and the dynamics are all over the place!\She's even ignoring the pianist and going off on her own!\She might as well be picking a fight with the composer!\It's the Kreutzer... but this piece is no longer Beethoven's.\This piece...\There's no denying that she owns it.\She's ultra-violent, her personality blows, and she leaves the worst impression. response:	But...
context: This is blasphemy! Both the tempo and the dynamics are all over the place!\She's even ignoring the pianist and going off on her own!\She might as well be picking a fight with the composer!\It's the Kreutzer... but this piece is no longer Beethoven's.\This piece...\There's no denying that she owns it.\She's ultra-violent, her personality blows, and she leaves the worst impression.\But... response:	She's beautiful.
context: She's even ignoring the pianist and going off on her own!\She might as well be picking a fight with the composer!\It's the Kreutzer... but this piece is no longer Beethoven's.\This piece...\There's no denying that she owns it.\She's ultra-violent, her personality blows, and she leaves the worst impression.\But...\She's beautiful. response:	Kao-chan, you're gorgeous!
context: She might as well be picking a fight with the composer!\It's the Kreutzer... but this piece is no longer Beethoven's.\This piece...\There's no denying that she owns it.\She's ultra-violent, her personality blows, and she leaves the worst impression.\But...\She's beautiful.\Kao-chan, you're gorgeous! response:	Kaori-chan, you're the best!
context: It's the Kreutzer... but this piece is no longer Beethoven's.\This piece...\There's no denying that she owns it.\She's ultra-violent, her personality blows, and she leaves the worst impression.\But...\She's beautiful.\Kao-chan, you're gorgeous!\Kaori-chan, you're the best! response:	Aha, now that was stunning.
context: This piece...\There's no denying that she owns it.\She's ultra-violent, her personality blows, and she leaves the worst impression.\But...\She's beautiful.\Kao-chan, you're gorgeous!\Kaori-chan, you're the best!\Aha, now that was stunning. response:	An overwhelming personality, refusing to blindly obey the composer.
context: There's no denying that she owns it.\She's ultra-violent, her personality blows, and she leaves the worst impression.\But...\She's beautiful.\Kao-chan, you're gorgeous!\Kaori-chan, you're the best!\Aha, now that was stunning.\An overwhelming personality, refusing to blindly obey the composer. response:	Though I'm sure it's not Mr. Kazama's cup of tea...
context: She's ultra-violent, her personality blows, and she leaves the worst impression.\But...\She's beautiful.\Kao-chan, you're gorgeous!\Kaori-chan, you're the best!\Aha, now that was stunning.\An overwhelming personality, refusing to blindly obey the composer.\Though I'm sure it's not Mr. Kazama's cup of tea... response:	During a serious competition!
context: But...\She's beautiful.\Kao-chan, you're gorgeous!\Kaori-chan, you're the best!\Aha, now that was stunning.\An overwhelming personality, refusing to blindly obey the composer.\Though I'm sure it's not Mr. Kazama's cup of tea...\During a serious competition! response:	What she has is on a whole different level.
context: She's beautiful.\Kao-chan, you're gorgeous!\Kaori-chan, you're the best!\Aha, now that was stunning.\An overwhelming personality, refusing to blindly obey the composer.\Though I'm sure it's not Mr. Kazama's cup of tea...\During a serious competition!\What she has is on a whole different level. response:	Kaori Miyazono Sumitani Junior Highschool Previous Awards: None
context: Kao-chan, you're gorgeous!\Kaori-chan, you're the best!\Aha, now that was stunning.\An overwhelming personality, refusing to blindly obey the composer.\Though I'm sure it's not Mr. Kazama's cup of tea...\During a serious competition!\What she has is on a whole different level.\Kaori Miyazono Sumitani Junior Highschool Previous Awards: None response:	How on earth is this girl not famous?
context: Kaori-chan, you're the best!\Aha, now that was stunning.\An overwhelming personality, refusing to blindly obey the composer.\Though I'm sure it's not Mr. Kazama's cup of tea...\During a serious competition!\What she has is on a whole different level.\Kaori Miyazono Sumitani Junior Highschool Previous Awards: None\How on earth is this girl not famous? response:	This is amazing. They're still buzzing about her. It's like a concert venue! You think she'll win?
context: Aha, now that was stunning.\An overwhelming personality, refusing to blindly obey the composer.\Though I'm sure it's not Mr. Kazama's cup of tea...\During a serious competition!\What she has is on a whole different level.\Kaori Miyazono Sumitani Junior Highschool Previous Awards: None\How on earth is this girl not famous?\This is amazing. They're still buzzing about her. It's like a concert venue! You think she'll win? response:	What? Uh...
context: An overwhelming personality, refusing to blindly obey the composer.\Though I'm sure it's not Mr. Kazama's cup of tea...\During a serious competition!\What she has is on a whole different level.\Kaori Miyazono Sumitani Junior Highschool Previous Awards: None\How on earth is this girl not famous?\This is amazing. They're still buzzing about her. It's like a concert venue! You think she'll win?\What? Uh... response:	But what a shame. What a crying shame.
context: Though I'm sure it's not Mr. Kazama's cup of tea...\During a serious competition!\What she has is on a whole different level.\Kaori Miyazono Sumitani Junior Highschool Previous Awards: None\How on earth is this girl not famous?\This is amazing. They're still buzzing about her. It's like a concert venue! You think she'll win?\What? Uh...\But what a shame. What a crying shame. response:	This is a competition, after all.
context: During a serious competition!\What she has is on a whole different level.\Kaori Miyazono Sumitani Junior Highschool Previous Awards: None\How on earth is this girl not famous?\This is amazing. They're still buzzing about her. It's like a concert venue! You think she'll win?\What? Uh...\But what a shame. What a crying shame.\This is a competition, after all. response:	There's no way she'll win or even place. Too many deductions.
context: What she has is on a whole different level.\Kaori Miyazono Sumitani Junior Highschool Previous Awards: None\How on earth is this girl not famous?\This is amazing. They're still buzzing about her. It's like a concert venue! You think she'll win?\What? Uh...\But what a shame. What a crying shame.\This is a competition, after all.\There's no way she'll win or even place. Too many deductions. response:	Not playing the way the score's written is a total taboo.
context: Kaori Miyazono Sumitani Junior Highschool Previous Awards: None\How on earth is this girl not famous?\This is amazing. They're still buzzing about her. It's like a concert venue! You think she'll win?\What? Uh...\But what a shame. What a crying shame.\This is a competition, after all.\There's no way she'll win or even place. Too many deductions.\Not playing the way the score's written is a total taboo. response:	But why? You saw how everyone loved it!
context: How on earth is this girl not famous?\This is amazing. They're still buzzing about her. It's like a concert venue! You think she'll win?\What? Uh...\But what a shame. What a crying shame.\This is a competition, after all.\There's no way she'll win or even place. Too many deductions.\Not playing the way the score's written is a total taboo.\But why? You saw how everyone loved it! response:	I could see it if this were a recital, but no way in a competition.
context: This is amazing. They're still buzzing about her. It's like a concert venue! You think she'll win?\What? Uh...\But what a shame. What a crying shame.\This is a competition, after all.\There's no way she'll win or even place. Too many deductions.\Not playing the way the score's written is a total taboo.\But why? You saw how everyone loved it!\I could see it if this were a recital, but no way in a competition. response:	But... I'm sure... That's probably not what she's seeking.
context: What? Uh...\But what a shame. What a crying shame.\This is a competition, after all.\There's no way she'll win or even place. Too many deductions.\Not playing the way the score's written is a total taboo.\But why? You saw how everyone loved it!\I could see it if this were a recital, but no way in a competition.\But... I'm sure... That's probably not what she's seeking. response:	I wonder how she can seem so happy while she's performing?
context: But what a shame. What a crying shame.\This is a competition, after all.\There's no way she'll win or even place. Too many deductions.\Not playing the way the score's written is a total taboo.\But why? You saw how everyone loved it!\I could see it if this were a recital, but no way in a competition.\But... I'm sure... That's probably not what she's seeking.\I wonder how she can seem so happy while she's performing? response:	We will now take a fifteen-minute break.
context: This is a competition, after all.\There's no way she'll win or even place. Too many deductions.\Not playing the way the score's written is a total taboo.\But why? You saw how everyone loved it!\I could see it if this were a recital, but no way in a competition.\But... I'm sure... That's probably not what she's seeking.\I wonder how she can seem so happy while she's performing?\We will now take a fifteen-minute break. response:	That No. 4 was totally awesome, huh?
context: There's no way she'll win or even place. Too many deductions.\Not playing the way the score's written is a total taboo.\But why? You saw how everyone loved it!\I could see it if this were a recital, but no way in a competition.\But... I'm sure... That's probably not what she's seeking.\I wonder how she can seem so happy while she's performing?\We will now take a fifteen-minute break.\That No. 4 was totally awesome, huh? response:	Is what she did allowed?
context: Not playing the way the score's written is a total taboo.\But why? You saw how everyone loved it!\I could see it if this were a recital, but no way in a competition.\But... I'm sure... That's probably not what she's seeking.\I wonder how she can seem so happy while she's performing?\We will now take a fifteen-minute break.\That No. 4 was totally awesome, huh?\Is what she did allowed? response:	You mean Kaori Miyazono, right?
context: But why? You saw how everyone loved it!\I could see it if this were a recital, but no way in a competition.\But... I'm sure... That's probably not what she's seeking.\I wonder how she can seem so happy while she's performing?\We will now take a fifteen-minute break.\That No. 4 was totally awesome, huh?\Is what she did allowed?\You mean Kaori Miyazono, right? response:	I even know her name now!
context: I could see it if this were a recital, but no way in a competition.\But... I'm sure... That's probably not what she's seeking.\I wonder how she can seem so happy while she's performing?\We will now take a fifteen-minute break.\That No. 4 was totally awesome, huh?\Is what she did allowed?\You mean Kaori Miyazono, right?\I even know her name now! response:	I think I'm a fan!
context: But... I'm sure... That's probably not what she's seeking.\I wonder how she can seem so happy while she's performing?\We will now take a fifteen-minute break.\That No. 4 was totally awesome, huh?\Is what she did allowed?\You mean Kaori Miyazono, right?\I even know her name now!\I think I'm a fan! response:	Talk about a huge impact!
context: I wonder how she can seem so happy while she's performing?\We will now take a fifteen-minute break.\That No. 4 was totally awesome, huh?\Is what she did allowed?\You mean Kaori Miyazono, right?\I even know her name now!\I think I'm a fan!\Talk about a huge impact! response:	She's so cute.
context: We will now take a fifteen-minute break.\That No. 4 was totally awesome, huh?\Is what she did allowed?\You mean Kaori Miyazono, right?\I even know her name now!\I think I'm a fan!\Talk about a huge impact!\She's so cute. response:	Amazing! They're all talking about Kao-chan. Well, she was really cool, wasn't she?
context: That No. 4 was totally awesome, huh?\Is what she did allowed?\You mean Kaori Miyazono, right?\I even know her name now!\I think I'm a fan!\Talk about a huge impact!\She's so cute.\Amazing! They're all talking about Kao-chan. Well, she was really cool, wasn't she? response:	Wasn't it like we were at a concert? She was the only one I could stay awake for.
context: Is what she did allowed?\You mean Kaori Miyazono, right?\I even know her name now!\I think I'm a fan!\Talk about a huge impact!\She's so cute.\Amazing! They're all talking about Kao-chan. Well, she was really cool, wasn't she?\Wasn't it like we were at a concert? She was the only one I could stay awake for. response:	It was beyond lame of you to snooze from the get-go.
context: You mean Kaori Miyazono, right?\I even know her name now!\I think I'm a fan!\Talk about a huge impact!\She's so cute.\Amazing! They're all talking about Kao-chan. Well, she was really cool, wasn't she?\Wasn't it like we were at a concert? She was the only one I could stay awake for.\It was beyond lame of you to snooze from the get-go. response:	Well, I couldn't help it!
context: I even know her name now!\I think I'm a fan!\Talk about a huge impact!\She's so cute.\Amazing! They're all talking about Kao-chan. Well, she was really cool, wasn't she?\Wasn't it like we were at a concert? She was the only one I could stay awake for.\It was beyond lame of you to snooze from the get-go.\Well, I couldn't help it! response:	Uh... um...
context: I think I'm a fan!\Talk about a huge impact!\She's so cute.\Amazing! They're all talking about Kao-chan. Well, she was really cool, wasn't she?\Wasn't it like we were at a concert? She was the only one I could stay awake for.\It was beyond lame of you to snooze from the get-go.\Well, I couldn't help it!\Uh... um... response:	U-Um... Here...
context: Talk about a huge impact!\She's so cute.\Amazing! They're all talking about Kao-chan. Well, she was really cool, wasn't she?\Wasn't it like we were at a concert? She was the only one I could stay awake for.\It was beyond lame of you to snooze from the get-go.\Well, I couldn't help it!\Uh... um...\U-Um... Here... response:	Flowers for you...
context: She's so cute.\Amazing! They're all talking about Kao-chan. Well, she was really cool, wasn't she?\Wasn't it like we were at a concert? She was the only one I could stay awake for.\It was beyond lame of you to snooze from the get-go.\Well, I couldn't help it!\Uh... um...\U-Um... Here...\Flowers for you... response:	We were so moved!
context: Amazing! They're all talking about Kao-chan. Well, she was really cool, wasn't she?\Wasn't it like we were at a concert? She was the only one I could stay awake for.\It was beyond lame of you to snooze from the get-go.\Well, I couldn't help it!\Uh... um...\U-Um... Here...\Flowers for you...\We were so moved! response:	Wow, they're so pretty! Thanks!
context: Wasn't it like we were at a concert? She was the only one I could stay awake for.\It was beyond lame of you to snooze from the get-go.\Well, I couldn't help it!\Uh... um...\U-Um... Here...\Flowers for you...\We were so moved!\Wow, they're so pretty! Thanks! response:	Oh, Ms. Miyazono. We'll be posting the result thirty minutes after the panel's done.
context: It was beyond lame of you to snooze from the get-go.\Well, I couldn't help it!\Uh... um...\U-Um... Here...\Flowers for you...\We were so moved!\Wow, they're so pretty! Thanks!\Oh, Ms. Miyazono. We'll be posting the result thirty minutes after the panel's done. response:	Oh, don't mind me.
context: Well, I couldn't help it!\Uh... um...\U-Um... Here...\Flowers for you...\We were so moved!\Wow, they're so pretty! Thanks!\Oh, Ms. Miyazono. We'll be posting the result thirty minutes after the panel's done.\Oh, don't mind me. response:	Because I really don't care about that stuff.
context: Uh... um...\U-Um... Here...\Flowers for you...\We were so moved!\Wow, they're so pretty! Thanks!\Oh, Ms. Miyazono. We'll be posting the result thirty minutes after the panel's done.\Oh, don't mind me.\Because I really don't care about that stuff. response:	It means nothing unless you come in first.
context: U-Um... Here...\Flowers for you...\We were so moved!\Wow, they're so pretty! Thanks!\Oh, Ms. Miyazono. We'll be posting the result thirty minutes after the panel's done.\Oh, don't mind me.\Because I really don't care about that stuff.\It means nothing unless you come in first. response:	Kao-chan!
context: Flowers for you...\We were so moved!\Wow, they're so pretty! Thanks!\Oh, Ms. Miyazono. We'll be posting the result thirty minutes after the panel's done.\Oh, don't mind me.\Because I really don't care about that stuff.\It means nothing unless you come in first.\Kao-chan! response:	Tsubaki-chan!
context: We were so moved!\Wow, they're so pretty! Thanks!\Oh, Ms. Miyazono. We'll be posting the result thirty minutes after the panel's done.\Oh, don't mind me.\Because I really don't care about that stuff.\It means nothing unless you come in first.\Kao-chan!\Tsubaki-chan! response:	Bye now. Thanks for the flowers!
context: Wow, they're so pretty! Thanks!\Oh, Ms. Miyazono. We'll be posting the result thirty minutes after the panel's done.\Oh, don't mind me.\Because I really don't care about that stuff.\It means nothing unless you come in first.\Kao-chan!\Tsubaki-chan!\Bye now. Thanks for the flowers! response:	Sure!
context: Oh, Ms. Miyazono. We'll be posting the result thirty minutes after the panel's done.\Oh, don't mind me.\Because I really don't care about that stuff.\It means nothing unless you come in first.\Kao-chan!\Tsubaki-chan!\Bye now. Thanks for the flowers!\Sure! response:	The violinist who just finished performing...
context: Oh, don't mind me.\Because I really don't care about that stuff.\It means nothing unless you come in first.\Kao-chan!\Tsubaki-chan!\Bye now. Thanks for the flowers!\Sure!\The violinist who just finished performing... response:	Comes running towards those who await her.
context: Because I really don't care about that stuff.\It means nothing unless you come in first.\Kao-chan!\Tsubaki-chan!\Bye now. Thanks for the flowers!\Sure!\The violinist who just finished performing...\Comes running towards those who await her. response:	Weaving through the crowd...
context: It means nothing unless you come in first.\Kao-chan!\Tsubaki-chan!\Bye now. Thanks for the flowers!\Sure!\The violinist who just finished performing...\Comes running towards those who await her.\Weaving through the crowd... response:	Flowers in her arms...
context: Kao-chan!\Tsubaki-chan!\Bye now. Thanks for the flowers!\Sure!\The violinist who just finished performing...\Comes running towards those who await her.\Weaving through the crowd...\Flowers in her arms... response:	It's just like...
context: Tsubaki-chan!\Bye now. Thanks for the flowers!\Sure!\The violinist who just finished performing...\Comes running towards those who await her.\Weaving through the crowd...\Flowers in her arms...\It's just like... response:	That was awesome! You were so cute!
context: Bye now. Thanks for the flowers!\Sure!\The violinist who just finished performing...\Comes running towards those who await her.\Weaving through the crowd...\Flowers in her arms...\It's just like...\That was awesome! You were so cute! response:	Thanks!
context: Sure!\The violinist who just finished performing...\Comes running towards those who await her.\Weaving through the crowd...\Flowers in her arms...\It's just like...\That was awesome! You were so cute!\Thanks! response:	It was incredible.
context: The violinist who just finished performing...\Comes running towards those who await her.\Weaving through the crowd...\Flowers in her arms...\It's just like...\That was awesome! You were so cute!\Thanks!\It was incredible. response:	Hey, Friend A!
context: Comes running towards those who await her.\Weaving through the crowd...\Flowers in her arms...\It's just like...\That was awesome! You were so cute!\Thanks!\It was incredible.\Hey, Friend A! response:	Oh, one sec.
context: Weaving through the crowd...\Flowers in her arms...\It's just like...\That was awesome! You were so cute!\Thanks!\It was incredible.\Hey, Friend A!\Oh, one sec. response:	Sure.
context: Flowers in her arms...\It's just like...\That was awesome! You were so cute!\Thanks!\It was incredible.\Hey, Friend A!\Oh, one sec.\Sure. response:	Hey!
context: It's just like...\That was awesome! You were so cute!\Thanks!\It was incredible.\Hey, Friend A!\Oh, one sec.\Sure.\Hey! response:	What did you think?
context: That was awesome! You were so cute!\Thanks!\It was incredible.\Hey, Friend A!\Oh, one sec.\Sure.\Hey!\What did you think? response:	Huh? M-Me?
context: Thanks!\It was incredible.\Hey, Friend A!\Oh, one sec.\Sure.\Hey!\What did you think?\Huh? M-Me? response:	Wasn't I amazing?
context: It was incredible.\Hey, Friend A!\Oh, one sec.\Sure.\Hey!\What did you think?\Huh? M-Me?\Wasn't I amazing? response:	Uh... See...
context: Hey, Friend A!\Oh, one sec.\Sure.\Hey!\What did you think?\Huh? M-Me?\Wasn't I amazing?\Uh... See... response:	What... did you... think?
context: Oh, one sec.\Sure.\Hey!\What did you think?\Huh? M-Me?\Wasn't I amazing?\Uh... See...\What... did you... think? response:	Uh... Um... Not bad...
context: Sure.\Hey!\What did you think?\Huh? M-Me?\Wasn't I amazing?\Uh... See...\What... did you... think?\Uh... Um... Not bad... response:	I've never seen anyone get flowers after the prelims.
context: Hey!\What did you think?\Huh? M-Me?\Wasn't I amazing?\Uh... See...\What... did you... think?\Uh... Um... Not bad...\I've never seen anyone get flowers after the prelims. response:	Not only that, but you don't even know them, right?
context: What did you think?\Huh? M-Me?\Wasn't I amazing?\Uh... See...\What... did you... think?\Uh... Um... Not bad...\I've never seen anyone get flowers after the prelims.\Not only that, but you don't even know them, right? response:	They couldn't have known to bring them, so for those girls...
context: Huh? M-Me?\Wasn't I amazing?\Uh... See...\What... did you... think?\Uh... Um... Not bad...\I've never seen anyone get flowers after the prelims.\Not only that, but you don't even know them, right?\They couldn't have known to bring them, so for those girls... response:	hearing your performance, then rushing out to buy flowers to give to you...
context: Wasn't I amazing?\Uh... See...\What... did you... think?\Uh... Um... Not bad...\I've never seen anyone get flowers after the prelims.\Not only that, but you don't even know them, right?\They couldn't have known to bring them, so for those girls...\hearing your performance, then rushing out to buy flowers to give to you... response:	It must've been an unforgettable day.
context: Uh... See...\What... did you... think?\Uh... Um... Not bad...\I've never seen anyone get flowers after the prelims.\Not only that, but you don't even know them, right?\They couldn't have known to bring them, so for those girls...\hearing your performance, then rushing out to buy flowers to give to you...\It must've been an unforgettable day. response:	I think it was that kind of performance.
context: What... did you... think?\Uh... Um... Not bad...\I've never seen anyone get flowers after the prelims.\Not only that, but you don't even know them, right?\They couldn't have known to bring them, so for those girls...\hearing your performance, then rushing out to buy flowers to give to you...\It must've been an unforgettable day.\I think it was that kind of performance. response:	How do you like that?
context: Uh... Um... Not bad...\I've never seen anyone get flowers after the prelims.\Not only that, but you don't even know them, right?\They couldn't have known to bring them, so for those girls...\hearing your performance, then rushing out to buy flowers to give to you...\It must've been an unforgettable day.\I think it was that kind of performance.\How do you like that? response:	It's just like...
context: I've never seen anyone get flowers after the prelims.\Not only that, but you don't even know them, right?\They couldn't have known to bring them, so for those girls...\hearing your performance, then rushing out to buy flowers to give to you...\It must've been an unforgettable day.\I think it was that kind of performance.\How do you like that?\It's just like... response:	Although I only played Friend A.
context: Not only that, but you don't even know them, right?\They couldn't have known to bring them, so for those girls...\hearing your performance, then rushing out to buy flowers to give to you...\It must've been an unforgettable day.\I think it was that kind of performance.\How do you like that?\It's just like...\Although I only played Friend A. response:	We will now be announcing the names of the contestants who cleared the preliminaries.
context: They couldn't have known to bring them, so for those girls...\hearing your performance, then rushing out to buy flowers to give to you...\It must've been an unforgettable day.\I think it was that kind of performance.\How do you like that?\It's just like...\Although I only played Friend A.\We will now be announcing the names of the contestants who cleared the preliminaries. response:	All right! I see my name!
context: hearing your performance, then rushing out to buy flowers to give to you...\It must've been an unforgettable day.\I think it was that kind of performance.\How do you like that?\It's just like...\Although I only played Friend A.\We will now be announcing the names of the contestants who cleared the preliminaries.\All right! I see my name! response:	Huh? No. 8 didn't make it?
context: It must've been an unforgettable day.\I think it was that kind of performance.\How do you like that?\It's just like...\Although I only played Friend A.\We will now be announcing the names of the contestants who cleared the preliminaries.\All right! I see my name!\Huh? No. 8 didn't make it? response:	There's my name!
context: I think it was that kind of performance.\How do you like that?\It's just like...\Although I only played Friend A.\We will now be announcing the names of the contestants who cleared the preliminaries.\All right! I see my name!\Huh? No. 8 didn't make it?\There's my name! response:	I'm gonna take a picture.
context: How do you like that?\It's just like...\Although I only played Friend A.\We will now be announcing the names of the contestants who cleared the preliminaries.\All right! I see my name!\Huh? No. 8 didn't make it?\There's my name!\I'm gonna take a picture. response:	Passed First Preliminaries
context: It's just like...\Although I only played Friend A.\We will now be announcing the names of the contestants who cleared the preliminaries.\All right! I see my name!\Huh? No. 8 didn't make it?\There's my name!\I'm gonna take a picture.\Passed First Preliminaries response:	Chie-chan, I see your name. Hey...
context: Although I only played Friend A.\We will now be announcing the names of the contestants who cleared the preliminaries.\All right! I see my name!\Huh? No. 8 didn't make it?\There's my name!\I'm gonna take a picture.\Passed First Preliminaries\Chie-chan, I see your name. Hey... response:	Audience Choice: Kaori Miyazono
context: We will now be announcing the names of the contestants who cleared the preliminaries.\All right! I see my name!\Huh? No. 8 didn't make it?\There's my name!\I'm gonna take a picture.\Passed First Preliminaries\Chie-chan, I see your name. Hey...\Audience Choice: Kaori Miyazono response:	The Audience Award winner makes it to the second round, too.
context: All right! I see my name!\Huh? No. 8 didn't make it?\There's my name!\I'm gonna take a picture.\Passed First Preliminaries\Chie-chan, I see your name. Hey...\Audience Choice: Kaori Miyazono\The Audience Award winner makes it to the second round, too. response:	Music Preparation Room
context: Huh? No. 8 didn't make it?\There's my name!\I'm gonna take a picture.\Passed First Preliminaries\Chie-chan, I see your name. Hey...\Audience Choice: Kaori Miyazono\The Audience Award winner makes it to the second round, too.\Music Preparation Room response:	Huh? Watari?
context: There's my name!\I'm gonna take a picture.\Passed First Preliminaries\Chie-chan, I see your name. Hey...\Audience Choice: Kaori Miyazono\The Audience Award winner makes it to the second round, too.\Music Preparation Room\Huh? Watari? response:	Man, you gave me a heart attack.
context: I'm gonna take a picture.\Passed First Preliminaries\Chie-chan, I see your name. Hey...\Audience Choice: Kaori Miyazono\The Audience Award winner makes it to the second round, too.\Music Preparation Room\Huh? Watari?\Man, you gave me a heart attack. response:	You weren't in the nurse's office, so I came to find you,
context: Passed First Preliminaries\Chie-chan, I see your name. Hey...\Audience Choice: Kaori Miyazono\The Audience Award winner makes it to the second round, too.\Music Preparation Room\Huh? Watari?\Man, you gave me a heart attack.\You weren't in the nurse's office, so I came to find you, response:	and you're passed out on the floor! I thought you were dead!
context: Chie-chan, I see your name. Hey...\Audience Choice: Kaori Miyazono\The Audience Award winner makes it to the second round, too.\Music Preparation Room\Huh? Watari?\Man, you gave me a heart attack.\You weren't in the nurse's office, so I came to find you,\and you're passed out on the floor! I thought you were dead! response:	Arima?
context: Audience Choice: Kaori Miyazono\The Audience Award winner makes it to the second round, too.\Music Preparation Room\Huh? Watari?\Man, you gave me a heart attack.\You weren't in the nurse's office, so I came to find you,\and you're passed out on the floor! I thought you were dead!\Arima? response:	Use this to ice the spot where you got clobbered.
context: The Audience Award winner makes it to the second round, too.\Music Preparation Room\Huh? Watari?\Man, you gave me a heart attack.\You weren't in the nurse's office, so I came to find you,\and you're passed out on the floor! I thought you were dead!\Arima?\Use this to ice the spot where you got clobbered. response:	Thanks.
context: Music Preparation Room\Huh? Watari?\Man, you gave me a heart attack.\You weren't in the nurse's office, so I came to find you,\and you're passed out on the floor! I thought you were dead!\Arima?\Use this to ice the spot where you got clobbered.\Thanks. response:	So? What were you up to, ditching class and screaming bloody murder?
context: Huh? Watari?\Man, you gave me a heart attack.\You weren't in the nurse's office, so I came to find you,\and you're passed out on the floor! I thought you were dead!\Arima?\Use this to ice the spot where you got clobbered.\Thanks.\So? What were you up to, ditching class and screaming bloody murder? response:	Nothing... I was just clearing my mind.
context: Man, you gave me a heart attack.\You weren't in the nurse's office, so I came to find you,\and you're passed out on the floor! I thought you were dead!\Arima?\Use this to ice the spot where you got clobbered.\Thanks.\So? What were you up to, ditching class and screaming bloody murder?\Nothing... I was just clearing my mind. response:	Well, you're acting pretty strange today. Even more spaced out than usual.
context: You weren't in the nurse's office, so I came to find you,\and you're passed out on the floor! I thought you were dead!\Arima?\Use this to ice the spot where you got clobbered.\Thanks.\So? What were you up to, ditching class and screaming bloody murder?\Nothing... I was just clearing my mind.\Well, you're acting pretty strange today. Even more spaced out than usual. response:	Hey! Could it be that you... You were thinking about a girl you like, right?
context: and you're passed out on the floor! I thought you were dead!\Arima?\Use this to ice the spot where you got clobbered.\Thanks.\So? What were you up to, ditching class and screaming bloody murder?\Nothing... I was just clearing my mind.\Well, you're acting pretty strange today. Even more spaced out than usual.\Hey! Could it be that you... You were thinking about a girl you like, right? response:	Wh-Where did that come from?
context: Arima?\Use this to ice the spot where you got clobbered.\Thanks.\So? What were you up to, ditching class and screaming bloody murder?\Nothing... I was just clearing my mind.\Well, you're acting pretty strange today. Even more spaced out than usual.\Hey! Could it be that you... You were thinking about a girl you like, right?\Wh-Where did that come from? response:	That pretty much defines the idle thoughts of adolescence, man.
context: Use this to ice the spot where you got clobbered.\Thanks.\So? What were you up to, ditching class and screaming bloody murder?\Nothing... I was just clearing my mind.\Well, you're acting pretty strange today. Even more spaced out than usual.\Hey! Could it be that you... You were thinking about a girl you like, right?\Wh-Where did that come from?\That pretty much defines the idle thoughts of adolescence, man. response:	Was it the timely Kaori-chan? Hey, I get it. She was so darned cute, huh?
context: Thanks.\So? What were you up to, ditching class and screaming bloody murder?\Nothing... I was just clearing my mind.\Well, you're acting pretty strange today. Even more spaced out than usual.\Hey! Could it be that you... You were thinking about a girl you like, right?\Wh-Where did that come from?\That pretty much defines the idle thoughts of adolescence, man.\Was it the timely Kaori-chan? Hey, I get it. She was so darned cute, huh? response:	Never in a million years and you know it! Besides...
context: So? What were you up to, ditching class and screaming bloody murder?\Nothing... I was just clearing my mind.\Well, you're acting pretty strange today. Even more spaced out than usual.\Hey! Could it be that you... You were thinking about a girl you like, right?\Wh-Where did that come from?\That pretty much defines the idle thoughts of adolescence, man.\Was it the timely Kaori-chan? Hey, I get it. She was so darned cute, huh?\Never in a million years and you know it! Besides... response:	She's...
context: Nothing... I was just clearing my mind.\Well, you're acting pretty strange today. Even more spaced out than usual.\Hey! Could it be that you... You were thinking about a girl you like, right?\Wh-Where did that come from?\That pretty much defines the idle thoughts of adolescence, man.\Was it the timely Kaori-chan? Hey, I get it. She was so darned cute, huh?\Never in a million years and you know it! Besides...\She's... response:	You're in a supporting role. Kao-chan...
context: Well, you're acting pretty strange today. Even more spaced out than usual.\Hey! Could it be that you... You were thinking about a girl you like, right?\Wh-Where did that come from?\That pretty much defines the idle thoughts of adolescence, man.\Was it the timely Kaori-chan? Hey, I get it. She was so darned cute, huh?\Never in a million years and you know it! Besides...\She's...\You're in a supporting role. Kao-chan... response:	She likes you, Watari.
context: Hey! Could it be that you... You were thinking about a girl you like, right?\Wh-Where did that come from?\That pretty much defines the idle thoughts of adolescence, man.\Was it the timely Kaori-chan? Hey, I get it. She was so darned cute, huh?\Never in a million years and you know it! Besides...\She's...\You're in a supporting role. Kao-chan...\She likes you, Watari. response:	No way would she ever like me.
context: Wh-Where did that come from?\That pretty much defines the idle thoughts of adolescence, man.\Was it the timely Kaori-chan? Hey, I get it. She was so darned cute, huh?\Never in a million years and you know it! Besides...\She's...\You're in a supporting role. Kao-chan...\She likes you, Watari.\No way would she ever like me. response:	But that doesn't make any difference.
context: That pretty much defines the idle thoughts of adolescence, man.\Was it the timely Kaori-chan? Hey, I get it. She was so darned cute, huh?\Never in a million years and you know it! Besides...\She's...\You're in a supporting role. Kao-chan...\She likes you, Watari.\No way would she ever like me.\But that doesn't make any difference. response:	It's only natural for the girl you're crushing on to be in love with someone else.
