context: Hey, there... response:	Want a walnut?
context: with an angel sealed inside.\Hey...\Which do you think is a stronger heroine, a magical girl or an angel?\There are so many stars, I can't find the Big Dipper.\This island has barely any streetlamps.\It really is amazing...\The Milky Way?\Well, the Milky Way's amazing too, but... response:	Just two days ago, I was wondering what to do with my life...
context: Hey...\Which do you think is a stronger heroine, a magical girl or an angel?\There are so many stars, I can't find the Big Dipper.\This island has barely any streetlamps.\It really is amazing...\The Milky Way?\Well, the Milky Way's amazing too, but...\Just two days ago, I was wondering what to do with my life... response:	It's all amazing.
context: Which do you think is a stronger heroine, a magical girl or an angel?\There are so many stars, I can't find the Big Dipper.\This island has barely any streetlamps.\It really is amazing...\The Milky Way?\Well, the Milky Way's amazing too, but...\Just two days ago, I was wondering what to do with my life...\It's all amazing. response:	It's thanks to that rainbow you showed me.
context: There are so many stars, I can't find the Big Dipper.\This island has barely any streetlamps.\It really is amazing...\The Milky Way?\Well, the Milky Way's amazing too, but...\Just two days ago, I was wondering what to do with my life...\It's all amazing.\It's thanks to that rainbow you showed me. response:	That round rainbow... I always thought it was something I'd imagined as a kid.
context: This island has barely any streetlamps.\It really is amazing...\The Milky Way?\Well, the Milky Way's amazing too, but...\Just two days ago, I was wondering what to do with my life...\It's all amazing.\It's thanks to that rainbow you showed me.\That round rainbow... I always thought it was something I'd imagined as a kid. response:	Hey, Daichi...
context: It really is amazing...\The Milky Way?\Well, the Milky Way's amazing too, but...\Just two days ago, I was wondering what to do with my life...\It's all amazing.\It's thanks to that rainbow you showed me.\That round rainbow... I always thought it was something I'd imagined as a kid.\Hey, Daichi... response:	Doesn't it creep you out?
context: The Milky Way?\Well, the Milky Way's amazing too, but...\Just two days ago, I was wondering what to do with my life...\It's all amazing.\It's thanks to that rainbow you showed me.\That round rainbow... I always thought it was something I'd imagined as a kid.\Hey, Daichi...\Doesn't it creep you out? response:	What?
context: Well, the Milky Way's amazing too, but...\Just two days ago, I was wondering what to do with my life...\It's all amazing.\It's thanks to that rainbow you showed me.\That round rainbow... I always thought it was something I'd imagined as a kid.\Hey, Daichi...\Doesn't it creep you out?\What? response:	You haven't changed.
context: Just two days ago, I was wondering what to do with my life...\It's all amazing.\It's thanks to that rainbow you showed me.\That round rainbow... I always thought it was something I'd imagined as a kid.\Hey, Daichi...\Doesn't it creep you out?\What?\You haven't changed. response:	You always surprise me.
context: It's all amazing.\It's thanks to that rainbow you showed me.\That round rainbow... I always thought it was something I'd imagined as a kid.\Hey, Daichi...\Doesn't it creep you out?\What?\You haven't changed.\You always surprise me. response:	Your Livlaster really surprised me.
context: It's thanks to that rainbow you showed me.\That round rainbow... I always thought it was something I'd imagined as a kid.\Hey, Daichi...\Doesn't it creep you out?\What?\You haven't changed.\You always surprise me.\Your Livlaster really surprised me. response:	So...
context: That round rainbow... I always thought it was something I'd imagined as a kid.\Hey, Daichi...\Doesn't it creep you out?\What?\You haven't changed.\You always surprise me.\Your Livlaster really surprised me.\So... response:	This is yours.
context: Hey, Daichi...\Doesn't it creep you out?\What?\You haven't changed.\You always surprise me.\Your Livlaster really surprised me.\So...\This is yours. response:	Okay, the game's back on!
context: Doesn't it creep you out?\What?\You haven't changed.\You always surprise me.\Your Livlaster really surprised me.\So...\This is yours.\Okay, the game's back on! response:	No!
context: What?\You haven't changed.\You always surprise me.\Your Livlaster really surprised me.\So...\This is yours.\Okay, the game's back on!\No! response:	I cannot allow Daichi Manatsu to go on any further missions.
context: You haven't changed.\You always surprise me.\Your Livlaster really surprised me.\So...\This is yours.\Okay, the game's back on!\No!\I cannot allow Daichi Manatsu to go on any further missions. response:	Even if it was the Globe Federation's
context: You always surprise me.\Your Livlaster really surprised me.\So...\This is yours.\Okay, the game's back on!\No!\I cannot allow Daichi Manatsu to go on any further missions.\Even if it was the Globe Federation's response:	unanimous opinion?
context: Your Livlaster really surprised me.\So...\This is yours.\Okay, the game's back on!\No!\I cannot allow Daichi Manatsu to go on any further missions.\Even if it was the Globe Federation's\unanimous opinion? response:	Doghouse to Pointer.
context: So...\This is yours.\Okay, the game's back on!\No!\I cannot allow Daichi Manatsu to go on any further missions.\Even if it was the Globe Federation's\unanimous opinion?\Doghouse to Pointer. response:	The fact that the Daichi Manatsu boy defeated
context: This is yours.\Okay, the game's back on!\No!\I cannot allow Daichi Manatsu to go on any further missions.\Even if it was the Globe Federation's\unanimous opinion?\Doghouse to Pointer.\The fact that the Daichi Manatsu boy defeated response:	the Kiltgang with his Livlaster is having a significant effect.
context: Okay, the game's back on!\No!\I cannot allow Daichi Manatsu to go on any further missions.\Even if it was the Globe Federation's\unanimous opinion?\Doghouse to Pointer.\The fact that the Daichi Manatsu boy defeated\the Kiltgang with his Livlaster is having a significant effect. response:	But Impacters other than the Earth Engine are also capable of that.
context: No!\I cannot allow Daichi Manatsu to go on any further missions.\Even if it was the Globe Federation's\unanimous opinion?\Doghouse to Pointer.\The fact that the Daichi Manatsu boy defeated\the Kiltgang with his Livlaster is having a significant effect.\But Impacters other than the Earth Engine are also capable of that. response:	Globe is investigating the use of low-orbit Impacters, as well.
context: I cannot allow Daichi Manatsu to go on any further missions.\Even if it was the Globe Federation's\unanimous opinion?\Doghouse to Pointer.\The fact that the Daichi Manatsu boy defeated\the Kiltgang with his Livlaster is having a significant effect.\But Impacters other than the Earth Engine are also capable of that.\Globe is investigating the use of low-orbit Impacters, as well. response:	I think eliminating them at close range, in the stratosphere, is the more reliable way.
context: Even if it was the Globe Federation's\unanimous opinion?\Doghouse to Pointer.\The fact that the Daichi Manatsu boy defeated\the Kiltgang with his Livlaster is having a significant effect.\But Impacters other than the Earth Engine are also capable of that.\Globe is investigating the use of low-orbit Impacters, as well.\I think eliminating them at close range, in the stratosphere, is the more reliable way. response:	But doesn't that risk damaging the planet's surface too much?
context: unanimous opinion?\Doghouse to Pointer.\The fact that the Daichi Manatsu boy defeated\the Kiltgang with his Livlaster is having a significant effect.\But Impacters other than the Earth Engine are also capable of that.\Globe is investigating the use of low-orbit Impacters, as well.\I think eliminating them at close range, in the stratosphere, is the more reliable way.\But doesn't that risk damaging the planet's surface too much? response:	Over.
context: Doghouse to Pointer.\The fact that the Daichi Manatsu boy defeated\the Kiltgang with his Livlaster is having a significant effect.\But Impacters other than the Earth Engine are also capable of that.\Globe is investigating the use of low-orbit Impacters, as well.\I think eliminating them at close range, in the stratosphere, is the more reliable way.\But doesn't that risk damaging the planet's surface too much?\Over. response:	We are past that point.
context: The fact that the Daichi Manatsu boy defeated\the Kiltgang with his Livlaster is having a significant effect.\But Impacters other than the Earth Engine are also capable of that.\Globe is investigating the use of low-orbit Impacters, as well.\I think eliminating them at close range, in the stratosphere, is the more reliable way.\But doesn't that risk damaging the planet's surface too much?\Over.\We are past that point. response:	Hana Mutou is absolutely necessary to the Kivotos Plan.
context: the Kiltgang with his Livlaster is having a significant effect.\But Impacters other than the Earth Engine are also capable of that.\Globe is investigating the use of low-orbit Impacters, as well.\I think eliminating them at close range, in the stratosphere, is the more reliable way.\But doesn't that risk damaging the planet's surface too much?\Over.\We are past that point.\Hana Mutou is absolutely necessary to the Kivotos Plan. response:	Don't forget that having her
context: But Impacters other than the Earth Engine are also capable of that.\Globe is investigating the use of low-orbit Impacters, as well.\I think eliminating them at close range, in the stratosphere, is the more reliable way.\But doesn't that risk damaging the planet's surface too much?\Over.\We are past that point.\Hana Mutou is absolutely necessary to the Kivotos Plan.\Don't forget that having her response:	under our control is a top priority for those of us in the Ark Faction.
context: Globe is investigating the use of low-orbit Impacters, as well.\I think eliminating them at close range, in the stratosphere, is the more reliable way.\But doesn't that risk damaging the planet's surface too much?\Over.\We are past that point.\Hana Mutou is absolutely necessary to the Kivotos Plan.\Don't forget that having her\under our control is a top priority for those of us in the Ark Faction. response:	Thus, it will be up to you to deal with Daichi Manatsu.
context: I think eliminating them at close range, in the stratosphere, is the more reliable way.\But doesn't that risk damaging the planet's surface too much?\Over.\We are past that point.\Hana Mutou is absolutely necessary to the Kivotos Plan.\Don't forget that having her\under our control is a top priority for those of us in the Ark Faction.\Thus, it will be up to you to deal with Daichi Manatsu. response:	Daichi Manatsu...
context: But doesn't that risk damaging the planet's surface too much?\Over.\We are past that point.\Hana Mutou is absolutely necessary to the Kivotos Plan.\Don't forget that having her\under our control is a top priority for those of us in the Ark Faction.\Thus, it will be up to you to deal with Daichi Manatsu.\Daichi Manatsu... response:	Selling the basic theory behind the Machine Goodfellows and the designer children
context: Over.\We are past that point.\Hana Mutou is absolutely necessary to the Kivotos Plan.\Don't forget that having her\under our control is a top priority for those of us in the Ark Faction.\Thus, it will be up to you to deal with Daichi Manatsu.\Daichi Manatsu...\Selling the basic theory behind the Machine Goodfellows and the designer children response:	would be enough to earn a fortune.
context: We are past that point.\Hana Mutou is absolutely necessary to the Kivotos Plan.\Don't forget that having her\under our control is a top priority for those of us in the Ark Faction.\Thus, it will be up to you to deal with Daichi Manatsu.\Daichi Manatsu...\Selling the basic theory behind the Machine Goodfellows and the designer children\would be enough to earn a fortune. response:	And CEO Kube gets everything...
context: Hana Mutou is absolutely necessary to the Kivotos Plan.\Don't forget that having her\under our control is a top priority for those of us in the Ark Faction.\Thus, it will be up to you to deal with Daichi Manatsu.\Daichi Manatsu...\Selling the basic theory behind the Machine Goodfellows and the designer children\would be enough to earn a fortune.\And CEO Kube gets everything... response:	But it was the A.I. called Puck that developed the basic theory, right?
context: Don't forget that having her\under our control is a top priority for those of us in the Ark Faction.\Thus, it will be up to you to deal with Daichi Manatsu.\Daichi Manatsu...\Selling the basic theory behind the Machine Goodfellows and the designer children\would be enough to earn a fortune.\And CEO Kube gets everything...\But it was the A.I. called Puck that developed the basic theory, right? response:	He's got it good.
context: under our control is a top priority for those of us in the Ark Faction.\Thus, it will be up to you to deal with Daichi Manatsu.\Daichi Manatsu...\Selling the basic theory behind the Machine Goodfellows and the designer children\would be enough to earn a fortune.\And CEO Kube gets everything...\But it was the A.I. called Puck that developed the basic theory, right?\He's got it good. response:	Hey!
context: Thus, it will be up to you to deal with Daichi Manatsu.\Daichi Manatsu...\Selling the basic theory behind the Machine Goodfellows and the designer children\would be enough to earn a fortune.\And CEO Kube gets everything...\But it was the A.I. called Puck that developed the basic theory, right?\He's got it good.\Hey! response:	I'm afraid I can't ignore that.
context: Daichi Manatsu...\Selling the basic theory behind the Machine Goodfellows and the designer children\would be enough to earn a fortune.\And CEO Kube gets everything...\But it was the A.I. called Puck that developed the basic theory, right?\He's got it good.\Hey!\I'm afraid I can't ignore that. response:	Oh, I mean, uh...
context: Selling the basic theory behind the Machine Goodfellows and the designer children\would be enough to earn a fortune.\And CEO Kube gets everything...\But it was the A.I. called Puck that developed the basic theory, right?\He's got it good.\Hey!\I'm afraid I can't ignore that.\Oh, I mean, uh... response:	Your secretary, Hitomi-chan,
context: would be enough to earn a fortune.\And CEO Kube gets everything...\But it was the A.I. called Puck that developed the basic theory, right?\He's got it good.\Hey!\I'm afraid I can't ignore that.\Oh, I mean, uh...\Your secretary, Hitomi-chan, response:	is totally in love with you.
context: And CEO Kube gets everything...\But it was the A.I. called Puck that developed the basic theory, right?\He's got it good.\Hey!\I'm afraid I can't ignore that.\Oh, I mean, uh...\Your secretary, Hitomi-chan,\is totally in love with you. response:	Why don't you make her yours?
context: But it was the A.I. called Puck that developed the basic theory, right?\He's got it good.\Hey!\I'm afraid I can't ignore that.\Oh, I mean, uh...\Your secretary, Hitomi-chan,\is totally in love with you.\Why don't you make her yours? response:	Have any Kiltgang attacked since the last time?
context: He's got it good.\Hey!\I'm afraid I can't ignore that.\Oh, I mean, uh...\Your secretary, Hitomi-chan,\is totally in love with you.\Why don't you make her yours?\Have any Kiltgang attacked since the last time? response:	I heard that manned Impacter is called the Earth Engine.
context: Hey!\I'm afraid I can't ignore that.\Oh, I mean, uh...\Your secretary, Hitomi-chan,\is totally in love with you.\Why don't you make her yours?\Have any Kiltgang attacked since the last time?\I heard that manned Impacter is called the Earth Engine. response:	Last time, I kicked its butt.
context: I'm afraid I can't ignore that.\Oh, I mean, uh...\Your secretary, Hitomi-chan,\is totally in love with you.\Why don't you make her yours?\Have any Kiltgang attacked since the last time?\I heard that manned Impacter is called the Earth Engine.\Last time, I kicked its butt. response:	If it was running off a Livlaster,
context: Oh, I mean, uh...\Your secretary, Hitomi-chan,\is totally in love with you.\Why don't you make her yours?\Have any Kiltgang attacked since the last time?\I heard that manned Impacter is called the Earth Engine.\Last time, I kicked its butt.\If it was running off a Livlaster, response:	does that mean they can use the Princess of Blume now?
context: Your secretary, Hitomi-chan,\is totally in love with you.\Why don't you make her yours?\Have any Kiltgang attacked since the last time?\I heard that manned Impacter is called the Earth Engine.\Last time, I kicked its butt.\If it was running off a Livlaster,\does that mean they can use the Princess of Blume now? response:	Have fun tonight.
context: is totally in love with you.\Why don't you make her yours?\Have any Kiltgang attacked since the last time?\I heard that manned Impacter is called the Earth Engine.\Last time, I kicked its butt.\If it was running off a Livlaster,\does that mean they can use the Princess of Blume now?\Have fun tonight. response:	Approaching-Earth Object sighted!
context: Why don't you make her yours?\Have any Kiltgang attacked since the last time?\I heard that manned Impacter is called the Earth Engine.\Last time, I kicked its butt.\If it was running off a Livlaster,\does that mean they can use the Princess of Blume now?\Have fun tonight.\Approaching-Earth Object sighted! response:	It's a Kiltgang!
context: Have any Kiltgang attacked since the last time?\I heard that manned Impacter is called the Earth Engine.\Last time, I kicked its butt.\If it was running off a Livlaster,\does that mean they can use the Princess of Blume now?\Have fun tonight.\Approaching-Earth Object sighted!\It's a Kiltgang! response:	It's been nine years since I last turned into the real me.
context: I heard that manned Impacter is called the Earth Engine.\Last time, I kicked its butt.\If it was running off a Livlaster,\does that mean they can use the Princess of Blume now?\Have fun tonight.\Approaching-Earth Object sighted!\It's a Kiltgang!\It's been nine years since I last turned into the real me. response:	Last time, I underestimated the Earthlings, but...
context: Last time, I kicked its butt.\If it was running off a Livlaster,\does that mean they can use the Princess of Blume now?\Have fun tonight.\Approaching-Earth Object sighted!\It's a Kiltgang!\It's been nine years since I last turned into the real me.\Last time, I underestimated the Earthlings, but... response:	That's...
context: If it was running off a Livlaster,\does that mean they can use the Princess of Blume now?\Have fun tonight.\Approaching-Earth Object sighted!\It's a Kiltgang!\It's been nine years since I last turned into the real me.\Last time, I underestimated the Earthlings, but...\That's... response:	The Type-1 that killed Daichi Manatsu's father.
context: does that mean they can use the Princess of Blume now?\Have fun tonight.\Approaching-Earth Object sighted!\It's a Kiltgang!\It's been nine years since I last turned into the real me.\Last time, I underestimated the Earthlings, but...\That's...\The Type-1 that killed Daichi Manatsu's father. response:	I can use this...
context: Have fun tonight.\Approaching-Earth Object sighted!\It's a Kiltgang!\It's been nine years since I last turned into the real me.\Last time, I underestimated the Earthlings, but...\That's...\The Type-1 that killed Daichi Manatsu's father.\I can use this... response:	A Kiltgang has appeared within defensive zone 1, Alpha sector!
context: Approaching-Earth Object sighted!\It's a Kiltgang!\It's been nine years since I last turned into the real me.\Last time, I underestimated the Earthlings, but...\That's...\The Type-1 that killed Daichi Manatsu's father.\I can use this...\A Kiltgang has appeared within defensive zone 1, Alpha sector! response:	It's heading straight for Earth.
context: It's a Kiltgang!\It's been nine years since I last turned into the real me.\Last time, I underestimated the Earthlings, but...\That's...\The Type-1 that killed Daichi Manatsu's father.\I can use this...\A Kiltgang has appeared within defensive zone 1, Alpha sector!\It's heading straight for Earth. response:	Distance 34,000 meters.
context: It's been nine years since I last turned into the real me.\Last time, I underestimated the Earthlings, but...\That's...\The Type-1 that killed Daichi Manatsu's father.\I can use this...\A Kiltgang has appeared within defensive zone 1, Alpha sector!\It's heading straight for Earth.\Distance 34,000 meters. response:	Approach speed 52 meters per second!
context: Last time, I underestimated the Earthlings, but...\That's...\The Type-1 that killed Daichi Manatsu's father.\I can use this...\A Kiltgang has appeared within defensive zone 1, Alpha sector!\It's heading straight for Earth.\Distance 34,000 meters.\Approach speed 52 meters per second! response:	They want a report about when I got the Livlaster, but I don't know what to say...
context: That's...\The Type-1 that killed Daichi Manatsu's father.\I can use this...\A Kiltgang has appeared within defensive zone 1, Alpha sector!\It's heading straight for Earth.\Distance 34,000 meters.\Approach speed 52 meters per second!\They want a report about when I got the Livlaster, but I don't know what to say... response:	Hey.
context: The Type-1 that killed Daichi Manatsu's father.\I can use this...\A Kiltgang has appeared within defensive zone 1, Alpha sector!\It's heading straight for Earth.\Distance 34,000 meters.\Approach speed 52 meters per second!\They want a report about when I got the Livlaster, but I don't know what to say...\Hey. response:	Do you need something?
context: I can use this...\A Kiltgang has appeared within defensive zone 1, Alpha sector!\It's heading straight for Earth.\Distance 34,000 meters.\Approach speed 52 meters per second!\They want a report about when I got the Livlaster, but I don't know what to say...\Hey.\Do you need something? response:	That's cold, Daichi Manatsu-kun.
context: A Kiltgang has appeared within defensive zone 1, Alpha sector!\It's heading straight for Earth.\Distance 34,000 meters.\Approach speed 52 meters per second!\They want a report about when I got the Livlaster, but I don't know what to say...\Hey.\Do you need something?\That's cold, Daichi Manatsu-kun. response:	It seems the Kiltgang has attacked again.
context: It's heading straight for Earth.\Distance 34,000 meters.\Approach speed 52 meters per second!\They want a report about when I got the Livlaster, but I don't know what to say...\Hey.\Do you need something?\That's cold, Daichi Manatsu-kun.\It seems the Kiltgang has attacked again. response:	I'll tell you something interesting...
context: Distance 34,000 meters.\Approach speed 52 meters per second!\They want a report about when I got the Livlaster, but I don't know what to say...\Hey.\Do you need something?\That's cold, Daichi Manatsu-kun.\It seems the Kiltgang has attacked again.\I'll tell you something interesting... response:	This is...
context: Approach speed 52 meters per second!\They want a report about when I got the Livlaster, but I don't know what to say...\Hey.\Do you need something?\That's cold, Daichi Manatsu-kun.\It seems the Kiltgang has attacked again.\I'll tell you something interesting...\This is... response:	the type that appeared nine years ago!
context: They want a report about when I got the Livlaster, but I don't know what to say...\Hey.\Do you need something?\That's cold, Daichi Manatsu-kun.\It seems the Kiltgang has attacked again.\I'll tell you something interesting...\This is...\the type that appeared nine years ago! response:	No, it's the same one!
context: Hey.\Do you need something?\That's cold, Daichi Manatsu-kun.\It seems the Kiltgang has attacked again.\I'll tell you something interesting...\This is...\the type that appeared nine years ago!\No, it's the same one! response:	Commander,
context: Do you need something?\That's cold, Daichi Manatsu-kun.\It seems the Kiltgang has attacked again.\I'll tell you something interesting...\This is...\the type that appeared nine years ago!\No, it's the same one!\Commander, response:	Alonzo has approved an emergency launch of the Earth Engine!
context: That's cold, Daichi Manatsu-kun.\It seems the Kiltgang has attacked again.\I'll tell you something interesting...\This is...\the type that appeared nine years ago!\No, it's the same one!\Commander,\Alonzo has approved an emergency launch of the Earth Engine! response:	They're launching the Pegasus rocket.
context: It seems the Kiltgang has attacked again.\I'll tell you something interesting...\This is...\the type that appeared nine years ago!\No, it's the same one!\Commander,\Alonzo has approved an emergency launch of the Earth Engine!\They're launching the Pegasus rocket. response:	The Earth Engine's energy is charging!
context: I'll tell you something interesting...\This is...\the type that appeared nine years ago!\No, it's the same one!\Commander,\Alonzo has approved an emergency launch of the Earth Engine!\They're launching the Pegasus rocket.\The Earth Engine's energy is charging! response:	What's going on?!
context: This is...\the type that appeared nine years ago!\No, it's the same one!\Commander,\Alonzo has approved an emergency launch of the Earth Engine!\They're launching the Pegasus rocket.\The Earth Engine's energy is charging!\What's going on?! response:	I've forbidden Daichi to launch!
context: the type that appeared nine years ago!\No, it's the same one!\Commander,\Alonzo has approved an emergency launch of the Earth Engine!\They're launching the Pegasus rocket.\The Earth Engine's energy is charging!\What's going on?!\I've forbidden Daichi to launch! response:	I gave him permission.
context: No, it's the same one!\Commander,\Alonzo has approved an emergency launch of the Earth Engine!\They're launching the Pegasus rocket.\The Earth Engine's energy is charging!\What's going on?!\I've forbidden Daichi to launch!\I gave him permission. response:	Governor, the expansion sequence has activated again!
context: Commander,\Alonzo has approved an emergency launch of the Earth Engine!\They're launching the Pegasus rocket.\The Earth Engine's energy is charging!\What's going on?!\I've forbidden Daichi to launch!\I gave him permission.\Governor, the expansion sequence has activated again! response:	What was that?
context: Alonzo has approved an emergency launch of the Earth Engine!\They're launching the Pegasus rocket.\The Earth Engine's energy is charging!\What's going on?!\I've forbidden Daichi to launch!\I gave him permission.\Governor, the expansion sequence has activated again!\What was that? response:	Daichi Manatsu-kun has already won one battle.
context: They're launching the Pegasus rocket.\The Earth Engine's energy is charging!\What's going on?!\I've forbidden Daichi to launch!\I gave him permission.\Governor, the expansion sequence has activated again!\What was that?\Daichi Manatsu-kun has already won one battle. response:	The Kiltgang that's currently approaching Earth
context: The Earth Engine's energy is charging!\What's going on?!\I've forbidden Daichi to launch!\I gave him permission.\Governor, the expansion sequence has activated again!\What was that?\Daichi Manatsu-kun has already won one battle.\The Kiltgang that's currently approaching Earth response:	is the one that killed your father nine years ago.
context: What's going on?!\I've forbidden Daichi to launch!\I gave him permission.\Governor, the expansion sequence has activated again!\What was that?\Daichi Manatsu-kun has already won one battle.\The Kiltgang that's currently approaching Earth\is the one that killed your father nine years ago. response:	Commander!
context: I've forbidden Daichi to launch!\I gave him permission.\Governor, the expansion sequence has activated again!\What was that?\Daichi Manatsu-kun has already won one battle.\The Kiltgang that's currently approaching Earth\is the one that killed your father nine years ago.\Commander! response:	What are you thinking, launching the Earth Engine?
context: I gave him permission.\Governor, the expansion sequence has activated again!\What was that?\Daichi Manatsu-kun has already won one battle.\The Kiltgang that's currently approaching Earth\is the one that killed your father nine years ago.\Commander!\What are you thinking, launching the Earth Engine? response:	We haven't done any maintenance yet, beyond swapping out armor!
context: Governor, the expansion sequence has activated again!\What was that?\Daichi Manatsu-kun has already won one battle.\The Kiltgang that's currently approaching Earth\is the one that killed your father nine years ago.\Commander!\What are you thinking, launching the Earth Engine?\We haven't done any maintenance yet, beyond swapping out armor! response:	Well, that is a problem.
context: What was that?\Daichi Manatsu-kun has already won one battle.\The Kiltgang that's currently approaching Earth\is the one that killed your father nine years ago.\Commander!\What are you thinking, launching the Earth Engine?\We haven't done any maintenance yet, beyond swapping out armor!\Well, that is a problem. response:	But if the need arises, we have the low-orbit Impacters.
context: Daichi Manatsu-kun has already won one battle.\The Kiltgang that's currently approaching Earth\is the one that killed your father nine years ago.\Commander!\What are you thinking, launching the Earth Engine?\We haven't done any maintenance yet, beyond swapping out armor!\Well, that is a problem.\But if the need arises, we have the low-orbit Impacters. response:	You're overstepping your authority!
context: The Kiltgang that's currently approaching Earth\is the one that killed your father nine years ago.\Commander!\What are you thinking, launching the Earth Engine?\We haven't done any maintenance yet, beyond swapping out armor!\Well, that is a problem.\But if the need arises, we have the low-orbit Impacters.\You're overstepping your authority! response:	Get out of here!
context: is the one that killed your father nine years ago.\Commander!\What are you thinking, launching the Earth Engine?\We haven't done any maintenance yet, beyond swapping out armor!\Well, that is a problem.\But if the need arises, we have the low-orbit Impacters.\You're overstepping your authority!\Get out of here! response:	I am denying Salty Dog access to the control room or any of the secure blocks!
context: Commander!\What are you thinking, launching the Earth Engine?\We haven't done any maintenance yet, beyond swapping out armor!\Well, that is a problem.\But if the need arises, we have the low-orbit Impacters.\You're overstepping your authority!\Get out of here!\I am denying Salty Dog access to the control room or any of the secure blocks! response:	This is the end for Daichi Manatsu.
context: What are you thinking, launching the Earth Engine?\We haven't done any maintenance yet, beyond swapping out armor!\Well, that is a problem.\But if the need arises, we have the low-orbit Impacters.\You're overstepping your authority!\Get out of here!\I am denying Salty Dog access to the control room or any of the secure blocks!\This is the end for Daichi Manatsu. response:	What's wrong?
context: We haven't done any maintenance yet, beyond swapping out armor!\Well, that is a problem.\But if the need arises, we have the low-orbit Impacters.\You're overstepping your authority!\Get out of here!\I am denying Salty Dog access to the control room or any of the secure blocks!\This is the end for Daichi Manatsu.\What's wrong? response:	Come with me!
context: Well, that is a problem.\But if the need arises, we have the low-orbit Impacters.\You're overstepping your authority!\Get out of here!\I am denying Salty Dog access to the control room or any of the secure blocks!\This is the end for Daichi Manatsu.\What's wrong?\Come with me! response:	Commander, Alpha sector's Impacters aren't working!
context: But if the need arises, we have the low-orbit Impacters.\You're overstepping your authority!\Get out of here!\I am denying Salty Dog access to the control room or any of the secure blocks!\This is the end for Daichi Manatsu.\What's wrong?\Come with me!\Commander, Alpha sector's Impacters aren't working! response:	That's really bad...
context: You're overstepping your authority!\Get out of here!\I am denying Salty Dog access to the control room or any of the secure blocks!\This is the end for Daichi Manatsu.\What's wrong?\Come with me!\Commander, Alpha sector's Impacters aren't working!\That's really bad... response:	The relay satellite that sends the commands isn't working.
context: Get out of here!\I am denying Salty Dog access to the control room or any of the secure blocks!\This is the end for Daichi Manatsu.\What's wrong?\Come with me!\Commander, Alpha sector's Impacters aren't working!\That's really bad...\The relay satellite that sends the commands isn't working. response:	I can try bouncing it off another satellite...
context: I am denying Salty Dog access to the control room or any of the secure blocks!\This is the end for Daichi Manatsu.\What's wrong?\Come with me!\Commander, Alpha sector's Impacters aren't working!\That's really bad...\The relay satellite that sends the commands isn't working.\I can try bouncing it off another satellite... response:	Akari!
context: This is the end for Daichi Manatsu.\What's wrong?\Come with me!\Commander, Alpha sector's Impacters aren't working!\That's really bad...\The relay satellite that sends the commands isn't working.\I can try bouncing it off another satellite...\Akari! response:	Leave it to the magical girl!
context: What's wrong?\Come with me!\Commander, Alpha sector's Impacters aren't working!\That's really bad...\The relay satellite that sends the commands isn't working.\I can try bouncing it off another satellite...\Akari!\Leave it to the magical girl! response:	Logical, logical...
context: Come with me!\Commander, Alpha sector's Impacters aren't working!\That's really bad...\The relay satellite that sends the commands isn't working.\I can try bouncing it off another satellite...\Akari!\Leave it to the magical girl!\Logical, logical... response:	German Impacters, you will do as I command!
context: Commander, Alpha sector's Impacters aren't working!\That's really bad...\The relay satellite that sends the commands isn't working.\I can try bouncing it off another satellite...\Akari!\Leave it to the magical girl!\Logical, logical...\German Impacters, you will do as I command! response:	Logical? That isn't magic...
context: That's really bad...\The relay satellite that sends the commands isn't working.\I can try bouncing it off another satellite...\Akari!\Leave it to the magical girl!\Logical, logical...\German Impacters, you will do as I command!\Logical? That isn't magic... response:	Impacter Feige's interception systems are coming on line!
context: The relay satellite that sends the commands isn't working.\I can try bouncing it off another satellite...\Akari!\Leave it to the magical girl!\Logical, logical...\German Impacters, you will do as I command!\Logical? That isn't magic...\Impacter Feige's interception systems are coming on line! response:	Akari's doing this?
context: I can try bouncing it off another satellite...\Akari!\Leave it to the magical girl!\Logical, logical...\German Impacters, you will do as I command!\Logical? That isn't magic...\Impacter Feige's interception systems are coming on line!\Akari's doing this? response:	She's controlling the German Impacters from here?
context: Akari!\Leave it to the magical girl!\Logical, logical...\German Impacters, you will do as I command!\Logical? That isn't magic...\Impacter Feige's interception systems are coming on line!\Akari's doing this?\She's controlling the German Impacters from here? response:	They're a lot more lax than the Thousand system I took over a while back.
context: Leave it to the magical girl!\Logical, logical...\German Impacters, you will do as I command!\Logical? That isn't magic...\Impacter Feige's interception systems are coming on line!\Akari's doing this?\She's controlling the German Impacters from here?\They're a lot more lax than the Thousand system I took over a while back. response:	Wait a second...
context: Logical, logical...\German Impacters, you will do as I command!\Logical? That isn't magic...\Impacter Feige's interception systems are coming on line!\Akari's doing this?\She's controlling the German Impacters from here?\They're a lot more lax than the Thousand system I took over a while back.\Wait a second... response:	You were behind the hacking of the American Air Force last year?
context: German Impacters, you will do as I command!\Logical? That isn't magic...\Impacter Feige's interception systems are coming on line!\Akari's doing this?\She's controlling the German Impacters from here?\They're a lot more lax than the Thousand system I took over a while back.\Wait a second...\You were behind the hacking of the American Air Force last year? response:	Don't worry about small things like that.
