context: Miyagi High School Track and Field Meet response:	The boys 5,000 meter finals will begin shortly.
context: Why won't you leave me alone?\If you want to run, you can run by yourself.\Isn't that what it means to run?\I'm sorry, but you should give up on me.\Kurahara.\Even though you run by yourself, you're not actually alone.\You're always running with someone else.\I don't understand. response:	I see.
context: If you want to run, you can run by yourself.\Isn't that what it means to run?\I'm sorry, but you should give up on me.\Kurahara.\Even though you run by yourself, you're not actually alone.\You're always running with someone else.\I don't understand.\I see. response:	Okay, Nira.
context: Isn't that what it means to run?\I'm sorry, but you should give up on me.\Kurahara.\Even though you run by yourself, you're not actually alone.\You're always running with someone else.\I don't understand.\I see.\Okay, Nira. response:	Ready... go!
context: I'm sorry, but you should give up on me.\Kurahara.\Even though you run by yourself, you're not actually alone.\You're always running with someone else.\I don't understand.\I see.\Okay, Nira.\Ready... go! response:	You're fast, Nira.
context: Kurahara.\Even though you run by yourself, you're not actually alone.\You're always running with someone else.\I don't understand.\I see.\Okay, Nira.\Ready... go!\You're fast, Nira. response:	Someone?
context: Even though you run by yourself, you're not actually alone.\You're always running with someone else.\I don't understand.\I see.\Okay, Nira.\Ready... go!\You're fast, Nira.\Someone? response:	You bought shoes?
context: You're always running with someone else.\I don't understand.\I see.\Okay, Nira.\Ready... go!\You're fast, Nira.\Someone?\You bought shoes? response:	Yeah. Specialized shoes are better, apparently.
context: I don't understand.\I see.\Okay, Nira.\Ready... go!\You're fast, Nira.\Someone?\You bought shoes?\Yeah. Specialized shoes are better, apparently. response:	Your attendance has been perfect.
context: I see.\Okay, Nira.\Ready... go!\You're fast, Nira.\Someone?\You bought shoes?\Yeah. Specialized shoes are better, apparently.\Your attendance has been perfect. response:	So, what?
context: Okay, Nira.\Ready... go!\You're fast, Nira.\Someone?\You bought shoes?\Yeah. Specialized shoes are better, apparently.\Your attendance has been perfect.\So, what? response:	Nothing.
context: Ready... go!\You're fast, Nira.\Someone?\You bought shoes?\Yeah. Specialized shoes are better, apparently.\Your attendance has been perfect.\So, what?\Nothing. response:	Everyone's here.
context: You're fast, Nira.\Someone?\You bought shoes?\Yeah. Specialized shoes are better, apparently.\Your attendance has been perfect.\So, what?\Nothing.\Everyone's here. response:	Hana's waiting for us at the finish line today.
context: Someone?\You bought shoes?\Yeah. Specialized shoes are better, apparently.\Your attendance has been perfect.\So, what?\Nothing.\Everyone's here.\Hana's waiting for us at the finish line today. response:	What?
context: You bought shoes?\Yeah. Specialized shoes are better, apparently.\Your attendance has been perfect.\So, what?\Nothing.\Everyone's here.\Hana's waiting for us at the finish line today.\What? response:	Feeble
context: Yeah. Specialized shoes are better, apparently.\Your attendance has been perfect.\So, what?\Nothing.\Everyone's here.\Hana's waiting for us at the finish line today.\What?\Feeble response:	Hana will be timing us today.
context: Your attendance has been perfect.\So, what?\Nothing.\Everyone's here.\Hana's waiting for us at the finish line today.\What?\Feeble\Hana will be timing us today. response:	Do whatever it takes to finish.
context: So, what?\Nothing.\Everyone's here.\Hana's waiting for us at the finish line today.\What?\Feeble\Hana will be timing us today.\Do whatever it takes to finish. response:	Kurahara, you, too.
context: Nothing.\Everyone's here.\Hana's waiting for us at the finish line today.\What?\Feeble\Hana will be timing us today.\Do whatever it takes to finish.\Kurahara, you, too. response:	If we don't all get there,
context: Everyone's here.\Hana's waiting for us at the finish line today.\What?\Feeble\Hana will be timing us today.\Do whatever it takes to finish.\Kurahara, you, too.\If we don't all get there, response:	Hana will be waiting at the Tamagawa River forever and ever.
context: Hana's waiting for us at the finish line today.\What?\Feeble\Hana will be timing us today.\Do whatever it takes to finish.\Kurahara, you, too.\If we don't all get there,\Hana will be waiting at the Tamagawa River forever and ever. response:	I've told her we're starting at exactly six.
context: What?\Feeble\Hana will be timing us today.\Do whatever it takes to finish.\Kurahara, you, too.\If we don't all get there,\Hana will be waiting at the Tamagawa River forever and ever.\I've told her we're starting at exactly six. response:	30 seconds to go.
context: Feeble\Hana will be timing us today.\Do whatever it takes to finish.\Kurahara, you, too.\If we don't all get there,\Hana will be waiting at the Tamagawa River forever and ever.\I've told her we're starting at exactly six.\30 seconds to go. response:	All right!
context: Hana will be timing us today.\Do whatever it takes to finish.\Kurahara, you, too.\If we don't all get there,\Hana will be waiting at the Tamagawa River forever and ever.\I've told her we're starting at exactly six.\30 seconds to go.\All right! response:	We'll show you what we can do!
context: Do whatever it takes to finish.\Kurahara, you, too.\If we don't all get there,\Hana will be waiting at the Tamagawa River forever and ever.\I've told her we're starting at exactly six.\30 seconds to go.\All right!\We'll show you what we can do! response:	Then you guys should get new shoes.
context: Kurahara, you, too.\If we don't all get there,\Hana will be waiting at the Tamagawa River forever and ever.\I've told her we're starting at exactly six.\30 seconds to go.\All right!\We'll show you what we can do!\Then you guys should get new shoes. response:	Aren't those basketball shoes?
context: If we don't all get there,\Hana will be waiting at the Tamagawa River forever and ever.\I've told her we're starting at exactly six.\30 seconds to go.\All right!\We'll show you what we can do!\Then you guys should get new shoes.\Aren't those basketball shoes? response:	Huh? What do you mean?
context: Hana will be waiting at the Tamagawa River forever and ever.\I've told her we're starting at exactly six.\30 seconds to go.\All right!\We'll show you what we can do!\Then you guys should get new shoes.\Aren't those basketball shoes?\Huh? What do you mean? response:	I'll take you someplace special sometime.
context: I've told her we're starting at exactly six.\30 seconds to go.\All right!\We'll show you what we can do!\Then you guys should get new shoes.\Aren't those basketball shoes?\Huh? What do you mean?\I'll take you someplace special sometime. response:	Why does that sound so indecent?
context: 30 seconds to go.\All right!\We'll show you what we can do!\Then you guys should get new shoes.\Aren't those basketball shoes?\Huh? What do you mean?\I'll take you someplace special sometime.\Why does that sound so indecent? response:	I can't take it!
context: All right!\We'll show you what we can do!\Then you guys should get new shoes.\Aren't those basketball shoes?\Huh? What do you mean?\I'll take you someplace special sometime.\Why does that sound so indecent?\I can't take it! response:	See? He's trying to win them over.
context: We'll show you what we can do!\Then you guys should get new shoes.\Aren't those basketball shoes?\Huh? What do you mean?\I'll take you someplace special sometime.\Why does that sound so indecent?\I can't take it!\See? He's trying to win them over. response:	Calm down. The twins have always been on his side.
context: Then you guys should get new shoes.\Aren't those basketball shoes?\Huh? What do you mean?\I'll take you someplace special sometime.\Why does that sound so indecent?\I can't take it!\See? He's trying to win them over.\Calm down. The twins have always been on his side. response:	Eight, seven, six,
context: Aren't those basketball shoes?\Huh? What do you mean?\I'll take you someplace special sometime.\Why does that sound so indecent?\I can't take it!\See? He's trying to win them over.\Calm down. The twins have always been on his side.\Eight, seven, six, response:	Good grief.
context: Huh? What do you mean?\I'll take you someplace special sometime.\Why does that sound so indecent?\I can't take it!\See? He's trying to win them over.\Calm down. The twins have always been on his side.\Eight, seven, six,\Good grief. response:	five, four, three, two, one.
context: I'll take you someplace special sometime.\Why does that sound so indecent?\I can't take it!\See? He's trying to win them over.\Calm down. The twins have always been on his side.\Eight, seven, six,\Good grief.\five, four, three, two, one. response:	What a waste of time.
context: Why does that sound so indecent?\I can't take it!\See? He's trying to win them over.\Calm down. The twins have always been on his side.\Eight, seven, six,\Good grief.\five, four, three, two, one.\What a waste of time. response:	Go!
context: I can't take it!\See? He's trying to win them over.\Calm down. The twins have always been on his side.\Eight, seven, six,\Good grief.\five, four, three, two, one.\What a waste of time.\Go! response:	How is he so fast?
context: See? He's trying to win them over.\Calm down. The twins have always been on his side.\Eight, seven, six,\Good grief.\five, four, three, two, one.\What a waste of time.\Go!\How is he so fast? response:	It's infuriating!
context: Calm down. The twins have always been on his side.\Eight, seven, six,\Good grief.\five, four, three, two, one.\What a waste of time.\Go!\How is he so fast?\It's infuriating! response:	Don't get thrown off by his pace!
context: Eight, seven, six,\Good grief.\five, four, three, two, one.\What a waste of time.\Go!\How is he so fast?\It's infuriating!\Don't get thrown off by his pace! response:	Same thing goes for races!
context: Good grief.\five, four, three, two, one.\What a waste of time.\Go!\How is he so fast?\It's infuriating!\Don't get thrown off by his pace!\Same thing goes for races! response:	Got it!
context: five, four, three, two, one.\What a waste of time.\Go!\How is he so fast?\It's infuriating!\Don't get thrown off by his pace!\Same thing goes for races!\Got it! response:	Prince, I'm extremely moved right now.
context: What a waste of time.\Go!\How is he so fast?\It's infuriating!\Don't get thrown off by his pace!\Same thing goes for races!\Got it!\Prince, I'm extremely moved right now. response:	By what?
context: Go!\How is he so fast?\It's infuriating!\Don't get thrown off by his pace!\Same thing goes for races!\Got it!\Prince, I'm extremely moved right now.\By what? response:	In just one week, your pace has increased substantially.
context: How is he so fast?\It's infuriating!\Don't get thrown off by his pace!\Same thing goes for races!\Got it!\Prince, I'm extremely moved right now.\By what?\In just one week, your pace has increased substantially. response:	You have that much aptitude.
context: It's infuriating!\Don't get thrown off by his pace!\Same thing goes for races!\Got it!\Prince, I'm extremely moved right now.\By what?\In just one week, your pace has increased substantially.\You have that much aptitude. response:	Do it, and you'll understand.
context: Don't get thrown off by his pace!\Same thing goes for races!\Got it!\Prince, I'm extremely moved right now.\By what?\In just one week, your pace has increased substantially.\You have that much aptitude.\Do it, and you'll understand. response:	Never do it, and you'll never understand.
context: Same thing goes for races!\Got it!\Prince, I'm extremely moved right now.\By what?\In just one week, your pace has increased substantially.\You have that much aptitude.\Do it, and you'll understand.\Never do it, and you'll never understand. response:	That's from The Burning Pen
context: Got it!\Prince, I'm extremely moved right now.\By what?\In just one week, your pace has increased substantially.\You have that much aptitude.\Do it, and you'll understand.\Never do it, and you'll never understand.\That's from The Burning Pen response:	Comics taught you everything that matters, right?
context: Prince, I'm extremely moved right now.\By what?\In just one week, your pace has increased substantially.\You have that much aptitude.\Do it, and you'll understand.\Never do it, and you'll never understand.\That's from The Burning Pen\Comics taught you everything that matters, right? response:	Hey! Over here!
context: By what?\In just one week, your pace has increased substantially.\You have that much aptitude.\Do it, and you'll understand.\Never do it, and you'll never understand.\That's from The Burning Pen\Comics taught you everything that matters, right?\Hey! Over here! response:	Oh, wow! You're so fast!
context: In just one week, your pace has increased substantially.\You have that much aptitude.\Do it, and you'll understand.\Never do it, and you'll never understand.\That's from The Burning Pen\Comics taught you everything that matters, right?\Hey! Over here!\Oh, wow! You're so fast! response:	Ah, to be young.
context: You have that much aptitude.\Do it, and you'll understand.\Never do it, and you'll never understand.\That's from The Burning Pen\Comics taught you everything that matters, right?\Hey! Over here!\Oh, wow! You're so fast!\Ah, to be young. response:	Please stop.
context: Do it, and you'll understand.\Never do it, and you'll never understand.\That's from The Burning Pen\Comics taught you everything that matters, right?\Hey! Over here!\Oh, wow! You're so fast!\Ah, to be young.\Please stop. response:	Goal!
context: Never do it, and you'll never understand.\That's from The Burning Pen\Comics taught you everything that matters, right?\Hey! Over here!\Oh, wow! You're so fast!\Ah, to be young.\Please stop.\Goal! response:	Wow! 14:53.
context: That's from The Burning Pen\Comics taught you everything that matters, right?\Hey! Over here!\Oh, wow! You're so fast!\Ah, to be young.\Please stop.\Goal!\Wow! 14:53. response:	Five kilometers in 14:53?
context: Comics taught you everything that matters, right?\Hey! Over here!\Oh, wow! You're so fast!\Ah, to be young.\Please stop.\Goal!\Wow! 14:53.\Five kilometers in 14:53? response:	That's fast.
context: Hey! Over here!\Oh, wow! You're so fast!\Ah, to be young.\Please stop.\Goal!\Wow! 14:53.\Five kilometers in 14:53?\That's fast. response:	You holding back, Kurahara?
context: Oh, wow! You're so fast!\Ah, to be young.\Please stop.\Goal!\Wow! 14:53.\Five kilometers in 14:53?\That's fast.\You holding back, Kurahara? response:	Five kilometers in 14:53?
context: Ah, to be young.\Please stop.\Goal!\Wow! 14:53.\Five kilometers in 14:53?\That's fast.\You holding back, Kurahara?\Five kilometers in 14:53? response:	That time would've been unthinkable for you in high school.
context: Please stop.\Goal!\Wow! 14:53.\Five kilometers in 14:53?\That's fast.\You holding back, Kurahara?\Five kilometers in 14:53?\That time would've been unthinkable for you in high school. response:	Who are you?
context: Goal!\Wow! 14:53.\Five kilometers in 14:53?\That's fast.\You holding back, Kurahara?\Five kilometers in 14:53?\That time would've been unthinkable for you in high school.\Who are you? response:	I'm Tokyo Sport University first-year Sakaki Kosuke.
context: Wow! 14:53.\Five kilometers in 14:53?\That's fast.\You holding back, Kurahara?\Five kilometers in 14:53?\That time would've been unthinkable for you in high school.\Who are you?\I'm Tokyo Sport University first-year Sakaki Kosuke. response:	Who are you? The manager?
context: Five kilometers in 14:53?\That's fast.\You holding back, Kurahara?\Five kilometers in 14:53?\That time would've been unthinkable for you in high school.\Who are you?\I'm Tokyo Sport University first-year Sakaki Kosuke.\Who are you? The manager? response:	I'm not the manager, but...
context: That's fast.\You holding back, Kurahara?\Five kilometers in 14:53?\That time would've been unthinkable for you in high school.\Who are you?\I'm Tokyo Sport University first-year Sakaki Kosuke.\Who are you? The manager?\I'm not the manager, but... response:	She's timing us. We're busy.
context: You holding back, Kurahara?\Five kilometers in 14:53?\That time would've been unthinkable for you in high school.\Who are you?\I'm Tokyo Sport University first-year Sakaki Kosuke.\Who are you? The manager?\I'm not the manager, but...\She's timing us. We're busy. response:	Timing you?
context: Five kilometers in 14:53?\That time would've been unthinkable for you in high school.\Who are you?\I'm Tokyo Sport University first-year Sakaki Kosuke.\Who are you? The manager?\I'm not the manager, but...\She's timing us. We're busy.\Timing you? response:	But no one's coming.
context: That time would've been unthinkable for you in high school.\Who are you?\I'm Tokyo Sport University first-year Sakaki Kosuke.\Who are you? The manager?\I'm not the manager, but...\She's timing us. We're busy.\Timing you?\But no one's coming. response:	Oh, I get it. So that's how it is.
context: Who are you?\I'm Tokyo Sport University first-year Sakaki Kosuke.\Who are you? The manager?\I'm not the manager, but...\She's timing us. We're busy.\Timing you?\But no one's coming.\Oh, I get it. So that's how it is. response:	Even you lower your level when running with such low-level guys.
context: I'm Tokyo Sport University first-year Sakaki Kosuke.\Who are you? The manager?\I'm not the manager, but...\She's timing us. We're busy.\Timing you?\But no one's coming.\Oh, I get it. So that's how it is.\Even you lower your level when running with such low-level guys. response:	I finally understood after contacting the OBs.
context: Who are you? The manager?\I'm not the manager, but...\She's timing us. We're busy.\Timing you?\But no one's coming.\Oh, I get it. So that's how it is.\Even you lower your level when running with such low-level guys.\I finally understood after contacting the OBs. response:	They said you're attending Kansei University.
context: I'm not the manager, but...\She's timing us. We're busy.\Timing you?\But no one's coming.\Oh, I get it. So that's how it is.\Even you lower your level when running with such low-level guys.\I finally understood after contacting the OBs.\They said you're attending Kansei University. response:	Do they even have a track and field team?
context: She's timing us. We're busy.\Timing you?\But no one's coming.\Oh, I get it. So that's how it is.\Even you lower your level when running with such low-level guys.\I finally understood after contacting the OBs.\They said you're attending Kansei University.\Do they even have a track and field team? response:	Is this some kind of friendly jogging club?
context: Timing you?\But no one's coming.\Oh, I get it. So that's how it is.\Even you lower your level when running with such low-level guys.\I finally understood after contacting the OBs.\They said you're attending Kansei University.\Do they even have a track and field team?\Is this some kind of friendly jogging club? response:	Just go!
context: But no one's coming.\Oh, I get it. So that's how it is.\Even you lower your level when running with such low-level guys.\I finally understood after contacting the OBs.\They said you're attending Kansei University.\Do they even have a track and field team?\Is this some kind of friendly jogging club?\Just go! response:	You going to hit me again?
context: Oh, I get it. So that's how it is.\Even you lower your level when running with such low-level guys.\I finally understood after contacting the OBs.\They said you're attending Kansei University.\Do they even have a track and field team?\Is this some kind of friendly jogging club?\Just go!\You going to hit me again? response:	What?
context: Even you lower your level when running with such low-level guys.\I finally understood after contacting the OBs.\They said you're attending Kansei University.\Do they even have a track and field team?\Is this some kind of friendly jogging club?\Just go!\You going to hit me again?\What? response:	Yeah!
context: I finally understood after contacting the OBs.\They said you're attending Kansei University.\Do they even have a track and field team?\Is this some kind of friendly jogging club?\Just go!\You going to hit me again?\What?\Yeah! response:	You really should get new shoes.
context: They said you're attending Kansei University.\Do they even have a track and field team?\Is this some kind of friendly jogging club?\Just go!\You going to hit me again?\What?\Yeah!\You really should get new shoes. response:	It's way easier, Musa.
context: Do they even have a track and field team?\Is this some kind of friendly jogging club?\Just go!\You going to hit me again?\What?\Yeah!\You really should get new shoes.\It's way easier, Musa. response:	Your time's improving.
context: Is this some kind of friendly jogging club?\Just go!\You going to hit me again?\What?\Yeah!\You really should get new shoes.\It's way easier, Musa.\Your time's improving. response:	So, what?
context: Just go!\You going to hit me again?\What?\Yeah!\You really should get new shoes.\It's way easier, Musa.\Your time's improving.\So, what? response:	That's odd. Maybe it's because there was a headwind today.
context: You going to hit me again?\What?\Yeah!\You really should get new shoes.\It's way easier, Musa.\Your time's improving.\So, what?\That's odd. Maybe it's because there was a headwind today. response:	Then you'd all be running under the same circumstances.
context: What?\Yeah!\You really should get new shoes.\It's way easier, Musa.\Your time's improving.\So, what?\That's odd. Maybe it's because there was a headwind today.\Then you'd all be running under the same circumstances. response:	Right.
context: Yeah!\You really should get new shoes.\It's way easier, Musa.\Your time's improving.\So, what?\That's odd. Maybe it's because there was a headwind today.\Then you'd all be running under the same circumstances.\Right. response:	Who's that guy?
context: You really should get new shoes.\It's way easier, Musa.\Your time's improving.\So, what?\That's odd. Maybe it's because there was a headwind today.\Then you'd all be running under the same circumstances.\Right.\Who's that guy? response:	Look, Prince!
context: It's way easier, Musa.\Your time's improving.\So, what?\That's odd. Maybe it's because there was a headwind today.\Then you'd all be running under the same circumstances.\Right.\Who's that guy?\Look, Prince! response:	Your friends are waiting for you! The heroes of Aotake!
context: Your time's improving.\So, what?\That's odd. Maybe it's because there was a headwind today.\Then you'd all be running under the same circumstances.\Right.\Who's that guy?\Look, Prince!\Your friends are waiting for you! The heroes of Aotake! response:	They're waiting for the warrior named Prince to return!
context: So, what?\That's odd. Maybe it's because there was a headwind today.\Then you'd all be running under the same circumstances.\Right.\Who's that guy?\Look, Prince!\Your friends are waiting for you! The heroes of Aotake!\They're waiting for the warrior named Prince to return! response:	Sounds like something Prince would enjoy.
context: That's odd. Maybe it's because there was a headwind today.\Then you'd all be running under the same circumstances.\Right.\Who's that guy?\Look, Prince!\Your friends are waiting for you! The heroes of Aotake!\They're waiting for the warrior named Prince to return!\Sounds like something Prince would enjoy. response:	Haiji's learning.
context: Then you'd all be running under the same circumstances.\Right.\Who's that guy?\Look, Prince!\Your friends are waiting for you! The heroes of Aotake!\They're waiting for the warrior named Prince to return!\Sounds like something Prince would enjoy.\Haiji's learning. response:	That's right!
context: Right.\Who's that guy?\Look, Prince!\Your friends are waiting for you! The heroes of Aotake!\They're waiting for the warrior named Prince to return!\Sounds like something Prince would enjoy.\Haiji's learning.\That's right! response:	Today, you'll reach an unknown territory you've never reached before!
context: Who's that guy?\Look, Prince!\Your friends are waiting for you! The heroes of Aotake!\They're waiting for the warrior named Prince to return!\Sounds like something Prince would enjoy.\Haiji's learning.\That's right!\Today, you'll reach an unknown territory you've never reached before! response:	You're here!
context: Look, Prince!\Your friends are waiting for you! The heroes of Aotake!\They're waiting for the warrior named Prince to return!\Sounds like something Prince would enjoy.\Haiji's learning.\That's right!\Today, you'll reach an unknown territory you've never reached before!\You're here! response:	3428.
context: Your friends are waiting for you! The heroes of Aotake!\They're waiting for the warrior named Prince to return!\Sounds like something Prince would enjoy.\Haiji's learning.\That's right!\Today, you'll reach an unknown territory you've never reached before!\You're here!\3428. response:	Hear that, Prince? 34 minutes.
context: They're waiting for the warrior named Prince to return!\Sounds like something Prince would enjoy.\Haiji's learning.\That's right!\Today, you'll reach an unknown territory you've never reached before!\You're here!\3428.\Hear that, Prince? 34 minutes. response:	You broke the 35-minute wall. You did it.
context: Sounds like something Prince would enjoy.\Haiji's learning.\That's right!\Today, you'll reach an unknown territory you've never reached before!\You're here!\3428.\Hear that, Prince? 34 minutes.\You broke the 35-minute wall. You did it. response:	What is this? A seniors marathon?
context: Haiji's learning.\That's right!\Today, you'll reach an unknown territory you've never reached before!\You're here!\3428.\Hear that, Prince? 34 minutes.\You broke the 35-minute wall. You did it.\What is this? A seniors marathon? response:	I can walk faster than that.
context: That's right!\Today, you'll reach an unknown territory you've never reached before!\You're here!\3428.\Hear that, Prince? 34 minutes.\You broke the 35-minute wall. You did it.\What is this? A seniors marathon?\I can walk faster than that. response:	What?
context: Today, you'll reach an unknown territory you've never reached before!\You're here!\3428.\Hear that, Prince? 34 minutes.\You broke the 35-minute wall. You did it.\What is this? A seniors marathon?\I can walk faster than that.\What? response:	You know each other? Where are you from?
context: You're here!\3428.\Hear that, Prince? 34 minutes.\You broke the 35-minute wall. You did it.\What is this? A seniors marathon?\I can walk faster than that.\What?\You know each other? Where are you from? response:	Excuse me, Coach. I'm
context: 3428.\Hear that, Prince? 34 minutes.\You broke the 35-minute wall. You did it.\What is this? A seniors marathon?\I can walk faster than that.\What?\You know each other? Where are you from?\Excuse me, Coach. I'm response:	I'm not the coach.
context: Hear that, Prince? 34 minutes.\You broke the 35-minute wall. You did it.\What is this? A seniors marathon?\I can walk faster than that.\What?\You know each other? Where are you from?\Excuse me, Coach. I'm\I'm not the coach. response:	I'm a fourth-year. An athlete.
context: You broke the 35-minute wall. You did it.\What is this? A seniors marathon?\I can walk faster than that.\What?\You know each other? Where are you from?\Excuse me, Coach. I'm\I'm not the coach.\I'm a fourth-year. An athlete. response:	Excuse me. I know Kurahara.
context: What is this? A seniors marathon?\I can walk faster than that.\What?\You know each other? Where are you from?\Excuse me, Coach. I'm\I'm not the coach.\I'm a fourth-year. An athlete.\Excuse me. I know Kurahara. response:	He really helped me out a lot in high school.
context: I can walk faster than that.\What?\You know each other? Where are you from?\Excuse me, Coach. I'm\I'm not the coach.\I'm a fourth-year. An athlete.\Excuse me. I know Kurahara.\He really helped me out a lot in high school. response:	You're on the track and field team?
context: What?\You know each other? Where are you from?\Excuse me, Coach. I'm\I'm not the coach.\I'm a fourth-year. An athlete.\Excuse me. I know Kurahara.\He really helped me out a lot in high school.\You're on the track and field team? response:	Yes, on Tokyo Sports Uni's.
context: You know each other? Where are you from?\Excuse me, Coach. I'm\I'm not the coach.\I'm a fourth-year. An athlete.\Excuse me. I know Kurahara.\He really helped me out a lot in high school.\You're on the track and field team?\Yes, on Tokyo Sports Uni's. response:	Tokyo Sports Uni...
context: Excuse me, Coach. I'm\I'm not the coach.\I'm a fourth-year. An athlete.\Excuse me. I know Kurahara.\He really helped me out a lot in high school.\You're on the track and field team?\Yes, on Tokyo Sports Uni's.\Tokyo Sports Uni... response:	Then we'll see you at the track meet.
context: I'm not the coach.\I'm a fourth-year. An athlete.\Excuse me. I know Kurahara.\He really helped me out a lot in high school.\You're on the track and field team?\Yes, on Tokyo Sports Uni's.\Tokyo Sports Uni...\Then we'll see you at the track meet. response:	Track meet?
context: I'm a fourth-year. An athlete.\Excuse me. I know Kurahara.\He really helped me out a lot in high school.\You're on the track and field team?\Yes, on Tokyo Sports Uni's.\Tokyo Sports Uni...\Then we'll see you at the track meet.\Track meet? response:	The Tokyo Sports Uni track meet is at the end of the month.
context: Excuse me. I know Kurahara.\He really helped me out a lot in high school.\You're on the track and field team?\Yes, on Tokyo Sports Uni's.\Tokyo Sports Uni...\Then we'll see you at the track meet.\Track meet?\The Tokyo Sports Uni track meet is at the end of the month. response:	Yes, but...
context: He really helped me out a lot in high school.\You're on the track and field team?\Yes, on Tokyo Sports Uni's.\Tokyo Sports Uni...\Then we'll see you at the track meet.\Track meet?\The Tokyo Sports Uni track meet is at the end of the month.\Yes, but... response:	Then we'll see you there.
context: You're on the track and field team?\Yes, on Tokyo Sports Uni's.\Tokyo Sports Uni...\Then we'll see you at the track meet.\Track meet?\The Tokyo Sports Uni track meet is at the end of the month.\Yes, but...\Then we'll see you there. response:	Isn't that enough?
context: Yes, on Tokyo Sports Uni's.\Tokyo Sports Uni...\Then we'll see you at the track meet.\Track meet?\The Tokyo Sports Uni track meet is at the end of the month.\Yes, but...\Then we'll see you there.\Isn't that enough? response:	What? You're going to run at the track meet?
context: Tokyo Sports Uni...\Then we'll see you at the track meet.\Track meet?\The Tokyo Sports Uni track meet is at the end of the month.\Yes, but...\Then we'll see you there.\Isn't that enough?\What? You're going to run at the track meet? response:	Of course. We can't qualify without official records.
context: Then we'll see you at the track meet.\Track meet?\The Tokyo Sports Uni track meet is at the end of the month.\Yes, but...\Then we'll see you there.\Isn't that enough?\What? You're going to run at the track meet?\Of course. We can't qualify without official records. response:	Haiji, stop!
context: Track meet?\The Tokyo Sports Uni track meet is at the end of the month.\Yes, but...\Then we'll see you there.\Isn't that enough?\What? You're going to run at the track meet?\Of course. We can't qualify without official records.\Haiji, stop! response:	Qualify?
context: The Tokyo Sports Uni track meet is at the end of the month.\Yes, but...\Then we'll see you there.\Isn't that enough?\What? You're going to run at the track meet?\Of course. We can't qualify without official records.\Haiji, stop!\Qualify? response:	Don't!
context: Yes, but...\Then we'll see you there.\Isn't that enough?\What? You're going to run at the track meet?\Of course. We can't qualify without official records.\Haiji, stop!\Qualify?\Don't! response:	For the Hakone Ekiden.
context: Then we'll see you there.\Isn't that enough?\What? You're going to run at the track meet?\Of course. We can't qualify without official records.\Haiji, stop!\Qualify?\Don't!\For the Hakone Ekiden. response:	What?
context: Isn't that enough?\What? You're going to run at the track meet?\Of course. We can't qualify without official records.\Haiji, stop!\Qualify?\Don't!\For the Hakone Ekiden.\What? response:	To participate in the Hakone Ekiden qualifier, we need official records.
context: What? You're going to run at the track meet?\Of course. We can't qualify without official records.\Haiji, stop!\Qualify?\Don't!\For the Hakone Ekiden.\What?\To participate in the Hakone Ekiden qualifier, we need official records. response:	So we'll run at the meet.
context: Of course. We can't qualify without official records.\Haiji, stop!\Qualify?\Don't!\For the Hakone Ekiden.\What?\To participate in the Hakone Ekiden qualifier, we need official records.\So we'll run at the meet. response:	All of us.
context: Haiji, stop!\Qualify?\Don't!\For the Hakone Ekiden.\What?\To participate in the Hakone Ekiden qualifier, we need official records.\So we'll run at the meet.\All of us. response:	Those ten guys are the Kansei University Hakone Ekiden team.
context: Qualify?\Don't!\For the Hakone Ekiden.\What?\To participate in the Hakone Ekiden qualifier, we need official records.\So we'll run at the meet.\All of us.\Those ten guys are the Kansei University Hakone Ekiden team. response:	Hakone? Is he serious?
context: Don't!\For the Hakone Ekiden.\What?\To participate in the Hakone Ekiden qualifier, we need official records.\So we'll run at the meet.\All of us.\Those ten guys are the Kansei University Hakone Ekiden team.\Hakone? Is he serious? response:	Are you making light of track and field? Huh?
context: For the Hakone Ekiden.\What?\To participate in the Hakone Ekiden qualifier, we need official records.\So we'll run at the meet.\All of us.\Those ten guys are the Kansei University Hakone Ekiden team.\Hakone? Is he serious?\Are you making light of track and field? Huh? response:	No.
context: What?\To participate in the Hakone Ekiden qualifier, we need official records.\So we'll run at the meet.\All of us.\Those ten guys are the Kansei University Hakone Ekiden team.\Hakone? Is he serious?\Are you making light of track and field? Huh?\No. response:	I'm asking you, Kurahara!
context: To participate in the Hakone Ekiden qualifier, we need official records.\So we'll run at the meet.\All of us.\Those ten guys are the Kansei University Hakone Ekiden team.\Hakone? Is he serious?\Are you making light of track and field? Huh?\No.\I'm asking you, Kurahara! response:	What is that?
context: So we'll run at the meet.\All of us.\Those ten guys are the Kansei University Hakone Ekiden team.\Hakone? Is he serious?\Are you making light of track and field? Huh?\No.\I'm asking you, Kurahara!\What is that? response:	Don't worry.
context: All of us.\Those ten guys are the Kansei University Hakone Ekiden team.\Hakone? Is he serious?\Are you making light of track and field? Huh?\No.\I'm asking you, Kurahara!\What is that?\Don't worry. response:	If anything happens...
context: Those ten guys are the Kansei University Hakone Ekiden team.\Hakone? Is he serious?\Are you making light of track and field? Huh?\No.\I'm asking you, Kurahara!\What is that?\Don't worry.\If anything happens... response:	Whoa...
context: Hakone? Is he serious?\Are you making light of track and field? Huh?\No.\I'm asking you, Kurahara!\What is that?\Don't worry.\If anything happens...\Whoa... response:	Say something.
