context: You're Senator Beriam's wife, right? response:	The order has been switched around.
context: of the finished product out from the site of the fire.\Although, they appear to have been taken.\Oh, no...\I know the faces of those who took them.\With luck, we will be able to get them back.\Ennis...\Yes?\There's a man who seems to be seeking you, as well. response:	I will tell you about him now.
context: Although, they appear to have been taken.\Oh, no...\I know the faces of those who took them.\With luck, we will be able to get them back.\Ennis...\Yes?\There's a man who seems to be seeking you, as well.\I will tell you about him now. response:	Ennis...
context: Oh, no...\I know the faces of those who took them.\With luck, we will be able to get them back.\Ennis...\Yes?\There's a man who seems to be seeking you, as well.\I will tell you about him now.\Ennis... response:	Yes?
context: I know the faces of those who took them.\With luck, we will be able to get them back.\Ennis...\Yes?\There's a man who seems to be seeking you, as well.\I will tell you about him now.\Ennis...\Yes? response:	Find that group of four first.
context: With luck, we will be able to get them back.\Ennis...\Yes?\There's a man who seems to be seeking you, as well.\I will tell you about him now.\Ennis...\Yes?\Find that group of four first. response:	Yes, sir.
context: Ennis...\Yes?\There's a man who seems to be seeking you, as well.\I will tell you about him now.\Ennis...\Yes?\Find that group of four first.\Yes, sir. response:	Yes... Yes... Well, we're doing everything we can...
context: Yes?\There's a man who seems to be seeking you, as well.\I will tell you about him now.\Ennis...\Yes?\Find that group of four first.\Yes, sir.\Yes... Yes... Well, we're doing everything we can... response:	Yes... I'm terribly sorry.
context: There's a man who seems to be seeking you, as well.\I will tell you about him now.\Ennis...\Yes?\Find that group of four first.\Yes, sir.\Yes... Yes... Well, we're doing everything we can...\Yes... I'm terribly sorry. response:	I thought I told you to find him as soon as possible.
context: I will tell you about him now.\Ennis...\Yes?\Find that group of four first.\Yes, sir.\Yes... Yes... Well, we're doing everything we can...\Yes... I'm terribly sorry.\I thought I told you to find him as soon as possible. response:	If you don't find Dallas Genoard,
context: Ennis...\Yes?\Find that group of four first.\Yes, sir.\Yes... Yes... Well, we're doing everything we can...\Yes... I'm terribly sorry.\I thought I told you to find him as soon as possible.\If you don't find Dallas Genoard, response:	it's going to be your neck in the noose.
context: Yes?\Find that group of four first.\Yes, sir.\Yes... Yes... Well, we're doing everything we can...\Yes... I'm terribly sorry.\I thought I told you to find him as soon as possible.\If you don't find Dallas Genoard,\it's going to be your neck in the noose. response:	No matter what- no matter what, I'll find him, you'll see!
context: Find that group of four first.\Yes, sir.\Yes... Yes... Well, we're doing everything we can...\Yes... I'm terribly sorry.\I thought I told you to find him as soon as possible.\If you don't find Dallas Genoard,\it's going to be your neck in the noose.\No matter what- no matter what, I'll find him, you'll see! response:	I pray those are not just empty words.
context: Yes, sir.\Yes... Yes... Well, we're doing everything we can...\Yes... I'm terribly sorry.\I thought I told you to find him as soon as possible.\If you don't find Dallas Genoard,\it's going to be your neck in the noose.\No matter what- no matter what, I'll find him, you'll see!\I pray those are not just empty words. response:	You dumbasses!
context: Yes... Yes... Well, we're doing everything we can...\Yes... I'm terribly sorry.\I thought I told you to find him as soon as possible.\If you don't find Dallas Genoard,\it's going to be your neck in the noose.\No matter what- no matter what, I'll find him, you'll see!\I pray those are not just empty words.\You dumbasses! response:	I'm losing face because you guys are so undependable!
context: Yes... I'm terribly sorry.\I thought I told you to find him as soon as possible.\If you don't find Dallas Genoard,\it's going to be your neck in the noose.\No matter what- no matter what, I'll find him, you'll see!\I pray those are not just empty words.\You dumbasses!\I'm losing face because you guys are so undependable! response:	What about that newspaper outfit?!
context: I thought I told you to find him as soon as possible.\If you don't find Dallas Genoard,\it's going to be your neck in the noose.\No matter what- no matter what, I'll find him, you'll see!\I pray those are not just empty words.\You dumbasses!\I'm losing face because you guys are so undependable!\What about that newspaper outfit?! response:	They only have vague information on Dallas Genoard.
context: If you don't find Dallas Genoard,\it's going to be your neck in the noose.\No matter what- no matter what, I'll find him, you'll see!\I pray those are not just empty words.\You dumbasses!\I'm losing face because you guys are so undependable!\What about that newspaper outfit?!\They only have vague information on Dallas Genoard. response:	Vague, you say?
context: it's going to be your neck in the noose.\No matter what- no matter what, I'll find him, you'll see!\I pray those are not just empty words.\You dumbasses!\I'm losing face because you guys are so undependable!\What about that newspaper outfit?!\They only have vague information on Dallas Genoard.\Vague, you say? response:	That's all the information we could get them to sell us.
context: No matter what- no matter what, I'll find him, you'll see!\I pray those are not just empty words.\You dumbasses!\I'm losing face because you guys are so undependable!\What about that newspaper outfit?!\They only have vague information on Dallas Genoard.\Vague, you say?\That's all the information we could get them to sell us. response:	I'm going over there.
context: I pray those are not just empty words.\You dumbasses!\I'm losing face because you guys are so undependable!\What about that newspaper outfit?!\They only have vague information on Dallas Genoard.\Vague, you say?\That's all the information we could get them to sell us.\I'm going over there. response:	A lousy newspaper house looks down on us, all thanks to you guys.
context: You dumbasses!\I'm losing face because you guys are so undependable!\What about that newspaper outfit?!\They only have vague information on Dallas Genoard.\Vague, you say?\That's all the information we could get them to sell us.\I'm going over there.\A lousy newspaper house looks down on us, all thanks to you guys. response:	That damned newspaper outfit...
context: I'm losing face because you guys are so undependable!\What about that newspaper outfit?!\They only have vague information on Dallas Genoard.\Vague, you say?\That's all the information we could get them to sell us.\I'm going over there.\A lousy newspaper house looks down on us, all thanks to you guys.\That damned newspaper outfit... response:	They're definitely hiding something.
context: What about that newspaper outfit?!\They only have vague information on Dallas Genoard.\Vague, you say?\That's all the information we could get them to sell us.\I'm going over there.\A lousy newspaper house looks down on us, all thanks to you guys.\That damned newspaper outfit...\They're definitely hiding something. response:	He's an incompetent man, perfectly expendable.
context: They only have vague information on Dallas Genoard.\Vague, you say?\That's all the information we could get them to sell us.\I'm going over there.\A lousy newspaper house looks down on us, all thanks to you guys.\That damned newspaper outfit...\They're definitely hiding something.\He's an incompetent man, perfectly expendable. response:	Remember, this has to be done quietly.
context: Vague, you say?\That's all the information we could get them to sell us.\I'm going over there.\A lousy newspaper house looks down on us, all thanks to you guys.\That damned newspaper outfit...\They're definitely hiding something.\He's an incompetent man, perfectly expendable.\Remember, this has to be done quietly. response:	But how is it that a common juvenile delinquent has an immortal body?
context: That's all the information we could get them to sell us.\I'm going over there.\A lousy newspaper house looks down on us, all thanks to you guys.\That damned newspaper outfit...\They're definitely hiding something.\He's an incompetent man, perfectly expendable.\Remember, this has to be done quietly.\But how is it that a common juvenile delinquent has an immortal body? response:	He was supposedly given some of the unfinished product.
context: I'm going over there.\A lousy newspaper house looks down on us, all thanks to you guys.\That damned newspaper outfit...\They're definitely hiding something.\He's an incompetent man, perfectly expendable.\Remember, this has to be done quietly.\But how is it that a common juvenile delinquent has an immortal body?\He was supposedly given some of the unfinished product. response:	He doesn't suffer the influence of any physical harm, but as for aging...
context: A lousy newspaper house looks down on us, all thanks to you guys.\That damned newspaper outfit...\They're definitely hiding something.\He's an incompetent man, perfectly expendable.\Remember, this has to be done quietly.\But how is it that a common juvenile delinquent has an immortal body?\He was supposedly given some of the unfinished product.\He doesn't suffer the influence of any physical harm, but as for aging... response:	It still has hold.
context: That damned newspaper outfit...\They're definitely hiding something.\He's an incompetent man, perfectly expendable.\Remember, this has to be done quietly.\But how is it that a common juvenile delinquent has an immortal body?\He was supposedly given some of the unfinished product.\He doesn't suffer the influence of any physical harm, but as for aging...\It still has hold. response:	In other words, no perpetual youth.
context: They're definitely hiding something.\He's an incompetent man, perfectly expendable.\Remember, this has to be done quietly.\But how is it that a common juvenile delinquent has an immortal body?\He was supposedly given some of the unfinished product.\He doesn't suffer the influence of any physical harm, but as for aging...\It still has hold.\In other words, no perpetual youth. response:	What we are pursuing is complicated, inscrutable, and dubious.
context: He's an incompetent man, perfectly expendable.\Remember, this has to be done quietly.\But how is it that a common juvenile delinquent has an immortal body?\He was supposedly given some of the unfinished product.\He doesn't suffer the influence of any physical harm, but as for aging...\It still has hold.\In other words, no perpetual youth.\What we are pursuing is complicated, inscrutable, and dubious. response:	But if I can get my hands on it,
context: Remember, this has to be done quietly.\But how is it that a common juvenile delinquent has an immortal body?\He was supposedly given some of the unfinished product.\He doesn't suffer the influence of any physical harm, but as for aging...\It still has hold.\In other words, no perpetual youth.\What we are pursuing is complicated, inscrutable, and dubious.\But if I can get my hands on it, response:	I am promised unprecedented happiness.
context: But how is it that a common juvenile delinquent has an immortal body?\He was supposedly given some of the unfinished product.\He doesn't suffer the influence of any physical harm, but as for aging...\It still has hold.\In other words, no perpetual youth.\What we are pursuing is complicated, inscrutable, and dubious.\But if I can get my hands on it,\I am promised unprecedented happiness. response:	For that...
context: He was supposedly given some of the unfinished product.\He doesn't suffer the influence of any physical harm, but as for aging...\It still has hold.\In other words, no perpetual youth.\What we are pursuing is complicated, inscrutable, and dubious.\But if I can get my hands on it,\I am promised unprecedented happiness.\For that... response:	Huey Laforet is in prison.
context: He doesn't suffer the influence of any physical harm, but as for aging...\It still has hold.\In other words, no perpetual youth.\What we are pursuing is complicated, inscrutable, and dubious.\But if I can get my hands on it,\I am promised unprecedented happiness.\For that...\Huey Laforet is in prison. response:	I can get the jump on him if I move now.
context: It still has hold.\In other words, no perpetual youth.\What we are pursuing is complicated, inscrutable, and dubious.\But if I can get my hands on it,\I am promised unprecedented happiness.\For that...\Huey Laforet is in prison.\I can get the jump on him if I move now. response:	Firo Prochainezo, can you answer the questions
context: In other words, no perpetual youth.\What we are pursuing is complicated, inscrutable, and dubious.\But if I can get my hands on it,\I am promised unprecedented happiness.\For that...\Huey Laforet is in prison.\I can get the jump on him if I move now.\Firo Prochainezo, can you answer the questions response:	I am about to pose to you honestly and truthfully?
context: What we are pursuing is complicated, inscrutable, and dubious.\But if I can get my hands on it,\I am promised unprecedented happiness.\For that...\Huey Laforet is in prison.\I can get the jump on him if I move now.\Firo Prochainezo, can you answer the questions\I am about to pose to you honestly and truthfully? response:	Yes.
context: But if I can get my hands on it,\I am promised unprecedented happiness.\For that...\Huey Laforet is in prison.\I can get the jump on him if I move now.\Firo Prochainezo, can you answer the questions\I am about to pose to you honestly and truthfully?\Yes. response:	Do you wish to become a Camorrista?
context: I am promised unprecedented happiness.\For that...\Huey Laforet is in prison.\I can get the jump on him if I move now.\Firo Prochainezo, can you answer the questions\I am about to pose to you honestly and truthfully?\Yes.\Do you wish to become a Camorrista? response:	Yes.
context: For that...\Huey Laforet is in prison.\I can get the jump on him if I move now.\Firo Prochainezo, can you answer the questions\I am about to pose to you honestly and truthfully?\Yes.\Do you wish to become a Camorrista?\Yes. response:	The Camorra is an organization that was born in the prisons
context: Huey Laforet is in prison.\I can get the jump on him if I move now.\Firo Prochainezo, can you answer the questions\I am about to pose to you honestly and truthfully?\Yes.\Do you wish to become a Camorrista?\Yes.\The Camorra is an organization that was born in the prisons response:	of our faraway mother country of Italy.
context: I can get the jump on him if I move now.\Firo Prochainezo, can you answer the questions\I am about to pose to you honestly and truthfully?\Yes.\Do you wish to become a Camorrista?\Yes.\The Camorra is an organization that was born in the prisons\of our faraway mother country of Italy. response:	If you choose to step forward, there will be times
context: Firo Prochainezo, can you answer the questions\I am about to pose to you honestly and truthfully?\Yes.\Do you wish to become a Camorrista?\Yes.\The Camorra is an organization that was born in the prisons\of our faraway mother country of Italy.\If you choose to step forward, there will be times response:	when you will have your freedom taken from you by imprisonment.
context: I am about to pose to you honestly and truthfully?\Yes.\Do you wish to become a Camorrista?\Yes.\The Camorra is an organization that was born in the prisons\of our faraway mother country of Italy.\If you choose to step forward, there will be times\when you will have your freedom taken from you by imprisonment. response:	You could even lose your life at the end of what might be termed messy fighting.
context: Yes.\Do you wish to become a Camorrista?\Yes.\The Camorra is an organization that was born in the prisons\of our faraway mother country of Italy.\If you choose to step forward, there will be times\when you will have your freedom taken from you by imprisonment.\You could even lose your life at the end of what might be termed messy fighting. response:	Do you understand that?
context: Do you wish to become a Camorrista?\Yes.\The Camorra is an organization that was born in the prisons\of our faraway mother country of Italy.\If you choose to step forward, there will be times\when you will have your freedom taken from you by imprisonment.\You could even lose your life at the end of what might be termed messy fighting.\Do you understand that? response:	Yes.
context: Yes.\The Camorra is an organization that was born in the prisons\of our faraway mother country of Italy.\If you choose to step forward, there will be times\when you will have your freedom taken from you by imprisonment.\You could even lose your life at the end of what might be termed messy fighting.\Do you understand that?\Yes. response:	Your right foot will be in a prison,
context: The Camorra is an organization that was born in the prisons\of our faraway mother country of Italy.\If you choose to step forward, there will be times\when you will have your freedom taken from you by imprisonment.\You could even lose your life at the end of what might be termed messy fighting.\Do you understand that?\Yes.\Your right foot will be in a prison, response:	and your left foot will be in a coffin.
context: of our faraway mother country of Italy.\If you choose to step forward, there will be times\when you will have your freedom taken from you by imprisonment.\You could even lose your life at the end of what might be termed messy fighting.\Do you understand that?\Yes.\Your right foot will be in a prison,\and your left foot will be in a coffin. response:	Even so, do you wish to keep your eye on your own path,
context: If you choose to step forward, there will be times\when you will have your freedom taken from you by imprisonment.\You could even lose your life at the end of what might be termed messy fighting.\Do you understand that?\Yes.\Your right foot will be in a prison,\and your left foot will be in a coffin.\Even so, do you wish to keep your eye on your own path, response:	while at times taking hold of honor in your right hand?
context: when you will have your freedom taken from you by imprisonment.\You could even lose your life at the end of what might be termed messy fighting.\Do you understand that?\Yes.\Your right foot will be in a prison,\and your left foot will be in a coffin.\Even so, do you wish to keep your eye on your own path,\while at times taking hold of honor in your right hand? response:	Yes.
context: You could even lose your life at the end of what might be termed messy fighting.\Do you understand that?\Yes.\Your right foot will be in a prison,\and your left foot will be in a coffin.\Even so, do you wish to keep your eye on your own path,\while at times taking hold of honor in your right hand?\Yes. response:	If it is required by us,
context: Do you understand that?\Yes.\Your right foot will be in a prison,\and your left foot will be in a coffin.\Even so, do you wish to keep your eye on your own path,\while at times taking hold of honor in your right hand?\Yes.\If it is required by us, response:	are you able to take your own life with your left hand?
context: Yes.\Your right foot will be in a prison,\and your left foot will be in a coffin.\Even so, do you wish to keep your eye on your own path,\while at times taking hold of honor in your right hand?\Yes.\If it is required by us,\are you able to take your own life with your left hand? response:	Yes.
context: Your right foot will be in a prison,\and your left foot will be in a coffin.\Even so, do you wish to keep your eye on your own path,\while at times taking hold of honor in your right hand?\Yes.\If it is required by us,\are you able to take your own life with your left hand?\Yes. response:	When your father kills one of us,
context: and your left foot will be in a coffin.\Even so, do you wish to keep your eye on your own path,\while at times taking hold of honor in your right hand?\Yes.\If it is required by us,\are you able to take your own life with your left hand?\Yes.\When your father kills one of us, response:	will you be able to kill your father, and exact vengeance for us?
context: Even so, do you wish to keep your eye on your own path,\while at times taking hold of honor in your right hand?\Yes.\If it is required by us,\are you able to take your own life with your left hand?\Yes.\When your father kills one of us,\will you be able to kill your father, and exact vengeance for us? response:	Yes.
context: while at times taking hold of honor in your right hand?\Yes.\If it is required by us,\are you able to take your own life with your left hand?\Yes.\When your father kills one of us,\will you be able to kill your father, and exact vengeance for us?\Yes. response:	Firo...
context: Yes.\If it is required by us,\are you able to take your own life with your left hand?\Yes.\When your father kills one of us,\will you be able to kill your father, and exact vengeance for us?\Yes.\Firo... response:	You can still turn back.
context: If it is required by us,\are you able to take your own life with your left hand?\Yes.\When your father kills one of us,\will you be able to kill your father, and exact vengeance for us?\Yes.\Firo...\You can still turn back. response:	You, who have lived a life of being used, will turn to the side that uses others.
context: are you able to take your own life with your left hand?\Yes.\When your father kills one of us,\will you be able to kill your father, and exact vengeance for us?\Yes.\Firo...\You can still turn back.\You, who have lived a life of being used, will turn to the side that uses others. response:	You will be no more than a small part of this secret society,
context: Yes.\When your father kills one of us,\will you be able to kill your father, and exact vengeance for us?\Yes.\Firo...\You can still turn back.\You, who have lived a life of being used, will turn to the side that uses others.\You will be no more than a small part of this secret society, response:	but you will still begin to work the gears.
context: When your father kills one of us,\will you be able to kill your father, and exact vengeance for us?\Yes.\Firo...\You can still turn back.\You, who have lived a life of being used, will turn to the side that uses others.\You will be no more than a small part of this secret society,\but you will still begin to work the gears. response:	Once you do, you cannot go back.
context: will you be able to kill your father, and exact vengeance for us?\Yes.\Firo...\You can still turn back.\You, who have lived a life of being used, will turn to the side that uses others.\You will be no more than a small part of this secret society,\but you will still begin to work the gears.\Once you do, you cannot go back. response:	To be honest, knowing you,
context: Yes.\Firo...\You can still turn back.\You, who have lived a life of being used, will turn to the side that uses others.\You will be no more than a small part of this secret society,\but you will still begin to work the gears.\Once you do, you cannot go back.\To be honest, knowing you, response:	I think that you could do plenty well for yourself in legitimate ways.
context: Firo...\You can still turn back.\You, who have lived a life of being used, will turn to the side that uses others.\You will be no more than a small part of this secret society,\but you will still begin to work the gears.\Once you do, you cannot go back.\To be honest, knowing you,\I think that you could do plenty well for yourself in legitimate ways. response:	You have the means to do so.
context: You can still turn back.\You, who have lived a life of being used, will turn to the side that uses others.\You will be no more than a small part of this secret society,\but you will still begin to work the gears.\Once you do, you cannot go back.\To be honest, knowing you,\I think that you could do plenty well for yourself in legitimate ways.\You have the means to do so. response:	Firo Prochainezo, do you still want to set foot onto this path?
context: You, who have lived a life of being used, will turn to the side that uses others.\You will be no more than a small part of this secret society,\but you will still begin to work the gears.\Once you do, you cannot go back.\To be honest, knowing you,\I think that you could do plenty well for yourself in legitimate ways.\You have the means to do so.\Firo Prochainezo, do you still want to set foot onto this path? response:	Yes, I have made my resolve.
context: You will be no more than a small part of this secret society,\but you will still begin to work the gears.\Once you do, you cannot go back.\To be honest, knowing you,\I think that you could do plenty well for yourself in legitimate ways.\You have the means to do so.\Firo Prochainezo, do you still want to set foot onto this path?\Yes, I have made my resolve. response:	I see. Then, show us your resolve.
context: but you will still begin to work the gears.\Once you do, you cannot go back.\To be honest, knowing you,\I think that you could do plenty well for yourself in legitimate ways.\You have the means to do so.\Firo Prochainezo, do you still want to set foot onto this path?\Yes, I have made my resolve.\I see. Then, show us your resolve. response:	All right, we're going to go look for Jacuzzi!
context: Once you do, you cannot go back.\To be honest, knowing you,\I think that you could do plenty well for yourself in legitimate ways.\You have the means to do so.\Firo Prochainezo, do you still want to set foot onto this path?\Yes, I have made my resolve.\I see. Then, show us your resolve.\All right, we're going to go look for Jacuzzi! response:	We're off!
context: To be honest, knowing you,\I think that you could do plenty well for yourself in legitimate ways.\You have the means to do so.\Firo Prochainezo, do you still want to set foot onto this path?\Yes, I have made my resolve.\I see. Then, show us your resolve.\All right, we're going to go look for Jacuzzi!\We're off! response:	We'll find Nice, too!
context: I think that you could do plenty well for yourself in legitimate ways.\You have the means to do so.\Firo Prochainezo, do you still want to set foot onto this path?\Yes, I have made my resolve.\I see. Then, show us your resolve.\All right, we're going to go look for Jacuzzi!\We're off!\We'll find Nice, too! response:	It's a rescue!
context: You have the means to do so.\Firo Prochainezo, do you still want to set foot onto this path?\Yes, I have made my resolve.\I see. Then, show us your resolve.\All right, we're going to go look for Jacuzzi!\We're off!\We'll find Nice, too!\It's a rescue! response:	I'm not at all sure what was going on, what with the black suits,
context: Firo Prochainezo, do you still want to set foot onto this path?\Yes, I have made my resolve.\I see. Then, show us your resolve.\All right, we're going to go look for Jacuzzi!\We're off!\We'll find Nice, too!\It's a rescue!\I'm not at all sure what was going on, what with the black suits, response:	and the white suits, and that strange fellow holding a knife,
context: Yes, I have made my resolve.\I see. Then, show us your resolve.\All right, we're going to go look for Jacuzzi!\We're off!\We'll find Nice, too!\It's a rescue!\I'm not at all sure what was going on, what with the black suits,\and the white suits, and that strange fellow holding a knife, response:	but I'm going to threaten them with my guns, and then we'll use that chance to escape!
context: I see. Then, show us your resolve.\All right, we're going to go look for Jacuzzi!\We're off!\We'll find Nice, too!\It's a rescue!\I'm not at all sure what was going on, what with the black suits,\and the white suits, and that strange fellow holding a knife,\but I'm going to threaten them with my guns, and then we'll use that chance to escape! response:	Incredible!
context: All right, we're going to go look for Jacuzzi!\We're off!\We'll find Nice, too!\It's a rescue!\I'm not at all sure what was going on, what with the black suits,\and the white suits, and that strange fellow holding a knife,\but I'm going to threaten them with my guns, and then we'll use that chance to escape!\Incredible! response:	Listen to me, Mary.
context: We're off!\We'll find Nice, too!\It's a rescue!\I'm not at all sure what was going on, what with the black suits,\and the white suits, and that strange fellow holding a knife,\but I'm going to threaten them with my guns, and then we'll use that chance to escape!\Incredible!\Listen to me, Mary. response:	You and Czes- kun go hide someplace safe.
context: We'll find Nice, too!\It's a rescue!\I'm not at all sure what was going on, what with the black suits,\and the white suits, and that strange fellow holding a knife,\but I'm going to threaten them with my guns, and then we'll use that chance to escape!\Incredible!\Listen to me, Mary.\You and Czes- kun go hide someplace safe. response:	It's all right. I'm sure that by tomorrow,
context: It's a rescue!\I'm not at all sure what was going on, what with the black suits,\and the white suits, and that strange fellow holding a knife,\but I'm going to threaten them with my guns, and then we'll use that chance to escape!\Incredible!\Listen to me, Mary.\You and Czes- kun go hide someplace safe.\It's all right. I'm sure that by tomorrow, response:	your father will be coming to rescue us.
context: I'm not at all sure what was going on, what with the black suits,\and the white suits, and that strange fellow holding a knife,\but I'm going to threaten them with my guns, and then we'll use that chance to escape!\Incredible!\Listen to me, Mary.\You and Czes- kun go hide someplace safe.\It's all right. I'm sure that by tomorrow,\your father will be coming to rescue us. response:	Czes- kun, you take care of Mary, okay?
context: and the white suits, and that strange fellow holding a knife,\but I'm going to threaten them with my guns, and then we'll use that chance to escape!\Incredible!\Listen to me, Mary.\You and Czes- kun go hide someplace safe.\It's all right. I'm sure that by tomorrow,\your father will be coming to rescue us.\Czes- kun, you take care of Mary, okay? response:	Mm-hmm. Let's go.
context: but I'm going to threaten them with my guns, and then we'll use that chance to escape!\Incredible!\Listen to me, Mary.\You and Czes- kun go hide someplace safe.\It's all right. I'm sure that by tomorrow,\your father will be coming to rescue us.\Czes- kun, you take care of Mary, okay?\Mm-hmm. Let's go. response:	Good evening. You are Senator Beriam's wife, correct?
context: Incredible!\Listen to me, Mary.\You and Czes- kun go hide someplace safe.\It's all right. I'm sure that by tomorrow,\your father will be coming to rescue us.\Czes- kun, you take care of Mary, okay?\Mm-hmm. Let's go.\Good evening. You are Senator Beriam's wife, correct? response:	My name is Guth.
context: Listen to me, Mary.\You and Czes- kun go hide someplace safe.\It's all right. I'm sure that by tomorrow,\your father will be coming to rescue us.\Czes- kun, you take care of Mary, okay?\Mm-hmm. Let's go.\Good evening. You are Senator Beriam's wife, correct?\My name is Guth. response:	There is a very special matter that we would like your husband to help us with.
context: You and Czes- kun go hide someplace safe.\It's all right. I'm sure that by tomorrow,\your father will be coming to rescue us.\Czes- kun, you take care of Mary, okay?\Mm-hmm. Let's go.\Good evening. You are Senator Beriam's wife, correct?\My name is Guth.\There is a very special matter that we would like your husband to help us with. response:	Would you please come with us?
context: It's all right. I'm sure that by tomorrow,\your father will be coming to rescue us.\Czes- kun, you take care of Mary, okay?\Mm-hmm. Let's go.\Good evening. You are Senator Beriam's wife, correct?\My name is Guth.\There is a very special matter that we would like your husband to help us with.\Would you please come with us? response:	Please promise me that you will not harm the other passengers.
context: your father will be coming to rescue us.\Czes- kun, you take care of Mary, okay?\Mm-hmm. Let's go.\Good evening. You are Senator Beriam's wife, correct?\My name is Guth.\There is a very special matter that we would like your husband to help us with.\Would you please come with us?\Please promise me that you will not harm the other passengers. response:	That will all depend on the response we get from your husband and the government.
context: Czes- kun, you take care of Mary, okay?\Mm-hmm. Let's go.\Good evening. You are Senator Beriam's wife, correct?\My name is Guth.\There is a very special matter that we would like your husband to help us with.\Would you please come with us?\Please promise me that you will not harm the other passengers.\That will all depend on the response we get from your husband and the government. response:	There's something I want to ask you.
context: Mm-hmm. Let's go.\Good evening. You are Senator Beriam's wife, correct?\My name is Guth.\There is a very special matter that we would like your husband to help us with.\Would you please come with us?\Please promise me that you will not harm the other passengers.\That will all depend on the response we get from your husband and the government.\There's something I want to ask you. response:	Well, well, it's Gustavo- sama, from the Runorata Family.
context: Good evening. You are Senator Beriam's wife, correct?\My name is Guth.\There is a very special matter that we would like your husband to help us with.\Would you please come with us?\Please promise me that you will not harm the other passengers.\That will all depend on the response we get from your husband and the government.\There's something I want to ask you.\Well, well, it's Gustavo- sama, from the Runorata Family. response:	It is a great honor for one of the capos to come in, personally.
context: My name is Guth.\There is a very special matter that we would like your husband to help us with.\Would you please come with us?\Please promise me that you will not harm the other passengers.\That will all depend on the response we get from your husband and the government.\There's something I want to ask you.\Well, well, it's Gustavo- sama, from the Runorata Family.\It is a great honor for one of the capos to come in, personally. response:	You know who I am?
context: There is a very special matter that we would like your husband to help us with.\Would you please come with us?\Please promise me that you will not harm the other passengers.\That will all depend on the response we get from your husband and the government.\There's something I want to ask you.\Well, well, it's Gustavo- sama, from the Runorata Family.\It is a great honor for one of the capos to come in, personally.\You know who I am? response:	Yes, there isn't anything that we do not know.
context: Would you please come with us?\Please promise me that you will not harm the other passengers.\That will all depend on the response we get from your husband and the government.\There's something I want to ask you.\Well, well, it's Gustavo- sama, from the Runorata Family.\It is a great honor for one of the capos to come in, personally.\You know who I am?\Yes, there isn't anything that we do not know. response:	Then this will be quick.
context: Please promise me that you will not harm the other passengers.\That will all depend on the response we get from your husband and the government.\There's something I want to ask you.\Well, well, it's Gustavo- sama, from the Runorata Family.\It is a great honor for one of the capos to come in, personally.\You know who I am?\Yes, there isn't anything that we do not know.\Then this will be quick. response:	I understand that you took a contemptible attitude toward some of my young men.
context: That will all depend on the response we get from your husband and the government.\There's something I want to ask you.\Well, well, it's Gustavo- sama, from the Runorata Family.\It is a great honor for one of the capos to come in, personally.\You know who I am?\Yes, there isn't anything that we do not know.\Then this will be quick.\I understand that you took a contemptible attitude toward some of my young men. response:	A contemptible attitude? Not at all!
context: There's something I want to ask you.\Well, well, it's Gustavo- sama, from the Runorata Family.\It is a great honor for one of the capos to come in, personally.\You know who I am?\Yes, there isn't anything that we do not know.\Then this will be quick.\I understand that you took a contemptible attitude toward some of my young men.\A contemptible attitude? Not at all! response:	We always provide our customers with the best service we possibly-
context: Well, well, it's Gustavo- sama, from the Runorata Family.\It is a great honor for one of the capos to come in, personally.\You know who I am?\Yes, there isn't anything that we do not know.\Then this will be quick.\I understand that you took a contemptible attitude toward some of my young men.\A contemptible attitude? Not at all!\We always provide our customers with the best service we possibly- response:	Why don't you come out and tell me where that dirty brat Genoard is!
context: It is a great honor for one of the capos to come in, personally.\You know who I am?\Yes, there isn't anything that we do not know.\Then this will be quick.\I understand that you took a contemptible attitude toward some of my young men.\A contemptible attitude? Not at all!\We always provide our customers with the best service we possibly-\Why don't you come out and tell me where that dirty brat Genoard is! response:	J-Just a moment...
context: You know who I am?\Yes, there isn't anything that we do not know.\Then this will be quick.\I understand that you took a contemptible attitude toward some of my young men.\A contemptible attitude? Not at all!\We always provide our customers with the best service we possibly-\Why don't you come out and tell me where that dirty brat Genoard is!\J-Just a moment... response:	Unless you want an early death, tell me what you know!
context: Yes, there isn't anything that we do not know.\Then this will be quick.\I understand that you took a contemptible attitude toward some of my young men.\A contemptible attitude? Not at all!\We always provide our customers with the best service we possibly-\Why don't you come out and tell me where that dirty brat Genoard is!\J-Just a moment...\Unless you want an early death, tell me what you know! response:	I'll tell you! I'll tell you, just let me go!
context: Then this will be quick.\I understand that you took a contemptible attitude toward some of my young men.\A contemptible attitude? Not at all!\We always provide our customers with the best service we possibly-\Why don't you come out and tell me where that dirty brat Genoard is!\J-Just a moment...\Unless you want an early death, tell me what you know!\I'll tell you! I'll tell you, just let me go! response:	Don't make me mad.
context: I understand that you took a contemptible attitude toward some of my young men.\A contemptible attitude? Not at all!\We always provide our customers with the best service we possibly-\Why don't you come out and tell me where that dirty brat Genoard is!\J-Just a moment...\Unless you want an early death, tell me what you know!\I'll tell you! I'll tell you, just let me go!\Don't make me mad. response:	Now tell me! Where is Dallas Genoard?!
context: A contemptible attitude? Not at all!\We always provide our customers with the best service we possibly-\Why don't you come out and tell me where that dirty brat Genoard is!\J-Just a moment...\Unless you want an early death, tell me what you know!\I'll tell you! I'll tell you, just let me go!\Don't make me mad.\Now tell me! Where is Dallas Genoard?! response:	I don't know anything more than what I already told your men earlier.
