context: Hey Yukino. response:	We're about to leave...
context: wife was also rather stupid.\All right already, I'll untie you.\We gotta go pee!\What?!\Since then, he was genuinely trying to entertain her.\He did things to the girls thinking he was amusing them, but they didn't take it that way at all.\Ready?\Not yet! response:	Ready?
context: All right already, I'll untie you.\We gotta go pee!\What?!\Since then, he was genuinely trying to entertain her.\He did things to the girls thinking he was amusing them, but they didn't take it that way at all.\Ready?\Not yet!\Ready? response:	Not yet!
context: We gotta go pee!\What?!\Since then, he was genuinely trying to entertain her.\He did things to the girls thinking he was amusing them, but they didn't take it that way at all.\Ready?\Not yet!\Ready?\Not yet! response:	Ready?
context: What?!\Since then, he was genuinely trying to entertain her.\He did things to the girls thinking he was amusing them, but they didn't take it that way at all.\Ready?\Not yet!\Ready?\Not yet!\Ready? response:	Okay!
context: Since then, he was genuinely trying to entertain her.\He did things to the girls thinking he was amusing them, but they didn't take it that way at all.\Ready?\Not yet!\Ready?\Not yet!\Ready?\Okay! response:	Oh, Hiro-chan!
context: He did things to the girls thinking he was amusing them, but they didn't take it that way at all.\Ready?\Not yet!\Ready?\Not yet!\Ready?\Okay!\Oh, Hiro-chan! response:	Hey, did you find him?
context: Ready?\Not yet!\Ready?\Not yet!\Ready?\Okay!\Oh, Hiro-chan!\Hey, did you find him? response:	No.
context: Not yet!\Ready?\Not yet!\Ready?\Okay!\Oh, Hiro-chan!\Hey, did you find him?\No. response:	Where IS Hiro-chan?
context: Ready?\Not yet!\Ready?\Okay!\Oh, Hiro-chan!\Hey, did you find him?\No.\Where IS Hiro-chan? response:	Where'd he go?
context: Not yet!\Ready?\Okay!\Oh, Hiro-chan!\Hey, did you find him?\No.\Where IS Hiro-chan?\Where'd he go? response:	Maybe he's over that way...
context: Ready?\Okay!\Oh, Hiro-chan!\Hey, did you find him?\No.\Where IS Hiro-chan?\Where'd he go?\Maybe he's over that way... response:	Go to find him.
context: Okay!\Oh, Hiro-chan!\Hey, did you find him?\No.\Where IS Hiro-chan?\Where'd he go?\Maybe he's over that way...\Go to find him. response:	Hiro-chan
context: Oh, Hiro-chan!\Hey, did you find him?\No.\Where IS Hiro-chan?\Where'd he go?\Maybe he's over that way...\Go to find him.\Hiro-chan response:	Hey
context: Hey, did you find him?\No.\Where IS Hiro-chan?\Where'd he go?\Maybe he's over that way...\Go to find him.\Hiro-chan\Hey response:	Hiro-chan,
context: No.\Where IS Hiro-chan?\Where'd he go?\Maybe he's over that way...\Go to find him.\Hiro-chan\Hey\Hiro-chan, response:	is it true you don't have a father and mother?
context: Where IS Hiro-chan?\Where'd he go?\Maybe he's over that way...\Go to find him.\Hiro-chan\Hey\Hiro-chan,\is it true you don't have a father and mother? response:	Yeah, that's right.
context: Where'd he go?\Maybe he's over that way...\Go to find him.\Hiro-chan\Hey\Hiro-chan,\is it true you don't have a father and mother?\Yeah, that's right. response:	Oh!
context: Maybe he's over that way...\Go to find him.\Hiro-chan\Hey\Hiro-chan,\is it true you don't have a father and mother?\Yeah, that's right.\Oh! response:	Huh?
context: Go to find him.\Hiro-chan\Hey\Hiro-chan,\is it true you don't have a father and mother?\Yeah, that's right.\Oh!\Huh? response:	I don't have a mother either.
context: Hiro-chan\Hey\Hiro-chan,\is it true you don't have a father and mother?\Yeah, that's right.\Oh!\Huh?\I don't have a mother either. response:	We match!
context: Hey\Hiro-chan,\is it true you don't have a father and mother?\Yeah, that's right.\Oh!\Huh?\I don't have a mother either.\We match! response:	Match?
context: Hiro-chan,\is it true you don't have a father and mother?\Yeah, that's right.\Oh!\Huh?\I don't have a mother either.\We match!\Match? response:	Later! Bye!
context: is it true you don't have a father and mother?\Yeah, that's right.\Oh!\Huh?\I don't have a mother either.\We match!\Match?\Later! Bye! response:	Grandpa, I'm home!
context: Yeah, that's right.\Oh!\Huh?\I don't have a mother either.\We match!\Match?\Later! Bye!\Grandpa, I'm home! response:	How was your day, Hiroyuki?
context: Oh!\Huh?\I don't have a mother either.\We match!\Match?\Later! Bye!\Grandpa, I'm home!\How was your day, Hiroyuki? response:	I lived alone with grandpa back then.
context: Huh?\I don't have a mother either.\We match!\Match?\Later! Bye!\Grandpa, I'm home!\How was your day, Hiroyuki?\I lived alone with grandpa back then. response:	With the small amount of money my parents had left
context: I don't have a mother either.\We match!\Match?\Later! Bye!\Grandpa, I'm home!\How was your day, Hiroyuki?\I lived alone with grandpa back then.\With the small amount of money my parents had left response:	and the savings grandpa had, we were barely scraping by.
context: We match!\Match?\Later! Bye!\Grandpa, I'm home!\How was your day, Hiroyuki?\I lived alone with grandpa back then.\With the small amount of money my parents had left\and the savings grandpa had, we were barely scraping by. response:	But I never felt lonely,
context: Match?\Later! Bye!\Grandpa, I'm home!\How was your day, Hiroyuki?\I lived alone with grandpa back then.\With the small amount of money my parents had left\and the savings grandpa had, we were barely scraping by.\But I never felt lonely, response:	because it's always been the two of us ever
context: Later! Bye!\Grandpa, I'm home!\How was your day, Hiroyuki?\I lived alone with grandpa back then.\With the small amount of money my parents had left\and the savings grandpa had, we were barely scraping by.\But I never felt lonely,\because it's always been the two of us ever response:	since I could remember, and I loved grandpa.
context: Grandpa, I'm home!\How was your day, Hiroyuki?\I lived alone with grandpa back then.\With the small amount of money my parents had left\and the savings grandpa had, we were barely scraping by.\But I never felt lonely,\because it's always been the two of us ever\since I could remember, and I loved grandpa. response:	Now, it's about time for you to get off my lap.
context: How was your day, Hiroyuki?\I lived alone with grandpa back then.\With the small amount of money my parents had left\and the savings grandpa had, we were barely scraping by.\But I never felt lonely,\because it's always been the two of us ever\since I could remember, and I loved grandpa.\Now, it's about time for you to get off my lap. response:	My legs hurt.
context: I lived alone with grandpa back then.\With the small amount of money my parents had left\and the savings grandpa had, we were barely scraping by.\But I never felt lonely,\because it's always been the two of us ever\since I could remember, and I loved grandpa.\Now, it's about time for you to get off my lap.\My legs hurt. response:	Out there you're the boss of the gang,
context: With the small amount of money my parents had left\and the savings grandpa had, we were barely scraping by.\But I never felt lonely,\because it's always been the two of us ever\since I could remember, and I loved grandpa.\Now, it's about time for you to get off my lap.\My legs hurt.\Out there you're the boss of the gang, response:	but here at home you're such a
context: and the savings grandpa had, we were barely scraping by.\But I never felt lonely,\because it's always been the two of us ever\since I could remember, and I loved grandpa.\Now, it's about time for you to get off my lap.\My legs hurt.\Out there you're the boss of the gang,\but here at home you're such a response:	baby it's embarassing.
context: But I never felt lonely,\because it's always been the two of us ever\since I could remember, and I loved grandpa.\Now, it's about time for you to get off my lap.\My legs hurt.\Out there you're the boss of the gang,\but here at home you're such a\baby it's embarassing. response:	It's okay.
context: because it's always been the two of us ever\since I could remember, and I loved grandpa.\Now, it's about time for you to get off my lap.\My legs hurt.\Out there you're the boss of the gang,\but here at home you're such a\baby it's embarassing.\It's okay. response:	But at some point I stopped clinging to grandpa's lap.
context: since I could remember, and I loved grandpa.\Now, it's about time for you to get off my lap.\My legs hurt.\Out there you're the boss of the gang,\but here at home you're such a\baby it's embarassing.\It's okay.\But at some point I stopped clinging to grandpa's lap. response:	We didn't sleep together in his futon anymore.
context: Now, it's about time for you to get off my lap.\My legs hurt.\Out there you're the boss of the gang,\but here at home you're such a\baby it's embarassing.\It's okay.\But at some point I stopped clinging to grandpa's lap.\We didn't sleep together in his futon anymore. response:	Because I started to think that
context: My legs hurt.\Out there you're the boss of the gang,\but here at home you're such a\baby it's embarassing.\It's okay.\But at some point I stopped clinging to grandpa's lap.\We didn't sleep together in his futon anymore.\Because I started to think that response:	I can't demand the attention anymore.
context: Out there you're the boss of the gang,\but here at home you're such a\baby it's embarassing.\It's okay.\But at some point I stopped clinging to grandpa's lap.\We didn't sleep together in his futon anymore.\Because I started to think that\I can't demand the attention anymore. response:	Oh,
context: but here at home you're such a\baby it's embarassing.\It's okay.\But at some point I stopped clinging to grandpa's lap.\We didn't sleep together in his futon anymore.\Because I started to think that\I can't demand the attention anymore.\Oh, response:	It's Hiro-chan!
context: baby it's embarassing.\It's okay.\But at some point I stopped clinging to grandpa's lap.\We didn't sleep together in his futon anymore.\Because I started to think that\I can't demand the attention anymore.\Oh,\It's Hiro-chan! response:	He's wearing a school uniform!
context: It's okay.\But at some point I stopped clinging to grandpa's lap.\We didn't sleep together in his futon anymore.\Because I started to think that\I can't demand the attention anymore.\Oh,\It's Hiro-chan!\He's wearing a school uniform! response:	He's in junior high!
context: But at some point I stopped clinging to grandpa's lap.\We didn't sleep together in his futon anymore.\Because I started to think that\I can't demand the attention anymore.\Oh,\It's Hiro-chan!\He's wearing a school uniform!\He's in junior high! response:	Do I look cool?
context: We didn't sleep together in his futon anymore.\Because I started to think that\I can't demand the attention anymore.\Oh,\It's Hiro-chan!\He's wearing a school uniform!\He's in junior high!\Do I look cool? response:	You look funny!
context: Because I started to think that\I can't demand the attention anymore.\Oh,\It's Hiro-chan!\He's wearing a school uniform!\He's in junior high!\Do I look cool?\You look funny! response:	knapsack pipsqueeks like you guys anymore.
context: I can't demand the attention anymore.\Oh,\It's Hiro-chan!\He's wearing a school uniform!\He's in junior high!\Do I look cool?\You look funny!\knapsack pipsqueeks like you guys anymore. response:	But Hiro-chan, you're certainly taking your time.
context: Oh,\It's Hiro-chan!\He's wearing a school uniform!\He's in junior high!\Do I look cool?\You look funny!\knapsack pipsqueeks like you guys anymore.\But Hiro-chan, you're certainly taking your time. response:	The girl next door leaves much earlier every day for school.
context: It's Hiro-chan!\He's wearing a school uniform!\He's in junior high!\Do I look cool?\You look funny!\knapsack pipsqueeks like you guys anymore.\But Hiro-chan, you're certainly taking your time.\The girl next door leaves much earlier every day for school. response:	Oh SHIT!
context: He's wearing a school uniform!\He's in junior high!\Do I look cool?\You look funny!\knapsack pipsqueeks like you guys anymore.\But Hiro-chan, you're certainly taking your time.\The girl next door leaves much earlier every day for school.\Oh SHIT! response:	I left home at the same time I always did for grade school!
context: He's in junior high!\Do I look cool?\You look funny!\knapsack pipsqueeks like you guys anymore.\But Hiro-chan, you're certainly taking your time.\The girl next door leaves much earlier every day for school.\Oh SHIT!\I left home at the same time I always did for grade school! response:	Hiro-chan...
context: Do I look cool?\You look funny!\knapsack pipsqueeks like you guys anymore.\But Hiro-chan, you're certainly taking your time.\The girl next door leaves much earlier every day for school.\Oh SHIT!\I left home at the same time I always did for grade school!\Hiro-chan... response:	Later, you two.
context: You look funny!\knapsack pipsqueeks like you guys anymore.\But Hiro-chan, you're certainly taking your time.\The girl next door leaves much earlier every day for school.\Oh SHIT!\I left home at the same time I always did for grade school!\Hiro-chan...\Later, you two. response:	Try to manage without me!
context: knapsack pipsqueeks like you guys anymore.\But Hiro-chan, you're certainly taking your time.\The girl next door leaves much earlier every day for school.\Oh SHIT!\I left home at the same time I always did for grade school!\Hiro-chan...\Later, you two.\Try to manage without me! response:	After that, he and his wife went to different schools and hardly ever saw each other.
context: But Hiro-chan, you're certainly taking your time.\The girl next door leaves much earlier every day for school.\Oh SHIT!\I left home at the same time I always did for grade school!\Hiro-chan...\Later, you two.\Try to manage without me!\After that, he and his wife went to different schools and hardly ever saw each other. response:	Well, let's go.
context: The girl next door leaves much earlier every day for school.\Oh SHIT!\I left home at the same time I always did for grade school!\Hiro-chan...\Later, you two.\Try to manage without me!\After that, he and his wife went to different schools and hardly ever saw each other.\Well, let's go. response:	Huh!
context: Oh SHIT!\I left home at the same time I always did for grade school!\Hiro-chan...\Later, you two.\Try to manage without me!\After that, he and his wife went to different schools and hardly ever saw each other.\Well, let's go.\Huh! response:	Hiro, how can you be so relaxed?
context: I left home at the same time I always did for grade school!\Hiro-chan...\Later, you two.\Try to manage without me!\After that, he and his wife went to different schools and hardly ever saw each other.\Well, let's go.\Huh!\Hiro, how can you be so relaxed? response:	Today's the day the new students arrive!
context: Hiro-chan...\Later, you two.\Try to manage without me!\After that, he and his wife went to different schools and hardly ever saw each other.\Well, let's go.\Huh!\Hiro, how can you be so relaxed?\Today's the day the new students arrive! response:	We gotta go check out if there are any cute girls!
context: Later, you two.\Try to manage without me!\After that, he and his wife went to different schools and hardly ever saw each other.\Well, let's go.\Huh!\Hiro, how can you be so relaxed?\Today's the day the new students arrive!\We gotta go check out if there are any cute girls! response:	We had bad luck of the draw
context: Try to manage without me!\After that, he and his wife went to different schools and hardly ever saw each other.\Well, let's go.\Huh!\Hiro, how can you be so relaxed?\Today's the day the new students arrive!\We gotta go check out if there are any cute girls!\We had bad luck of the draw response:	of girls in our class this year,
context: After that, he and his wife went to different schools and hardly ever saw each other.\Well, let's go.\Huh!\Hiro, how can you be so relaxed?\Today's the day the new students arrive!\We gotta go check out if there are any cute girls!\We had bad luck of the draw\of girls in our class this year, response:	so the newbies are our last hope!
context: Well, let's go.\Huh!\Hiro, how can you be so relaxed?\Today's the day the new students arrive!\We gotta go check out if there are any cute girls!\We had bad luck of the draw\of girls in our class this year,\so the newbies are our last hope! response:	Bastards! You're so dead!!
context: Huh!\Hiro, how can you be so relaxed?\Today's the day the new students arrive!\We gotta go check out if there are any cute girls!\We had bad luck of the draw\of girls in our class this year,\so the newbies are our last hope!\Bastards! You're so dead!! response:	Whatever. I'll pass.
context: Hiro, how can you be so relaxed?\Today's the day the new students arrive!\We gotta go check out if there are any cute girls!\We had bad luck of the draw\of girls in our class this year,\so the newbies are our last hope!\Bastards! You're so dead!!\Whatever. I'll pass. response:	What? You're no fun.
context: Today's the day the new students arrive!\We gotta go check out if there are any cute girls!\We had bad luck of the draw\of girls in our class this year,\so the newbies are our last hope!\Bastards! You're so dead!!\Whatever. I'll pass.\What? You're no fun. response:	You're not interested in girls at all.
context: We gotta go check out if there are any cute girls!\We had bad luck of the draw\of girls in our class this year,\so the newbies are our last hope!\Bastards! You're so dead!!\Whatever. I'll pass.\What? You're no fun.\You're not interested in girls at all. response:	You're pretty popular with the girls, too.
context: We had bad luck of the draw\of girls in our class this year,\so the newbies are our last hope!\Bastards! You're so dead!!\Whatever. I'll pass.\What? You're no fun.\You're not interested in girls at all.\You're pretty popular with the girls, too. response:	Aren't you gonna go out with anyone?
context: of girls in our class this year,\so the newbies are our last hope!\Bastards! You're so dead!!\Whatever. I'll pass.\What? You're no fun.\You're not interested in girls at all.\You're pretty popular with the girls, too.\Aren't you gonna go out with anyone? response:	I don't get that stuff at all!
context: so the newbies are our last hope!\Bastards! You're so dead!!\Whatever. I'll pass.\What? You're no fun.\You're not interested in girls at all.\You're pretty popular with the girls, too.\Aren't you gonna go out with anyone?\I don't get that stuff at all! response:	We will now begin the 22nd Matriculation Ceremony.
context: Bastards! You're so dead!!\Whatever. I'll pass.\What? You're no fun.\You're not interested in girls at all.\You're pretty popular with the girls, too.\Aren't you gonna go out with anyone?\I don't get that stuff at all!\We will now begin the 22nd Matriculation Ceremony. response:	We will now begin the 22nd Matriculation Ceremony.
context: Whatever. I'll pass.\What? You're no fun.\You're not interested in girls at all.\You're pretty popular with the girls, too.\Aren't you gonna go out with anyone?\I don't get that stuff at all!\We will now begin the 22nd Matriculation Ceremony.\We will now begin the 22nd Matriculation Ceremony. response:	We will now begin the 22nd Matriculation Ceremony.
context: What? You're no fun.\You're not interested in girls at all.\You're pretty popular with the girls, too.\Aren't you gonna go out with anyone?\I don't get that stuff at all!\We will now begin the 22nd Matriculation Ceremony.\We will now begin the 22nd Matriculation Ceremony.\We will now begin the 22nd Matriculation Ceremony. response:	Wah!
context: You're not interested in girls at all.\You're pretty popular with the girls, too.\Aren't you gonna go out with anyone?\I don't get that stuff at all!\We will now begin the 22nd Matriculation Ceremony.\We will now begin the 22nd Matriculation Ceremony.\We will now begin the 22nd Matriculation Ceremony.\Wah! response:	Owww!
context: You're pretty popular with the girls, too.\Aren't you gonna go out with anyone?\I don't get that stuff at all!\We will now begin the 22nd Matriculation Ceremony.\We will now begin the 22nd Matriculation Ceremony.\We will now begin the 22nd Matriculation Ceremony.\Wah!\Owww! response:	Uh-oh, that was a girl. Are you o...k...?
context: Aren't you gonna go out with anyone?\I don't get that stuff at all!\We will now begin the 22nd Matriculation Ceremony.\We will now begin the 22nd Matriculation Ceremony.\We will now begin the 22nd Matriculation Ceremony.\Wah!\Owww!\Uh-oh, that was a girl. Are you o...k...? response:	Hey, Hiro-chan!
context: I don't get that stuff at all!\We will now begin the 22nd Matriculation Ceremony.\We will now begin the 22nd Matriculation Ceremony.\We will now begin the 22nd Matriculation Ceremony.\Wah!\Owww!\Uh-oh, that was a girl. Are you o...k...?\Hey, Hiro-chan! response:	Hey,
context: We will now begin the 22nd Matriculation Ceremony.\We will now begin the 22nd Matriculation Ceremony.\We will now begin the 22nd Matriculation Ceremony.\Wah!\Owww!\Uh-oh, that was a girl. Are you o...k...?\Hey, Hiro-chan!\Hey, response:	He was thinking of a girl as cute for the first time.
context: We will now begin the 22nd Matriculation Ceremony.\We will now begin the 22nd Matriculation Ceremony.\Wah!\Owww!\Uh-oh, that was a girl. Are you o...k...?\Hey, Hiro-chan!\Hey,\He was thinking of a girl as cute for the first time. response:	Grandpa is thiner than before.
context: We will now begin the 22nd Matriculation Ceremony.\Wah!\Owww!\Uh-oh, that was a girl. Are you o...k...?\Hey, Hiro-chan!\Hey,\He was thinking of a girl as cute for the first time.\Grandpa is thiner than before. response:	I'm home, grandpa.
context: Wah!\Owww!\Uh-oh, that was a girl. Are you o...k...?\Hey, Hiro-chan!\Hey,\He was thinking of a girl as cute for the first time.\Grandpa is thiner than before.\I'm home, grandpa. response:	Ah! Be careful!
context: Owww!\Uh-oh, that was a girl. Are you o...k...?\Hey, Hiro-chan!\Hey,\He was thinking of a girl as cute for the first time.\Grandpa is thiner than before.\I'm home, grandpa.\Ah! Be careful! response:	Hiro-chan!
context: Uh-oh, that was a girl. Are you o...k...?\Hey, Hiro-chan!\Hey,\He was thinking of a girl as cute for the first time.\Grandpa is thiner than before.\I'm home, grandpa.\Ah! Be careful!\Hiro-chan! response:	I should call you... Senpai, good morning.
context: Hey, Hiro-chan!\Hey,\He was thinking of a girl as cute for the first time.\Grandpa is thiner than before.\I'm home, grandpa.\Ah! Be careful!\Hiro-chan!\I should call you... Senpai, good morning. response:	Huh?
context: Hey,\He was thinking of a girl as cute for the first time.\Grandpa is thiner than before.\I'm home, grandpa.\Ah! Be careful!\Hiro-chan!\I should call you... Senpai, good morning.\Huh? response:	Huh! You are so cute!
context: He was thinking of a girl as cute for the first time.\Grandpa is thiner than before.\I'm home, grandpa.\Ah! Be careful!\Hiro-chan!\I should call you... Senpai, good morning.\Huh?\Huh! You are so cute! response:	Oh no!
context: Grandpa is thiner than before.\I'm home, grandpa.\Ah! Be careful!\Hiro-chan!\I should call you... Senpai, good morning.\Huh?\Huh! You are so cute!\Oh no! response:	Oh, I like the sound of that.
context: I'm home, grandpa.\Ah! Be careful!\Hiro-chan!\I should call you... Senpai, good morning.\Huh?\Huh! You are so cute!\Oh no!\Oh, I like the sound of that. response:	Don't forget to respect your senpai.
context: Ah! Be careful!\Hiro-chan!\I should call you... Senpai, good morning.\Huh?\Huh! You are so cute!\Oh no!\Oh, I like the sound of that.\Don't forget to respect your senpai. response:	Wet gwo oth mwe!
context: Hiro-chan!\I should call you... Senpai, good morning.\Huh?\Huh! You are so cute!\Oh no!\Oh, I like the sound of that.\Don't forget to respect your senpai.\Wet gwo oth mwe! response:	See ya.
context: I should call you... Senpai, good morning.\Huh?\Huh! You are so cute!\Oh no!\Oh, I like the sound of that.\Don't forget to respect your senpai.\Wet gwo oth mwe!\See ya. response:	Hey Miyako, is the guy you like...
context: Huh?\Huh! You are so cute!\Oh no!\Oh, I like the sound of that.\Don't forget to respect your senpai.\Wet gwo oth mwe!\See ya.\Hey Miyako, is the guy you like... response:	Miyazawa-san in 9th grade?
context: Huh! You are so cute!\Oh no!\Oh, I like the sound of that.\Don't forget to respect your senpai.\Wet gwo oth mwe!\See ya.\Hey Miyako, is the guy you like...\Miyazawa-san in 9th grade? response:	What?
context: Oh no!\Oh, I like the sound of that.\Don't forget to respect your senpai.\Wet gwo oth mwe!\See ya.\Hey Miyako, is the guy you like...\Miyazawa-san in 9th grade?\What? response:	Wah!
context: Oh, I like the sound of that.\Don't forget to respect your senpai.\Wet gwo oth mwe!\See ya.\Hey Miyako, is the guy you like...\Miyazawa-san in 9th grade?\What?\Wah! response:	Oh, Hiro-chan.
context: Don't forget to respect your senpai.\Wet gwo oth mwe!\See ya.\Hey Miyako, is the guy you like...\Miyazawa-san in 9th grade?\What?\Wah!\Oh, Hiro-chan. response:	I was surprised you got into Kawakita High.
context: Wet gwo oth mwe!\See ya.\Hey Miyako, is the guy you like...\Miyazawa-san in 9th grade?\What?\Wah!\Oh, Hiro-chan.\I was surprised you got into Kawakita High. response:	It looked like you were always goofing off,
context: See ya.\Hey Miyako, is the guy you like...\Miyazawa-san in 9th grade?\What?\Wah!\Oh, Hiro-chan.\I was surprised you got into Kawakita High.\It looked like you were always goofing off, response:	but I guess you had been doing your work.
context: Hey Miyako, is the guy you like...\Miyazawa-san in 9th grade?\What?\Wah!\Oh, Hiro-chan.\I was surprised you got into Kawakita High.\It looked like you were always goofing off,\but I guess you had been doing your work. response:	Huh!
context: Miyazawa-san in 9th grade?\What?\Wah!\Oh, Hiro-chan.\I was surprised you got into Kawakita High.\It looked like you were always goofing off,\but I guess you had been doing your work.\Huh! response:	I'm a pretty smart guy.
context: What?\Wah!\Oh, Hiro-chan.\I was surprised you got into Kawakita High.\It looked like you were always goofing off,\but I guess you had been doing your work.\Huh!\I'm a pretty smart guy. response:	Piece of cake, with the grades I have!
context: Wah!\Oh, Hiro-chan.\I was surprised you got into Kawakita High.\It looked like you were always goofing off,\but I guess you had been doing your work.\Huh!\I'm a pretty smart guy.\Piece of cake, with the grades I have! response:	Okay. Then, if there isn't somewhere else you'd rather go,
context: Oh, Hiro-chan.\I was surprised you got into Kawakita High.\It looked like you were always goofing off,\but I guess you had been doing your work.\Huh!\I'm a pretty smart guy.\Piece of cake, with the grades I have!\Okay. Then, if there isn't somewhere else you'd rather go, response:	come to my high school.
context: I was surprised you got into Kawakita High.\It looked like you were always goofing off,\but I guess you had been doing your work.\Huh!\I'm a pretty smart guy.\Piece of cake, with the grades I have!\Okay. Then, if there isn't somewhere else you'd rather go,\come to my high school. response:	Okay. I promise!
context: It looked like you were always goofing off,\but I guess you had been doing your work.\Huh!\I'm a pretty smart guy.\Piece of cake, with the grades I have!\Okay. Then, if there isn't somewhere else you'd rather go,\come to my high school.\Okay. I promise! response:	What? You're not on the staff for the Matriculation Ceremony.
context: but I guess you had been doing your work.\Huh!\I'm a pretty smart guy.\Piece of cake, with the grades I have!\Okay. Then, if there isn't somewhere else you'd rather go,\come to my high school.\Okay. I promise!\What? You're not on the staff for the Matriculation Ceremony. response:	You going to look for some hot little chick?
context: Huh!\I'm a pretty smart guy.\Piece of cake, with the grades I have!\Okay. Then, if there isn't somewhere else you'd rather go,\come to my high school.\Okay. I promise!\What? You're not on the staff for the Matriculation Ceremony.\You going to look for some hot little chick? response:	Or is there someone you like?
context: I'm a pretty smart guy.\Piece of cake, with the grades I have!\Okay. Then, if there isn't somewhere else you'd rather go,\come to my high school.\Okay. I promise!\What? You're not on the staff for the Matriculation Ceremony.\You going to look for some hot little chick?\Or is there someone you like? response:	Are you waiting for her?
context: Piece of cake, with the grades I have!\Okay. Then, if there isn't somewhere else you'd rather go,\come to my high school.\Okay. I promise!\What? You're not on the staff for the Matriculation Ceremony.\You going to look for some hot little chick?\Or is there someone you like?\Are you waiting for her? response:	Morons.
context: Okay. Then, if there isn't somewhere else you'd rather go,\come to my high school.\Okay. I promise!\What? You're not on the staff for the Matriculation Ceremony.\You going to look for some hot little chick?\Or is there someone you like?\Are you waiting for her?\Morons. response:	Hi!
context: come to my high school.\Okay. I promise!\What? You're not on the staff for the Matriculation Ceremony.\You going to look for some hot little chick?\Or is there someone you like?\Are you waiting for her?\Morons.\Hi! response:	You're pretty early.
context: Okay. I promise!\What? You're not on the staff for the Matriculation Ceremony.\You going to look for some hot little chick?\Or is there someone you like?\Are you waiting for her?\Morons.\Hi!\You're pretty early. response:	Hiro-chan, now that you're a senior,
context: What? You're not on the staff for the Matriculation Ceremony.\You going to look for some hot little chick?\Or is there someone you like?\Are you waiting for her?\Morons.\Hi!\You're pretty early.\Hiro-chan, now that you're a senior, response:	you're not going to college?
context: You going to look for some hot little chick?\Or is there someone you like?\Are you waiting for her?\Morons.\Hi!\You're pretty early.\Hiro-chan, now that you're a senior,\you're not going to college? response:	Oh, we don't have any money.
context: Or is there someone you like?\Are you waiting for her?\Morons.\Hi!\You're pretty early.\Hiro-chan, now that you're a senior,\you're not going to college?\Oh, we don't have any money. response:	What, with a big house like that?
context: Are you waiting for her?\Morons.\Hi!\You're pretty early.\Hiro-chan, now that you're a senior,\you're not going to college?\Oh, we don't have any money.\What, with a big house like that? response:	It's only the outside that's big.
context: Morons.\Hi!\You're pretty early.\Hiro-chan, now that you're a senior,\you're not going to college?\Oh, we don't have any money.\What, with a big house like that?\It's only the outside that's big. response:	And it's just grandpa and me.
context: Hi!\You're pretty early.\Hiro-chan, now that you're a senior,\you're not going to college?\Oh, we don't have any money.\What, with a big house like that?\It's only the outside that's big.\And it's just grandpa and me. response:	Besides,
context: You're pretty early.\Hiro-chan, now that you're a senior,\you're not going to college?\Oh, we don't have any money.\What, with a big house like that?\It's only the outside that's big.\And it's just grandpa and me.\Besides, response:	I can finally earn money on my own.
context: Hiro-chan, now that you're a senior,\you're not going to college?\Oh, we don't have any money.\What, with a big house like that?\It's only the outside that's big.\And it's just grandpa and me.\Besides,\I can finally earn money on my own. response:	The next stop is...
context: you're not going to college?\Oh, we don't have any money.\What, with a big house like that?\It's only the outside that's big.\And it's just grandpa and me.\Besides,\I can finally earn money on my own.\The next stop is... response:	I'm home, grandpa.
context: Oh, we don't have any money.\What, with a big house like that?\It's only the outside that's big.\And it's just grandpa and me.\Besides,\I can finally earn money on my own.\The next stop is...\I'm home, grandpa. response:	How was your day, Hiroyuki?
context: What, with a big house like that?\It's only the outside that's big.\And it's just grandpa and me.\Besides,\I can finally earn money on my own.\The next stop is...\I'm home, grandpa.\How was your day, Hiroyuki? response:	At some point grandpa began
context: It's only the outside that's big.\And it's just grandpa and me.\Besides,\I can finally earn money on my own.\The next stop is...\I'm home, grandpa.\How was your day, Hiroyuki?\At some point grandpa began response:	to clearly show his age.
context: And it's just grandpa and me.\Besides,\I can finally earn money on my own.\The next stop is...\I'm home, grandpa.\How was your day, Hiroyuki?\At some point grandpa began\to clearly show his age. response:	There's something painful about living with the elderly.
context: Besides,\I can finally earn money on my own.\The next stop is...\I'm home, grandpa.\How was your day, Hiroyuki?\At some point grandpa began\to clearly show his age.\There's something painful about living with the elderly. response:	It was painful to watch grandpa just getting nicer with the passing years.
context: I can finally earn money on my own.\The next stop is...\I'm home, grandpa.\How was your day, Hiroyuki?\At some point grandpa began\to clearly show his age.\There's something painful about living with the elderly.\It was painful to watch grandpa just getting nicer with the passing years. response:	At some point I really began to want to grow up quickly.
context: The next stop is...\I'm home, grandpa.\How was your day, Hiroyuki?\At some point grandpa began\to clearly show his age.\There's something painful about living with the elderly.\It was painful to watch grandpa just getting nicer with the passing years.\At some point I really began to want to grow up quickly. response:	I didn't want to be a kid who was just protected,
context: I'm home, grandpa.\How was your day, Hiroyuki?\At some point grandpa began\to clearly show his age.\There's something painful about living with the elderly.\It was painful to watch grandpa just getting nicer with the passing years.\At some point I really began to want to grow up quickly.\I didn't want to be a kid who was just protected, response:	but an adult who could support grandpa by myself.
context: How was your day, Hiroyuki?\At some point grandpa began\to clearly show his age.\There's something painful about living with the elderly.\It was painful to watch grandpa just getting nicer with the passing years.\At some point I really began to want to grow up quickly.\I didn't want to be a kid who was just protected,\but an adult who could support grandpa by myself. response:	I want to let him relax and take it easy.
