context: What a weird dream. response:	My name is Iwatani Naofumi.
context: Then if the four of us form a party...\One moment, heroes.\You will each recruit and adventure separately.\And why is that?\It is said that the legendary weapons repel one another by nature.\When two more wielders of the legendary weapons operate together, it causes an adverse reaction in the weapons. Working separately is highly advised.\If you work together, it apparently hinders their development.\He's telling the truth, huh? response:	And the weapons are translating all verbal and visual information into Japanese for us.
context: One moment, heroes.\You will each recruit and adventure separately.\And why is that?\It is said that the legendary weapons repel one another by nature.\When two more wielders of the legendary weapons operate together, it causes an adverse reaction in the weapons. Working separately is highly advised.\If you work together, it apparently hinders their development.\He's telling the truth, huh?\And the weapons are translating all verbal and visual information into Japanese for us. response:	The sun is about to set.
context: You will each recruit and adventure separately.\And why is that?\It is said that the legendary weapons repel one another by nature.\When two more wielders of the legendary weapons operate together, it causes an adverse reaction in the weapons. Working separately is highly advised.\If you work together, it apparently hinders their development.\He's telling the truth, huh?\And the weapons are translating all verbal and visual information into Japanese for us.\The sun is about to set. response:	Rest up tonight, and set forth tomorrow.
context: And why is that?\It is said that the legendary weapons repel one another by nature.\When two more wielders of the legendary weapons operate together, it causes an adverse reaction in the weapons. Working separately is highly advised.\If you work together, it apparently hinders their development.\He's telling the truth, huh?\And the weapons are translating all verbal and visual information into Japanese for us.\The sun is about to set.\Rest up tonight, and set forth tomorrow. response:	In the meantime, we'll gather the best of the best to form your parties.
context: It is said that the legendary weapons repel one another by nature.\When two more wielders of the legendary weapons operate together, it causes an adverse reaction in the weapons. Working separately is highly advised.\If you work together, it apparently hinders their development.\He's telling the truth, huh?\And the weapons are translating all verbal and visual information into Japanese for us.\The sun is about to set.\Rest up tonight, and set forth tomorrow.\In the meantime, we'll gather the best of the best to form your parties. response:	We've prepared rooms for you.
context: When two more wielders of the legendary weapons operate together, it causes an adverse reaction in the weapons. Working separately is highly advised.\If you work together, it apparently hinders their development.\He's telling the truth, huh?\And the weapons are translating all verbal and visual information into Japanese for us.\The sun is about to set.\Rest up tonight, and set forth tomorrow.\In the meantime, we'll gather the best of the best to form your parties.\We've prepared rooms for you. response:	Please come this way.
context: If you work together, it apparently hinders their development.\He's telling the truth, huh?\And the weapons are translating all verbal and visual information into Japanese for us.\The sun is about to set.\Rest up tonight, and set forth tomorrow.\In the meantime, we'll gather the best of the best to form your parties.\We've prepared rooms for you.\Please come this way. response:	I hear the Four Cardinal Heroes have been summoned.
context: He's telling the truth, huh?\And the weapons are translating all verbal and visual information into Japanese for us.\The sun is about to set.\Rest up tonight, and set forth tomorrow.\In the meantime, we'll gather the best of the best to form your parties.\We've prepared rooms for you.\Please come this way.\I hear the Four Cardinal Heroes have been summoned. response:	All four of them, in this country?
context: And the weapons are translating all verbal and visual information into Japanese for us.\The sun is about to set.\Rest up tonight, and set forth tomorrow.\In the meantime, we'll gather the best of the best to form your parties.\We've prepared rooms for you.\Please come this way.\I hear the Four Cardinal Heroes have been summoned.\All four of them, in this country? response:	Are they sure about this?
context: The sun is about to set.\Rest up tonight, and set forth tomorrow.\In the meantime, we'll gather the best of the best to form your parties.\We've prepared rooms for you.\Please come this way.\I hear the Four Cardinal Heroes have been summoned.\All four of them, in this country?\Are they sure about this? response:	Wait, that means the Shield Hero is also...
context: Rest up tonight, and set forth tomorrow.\In the meantime, we'll gather the best of the best to form your parties.\We've prepared rooms for you.\Please come this way.\I hear the Four Cardinal Heroes have been summoned.\All four of them, in this country?\Are they sure about this?\Wait, that means the Shield Hero is also... response:	I guess you get special treatment when you're heroes of legend.
context: In the meantime, we'll gather the best of the best to form your parties.\We've prepared rooms for you.\Please come this way.\I hear the Four Cardinal Heroes have been summoned.\All four of them, in this country?\Are they sure about this?\Wait, that means the Shield Hero is also...\I guess you get special treatment when you're heroes of legend. response:	The girl who showed us here was a cutie pie, too.
context: We've prepared rooms for you.\Please come this way.\I hear the Four Cardinal Heroes have been summoned.\All four of them, in this country?\Are they sure about this?\Wait, that means the Shield Hero is also...\I guess you get special treatment when you're heroes of legend.\The girl who showed us here was a cutie pie, too. response:	And our dinner was sumptuous, though it did taste unusual.
context: Please come this way.\I hear the Four Cardinal Heroes have been summoned.\All four of them, in this country?\Are they sure about this?\Wait, that means the Shield Hero is also...\I guess you get special treatment when you're heroes of legend.\The girl who showed us here was a cutie pie, too.\And our dinner was sumptuous, though it did taste unusual. response:	Small Shield
context: I hear the Four Cardinal Heroes have been summoned.\All four of them, in this country?\Are they sure about this?\Wait, that means the Shield Hero is also...\I guess you get special treatment when you're heroes of legend.\The girl who showed us here was a cutie pie, too.\And our dinner was sumptuous, though it did taste unusual.\Small Shield response:	Fire: 0 Water: 0 Ice: 0 Wind: 0 Earth: 0 Lightning: 0 Light: 0 Dark: 0
context: All four of them, in this country?\Are they sure about this?\Wait, that means the Shield Hero is also...\I guess you get special treatment when you're heroes of legend.\The girl who showed us here was a cutie pie, too.\And our dinner was sumptuous, though it did taste unusual.\Small Shield\Fire: 0 Water: 0 Ice: 0 Wind: 0 Earth: 0 Lightning: 0 Light: 0 Dark: 0 response:	Hey, isn't this kinda like a game?
context: Are they sure about this?\Wait, that means the Shield Hero is also...\I guess you get special treatment when you're heroes of legend.\The girl who showed us here was a cutie pie, too.\And our dinner was sumptuous, though it did taste unusual.\Small Shield\Fire: 0 Water: 0 Ice: 0 Wind: 0 Earth: 0 Lightning: 0 Light: 0 Dark: 0\Hey, isn't this kinda like a game? response:	Heat Unlock Requirements: None
context: Wait, that means the Shield Hero is also...\I guess you get special treatment when you're heroes of legend.\The girl who showed us here was a cutie pie, too.\And our dinner was sumptuous, though it did taste unusual.\Small Shield\Fire: 0 Water: 0 Ice: 0 Wind: 0 Earth: 0 Lightning: 0 Light: 0 Dark: 0\Hey, isn't this kinda like a game?\Heat Unlock Requirements: None response:	You mean it is one.
context: I guess you get special treatment when you're heroes of legend.\The girl who showed us here was a cutie pie, too.\And our dinner was sumptuous, though it did taste unusual.\Small Shield\Fire: 0 Water: 0 Ice: 0 Wind: 0 Earth: 0 Lightning: 0 Light: 0 Dark: 0\Hey, isn't this kinda like a game?\Heat Unlock Requirements: None\You mean it is one. response:	It's exactly like Emerald Online.
context: The girl who showed us here was a cutie pie, too.\And our dinner was sumptuous, though it did taste unusual.\Small Shield\Fire: 0 Water: 0 Ice: 0 Wind: 0 Earth: 0 Lightning: 0 Light: 0 Dark: 0\Hey, isn't this kinda like a game?\Heat Unlock Requirements: None\You mean it is one.\It's exactly like Emerald Online. response:	Huh? What's that game?
context: And our dinner was sumptuous, though it did taste unusual.\Small Shield\Fire: 0 Water: 0 Ice: 0 Wind: 0 Earth: 0 Lightning: 0 Light: 0 Dark: 0\Hey, isn't this kinda like a game?\Heat Unlock Requirements: None\You mean it is one.\It's exactly like Emerald Online.\Huh? What's that game? response:	Are you serious? It's super famous!
context: Small Shield\Fire: 0 Water: 0 Ice: 0 Wind: 0 Earth: 0 Lightning: 0 Light: 0 Dark: 0\Hey, isn't this kinda like a game?\Heat Unlock Requirements: None\You mean it is one.\It's exactly like Emerald Online.\Huh? What's that game?\Are you serious? It's super famous! response:	What are you talking about?
context: Fire: 0 Water: 0 Ice: 0 Wind: 0 Earth: 0 Lightning: 0 Light: 0 Dark: 0\Hey, isn't this kinda like a game?\Heat Unlock Requirements: None\You mean it is one.\It's exactly like Emerald Online.\Huh? What's that game?\Are you serious? It's super famous!\What are you talking about? response:	This isn't some online game. It's a world out of a console game.
context: Hey, isn't this kinda like a game?\Heat Unlock Requirements: None\You mean it is one.\It's exactly like Emerald Online.\Huh? What's that game?\Are you serious? It's super famous!\What are you talking about?\This isn't some online game. It's a world out of a console game. response:	It's called Dimension Web.
context: Heat Unlock Requirements: None\You mean it is one.\It's exactly like Emerald Online.\Huh? What's that game?\Are you serious? It's super famous!\What are you talking about?\This isn't some online game. It's a world out of a console game.\It's called Dimension Web. response:	You're wrong. It's a VRMMO.
context: You mean it is one.\It's exactly like Emerald Online.\Huh? What's that game?\Are you serious? It's super famous!\What are you talking about?\This isn't some online game. It's a world out of a console game.\It's called Dimension Web.\You're wrong. It's a VRMMO. response:	It's pretty much the exact same as Brave Star Online.
context: It's exactly like Emerald Online.\Huh? What's that game?\Are you serious? It's super famous!\What are you talking about?\This isn't some online game. It's a world out of a console game.\It's called Dimension Web.\You're wrong. It's a VRMMO.\It's pretty much the exact same as Brave Star Online. response:	Let's sort out the information we have.
context: Huh? What's that game?\Are you serious? It's super famous!\What are you talking about?\This isn't some online game. It's a world out of a console game.\It's called Dimension Web.\You're wrong. It's a VRMMO.\It's pretty much the exact same as Brave Star Online.\Let's sort out the information we have. response:	Ren, can we take VRMMO literally?
context: Are you serious? It's super famous!\What are you talking about?\This isn't some online game. It's a world out of a console game.\It's called Dimension Web.\You're wrong. It's a VRMMO.\It's pretty much the exact same as Brave Star Online.\Let's sort out the information we have.\Ren, can we take VRMMO literally? response:	Yeah.
context: What are you talking about?\This isn't some online game. It's a world out of a console game.\It's called Dimension Web.\You're wrong. It's a VRMMO.\It's pretty much the exact same as Brave Star Online.\Let's sort out the information we have.\Ren, can we take VRMMO literally?\Yeah. response:	You guys get what means too, right?
context: This isn't some online game. It's a world out of a console game.\It's called Dimension Web.\You're wrong. It's a VRMMO.\It's pretty much the exact same as Brave Star Online.\Let's sort out the information we have.\Ren, can we take VRMMO literally?\Yeah.\You guys get what means too, right? response:	I think a sci-fi game I'm familiar with explored the concept.
context: It's called Dimension Web.\You're wrong. It's a VRMMO.\It's pretty much the exact same as Brave Star Online.\Let's sort out the information we have.\Ren, can we take VRMMO literally?\Yeah.\You guys get what means too, right?\I think a sci-fi game I'm familiar with explored the concept. response:	I've read about them in LNs, yeah.
context: You're wrong. It's a VRMMO.\It's pretty much the exact same as Brave Star Online.\Let's sort out the information we have.\Ren, can we take VRMMO literally?\Yeah.\You guys get what means too, right?\I think a sci-fi game I'm familiar with explored the concept.\I've read about them in LNs, yeah. response:	Just to be sure, let's check our general knowledge.
context: It's pretty much the exact same as Brave Star Online.\Let's sort out the information we have.\Ren, can we take VRMMO literally?\Yeah.\You guys get what means too, right?\I think a sci-fi game I'm familiar with explored the concept.\I've read about them in LNs, yeah.\Just to be sure, let's check our general knowledge. response:	Who's the person on the thousand yen bill?
context: Let's sort out the information we have.\Ren, can we take VRMMO literally?\Yeah.\You guys get what means too, right?\I think a sci-fi game I'm familiar with explored the concept.\I've read about them in LNs, yeah.\Just to be sure, let's check our general knowledge.\Who's the person on the thousand yen bill? response:	One, two...
context: Ren, can we take VRMMO literally?\Yeah.\You guys get what means too, right?\I think a sci-fi game I'm familiar with explored the concept.\I've read about them in LNs, yeah.\Just to be sure, let's check our general knowledge.\Who's the person on the thousand yen bill?\One, two... response:	Yawara Gotaro.
context: Yeah.\You guys get what means too, right?\I think a sci-fi game I'm familiar with explored the concept.\I've read about them in LNs, yeah.\Just to be sure, let's check our general knowledge.\Who's the person on the thousand yen bill?\One, two...\Yawara Gotaro. response:	Yuda Masato.
context: You guys get what means too, right?\I think a sci-fi game I'm familiar with explored the concept.\I've read about them in LNs, yeah.\Just to be sure, let's check our general knowledge.\Who's the person on the thousand yen bill?\One, two...\Yawara Gotaro.\Yuda Masato. response:	Kodaka Enichi.
context: I think a sci-fi game I'm familiar with explored the concept.\I've read about them in LNs, yeah.\Just to be sure, let's check our general knowledge.\Who's the person on the thousand yen bill?\One, two...\Yawara Gotaro.\Yuda Masato.\Kodaka Enichi. response:	Noguchi Hideyo.
context: I've read about them in LNs, yeah.\Just to be sure, let's check our general knowledge.\Who's the person on the thousand yen bill?\One, two...\Yawara Gotaro.\Yuda Masato.\Kodaka Enichi.\Noguchi Hideyo. response:	Who?!
context: Just to be sure, let's check our general knowledge.\Who's the person on the thousand yen bill?\One, two...\Yawara Gotaro.\Yuda Masato.\Kodaka Enichi.\Noguchi Hideyo.\Who?! response:	What won Buzzword of the Year last year?!
context: Who's the person on the thousand yen bill?\One, two...\Yawara Gotaro.\Yuda Masato.\Kodaka Enichi.\Noguchi Hideyo.\Who?!\What won Buzzword of the Year last year?! response:	Your favorite voice actors?
context: One, two...\Yawara Gotaro.\Yuda Masato.\Kodaka Enichi.\Noguchi Hideyo.\Who?!\What won Buzzword of the Year last year?!\Your favorite voice actors? response:	Which countries won World War II?
context: Yawara Gotaro.\Yuda Masato.\Kodaka Enichi.\Noguchi Hideyo.\Who?!\What won Buzzword of the Year last year?!\Your favorite voice actors?\Which countries won World War II? response:	Who's the Prime Minister?
context: Yuda Masato.\Kodaka Enichi.\Noguchi Hideyo.\Who?!\What won Buzzword of the Year last year?!\Your favorite voice actors?\Which countries won World War II?\Who's the Prime Minister? response:	It seems we're all from different versions of Japan.
context: Kodaka Enichi.\Noguchi Hideyo.\Who?!\What won Buzzword of the Year last year?!\Your favorite voice actors?\Which countries won World War II?\Who's the Prime Minister?\It seems we're all from different versions of Japan. response:	Looks like it. They sound nothing alike.
context: Noguchi Hideyo.\Who?!\What won Buzzword of the Year last year?!\Your favorite voice actors?\Which countries won World War II?\Who's the Prime Minister?\It seems we're all from different versions of Japan.\Looks like it. They sound nothing alike. response:	So there are parallel world Japans out there too, huh?
context: Who?!\What won Buzzword of the Year last year?!\Your favorite voice actors?\Which countries won World War II?\Who's the Prime Minister?\It seems we're all from different versions of Japan.\Looks like it. They sound nothing alike.\So there are parallel world Japans out there too, huh? response:	I thought we might just be from different eras,
context: What won Buzzword of the Year last year?!\Your favorite voice actors?\Which countries won World War II?\Who's the Prime Minister?\It seems we're all from different versions of Japan.\Looks like it. They sound nothing alike.\So there are parallel world Japans out there too, huh?\I thought we might just be from different eras, response:	but I guess not, if they're so different.
context: Your favorite voice actors?\Which countries won World War II?\Who's the Prime Minister?\It seems we're all from different versions of Japan.\Looks like it. They sound nothing alike.\So there are parallel world Japans out there too, huh?\I thought we might just be from different eras,\but I guess not, if they're so different. response:	And I can't believe all three of you played games that are just like this world.
context: Which countries won World War II?\Who's the Prime Minister?\It seems we're all from different versions of Japan.\Looks like it. They sound nothing alike.\So there are parallel world Japans out there too, huh?\I thought we might just be from different eras,\but I guess not, if they're so different.\And I can't believe all three of you played games that are just like this world. response:	Why am I the only one unfamiliar with this stuff?
context: Who's the Prime Minister?\It seems we're all from different versions of Japan.\Looks like it. They sound nothing alike.\So there are parallel world Japans out there too, huh?\I thought we might just be from different eras,\but I guess not, if they're so different.\And I can't believe all three of you played games that are just like this world.\Why am I the only one unfamiliar with this stuff? response:	Huh? What is it?
context: It seems we're all from different versions of Japan.\Looks like it. They sound nothing alike.\So there are parallel world Japans out there too, huh?\I thought we might just be from different eras,\but I guess not, if they're so different.\And I can't believe all three of you played games that are just like this world.\Why am I the only one unfamiliar with this stuff?\Huh? What is it? response:	W-Well, I just thought it might because you're the Shield Hero.
context: Looks like it. They sound nothing alike.\So there are parallel world Japans out there too, huh?\I thought we might just be from different eras,\but I guess not, if they're so different.\And I can't believe all three of you played games that are just like this world.\Why am I the only one unfamiliar with this stuff?\Huh? What is it?\W-Well, I just thought it might because you're the Shield Hero. response:	Oh, you too?
context: So there are parallel world Japans out there too, huh?\I thought we might just be from different eras,\but I guess not, if they're so different.\And I can't believe all three of you played games that are just like this world.\Why am I the only one unfamiliar with this stuff?\Huh? What is it?\W-Well, I just thought it might because you're the Shield Hero.\Oh, you too? response:	It's only natural.
context: I thought we might just be from different eras,\but I guess not, if they're so different.\And I can't believe all three of you played games that are just like this world.\Why am I the only one unfamiliar with this stuff?\Huh? What is it?\W-Well, I just thought it might because you're the Shield Hero.\Oh, you too?\It's only natural. response:	Wh-What're you guys talking about? Is there something wrong with the shield?
context: but I guess not, if they're so different.\And I can't believe all three of you played games that are just like this world.\Why am I the only one unfamiliar with this stuff?\Huh? What is it?\W-Well, I just thought it might because you're the Shield Hero.\Oh, you too?\It's only natural.\Wh-What're you guys talking about? Is there something wrong with the shield? response:	All right. Big Bro Motoyasu's gonna get you up to speed on the basics.
context: And I can't believe all three of you played games that are just like this world.\Why am I the only one unfamiliar with this stuff?\Huh? What is it?\W-Well, I just thought it might because you're the Shield Hero.\Oh, you too?\It's only natural.\Wh-What're you guys talking about? Is there something wrong with the shield?\All right. Big Bro Motoyasu's gonna get you up to speed on the basics. response:	As far as I know, the Shielder,
context: Why am I the only one unfamiliar with this stuff?\Huh? What is it?\W-Well, I just thought it might because you're the Shield Hero.\Oh, you too?\It's only natural.\Wh-What're you guys talking about? Is there something wrong with the shield?\All right. Big Bro Motoyasu's gonna get you up to speed on the basics.\As far as I know, the Shielder, response:	the class that specializes in the shield...
context: Huh? What is it?\W-Well, I just thought it might because you're the Shield Hero.\Oh, you too?\It's only natural.\Wh-What're you guys talking about? Is there something wrong with the shield?\All right. Big Bro Motoyasu's gonna get you up to speed on the basics.\As far as I know, the Shielder,\the class that specializes in the shield... response:	Yeah?
context: W-Well, I just thought it might because you're the Shield Hero.\Oh, you too?\It's only natural.\Wh-What're you guys talking about? Is there something wrong with the shield?\All right. Big Bro Motoyasu's gonna get you up to speed on the basics.\As far as I know, the Shielder,\the class that specializes in the shield...\Yeah? response:	No!
context: Oh, you too?\It's only natural.\Wh-What're you guys talking about? Is there something wrong with the shield?\All right. Big Bro Motoyasu's gonna get you up to speed on the basics.\As far as I know, the Shielder,\the class that specializes in the shield...\Yeah?\No! response:	How about in your worlds?
context: It's only natural.\Wh-What're you guys talking about? Is there something wrong with the shield?\All right. Big Bro Motoyasu's gonna get you up to speed on the basics.\As far as I know, the Shielder,\the class that specializes in the shield...\Yeah?\No!\How about in your worlds? response:	Sorry.
context: Wh-What're you guys talking about? Is there something wrong with the shield?\All right. Big Bro Motoyasu's gonna get you up to speed on the basics.\As far as I know, the Shielder,\the class that specializes in the shield...\Yeah?\No!\How about in your worlds?\Sorry. response:	Likewise.
context: All right. Big Bro Motoyasu's gonna get you up to speed on the basics.\As far as I know, the Shielder,\the class that specializes in the shield...\Yeah?\No!\How about in your worlds?\Sorry.\Likewise. response:	How's the terrain here?
context: As far as I know, the Shielder,\the class that specializes in the shield...\Yeah?\No!\How about in your worlds?\Sorry.\Likewise.\How's the terrain here? response:	Very similar to what I'm familiar with.
context: the class that specializes in the shield...\Yeah?\No!\How about in your worlds?\Sorry.\Likewise.\How's the terrain here?\Very similar to what I'm familiar with. response:	Each weapon has its own ideal hunting ground, so let's spread out.
context: Yeah?\No!\How about in your worlds?\Sorry.\Likewise.\How's the terrain here?\Very similar to what I'm familiar with.\Each weapon has its own ideal hunting ground, so let's spread out. response:	Well, whatever.
context: No!\How about in your worlds?\Sorry.\Likewise.\How's the terrain here?\Very similar to what I'm familiar with.\Each weapon has its own ideal hunting ground, so let's spread out.\Well, whatever. response:	If I'm weak, I can just rely on my party.
context: How about in your worlds?\Sorry.\Likewise.\How's the terrain here?\Very similar to what I'm familiar with.\Each weapon has its own ideal hunting ground, so let's spread out.\Well, whatever.\If I'm weak, I can just rely on my party. response:	It might have girls and all, too.
context: Sorry.\Likewise.\How's the terrain here?\Very similar to what I'm familiar with.\Each weapon has its own ideal hunting ground, so let's spread out.\Well, whatever.\If I'm weak, I can just rely on my party.\It might have girls and all, too. response:	The shield's role would be to thwart enemy attacks and defend the party, right?
context: Likewise.\How's the terrain here?\Very similar to what I'm familiar with.\Each weapon has its own ideal hunting ground, so let's spread out.\Well, whatever.\If I'm weak, I can just rely on my party.\It might have girls and all, too.\The shield's role would be to thwart enemy attacks and defend the party, right? response:	And while my life back home was devoid of romance, I might just meet The One here.
context: How's the terrain here?\Very similar to what I'm familiar with.\Each weapon has its own ideal hunting ground, so let's spread out.\Well, whatever.\If I'm weak, I can just rely on my party.\It might have girls and all, too.\The shield's role would be to thwart enemy attacks and defend the party, right?\And while my life back home was devoid of romance, I might just meet The One here. response:	It'll be fine. I've been summoned to another world, after all.
context: Very similar to what I'm familiar with.\Each weapon has its own ideal hunting ground, so let's spread out.\Well, whatever.\If I'm weak, I can just rely on my party.\It might have girls and all, too.\The shield's role would be to thwart enemy attacks and defend the party, right?\And while my life back home was devoid of romance, I might just meet The One here.\It'll be fine. I've been summoned to another world, after all. response:	Even if I'm weak, things will work out.
context: Each weapon has its own ideal hunting ground, so let's spread out.\Well, whatever.\If I'm weak, I can just rely on my party.\It might have girls and all, too.\The shield's role would be to thwart enemy attacks and defend the party, right?\And while my life back home was devoid of romance, I might just meet The One here.\It'll be fine. I've been summoned to another world, after all.\Even if I'm weak, things will work out. response:	All right! I'm gonna give it my all!
context: Well, whatever.\If I'm weak, I can just rely on my party.\It might have girls and all, too.\The shield's role would be to thwart enemy attacks and defend the party, right?\And while my life back home was devoid of romance, I might just meet The One here.\It'll be fine. I've been summoned to another world, after all.\Even if I'm weak, things will work out.\All right! I'm gonna give it my all! response:	R-Right.
context: If I'm weak, I can just rely on my party.\It might have girls and all, too.\The shield's role would be to thwart enemy attacks and defend the party, right?\And while my life back home was devoid of romance, I might just meet The One here.\It'll be fine. I've been summoned to another world, after all.\Even if I'm weak, things will work out.\All right! I'm gonna give it my all!\R-Right. response:	We have to set out on adventures tomorrow.
context: It might have girls and all, too.\The shield's role would be to thwart enemy attacks and defend the party, right?\And while my life back home was devoid of romance, I might just meet The One here.\It'll be fine. I've been summoned to another world, after all.\Even if I'm weak, things will work out.\All right! I'm gonna give it my all!\R-Right.\We have to set out on adventures tomorrow. response:	Let's head back to our rooms and get a good night's sleep.
context: The shield's role would be to thwart enemy attacks and defend the party, right?\And while my life back home was devoid of romance, I might just meet The One here.\It'll be fine. I've been summoned to another world, after all.\Even if I'm weak, things will work out.\All right! I'm gonna give it my all!\R-Right.\We have to set out on adventures tomorrow.\Let's head back to our rooms and get a good night's sleep. response:	Do you think they have baths here?
context: And while my life back home was devoid of romance, I might just meet The One here.\It'll be fine. I've been summoned to another world, after all.\Even if I'm weak, things will work out.\All right! I'm gonna give it my all!\R-Right.\We have to set out on adventures tomorrow.\Let's head back to our rooms and get a good night's sleep.\Do you think they have baths here? response:	It's quite likely you'll have to go outdoors.
context: It'll be fine. I've been summoned to another world, after all.\Even if I'm weak, things will work out.\All right! I'm gonna give it my all!\R-Right.\We have to set out on adventures tomorrow.\Let's head back to our rooms and get a good night's sleep.\Do you think they have baths here?\It's quite likely you'll have to go outdoors. response:	That's right.
context: Even if I'm weak, things will work out.\All right! I'm gonna give it my all!\R-Right.\We have to set out on adventures tomorrow.\Let's head back to our rooms and get a good night's sleep.\Do you think they have baths here?\It's quite likely you'll have to go outdoors.\That's right. response:	My grand adventure begins tomorrow!
context: All right! I'm gonna give it my all!\R-Right.\We have to set out on adventures tomorrow.\Let's head back to our rooms and get a good night's sleep.\Do you think they have baths here?\It's quite likely you'll have to go outdoors.\That's right.\My grand adventure begins tomorrow! response:	We have gathered brave warriors who will fight the Waves with you legendary heroes.
context: R-Right.\We have to set out on adventures tomorrow.\Let's head back to our rooms and get a good night's sleep.\Do you think they have baths here?\It's quite likely you'll have to go outdoors.\That's right.\My grand adventure begins tomorrow!\We have gathered brave warriors who will fight the Waves with you legendary heroes. response:	These people will join our parties, huh?
context: We have to set out on adventures tomorrow.\Let's head back to our rooms and get a good night's sleep.\Do you think they have baths here?\It's quite likely you'll have to go outdoors.\That's right.\My grand adventure begins tomorrow!\We have gathered brave warriors who will fight the Waves with you legendary heroes.\These people will join our parties, huh? response:	Wow, there's a real looker here, too.
context: Let's head back to our rooms and get a good night's sleep.\Do you think they have baths here?\It's quite likely you'll have to go outdoors.\That's right.\My grand adventure begins tomorrow!\We have gathered brave warriors who will fight the Waves with you legendary heroes.\These people will join our parties, huh?\Wow, there's a real looker here, too. response:	Now, our future champions!
context: Do you think they have baths here?\It's quite likely you'll have to go outdoors.\That's right.\My grand adventure begins tomorrow!\We have gathered brave warriors who will fight the Waves with you legendary heroes.\These people will join our parties, huh?\Wow, there's a real looker here, too.\Now, our future champions! response:	Time to begin your journey!
context: It's quite likely you'll have to go outdoors.\That's right.\My grand adventure begins tomorrow!\We have gathered brave warriors who will fight the Waves with you legendary heroes.\These people will join our parties, huh?\Wow, there's a real looker here, too.\Now, our future champions!\Time to begin your journey! response:	What? They're the ones choosing?!
context: That's right.\My grand adventure begins tomorrow!\We have gathered brave warriors who will fight the Waves with you legendary heroes.\These people will join our parties, huh?\Wow, there's a real looker here, too.\Now, our future champions!\Time to begin your journey!\What? They're the ones choosing?! response:	Three... four... five...
context: My grand adventure begins tomorrow!\We have gathered brave warriors who will fight the Waves with you legendary heroes.\These people will join our parties, huh?\Wow, there's a real looker here, too.\Now, our future champions!\Time to begin your journey!\What? They're the ones choosing?!\Three... four... five... response:	Yo, King!
context: We have gathered brave warriors who will fight the Waves with you legendary heroes.\These people will join our parties, huh?\Wow, there's a real looker here, too.\Now, our future champions!\Time to begin your journey!\What? They're the ones choosing?!\Three... four... five...\Yo, King! response:	I have to admit, I wasn't expecting this.
context: These people will join our parties, huh?\Wow, there's a real looker here, too.\Now, our future champions!\Time to begin your journey!\What? They're the ones choosing?!\Three... four... five...\Yo, King!\I have to admit, I wasn't expecting this. response:	No volunteers? He must have no charisma.
context: Wow, there's a real looker here, too.\Now, our future champions!\Time to begin your journey!\What? They're the ones choosing?!\Three... four... five...\Yo, King!\I have to admit, I wasn't expecting this.\No volunteers? He must have no charisma. response:	So there have been rumors.
context: Now, our future champions!\Time to begin your journey!\What? They're the ones choosing?!\Three... four... five...\Yo, King!\I have to admit, I wasn't expecting this.\No volunteers? He must have no charisma.\So there have been rumors. response:	Did something happen?
context: Time to begin your journey!\What? They're the ones choosing?!\Three... four... five...\Yo, King!\I have to admit, I wasn't expecting this.\No volunteers? He must have no charisma.\So there have been rumors.\Did something happen? response:	Well, rumors that the Shield Hero is ignorant of this world have spread around town.
context: What? They're the ones choosing?!\Three... four... five...\Yo, King!\I have to admit, I wasn't expecting this.\No volunteers? He must have no charisma.\So there have been rumors.\Did something happen?\Well, rumors that the Shield Hero is ignorant of this world have spread around town. response:	What?
context: Three... four... five...\Yo, King!\I have to admit, I wasn't expecting this.\No volunteers? He must have no charisma.\So there have been rumors.\Did something happen?\Well, rumors that the Shield Hero is ignorant of this world have spread around town.\What? response:	Legend says the heroes come with a firm understanding of our lands.
context: Yo, King!\I have to admit, I wasn't expecting this.\No volunteers? He must have no charisma.\So there have been rumors.\Did something happen?\Well, rumors that the Shield Hero is ignorant of this world have spread around town.\What?\Legend says the heroes come with a firm understanding of our lands. response:	And they seem to think he doesn't meet that criteria.
context: I have to admit, I wasn't expecting this.\No volunteers? He must have no charisma.\So there have been rumors.\Did something happen?\Well, rumors that the Shield Hero is ignorant of this world have spread around town.\What?\Legend says the heroes come with a firm understanding of our lands.\And they seem to think he doesn't meet that criteria. response:	Maybe someone was eavesdropping on our chat last night.
context: No volunteers? He must have no charisma.\So there have been rumors.\Did something happen?\Well, rumors that the Shield Hero is ignorant of this world have spread around town.\What?\Legend says the heroes come with a firm understanding of our lands.\And they seem to think he doesn't meet that criteria.\Maybe someone was eavesdropping on our chat last night. response:	Seriously?
context: So there have been rumors.\Did something happen?\Well, rumors that the Shield Hero is ignorant of this world have spread around town.\What?\Legend says the heroes come with a firm understanding of our lands.\And they seem to think he doesn't meet that criteria.\Maybe someone was eavesdropping on our chat last night.\Seriously? response:	Just for that?
context: Did something happen?\Well, rumors that the Shield Hero is ignorant of this world have spread around town.\What?\Legend says the heroes come with a firm understanding of our lands.\And they seem to think he doesn't meet that criteria.\Maybe someone was eavesdropping on our chat last night.\Seriously?\Just for that? response:	Sure, I may not know much, but...
context: Well, rumors that the Shield Hero is ignorant of this world have spread around town.\What?\Legend says the heroes come with a firm understanding of our lands.\And they seem to think he doesn't meet that criteria.\Maybe someone was eavesdropping on our chat last night.\Seriously?\Just for that?\Sure, I may not know much, but... response:	That aside, Ren, you don't need five! Gimme some of them!
