context: There it is... The old man's ship. response:	Right on time.
context: Well, you said I didn't need any rules.\Didn't you say something about taking care of me with just your pinky?\So what are you going to do,\Otoishi, my senpai?\I'm going to kill you.\You already said that earlier!\Stop saying the same thing over and over, you dumbass!\This agony and pain... response:	What am I supposed to take it out on?
context: Didn't you say something about taking care of me with just your pinky?\So what are you going to do,\Otoishi, my senpai?\I'm going to kill you.\You already said that earlier!\Stop saying the same thing over and over, you dumbass!\This agony and pain...\What am I supposed to take it out on? response:	This rage...
context: So what are you going to do,\Otoishi, my senpai?\I'm going to kill you.\You already said that earlier!\Stop saying the same thing over and over, you dumbass!\This agony and pain...\What am I supposed to take it out on?\This rage... response:	Who do I proclaim it to?!
context: Otoishi, my senpai?\I'm going to kill you.\You already said that earlier!\Stop saying the same thing over and over, you dumbass!\This agony and pain...\What am I supposed to take it out on?\This rage...\Who do I proclaim it to?! response:	He's amazing...
context: I'm going to kill you.\You already said that earlier!\Stop saying the same thing over and over, you dumbass!\This agony and pain...\What am I supposed to take it out on?\This rage...\Who do I proclaim it to?!\He's amazing... response:	Right-Hand Tapping
context: You already said that earlier!\Stop saying the same thing over and over, you dumbass!\This agony and pain...\What am I supposed to take it out on?\This rage...\Who do I proclaim it to?!\He's amazing...\Right-Hand Tapping response:	I'm going to kill
context: Stop saying the same thing over and over, you dumbass!\This agony and pain...\What am I supposed to take it out on?\This rage...\Who do I proclaim it to?!\He's amazing...\Right-Hand Tapping\I'm going to kill response:	your mommas, too!
context: This agony and pain...\What am I supposed to take it out on?\This rage...\Who do I proclaim it to?!\He's amazing...\Right-Hand Tapping\I'm going to kill\your mommas, too! response:	I was able to fully express my heart!
context: What am I supposed to take it out on?\This rage...\Who do I proclaim it to?!\He's amazing...\Right-Hand Tapping\I'm going to kill\your mommas, too!\I was able to fully express my heart! response:	I was able to express the ultimate rage.
context: This rage...\Who do I proclaim it to?!\He's amazing...\Right-Hand Tapping\I'm going to kill\your mommas, too!\I was able to fully express my heart!\I was able to express the ultimate rage. response:	Just try it, Otoishi!
context: Who do I proclaim it to?!\He's amazing...\Right-Hand Tapping\I'm going to kill\your mommas, too!\I was able to fully express my heart!\I was able to express the ultimate rage.\Just try it, Otoishi! response:	Wh-What? The user just...
context: He's amazing...\Right-Hand Tapping\I'm going to kill\your mommas, too!\I was able to fully express my heart!\I was able to express the ultimate rage.\Just try it, Otoishi!\Wh-What? The user just... response:	I can understand his Stand moving at amazing speeds,
context: Right-Hand Tapping\I'm going to kill\your mommas, too!\I was able to fully express my heart!\I was able to express the ultimate rage.\Just try it, Otoishi!\Wh-What? The user just...\I can understand his Stand moving at amazing speeds, response:	but the user himself was actually able to move behind me?
context: I'm going to kill\your mommas, too!\I was able to fully express my heart!\I was able to express the ultimate rage.\Just try it, Otoishi!\Wh-What? The user just...\I can understand his Stand moving at amazing speeds,\but the user himself was actually able to move behind me? response:	Th-That's not it, Josuke!
context: your mommas, too!\I was able to fully express my heart!\I was able to express the ultimate rage.\Just try it, Otoishi!\Wh-What? The user just...\I can understand his Stand moving at amazing speeds,\but the user himself was actually able to move behind me?\Th-That's not it, Josuke! response:	I saw what happened from here.
context: I was able to fully express my heart!\I was able to express the ultimate rage.\Just try it, Otoishi!\Wh-What? The user just...\I can understand his Stand moving at amazing speeds,\but the user himself was actually able to move behind me?\Th-That's not it, Josuke!\I saw what happened from here. response:	It wasn't Otoishi that moved...
context: I was able to express the ultimate rage.\Just try it, Otoishi!\Wh-What? The user just...\I can understand his Stand moving at amazing speeds,\but the user himself was actually able to move behind me?\Th-That's not it, Josuke!\I saw what happened from here.\It wasn't Otoishi that moved... response:	It was you!
context: Just try it, Otoishi!\Wh-What? The user just...\I can understand his Stand moving at amazing speeds,\but the user himself was actually able to move behind me?\Th-That's not it, Josuke!\I saw what happened from here.\It wasn't Otoishi that moved...\It was you! response:	You were moved!
context: Wh-What? The user just...\I can understand his Stand moving at amazing speeds,\but the user himself was actually able to move behind me?\Th-That's not it, Josuke!\I saw what happened from here.\It wasn't Otoishi that moved...\It was you!\You were moved! response:	What?
context: I can understand his Stand moving at amazing speeds,\but the user himself was actually able to move behind me?\Th-That's not it, Josuke!\I saw what happened from here.\It wasn't Otoishi that moved...\It was you!\You were moved!\What? response:	Chili Pepper came out and turned Shining Diamond
context: but the user himself was actually able to move behind me?\Th-That's not it, Josuke!\I saw what happened from here.\It wasn't Otoishi that moved...\It was you!\You were moved!\What?\Chili Pepper came out and turned Shining Diamond response:	180 degrees at incredible speed!
context: Th-That's not it, Josuke!\I saw what happened from here.\It wasn't Otoishi that moved...\It was you!\You were moved!\What?\Chili Pepper came out and turned Shining Diamond\180 degrees at incredible speed! response:	You're facing the ocean, aren't you?
context: I saw what happened from here.\It wasn't Otoishi that moved...\It was you!\You were moved!\What?\Chili Pepper came out and turned Shining Diamond\180 degrees at incredible speed!\You're facing the ocean, aren't you? response:	Chili Pepper came out?
context: It wasn't Otoishi that moved...\It was you!\You were moved!\What?\Chili Pepper came out and turned Shining Diamond\180 degrees at incredible speed!\You're facing the ocean, aren't you?\Chili Pepper came out? response:	Koichi! I haven't seen Chili Pepper at all!
context: It was you!\You were moved!\What?\Chili Pepper came out and turned Shining Diamond\180 degrees at incredible speed!\You're facing the ocean, aren't you?\Chili Pepper came out?\Koichi! I haven't seen Chili Pepper at all! response:	He's underneath the ground!
context: You were moved!\What?\Chili Pepper came out and turned Shining Diamond\180 degrees at incredible speed!\You're facing the ocean, aren't you?\Chili Pepper came out?\Koichi! I haven't seen Chili Pepper at all!\He's underneath the ground! response:	See all the drainage grates around you?
context: What?\Chili Pepper came out and turned Shining Diamond\180 degrees at incredible speed!\You're facing the ocean, aren't you?\Chili Pepper came out?\Koichi! I haven't seen Chili Pepper at all!\He's underneath the ground!\See all the drainage grates around you? response:	His upper body came up from there just now!
context: Chili Pepper came out and turned Shining Diamond\180 degrees at incredible speed!\You're facing the ocean, aren't you?\Chili Pepper came out?\Koichi! I haven't seen Chili Pepper at all!\He's underneath the ground!\See all the drainage grates around you?\His upper body came up from there just now! response:	There must be electrical wires running all over under there!
context: 180 degrees at incredible speed!\You're facing the ocean, aren't you?\Chili Pepper came out?\Koichi! I haven't seen Chili Pepper at all!\He's underneath the ground!\See all the drainage grates around you?\His upper body came up from there just now!\There must be electrical wires running all over under there! response:	I'm strong when I reflect on my actions.
context: You're facing the ocean, aren't you?\Chili Pepper came out?\Koichi! I haven't seen Chili Pepper at all!\He's underneath the ground!\See all the drainage grates around you?\His upper body came up from there just now!\There must be electrical wires running all over under there!\I'm strong when I reflect on my actions. response:	Behind you to your right! There it is!
context: Chili Pepper came out?\Koichi! I haven't seen Chili Pepper at all!\He's underneath the ground!\See all the drainage grates around you?\His upper body came up from there just now!\There must be electrical wires running all over under there!\I'm strong when I reflect on my actions.\Behind you to your right! There it is! response:	Now it's behind you!
context: Koichi! I haven't seen Chili Pepper at all!\He's underneath the ground!\See all the drainage grates around you?\His upper body came up from there just now!\There must be electrical wires running all over under there!\I'm strong when I reflect on my actions.\Behind you to your right! There it is!\Now it's behind you! response:	It keeps running back into the electrical wires!
context: He's underneath the ground!\See all the drainage grates around you?\His upper body came up from there just now!\There must be electrical wires running all over under there!\I'm strong when I reflect on my actions.\Behind you to your right! There it is!\Now it's behind you!\It keeps running back into the electrical wires! response:	And at light speed!
context: See all the drainage grates around you?\His upper body came up from there just now!\There must be electrical wires running all over under there!\I'm strong when I reflect on my actions.\Behind you to your right! There it is!\Now it's behind you!\It keeps running back into the electrical wires!\And at light speed! response:	Jotaro's the only one who can keep up, after all!
context: His upper body came up from there just now!\There must be electrical wires running all over under there!\I'm strong when I reflect on my actions.\Behind you to your right! There it is!\Now it's behind you!\It keeps running back into the electrical wires!\And at light speed!\Jotaro's the only one who can keep up, after all! response:	You don't have time to dig up the asphalt
context: There must be electrical wires running all over under there!\I'm strong when I reflect on my actions.\Behind you to your right! There it is!\Now it's behind you!\It keeps running back into the electrical wires!\And at light speed!\Jotaro's the only one who can keep up, after all!\You don't have time to dig up the asphalt response:	and cut all the wires underground, Josuke Higashikata.
context: I'm strong when I reflect on my actions.\Behind you to your right! There it is!\Now it's behind you!\It keeps running back into the electrical wires!\And at light speed!\Jotaro's the only one who can keep up, after all!\You don't have time to dig up the asphalt\and cut all the wires underground, Josuke Higashikata. response:	And the more big holes you make in the ground...
context: Behind you to your right! There it is!\Now it's behind you!\It keeps running back into the electrical wires!\And at light speed!\Jotaro's the only one who can keep up, after all!\You don't have time to dig up the asphalt\and cut all the wires underground, Josuke Higashikata.\And the more big holes you make in the ground... response:	The more places I can pop up from!
context: Now it's behind you!\It keeps running back into the electrical wires!\And at light speed!\Jotaro's the only one who can keep up, after all!\You don't have time to dig up the asphalt\and cut all the wires underground, Josuke Higashikata.\And the more big holes you make in the ground...\The more places I can pop up from! response:	Josuke! To your right!
context: It keeps running back into the electrical wires!\And at light speed!\Jotaro's the only one who can keep up, after all!\You don't have time to dig up the asphalt\and cut all the wires underground, Josuke Higashikata.\And the more big holes you make in the ground...\The more places I can pop up from!\Josuke! To your right! response:	In front of you!
context: And at light speed!\Jotaro's the only one who can keep up, after all!\You don't have time to dig up the asphalt\and cut all the wires underground, Josuke Higashikata.\And the more big holes you make in the ground...\The more places I can pop up from!\Josuke! To your right!\In front of you! response:	Behind you!
context: Jotaro's the only one who can keep up, after all!\You don't have time to dig up the asphalt\and cut all the wires underground, Josuke Higashikata.\And the more big holes you make in the ground...\The more places I can pop up from!\Josuke! To your right!\In front of you!\Behind you! response:	No, wait! Um...
context: You don't have time to dig up the asphalt\and cut all the wires underground, Josuke Higashikata.\And the more big holes you make in the ground...\The more places I can pop up from!\Josuke! To your right!\In front of you!\Behind you!\No, wait! Um... response:	It's like insanely hard whack-a-mole!
context: and cut all the wires underground, Josuke Higashikata.\And the more big holes you make in the ground...\The more places I can pop up from!\Josuke! To your right!\In front of you!\Behind you!\No, wait! Um...\It's like insanely hard whack-a-mole! response:	He's moving too fast for me to tell where he'll come from!
context: And the more big holes you make in the ground...\The more places I can pop up from!\Josuke! To your right!\In front of you!\Behind you!\No, wait! Um...\It's like insanely hard whack-a-mole!\He's moving too fast for me to tell where he'll come from! response:	You should really stop relying on guesswork!
context: The more places I can pop up from!\Josuke! To your right!\In front of you!\Behind you!\No, wait! Um...\It's like insanely hard whack-a-mole!\He's moving too fast for me to tell where he'll come from!\You should really stop relying on guesswork! response:	Josuke...
context: Josuke! To your right!\In front of you!\Behind you!\No, wait! Um...\It's like insanely hard whack-a-mole!\He's moving too fast for me to tell where he'll come from!\You should really stop relying on guesswork!\Josuke... response:	And I still have two minutes left...
context: In front of you!\Behind you!\No, wait! Um...\It's like insanely hard whack-a-mole!\He's moving too fast for me to tell where he'll come from!\You should really stop relying on guesswork!\Josuke...\And I still have two minutes left... response:	That's plenty of time to finish you.
context: Behind you!\No, wait! Um...\It's like insanely hard whack-a-mole!\He's moving too fast for me to tell where he'll come from!\You should really stop relying on guesswork!\Josuke...\And I still have two minutes left...\That's plenty of time to finish you. response:	Koichi, watch where Chili Pepper comes from and tell me.
context: No, wait! Um...\It's like insanely hard whack-a-mole!\He's moving too fast for me to tell where he'll come from!\You should really stop relying on guesswork!\Josuke...\And I still have two minutes left...\That's plenty of time to finish you.\Koichi, watch where Chili Pepper comes from and tell me. response:	I can't tell because I'm too close!
context: It's like insanely hard whack-a-mole!\He's moving too fast for me to tell where he'll come from!\You should really stop relying on guesswork!\Josuke...\And I still have two minutes left...\That's plenty of time to finish you.\Koichi, watch where Chili Pepper comes from and tell me.\I can't tell because I'm too close! response:	I-I can't tell, either!
context: He's moving too fast for me to tell where he'll come from!\You should really stop relying on guesswork!\Josuke...\And I still have two minutes left...\That's plenty of time to finish you.\Koichi, watch where Chili Pepper comes from and tell me.\I can't tell because I'm too close!\I-I can't tell, either! response:	Every time I think he's out, he goes back in!
context: You should really stop relying on guesswork!\Josuke...\And I still have two minutes left...\That's plenty of time to finish you.\Koichi, watch where Chili Pepper comes from and tell me.\I can't tell because I'm too close!\I-I can't tell, either!\Every time I think he's out, he goes back in! response:	Watch carefully, Koichi.
context: Josuke...\And I still have two minutes left...\That's plenty of time to finish you.\Koichi, watch where Chili Pepper comes from and tell me.\I can't tell because I'm too close!\I-I can't tell, either!\Every time I think he's out, he goes back in!\Watch carefully, Koichi. response:	You should be able to tell what I'm thinking by now.
context: And I still have two minutes left...\That's plenty of time to finish you.\Koichi, watch where Chili Pepper comes from and tell me.\I can't tell because I'm too close!\I-I can't tell, either!\Every time I think he's out, he goes back in!\Watch carefully, Koichi.\You should be able to tell what I'm thinking by now. response:	Huh? What you're thinking?
context: That's plenty of time to finish you.\Koichi, watch where Chili Pepper comes from and tell me.\I can't tell because I'm too close!\I-I can't tell, either!\Every time I think he's out, he goes back in!\Watch carefully, Koichi.\You should be able to tell what I'm thinking by now.\Huh? What you're thinking? response:	I-It's all squishy!
context: Koichi, watch where Chili Pepper comes from and tell me.\I can't tell because I'm too close!\I-I can't tell, either!\Every time I think he's out, he goes back in!\Watch carefully, Koichi.\You should be able to tell what I'm thinking by now.\Huh? What you're thinking?\I-It's all squishy! response:	The asphalt's been turned into coal tar...
context: I can't tell because I'm too close!\I-I can't tell, either!\Every time I think he's out, he goes back in!\Watch carefully, Koichi.\You should be able to tell what I'm thinking by now.\Huh? What you're thinking?\I-It's all squishy!\The asphalt's been turned into coal tar... response:	And the grates are covered by the oil film from the coal tar!
context: I-I can't tell, either!\Every time I think he's out, he goes back in!\Watch carefully, Koichi.\You should be able to tell what I'm thinking by now.\Huh? What you're thinking?\I-It's all squishy!\The asphalt's been turned into coal tar...\And the grates are covered by the oil film from the coal tar! response:	I got it!
context: Every time I think he's out, he goes back in!\Watch carefully, Koichi.\You should be able to tell what I'm thinking by now.\Huh? What you're thinking?\I-It's all squishy!\The asphalt's been turned into coal tar...\And the grates are covered by the oil film from the coal tar!\I got it! response:	When he hit the ground earlier,
context: Watch carefully, Koichi.\You should be able to tell what I'm thinking by now.\Huh? What you're thinking?\I-It's all squishy!\The asphalt's been turned into coal tar...\And the grates are covered by the oil film from the coal tar!\I got it!\When he hit the ground earlier, response:	he turned the asphalt's base into something else when he fixed it!
context: You should be able to tell what I'm thinking by now.\Huh? What you're thinking?\I-It's all squishy!\The asphalt's been turned into coal tar...\And the grates are covered by the oil film from the coal tar!\I got it!\When he hit the ground earlier,\he turned the asphalt's base into something else when he fixed it! response:	Which means...
context: Huh? What you're thinking?\I-It's all squishy!\The asphalt's been turned into coal tar...\And the grates are covered by the oil film from the coal tar!\I got it!\When he hit the ground earlier,\he turned the asphalt's base into something else when he fixed it!\Which means... response:	Behind you, to your left!
context: I-It's all squishy!\The asphalt's been turned into coal tar...\And the grates are covered by the oil film from the coal tar!\I got it!\When he hit the ground earlier,\he turned the asphalt's base into something else when he fixed it!\Which means...\Behind you, to your left! response:	Gurb
context: The asphalt's been turned into coal tar...\And the grates are covered by the oil film from the coal tar!\I got it!\When he hit the ground earlier,\he turned the asphalt's base into something else when he fixed it!\Which means...\Behind you, to your left!\Gurb response:	Yeah! Bull's eye!
context: And the grates are covered by the oil film from the coal tar!\I got it!\When he hit the ground earlier,\he turned the asphalt's base into something else when he fixed it!\Which means...\Behind you, to your left!\Gurb\Yeah! Bull's eye! response:	Bull's eye? That's great.
context: I got it!\When he hit the ground earlier,\he turned the asphalt's base into something else when he fixed it!\Which means...\Behind you, to your left!\Gurb\Yeah! Bull's eye!\Bull's eye? That's great. response:	Do I get a prize
context: When he hit the ground earlier,\he turned the asphalt's base into something else when he fixed it!\Which means...\Behind you, to your left!\Gurb\Yeah! Bull's eye!\Bull's eye? That's great.\Do I get a prize response:	if I keep hitting him?
context: he turned the asphalt's base into something else when he fixed it!\Which means...\Behind you, to your left!\Gurb\Yeah! Bull's eye!\Bull's eye? That's great.\Do I get a prize\if I keep hitting him? response:	Chi
context: Which means...\Behind you, to your left!\Gurb\Yeah! Bull's eye!\Bull's eye? That's great.\Do I get a prize\if I keep hitting him?\Chi response:	Chili
context: Behind you, to your left!\Gurb\Yeah! Bull's eye!\Bull's eye? That's great.\Do I get a prize\if I keep hitting him?\Chi\Chili response:	Chili Pe
context: Gurb\Yeah! Bull's eye!\Bull's eye? That's great.\Do I get a prize\if I keep hitting him?\Chi\Chili\Chili Pe response:	Chili Pep
context: Yeah! Bull's eye!\Bull's eye? That's great.\Do I get a prize\if I keep hitting him?\Chi\Chili\Chili Pe\Chili Pep response:	Chili Pepper
context: Bull's eye? That's great.\Do I get a prize\if I keep hitting him?\Chi\Chili\Chili Pe\Chili Pep\Chili Pepper response:	Akira
context: Do I get a prize\if I keep hitting him?\Chi\Chili\Chili Pe\Chili Pep\Chili Pepper\Akira response:	Akira Oto
context: if I keep hitting him?\Chi\Chili\Chili Pe\Chili Pep\Chili Pepper\Akira\Akira Oto response:	Akira Otoishi
context: Chi\Chili\Chili Pe\Chili Pep\Chili Pepper\Akira\Akira Oto\Akira Otoishi response:	It's the boat! I can see the Traffic!
context: Chili\Chili Pe\Chili Pep\Chili Pepper\Akira\Akira Oto\Akira Otoishi\It's the boat! I can see the Traffic! response:	W-We're almost there!
context: Chili Pe\Chili Pep\Chili Pepper\Akira\Akira Oto\Akira Otoishi\It's the boat! I can see the Traffic!\W-We're almost there! response:	Don't let your guard down yet.
context: Chili Pep\Chili Pepper\Akira\Akira Oto\Akira Otoishi\It's the boat! I can see the Traffic!\W-We're almost there!\Don't let your guard down yet. response:	Huh?
context: Chili Pepper\Akira\Akira Oto\Akira Otoishi\It's the boat! I can see the Traffic!\W-We're almost there!\Don't let your guard down yet.\Huh? response:	Wh-What the hell is that?
context: Akira\Akira Oto\Akira Otoishi\It's the boat! I can see the Traffic!\W-We're almost there!\Don't let your guard down yet.\Huh?\Wh-What the hell is that? response:	Josuke! Koichi!
context: Akira Oto\Akira Otoishi\It's the boat! I can see the Traffic!\W-We're almost there!\Don't let your guard down yet.\Huh?\Wh-What the hell is that?\Josuke! Koichi! response:	I-It's so bright!
context: Akira Otoishi\It's the boat! I can see the Traffic!\W-We're almost there!\Don't let your guard down yet.\Huh?\Wh-What the hell is that?\Josuke! Koichi!\I-It's so bright! response:	It seems that I wasn't taking you seriously enough, Josuke Higashikata.
context: It's the boat! I can see the Traffic!\W-We're almost there!\Don't let your guard down yet.\Huh?\Wh-What the hell is that?\Josuke! Koichi!\I-It's so bright!\It seems that I wasn't taking you seriously enough, Josuke Higashikata. response:	I have to give up these foolish thoughts,
context: W-We're almost there!\Don't let your guard down yet.\Huh?\Wh-What the hell is that?\Josuke! Koichi!\I-It's so bright!\It seems that I wasn't taking you seriously enough, Josuke Higashikata.\I have to give up these foolish thoughts, response:	don't you think?
context: Don't let your guard down yet.\Huh?\Wh-What the hell is that?\Josuke! Koichi!\I-It's so bright!\It seems that I wasn't taking you seriously enough, Josuke Higashikata.\I have to give up these foolish thoughts,\don't you think? response:	I'm concentrating all of Morioh's electricity on my Chili Pepper.
context: Huh?\Wh-What the hell is that?\Josuke! Koichi!\I-It's so bright!\It seems that I wasn't taking you seriously enough, Josuke Higashikata.\I have to give up these foolish thoughts,\don't you think?\I'm concentrating all of Morioh's electricity on my Chili Pepper. response:	The reason I didn't do so before
context: Wh-What the hell is that?\Josuke! Koichi!\I-It's so bright!\It seems that I wasn't taking you seriously enough, Josuke Higashikata.\I have to give up these foolish thoughts,\don't you think?\I'm concentrating all of Morioh's electricity on my Chili Pepper.\The reason I didn't do so before response:	is because the electricity of this whole area, which is my power source,
context: Josuke! Koichi!\I-It's so bright!\It seems that I wasn't taking you seriously enough, Josuke Higashikata.\I have to give up these foolish thoughts,\don't you think?\I'm concentrating all of Morioh's electricity on my Chili Pepper.\The reason I didn't do so before\is because the electricity of this whole area, which is my power source, response:	would be drained to zero for a while!
context: I-It's so bright!\It seems that I wasn't taking you seriously enough, Josuke Higashikata.\I have to give up these foolish thoughts,\don't you think?\I'm concentrating all of Morioh's electricity on my Chili Pepper.\The reason I didn't do so before\is because the electricity of this whole area, which is my power source,\would be drained to zero for a while! response:	But I don't care anymore!
context: It seems that I wasn't taking you seriously enough, Josuke Higashikata.\I have to give up these foolish thoughts,\don't you think?\I'm concentrating all of Morioh's electricity on my Chili Pepper.\The reason I didn't do so before\is because the electricity of this whole area, which is my power source,\would be drained to zero for a while!\But I don't care anymore! response:	After I defeat you two, I just need to fly over there using the RC plane's battery
context: I have to give up these foolish thoughts,\don't you think?\I'm concentrating all of Morioh's electricity on my Chili Pepper.\The reason I didn't do so before\is because the electricity of this whole area, which is my power source,\would be drained to zero for a while!\But I don't care anymore!\After I defeat you two, I just need to fly over there using the RC plane's battery response:	and kill Joseph!
context: don't you think?\I'm concentrating all of Morioh's electricity on my Chili Pepper.\The reason I didn't do so before\is because the electricity of this whole area, which is my power source,\would be drained to zero for a while!\But I don't care anymore!\After I defeat you two, I just need to fly over there using the RC plane's battery\and kill Joseph! response:	I-I can't see!
context: I'm concentrating all of Morioh's electricity on my Chili Pepper.\The reason I didn't do so before\is because the electricity of this whole area, which is my power source,\would be drained to zero for a while!\But I don't care anymore!\After I defeat you two, I just need to fly over there using the RC plane's battery\and kill Joseph!\I-I can't see! response:	You bastard...
context: The reason I didn't do so before\is because the electricity of this whole area, which is my power source,\would be drained to zero for a while!\But I don't care anymore!\After I defeat you two, I just need to fly over there using the RC plane's battery\and kill Joseph!\I-I can't see!\You bastard... response:	J-Josuke actually got overpowered!
context: is because the electricity of this whole area, which is my power source,\would be drained to zero for a while!\But I don't care anymore!\After I defeat you two, I just need to fly over there using the RC plane's battery\and kill Joseph!\I-I can't see!\You bastard...\J-Josuke actually got overpowered! response:	Josuke!
context: would be drained to zero for a while!\But I don't care anymore!\After I defeat you two, I just need to fly over there using the RC plane's battery\and kill Joseph!\I-I can't see!\You bastard...\J-Josuke actually got overpowered!\Josuke! response:	Do you see?
context: But I don't care anymore!\After I defeat you two, I just need to fly over there using the RC plane's battery\and kill Joseph!\I-I can't see!\You bastard...\J-Josuke actually got overpowered!\Josuke!\Do you see? response:	All of this town's electricity is on my side!
context: After I defeat you two, I just need to fly over there using the RC plane's battery\and kill Joseph!\I-I can't see!\You bastard...\J-Josuke actually got overpowered!\Josuke!\Do you see?\All of this town's electricity is on my side! response:	I'll be sure to tack the cost of all the electricity
context: and kill Joseph!\I-I can't see!\You bastard...\J-Josuke actually got overpowered!\Josuke!\Do you see?\All of this town's electricity is on my side!\I'll be sure to tack the cost of all the electricity response:	I just used onto your meter.
context: I-I can't see!\You bastard...\J-Josuke actually got overpowered!\Josuke!\Do you see?\All of this town's electricity is on my side!\I'll be sure to tack the cost of all the electricity\I just used onto your meter. response:	This is the end, Josuke!
context: You bastard...\J-Josuke actually got overpowered!\Josuke!\Do you see?\All of this town's electricity is on my side!\I'll be sure to tack the cost of all the electricity\I just used onto your meter.\This is the end, Josuke! response:	A t-tire?!
context: J-Josuke actually got overpowered!\Josuke!\Do you see?\All of this town's electricity is on my side!\I'll be sure to tack the cost of all the electricity\I just used onto your meter.\This is the end, Josuke!\A t-tire?! response:	By the time you realize it, it's probably too late.
context: Josuke!\Do you see?\All of this town's electricity is on my side!\I'll be sure to tack the cost of all the electricity\I just used onto your meter.\This is the end, Josuke!\A t-tire?!\By the time you realize it, it's probably too late. response:	You blew up that tire on purpose, didn't you?
context: Do you see?\All of this town's electricity is on my side!\I'll be sure to tack the cost of all the electricity\I just used onto your meter.\This is the end, Josuke!\A t-tire?!\By the time you realize it, it's probably too late.\You blew up that tire on purpose, didn't you? response:	So you could fix it and trap my Stand inside the tire's rubber!
context: All of this town's electricity is on my side!\I'll be sure to tack the cost of all the electricity\I just used onto your meter.\This is the end, Josuke!\A t-tire?!\By the time you realize it, it's probably too late.\You blew up that tire on purpose, didn't you?\So you could fix it and trap my Stand inside the tire's rubber! response:	That's right! Tire rubber is an insulator, so it doesn't conduct electricity!
context: I'll be sure to tack the cost of all the electricity\I just used onto your meter.\This is the end, Josuke!\A t-tire?!\By the time you realize it, it's probably too late.\You blew up that tire on purpose, didn't you?\So you could fix it and trap my Stand inside the tire's rubber!\That's right! Tire rubber is an insulator, so it doesn't conduct electricity! response:	Chili Pepper won't be able to use electricity!
context: I just used onto your meter.\This is the end, Josuke!\A t-tire?!\By the time you realize it, it's probably too late.\You blew up that tire on purpose, didn't you?\So you could fix it and trap my Stand inside the tire's rubber!\That's right! Tire rubber is an insulator, so it doesn't conduct electricity!\Chili Pepper won't be able to use electricity! response:	Damn it!
context: This is the end, Josuke!\A t-tire?!\By the time you realize it, it's probably too late.\You blew up that tire on purpose, didn't you?\So you could fix it and trap my Stand inside the tire's rubber!\That's right! Tire rubber is an insulator, so it doesn't conduct electricity!\Chili Pepper won't be able to use electricity!\Damn it! response:	Yes! Now we just have to wait for Jotaro...
context: A t-tire?!\By the time you realize it, it's probably too late.\You blew up that tire on purpose, didn't you?\So you could fix it and trap my Stand inside the tire's rubber!\That's right! Tire rubber is an insulator, so it doesn't conduct electricity!\Chili Pepper won't be able to use electricity!\Damn it!\Yes! Now we just have to wait for Jotaro... response:	Just kidding.
context: By the time you realize it, it's probably too late.\You blew up that tire on purpose, didn't you?\So you could fix it and trap my Stand inside the tire's rubber!\That's right! Tire rubber is an insulator, so it doesn't conduct electricity!\Chili Pepper won't be able to use electricity!\Damn it!\Yes! Now we just have to wait for Jotaro...\Just kidding. response:	Huh?
context: You blew up that tire on purpose, didn't you?\So you could fix it and trap my Stand inside the tire's rubber!\That's right! Tire rubber is an insulator, so it doesn't conduct electricity!\Chili Pepper won't be able to use electricity!\Damn it!\Yes! Now we just have to wait for Jotaro...\Just kidding.\Huh? response:	You were going to insulate me with tire rubber?
context: So you could fix it and trap my Stand inside the tire's rubber!\That's right! Tire rubber is an insulator, so it doesn't conduct electricity!\Chili Pepper won't be able to use electricity!\Damn it!\Yes! Now we just have to wait for Jotaro...\Just kidding.\Huh?\You were going to insulate me with tire rubber? response:	It might have worked if it were about a meter thick!
context: That's right! Tire rubber is an insulator, so it doesn't conduct electricity!\Chili Pepper won't be able to use electricity!\Damn it!\Yes! Now we just have to wait for Jotaro...\Just kidding.\Huh?\You were going to insulate me with tire rubber?\It might have worked if it were about a meter thick! response:	Don't make me laugh!
context: Chili Pepper won't be able to use electricity!\Damn it!\Yes! Now we just have to wait for Jotaro...\Just kidding.\Huh?\You were going to insulate me with tire rubber?\It might have worked if it were about a meter thick!\Don't make me laugh! response:	As if this flimsy rubber could have done anything!
context: Damn it!\Yes! Now we just have to wait for Jotaro...\Just kidding.\Huh?\You were going to insulate me with tire rubber?\It might have worked if it were about a meter thick!\Don't make me laugh!\As if this flimsy rubber could have done anything! response:	You dumbass!
context: Yes! Now we just have to wait for Jotaro...\Just kidding.\Huh?\You were going to insulate me with tire rubber?\It might have worked if it were about a meter thick!\Don't make me laugh!\As if this flimsy rubber could have done anything!\You dumbass! response:	Bomu
context: Just kidding.\Huh?\You were going to insulate me with tire rubber?\It might have worked if it were about a meter thick!\Don't make me laugh!\As if this flimsy rubber could have done anything!\You dumbass!\Bomu response:	You've lost, Josuke!
context: Huh?\You were going to insulate me with tire rubber?\It might have worked if it were about a meter thick!\Don't make me laugh!\As if this flimsy rubber could have done anything!\You dumbass!\Bomu\You've lost, Josuke! response:	Great. You would have been much better off
context: You were going to insulate me with tire rubber?\It might have worked if it were about a meter thick!\Don't make me laugh!\As if this flimsy rubber could have done anything!\You dumbass!\Bomu\You've lost, Josuke!\Great. You would have been much better off response:	if you didn't have the power to break through that tire.
context: It might have worked if it were about a meter thick!\Don't make me laugh!\As if this flimsy rubber could have done anything!\You dumbass!\Bomu\You've lost, Josuke!\Great. You would have been much better off\if you didn't have the power to break through that tire. response:	Th-The air from inside the tire!
