context: I cannot approve of this. response:	You could have defeated them both, yet you allowed them to escape.
context: However, you are unskilled as a mage.\There is a chance that an experienced mage could read your thoughts.\So I...\Then, you can't reveal your name to me.\I understand.\I'll leave your Noble Phantasm's use to your discretion.\If that's decided, let's have breakfast.\Before I forget, where did those clothes come from? response:	Rin gave them to me.
context: There is a chance that an experienced mage could read your thoughts.\So I...\Then, you can't reveal your name to me.\I understand.\I'll leave your Noble Phantasm's use to your discretion.\If that's decided, let's have breakfast.\Before I forget, where did those clothes come from?\Rin gave them to me. response:	She said that, since I cannot dematerialize, I require ordinary clothes.
context: So I...\Then, you can't reveal your name to me.\I understand.\I'll leave your Noble Phantasm's use to your discretion.\If that's decided, let's have breakfast.\Before I forget, where did those clothes come from?\Rin gave them to me.\She said that, since I cannot dematerialize, I require ordinary clothes. response:	So she wears prim and proper outfits like that...
context: Then, you can't reveal your name to me.\I understand.\I'll leave your Noble Phantasm's use to your discretion.\If that's decided, let's have breakfast.\Before I forget, where did those clothes come from?\Rin gave them to me.\She said that, since I cannot dematerialize, I require ordinary clothes.\So she wears prim and proper outfits like that... response:	DO NOT ENTER
context: I understand.\I'll leave your Noble Phantasm's use to your discretion.\If that's decided, let's have breakfast.\Before I forget, where did those clothes come from?\Rin gave them to me.\She said that, since I cannot dematerialize, I require ordinary clothes.\So she wears prim and proper outfits like that...\DO NOT ENTER response:	It's faint, but I sense mana residue.
context: I'll leave your Noble Phantasm's use to your discretion.\If that's decided, let's have breakfast.\Before I forget, where did those clothes come from?\Rin gave them to me.\She said that, since I cannot dematerialize, I require ordinary clothes.\So she wears prim and proper outfits like that...\DO NOT ENTER\It's faint, but I sense mana residue. response:	Meaning that was no simple gas leak accident.
context: If that's decided, let's have breakfast.\Before I forget, where did those clothes come from?\Rin gave them to me.\She said that, since I cannot dematerialize, I require ordinary clothes.\So she wears prim and proper outfits like that...\DO NOT ENTER\It's faint, but I sense mana residue.\Meaning that was no simple gas leak accident. response:	How could they involve ordinary people in this?
context: Before I forget, where did those clothes come from?\Rin gave them to me.\She said that, since I cannot dematerialize, I require ordinary clothes.\So she wears prim and proper outfits like that...\DO NOT ENTER\It's faint, but I sense mana residue.\Meaning that was no simple gas leak accident.\How could they involve ordinary people in this? response:	I'm sorry.
context: Rin gave them to me.\She said that, since I cannot dematerialize, I require ordinary clothes.\So she wears prim and proper outfits like that...\DO NOT ENTER\It's faint, but I sense mana residue.\Meaning that was no simple gas leak accident.\How could they involve ordinary people in this?\I'm sorry. response:	The Master is supposed to replenish you, but since I'm such a novice, I can't.
context: She said that, since I cannot dematerialize, I require ordinary clothes.\So she wears prim and proper outfits like that...\DO NOT ENTER\It's faint, but I sense mana residue.\Meaning that was no simple gas leak accident.\How could they involve ordinary people in this?\I'm sorry.\The Master is supposed to replenish you, but since I'm such a novice, I can't. response:	I can minimize my mana expenditure by sleeping.
context: So she wears prim and proper outfits like that...\DO NOT ENTER\It's faint, but I sense mana residue.\Meaning that was no simple gas leak accident.\How could they involve ordinary people in this?\I'm sorry.\The Master is supposed to replenish you, but since I'm such a novice, I can't.\I can minimize my mana expenditure by sleeping. response:	Homurahara Academy Archery Dojo
context: DO NOT ENTER\It's faint, but I sense mana residue.\Meaning that was no simple gas leak accident.\How could they involve ordinary people in this?\I'm sorry.\The Master is supposed to replenish you, but since I'm such a novice, I can't.\I can minimize my mana expenditure by sleeping.\Homurahara Academy Archery Dojo response:	Hello, Emiya residence.
context: It's faint, but I sense mana residue.\Meaning that was no simple gas leak accident.\How could they involve ordinary people in this?\I'm sorry.\The Master is supposed to replenish you, but since I'm such a novice, I can't.\I can minimize my mana expenditure by sleeping.\Homurahara Academy Archery Dojo\Hello, Emiya residence. response:	Hey, Fujimura here!
context: Meaning that was no simple gas leak accident.\How could they involve ordinary people in this?\I'm sorry.\The Master is supposed to replenish you, but since I'm such a novice, I can't.\I can minimize my mana expenditure by sleeping.\Homurahara Academy Archery Dojo\Hello, Emiya residence.\Hey, Fujimura here! response:	Fuji-nee?
context: How could they involve ordinary people in this?\I'm sorry.\The Master is supposed to replenish you, but since I'm such a novice, I can't.\I can minimize my mana expenditure by sleeping.\Homurahara Academy Archery Dojo\Hello, Emiya residence.\Hey, Fujimura here!\Fuji-nee? response:	What is it? I'm a little busy right now.
context: I'm sorry.\The Master is supposed to replenish you, but since I'm such a novice, I can't.\I can minimize my mana expenditure by sleeping.\Homurahara Academy Archery Dojo\Hello, Emiya residence.\Hey, Fujimura here!\Fuji-nee?\What is it? I'm a little busy right now. response:	Well, so am I!
context: The Master is supposed to replenish you, but since I'm such a novice, I can't.\I can minimize my mana expenditure by sleeping.\Homurahara Academy Archery Dojo\Hello, Emiya residence.\Hey, Fujimura here!\Fuji-nee?\What is it? I'm a little busy right now.\Well, so am I! response:	I'm giving up my day off for my students.
context: I can minimize my mana expenditure by sleeping.\Homurahara Academy Archery Dojo\Hello, Emiya residence.\Hey, Fujimura here!\Fuji-nee?\What is it? I'm a little busy right now.\Well, so am I!\I'm giving up my day off for my students. response:	Anyway, make me a lunch and bring it to the archery dojo ASAP!
context: Homurahara Academy Archery Dojo\Hello, Emiya residence.\Hey, Fujimura here!\Fuji-nee?\What is it? I'm a little busy right now.\Well, so am I!\I'm giving up my day off for my students.\Anyway, make me a lunch and bring it to the archery dojo ASAP! response:	That will be all!
context: Hello, Emiya residence.\Hey, Fujimura here!\Fuji-nee?\What is it? I'm a little busy right now.\Well, so am I!\I'm giving up my day off for my students.\Anyway, make me a lunch and bring it to the archery dojo ASAP!\That will be all! response:	Huh?
context: Hey, Fujimura here!\Fuji-nee?\What is it? I'm a little busy right now.\Well, so am I!\I'm giving up my day off for my students.\Anyway, make me a lunch and bring it to the archery dojo ASAP!\That will be all!\Huh? response:	Look, Saber...
context: Fuji-nee?\What is it? I'm a little busy right now.\Well, so am I!\I'm giving up my day off for my students.\Anyway, make me a lunch and bring it to the archery dojo ASAP!\That will be all!\Huh?\Look, Saber... response:	Aren't Masters supposed to avoid attracting attention?
context: What is it? I'm a little busy right now.\Well, so am I!\I'm giving up my day off for my students.\Anyway, make me a lunch and bring it to the archery dojo ASAP!\That will be all!\Huh?\Look, Saber...\Aren't Masters supposed to avoid attracting attention? response:	Something like last night won't happen now.
context: Well, so am I!\I'm giving up my day off for my students.\Anyway, make me a lunch and bring it to the archery dojo ASAP!\That will be all!\Huh?\Look, Saber...\Aren't Masters supposed to avoid attracting attention?\Something like last night won't happen now. response:	But there is always a possibility, however small.
context: I'm giving up my day off for my students.\Anyway, make me a lunch and bring it to the archery dojo ASAP!\That will be all!\Huh?\Look, Saber...\Aren't Masters supposed to avoid attracting attention?\Something like last night won't happen now.\But there is always a possibility, however small. response:	Allowing you to walk alone wouldn't be safe.
context: Anyway, make me a lunch and bring it to the archery dojo ASAP!\That will be all!\Huh?\Look, Saber...\Aren't Masters supposed to avoid attracting attention?\Something like last night won't happen now.\But there is always a possibility, however small.\Allowing you to walk alone wouldn't be safe. response:	Saber, if someone tries to talk to you, just shake your head without replying.
context: That will be all!\Huh?\Look, Saber...\Aren't Masters supposed to avoid attracting attention?\Something like last night won't happen now.\But there is always a possibility, however small.\Allowing you to walk alone wouldn't be safe.\Saber, if someone tries to talk to you, just shake your head without replying. response:	It'd be best if you'd act like you don't know Japanese.
context: Huh?\Look, Saber...\Aren't Masters supposed to avoid attracting attention?\Something like last night won't happen now.\But there is always a possibility, however small.\Allowing you to walk alone wouldn't be safe.\Saber, if someone tries to talk to you, just shake your head without replying.\It'd be best if you'd act like you don't know Japanese. response:	Saber?
context: Look, Saber...\Aren't Masters supposed to avoid attracting attention?\Something like last night won't happen now.\But there is always a possibility, however small.\Allowing you to walk alone wouldn't be safe.\Saber, if someone tries to talk to you, just shake your head without replying.\It'd be best if you'd act like you don't know Japanese.\Saber? response:	I can sense residual mana.
context: Aren't Masters supposed to avoid attracting attention?\Something like last night won't happen now.\But there is always a possibility, however small.\Allowing you to walk alone wouldn't be safe.\Saber, if someone tries to talk to you, just shake your head without replying.\It'd be best if you'd act like you don't know Japanese.\Saber?\I can sense residual mana. response:	Something feels off, but it doesn't seem to pose any danger.
context: Something like last night won't happen now.\But there is always a possibility, however small.\Allowing you to walk alone wouldn't be safe.\Saber, if someone tries to talk to you, just shake your head without replying.\It'd be best if you'd act like you don't know Japanese.\Saber?\I can sense residual mana.\Something feels off, but it doesn't seem to pose any danger. response:	I said it was safe, didn't I?
context: But there is always a possibility, however small.\Allowing you to walk alone wouldn't be safe.\Saber, if someone tries to talk to you, just shake your head without replying.\It'd be best if you'd act like you don't know Japanese.\Saber?\I can sense residual mana.\Something feels off, but it doesn't seem to pose any danger.\I said it was safe, didn't I? response:	Hey.
context: Allowing you to walk alone wouldn't be safe.\Saber, if someone tries to talk to you, just shake your head without replying.\It'd be best if you'd act like you don't know Japanese.\Saber?\I can sense residual mana.\Something feels off, but it doesn't seem to pose any danger.\I said it was safe, didn't I?\Hey. response:	I'm here with a lunch for Fuji-nee.
context: Saber, if someone tries to talk to you, just shake your head without replying.\It'd be best if you'd act like you don't know Japanese.\Saber?\I can sense residual mana.\Something feels off, but it doesn't seem to pose any danger.\I said it was safe, didn't I?\Hey.\I'm here with a lunch for Fuji-nee. response:	Would you mind calling her for me?
context: It'd be best if you'd act like you don't know Japanese.\Saber?\I can sense residual mana.\Something feels off, but it doesn't seem to pose any danger.\I said it was safe, didn't I?\Hey.\I'm here with a lunch for Fuji-nee.\Would you mind calling her for me? response:	Ah, sure.
context: Saber?\I can sense residual mana.\Something feels off, but it doesn't seem to pose any danger.\I said it was safe, didn't I?\Hey.\I'm here with a lunch for Fuji-nee.\Would you mind calling her for me?\Ah, sure. response:	Boy, am I glad to see you.
context: I can sense residual mana.\Something feels off, but it doesn't seem to pose any danger.\I said it was safe, didn't I?\Hey.\I'm here with a lunch for Fuji-nee.\Would you mind calling her for me?\Ah, sure.\Boy, am I glad to see you. response:	You have her lunch?
context: Something feels off, but it doesn't seem to pose any danger.\I said it was safe, didn't I?\Hey.\I'm here with a lunch for Fuji-nee.\Would you mind calling her for me?\Ah, sure.\Boy, am I glad to see you.\You have her lunch? response:	Fujimura-sensei's been a handful. When she's hungry, she gets high-strung.
context: I said it was safe, didn't I?\Hey.\I'm here with a lunch for Fuji-nee.\Would you mind calling her for me?\Ah, sure.\Boy, am I glad to see you.\You have her lunch?\Fujimura-sensei's been a handful. When she's hungry, she gets high-strung. response:	Why didn't you check first thing in the morning to see if she had her lunch?
context: Hey.\I'm here with a lunch for Fuji-nee.\Would you mind calling her for me?\Ah, sure.\Boy, am I glad to see you.\You have her lunch?\Fujimura-sensei's been a handful. When she's hungry, she gets high-strung.\Why didn't you check first thing in the morning to see if she had her lunch? response:	Well, I was really tired, too.
context: I'm here with a lunch for Fuji-nee.\Would you mind calling her for me?\Ah, sure.\Boy, am I glad to see you.\You have her lunch?\Fujimura-sensei's been a handful. When she's hungry, she gets high-strung.\Why didn't you check first thing in the morning to see if she had her lunch?\Well, I was really tired, too. response:	Shinji again? Where is he today?
context: Would you mind calling her for me?\Ah, sure.\Boy, am I glad to see you.\You have her lunch?\Fujimura-sensei's been a handful. When she's hungry, she gets high-strung.\Why didn't you check first thing in the morning to see if she had her lunch?\Well, I was really tired, too.\Shinji again? Where is he today? response:	Playing hooky. I think he has a new girlfriend.
context: Ah, sure.\Boy, am I glad to see you.\You have her lunch?\Fujimura-sensei's been a handful. When she's hungry, she gets high-strung.\Why didn't you check first thing in the morning to see if she had her lunch?\Well, I was really tired, too.\Shinji again? Where is he today?\Playing hooky. I think he has a new girlfriend. response:	But anyway, Emiya...
context: Boy, am I glad to see you.\You have her lunch?\Fujimura-sensei's been a handful. When she's hungry, she gets high-strung.\Why didn't you check first thing in the morning to see if she had her lunch?\Well, I was really tired, too.\Shinji again? Where is he today?\Playing hooky. I think he has a new girlfriend.\But anyway, Emiya... response:	Who was that woman out front?
context: You have her lunch?\Fujimura-sensei's been a handful. When she's hungry, she gets high-strung.\Why didn't you check first thing in the morning to see if she had her lunch?\Well, I was really tired, too.\Shinji again? Where is he today?\Playing hooky. I think he has a new girlfriend.\But anyway, Emiya...\Who was that woman out front? response:	She was gorgeous. Is she a friend of yours?
context: Fujimura-sensei's been a handful. When she's hungry, she gets high-strung.\Why didn't you check first thing in the morning to see if she had her lunch?\Well, I was really tired, too.\Shinji again? Where is he today?\Playing hooky. I think he has a new girlfriend.\But anyway, Emiya...\Who was that woman out front?\She was gorgeous. Is she a friend of yours? response:	Um, it's kind of complicated.
context: Why didn't you check first thing in the morning to see if she had her lunch?\Well, I was really tired, too.\Shinji again? Where is he today?\Playing hooky. I think he has a new girlfriend.\But anyway, Emiya...\Who was that woman out front?\She was gorgeous. Is she a friend of yours?\Um, it's kind of complicated. response:	Was?
context: Well, I was really tired, too.\Shinji again? Where is he today?\Playing hooky. I think he has a new girlfriend.\But anyway, Emiya...\Who was that woman out front?\She was gorgeous. Is she a friend of yours?\Um, it's kind of complicated.\Was? response:	Kuzuki-sensei!
context: Shinji again? Where is he today?\Playing hooky. I think he has a new girlfriend.\But anyway, Emiya...\Who was that woman out front?\She was gorgeous. Is she a friend of yours?\Um, it's kind of complicated.\Was?\Kuzuki-sensei! response:	Emiya?
context: Playing hooky. I think he has a new girlfriend.\But anyway, Emiya...\Who was that woman out front?\She was gorgeous. Is she a friend of yours?\Um, it's kind of complicated.\Was?\Kuzuki-sensei!\Emiya? response:	She's an acquaintance of mine.
context: But anyway, Emiya...\Who was that woman out front?\She was gorgeous. Is she a friend of yours?\Um, it's kind of complicated.\Was?\Kuzuki-sensei!\Emiya?\She's an acquaintance of mine. response:	She's sort of here to check out the school...
context: Who was that woman out front?\She was gorgeous. Is she a friend of yours?\Um, it's kind of complicated.\Was?\Kuzuki-sensei!\Emiya?\She's an acquaintance of mine.\She's sort of here to check out the school... response:	We've never had a student from another country.
context: She was gorgeous. Is she a friend of yours?\Um, it's kind of complicated.\Was?\Kuzuki-sensei!\Emiya?\She's an acquaintance of mine.\She's sort of here to check out the school...\We've never had a student from another country. response:	If she enrolled, she'd be an object of curiosity.
context: Um, it's kind of complicated.\Was?\Kuzuki-sensei!\Emiya?\She's an acquaintance of mine.\She's sort of here to check out the school...\We've never had a student from another country.\If she enrolled, she'd be an object of curiosity. response:	If she's a friend, look out for her, Emiya.
context: Was?\Kuzuki-sensei!\Emiya?\She's an acquaintance of mine.\She's sort of here to check out the school...\We've never had a student from another country.\If she enrolled, she'd be an object of curiosity.\If she's a friend, look out for her, Emiya. response:	Yes, sir.
context: Kuzuki-sensei!\Emiya?\She's an acquaintance of mine.\She's sort of here to check out the school...\We've never had a student from another country.\If she enrolled, she'd be an object of curiosity.\If she's a friend, look out for her, Emiya.\Yes, sir. response:	Incidentally, Emiya...
context: Emiya?\She's an acquaintance of mine.\She's sort of here to check out the school...\We've never had a student from another country.\If she enrolled, she'd be an object of curiosity.\If she's a friend, look out for her, Emiya.\Yes, sir.\Incidentally, Emiya... response:	Outdoor shoes are forbidden in the school building.
context: She's an acquaintance of mine.\She's sort of here to check out the school...\We've never had a student from another country.\If she enrolled, she'd be an object of curiosity.\If she's a friend, look out for her, Emiya.\Yes, sir.\Incidentally, Emiya...\Outdoor shoes are forbidden in the school building. response:	Visitors' Lounge
context: She's sort of here to check out the school...\We've never had a student from another country.\If she enrolled, she'd be an object of curiosity.\If she's a friend, look out for her, Emiya.\Yes, sir.\Incidentally, Emiya...\Outdoor shoes are forbidden in the school building.\Visitors' Lounge response:	Shirou, about that instructor...
context: We've never had a student from another country.\If she enrolled, she'd be an object of curiosity.\If she's a friend, look out for her, Emiya.\Yes, sir.\Incidentally, Emiya...\Outdoor shoes are forbidden in the school building.\Visitors' Lounge\Shirou, about that instructor... response:	Did you sense something about Kuzuki-sensei?
context: If she enrolled, she'd be an object of curiosity.\If she's a friend, look out for her, Emiya.\Yes, sir.\Incidentally, Emiya...\Outdoor shoes are forbidden in the school building.\Visitors' Lounge\Shirou, about that instructor...\Did you sense something about Kuzuki-sensei? response:	No, at first, he struck me as being more than he seemed.
context: If she's a friend, look out for her, Emiya.\Yes, sir.\Incidentally, Emiya...\Outdoor shoes are forbidden in the school building.\Visitors' Lounge\Shirou, about that instructor...\Did you sense something about Kuzuki-sensei?\No, at first, he struck me as being more than he seemed. response:	But he is not a mage, nor does he smell of blood.
context: Yes, sir.\Incidentally, Emiya...\Outdoor shoes are forbidden in the school building.\Visitors' Lounge\Shirou, about that instructor...\Did you sense something about Kuzuki-sensei?\No, at first, he struck me as being more than he seemed.\But he is not a mage, nor does he smell of blood. response:	If Kuzuki-sensei turned out to be a mage, I'd be shocked.
context: Incidentally, Emiya...\Outdoor shoes are forbidden in the school building.\Visitors' Lounge\Shirou, about that instructor...\Did you sense something about Kuzuki-sensei?\No, at first, he struck me as being more than he seemed.\But he is not a mage, nor does he smell of blood.\If Kuzuki-sensei turned out to be a mage, I'd be shocked. response:	But what do you mean, more than he seemed?
context: Outdoor shoes are forbidden in the school building.\Visitors' Lounge\Shirou, about that instructor...\Did you sense something about Kuzuki-sensei?\No, at first, he struck me as being more than he seemed.\But he is not a mage, nor does he smell of blood.\If Kuzuki-sensei turned out to be a mage, I'd be shocked.\But what do you mean, more than he seemed? response:	His breathing was exceedingly natural and composed.
context: Visitors' Lounge\Shirou, about that instructor...\Did you sense something about Kuzuki-sensei?\No, at first, he struck me as being more than he seemed.\But he is not a mage, nor does he smell of blood.\If Kuzuki-sensei turned out to be a mage, I'd be shocked.\But what do you mean, more than he seemed?\His breathing was exceedingly natural and composed. response:	Frankly, I was quite impressed.
context: Shirou, about that instructor...\Did you sense something about Kuzuki-sensei?\No, at first, he struck me as being more than he seemed.\But he is not a mage, nor does he smell of blood.\If Kuzuki-sensei turned out to be a mage, I'd be shocked.\But what do you mean, more than he seemed?\His breathing was exceedingly natural and composed.\Frankly, I was quite impressed. response:	Even his gait was perfectly efficient.
context: Did you sense something about Kuzuki-sensei?\No, at first, he struck me as being more than he seemed.\But he is not a mage, nor does he smell of blood.\If Kuzuki-sensei turned out to be a mage, I'd be shocked.\But what do you mean, more than he seemed?\His breathing was exceedingly natural and composed.\Frankly, I was quite impressed.\Even his gait was perfectly efficient. response:	His pupils must be at ease with such a man as their teacher.
context: No, at first, he struck me as being more than he seemed.\But he is not a mage, nor does he smell of blood.\If Kuzuki-sensei turned out to be a mage, I'd be shocked.\But what do you mean, more than he seemed?\His breathing was exceedingly natural and composed.\Frankly, I was quite impressed.\Even his gait was perfectly efficient.\His pupils must be at ease with such a man as their teacher. response:	Then, shall we proceed to the next location?
context: But he is not a mage, nor does he smell of blood.\If Kuzuki-sensei turned out to be a mage, I'd be shocked.\But what do you mean, more than he seemed?\His breathing was exceedingly natural and composed.\Frankly, I was quite impressed.\Even his gait was perfectly efficient.\His pupils must be at ease with such a man as their teacher.\Then, shall we proceed to the next location? response:	Wait, you want to go all around the school?
context: If Kuzuki-sensei turned out to be a mage, I'd be shocked.\But what do you mean, more than he seemed?\His breathing was exceedingly natural and composed.\Frankly, I was quite impressed.\Even his gait was perfectly efficient.\His pupils must be at ease with such a man as their teacher.\Then, shall we proceed to the next location?\Wait, you want to go all around the school? response:	Yes, until I have ascertained that it is safe.
context: But what do you mean, more than he seemed?\His breathing was exceedingly natural and composed.\Frankly, I was quite impressed.\Even his gait was perfectly efficient.\His pupils must be at ease with such a man as their teacher.\Then, shall we proceed to the next location?\Wait, you want to go all around the school?\Yes, until I have ascertained that it is safe. response:	I'm exhausted...
context: His breathing was exceedingly natural and composed.\Frankly, I was quite impressed.\Even his gait was perfectly efficient.\His pupils must be at ease with such a man as their teacher.\Then, shall we proceed to the next location?\Wait, you want to go all around the school?\Yes, until I have ascertained that it is safe.\I'm exhausted... response:	Huh? Emiya?
context: Frankly, I was quite impressed.\Even his gait was perfectly efficient.\His pupils must be at ease with such a man as their teacher.\Then, shall we proceed to the next location?\Wait, you want to go all around the school?\Yes, until I have ascertained that it is safe.\I'm exhausted...\Huh? Emiya? response:	You're still at school?
context: Even his gait was perfectly efficient.\His pupils must be at ease with such a man as their teacher.\Then, shall we proceed to the next location?\Wait, you want to go all around the school?\Yes, until I have ascertained that it is safe.\I'm exhausted...\Huh? Emiya?\You're still at school? response:	You're already done?
context: His pupils must be at ease with such a man as their teacher.\Then, shall we proceed to the next location?\Wait, you want to go all around the school?\Yes, until I have ascertained that it is safe.\I'm exhausted...\Huh? Emiya?\You're still at school?\You're already done? response:	Yeah, we're wrapping up early today.
context: Then, shall we proceed to the next location?\Wait, you want to go all around the school?\Yes, until I have ascertained that it is safe.\I'm exhausted...\Huh? Emiya?\You're still at school?\You're already done?\Yeah, we're wrapping up early today. response:	Oh, keep up the hard work.
context: Wait, you want to go all around the school?\Yes, until I have ascertained that it is safe.\I'm exhausted...\Huh? Emiya?\You're still at school?\You're already done?\Yeah, we're wrapping up early today.\Oh, keep up the hard work. response:	Hey, Emiya...
context: Yes, until I have ascertained that it is safe.\I'm exhausted...\Huh? Emiya?\You're still at school?\You're already done?\Yeah, we're wrapping up early today.\Oh, keep up the hard work.\Hey, Emiya... response:	Will you ever come back to the archery club?
context: I'm exhausted...\Huh? Emiya?\You're still at school?\You're already done?\Yeah, we're wrapping up early today.\Oh, keep up the hard work.\Hey, Emiya...\Will you ever come back to the archery club? response:	It sounds like Fujimura-sensei is trying to talk you into it,
context: Huh? Emiya?\You're still at school?\You're already done?\Yeah, we're wrapping up early today.\Oh, keep up the hard work.\Hey, Emiya...\Will you ever come back to the archery club?\It sounds like Fujimura-sensei is trying to talk you into it, response:	but where do you stand?
context: You're still at school?\You're already done?\Yeah, we're wrapping up early today.\Oh, keep up the hard work.\Hey, Emiya...\Will you ever come back to the archery club?\It sounds like Fujimura-sensei is trying to talk you into it,\but where do you stand? response:	Well...
context: You're already done?\Yeah, we're wrapping up early today.\Oh, keep up the hard work.\Hey, Emiya...\Will you ever come back to the archery club?\It sounds like Fujimura-sensei is trying to talk you into it,\but where do you stand?\Well... response:	Once I get things sorted out, I'm thinking of giving it another shot.
context: Yeah, we're wrapping up early today.\Oh, keep up the hard work.\Hey, Emiya...\Will you ever come back to the archery club?\It sounds like Fujimura-sensei is trying to talk you into it,\but where do you stand?\Well...\Once I get things sorted out, I'm thinking of giving it another shot. response:	You are?
context: Oh, keep up the hard work.\Hey, Emiya...\Will you ever come back to the archery club?\It sounds like Fujimura-sensei is trying to talk you into it,\but where do you stand?\Well...\Once I get things sorted out, I'm thinking of giving it another shot.\You are? response:	That's a bit surprising.
context: Hey, Emiya...\Will you ever come back to the archery club?\It sounds like Fujimura-sensei is trying to talk you into it,\but where do you stand?\Well...\Once I get things sorted out, I'm thinking of giving it another shot.\You are?\That's a bit surprising. response:	Surprising?
context: Will you ever come back to the archery club?\It sounds like Fujimura-sensei is trying to talk you into it,\but where do you stand?\Well...\Once I get things sorted out, I'm thinking of giving it another shot.\You are?\That's a bit surprising.\Surprising? response:	From the minute you joined, you were so good, it was scary.
context: It sounds like Fujimura-sensei is trying to talk you into it,\but where do you stand?\Well...\Once I get things sorted out, I'm thinking of giving it another shot.\You are?\That's a bit surprising.\Surprising?\From the minute you joined, you were so good, it was scary. response:	But it always seemed like you weren't interested in hitting the target.
context: but where do you stand?\Well...\Once I get things sorted out, I'm thinking of giving it another shot.\You are?\That's a bit surprising.\Surprising?\From the minute you joined, you were so good, it was scary.\But it always seemed like you weren't interested in hitting the target. response:	Or maybe you didn't have the desire to hit it.
context: Well...\Once I get things sorted out, I'm thinking of giving it another shot.\You are?\That's a bit surprising.\Surprising?\From the minute you joined, you were so good, it was scary.\But it always seemed like you weren't interested in hitting the target.\Or maybe you didn't have the desire to hit it. response:	I just assumed you quit because you got bored.
context: Once I get things sorted out, I'm thinking of giving it another shot.\You are?\That's a bit surprising.\Surprising?\From the minute you joined, you were so good, it was scary.\But it always seemed like you weren't interested in hitting the target.\Or maybe you didn't have the desire to hit it.\I just assumed you quit because you got bored. response:	It's like you have no desire for anything.
context: You are?\That's a bit surprising.\Surprising?\From the minute you joined, you were so good, it was scary.\But it always seemed like you weren't interested in hitting the target.\Or maybe you didn't have the desire to hit it.\I just assumed you quit because you got bored.\It's like you have no desire for anything. response:	Really?
context: That's a bit surprising.\Surprising?\From the minute you joined, you were so good, it was scary.\But it always seemed like you weren't interested in hitting the target.\Or maybe you didn't have the desire to hit it.\I just assumed you quit because you got bored.\It's like you have no desire for anything.\Really? response:	I'm not saying you should be like Shinji, but why not try to have some fun?
context: Surprising?\From the minute you joined, you were so good, it was scary.\But it always seemed like you weren't interested in hitting the target.\Or maybe you didn't have the desire to hit it.\I just assumed you quit because you got bored.\It's like you have no desire for anything.\Really?\I'm not saying you should be like Shinji, but why not try to have some fun? response:	Man, if I'm getting pity from a classmate, it must be really bad.
context: From the minute you joined, you were so good, it was scary.\But it always seemed like you weren't interested in hitting the target.\Or maybe you didn't have the desire to hit it.\I just assumed you quit because you got bored.\It's like you have no desire for anything.\Really?\I'm not saying you should be like Shinji, but why not try to have some fun?\Man, if I'm getting pity from a classmate, it must be really bad. response:	I mean, you never crack a smile, Emiya.
context: But it always seemed like you weren't interested in hitting the target.\Or maybe you didn't have the desire to hit it.\I just assumed you quit because you got bored.\It's like you have no desire for anything.\Really?\I'm not saying you should be like Shinji, but why not try to have some fun?\Man, if I'm getting pity from a classmate, it must be really bad.\I mean, you never crack a smile, Emiya. response:	Remember training camp?
context: Or maybe you didn't have the desire to hit it.\I just assumed you quit because you got bored.\It's like you have no desire for anything.\Really?\I'm not saying you should be like Shinji, but why not try to have some fun?\Man, if I'm getting pity from a classmate, it must be really bad.\I mean, you never crack a smile, Emiya.\Remember training camp? response:	When we were all being rowdy, you were the one who didn't laugh at my best material.
context: I just assumed you quit because you got bored.\It's like you have no desire for anything.\Really?\I'm not saying you should be like Shinji, but why not try to have some fun?\Man, if I'm getting pity from a classmate, it must be really bad.\I mean, you never crack a smile, Emiya.\Remember training camp?\When we were all being rowdy, you were the one who didn't laugh at my best material. response:	I'm still holding a grudge.
context: It's like you have no desire for anything.\Really?\I'm not saying you should be like Shinji, but why not try to have some fun?\Man, if I'm getting pity from a classmate, it must be really bad.\I mean, you never crack a smile, Emiya.\Remember training camp?\When we were all being rowdy, you were the one who didn't laugh at my best material.\I'm still holding a grudge. response:	Well, I need to go to the faculty room, so I'll see you tomorrow.
context: Really?\I'm not saying you should be like Shinji, but why not try to have some fun?\Man, if I'm getting pity from a classmate, it must be really bad.\I mean, you never crack a smile, Emiya.\Remember training camp?\When we were all being rowdy, you were the one who didn't laugh at my best material.\I'm still holding a grudge.\Well, I need to go to the faculty room, so I'll see you tomorrow. response:	Mitsuzuri...
context: I'm not saying you should be like Shinji, but why not try to have some fun?\Man, if I'm getting pity from a classmate, it must be really bad.\I mean, you never crack a smile, Emiya.\Remember training camp?\When we were all being rowdy, you were the one who didn't laugh at my best material.\I'm still holding a grudge.\Well, I need to go to the faculty room, so I'll see you tomorrow.\Mitsuzuri... response:	That girl's been following us.
context: Man, if I'm getting pity from a classmate, it must be really bad.\I mean, you never crack a smile, Emiya.\Remember training camp?\When we were all being rowdy, you were the one who didn't laugh at my best material.\I'm still holding a grudge.\Well, I need to go to the faculty room, so I'll see you tomorrow.\Mitsuzuri...\That girl's been following us. response:	Do you know her, Senpai?
context: I mean, you never crack a smile, Emiya.\Remember training camp?\When we were all being rowdy, you were the one who didn't laugh at my best material.\I'm still holding a grudge.\Well, I need to go to the faculty room, so I'll see you tomorrow.\Mitsuzuri...\That girl's been following us.\Do you know her, Senpai? response:	Yeah, my old man knew her.
