context: I say yes response:	Stay with me
context: W-What was that?\Could it have been from the Principal's office?\All right, let's go take a look.\Hey!\Wait!\I told you to wait...\Colbert-sensei, what happened?\Oh... I just got here myself. response:	It appears that a ruffian broke into the Principal's office.
context: Could it have been from the Principal's office?\All right, let's go take a look.\Hey!\Wait!\I told you to wait...\Colbert-sensei, what happened?\Oh... I just got here myself.\It appears that a ruffian broke into the Principal's office. response:	Don't worry, everybody.
context: All right, let's go take a look.\Hey!\Wait!\I told you to wait...\Colbert-sensei, what happened?\Oh... I just got here myself.\It appears that a ruffian broke into the Principal's office.\Don't worry, everybody. response:	It was only a minor incident.
context: Hey!\Wait!\I told you to wait...\Colbert-sensei, what happened?\Oh... I just got here myself.\It appears that a ruffian broke into the Principal's office.\Don't worry, everybody.\It was only a minor incident. response:	Everybody, return to your rooms.
context: Wait!\I told you to wait...\Colbert-sensei, what happened?\Oh... I just got here myself.\It appears that a ruffian broke into the Principal's office.\Don't worry, everybody.\It was only a minor incident.\Everybody, return to your rooms. response:	But, Old Osmond!
context: I told you to wait...\Colbert-sensei, what happened?\Oh... I just got here myself.\It appears that a ruffian broke into the Principal's office.\Don't worry, everybody.\It was only a minor incident.\Everybody, return to your rooms.\But, Old Osmond! response:	Did you not hear me?
context: Colbert-sensei, what happened?\Oh... I just got here myself.\It appears that a ruffian broke into the Principal's office.\Don't worry, everybody.\It was only a minor incident.\Everybody, return to your rooms.\But, Old Osmond!\Did you not hear me? response:	I ordered you all to leave.
context: Oh... I just got here myself.\It appears that a ruffian broke into the Principal's office.\Don't worry, everybody.\It was only a minor incident.\Everybody, return to your rooms.\But, Old Osmond!\Did you not hear me?\I ordered you all to leave. response:	The Musketeer Force will investigate the cause of the explosion.
context: It appears that a ruffian broke into the Principal's office.\Don't worry, everybody.\It was only a minor incident.\Everybody, return to your rooms.\But, Old Osmond!\Did you not hear me?\I ordered you all to leave.\The Musketeer Force will investigate the cause of the explosion. response:	You're all dismissed.
context: Don't worry, everybody.\It was only a minor incident.\Everybody, return to your rooms.\But, Old Osmond!\Did you not hear me?\I ordered you all to leave.\The Musketeer Force will investigate the cause of the explosion.\You're all dismissed. response:	Saito, come with me.
context: It was only a minor incident.\Everybody, return to your rooms.\But, Old Osmond!\Did you not hear me?\I ordered you all to leave.\The Musketeer Force will investigate the cause of the explosion.\You're all dismissed.\Saito, come with me. response:	I'll have you give me a good explanation of what happened before.
context: Everybody, return to your rooms.\But, Old Osmond!\Did you not hear me?\I ordered you all to leave.\The Musketeer Force will investigate the cause of the explosion.\You're all dismissed.\Saito, come with me.\I'll have you give me a good explanation of what happened before. response:	Wait, Saito. We must talk.
context: But, Old Osmond!\Did you not hear me?\I ordered you all to leave.\The Musketeer Force will investigate the cause of the explosion.\You're all dismissed.\Saito, come with me.\I'll have you give me a good explanation of what happened before.\Wait, Saito. We must talk. response:	What?
context: Did you not hear me?\I ordered you all to leave.\The Musketeer Force will investigate the cause of the explosion.\You're all dismissed.\Saito, come with me.\I'll have you give me a good explanation of what happened before.\Wait, Saito. We must talk.\What? response:	It's related to our mission. I want to borrow Saito's strength.
context: I ordered you all to leave.\The Musketeer Force will investigate the cause of the explosion.\You're all dismissed.\Saito, come with me.\I'll have you give me a good explanation of what happened before.\Wait, Saito. We must talk.\What?\It's related to our mission. I want to borrow Saito's strength. response:	I'm sorry, but I'd like you to stand by in your room.
context: The Musketeer Force will investigate the cause of the explosion.\You're all dismissed.\Saito, come with me.\I'll have you give me a good explanation of what happened before.\Wait, Saito. We must talk.\What?\It's related to our mission. I want to borrow Saito's strength.\I'm sorry, but I'd like you to stand by in your room. response:	But...!
context: You're all dismissed.\Saito, come with me.\I'll have you give me a good explanation of what happened before.\Wait, Saito. We must talk.\What?\It's related to our mission. I want to borrow Saito's strength.\I'm sorry, but I'd like you to stand by in your room.\But...! response:	You stand by in your room, Louise.
context: Saito, come with me.\I'll have you give me a good explanation of what happened before.\Wait, Saito. We must talk.\What?\It's related to our mission. I want to borrow Saito's strength.\I'm sorry, but I'd like you to stand by in your room.\But...!\You stand by in your room, Louise. response:	Don't give me that!
context: I'll have you give me a good explanation of what happened before.\Wait, Saito. We must talk.\What?\It's related to our mission. I want to borrow Saito's strength.\I'm sorry, but I'd like you to stand by in your room.\But...!\You stand by in your room, Louise.\Don't give me that! response:	Ow!
context: Wait, Saito. We must talk.\What?\It's related to our mission. I want to borrow Saito's strength.\I'm sorry, but I'd like you to stand by in your room.\But...!\You stand by in your room, Louise.\Don't give me that!\Ow! response:	The ruffian broke in while I was gone and destroyed this safe.
context: What?\It's related to our mission. I want to borrow Saito's strength.\I'm sorry, but I'd like you to stand by in your room.\But...!\You stand by in your room, Louise.\Don't give me that!\Ow!\The ruffian broke in while I was gone and destroyed this safe. response:	However, my familiar was watching as the events unfolded, so it came to get me.
context: It's related to our mission. I want to borrow Saito's strength.\I'm sorry, but I'd like you to stand by in your room.\But...!\You stand by in your room, Louise.\Don't give me that!\Ow!\The ruffian broke in while I was gone and destroyed this safe.\However, my familiar was watching as the events unfolded, so it came to get me. response:	Right, Motsognir?
context: I'm sorry, but I'd like you to stand by in your room.\But...!\You stand by in your room, Louise.\Don't give me that!\Ow!\The ruffian broke in while I was gone and destroyed this safe.\However, my familiar was watching as the events unfolded, so it came to get me.\Right, Motsognir? response:	Who's there?!
context: But...!\You stand by in your room, Louise.\Don't give me that!\Ow!\The ruffian broke in while I was gone and destroyed this safe.\However, my familiar was watching as the events unfolded, so it came to get me.\Right, Motsognir?\Who's there?! response:	They're huge!
context: You stand by in your room, Louise.\Don't give me that!\Ow!\The ruffian broke in while I was gone and destroyed this safe.\However, my familiar was watching as the events unfolded, so it came to get me.\Right, Motsognir?\Who's there?!\They're huge! response:	She was very nimble, so she got away in no time.
context: Don't give me that!\Ow!\The ruffian broke in while I was gone and destroyed this safe.\However, my familiar was watching as the events unfolded, so it came to get me.\Right, Motsognir?\Who's there?!\They're huge!\She was very nimble, so she got away in no time. response:	What was inside the safe?
context: Ow!\The ruffian broke in while I was gone and destroyed this safe.\However, my familiar was watching as the events unfolded, so it came to get me.\Right, Motsognir?\Who's there?!\They're huge!\She was very nimble, so she got away in no time.\What was inside the safe? response:	The Wind Ruby and the Water Ruby.
context: The ruffian broke in while I was gone and destroyed this safe.\However, my familiar was watching as the events unfolded, so it came to get me.\Right, Motsognir?\Who's there?!\They're huge!\She was very nimble, so she got away in no time.\What was inside the safe?\The Wind Ruby and the Water Ruby. response:	Queen Henrietta told me to hold onto them the other day.
context: However, my familiar was watching as the events unfolded, so it came to get me.\Right, Motsognir?\Who's there?!\They're huge!\She was very nimble, so she got away in no time.\What was inside the safe?\The Wind Ruby and the Water Ruby.\Queen Henrietta told me to hold onto them the other day. response:	She said that they were precious items to her, but were too much of a pain to keep them close by.
context: Right, Motsognir?\Who's there?!\They're huge!\She was very nimble, so she got away in no time.\What was inside the safe?\The Wind Ruby and the Water Ruby.\Queen Henrietta told me to hold onto them the other day.\She said that they were precious items to her, but were too much of a pain to keep them close by. response:	Fortunately, the ones stolen were imitations.
context: Who's there?!\They're huge!\She was very nimble, so she got away in no time.\What was inside the safe?\The Wind Ruby and the Water Ruby.\Queen Henrietta told me to hold onto them the other day.\She said that they were precious items to her, but were too much of a pain to keep them close by.\Fortunately, the ones stolen were imitations. response:	Imitations?
context: They're huge!\She was very nimble, so she got away in no time.\What was inside the safe?\The Wind Ruby and the Water Ruby.\Queen Henrietta told me to hold onto them the other day.\She said that they were precious items to her, but were too much of a pain to keep them close by.\Fortunately, the ones stolen were imitations.\Imitations? response:	The real ones aren't kept here.
context: She was very nimble, so she got away in no time.\What was inside the safe?\The Wind Ruby and the Water Ruby.\Queen Henrietta told me to hold onto them the other day.\She said that they were precious items to her, but were too much of a pain to keep them close by.\Fortunately, the ones stolen were imitations.\Imitations?\The real ones aren't kept here. response:	I forwarded them to my friend in Romalia.
context: What was inside the safe?\The Wind Ruby and the Water Ruby.\Queen Henrietta told me to hold onto them the other day.\She said that they were precious items to her, but were too much of a pain to keep them close by.\Fortunately, the ones stolen were imitations.\Imitations?\The real ones aren't kept here.\I forwarded them to my friend in Romalia. response:	Is it all right to give Her Highness' precious items to a foreigner?
context: The Wind Ruby and the Water Ruby.\Queen Henrietta told me to hold onto them the other day.\She said that they were precious items to her, but were too much of a pain to keep them close by.\Fortunately, the ones stolen were imitations.\Imitations?\The real ones aren't kept here.\I forwarded them to my friend in Romalia.\Is it all right to give Her Highness' precious items to a foreigner? response:	It's safer than keeping them at the palace or at this academy.
context: Queen Henrietta told me to hold onto them the other day.\She said that they were precious items to her, but were too much of a pain to keep them close by.\Fortunately, the ones stolen were imitations.\Imitations?\The real ones aren't kept here.\I forwarded them to my friend in Romalia.\Is it all right to give Her Highness' precious items to a foreigner?\It's safer than keeping them at the palace or at this academy. response:	There were no signs of anybody escaping from or entering the campus.
context: She said that they were precious items to her, but were too much of a pain to keep them close by.\Fortunately, the ones stolen were imitations.\Imitations?\The real ones aren't kept here.\I forwarded them to my friend in Romalia.\Is it all right to give Her Highness' precious items to a foreigner?\It's safer than keeping them at the palace or at this academy.\There were no signs of anybody escaping from or entering the campus. response:	In other words, the ruffian is...
context: Fortunately, the ones stolen were imitations.\Imitations?\The real ones aren't kept here.\I forwarded them to my friend in Romalia.\Is it all right to give Her Highness' precious items to a foreigner?\It's safer than keeping them at the palace or at this academy.\There were no signs of anybody escaping from or entering the campus.\In other words, the ruffian is... response:	Exactly.
context: Imitations?\The real ones aren't kept here.\I forwarded them to my friend in Romalia.\Is it all right to give Her Highness' precious items to a foreigner?\It's safer than keeping them at the palace or at this academy.\There were no signs of anybody escaping from or entering the campus.\In other words, the ruffian is...\Exactly. response:	Therefore, I'd like Chesare-dono and Saito to help find the criminal.
context: The real ones aren't kept here.\I forwarded them to my friend in Romalia.\Is it all right to give Her Highness' precious items to a foreigner?\It's safer than keeping them at the palace or at this academy.\There were no signs of anybody escaping from or entering the campus.\In other words, the ruffian is...\Exactly.\Therefore, I'd like Chesare-dono and Saito to help find the criminal. response:	I don't mind that, but what about Louise?
context: I forwarded them to my friend in Romalia.\Is it all right to give Her Highness' precious items to a foreigner?\It's safer than keeping them at the palace or at this academy.\There were no signs of anybody escaping from or entering the campus.\In other words, the ruffian is...\Exactly.\Therefore, I'd like Chesare-dono and Saito to help find the criminal.\I don't mind that, but what about Louise? response:	Why's she on standby?
context: Is it all right to give Her Highness' precious items to a foreigner?\It's safer than keeping them at the palace or at this academy.\There were no signs of anybody escaping from or entering the campus.\In other words, the ruffian is...\Exactly.\Therefore, I'd like Chesare-dono and Saito to help find the criminal.\I don't mind that, but what about Louise?\Why's she on standby? response:	The culprit used Earth magic.
context: It's safer than keeping them at the palace or at this academy.\There were no signs of anybody escaping from or entering the campus.\In other words, the ruffian is...\Exactly.\Therefore, I'd like Chesare-dono and Saito to help find the criminal.\I don't mind that, but what about Louise?\Why's she on standby?\The culprit used Earth magic. response:	In other words, all of the mages are suspects.
context: There were no signs of anybody escaping from or entering the campus.\In other words, the ruffian is...\Exactly.\Therefore, I'd like Chesare-dono and Saito to help find the criminal.\I don't mind that, but what about Louise?\Why's she on standby?\The culprit used Earth magic.\In other words, all of the mages are suspects. response:	Louise, too.
context: In other words, the ruffian is...\Exactly.\Therefore, I'd like Chesare-dono and Saito to help find the criminal.\I don't mind that, but what about Louise?\Why's she on standby?\The culprit used Earth magic.\In other words, all of the mages are suspects.\Louise, too. response:	That's ridiculous!
context: Exactly.\Therefore, I'd like Chesare-dono and Saito to help find the criminal.\I don't mind that, but what about Louise?\Why's she on standby?\The culprit used Earth magic.\In other words, all of the mages are suspects.\Louise, too.\That's ridiculous! response:	Louise can't use such advanced magic!
context: Therefore, I'd like Chesare-dono and Saito to help find the criminal.\I don't mind that, but what about Louise?\Why's she on standby?\The culprit used Earth magic.\In other words, all of the mages are suspects.\Louise, too.\That's ridiculous!\Louise can't use such advanced magic! response:	We are not suspecting Miss Valliere.
context: I don't mind that, but what about Louise?\Why's she on standby?\The culprit used Earth magic.\In other words, all of the mages are suspects.\Louise, too.\That's ridiculous!\Louise can't use such advanced magic!\We are not suspecting Miss Valliere. response:	However, the two who arrived recently are a different story.
context: Why's she on standby?\The culprit used Earth magic.\In other words, all of the mages are suspects.\Louise, too.\That's ridiculous!\Louise can't use such advanced magic!\We are not suspecting Miss Valliere.\However, the two who arrived recently are a different story. response:	I hear that Duke Valliere is against the Queen's doctrine.
context: The culprit used Earth magic.\In other words, all of the mages are suspects.\Louise, too.\That's ridiculous!\Louise can't use such advanced magic!\We are not suspecting Miss Valliere.\However, the two who arrived recently are a different story.\I hear that Duke Valliere is against the Queen's doctrine. response:	He might be trying to use the Wind Ruby and Water Ruby...
context: In other words, all of the mages are suspects.\Louise, too.\That's ridiculous!\Louise can't use such advanced magic!\We are not suspecting Miss Valliere.\However, the two who arrived recently are a different story.\I hear that Duke Valliere is against the Queen's doctrine.\He might be trying to use the Wind Ruby and Water Ruby... response:	What?
context: Louise, too.\That's ridiculous!\Louise can't use such advanced magic!\We are not suspecting Miss Valliere.\However, the two who arrived recently are a different story.\I hear that Duke Valliere is against the Queen's doctrine.\He might be trying to use the Wind Ruby and Water Ruby...\What? response:	Are you really suspecting Louise's sisters?
context: That's ridiculous!\Louise can't use such advanced magic!\We are not suspecting Miss Valliere.\However, the two who arrived recently are a different story.\I hear that Duke Valliere is against the Queen's doctrine.\He might be trying to use the Wind Ruby and Water Ruby...\What?\Are you really suspecting Louise's sisters? response:	All mages are suspects.
context: Louise can't use such advanced magic!\We are not suspecting Miss Valliere.\However, the two who arrived recently are a different story.\I hear that Duke Valliere is against the Queen's doctrine.\He might be trying to use the Wind Ruby and Water Ruby...\What?\Are you really suspecting Louise's sisters?\All mages are suspects. response:	We'll make a list of the ones who can use Earth magic and investigate thoroughly.
context: We are not suspecting Miss Valliere.\However, the two who arrived recently are a different story.\I hear that Duke Valliere is against the Queen's doctrine.\He might be trying to use the Wind Ruby and Water Ruby...\What?\Are you really suspecting Louise's sisters?\All mages are suspects.\We'll make a list of the ones who can use Earth magic and investigate thoroughly. response:	Chesare-dono and I shall handle the females.
context: However, the two who arrived recently are a different story.\I hear that Duke Valliere is against the Queen's doctrine.\He might be trying to use the Wind Ruby and Water Ruby...\What?\Are you really suspecting Louise's sisters?\All mages are suspects.\We'll make a list of the ones who can use Earth magic and investigate thoroughly.\Chesare-dono and I shall handle the females. response:	Michel and Saito, you two handle the teachers.
context: I hear that Duke Valliere is against the Queen's doctrine.\He might be trying to use the Wind Ruby and Water Ruby...\What?\Are you really suspecting Louise's sisters?\All mages are suspects.\We'll make a list of the ones who can use Earth magic and investigate thoroughly.\Chesare-dono and I shall handle the females.\Michel and Saito, you two handle the teachers. response:	But... how do we check?
context: He might be trying to use the Wind Ruby and Water Ruby...\What?\Are you really suspecting Louise's sisters?\All mages are suspects.\We'll make a list of the ones who can use Earth magic and investigate thoroughly.\Chesare-dono and I shall handle the females.\Michel and Saito, you two handle the teachers.\But... how do we check? response:	This seal is a magic item only I can use.
context: What?\Are you really suspecting Louise's sisters?\All mages are suspects.\We'll make a list of the ones who can use Earth magic and investigate thoroughly.\Chesare-dono and I shall handle the females.\Michel and Saito, you two handle the teachers.\But... how do we check?\This seal is a magic item only I can use. response:	Once applied, even a Triangle Mage cannot erase its effects.
context: Are you really suspecting Louise's sisters?\All mages are suspects.\We'll make a list of the ones who can use Earth magic and investigate thoroughly.\Chesare-dono and I shall handle the females.\Michel and Saito, you two handle the teachers.\But... how do we check?\This seal is a magic item only I can use.\Once applied, even a Triangle Mage cannot erase its effects. response:	Saito.
context: All mages are suspects.\We'll make a list of the ones who can use Earth magic and investigate thoroughly.\Chesare-dono and I shall handle the females.\Michel and Saito, you two handle the teachers.\But... how do we check?\This seal is a magic item only I can use.\Once applied, even a Triangle Mage cannot erase its effects.\Saito. response:	The seal is pressed here on the ruffian's body.
context: We'll make a list of the ones who can use Earth magic and investigate thoroughly.\Chesare-dono and I shall handle the females.\Michel and Saito, you two handle the teachers.\But... how do we check?\This seal is a magic item only I can use.\Once applied, even a Triangle Mage cannot erase its effects.\Saito.\The seal is pressed here on the ruffian's body. response:	Look for that.
context: Chesare-dono and I shall handle the females.\Michel and Saito, you two handle the teachers.\But... how do we check?\This seal is a magic item only I can use.\Once applied, even a Triangle Mage cannot erase its effects.\Saito.\The seal is pressed here on the ruffian's body.\Look for that. response:	Hey, how are we doing this?
context: Michel and Saito, you two handle the teachers.\But... how do we check?\This seal is a magic item only I can use.\Once applied, even a Triangle Mage cannot erase its effects.\Saito.\The seal is pressed here on the ruffian's body.\Look for that.\Hey, how are we doing this? response:	Are we going to tell them to show us their chest?
context: But... how do we check?\This seal is a magic item only I can use.\Once applied, even a Triangle Mage cannot erase its effects.\Saito.\The seal is pressed here on the ruffian's body.\Look for that.\Hey, how are we doing this?\Are we going to tell them to show us their chest? response:	I'll leave the Valliere sisters to you.
context: This seal is a magic item only I can use.\Once applied, even a Triangle Mage cannot erase its effects.\Saito.\The seal is pressed here on the ruffian's body.\Look for that.\Hey, how are we doing this?\Are we going to tell them to show us their chest?\I'll leave the Valliere sisters to you. response:	I'll handle the other teachers.
context: Once applied, even a Triangle Mage cannot erase its effects.\Saito.\The seal is pressed here on the ruffian's body.\Look for that.\Hey, how are we doing this?\Are we going to tell them to show us their chest?\I'll leave the Valliere sisters to you.\I'll handle the other teachers. response:	What? Aren't we working together?
context: Saito.\The seal is pressed here on the ruffian's body.\Look for that.\Hey, how are we doing this?\Are we going to tell them to show us their chest?\I'll leave the Valliere sisters to you.\I'll handle the other teachers.\What? Aren't we working together? response:	Work with you?
context: The seal is pressed here on the ruffian's body.\Look for that.\Hey, how are we doing this?\Are we going to tell them to show us their chest?\I'll leave the Valliere sisters to you.\I'll handle the other teachers.\What? Aren't we working together?\Work with you? response:	Say that again after you improve your swordsmanship.
context: Look for that.\Hey, how are we doing this?\Are we going to tell them to show us their chest?\I'll leave the Valliere sisters to you.\I'll handle the other teachers.\What? Aren't we working together?\Work with you?\Say that again after you improve your swordsmanship. response:	You'll only be dragging me down.
context: Hey, how are we doing this?\Are we going to tell them to show us their chest?\I'll leave the Valliere sisters to you.\I'll handle the other teachers.\What? Aren't we working together?\Work with you?\Say that again after you improve your swordsmanship.\You'll only be dragging me down. response:	Stay out of my way.
context: Are we going to tell them to show us their chest?\I'll leave the Valliere sisters to you.\I'll handle the other teachers.\What? Aren't we working together?\Work with you?\Say that again after you improve your swordsmanship.\You'll only be dragging me down.\Stay out of my way. response:	She's so uncute.
context: I'll leave the Valliere sisters to you.\I'll handle the other teachers.\What? Aren't we working together?\Work with you?\Say that again after you improve your swordsmanship.\You'll only be dragging me down.\Stay out of my way.\She's so uncute. response:	I guess I'll sneak in.
context: I'll handle the other teachers.\What? Aren't we working together?\Work with you?\Say that again after you improve your swordsmanship.\You'll only be dragging me down.\Stay out of my way.\She's so uncute.\I guess I'll sneak in. response:	Hello. Good evening.
context: What? Aren't we working together?\Work with you?\Say that again after you improve your swordsmanship.\You'll only be dragging me down.\Stay out of my way.\She's so uncute.\I guess I'll sneak in.\Hello. Good evening. response:	You're asleep...
context: Work with you?\Say that again after you improve your swordsmanship.\You'll only be dragging me down.\Stay out of my way.\She's so uncute.\I guess I'll sneak in.\Hello. Good evening.\You're asleep... response:	She's wearing some pretty cute pyjamas.
context: Say that again after you improve your swordsmanship.\You'll only be dragging me down.\Stay out of my way.\She's so uncute.\I guess I'll sneak in.\Hello. Good evening.\You're asleep...\She's wearing some pretty cute pyjamas. response:	And now, excuse me for a second.
context: You'll only be dragging me down.\Stay out of my way.\She's so uncute.\I guess I'll sneak in.\Hello. Good evening.\You're asleep...\She's wearing some pretty cute pyjamas.\And now, excuse me for a second. response:	If I'm right, the seal was pressed right at the cleavage.
context: Stay out of my way.\She's so uncute.\I guess I'll sneak in.\Hello. Good evening.\You're asleep...\She's wearing some pretty cute pyjamas.\And now, excuse me for a second.\If I'm right, the seal was pressed right at the cleavage. response:	I don't see one at all.
context: She's so uncute.\I guess I'll sneak in.\Hello. Good evening.\You're asleep...\She's wearing some pretty cute pyjamas.\And now, excuse me for a second.\If I'm right, the seal was pressed right at the cleavage.\I don't see one at all. response:	Besides, I don't see any cleavage to begin with.
context: I guess I'll sneak in.\Hello. Good evening.\You're asleep...\She's wearing some pretty cute pyjamas.\And now, excuse me for a second.\If I'm right, the seal was pressed right at the cleavage.\I don't see one at all.\Besides, I don't see any cleavage to begin with. response:	Wow. You are pretty bold.
context: Hello. Good evening.\You're asleep...\She's wearing some pretty cute pyjamas.\And now, excuse me for a second.\If I'm right, the seal was pressed right at the cleavage.\I don't see one at all.\Besides, I don't see any cleavage to begin with.\Wow. You are pretty bold. response:	No, this is nothing!
context: You're asleep...\She's wearing some pretty cute pyjamas.\And now, excuse me for a second.\If I'm right, the seal was pressed right at the cleavage.\I don't see one at all.\Besides, I don't see any cleavage to begin with.\Wow. You are pretty bold.\No, this is nothing! response:	It's... right, a physical examination!
context: She's wearing some pretty cute pyjamas.\And now, excuse me for a second.\If I'm right, the seal was pressed right at the cleavage.\I don't see one at all.\Besides, I don't see any cleavage to begin with.\Wow. You are pretty bold.\No, this is nothing!\It's... right, a physical examination! response:	Since the flu's been spreading recently...
context: And now, excuse me for a second.\If I'm right, the seal was pressed right at the cleavage.\I don't see one at all.\Besides, I don't see any cleavage to begin with.\Wow. You are pretty bold.\No, this is nothing!\It's... right, a physical examination!\Since the flu's been spreading recently... response:	If you need to say anything, say it now.
context: If I'm right, the seal was pressed right at the cleavage.\I don't see one at all.\Besides, I don't see any cleavage to begin with.\Wow. You are pretty bold.\No, this is nothing!\It's... right, a physical examination!\Since the flu's been spreading recently...\If you need to say anything, say it now. response:	No!
context: I don't see one at all.\Besides, I don't see any cleavage to begin with.\Wow. You are pretty bold.\No, this is nothing!\It's... right, a physical examination!\Since the flu's been spreading recently...\If you need to say anything, say it now.\No! response:	I need to check Cattleya, too.
context: Besides, I don't see any cleavage to begin with.\Wow. You are pretty bold.\No, this is nothing!\It's... right, a physical examination!\Since the flu's been spreading recently...\If you need to say anything, say it now.\No!\I need to check Cattleya, too. response:	Hey, be quiet.
context: Wow. You are pretty bold.\No, this is nothing!\It's... right, a physical examination!\Since the flu's been spreading recently...\If you need to say anything, say it now.\No!\I need to check Cattleya, too.\Hey, be quiet. response:	Who is it?
context: No, this is nothing!\It's... right, a physical examination!\Since the flu's been spreading recently...\If you need to say anything, say it now.\No!\I need to check Cattleya, too.\Hey, be quiet.\Who is it? response:	Oh, um...
context: It's... right, a physical examination!\Since the flu's been spreading recently...\If you need to say anything, say it now.\No!\I need to check Cattleya, too.\Hey, be quiet.\Who is it?\Oh, um... response:	Saito!
context: Since the flu's been spreading recently...\If you need to say anything, say it now.\No!\I need to check Cattleya, too.\Hey, be quiet.\Who is it?\Oh, um...\Saito! response:	Louise? You're still awake?
context: If you need to say anything, say it now.\No!\I need to check Cattleya, too.\Hey, be quiet.\Who is it?\Oh, um...\Saito!\Louise? You're still awake? response:	I-I've been searching for my familiar, since he hasn't returned yet,
context: No!\I need to check Cattleya, too.\Hey, be quiet.\Who is it?\Oh, um...\Saito!\Louise? You're still awake?\I-I've been searching for my familiar, since he hasn't returned yet, response:	and he's trying to sneak into Chii-neesama's room, of all people?!
context: I need to check Cattleya, too.\Hey, be quiet.\Who is it?\Oh, um...\Saito!\Louise? You're still awake?\I-I've been searching for my familiar, since he hasn't returned yet,\and he's trying to sneak into Chii-neesama's room, of all people?! response:	You got it wrong, I was only trying to sneak a peek at her chest...
context: Hey, be quiet.\Who is it?\Oh, um...\Saito!\Louise? You're still awake?\I-I've been searching for my familiar, since he hasn't returned yet,\and he's trying to sneak into Chii-neesama's room, of all people?!\You got it wrong, I was only trying to sneak a peek at her chest... response:	N-No, that's not what I meant.
context: Who is it?\Oh, um...\Saito!\Louise? You're still awake?\I-I've been searching for my familiar, since he hasn't returned yet,\and he's trying to sneak into Chii-neesama's room, of all people?!\You got it wrong, I was only trying to sneak a peek at her chest...\N-No, that's not what I meant. response:	I'm sorry, Chii-neesama.
context: Oh, um...\Saito!\Louise? You're still awake?\I-I've been searching for my familiar, since he hasn't returned yet,\and he's trying to sneak into Chii-neesama's room, of all people?!\You got it wrong, I was only trying to sneak a peek at her chest...\N-No, that's not what I meant.\I'm sorry, Chii-neesama. response:	I'll be sure to kill this dog.
context: Saito!\Louise? You're still awake?\I-I've been searching for my familiar, since he hasn't returned yet,\and he's trying to sneak into Chii-neesama's room, of all people?!\You got it wrong, I was only trying to sneak a peek at her chest...\N-No, that's not what I meant.\I'm sorry, Chii-neesama.\I'll be sure to kill this dog. response:	Louise?
context: Louise? You're still awake?\I-I've been searching for my familiar, since he hasn't returned yet,\and he's trying to sneak into Chii-neesama's room, of all people?!\You got it wrong, I was only trying to sneak a peek at her chest...\N-No, that's not what I meant.\I'm sorry, Chii-neesama.\I'll be sure to kill this dog.\Louise? response:	I'm pissed at myself for believing you at all.
context: I-I've been searching for my familiar, since he hasn't returned yet,\and he's trying to sneak into Chii-neesama's room, of all people?!\You got it wrong, I was only trying to sneak a peek at her chest...\N-No, that's not what I meant.\I'm sorry, Chii-neesama.\I'll be sure to kill this dog.\Louise?\I'm pissed at myself for believing you at all. response:	You'd say I love you to anyone, wouldn't you?
context: and he's trying to sneak into Chii-neesama's room, of all people?!\You got it wrong, I was only trying to sneak a peek at her chest...\N-No, that's not what I meant.\I'm sorry, Chii-neesama.\I'll be sure to kill this dog.\Louise?\I'm pissed at myself for believing you at all.\You'd say I love you to anyone, wouldn't you? response:	To maids, to dogs, to cats, and even to goats, too!
context: You got it wrong, I was only trying to sneak a peek at her chest...\N-No, that's not what I meant.\I'm sorry, Chii-neesama.\I'll be sure to kill this dog.\Louise?\I'm pissed at myself for believing you at all.\You'd say I love you to anyone, wouldn't you?\To maids, to dogs, to cats, and even to goats, too! response:	You've got it all wrong, I said!
context: N-No, that's not what I meant.\I'm sorry, Chii-neesama.\I'll be sure to kill this dog.\Louise?\I'm pissed at myself for believing you at all.\You'd say I love you to anyone, wouldn't you?\To maids, to dogs, to cats, and even to goats, too!\You've got it all wrong, I said! response:	I was right to have bought a new whip.
context: I'm sorry, Chii-neesama.\I'll be sure to kill this dog.\Louise?\I'm pissed at myself for believing you at all.\You'd say I love you to anyone, wouldn't you?\To maids, to dogs, to cats, and even to goats, too!\You've got it all wrong, I said!\I was right to have bought a new whip. response:	Take your shirt off.
context: I'll be sure to kill this dog.\Louise?\I'm pissed at myself for believing you at all.\You'd say I love you to anyone, wouldn't you?\To maids, to dogs, to cats, and even to goats, too!\You've got it all wrong, I said!\I was right to have bought a new whip.\Take your shirt off. response:	B-But...
context: Louise?\I'm pissed at myself for believing you at all.\You'd say I love you to anyone, wouldn't you?\To maids, to dogs, to cats, and even to goats, too!\You've got it all wrong, I said!\I was right to have bought a new whip.\Take your shirt off.\B-But... response:	Take it off!
context: I'm pissed at myself for believing you at all.\You'd say I love you to anyone, wouldn't you?\To maids, to dogs, to cats, and even to goats, too!\You've got it all wrong, I said!\I was right to have bought a new whip.\Take your shirt off.\B-But...\Take it off! response:	Y-Yes!
context: You'd say I love you to anyone, wouldn't you?\To maids, to dogs, to cats, and even to goats, too!\You've got it all wrong, I said!\I was right to have bought a new whip.\Take your shirt off.\B-But...\Take it off!\Y-Yes! response:	What's wrong, Saito? Your body's covered in scars.
context: To maids, to dogs, to cats, and even to goats, too!\You've got it all wrong, I said!\I was right to have bought a new whip.\Take your shirt off.\B-But...\Take it off!\Y-Yes!\What's wrong, Saito? Your body's covered in scars. response:	Ah, well...
