context: Miyagi Prefecture Tokonami High School response:	It's official.
context: The match in March... an iron wall of blockers...\Every single spike by Asahi got blocked in this one match.\Was Suga-san talking about the match against Date Kogyo?\I hear there's a second-year named Aone who is particularly dangerous.\Dateko is as strong as the other best four teams,\but they lost their third-round match against the eventual champions, Shiratorizawa,\and only made the best sixteen.\That's why they weren't seeded this year. response:	In other words, depending on the match-ups,
context: Every single spike by Asahi got blocked in this one match.\Was Suga-san talking about the match against Date Kogyo?\I hear there's a second-year named Aone who is particularly dangerous.\Dateko is as strong as the other best four teams,\but they lost their third-round match against the eventual champions, Shiratorizawa,\and only made the best sixteen.\That's why they weren't seeded this year.\In other words, depending on the match-ups, response:	we might or might not play against them in the first round.
context: Was Suga-san talking about the match against Date Kogyo?\I hear there's a second-year named Aone who is particularly dangerous.\Dateko is as strong as the other best four teams,\but they lost their third-round match against the eventual champions, Shiratorizawa,\and only made the best sixteen.\That's why they weren't seeded this year.\In other words, depending on the match-ups,\we might or might not play against them in the first round. response:	And the next one... Oh, yeah.
context: I hear there's a second-year named Aone who is particularly dangerous.\Dateko is as strong as the other best four teams,\but they lost their third-round match against the eventual champions, Shiratorizawa,\and only made the best sixteen.\That's why they weren't seeded this year.\In other words, depending on the match-ups,\we might or might not play against them in the first round.\And the next one... Oh, yeah. response:	I heard we recently had a practice match against them.
context: Dateko is as strong as the other best four teams,\but they lost their third-round match against the eventual champions, Shiratorizawa,\and only made the best sixteen.\That's why they weren't seeded this year.\In other words, depending on the match-ups,\we might or might not play against them in the first round.\And the next one... Oh, yeah.\I heard we recently had a practice match against them. response:	The team's top attacker is their setter, and of course he's also a supreme setter.
context: but they lost their third-round match against the eventual champions, Shiratorizawa,\and only made the best sixteen.\That's why they weren't seeded this year.\In other words, depending on the match-ups,\we might or might not play against them in the first round.\And the next one... Oh, yeah.\I heard we recently had a practice match against them.\The team's top attacker is their setter, and of course he's also a supreme setter. response:	Their team's ranks include perhaps the best all-around player in the prefecture.
context: and only made the best sixteen.\That's why they weren't seeded this year.\In other words, depending on the match-ups,\we might or might not play against them in the first round.\And the next one... Oh, yeah.\I heard we recently had a practice match against them.\The team's top attacker is their setter, and of course he's also a supreme setter.\Their team's ranks include perhaps the best all-around player in the prefecture. response:	Aoba Johsai
context: That's why they weren't seeded this year.\In other words, depending on the match-ups,\we might or might not play against them in the first round.\And the next one... Oh, yeah.\I heard we recently had a practice match against them.\The team's top attacker is their setter, and of course he's also a supreme setter.\Their team's ranks include perhaps the best all-around player in the prefecture.\Aoba Johsai response:	That would Oikawa Toru at Aoba Johsai.
context: In other words, depending on the match-ups,\we might or might not play against them in the first round.\And the next one... Oh, yeah.\I heard we recently had a practice match against them.\The team's top attacker is their setter, and of course he's also a supreme setter.\Their team's ranks include perhaps the best all-around player in the prefecture.\Aoba Johsai\That would Oikawa Toru at Aoba Johsai. response:	The Great King!
context: we might or might not play against them in the first round.\And the next one... Oh, yeah.\I heard we recently had a practice match against them.\The team's top attacker is their setter, and of course he's also a supreme setter.\Their team's ranks include perhaps the best all-around player in the prefecture.\Aoba Johsai\That would Oikawa Toru at Aoba Johsai.\The Great King! response:	They were in last year's best four.
context: And the next one... Oh, yeah.\I heard we recently had a practice match against them.\The team's top attacker is their setter, and of course he's also a supreme setter.\Their team's ranks include perhaps the best all-around player in the prefecture.\Aoba Johsai\That would Oikawa Toru at Aoba Johsai.\The Great King!\They were in last year's best four. response:	Last, but not least...
context: I heard we recently had a practice match against them.\The team's top attacker is their setter, and of course he's also a supreme setter.\Their team's ranks include perhaps the best all-around player in the prefecture.\Aoba Johsai\That would Oikawa Toru at Aoba Johsai.\The Great King!\They were in last year's best four.\Last, but not least... response:	Shiratorizawa
context: The team's top attacker is their setter, and of course he's also a supreme setter.\Their team's ranks include perhaps the best all-around player in the prefecture.\Aoba Johsai\That would Oikawa Toru at Aoba Johsai.\The Great King!\They were in last year's best four.\Last, but not least...\Shiratorizawa response:	The defending champions, Shiratorizawa, and their super-ace Ushijima Wakatoshi.
context: Their team's ranks include perhaps the best all-around player in the prefecture.\Aoba Johsai\That would Oikawa Toru at Aoba Johsai.\The Great King!\They were in last year's best four.\Last, but not least...\Shiratorizawa\The defending champions, Shiratorizawa, and their super-ace Ushijima Wakatoshi. response:	That about sums it up.
context: Aoba Johsai\That would Oikawa Toru at Aoba Johsai.\The Great King!\They were in last year's best four.\Last, but not least...\Shiratorizawa\The defending champions, Shiratorizawa, and their super-ace Ushijima Wakatoshi.\That about sums it up. response:	I'll save the details for later.
context: That would Oikawa Toru at Aoba Johsai.\The Great King!\They were in last year's best four.\Last, but not least...\Shiratorizawa\The defending champions, Shiratorizawa, and their super-ace Ushijima Wakatoshi.\That about sums it up.\I'll save the details for later. response:	Ukai-san, even though you're sloppy...
context: The Great King!\They were in last year's best four.\Last, but not least...\Shiratorizawa\The defending champions, Shiratorizawa, and their super-ace Ushijima Wakatoshi.\That about sums it up.\I'll save the details for later.\Ukai-san, even though you're sloppy... response:	You guys are thinking something disrespectful about me, aren't you?
context: They were in last year's best four.\Last, but not least...\Shiratorizawa\The defending champions, Shiratorizawa, and their super-ace Ushijima Wakatoshi.\That about sums it up.\I'll save the details for later.\Ukai-san, even though you're sloppy...\You guys are thinking something disrespectful about me, aren't you? response:	Anyway, those are the top four contenders this year.
context: Last, but not least...\Shiratorizawa\The defending champions, Shiratorizawa, and their super-ace Ushijima Wakatoshi.\That about sums it up.\I'll save the details for later.\Ukai-san, even though you're sloppy...\You guys are thinking something disrespectful about me, aren't you?\Anyway, those are the top four contenders this year. response:	However, if look up instead of straight ahead, we could lose our footing.
context: Shiratorizawa\The defending champions, Shiratorizawa, and their super-ace Ushijima Wakatoshi.\That about sums it up.\I'll save the details for later.\Ukai-san, even though you're sloppy...\You guys are thinking something disrespectful about me, aren't you?\Anyway, those are the top four contenders this year.\However, if look up instead of straight ahead, we could lose our footing. response:	There's no team that enters a tournament to lose.
context: The defending champions, Shiratorizawa, and their super-ace Ushijima Wakatoshi.\That about sums it up.\I'll save the details for later.\Ukai-san, even though you're sloppy...\You guys are thinking something disrespectful about me, aren't you?\Anyway, those are the top four contenders this year.\However, if look up instead of straight ahead, we could lose our footing.\There's no team that enters a tournament to lose. response:	They all enter to win.
context: That about sums it up.\I'll save the details for later.\Ukai-san, even though you're sloppy...\You guys are thinking something disrespectful about me, aren't you?\Anyway, those are the top four contenders this year.\However, if look up instead of straight ahead, we could lose our footing.\There's no team that enters a tournament to lose.\They all enter to win. response:	While we frantically train,
context: I'll save the details for later.\Ukai-san, even though you're sloppy...\You guys are thinking something disrespectful about me, aren't you?\Anyway, those are the top four contenders this year.\However, if look up instead of straight ahead, we could lose our footing.\There's no team that enters a tournament to lose.\They all enter to win.\While we frantically train, response:	others will also be frantically training.
context: Ukai-san, even though you're sloppy...\You guys are thinking something disrespectful about me, aren't you?\Anyway, those are the top four contenders this year.\However, if look up instead of straight ahead, we could lose our footing.\There's no team that enters a tournament to lose.\They all enter to win.\While we frantically train,\others will also be frantically training. response:	Weak or strong, they're all aiming to win.
context: You guys are thinking something disrespectful about me, aren't you?\Anyway, those are the top four contenders this year.\However, if look up instead of straight ahead, we could lose our footing.\There's no team that enters a tournament to lose.\They all enter to win.\While we frantically train,\others will also be frantically training.\Weak or strong, they're all aiming to win. response:	Don't forget that.
context: Anyway, those are the top four contenders this year.\However, if look up instead of straight ahead, we could lose our footing.\There's no team that enters a tournament to lose.\They all enter to win.\While we frantically train,\others will also be frantically training.\Weak or strong, they're all aiming to win.\Don't forget that. response:	And...
context: However, if look up instead of straight ahead, we could lose our footing.\There's no team that enters a tournament to lose.\They all enter to win.\While we frantically train,\others will also be frantically training.\Weak or strong, they're all aiming to win.\Don't forget that.\And... response:	don't let them call us unflying crows ever again.
context: There's no team that enters a tournament to lose.\They all enter to win.\While we frantically train,\others will also be frantically training.\Weak or strong, they're all aiming to win.\Don't forget that.\And...\don't let them call us unflying crows ever again. response:	Yeah.
context: They all enter to win.\While we frantically train,\others will also be frantically training.\Weak or strong, they're all aiming to win.\Don't forget that.\And...\don't let them call us unflying crows ever again.\Yeah. response:	I'm glad you're all still here.
context: While we frantically train,\others will also be frantically training.\Weak or strong, they're all aiming to win.\Don't forget that.\And...\don't let them call us unflying crows ever again.\Yeah.\I'm glad you're all still here. response:	Sorry I'm late.
context: others will also be frantically training.\Weak or strong, they're all aiming to win.\Don't forget that.\And...\don't let them call us unflying crows ever again.\Yeah.\I'm glad you're all still here.\Sorry I'm late. response:	The meeting went long. However...
context: Weak or strong, they're all aiming to win.\Don't forget that.\And...\don't let them call us unflying crows ever again.\Yeah.\I'm glad you're all still here.\Sorry I'm late.\The meeting went long. However... response:	Here it is. The match-ups for the Inter-High preliminaries.
context: Don't forget that.\And...\don't let them call us unflying crows ever again.\Yeah.\I'm glad you're all still here.\Sorry I'm late.\The meeting went long. However...\Here it is. The match-ups for the Inter-High preliminaries. response:	Tokonami (4) Karasuno (5) Dateko (6) Ouka (7)
context: And...\don't let them call us unflying crows ever again.\Yeah.\I'm glad you're all still here.\Sorry I'm late.\The meeting went long. However...\Here it is. The match-ups for the Inter-High preliminaries.\Tokonami (4) Karasuno (5) Dateko (6) Ouka (7) response:	If we win the first round,
context: don't let them call us unflying crows ever again.\Yeah.\I'm glad you're all still here.\Sorry I'm late.\The meeting went long. However...\Here it is. The match-ups for the Inter-High preliminaries.\Tokonami (4) Karasuno (5) Dateko (6) Ouka (7)\If we win the first round, response:	we might play against Dateko, assuming they also win.
context: Yeah.\I'm glad you're all still here.\Sorry I'm late.\The meeting went long. However...\Here it is. The match-ups for the Inter-High preliminaries.\Tokonami (4) Karasuno (5) Dateko (6) Ouka (7)\If we win the first round,\we might play against Dateko, assuming they also win. response:	But that's not all...
context: I'm glad you're all still here.\Sorry I'm late.\The meeting went long. However...\Here it is. The match-ups for the Inter-High preliminaries.\Tokonami (4) Karasuno (5) Dateko (6) Ouka (7)\If we win the first round,\we might play against Dateko, assuming they also win.\But that's not all... response:	Aoba Johsai (1) Senkawa Kita (2) Omisaki (3) Okonami (4) Karasuno (5) Dateko (6) Ouka (7)
context: Sorry I'm late.\The meeting went long. However...\Here it is. The match-ups for the Inter-High preliminaries.\Tokonami (4) Karasuno (5) Dateko (6) Ouka (7)\If we win the first round,\we might play against Dateko, assuming they also win.\But that's not all...\Aoba Johsai (1) Senkawa Kita (2) Omisaki (3) Okonami (4) Karasuno (5) Dateko (6) Ouka (7) response:	Aoba Johsai is one of the seeds in our block.
context: The meeting went long. However...\Here it is. The match-ups for the Inter-High preliminaries.\Tokonami (4) Karasuno (5) Dateko (6) Ouka (7)\If we win the first round,\we might play against Dateko, assuming they also win.\But that's not all...\Aoba Johsai (1) Senkawa Kita (2) Omisaki (3) Okonami (4) Karasuno (5) Dateko (6) Ouka (7)\Aoba Johsai is one of the seeds in our block. response:	Day One Day Two
context: Here it is. The match-ups for the Inter-High preliminaries.\Tokonami (4) Karasuno (5) Dateko (6) Ouka (7)\If we win the first round,\we might play against Dateko, assuming they also win.\But that's not all...\Aoba Johsai (1) Senkawa Kita (2) Omisaki (3) Okonami (4) Karasuno (5) Dateko (6) Ouka (7)\Aoba Johsai is one of the seeds in our block.\Day One Day Two response:	For real?
context: Tokonami (4) Karasuno (5) Dateko (6) Ouka (7)\If we win the first round,\we might play against Dateko, assuming they also win.\But that's not all...\Aoba Johsai (1) Senkawa Kita (2) Omisaki (3) Okonami (4) Karasuno (5) Dateko (6) Ouka (7)\Aoba Johsai is one of the seeds in our block.\Day One Day Two\For real? response:	Dateko and Seijoh...
context: If we win the first round,\we might play against Dateko, assuming they also win.\But that's not all...\Aoba Johsai (1) Senkawa Kita (2) Omisaki (3) Okonami (4) Karasuno (5) Dateko (6) Ouka (7)\Aoba Johsai is one of the seeds in our block.\Day One Day Two\For real?\Dateko and Seijoh... response:	Hey.
context: we might play against Dateko, assuming they also win.\But that's not all...\Aoba Johsai (1) Senkawa Kita (2) Omisaki (3) Okonami (4) Karasuno (5) Dateko (6) Ouka (7)\Aoba Johsai is one of the seeds in our block.\Day One Day Two\For real?\Dateko and Seijoh...\Hey. response:	Don't forget what I just said.
context: But that's not all...\Aoba Johsai (1) Senkawa Kita (2) Omisaki (3) Okonami (4) Karasuno (5) Dateko (6) Ouka (7)\Aoba Johsai is one of the seeds in our block.\Day One Day Two\For real?\Dateko and Seijoh...\Hey.\Don't forget what I just said. response:	If all you do is look up...
context: Aoba Johsai (1) Senkawa Kita (2) Omisaki (3) Okonami (4) Karasuno (5) Dateko (6) Ouka (7)\Aoba Johsai is one of the seeds in our block.\Day One Day Two\For real?\Dateko and Seijoh...\Hey.\Don't forget what I just said.\If all you do is look up... response:	We know.
context: Aoba Johsai is one of the seeds in our block.\Day One Day Two\For real?\Dateko and Seijoh...\Hey.\Don't forget what I just said.\If all you do is look up...\We know. response:	Tokonami Karasuno
context: Day One Day Two\For real?\Dateko and Seijoh...\Hey.\Don't forget what I just said.\If all you do is look up...\We know.\Tokonami Karasuno response:	Which high school are you going to, Sawamura?
context: For real?\Dateko and Seijoh...\Hey.\Don't forget what I just said.\If all you do is look up...\We know.\Tokonami Karasuno\Which high school are you going to, Sawamura? response:	Karasuno.
context: Dateko and Seijoh...\Hey.\Don't forget what I just said.\If all you do is look up...\We know.\Tokonami Karasuno\Which high school are you going to, Sawamura?\Karasuno. response:	Huh? Where?
context: Hey.\Don't forget what I just said.\If all you do is look up...\We know.\Tokonami Karasuno\Which high school are you going to, Sawamura?\Karasuno.\Huh? Where? response:	You know, the school that was in the spring tournaments.
context: Don't forget what I just said.\If all you do is look up...\We know.\Tokonami Karasuno\Which high school are you going to, Sawamura?\Karasuno.\Huh? Where?\You know, the school that was in the spring tournaments. response:	Oh.
context: If all you do is look up...\We know.\Tokonami Karasuno\Which high school are you going to, Sawamura?\Karasuno.\Huh? Where?\You know, the school that was in the spring tournaments.\Oh. response:	And you, Ikejiri?
context: We know.\Tokonami Karasuno\Which high school are you going to, Sawamura?\Karasuno.\Huh? Where?\You know, the school that was in the spring tournaments.\Oh.\And you, Ikejiri? response:	I'm going to Tokonami.
context: Tokonami Karasuno\Which high school are you going to, Sawamura?\Karasuno.\Huh? Where?\You know, the school that was in the spring tournaments.\Oh.\And you, Ikejiri?\I'm going to Tokonami. response:	Guess we're parting ways.
context: Which high school are you going to, Sawamura?\Karasuno.\Huh? Where?\You know, the school that was in the spring tournaments.\Oh.\And you, Ikejiri?\I'm going to Tokonami.\Guess we're parting ways. response:	Guess so.
context: Karasuno.\Huh? Where?\You know, the school that was in the spring tournaments.\Oh.\And you, Ikejiri?\I'm going to Tokonami.\Guess we're parting ways.\Guess so. response:	Which means,
context: Huh? Where?\You know, the school that was in the spring tournaments.\Oh.\And you, Ikejiri?\I'm going to Tokonami.\Guess we're parting ways.\Guess so.\Which means, response:	if I continue playing volleyball in high school...
context: You know, the school that was in the spring tournaments.\Oh.\And you, Ikejiri?\I'm going to Tokonami.\Guess we're parting ways.\Guess so.\Which means,\if I continue playing volleyball in high school... response:	You should continue.
context: Oh.\And you, Ikejiri?\I'm going to Tokonami.\Guess we're parting ways.\Guess so.\Which means,\if I continue playing volleyball in high school...\You should continue. response:	Maybe we'll play against each other.
context: And you, Ikejiri?\I'm going to Tokonami.\Guess we're parting ways.\Guess so.\Which means,\if I continue playing volleyball in high school...\You should continue.\Maybe we'll play against each other. response:	And if we do, I'll smash you to pieces.
context: I'm going to Tokonami.\Guess we're parting ways.\Guess so.\Which means,\if I continue playing volleyball in high school...\You should continue.\Maybe we'll play against each other.\And if we do, I'll smash you to pieces. response:	Tokonami Karasuno
context: Guess we're parting ways.\Guess so.\Which means,\if I continue playing volleyball in high school...\You should continue.\Maybe we'll play against each other.\And if we do, I'll smash you to pieces.\Tokonami Karasuno response:	I dare you.
context: Guess so.\Which means,\if I continue playing volleyball in high school...\You should continue.\Maybe we'll play against each other.\And if we do, I'll smash you to pieces.\Tokonami Karasuno\I dare you. response:	Ikejiri, let's get going.
context: Which means,\if I continue playing volleyball in high school...\You should continue.\Maybe we'll play against each other.\And if we do, I'll smash you to pieces.\Tokonami Karasuno\I dare you.\Ikejiri, let's get going. response:	The first round match...
context: if I continue playing volleyball in high school...\You should continue.\Maybe we'll play against each other.\And if we do, I'll smash you to pieces.\Tokonami Karasuno\I dare you.\Ikejiri, let's get going.\The first round match... response:	I promise we'll win it.
context: You should continue.\Maybe we'll play against each other.\And if we do, I'll smash you to pieces.\Tokonami Karasuno\I dare you.\Ikejiri, let's get going.\The first round match...\I promise we'll win it. response:	Third-Year Class 4
context: Maybe we'll play against each other.\And if we do, I'll smash you to pieces.\Tokonami Karasuno\I dare you.\Ikejiri, let's get going.\The first round match...\I promise we'll win it.\Third-Year Class 4 response:	Sawamura.
context: And if we do, I'll smash you to pieces.\Tokonami Karasuno\I dare you.\Ikejiri, let's get going.\The first round match...\I promise we'll win it.\Third-Year Class 4\Sawamura. response:	What, Michimiya?
context: Tokonami Karasuno\I dare you.\Ikejiri, let's get going.\The first round match...\I promise we'll win it.\Third-Year Class 4\Sawamura.\What, Michimiya? response:	I got the pep rally schedule for the sports clubs.
context: I dare you.\Ikejiri, let's get going.\The first round match...\I promise we'll win it.\Third-Year Class 4\Sawamura.\What, Michimiya?\I got the pep rally schedule for the sports clubs. response:	The volleyball club is up fifth.
context: Ikejiri, let's get going.\The first round match...\I promise we'll win it.\Third-Year Class 4\Sawamura.\What, Michimiya?\I got the pep rally schedule for the sports clubs.\The volleyball club is up fifth. response:	Thank you.
context: The first round match...\I promise we'll win it.\Third-Year Class 4\Sawamura.\What, Michimiya?\I got the pep rally schedule for the sports clubs.\The volleyball club is up fifth.\Thank you. response:	Do you have a speech ready, captain?
context: I promise we'll win it.\Third-Year Class 4\Sawamura.\What, Michimiya?\I got the pep rally schedule for the sports clubs.\The volleyball club is up fifth.\Thank you.\Do you have a speech ready, captain? response:	Nope, I've got nothing.
context: Third-Year Class 4\Sawamura.\What, Michimiya?\I got the pep rally schedule for the sports clubs.\The volleyball club is up fifth.\Thank you.\Do you have a speech ready, captain?\Nope, I've got nothing. response:	The Inter-High preliminaries are around the corner.
context: Sawamura.\What, Michimiya?\I got the pep rally schedule for the sports clubs.\The volleyball club is up fifth.\Thank you.\Do you have a speech ready, captain?\Nope, I've got nothing.\The Inter-High preliminaries are around the corner. response:	Yeah. The boys' team is doing well.
context: What, Michimiya?\I got the pep rally schedule for the sports clubs.\The volleyball club is up fifth.\Thank you.\Do you have a speech ready, captain?\Nope, I've got nothing.\The Inter-High preliminaries are around the corner.\Yeah. The boys' team is doing well. response:	What was that team... the one you used to do practice matches with...
context: I got the pep rally schedule for the sports clubs.\The volleyball club is up fifth.\Thank you.\Do you have a speech ready, captain?\Nope, I've got nothing.\The Inter-High preliminaries are around the corner.\Yeah. The boys' team is doing well.\What was that team... the one you used to do practice matches with... response:	Excuse me.
context: The volleyball club is up fifth.\Thank you.\Do you have a speech ready, captain?\Nope, I've got nothing.\The Inter-High preliminaries are around the corner.\Yeah. The boys' team is doing well.\What was that team... the one you used to do practice matches with...\Excuse me. response:	Nekoma?
context: Thank you.\Do you have a speech ready, captain?\Nope, I've got nothing.\The Inter-High preliminaries are around the corner.\Yeah. The boys' team is doing well.\What was that team... the one you used to do practice matches with...\Excuse me.\Nekoma? response:	Right, right. You played against them again, right?
context: Do you have a speech ready, captain?\Nope, I've got nothing.\The Inter-High preliminaries are around the corner.\Yeah. The boys' team is doing well.\What was that team... the one you used to do practice matches with...\Excuse me.\Nekoma?\Right, right. You played against them again, right? response:	How are the girls doing?
context: Nope, I've got nothing.\The Inter-High preliminaries are around the corner.\Yeah. The boys' team is doing well.\What was that team... the one you used to do practice matches with...\Excuse me.\Nekoma?\Right, right. You played against them again, right?\How are the girls doing? response:	I've been out of touch because we have separate gyms.
context: The Inter-High preliminaries are around the corner.\Yeah. The boys' team is doing well.\What was that team... the one you used to do practice matches with...\Excuse me.\Nekoma?\Right, right. You played against them again, right?\How are the girls doing?\I've been out of touch because we have separate gyms. response:	We've been... well... as usual.
context: Yeah. The boys' team is doing well.\What was that team... the one you used to do practice matches with...\Excuse me.\Nekoma?\Right, right. You played against them again, right?\How are the girls doing?\I've been out of touch because we have separate gyms.\We've been... well... as usual. response:	The club members stopped coming to morning practice, as usual.
context: What was that team... the one you used to do practice matches with...\Excuse me.\Nekoma?\Right, right. You played against them again, right?\How are the girls doing?\I've been out of touch because we have separate gyms.\We've been... well... as usual.\The club members stopped coming to morning practice, as usual. response:	I'm not good at being stern.
context: Excuse me.\Nekoma?\Right, right. You played against them again, right?\How are the girls doing?\I've been out of touch because we have separate gyms.\We've been... well... as usual.\The club members stopped coming to morning practice, as usual.\I'm not good at being stern. response:	We'll probably lose in the first round, again.
context: Nekoma?\Right, right. You played against them again, right?\How are the girls doing?\I've been out of touch because we have separate gyms.\We've been... well... as usual.\The club members stopped coming to morning practice, as usual.\I'm not good at being stern.\We'll probably lose in the first round, again. response:	Crap.
context: Right, right. You played against them again, right?\How are the girls doing?\I've been out of touch because we have separate gyms.\We've been... well... as usual.\The club members stopped coming to morning practice, as usual.\I'm not good at being stern.\We'll probably lose in the first round, again.\Crap. response:	Michimiya, didn't you say, We'll definitely win next time?
context: How are the girls doing?\I've been out of touch because we have separate gyms.\We've been... well... as usual.\The club members stopped coming to morning practice, as usual.\I'm not good at being stern.\We'll probably lose in the first round, again.\Crap.\Michimiya, didn't you say, We'll definitely win next time? response:	No matter how formidable and unbeatable your opponent,
context: I've been out of touch because we have separate gyms.\We've been... well... as usual.\The club members stopped coming to morning practice, as usual.\I'm not good at being stern.\We'll probably lose in the first round, again.\Crap.\Michimiya, didn't you say, We'll definitely win next time?\No matter how formidable and unbeatable your opponent, response:	you'll never win if you don't believe you can.
context: We've been... well... as usual.\The club members stopped coming to morning practice, as usual.\I'm not good at being stern.\We'll probably lose in the first round, again.\Crap.\Michimiya, didn't you say, We'll definitely win next time?\No matter how formidable and unbeatable your opponent,\you'll never win if you don't believe you can. response:	Whoops, I didn't mean to preach. Well, you see...
context: The club members stopped coming to morning practice, as usual.\I'm not good at being stern.\We'll probably lose in the first round, again.\Crap.\Michimiya, didn't you say, We'll definitely win next time?\No matter how formidable and unbeatable your opponent,\you'll never win if you don't believe you can.\Whoops, I didn't mean to preach. Well, you see... response:	I remember when you scolded me in junior high. You said the same thing.
context: I'm not good at being stern.\We'll probably lose in the first round, again.\Crap.\Michimiya, didn't you say, We'll definitely win next time?\No matter how formidable and unbeatable your opponent,\you'll never win if you don't believe you can.\Whoops, I didn't mean to preach. Well, you see...\I remember when you scolded me in junior high. You said the same thing. response:	It was right after we got crushed in a practice match before the tournament.
context: We'll probably lose in the first round, again.\Crap.\Michimiya, didn't you say, We'll definitely win next time?\No matter how formidable and unbeatable your opponent,\you'll never win if you don't believe you can.\Whoops, I didn't mean to preach. Well, you see...\I remember when you scolded me in junior high. You said the same thing.\It was right after we got crushed in a practice match before the tournament. response:	I figured we were destined for failure in the real tournament.
context: Crap.\Michimiya, didn't you say, We'll definitely win next time?\No matter how formidable and unbeatable your opponent,\you'll never win if you don't believe you can.\Whoops, I didn't mean to preach. Well, you see...\I remember when you scolded me in junior high. You said the same thing.\It was right after we got crushed in a practice match before the tournament.\I figured we were destined for failure in the real tournament. response:	Even if we're not confident that we'll win,
context: Michimiya, didn't you say, We'll definitely win next time?\No matter how formidable and unbeatable your opponent,\you'll never win if you don't believe you can.\Whoops, I didn't mean to preach. Well, you see...\I remember when you scolded me in junior high. You said the same thing.\It was right after we got crushed in a practice match before the tournament.\I figured we were destined for failure in the real tournament.\Even if we're not confident that we'll win, response:	even if others tell us we don't stand a chance, we...
context: No matter how formidable and unbeatable your opponent,\you'll never win if you don't believe you can.\Whoops, I didn't mean to preach. Well, you see...\I remember when you scolded me in junior high. You said the same thing.\It was right after we got crushed in a practice match before the tournament.\I figured we were destined for failure in the real tournament.\Even if we're not confident that we'll win,\even if others tell us we don't stand a chance, we... response:	We must never tell ourselves that.
context: you'll never win if you don't believe you can.\Whoops, I didn't mean to preach. Well, you see...\I remember when you scolded me in junior high. You said the same thing.\It was right after we got crushed in a practice match before the tournament.\I figured we were destined for failure in the real tournament.\Even if we're not confident that we'll win,\even if others tell us we don't stand a chance, we...\We must never tell ourselves that. response:	End quote.
context: Whoops, I didn't mean to preach. Well, you see...\I remember when you scolded me in junior high. You said the same thing.\It was right after we got crushed in a practice match before the tournament.\I figured we were destined for failure in the real tournament.\Even if we're not confident that we'll win,\even if others tell us we don't stand a chance, we...\We must never tell ourselves that.\End quote. response:	I'm sorry! I have a bad habit of losing confidence before a tournament.
context: I remember when you scolded me in junior high. You said the same thing.\It was right after we got crushed in a practice match before the tournament.\I figured we were destined for failure in the real tournament.\Even if we're not confident that we'll win,\even if others tell us we don't stand a chance, we...\We must never tell ourselves that.\End quote.\I'm sorry! I have a bad habit of losing confidence before a tournament. response:	I hope I'm not being presumptuous,
context: It was right after we got crushed in a practice match before the tournament.\I figured we were destined for failure in the real tournament.\Even if we're not confident that we'll win,\even if others tell us we don't stand a chance, we...\We must never tell ourselves that.\End quote.\I'm sorry! I have a bad habit of losing confidence before a tournament.\I hope I'm not being presumptuous, response:	but since you and I are both captains,
context: I figured we were destined for failure in the real tournament.\Even if we're not confident that we'll win,\even if others tell us we don't stand a chance, we...\We must never tell ourselves that.\End quote.\I'm sorry! I have a bad habit of losing confidence before a tournament.\I hope I'm not being presumptuous,\but since you and I are both captains, response:	I'll pretend I didn't hear any of that.
context: Even if we're not confident that we'll win,\even if others tell us we don't stand a chance, we...\We must never tell ourselves that.\End quote.\I'm sorry! I have a bad habit of losing confidence before a tournament.\I hope I'm not being presumptuous,\but since you and I are both captains,\I'll pretend I didn't hear any of that. response:	You're too easy on me.
context: even if others tell us we don't stand a chance, we...\We must never tell ourselves that.\End quote.\I'm sorry! I have a bad habit of losing confidence before a tournament.\I hope I'm not being presumptuous,\but since you and I are both captains,\I'll pretend I didn't hear any of that.\You're too easy on me. response:	All right, I'm good.
context: We must never tell ourselves that.\End quote.\I'm sorry! I have a bad habit of losing confidence before a tournament.\I hope I'm not being presumptuous,\but since you and I are both captains,\I'll pretend I didn't hear any of that.\You're too easy on me.\All right, I'm good. response:	I'm good now. Thanks.
context: End quote.\I'm sorry! I have a bad habit of losing confidence before a tournament.\I hope I'm not being presumptuous,\but since you and I are both captains,\I'll pretend I didn't hear any of that.\You're too easy on me.\All right, I'm good.\I'm good now. Thanks. response:	Because I...
context: I'm sorry! I have a bad habit of losing confidence before a tournament.\I hope I'm not being presumptuous,\but since you and I are both captains,\I'll pretend I didn't hear any of that.\You're too easy on me.\All right, I'm good.\I'm good now. Thanks.\Because I... response:	want to pulverize my dear underclassman, setter-on-setter, in an official match.
context: I hope I'm not being presumptuous,\but since you and I are both captains,\I'll pretend I didn't hear any of that.\You're too easy on me.\All right, I'm good.\I'm good now. Thanks.\Because I...\want to pulverize my dear underclassman, setter-on-setter, in an official match. response:	What's that?
context: but since you and I are both captains,\I'll pretend I didn't hear any of that.\You're too easy on me.\All right, I'm good.\I'm good now. Thanks.\Because I...\want to pulverize my dear underclassman, setter-on-setter, in an official match.\What's that? response:	Scary.
context: I'll pretend I didn't hear any of that.\You're too easy on me.\All right, I'm good.\I'm good now. Thanks.\Because I...\want to pulverize my dear underclassman, setter-on-setter, in an official match.\What's that?\Scary. response:	Third-Year Class 3
context: You're too easy on me.\All right, I'm good.\I'm good now. Thanks.\Because I...\want to pulverize my dear underclassman, setter-on-setter, in an official match.\What's that?\Scary.\Third-Year Class 3 response:	Karasuno (5) Dateko (6)
