context: If I were to die now, I doubt Ren would die with me anymore. response:	But that's fine. That's how it should be.
context: Did you examine me properly?! You rogue doctor!\Nana...\Miss Osaki, calm down.\Hyperventilation can occur after strenuous exercise,\but it can also easily happen if you're overly nervous or excited.\But she's always like this, Doctor.\How can it be cured?\Well, there's no guarantee it'll even happen again. response:	The best thing to do is not worry about it.
context: Nana...\Miss Osaki, calm down.\Hyperventilation can occur after strenuous exercise,\but it can also easily happen if you're overly nervous or excited.\But she's always like this, Doctor.\How can it be cured?\Well, there's no guarantee it'll even happen again.\The best thing to do is not worry about it. response:	Of course I'll be worried! I'm a singer, Doctor!
context: Miss Osaki, calm down.\Hyperventilation can occur after strenuous exercise,\but it can also easily happen if you're overly nervous or excited.\But she's always like this, Doctor.\How can it be cured?\Well, there's no guarantee it'll even happen again.\The best thing to do is not worry about it.\Of course I'll be worried! I'm a singer, Doctor! response:	Performing live is a tough workout,
context: Hyperventilation can occur after strenuous exercise,\but it can also easily happen if you're overly nervous or excited.\But she's always like this, Doctor.\How can it be cured?\Well, there's no guarantee it'll even happen again.\The best thing to do is not worry about it.\Of course I'll be worried! I'm a singer, Doctor!\Performing live is a tough workout, response:	and I do get really excited when performing.
context: but it can also easily happen if you're overly nervous or excited.\But she's always like this, Doctor.\How can it be cured?\Well, there's no guarantee it'll even happen again.\The best thing to do is not worry about it.\Of course I'll be worried! I'm a singer, Doctor!\Performing live is a tough workout,\and I do get really excited when performing. response:	I can't risk having another attack onstage!
context: But she's always like this, Doctor.\How can it be cured?\Well, there's no guarantee it'll even happen again.\The best thing to do is not worry about it.\Of course I'll be worried! I'm a singer, Doctor!\Performing live is a tough workout,\and I do get really excited when performing.\I can't risk having another attack onstage! response:	Please do something!
context: How can it be cured?\Well, there's no guarantee it'll even happen again.\The best thing to do is not worry about it.\Of course I'll be worried! I'm a singer, Doctor!\Performing live is a tough workout,\and I do get really excited when performing.\I can't risk having another attack onstage!\Please do something! response:	Hmm... But this is stress-related, which isn't my area of expertise.
context: Well, there's no guarantee it'll even happen again.\The best thing to do is not worry about it.\Of course I'll be worried! I'm a singer, Doctor!\Performing live is a tough workout,\and I do get really excited when performing.\I can't risk having another attack onstage!\Please do something!\Hmm... But this is stress-related, which isn't my area of expertise. response:	If you're worried, I suggest you see a psychiatrist.
context: The best thing to do is not worry about it.\Of course I'll be worried! I'm a singer, Doctor!\Performing live is a tough workout,\and I do get really excited when performing.\I can't risk having another attack onstage!\Please do something!\Hmm... But this is stress-related, which isn't my area of expertise.\If you're worried, I suggest you see a psychiatrist. response:	If you'd like, I'll write you a referral.
context: Of course I'll be worried! I'm a singer, Doctor!\Performing live is a tough workout,\and I do get really excited when performing.\I can't risk having another attack onstage!\Please do something!\Hmm... But this is stress-related, which isn't my area of expertise.\If you're worried, I suggest you see a psychiatrist.\If you'd like, I'll write you a referral. response:	- A psychiatrist? - Thank you very much, Doctor!
context: Performing live is a tough workout,\and I do get really excited when performing.\I can't risk having another attack onstage!\Please do something!\Hmm... But this is stress-related, which isn't my area of expertise.\If you're worried, I suggest you see a psychiatrist.\If you'd like, I'll write you a referral.\- A psychiatrist? - Thank you very much, Doctor! response:	I always appreciate your help greatly!
context: and I do get really excited when performing.\I can't risk having another attack onstage!\Please do something!\Hmm... But this is stress-related, which isn't my area of expertise.\If you're worried, I suggest you see a psychiatrist.\If you'd like, I'll write you a referral.\- A psychiatrist? - Thank you very much, Doctor!\I always appreciate your help greatly! response:	Nana!
context: I can't risk having another attack onstage!\Please do something!\Hmm... But this is stress-related, which isn't my area of expertise.\If you're worried, I suggest you see a psychiatrist.\If you'd like, I'll write you a referral.\- A psychiatrist? - Thank you very much, Doctor!\I always appreciate your help greatly!\Nana! response:	Oh, you were here?
context: Please do something!\Hmm... But this is stress-related, which isn't my area of expertise.\If you're worried, I suggest you see a psychiatrist.\If you'd like, I'll write you a referral.\- A psychiatrist? - Thank you very much, Doctor!\I always appreciate your help greatly!\Nana!\Oh, you were here? response:	Oh, you look perfectly fine.
context: Hmm... But this is stress-related, which isn't my area of expertise.\If you're worried, I suggest you see a psychiatrist.\If you'd like, I'll write you a referral.\- A psychiatrist? - Thank you very much, Doctor!\I always appreciate your help greatly!\Nana!\Oh, you were here?\Oh, you look perfectly fine. response:	Nana!
context: If you're worried, I suggest you see a psychiatrist.\If you'd like, I'll write you a referral.\- A psychiatrist? - Thank you very much, Doctor!\I always appreciate your help greatly!\Nana!\Oh, you were here?\Oh, you look perfectly fine.\Nana! response:	Are you feeling all right? What did the doctor say?
context: If you'd like, I'll write you a referral.\- A psychiatrist? - Thank you very much, Doctor!\I always appreciate your help greatly!\Nana!\Oh, you were here?\Oh, you look perfectly fine.\Nana!\Are you feeling all right? What did the doctor say? response:	He says I'm nuts, like I thought.
context: - A psychiatrist? - Thank you very much, Doctor!\I always appreciate your help greatly!\Nana!\Oh, you were here?\Oh, you look perfectly fine.\Nana!\Are you feeling all right? What did the doctor say?\He says I'm nuts, like I thought. response:	BAM
context: I always appreciate your help greatly!\Nana!\Oh, you were here?\Oh, you look perfectly fine.\Nana!\Are you feeling all right? What did the doctor say?\He says I'm nuts, like I thought.\BAM response:	That hurt!
context: Nana!\Oh, you were here?\Oh, you look perfectly fine.\Nana!\Are you feeling all right? What did the doctor say?\He says I'm nuts, like I thought.\BAM\That hurt! response:	Wow, that stone head full of prejudices won't even crack!
context: Oh, you were here?\Oh, you look perfectly fine.\Nana!\Are you feeling all right? What did the doctor say?\He says I'm nuts, like I thought.\BAM\That hurt!\Wow, that stone head full of prejudices won't even crack! response:	THAT REALLY HURT... Wow, that stone head full of prejudices won't even crack!
context: Oh, you look perfectly fine.\Nana!\Are you feeling all right? What did the doctor say?\He says I'm nuts, like I thought.\BAM\That hurt!\Wow, that stone head full of prejudices won't even crack!\THAT REALLY HURT... Wow, that stone head full of prejudices won't even crack! response:	Wow, that stone head full of prejudices won't even crack!
context: Nana!\Are you feeling all right? What did the doctor say?\He says I'm nuts, like I thought.\BAM\That hurt!\Wow, that stone head full of prejudices won't even crack!\THAT REALLY HURT... Wow, that stone head full of prejudices won't even crack!\Wow, that stone head full of prejudices won't even crack! response:	Don't crack it!
context: Are you feeling all right? What did the doctor say?\He says I'm nuts, like I thought.\BAM\That hurt!\Wow, that stone head full of prejudices won't even crack!\THAT REALLY HURT... Wow, that stone head full of prejudices won't even crack!\Wow, that stone head full of prejudices won't even crack!\Don't crack it! response:	In this modern age,
context: He says I'm nuts, like I thought.\BAM\That hurt!\Wow, that stone head full of prejudices won't even crack!\THAT REALLY HURT... Wow, that stone head full of prejudices won't even crack!\Wow, that stone head full of prejudices won't even crack!\Don't crack it!\In this modern age, response:	everyone has to deal with varying degrees of stress.
context: BAM\That hurt!\Wow, that stone head full of prejudices won't even crack!\THAT REALLY HURT... Wow, that stone head full of prejudices won't even crack!\Wow, that stone head full of prejudices won't even crack!\Don't crack it!\In this modern age,\everyone has to deal with varying degrees of stress. response:	It's truly a difficult world to live in.
context: That hurt!\Wow, that stone head full of prejudices won't even crack!\THAT REALLY HURT... Wow, that stone head full of prejudices won't even crack!\Wow, that stone head full of prejudices won't even crack!\Don't crack it!\In this modern age,\everyone has to deal with varying degrees of stress.\It's truly a difficult world to live in. response:	You just happen to be a little more sensitive than others.
context: Wow, that stone head full of prejudices won't even crack!\THAT REALLY HURT... Wow, that stone head full of prejudices won't even crack!\Wow, that stone head full of prejudices won't even crack!\Don't crack it!\In this modern age,\everyone has to deal with varying degrees of stress.\It's truly a difficult world to live in.\You just happen to be a little more sensitive than others. response:	There's nothing wrong with that.
context: THAT REALLY HURT... Wow, that stone head full of prejudices won't even crack!\Wow, that stone head full of prejudices won't even crack!\Don't crack it!\In this modern age,\everyone has to deal with varying degrees of stress.\It's truly a difficult world to live in.\You just happen to be a little more sensitive than others.\There's nothing wrong with that. response:	But I hate myself for being so weak.
context: Wow, that stone head full of prejudices won't even crack!\Don't crack it!\In this modern age,\everyone has to deal with varying degrees of stress.\It's truly a difficult world to live in.\You just happen to be a little more sensitive than others.\There's nothing wrong with that.\But I hate myself for being so weak. response:	I can't stand being who I am anymore...
context: Don't crack it!\In this modern age,\everyone has to deal with varying degrees of stress.\It's truly a difficult world to live in.\You just happen to be a little more sensitive than others.\There's nothing wrong with that.\But I hate myself for being so weak.\I can't stand being who I am anymore... response:	So why do these guys continue being with me?
context: In this modern age,\everyone has to deal with varying degrees of stress.\It's truly a difficult world to live in.\You just happen to be a little more sensitive than others.\There's nothing wrong with that.\But I hate myself for being so weak.\I can't stand being who I am anymore...\So why do these guys continue being with me? response:	They have guts.
context: everyone has to deal with varying degrees of stress.\It's truly a difficult world to live in.\You just happen to be a little more sensitive than others.\There's nothing wrong with that.\But I hate myself for being so weak.\I can't stand being who I am anymore...\So why do these guys continue being with me?\They have guts. response:	NOBU MESSAGE FROM NANA
context: It's truly a difficult world to live in.\You just happen to be a little more sensitive than others.\There's nothing wrong with that.\But I hate myself for being so weak.\I can't stand being who I am anymore...\So why do these guys continue being with me?\They have guts.\NOBU MESSAGE FROM NANA response:	I'M REALLY BUSY SO I CAN'T CALL YOU, BUT I'M DOING REALLY WELL, DARLING! LET'S BOTH DO OUR BEST.
context: You just happen to be a little more sensitive than others.\There's nothing wrong with that.\But I hate myself for being so weak.\I can't stand being who I am anymore...\So why do these guys continue being with me?\They have guts.\NOBU MESSAGE FROM NANA\I'M REALLY BUSY SO I CAN'T CALL YOU, BUT I'M DOING REALLY WELL, DARLING! LET'S BOTH DO OUR BEST. response:	Why is there so much work to do immediately after returning?!
context: There's nothing wrong with that.\But I hate myself for being so weak.\I can't stand being who I am anymore...\So why do these guys continue being with me?\They have guts.\NOBU MESSAGE FROM NANA\I'M REALLY BUSY SO I CAN'T CALL YOU, BUT I'M DOING REALLY WELL, DARLING! LET'S BOTH DO OUR BEST.\Why is there so much work to do immediately after returning?! response:	It can't be helped.
context: But I hate myself for being so weak.\I can't stand being who I am anymore...\So why do these guys continue being with me?\They have guts.\NOBU MESSAGE FROM NANA\I'M REALLY BUSY SO I CAN'T CALL YOU, BUT I'M DOING REALLY WELL, DARLING! LET'S BOTH DO OUR BEST.\Why is there so much work to do immediately after returning?!\It can't be helped. response:	Going to England wasn't part of the original schedule.
context: I can't stand being who I am anymore...\So why do these guys continue being with me?\They have guts.\NOBU MESSAGE FROM NANA\I'M REALLY BUSY SO I CAN'T CALL YOU, BUT I'M DOING REALLY WELL, DARLING! LET'S BOTH DO OUR BEST.\Why is there so much work to do immediately after returning?!\It can't be helped.\Going to England wasn't part of the original schedule. response:	So stop whining!
context: So why do these guys continue being with me?\They have guts.\NOBU MESSAGE FROM NANA\I'M REALLY BUSY SO I CAN'T CALL YOU, BUT I'M DOING REALLY WELL, DARLING! LET'S BOTH DO OUR BEST.\Why is there so much work to do immediately after returning?!\It can't be helped.\Going to England wasn't part of the original schedule.\So stop whining! response:	Sorry about that.
context: They have guts.\NOBU MESSAGE FROM NANA\I'M REALLY BUSY SO I CAN'T CALL YOU, BUT I'M DOING REALLY WELL, DARLING! LET'S BOTH DO OUR BEST.\Why is there so much work to do immediately after returning?!\It can't be helped.\Going to England wasn't part of the original schedule.\So stop whining!\Sorry about that. response:	It's not your fault, Ren.
context: NOBU MESSAGE FROM NANA\I'M REALLY BUSY SO I CAN'T CALL YOU, BUT I'M DOING REALLY WELL, DARLING! LET'S BOTH DO OUR BEST.\Why is there so much work to do immediately after returning?!\It can't be helped.\Going to England wasn't part of the original schedule.\So stop whining!\Sorry about that.\It's not your fault, Ren. response:	I don't think it was necessary
context: I'M REALLY BUSY SO I CAN'T CALL YOU, BUT I'M DOING REALLY WELL, DARLING! LET'S BOTH DO OUR BEST.\Why is there so much work to do immediately after returning?!\It can't be helped.\Going to England wasn't part of the original schedule.\So stop whining!\Sorry about that.\It's not your fault, Ren.\I don't think it was necessary response:	to go all the way to England in the first place.
context: Why is there so much work to do immediately after returning?!\It can't be helped.\Going to England wasn't part of the original schedule.\So stop whining!\Sorry about that.\It's not your fault, Ren.\I don't think it was necessary\to go all the way to England in the first place. response:	What are you doing?!
context: It can't be helped.\Going to England wasn't part of the original schedule.\So stop whining!\Sorry about that.\It's not your fault, Ren.\I don't think it was necessary\to go all the way to England in the first place.\What are you doing?! response:	Don't touch it with your filthy hands!
context: Going to England wasn't part of the original schedule.\So stop whining!\Sorry about that.\It's not your fault, Ren.\I don't think it was necessary\to go all the way to England in the first place.\What are you doing?!\Don't touch it with your filthy hands! response:	Filthy? I'm outta lighter fluid. That's a lighter, right?
context: So stop whining!\Sorry about that.\It's not your fault, Ren.\I don't think it was necessary\to go all the way to England in the first place.\What are you doing?!\Don't touch it with your filthy hands!\Filthy? I'm outta lighter fluid. That's a lighter, right? response:	Huh? So that's a lighter? Wow, it's huge!
context: Sorry about that.\It's not your fault, Ren.\I don't think it was necessary\to go all the way to England in the first place.\What are you doing?!\Don't touch it with your filthy hands!\Filthy? I'm outta lighter fluid. That's a lighter, right?\Huh? So that's a lighter? Wow, it's huge! response:	You know, you said the same thing
context: It's not your fault, Ren.\I don't think it was necessary\to go all the way to England in the first place.\What are you doing?!\Don't touch it with your filthy hands!\Filthy? I'm outta lighter fluid. That's a lighter, right?\Huh? So that's a lighter? Wow, it's huge!\You know, you said the same thing response:	when you saw the one Shin was using at the after-party.
context: I don't think it was necessary\to go all the way to England in the first place.\What are you doing?!\Don't touch it with your filthy hands!\Filthy? I'm outta lighter fluid. That's a lighter, right?\Huh? So that's a lighter? Wow, it's huge!\You know, you said the same thing\when you saw the one Shin was using at the after-party. response:	Have you forgotten already?
context: to go all the way to England in the first place.\What are you doing?!\Don't touch it with your filthy hands!\Filthy? I'm outta lighter fluid. That's a lighter, right?\Huh? So that's a lighter? Wow, it's huge!\You know, you said the same thing\when you saw the one Shin was using at the after-party.\Have you forgotten already? response:	Huh? You mean Shin from BLAST?
context: What are you doing?!\Don't touch it with your filthy hands!\Filthy? I'm outta lighter fluid. That's a lighter, right?\Huh? So that's a lighter? Wow, it's huge!\You know, you said the same thing\when you saw the one Shin was using at the after-party.\Have you forgotten already?\Huh? You mean Shin from BLAST? response:	He said it was a limited edition. It's a rare item.
context: Don't touch it with your filthy hands!\Filthy? I'm outta lighter fluid. That's a lighter, right?\Huh? So that's a lighter? Wow, it's huge!\You know, you said the same thing\when you saw the one Shin was using at the after-party.\Have you forgotten already?\Huh? You mean Shin from BLAST?\He said it was a limited edition. It's a rare item. response:	Is that right?
context: Filthy? I'm outta lighter fluid. That's a lighter, right?\Huh? So that's a lighter? Wow, it's huge!\You know, you said the same thing\when you saw the one Shin was using at the after-party.\Have you forgotten already?\Huh? You mean Shin from BLAST?\He said it was a limited edition. It's a rare item.\Is that right? response:	That one you have isn't Shin's, is it?
context: Huh? So that's a lighter? Wow, it's huge!\You know, you said the same thing\when you saw the one Shin was using at the after-party.\Have you forgotten already?\Huh? You mean Shin from BLAST?\He said it was a limited edition. It's a rare item.\Is that right?\That one you have isn't Shin's, is it? response:	It isn't!
context: You know, you said the same thing\when you saw the one Shin was using at the after-party.\Have you forgotten already?\Huh? You mean Shin from BLAST?\He said it was a limited edition. It's a rare item.\Is that right?\That one you have isn't Shin's, is it?\It isn't! response:	Why are you carrying a lighter in the first place
context: when you saw the one Shin was using at the after-party.\Have you forgotten already?\Huh? You mean Shin from BLAST?\He said it was a limited edition. It's a rare item.\Is that right?\That one you have isn't Shin's, is it?\It isn't!\Why are you carrying a lighter in the first place response:	when you don't even smoke?
context: Have you forgotten already?\Huh? You mean Shin from BLAST?\He said it was a limited edition. It's a rare item.\Is that right?\That one you have isn't Shin's, is it?\It isn't!\Why are you carrying a lighter in the first place\when you don't even smoke? response:	It's a present from a fan, and I like it!
context: Huh? You mean Shin from BLAST?\He said it was a limited edition. It's a rare item.\Is that right?\That one you have isn't Shin's, is it?\It isn't!\Why are you carrying a lighter in the first place\when you don't even smoke?\It's a present from a fan, and I like it! response:	Must be nice to get cool stuff like that.
context: He said it was a limited edition. It's a rare item.\Is that right?\That one you have isn't Shin's, is it?\It isn't!\Why are you carrying a lighter in the first place\when you don't even smoke?\It's a present from a fan, and I like it!\Must be nice to get cool stuff like that. response:	All I get are stuffed animals.
context: Is that right?\That one you have isn't Shin's, is it?\It isn't!\Why are you carrying a lighter in the first place\when you don't even smoke?\It's a present from a fan, and I like it!\Must be nice to get cool stuff like that.\All I get are stuffed animals. response:	My room's full of stuffed animals.
context: That one you have isn't Shin's, is it?\It isn't!\Why are you carrying a lighter in the first place\when you don't even smoke?\It's a present from a fan, and I like it!\Must be nice to get cool stuff like that.\All I get are stuffed animals.\My room's full of stuffed animals. response:	You're actually displaying them?
context: It isn't!\Why are you carrying a lighter in the first place\when you don't even smoke?\It's a present from a fan, and I like it!\Must be nice to get cool stuff like that.\All I get are stuffed animals.\My room's full of stuffed animals.\You're actually displaying them? response:	Ren, hand me your lighter.
context: Why are you carrying a lighter in the first place\when you don't even smoke?\It's a present from a fan, and I like it!\Must be nice to get cool stuff like that.\All I get are stuffed animals.\My room's full of stuffed animals.\You're actually displaying them?\Ren, hand me your lighter. response:	I'VE BEEN THROWN INTO THIS JAIL THEY CALL A DORM. I'M THINKING OF A WAY THAT I CAN MEET YOU WITHOUT ANYONE NOTICING, BUT HAVEN'T COME UP WITH ANY IDEAS. I'D LOVE TO SEE YOU SOON.
context: when you don't even smoke?\It's a present from a fan, and I like it!\Must be nice to get cool stuff like that.\All I get are stuffed animals.\My room's full of stuffed animals.\You're actually displaying them?\Ren, hand me your lighter.\I'VE BEEN THROWN INTO THIS JAIL THEY CALL A DORM. I'M THINKING OF A WAY THAT I CAN MEET YOU WITHOUT ANYONE NOTICING, BUT HAVEN'T COME UP WITH ANY IDEAS. I'D LOVE TO SEE YOU SOON. response:	Saying I was busy was just an excuse.
context: It's a present from a fan, and I like it!\Must be nice to get cool stuff like that.\All I get are stuffed animals.\My room's full of stuffed animals.\You're actually displaying them?\Ren, hand me your lighter.\I'VE BEEN THROWN INTO THIS JAIL THEY CALL A DORM. I'M THINKING OF A WAY THAT I CAN MEET YOU WITHOUT ANYONE NOTICING, BUT HAVEN'T COME UP WITH ANY IDEAS. I'D LOVE TO SEE YOU SOON.\Saying I was busy was just an excuse. response:	I'm sure Ren realized that.
context: Must be nice to get cool stuff like that.\All I get are stuffed animals.\My room's full of stuffed animals.\You're actually displaying them?\Ren, hand me your lighter.\I'VE BEEN THROWN INTO THIS JAIL THEY CALL A DORM. I'M THINKING OF A WAY THAT I CAN MEET YOU WITHOUT ANYONE NOTICING, BUT HAVEN'T COME UP WITH ANY IDEAS. I'D LOVE TO SEE YOU SOON.\Saying I was busy was just an excuse.\I'm sure Ren realized that. response:	But if I heard Ren's voice,
context: All I get are stuffed animals.\My room's full of stuffed animals.\You're actually displaying them?\Ren, hand me your lighter.\I'VE BEEN THROWN INTO THIS JAIL THEY CALL A DORM. I'M THINKING OF A WAY THAT I CAN MEET YOU WITHOUT ANYONE NOTICING, BUT HAVEN'T COME UP WITH ANY IDEAS. I'D LOVE TO SEE YOU SOON.\Saying I was busy was just an excuse.\I'm sure Ren realized that.\But if I heard Ren's voice, response:	I thought I'd have trouble breathing again. I was scared.
context: My room's full of stuffed animals.\You're actually displaying them?\Ren, hand me your lighter.\I'VE BEEN THROWN INTO THIS JAIL THEY CALL A DORM. I'M THINKING OF A WAY THAT I CAN MEET YOU WITHOUT ANYONE NOTICING, BUT HAVEN'T COME UP WITH ANY IDEAS. I'D LOVE TO SEE YOU SOON.\Saying I was busy was just an excuse.\I'm sure Ren realized that.\But if I heard Ren's voice,\I thought I'd have trouble breathing again. I was scared. response:	So now, I'm announcing today's schedule!
context: You're actually displaying them?\Ren, hand me your lighter.\I'VE BEEN THROWN INTO THIS JAIL THEY CALL A DORM. I'M THINKING OF A WAY THAT I CAN MEET YOU WITHOUT ANYONE NOTICING, BUT HAVEN'T COME UP WITH ANY IDEAS. I'D LOVE TO SEE YOU SOON.\Saying I was busy was just an excuse.\I'm sure Ren realized that.\But if I heard Ren's voice,\I thought I'd have trouble breathing again. I was scared.\So now, I'm announcing today's schedule! response:	There's a photo shoot for promo material at the Harajuku studio.
context: Ren, hand me your lighter.\I'VE BEEN THROWN INTO THIS JAIL THEY CALL A DORM. I'M THINKING OF A WAY THAT I CAN MEET YOU WITHOUT ANYONE NOTICING, BUT HAVEN'T COME UP WITH ANY IDEAS. I'D LOVE TO SEE YOU SOON.\Saying I was busy was just an excuse.\I'm sure Ren realized that.\But if I heard Ren's voice,\I thought I'd have trouble breathing again. I was scared.\So now, I'm announcing today's schedule!\There's a photo shoot for promo material at the Harajuku studio. response:	Detergent?
context: I'VE BEEN THROWN INTO THIS JAIL THEY CALL A DORM. I'M THINKING OF A WAY THAT I CAN MEET YOU WITHOUT ANYONE NOTICING, BUT HAVEN'T COME UP WITH ANY IDEAS. I'D LOVE TO SEE YOU SOON.\Saying I was busy was just an excuse.\I'm sure Ren realized that.\But if I heard Ren's voice,\I thought I'd have trouble breathing again. I was scared.\So now, I'm announcing today's schedule!\There's a photo shoot for promo material at the Harajuku studio.\Detergent? response:	DETERGENT? Detergent?
context: Saying I was busy was just an excuse.\I'm sure Ren realized that.\But if I heard Ren's voice,\I thought I'd have trouble breathing again. I was scared.\So now, I'm announcing today's schedule!\There's a photo shoot for promo material at the Harajuku studio.\Detergent?\DETERGENT? Detergent? response:	DETERGENT? Promo material.
context: I'm sure Ren realized that.\But if I heard Ren's voice,\I thought I'd have trouble breathing again. I was scared.\So now, I'm announcing today's schedule!\There's a photo shoot for promo material at the Harajuku studio.\Detergent?\DETERGENT? Detergent?\DETERGENT? Promo material. response:	DETERGENT?
context: But if I heard Ren's voice,\I thought I'd have trouble breathing again. I was scared.\So now, I'm announcing today's schedule!\There's a photo shoot for promo material at the Harajuku studio.\Detergent?\DETERGENT? Detergent?\DETERGENT? Promo material.\DETERGENT? response:	In the afternoon,
context: I thought I'd have trouble breathing again. I was scared.\So now, I'm announcing today's schedule!\There's a photo shoot for promo material at the Harajuku studio.\Detergent?\DETERGENT? Detergent?\DETERGENT? Promo material.\DETERGENT?\In the afternoon, response:	there will be three interviews for music magazines.
context: So now, I'm announcing today's schedule!\There's a photo shoot for promo material at the Harajuku studio.\Detergent?\DETERGENT? Detergent?\DETERGENT? Promo material.\DETERGENT?\In the afternoon,\there will be three interviews for music magazines. response:	We're introducing ourselves so we'll be visiting them.
context: There's a photo shoot for promo material at the Harajuku studio.\Detergent?\DETERGENT? Detergent?\DETERGENT? Promo material.\DETERGENT?\In the afternoon,\there will be three interviews for music magazines.\We're introducing ourselves so we'll be visiting them. response:	Please make sure you're very polite to the people
context: Detergent?\DETERGENT? Detergent?\DETERGENT? Promo material.\DETERGENT?\In the afternoon,\there will be three interviews for music magazines.\We're introducing ourselves so we'll be visiting them.\Please make sure you're very polite to the people response:	during these work-related visits.
context: DETERGENT? Detergent?\DETERGENT? Promo material.\DETERGENT?\In the afternoon,\there will be three interviews for music magazines.\We're introducing ourselves so we'll be visiting them.\Please make sure you're very polite to the people\during these work-related visits. response:	We want to leave a good impression.
context: DETERGENT? Promo material.\DETERGENT?\In the afternoon,\there will be three interviews for music magazines.\We're introducing ourselves so we'll be visiting them.\Please make sure you're very polite to the people\during these work-related visits.\We want to leave a good impression. response:	Remember, your rebellious image is only an act.
context: DETERGENT?\In the afternoon,\there will be three interviews for music magazines.\We're introducing ourselves so we'll be visiting them.\Please make sure you're very polite to the people\during these work-related visits.\We want to leave a good impression.\Remember, your rebellious image is only an act. response:	Also, if they ask you any questions about your private life,
context: In the afternoon,\there will be three interviews for music magazines.\We're introducing ourselves so we'll be visiting them.\Please make sure you're very polite to the people\during these work-related visits.\We want to leave a good impression.\Remember, your rebellious image is only an act.\Also, if they ask you any questions about your private life, response:	do not answer.
context: there will be three interviews for music magazines.\We're introducing ourselves so we'll be visiting them.\Please make sure you're very polite to the people\during these work-related visits.\We want to leave a good impression.\Remember, your rebellious image is only an act.\Also, if they ask you any questions about your private life,\do not answer. response:	Then, at seven, we will meet with event organizers
context: We're introducing ourselves so we'll be visiting them.\Please make sure you're very polite to the people\during these work-related visits.\We want to leave a good impression.\Remember, your rebellious image is only an act.\Also, if they ask you any questions about your private life,\do not answer.\Then, at seven, we will meet with event organizers response:	to discuss the guerrilla live performance. That will be at the Gaia main office.
context: Please make sure you're very polite to the people\during these work-related visits.\We want to leave a good impression.\Remember, your rebellious image is only an act.\Also, if they ask you any questions about your private life,\do not answer.\Then, at seven, we will meet with event organizers\to discuss the guerrilla live performance. That will be at the Gaia main office. response:	A rehearsal at the Kagurazaka studios at nine.
context: during these work-related visits.\We want to leave a good impression.\Remember, your rebellious image is only an act.\Also, if they ask you any questions about your private life,\do not answer.\Then, at seven, we will meet with event organizers\to discuss the guerrilla live performance. That will be at the Gaia main office.\A rehearsal at the Kagurazaka studios at nine. response:	Finishing time depends on Matsuo's mood.
context: We want to leave a good impression.\Remember, your rebellious image is only an act.\Also, if they ask you any questions about your private life,\do not answer.\Then, at seven, we will meet with event organizers\to discuss the guerrilla live performance. That will be at the Gaia main office.\A rehearsal at the Kagurazaka studios at nine.\Finishing time depends on Matsuo's mood. response:	Well, there you have it. It's not as packed as I thought.
context: Remember, your rebellious image is only an act.\Also, if they ask you any questions about your private life,\do not answer.\Then, at seven, we will meet with event organizers\to discuss the guerrilla live performance. That will be at the Gaia main office.\A rehearsal at the Kagurazaka studios at nine.\Finishing time depends on Matsuo's mood.\Well, there you have it. It's not as packed as I thought. response:	THERE'S ROOM FOR MORE. Well, there you have it. It's not as packed as I thought.
context: Also, if they ask you any questions about your private life,\do not answer.\Then, at seven, we will meet with event organizers\to discuss the guerrilla live performance. That will be at the Gaia main office.\A rehearsal at the Kagurazaka studios at nine.\Finishing time depends on Matsuo's mood.\Well, there you have it. It's not as packed as I thought.\THERE'S ROOM FOR MORE. Well, there you have it. It's not as packed as I thought. response:	Well, there you have it. It's not as packed as I thought.
context: do not answer.\Then, at seven, we will meet with event organizers\to discuss the guerrilla live performance. That will be at the Gaia main office.\A rehearsal at the Kagurazaka studios at nine.\Finishing time depends on Matsuo's mood.\Well, there you have it. It's not as packed as I thought.\THERE'S ROOM FOR MORE. Well, there you have it. It's not as packed as I thought.\Well, there you have it. It's not as packed as I thought. response:	That's plenty packed! Nana's still recovering, you know!
context: Then, at seven, we will meet with event organizers\to discuss the guerrilla live performance. That will be at the Gaia main office.\A rehearsal at the Kagurazaka studios at nine.\Finishing time depends on Matsuo's mood.\Well, there you have it. It's not as packed as I thought.\THERE'S ROOM FOR MORE. Well, there you have it. It's not as packed as I thought.\Well, there you have it. It's not as packed as I thought.\That's plenty packed! Nana's still recovering, you know! response:	Not a problem at all.
context: to discuss the guerrilla live performance. That will be at the Gaia main office.\A rehearsal at the Kagurazaka studios at nine.\Finishing time depends on Matsuo's mood.\Well, there you have it. It's not as packed as I thought.\THERE'S ROOM FOR MORE. Well, there you have it. It's not as packed as I thought.\Well, there you have it. It's not as packed as I thought.\That's plenty packed! Nana's still recovering, you know!\Not a problem at all. response:	Well then, we're leaving now!
context: A rehearsal at the Kagurazaka studios at nine.\Finishing time depends on Matsuo's mood.\Well, there you have it. It's not as packed as I thought.\THERE'S ROOM FOR MORE. Well, there you have it. It's not as packed as I thought.\Well, there you have it. It's not as packed as I thought.\That's plenty packed! Nana's still recovering, you know!\Not a problem at all.\Well then, we're leaving now! response:	We'll have breakfast in the car.
