context: Chise... response:	Chise...
context: How did I not notice something so simple?\You don't die.\You don't die, no matter what.\We just have to become one.\Cartaphilus, let's be saved together.\Together.\It hurts...\Joseph... response:	It hurts...
context: You don't die.\You don't die, no matter what.\We just have to become one.\Cartaphilus, let's be saved together.\Together.\It hurts...\Joseph...\It hurts... response:	Joseph...
context: You don't die, no matter what.\We just have to become one.\Cartaphilus, let's be saved together.\Together.\It hurts...\Joseph...\It hurts...\Joseph... response:	It hurts...
context: We just have to become one.\Cartaphilus, let's be saved together.\Together.\It hurts...\Joseph...\It hurts...\Joseph...\It hurts... response:	Joseph...
context: Cartaphilus, let's be saved together.\Together.\It hurts...\Joseph...\It hurts...\Joseph...\It hurts...\Joseph... response:	It hurts...
context: Together.\It hurts...\Joseph...\It hurts...\Joseph...\It hurts...\Joseph...\It hurts... response:	It hurts...
context: It hurts...\Joseph...\It hurts...\Joseph...\It hurts...\Joseph...\It hurts...\It hurts... response:	Joseph...
context: Joseph...\It hurts...\Joseph...\It hurts...\Joseph...\It hurts...\It hurts...\Joseph... response:	It hurts!
context: It hurts...\Joseph...\It hurts...\Joseph...\It hurts...\It hurts...\Joseph...\It hurts! response:	This person's alive, even in that state?
context: Joseph...\It hurts...\Joseph...\It hurts...\It hurts...\Joseph...\It hurts!\This person's alive, even in that state? response:	It hurts. Help me.
context: It hurts...\Joseph...\It hurts...\It hurts...\Joseph...\It hurts!\This person's alive, even in that state?\It hurts. Help me. response:	Hey, let's go.
context: Joseph...\It hurts...\It hurts...\Joseph...\It hurts!\This person's alive, even in that state?\It hurts. Help me.\Hey, let's go. response:	It hurts.
context: It hurts...\It hurts...\Joseph...\It hurts!\This person's alive, even in that state?\It hurts. Help me.\Hey, let's go.\It hurts. response:	Are you all right? Can you walk?
context: It hurts...\Joseph...\It hurts!\This person's alive, even in that state?\It hurts. Help me.\Hey, let's go.\It hurts.\Are you all right? Can you walk? response:	Help me.
context: Joseph...\It hurts!\This person's alive, even in that state?\It hurts. Help me.\Hey, let's go.\It hurts.\Are you all right? Can you walk?\Help me. response:	Here, take my hand.
context: It hurts!\This person's alive, even in that state?\It hurts. Help me.\Hey, let's go.\It hurts.\Are you all right? Can you walk?\Help me.\Here, take my hand. response:	Now I can walk properly.
context: This person's alive, even in that state?\It hurts. Help me.\Hey, let's go.\It hurts.\Are you all right? Can you walk?\Help me.\Here, take my hand.\Now I can walk properly. response:	Thanks.
context: It hurts. Help me.\Hey, let's go.\It hurts.\Are you all right? Can you walk?\Help me.\Here, take my hand.\Now I can walk properly.\Thanks. response:	Joseph...
context: Hey, let's go.\It hurts.\Are you all right? Can you walk?\Help me.\Here, take my hand.\Now I can walk properly.\Thanks.\Joseph... response:	Who is that?
context: It hurts.\Are you all right? Can you walk?\Help me.\Here, take my hand.\Now I can walk properly.\Thanks.\Joseph...\Who is that? response:	Your curse can't be undone.
context: Are you all right? Can you walk?\Help me.\Here, take my hand.\Now I can walk properly.\Thanks.\Joseph...\Who is that?\Your curse can't be undone. response:	It's an old, powerful curse.
context: Help me.\Here, take my hand.\Now I can walk properly.\Thanks.\Joseph...\Who is that?\Your curse can't be undone.\It's an old, powerful curse. response:	Who set it on you?
context: Here, take my hand.\Now I can walk properly.\Thanks.\Joseph...\Who is that?\Your curse can't be undone.\It's an old, powerful curse.\Who set it on you? response:	I don't know.
context: Now I can walk properly.\Thanks.\Joseph...\Who is that?\Your curse can't be undone.\It's an old, powerful curse.\Who set it on you?\I don't know. response:	I don't remember anymore.
context: Thanks.\Joseph...\Who is that?\Your curse can't be undone.\It's an old, powerful curse.\Who set it on you?\I don't know.\I don't remember anymore. response:	Joseph...
context: Joseph...\Who is that?\Your curse can't be undone.\It's an old, powerful curse.\Who set it on you?\I don't know.\I don't remember anymore.\Joseph... response:	Who are you?
context: Who is that?\Your curse can't be undone.\It's an old, powerful curse.\Who set it on you?\I don't know.\I don't remember anymore.\Joseph...\Who are you? response:	What do you want?
context: Your curse can't be undone.\It's an old, powerful curse.\Who set it on you?\I don't know.\I don't remember anymore.\Joseph...\Who are you?\What do you want? response:	Why do you say my name?
context: It's an old, powerful curse.\Who set it on you?\I don't know.\I don't remember anymore.\Joseph...\Who are you?\What do you want?\Why do you say my name? response:	Who are you?
context: Who set it on you?\I don't know.\I don't remember anymore.\Joseph...\Who are you?\What do you want?\Why do you say my name?\Who are you? response:	It hurts.
context: I don't know.\I don't remember anymore.\Joseph...\Who are you?\What do you want?\Why do you say my name?\Who are you?\It hurts. response:	It hurts.
context: I don't remember anymore.\Joseph...\Who are you?\What do you want?\Why do you say my name?\Who are you?\It hurts.\It hurts. response:	It hurts.
context: Joseph...\Who are you?\What do you want?\Why do you say my name?\Who are you?\It hurts.\It hurts.\It hurts. response:	Someone help me.
context: Who are you?\What do you want?\Why do you say my name?\Who are you?\It hurts.\It hurts.\It hurts.\Someone help me. response:	It's so cold.
context: What do you want?\Why do you say my name?\Who are you?\It hurts.\It hurts.\It hurts.\Someone help me.\It's so cold. response:	Cartaphilus? Who was that, again?
context: Why do you say my name?\Who are you?\It hurts.\It hurts.\It hurts.\Someone help me.\It's so cold.\Cartaphilus? Who was that, again? response:	Wasn't that the one who threw a rock at the Son of God and got cursed for it?
context: Who are you?\It hurts.\It hurts.\It hurts.\Someone help me.\It's so cold.\Cartaphilus? Who was that, again?\Wasn't that the one who threw a rock at the Son of God and got cursed for it? response:	Say what?
context: It hurts.\It hurts.\It hurts.\Someone help me.\It's so cold.\Cartaphilus? Who was that, again?\Wasn't that the one who threw a rock at the Son of God and got cursed for it?\Say what? response:	Cartaphilus...
context: It hurts.\It hurts.\Someone help me.\It's so cold.\Cartaphilus? Who was that, again?\Wasn't that the one who threw a rock at the Son of God and got cursed for it?\Say what?\Cartaphilus... response:	That's the reason I...
context: It hurts.\Someone help me.\It's so cold.\Cartaphilus? Who was that, again?\Wasn't that the one who threw a rock at the Son of God and got cursed for it?\Say what?\Cartaphilus...\That's the reason I... response:	We...
context: Someone help me.\It's so cold.\Cartaphilus? Who was that, again?\Wasn't that the one who threw a rock at the Son of God and got cursed for it?\Say what?\Cartaphilus...\That's the reason I...\We... response:	We just want to be saved.
context: It's so cold.\Cartaphilus? Who was that, again?\Wasn't that the one who threw a rock at the Son of God and got cursed for it?\Say what?\Cartaphilus...\That's the reason I...\We...\We just want to be saved. response:	When will it be over?
context: Cartaphilus? Who was that, again?\Wasn't that the one who threw a rock at the Son of God and got cursed for it?\Say what?\Cartaphilus...\That's the reason I...\We...\We just want to be saved.\When will it be over? response:	How long is it going to hurt?
context: Wasn't that the one who threw a rock at the Son of God and got cursed for it?\Say what?\Cartaphilus...\That's the reason I...\We...\We just want to be saved.\When will it be over?\How long is it going to hurt? response:	How long do we have to live in pain?
context: Say what?\Cartaphilus...\That's the reason I...\We...\We just want to be saved.\When will it be over?\How long is it going to hurt?\How long do we have to live in pain? response:	No.
context: Cartaphilus...\That's the reason I...\We...\We just want to be saved.\When will it be over?\How long is it going to hurt?\How long do we have to live in pain?\No. response:	No.
context: That's the reason I...\We...\We just want to be saved.\When will it be over?\How long is it going to hurt?\How long do we have to live in pain?\No.\No. response:	Help.
context: We...\We just want to be saved.\When will it be over?\How long is it going to hurt?\How long do we have to live in pain?\No.\No.\Help. response:	Help.
context: We just want to be saved.\When will it be over?\How long is it going to hurt?\How long do we have to live in pain?\No.\No.\Help.\Help. response:	Somebody!
context: When will it be over?\How long is it going to hurt?\How long do we have to live in pain?\No.\No.\Help.\Help.\Somebody! response:	You saw me?
context: How long is it going to hurt?\How long do we have to live in pain?\No.\No.\Help.\Help.\Somebody!\You saw me? response:	My...
context: How long do we have to live in pain?\No.\No.\Help.\Help.\Somebody!\You saw me?\My... response:	My past?
context: No.\No.\Help.\Help.\Somebody!\You saw me?\My...\My past? response:	I'd forgotten it.
context: No.\Help.\Help.\Somebody!\You saw me?\My...\My past?\I'd forgotten it. response:	It hurts.
context: Help.\Help.\Somebody!\You saw me?\My...\My past?\I'd forgotten it.\It hurts. response:	His memories flow into me because we're connected.
context: Help.\Somebody!\You saw me?\My...\My past?\I'd forgotten it.\It hurts.\His memories flow into me because we're connected. response:	It hurts!
context: Somebody!\You saw me?\My...\My past?\I'd forgotten it.\It hurts.\His memories flow into me because we're connected.\It hurts! response:	You're...
context: You saw me?\My...\My past?\I'd forgotten it.\It hurts.\His memories flow into me because we're connected.\It hurts!\You're... response:	Why do you look at me like that?
context: My...\My past?\I'd forgotten it.\It hurts.\His memories flow into me because we're connected.\It hurts!\You're...\Why do you look at me like that? response:	You're...
context: My past?\I'd forgotten it.\It hurts.\His memories flow into me because we're connected.\It hurts!\You're...\Why do you look at me like that?\You're... response:	Stop it!
context: I'd forgotten it.\It hurts.\His memories flow into me because we're connected.\It hurts!\You're...\Why do you look at me like that?\You're...\Stop it! response:	All I need is your arm.
context: It hurts.\His memories flow into me because we're connected.\It hurts!\You're...\Why do you look at me like that?\You're...\Stop it!\All I need is your arm. response:	Found you.
context: His memories flow into me because we're connected.\It hurts!\You're...\Why do you look at me like that?\You're...\Stop it!\All I need is your arm.\Found you. response:	Cartaphilus.
context: It hurts!\You're...\Why do you look at me like that?\You're...\Stop it!\All I need is your arm.\Found you.\Cartaphilus. response:	Don't call me by that name!
context: You're...\Why do you look at me like that?\You're...\Stop it!\All I need is your arm.\Found you.\Cartaphilus.\Don't call me by that name! response:	My queen, I trust this ends your whimsical matters.
context: Why do you look at me like that?\You're...\Stop it!\All I need is your arm.\Found you.\Cartaphilus.\Don't call me by that name!\My queen, I trust this ends your whimsical matters. response:	Interfering again...
context: You're...\Stop it!\All I need is your arm.\Found you.\Cartaphilus.\Don't call me by that name!\My queen, I trust this ends your whimsical matters.\Interfering again... response:	Let's return!
context: Stop it!\All I need is your arm.\Found you.\Cartaphilus.\Don't call me by that name!\My queen, I trust this ends your whimsical matters.\Interfering again...\Let's return! response:	Come on, Chise, let's go home.
context: All I need is your arm.\Found you.\Cartaphilus.\Don't call me by that name!\My queen, I trust this ends your whimsical matters.\Interfering again...\Let's return!\Come on, Chise, let's go home. response:	It's dangerous here.
context: Found you.\Cartaphilus.\Don't call me by that name!\My queen, I trust this ends your whimsical matters.\Interfering again...\Let's return!\Come on, Chise, let's go home.\It's dangerous here. response:	You all ought to see what it's like
context: Cartaphilus.\Don't call me by that name!\My queen, I trust this ends your whimsical matters.\Interfering again...\Let's return!\Come on, Chise, let's go home.\It's dangerous here.\You all ought to see what it's like response:	to decay for two thousand years,
context: Don't call me by that name!\My queen, I trust this ends your whimsical matters.\Interfering again...\Let's return!\Come on, Chise, let's go home.\It's dangerous here.\You all ought to see what it's like\to decay for two thousand years, response:	completely unable to die!
context: My queen, I trust this ends your whimsical matters.\Interfering again...\Let's return!\Come on, Chise, let's go home.\It's dangerous here.\You all ought to see what it's like\to decay for two thousand years,\completely unable to die! response:	What exactly is going on here?
context: Interfering again...\Let's return!\Come on, Chise, let's go home.\It's dangerous here.\You all ought to see what it's like\to decay for two thousand years,\completely unable to die!\What exactly is going on here? response:	Are you all right?
context: Let's return!\Come on, Chise, let's go home.\It's dangerous here.\You all ought to see what it's like\to decay for two thousand years,\completely unable to die!\What exactly is going on here?\Are you all right? response:	This guy showed up out of nowhere and said you're in danger.
context: Come on, Chise, let's go home.\It's dangerous here.\You all ought to see what it's like\to decay for two thousand years,\completely unable to die!\What exactly is going on here?\Are you all right?\This guy showed up out of nowhere and said you're in danger. response:	Wait, what did you do to your eye?
context: It's dangerous here.\You all ought to see what it's like\to decay for two thousand years,\completely unable to die!\What exactly is going on here?\Are you all right?\This guy showed up out of nowhere and said you're in danger.\Wait, what did you do to your eye? response:	Why?
context: You all ought to see what it's like\to decay for two thousand years,\completely unable to die!\What exactly is going on here?\Are you all right?\This guy showed up out of nowhere and said you're in danger.\Wait, what did you do to your eye?\Why? response:	This happens whenever it's about to work.
context: to decay for two thousand years,\completely unable to die!\What exactly is going on here?\Are you all right?\This guy showed up out of nowhere and said you're in danger.\Wait, what did you do to your eye?\Why?\This happens whenever it's about to work. response:	This was the best it's gone in decades! Centuries!
context: completely unable to die!\What exactly is going on here?\Are you all right?\This guy showed up out of nowhere and said you're in danger.\Wait, what did you do to your eye?\Why?\This happens whenever it's about to work.\This was the best it's gone in decades! Centuries! response:	Why?
context: What exactly is going on here?\Are you all right?\This guy showed up out of nowhere and said you're in danger.\Wait, what did you do to your eye?\Why?\This happens whenever it's about to work.\This was the best it's gone in decades! Centuries!\Why? response:	Why?
context: Are you all right?\This guy showed up out of nowhere and said you're in danger.\Wait, what did you do to your eye?\Why?\This happens whenever it's about to work.\This was the best it's gone in decades! Centuries!\Why?\Why? response:	Why?
context: This guy showed up out of nowhere and said you're in danger.\Wait, what did you do to your eye?\Why?\This happens whenever it's about to work.\This was the best it's gone in decades! Centuries!\Why?\Why?\Why? response:	Why?!
context: Wait, what did you do to your eye?\Why?\This happens whenever it's about to work.\This was the best it's gone in decades! Centuries!\Why?\Why?\Why?\Why?! response:	Now, Chise, let's go home.
context: Why?\This happens whenever it's about to work.\This was the best it's gone in decades! Centuries!\Why?\Why?\Why?\Why?!\Now, Chise, let's go home. response:	Why me?
context: This happens whenever it's about to work.\This was the best it's gone in decades! Centuries!\Why?\Why?\Why?\Why?!\Now, Chise, let's go home.\Why me? response:	Why do I have to live through this?!
context: This was the best it's gone in decades! Centuries!\Why?\Why?\Why?\Why?!\Now, Chise, let's go home.\Why me?\Why do I have to live through this?! response:	What did I do to deserve this?!
context: Why?\Why?\Why?\Why?!\Now, Chise, let's go home.\Why me?\Why do I have to live through this?!\What did I do to deserve this?! response:	What the hell is this?
context: Why?\Why?\Why?!\Now, Chise, let's go home.\Why me?\Why do I have to live through this?!\What did I do to deserve this?!\What the hell is this? response:	The restless dead.
context: Why?\Why?!\Now, Chise, let's go home.\Why me?\Why do I have to live through this?!\What did I do to deserve this?!\What the hell is this?\The restless dead. response:	As many as he's stitched together.
context: Why?!\Now, Chise, let's go home.\Why me?\Why do I have to live through this?!\What did I do to deserve this?!\What the hell is this?\The restless dead.\As many as he's stitched together. response:	It hurts.
context: Now, Chise, let's go home.\Why me?\Why do I have to live through this?!\What did I do to deserve this?!\What the hell is this?\The restless dead.\As many as he's stitched together.\It hurts. response:	It hurts!
context: Why me?\Why do I have to live through this?!\What did I do to deserve this?!\What the hell is this?\The restless dead.\As many as he's stitched together.\It hurts.\It hurts! response:	How long do I have to suffer for a crime I don't even remember?
context: Why do I have to live through this?!\What did I do to deserve this?!\What the hell is this?\The restless dead.\As many as he's stitched together.\It hurts.\It hurts!\How long do I have to suffer for a crime I don't even remember? response:	Shit, how many of them are there?
context: What did I do to deserve this?!\What the hell is this?\The restless dead.\As many as he's stitched together.\It hurts.\It hurts!\How long do I have to suffer for a crime I don't even remember?\Shit, how many of them are there? response:	There's so many.
context: What the hell is this?\The restless dead.\As many as he's stitched together.\It hurts.\It hurts!\How long do I have to suffer for a crime I don't even remember?\Shit, how many of them are there?\There's so many. response:	They won't all fit in Hell.
context: The restless dead.\As many as he's stitched together.\It hurts.\It hurts!\How long do I have to suffer for a crime I don't even remember?\Shit, how many of them are there?\There's so many.\They won't all fit in Hell. response:	Help... me...
context: As many as he's stitched together.\It hurts.\It hurts!\How long do I have to suffer for a crime I don't even remember?\Shit, how many of them are there?\There's so many.\They won't all fit in Hell.\Help... me... response:	He's trying to escape through another channel.
context: It hurts.\It hurts!\How long do I have to suffer for a crime I don't even remember?\Shit, how many of them are there?\There's so many.\They won't all fit in Hell.\Help... me...\He's trying to escape through another channel. response:	Help me.
context: It hurts!\How long do I have to suffer for a crime I don't even remember?\Shit, how many of them are there?\There's so many.\They won't all fit in Hell.\Help... me...\He's trying to escape through another channel.\Help me. response:	Chise?
context: How long do I have to suffer for a crime I don't even remember?\Shit, how many of them are there?\There's so many.\They won't all fit in Hell.\Help... me...\He's trying to escape through another channel.\Help me.\Chise? response:	Sorry, there's something I need to do.
context: Shit, how many of them are there?\There's so many.\They won't all fit in Hell.\Help... me...\He's trying to escape through another channel.\Help me.\Chise?\Sorry, there's something I need to do. response:	My queen!
context: There's so many.\They won't all fit in Hell.\Help... me...\He's trying to escape through another channel.\Help me.\Chise?\Sorry, there's something I need to do.\My queen! response:	I've been rejected again.
context: They won't all fit in Hell.\Help... me...\He's trying to escape through another channel.\Help me.\Chise?\Sorry, there's something I need to do.\My queen!\I've been rejected again. response:	Help me!
context: Help... me...\He's trying to escape through another channel.\Help me.\Chise?\Sorry, there's something I need to do.\My queen!\I've been rejected again.\Help me! response:	Come on, get a grip!
context: He's trying to escape through another channel.\Help me.\Chise?\Sorry, there's something I need to do.\My queen!\I've been rejected again.\Help me!\Come on, get a grip! response:	Go after her!
context: Help me.\Chise?\Sorry, there's something I need to do.\My queen!\I've been rejected again.\Help me!\Come on, get a grip!\Go after her! response:	But...
context: Chise?\Sorry, there's something I need to do.\My queen!\I've been rejected again.\Help me!\Come on, get a grip!\Go after her!\But... response:	Or are you okay with losing her when she's out of your reach?
context: Sorry, there's something I need to do.\My queen!\I've been rejected again.\Help me!\Come on, get a grip!\Go after her!\But...\Or are you okay with losing her when she's out of your reach? response:	Hey, girl, give me some of your magic.
context: My queen!\I've been rejected again.\Help me!\Come on, get a grip!\Go after her!\But...\Or are you okay with losing her when she's out of your reach?\Hey, girl, give me some of your magic. response:	I smell the scent of flames from your soul.
context: I've been rejected again.\Help me!\Come on, get a grip!\Go after her!\But...\Or are you okay with losing her when she's out of your reach?\Hey, girl, give me some of your magic.\I smell the scent of flames from your soul. response:	It smells delicious.
context: Help me!\Come on, get a grip!\Go after her!\But...\Or are you okay with losing her when she's out of your reach?\Hey, girl, give me some of your magic.\I smell the scent of flames from your soul.\It smells delicious. response:	I wouldn't mind getting you across the river in return.
context: Come on, get a grip!\Go after her!\But...\Or are you okay with losing her when she's out of your reach?\Hey, girl, give me some of your magic.\I smell the scent of flames from your soul.\It smells delicious.\I wouldn't mind getting you across the river in return. response:	I can't catch up.
context: Go after her!\But...\Or are you okay with losing her when she's out of your reach?\Hey, girl, give me some of your magic.\I smell the scent of flames from your soul.\It smells delicious.\I wouldn't mind getting you across the river in return.\I can't catch up. response:	Hey, watch where you're going!
context: But...\Or are you okay with losing her when she's out of your reach?\Hey, girl, give me some of your magic.\I smell the scent of flames from your soul.\It smells delicious.\I wouldn't mind getting you across the river in return.\I can't catch up.\Hey, watch where you're going! response:	Marielle-san.
context: Or are you okay with losing her when she's out of your reach?\Hey, girl, give me some of your magic.\I smell the scent of flames from your soul.\It smells delicious.\I wouldn't mind getting you across the river in return.\I can't catch up.\Hey, watch where you're going!\Marielle-san. response:	What are you doing?
context: Hey, girl, give me some of your magic.\I smell the scent of flames from your soul.\It smells delicious.\I wouldn't mind getting you across the river in return.\I can't catch up.\Hey, watch where you're going!\Marielle-san.\What are you doing? response:	You can't come into an alleyway like this.
context: I smell the scent of flames from your soul.\It smells delicious.\I wouldn't mind getting you across the river in return.\I can't catch up.\Hey, watch where you're going!\Marielle-san.\What are you doing?\You can't come into an alleyway like this. response:	I was about to come...
context: It smells delicious.\I wouldn't mind getting you across the river in return.\I can't catch up.\Hey, watch where you're going!\Marielle-san.\What are you doing?\You can't come into an alleyway like this.\I was about to come... response:	You've gotten even worse than before.
context: I wouldn't mind getting you across the river in return.\I can't catch up.\Hey, watch where you're going!\Marielle-san.\What are you doing?\You can't come into an alleyway like this.\I was about to come...\You've gotten even worse than before. response:	Sorry, but I need to go after him.
context: I can't catch up.\Hey, watch where you're going!\Marielle-san.\What are you doing?\You can't come into an alleyway like this.\I was about to come...\You've gotten even worse than before.\Sorry, but I need to go after him. response:	Oh, all right.
context: Hey, watch where you're going!\Marielle-san.\What are you doing?\You can't come into an alleyway like this.\I was about to come...\You've gotten even worse than before.\Sorry, but I need to go after him.\Oh, all right. response:	This is my way of apologizing.
context: Marielle-san.\What are you doing?\You can't come into an alleyway like this.\I was about to come...\You've gotten even worse than before.\Sorry, but I need to go after him.\Oh, all right.\This is my way of apologizing. response:	A-A bull?
context: What are you doing?\You can't come into an alleyway like this.\I was about to come...\You've gotten even worse than before.\Sorry, but I need to go after him.\Oh, all right.\This is my way of apologizing.\A-A bull? response:	Hang on tight.
context: You can't come into an alleyway like this.\I was about to come...\You've gotten even worse than before.\Sorry, but I need to go after him.\Oh, all right.\This is my way of apologizing.\A-A bull?\Hang on tight. response:	Elias, are you there?
context: I was about to come...\You've gotten even worse than before.\Sorry, but I need to go after him.\Oh, all right.\This is my way of apologizing.\A-A bull?\Hang on tight.\Elias, are you there? response:	Yeah.
context: You've gotten even worse than before.\Sorry, but I need to go after him.\Oh, all right.\This is my way of apologizing.\A-A bull?\Hang on tight.\Elias, are you there?\Yeah. response:	I'm really angry at you, still.
context: Sorry, but I need to go after him.\Oh, all right.\This is my way of apologizing.\A-A bull?\Hang on tight.\Elias, are you there?\Yeah.\I'm really angry at you, still. response:	Sorry.
context: Oh, all right.\This is my way of apologizing.\A-A bull?\Hang on tight.\Elias, are you there?\Yeah.\I'm really angry at you, still.\Sorry. response:	I want you to make up for it.
context: This is my way of apologizing.\A-A bull?\Hang on tight.\Elias, are you there?\Yeah.\I'm really angry at you, still.\Sorry.\I want you to make up for it. response:	You, too, Ruth.
context: A-A bull?\Hang on tight.\Elias, are you there?\Yeah.\I'm really angry at you, still.\Sorry.\I want you to make up for it.\You, too, Ruth. response:	I want you to help with something.
context: Hang on tight.\Elias, are you there?\Yeah.\I'm really angry at you, still.\Sorry.\I want you to make up for it.\You, too, Ruth.\I want you to help with something. response:	But for that, I need you to keep a promise.
context: Elias, are you there?\Yeah.\I'm really angry at you, still.\Sorry.\I want you to make up for it.\You, too, Ruth.\I want you to help with something.\But for that, I need you to keep a promise. response:	A promise?
context: Yeah.\I'm really angry at you, still.\Sorry.\I want you to make up for it.\You, too, Ruth.\I want you to help with something.\But for that, I need you to keep a promise.\A promise? response:	The girl confronts Joseph.
context: I'm really angry at you, still.\Sorry.\I want you to make up for it.\You, too, Ruth.\I want you to help with something.\But for that, I need you to keep a promise.\A promise?\The girl confronts Joseph. response:	Will she bring an end to the unending suffering in the city of London, where it all began?
context: Sorry.\I want you to make up for it.\You, too, Ruth.\I want you to help with something.\But for that, I need you to keep a promise.\A promise?\The girl confronts Joseph.\Will she bring an end to the unending suffering in the city of London, where it all began? response:	So let's end it.
