context: What should I do? response:	I forget what I was like before I met you
context: I'm just not cut out for studying.\What are you going to do if you fail this?!\Oh, I'll just quit school an' get a job.\You must be joking...\It ain't a joke.\When I think about my family, I can't afford to repeat a year.\No way!\I won't let that happen! response:	I'm not gonna let you flunk this test!
context: What are you going to do if you fail this?!\Oh, I'll just quit school an' get a job.\You must be joking...\It ain't a joke.\When I think about my family, I can't afford to repeat a year.\No way!\I won't let that happen!\I'm not gonna let you flunk this test! response:	I'm tired. I need a break!
context: Oh, I'll just quit school an' get a job.\You must be joking...\It ain't a joke.\When I think about my family, I can't afford to repeat a year.\No way!\I won't let that happen!\I'm not gonna let you flunk this test!\I'm tired. I need a break! response:	Wait! You're in the middle of these questions!
context: You must be joking...\It ain't a joke.\When I think about my family, I can't afford to repeat a year.\No way!\I won't let that happen!\I'm not gonna let you flunk this test!\I'm tired. I need a break!\Wait! You're in the middle of these questions! response:	I can't take anymore...
context: It ain't a joke.\When I think about my family, I can't afford to repeat a year.\No way!\I won't let that happen!\I'm not gonna let you flunk this test!\I'm tired. I need a break!\Wait! You're in the middle of these questions!\I can't take anymore... response:	If you're going to rest, it'll have to wait'til you're done with these problems!
context: When I think about my family, I can't afford to repeat a year.\No way!\I won't let that happen!\I'm not gonna let you flunk this test!\I'm tired. I need a break!\Wait! You're in the middle of these questions!\I can't take anymore...\If you're going to rest, it'll have to wait'til you're done with these problems! response:	I can't! My head's gonna explode!
context: No way!\I won't let that happen!\I'm not gonna let you flunk this test!\I'm tired. I need a break!\Wait! You're in the middle of these questions!\I can't take anymore...\If you're going to rest, it'll have to wait'til you're done with these problems!\I can't! My head's gonna explode! response:	B-Bro...
context: I won't let that happen!\I'm not gonna let you flunk this test!\I'm tired. I need a break!\Wait! You're in the middle of these questions!\I can't take anymore...\If you're going to rest, it'll have to wait'til you're done with these problems!\I can't! My head's gonna explode!\B-Bro... response:	Hey, Sen...
context: I'm not gonna let you flunk this test!\I'm tired. I need a break!\Wait! You're in the middle of these questions!\I can't take anymore...\If you're going to rest, it'll have to wait'til you're done with these problems!\I can't! My head's gonna explode!\B-Bro...\Hey, Sen... response:	You look really happy when you're surrounded by children.
context: I'm tired. I need a break!\Wait! You're in the middle of these questions!\I can't take anymore...\If you're going to rest, it'll have to wait'til you're done with these problems!\I can't! My head's gonna explode!\B-Bro...\Hey, Sen...\You look really happy when you're surrounded by children. response:	W-Where'd that come from?
context: Wait! You're in the middle of these questions!\I can't take anymore...\If you're going to rest, it'll have to wait'til you're done with these problems!\I can't! My head's gonna explode!\B-Bro...\Hey, Sen...\You look really happy when you're surrounded by children.\W-Where'd that come from? response:	I bet you're going to have a big family of your own,
context: I can't take anymore...\If you're going to rest, it'll have to wait'til you're done with these problems!\I can't! My head's gonna explode!\B-Bro...\Hey, Sen...\You look really happy when you're surrounded by children.\W-Where'd that come from?\I bet you're going to have a big family of your own, response:	with lots of kids around you.
context: If you're going to rest, it'll have to wait'til you're done with these problems!\I can't! My head's gonna explode!\B-Bro...\Hey, Sen...\You look really happy when you're surrounded by children.\W-Where'd that come from?\I bet you're going to have a big family of your own,\with lots of kids around you. response:	It'll be a warm...
context: I can't! My head's gonna explode!\B-Bro...\Hey, Sen...\You look really happy when you're surrounded by children.\W-Where'd that come from?\I bet you're going to have a big family of your own,\with lots of kids around you.\It'll be a warm... response:	Chi'ko wet herself!
context: B-Bro...\Hey, Sen...\You look really happy when you're surrounded by children.\W-Where'd that come from?\I bet you're going to have a big family of your own,\with lots of kids around you.\It'll be a warm...\Chi'ko wet herself! response:	Wet herself?!
context: Hey, Sen...\You look really happy when you're surrounded by children.\W-Where'd that come from?\I bet you're going to have a big family of your own,\with lots of kids around you.\It'll be a warm...\Chi'ko wet herself!\Wet herself?! response:	Yay, Chi'ko!
context: You look really happy when you're surrounded by children.\W-Where'd that come from?\I bet you're going to have a big family of your own,\with lots of kids around you.\It'll be a warm...\Chi'ko wet herself!\Wet herself?!\Yay, Chi'ko! response:	The bath's over there. My ma will dry your pants, so relax in the meantime.
context: W-Where'd that come from?\I bet you're going to have a big family of your own,\with lots of kids around you.\It'll be a warm...\Chi'ko wet herself!\Wet herself?!\Yay, Chi'ko!\The bath's over there. My ma will dry your pants, so relax in the meantime. response:	This is an unusual setup for a bath...
context: I bet you're going to have a big family of your own,\with lots of kids around you.\It'll be a warm...\Chi'ko wet herself!\Wet herself?!\Yay, Chi'ko!\The bath's over there. My ma will dry your pants, so relax in the meantime.\This is an unusual setup for a bath... response:	Sa-chan?
context: with lots of kids around you.\It'll be a warm...\Chi'ko wet herself!\Wet herself?!\Yay, Chi'ko!\The bath's over there. My ma will dry your pants, so relax in the meantime.\This is an unusual setup for a bath...\Sa-chan? response:	You're out of soap, right? Here...
context: It'll be a warm...\Chi'ko wet herself!\Wet herself?!\Yay, Chi'ko!\The bath's over there. My ma will dry your pants, so relax in the meantime.\This is an unusual setup for a bath...\Sa-chan?\You're out of soap, right? Here... response:	S-Sorry...
context: Chi'ko wet herself!\Wet herself?!\Yay, Chi'ko!\The bath's over there. My ma will dry your pants, so relax in the meantime.\This is an unusual setup for a bath...\Sa-chan?\You're out of soap, right? Here...\S-Sorry... response:	I-I don't understand. Isn't this Sen's family's bath?
context: Wet herself?!\Yay, Chi'ko!\The bath's over there. My ma will dry your pants, so relax in the meantime.\This is an unusual setup for a bath...\Sa-chan?\You're out of soap, right? Here...\S-Sorry...\I-I don't understand. Isn't this Sen's family's bath? response:	We share the bath with Sentaro's family...
context: Yay, Chi'ko!\The bath's over there. My ma will dry your pants, so relax in the meantime.\This is an unusual setup for a bath...\Sa-chan?\You're out of soap, right? Here...\S-Sorry...\I-I don't understand. Isn't this Sen's family's bath?\We share the bath with Sentaro's family... response:	Um... I wish I had given the mittens to you earlier...
context: The bath's over there. My ma will dry your pants, so relax in the meantime.\This is an unusual setup for a bath...\Sa-chan?\You're out of soap, right? Here...\S-Sorry...\I-I don't understand. Isn't this Sen's family's bath?\We share the bath with Sentaro's family...\Um... I wish I had given the mittens to you earlier... response:	It's almost spring, so you won't need to use them anymore...
context: This is an unusual setup for a bath...\Sa-chan?\You're out of soap, right? Here...\S-Sorry...\I-I don't understand. Isn't this Sen's family's bath?\We share the bath with Sentaro's family...\Um... I wish I had given the mittens to you earlier...\It's almost spring, so you won't need to use them anymore... response:	Oh, that doesn't matter...
context: Sa-chan?\You're out of soap, right? Here...\S-Sorry...\I-I don't understand. Isn't this Sen's family's bath?\We share the bath with Sentaro's family...\Um... I wish I had given the mittens to you earlier...\It's almost spring, so you won't need to use them anymore...\Oh, that doesn't matter... response:	Since you knitted the mittens, Ri-chan, I'd like to wear them all year'round.
context: You're out of soap, right? Here...\S-Sorry...\I-I don't understand. Isn't this Sen's family's bath?\We share the bath with Sentaro's family...\Um... I wish I had given the mittens to you earlier...\It's almost spring, so you won't need to use them anymore...\Oh, that doesn't matter...\Since you knitted the mittens, Ri-chan, I'd like to wear them all year'round. response:	Cold!
context: S-Sorry...\I-I don't understand. Isn't this Sen's family's bath?\We share the bath with Sentaro's family...\Um... I wish I had given the mittens to you earlier...\It's almost spring, so you won't need to use them anymore...\Oh, that doesn't matter...\Since you knitted the mittens, Ri-chan, I'd like to wear them all year'round.\Cold! response:	Condensation?
context: I-I don't understand. Isn't this Sen's family's bath?\We share the bath with Sentaro's family...\Um... I wish I had given the mittens to you earlier...\It's almost spring, so you won't need to use them anymore...\Oh, that doesn't matter...\Since you knitted the mittens, Ri-chan, I'd like to wear them all year'round.\Cold!\Condensation? response:	Drops often fall in there. Sentaro lets out a yelp once in a while himself.
context: We share the bath with Sentaro's family...\Um... I wish I had given the mittens to you earlier...\It's almost spring, so you won't need to use them anymore...\Oh, that doesn't matter...\Since you knitted the mittens, Ri-chan, I'd like to wear them all year'round.\Cold!\Condensation?\Drops often fall in there. Sentaro lets out a yelp once in a while himself. response:	Say, Ri-chan, why did you give me those mittens?
context: Um... I wish I had given the mittens to you earlier...\It's almost spring, so you won't need to use them anymore...\Oh, that doesn't matter...\Since you knitted the mittens, Ri-chan, I'd like to wear them all year'round.\Cold!\Condensation?\Drops often fall in there. Sentaro lets out a yelp once in a while himself.\Say, Ri-chan, why did you give me those mittens? response:	W-Why?
context: It's almost spring, so you won't need to use them anymore...\Oh, that doesn't matter...\Since you knitted the mittens, Ri-chan, I'd like to wear them all year'round.\Cold!\Condensation?\Drops often fall in there. Sentaro lets out a yelp once in a while himself.\Say, Ri-chan, why did you give me those mittens?\W-Why? response:	Why me and not him?
context: Oh, that doesn't matter...\Since you knitted the mittens, Ri-chan, I'd like to wear them all year'round.\Cold!\Condensation?\Drops often fall in there. Sentaro lets out a yelp once in a while himself.\Say, Ri-chan, why did you give me those mittens?\W-Why?\Why me and not him? response:	I mean... if you've liked him all this time...
context: Since you knitted the mittens, Ri-chan, I'd like to wear them all year'round.\Cold!\Condensation?\Drops often fall in there. Sentaro lets out a yelp once in a while himself.\Say, Ri-chan, why did you give me those mittens?\W-Why?\Why me and not him?\I mean... if you've liked him all this time... response:	Richie! How about havin' dinner here?!
context: Cold!\Condensation?\Drops often fall in there. Sentaro lets out a yelp once in a while himself.\Say, Ri-chan, why did you give me those mittens?\W-Why?\Why me and not him?\I mean... if you've liked him all this time...\Richie! How about havin' dinner here?! response:	Your pants aren't dry yet anyway...
context: Condensation?\Drops often fall in there. Sentaro lets out a yelp once in a while himself.\Say, Ri-chan, why did you give me those mittens?\W-Why?\Why me and not him?\I mean... if you've liked him all this time...\Richie! How about havin' dinner here?!\Your pants aren't dry yet anyway... response:	I'm going home now.
context: Drops often fall in there. Sentaro lets out a yelp once in a while himself.\Say, Ri-chan, why did you give me those mittens?\W-Why?\Why me and not him?\I mean... if you've liked him all this time...\Richie! How about havin' dinner here?!\Your pants aren't dry yet anyway...\I'm going home now. response:	Thank you for the hospitality.
context: Say, Ri-chan, why did you give me those mittens?\W-Why?\Why me and not him?\I mean... if you've liked him all this time...\Richie! How about havin' dinner here?!\Your pants aren't dry yet anyway...\I'm going home now.\Thank you for the hospitality. response:	Wait, your hair's soakin' wet! You'll catch cold!
context: W-Why?\Why me and not him?\I mean... if you've liked him all this time...\Richie! How about havin' dinner here?!\Your pants aren't dry yet anyway...\I'm going home now.\Thank you for the hospitality.\Wait, your hair's soakin' wet! You'll catch cold! response:	That's enough!
context: Why me and not him?\I mean... if you've liked him all this time...\Richie! How about havin' dinner here?!\Your pants aren't dry yet anyway...\I'm going home now.\Thank you for the hospitality.\Wait, your hair's soakin' wet! You'll catch cold!\That's enough! response:	Sorry.
context: I mean... if you've liked him all this time...\Richie! How about havin' dinner here?!\Your pants aren't dry yet anyway...\I'm going home now.\Thank you for the hospitality.\Wait, your hair's soakin' wet! You'll catch cold!\That's enough!\Sorry. response:	Well, see you tomorrow...
context: Richie! How about havin' dinner here?!\Your pants aren't dry yet anyway...\I'm going home now.\Thank you for the hospitality.\Wait, your hair's soakin' wet! You'll catch cold!\That's enough!\Sorry.\Well, see you tomorrow... response:	I didn't mean to say that to Ri-chan.
context: Your pants aren't dry yet anyway...\I'm going home now.\Thank you for the hospitality.\Wait, your hair's soakin' wet! You'll catch cold!\That's enough!\Sorry.\Well, see you tomorrow...\I didn't mean to say that to Ri-chan. response:	But I couldn't get it out of my mind...
context: I'm going home now.\Thank you for the hospitality.\Wait, your hair's soakin' wet! You'll catch cold!\That's enough!\Sorry.\Well, see you tomorrow...\I didn't mean to say that to Ri-chan.\But I couldn't get it out of my mind... response:	That she probably still has feelings for him...
context: Thank you for the hospitality.\Wait, your hair's soakin' wet! You'll catch cold!\That's enough!\Sorry.\Well, see you tomorrow...\I didn't mean to say that to Ri-chan.\But I couldn't get it out of my mind...\That she probably still has feelings for him... response:	Sen, how did the make-up exam go?
context: Wait, your hair's soakin' wet! You'll catch cold!\That's enough!\Sorry.\Well, see you tomorrow...\I didn't mean to say that to Ri-chan.\But I couldn't get it out of my mind...\That she probably still has feelings for him...\Sen, how did the make-up exam go? response:	Oh, you passed?
context: That's enough!\Sorry.\Well, see you tomorrow...\I didn't mean to say that to Ri-chan.\But I couldn't get it out of my mind...\That she probably still has feelings for him...\Sen, how did the make-up exam go?\Oh, you passed? response:	Yeah.
context: Sorry.\Well, see you tomorrow...\I didn't mean to say that to Ri-chan.\But I couldn't get it out of my mind...\That she probably still has feelings for him...\Sen, how did the make-up exam go?\Oh, you passed?\Yeah. response:	Good for you.
context: Well, see you tomorrow...\I didn't mean to say that to Ri-chan.\But I couldn't get it out of my mind...\That she probably still has feelings for him...\Sen, how did the make-up exam go?\Oh, you passed?\Yeah.\Good for you. response:	It's thanks to Richie. I gotta thank'im proper.
context: I didn't mean to say that to Ri-chan.\But I couldn't get it out of my mind...\That she probably still has feelings for him...\Sen, how did the make-up exam go?\Oh, you passed?\Yeah.\Good for you.\It's thanks to Richie. I gotta thank'im proper. response:	Come to think of it, I haven't seen Richie-rich lately.
context: But I couldn't get it out of my mind...\That she probably still has feelings for him...\Sen, how did the make-up exam go?\Oh, you passed?\Yeah.\Good for you.\It's thanks to Richie. I gotta thank'im proper.\Come to think of it, I haven't seen Richie-rich lately. response:	The day before yesterday, he passed out in class with a fever,
context: That she probably still has feelings for him...\Sen, how did the make-up exam go?\Oh, you passed?\Yeah.\Good for you.\It's thanks to Richie. I gotta thank'im proper.\Come to think of it, I haven't seen Richie-rich lately.\The day before yesterday, he passed out in class with a fever, response:	so he's restin' up at home.
context: Sen, how did the make-up exam go?\Oh, you passed?\Yeah.\Good for you.\It's thanks to Richie. I gotta thank'im proper.\Come to think of it, I haven't seen Richie-rich lately.\The day before yesterday, he passed out in class with a fever,\so he's restin' up at home. response:	You didn't hear?
context: Oh, you passed?\Yeah.\Good for you.\It's thanks to Richie. I gotta thank'im proper.\Come to think of it, I haven't seen Richie-rich lately.\The day before yesterday, he passed out in class with a fever,\so he's restin' up at home.\You didn't hear? response:	Nope, Ritsuko didn't say a thing.
context: Yeah.\Good for you.\It's thanks to Richie. I gotta thank'im proper.\Come to think of it, I haven't seen Richie-rich lately.\The day before yesterday, he passed out in class with a fever,\so he's restin' up at home.\You didn't hear?\Nope, Ritsuko didn't say a thing. response:	Someday My Prince Will Come...?
context: Good for you.\It's thanks to Richie. I gotta thank'im proper.\Come to think of it, I haven't seen Richie-rich lately.\The day before yesterday, he passed out in class with a fever,\so he's restin' up at home.\You didn't hear?\Nope, Ritsuko didn't say a thing.\Someday My Prince Will Come...? response:	N-No! That was just...
context: It's thanks to Richie. I gotta thank'im proper.\Come to think of it, I haven't seen Richie-rich lately.\The day before yesterday, he passed out in class with a fever,\so he's restin' up at home.\You didn't hear?\Nope, Ritsuko didn't say a thing.\Someday My Prince Will Come...?\N-No! That was just... response:	Ri'ko. Would you come with me?
context: Come to think of it, I haven't seen Richie-rich lately.\The day before yesterday, he passed out in class with a fever,\so he's restin' up at home.\You didn't hear?\Nope, Ritsuko didn't say a thing.\Someday My Prince Will Come...?\N-No! That was just...\Ri'ko. Would you come with me? response:	Look at it. Huge, ain't it? That's Richie's house.
context: The day before yesterday, he passed out in class with a fever,\so he's restin' up at home.\You didn't hear?\Nope, Ritsuko didn't say a thing.\Someday My Prince Will Come...?\N-No! That was just...\Ri'ko. Would you come with me?\Look at it. Huge, ain't it? That's Richie's house. response:	Alright, go on.
context: so he's restin' up at home.\You didn't hear?\Nope, Ritsuko didn't say a thing.\Someday My Prince Will Come...?\N-No! That was just...\Ri'ko. Would you come with me?\Look at it. Huge, ain't it? That's Richie's house.\Alright, go on. response:	Thank Richie for me, for helpin' me study.
context: You didn't hear?\Nope, Ritsuko didn't say a thing.\Someday My Prince Will Come...?\N-No! That was just...\Ri'ko. Would you come with me?\Look at it. Huge, ain't it? That's Richie's house.\Alright, go on.\Thank Richie for me, for helpin' me study. response:	But...
context: Nope, Ritsuko didn't say a thing.\Someday My Prince Will Come...?\N-No! That was just...\Ri'ko. Would you come with me?\Look at it. Huge, ain't it? That's Richie's house.\Alright, go on.\Thank Richie for me, for helpin' me study.\But... response:	Sentaro, wait!
context: Someday My Prince Will Come...?\N-No! That was just...\Ri'ko. Would you come with me?\Look at it. Huge, ain't it? That's Richie's house.\Alright, go on.\Thank Richie for me, for helpin' me study.\But...\Sentaro, wait! response:	Go on by yourself.
context: N-No! That was just...\Ri'ko. Would you come with me?\Look at it. Huge, ain't it? That's Richie's house.\Alright, go on.\Thank Richie for me, for helpin' me study.\But...\Sentaro, wait!\Go on by yourself. response:	Why?! Let's go together!
context: Ri'ko. Would you come with me?\Look at it. Huge, ain't it? That's Richie's house.\Alright, go on.\Thank Richie for me, for helpin' me study.\But...\Sentaro, wait!\Go on by yourself.\Why?! Let's go together! response:	Kaoru-san, one of your classmates has come to wish you well.
context: Look at it. Huge, ain't it? That's Richie's house.\Alright, go on.\Thank Richie for me, for helpin' me study.\But...\Sentaro, wait!\Go on by yourself.\Why?! Let's go together!\Kaoru-san, one of your classmates has come to wish you well. response:	E-Excuse me...
context: Alright, go on.\Thank Richie for me, for helpin' me study.\But...\Sentaro, wait!\Go on by yourself.\Why?! Let's go together!\Kaoru-san, one of your classmates has come to wish you well.\E-Excuse me... response:	Hi, Ri-chan.
context: Thank Richie for me, for helpin' me study.\But...\Sentaro, wait!\Go on by yourself.\Why?! Let's go together!\Kaoru-san, one of your classmates has come to wish you well.\E-Excuse me...\Hi, Ri-chan. response:	Um, is your fever down?
context: But...\Sentaro, wait!\Go on by yourself.\Why?! Let's go together!\Kaoru-san, one of your classmates has come to wish you well.\E-Excuse me...\Hi, Ri-chan.\Um, is your fever down? response:	Yeah. Sorry to make you worry...
context: Sentaro, wait!\Go on by yourself.\Why?! Let's go together!\Kaoru-san, one of your classmates has come to wish you well.\E-Excuse me...\Hi, Ri-chan.\Um, is your fever down?\Yeah. Sorry to make you worry... response:	I see. Good.
context: Go on by yourself.\Why?! Let's go together!\Kaoru-san, one of your classmates has come to wish you well.\E-Excuse me...\Hi, Ri-chan.\Um, is your fever down?\Yeah. Sorry to make you worry...\I see. Good. response:	Oh, that's right. These are for you.
context: Why?! Let's go together!\Kaoru-san, one of your classmates has come to wish you well.\E-Excuse me...\Hi, Ri-chan.\Um, is your fever down?\Yeah. Sorry to make you worry...\I see. Good.\Oh, that's right. These are for you. response:	Eat them if you're up to it.
context: Kaoru-san, one of your classmates has come to wish you well.\E-Excuse me...\Hi, Ri-chan.\Um, is your fever down?\Yeah. Sorry to make you worry...\I see. Good.\Oh, that's right. These are for you.\Eat them if you're up to it. response:	Oh, thank you. Did you go out of the way to buy them?
context: E-Excuse me...\Hi, Ri-chan.\Um, is your fever down?\Yeah. Sorry to make you worry...\I see. Good.\Oh, that's right. These are for you.\Eat them if you're up to it.\Oh, thank you. Did you go out of the way to buy them? response:	Um... No. I didn't buy these. Uh...
context: Hi, Ri-chan.\Um, is your fever down?\Yeah. Sorry to make you worry...\I see. Good.\Oh, that's right. These are for you.\Eat them if you're up to it.\Oh, thank you. Did you go out of the way to buy them?\Um... No. I didn't buy these. Uh... response:	Sentaro did...
context: Um, is your fever down?\Yeah. Sorry to make you worry...\I see. Good.\Oh, that's right. These are for you.\Eat them if you're up to it.\Oh, thank you. Did you go out of the way to buy them?\Um... No. I didn't buy these. Uh...\Sentaro did... response:	Ri-chan. He came here with you, didn't he?
context: Yeah. Sorry to make you worry...\I see. Good.\Oh, that's right. These are for you.\Eat them if you're up to it.\Oh, thank you. Did you go out of the way to buy them?\Um... No. I didn't buy these. Uh...\Sentaro did...\Ri-chan. He came here with you, didn't he? response:	I saw you two out the window.
context: I see. Good.\Oh, that's right. These are for you.\Eat them if you're up to it.\Oh, thank you. Did you go out of the way to buy them?\Um... No. I didn't buy these. Uh...\Sentaro did...\Ri-chan. He came here with you, didn't he?\I saw you two out the window. response:	He should've come in with you...
context: Oh, that's right. These are for you.\Eat them if you're up to it.\Oh, thank you. Did you go out of the way to buy them?\Um... No. I didn't buy these. Uh...\Sentaro did...\Ri-chan. He came here with you, didn't he?\I saw you two out the window.\He should've come in with you... response:	Kaoru-san?
context: Eat them if you're up to it.\Oh, thank you. Did you go out of the way to buy them?\Um... No. I didn't buy these. Uh...\Sentaro did...\Ri-chan. He came here with you, didn't he?\I saw you two out the window.\He should've come in with you...\Kaoru-san? response:	Never mind. I understand.
context: Oh, thank you. Did you go out of the way to buy them?\Um... No. I didn't buy these. Uh...\Sentaro did...\Ri-chan. He came here with you, didn't he?\I saw you two out the window.\He should've come in with you...\Kaoru-san?\Never mind. I understand. response:	What are you talking about?
context: Um... No. I didn't buy these. Uh...\Sentaro did...\Ri-chan. He came here with you, didn't he?\I saw you two out the window.\He should've come in with you...\Kaoru-san?\Never mind. I understand.\What are you talking about? response:	It makes sense. You two have been together since you were little.
context: Sentaro did...\Ri-chan. He came here with you, didn't he?\I saw you two out the window.\He should've come in with you...\Kaoru-san?\Never mind. I understand.\What are you talking about?\It makes sense. You two have been together since you were little. response:	There's no way I could be a match for him...
context: Ri-chan. He came here with you, didn't he?\I saw you two out the window.\He should've come in with you...\Kaoru-san?\Never mind. I understand.\What are you talking about?\It makes sense. You two have been together since you were little.\There's no way I could be a match for him... response:	Unlike me, he's strong... and built...
context: I saw you two out the window.\He should've come in with you...\Kaoru-san?\Never mind. I understand.\What are you talking about?\It makes sense. You two have been together since you were little.\There's no way I could be a match for him...\Unlike me, he's strong... and built... response:	And so handsome, he even takes my breath away once in a while...
context: He should've come in with you...\Kaoru-san?\Never mind. I understand.\What are you talking about?\It makes sense. You two have been together since you were little.\There's no way I could be a match for him...\Unlike me, he's strong... and built...\And so handsome, he even takes my breath away once in a while... response:	Ri-chan, you're better off with him...
context: Kaoru-san?\Never mind. I understand.\What are you talking about?\It makes sense. You two have been together since you were little.\There's no way I could be a match for him...\Unlike me, he's strong... and built...\And so handsome, he even takes my breath away once in a while...\Ri-chan, you're better off with him... response:	Stop it already!
context: Never mind. I understand.\What are you talking about?\It makes sense. You two have been together since you were little.\There's no way I could be a match for him...\Unlike me, he's strong... and built...\And so handsome, he even takes my breath away once in a while...\Ri-chan, you're better off with him...\Stop it already! response:	I know what you're saying, so don't say any more.
context: What are you talking about?\It makes sense. You two have been together since you were little.\There's no way I could be a match for him...\Unlike me, he's strong... and built...\And so handsome, he even takes my breath away once in a while...\Ri-chan, you're better off with him...\Stop it already!\I know what you're saying, so don't say any more. response:	I'm going home now.
context: It makes sense. You two have been together since you were little.\There's no way I could be a match for him...\Unlike me, he's strong... and built...\And so handsome, he even takes my breath away once in a while...\Ri-chan, you're better off with him...\Stop it already!\I know what you're saying, so don't say any more.\I'm going home now. response:	Kaoru-san, don't you like me anymore?
context: There's no way I could be a match for him...\Unlike me, he's strong... and built...\And so handsome, he even takes my breath away once in a while...\Ri-chan, you're better off with him...\Stop it already!\I know what you're saying, so don't say any more.\I'm going home now.\Kaoru-san, don't you like me anymore? response:	Or is it...
context: Unlike me, he's strong... and built...\And so handsome, he even takes my breath away once in a while...\Ri-chan, you're better off with him...\Stop it already!\I know what you're saying, so don't say any more.\I'm going home now.\Kaoru-san, don't you like me anymore?\Or is it... response:	Kaoru-san, you told me to have confidence in myself.
context: And so handsome, he even takes my breath away once in a while...\Ri-chan, you're better off with him...\Stop it already!\I know what you're saying, so don't say any more.\I'm going home now.\Kaoru-san, don't you like me anymore?\Or is it...\Kaoru-san, you told me to have confidence in myself. response:	Those words have saved me a number of times.
context: Ri-chan, you're better off with him...\Stop it already!\I know what you're saying, so don't say any more.\I'm going home now.\Kaoru-san, don't you like me anymore?\Or is it...\Kaoru-san, you told me to have confidence in myself.\Those words have saved me a number of times. response:	But if it looks like you don't have confidence,
context: Stop it already!\I know what you're saying, so don't say any more.\I'm going home now.\Kaoru-san, don't you like me anymore?\Or is it...\Kaoru-san, you told me to have confidence in myself.\Those words have saved me a number of times.\But if it looks like you don't have confidence, response:	I have a feeling I'll lose mine, too.
context: I know what you're saying, so don't say any more.\I'm going home now.\Kaoru-san, don't you like me anymore?\Or is it...\Kaoru-san, you told me to have confidence in myself.\Those words have saved me a number of times.\But if it looks like you don't have confidence,\I have a feeling I'll lose mine, too. response:	Huh? What the heck am I doing?
context: I'm going home now.\Kaoru-san, don't you like me anymore?\Or is it...\Kaoru-san, you told me to have confidence in myself.\Those words have saved me a number of times.\But if it looks like you don't have confidence,\I have a feeling I'll lose mine, too.\Huh? What the heck am I doing? response:	What I've wished for all this time...
context: Kaoru-san, don't you like me anymore?\Or is it...\Kaoru-san, you told me to have confidence in myself.\Those words have saved me a number of times.\But if it looks like you don't have confidence,\I have a feeling I'll lose mine, too.\Huh? What the heck am I doing?\What I've wished for all this time... response:	Oh, you're leaving already?
context: Or is it...\Kaoru-san, you told me to have confidence in myself.\Those words have saved me a number of times.\But if it looks like you don't have confidence,\I have a feeling I'll lose mine, too.\Huh? What the heck am I doing?\What I've wished for all this time...\Oh, you're leaving already? response:	Excuse me!
context: Kaoru-san, you told me to have confidence in myself.\Those words have saved me a number of times.\But if it looks like you don't have confidence,\I have a feeling I'll lose mine, too.\Huh? What the heck am I doing?\What I've wished for all this time...\Oh, you're leaving already?\Excuse me! response:	Oh, boy! I bet something happened between those two!
context: Those words have saved me a number of times.\But if it looks like you don't have confidence,\I have a feeling I'll lose mine, too.\Huh? What the heck am I doing?\What I've wished for all this time...\Oh, you're leaving already?\Excuse me!\Oh, boy! I bet something happened between those two! response:	Ri-chan!
context: But if it looks like you don't have confidence,\I have a feeling I'll lose mine, too.\Huh? What the heck am I doing?\What I've wished for all this time...\Oh, you're leaving already?\Excuse me!\Oh, boy! I bet something happened between those two!\Ri-chan! response:	Kaoru-san!
context: I have a feeling I'll lose mine, too.\Huh? What the heck am I doing?\What I've wished for all this time...\Oh, you're leaving already?\Excuse me!\Oh, boy! I bet something happened between those two!\Ri-chan!\Kaoru-san! response:	Don't come here... I'll go over to you!
context: Huh? What the heck am I doing?\What I've wished for all this time...\Oh, you're leaving already?\Excuse me!\Oh, boy! I bet something happened between those two!\Ri-chan!\Kaoru-san!\Don't come here... I'll go over to you! response:	Ri-chan... Let me tell you how I feel about you one more time...
context: What I've wished for all this time...\Oh, you're leaving already?\Excuse me!\Oh, boy! I bet something happened between those two!\Ri-chan!\Kaoru-san!\Don't come here... I'll go over to you!\Ri-chan... Let me tell you how I feel about you one more time... response:	I love you!
context: Oh, you're leaving already?\Excuse me!\Oh, boy! I bet something happened between those two!\Ri-chan!\Kaoru-san!\Don't come here... I'll go over to you!\Ri-chan... Let me tell you how I feel about you one more time...\I love you! response:	I love you, Ri-chan!
context: Excuse me!\Oh, boy! I bet something happened between those two!\Ri-chan!\Kaoru-san!\Don't come here... I'll go over to you!\Ri-chan... Let me tell you how I feel about you one more time...\I love you!\I love you, Ri-chan! response:	I love you! I love you!
context: Oh, boy! I bet something happened between those two!\Ri-chan!\Kaoru-san!\Don't come here... I'll go over to you!\Ri-chan... Let me tell you how I feel about you one more time...\I love you!\I love you, Ri-chan!\I love you! I love you! response:	K-Kaoru-san!
context: Ri-chan!\Kaoru-san!\Don't come here... I'll go over to you!\Ri-chan... Let me tell you how I feel about you one more time...\I love you!\I love you, Ri-chan!\I love you! I love you!\K-Kaoru-san! response:	I love you!
context: Kaoru-san!\Don't come here... I'll go over to you!\Ri-chan... Let me tell you how I feel about you one more time...\I love you!\I love you, Ri-chan!\I love you! I love you!\K-Kaoru-san!\I love you! response:	P-Please! Your relatives can hear!
context: Don't come here... I'll go over to you!\Ri-chan... Let me tell you how I feel about you one more time...\I love you!\I love you, Ri-chan!\I love you! I love you!\K-Kaoru-san!\I love you!\P-Please! Your relatives can hear! response:	Let them!
