context: Hm? response:	Kageyama
context: I'd like a word with you.\What do you want?\You haven't fully buttoned up your coat.\So what? Buzz off.\I can use them...\I can use psychic powers, Dimple.\It's because I'm controlling the output,\but you've always had latent psychic powers, Ritsu. response:	And I'm deducing that
context: What do you want?\You haven't fully buttoned up your coat.\So what? Buzz off.\I can use them...\I can use psychic powers, Dimple.\It's because I'm controlling the output,\but you've always had latent psychic powers, Ritsu.\And I'm deducing that response:	the reason they came out now is due to your emotions.
context: You haven't fully buttoned up your coat.\So what? Buzz off.\I can use them...\I can use psychic powers, Dimple.\It's because I'm controlling the output,\but you've always had latent psychic powers, Ritsu.\And I'm deducing that\the reason they came out now is due to your emotions. response:	Did something stress you out badly lately?
context: So what? Buzz off.\I can use them...\I can use psychic powers, Dimple.\It's because I'm controlling the output,\but you've always had latent psychic powers, Ritsu.\And I'm deducing that\the reason they came out now is due to your emotions.\Did something stress you out badly lately? response:	Like shitting your pants in front of a lot of people,
context: I can use them...\I can use psychic powers, Dimple.\It's because I'm controlling the output,\but you've always had latent psychic powers, Ritsu.\And I'm deducing that\the reason they came out now is due to your emotions.\Did something stress you out badly lately?\Like shitting your pants in front of a lot of people, response:	or getting caught peeping into the girls' locker room?
context: I can use psychic powers, Dimple.\It's because I'm controlling the output,\but you've always had latent psychic powers, Ritsu.\And I'm deducing that\the reason they came out now is due to your emotions.\Did something stress you out badly lately?\Like shitting your pants in front of a lot of people,\or getting caught peeping into the girls' locker room? response:	Of course not. Are you mocking me?
context: It's because I'm controlling the output,\but you've always had latent psychic powers, Ritsu.\And I'm deducing that\the reason they came out now is due to your emotions.\Did something stress you out badly lately?\Like shitting your pants in front of a lot of people,\or getting caught peeping into the girls' locker room?\Of course not. Are you mocking me? response:	It's just a joke. You're so damn serious, Ritsu.
context: but you've always had latent psychic powers, Ritsu.\And I'm deducing that\the reason they came out now is due to your emotions.\Did something stress you out badly lately?\Like shitting your pants in front of a lot of people,\or getting caught peeping into the girls' locker room?\Of course not. Are you mocking me?\It's just a joke. You're so damn serious, Ritsu. response:	That's right, you're an honor student.
context: And I'm deducing that\the reason they came out now is due to your emotions.\Did something stress you out badly lately?\Like shitting your pants in front of a lot of people,\or getting caught peeping into the girls' locker room?\Of course not. Are you mocking me?\It's just a joke. You're so damn serious, Ritsu.\That's right, you're an honor student. response:	Then, what? Did you do something bad?
context: the reason they came out now is due to your emotions.\Did something stress you out badly lately?\Like shitting your pants in front of a lot of people,\or getting caught peeping into the girls' locker room?\Of course not. Are you mocking me?\It's just a joke. You're so damn serious, Ritsu.\That's right, you're an honor student.\Then, what? Did you do something bad? response:	I heard rumors that you were stealing the girls' gym clothes.
context: Did something stress you out badly lately?\Like shitting your pants in front of a lot of people,\or getting caught peeping into the girls' locker room?\Of course not. Are you mocking me?\It's just a joke. You're so damn serious, Ritsu.\That's right, you're an honor student.\Then, what? Did you do something bad?\I heard rumors that you were stealing the girls' gym clothes. response:	What the hell are you talking about?
context: Like shitting your pants in front of a lot of people,\or getting caught peeping into the girls' locker room?\Of course not. Are you mocking me?\It's just a joke. You're so damn serious, Ritsu.\That's right, you're an honor student.\Then, what? Did you do something bad?\I heard rumors that you were stealing the girls' gym clothes.\What the hell are you talking about? response:	And so the student council did a bit of investigating...
context: or getting caught peeping into the girls' locker room?\Of course not. Are you mocking me?\It's just a joke. You're so damn serious, Ritsu.\That's right, you're an honor student.\Then, what? Did you do something bad?\I heard rumors that you were stealing the girls' gym clothes.\What the hell are you talking about?\And so the student council did a bit of investigating... response:	What did we find out, Kageyama-kun?
context: Of course not. Are you mocking me?\It's just a joke. You're so damn serious, Ritsu.\That's right, you're an honor student.\Then, what? Did you do something bad?\I heard rumors that you were stealing the girls' gym clothes.\What the hell are you talking about?\And so the student council did a bit of investigating...\What did we find out, Kageyama-kun? response:	We found some of the girls' gym clothes in your bag, Yamazaki-senpai.
context: It's just a joke. You're so damn serious, Ritsu.\That's right, you're an honor student.\Then, what? Did you do something bad?\I heard rumors that you were stealing the girls' gym clothes.\What the hell are you talking about?\And so the student council did a bit of investigating...\What did we find out, Kageyama-kun?\We found some of the girls' gym clothes in your bag, Yamazaki-senpai. response:	Huh? What?!
context: That's right, you're an honor student.\Then, what? Did you do something bad?\I heard rumors that you were stealing the girls' gym clothes.\What the hell are you talking about?\And so the student council did a bit of investigating...\What did we find out, Kageyama-kun?\We found some of the girls' gym clothes in your bag, Yamazaki-senpai.\Huh? What?! response:	Stop lying!
context: Then, what? Did you do something bad?\I heard rumors that you were stealing the girls' gym clothes.\What the hell are you talking about?\And so the student council did a bit of investigating...\What did we find out, Kageyama-kun?\We found some of the girls' gym clothes in your bag, Yamazaki-senpai.\Huh? What?!\Stop lying! response:	You can try to say that you didn't do it, but that might prove difficult.
context: I heard rumors that you were stealing the girls' gym clothes.\What the hell are you talking about?\And so the student council did a bit of investigating...\What did we find out, Kageyama-kun?\We found some of the girls' gym clothes in your bag, Yamazaki-senpai.\Huh? What?!\Stop lying!\You can try to say that you didn't do it, but that might prove difficult. response:	The school's been very strict with perverts lately.
context: What the hell are you talking about?\And so the student council did a bit of investigating...\What did we find out, Kageyama-kun?\We found some of the girls' gym clothes in your bag, Yamazaki-senpai.\Huh? What?!\Stop lying!\You can try to say that you didn't do it, but that might prove difficult.\The school's been very strict with perverts lately. response:	I'll give you one way out of this.
context: And so the student council did a bit of investigating...\What did we find out, Kageyama-kun?\We found some of the girls' gym clothes in your bag, Yamazaki-senpai.\Huh? What?!\Stop lying!\You can try to say that you didn't do it, but that might prove difficult.\The school's been very strict with perverts lately.\I'll give you one way out of this. response:	Onigawara ordered you to do this, didn't he?
context: What did we find out, Kageyama-kun?\We found some of the girls' gym clothes in your bag, Yamazaki-senpai.\Huh? What?!\Stop lying!\You can try to say that you didn't do it, but that might prove difficult.\The school's been very strict with perverts lately.\I'll give you one way out of this.\Onigawara ordered you to do this, didn't he? response:	If you admit that, you're merely another victim.
context: We found some of the girls' gym clothes in your bag, Yamazaki-senpai.\Huh? What?!\Stop lying!\You can try to say that you didn't do it, but that might prove difficult.\The school's been very strict with perverts lately.\I'll give you one way out of this.\Onigawara ordered you to do this, didn't he?\If you admit that, you're merely another victim. response:	Oh, and button up.
context: Huh? What?!\Stop lying!\You can try to say that you didn't do it, but that might prove difficult.\The school's been very strict with perverts lately.\I'll give you one way out of this.\Onigawara ordered you to do this, didn't he?\If you admit that, you're merely another victim.\Oh, and button up. response:	The whole school had been cleaned up
context: Stop lying!\You can try to say that you didn't do it, but that might prove difficult.\The school's been very strict with perverts lately.\I'll give you one way out of this.\Onigawara ordered you to do this, didn't he?\If you admit that, you're merely another victim.\Oh, and button up.\The whole school had been cleaned up response:	and turned into the optimal environment for academics.
context: You can try to say that you didn't do it, but that might prove difficult.\The school's been very strict with perverts lately.\I'll give you one way out of this.\Onigawara ordered you to do this, didn't he?\If you admit that, you're merely another victim.\Oh, and button up.\The whole school had been cleaned up\and turned into the optimal environment for academics. response:	However, because of the considerably immoral strategy
context: The school's been very strict with perverts lately.\I'll give you one way out of this.\Onigawara ordered you to do this, didn't he?\If you admit that, you're merely another victim.\Oh, and button up.\The whole school had been cleaned up\and turned into the optimal environment for academics.\However, because of the considerably immoral strategy response:	that was used upon certain students,
context: I'll give you one way out of this.\Onigawara ordered you to do this, didn't he?\If you admit that, you're merely another victim.\Oh, and button up.\The whole school had been cleaned up\and turned into the optimal environment for academics.\However, because of the considerably immoral strategy\that was used upon certain students, response:	there would be a deep, black scar engraved in their lives.
context: Onigawara ordered you to do this, didn't he?\If you admit that, you're merely another victim.\Oh, and button up.\The whole school had been cleaned up\and turned into the optimal environment for academics.\However, because of the considerably immoral strategy\that was used upon certain students,\there would be a deep, black scar engraved in their lives. response:	And the two that carried it out would have to live with that burden forever...
context: If you admit that, you're merely another victim.\Oh, and button up.\The whole school had been cleaned up\and turned into the optimal environment for academics.\However, because of the considerably immoral strategy\that was used upon certain students,\there would be a deep, black scar engraved in their lives.\And the two that carried it out would have to live with that burden forever... response:	Therefore,
context: Oh, and button up.\The whole school had been cleaned up\and turned into the optimal environment for academics.\However, because of the considerably immoral strategy\that was used upon certain students,\there would be a deep, black scar engraved in their lives.\And the two that carried it out would have to live with that burden forever...\Therefore, response:	they either became drunk with power and felt a delusional sense of accomplishment,
context: The whole school had been cleaned up\and turned into the optimal environment for academics.\However, because of the considerably immoral strategy\that was used upon certain students,\there would be a deep, black scar engraved in their lives.\And the two that carried it out would have to live with that burden forever...\Therefore,\they either became drunk with power and felt a delusional sense of accomplishment, response:	or suffered greatly.
context: and turned into the optimal environment for academics.\However, because of the considerably immoral strategy\that was used upon certain students,\there would be a deep, black scar engraved in their lives.\And the two that carried it out would have to live with that burden forever...\Therefore,\they either became drunk with power and felt a delusional sense of accomplishment,\or suffered greatly. response:	Whoa!
context: However, because of the considerably immoral strategy\that was used upon certain students,\there would be a deep, black scar engraved in their lives.\And the two that carried it out would have to live with that burden forever...\Therefore,\they either became drunk with power and felt a delusional sense of accomplishment,\or suffered greatly.\Whoa! response:	Your power's grown even more, Ritsu!
context: that was used upon certain students,\there would be a deep, black scar engraved in their lives.\And the two that carried it out would have to live with that burden forever...\Therefore,\they either became drunk with power and felt a delusional sense of accomplishment,\or suffered greatly.\Whoa!\Your power's grown even more, Ritsu! response:	Corruption and guilt...
context: there would be a deep, black scar engraved in their lives.\And the two that carried it out would have to live with that burden forever...\Therefore,\they either became drunk with power and felt a delusional sense of accomplishment,\or suffered greatly.\Whoa!\Your power's grown even more, Ritsu!\Corruption and guilt... response:	Those are the things that become fuel for my powers.
context: And the two that carried it out would have to live with that burden forever...\Therefore,\they either became drunk with power and felt a delusional sense of accomplishment,\or suffered greatly.\Whoa!\Your power's grown even more, Ritsu!\Corruption and guilt...\Those are the things that become fuel for my powers. response:	Whatever it is, it's working!
context: Therefore,\they either became drunk with power and felt a delusional sense of accomplishment,\or suffered greatly.\Whoa!\Your power's grown even more, Ritsu!\Corruption and guilt...\Those are the things that become fuel for my powers.\Whatever it is, it's working! response:	Something eating at you?
context: they either became drunk with power and felt a delusional sense of accomplishment,\or suffered greatly.\Whoa!\Your power's grown even more, Ritsu!\Corruption and guilt...\Those are the things that become fuel for my powers.\Whatever it is, it's working!\Something eating at you? response:	Dimple, you just won't stop talking.
context: or suffered greatly.\Whoa!\Your power's grown even more, Ritsu!\Corruption and guilt...\Those are the things that become fuel for my powers.\Whatever it is, it's working!\Something eating at you?\Dimple, you just won't stop talking. response:	If I were able to control my powers on my own,
context: Whoa!\Your power's grown even more, Ritsu!\Corruption and guilt...\Those are the things that become fuel for my powers.\Whatever it is, it's working!\Something eating at you?\Dimple, you just won't stop talking.\If I were able to control my powers on my own, response:	would I be able to make you disappear?
context: Your power's grown even more, Ritsu!\Corruption and guilt...\Those are the things that become fuel for my powers.\Whatever it is, it's working!\Something eating at you?\Dimple, you just won't stop talking.\If I were able to control my powers on my own,\would I be able to make you disappear? response:	Is his personality changing, too?
context: Corruption and guilt...\Those are the things that become fuel for my powers.\Whatever it is, it's working!\Something eating at you?\Dimple, you just won't stop talking.\If I were able to control my powers on my own,\would I be able to make you disappear?\Is his personality changing, too? response:	S-Seriously?
context: Those are the things that become fuel for my powers.\Whatever it is, it's working!\Something eating at you?\Dimple, you just won't stop talking.\If I were able to control my powers on my own,\would I be able to make you disappear?\Is his personality changing, too?\S-Seriously? response:	Amazing...
context: Whatever it is, it's working!\Something eating at you?\Dimple, you just won't stop talking.\If I were able to control my powers on my own,\would I be able to make you disappear?\Is his personality changing, too?\S-Seriously?\Amazing... response:	That's amazing, Kageyama-kun!
context: Something eating at you?\Dimple, you just won't stop talking.\If I were able to control my powers on my own,\would I be able to make you disappear?\Is his personality changing, too?\S-Seriously?\Amazing...\That's amazing, Kageyama-kun! response:	Do you want me to keep going?
context: Dimple, you just won't stop talking.\If I were able to control my powers on my own,\would I be able to make you disappear?\Is his personality changing, too?\S-Seriously?\Amazing...\That's amazing, Kageyama-kun!\Do you want me to keep going? response:	Want me to fold your car in half, Mitsuura-san?
context: If I were able to control my powers on my own,\would I be able to make you disappear?\Is his personality changing, too?\S-Seriously?\Amazing...\That's amazing, Kageyama-kun!\Do you want me to keep going?\Want me to fold your car in half, Mitsuura-san? response:	What?!
context: would I be able to make you disappear?\Is his personality changing, too?\S-Seriously?\Amazing...\That's amazing, Kageyama-kun!\Do you want me to keep going?\Want me to fold your car in half, Mitsuura-san?\What?! response:	What the hell happened?
context: Is his personality changing, too?\S-Seriously?\Amazing...\That's amazing, Kageyama-kun!\Do you want me to keep going?\Want me to fold your car in half, Mitsuura-san?\What?!\What the hell happened? response:	Can I help you gentlemen?
context: S-Seriously?\Amazing...\That's amazing, Kageyama-kun!\Do you want me to keep going?\Want me to fold your car in half, Mitsuura-san?\What?!\What the hell happened?\Can I help you gentlemen? response:	According to Kamuro, he had you plant all the evidence on us.
context: Amazing...\That's amazing, Kageyama-kun!\Do you want me to keep going?\Want me to fold your car in half, Mitsuura-san?\What?!\What the hell happened?\Can I help you gentlemen?\According to Kamuro, he had you plant all the evidence on us. response:	Are you the one who framed us?
context: That's amazing, Kageyama-kun!\Do you want me to keep going?\Want me to fold your car in half, Mitsuura-san?\What?!\What the hell happened?\Can I help you gentlemen?\According to Kamuro, he had you plant all the evidence on us.\Are you the one who framed us? response:	I have no idea what you're talking about...
context: Do you want me to keep going?\Want me to fold your car in half, Mitsuura-san?\What?!\What the hell happened?\Can I help you gentlemen?\According to Kamuro, he had you plant all the evidence on us.\Are you the one who framed us?\I have no idea what you're talking about... response:	Dimple.
context: Want me to fold your car in half, Mitsuura-san?\What?!\What the hell happened?\Can I help you gentlemen?\According to Kamuro, he had you plant all the evidence on us.\Are you the one who framed us?\I have no idea what you're talking about...\Dimple. response:	Leave it to me.
context: What?!\What the hell happened?\Can I help you gentlemen?\According to Kamuro, he had you plant all the evidence on us.\Are you the one who framed us?\I have no idea what you're talking about...\Dimple.\Leave it to me. response:	Even if I did,
context: What the hell happened?\Can I help you gentlemen?\According to Kamuro, he had you plant all the evidence on us.\Are you the one who framed us?\I have no idea what you're talking about...\Dimple.\Leave it to me.\Even if I did, response:	it's too late.
context: Can I help you gentlemen?\According to Kamuro, he had you plant all the evidence on us.\Are you the one who framed us?\I have no idea what you're talking about...\Dimple.\Leave it to me.\Even if I did,\it's too late. response:	Why, you little...
context: According to Kamuro, he had you plant all the evidence on us.\Are you the one who framed us?\I have no idea what you're talking about...\Dimple.\Leave it to me.\Even if I did,\it's too late.\Why, you little... response:	Who do you think we are?!
context: Are you the one who framed us?\I have no idea what you're talking about...\Dimple.\Leave it to me.\Even if I did,\it's too late.\Why, you little...\Who do you think we are?! response:	You little shit!
context: I have no idea what you're talking about...\Dimple.\Leave it to me.\Even if I did,\it's too late.\Why, you little...\Who do you think we are?!\You little shit! response:	That does it! Get him!
context: Dimple.\Leave it to me.\Even if I did,\it's too late.\Why, you little...\Who do you think we are?!\You little shit!\That does it! Get him! response:	Hey, there's a fight.
context: Leave it to me.\Even if I did,\it's too late.\Why, you little...\Who do you think we are?!\You little shit!\That does it! Get him!\Hey, there's a fight. response:	Scary!
context: Even if I did,\it's too late.\Why, you little...\Who do you think we are?!\You little shit!\That does it! Get him!\Hey, there's a fight.\Scary! response:	But isn't that guy's hair even more amazing?
context: it's too late.\Why, you little...\Who do you think we are?!\You little shit!\That does it! Get him!\Hey, there's a fight.\Scary!\But isn't that guy's hair even more amazing? response:	You're right!
context: Why, you little...\Who do you think we are?!\You little shit!\That does it! Get him!\Hey, there's a fight.\Scary!\But isn't that guy's hair even more amazing?\You're right! response:	Seriously?
context: Who do you think we are?!\You little shit!\That does it! Get him!\Hey, there's a fight.\Scary!\But isn't that guy's hair even more amazing?\You're right!\Seriously? response:	Hey, you there.
context: You little shit!\That does it! Get him!\Hey, there's a fight.\Scary!\But isn't that guy's hair even more amazing?\You're right!\Seriously?\Hey, you there. response:	Yes?
context: That does it! Get him!\Hey, there's a fight.\Scary!\But isn't that guy's hair even more amazing?\You're right!\Seriously?\Hey, you there.\Yes? response:	Gah! That's...
context: Hey, there's a fight.\Scary!\But isn't that guy's hair even more amazing?\You're right!\Seriously?\Hey, you there.\Yes?\Gah! That's... response:	I think that's enough.
context: Scary!\But isn't that guy's hair even more amazing?\You're right!\Seriously?\Hey, you there.\Yes?\Gah! That's...\I think that's enough. response:	Top of
context: But isn't that guy's hair even more amazing?\You're right!\Seriously?\Hey, you there.\Yes?\Gah! That's...\I think that's enough.\Top of response:	Teru's Head
context: You're right!\Seriously?\Hey, you there.\Yes?\Gah! That's...\I think that's enough.\Top of\Teru's Head response:	If you grow dependent on that, you're gonna get hurt.
context: Seriously?\Hey, you there.\Yes?\Gah! That's...\I think that's enough.\Top of\Teru's Head\If you grow dependent on that, you're gonna get hurt. response:	Whoa, what is that?
context: Hey, you there.\Yes?\Gah! That's...\I think that's enough.\Top of\Teru's Head\If you grow dependent on that, you're gonna get hurt.\Whoa, what is that? response:	You've got the wrong idea.
context: Yes?\Gah! That's...\I think that's enough.\Top of\Teru's Head\If you grow dependent on that, you're gonna get hurt.\Whoa, what is that?\You've got the wrong idea. response:	It's so long.
context: Gah! That's...\I think that's enough.\Top of\Teru's Head\If you grow dependent on that, you're gonna get hurt.\Whoa, what is that?\You've got the wrong idea.\It's so long. response:	You think you're someone really special.
context: I think that's enough.\Top of\Teru's Head\If you grow dependent on that, you're gonna get hurt.\Whoa, what is that?\You've got the wrong idea.\It's so long.\You think you're someone really special. response:	It's hard looking at someone who reminds me of my old self.
context: Top of\Teru's Head\If you grow dependent on that, you're gonna get hurt.\Whoa, what is that?\You've got the wrong idea.\It's so long.\You think you're someone really special.\It's hard looking at someone who reminds me of my old self. response:	This is a warning.
context: Teru's Head\If you grow dependent on that, you're gonna get hurt.\Whoa, what is that?\You've got the wrong idea.\It's so long.\You think you're someone really special.\It's hard looking at someone who reminds me of my old self.\This is a warning. response:	Don't try to live relying on psychic powers.
context: If you grow dependent on that, you're gonna get hurt.\Whoa, what is that?\You've got the wrong idea.\It's so long.\You think you're someone really special.\It's hard looking at someone who reminds me of my old self.\This is a warning.\Don't try to live relying on psychic powers. response:	Are you an esper?
context: Whoa, what is that?\You've got the wrong idea.\It's so long.\You think you're someone really special.\It's hard looking at someone who reminds me of my old self.\This is a warning.\Don't try to live relying on psychic powers.\Are you an esper? response:	I don't know who you are,
context: You've got the wrong idea.\It's so long.\You think you're someone really special.\It's hard looking at someone who reminds me of my old self.\This is a warning.\Don't try to live relying on psychic powers.\Are you an esper?\I don't know who you are, response:	but I have no need to take warnings from you.
context: It's so long.\You think you're someone really special.\It's hard looking at someone who reminds me of my old self.\This is a warning.\Don't try to live relying on psychic powers.\Are you an esper?\I don't know who you are,\but I have no need to take warnings from you. response:	Don't try to take a bite at him!
context: You think you're someone really special.\It's hard looking at someone who reminds me of my old self.\This is a warning.\Don't try to live relying on psychic powers.\Are you an esper?\I don't know who you are,\but I have no need to take warnings from you.\Don't try to take a bite at him! response:	He's not someone you can beat!
context: It's hard looking at someone who reminds me of my old self.\This is a warning.\Don't try to live relying on psychic powers.\Are you an esper?\I don't know who you are,\but I have no need to take warnings from you.\Don't try to take a bite at him!\He's not someone you can beat! response:	I'm sure he's not much different from the people at the Awakening Lab.
context: This is a warning.\Don't try to live relying on psychic powers.\Are you an esper?\I don't know who you are,\but I have no need to take warnings from you.\Don't try to take a bite at him!\He's not someone you can beat!\I'm sure he's not much different from the people at the Awakening Lab. response:	I want to compare powers with him.
context: Don't try to live relying on psychic powers.\Are you an esper?\I don't know who you are,\but I have no need to take warnings from you.\Don't try to take a bite at him!\He's not someone you can beat!\I'm sure he's not much different from the people at the Awakening Lab.\I want to compare powers with him. response:	Ritsu?! You idiot!
context: Are you an esper?\I don't know who you are,\but I have no need to take warnings from you.\Don't try to take a bite at him!\He's not someone you can beat!\I'm sure he's not much different from the people at the Awakening Lab.\I want to compare powers with him.\Ritsu?! You idiot! response:	Stop!
context: I don't know who you are,\but I have no need to take warnings from you.\Don't try to take a bite at him!\He's not someone you can beat!\I'm sure he's not much different from the people at the Awakening Lab.\I want to compare powers with him.\Ritsu?! You idiot!\Stop! response:	Why, thank you for the handshake.
context: but I have no need to take warnings from you.\Don't try to take a bite at him!\He's not someone you can beat!\I'm sure he's not much different from the people at the Awakening Lab.\I want to compare powers with him.\Ritsu?! You idiot!\Stop!\Why, thank you for the handshake. response:	I'm Hanazawa Teruki. A pleasure.
context: Don't try to take a bite at him!\He's not someone you can beat!\I'm sure he's not much different from the people at the Awakening Lab.\I want to compare powers with him.\Ritsu?! You idiot!\Stop!\Why, thank you for the handshake.\I'm Hanazawa Teruki. A pleasure. response:	Don't try to fight him, Ritsu! Let go of his hand!
context: He's not someone you can beat!\I'm sure he's not much different from the people at the Awakening Lab.\I want to compare powers with him.\Ritsu?! You idiot!\Stop!\Why, thank you for the handshake.\I'm Hanazawa Teruki. A pleasure.\Don't try to fight him, Ritsu! Let go of his hand! response:	Having trouble staying on your own two feet?
context: I'm sure he's not much different from the people at the Awakening Lab.\I want to compare powers with him.\Ritsu?! You idiot!\Stop!\Why, thank you for the handshake.\I'm Hanazawa Teruki. A pleasure.\Don't try to fight him, Ritsu! Let go of his hand!\Having trouble staying on your own two feet? response:	Success Academy
context: I want to compare powers with him.\Ritsu?! You idiot!\Stop!\Why, thank you for the handshake.\I'm Hanazawa Teruki. A pleasure.\Don't try to fight him, Ritsu! Let go of his hand!\Having trouble staying on your own two feet?\Success Academy response:	Ah, you're so young.
context: Ritsu?! You idiot!\Stop!\Why, thank you for the handshake.\I'm Hanazawa Teruki. A pleasure.\Don't try to fight him, Ritsu! Let go of his hand!\Having trouble staying on your own two feet?\Success Academy\Ah, you're so young. response:	Now! Run!
context: Stop!\Why, thank you for the handshake.\I'm Hanazawa Teruki. A pleasure.\Don't try to fight him, Ritsu! Let go of his hand!\Having trouble staying on your own two feet?\Success Academy\Ah, you're so young.\Now! Run! response:	I was surprised at how strong he was...
context: Why, thank you for the handshake.\I'm Hanazawa Teruki. A pleasure.\Don't try to fight him, Ritsu! Let go of his hand!\Having trouble staying on your own two feet?\Success Academy\Ah, you're so young.\Now! Run!\I was surprised at how strong he was... response:	And...
context: I'm Hanazawa Teruki. A pleasure.\Don't try to fight him, Ritsu! Let go of his hand!\Having trouble staying on your own two feet?\Success Academy\Ah, you're so young.\Now! Run!\I was surprised at how strong he was...\And... response:	His brain was so developed.
context: Don't try to fight him, Ritsu! Let go of his hand!\Having trouble staying on your own two feet?\Success Academy\Ah, you're so young.\Now! Run!\I was surprised at how strong he was...\And...\His brain was so developed. response:	Is that why he was so strong?
context: Having trouble staying on your own two feet?\Success Academy\Ah, you're so young.\Now! Run!\I was surprised at how strong he was...\And...\His brain was so developed.\Is that why he was so strong? response:	No... That was just because his wig didn't fit correctly.
context: Success Academy\Ah, you're so young.\Now! Run!\I was surprised at how strong he was...\And...\His brain was so developed.\Is that why he was so strong?\No... That was just because his wig didn't fit correctly. response:	Though I'm not sure why he's wearing it.
context: Ah, you're so young.\Now! Run!\I was surprised at how strong he was...\And...\His brain was so developed.\Is that why he was so strong?\No... That was just because his wig didn't fit correctly.\Though I'm not sure why he's wearing it. response:	I'm so frustrated. I can't believe I lost to someone other than Nii-san.
context: Now! Run!\I was surprised at how strong he was...\And...\His brain was so developed.\Is that why he was so strong?\No... That was just because his wig didn't fit correctly.\Though I'm not sure why he's wearing it.\I'm so frustrated. I can't believe I lost to someone other than Nii-san. response:	Dimple.
context: I was surprised at how strong he was...\And...\His brain was so developed.\Is that why he was so strong?\No... That was just because his wig didn't fit correctly.\Though I'm not sure why he's wearing it.\I'm so frustrated. I can't believe I lost to someone other than Nii-san.\Dimple. response:	I want to get even stronger.
context: And...\His brain was so developed.\Is that why he was so strong?\No... That was just because his wig didn't fit correctly.\Though I'm not sure why he's wearing it.\I'm so frustrated. I can't believe I lost to someone other than Nii-san.\Dimple.\I want to get even stronger. response:	So I won't lose to anyone.
context: His brain was so developed.\Is that why he was so strong?\No... That was just because his wig didn't fit correctly.\Though I'm not sure why he's wearing it.\I'm so frustrated. I can't believe I lost to someone other than Nii-san.\Dimple.\I want to get even stronger.\So I won't lose to anyone. response:	Little boy.
context: Is that why he was so strong?\No... That was just because his wig didn't fit correctly.\Though I'm not sure why he's wearing it.\I'm so frustrated. I can't believe I lost to someone other than Nii-san.\Dimple.\I want to get even stronger.\So I won't lose to anyone.\Little boy. response:	Do you have a moment?
context: No... That was just because his wig didn't fit correctly.\Though I'm not sure why he's wearing it.\I'm so frustrated. I can't believe I lost to someone other than Nii-san.\Dimple.\I want to get even stronger.\So I won't lose to anyone.\Little boy.\Do you have a moment? response:	Mob Psycho 100
context: Though I'm not sure why he's wearing it.\I'm so frustrated. I can't believe I lost to someone other than Nii-san.\Dimple.\I want to get even stronger.\So I won't lose to anyone.\Little boy.\Do you have a moment?\Mob Psycho 100 response:	This is the Vase of Happiness.
context: I'm so frustrated. I can't believe I lost to someone other than Nii-san.\Dimple.\I want to get even stronger.\So I won't lose to anyone.\Little boy.\Do you have a moment?\Mob Psycho 100\This is the Vase of Happiness. response:	A renowned potter put his heart and soul into making this, a very spiritual vase.
context: Dimple.\I want to get even stronger.\So I won't lose to anyone.\Little boy.\Do you have a moment?\Mob Psycho 100\This is the Vase of Happiness.\A renowned potter put his heart and soul into making this, a very spiritual vase. response:	The owner will be blessed just by having it in their house.
context: I want to get even stronger.\So I won't lose to anyone.\Little boy.\Do you have a moment?\Mob Psycho 100\This is the Vase of Happiness.\A renowned potter put his heart and soul into making this, a very spiritual vase.\The owner will be blessed just by having it in their house. response:	It's actually about 2.5 million yen,
context: So I won't lose to anyone.\Little boy.\Do you have a moment?\Mob Psycho 100\This is the Vase of Happiness.\A renowned potter put his heart and soul into making this, a very spiritual vase.\The owner will be blessed just by having it in their house.\It's actually about 2.5 million yen, response:	but I'll make it 800,000 yen just for you.
context: Little boy.\Do you have a moment?\Mob Psycho 100\This is the Vase of Happiness.\A renowned potter put his heart and soul into making this, a very spiritual vase.\The owner will be blessed just by having it in their house.\It's actually about 2.5 million yen,\but I'll make it 800,000 yen just for you. response:	I don't have that kind of money.
context: Do you have a moment?\Mob Psycho 100\This is the Vase of Happiness.\A renowned potter put his heart and soul into making this, a very spiritual vase.\The owner will be blessed just by having it in their house.\It's actually about 2.5 million yen,\but I'll make it 800,000 yen just for you.\I don't have that kind of money. response:	Then, I'll drop the price to 500,000 yen.
context: Mob Psycho 100\This is the Vase of Happiness.\A renowned potter put his heart and soul into making this, a very spiritual vase.\The owner will be blessed just by having it in their house.\It's actually about 2.5 million yen,\but I'll make it 800,000 yen just for you.\I don't have that kind of money.\Then, I'll drop the price to 500,000 yen. response:	Uh, I don't have 500,000 yen, either.
context: This is the Vase of Happiness.\A renowned potter put his heart and soul into making this, a very spiritual vase.\The owner will be blessed just by having it in their house.\It's actually about 2.5 million yen,\but I'll make it 800,000 yen just for you.\I don't have that kind of money.\Then, I'll drop the price to 500,000 yen.\Uh, I don't have 500,000 yen, either. response:	So if you did, you'd buy it, right? Why don't you call your mommy for me, then?
context: A renowned potter put his heart and soul into making this, a very spiritual vase.\The owner will be blessed just by having it in their house.\It's actually about 2.5 million yen,\but I'll make it 800,000 yen just for you.\I don't have that kind of money.\Then, I'll drop the price to 500,000 yen.\Uh, I don't have 500,000 yen, either.\So if you did, you'd buy it, right? Why don't you call your mommy for me, then? response:	Seasoning General Bank Note
