context: -OP- response:	-ED-
context: It's just a supply store.\Yes!\Hey, Manager!\I told you about Yukio earlier and today I brought him with me. He's an Exorcist from today!\He's not even 14 yet, so take good care of him for me.\Nice to meet you!\Oh my! Nice to meet you, too!\So young and yet so splendid! response:	Ah, right, Shiemi!
context: Yes!\Hey, Manager!\I told you about Yukio earlier and today I brought him with me. He's an Exorcist from today!\He's not even 14 yet, so take good care of him for me.\Nice to meet you!\Oh my! Nice to meet you, too!\So young and yet so splendid!\Ah, right, Shiemi! response:	Shiemi, come out for a second!
context: Hey, Manager!\I told you about Yukio earlier and today I brought him with me. He's an Exorcist from today!\He's not even 14 yet, so take good care of him for me.\Nice to meet you!\Oh my! Nice to meet you, too!\So young and yet so splendid!\Ah, right, Shiemi!\Shiemi, come out for a second! response:	That's my Shiemi.
context: I told you about Yukio earlier and today I brought him with me. He's an Exorcist from today!\He's not even 14 yet, so take good care of him for me.\Nice to meet you!\Oh my! Nice to meet you, too!\So young and yet so splendid!\Ah, right, Shiemi!\Shiemi, come out for a second!\That's my Shiemi. response:	She could be mistaken for a household spirit, couldn't she?
context: He's not even 14 yet, so take good care of him for me.\Nice to meet you!\Oh my! Nice to meet you, too!\So young and yet so splendid!\Ah, right, Shiemi!\Shiemi, come out for a second!\That's my Shiemi.\She could be mistaken for a household spirit, couldn't she? response:	She's my daughter, but she's way too shy.
context: Nice to meet you!\Oh my! Nice to meet you, too!\So young and yet so splendid!\Ah, right, Shiemi!\Shiemi, come out for a second!\That's my Shiemi.\She could be mistaken for a household spirit, couldn't she?\She's my daughter, but she's way too shy. response:	Shiemi, he's the same age as you but he's an Exorcist teacher already!
context: Oh my! Nice to meet you, too!\So young and yet so splendid!\Ah, right, Shiemi!\Shiemi, come out for a second!\That's my Shiemi.\She could be mistaken for a household spirit, couldn't she?\She's my daughter, but she's way too shy.\Shiemi, he's the same age as you but he's an Exorcist teacher already! response:	Hello... I'm Yukio Okumura.
context: So young and yet so splendid!\Ah, right, Shiemi!\Shiemi, come out for a second!\That's my Shiemi.\She could be mistaken for a household spirit, couldn't she?\She's my daughter, but she's way too shy.\Shiemi, he's the same age as you but he's an Exorcist teacher already!\Hello... I'm Yukio Okumura. response:	Hello...
context: Ah, right, Shiemi!\Shiemi, come out for a second!\That's my Shiemi.\She could be mistaken for a household spirit, couldn't she?\She's my daughter, but she's way too shy.\Shiemi, he's the same age as you but he's an Exorcist teacher already!\Hello... I'm Yukio Okumura.\Hello... response:	She's as shy as ever.
context: Shiemi, come out for a second!\That's my Shiemi.\She could be mistaken for a household spirit, couldn't she?\She's my daughter, but she's way too shy.\Shiemi, he's the same age as you but he's an Exorcist teacher already!\Hello... I'm Yukio Okumura.\Hello...\She's as shy as ever. response:	Sorry... I hoped she'd be interested.
context: That's my Shiemi.\She could be mistaken for a household spirit, couldn't she?\She's my daughter, but she's way too shy.\Shiemi, he's the same age as you but he's an Exorcist teacher already!\Hello... I'm Yukio Okumura.\Hello...\She's as shy as ever.\Sorry... I hoped she'd be interested. response:	Don't mind her.
context: She could be mistaken for a household spirit, couldn't she?\She's my daughter, but she's way too shy.\Shiemi, he's the same age as you but he's an Exorcist teacher already!\Hello... I'm Yukio Okumura.\Hello...\She's as shy as ever.\Sorry... I hoped she'd be interested.\Don't mind her. response:	Mister!
context: She's my daughter, but she's way too shy.\Shiemi, he's the same age as you but he's an Exorcist teacher already!\Hello... I'm Yukio Okumura.\Hello...\She's as shy as ever.\Sorry... I hoped she'd be interested.\Don't mind her.\Mister! response:	Mister!
context: Shiemi, he's the same age as you but he's an Exorcist teacher already!\Hello... I'm Yukio Okumura.\Hello...\She's as shy as ever.\Sorry... I hoped she'd be interested.\Don't mind her.\Mister!\Mister! response:	Huh, me?
context: Hello... I'm Yukio Okumura.\Hello...\She's as shy as ever.\Sorry... I hoped she'd be interested.\Don't mind her.\Mister!\Mister!\Huh, me? response:	It's a charm.
context: Hello...\She's as shy as ever.\Sorry... I hoped she'd be interested.\Don't mind her.\Mister!\Mister!\Huh, me?\It's a charm. response:	Good luck with your work!
context: She's as shy as ever.\Sorry... I hoped she'd be interested.\Don't mind her.\Mister!\Mister!\Huh, me?\It's a charm.\Good luck with your work! response:	Thanks.
context: Sorry... I hoped she'd be interested.\Don't mind her.\Mister!\Mister!\Huh, me?\It's a charm.\Good luck with your work!\Thanks. response:	Mister.
context: Don't mind her.\Mister!\Mister!\Huh, me?\It's a charm.\Good luck with your work!\Thanks.\Mister. response:	That sounds so strange, just call me casually.
context: Mister!\Mister!\Huh, me?\It's a charm.\Good luck with your work!\Thanks.\Mister.\That sounds so strange, just call me casually. response:	For example...
context: Mister!\Huh, me?\It's a charm.\Good luck with your work!\Thanks.\Mister.\That sounds so strange, just call me casually.\For example... response:	Yuki?
context: Huh, me?\It's a charm.\Good luck with your work!\Thanks.\Mister.\That sounds so strange, just call me casually.\For example...\Yuki? response:	Can I call you Yuki?
context: It's a charm.\Good luck with your work!\Thanks.\Mister.\That sounds so strange, just call me casually.\For example...\Yuki?\Can I call you Yuki? response:	Well... it sounds cute... really.
context: Good luck with your work!\Thanks.\Mister.\That sounds so strange, just call me casually.\For example...\Yuki?\Can I call you Yuki?\Well... it sounds cute... really. response:	Yeah, that's fine.
context: Thanks.\Mister.\That sounds so strange, just call me casually.\For example...\Yuki?\Can I call you Yuki?\Well... it sounds cute... really.\Yeah, that's fine. response:	Sorry, I was so terrible back then!
context: Mister.\That sounds so strange, just call me casually.\For example...\Yuki?\Can I call you Yuki?\Well... it sounds cute... really.\Yeah, that's fine.\Sorry, I was so terrible back then! response:	I totally admired you! I thought you were amazing!
context: That sounds so strange, just call me casually.\For example...\Yuki?\Can I call you Yuki?\Well... it sounds cute... really.\Yeah, that's fine.\Sorry, I was so terrible back then!\I totally admired you! I thought you were amazing! response:	I'm not that impressive a person.
context: For example...\Yuki?\Can I call you Yuki?\Well... it sounds cute... really.\Yeah, that's fine.\Sorry, I was so terrible back then!\I totally admired you! I thought you were amazing!\I'm not that impressive a person. response:	When I was little I was a crybaby, and my brother had to help me all the time.
context: Yuki?\Can I call you Yuki?\Well... it sounds cute... really.\Yeah, that's fine.\Sorry, I was so terrible back then!\I totally admired you! I thought you were amazing!\I'm not that impressive a person.\When I was little I was a crybaby, and my brother had to help me all the time. response:	You?
context: Can I call you Yuki?\Well... it sounds cute... really.\Yeah, that's fine.\Sorry, I was so terrible back then!\I totally admired you! I thought you were amazing!\I'm not that impressive a person.\When I was little I was a crybaby, and my brother had to help me all the time.\You? response:	He was always doing stuff I couldn't.
context: Well... it sounds cute... really.\Yeah, that's fine.\Sorry, I was so terrible back then!\I totally admired you! I thought you were amazing!\I'm not that impressive a person.\When I was little I was a crybaby, and my brother had to help me all the time.\You?\He was always doing stuff I couldn't. response:	So back then I admired him a lot.
context: Yeah, that's fine.\Sorry, I was so terrible back then!\I totally admired you! I thought you were amazing!\I'm not that impressive a person.\When I was little I was a crybaby, and my brother had to help me all the time.\You?\He was always doing stuff I couldn't.\So back then I admired him a lot. response:	Rin is so kind, isn't he?
context: Sorry, I was so terrible back then!\I totally admired you! I thought you were amazing!\I'm not that impressive a person.\When I was little I was a crybaby, and my brother had to help me all the time.\You?\He was always doing stuff I couldn't.\So back then I admired him a lot.\Rin is so kind, isn't he? response:	Yeah.
context: I totally admired you! I thought you were amazing!\I'm not that impressive a person.\When I was little I was a crybaby, and my brother had to help me all the time.\You?\He was always doing stuff I couldn't.\So back then I admired him a lot.\Rin is so kind, isn't he?\Yeah. response:	But people can't stay children forever.
context: I'm not that impressive a person.\When I was little I was a crybaby, and my brother had to help me all the time.\You?\He was always doing stuff I couldn't.\So back then I admired him a lot.\Rin is so kind, isn't he?\Yeah.\But people can't stay children forever. response:	I know that you've worked hard to change.
context: When I was little I was a crybaby, and my brother had to help me all the time.\You?\He was always doing stuff I couldn't.\So back then I admired him a lot.\Rin is so kind, isn't he?\Yeah.\But people can't stay children forever.\I know that you've worked hard to change. response:	But you need determination to continue further with your training.
context: You?\He was always doing stuff I couldn't.\So back then I admired him a lot.\Rin is so kind, isn't he?\Yeah.\But people can't stay children forever.\I know that you've worked hard to change.\But you need determination to continue further with your training. response:	Even more now that you know you have talent as a Tamer.
context: He was always doing stuff I couldn't.\So back then I admired him a lot.\Rin is so kind, isn't he?\Yeah.\But people can't stay children forever.\I know that you've worked hard to change.\But you need determination to continue further with your training.\Even more now that you know you have talent as a Tamer. response:	Talk it through with the Manager and decide before tomorrow's announcements.
context: So back then I admired him a lot.\Rin is so kind, isn't he?\Yeah.\But people can't stay children forever.\I know that you've worked hard to change.\But you need determination to continue further with your training.\Even more now that you know you have talent as a Tamer.\Talk it through with the Manager and decide before tomorrow's announcements. response:	With Mom?
context: Rin is so kind, isn't he?\Yeah.\But people can't stay children forever.\I know that you've worked hard to change.\But you need determination to continue further with your training.\Even more now that you know you have talent as a Tamer.\Talk it through with the Manager and decide before tomorrow's announcements.\With Mom? response:	Yes. If you become an Esquire, you have to be prepared to risk your life.
context: Yeah.\But people can't stay children forever.\I know that you've worked hard to change.\But you need determination to continue further with your training.\Even more now that you know you have talent as a Tamer.\Talk it through with the Manager and decide before tomorrow's announcements.\With Mom?\Yes. If you become an Esquire, you have to be prepared to risk your life. response:	You need the consent of your guardian.
context: But people can't stay children forever.\I know that you've worked hard to change.\But you need determination to continue further with your training.\Even more now that you know you have talent as a Tamer.\Talk it through with the Manager and decide before tomorrow's announcements.\With Mom?\Yes. If you become an Esquire, you have to be prepared to risk your life.\You need the consent of your guardian. response:	I see...
context: I know that you've worked hard to change.\But you need determination to continue further with your training.\Even more now that you know you have talent as a Tamer.\Talk it through with the Manager and decide before tomorrow's announcements.\With Mom?\Yes. If you become an Esquire, you have to be prepared to risk your life.\You need the consent of your guardian.\I see... response:	During that test I thought it was useless...
context: But you need determination to continue further with your training.\Even more now that you know you have talent as a Tamer.\Talk it through with the Manager and decide before tomorrow's announcements.\With Mom?\Yes. If you become an Esquire, you have to be prepared to risk your life.\You need the consent of your guardian.\I see...\During that test I thought it was useless... response:	Sorry that it ended up a bit tougher than it should've been.
context: Even more now that you know you have talent as a Tamer.\Talk it through with the Manager and decide before tomorrow's announcements.\With Mom?\Yes. If you become an Esquire, you have to be prepared to risk your life.\You need the consent of your guardian.\I see...\During that test I thought it was useless...\Sorry that it ended up a bit tougher than it should've been. response:	But a test is a test.
context: Talk it through with the Manager and decide before tomorrow's announcements.\With Mom?\Yes. If you become an Esquire, you have to be prepared to risk your life.\You need the consent of your guardian.\I see...\During that test I thought it was useless...\Sorry that it ended up a bit tougher than it should've been.\But a test is a test. response:	It was controlled not to go beyond a certain level... supposedly.
context: With Mom?\Yes. If you become an Esquire, you have to be prepared to risk your life.\You need the consent of your guardian.\I see...\During that test I thought it was useless...\Sorry that it ended up a bit tougher than it should've been.\But a test is a test.\It was controlled not to go beyond a certain level... supposedly. response:	The teachers were there to ensure your safety.
context: Yes. If you become an Esquire, you have to be prepared to risk your life.\You need the consent of your guardian.\I see...\During that test I thought it was useless...\Sorry that it ended up a bit tougher than it should've been.\But a test is a test.\It was controlled not to go beyond a certain level... supposedly.\The teachers were there to ensure your safety. response:	Sorry, excuse me.
context: You need the consent of your guardian.\I see...\During that test I thought it was useless...\Sorry that it ended up a bit tougher than it should've been.\But a test is a test.\It was controlled not to go beyond a certain level... supposedly.\The teachers were there to ensure your safety.\Sorry, excuse me. response:	Yuki?
context: I see...\During that test I thought it was useless...\Sorry that it ended up a bit tougher than it should've been.\But a test is a test.\It was controlled not to go beyond a certain level... supposedly.\The teachers were there to ensure your safety.\Sorry, excuse me.\Yuki? response:	This doesn't feel right.
context: During that test I thought it was useless...\Sorry that it ended up a bit tougher than it should've been.\But a test is a test.\It was controlled not to go beyond a certain level... supposedly.\The teachers were there to ensure your safety.\Sorry, excuse me.\Yuki?\This doesn't feel right. response:	Didn't you say you wouldn't kill him, Mr. Neuhaus?
context: Sorry that it ended up a bit tougher than it should've been.\But a test is a test.\It was controlled not to go beyond a certain level... supposedly.\The teachers were there to ensure your safety.\Sorry, excuse me.\Yuki?\This doesn't feel right.\Didn't you say you wouldn't kill him, Mr. Neuhaus? response:	Splendid, Yukio Okumura.
context: But a test is a test.\It was controlled not to go beyond a certain level... supposedly.\The teachers were there to ensure your safety.\Sorry, excuse me.\Yuki?\This doesn't feel right.\Didn't you say you wouldn't kill him, Mr. Neuhaus?\Splendid, Yukio Okumura. response:	Rin!
context: It was controlled not to go beyond a certain level... supposedly.\The teachers were there to ensure your safety.\Sorry, excuse me.\Yuki?\This doesn't feel right.\Didn't you say you wouldn't kill him, Mr. Neuhaus?\Splendid, Yukio Okumura.\Rin! response:	Shi-Shiemi?! What are you doing here?
context: The teachers were there to ensure your safety.\Sorry, excuse me.\Yuki?\This doesn't feel right.\Didn't you say you wouldn't kill him, Mr. Neuhaus?\Splendid, Yukio Okumura.\Rin!\Shi-Shiemi?! What are you doing here? response:	Were you trying to seduce me in my sleep?
context: Sorry, excuse me.\Yuki?\This doesn't feel right.\Didn't you say you wouldn't kill him, Mr. Neuhaus?\Splendid, Yukio Okumura.\Rin!\Shi-Shiemi?! What are you doing here?\Were you trying to seduce me in my sleep? response:	You wouldn't wake up, so Yuki carried you to another room.
context: Yuki?\This doesn't feel right.\Didn't you say you wouldn't kill him, Mr. Neuhaus?\Splendid, Yukio Okumura.\Rin!\Shi-Shiemi?! What are you doing here?\Were you trying to seduce me in my sleep?\You wouldn't wake up, so Yuki carried you to another room. response:	He told me to just stay he -
context: This doesn't feel right.\Didn't you say you wouldn't kill him, Mr. Neuhaus?\Splendid, Yukio Okumura.\Rin!\Shi-Shiemi?! What are you doing here?\Were you trying to seduce me in my sleep?\You wouldn't wake up, so Yuki carried you to another room.\He told me to just stay he - response:	Come forth!
context: Didn't you say you wouldn't kill him, Mr. Neuhaus?\Splendid, Yukio Okumura.\Rin!\Shi-Shiemi?! What are you doing here?\Were you trying to seduce me in my sleep?\You wouldn't wake up, so Yuki carried you to another room.\He told me to just stay he -\Come forth! response:	Why is killing my brother necessary to you?
context: Splendid, Yukio Okumura.\Rin!\Shi-Shiemi?! What are you doing here?\Were you trying to seduce me in my sleep?\You wouldn't wake up, so Yuki carried you to another room.\He told me to just stay he -\Come forth!\Why is killing my brother necessary to you? response:	You're slow.
context: Rin!\Shi-Shiemi?! What are you doing here?\Were you trying to seduce me in my sleep?\You wouldn't wake up, so Yuki carried you to another room.\He told me to just stay he -\Come forth!\Why is killing my brother necessary to you?\You're slow. response:	Look, it is here. For wherever the carcass is, there will the eagles be gathered together.
context: Shi-Shiemi?! What are you doing here?\Were you trying to seduce me in my sleep?\You wouldn't wake up, so Yuki carried you to another room.\He told me to just stay he -\Come forth!\Why is killing my brother necessary to you?\You're slow.\Look, it is here. For wherever the carcass is, there will the eagles be gathered together. response:	This is the strongest Naberius I have.
context: Were you trying to seduce me in my sleep?\You wouldn't wake up, so Yuki carried you to another room.\He told me to just stay he -\Come forth!\Why is killing my brother necessary to you?\You're slow.\Look, it is here. For wherever the carcass is, there will the eagles be gathered together.\This is the strongest Naberius I have. response:	If I could just erase the circle...
context: You wouldn't wake up, so Yuki carried you to another room.\He told me to just stay he -\Come forth!\Why is killing my brother necessary to you?\You're slow.\Look, it is here. For wherever the carcass is, there will the eagles be gathered together.\This is the strongest Naberius I have.\If I could just erase the circle... response:	You were an enemy after all!
context: He told me to just stay he -\Come forth!\Why is killing my brother necessary to you?\You're slow.\Look, it is here. For wherever the carcass is, there will the eagles be gathered together.\This is the strongest Naberius I have.\If I could just erase the circle...\You were an enemy after all! response:	Filthy demon!
context: Come forth!\Why is killing my brother necessary to you?\You're slow.\Look, it is here. For wherever the carcass is, there will the eagles be gathered together.\This is the strongest Naberius I have.\If I could just erase the circle...\You were an enemy after all!\Filthy demon! response:	Holy water works, even though you wear a human skin.
context: Why is killing my brother necessary to you?\You're slow.\Look, it is here. For wherever the carcass is, there will the eagles be gathered together.\This is the strongest Naberius I have.\If I could just erase the circle...\You were an enemy after all!\Filthy demon!\Holy water works, even though you wear a human skin. response:	You can't hide your true nature.
context: You're slow.\Look, it is here. For wherever the carcass is, there will the eagles be gathered together.\This is the strongest Naberius I have.\If I could just erase the circle...\You were an enemy after all!\Filthy demon!\Holy water works, even though you wear a human skin.\You can't hide your true nature. response:	Holy water? As if...
context: Look, it is here. For wherever the carcass is, there will the eagles be gathered together.\This is the strongest Naberius I have.\If I could just erase the circle...\You were an enemy after all!\Filthy demon!\Holy water works, even though you wear a human skin.\You can't hide your true nature.\Holy water? As if... response:	What?
context: This is the strongest Naberius I have.\If I could just erase the circle...\You were an enemy after all!\Filthy demon!\Holy water works, even though you wear a human skin.\You can't hide your true nature.\Holy water? As if...\What? response:	You erased it?
context: If I could just erase the circle...\You were an enemy after all!\Filthy demon!\Holy water works, even though you wear a human skin.\You can't hide your true nature.\Holy water? As if...\What?\You erased it? response:	You'll damage your body if you try to summon another.
context: You were an enemy after all!\Filthy demon!\Holy water works, even though you wear a human skin.\You can't hide your true nature.\Holy water? As if...\What?\You erased it?\You'll damage your body if you try to summon another. response:	Do you want to die of blood loss?
context: Filthy demon!\Holy water works, even though you wear a human skin.\You can't hide your true nature.\Holy water? As if...\What?\You erased it?\You'll damage your body if you try to summon another.\Do you want to die of blood loss? response:	Who are you?
context: Holy water works, even though you wear a human skin.\You can't hide your true nature.\Holy water? As if...\What?\You erased it?\You'll damage your body if you try to summon another.\Do you want to die of blood loss?\Who are you? response:	I'm a survivor of the Blue Night.
context: You can't hide your true nature.\Holy water? As if...\What?\You erased it?\You'll damage your body if you try to summon another.\Do you want to die of blood loss?\Who are you?\I'm a survivor of the Blue Night. response:	The Blue Night...
context: Holy water? As if...\What?\You erased it?\You'll damage your body if you try to summon another.\Do you want to die of blood loss?\Who are you?\I'm a survivor of the Blue Night.\The Blue Night... response:	The Blue Night took place 16 years ago,
context: What?\You erased it?\You'll damage your body if you try to summon another.\Do you want to die of blood loss?\Who are you?\I'm a survivor of the Blue Night.\The Blue Night...\The Blue Night took place 16 years ago, response:	when Satan simultaneously slaughtered many of the world's prominent clergymen.
context: You erased it?\You'll damage your body if you try to summon another.\Do you want to die of blood loss?\Who are you?\I'm a survivor of the Blue Night.\The Blue Night...\The Blue Night took place 16 years ago,\when Satan simultaneously slaughtered many of the world's prominent clergymen. response:	That?
context: You'll damage your body if you try to summon another.\Do you want to die of blood loss?\Who are you?\I'm a survivor of the Blue Night.\The Blue Night...\The Blue Night took place 16 years ago,\when Satan simultaneously slaughtered many of the world's prominent clergymen.\That? response:	For a moment Satan possessed my body.
context: Do you want to die of blood loss?\Who are you?\I'm a survivor of the Blue Night.\The Blue Night...\The Blue Night took place 16 years ago,\when Satan simultaneously slaughtered many of the world's prominent clergymen.\That?\For a moment Satan possessed my body. response:	I lost my eye,
context: Who are you?\I'm a survivor of the Blue Night.\The Blue Night...\The Blue Night took place 16 years ago,\when Satan simultaneously slaughtered many of the world's prominent clergymen.\That?\For a moment Satan possessed my body.\I lost my eye, response:	and my family who tried to help me.
context: I'm a survivor of the Blue Night.\The Blue Night...\The Blue Night took place 16 years ago,\when Satan simultaneously slaughtered many of the world's prominent clergymen.\That?\For a moment Satan possessed my body.\I lost my eye,\and my family who tried to help me. response:	Satan used my own hands to kill them!
context: The Blue Night...\The Blue Night took place 16 years ago,\when Satan simultaneously slaughtered many of the world's prominent clergymen.\That?\For a moment Satan possessed my body.\I lost my eye,\and my family who tried to help me.\Satan used my own hands to kill them! response:	I will never forgive Satan...
context: The Blue Night took place 16 years ago,\when Satan simultaneously slaughtered many of the world's prominent clergymen.\That?\For a moment Satan possessed my body.\I lost my eye,\and my family who tried to help me.\Satan used my own hands to kill them!\I will never forgive Satan... response:	Nor any of his demons!
context: when Satan simultaneously slaughtered many of the world's prominent clergymen.\That?\For a moment Satan possessed my body.\I lost my eye,\and my family who tried to help me.\Satan used my own hands to kill them!\I will never forgive Satan...\Nor any of his demons! response:	And definitely not the son of Satan!
context: That?\For a moment Satan possessed my body.\I lost my eye,\and my family who tried to help me.\Satan used my own hands to kill them!\I will never forgive Satan...\Nor any of his demons!\And definitely not the son of Satan! response:	I will kill you,
context: For a moment Satan possessed my body.\I lost my eye,\and my family who tried to help me.\Satan used my own hands to kill them!\I will never forgive Satan...\Nor any of his demons!\And definitely not the son of Satan!\I will kill you, response:	even if it costs my life!
context: I lost my eye,\and my family who tried to help me.\Satan used my own hands to kill them!\I will never forgive Satan...\Nor any of his demons!\And definitely not the son of Satan!\I will kill you,\even if it costs my life! response:	Are you satisfied now?
context: and my family who tried to help me.\Satan used my own hands to kill them!\I will never forgive Satan...\Nor any of his demons!\And definitely not the son of Satan!\I will kill you,\even if it costs my life!\Are you satisfied now? response:	Rin!
context: Satan used my own hands to kill them!\I will never forgive Satan...\Nor any of his demons!\And definitely not the son of Satan!\I will kill you,\even if it costs my life!\Are you satisfied now?\Rin! response:	If this still isn't enough for you,
context: I will never forgive Satan...\Nor any of his demons!\And definitely not the son of Satan!\I will kill you,\even if it costs my life!\Are you satisfied now?\Rin!\If this still isn't enough for you, response:	I'll fight you as many times as you want.
context: Nor any of his demons!\And definitely not the son of Satan!\I will kill you,\even if it costs my life!\Are you satisfied now?\Rin!\If this still isn't enough for you,\I'll fight you as many times as you want. response:	I'm used to this shit...
context: And definitely not the son of Satan!\I will kill you,\even if it costs my life!\Are you satisfied now?\Rin!\If this still isn't enough for you,\I'll fight you as many times as you want.\I'm used to this shit... response:	Just please...
context: I will kill you,\even if it costs my life!\Are you satisfied now?\Rin!\If this still isn't enough for you,\I'll fight you as many times as you want.\I'm used to this shit...\Just please... response:	Don't drag innocent people into this!
context: even if it costs my life!\Are you satisfied now?\Rin!\If this still isn't enough for you,\I'll fight you as many times as you want.\I'm used to this shit...\Just please...\Don't drag innocent people into this! response:	As if you'd get away with this!
context: Are you satisfied now?\Rin!\If this still isn't enough for you,\I'll fight you as many times as you want.\I'm used to this shit...\Just please...\Don't drag innocent people into this!\As if you'd get away with this! response:	There are others like me.
context: Rin!\If this still isn't enough for you,\I'll fight you as many times as you want.\I'm used to this shit...\Just please...\Don't drag innocent people into this!\As if you'd get away with this!\There are others like me. response:	Be prepared.
context: If this still isn't enough for you,\I'll fight you as many times as you want.\I'm used to this shit...\Just please...\Don't drag innocent people into this!\As if you'd get away with this!\There are others like me.\Be prepared. response:	Yuki?! Rin?
context: I'll fight you as many times as you want.\I'm used to this shit...\Just please...\Don't drag innocent people into this!\As if you'd get away with this!\There are others like me.\Be prepared.\Yuki?! Rin? response:	Mr. Neuhaus!
context: I'm used to this shit...\Just please...\Don't drag innocent people into this!\As if you'd get away with this!\There are others like me.\Be prepared.\Yuki?! Rin?\Mr. Neuhaus! response:	You're wounded...
context: Just please...\Don't drag innocent people into this!\As if you'd get away with this!\There are others like me.\Be prepared.\Yuki?! Rin?\Mr. Neuhaus!\You're wounded... response:	Leave me.
context: Don't drag innocent people into this!\As if you'd get away with this!\There are others like me.\Be prepared.\Yuki?! Rin?\Mr. Neuhaus!\You're wounded...\Leave me. response:	It's closing already.
context: As if you'd get away with this!\There are others like me.\Be prepared.\Yuki?! Rin?\Mr. Neuhaus!\You're wounded...\Leave me.\It's closing already. response:	My wounds have always healed fast.
context: There are others like me.\Be prepared.\Yuki?! Rin?\Mr. Neuhaus!\You're wounded...\Leave me.\It's closing already.\My wounds have always healed fast. response:	I'm really a beast.
context: Be prepared.\Yuki?! Rin?\Mr. Neuhaus!\You're wounded...\Leave me.\It's closing already.\My wounds have always healed fast.\I'm really a beast. response:	Yuki! Rin!
context: Yuki?! Rin?\Mr. Neuhaus!\You're wounded...\Leave me.\It's closing already.\My wounds have always healed fast.\I'm really a beast.\Yuki! Rin! response:	Shiemi?
context: Mr. Neuhaus!\You're wounded...\Leave me.\It's closing already.\My wounds have always healed fast.\I'm really a beast.\Yuki! Rin!\Shiemi? response:	Rin! What happened?!
context: You're wounded...\Leave me.\It's closing already.\My wounds have always healed fast.\I'm really a beast.\Yuki! Rin!\Shiemi?\Rin! What happened?! response:	I'm fine!
context: Leave me.\It's closing already.\My wounds have always healed fast.\I'm really a beast.\Yuki! Rin!\Shiemi?\Rin! What happened?!\I'm fine! response:	A Ghoul wound! That must be treated right away!
context: It's closing already.\My wounds have always healed fast.\I'm really a beast.\Yuki! Rin!\Shiemi?\Rin! What happened?!\I'm fine!\A Ghoul wound! That must be treated right away! response:	It's okay, I'm fine!
context: My wounds have always healed fast.\I'm really a beast.\Yuki! Rin!\Shiemi?\Rin! What happened?!\I'm fine!\A Ghoul wound! That must be treated right away!\It's okay, I'm fine! response:	No!
context: I'm really a beast.\Yuki! Rin!\Shiemi?\Rin! What happened?!\I'm fine!\A Ghoul wound! That must be treated right away!\It's okay, I'm fine!\No! response:	Lie down here, right now! Don't overdo it!
context: Yuki! Rin!\Shiemi?\Rin! What happened?!\I'm fine!\A Ghoul wound! That must be treated right away!\It's okay, I'm fine!\No!\Lie down here, right now! Don't overdo it! response:	Lie down already!
context: Shiemi?\Rin! What happened?!\I'm fine!\A Ghoul wound! That must be treated right away!\It's okay, I'm fine!\No!\Lie down here, right now! Don't overdo it!\Lie down already! response:	Ni, can you give me some sancho?
context: Rin! What happened?!\I'm fine!\A Ghoul wound! That must be treated right away!\It's okay, I'm fine!\No!\Lie down here, right now! Don't overdo it!\Lie down already!\Ni, can you give me some sancho? response:	Thanks... I'm fine already.
context: I'm fine!\A Ghoul wound! That must be treated right away!\It's okay, I'm fine!\No!\Lie down here, right now! Don't overdo it!\Lie down already!\Ni, can you give me some sancho?\Thanks... I'm fine already. response:	Rin, I've decided.
context: A Ghoul wound! That must be treated right away!\It's okay, I'm fine!\No!\Lie down here, right now! Don't overdo it!\Lie down already!\Ni, can you give me some sancho?\Thanks... I'm fine already.\Rin, I've decided. response:	Huh?
context: It's okay, I'm fine!\No!\Lie down here, right now! Don't overdo it!\Lie down already!\Ni, can you give me some sancho?\Thanks... I'm fine already.\Rin, I've decided.\Huh? response:	I've made my decision.
context: No!\Lie down here, right now! Don't overdo it!\Lie down already!\Ni, can you give me some sancho?\Thanks... I'm fine already.\Rin, I've decided.\Huh?\I've made my decision. response:	What?
context: Lie down here, right now! Don't overdo it!\Lie down already!\Ni, can you give me some sancho?\Thanks... I'm fine already.\Rin, I've decided.\Huh?\I've made my decision.\What? response:	He is always doing stuff I can't.
context: Lie down already!\Ni, can you give me some sancho?\Thanks... I'm fine already.\Rin, I've decided.\Huh?\I've made my decision.\What?\He is always doing stuff I can't. response:	I'm no match to him after all.
context: Ni, can you give me some sancho?\Thanks... I'm fine already.\Rin, I've decided.\Huh?\I've made my decision.\What?\He is always doing stuff I can't.\I'm no match to him after all. response:	Eins, zwei, drei!
context: Thanks... I'm fine already.\Rin, I've decided.\Huh?\I've made my decision.\What?\He is always doing stuff I can't.\I'm no match to him after all.\Eins, zwei, drei! response:	You all passed! Congratulations, Esquires!
context: Rin, I've decided.\Huh?\I've made my decision.\What?\He is always doing stuff I can't.\I'm no match to him after all.\Eins, zwei, drei!\You all passed! Congratulations, Esquires! response:	Yes!
context: Huh?\I've made my decision.\What?\He is always doing stuff I can't.\I'm no match to him after all.\Eins, zwei, drei!\You all passed! Congratulations, Esquires!\Yes! response:	To celebrate...
context: I've made my decision.\What?\He is always doing stuff I can't.\I'm no match to him after all.\Eins, zwei, drei!\You all passed! Congratulations, Esquires!\Yes!\To celebrate... response:	we'll have pancakes!
context: What?\He is always doing stuff I can't.\I'm no match to him after all.\Eins, zwei, drei!\You all passed! Congratulations, Esquires!\Yes!\To celebrate...\we'll have pancakes! response:	Huh? Pancakes?
