context: Sign: Vampire Fanclub response:	Sign: Public Safety Commission
context: What's wrong?\Don't worry, you're not a human.\I'll be your witness.\E-Everyone... please stay calm!\Don't tell me this guy is...\He's...\Aono Tsukune!\What about the other members of the newspaper club? response:	Sendo Yukari from first year and Morioka Ginei from second year.
context: Don't worry, you're not a human.\I'll be your witness.\E-Everyone... please stay calm!\Don't tell me this guy is...\He's...\Aono Tsukune!\What about the other members of the newspaper club?\Sendo Yukari from first year and Morioka Ginei from second year. response:	Morioka Ginei... I haven't heard that name in a while.
context: I'll be your witness.\E-Everyone... please stay calm!\Don't tell me this guy is...\He's...\Aono Tsukune!\What about the other members of the newspaper club?\Sendo Yukari from first year and Morioka Ginei from second year.\Morioka Ginei... I haven't heard that name in a while. response:	Shall we arrest him?
context: E-Everyone... please stay calm!\Don't tell me this guy is...\He's...\Aono Tsukune!\What about the other members of the newspaper club?\Sendo Yukari from first year and Morioka Ginei from second year.\Morioka Ginei... I haven't heard that name in a while.\Shall we arrest him? response:	Leave him be.
context: Don't tell me this guy is...\He's...\Aono Tsukune!\What about the other members of the newspaper club?\Sendo Yukari from first year and Morioka Ginei from second year.\Morioka Ginei... I haven't heard that name in a while.\Shall we arrest him?\Leave him be. response:	If he hasn't forgotten what happened last year, he won't put up a fight.
context: He's...\Aono Tsukune!\What about the other members of the newspaper club?\Sendo Yukari from first year and Morioka Ginei from second year.\Morioka Ginei... I haven't heard that name in a while.\Shall we arrest him?\Leave him be.\If he hasn't forgotten what happened last year, he won't put up a fight. response:	Now is the only time to save everyone!
context: Aono Tsukune!\What about the other members of the newspaper club?\Sendo Yukari from first year and Morioka Ginei from second year.\Morioka Ginei... I haven't heard that name in a while.\Shall we arrest him?\Leave him be.\If he hasn't forgotten what happened last year, he won't put up a fight.\Now is the only time to save everyone! response:	No!
context: What about the other members of the newspaper club?\Sendo Yukari from first year and Morioka Ginei from second year.\Morioka Ginei... I haven't heard that name in a while.\Shall we arrest him?\Leave him be.\If he hasn't forgotten what happened last year, he won't put up a fight.\Now is the only time to save everyone!\No! response:	Gin-senpai...
context: Sendo Yukari from first year and Morioka Ginei from second year.\Morioka Ginei... I haven't heard that name in a while.\Shall we arrest him?\Leave him be.\If he hasn't forgotten what happened last year, he won't put up a fight.\Now is the only time to save everyone!\No!\Gin-senpai... response:	How do you intend to fight all of them by yourself?
context: Morioka Ginei... I haven't heard that name in a while.\Shall we arrest him?\Leave him be.\If he hasn't forgotten what happened last year, he won't put up a fight.\Now is the only time to save everyone!\No!\Gin-senpai...\How do you intend to fight all of them by yourself? response:	Please let me go!
context: Shall we arrest him?\Leave him be.\If he hasn't forgotten what happened last year, he won't put up a fight.\Now is the only time to save everyone!\No!\Gin-senpai...\How do you intend to fight all of them by yourself?\Please let me go! response:	If I don't go, if I don't go, everyone will...
context: Leave him be.\If he hasn't forgotten what happened last year, he won't put up a fight.\Now is the only time to save everyone!\No!\Gin-senpai...\How do you intend to fight all of them by yourself?\Please let me go!\If I don't go, if I don't go, everyone will... response:	You must endure it for now!
context: If he hasn't forgotten what happened last year, he won't put up a fight.\Now is the only time to save everyone!\No!\Gin-senpai...\How do you intend to fight all of them by yourself?\Please let me go!\If I don't go, if I don't go, everyone will...\You must endure it for now! response:	That's why I warned you guys...
context: Now is the only time to save everyone!\No!\Gin-senpai...\How do you intend to fight all of them by yourself?\Please let me go!\If I don't go, if I don't go, everyone will...\You must endure it for now!\That's why I warned you guys... response:	I'm not a human!
context: No!\Gin-senpai...\How do you intend to fight all of them by yourself?\Please let me go!\If I don't go, if I don't go, everyone will...\You must endure it for now!\That's why I warned you guys...\I'm not a human! response:	Putting that aside, where have you brought Moka-san and the others to?
context: Gin-senpai...\How do you intend to fight all of them by yourself?\Please let me go!\If I don't go, if I don't go, everyone will...\You must endure it for now!\That's why I warned you guys...\I'm not a human!\Putting that aside, where have you brought Moka-san and the others to? response:	Don't worry, we haven't done anything to them.
context: How do you intend to fight all of them by yourself?\Please let me go!\If I don't go, if I don't go, everyone will...\You must endure it for now!\That's why I warned you guys...\I'm not a human!\Putting that aside, where have you brought Moka-san and the others to?\Don't worry, we haven't done anything to them. response:	For now that is.
context: Please let me go!\If I don't go, if I don't go, everyone will...\You must endure it for now!\That's why I warned you guys...\I'm not a human!\Putting that aside, where have you brought Moka-san and the others to?\Don't worry, we haven't done anything to them.\For now that is. response:	Calm down.
context: If I don't go, if I don't go, everyone will...\You must endure it for now!\That's why I warned you guys...\I'm not a human!\Putting that aside, where have you brought Moka-san and the others to?\Don't worry, we haven't done anything to them.\For now that is.\Calm down. response:	They are being questioned like everyone else.
context: You must endure it for now!\That's why I warned you guys...\I'm not a human!\Putting that aside, where have you brought Moka-san and the others to?\Don't worry, we haven't done anything to them.\For now that is.\Calm down.\They are being questioned like everyone else. response:	Everyone else?
context: That's why I warned you guys...\I'm not a human!\Putting that aside, where have you brought Moka-san and the others to?\Don't worry, we haven't done anything to them.\For now that is.\Calm down.\They are being questioned like everyone else.\Everyone else? response:	Yeah, I did smell something human in him.
context: I'm not a human!\Putting that aside, where have you brought Moka-san and the others to?\Don't worry, we haven't done anything to them.\For now that is.\Calm down.\They are being questioned like everyone else.\Everyone else?\Yeah, I did smell something human in him. response:	And he sits next to me too.
context: Putting that aside, where have you brought Moka-san and the others to?\Don't worry, we haven't done anything to them.\For now that is.\Calm down.\They are being questioned like everyone else.\Everyone else?\Yeah, I did smell something human in him.\And he sits next to me too. response:	I always felt that he emitted a strange smell.
context: Don't worry, we haven't done anything to them.\For now that is.\Calm down.\They are being questioned like everyone else.\Everyone else?\Yeah, I did smell something human in him.\And he sits next to me too.\I always felt that he emitted a strange smell. response:	Aono?
context: For now that is.\Calm down.\They are being questioned like everyone else.\Everyone else?\Yeah, I did smell something human in him.\And he sits next to me too.\I always felt that he emitted a strange smell.\Aono? response:	I remember his sports results were the worst.
context: Calm down.\They are being questioned like everyone else.\Everyone else?\Yeah, I did smell something human in him.\And he sits next to me too.\I always felt that he emitted a strange smell.\Aono?\I remember his sports results were the worst. response:	That kind of physical ability is like that of a human.
context: They are being questioned like everyone else.\Everyone else?\Yeah, I did smell something human in him.\And he sits next to me too.\I always felt that he emitted a strange smell.\Aono?\I remember his sports results were the worst.\That kind of physical ability is like that of a human. response:	Yes, I will smell something human occasionally.
context: Everyone else?\Yeah, I did smell something human in him.\And he sits next to me too.\I always felt that he emitted a strange smell.\Aono?\I remember his sports results were the worst.\That kind of physical ability is like that of a human.\Yes, I will smell something human occasionally. response:	The reason that Akashiya-san kisses him is...
context: Yeah, I did smell something human in him.\And he sits next to me too.\I always felt that he emitted a strange smell.\Aono?\I remember his sports results were the worst.\That kind of physical ability is like that of a human.\Yes, I will smell something human occasionally.\The reason that Akashiya-san kisses him is... response:	I smell it, I smell it!
context: And he sits next to me too.\I always felt that he emitted a strange smell.\Aono?\I remember his sports results were the worst.\That kind of physical ability is like that of a human.\Yes, I will smell something human occasionally.\The reason that Akashiya-san kisses him is...\I smell it, I smell it! response:	He's suspicious sometimes...
context: I always felt that he emitted a strange smell.\Aono?\I remember his sports results were the worst.\That kind of physical ability is like that of a human.\Yes, I will smell something human occasionally.\The reason that Akashiya-san kisses him is...\I smell it, I smell it!\He's suspicious sometimes... response:	They're always together!
context: Aono?\I remember his sports results were the worst.\That kind of physical ability is like that of a human.\Yes, I will smell something human occasionally.\The reason that Akashiya-san kisses him is...\I smell it, I smell it!\He's suspicious sometimes...\They're always together! response:	Now that you mention it, when Akashiya Moka is in a pinch,
context: I remember his sports results were the worst.\That kind of physical ability is like that of a human.\Yes, I will smell something human occasionally.\The reason that Akashiya-san kisses him is...\I smell it, I smell it!\He's suspicious sometimes...\They're always together!\Now that you mention it, when Akashiya Moka is in a pinch, response:	I've never seen him change into a monster to protect her.
context: That kind of physical ability is like that of a human.\Yes, I will smell something human occasionally.\The reason that Akashiya-san kisses him is...\I smell it, I smell it!\He's suspicious sometimes...\They're always together!\Now that you mention it, when Akashiya Moka is in a pinch,\I've never seen him change into a monster to protect her. response:	Aono-kun? He has a very nice fragrance in him just like a human.
context: Yes, I will smell something human occasionally.\The reason that Akashiya-san kisses him is...\I smell it, I smell it!\He's suspicious sometimes...\They're always together!\Now that you mention it, when Akashiya Moka is in a pinch,\I've never seen him change into a monster to protect her.\Aono-kun? He has a very nice fragrance in him just like a human. response:	As you can see, no matter who we ask,
context: The reason that Akashiya-san kisses him is...\I smell it, I smell it!\He's suspicious sometimes...\They're always together!\Now that you mention it, when Akashiya Moka is in a pinch,\I've never seen him change into a monster to protect her.\Aono-kun? He has a very nice fragrance in him just like a human.\As you can see, no matter who we ask, response:	Everything points to you being a human.
context: I smell it, I smell it!\He's suspicious sometimes...\They're always together!\Now that you mention it, when Akashiya Moka is in a pinch,\I've never seen him change into a monster to protect her.\Aono-kun? He has a very nice fragrance in him just like a human.\As you can see, no matter who we ask,\Everything points to you being a human. response:	Even your comrades...
context: He's suspicious sometimes...\They're always together!\Now that you mention it, when Akashiya Moka is in a pinch,\I've never seen him change into a monster to protect her.\Aono-kun? He has a very nice fragrance in him just like a human.\As you can see, no matter who we ask,\Everything points to you being a human.\Even your comrades... response:	This is...!
context: They're always together!\Now that you mention it, when Akashiya Moka is in a pinch,\I've never seen him change into a monster to protect her.\Aono-kun? He has a very nice fragrance in him just like a human.\As you can see, no matter who we ask,\Everything points to you being a human.\Even your comrades...\This is...! response:	Do you really think he's not a human at all?
context: Now that you mention it, when Akashiya Moka is in a pinch,\I've never seen him change into a monster to protect her.\Aono-kun? He has a very nice fragrance in him just like a human.\As you can see, no matter who we ask,\Everything points to you being a human.\Even your comrades...\This is...!\Do you really think he's not a human at all? response:	Of course!
context: I've never seen him change into a monster to protect her.\Aono-kun? He has a very nice fragrance in him just like a human.\As you can see, no matter who we ask,\Everything points to you being a human.\Even your comrades...\This is...!\Do you really think he's not a human at all?\Of course! response:	Why are you so sure of that?
context: Aono-kun? He has a very nice fragrance in him just like a human.\As you can see, no matter who we ask,\Everything points to you being a human.\Even your comrades...\This is...!\Do you really think he's not a human at all?\Of course!\Why are you so sure of that? response:	Because... humans can't attend this school.
context: As you can see, no matter who we ask,\Everything points to you being a human.\Even your comrades...\This is...!\Do you really think he's not a human at all?\Of course!\Why are you so sure of that?\Because... humans can't attend this school. response:	So, do you know what kind of monster Aono Tsukune is?
context: Everything points to you being a human.\Even your comrades...\This is...!\Do you really think he's not a human at all?\Of course!\Why are you so sure of that?\Because... humans can't attend this school.\So, do you know what kind of monster Aono Tsukune is? response:	That...
context: Even your comrades...\This is...!\Do you really think he's not a human at all?\Of course!\Why are you so sure of that?\Because... humans can't attend this school.\So, do you know what kind of monster Aono Tsukune is?\That... response:	You've never seen it.
context: This is...!\Do you really think he's not a human at all?\Of course!\Why are you so sure of that?\Because... humans can't attend this school.\So, do you know what kind of monster Aono Tsukune is?\That...\You've never seen it. response:	Never, right?
context: Do you really think he's not a human at all?\Of course!\Why are you so sure of that?\Because... humans can't attend this school.\So, do you know what kind of monster Aono Tsukune is?\That...\You've never seen it.\Never, right? response:	That...
context: Of course!\Why are you so sure of that?\Because... humans can't attend this school.\So, do you know what kind of monster Aono Tsukune is?\That...\You've never seen it.\Never, right?\That... response:	But showing one's true form at whim is against the school rules here.
context: Why are you so sure of that?\Because... humans can't attend this school.\So, do you know what kind of monster Aono Tsukune is?\That...\You've never seen it.\Never, right?\That...\But showing one's true form at whim is against the school rules here. response:	Exactly as you said.
context: Because... humans can't attend this school.\So, do you know what kind of monster Aono Tsukune is?\That...\You've never seen it.\Never, right?\That...\But showing one's true form at whim is against the school rules here.\Exactly as you said. response:	Then Tsukune is abiding by the rules.
context: So, do you know what kind of monster Aono Tsukune is?\That...\You've never seen it.\Never, right?\That...\But showing one's true form at whim is against the school rules here.\Exactly as you said.\Then Tsukune is abiding by the rules. response:	I'll admit that's true too.
context: That...\You've never seen it.\Never, right?\That...\But showing one's true form at whim is against the school rules here.\Exactly as you said.\Then Tsukune is abiding by the rules.\I'll admit that's true too. response:	What's with you not showing your monster form when your friends are in a pinch?
context: You've never seen it.\Never, right?\That...\But showing one's true form at whim is against the school rules here.\Exactly as you said.\Then Tsukune is abiding by the rules.\I'll admit that's true too.\What's with you not showing your monster form when your friends are in a pinch? response:	What are you implying?
context: Never, right?\That...\But showing one's true form at whim is against the school rules here.\Exactly as you said.\Then Tsukune is abiding by the rules.\I'll admit that's true too.\What's with you not showing your monster form when your friends are in a pinch?\What are you implying? response:	I'm just saying that Aono Tsukune is just a timid coward.
context: That...\But showing one's true form at whim is against the school rules here.\Exactly as you said.\Then Tsukune is abiding by the rules.\I'll admit that's true too.\What's with you not showing your monster form when your friends are in a pinch?\What are you implying?\I'm just saying that Aono Tsukune is just a timid coward. response:	You're wrong... Tsukune is...
context: But showing one's true form at whim is against the school rules here.\Exactly as you said.\Then Tsukune is abiding by the rules.\I'll admit that's true too.\What's with you not showing your monster form when your friends are in a pinch?\What are you implying?\I'm just saying that Aono Tsukune is just a timid coward.\You're wrong... Tsukune is... response:	I've already investigated.
context: Exactly as you said.\Then Tsukune is abiding by the rules.\I'll admit that's true too.\What's with you not showing your monster form when your friends are in a pinch?\What are you implying?\I'm just saying that Aono Tsukune is just a timid coward.\You're wrong... Tsukune is...\I've already investigated. response:	You have always been sucking Aono Tsukune's blood.
context: Then Tsukune is abiding by the rules.\I'll admit that's true too.\What's with you not showing your monster form when your friends are in a pinch?\What are you implying?\I'm just saying that Aono Tsukune is just a timid coward.\You're wrong... Tsukune is...\I've already investigated.\You have always been sucking Aono Tsukune's blood. response:	Vampires love human blood the most,
context: I'll admit that's true too.\What's with you not showing your monster form when your friends are in a pinch?\What are you implying?\I'm just saying that Aono Tsukune is just a timid coward.\You're wrong... Tsukune is...\I've already investigated.\You have always been sucking Aono Tsukune's blood.\Vampires love human blood the most, response:	That's why Aono Tsukune is human.
context: What's with you not showing your monster form when your friends are in a pinch?\What are you implying?\I'm just saying that Aono Tsukune is just a timid coward.\You're wrong... Tsukune is...\I've already investigated.\You have always been sucking Aono Tsukune's blood.\Vampires love human blood the most,\That's why Aono Tsukune is human. response:	That's not it!
context: What are you implying?\I'm just saying that Aono Tsukune is just a timid coward.\You're wrong... Tsukune is...\I've already investigated.\You have always been sucking Aono Tsukune's blood.\Vampires love human blood the most,\That's why Aono Tsukune is human.\That's not it! response:	I suck Tsukune's blood because it's tasty...
context: I'm just saying that Aono Tsukune is just a timid coward.\You're wrong... Tsukune is...\I've already investigated.\You have always been sucking Aono Tsukune's blood.\Vampires love human blood the most,\That's why Aono Tsukune is human.\That's not it!\I suck Tsukune's blood because it's tasty... response:	It's not because he's human.
context: You're wrong... Tsukune is...\I've already investigated.\You have always been sucking Aono Tsukune's blood.\Vampires love human blood the most,\That's why Aono Tsukune is human.\That's not it!\I suck Tsukune's blood because it's tasty...\It's not because he's human. response:	I've also investigated one more issue.
context: I've already investigated.\You have always been sucking Aono Tsukune's blood.\Vampires love human blood the most,\That's why Aono Tsukune is human.\That's not it!\I suck Tsukune's blood because it's tasty...\It's not because he's human.\I've also investigated one more issue. response:	Vampires fear fresh water.
context: You have always been sucking Aono Tsukune's blood.\Vampires love human blood the most,\That's why Aono Tsukune is human.\That's not it!\I suck Tsukune's blood because it's tasty...\It's not because he's human.\I've also investigated one more issue.\Vampires fear fresh water. response:	That's right.
context: Vampires love human blood the most,\That's why Aono Tsukune is human.\That's not it!\I suck Tsukune's blood because it's tasty...\It's not because he's human.\I've also investigated one more issue.\Vampires fear fresh water.\That's right. response:	In this cup is fresh water.
context: That's why Aono Tsukune is human.\That's not it!\I suck Tsukune's blood because it's tasty...\It's not because he's human.\I've also investigated one more issue.\Vampires fear fresh water.\That's right.\In this cup is fresh water. response:	N-No...
context: That's not it!\I suck Tsukune's blood because it's tasty...\It's not because he's human.\I've also investigated one more issue.\Vampires fear fresh water.\That's right.\In this cup is fresh water.\N-No... response:	Moka-san!
context: I suck Tsukune's blood because it's tasty...\It's not because he's human.\I've also investigated one more issue.\Vampires fear fresh water.\That's right.\In this cup is fresh water.\N-No...\Moka-san! response:	At this rate, even your friends will become like those guys over there.
context: It's not because he's human.\I've also investigated one more issue.\Vampires fear fresh water.\That's right.\In this cup is fresh water.\N-No...\Moka-san!\At this rate, even your friends will become like those guys over there. response:	Those guys over there?
context: I've also investigated one more issue.\Vampires fear fresh water.\That's right.\In this cup is fresh water.\N-No...\Moka-san!\At this rate, even your friends will become like those guys over there.\Those guys over there? response:	They told us about the time you guys fought each other.
context: Vampires fear fresh water.\That's right.\In this cup is fresh water.\N-No...\Moka-san!\At this rate, even your friends will become like those guys over there.\Those guys over there?\They told us about the time you guys fought each other. response:	Aono Tsukune was just as weak as a human.
context: That's right.\In this cup is fresh water.\N-No...\Moka-san!\At this rate, even your friends will become like those guys over there.\Those guys over there?\They told us about the time you guys fought each other.\Aono Tsukune was just as weak as a human. response:	No matter how badly he got beat up, he never resorted to transforming.
context: In this cup is fresh water.\N-No...\Moka-san!\At this rate, even your friends will become like those guys over there.\Those guys over there?\They told us about the time you guys fought each other.\Aono Tsukune was just as weak as a human.\No matter how badly he got beat up, he never resorted to transforming. response:	You had better come clean.
context: N-No...\Moka-san!\At this rate, even your friends will become like those guys over there.\Those guys over there?\They told us about the time you guys fought each other.\Aono Tsukune was just as weak as a human.\No matter how badly he got beat up, he never resorted to transforming.\You had better come clean. response:	If you don't want Akashiya Moka to end up like those guys too.
context: Moka-san!\At this rate, even your friends will become like those guys over there.\Those guys over there?\They told us about the time you guys fought each other.\Aono Tsukune was just as weak as a human.\No matter how badly he got beat up, he never resorted to transforming.\You had better come clean.\If you don't want Akashiya Moka to end up like those guys too. response:	Moka-san!
context: At this rate, even your friends will become like those guys over there.\Those guys over there?\They told us about the time you guys fought each other.\Aono Tsukune was just as weak as a human.\No matter how badly he got beat up, he never resorted to transforming.\You had better come clean.\If you don't want Akashiya Moka to end up like those guys too.\Moka-san! response:	There is a little pond behind this shrine too.
context: Those guys over there?\They told us about the time you guys fought each other.\Aono Tsukune was just as weak as a human.\No matter how badly he got beat up, he never resorted to transforming.\You had better come clean.\If you don't want Akashiya Moka to end up like those guys too.\Moka-san!\There is a little pond behind this shrine too. response:	If the investigation takes too long, I'll sink Akashiya Moka there.
context: They told us about the time you guys fought each other.\Aono Tsukune was just as weak as a human.\No matter how badly he got beat up, he never resorted to transforming.\You had better come clean.\If you don't want Akashiya Moka to end up like those guys too.\Moka-san!\There is a little pond behind this shrine too.\If the investigation takes too long, I'll sink Akashiya Moka there. response:	Stop it!
context: Aono Tsukune was just as weak as a human.\No matter how badly he got beat up, he never resorted to transforming.\You had better come clean.\If you don't want Akashiya Moka to end up like those guys too.\Moka-san!\There is a little pond behind this shrine too.\If the investigation takes too long, I'll sink Akashiya Moka there.\Stop it! response:	Damn it!
context: No matter how badly he got beat up, he never resorted to transforming.\You had better come clean.\If you don't want Akashiya Moka to end up like those guys too.\Moka-san!\There is a little pond behind this shrine too.\If the investigation takes too long, I'll sink Akashiya Moka there.\Stop it!\Damn it! response:	What's wrong?
context: You had better come clean.\If you don't want Akashiya Moka to end up like those guys too.\Moka-san!\There is a little pond behind this shrine too.\If the investigation takes too long, I'll sink Akashiya Moka there.\Stop it!\Damn it!\What's wrong? response:	Isn't now the time for you to return to your true form...
context: If you don't want Akashiya Moka to end up like those guys too.\Moka-san!\There is a little pond behind this shrine too.\If the investigation takes too long, I'll sink Akashiya Moka there.\Stop it!\Damn it!\What's wrong?\Isn't now the time for you to return to your true form... response:	That's right, your monster form?
context: Moka-san!\There is a little pond behind this shrine too.\If the investigation takes too long, I'll sink Akashiya Moka there.\Stop it!\Damn it!\What's wrong?\Isn't now the time for you to return to your true form...\That's right, your monster form? response:	That way, wouldn't you be able to defeat the people who are pressing down on you?
context: There is a little pond behind this shrine too.\If the investigation takes too long, I'll sink Akashiya Moka there.\Stop it!\Damn it!\What's wrong?\Isn't now the time for you to return to your true form...\That's right, your monster form?\That way, wouldn't you be able to defeat the people who are pressing down on you? response:	Even if you don't do that, just by transforming into a monster,
context: If the investigation takes too long, I'll sink Akashiya Moka there.\Stop it!\Damn it!\What's wrong?\Isn't now the time for you to return to your true form...\That's right, your monster form?\That way, wouldn't you be able to defeat the people who are pressing down on you?\Even if you don't do that, just by transforming into a monster, response:	The suspicions of you being a human will be cleared and your friends be released.
context: Stop it!\Damn it!\What's wrong?\Isn't now the time for you to return to your true form...\That's right, your monster form?\That way, wouldn't you be able to defeat the people who are pressing down on you?\Even if you don't do that, just by transforming into a monster,\The suspicions of you being a human will be cleared and your friends be released. response:	What's wrong, Aono Tsukune?
context: Damn it!\What's wrong?\Isn't now the time for you to return to your true form...\That's right, your monster form?\That way, wouldn't you be able to defeat the people who are pressing down on you?\Even if you don't do that, just by transforming into a monster,\The suspicions of you being a human will be cleared and your friends be released.\What's wrong, Aono Tsukune? response:	Are you truly a human?
context: What's wrong?\Isn't now the time for you to return to your true form...\That's right, your monster form?\That way, wouldn't you be able to defeat the people who are pressing down on you?\Even if you don't do that, just by transforming into a monster,\The suspicions of you being a human will be cleared and your friends be released.\What's wrong, Aono Tsukune?\Are you truly a human? response:	Moka-san...
context: Isn't now the time for you to return to your true form...\That's right, your monster form?\That way, wouldn't you be able to defeat the people who are pressing down on you?\Even if you don't do that, just by transforming into a monster,\The suspicions of you being a human will be cleared and your friends be released.\What's wrong, Aono Tsukune?\Are you truly a human?\Moka-san... response:	Moka-san.
context: That's right, your monster form?\That way, wouldn't you be able to defeat the people who are pressing down on you?\Even if you don't do that, just by transforming into a monster,\The suspicions of you being a human will be cleared and your friends be released.\What's wrong, Aono Tsukune?\Are you truly a human?\Moka-san...\Moka-san. response:	This time, I'll be saying farewell for real...
context: That way, wouldn't you be able to defeat the people who are pressing down on you?\Even if you don't do that, just by transforming into a monster,\The suspicions of you being a human will be cleared and your friends be released.\What's wrong, Aono Tsukune?\Are you truly a human?\Moka-san...\Moka-san.\This time, I'll be saying farewell for real... response:	T-That's right, I'm a human so hurry up and release Moka-san!
context: Even if you don't do that, just by transforming into a monster,\The suspicions of you being a human will be cleared and your friends be released.\What's wrong, Aono Tsukune?\Are you truly a human?\Moka-san...\Moka-san.\This time, I'll be saying farewell for real...\T-That's right, I'm a human so hurry up and release Moka-san! response:	Did you hear that, everyone?
context: The suspicions of you being a human will be cleared and your friends be released.\What's wrong, Aono Tsukune?\Are you truly a human?\Moka-san...\Moka-san.\This time, I'll be saying farewell for real...\T-That's right, I'm a human so hurry up and release Moka-san!\Did you hear that, everyone? response:	Tsukune...
context: What's wrong, Aono Tsukune?\Are you truly a human?\Moka-san...\Moka-san.\This time, I'll be saying farewell for real...\T-That's right, I'm a human so hurry up and release Moka-san!\Did you hear that, everyone?\Tsukune... response:	No way... Tsukune is...
context: Are you truly a human?\Moka-san...\Moka-san.\This time, I'll be saying farewell for real...\T-That's right, I'm a human so hurry up and release Moka-san!\Did you hear that, everyone?\Tsukune...\No way... Tsukune is... response:	Is that true?
context: Moka-san...\Moka-san.\This time, I'll be saying farewell for real...\T-That's right, I'm a human so hurry up and release Moka-san!\Did you hear that, everyone?\Tsukune...\No way... Tsukune is...\Is that true? response:	Many layers of magic have been deployed in this shrine.
context: Moka-san.\This time, I'll be saying farewell for real...\T-That's right, I'm a human so hurry up and release Moka-san!\Did you hear that, everyone?\Tsukune...\No way... Tsukune is...\Is that true?\Many layers of magic have been deployed in this shrine. response:	Not only can there be separate rooms,
context: This time, I'll be saying farewell for real...\T-That's right, I'm a human so hurry up and release Moka-san!\Did you hear that, everyone?\Tsukune...\No way... Tsukune is...\Is that true?\Many layers of magic have been deployed in this shrine.\Not only can there be separate rooms, response:	but it can also become a large hall at will.
context: T-That's right, I'm a human so hurry up and release Moka-san!\Did you hear that, everyone?\Tsukune...\No way... Tsukune is...\Is that true?\Many layers of magic have been deployed in this shrine.\Not only can there be separate rooms,\but it can also become a large hall at will. response:	No way...
context: Did you hear that, everyone?\Tsukune...\No way... Tsukune is...\Is that true?\Many layers of magic have been deployed in this shrine.\Not only can there be separate rooms,\but it can also become a large hall at will.\No way... response:	Tsukune, it doesn't matter what happens to me, so why did you reveal that?
context: Tsukune...\No way... Tsukune is...\Is that true?\Many layers of magic have been deployed in this shrine.\Not only can there be separate rooms,\but it can also become a large hall at will.\No way...\Tsukune, it doesn't matter what happens to me, so why did you reveal that? response:	Moka?
context: No way... Tsukune is...\Is that true?\Many layers of magic have been deployed in this shrine.\Not only can there be separate rooms,\but it can also become a large hall at will.\No way...\Tsukune, it doesn't matter what happens to me, so why did you reveal that?\Moka? response:	Up until now, we were able to conceal that fact...
context: Is that true?\Many layers of magic have been deployed in this shrine.\Not only can there be separate rooms,\but it can also become a large hall at will.\No way...\Tsukune, it doesn't matter what happens to me, so why did you reveal that?\Moka?\Up until now, we were able to conceal that fact... response:	But now...
context: Many layers of magic have been deployed in this shrine.\Not only can there be separate rooms,\but it can also become a large hall at will.\No way...\Tsukune, it doesn't matter what happens to me, so why did you reveal that?\Moka?\Up until now, we were able to conceal that fact...\But now... response:	You knew about Tsukune, didn't you?
context: Not only can there be separate rooms,\but it can also become a large hall at will.\No way...\Tsukune, it doesn't matter what happens to me, so why did you reveal that?\Moka?\Up until now, we were able to conceal that fact...\But now...\You knew about Tsukune, didn't you? response:	Wait, Kurumu-chan! This isn't Moka-san's fault!
context: but it can also become a large hall at will.\No way...\Tsukune, it doesn't matter what happens to me, so why did you reveal that?\Moka?\Up until now, we were able to conceal that fact...\But now...\You knew about Tsukune, didn't you?\Wait, Kurumu-chan! This isn't Moka-san's fault! response:	Don't come close to me!
context: No way...\Tsukune, it doesn't matter what happens to me, so why did you reveal that?\Moka?\Up until now, we were able to conceal that fact...\But now...\You knew about Tsukune, didn't you?\Wait, Kurumu-chan! This isn't Moka-san's fault!\Don't come close to me! response:	Fighting amongst yourselves?
context: Tsukune, it doesn't matter what happens to me, so why did you reveal that?\Moka?\Up until now, we were able to conceal that fact...\But now...\You knew about Tsukune, didn't you?\Wait, Kurumu-chan! This isn't Moka-san's fault!\Don't come close to me!\Fighting amongst yourselves? response:	Well, you had been hiding your true identity up until now.
context: Moka?\Up until now, we were able to conceal that fact...\But now...\You knew about Tsukune, didn't you?\Wait, Kurumu-chan! This isn't Moka-san's fault!\Don't come close to me!\Fighting amongst yourselves?\Well, you had been hiding your true identity up until now. response:	It was to be expected.
context: Up until now, we were able to conceal that fact...\But now...\You knew about Tsukune, didn't you?\Wait, Kurumu-chan! This isn't Moka-san's fault!\Don't come close to me!\Fighting amongst yourselves?\Well, you had been hiding your true identity up until now.\It was to be expected. response:	I never had such intentions from the start...
context: But now...\You knew about Tsukune, didn't you?\Wait, Kurumu-chan! This isn't Moka-san's fault!\Don't come close to me!\Fighting amongst yourselves?\Well, you had been hiding your true identity up until now.\It was to be expected.\I never had such intentions from the start... response:	Throw them out.
context: You knew about Tsukune, didn't you?\Wait, Kurumu-chan! This isn't Moka-san's fault!\Don't come close to me!\Fighting amongst yourselves?\Well, you had been hiding your true identity up until now.\It was to be expected.\I never had such intentions from the start...\Throw them out. response:	However, Akashiya Moka will be different.
context: Wait, Kurumu-chan! This isn't Moka-san's fault!\Don't come close to me!\Fighting amongst yourselves?\Well, you had been hiding your true identity up until now.\It was to be expected.\I never had such intentions from the start...\Throw them out.\However, Akashiya Moka will be different. response:	Confine her in the specially constructed jail.
context: Don't come close to me!\Fighting amongst yourselves?\Well, you had been hiding your true identity up until now.\It was to be expected.\I never had such intentions from the start...\Throw them out.\However, Akashiya Moka will be different.\Confine her in the specially constructed jail. response:	H-Hey! This isn't what we agreed to!
