context: Historia response:	Come on! The goal is right here!
context: I'll do it myself, so get moving already!\It can't be...\Wait!\Ymir, wait!\They're both...\It's better if you guys don't come along.\Like our instructor said, you'll only end up becoming more victims.\I'm going so that doesn't happen. response:	I'm not leaving Christa and the others.
context: It can't be...\Wait!\Ymir, wait!\They're both...\It's better if you guys don't come along.\Like our instructor said, you'll only end up becoming more victims.\I'm going so that doesn't happen.\I'm not leaving Christa and the others. response:	Hey. What do you think you're doing?
context: Wait!\Ymir, wait!\They're both...\It's better if you guys don't come along.\Like our instructor said, you'll only end up becoming more victims.\I'm going so that doesn't happen.\I'm not leaving Christa and the others.\Hey. What do you think you're doing? response:	Don't try to stop-
context: Ymir, wait!\They're both...\It's better if you guys don't come along.\Like our instructor said, you'll only end up becoming more victims.\I'm going so that doesn't happen.\I'm not leaving Christa and the others.\Hey. What do you think you're doing?\Don't try to stop- response:	You're gonna need a lot more gear than that.
context: They're both...\It's better if you guys don't come along.\Like our instructor said, you'll only end up becoming more victims.\I'm going so that doesn't happen.\I'm not leaving Christa and the others.\Hey. What do you think you're doing?\Don't try to stop-\You're gonna need a lot more gear than that. response:	If you go by yourselves, you'll be in the same pickle as Christa.
context: It's better if you guys don't come along.\Like our instructor said, you'll only end up becoming more victims.\I'm going so that doesn't happen.\I'm not leaving Christa and the others.\Hey. What do you think you're doing?\Don't try to stop-\You're gonna need a lot more gear than that.\If you go by yourselves, you'll be in the same pickle as Christa. response:	In a search, the more eyes, the better.
context: Like our instructor said, you'll only end up becoming more victims.\I'm going so that doesn't happen.\I'm not leaving Christa and the others.\Hey. What do you think you're doing?\Don't try to stop-\You're gonna need a lot more gear than that.\If you go by yourselves, you'll be in the same pickle as Christa.\In a search, the more eyes, the better. response:	You guys...
context: I'm going so that doesn't happen.\I'm not leaving Christa and the others.\Hey. What do you think you're doing?\Don't try to stop-\You're gonna need a lot more gear than that.\If you go by yourselves, you'll be in the same pickle as Christa.\In a search, the more eyes, the better.\You guys... response:	Thanks.
context: I'm not leaving Christa and the others.\Hey. What do you think you're doing?\Don't try to stop-\You're gonna need a lot more gear than that.\If you go by yourselves, you'll be in the same pickle as Christa.\In a search, the more eyes, the better.\You guys...\Thanks. response:	To be honest, we could use you.
context: Hey. What do you think you're doing?\Don't try to stop-\You're gonna need a lot more gear than that.\If you go by yourselves, you'll be in the same pickle as Christa.\In a search, the more eyes, the better.\You guys...\Thanks.\To be honest, we could use you. response:	Hey.
context: Don't try to stop-\You're gonna need a lot more gear than that.\If you go by yourselves, you'll be in the same pickle as Christa.\In a search, the more eyes, the better.\You guys...\Thanks.\To be honest, we could use you.\Hey. response:	We're coming too.
context: You're gonna need a lot more gear than that.\If you go by yourselves, you'll be in the same pickle as Christa.\In a search, the more eyes, the better.\You guys...\Thanks.\To be honest, we could use you.\Hey.\We're coming too. response:	The weather's steadily improving.
context: If you go by yourselves, you'll be in the same pickle as Christa.\In a search, the more eyes, the better.\You guys...\Thanks.\To be honest, we could use you.\Hey.\We're coming too.\The weather's steadily improving. response:	I think we'll be fine.
context: In a search, the more eyes, the better.\You guys...\Thanks.\To be honest, we could use you.\Hey.\We're coming too.\The weather's steadily improving.\I think we'll be fine. response:	I brought extra rations!
context: You guys...\Thanks.\To be honest, we could use you.\Hey.\We're coming too.\The weather's steadily improving.\I think we'll be fine.\I brought extra rations! response:	You guys...
context: Thanks.\To be honest, we could use you.\Hey.\We're coming too.\The weather's steadily improving.\I think we'll be fine.\I brought extra rations!\You guys... response:	What was that sound just now?
context: To be honest, we could use you.\Hey.\We're coming too.\The weather's steadily improving.\I think we'll be fine.\I brought extra rations!\You guys...\What was that sound just now? response:	Somebody's coming!
context: Hey.\We're coming too.\The weather's steadily improving.\I think we'll be fine.\I brought extra rations!\You guys...\What was that sound just now?\Somebody's coming! response:	Ymir...
context: We're coming too.\The weather's steadily improving.\I think we'll be fine.\I brought extra rations!\You guys...\What was that sound just now?\Somebody's coming!\Ymir... response:	Took you long enough. I got here before you.
context: The weather's steadily improving.\I think we'll be fine.\I brought extra rations!\You guys...\What was that sound just now?\Somebody's coming!\Ymir...\Took you long enough. I got here before you. response:	I told Reiner and the others I'd wait since you'd come along eventually.
context: I think we'll be fine.\I brought extra rations!\You guys...\What was that sound just now?\Somebody's coming!\Ymir...\Took you long enough. I got here before you.\I told Reiner and the others I'd wait since you'd come along eventually. response:	What a stupid thing I've done...
context: I brought extra rations!\You guys...\What was that sound just now?\Somebody's coming!\Ymir...\Took you long enough. I got here before you.\I told Reiner and the others I'd wait since you'd come along eventually.\What a stupid thing I've done... response:	Where's Daz?
context: You guys...\What was that sound just now?\Somebody's coming!\Ymir...\Took you long enough. I got here before you.\I told Reiner and the others I'd wait since you'd come along eventually.\What a stupid thing I've done...\Where's Daz? response:	That was the cliff?
context: What was that sound just now?\Somebody's coming!\Ymir...\Took you long enough. I got here before you.\I told Reiner and the others I'd wait since you'd come along eventually.\What a stupid thing I've done...\Where's Daz?\That was the cliff? response:	But you didn't have any rope.
context: Somebody's coming!\Ymir...\Took you long enough. I got here before you.\I told Reiner and the others I'd wait since you'd come along eventually.\What a stupid thing I've done...\Where's Daz?\That was the cliff?\But you didn't have any rope. response:	Even if you did, it's too high.
context: Ymir...\Took you long enough. I got here before you.\I told Reiner and the others I'd wait since you'd come along eventually.\What a stupid thing I've done...\Where's Daz?\That was the cliff?\But you didn't have any rope.\Even if you did, it's too high. response:	How did you get Daz down from there?
context: Took you long enough. I got here before you.\I told Reiner and the others I'd wait since you'd come along eventually.\What a stupid thing I've done...\Where's Daz?\That was the cliff?\But you didn't have any rope.\Even if you did, it's too high.\How did you get Daz down from there? response:	Why not?
context: I told Reiner and the others I'd wait since you'd come along eventually.\What a stupid thing I've done...\Where's Daz?\That was the cliff?\But you didn't have any rope.\Even if you did, it's too high.\How did you get Daz down from there?\Why not? response:	I think I can trust you.
context: What a stupid thing I've done...\Where's Daz?\That was the cliff?\But you didn't have any rope.\Even if you did, it's too high.\How did you get Daz down from there?\Why not?\I think I can trust you. response:	However...
context: Where's Daz?\That was the cliff?\But you didn't have any rope.\Even if you did, it's too high.\How did you get Daz down from there?\Why not?\I think I can trust you.\However... response:	Promise me.
context: That was the cliff?\But you didn't have any rope.\Even if you did, it's too high.\How did you get Daz down from there?\Why not?\I think I can trust you.\However...\Promise me. response:	When I reveal my secret to everyone, promise me.
context: But you didn't have any rope.\Even if you did, it's too high.\How did you get Daz down from there?\Why not?\I think I can trust you.\However...\Promise me.\When I reveal my secret to everyone, promise me. response:	Take back your old name and live.
context: Even if you did, it's too high.\How did you get Daz down from there?\Why not?\I think I can trust you.\However...\Promise me.\When I reveal my secret to everyone, promise me.\Take back your old name and live. response:	Ymir!
context: How did you get Daz down from there?\Why not?\I think I can trust you.\However...\Promise me.\When I reveal my secret to everyone, promise me.\Take back your old name and live.\Ymir! response:	Christa... I felt the same.
context: Why not?\I think I can trust you.\However...\Promise me.\When I reveal my secret to everyone, promise me.\Take back your old name and live.\Ymir!\Christa... I felt the same. response:	That it would have been better if I was never born at all.
context: I think I can trust you.\However...\Promise me.\When I reveal my secret to everyone, promise me.\Take back your old name and live.\Ymir!\Christa... I felt the same.\That it would have been better if I was never born at all. response:	I was hated by the world just for existing.
context: However...\Promise me.\When I reveal my secret to everyone, promise me.\Take back your old name and live.\Ymir!\Christa... I felt the same.\That it would have been better if I was never born at all.\I was hated by the world just for existing. response:	To give countless people joy, I gave up my life.
context: Promise me.\When I reveal my secret to everyone, promise me.\Take back your old name and live.\Ymir!\Christa... I felt the same.\That it would have been better if I was never born at all.\I was hated by the world just for existing.\To give countless people joy, I gave up my life. response:	But from that time, there was a wish I held in my heart.
context: When I reveal my secret to everyone, promise me.\Take back your old name and live.\Ymir!\Christa... I felt the same.\That it would have been better if I was never born at all.\I was hated by the world just for existing.\To give countless people joy, I gave up my life.\But from that time, there was a wish I held in my heart. response:	If someday, I was given a second chance at life...
context: Take back your old name and live.\Ymir!\Christa... I felt the same.\That it would have been better if I was never born at all.\I was hated by the world just for existing.\To give countless people joy, I gave up my life.\But from that time, there was a wish I held in my heart.\If someday, I was given a second chance at life... response:	Information Available for Public Disclosure Winter Training
context: Ymir!\Christa... I felt the same.\That it would have been better if I was never born at all.\I was hated by the world just for existing.\To give countless people joy, I gave up my life.\But from that time, there was a wish I held in my heart.\If someday, I was given a second chance at life...\Information Available for Public Disclosure Winter Training response:	As Titans are most active in sunlight, blizzards can hinder their speed. Soldiers able to move freely and swiftly in such poor conditions gain considerable odds for victory.
context: Christa... I felt the same.\That it would have been better if I was never born at all.\I was hated by the world just for existing.\To give countless people joy, I gave up my life.\But from that time, there was a wish I held in my heart.\If someday, I was given a second chance at life...\Information Available for Public Disclosure Winter Training\As Titans are most active in sunlight, blizzards can hinder their speed. Soldiers able to move freely and swiftly in such poor conditions gain considerable odds for victory. response:	Is this real?
context: That it would have been better if I was never born at all.\I was hated by the world just for existing.\To give countless people joy, I gave up my life.\But from that time, there was a wish I held in my heart.\If someday, I was given a second chance at life...\Information Available for Public Disclosure Winter Training\As Titans are most active in sunlight, blizzards can hinder their speed. Soldiers able to move freely and swiftly in such poor conditions gain considerable odds for victory.\Is this real? response:	Ymir is a Titan, too?
context: I was hated by the world just for existing.\To give countless people joy, I gave up my life.\But from that time, there was a wish I held in my heart.\If someday, I was given a second chance at life...\Information Available for Public Disclosure Winter Training\As Titans are most active in sunlight, blizzards can hinder their speed. Soldiers able to move freely and swiftly in such poor conditions gain considerable odds for victory.\Is this real?\Ymir is a Titan, too? response:	Ymir...
context: To give countless people joy, I gave up my life.\But from that time, there was a wish I held in my heart.\If someday, I was given a second chance at life...\Information Available for Public Disclosure Winter Training\As Titans are most active in sunlight, blizzards can hinder their speed. Soldiers able to move freely and swiftly in such poor conditions gain considerable odds for victory.\Is this real?\Ymir is a Titan, too?\Ymir... response:	Th-That Titan is...
context: But from that time, there was a wish I held in my heart.\If someday, I was given a second chance at life...\Information Available for Public Disclosure Winter Training\As Titans are most active in sunlight, blizzards can hinder their speed. Soldiers able to move freely and swiftly in such poor conditions gain considerable odds for victory.\Is this real?\Ymir is a Titan, too?\Ymir...\Th-That Titan is... response:	Th-Thanks, Reiner.
context: If someday, I was given a second chance at life...\Information Available for Public Disclosure Winter Training\As Titans are most active in sunlight, blizzards can hinder their speed. Soldiers able to move freely and swiftly in such poor conditions gain considerable odds for victory.\Is this real?\Ymir is a Titan, too?\Ymir...\Th-That Titan is...\Th-Thanks, Reiner. response:	Ow, it hurts! Reiner, my leg!
context: Information Available for Public Disclosure Winter Training\As Titans are most active in sunlight, blizzards can hinder their speed. Soldiers able to move freely and swiftly in such poor conditions gain considerable odds for victory.\Is this real?\Ymir is a Titan, too?\Ymir...\Th-That Titan is...\Th-Thanks, Reiner.\Ow, it hurts! Reiner, my leg! response:	Reiner! That's enough!
context: As Titans are most active in sunlight, blizzards can hinder their speed. Soldiers able to move freely and swiftly in such poor conditions gain considerable odds for victory.\Is this real?\Ymir is a Titan, too?\Ymir...\Th-That Titan is...\Th-Thanks, Reiner.\Ow, it hurts! Reiner, my leg!\Reiner! That's enough! response:	Let her leg go! Her leg!
context: Is this real?\Ymir is a Titan, too?\Ymir...\Th-That Titan is...\Th-Thanks, Reiner.\Ow, it hurts! Reiner, my leg!\Reiner! That's enough!\Let her leg go! Her leg! response:	Hey!
context: Ymir is a Titan, too?\Ymir...\Th-That Titan is...\Th-Thanks, Reiner.\Ow, it hurts! Reiner, my leg!\Reiner! That's enough!\Let her leg go! Her leg!\Hey! response:	S-Sorry.
context: Ymir...\Th-That Titan is...\Th-Thanks, Reiner.\Ow, it hurts! Reiner, my leg!\Reiner! That's enough!\Let her leg go! Her leg!\Hey!\S-Sorry. response:	No, you saved me.
context: Th-That Titan is...\Th-Thanks, Reiner.\Ow, it hurts! Reiner, my leg!\Reiner! That's enough!\Let her leg go! Her leg!\Hey!\S-Sorry.\No, you saved me. response:	Christa... Did you know?
context: Th-Thanks, Reiner.\Ow, it hurts! Reiner, my leg!\Reiner! That's enough!\Let her leg go! Her leg!\Hey!\S-Sorry.\No, you saved me.\Christa... Did you know? response:	That Ymir is a Titan?
context: Ow, it hurts! Reiner, my leg!\Reiner! That's enough!\Let her leg go! Her leg!\Hey!\S-Sorry.\No, you saved me.\Christa... Did you know?\That Ymir is a Titan? response:	I had no idea.
context: Reiner! That's enough!\Let her leg go! Her leg!\Hey!\S-Sorry.\No, you saved me.\Christa... Did you know?\That Ymir is a Titan?\I had no idea. response:	I was always so close to her, too.
context: Let her leg go! Her leg!\Hey!\S-Sorry.\No, you saved me.\Christa... Did you know?\That Ymir is a Titan?\I had no idea.\I was always so close to her, too. response:	How? How could this be?
context: Hey!\S-Sorry.\No, you saved me.\Christa... Did you know?\That Ymir is a Titan?\I had no idea.\I was always so close to her, too.\How? How could this be? response:	That Titan... is Ymir?
context: S-Sorry.\No, you saved me.\Christa... Did you know?\That Ymir is a Titan?\I had no idea.\I was always so close to her, too.\How? How could this be?\That Titan... is Ymir? response:	In other words, she knew some of the secrets of our world.
context: No, you saved me.\Christa... Did you know?\That Ymir is a Titan?\I had no idea.\I was always so close to her, too.\How? How could this be?\That Titan... is Ymir?\In other words, she knew some of the secrets of our world. response:	And I never suspected a thing.
context: Christa... Did you know?\That Ymir is a Titan?\I had no idea.\I was always so close to her, too.\How? How could this be?\That Titan... is Ymir?\In other words, she knew some of the secrets of our world.\And I never suspected a thing. response:	Hey... Do you think she's known about it?
context: That Ymir is a Titan?\I had no idea.\I was always so close to her, too.\How? How could this be?\That Titan... is Ymir?\In other words, she knew some of the secrets of our world.\And I never suspected a thing.\Hey... Do you think she's known about it? response:	Eren's a Titan, too, but he didn't know until it happened.
context: I had no idea.\I was always so close to her, too.\How? How could this be?\That Titan... is Ymir?\In other words, she knew some of the secrets of our world.\And I never suspected a thing.\Hey... Do you think she's known about it?\Eren's a Titan, too, but he didn't know until it happened. response:	But Ymir is like... she is aware of being a Titan all along.
context: I was always so close to her, too.\How? How could this be?\That Titan... is Ymir?\In other words, she knew some of the secrets of our world.\And I never suspected a thing.\Hey... Do you think she's known about it?\Eren's a Titan, too, but he didn't know until it happened.\But Ymir is like... she is aware of being a Titan all along. response:	Are you saying she might be an enemy of humanity?
context: How? How could this be?\That Titan... is Ymir?\In other words, she knew some of the secrets of our world.\And I never suspected a thing.\Hey... Do you think she's known about it?\Eren's a Titan, too, but he didn't know until it happened.\But Ymir is like... she is aware of being a Titan all along.\Are you saying she might be an enemy of humanity? response:	I'm saying that's one hell of a power to hide.
context: That Titan... is Ymir?\In other words, she knew some of the secrets of our world.\And I never suspected a thing.\Hey... Do you think she's known about it?\Eren's a Titan, too, but he didn't know until it happened.\But Ymir is like... she is aware of being a Titan all along.\Are you saying she might be an enemy of humanity?\I'm saying that's one hell of a power to hide. response:	Who knows what she might have been thinking.
context: In other words, she knew some of the secrets of our world.\And I never suspected a thing.\Hey... Do you think she's known about it?\Eren's a Titan, too, but he didn't know until it happened.\But Ymir is like... she is aware of being a Titan all along.\Are you saying she might be an enemy of humanity?\I'm saying that's one hell of a power to hide.\Who knows what she might have been thinking. response:	I wonder... What could be Ymir's goal?
context: And I never suspected a thing.\Hey... Do you think she's known about it?\Eren's a Titan, too, but he didn't know until it happened.\But Ymir is like... she is aware of being a Titan all along.\Are you saying she might be an enemy of humanity?\I'm saying that's one hell of a power to hide.\Who knows what she might have been thinking.\I wonder... What could be Ymir's goal? response:	Ymir!
context: Hey... Do you think she's known about it?\Eren's a Titan, too, but he didn't know until it happened.\But Ymir is like... she is aware of being a Titan all along.\Are you saying she might be an enemy of humanity?\I'm saying that's one hell of a power to hide.\Who knows what she might have been thinking.\I wonder... What could be Ymir's goal?\Ymir! response:	She's-
context: Eren's a Titan, too, but he didn't know until it happened.\But Ymir is like... she is aware of being a Titan all along.\Are you saying she might be an enemy of humanity?\I'm saying that's one hell of a power to hide.\Who knows what she might have been thinking.\I wonder... What could be Ymir's goal?\Ymir!\She's- response:	Wh-What was that?
context: But Ymir is like... she is aware of being a Titan all along.\Are you saying she might be an enemy of humanity?\I'm saying that's one hell of a power to hide.\Who knows what she might have been thinking.\I wonder... What could be Ymir's goal?\Ymir!\She's-\Wh-What was that? response:	Is she worried about the tower falling?
context: Are you saying she might be an enemy of humanity?\I'm saying that's one hell of a power to hide.\Who knows what she might have been thinking.\I wonder... What could be Ymir's goal?\Ymir!\She's-\Wh-What was that?\Is she worried about the tower falling? response:	She has to be.
context: I'm saying that's one hell of a power to hide.\Who knows what she might have been thinking.\I wonder... What could be Ymir's goal?\Ymir!\She's-\Wh-What was that?\Is she worried about the tower falling?\She has to be. response:	If she wanted to,
context: Who knows what she might have been thinking.\I wonder... What could be Ymir's goal?\Ymir!\She's-\Wh-What was that?\Is she worried about the tower falling?\She has to be.\If she wanted to, response:	Ymir could use this power of hers to escape all on her own.
context: I wonder... What could be Ymir's goal?\Ymir!\She's-\Wh-What was that?\Is she worried about the tower falling?\She has to be.\If she wanted to,\Ymir could use this power of hers to escape all on her own. response:	And yet, she's not doing that.
context: Ymir!\She's-\Wh-What was that?\Is she worried about the tower falling?\She has to be.\If she wanted to,\Ymir could use this power of hers to escape all on her own.\And yet, she's not doing that. response:	It's us... She's risking her life to protect us.
context: She's-\Wh-What was that?\Is she worried about the tower falling?\She has to be.\If she wanted to,\Ymir could use this power of hers to escape all on her own.\And yet, she's not doing that.\It's us... She's risking her life to protect us. response:	Why?
context: Wh-What was that?\Is she worried about the tower falling?\She has to be.\If she wanted to,\Ymir could use this power of hers to escape all on her own.\And yet, she's not doing that.\It's us... She's risking her life to protect us.\Why? response:	Why?
context: Is she worried about the tower falling?\She has to be.\If she wanted to,\Ymir could use this power of hers to escape all on her own.\And yet, she's not doing that.\It's us... She's risking her life to protect us.\Why?\Why? response:	Ymir!
context: She has to be.\If she wanted to,\Ymir could use this power of hers to escape all on her own.\And yet, she's not doing that.\It's us... She's risking her life to protect us.\Why?\Why?\Ymir! response:	Don't you die, Ymir!
context: If she wanted to,\Ymir could use this power of hers to escape all on her own.\And yet, she's not doing that.\It's us... She's risking her life to protect us.\Why?\Why?\Ymir!\Don't you die, Ymir! response:	Not in a place like this!
context: Ymir could use this power of hers to escape all on her own.\And yet, she's not doing that.\It's us... She's risking her life to protect us.\Why?\Why?\Ymir!\Don't you die, Ymir!\Not in a place like this! response:	Hey!
context: And yet, she's not doing that.\It's us... She's risking her life to protect us.\Why?\Why?\Ymir!\Don't you die, Ymir!\Not in a place like this!\Hey! response:	Don't pretend like you're good, you idiot!
context: It's us... She's risking her life to protect us.\Why?\Why?\Ymir!\Don't you die, Ymir!\Not in a place like this!\Hey!\Don't pretend like you're good, you idiot! response:	You wanna go out in a blaze of glory? Are you stupid?!
context: Why?\Why?\Ymir!\Don't you die, Ymir!\Not in a place like this!\Hey!\Don't pretend like you're good, you idiot!\You wanna go out in a blaze of glory? Are you stupid?! response:	It's too late for you to try and get into heaven!
context: Why?\Ymir!\Don't you die, Ymir!\Not in a place like this!\Hey!\Don't pretend like you're good, you idiot!\You wanna go out in a blaze of glory? Are you stupid?!\It's too late for you to try and get into heaven! response:	Live for yourself, goddammit!
context: Ymir!\Don't you die, Ymir!\Not in a place like this!\Hey!\Don't pretend like you're good, you idiot!\You wanna go out in a blaze of glory? Are you stupid?!\It's too late for you to try and get into heaven!\Live for yourself, goddammit! response:	If you're gonna die protecting this tower, forget about it!
context: Don't you die, Ymir!\Not in a place like this!\Hey!\Don't pretend like you're good, you idiot!\You wanna go out in a blaze of glory? Are you stupid?!\It's too late for you to try and get into heaven!\Live for yourself, goddammit!\If you're gonna die protecting this tower, forget about it! response:	Tear it down!
context: Not in a place like this!\Hey!\Don't pretend like you're good, you idiot!\You wanna go out in a blaze of glory? Are you stupid?!\It's too late for you to try and get into heaven!\Live for yourself, goddammit!\If you're gonna die protecting this tower, forget about it!\Tear it down! response:	Hey!
context: Hey!\Don't pretend like you're good, you idiot!\You wanna go out in a blaze of glory? Are you stupid?!\It's too late for you to try and get into heaven!\Live for yourself, goddammit!\If you're gonna die protecting this tower, forget about it!\Tear it down!\Hey! response:	H-Hey! She's really tearing it down!
context: Don't pretend like you're good, you idiot!\You wanna go out in a blaze of glory? Are you stupid?!\It's too late for you to try and get into heaven!\Live for yourself, goddammit!\If you're gonna die protecting this tower, forget about it!\Tear it down!\Hey!\H-Hey! She's really tearing it down! response:	Keep it up, Ymir!
context: You wanna go out in a blaze of glory? Are you stupid?!\It's too late for you to try and get into heaven!\Live for yourself, goddammit!\If you're gonna die protecting this tower, forget about it!\Tear it down!\Hey!\H-Hey! She's really tearing it down!\Keep it up, Ymir! response:	Want live...?
context: It's too late for you to try and get into heaven!\Live for yourself, goddammit!\If you're gonna die protecting this tower, forget about it!\Tear it down!\Hey!\H-Hey! She's really tearing it down!\Keep it up, Ymir!\Want live...? response:	Grab me!
context: Live for yourself, goddammit!\If you're gonna die protecting this tower, forget about it!\Tear it down!\Hey!\H-Hey! She's really tearing it down!\Keep it up, Ymir!\Want live...?\Grab me! response:	Titans again?
context: If you're gonna die protecting this tower, forget about it!\Tear it down!\Hey!\H-Hey! She's really tearing it down!\Keep it up, Ymir!\Want live...?\Grab me!\Titans again? response:	Hey, ugly! Go and finish the job!
context: Tear it down!\Hey!\H-Hey! She's really tearing it down!\Keep it up, Ymir!\Want live...?\Grab me!\Titans again?\Hey, ugly! Go and finish the job! response:	Ymir!
context: Hey!\H-Hey! She's really tearing it down!\Keep it up, Ymir!\Want live...?\Grab me!\Titans again?\Hey, ugly! Go and finish the job!\Ymir! response:	This looks bad.
context: H-Hey! She's really tearing it down!\Keep it up, Ymir!\Want live...?\Grab me!\Titans again?\Hey, ugly! Go and finish the job!\Ymir!\This looks bad. response:	Ymir is...
context: Keep it up, Ymir!\Want live...?\Grab me!\Titans again?\Hey, ugly! Go and finish the job!\Ymir!\This looks bad.\Ymir is... response:	This can't...
context: Want live...?\Grab me!\Titans again?\Hey, ugly! Go and finish the job!\Ymir!\This looks bad.\Ymir is...\This can't... response:	This can't...
context: Grab me!\Titans again?\Hey, ugly! Go and finish the job!\Ymir!\This looks bad.\Ymir is...\This can't...\This can't... response:	Christa!
context: Titans again?\Hey, ugly! Go and finish the job!\Ymir!\This looks bad.\Ymir is...\This can't...\This can't...\Christa! response:	This can't...
context: Hey, ugly! Go and finish the job!\Ymir!\This looks bad.\Ymir is...\This can't...\This can't...\Christa!\This can't... response:	Ymir, wait!
context: Ymir!\This looks bad.\Ymir is...\This can't...\This can't...\Christa!\This can't...\Ymir, wait! response:	I still...
context: This looks bad.\Ymir is...\This can't...\This can't...\Christa!\This can't...\Ymir, wait!\I still... response:	I still-
context: Ymir is...\This can't...\This can't...\Christa!\This can't...\Ymir, wait!\I still...\I still- response:	I still haven't told you my real name!
context: This can't...\This can't...\Christa!\This can't...\Ymir, wait!\I still...\I still-\I still haven't told you my real name! response:	Wait...
context: This can't...\Christa!\This can't...\Ymir, wait!\I still...\I still-\I still haven't told you my real name!\Wait... response:	I still...
context: Christa!\This can't...\Ymir, wait!\I still...\I still-\I still haven't told you my real name!\Wait...\I still... response:	Christa. Everyone, get back.
context: This can't...\Ymir, wait!\I still...\I still-\I still haven't told you my real name!\Wait...\I still...\Christa. Everyone, get back. response:	We've got this.
context: Ymir, wait!\I still...\I still-\I still haven't told you my real name!\Wait...\I still...\Christa. Everyone, get back.\We've got this. response:	Leave the rest to us.
context: I still...\I still-\I still haven't told you my real name!\Wait...\I still...\Christa. Everyone, get back.\We've got this.\Leave the rest to us. response:	Mikasa!
context: I still-\I still haven't told you my real name!\Wait...\I still...\Christa. Everyone, get back.\We've got this.\Leave the rest to us.\Mikasa! response:	Have the others disperse and cover the area!
context: I still haven't told you my real name!\Wait...\I still...\Christa. Everyone, get back.\We've got this.\Leave the rest to us.\Mikasa!\Have the others disperse and cover the area! response:	The rest of us will attack where the Titans are gathering!
context: Wait...\I still...\Christa. Everyone, get back.\We've got this.\Leave the rest to us.\Mikasa!\Have the others disperse and cover the area!\The rest of us will attack where the Titans are gathering! response:	Got it!
context: I still...\Christa. Everyone, get back.\We've got this.\Leave the rest to us.\Mikasa!\Have the others disperse and cover the area!\The rest of us will attack where the Titans are gathering!\Got it! response:	Hey!
context: Christa. Everyone, get back.\We've got this.\Leave the rest to us.\Mikasa!\Have the others disperse and cover the area!\The rest of us will attack where the Titans are gathering!\Got it!\Hey! response:	We don't need you to be a part of the attack!
context: We've got this.\Leave the rest to us.\Mikasa!\Have the others disperse and cover the area!\The rest of us will attack where the Titans are gathering!\Got it!\Hey!\We don't need you to be a part of the attack! response:	Die!
context: Leave the rest to us.\Mikasa!\Have the others disperse and cover the area!\The rest of us will attack where the Titans are gathering!\Got it!\Hey!\We don't need you to be a part of the attack!\Die! response:	I did it! My first kill!
context: Mikasa!\Have the others disperse and cover the area!\The rest of us will attack where the Titans are gathering!\Got it!\Hey!\We don't need you to be a part of the attack!\Die!\I did it! My first kill! response:	You moron! I told you to stay back, Eren!
context: Have the others disperse and cover the area!\The rest of us will attack where the Titans are gathering!\Got it!\Hey!\We don't need you to be a part of the attack!\Die!\I did it! My first kill!\You moron! I told you to stay back, Eren! response:	Right! I'm sorry!
context: The rest of us will attack where the Titans are gathering!\Got it!\Hey!\We don't need you to be a part of the attack!\Die!\I did it! My first kill!\You moron! I told you to stay back, Eren!\Right! I'm sorry! response:	Ouch...
context: Got it!\Hey!\We don't need you to be a part of the attack!\Die!\I did it! My first kill!\You moron! I told you to stay back, Eren!\Right! I'm sorry!\Ouch... response:	Hey!
context: Hey!\We don't need you to be a part of the attack!\Die!\I did it! My first kill!\You moron! I told you to stay back, Eren!\Right! I'm sorry!\Ouch...\Hey! response:	Eren!
context: We don't need you to be a part of the attack!\Die!\I did it! My first kill!\You moron! I told you to stay back, Eren!\Right! I'm sorry!\Ouch...\Hey!\Eren! response:	You guys!
context: Die!\I did it! My first kill!\You moron! I told you to stay back, Eren!\Right! I'm sorry!\Ouch...\Hey!\Eren!\You guys! response:	It can't be...
context: I did it! My first kill!\You moron! I told you to stay back, Eren!\Right! I'm sorry!\Ouch...\Hey!\Eren!\You guys!\It can't be... response:	Ymir is...
context: You moron! I told you to stay back, Eren!\Right! I'm sorry!\Ouch...\Hey!\Eren!\You guys!\It can't be...\Ymir is... response:	Ymir...
context: Right! I'm sorry!\Ouch...\Hey!\Eren!\You guys!\It can't be...\Ymir is...\Ymir... response:	My real name...
context: Ouch...\Hey!\Eren!\You guys!\It can't be...\Ymir is...\Ymir...\My real name... response:	There was no damage seen along Wall Rose.
context: Hey!\Eren!\You guys!\It can't be...\Ymir is...\Ymir...\My real name...\There was no damage seen along Wall Rose. response:	Then how is it that Titans appeared on the inside of the wall?
context: Eren!\You guys!\It can't be...\Ymir is...\Ymir...\My real name...\There was no damage seen along Wall Rose.\Then how is it that Titans appeared on the inside of the wall? response:	Thrown into confusion,
context: You guys!\It can't be...\Ymir is...\Ymir...\My real name...\There was no damage seen along Wall Rose.\Then how is it that Titans appeared on the inside of the wall?\Thrown into confusion, response:	the Scouts decide to return to
context: It can't be...\Ymir is...\Ymir...\My real name...\There was no damage seen along Wall Rose.\Then how is it that Titans appeared on the inside of the wall?\Thrown into confusion,\the Scouts decide to return to response:	Trost with doubts weighing heavily on their mind.
context: Ymir is...\Ymir...\My real name...\There was no damage seen along Wall Rose.\Then how is it that Titans appeared on the inside of the wall?\Thrown into confusion,\the Scouts decide to return to\Trost with doubts weighing heavily on their mind. response:	However...
context: Ymir...\My real name...\There was no damage seen along Wall Rose.\Then how is it that Titans appeared on the inside of the wall?\Thrown into confusion,\the Scouts decide to return to\Trost with doubts weighing heavily on their mind.\However... response:	Warrior
