context: Hey, Rin! response:	Rin! Come on!
context: The Messiah can be launched anytime on my command,\but the Gehenna Gate needs to be opened first.\The Gehenna Gate?\It literally is a gate in space-time between Assiah and Gehenna.\It is believed that only Satan can open it, but we managed to create an artificial one.\To maintain the Gate for a longer time, we need immense amounts of demon blood.\Can Rin really become human again if we destroy Gehenna?\Not only Rin, but you as well. response:	Did you think I'm not aware of your secret, my grandson?
context: but the Gehenna Gate needs to be opened first.\The Gehenna Gate?\It literally is a gate in space-time between Assiah and Gehenna.\It is believed that only Satan can open it, but we managed to create an artificial one.\To maintain the Gate for a longer time, we need immense amounts of demon blood.\Can Rin really become human again if we destroy Gehenna?\Not only Rin, but you as well.\Did you think I'm not aware of your secret, my grandson? response:	Hey guys, what are you eating?
context: The Gehenna Gate?\It literally is a gate in space-time between Assiah and Gehenna.\It is believed that only Satan can open it, but we managed to create an artificial one.\To maintain the Gate for a longer time, we need immense amounts of demon blood.\Can Rin really become human again if we destroy Gehenna?\Not only Rin, but you as well.\Did you think I'm not aware of your secret, my grandson?\Hey guys, what are you eating? response:	Good work today!
context: It literally is a gate in space-time between Assiah and Gehenna.\It is believed that only Satan can open it, but we managed to create an artificial one.\To maintain the Gate for a longer time, we need immense amounts of demon blood.\Can Rin really become human again if we destroy Gehenna?\Not only Rin, but you as well.\Did you think I'm not aware of your secret, my grandson?\Hey guys, what are you eating?\Good work today! response:	These are our rations.
context: It is believed that only Satan can open it, but we managed to create an artificial one.\To maintain the Gate for a longer time, we need immense amounts of demon blood.\Can Rin really become human again if we destroy Gehenna?\Not only Rin, but you as well.\Did you think I'm not aware of your secret, my grandson?\Hey guys, what are you eating?\Good work today!\These are our rations. response:	We got yours too while there were some left.
context: To maintain the Gate for a longer time, we need immense amounts of demon blood.\Can Rin really become human again if we destroy Gehenna?\Not only Rin, but you as well.\Did you think I'm not aware of your secret, my grandson?\Hey guys, what are you eating?\Good work today!\These are our rations.\We got yours too while there were some left. response:	Ah, thanks.
context: Can Rin really become human again if we destroy Gehenna?\Not only Rin, but you as well.\Did you think I'm not aware of your secret, my grandson?\Hey guys, what are you eating?\Good work today!\These are our rations.\We got yours too while there were some left.\Ah, thanks. response:	Rin, me too!
context: Not only Rin, but you as well.\Did you think I'm not aware of your secret, my grandson?\Hey guys, what are you eating?\Good work today!\These are our rations.\We got yours too while there were some left.\Ah, thanks.\Rin, me too! response:	Don't worry, you'll get some too.
context: Did you think I'm not aware of your secret, my grandson?\Hey guys, what are you eating?\Good work today!\These are our rations.\We got yours too while there were some left.\Ah, thanks.\Rin, me too!\Don't worry, you'll get some too. response:	How can you even think about eating?
context: Hey guys, what are you eating?\Good work today!\These are our rations.\We got yours too while there were some left.\Ah, thanks.\Rin, me too!\Don't worry, you'll get some too.\How can you even think about eating? response:	Huh?
context: Good work today!\These are our rations.\We got yours too while there were some left.\Ah, thanks.\Rin, me too!\Don't worry, you'll get some too.\How can you even think about eating?\Huh? response:	Shiemi...
context: These are our rations.\We got yours too while there were some left.\Ah, thanks.\Rin, me too!\Don't worry, you'll get some too.\How can you even think about eating?\Huh?\Shiemi... response:	A boar!
context: We got yours too while there were some left.\Ah, thanks.\Rin, me too!\Don't worry, you'll get some too.\How can you even think about eating?\Huh?\Shiemi...\A boar! response:	Retreat! Retreat!
context: Ah, thanks.\Rin, me too!\Don't worry, you'll get some too.\How can you even think about eating?\Huh?\Shiemi...\A boar!\Retreat! Retreat! response:	Yukio...
context: Rin, me too!\Don't worry, you'll get some too.\How can you even think about eating?\Huh?\Shiemi...\A boar!\Retreat! Retreat!\Yukio... response:	You will pay for this, humans.
context: Don't worry, you'll get some too.\How can you even think about eating?\Huh?\Shiemi...\A boar!\Retreat! Retreat!\Yukio...\You will pay for this, humans. response:	You hurt my kin... We have protected this forest for over 2000 years!
context: How can you even think about eating?\Huh?\Shiemi...\A boar!\Retreat! Retreat!\Yukio...\You will pay for this, humans.\You hurt my kin... We have protected this forest for over 2000 years! response:	He's the Lord of this forest?
context: Huh?\Shiemi...\A boar!\Retreat! Retreat!\Yukio...\You will pay for this, humans.\You hurt my kin... We have protected this forest for over 2000 years!\He's the Lord of this forest? response:	Hey, wait! He's...
context: Shiemi...\A boar!\Retreat! Retreat!\Yukio...\You will pay for this, humans.\You hurt my kin... We have protected this forest for over 2000 years!\He's the Lord of this forest?\Hey, wait! He's... response:	What are you doing, Yukio?!
context: A boar!\Retreat! Retreat!\Yukio...\You will pay for this, humans.\You hurt my kin... We have protected this forest for over 2000 years!\He's the Lord of this forest?\Hey, wait! He's...\What are you doing, Yukio?! response:	What do you mean? I'm hunting demons.
context: Retreat! Retreat!\Yukio...\You will pay for this, humans.\You hurt my kin... We have protected this forest for over 2000 years!\He's the Lord of this forest?\Hey, wait! He's...\What are you doing, Yukio?!\What do you mean? I'm hunting demons. response:	He was the Lord of this forest! He was just angry because we killed his kin!
context: Yukio...\You will pay for this, humans.\You hurt my kin... We have protected this forest for over 2000 years!\He's the Lord of this forest?\Hey, wait! He's...\What are you doing, Yukio?!\What do you mean? I'm hunting demons.\He was the Lord of this forest! He was just angry because we killed his kin! response:	I am ordered to eliminate every demon from this world.
context: You will pay for this, humans.\You hurt my kin... We have protected this forest for over 2000 years!\He's the Lord of this forest?\Hey, wait! He's...\What are you doing, Yukio?!\What do you mean? I'm hunting demons.\He was the Lord of this forest! He was just angry because we killed his kin!\I am ordered to eliminate every demon from this world. response:	Every?
context: You hurt my kin... We have protected this forest for over 2000 years!\He's the Lord of this forest?\Hey, wait! He's...\What are you doing, Yukio?!\What do you mean? I'm hunting demons.\He was the Lord of this forest! He was just angry because we killed his kin!\I am ordered to eliminate every demon from this world.\Every? response:	What about Blackie and Ukobach and Izumo's Gods of Harvest?
context: He's the Lord of this forest?\Hey, wait! He's...\What are you doing, Yukio?!\What do you mean? I'm hunting demons.\He was the Lord of this forest! He was just angry because we killed his kin!\I am ordered to eliminate every demon from this world.\Every?\What about Blackie and Ukobach and Izumo's Gods of Harvest? response:	Are you saying you're gonna kill them too?!
context: Hey, wait! He's...\What are you doing, Yukio?!\What do you mean? I'm hunting demons.\He was the Lord of this forest! He was just angry because we killed his kin!\I am ordered to eliminate every demon from this world.\Every?\What about Blackie and Ukobach and Izumo's Gods of Harvest?\Are you saying you're gonna kill them too?! response:	Exactly. Just as you say.
context: What are you doing, Yukio?!\What do you mean? I'm hunting demons.\He was the Lord of this forest! He was just angry because we killed his kin!\I am ordered to eliminate every demon from this world.\Every?\What about Blackie and Ukobach and Izumo's Gods of Harvest?\Are you saying you're gonna kill them too?!\Exactly. Just as you say. response:	We must get rid of every single demon.
context: What do you mean? I'm hunting demons.\He was the Lord of this forest! He was just angry because we killed his kin!\I am ordered to eliminate every demon from this world.\Every?\What about Blackie and Ukobach and Izumo's Gods of Harvest?\Are you saying you're gonna kill them too?!\Exactly. Just as you say.\We must get rid of every single demon. response:	Stop!
context: He was the Lord of this forest! He was just angry because we killed his kin!\I am ordered to eliminate every demon from this world.\Every?\What about Blackie and Ukobach and Izumo's Gods of Harvest?\Are you saying you're gonna kill them too?!\Exactly. Just as you say.\We must get rid of every single demon.\Stop! response:	Are you serious?
context: I am ordered to eliminate every demon from this world.\Every?\What about Blackie and Ukobach and Izumo's Gods of Harvest?\Are you saying you're gonna kill them too?!\Exactly. Just as you say.\We must get rid of every single demon.\Stop!\Are you serious? response:	Let go, Rin.
context: Every?\What about Blackie and Ukobach and Izumo's Gods of Harvest?\Are you saying you're gonna kill them too?!\Exactly. Just as you say.\We must get rid of every single demon.\Stop!\Are you serious?\Let go, Rin. response:	Do you really want to kill every demon there is?
context: What about Blackie and Ukobach and Izumo's Gods of Harvest?\Are you saying you're gonna kill them too?!\Exactly. Just as you say.\We must get rid of every single demon.\Stop!\Are you serious?\Let go, Rin.\Do you really want to kill every demon there is? response:	Exorcists are not butchers!
context: Are you saying you're gonna kill them too?!\Exactly. Just as you say.\We must get rid of every single demon.\Stop!\Are you serious?\Let go, Rin.\Do you really want to kill every demon there is?\Exorcists are not butchers! response:	I said let go!
context: Exactly. Just as you say.\We must get rid of every single demon.\Stop!\Are you serious?\Let go, Rin.\Do you really want to kill every demon there is?\Exorcists are not butchers!\I said let go! response:	Rin!
context: We must get rid of every single demon.\Stop!\Are you serious?\Let go, Rin.\Do you really want to kill every demon there is?\Exorcists are not butchers!\I said let go!\Rin! response:	What did you do to him?
context: Stop!\Are you serious?\Let go, Rin.\Do you really want to kill every demon there is?\Exorcists are not butchers!\I said let go!\Rin!\What did you do to him? response:	Blackie!
context: Are you serious?\Let go, Rin.\Do you really want to kill every demon there is?\Exorcists are not butchers!\I said let go!\Rin!\What did you do to him?\Blackie! response:	Okumura speaking.
context: Let go, Rin.\Do you really want to kill every demon there is?\Exorcists are not butchers!\I said let go!\Rin!\What did you do to him?\Blackie!\Okumura speaking. response:	Yes. Understood.
context: Do you really want to kill every demon there is?\Exorcists are not butchers!\I said let go!\Rin!\What did you do to him?\Blackie!\Okumura speaking.\Yes. Understood. response:	Bourguignon. Take Rin Okumura to the Vatican Headquarters immediately.
context: Exorcists are not butchers!\I said let go!\Rin!\What did you do to him?\Blackie!\Okumura speaking.\Yes. Understood.\Bourguignon. Take Rin Okumura to the Vatican Headquarters immediately. response:	Understood.
context: I said let go!\Rin!\What did you do to him?\Blackie!\Okumura speaking.\Yes. Understood.\Bourguignon. Take Rin Okumura to the Vatican Headquarters immediately.\Understood. response:	Since when?
context: Rin!\What did you do to him?\Blackie!\Okumura speaking.\Yes. Understood.\Bourguignon. Take Rin Okumura to the Vatican Headquarters immediately.\Understood.\Since when? response:	You said the checkups all returned negative!
context: What did you do to him?\Blackie!\Okumura speaking.\Yes. Understood.\Bourguignon. Take Rin Okumura to the Vatican Headquarters immediately.\Understood.\Since when?\You said the checkups all returned negative! response:	Was that all a lie?
context: Blackie!\Okumura speaking.\Yes. Understood.\Bourguignon. Take Rin Okumura to the Vatican Headquarters immediately.\Understood.\Since when?\You said the checkups all returned negative!\Was that all a lie? response:	It's none of your business.
context: Okumura speaking.\Yes. Understood.\Bourguignon. Take Rin Okumura to the Vatican Headquarters immediately.\Understood.\Since when?\You said the checkups all returned negative!\Was that all a lie?\It's none of your business. response:	Yukio!
context: Yes. Understood.\Bourguignon. Take Rin Okumura to the Vatican Headquarters immediately.\Understood.\Since when?\You said the checkups all returned negative!\Was that all a lie?\It's none of your business.\Yukio! response:	If this plan succeeds we all will be saved.
context: Bourguignon. Take Rin Okumura to the Vatican Headquarters immediately.\Understood.\Since when?\You said the checkups all returned negative!\Was that all a lie?\It's none of your business.\Yukio!\If this plan succeeds we all will be saved. response:	Stay out of my way!
context: Understood.\Since when?\You said the checkups all returned negative!\Was that all a lie?\It's none of your business.\Yukio!\If this plan succeeds we all will be saved.\Stay out of my way! response:	I have the authority to lock you up too!
context: Since when?\You said the checkups all returned negative!\Was that all a lie?\It's none of your business.\Yukio!\If this plan succeeds we all will be saved.\Stay out of my way!\I have the authority to lock you up too! response:	We'll be saved?
context: You said the checkups all returned negative!\Was that all a lie?\It's none of your business.\Yukio!\If this plan succeeds we all will be saved.\Stay out of my way!\I have the authority to lock you up too!\We'll be saved? response:	What are you talking about?
context: Was that all a lie?\It's none of your business.\Yukio!\If this plan succeeds we all will be saved.\Stay out of my way!\I have the authority to lock you up too!\We'll be saved?\What are you talking about? response:	Hey!
context: It's none of your business.\Yukio!\If this plan succeeds we all will be saved.\Stay out of my way!\I have the authority to lock you up too!\We'll be saved?\What are you talking about?\Hey! response:	Damn Scaredy Four-Eyes.
context: Yukio!\If this plan succeeds we all will be saved.\Stay out of my way!\I have the authority to lock you up too!\We'll be saved?\What are you talking about?\Hey!\Damn Scaredy Four-Eyes. response:	Bloodsucker weapons? What's that?
context: If this plan succeeds we all will be saved.\Stay out of my way!\I have the authority to lock you up too!\We'll be saved?\What are you talking about?\Hey!\Damn Scaredy Four-Eyes.\Bloodsucker weapons? What's that? response:	's a type o' demon swords that be suckin' human blood.
context: Stay out of my way!\I have the authority to lock you up too!\We'll be saved?\What are you talking about?\Hey!\Damn Scaredy Four-Eyes.\Bloodsucker weapons? What's that?\'s a type o' demon swords that be suckin' human blood. response:	I check'd the photo ye sent me'n' it seems t' have been possess'd by a certain count in Transylvania.
context: I have the authority to lock you up too!\We'll be saved?\What are you talking about?\Hey!\Damn Scaredy Four-Eyes.\Bloodsucker weapons? What's that?\'s a type o' demon swords that be suckin' human blood.\I check'd the photo ye sent me'n' it seems t' have been possess'd by a certain count in Transylvania. response:	Why are they making us use this kinda stuff?
context: We'll be saved?\What are you talking about?\Hey!\Damn Scaredy Four-Eyes.\Bloodsucker weapons? What's that?\'s a type o' demon swords that be suckin' human blood.\I check'd the photo ye sent me'n' it seems t' have been possess'd by a certain count in Transylvania.\Why are they making us use this kinda stuff? response:	What makes ye think I'd know?
context: What are you talking about?\Hey!\Damn Scaredy Four-Eyes.\Bloodsucker weapons? What's that?\'s a type o' demon swords that be suckin' human blood.\I check'd the photo ye sent me'n' it seems t' have been possess'd by a certain count in Transylvania.\Why are they making us use this kinda stuff?\What makes ye think I'd know? response:	Anyway, jus' try t' use'em as lil' as possible.
context: Hey!\Damn Scaredy Four-Eyes.\Bloodsucker weapons? What's that?\'s a type o' demon swords that be suckin' human blood.\I check'd the photo ye sent me'n' it seems t' have been possess'd by a certain count in Transylvania.\Why are they making us use this kinda stuff?\What makes ye think I'd know?\Anyway, jus' try t' use'em as lil' as possible. response:	Thanks. Sorry I called so early.
context: Damn Scaredy Four-Eyes.\Bloodsucker weapons? What's that?\'s a type o' demon swords that be suckin' human blood.\I check'd the photo ye sent me'n' it seems t' have been possess'd by a certain count in Transylvania.\Why are they making us use this kinda stuff?\What makes ye think I'd know?\Anyway, jus' try t' use'em as lil' as possible.\Thanks. Sorry I called so early. response:	This shit just doesn't feel right.
context: Bloodsucker weapons? What's that?\'s a type o' demon swords that be suckin' human blood.\I check'd the photo ye sent me'n' it seems t' have been possess'd by a certain count in Transylvania.\Why are they making us use this kinda stuff?\What makes ye think I'd know?\Anyway, jus' try t' use'em as lil' as possible.\Thanks. Sorry I called so early.\This shit just doesn't feel right. response:	Bon, where are you going?
context: 's a type o' demon swords that be suckin' human blood.\I check'd the photo ye sent me'n' it seems t' have been possess'd by a certain count in Transylvania.\Why are they making us use this kinda stuff?\What makes ye think I'd know?\Anyway, jus' try t' use'em as lil' as possible.\Thanks. Sorry I called so early.\This shit just doesn't feel right.\Bon, where are you going? response:	To the young professor's place.
context: I check'd the photo ye sent me'n' it seems t' have been possess'd by a certain count in Transylvania.\Why are they making us use this kinda stuff?\What makes ye think I'd know?\Anyway, jus' try t' use'em as lil' as possible.\Thanks. Sorry I called so early.\This shit just doesn't feel right.\Bon, where are you going?\To the young professor's place. response:	He's in charge of this so if I ask he should tell me something.
context: Why are they making us use this kinda stuff?\What makes ye think I'd know?\Anyway, jus' try t' use'em as lil' as possible.\Thanks. Sorry I called so early.\This shit just doesn't feel right.\Bon, where are you going?\To the young professor's place.\He's in charge of this so if I ask he should tell me something. response:	As if he'd tell you anything.
context: What makes ye think I'd know?\Anyway, jus' try t' use'em as lil' as possible.\Thanks. Sorry I called so early.\This shit just doesn't feel right.\Bon, where are you going?\To the young professor's place.\He's in charge of this so if I ask he should tell me something.\As if he'd tell you anything. response:	You'd better look for a more talkative professor.
context: Anyway, jus' try t' use'em as lil' as possible.\Thanks. Sorry I called so early.\This shit just doesn't feel right.\Bon, where are you going?\To the young professor's place.\He's in charge of this so if I ask he should tell me something.\As if he'd tell you anything.\You'd better look for a more talkative professor. response:	Talkative?
context: Thanks. Sorry I called so early.\This shit just doesn't feel right.\Bon, where are you going?\To the young professor's place.\He's in charge of this so if I ask he should tell me something.\As if he'd tell you anything.\You'd better look for a more talkative professor.\Talkative? response:	Like Professor Tsubaki?
context: This shit just doesn't feel right.\Bon, where are you going?\To the young professor's place.\He's in charge of this so if I ask he should tell me something.\As if he'd tell you anything.\You'd better look for a more talkative professor.\Talkative?\Like Professor Tsubaki? response:	That's it!
context: Bon, where are you going?\To the young professor's place.\He's in charge of this so if I ask he should tell me something.\As if he'd tell you anything.\You'd better look for a more talkative professor.\Talkative?\Like Professor Tsubaki?\That's it! response:	Are you awake?
context: To the young professor's place.\He's in charge of this so if I ask he should tell me something.\As if he'd tell you anything.\You'd better look for a more talkative professor.\Talkative?\Like Professor Tsubaki?\That's it!\Are you awake? response:	Mephisto?
context: He's in charge of this so if I ask he should tell me something.\As if he'd tell you anything.\You'd better look for a more talkative professor.\Talkative?\Like Professor Tsubaki?\That's it!\Are you awake?\Mephisto? response:	Where are we?
context: As if he'd tell you anything.\You'd better look for a more talkative professor.\Talkative?\Like Professor Tsubaki?\That's it!\Are you awake?\Mephisto?\Where are we? response:	This is the lowest level of the Vatican Headquarters,
context: You'd better look for a more talkative professor.\Talkative?\Like Professor Tsubaki?\That's it!\Are you awake?\Mephisto?\Where are we?\This is the lowest level of the Vatican Headquarters, response:	and this prison is often called the Cocytus.
context: Talkative?\Like Professor Tsubaki?\That's it!\Are you awake?\Mephisto?\Where are we?\This is the lowest level of the Vatican Headquarters,\and this prison is often called the Cocytus. response:	A prison?
context: Like Professor Tsubaki?\That's it!\Are you awake?\Mephisto?\Where are we?\This is the lowest level of the Vatican Headquarters,\and this prison is often called the Cocytus.\A prison? response:	It surprises me greatly to meet you here.
context: That's it!\Are you awake?\Mephisto?\Where are we?\This is the lowest level of the Vatican Headquarters,\and this prison is often called the Cocytus.\A prison?\It surprises me greatly to meet you here. response:	Pray tell me the details of how you ended up here?
context: Are you awake?\Mephisto?\Where are we?\This is the lowest level of the Vatican Headquarters,\and this prison is often called the Cocytus.\A prison?\It surprises me greatly to meet you here.\Pray tell me the details of how you ended up here? response:	Professor Okumura as Paladin?
context: Mephisto?\Where are we?\This is the lowest level of the Vatican Headquarters,\and this prison is often called the Cocytus.\A prison?\It surprises me greatly to meet you here.\Pray tell me the details of how you ended up here?\Professor Okumura as Paladin? response:	And he engaged in a demon hunt...
context: Where are we?\This is the lowest level of the Vatican Headquarters,\and this prison is often called the Cocytus.\A prison?\It surprises me greatly to meet you here.\Pray tell me the details of how you ended up here?\Professor Okumura as Paladin?\And he engaged in a demon hunt... response:	This is most fascinating.
context: This is the lowest level of the Vatican Headquarters,\and this prison is often called the Cocytus.\A prison?\It surprises me greatly to meet you here.\Pray tell me the details of how you ended up here?\Professor Okumura as Paladin?\And he engaged in a demon hunt...\This is most fascinating. response:	So why are you locked up?
context: and this prison is often called the Cocytus.\A prison?\It surprises me greatly to meet you here.\Pray tell me the details of how you ended up here?\Professor Okumura as Paladin?\And he engaged in a demon hunt...\This is most fascinating.\So why are you locked up? response:	Eins, zwei, drei!
context: A prison?\It surprises me greatly to meet you here.\Pray tell me the details of how you ended up here?\Professor Okumura as Paladin?\And he engaged in a demon hunt...\This is most fascinating.\So why are you locked up?\Eins, zwei, drei! response:	It happened 500 years ago.
context: It surprises me greatly to meet you here.\Pray tell me the details of how you ended up here?\Professor Okumura as Paladin?\And he engaged in a demon hunt...\This is most fascinating.\So why are you locked up?\Eins, zwei, drei!\It happened 500 years ago. response:	Picture cards?
context: Pray tell me the details of how you ended up here?\Professor Okumura as Paladin?\And he engaged in a demon hunt...\This is most fascinating.\So why are you locked up?\Eins, zwei, drei!\It happened 500 years ago.\Picture cards? response:	I, Johann Faust, was immersed in the most advanced branch of science of the time, artificial life research.
context: Professor Okumura as Paladin?\And he engaged in a demon hunt...\This is most fascinating.\So why are you locked up?\Eins, zwei, drei!\It happened 500 years ago.\Picture cards?\I, Johann Faust, was immersed in the most advanced branch of science of the time, artificial life research. response:	I totally can't see the resemblance...
context: And he engaged in a demon hunt...\This is most fascinating.\So why are you locked up?\Eins, zwei, drei!\It happened 500 years ago.\Picture cards?\I, Johann Faust, was immersed in the most advanced branch of science of the time, artificial life research.\I totally can't see the resemblance... response:	Keep your comments to yourself.
context: This is most fascinating.\So why are you locked up?\Eins, zwei, drei!\It happened 500 years ago.\Picture cards?\I, Johann Faust, was immersed in the most advanced branch of science of the time, artificial life research.\I totally can't see the resemblance...\Keep your comments to yourself. response:	When the Vatican forbid every aspect of creating life,
context: So why are you locked up?\Eins, zwei, drei!\It happened 500 years ago.\Picture cards?\I, Johann Faust, was immersed in the most advanced branch of science of the time, artificial life research.\I totally can't see the resemblance...\Keep your comments to yourself.\When the Vatican forbid every aspect of creating life, response:	I left my laboratory to my students,
context: Eins, zwei, drei!\It happened 500 years ago.\Picture cards?\I, Johann Faust, was immersed in the most advanced branch of science of the time, artificial life research.\I totally can't see the resemblance...\Keep your comments to yourself.\When the Vatican forbid every aspect of creating life,\I left my laboratory to my students, response:	but apparently they continued my line of research.
context: It happened 500 years ago.\Picture cards?\I, Johann Faust, was immersed in the most advanced branch of science of the time, artificial life research.\I totally can't see the resemblance...\Keep your comments to yourself.\When the Vatican forbid every aspect of creating life,\I left my laboratory to my students,\but apparently they continued my line of research. response:	And that's...
context: Picture cards?\I, Johann Faust, was immersed in the most advanced branch of science of the time, artificial life research.\I totally can't see the resemblance...\Keep your comments to yourself.\When the Vatican forbid every aspect of creating life,\I left my laboratory to my students,\but apparently they continued my line of research.\And that's... response:	Indeed.
context: I, Johann Faust, was immersed in the most advanced branch of science of the time, artificial life research.\I totally can't see the resemblance...\Keep your comments to yourself.\When the Vatican forbid every aspect of creating life,\I left my laboratory to my students,\but apparently they continued my line of research.\And that's...\Indeed. response:	The laboratory is located in Poland.
context: I totally can't see the resemblance...\Keep your comments to yourself.\When the Vatican forbid every aspect of creating life,\I left my laboratory to my students,\but apparently they continued my line of research.\And that's...\Indeed.\The laboratory is located in Poland. response:	Neuhaus is the student of my student's student, and so on and so forth.
context: Keep your comments to yourself.\When the Vatican forbid every aspect of creating life,\I left my laboratory to my students,\but apparently they continued my line of research.\And that's...\Indeed.\The laboratory is located in Poland.\Neuhaus is the student of my student's student, and so on and so forth. response:	Wait a sec. Professor Neuhaus said that someone revived his wife.
context: When the Vatican forbid every aspect of creating life,\I left my laboratory to my students,\but apparently they continued my line of research.\And that's...\Indeed.\The laboratory is located in Poland.\Neuhaus is the student of my student's student, and so on and so forth.\Wait a sec. Professor Neuhaus said that someone revived his wife. response:	Most likely that someone set a trap for him.
context: I left my laboratory to my students,\but apparently they continued my line of research.\And that's...\Indeed.\The laboratory is located in Poland.\Neuhaus is the student of my student's student, and so on and so forth.\Wait a sec. Professor Neuhaus said that someone revived his wife.\Most likely that someone set a trap for him. response:	Someone? Who?
context: but apparently they continued my line of research.\And that's...\Indeed.\The laboratory is located in Poland.\Neuhaus is the student of my student's student, and so on and so forth.\Wait a sec. Professor Neuhaus said that someone revived his wife.\Most likely that someone set a trap for him.\Someone? Who? response:	Someone who dislikes me, of course.
context: And that's...\Indeed.\The laboratory is located in Poland.\Neuhaus is the student of my student's student, and so on and so forth.\Wait a sec. Professor Neuhaus said that someone revived his wife.\Most likely that someone set a trap for him.\Someone? Who?\Someone who dislikes me, of course. response:	Thank you for the important information.
context: Indeed.\The laboratory is located in Poland.\Neuhaus is the student of my student's student, and so on and so forth.\Wait a sec. Professor Neuhaus said that someone revived his wife.\Most likely that someone set a trap for him.\Someone? Who?\Someone who dislikes me, of course.\Thank you for the important information. response:	It is about time I take my leave.
context: The laboratory is located in Poland.\Neuhaus is the student of my student's student, and so on and so forth.\Wait a sec. Professor Neuhaus said that someone revived his wife.\Most likely that someone set a trap for him.\Someone? Who?\Someone who dislikes me, of course.\Thank you for the important information.\It is about time I take my leave. response:	Wait a second!
context: Neuhaus is the student of my student's student, and so on and so forth.\Wait a sec. Professor Neuhaus said that someone revived his wife.\Most likely that someone set a trap for him.\Someone? Who?\Someone who dislikes me, of course.\Thank you for the important information.\It is about time I take my leave.\Wait a second! response:	Take me with you!
context: Wait a sec. Professor Neuhaus said that someone revived his wife.\Most likely that someone set a trap for him.\Someone? Who?\Someone who dislikes me, of course.\Thank you for the important information.\It is about time I take my leave.\Wait a second!\Take me with you! response:	I refuse. Can you not hear the bells signaling the start of the play?
context: Most likely that someone set a trap for him.\Someone? Who?\Someone who dislikes me, of course.\Thank you for the important information.\It is about time I take my leave.\Wait a second!\Take me with you!\I refuse. Can you not hear the bells signaling the start of the play? response:	I have no intention to miss a moment of this wonderful show.
context: Someone? Who?\Someone who dislikes me, of course.\Thank you for the important information.\It is about time I take my leave.\Wait a second!\Take me with you!\I refuse. Can you not hear the bells signaling the start of the play?\I have no intention to miss a moment of this wonderful show. response:	Then, if I may beg your pardon.
context: Someone who dislikes me, of course.\Thank you for the important information.\It is about time I take my leave.\Wait a second!\Take me with you!\I refuse. Can you not hear the bells signaling the start of the play?\I have no intention to miss a moment of this wonderful show.\Then, if I may beg your pardon. response:	Hey, wait! You damn clown! I said wait!
context: Thank you for the important information.\It is about time I take my leave.\Wait a second!\Take me with you!\I refuse. Can you not hear the bells signaling the start of the play?\I have no intention to miss a moment of this wonderful show.\Then, if I may beg your pardon.\Hey, wait! You damn clown! I said wait! response:	Your Eminence, Mephisto has...
context: It is about time I take my leave.\Wait a second!\Take me with you!\I refuse. Can you not hear the bells signaling the start of the play?\I have no intention to miss a moment of this wonderful show.\Then, if I may beg your pardon.\Hey, wait! You damn clown! I said wait!\Your Eminence, Mephisto has... response:	Sir Auguste.
context: Wait a second!\Take me with you!\I refuse. Can you not hear the bells signaling the start of the play?\I have no intention to miss a moment of this wonderful show.\Then, if I may beg your pardon.\Hey, wait! You damn clown! I said wait!\Your Eminence, Mephisto has...\Sir Auguste. response:	You and Bourguignon are to bolster the defence.
context: Take me with you!\I refuse. Can you not hear the bells signaling the start of the play?\I have no intention to miss a moment of this wonderful show.\Then, if I may beg your pardon.\Hey, wait! You damn clown! I said wait!\Your Eminence, Mephisto has...\Sir Auguste.\You and Bourguignon are to bolster the defence. response:	No one may interrupt the ceremony we will be performing.
context: I refuse. Can you not hear the bells signaling the start of the play?\I have no intention to miss a moment of this wonderful show.\Then, if I may beg your pardon.\Hey, wait! You damn clown! I said wait!\Your Eminence, Mephisto has...\Sir Auguste.\You and Bourguignon are to bolster the defence.\No one may interrupt the ceremony we will be performing. response:	As you command.
context: I have no intention to miss a moment of this wonderful show.\Then, if I may beg your pardon.\Hey, wait! You damn clown! I said wait!\Your Eminence, Mephisto has...\Sir Auguste.\You and Bourguignon are to bolster the defence.\No one may interrupt the ceremony we will be performing.\As you command. response:	I see. Now that I meet you in person I see the resemblance to Yuri is even greater.
context: Then, if I may beg your pardon.\Hey, wait! You damn clown! I said wait!\Your Eminence, Mephisto has...\Sir Auguste.\You and Bourguignon are to bolster the defence.\No one may interrupt the ceremony we will be performing.\As you command.\I see. Now that I meet you in person I see the resemblance to Yuri is even greater. response:	Who are you?
context: Hey, wait! You damn clown! I said wait!\Your Eminence, Mephisto has...\Sir Auguste.\You and Bourguignon are to bolster the defence.\No one may interrupt the ceremony we will be performing.\As you command.\I see. Now that I meet you in person I see the resemblance to Yuri is even greater.\Who are you? response:	I am Ernst Frederik Egin. Nice to meet you, my grandson.
context: Your Eminence, Mephisto has...\Sir Auguste.\You and Bourguignon are to bolster the defence.\No one may interrupt the ceremony we will be performing.\As you command.\I see. Now that I meet you in person I see the resemblance to Yuri is even greater.\Who are you?\I am Ernst Frederik Egin. Nice to meet you, my grandson. response:	Okumura got sentenced to death?
context: Sir Auguste.\You and Bourguignon are to bolster the defence.\No one may interrupt the ceremony we will be performing.\As you command.\I see. Now that I meet you in person I see the resemblance to Yuri is even greater.\Who are you?\I am Ernst Frederik Egin. Nice to meet you, my grandson.\Okumura got sentenced to death? response:	Why would they do that?
