context: The Other House response:	While I was hanging up the laundry, the phone rang.
context: Take care.\After Rei left, I started preparing dinner in the kitchen.\As always.\Even if no one calls me, I stand here every day.\I make dinner and wait for everyone.\That night, I had a dream.\In the dream, Rei was really my son.\Now that he was my son, response:	Rei was sprawled out in the living room, eating junk food, watching TV,
context: After Rei left, I started preparing dinner in the kitchen.\As always.\Even if no one calls me, I stand here every day.\I make dinner and wait for everyone.\That night, I had a dream.\In the dream, Rei was really my son.\Now that he was my son,\Rei was sprawled out in the living room, eating junk food, watching TV, response:	and when I told him to go to bed, he retorted, Oh, be quiet!
context: As always.\Even if no one calls me, I stand here every day.\I make dinner and wait for everyone.\That night, I had a dream.\In the dream, Rei was really my son.\Now that he was my son,\Rei was sprawled out in the living room, eating junk food, watching TV,\and when I told him to go to bed, he retorted, Oh, be quiet! response:	I thought to myself, Well! He's the same as Ayumu and Kyouko.
context: Even if no one calls me, I stand here every day.\I make dinner and wait for everyone.\That night, I had a dream.\In the dream, Rei was really my son.\Now that he was my son,\Rei was sprawled out in the living room, eating junk food, watching TV,\and when I told him to go to bed, he retorted, Oh, be quiet!\I thought to myself, Well! He's the same as Ayumu and Kyouko. response:	I was disappointed and yet also...
context: I make dinner and wait for everyone.\That night, I had a dream.\In the dream, Rei was really my son.\Now that he was my son,\Rei was sprawled out in the living room, eating junk food, watching TV,\and when I told him to go to bed, he retorted, Oh, be quiet!\I thought to myself, Well! He's the same as Ayumu and Kyouko.\I was disappointed and yet also... response:	profoundly relieved.
context: That night, I had a dream.\In the dream, Rei was really my son.\Now that he was my son,\Rei was sprawled out in the living room, eating junk food, watching TV,\and when I told him to go to bed, he retorted, Oh, be quiet!\I thought to myself, Well! He's the same as Ayumu and Kyouko.\I was disappointed and yet also...\profoundly relieved. response:	The Other House
context: In the dream, Rei was really my son.\Now that he was my son,\Rei was sprawled out in the living room, eating junk food, watching TV,\and when I told him to go to bed, he retorted, Oh, be quiet!\I thought to myself, Well! He's the same as Ayumu and Kyouko.\I was disappointed and yet also...\profoundly relieved.\The Other House response:	Child of March Town
context: Now that he was my son,\Rei was sprawled out in the living room, eating junk food, watching TV,\and when I told him to go to bed, he retorted, Oh, be quiet!\I thought to myself, Well! He's the same as Ayumu and Kyouko.\I was disappointed and yet also...\profoundly relieved.\The Other House\Child of March Town response:	Let's go to a monjayaki place.
context: Rei was sprawled out in the living room, eating junk food, watching TV,\and when I told him to go to bed, he retorted, Oh, be quiet!\I thought to myself, Well! He's the same as Ayumu and Kyouko.\I was disappointed and yet also...\profoundly relieved.\The Other House\Child of March Town\Let's go to a monjayaki place. response:	Kiriyama invited us...
context: and when I told him to go to bed, he retorted, Oh, be quiet!\I thought to myself, Well! He's the same as Ayumu and Kyouko.\I was disappointed and yet also...\profoundly relieved.\The Other House\Child of March Town\Let's go to a monjayaki place.\Kiriyama invited us... response:	before Takahashi left for Kouchi.
context: I thought to myself, Well! He's the same as Ayumu and Kyouko.\I was disappointed and yet also...\profoundly relieved.\The Other House\Child of March Town\Let's go to a monjayaki place.\Kiriyama invited us...\before Takahashi left for Kouchi. response:	MONJA JIROU
context: I was disappointed and yet also...\profoundly relieved.\The Other House\Child of March Town\Let's go to a monjayaki place.\Kiriyama invited us...\before Takahashi left for Kouchi.\MONJA JIROU response:	Well, um, both of you, congratulations on your graduation.
context: profoundly relieved.\The Other House\Child of March Town\Let's go to a monjayaki place.\Kiriyama invited us...\before Takahashi left for Kouchi.\MONJA JIROU\Well, um, both of you, congratulations on your graduation. response:	And I wish you the best of luck at the private school in Kouchi.
context: The Other House\Child of March Town\Let's go to a monjayaki place.\Kiriyama invited us...\before Takahashi left for Kouchi.\MONJA JIROU\Well, um, both of you, congratulations on your graduation.\And I wish you the best of luck at the private school in Kouchi. response:	Uh, cheer
context: Child of March Town\Let's go to a monjayaki place.\Kiriyama invited us...\before Takahashi left for Kouchi.\MONJA JIROU\Well, um, both of you, congratulations on your graduation.\And I wish you the best of luck at the private school in Kouchi.\Uh, cheer response:	Wait a second.
context: Let's go to a monjayaki place.\Kiriyama invited us...\before Takahashi left for Kouchi.\MONJA JIROU\Well, um, both of you, congratulations on your graduation.\And I wish you the best of luck at the private school in Kouchi.\Uh, cheer\Wait a second. response:	Also...
context: Kiriyama invited us...\before Takahashi left for Kouchi.\MONJA JIROU\Well, um, both of you, congratulations on your graduation.\And I wish you the best of luck at the private school in Kouchi.\Uh, cheer\Wait a second.\Also... response:	Kiriyama, congratulations on your promotion to B-2!
context: before Takahashi left for Kouchi.\MONJA JIROU\Well, um, both of you, congratulations on your graduation.\And I wish you the best of luck at the private school in Kouchi.\Uh, cheer\Wait a second.\Also...\Kiriyama, congratulations on your promotion to B-2! response:	Thank you!
context: MONJA JIROU\Well, um, both of you, congratulations on your graduation.\And I wish you the best of luck at the private school in Kouchi.\Uh, cheer\Wait a second.\Also...\Kiriyama, congratulations on your promotion to B-2!\Thank you! response:	C-Congratulations, Kiriyama!
context: Well, um, both of you, congratulations on your graduation.\And I wish you the best of luck at the private school in Kouchi.\Uh, cheer\Wait a second.\Also...\Kiriyama, congratulations on your promotion to B-2!\Thank you!\C-Congratulations, Kiriyama! response:	JUST FOUND OUT
context: And I wish you the best of luck at the private school in Kouchi.\Uh, cheer\Wait a second.\Also...\Kiriyama, congratulations on your promotion to B-2!\Thank you!\C-Congratulations, Kiriyama!\JUST FOUND OUT response:	That's amazing!
context: Uh, cheer\Wait a second.\Also...\Kiriyama, congratulations on your promotion to B-2!\Thank you!\C-Congratulations, Kiriyama!\JUST FOUND OUT\That's amazing! response:	ADMIRE
context: Wait a second.\Also...\Kiriyama, congratulations on your promotion to B-2!\Thank you!\C-Congratulations, Kiriyama!\JUST FOUND OUT\That's amazing!\ADMIRE response:	My grandpa was so psyched about personally knowing a B class shogi player.
context: Also...\Kiriyama, congratulations on your promotion to B-2!\Thank you!\C-Congratulations, Kiriyama!\JUST FOUND OUT\That's amazing!\ADMIRE\My grandpa was so psyched about personally knowing a B class shogi player. response:	Yes! My teacher made it to B class!
context: Kiriyama, congratulations on your promotion to B-2!\Thank you!\C-Congratulations, Kiriyama!\JUST FOUND OUT\That's amazing!\ADMIRE\My grandpa was so psyched about personally knowing a B class shogi player.\Yes! My teacher made it to B class! response:	He was so proud that he couldn't contain himself.
context: Thank you!\C-Congratulations, Kiriyama!\JUST FOUND OUT\That's amazing!\ADMIRE\My grandpa was so psyched about personally knowing a B class shogi player.\Yes! My teacher made it to B class!\He was so proud that he couldn't contain himself. response:	Kiriyama is a future Meijin!
context: C-Congratulations, Kiriyama!\JUST FOUND OUT\That's amazing!\ADMIRE\My grandpa was so psyched about personally knowing a B class shogi player.\Yes! My teacher made it to B class!\He was so proud that he couldn't contain himself.\Kiriyama is a future Meijin! response:	I appreciate that.
context: JUST FOUND OUT\That's amazing!\ADMIRE\My grandpa was so psyched about personally knowing a B class shogi player.\Yes! My teacher made it to B class!\He was so proud that he couldn't contain himself.\Kiriyama is a future Meijin!\I appreciate that. response:	I apologize for losing so quickly at that last NHK Cup.
context: That's amazing!\ADMIRE\My grandpa was so psyched about personally knowing a B class shogi player.\Yes! My teacher made it to B class!\He was so proud that he couldn't contain himself.\Kiriyama is a future Meijin!\I appreciate that.\I apologize for losing so quickly at that last NHK Cup. response:	And they were really looking forward to it.
context: ADMIRE\My grandpa was so psyched about personally knowing a B class shogi player.\Yes! My teacher made it to B class!\He was so proud that he couldn't contain himself.\Kiriyama is a future Meijin!\I appreciate that.\I apologize for losing so quickly at that last NHK Cup.\And they were really looking forward to it. response:	Aw, naw, Grandpa was like, Next up is the Lion King Championship!
context: My grandpa was so psyched about personally knowing a B class shogi player.\Yes! My teacher made it to B class!\He was so proud that he couldn't contain himself.\Kiriyama is a future Meijin!\I appreciate that.\I apologize for losing so quickly at that last NHK Cup.\And they were really looking forward to it.\Aw, naw, Grandpa was like, Next up is the Lion King Championship! response:	He's already excited about that.
context: Yes! My teacher made it to B class!\He was so proud that he couldn't contain himself.\Kiriyama is a future Meijin!\I appreciate that.\I apologize for losing so quickly at that last NHK Cup.\And they were really looking forward to it.\Aw, naw, Grandpa was like, Next up is the Lion King Championship!\He's already excited about that. response:	Thanks for waiting.
context: He was so proud that he couldn't contain himself.\Kiriyama is a future Meijin!\I appreciate that.\I apologize for losing so quickly at that last NHK Cup.\And they were really looking forward to it.\Aw, naw, Grandpa was like, Next up is the Lion King Championship!\He's already excited about that.\Thanks for waiting. response:	Salmon monja and mentai mochi with cheese.
context: Kiriyama is a future Meijin!\I appreciate that.\I apologize for losing so quickly at that last NHK Cup.\And they were really looking forward to it.\Aw, naw, Grandpa was like, Next up is the Lion King Championship!\He's already excited about that.\Thanks for waiting.\Salmon monja and mentai mochi with cheese. response:	- Thanks. - Thank you!
context: I appreciate that.\I apologize for losing so quickly at that last NHK Cup.\And they were really looking forward to it.\Aw, naw, Grandpa was like, Next up is the Lion King Championship!\He's already excited about that.\Thanks for waiting.\Salmon monja and mentai mochi with cheese.\- Thanks. - Thank you! response:	Kiriyama, you're totally my grandpa's idol.
context: I apologize for losing so quickly at that last NHK Cup.\And they were really looking forward to it.\Aw, naw, Grandpa was like, Next up is the Lion King Championship!\He's already excited about that.\Thanks for waiting.\Salmon monja and mentai mochi with cheese.\- Thanks. - Thank you!\Kiriyama, you're totally my grandpa's idol. response:	Before he would mostly be in bed, but recently he popped in at the neighborhood shogi club.
context: And they were really looking forward to it.\Aw, naw, Grandpa was like, Next up is the Lion King Championship!\He's already excited about that.\Thanks for waiting.\Salmon monja and mentai mochi with cheese.\- Thanks. - Thank you!\Kiriyama, you're totally my grandpa's idol.\Before he would mostly be in bed, but recently he popped in at the neighborhood shogi club. response:	SHOGI CLUB
context: Aw, naw, Grandpa was like, Next up is the Lion King Championship!\He's already excited about that.\Thanks for waiting.\Salmon monja and mentai mochi with cheese.\- Thanks. - Thank you!\Kiriyama, you're totally my grandpa's idol.\Before he would mostly be in bed, but recently he popped in at the neighborhood shogi club.\SHOGI CLUB response:	My parents are happy too that he's back on his feet.
context: He's already excited about that.\Thanks for waiting.\Salmon monja and mentai mochi with cheese.\- Thanks. - Thank you!\Kiriyama, you're totally my grandpa's idol.\Before he would mostly be in bed, but recently he popped in at the neighborhood shogi club.\SHOGI CLUB\My parents are happy too that he's back on his feet. response:	They're like, Professionals are incredible!
context: Thanks for waiting.\Salmon monja and mentai mochi with cheese.\- Thanks. - Thank you!\Kiriyama, you're totally my grandpa's idol.\Before he would mostly be in bed, but recently he popped in at the neighborhood shogi club.\SHOGI CLUB\My parents are happy too that he's back on his feet.\They're like, Professionals are incredible! response:	I want to become a professional soon, too.
context: Salmon monja and mentai mochi with cheese.\- Thanks. - Thank you!\Kiriyama, you're totally my grandpa's idol.\Before he would mostly be in bed, but recently he popped in at the neighborhood shogi club.\SHOGI CLUB\My parents are happy too that he's back on his feet.\They're like, Professionals are incredible!\I want to become a professional soon, too. response:	I want to become a professional.
context: - Thanks. - Thank you!\Kiriyama, you're totally my grandpa's idol.\Before he would mostly be in bed, but recently he popped in at the neighborhood shogi club.\SHOGI CLUB\My parents are happy too that he's back on his feet.\They're like, Professionals are incredible!\I want to become a professional soon, too.\I want to become a professional. response:	Not someday. He said soon.
context: Kiriyama, you're totally my grandpa's idol.\Before he would mostly be in bed, but recently he popped in at the neighborhood shogi club.\SHOGI CLUB\My parents are happy too that he's back on his feet.\They're like, Professionals are incredible!\I want to become a professional soon, too.\I want to become a professional.\Not someday. He said soon. response:	Oh, I'll do it.
context: Before he would mostly be in bed, but recently he popped in at the neighborhood shogi club.\SHOGI CLUB\My parents are happy too that he's back on his feet.\They're like, Professionals are incredible!\I want to become a professional soon, too.\I want to become a professional.\Not someday. He said soon.\Oh, I'll do it. response:	- Are you sure? - Leave it to me.
context: SHOGI CLUB\My parents are happy too that he's back on his feet.\They're like, Professionals are incredible!\I want to become a professional soon, too.\I want to become a professional.\Not someday. He said soon.\Oh, I'll do it.\- Are you sure? - Leave it to me. response:	That's right.
context: My parents are happy too that he's back on his feet.\They're like, Professionals are incredible!\I want to become a professional soon, too.\I want to become a professional.\Not someday. He said soon.\Oh, I'll do it.\- Are you sure? - Leave it to me.\That's right. response:	In Takahashi's mind, becoming a professional has gone from a dream to a goal.
context: They're like, Professionals are incredible!\I want to become a professional soon, too.\I want to become a professional.\Not someday. He said soon.\Oh, I'll do it.\- Are you sure? - Leave it to me.\That's right.\In Takahashi's mind, becoming a professional has gone from a dream to a goal. response:	MONJA JIROU
context: I want to become a professional soon, too.\I want to become a professional.\Not someday. He said soon.\Oh, I'll do it.\- Are you sure? - Leave it to me.\That's right.\In Takahashi's mind, becoming a professional has gone from a dream to a goal.\MONJA JIROU response:	A person who helped me back in little league is now the coach of the school in Kouchi.
context: I want to become a professional.\Not someday. He said soon.\Oh, I'll do it.\- Are you sure? - Leave it to me.\That's right.\In Takahashi's mind, becoming a professional has gone from a dream to a goal.\MONJA JIROU\A person who helped me back in little league is now the coach of the school in Kouchi. response:	All the best players are concentrated in Tokyo, and there are a lot of infielders.
context: Not someday. He said soon.\Oh, I'll do it.\- Are you sure? - Leave it to me.\That's right.\In Takahashi's mind, becoming a professional has gone from a dream to a goal.\MONJA JIROU\A person who helped me back in little league is now the coach of the school in Kouchi.\All the best players are concentrated in Tokyo, and there are a lot of infielders. response:	On top of that, there are dozens of schools.
context: Oh, I'll do it.\- Are you sure? - Leave it to me.\That's right.\In Takahashi's mind, becoming a professional has gone from a dream to a goal.\MONJA JIROU\A person who helped me back in little league is now the coach of the school in Kouchi.\All the best players are concentrated in Tokyo, and there are a lot of infielders.\On top of that, there are dozens of schools. response:	I want to raise my chances of getting to the high school nationals, even by a little.
context: - Are you sure? - Leave it to me.\That's right.\In Takahashi's mind, becoming a professional has gone from a dream to a goal.\MONJA JIROU\A person who helped me back in little league is now the coach of the school in Kouchi.\All the best players are concentrated in Tokyo, and there are a lot of infielders.\On top of that, there are dozens of schools.\I want to raise my chances of getting to the high school nationals, even by a little. response:	So I decided to go where that coach is.
context: That's right.\In Takahashi's mind, becoming a professional has gone from a dream to a goal.\MONJA JIROU\A person who helped me back in little league is now the coach of the school in Kouchi.\All the best players are concentrated in Tokyo, and there are a lot of infielders.\On top of that, there are dozens of schools.\I want to raise my chances of getting to the high school nationals, even by a little.\So I decided to go where that coach is. response:	With Takahashi's practiced hands and the clanging of the spatula,
context: In Takahashi's mind, becoming a professional has gone from a dream to a goal.\MONJA JIROU\A person who helped me back in little league is now the coach of the school in Kouchi.\All the best players are concentrated in Tokyo, and there are a lot of infielders.\On top of that, there are dozens of schools.\I want to raise my chances of getting to the high school nationals, even by a little.\So I decided to go where that coach is.\With Takahashi's practiced hands and the clanging of the spatula, response:	the familiar sizzling sound and delicious scent rose up.
context: MONJA JIROU\A person who helped me back in little league is now the coach of the school in Kouchi.\All the best players are concentrated in Tokyo, and there are a lot of infielders.\On top of that, there are dozens of schools.\I want to raise my chances of getting to the high school nationals, even by a little.\So I decided to go where that coach is.\With Takahashi's practiced hands and the clanging of the spatula,\the familiar sizzling sound and delicious scent rose up. response:	But this spring, Takahashi will be leaving March Town.
context: A person who helped me back in little league is now the coach of the school in Kouchi.\All the best players are concentrated in Tokyo, and there are a lot of infielders.\On top of that, there are dozens of schools.\I want to raise my chances of getting to the high school nationals, even by a little.\So I decided to go where that coach is.\With Takahashi's practiced hands and the clanging of the spatula,\the familiar sizzling sound and delicious scent rose up.\But this spring, Takahashi will be leaving March Town. response:	I wonder if they have monja in Kouchi.
context: All the best players are concentrated in Tokyo, and there are a lot of infielders.\On top of that, there are dozens of schools.\I want to raise my chances of getting to the high school nationals, even by a little.\So I decided to go where that coach is.\With Takahashi's practiced hands and the clanging of the spatula,\the familiar sizzling sound and delicious scent rose up.\But this spring, Takahashi will be leaving March Town.\I wonder if they have monja in Kouchi. response:	Even if they don't, I can make it. All I need is a hot plate.
context: On top of that, there are dozens of schools.\I want to raise my chances of getting to the high school nationals, even by a little.\So I decided to go where that coach is.\With Takahashi's practiced hands and the clanging of the spatula,\the familiar sizzling sound and delicious scent rose up.\But this spring, Takahashi will be leaving March Town.\I wonder if they have monja in Kouchi.\Even if they don't, I can make it. All I need is a hot plate. response:	You can get the ingredients at any supermarket, too.
context: I want to raise my chances of getting to the high school nationals, even by a little.\So I decided to go where that coach is.\With Takahashi's practiced hands and the clanging of the spatula,\the familiar sizzling sound and delicious scent rose up.\But this spring, Takahashi will be leaving March Town.\I wonder if they have monja in Kouchi.\Even if they don't, I can make it. All I need is a hot plate.\You can get the ingredients at any supermarket, too. response:	Oh, I'll be bringing some sliced squid, though.
context: So I decided to go where that coach is.\With Takahashi's practiced hands and the clanging of the spatula,\the familiar sizzling sound and delicious scent rose up.\But this spring, Takahashi will be leaving March Town.\I wonder if they have monja in Kouchi.\Even if they don't, I can make it. All I need is a hot plate.\You can get the ingredients at any supermarket, too.\Oh, I'll be bringing some sliced squid, though. response:	so I thought I'd make this as a greeting.
context: With Takahashi's practiced hands and the clanging of the spatula,\the familiar sizzling sound and delicious scent rose up.\But this spring, Takahashi will be leaving March Town.\I wonder if they have monja in Kouchi.\Even if they don't, I can make it. All I need is a hot plate.\You can get the ingredients at any supermarket, too.\Oh, I'll be bringing some sliced squid, though.\so I thought I'd make this as a greeting. response:	Kind of like saying, I'm from March Town.
context: the familiar sizzling sound and delicious scent rose up.\But this spring, Takahashi will be leaving March Town.\I wonder if they have monja in Kouchi.\Even if they don't, I can make it. All I need is a hot plate.\You can get the ingredients at any supermarket, too.\Oh, I'll be bringing some sliced squid, though.\so I thought I'd make this as a greeting.\Kind of like saying, I'm from March Town. response:	Ah, I see.
context: But this spring, Takahashi will be leaving March Town.\I wonder if they have monja in Kouchi.\Even if they don't, I can make it. All I need is a hot plate.\You can get the ingredients at any supermarket, too.\Oh, I'll be bringing some sliced squid, though.\so I thought I'd make this as a greeting.\Kind of like saying, I'm from March Town.\Ah, I see. response:	We're children of March Town.
context: I wonder if they have monja in Kouchi.\Even if they don't, I can make it. All I need is a hot plate.\You can get the ingredients at any supermarket, too.\Oh, I'll be bringing some sliced squid, though.\so I thought I'd make this as a greeting.\Kind of like saying, I'm from March Town.\Ah, I see.\We're children of March Town. response:	No matter where we go, that will never change.
context: Even if they don't, I can make it. All I need is a hot plate.\You can get the ingredients at any supermarket, too.\Oh, I'll be bringing some sliced squid, though.\so I thought I'd make this as a greeting.\Kind of like saying, I'm from March Town.\Ah, I see.\We're children of March Town.\No matter where we go, that will never change. response:	Yeah, that's a good idea.
context: You can get the ingredients at any supermarket, too.\Oh, I'll be bringing some sliced squid, though.\so I thought I'd make this as a greeting.\Kind of like saying, I'm from March Town.\Ah, I see.\We're children of March Town.\No matter where we go, that will never change.\Yeah, that's a good idea. response:	Even if they know what monja is, they probably haven't tried it yet.
context: Oh, I'll be bringing some sliced squid, though.\so I thought I'd make this as a greeting.\Kind of like saying, I'm from March Town.\Ah, I see.\We're children of March Town.\No matter where we go, that will never change.\Yeah, that's a good idea.\Even if they know what monja is, they probably haven't tried it yet. response:	Right. And I'm sure it'll be good if Takahashi makes it.
context: so I thought I'd make this as a greeting.\Kind of like saying, I'm from March Town.\Ah, I see.\We're children of March Town.\No matter where we go, that will never change.\Yeah, that's a good idea.\Even if they know what monja is, they probably haven't tried it yet.\Right. And I'm sure it'll be good if Takahashi makes it. response:	You bet!
context: Kind of like saying, I'm from March Town.\Ah, I see.\We're children of March Town.\No matter where we go, that will never change.\Yeah, that's a good idea.\Even if they know what monja is, they probably haven't tried it yet.\Right. And I'm sure it'll be good if Takahashi makes it.\You bet! response:	But Grandpa told me to at least take some spatulas for it.
context: Ah, I see.\We're children of March Town.\No matter where we go, that will never change.\Yeah, that's a good idea.\Even if they know what monja is, they probably haven't tried it yet.\Right. And I'm sure it'll be good if Takahashi makes it.\You bet!\But Grandpa told me to at least take some spatulas for it. response:	The bamboo kind to use with hot plates.
context: We're children of March Town.\No matter where we go, that will never change.\Yeah, that's a good idea.\Even if they know what monja is, they probably haven't tried it yet.\Right. And I'm sure it'll be good if Takahashi makes it.\You bet!\But Grandpa told me to at least take some spatulas for it.\The bamboo kind to use with hot plates. response:	Oh, right. They probably don't sell this little kind there. Even if they have big ones.
context: No matter where we go, that will never change.\Yeah, that's a good idea.\Even if they know what monja is, they probably haven't tried it yet.\Right. And I'm sure it'll be good if Takahashi makes it.\You bet!\But Grandpa told me to at least take some spatulas for it.\The bamboo kind to use with hot plates.\Oh, right. They probably don't sell this little kind there. Even if they have big ones. response:	It suddenly felt like I was going to cry.
context: Yeah, that's a good idea.\Even if they know what monja is, they probably haven't tried it yet.\Right. And I'm sure it'll be good if Takahashi makes it.\You bet!\But Grandpa told me to at least take some spatulas for it.\The bamboo kind to use with hot plates.\Oh, right. They probably don't sell this little kind there. Even if they have big ones.\It suddenly felt like I was going to cry. response:	He was really going to leave this place soon.
context: Even if they know what monja is, they probably haven't tried it yet.\Right. And I'm sure it'll be good if Takahashi makes it.\You bet!\But Grandpa told me to at least take some spatulas for it.\The bamboo kind to use with hot plates.\Oh, right. They probably don't sell this little kind there. Even if they have big ones.\It suddenly felt like I was going to cry.\He was really going to leave this place soon. response:	I caught myself on the verge of tears a number of times, but I held my breath.
context: Right. And I'm sure it'll be good if Takahashi makes it.\You bet!\But Grandpa told me to at least take some spatulas for it.\The bamboo kind to use with hot plates.\Oh, right. They probably don't sell this little kind there. Even if they have big ones.\It suddenly felt like I was going to cry.\He was really going to leave this place soon.\I caught myself on the verge of tears a number of times, but I held my breath. response:	When are you leaving?
context: You bet!\But Grandpa told me to at least take some spatulas for it.\The bamboo kind to use with hot plates.\Oh, right. They probably don't sell this little kind there. Even if they have big ones.\It suddenly felt like I was going to cry.\He was really going to leave this place soon.\I caught myself on the verge of tears a number of times, but I held my breath.\When are you leaving? response:	Next week Saturday.
context: But Grandpa told me to at least take some spatulas for it.\The bamboo kind to use with hot plates.\Oh, right. They probably don't sell this little kind there. Even if they have big ones.\It suddenly felt like I was going to cry.\He was really going to leave this place soon.\I caught myself on the verge of tears a number of times, but I held my breath.\When are you leaving?\Next week Saturday. response:	That's the day of the Cherry Blossom Festival.
context: The bamboo kind to use with hot plates.\Oh, right. They probably don't sell this little kind there. Even if they have big ones.\It suddenly felt like I was going to cry.\He was really going to leave this place soon.\I caught myself on the verge of tears a number of times, but I held my breath.\When are you leaving?\Next week Saturday.\That's the day of the Cherry Blossom Festival. response:	Yeah. It's too bad I have to miss it.
context: Oh, right. They probably don't sell this little kind there. Even if they have big ones.\It suddenly felt like I was going to cry.\He was really going to leave this place soon.\I caught myself on the verge of tears a number of times, but I held my breath.\When are you leaving?\Next week Saturday.\That's the day of the Cherry Blossom Festival.\Yeah. It's too bad I have to miss it. response:	Will you do another food stand, Kawamoto?
context: It suddenly felt like I was going to cry.\He was really going to leave this place soon.\I caught myself on the verge of tears a number of times, but I held my breath.\When are you leaving?\Next week Saturday.\That's the day of the Cherry Blossom Festival.\Yeah. It's too bad I have to miss it.\Will you do another food stand, Kawamoto? response:	Yeah. This time we're making sweet red bean soup. Two kinds!
context: He was really going to leave this place soon.\I caught myself on the verge of tears a number of times, but I held my breath.\When are you leaving?\Next week Saturday.\That's the day of the Cherry Blossom Festival.\Yeah. It's too bad I have to miss it.\Will you do another food stand, Kawamoto?\Yeah. This time we're making sweet red bean soup. Two kinds! response:	Cool. Good luck.
context: I caught myself on the verge of tears a number of times, but I held my breath.\When are you leaving?\Next week Saturday.\That's the day of the Cherry Blossom Festival.\Yeah. It's too bad I have to miss it.\Will you do another food stand, Kawamoto?\Yeah. This time we're making sweet red bean soup. Two kinds!\Cool. Good luck. response:	Thanks.
context: When are you leaving?\Next week Saturday.\That's the day of the Cherry Blossom Festival.\Yeah. It's too bad I have to miss it.\Will you do another food stand, Kawamoto?\Yeah. This time we're making sweet red bean soup. Two kinds!\Cool. Good luck.\Thanks. response:	This time is precious.
context: Next week Saturday.\That's the day of the Cherry Blossom Festival.\Yeah. It's too bad I have to miss it.\Will you do another food stand, Kawamoto?\Yeah. This time we're making sweet red bean soup. Two kinds!\Cool. Good luck.\Thanks.\This time is precious. response:	But it's flowing onward and I can't stop it.
context: That's the day of the Cherry Blossom Festival.\Yeah. It's too bad I have to miss it.\Will you do another food stand, Kawamoto?\Yeah. This time we're making sweet red bean soup. Two kinds!\Cool. Good luck.\Thanks.\This time is precious.\But it's flowing onward and I can't stop it. response:	I'm so happy that Rei invited me, giving me the chance to talk to Takahashi a lot at the end.
context: Yeah. It's too bad I have to miss it.\Will you do another food stand, Kawamoto?\Yeah. This time we're making sweet red bean soup. Two kinds!\Cool. Good luck.\Thanks.\This time is precious.\But it's flowing onward and I can't stop it.\I'm so happy that Rei invited me, giving me the chance to talk to Takahashi a lot at the end. response:	It's great that we got to have monja together.
context: Will you do another food stand, Kawamoto?\Yeah. This time we're making sweet red bean soup. Two kinds!\Cool. Good luck.\Thanks.\This time is precious.\But it's flowing onward and I can't stop it.\I'm so happy that Rei invited me, giving me the chance to talk to Takahashi a lot at the end.\It's great that we got to have monja together. response:	It was great.
context: Yeah. This time we're making sweet red bean soup. Two kinds!\Cool. Good luck.\Thanks.\This time is precious.\But it's flowing onward and I can't stop it.\I'm so happy that Rei invited me, giving me the chance to talk to Takahashi a lot at the end.\It's great that we got to have monja together.\It was great. response:	And so, the morning of the Cherry Blossom Festival came.
context: Cool. Good luck.\Thanks.\This time is precious.\But it's flowing onward and I can't stop it.\I'm so happy that Rei invited me, giving me the chance to talk to Takahashi a lot at the end.\It's great that we got to have monja together.\It was great.\And so, the morning of the Cherry Blossom Festival came. response:	CRESCENT MOON
context: Thanks.\This time is precious.\But it's flowing onward and I can't stop it.\I'm so happy that Rei invited me, giving me the chance to talk to Takahashi a lot at the end.\It's great that we got to have monja together.\It was great.\And so, the morning of the Cherry Blossom Festival came.\CRESCENT MOON response:	SWEET RED BEAN SOUP AZUKI WALNUT
context: This time is precious.\But it's flowing onward and I can't stop it.\I'm so happy that Rei invited me, giving me the chance to talk to Takahashi a lot at the end.\It's great that we got to have monja together.\It was great.\And so, the morning of the Cherry Blossom Festival came.\CRESCENT MOON\SWEET RED BEAN SOUP AZUKI WALNUT response:	TEA
context: But it's flowing onward and I can't stop it.\I'm so happy that Rei invited me, giving me the chance to talk to Takahashi a lot at the end.\It's great that we got to have monja together.\It was great.\And so, the morning of the Cherry Blossom Festival came.\CRESCENT MOON\SWEET RED BEAN SOUP AZUKI WALNUT\TEA response:	All right, preparations complete!
context: I'm so happy that Rei invited me, giving me the chance to talk to Takahashi a lot at the end.\It's great that we got to have monja together.\It was great.\And so, the morning of the Cherry Blossom Festival came.\CRESCENT MOON\SWEET RED BEAN SOUP AZUKI WALNUT\TEA\All right, preparations complete! response:	Shall we get started?
context: It's great that we got to have monja together.\It was great.\And so, the morning of the Cherry Blossom Festival came.\CRESCENT MOON\SWEET RED BEAN SOUP AZUKI WALNUT\TEA\All right, preparations complete!\Shall we get started? response:	Who would like some sweet red bean soup with rice dumplings?
context: It was great.\And so, the morning of the Cherry Blossom Festival came.\CRESCENT MOON\SWEET RED BEAN SOUP AZUKI WALNUT\TEA\All right, preparations complete!\Shall we get started?\Who would like some sweet red bean soup with rice dumplings? response:	Oh, Crescent Moon is serving up tasty food again.
context: And so, the morning of the Cherry Blossom Festival came.\CRESCENT MOON\SWEET RED BEAN SOUP AZUKI WALNUT\TEA\All right, preparations complete!\Shall we get started?\Who would like some sweet red bean soup with rice dumplings?\Oh, Crescent Moon is serving up tasty food again. response:	It's thick, sweet, and salty.
