context: Stop! Stop! response:	Wait for the traffic light!
context: I won't let you go to her!\Hey! Let go of me!\As if!\When did you even...?!\Too bad for you, huh?\God damn it! I won't forgive you for this!\That's my line!\I'll get to her first! response:	I'll die before I let you!
context: Hey! Let go of me!\As if!\When did you even...?!\Too bad for you, huh?\God damn it! I won't forgive you for this!\That's my line!\I'll get to her first!\I'll die before I let you! response:	You wanna fight?!
context: As if!\When did you even...?!\Too bad for you, huh?\God damn it! I won't forgive you for this!\That's my line!\I'll get to her first!\I'll die before I let you!\You wanna fight?! response:	Damn straight!
context: When did you even...?!\Too bad for you, huh?\God damn it! I won't forgive you for this!\That's my line!\I'll get to her first!\I'll die before I let you!\You wanna fight?!\Damn straight! response:	Enough!
context: Too bad for you, huh?\God damn it! I won't forgive you for this!\That's my line!\I'll get to her first!\I'll die before I let you!\You wanna fight?!\Damn straight!\Enough! response:	Fighting over her is useless.
context: God damn it! I won't forgive you for this!\That's my line!\I'll get to her first!\I'll die before I let you!\You wanna fight?!\Damn straight!\Enough!\Fighting over her is useless. response:	She doesn't want to talk to anyone right now.
context: That's my line!\I'll get to her first!\I'll die before I let you!\You wanna fight?!\Damn straight!\Enough!\Fighting over her is useless.\She doesn't want to talk to anyone right now. response:	Let her be.
context: I'll get to her first!\I'll die before I let you!\You wanna fight?!\Damn straight!\Enough!\Fighting over her is useless.\She doesn't want to talk to anyone right now.\Let her be. response:	She... wanted me to pass that along.
context: I'll die before I let you!\You wanna fight?!\Damn straight!\Enough!\Fighting over her is useless.\She doesn't want to talk to anyone right now.\Let her be.\She... wanted me to pass that along. response:	It just means she doesn't want to hear us right now.
context: You wanna fight?!\Damn straight!\Enough!\Fighting over her is useless.\She doesn't want to talk to anyone right now.\Let her be.\She... wanted me to pass that along.\It just means she doesn't want to hear us right now. response:	That's it, right?
context: Damn straight!\Enough!\Fighting over her is useless.\She doesn't want to talk to anyone right now.\Let her be.\She... wanted me to pass that along.\It just means she doesn't want to hear us right now.\That's it, right? response:	That's pretty much her answer, isn't it?
context: Enough!\Fighting over her is useless.\She doesn't want to talk to anyone right now.\Let her be.\She... wanted me to pass that along.\It just means she doesn't want to hear us right now.\That's it, right?\That's pretty much her answer, isn't it? response:	What the hell is up with that...?
context: Fighting over her is useless.\She doesn't want to talk to anyone right now.\Let her be.\She... wanted me to pass that along.\It just means she doesn't want to hear us right now.\That's it, right?\That's pretty much her answer, isn't it?\What the hell is up with that...? response:	If she doesn't want to hear us out, she should tell us to our faces.
context: She doesn't want to talk to anyone right now.\Let her be.\She... wanted me to pass that along.\It just means she doesn't want to hear us right now.\That's it, right?\That's pretty much her answer, isn't it?\What the hell is up with that...?\If she doesn't want to hear us out, she should tell us to our faces. response:	If she wants to refuse us, she should say so herself!
context: Let her be.\She... wanted me to pass that along.\It just means she doesn't want to hear us right now.\That's it, right?\That's pretty much her answer, isn't it?\What the hell is up with that...?\If she doesn't want to hear us out, she should tell us to our faces.\If she wants to refuse us, she should say so herself! response:	Please try to understand Nana's feelings.
context: She... wanted me to pass that along.\It just means she doesn't want to hear us right now.\That's it, right?\That's pretty much her answer, isn't it?\What the hell is up with that...?\If she doesn't want to hear us out, she should tell us to our faces.\If she wants to refuse us, she should say so herself!\Please try to understand Nana's feelings. response:	I can't.
context: It just means she doesn't want to hear us right now.\That's it, right?\That's pretty much her answer, isn't it?\What the hell is up with that...?\If she doesn't want to hear us out, she should tell us to our faces.\If she wants to refuse us, she should say so herself!\Please try to understand Nana's feelings.\I can't. response:	Well... I can sort of understand how Yano feels, too...
context: That's it, right?\That's pretty much her answer, isn't it?\What the hell is up with that...?\If she doesn't want to hear us out, she should tell us to our faces.\If she wants to refuse us, she should say so herself!\Please try to understand Nana's feelings.\I can't.\Well... I can sort of understand how Yano feels, too... response:	Hey. Do you know how to forget about an old love?
context: That's pretty much her answer, isn't it?\What the hell is up with that...?\If she doesn't want to hear us out, she should tell us to our faces.\If she wants to refuse us, she should say so herself!\Please try to understand Nana's feelings.\I can't.\Well... I can sort of understand how Yano feels, too...\Hey. Do you know how to forget about an old love? response:	You find a new love.
context: What the hell is up with that...?\If she doesn't want to hear us out, she should tell us to our faces.\If she wants to refuse us, she should say so herself!\Please try to understand Nana's feelings.\I can't.\Well... I can sort of understand how Yano feels, too...\Hey. Do you know how to forget about an old love?\You find a new love. response:	If that new love is true, then the old love will naturally become part of the past.
context: If she doesn't want to hear us out, she should tell us to our faces.\If she wants to refuse us, she should say so herself!\Please try to understand Nana's feelings.\I can't.\Well... I can sort of understand how Yano feels, too...\Hey. Do you know how to forget about an old love?\You find a new love.\If that new love is true, then the old love will naturally become part of the past. response:	What is... true love?
context: If she wants to refuse us, she should say so herself!\Please try to understand Nana's feelings.\I can't.\Well... I can sort of understand how Yano feels, too...\Hey. Do you know how to forget about an old love?\You find a new love.\If that new love is true, then the old love will naturally become part of the past.\What is... true love? response:	Takahashi.
context: Please try to understand Nana's feelings.\I can't.\Well... I can sort of understand how Yano feels, too...\Hey. Do you know how to forget about an old love?\You find a new love.\If that new love is true, then the old love will naturally become part of the past.\What is... true love?\Takahashi. response:	You're in there, aren't you?
context: I can't.\Well... I can sort of understand how Yano feels, too...\Hey. Do you know how to forget about an old love?\You find a new love.\If that new love is true, then the old love will naturally become part of the past.\What is... true love?\Takahashi.\You're in there, aren't you? response:	Please say something.
context: Well... I can sort of understand how Yano feels, too...\Hey. Do you know how to forget about an old love?\You find a new love.\If that new love is true, then the old love will naturally become part of the past.\What is... true love?\Takahashi.\You're in there, aren't you?\Please say something. response:	You're not being fair, running away like this.
context: Hey. Do you know how to forget about an old love?\You find a new love.\If that new love is true, then the old love will naturally become part of the past.\What is... true love?\Takahashi.\You're in there, aren't you?\Please say something.\You're not being fair, running away like this. response:	Why are you hiding?
context: You find a new love.\If that new love is true, then the old love will naturally become part of the past.\What is... true love?\Takahashi.\You're in there, aren't you?\Please say something.\You're not being fair, running away like this.\Why are you hiding? response:	It's not like you.
context: If that new love is true, then the old love will naturally become part of the past.\What is... true love?\Takahashi.\You're in there, aren't you?\Please say something.\You're not being fair, running away like this.\Why are you hiding?\It's not like you. response:	Come on out.
context: What is... true love?\Takahashi.\You're in there, aren't you?\Please say something.\You're not being fair, running away like this.\Why are you hiding?\It's not like you.\Come on out. response:	But I can't come up with an answer!
context: Takahashi.\You're in there, aren't you?\Please say something.\You're not being fair, running away like this.\Why are you hiding?\It's not like you.\Come on out.\But I can't come up with an answer! response:	I don't know what's best... what's most right... Will I be able to get through this without crying?
context: You're in there, aren't you?\Please say something.\You're not being fair, running away like this.\Why are you hiding?\It's not like you.\Come on out.\But I can't come up with an answer!\I don't know what's best... what's most right... Will I be able to get through this without crying? response:	No matter how much I think about it, I just don't know...
context: Please say something.\You're not being fair, running away like this.\Why are you hiding?\It's not like you.\Come on out.\But I can't come up with an answer!\I don't know what's best... what's most right... Will I be able to get through this without crying?\No matter how much I think about it, I just don't know... response:	I don't want to be hurt anymore...
context: You're not being fair, running away like this.\Why are you hiding?\It's not like you.\Come on out.\But I can't come up with an answer!\I don't know what's best... what's most right... Will I be able to get through this without crying?\No matter how much I think about it, I just don't know...\I don't want to be hurt anymore... response:	I don't want to hurt anyone, either.
context: Why are you hiding?\It's not like you.\Come on out.\But I can't come up with an answer!\I don't know what's best... what's most right... Will I be able to get through this without crying?\No matter how much I think about it, I just don't know...\I don't want to be hurt anymore...\I don't want to hurt anyone, either. response:	Hey, Takahashi...
context: It's not like you.\Come on out.\But I can't come up with an answer!\I don't know what's best... what's most right... Will I be able to get through this without crying?\No matter how much I think about it, I just don't know...\I don't want to be hurt anymore...\I don't want to hurt anyone, either.\Hey, Takahashi... response:	I don't think anyone wants to hurt anyone else...
context: Come on out.\But I can't come up with an answer!\I don't know what's best... what's most right... Will I be able to get through this without crying?\No matter how much I think about it, I just don't know...\I don't want to be hurt anymore...\I don't want to hurt anyone, either.\Hey, Takahashi...\I don't think anyone wants to hurt anyone else... response:	But I think the person... or people...
context: But I can't come up with an answer!\I don't know what's best... what's most right... Will I be able to get through this without crying?\No matter how much I think about it, I just don't know...\I don't want to be hurt anymore...\I don't want to hurt anyone, either.\Hey, Takahashi...\I don't think anyone wants to hurt anyone else...\But I think the person... or people... response:	And of course, no one wants to make you suffer.
context: I don't know what's best... what's most right... Will I be able to get through this without crying?\No matter how much I think about it, I just don't know...\I don't want to be hurt anymore...\I don't want to hurt anyone, either.\Hey, Takahashi...\I don't think anyone wants to hurt anyone else...\But I think the person... or people...\And of course, no one wants to make you suffer. response:	But... in the end, if it has to be that way...
context: No matter how much I think about it, I just don't know...\I don't want to be hurt anymore...\I don't want to hurt anyone, either.\Hey, Takahashi...\I don't think anyone wants to hurt anyone else...\But I think the person... or people...\And of course, no one wants to make you suffer.\But... in the end, if it has to be that way... response:	You should stay hidden like this tonight, Takahashi.
context: I don't want to be hurt anymore...\I don't want to hurt anyone, either.\Hey, Takahashi...\I don't think anyone wants to hurt anyone else...\But I think the person... or people...\And of course, no one wants to make you suffer.\But... in the end, if it has to be that way...\You should stay hidden like this tonight, Takahashi. response:	But... can I say one thing?
context: I don't want to hurt anyone, either.\Hey, Takahashi...\I don't think anyone wants to hurt anyone else...\But I think the person... or people...\And of course, no one wants to make you suffer.\But... in the end, if it has to be that way...\You should stay hidden like this tonight, Takahashi.\But... can I say one thing? response:	Takahashi... no one knows what's the best, or what the future holds.
context: Hey, Takahashi...\I don't think anyone wants to hurt anyone else...\But I think the person... or people...\And of course, no one wants to make you suffer.\But... in the end, if it has to be that way...\You should stay hidden like this tonight, Takahashi.\But... can I say one thing?\Takahashi... no one knows what's the best, or what the future holds. response:	Until you actually see the results, no one ever knows.
context: I don't think anyone wants to hurt anyone else...\But I think the person... or people...\And of course, no one wants to make you suffer.\But... in the end, if it has to be that way...\You should stay hidden like this tonight, Takahashi.\But... can I say one thing?\Takahashi... no one knows what's the best, or what the future holds.\Until you actually see the results, no one ever knows. response:	So at the very least, why don't we rely on what we do know?
context: But I think the person... or people...\And of course, no one wants to make you suffer.\But... in the end, if it has to be that way...\You should stay hidden like this tonight, Takahashi.\But... can I say one thing?\Takahashi... no one knows what's the best, or what the future holds.\Until you actually see the results, no one ever knows.\So at the very least, why don't we rely on what we do know? response:	Let's keep the feelings we have right now precious.
context: And of course, no one wants to make you suffer.\But... in the end, if it has to be that way...\You should stay hidden like this tonight, Takahashi.\But... can I say one thing?\Takahashi... no one knows what's the best, or what the future holds.\Until you actually see the results, no one ever knows.\So at the very least, why don't we rely on what we do know?\Let's keep the feelings we have right now precious. response:	The feelings I have right now...
context: But... in the end, if it has to be that way...\You should stay hidden like this tonight, Takahashi.\But... can I say one thing?\Takahashi... no one knows what's the best, or what the future holds.\Until you actually see the results, no one ever knows.\So at the very least, why don't we rely on what we do know?\Let's keep the feelings we have right now precious.\The feelings I have right now... response:	Can I really...
context: You should stay hidden like this tonight, Takahashi.\But... can I say one thing?\Takahashi... no one knows what's the best, or what the future holds.\Until you actually see the results, no one ever knows.\So at the very least, why don't we rely on what we do know?\Let's keep the feelings we have right now precious.\The feelings I have right now...\Can I really... response:	You found...
context: But... can I say one thing?\Takahashi... no one knows what's the best, or what the future holds.\Until you actually see the results, no one ever knows.\So at the very least, why don't we rely on what we do know?\Let's keep the feelings we have right now precious.\The feelings I have right now...\Can I really...\You found... response:	It's that easy.
context: Takahashi... no one knows what's the best, or what the future holds.\Until you actually see the results, no one ever knows.\So at the very least, why don't we rely on what we do know?\Let's keep the feelings we have right now precious.\The feelings I have right now...\Can I really...\You found...\It's that easy. response:	Goodbye.
context: Until you actually see the results, no one ever knows.\So at the very least, why don't we rely on what we do know?\Let's keep the feelings we have right now precious.\The feelings I have right now...\Can I really...\You found...\It's that easy.\Goodbye. response:	And of course, no one wants to make you suffer.
context: So at the very least, why don't we rely on what we do know?\Let's keep the feelings we have right now precious.\The feelings I have right now...\Can I really...\You found...\It's that easy.\Goodbye.\And of course, no one wants to make you suffer. response:	Takeuchi-kun!
context: Let's keep the feelings we have right now precious.\The feelings I have right now...\Can I really...\You found...\It's that easy.\Goodbye.\And of course, no one wants to make you suffer.\Takeuchi-kun! response:	Is that all you came for?
context: The feelings I have right now...\Can I really...\You found...\It's that easy.\Goodbye.\And of course, no one wants to make you suffer.\Takeuchi-kun!\Is that all you came for? response:	Didn't you have something you wanted to say to me?
context: Can I really...\You found...\It's that easy.\Goodbye.\And of course, no one wants to make you suffer.\Takeuchi-kun!\Is that all you came for?\Didn't you have something you wanted to say to me? response:	Like... didn't you have another reason to come?
context: You found...\It's that easy.\Goodbye.\And of course, no one wants to make you suffer.\Takeuchi-kun!\Is that all you came for?\Didn't you have something you wanted to say to me?\Like... didn't you have another reason to come? response:	Yeah.
context: It's that easy.\Goodbye.\And of course, no one wants to make you suffer.\Takeuchi-kun!\Is that all you came for?\Didn't you have something you wanted to say to me?\Like... didn't you have another reason to come?\Yeah. response:	What was it?
context: Goodbye.\And of course, no one wants to make you suffer.\Takeuchi-kun!\Is that all you came for?\Didn't you have something you wanted to say to me?\Like... didn't you have another reason to come?\Yeah.\What was it? response:	Moto and I...
context: And of course, no one wants to make you suffer.\Takeuchi-kun!\Is that all you came for?\Didn't you have something you wanted to say to me?\Like... didn't you have another reason to come?\Yeah.\What was it?\Moto and I... response:	I thought I'd say that... but anyway, hurry and go see him.
context: Takeuchi-kun!\Is that all you came for?\Didn't you have something you wanted to say to me?\Like... didn't you have another reason to come?\Yeah.\What was it?\Moto and I...\I thought I'd say that... but anyway, hurry and go see him. response:	He's being really sulky.
context: Is that all you came for?\Didn't you have something you wanted to say to me?\Like... didn't you have another reason to come?\Yeah.\What was it?\Moto and I...\I thought I'd say that... but anyway, hurry and go see him.\He's being really sulky. response:	You're both... so nice...
context: Didn't you have something you wanted to say to me?\Like... didn't you have another reason to come?\Yeah.\What was it?\Moto and I...\I thought I'd say that... but anyway, hurry and go see him.\He's being really sulky.\You're both... so nice... response:	I need to answer you...
context: Like... didn't you have another reason to come?\Yeah.\What was it?\Moto and I...\I thought I'd say that... but anyway, hurry and go see him.\He's being really sulky.\You're both... so nice...\I need to answer you... response:	Yano, where are you?
context: Yeah.\What was it?\Moto and I...\I thought I'd say that... but anyway, hurry and go see him.\He's being really sulky.\You're both... so nice...\I need to answer you...\Yano, where are you? response:	I'll give you as much love as you want!
context: What was it?\Moto and I...\I thought I'd say that... but anyway, hurry and go see him.\He's being really sulky.\You're both... so nice...\I need to answer you...\Yano, where are you?\I'll give you as much love as you want! response:	I'm watching you, so...!
context: Moto and I...\I thought I'd say that... but anyway, hurry and go see him.\He's being really sulky.\You're both... so nice...\I need to answer you...\Yano, where are you?\I'll give you as much love as you want!\I'm watching you, so...! response:	I'm always watching you, so...!
context: I thought I'd say that... but anyway, hurry and go see him.\He's being really sulky.\You're both... so nice...\I need to answer you...\Yano, where are you?\I'll give you as much love as you want!\I'm watching you, so...!\I'm always watching you, so...! response:	I'm always watching over you, so...!
context: He's being really sulky.\You're both... so nice...\I need to answer you...\Yano, where are you?\I'll give you as much love as you want!\I'm watching you, so...!\I'm always watching you, so...!\I'm always watching over you, so...! response:	Nanami, you big liar...
context: You're both... so nice...\I need to answer you...\Yano, where are you?\I'll give you as much love as you want!\I'm watching you, so...!\I'm always watching you, so...!\I'm always watching over you, so...!\Nanami, you big liar... response:	I don't want to hurt him...
context: I need to answer you...\Yano, where are you?\I'll give you as much love as you want!\I'm watching you, so...!\I'm always watching you, so...!\I'm always watching over you, so...!\Nanami, you big liar...\I don't want to hurt him... response:	And then I chase after him again...
context: Yano, where are you?\I'll give you as much love as you want!\I'm watching you, so...!\I'm always watching you, so...!\I'm always watching over you, so...!\Nanami, you big liar...\I don't want to hurt him...\And then I chase after him again... response:	Why do we keep falling in love with each other?
context: I'll give you as much love as you want!\I'm watching you, so...!\I'm always watching you, so...!\I'm always watching over you, so...!\Nanami, you big liar...\I don't want to hurt him...\And then I chase after him again...\Why do we keep falling in love with each other? response:	Why did you come?
context: I'm watching you, so...!\I'm always watching you, so...!\I'm always watching over you, so...!\Nanami, you big liar...\I don't want to hurt him...\And then I chase after him again...\Why do we keep falling in love with each other?\Why did you come? response:	Because I thought you'd be crying.
context: I'm always watching you, so...!\I'm always watching over you, so...!\Nanami, you big liar...\I don't want to hurt him...\And then I chase after him again...\Why do we keep falling in love with each other?\Why did you come?\Because I thought you'd be crying. response:	I'm not crying, damn it...
context: I'm always watching over you, so...!\Nanami, you big liar...\I don't want to hurt him...\And then I chase after him again...\Why do we keep falling in love with each other?\Why did you come?\Because I thought you'd be crying.\I'm not crying, damn it... response:	I'm not...
context: Nanami, you big liar...\I don't want to hurt him...\And then I chase after him again...\Why do we keep falling in love with each other?\Why did you come?\Because I thought you'd be crying.\I'm not crying, damn it...\I'm not... response:	You've always annoyed me from the start...
context: I don't want to hurt him...\And then I chase after him again...\Why do we keep falling in love with each other?\Why did you come?\Because I thought you'd be crying.\I'm not crying, damn it...\I'm not...\You've always annoyed me from the start... response:	You say your own selfish things, and you stir up all my feelings...
context: And then I chase after him again...\Why do we keep falling in love with each other?\Why did you come?\Because I thought you'd be crying.\I'm not crying, damn it...\I'm not...\You've always annoyed me from the start...\You say your own selfish things, and you stir up all my feelings... response:	You're so clingy...
context: Why do we keep falling in love with each other?\Why did you come?\Because I thought you'd be crying.\I'm not crying, damn it...\I'm not...\You've always annoyed me from the start...\You say your own selfish things, and you stir up all my feelings...\You're so clingy... response:	You're cruel.
context: Why did you come?\Because I thought you'd be crying.\I'm not crying, damn it...\I'm not...\You've always annoyed me from the start...\You say your own selfish things, and you stir up all my feelings...\You're so clingy...\You're cruel. response:	Yet despite all that...
context: Because I thought you'd be crying.\I'm not crying, damn it...\I'm not...\You've always annoyed me from the start...\You say your own selfish things, and you stir up all my feelings...\You're so clingy...\You're cruel.\Yet despite all that... response:	You annoy me.
context: I'm not crying, damn it...\I'm not...\You've always annoyed me from the start...\You say your own selfish things, and you stir up all my feelings...\You're so clingy...\You're cruel.\Yet despite all that...\You annoy me. response:	I wish I could rewrite my past.
context: I'm not...\You've always annoyed me from the start...\You say your own selfish things, and you stir up all my feelings...\You're so clingy...\You're cruel.\Yet despite all that...\You annoy me.\I wish I could rewrite my past. response:	But I can't.
context: You've always annoyed me from the start...\You say your own selfish things, and you stir up all my feelings...\You're so clingy...\You're cruel.\Yet despite all that...\You annoy me.\I wish I could rewrite my past.\But I can't. response:	That's impossible.
context: You say your own selfish things, and you stir up all my feelings...\You're so clingy...\You're cruel.\Yet despite all that...\You annoy me.\I wish I could rewrite my past.\But I can't.\That's impossible. response:	What kind of present will make your past pale in comparison?
context: You're so clingy...\You're cruel.\Yet despite all that...\You annoy me.\I wish I could rewrite my past.\But I can't.\That's impossible.\What kind of present will make your past pale in comparison? response:	Something like this...
context: You're cruel.\Yet despite all that...\You annoy me.\I wish I could rewrite my past.\But I can't.\That's impossible.\What kind of present will make your past pale in comparison?\Something like this... response:	A reality where I exist and you're there next to me.
context: Yet despite all that...\You annoy me.\I wish I could rewrite my past.\But I can't.\That's impossible.\What kind of present will make your past pale in comparison?\Something like this...\A reality where I exist and you're there next to me. response:	Will I be able to become stronger...?
context: You annoy me.\I wish I could rewrite my past.\But I can't.\That's impossible.\What kind of present will make your past pale in comparison?\Something like this...\A reality where I exist and you're there next to me.\Will I be able to become stronger...? response:	I have a condition.
context: I wish I could rewrite my past.\But I can't.\That's impossible.\What kind of present will make your past pale in comparison?\Something like this...\A reality where I exist and you're there next to me.\Will I be able to become stronger...?\I have a condition. response:	Tell me all about Nana-san.
context: But I can't.\That's impossible.\What kind of present will make your past pale in comparison?\Something like this...\A reality where I exist and you're there next to me.\Will I be able to become stronger...?\I have a condition.\Tell me all about Nana-san. response:	I don't know much about her.
context: That's impossible.\What kind of present will make your past pale in comparison?\Something like this...\A reality where I exist and you're there next to me.\Will I be able to become stronger...?\I have a condition.\Tell me all about Nana-san.\I don't know much about her. response:	I haven't pressed the issue so far because I've been thinking of you.
context: What kind of present will make your past pale in comparison?\Something like this...\A reality where I exist and you're there next to me.\Will I be able to become stronger...?\I have a condition.\Tell me all about Nana-san.\I don't know much about her.\I haven't pressed the issue so far because I've been thinking of you. response:	I want to hear about your feelings for her, and once I sort out my feelings about them...
context: Something like this...\A reality where I exist and you're there next to me.\Will I be able to become stronger...?\I have a condition.\Tell me all about Nana-san.\I don't know much about her.\I haven't pressed the issue so far because I've been thinking of you.\I want to hear about your feelings for her, and once I sort out my feelings about them... response:	It might be difficult for you, but... I think it's necessary for this to work.
context: A reality where I exist and you're there next to me.\Will I be able to become stronger...?\I have a condition.\Tell me all about Nana-san.\I don't know much about her.\I haven't pressed the issue so far because I've been thinking of you.\I want to hear about your feelings for her, and once I sort out my feelings about them...\It might be difficult for you, but... I think it's necessary for this to work. response:	I want you tell me about Nana-san with your own words from your own mouth.
context: Will I be able to become stronger...?\I have a condition.\Tell me all about Nana-san.\I don't know much about her.\I haven't pressed the issue so far because I've been thinking of you.\I want to hear about your feelings for her, and once I sort out my feelings about them...\It might be difficult for you, but... I think it's necessary for this to work.\I want you tell me about Nana-san with your own words from your own mouth. response:	If you can't do that, I can't come back.
context: I have a condition.\Tell me all about Nana-san.\I don't know much about her.\I haven't pressed the issue so far because I've been thinking of you.\I want to hear about your feelings for her, and once I sort out my feelings about them...\It might be difficult for you, but... I think it's necessary for this to work.\I want you tell me about Nana-san with your own words from your own mouth.\If you can't do that, I can't come back. response:	Can you?
context: Tell me all about Nana-san.\I don't know much about her.\I haven't pressed the issue so far because I've been thinking of you.\I want to hear about your feelings for her, and once I sort out my feelings about them...\It might be difficult for you, but... I think it's necessary for this to work.\I want you tell me about Nana-san with your own words from your own mouth.\If you can't do that, I can't come back.\Can you? response:	I didn't see the meaning in doing something like that...
context: I don't know much about her.\I haven't pressed the issue so far because I've been thinking of you.\I want to hear about your feelings for her, and once I sort out my feelings about them...\It might be difficult for you, but... I think it's necessary for this to work.\I want you tell me about Nana-san with your own words from your own mouth.\If you can't do that, I can't come back.\Can you?\I didn't see the meaning in doing something like that... response:	Will you just run away from it?
context: I haven't pressed the issue so far because I've been thinking of you.\I want to hear about your feelings for her, and once I sort out my feelings about them...\It might be difficult for you, but... I think it's necessary for this to work.\I want you tell me about Nana-san with your own words from your own mouth.\If you can't do that, I can't come back.\Can you?\I didn't see the meaning in doing something like that...\Will you just run away from it? response:	I guess you would. There's no way you could confront it now.
context: I want to hear about your feelings for her, and once I sort out my feelings about them...\It might be difficult for you, but... I think it's necessary for this to work.\I want you tell me about Nana-san with your own words from your own mouth.\If you can't do that, I can't come back.\Can you?\I didn't see the meaning in doing something like that...\Will you just run away from it?\I guess you would. There's no way you could confront it now. response:	After all, you've been running from it for two whole years now.
context: It might be difficult for you, but... I think it's necessary for this to work.\I want you tell me about Nana-san with your own words from your own mouth.\If you can't do that, I can't come back.\Can you?\I didn't see the meaning in doing something like that...\Will you just run away from it?\I guess you would. There's no way you could confront it now.\After all, you've been running from it for two whole years now. response:	Who said I couldn't do it?
context: I want you tell me about Nana-san with your own words from your own mouth.\If you can't do that, I can't come back.\Can you?\I didn't see the meaning in doing something like that...\Will you just run away from it?\I guess you would. There's no way you could confront it now.\After all, you've been running from it for two whole years now.\Who said I couldn't do it? response:	So you do feel like talking about it.
context: If you can't do that, I can't come back.\Can you?\I didn't see the meaning in doing something like that...\Will you just run away from it?\I guess you would. There's no way you could confront it now.\After all, you've been running from it for two whole years now.\Who said I couldn't do it?\So you do feel like talking about it. response:	If you can do it, and do it well, I'll give you this as a present.
context: Can you?\I didn't see the meaning in doing something like that...\Will you just run away from it?\I guess you would. There's no way you could confront it now.\After all, you've been running from it for two whole years now.\Who said I couldn't do it?\So you do feel like talking about it.\If you can do it, and do it well, I'll give you this as a present. response:	You...!
context: I didn't see the meaning in doing something like that...\Will you just run away from it?\I guess you would. There's no way you could confront it now.\After all, you've been running from it for two whole years now.\Who said I couldn't do it?\So you do feel like talking about it.\If you can do it, and do it well, I'll give you this as a present.\You...! response:	Didn't you tell me you erased it?!
context: Will you just run away from it?\I guess you would. There's no way you could confront it now.\After all, you've been running from it for two whole years now.\Who said I couldn't do it?\So you do feel like talking about it.\If you can do it, and do it well, I'll give you this as a present.\You...!\Didn't you tell me you erased it?! response:	I asked you over and over, but you kept telling me you didn't have it, didn't you?!
context: I guess you would. There's no way you could confront it now.\After all, you've been running from it for two whole years now.\Who said I couldn't do it?\So you do feel like talking about it.\If you can do it, and do it well, I'll give you this as a present.\You...!\Didn't you tell me you erased it?!\I asked you over and over, but you kept telling me you didn't have it, didn't you?! response:	I was obviously lying.
context: After all, you've been running from it for two whole years now.\Who said I couldn't do it?\So you do feel like talking about it.\If you can do it, and do it well, I'll give you this as a present.\You...!\Didn't you tell me you erased it?!\I asked you over and over, but you kept telling me you didn't have it, didn't you?!\I was obviously lying. response:	Looks like you're a little naive yourself.
context: Who said I couldn't do it?\So you do feel like talking about it.\If you can do it, and do it well, I'll give you this as a present.\You...!\Didn't you tell me you erased it?!\I asked you over and over, but you kept telling me you didn't have it, didn't you?!\I was obviously lying.\Looks like you're a little naive yourself. response:	Don't worry. I won't try to pull you down.
context: So you do feel like talking about it.\If you can do it, and do it well, I'll give you this as a present.\You...!\Didn't you tell me you erased it?!\I asked you over and over, but you kept telling me you didn't have it, didn't you?!\I was obviously lying.\Looks like you're a little naive yourself.\Don't worry. I won't try to pull you down. response:	I just want to say that now that Takahashi's serious, you'd better get serious, too.
context: If you can do it, and do it well, I'll give you this as a present.\You...!\Didn't you tell me you erased it?!\I asked you over and over, but you kept telling me you didn't have it, didn't you?!\I was obviously lying.\Looks like you're a little naive yourself.\Don't worry. I won't try to pull you down.\I just want to say that now that Takahashi's serious, you'd better get serious, too. response:	If you only take a half-assed attitude towards this, you have no right to make up with her.
context: You...!\Didn't you tell me you erased it?!\I asked you over and over, but you kept telling me you didn't have it, didn't you?!\I was obviously lying.\Looks like you're a little naive yourself.\Don't worry. I won't try to pull you down.\I just want to say that now that Takahashi's serious, you'd better get serious, too.\If you only take a half-assed attitude towards this, you have no right to make up with her. response:	That's so lame!
context: Didn't you tell me you erased it?!\I asked you over and over, but you kept telling me you didn't have it, didn't you?!\I was obviously lying.\Looks like you're a little naive yourself.\Don't worry. I won't try to pull you down.\I just want to say that now that Takahashi's serious, you'd better get serious, too.\If you only take a half-assed attitude towards this, you have no right to make up with her.\That's so lame! response:	Shut up.
context: I asked you over and over, but you kept telling me you didn't have it, didn't you?!\I was obviously lying.\Looks like you're a little naive yourself.\Don't worry. I won't try to pull you down.\I just want to say that now that Takahashi's serious, you'd better get serious, too.\If you only take a half-assed attitude towards this, you have no right to make up with her.\That's so lame!\Shut up. response:	So in the end, you didn't confess to her at all?
context: I was obviously lying.\Looks like you're a little naive yourself.\Don't worry. I won't try to pull you down.\I just want to say that now that Takahashi's serious, you'd better get serious, too.\If you only take a half-assed attitude towards this, you have no right to make up with her.\That's so lame!\Shut up.\So in the end, you didn't confess to her at all? response:	There's no way I could...
context: Looks like you're a little naive yourself.\Don't worry. I won't try to pull you down.\I just want to say that now that Takahashi's serious, you'd better get serious, too.\If you only take a half-assed attitude towards this, you have no right to make up with her.\That's so lame!\Shut up.\So in the end, you didn't confess to her at all?\There's no way I could... response:	Why are you going about this in such a roundabout way?
context: Don't worry. I won't try to pull you down.\I just want to say that now that Takahashi's serious, you'd better get serious, too.\If you only take a half-assed attitude towards this, you have no right to make up with her.\That's so lame!\Shut up.\So in the end, you didn't confess to her at all?\There's no way I could...\Why are you going about this in such a roundabout way? response:	As long I'm going out with Yano, we'll eventually run into this problem again...
