context: Log on to www.ruri-subs.com or visit us at response:	Fansubbed by Ruri Subs
context: It'll be very difficult to fight so many enemies in the wild.\However, back in previous wars,\there was one who faced armies of over a thousand.\She was a legendary knight who forced her way through a whole army by herself!\You serious?!\Compared to that, we're about to face only a mere hundred enemies.\Right. We've got Rico's support too!\Nothing is impossible! response:	And we won't make it if we don't strike now!
context: However, back in previous wars,\there was one who faced armies of over a thousand.\She was a legendary knight who forced her way through a whole army by herself!\You serious?!\Compared to that, we're about to face only a mere hundred enemies.\Right. We've got Rico's support too!\Nothing is impossible!\And we won't make it if we don't strike now! response:	We'll take the shortest route with the fastest speed!
context: there was one who faced armies of over a thousand.\She was a legendary knight who forced her way through a whole army by herself!\You serious?!\Compared to that, we're about to face only a mere hundred enemies.\Right. We've got Rico's support too!\Nothing is impossible!\And we won't make it if we don't strike now!\We'll take the shortest route with the fastest speed! response:	Front breakthrough!
context: She was a legendary knight who forced her way through a whole army by herself!\You serious?!\Compared to that, we're about to face only a mere hundred enemies.\Right. We've got Rico's support too!\Nothing is impossible!\And we won't make it if we don't strike now!\We'll take the shortest route with the fastest speed!\Front breakthrough! response:	The ear drooping captain and the hero are really coming head on!
context: You serious?!\Compared to that, we're about to face only a mere hundred enemies.\Right. We've got Rico's support too!\Nothing is impossible!\And we won't make it if we don't strike now!\We'll take the shortest route with the fastest speed!\Front breakthrough!\The ear drooping captain and the hero are really coming head on! response:	Very well! We'll send them back where they came from!
context: Compared to that, we're about to face only a mere hundred enemies.\Right. We've got Rico's support too!\Nothing is impossible!\And we won't make it if we don't strike now!\We'll take the shortest route with the fastest speed!\Front breakthrough!\The ear drooping captain and the hero are really coming head on!\Very well! We'll send them back where they came from! response:	Archers, be ready with your bows!
context: Right. We've got Rico's support too!\Nothing is impossible!\And we won't make it if we don't strike now!\We'll take the shortest route with the fastest speed!\Front breakthrough!\The ear drooping captain and the hero are really coming head on!\Very well! We'll send them back where they came from!\Archers, be ready with your bows! response:	We're under attack!
context: Nothing is impossible!\And we won't make it if we don't strike now!\We'll take the shortest route with the fastest speed!\Front breakthrough!\The ear drooping captain and the hero are really coming head on!\Very well! We'll send them back where they came from!\Archers, be ready with your bows!\We're under attack! response:	They're using artillery?
context: And we won't make it if we don't strike now!\We'll take the shortest route with the fastest speed!\Front breakthrough!\The ear drooping captain and the hero are really coming head on!\Very well! We'll send them back where they came from!\Archers, be ready with your bows!\We're under attack!\They're using artillery? response:	Of course!
context: We'll take the shortest route with the fastest speed!\Front breakthrough!\The ear drooping captain and the hero are really coming head on!\Very well! We'll send them back where they came from!\Archers, be ready with your bows!\We're under attack!\They're using artillery?\Of course! response:	I am the Chief Science Researcher of Biscotti, Ricotta Elmar!
context: Front breakthrough!\The ear drooping captain and the hero are really coming head on!\Very well! We'll send them back where they came from!\Archers, be ready with your bows!\We're under attack!\They're using artillery?\Of course!\I am the Chief Science Researcher of Biscotti, Ricotta Elmar! response:	And on the battlefield, I use artillery.
context: The ear drooping captain and the hero are really coming head on!\Very well! We'll send them back where they came from!\Archers, be ready with your bows!\We're under attack!\They're using artillery?\Of course!\I am the Chief Science Researcher of Biscotti, Ricotta Elmar!\And on the battlefield, I use artillery. response:	This is amazing.
context: Very well! We'll send them back where they came from!\Archers, be ready with your bows!\We're under attack!\They're using artillery?\Of course!\I am the Chief Science Researcher of Biscotti, Ricotta Elmar!\And on the battlefield, I use artillery.\This is amazing. response:	Although it's tough to differentiate who is who in this darkness,
context: Archers, be ready with your bows!\We're under attack!\They're using artillery?\Of course!\I am the Chief Science Researcher of Biscotti, Ricotta Elmar!\And on the battlefield, I use artillery.\This is amazing.\Although it's tough to differentiate who is who in this darkness, response:	I can see that the young knights are fighting hard!
context: We're under attack!\They're using artillery?\Of course!\I am the Chief Science Researcher of Biscotti, Ricotta Elmar!\And on the battlefield, I use artillery.\This is amazing.\Although it's tough to differentiate who is who in this darkness,\I can see that the young knights are fighting hard! response:	But, my Lady,
context: They're using artillery?\Of course!\I am the Chief Science Researcher of Biscotti, Ricotta Elmar!\And on the battlefield, I use artillery.\This is amazing.\Although it's tough to differentiate who is who in this darkness,\I can see that the young knights are fighting hard!\But, my Lady, response:	this seems to be a war between Biscotti and Galette.
context: Of course!\I am the Chief Science Researcher of Biscotti, Ricotta Elmar!\And on the battlefield, I use artillery.\This is amazing.\Although it's tough to differentiate who is who in this darkness,\I can see that the young knights are fighting hard!\But, my Lady,\this seems to be a war between Biscotti and Galette. response:	Shouldn't we lend a helping hand?
context: I am the Chief Science Researcher of Biscotti, Ricotta Elmar!\And on the battlefield, I use artillery.\This is amazing.\Although it's tough to differentiate who is who in this darkness,\I can see that the young knights are fighting hard!\But, my Lady,\this seems to be a war between Biscotti and Galette.\Shouldn't we lend a helping hand? response:	I'm sure it's just joyful combat between the youngsters.
context: And on the battlefield, I use artillery.\This is amazing.\Although it's tough to differentiate who is who in this darkness,\I can see that the young knights are fighting hard!\But, my Lady,\this seems to be a war between Biscotti and Galette.\Shouldn't we lend a helping hand?\I'm sure it's just joyful combat between the youngsters. response:	It wouldn't be nice if adults joined in and spoiled the fun.
context: This is amazing.\Although it's tough to differentiate who is who in this darkness,\I can see that the young knights are fighting hard!\But, my Lady,\this seems to be a war between Biscotti and Galette.\Shouldn't we lend a helping hand?\I'm sure it's just joyful combat between the youngsters.\It wouldn't be nice if adults joined in and spoiled the fun. response:	Let's just kick back and enjoy the war.
context: Although it's tough to differentiate who is who in this darkness,\I can see that the young knights are fighting hard!\But, my Lady,\this seems to be a war between Biscotti and Galette.\Shouldn't we lend a helping hand?\I'm sure it's just joyful combat between the youngsters.\It wouldn't be nice if adults joined in and spoiled the fun.\Let's just kick back and enjoy the war. response:	Sorry, Homura. Please deliver this letter to your mistress.
context: I can see that the young knights are fighting hard!\But, my Lady,\this seems to be a war between Biscotti and Galette.\Shouldn't we lend a helping hand?\I'm sure it's just joyful combat between the youngsters.\It wouldn't be nice if adults joined in and spoiled the fun.\Let's just kick back and enjoy the war.\Sorry, Homura. Please deliver this letter to your mistress. response:	It's very urgent!
context: But, my Lady,\this seems to be a war between Biscotti and Galette.\Shouldn't we lend a helping hand?\I'm sure it's just joyful combat between the youngsters.\It wouldn't be nice if adults joined in and spoiled the fun.\Let's just kick back and enjoy the war.\Sorry, Homura. Please deliver this letter to your mistress.\It's very urgent! response:	Just what I like!
context: this seems to be a war between Biscotti and Galette.\Shouldn't we lend a helping hand?\I'm sure it's just joyful combat between the youngsters.\It wouldn't be nice if adults joined in and spoiled the fun.\Let's just kick back and enjoy the war.\Sorry, Homura. Please deliver this letter to your mistress.\It's very urgent!\Just what I like! response:	Over there!
context: Shouldn't we lend a helping hand?\I'm sure it's just joyful combat between the youngsters.\It wouldn't be nice if adults joined in and spoiled the fun.\Let's just kick back and enjoy the war.\Sorry, Homura. Please deliver this letter to your mistress.\It's very urgent!\Just what I like!\Over there! response:	Strike!
context: I'm sure it's just joyful combat between the youngsters.\It wouldn't be nice if adults joined in and spoiled the fun.\Let's just kick back and enjoy the war.\Sorry, Homura. Please deliver this letter to your mistress.\It's very urgent!\Just what I like!\Over there!\Strike! response:	Hey there, Princess!
context: It wouldn't be nice if adults joined in and spoiled the fun.\Let's just kick back and enjoy the war.\Sorry, Homura. Please deliver this letter to your mistress.\It's very urgent!\Just what I like!\Over there!\Strike!\Hey there, Princess! response:	Prince Gaul!
context: Let's just kick back and enjoy the war.\Sorry, Homura. Please deliver this letter to your mistress.\It's very urgent!\Just what I like!\Over there!\Strike!\Hey there, Princess!\Prince Gaul! response:	Please...
context: Sorry, Homura. Please deliver this letter to your mistress.\It's very urgent!\Just what I like!\Over there!\Strike!\Hey there, Princess!\Prince Gaul!\Please... response:	I apologize for the sudden abduction,
context: It's very urgent!\Just what I like!\Over there!\Strike!\Hey there, Princess!\Prince Gaul!\Please...\I apologize for the sudden abduction, response:	but I just happen to have my own plans.
context: Just what I like!\Over there!\Strike!\Hey there, Princess!\Prince Gaul!\Please...\I apologize for the sudden abduction,\but I just happen to have my own plans. response:	I see.
context: Over there!\Strike!\Hey there, Princess!\Prince Gaul!\Please...\I apologize for the sudden abduction,\but I just happen to have my own plans.\I see. response:	Sorry, but do allow me to challenge your hero to a fight.
context: Strike!\Hey there, Princess!\Prince Gaul!\Please...\I apologize for the sudden abduction,\but I just happen to have my own plans.\I see.\Sorry, but do allow me to challenge your hero to a fight. response:	We'll discuss compensation and other troublesome matters later.
context: Hey there, Princess!\Prince Gaul!\Please...\I apologize for the sudden abduction,\but I just happen to have my own plans.\I see.\Sorry, but do allow me to challenge your hero to a fight.\We'll discuss compensation and other troublesome matters later. response:	Okay. Thank you.
context: Prince Gaul!\Please...\I apologize for the sudden abduction,\but I just happen to have my own plans.\I see.\Sorry, but do allow me to challenge your hero to a fight.\We'll discuss compensation and other troublesome matters later.\Okay. Thank you. response:	I'll get going then.
context: Please...\I apologize for the sudden abduction,\but I just happen to have my own plans.\I see.\Sorry, but do allow me to challenge your hero to a fight.\We'll discuss compensation and other troublesome matters later.\Okay. Thank you.\I'll get going then. response:	Looks like the Captain of the Imperial Guard and the hero are here.
context: I apologize for the sudden abduction,\but I just happen to have my own plans.\I see.\Sorry, but do allow me to challenge your hero to a fight.\We'll discuss compensation and other troublesome matters later.\Okay. Thank you.\I'll get going then.\Looks like the Captain of the Imperial Guard and the hero are here. response:	Rico's bombardment has stopped.
context: but I just happen to have my own plans.\I see.\Sorry, but do allow me to challenge your hero to a fight.\We'll discuss compensation and other troublesome matters later.\Okay. Thank you.\I'll get going then.\Looks like the Captain of the Imperial Guard and the hero are here.\Rico's bombardment has stopped. response:	That's normal.
context: I see.\Sorry, but do allow me to challenge your hero to a fight.\We'll discuss compensation and other troublesome matters later.\Okay. Thank you.\I'll get going then.\Looks like the Captain of the Imperial Guard and the hero are here.\Rico's bombardment has stopped.\That's normal. response:	I surrender.
context: Sorry, but do allow me to challenge your hero to a fight.\We'll discuss compensation and other troublesome matters later.\Okay. Thank you.\I'll get going then.\Looks like the Captain of the Imperial Guard and the hero are here.\Rico's bombardment has stopped.\That's normal.\I surrender. response:	Once an artillery user runs into infantry, it's over.
context: We'll discuss compensation and other troublesome matters later.\Okay. Thank you.\I'll get going then.\Looks like the Captain of the Imperial Guard and the hero are here.\Rico's bombardment has stopped.\That's normal.\I surrender.\Once an artillery user runs into infantry, it's over. response:	Instead, I'd want to compliment her for lasting this long.
context: Okay. Thank you.\I'll get going then.\Looks like the Captain of the Imperial Guard and the hero are here.\Rico's bombardment has stopped.\That's normal.\I surrender.\Once an artillery user runs into infantry, it's over.\Instead, I'd want to compliment her for lasting this long. response:	My master, Prince Gaul, has asked to see this so-called Hero.
context: I'll get going then.\Looks like the Captain of the Imperial Guard and the hero are here.\Rico's bombardment has stopped.\That's normal.\I surrender.\Once an artillery user runs into infantry, it's over.\Instead, I'd want to compliment her for lasting this long.\My master, Prince Gaul, has asked to see this so-called Hero. response:	Follow us to the hall.
context: Looks like the Captain of the Imperial Guard and the hero are here.\Rico's bombardment has stopped.\That's normal.\I surrender.\Once an artillery user runs into infantry, it's over.\Instead, I'd want to compliment her for lasting this long.\My master, Prince Gaul, has asked to see this so-called Hero.\Follow us to the hall. response:	This is no longer any of your business, young captain girl!
context: Rico's bombardment has stopped.\That's normal.\I surrender.\Once an artillery user runs into infantry, it's over.\Instead, I'd want to compliment her for lasting this long.\My master, Prince Gaul, has asked to see this so-called Hero.\Follow us to the hall.\This is no longer any of your business, young captain girl! response:	If you surrender now, I will let you go.
context: That's normal.\I surrender.\Once an artillery user runs into infantry, it's over.\Instead, I'd want to compliment her for lasting this long.\My master, Prince Gaul, has asked to see this so-called Hero.\Follow us to the hall.\This is no longer any of your business, young captain girl!\If you surrender now, I will let you go. response:	I refuse!
context: I surrender.\Once an artillery user runs into infantry, it's over.\Instead, I'd want to compliment her for lasting this long.\My master, Prince Gaul, has asked to see this so-called Hero.\Follow us to the hall.\This is no longer any of your business, young captain girl!\If you surrender now, I will let you go.\I refuse! response:	I see. Then,
context: Once an artillery user runs into infantry, it's over.\Instead, I'd want to compliment her for lasting this long.\My master, Prince Gaul, has asked to see this so-called Hero.\Follow us to the hall.\This is no longer any of your business, young captain girl!\If you surrender now, I will let you go.\I refuse!\I see. Then, response:	I'll just make you suffer for a bit!
context: Instead, I'd want to compliment her for lasting this long.\My master, Prince Gaul, has asked to see this so-called Hero.\Follow us to the hall.\This is no longer any of your business, young captain girl!\If you surrender now, I will let you go.\I refuse!\I see. Then,\I'll just make you suffer for a bit! response:	Hero!
context: My master, Prince Gaul, has asked to see this so-called Hero.\Follow us to the hall.\This is no longer any of your business, young captain girl!\If you surrender now, I will let you go.\I refuse!\I see. Then,\I'll just make you suffer for a bit!\Hero! response:	Eclair!
context: Follow us to the hall.\This is no longer any of your business, young captain girl!\If you surrender now, I will let you go.\I refuse!\I see. Then,\I'll just make you suffer for a bit!\Hero!\Eclair! response:	What?
context: This is no longer any of your business, young captain girl!\If you surrender now, I will let you go.\I refuse!\I see. Then,\I'll just make you suffer for a bit!\Hero!\Eclair!\What? response:	What about you?
context: If you surrender now, I will let you go.\I refuse!\I see. Then,\I'll just make you suffer for a bit!\Hero!\Eclair!\What?\What about you? response:	Right, listen up...
context: I refuse!\I see. Then,\I'll just make you suffer for a bit!\Hero!\Eclair!\What?\What about you?\Right, listen up... response:	No, Eclair, you listen up.
context: I see. Then,\I'll just make you suffer for a bit!\Hero!\Eclair!\What?\What about you?\Right, listen up...\No, Eclair, you listen up. response:	I'll stay here! You go on ahead!
context: I'll just make you suffer for a bit!\Hero!\Eclair!\What?\What about you?\Right, listen up...\No, Eclair, you listen up.\I'll stay here! You go on ahead! response:	I'll stay here! You go on ahead!
context: Hero!\Eclair!\What?\What about you?\Right, listen up...\No, Eclair, you listen up.\I'll stay here! You go on ahead!\I'll stay here! You go on ahead! response:	Why did you imitate me?
context: Eclair!\What?\What about you?\Right, listen up...\No, Eclair, you listen up.\I'll stay here! You go on ahead!\I'll stay here! You go on ahead!\Why did you imitate me? response:	That's my line, you perverted hero!
context: What?\What about you?\Right, listen up...\No, Eclair, you listen up.\I'll stay here! You go on ahead!\I'll stay here! You go on ahead!\Why did you imitate me?\That's my line, you perverted hero! response:	Whatever, just go! It's dangerous here!
context: What about you?\Right, listen up...\No, Eclair, you listen up.\I'll stay here! You go on ahead!\I'll stay here! You go on ahead!\Why did you imitate me?\That's my line, you perverted hero!\Whatever, just go! It's dangerous here! response:	You're more familiar with the inside of the fortress, right?!
context: Right, listen up...\No, Eclair, you listen up.\I'll stay here! You go on ahead!\I'll stay here! You go on ahead!\Why did you imitate me?\That's my line, you perverted hero!\Whatever, just go! It's dangerous here!\You're more familiar with the inside of the fortress, right?! response:	How are you able to tackle something difficult like deterring enemies?!
context: No, Eclair, you listen up.\I'll stay here! You go on ahead!\I'll stay here! You go on ahead!\Why did you imitate me?\That's my line, you perverted hero!\Whatever, just go! It's dangerous here!\You're more familiar with the inside of the fortress, right?!\How are you able to tackle something difficult like deterring enemies?! response:	So you should just go!
context: I'll stay here! You go on ahead!\I'll stay here! You go on ahead!\Why did you imitate me?\That's my line, you perverted hero!\Whatever, just go! It's dangerous here!\You're more familiar with the inside of the fortress, right?!\How are you able to tackle something difficult like deterring enemies?!\So you should just go! response:	As if I could let a girl face danger!
context: I'll stay here! You go on ahead!\Why did you imitate me?\That's my line, you perverted hero!\Whatever, just go! It's dangerous here!\You're more familiar with the inside of the fortress, right?!\How are you able to tackle something difficult like deterring enemies?!\So you should just go!\As if I could let a girl face danger! response:	Whatever! I'm asking you to go, damn it!
context: Why did you imitate me?\That's my line, you perverted hero!\Whatever, just go! It's dangerous here!\You're more familiar with the inside of the fortress, right?!\How are you able to tackle something difficult like deterring enemies?!\So you should just go!\As if I could let a girl face danger!\Whatever! I'm asking you to go, damn it! response:	Just leave this place to me!
context: That's my line, you perverted hero!\Whatever, just go! It's dangerous here!\You're more familiar with the inside of the fortress, right?!\How are you able to tackle something difficult like deterring enemies?!\So you should just go!\As if I could let a girl face danger!\Whatever! I'm asking you to go, damn it!\Just leave this place to me! response:	Enough! Just go!
context: Whatever, just go! It's dangerous here!\You're more familiar with the inside of the fortress, right?!\How are you able to tackle something difficult like deterring enemies?!\So you should just go!\As if I could let a girl face danger!\Whatever! I'm asking you to go, damn it!\Just leave this place to me!\Enough! Just go! response:	Why are you so stubborn?!
context: You're more familiar with the inside of the fortress, right?!\How are you able to tackle something difficult like deterring enemies?!\So you should just go!\As if I could let a girl face danger!\Whatever! I'm asking you to go, damn it!\Just leave this place to me!\Enough! Just go!\Why are you so stubborn?! response:	Damn you kids! Stop fooling around at a time like this!
context: How are you able to tackle something difficult like deterring enemies?!\So you should just go!\As if I could let a girl face danger!\Whatever! I'm asking you to go, damn it!\Just leave this place to me!\Enough! Just go!\Why are you so stubborn?!\Damn you kids! Stop fooling around at a time like this! response:	You're up against me and a hundred soldiers from the Galette Lion Army!
context: So you should just go!\As if I could let a girl face danger!\Whatever! I'm asking you to go, damn it!\Just leave this place to me!\Enough! Just go!\Why are you so stubborn?!\Damn you kids! Stop fooling around at a time like this!\You're up against me and a hundred soldiers from the Galette Lion Army! response:	I can't believe they sent a childish hero and a low class practicing knight!
context: As if I could let a girl face danger!\Whatever! I'm asking you to go, damn it!\Just leave this place to me!\Enough! Just go!\Why are you so stubborn?!\Damn you kids! Stop fooling around at a time like this!\You're up against me and a hundred soldiers from the Galette Lion Army!\I can't believe they sent a childish hero and a low class practicing knight! response:	If you can retaliate,
context: Whatever! I'm asking you to go, damn it!\Just leave this place to me!\Enough! Just go!\Why are you so stubborn?!\Damn you kids! Stop fooling around at a time like this!\You're up against me and a hundred soldiers from the Galette Lion Army!\I can't believe they sent a childish hero and a low class practicing knight!\If you can retaliate, response:	show me!
context: Just leave this place to me!\Enough! Just go!\Why are you so stubborn?!\Damn you kids! Stop fooling around at a time like this!\You're up against me and a hundred soldiers from the Galette Lion Army!\I can't believe they sent a childish hero and a low class practicing knight!\If you can retaliate,\show me! response:	This sword is...
context: Enough! Just go!\Why are you so stubborn?!\Damn you kids! Stop fooling around at a time like this!\You're up against me and a hundred soldiers from the Galette Lion Army!\I can't believe they sent a childish hero and a low class practicing knight!\If you can retaliate,\show me!\This sword is... response:	Sorry about just now!
context: Why are you so stubborn?!\Damn you kids! Stop fooling around at a time like this!\You're up against me and a hundred soldiers from the Galette Lion Army!\I can't believe they sent a childish hero and a low class practicing knight!\If you can retaliate,\show me!\This sword is...\Sorry about just now! response:	It's been a long time, Eclair!
context: Damn you kids! Stop fooling around at a time like this!\You're up against me and a hundred soldiers from the Galette Lion Army!\I can't believe they sent a childish hero and a low class practicing knight!\If you can retaliate,\show me!\This sword is...\Sorry about just now!\It's been a long time, Eclair! response:	I haven't seen you for a while, and you've grown so much!
context: You're up against me and a hundred soldiers from the Galette Lion Army!\I can't believe they sent a childish hero and a low class practicing knight!\If you can retaliate,\show me!\This sword is...\Sorry about just now!\It's been a long time, Eclair!\I haven't seen you for a while, and you've grown so much! response:	Lady d'Arquien!
context: I can't believe they sent a childish hero and a low class practicing knight!\If you can retaliate,\show me!\This sword is...\Sorry about just now!\It's been a long time, Eclair!\I haven't seen you for a while, and you've grown so much!\Lady d'Arquien! response:	d'Arquien, you say?
context: If you can retaliate,\show me!\This sword is...\Sorry about just now!\It's been a long time, Eclair!\I haven't seen you for a while, and you've grown so much!\Lady d'Arquien!\d'Arquien, you say? response:	Indeed.
context: show me!\This sword is...\Sorry about just now!\It's been a long time, Eclair!\I haven't seen you for a while, and you've grown so much!\Lady d'Arquien!\d'Arquien, you say?\Indeed. response:	Axe General and Sir Hero, this should be the first time we have met.
context: This sword is...\Sorry about just now!\It's been a long time, Eclair!\I haven't seen you for a while, and you've grown so much!\Lady d'Arquien!\d'Arquien, you say?\Indeed.\Axe General and Sir Hero, this should be the first time we have met. response:	I am a freelance knight among the Knights of Biscotti,
context: Sorry about just now!\It's been a long time, Eclair!\I haven't seen you for a while, and you've grown so much!\Lady d'Arquien!\d'Arquien, you say?\Indeed.\Axe General and Sir Hero, this should be the first time we have met.\I am a freelance knight among the Knights of Biscotti, response:	the Leader of the Onmitsu Squad,
context: It's been a long time, Eclair!\I haven't seen you for a while, and you've grown so much!\Lady d'Arquien!\d'Arquien, you say?\Indeed.\Axe General and Sir Hero, this should be the first time we have met.\I am a freelance knight among the Knights of Biscotti,\the Leader of the Onmitsu Squad, response:	Brioche d'Arquien!
context: I haven't seen you for a while, and you've grown so much!\Lady d'Arquien!\d'Arquien, you say?\Indeed.\Axe General and Sir Hero, this should be the first time we have met.\I am a freelance knight among the Knights of Biscotti,\the Leader of the Onmitsu Squad,\Brioche d'Arquien! response:	In response to a plea from the Leader of the Knights, Laurent, I'm here to assist in this battle!
context: Lady d'Arquien!\d'Arquien, you say?\Indeed.\Axe General and Sir Hero, this should be the first time we have met.\I am a freelance knight among the Knights of Biscotti,\the Leader of the Onmitsu Squad,\Brioche d'Arquien!\In response to a plea from the Leader of the Knights, Laurent, I'm here to assist in this battle! response:	Watch out! Behind you!
context: d'Arquien, you say?\Indeed.\Axe General and Sir Hero, this should be the first time we have met.\I am a freelance knight among the Knights of Biscotti,\the Leader of the Onmitsu Squad,\Brioche d'Arquien!\In response to a plea from the Leader of the Knights, Laurent, I'm here to assist in this battle!\Watch out! Behind you! response:	Crest Power.
context: Indeed.\Axe General and Sir Hero, this should be the first time we have met.\I am a freelance knight among the Knights of Biscotti,\the Leader of the Onmitsu Squad,\Brioche d'Arquien!\In response to a plea from the Leader of the Knights, Laurent, I'm here to assist in this battle!\Watch out! Behind you!\Crest Power. response:	Gale Beeline!
context: Axe General and Sir Hero, this should be the first time we have met.\I am a freelance knight among the Knights of Biscotti,\the Leader of the Onmitsu Squad,\Brioche d'Arquien!\In response to a plea from the Leader of the Knights, Laurent, I'm here to assist in this battle!\Watch out! Behind you!\Crest Power.\Gale Beeline! response:	Thanks for the help, Sir Hero!
context: I am a freelance knight among the Knights of Biscotti,\the Leader of the Onmitsu Squad,\Brioche d'Arquien!\In response to a plea from the Leader of the Knights, Laurent, I'm here to assist in this battle!\Watch out! Behind you!\Crest Power.\Gale Beeline!\Thanks for the help, Sir Hero! response:	Oh, no problem!
context: the Leader of the Onmitsu Squad,\Brioche d'Arquien!\In response to a plea from the Leader of the Knights, Laurent, I'm here to assist in this battle!\Watch out! Behind you!\Crest Power.\Gale Beeline!\Thanks for the help, Sir Hero!\Oh, no problem! response:	Oh, right, I was still in the middle of introducing myself.
context: Brioche d'Arquien!\In response to a plea from the Leader of the Knights, Laurent, I'm here to assist in this battle!\Watch out! Behind you!\Crest Power.\Gale Beeline!\Thanks for the help, Sir Hero!\Oh, no problem!\Oh, right, I was still in the middle of introducing myself. response:	Hm, where was I?
context: In response to a plea from the Leader of the Knights, Laurent, I'm here to assist in this battle!\Watch out! Behind you!\Crest Power.\Gale Beeline!\Thanks for the help, Sir Hero!\Oh, no problem!\Oh, right, I was still in the middle of introducing myself.\Hm, where was I? response:	Oh, well. So I'm here to participate in the battle.
context: Watch out! Behind you!\Crest Power.\Gale Beeline!\Thanks for the help, Sir Hero!\Oh, no problem!\Oh, right, I was still in the middle of introducing myself.\Hm, where was I?\Oh, well. So I'm here to participate in the battle. response:	Come, let's do it!
context: Crest Power.\Gale Beeline!\Thanks for the help, Sir Hero!\Oh, no problem!\Oh, right, I was still in the middle of introducing myself.\Hm, where was I?\Oh, well. So I'm here to participate in the battle.\Come, let's do it! response:	Let's fight!
context: Gale Beeline!\Thanks for the help, Sir Hero!\Oh, no problem!\Oh, right, I was still in the middle of introducing myself.\Hm, where was I?\Oh, well. So I'm here to participate in the battle.\Come, let's do it!\Let's fight! response:	Fireworks?!
context: Thanks for the help, Sir Hero!\Oh, no problem!\Oh, right, I was still in the middle of introducing myself.\Hm, where was I?\Oh, well. So I'm here to participate in the battle.\Come, let's do it!\Let's fight!\Fireworks?! response:	Whose idea was that?
context: Oh, no problem!\Oh, right, I was still in the middle of introducing myself.\Hm, where was I?\Oh, well. So I'm here to participate in the battle.\Come, let's do it!\Let's fight!\Fireworks?!\Whose idea was that? response:	I am from the Onmitsu Squad of Biscotti's Knight Army...
context: Oh, right, I was still in the middle of introducing myself.\Hm, where was I?\Oh, well. So I'm here to participate in the battle.\Come, let's do it!\Let's fight!\Fireworks?!\Whose idea was that?\I am from the Onmitsu Squad of Biscotti's Knight Army... response:	Damn it! When did she...
context: Hm, where was I?\Oh, well. So I'm here to participate in the battle.\Come, let's do it!\Let's fight!\Fireworks?!\Whose idea was that?\I am from the Onmitsu Squad of Biscotti's Knight Army...\Damn it! When did she... response:	I wish you'd let me finish.
context: Oh, well. So I'm here to participate in the battle.\Come, let's do it!\Let's fight!\Fireworks?!\Whose idea was that?\I am from the Onmitsu Squad of Biscotti's Knight Army...\Damn it! When did she...\I wish you'd let me finish. response:	Crest Fist!
context: Come, let's do it!\Let's fight!\Fireworks?!\Whose idea was that?\I am from the Onmitsu Squad of Biscotti's Knight Army...\Damn it! When did she...\I wish you'd let me finish.\Crest Fist! response:	Yukikaze Style Attack!
context: Let's fight!\Fireworks?!\Whose idea was that?\I am from the Onmitsu Squad of Biscotti's Knight Army...\Damn it! When did she...\I wish you'd let me finish.\Crest Fist!\Yukikaze Style Attack! response:	Old style,
context: Fireworks?!\Whose idea was that?\I am from the Onmitsu Squad of Biscotti's Knight Army...\Damn it! When did she...\I wish you'd let me finish.\Crest Fist!\Yukikaze Style Attack!\Old style, response:	Locus...
context: Whose idea was that?\I am from the Onmitsu Squad of Biscotti's Knight Army...\Damn it! When did she...\I wish you'd let me finish.\Crest Fist!\Yukikaze Style Attack!\Old style,\Locus... response:	Chop!
context: I am from the Onmitsu Squad of Biscotti's Knight Army...\Damn it! When did she...\I wish you'd let me finish.\Crest Fist!\Yukikaze Style Attack!\Old style,\Locus...\Chop! response:	From the Onmitsu Squad of Biscotti's Knight Army,
context: Damn it! When did she...\I wish you'd let me finish.\Crest Fist!\Yukikaze Style Attack!\Old style,\Locus...\Chop!\From the Onmitsu Squad of Biscotti's Knight Army, response:	I am Yukikaze Panettone.
context: I wish you'd let me finish.\Crest Fist!\Yukikaze Style Attack!\Old style,\Locus...\Chop!\From the Onmitsu Squad of Biscotti's Knight Army,\I am Yukikaze Panettone. response:	Yuki, we've got the fireworks and the explosives!
context: Crest Fist!\Yukikaze Style Attack!\Old style,\Locus...\Chop!\From the Onmitsu Squad of Biscotti's Knight Army,\I am Yukikaze Panettone.\Yuki, we've got the fireworks and the explosives! response:	Nice job, Rico!
context: Yukikaze Style Attack!\Old style,\Locus...\Chop!\From the Onmitsu Squad of Biscotti's Knight Army,\I am Yukikaze Panettone.\Yuki, we've got the fireworks and the explosives!\Nice job, Rico! response:	Incidentally, all the soldiers who captured you are now sleeping.
context: Old style,\Locus...\Chop!\From the Onmitsu Squad of Biscotti's Knight Army,\I am Yukikaze Panettone.\Yuki, we've got the fireworks and the explosives!\Nice job, Rico!\Incidentally, all the soldiers who captured you are now sleeping. response:	We'll need someone to collect them later.
context: Locus...\Chop!\From the Onmitsu Squad of Biscotti's Knight Army,\I am Yukikaze Panettone.\Yuki, we've got the fireworks and the explosives!\Nice job, Rico!\Incidentally, all the soldiers who captured you are now sleeping.\We'll need someone to collect them later. response:	Well, Rico, let's go assist the Lady and Eclair and the other guy!
context: Chop!\From the Onmitsu Squad of Biscotti's Knight Army,\I am Yukikaze Panettone.\Yuki, we've got the fireworks and the explosives!\Nice job, Rico!\Incidentally, all the soldiers who captured you are now sleeping.\We'll need someone to collect them later.\Well, Rico, let's go assist the Lady and Eclair and the other guy! response:	Understood, Yuki!
