context: What are you so angry about? response:	Hey!
context: A fairy spell, huh?\Not bad.\Why did I want that, again?\To make a chimera.\Why did I want to make a chimera in the first place?\For what purpose?\Oh, whatever.\Now, go find him with your strings. response:	That wretch won't come looking for us here.
context: Not bad.\Why did I want that, again?\To make a chimera.\Why did I want to make a chimera in the first place?\For what purpose?\Oh, whatever.\Now, go find him with your strings.\That wretch won't come looking for us here. response:	Thank you, Blue Flame.
context: Why did I want that, again?\To make a chimera.\Why did I want to make a chimera in the first place?\For what purpose?\Oh, whatever.\Now, go find him with your strings.\That wretch won't come looking for us here.\Thank you, Blue Flame. response:	The Thorn of Shadows?
context: To make a chimera.\Why did I want to make a chimera in the first place?\For what purpose?\Oh, whatever.\Now, go find him with your strings.\That wretch won't come looking for us here.\Thank you, Blue Flame.\The Thorn of Shadows? response:	Damn it, you've brought so much trouble with you.
context: Why did I want to make a chimera in the first place?\For what purpose?\Oh, whatever.\Now, go find him with your strings.\That wretch won't come looking for us here.\Thank you, Blue Flame.\The Thorn of Shadows?\Damn it, you've brought so much trouble with you. response:	Buy you don't hate it, do you?
context: For what purpose?\Oh, whatever.\Now, go find him with your strings.\That wretch won't come looking for us here.\Thank you, Blue Flame.\The Thorn of Shadows?\Damn it, you've brought so much trouble with you.\Buy you don't hate it, do you? response:	Not really.
context: Oh, whatever.\Now, go find him with your strings.\That wretch won't come looking for us here.\Thank you, Blue Flame.\The Thorn of Shadows?\Damn it, you've brought so much trouble with you.\Buy you don't hate it, do you?\Not really. response:	Get off my head!
context: Now, go find him with your strings.\That wretch won't come looking for us here.\Thank you, Blue Flame.\The Thorn of Shadows?\Damn it, you've brought so much trouble with you.\Buy you don't hate it, do you?\Not really.\Get off my head! response:	He's a Will-o'-the-Wisp.
context: That wretch won't come looking for us here.\Thank you, Blue Flame.\The Thorn of Shadows?\Damn it, you've brought so much trouble with you.\Buy you don't hate it, do you?\Not really.\Get off my head!\He's a Will-o'-the-Wisp. response:	A blue flame fairy that lives in forests and cemeteries, confusing passers-by.
context: Thank you, Blue Flame.\The Thorn of Shadows?\Damn it, you've brought so much trouble with you.\Buy you don't hate it, do you?\Not really.\Get off my head!\He's a Will-o'-the-Wisp.\A blue flame fairy that lives in forests and cemeteries, confusing passers-by. response:	Don't say my name!
context: The Thorn of Shadows?\Damn it, you've brought so much trouble with you.\Buy you don't hate it, do you?\Not really.\Get off my head!\He's a Will-o'-the-Wisp.\A blue flame fairy that lives in forests and cemeteries, confusing passers-by.\Don't say my name! response:	That's rude!
context: Damn it, you've brought so much trouble with you.\Buy you don't hate it, do you?\Not really.\Get off my head!\He's a Will-o'-the-Wisp.\A blue flame fairy that lives in forests and cemeteries, confusing passers-by.\Don't say my name!\That's rude! response:	Fine, fine.
context: Buy you don't hate it, do you?\Not really.\Get off my head!\He's a Will-o'-the-Wisp.\A blue flame fairy that lives in forests and cemeteries, confusing passers-by.\Don't say my name!\That's rude!\Fine, fine. response:	My blood's racing through my body.
context: Not really.\Get off my head!\He's a Will-o'-the-Wisp.\A blue flame fairy that lives in forests and cemeteries, confusing passers-by.\Don't say my name!\That's rude!\Fine, fine.\My blood's racing through my body. response:	Chise, calm down.
context: Get off my head!\He's a Will-o'-the-Wisp.\A blue flame fairy that lives in forests and cemeteries, confusing passers-by.\Don't say my name!\That's rude!\Fine, fine.\My blood's racing through my body.\Chise, calm down. response:	It'll be all right.
context: He's a Will-o'-the-Wisp.\A blue flame fairy that lives in forests and cemeteries, confusing passers-by.\Don't say my name!\That's rude!\Fine, fine.\My blood's racing through my body.\Chise, calm down.\It'll be all right. response:	Elias.
context: A blue flame fairy that lives in forests and cemeteries, confusing passers-by.\Don't say my name!\That's rude!\Fine, fine.\My blood's racing through my body.\Chise, calm down.\It'll be all right.\Elias. response:	Elias.
context: Don't say my name!\That's rude!\Fine, fine.\My blood's racing through my body.\Chise, calm down.\It'll be all right.\Elias.\Elias. response:	I'm sorry.
context: That's rude!\Fine, fine.\My blood's racing through my body.\Chise, calm down.\It'll be all right.\Elias.\Elias.\I'm sorry. response:	I'm sorry.
context: Fine, fine.\My blood's racing through my body.\Chise, calm down.\It'll be all right.\Elias.\Elias.\I'm sorry.\I'm sorry. response:	I didn't listen to you.
context: My blood's racing through my body.\Chise, calm down.\It'll be all right.\Elias.\Elias.\I'm sorry.\I'm sorry.\I didn't listen to you. response:	I'm sorry.
context: Chise, calm down.\It'll be all right.\Elias.\Elias.\I'm sorry.\I'm sorry.\I didn't listen to you.\I'm sorry. response:	Be careful from now on.
context: It'll be all right.\Elias.\Elias.\I'm sorry.\I'm sorry.\I didn't listen to you.\I'm sorry.\Be careful from now on. response:	That's good enough.
context: Elias.\Elias.\I'm sorry.\I'm sorry.\I didn't listen to you.\I'm sorry.\Be careful from now on.\That's good enough. response:	Chise!
context: Elias.\I'm sorry.\I'm sorry.\I didn't listen to you.\I'm sorry.\Be careful from now on.\That's good enough.\Chise! response:	It feels like my blood's going to overflow and explode.
context: I'm sorry.\I'm sorry.\I didn't listen to you.\I'm sorry.\Be careful from now on.\That's good enough.\Chise!\It feels like my blood's going to overflow and explode. response:	You're a Sleigh Beggy, huh?
context: I'm sorry.\I didn't listen to you.\I'm sorry.\Be careful from now on.\That's good enough.\Chise!\It feels like my blood's going to overflow and explode.\You're a Sleigh Beggy, huh? response:	You're so weak.
context: I didn't listen to you.\I'm sorry.\Be careful from now on.\That's good enough.\Chise!\It feels like my blood's going to overflow and explode.\You're a Sleigh Beggy, huh?\You're so weak. response:	Poor thing.
context: I'm sorry.\Be careful from now on.\That's good enough.\Chise!\It feels like my blood's going to overflow and explode.\You're a Sleigh Beggy, huh?\You're so weak.\Poor thing. response:	Take my coal.
context: Be careful from now on.\That's good enough.\Chise!\It feels like my blood's going to overflow and explode.\You're a Sleigh Beggy, huh?\You're so weak.\Poor thing.\Take my coal. response:	You'll feel a little better.
context: That's good enough.\Chise!\It feels like my blood's going to overflow and explode.\You're a Sleigh Beggy, huh?\You're so weak.\Poor thing.\Take my coal.\You'll feel a little better. response:	It's warm.
context: Chise!\It feels like my blood's going to overflow and explode.\You're a Sleigh Beggy, huh?\You're so weak.\Poor thing.\Take my coal.\You'll feel a little better.\It's warm. response:	You're finally awake, you sleepy dog.
context: It feels like my blood's going to overflow and explode.\You're a Sleigh Beggy, huh?\You're so weak.\Poor thing.\Take my coal.\You'll feel a little better.\It's warm.\You're finally awake, you sleepy dog. response:	I'm not a dog!
context: You're a Sleigh Beggy, huh?\You're so weak.\Poor thing.\Take my coal.\You'll feel a little better.\It's warm.\You're finally awake, you sleepy dog.\I'm not a dog! response:	I'm...
context: You're so weak.\Poor thing.\Take my coal.\You'll feel a little better.\It's warm.\You're finally awake, you sleepy dog.\I'm not a dog!\I'm... response:	Don't be crazy, you dumb dog.
context: Poor thing.\Take my coal.\You'll feel a little better.\It's warm.\You're finally awake, you sleepy dog.\I'm not a dog!\I'm...\Don't be crazy, you dumb dog. response:	You're neither human, nor an ordinary dog.
context: Take my coal.\You'll feel a little better.\It's warm.\You're finally awake, you sleepy dog.\I'm not a dog!\I'm...\Don't be crazy, you dumb dog.\You're neither human, nor an ordinary dog. response:	Are you still not awake?
context: You'll feel a little better.\It's warm.\You're finally awake, you sleepy dog.\I'm not a dog!\I'm...\Don't be crazy, you dumb dog.\You're neither human, nor an ordinary dog.\Are you still not awake? response:	Grow up, puppy,
context: It's warm.\You're finally awake, you sleepy dog.\I'm not a dog!\I'm...\Don't be crazy, you dumb dog.\You're neither human, nor an ordinary dog.\Are you still not awake?\Grow up, puppy, response:	and stop depending on dead people!
context: You're finally awake, you sleepy dog.\I'm not a dog!\I'm...\Don't be crazy, you dumb dog.\You're neither human, nor an ordinary dog.\Are you still not awake?\Grow up, puppy,\and stop depending on dead people! response:	Quit whining and go back to your useful form, church grim!
context: I'm not a dog!\I'm...\Don't be crazy, you dumb dog.\You're neither human, nor an ordinary dog.\Are you still not awake?\Grow up, puppy,\and stop depending on dead people!\Quit whining and go back to your useful form, church grim! response:	Your job is to chase the grave robbers' asses to the gates of Hell.
context: I'm...\Don't be crazy, you dumb dog.\You're neither human, nor an ordinary dog.\Are you still not awake?\Grow up, puppy,\and stop depending on dead people!\Quit whining and go back to your useful form, church grim!\Your job is to chase the grave robbers' asses to the gates of Hell. response:	You're a black dog.
context: Don't be crazy, you dumb dog.\You're neither human, nor an ordinary dog.\Are you still not awake?\Grow up, puppy,\and stop depending on dead people!\Quit whining and go back to your useful form, church grim!\Your job is to chase the grave robbers' asses to the gates of Hell.\You're a black dog. response:	I see.
context: You're neither human, nor an ordinary dog.\Are you still not awake?\Grow up, puppy,\and stop depending on dead people!\Quit whining and go back to your useful form, church grim!\Your job is to chase the grave robbers' asses to the gates of Hell.\You're a black dog.\I see. response:	That's what it was.
context: Are you still not awake?\Grow up, puppy,\and stop depending on dead people!\Quit whining and go back to your useful form, church grim!\Your job is to chase the grave robbers' asses to the gates of Hell.\You're a black dog.\I see.\That's what it was. response:	I get it now.
context: Grow up, puppy,\and stop depending on dead people!\Quit whining and go back to your useful form, church grim!\Your job is to chase the grave robbers' asses to the gates of Hell.\You're a black dog.\I see.\That's what it was.\I get it now. response:	No matter how long I wait, my sister won't come back.
context: and stop depending on dead people!\Quit whining and go back to your useful form, church grim!\Your job is to chase the grave robbers' asses to the gates of Hell.\You're a black dog.\I see.\That's what it was.\I get it now.\No matter how long I wait, my sister won't come back. response:	Chise, will you take me with you?
context: Quit whining and go back to your useful form, church grim!\Your job is to chase the grave robbers' asses to the gates of Hell.\You're a black dog.\I see.\That's what it was.\I get it now.\No matter how long I wait, my sister won't come back.\Chise, will you take me with you? response:	I'll give you my all.
context: Your job is to chase the grave robbers' asses to the gates of Hell.\You're a black dog.\I see.\That's what it was.\I get it now.\No matter how long I wait, my sister won't come back.\Chise, will you take me with you?\I'll give you my all. response:	You're one thick-headed dog!
context: You're a black dog.\I see.\That's what it was.\I get it now.\No matter how long I wait, my sister won't come back.\Chise, will you take me with you?\I'll give you my all.\You're one thick-headed dog! response:	Sleigh Beggy or not, we can't be the ones to ask a human to make a pact!
context: I see.\That's what it was.\I get it now.\No matter how long I wait, my sister won't come back.\Chise, will you take me with you?\I'll give you my all.\You're one thick-headed dog!\Sleigh Beggy or not, we can't be the ones to ask a human to make a pact! response:	A pact?
context: That's what it was.\I get it now.\No matter how long I wait, my sister won't come back.\Chise, will you take me with you?\I'll give you my all.\You're one thick-headed dog!\Sleigh Beggy or not, we can't be the ones to ask a human to make a pact!\A pact? response:	He's requesting to become your familiar.
context: I get it now.\No matter how long I wait, my sister won't come back.\Chise, will you take me with you?\I'll give you my all.\You're one thick-headed dog!\Sleigh Beggy or not, we can't be the ones to ask a human to make a pact!\A pact?\He's requesting to become your familiar. response:	The ultimate promise, that you would share everything with one another.
context: No matter how long I wait, my sister won't come back.\Chise, will you take me with you?\I'll give you my all.\You're one thick-headed dog!\Sleigh Beggy or not, we can't be the ones to ask a human to make a pact!\A pact?\He's requesting to become your familiar.\The ultimate promise, that you would share everything with one another. response:	Your senses, your emotions, even your time.
context: Chise, will you take me with you?\I'll give you my all.\You're one thick-headed dog!\Sleigh Beggy or not, we can't be the ones to ask a human to make a pact!\A pact?\He's requesting to become your familiar.\The ultimate promise, that you would share everything with one another.\Your senses, your emotions, even your time. response:	Time?
context: I'll give you my all.\You're one thick-headed dog!\Sleigh Beggy or not, we can't be the ones to ask a human to make a pact!\A pact?\He's requesting to become your familiar.\The ultimate promise, that you would share everything with one another.\Your senses, your emotions, even your time.\Time? response:	If you die, he dies.
context: You're one thick-headed dog!\Sleigh Beggy or not, we can't be the ones to ask a human to make a pact!\A pact?\He's requesting to become your familiar.\The ultimate promise, that you would share everything with one another.\Your senses, your emotions, even your time.\Time?\If you die, he dies. response:	No!
context: Sleigh Beggy or not, we can't be the ones to ask a human to make a pact!\A pact?\He's requesting to become your familiar.\The ultimate promise, that you would share everything with one another.\Your senses, your emotions, even your time.\Time?\If you die, he dies.\No! response:	It's fine.
context: A pact?\He's requesting to become your familiar.\The ultimate promise, that you would share everything with one another.\Your senses, your emotions, even your time.\Time?\If you die, he dies.\No!\It's fine. response:	I've seen inside you, so I know.
context: He's requesting to become your familiar.\The ultimate promise, that you would share everything with one another.\Your senses, your emotions, even your time.\Time?\If you die, he dies.\No!\It's fine.\I've seen inside you, so I know. response:	Don't you need to wait for Isabelle?
context: The ultimate promise, that you would share everything with one another.\Your senses, your emotions, even your time.\Time?\If you die, he dies.\No!\It's fine.\I've seen inside you, so I know.\Don't you need to wait for Isabelle? response:	There you guys are.
context: Your senses, your emotions, even your time.\Time?\If you die, he dies.\No!\It's fine.\I've seen inside you, so I know.\Don't you need to wait for Isabelle?\There you guys are. response:	Cartaphilus!
context: Time?\If you die, he dies.\No!\It's fine.\I've seen inside you, so I know.\Don't you need to wait for Isabelle?\There you guys are.\Cartaphilus! response:	I told you not to call me that!
context: If you die, he dies.\No!\It's fine.\I've seen inside you, so I know.\Don't you need to wait for Isabelle?\There you guys are.\Cartaphilus!\I told you not to call me that! response:	You're so mean.
context: No!\It's fine.\I've seen inside you, so I know.\Don't you need to wait for Isabelle?\There you guys are.\Cartaphilus!\I told you not to call me that!\You're so mean. response:	I'd gotten used to that arm. How inconvenient.
context: It's fine.\I've seen inside you, so I know.\Don't you need to wait for Isabelle?\There you guys are.\Cartaphilus!\I told you not to call me that!\You're so mean.\I'd gotten used to that arm. How inconvenient. response:	I won't give your arm back.
context: I've seen inside you, so I know.\Don't you need to wait for Isabelle?\There you guys are.\Cartaphilus!\I told you not to call me that!\You're so mean.\I'd gotten used to that arm. How inconvenient.\I won't give your arm back. response:	I don't want an arm that's been used as an ingredient for a freak.
context: Don't you need to wait for Isabelle?\There you guys are.\Cartaphilus!\I told you not to call me that!\You're so mean.\I'd gotten used to that arm. How inconvenient.\I won't give your arm back.\I don't want an arm that's been used as an ingredient for a freak. response:	Hey, he's taken on a dog's form.
context: There you guys are.\Cartaphilus!\I told you not to call me that!\You're so mean.\I'd gotten used to that arm. How inconvenient.\I won't give your arm back.\I don't want an arm that's been used as an ingredient for a freak.\Hey, he's taken on a dog's form. response:	That makes him an easier target.
context: Cartaphilus!\I told you not to call me that!\You're so mean.\I'd gotten used to that arm. How inconvenient.\I won't give your arm back.\I don't want an arm that's been used as an ingredient for a freak.\Hey, he's taken on a dog's form.\That makes him an easier target. response:	Please, Chise.
context: I told you not to call me that!\You're so mean.\I'd gotten used to that arm. How inconvenient.\I won't give your arm back.\I don't want an arm that's been used as an ingredient for a freak.\Hey, he's taken on a dog's form.\That makes him an easier target.\Please, Chise. response:	If you die, he dies.
context: You're so mean.\I'd gotten used to that arm. How inconvenient.\I won't give your arm back.\I don't want an arm that's been used as an ingredient for a freak.\Hey, he's taken on a dog's form.\That makes him an easier target.\Please, Chise.\If you die, he dies. response:	I don't want him to take me.
context: I'd gotten used to that arm. How inconvenient.\I won't give your arm back.\I don't want an arm that's been used as an ingredient for a freak.\Hey, he's taken on a dog's form.\That makes him an easier target.\Please, Chise.\If you die, he dies.\I don't want him to take me. response:	I don't want to be here.
context: I won't give your arm back.\I don't want an arm that's been used as an ingredient for a freak.\Hey, he's taken on a dog's form.\That makes him an easier target.\Please, Chise.\If you die, he dies.\I don't want him to take me.\I don't want to be here. response:	I'd rather be your...
context: I don't want an arm that's been used as an ingredient for a freak.\Hey, he's taken on a dog's form.\That makes him an easier target.\Please, Chise.\If you die, he dies.\I don't want him to take me.\I don't want to be here.\I'd rather be your... response:	It's okay.
context: Hey, he's taken on a dog's form.\That makes him an easier target.\Please, Chise.\If you die, he dies.\I don't want him to take me.\I don't want to be here.\I'd rather be your...\It's okay. response:	I don't want to be alone anymore, either.
context: That makes him an easier target.\Please, Chise.\If you die, he dies.\I don't want him to take me.\I don't want to be here.\I'd rather be your...\It's okay.\I don't want to be alone anymore, either. response:	Continue after me.
context: Please, Chise.\If you die, he dies.\I don't want him to take me.\I don't want to be here.\I'd rather be your...\It's okay.\I don't want to be alone anymore, either.\Continue after me. response:	Tie now the silver thread.
context: If you die, he dies.\I don't want him to take me.\I don't want to be here.\I'd rather be your...\It's okay.\I don't want to be alone anymore, either.\Continue after me.\Tie now the silver thread. response:	Tie now the roots of our veins.
context: I don't want him to take me.\I don't want to be here.\I'd rather be your...\It's okay.\I don't want to be alone anymore, either.\Continue after me.\Tie now the silver thread.\Tie now the roots of our veins. response:	The holly, so that we may not be separated.
context: I don't want to be here.\I'd rather be your...\It's okay.\I don't want to be alone anymore, either.\Continue after me.\Tie now the silver thread.\Tie now the roots of our veins.\The holly, so that we may not be separated. response:	The ivy, so that we may not come apart.
context: I'd rather be your...\It's okay.\I don't want to be alone anymore, either.\Continue after me.\Tie now the silver thread.\Tie now the roots of our veins.\The holly, so that we may not be separated.\The ivy, so that we may not come apart. response:	Tie to the yew tree seven times.
context: It's okay.\I don't want to be alone anymore, either.\Continue after me.\Tie now the silver thread.\Tie now the roots of our veins.\The holly, so that we may not be separated.\The ivy, so that we may not come apart.\Tie to the yew tree seven times. response:	Until the day the snake spits out its tail.
context: I don't want to be alone anymore, either.\Continue after me.\Tie now the silver thread.\Tie now the roots of our veins.\The holly, so that we may not be separated.\The ivy, so that we may not come apart.\Tie to the yew tree seven times.\Until the day the snake spits out its tail. response:	Chise, give me a new name.
context: Continue after me.\Tie now the silver thread.\Tie now the roots of our veins.\The holly, so that we may not be separated.\The ivy, so that we may not come apart.\Tie to the yew tree seven times.\Until the day the snake spits out its tail.\Chise, give me a new name. response:	Take me by your side.
context: Tie now the silver thread.\Tie now the roots of our veins.\The holly, so that we may not be separated.\The ivy, so that we may not come apart.\Tie to the yew tree seven times.\Until the day the snake spits out its tail.\Chise, give me a new name.\Take me by your side. response:	Come,
context: Tie now the roots of our veins.\The holly, so that we may not be separated.\The ivy, so that we may not come apart.\Tie to the yew tree seven times.\Until the day the snake spits out its tail.\Chise, give me a new name.\Take me by your side.\Come, response:	Ruth.
context: The holly, so that we may not be separated.\The ivy, so that we may not come apart.\Tie to the yew tree seven times.\Until the day the snake spits out its tail.\Chise, give me a new name.\Take me by your side.\Come,\Ruth. response:	Oh, dear.
context: The ivy, so that we may not come apart.\Tie to the yew tree seven times.\Until the day the snake spits out its tail.\Chise, give me a new name.\Take me by your side.\Come,\Ruth.\Oh, dear. response:	He woke up from his dream of being human.
context: Tie to the yew tree seven times.\Until the day the snake spits out its tail.\Chise, give me a new name.\Take me by your side.\Come,\Ruth.\Oh, dear.\He woke up from his dream of being human. response:	Good night, Isabelle.
context: Until the day the snake spits out its tail.\Chise, give me a new name.\Take me by your side.\Come,\Ruth.\Oh, dear.\He woke up from his dream of being human.\Good night, Isabelle. response:	Wait for me until my time with her is over.
context: Chise, give me a new name.\Take me by your side.\Come,\Ruth.\Oh, dear.\He woke up from his dream of being human.\Good night, Isabelle.\Wait for me until my time with her is over. response:	Too bad.
context: Take me by your side.\Come,\Ruth.\Oh, dear.\He woke up from his dream of being human.\Good night, Isabelle.\Wait for me until my time with her is over.\Too bad. response:	So you belong to her now, huh?
context: Come,\Ruth.\Oh, dear.\He woke up from his dream of being human.\Good night, Isabelle.\Wait for me until my time with her is over.\Too bad.\So you belong to her now, huh? response:	Undoing a pact is such a pain.
context: Ruth.\Oh, dear.\He woke up from his dream of being human.\Good night, Isabelle.\Wait for me until my time with her is over.\Too bad.\So you belong to her now, huh?\Undoing a pact is such a pain. response:	Why don't you back off, then?
context: Oh, dear.\He woke up from his dream of being human.\Good night, Isabelle.\Wait for me until my time with her is over.\Too bad.\So you belong to her now, huh?\Undoing a pact is such a pain.\Why don't you back off, then? response:	Yeah.
context: He woke up from his dream of being human.\Good night, Isabelle.\Wait for me until my time with her is over.\Too bad.\So you belong to her now, huh?\Undoing a pact is such a pain.\Why don't you back off, then?\Yeah. response:	I will.
context: Good night, Isabelle.\Wait for me until my time with her is over.\Too bad.\So you belong to her now, huh?\Undoing a pact is such a pain.\Why don't you back off, then?\Yeah.\I will. response:	What's with that look?
context: Wait for me until my time with her is over.\Too bad.\So you belong to her now, huh?\Undoing a pact is such a pain.\Why don't you back off, then?\Yeah.\I will.\What's with that look? response:	You learn to give up quickly when you live for a long time.
context: Too bad.\So you belong to her now, huh?\Undoing a pact is such a pain.\Why don't you back off, then?\Yeah.\I will.\What's with that look?\You learn to give up quickly when you live for a long time. response:	What is the purpose that drives you?
context: So you belong to her now, huh?\Undoing a pact is such a pain.\Why don't you back off, then?\Yeah.\I will.\What's with that look?\You learn to give up quickly when you live for a long time.\What is the purpose that drives you? response:	To live without suffering.
context: Undoing a pact is such a pain.\Why don't you back off, then?\Yeah.\I will.\What's with that look?\You learn to give up quickly when you live for a long time.\What is the purpose that drives you?\To live without suffering. response:	I'm sick of rotting away until an end that I don't even know will come.
context: Why don't you back off, then?\Yeah.\I will.\What's with that look?\You learn to give up quickly when you live for a long time.\What is the purpose that drives you?\To live without suffering.\I'm sick of rotting away until an end that I don't even know will come. response:	It hurts.
context: Yeah.\I will.\What's with that look?\You learn to give up quickly when you live for a long time.\What is the purpose that drives you?\To live without suffering.\I'm sick of rotting away until an end that I don't even know will come.\It hurts. response:	It's painful.
context: I will.\What's with that look?\You learn to give up quickly when you live for a long time.\What is the purpose that drives you?\To live without suffering.\I'm sick of rotting away until an end that I don't even know will come.\It hurts.\It's painful. response:	Huh?
context: What's with that look?\You learn to give up quickly when you live for a long time.\What is the purpose that drives you?\To live without suffering.\I'm sick of rotting away until an end that I don't even know will come.\It hurts.\It's painful.\Huh? response:	But why is my body like this?
context: You learn to give up quickly when you live for a long time.\What is the purpose that drives you?\To live without suffering.\I'm sick of rotting away until an end that I don't even know will come.\It hurts.\It's painful.\Huh?\But why is my body like this? response:	You don't mind making others suffer for your sake?
context: What is the purpose that drives you?\To live without suffering.\I'm sick of rotting away until an end that I don't even know will come.\It hurts.\It's painful.\Huh?\But why is my body like this?\You don't mind making others suffer for your sake? response:	That's right.
context: To live without suffering.\I'm sick of rotting away until an end that I don't even know will come.\It hurts.\It's painful.\Huh?\But why is my body like this?\You don't mind making others suffer for your sake?\That's right. response:	Isn't that how living things are?
context: I'm sick of rotting away until an end that I don't even know will come.\It hurts.\It's painful.\Huh?\But why is my body like this?\You don't mind making others suffer for your sake?\That's right.\Isn't that how living things are? response:	If that's what you think, you're neither human nor beast.
context: It hurts.\It's painful.\Huh?\But why is my body like this?\You don't mind making others suffer for your sake?\That's right.\Isn't that how living things are?\If that's what you think, you're neither human nor beast. response:	You're nothing but a monster in human form, Cartaphilus.
context: It's painful.\Huh?\But why is my body like this?\You don't mind making others suffer for your sake?\That's right.\Isn't that how living things are?\If that's what you think, you're neither human nor beast.\You're nothing but a monster in human form, Cartaphilus. response:	My name is Joseph, little boy.
context: Huh?\But why is my body like this?\You don't mind making others suffer for your sake?\That's right.\Isn't that how living things are?\If that's what you think, you're neither human nor beast.\You're nothing but a monster in human form, Cartaphilus.\My name is Joseph, little boy. response:	See you around.
context: But why is my body like this?\You don't mind making others suffer for your sake?\That's right.\Isn't that how living things are?\If that's what you think, you're neither human nor beast.\You're nothing but a monster in human form, Cartaphilus.\My name is Joseph, little boy.\See you around. response:	He's like a natural disaster.
context: You don't mind making others suffer for your sake?\That's right.\Isn't that how living things are?\If that's what you think, you're neither human nor beast.\You're nothing but a monster in human form, Cartaphilus.\My name is Joseph, little boy.\See you around.\He's like a natural disaster. response:	At least disasters are knowable.
context: That's right.\Isn't that how living things are?\If that's what you think, you're neither human nor beast.\You're nothing but a monster in human form, Cartaphilus.\My name is Joseph, little boy.\See you around.\He's like a natural disaster.\At least disasters are knowable. response:	Cartaphilus...
context: Isn't that how living things are?\If that's what you think, you're neither human nor beast.\You're nothing but a monster in human form, Cartaphilus.\My name is Joseph, little boy.\See you around.\He's like a natural disaster.\At least disasters are knowable.\Cartaphilus... response:	It's said that the Son of God cursed him so that he can never die.
context: If that's what you think, you're neither human nor beast.\You're nothing but a monster in human form, Cartaphilus.\My name is Joseph, little boy.\See you around.\He's like a natural disaster.\At least disasters are knowable.\Cartaphilus...\It's said that the Son of God cursed him so that he can never die. response:	He's a monster that roams aimlessly, driven only to satiate his curiosity.
context: You're nothing but a monster in human form, Cartaphilus.\My name is Joseph, little boy.\See you around.\He's like a natural disaster.\At least disasters are knowable.\Cartaphilus...\It's said that the Son of God cursed him so that he can never die.\He's a monster that roams aimlessly, driven only to satiate his curiosity. response:	And what happened was the result of being chosen by that monster.
context: My name is Joseph, little boy.\See you around.\He's like a natural disaster.\At least disasters are knowable.\Cartaphilus...\It's said that the Son of God cursed him so that he can never die.\He's a monster that roams aimlessly, driven only to satiate his curiosity.\And what happened was the result of being chosen by that monster. response:	Just why?
context: See you around.\He's like a natural disaster.\At least disasters are knowable.\Cartaphilus...\It's said that the Son of God cursed him so that he can never die.\He's a monster that roams aimlessly, driven only to satiate his curiosity.\And what happened was the result of being chosen by that monster.\Just why? response:	My head may have flown if I'd refused.
context: He's like a natural disaster.\At least disasters are knowable.\Cartaphilus...\It's said that the Son of God cursed him so that he can never die.\He's a monster that roams aimlessly, driven only to satiate his curiosity.\And what happened was the result of being chosen by that monster.\Just why?\My head may have flown if I'd refused. response:	I had no choice.
context: At least disasters are knowable.\Cartaphilus...\It's said that the Son of God cursed him so that he can never die.\He's a monster that roams aimlessly, driven only to satiate his curiosity.\And what happened was the result of being chosen by that monster.\Just why?\My head may have flown if I'd refused.\I had no choice. response:	I see.
context: Cartaphilus...\It's said that the Son of God cursed him so that he can never die.\He's a monster that roams aimlessly, driven only to satiate his curiosity.\And what happened was the result of being chosen by that monster.\Just why?\My head may have flown if I'd refused.\I had no choice.\I see. response:	You.
context: It's said that the Son of God cursed him so that he can never die.\He's a monster that roams aimlessly, driven only to satiate his curiosity.\And what happened was the result of being chosen by that monster.\Just why?\My head may have flown if I'd refused.\I had no choice.\I see.\You. response:	Have you met him before?
context: He's a monster that roams aimlessly, driven only to satiate his curiosity.\And what happened was the result of being chosen by that monster.\Just why?\My head may have flown if I'd refused.\I had no choice.\I see.\You.\Have you met him before? response:	Him?
context: And what happened was the result of being chosen by that monster.\Just why?\My head may have flown if I'd refused.\I had no choice.\I see.\You.\Have you met him before?\Him? response:	No way.
context: Just why?\My head may have flown if I'd refused.\I had no choice.\I see.\You.\Have you met him before?\Him?\No way. response:	I see.
context: My head may have flown if I'd refused.\I had no choice.\I see.\You.\Have you met him before?\Him?\No way.\I see. response:	Be careful on your way home.
context: I had no choice.\I see.\You.\Have you met him before?\Him?\No way.\I see.\Be careful on your way home. response:	I don't need you to worry for me.
context: I see.\You.\Have you met him before?\Him?\No way.\I see.\Be careful on your way home.\I don't need you to worry for me. response:	We're going.
context: You.\Have you met him before?\Him?\No way.\I see.\Be careful on your way home.\I don't need you to worry for me.\We're going. response:	Okay!
context: Have you met him before?\Him?\No way.\I see.\Be careful on your way home.\I don't need you to worry for me.\We're going.\Okay! response:	Now, then.
context: Him?\No way.\I see.\Be careful on your way home.\I don't need you to worry for me.\We're going.\Okay!\Now, then. response:	I have to send them off.
context: No way.\I see.\Be careful on your way home.\I don't need you to worry for me.\We're going.\Okay!\Now, then.\I have to send them off. response:	You sure are a hard worker.
context: I see.\Be careful on your way home.\I don't need you to worry for me.\We're going.\Okay!\Now, then.\I have to send them off.\You sure are a hard worker. response:	My job is to send the living to the swamp.
context: Be careful on your way home.\I don't need you to worry for me.\We're going.\Okay!\Now, then.\I have to send them off.\You sure are a hard worker.\My job is to send the living to the swamp. response:	But my job is also to see the dead off to the gates to the other side.
context: I don't need you to worry for me.\We're going.\Okay!\Now, then.\I have to send them off.\You sure are a hard worker.\My job is to send the living to the swamp.\But my job is also to see the dead off to the gates to the other side. response:	This one is artificial, but being so, it'll bear an artificial soul.
