context: Well, she's definitely from a duke's family. response:	Yeah, this is beyond generous.
context: I will take you to the sixth floor, and in return,\I would like you to search for someone.\I-I accepted his offer for a ride, but...\M-Mr. Lion, you're very strong.\My name is not Lion. I am Tigerson.\Tiger... Huh? Tiger?\My friend gave me this name.\It is my pride and joy. response:	I-I see...
context: I would like you to search for someone.\I-I accepted his offer for a ride, but...\M-Mr. Lion, you're very strong.\My name is not Lion. I am Tigerson.\Tiger... Huh? Tiger?\My friend gave me this name.\It is my pride and joy.\I-I see... response:	Pleased to meet you. I'm Noir Stardia.
context: I-I accepted his offer for a ride, but...\M-Mr. Lion, you're very strong.\My name is not Lion. I am Tigerson.\Tiger... Huh? Tiger?\My friend gave me this name.\It is my pride and joy.\I-I see...\Pleased to meet you. I'm Noir Stardia. response:	Noir... No need for formalities.
context: M-Mr. Lion, you're very strong.\My name is not Lion. I am Tigerson.\Tiger... Huh? Tiger?\My friend gave me this name.\It is my pride and joy.\I-I see...\Pleased to meet you. I'm Noir Stardia.\Noir... No need for formalities. response:	All right.
context: My name is not Lion. I am Tigerson.\Tiger... Huh? Tiger?\My friend gave me this name.\It is my pride and joy.\I-I see...\Pleased to meet you. I'm Noir Stardia.\Noir... No need for formalities.\All right. response:	So who's this person you want me to find on the sixth floor?
context: Tiger... Huh? Tiger?\My friend gave me this name.\It is my pride and joy.\I-I see...\Pleased to meet you. I'm Noir Stardia.\Noir... No need for formalities.\All right.\So who's this person you want me to find on the sixth floor? response:	My friend.
context: My friend gave me this name.\It is my pride and joy.\I-I see...\Pleased to meet you. I'm Noir Stardia.\Noir... No need for formalities.\All right.\So who's this person you want me to find on the sixth floor?\My friend. response:	Long ago, I accompanied my friend here.
context: It is my pride and joy.\I-I see...\Pleased to meet you. I'm Noir Stardia.\Noir... No need for formalities.\All right.\So who's this person you want me to find on the sixth floor?\My friend.\Long ago, I accompanied my friend here. response:	We made it to the fifth floor handily,
context: I-I see...\Pleased to meet you. I'm Noir Stardia.\Noir... No need for formalities.\All right.\So who's this person you want me to find on the sixth floor?\My friend.\Long ago, I accompanied my friend here.\We made it to the fifth floor handily, response:	but then my friend said he'd explore the sixth on his own.
context: Pleased to meet you. I'm Noir Stardia.\Noir... No need for formalities.\All right.\So who's this person you want me to find on the sixth floor?\My friend.\Long ago, I accompanied my friend here.\We made it to the fifth floor handily,\but then my friend said he'd explore the sixth on his own. response:	There'll be a lot of traps ahead.
context: Noir... No need for formalities.\All right.\So who's this person you want me to find on the sixth floor?\My friend.\Long ago, I accompanied my friend here.\We made it to the fifth floor handily,\but then my friend said he'd explore the sixth on his own.\There'll be a lot of traps ahead. response:	Wait here. I'll use my skills to get rid of them.
context: All right.\So who's this person you want me to find on the sixth floor?\My friend.\Long ago, I accompanied my friend here.\We made it to the fifth floor handily,\but then my friend said he'd explore the sixth on his own.\There'll be a lot of traps ahead.\Wait here. I'll use my skills to get rid of them. response:	I promise I'll be back.
context: So who's this person you want me to find on the sixth floor?\My friend.\Long ago, I accompanied my friend here.\We made it to the fifth floor handily,\but then my friend said he'd explore the sixth on his own.\There'll be a lot of traps ahead.\Wait here. I'll use my skills to get rid of them.\I promise I'll be back. response:	So I've been waiting this whole time.
context: My friend.\Long ago, I accompanied my friend here.\We made it to the fifth floor handily,\but then my friend said he'd explore the sixth on his own.\There'll be a lot of traps ahead.\Wait here. I'll use my skills to get rid of them.\I promise I'll be back.\So I've been waiting this whole time. response:	H-How long have you been waiting?
context: Long ago, I accompanied my friend here.\We made it to the fifth floor handily,\but then my friend said he'd explore the sixth on his own.\There'll be a lot of traps ahead.\Wait here. I'll use my skills to get rid of them.\I promise I'll be back.\So I've been waiting this whole time.\H-How long have you been waiting? response:	Around 350 years now.
context: We made it to the fifth floor handily,\but then my friend said he'd explore the sixth on his own.\There'll be a lot of traps ahead.\Wait here. I'll use my skills to get rid of them.\I promise I'll be back.\So I've been waiting this whole time.\H-How long have you been waiting?\Around 350 years now. response:	Three hundred and fifty years?! Then, uh...
context: but then my friend said he'd explore the sixth on his own.\There'll be a lot of traps ahead.\Wait here. I'll use my skills to get rid of them.\I promise I'll be back.\So I've been waiting this whole time.\H-How long have you been waiting?\Around 350 years now.\Three hundred and fifty years?! Then, uh... response:	My friend is an elf.
context: There'll be a lot of traps ahead.\Wait here. I'll use my skills to get rid of them.\I promise I'll be back.\So I've been waiting this whole time.\H-How long have you been waiting?\Around 350 years now.\Three hundred and fifty years?! Then, uh...\My friend is an elf. response:	Elves live long lives, some as long as 500 years.
context: Wait here. I'll use my skills to get rid of them.\I promise I'll be back.\So I've been waiting this whole time.\H-How long have you been waiting?\Around 350 years now.\Three hundred and fifty years?! Then, uh...\My friend is an elf.\Elves live long lives, some as long as 500 years. response:	I see. Still, you're very faithful.
context: I promise I'll be back.\So I've been waiting this whole time.\H-How long have you been waiting?\Around 350 years now.\Three hundred and fifty years?! Then, uh...\My friend is an elf.\Elves live long lives, some as long as 500 years.\I see. Still, you're very faithful. response:	You didn't consider just going to the sixth floor?
context: So I've been waiting this whole time.\H-How long have you been waiting?\Around 350 years now.\Three hundred and fifty years?! Then, uh...\My friend is an elf.\Elves live long lives, some as long as 500 years.\I see. Still, you're very faithful.\You didn't consider just going to the sixth floor? response:	I promised my friend Vashelle that I would wait on the fifth floor.
context: H-How long have you been waiting?\Around 350 years now.\Three hundred and fifty years?! Then, uh...\My friend is an elf.\Elves live long lives, some as long as 500 years.\I see. Still, you're very faithful.\You didn't consider just going to the sixth floor?\I promised my friend Vashelle that I would wait on the fifth floor. response:	A promise to a friend is absolute.
context: Around 350 years now.\Three hundred and fifty years?! Then, uh...\My friend is an elf.\Elves live long lives, some as long as 500 years.\I see. Still, you're very faithful.\You didn't consider just going to the sixth floor?\I promised my friend Vashelle that I would wait on the fifth floor.\A promise to a friend is absolute. response:	He's very considerate of his friend.
context: Three hundred and fifty years?! Then, uh...\My friend is an elf.\Elves live long lives, some as long as 500 years.\I see. Still, you're very faithful.\You didn't consider just going to the sixth floor?\I promised my friend Vashelle that I would wait on the fifth floor.\A promise to a friend is absolute.\He's very considerate of his friend. response:	I left Tigerson behind and came to the sixth floor.
context: My friend is an elf.\Elves live long lives, some as long as 500 years.\I see. Still, you're very faithful.\You didn't consider just going to the sixth floor?\I promised my friend Vashelle that I would wait on the fifth floor.\A promise to a friend is absolute.\He's very considerate of his friend.\I left Tigerson behind and came to the sixth floor. response:	It's so dark.
context: Elves live long lives, some as long as 500 years.\I see. Still, you're very faithful.\You didn't consider just going to the sixth floor?\I promised my friend Vashelle that I would wait on the fifth floor.\A promise to a friend is absolute.\He's very considerate of his friend.\I left Tigerson behind and came to the sixth floor.\It's so dark. response:	Blinding Light is meant for blinding others.
context: I see. Still, you're very faithful.\You didn't consider just going to the sixth floor?\I promised my friend Vashelle that I would wait on the fifth floor.\A promise to a friend is absolute.\He's very considerate of his friend.\I left Tigerson behind and came to the sixth floor.\It's so dark.\Blinding Light is meant for blinding others. response:	It won't really help me look around.
context: You didn't consider just going to the sixth floor?\I promised my friend Vashelle that I would wait on the fifth floor.\A promise to a friend is absolute.\He's very considerate of his friend.\I left Tigerson behind and came to the sixth floor.\It's so dark.\Blinding Light is meant for blinding others.\It won't really help me look around. response:	Noir Stardia LP. 1200
context: I promised my friend Vashelle that I would wait on the fifth floor.\A promise to a friend is absolute.\He's very considerate of his friend.\I left Tigerson behind and came to the sixth floor.\It's so dark.\Blinding Light is meant for blinding others.\It won't really help me look around.\Noir Stardia LP. 1200 response:	Skills Skills Skills Skills Skills Skills
context: A promise to a friend is absolute.\He's very considerate of his friend.\I left Tigerson behind and came to the sixth floor.\It's so dark.\Blinding Light is meant for blinding others.\It won't really help me look around.\Noir Stardia LP. 1200\Skills Skills Skills Skills Skills Skills response:	Noir Stardia LP. 1000
context: He's very considerate of his friend.\I left Tigerson behind and came to the sixth floor.\It's so dark.\Blinding Light is meant for blinding others.\It won't really help me look around.\Noir Stardia LP. 1200\Skills Skills Skills Skills Skills Skills\Noir Stardia LP. 1000 response:	All right, now I should be able to see.
context: I left Tigerson behind and came to the sixth floor.\It's so dark.\Blinding Light is meant for blinding others.\It won't really help me look around.\Noir Stardia LP. 1200\Skills Skills Skills Skills Skills Skills\Noir Stardia LP. 1000\All right, now I should be able to see. response:	There's something there.
context: It's so dark.\Blinding Light is meant for blinding others.\It won't really help me look around.\Noir Stardia LP. 1200\Skills Skills Skills Skills Skills Skills\Noir Stardia LP. 1000\All right, now I should be able to see.\There's something there. response:	It sorta looks like a person, but...
context: Blinding Light is meant for blinding others.\It won't really help me look around.\Noir Stardia LP. 1200\Skills Skills Skills Skills Skills Skills\Noir Stardia LP. 1000\All right, now I should be able to see.\There's something there.\It sorta looks like a person, but... response:	That's definitely not a person!
context: It won't really help me look around.\Noir Stardia LP. 1200\Skills Skills Skills Skills Skills Skills\Noir Stardia LP. 1000\All right, now I should be able to see.\There's something there.\It sorta looks like a person, but...\That's definitely not a person! response:	Discerning Eye!
context: Noir Stardia LP. 1200\Skills Skills Skills Skills Skills Skills\Noir Stardia LP. 1000\All right, now I should be able to see.\There's something there.\It sorta looks like a person, but...\That's definitely not a person!\Discerning Eye! response:	Sextuple Zombie Lv. 110
context: Skills Skills Skills Skills Skills Skills\Noir Stardia LP. 1000\All right, now I should be able to see.\There's something there.\It sorta looks like a person, but...\That's definitely not a person!\Discerning Eye!\Sextuple Zombie Lv. 110 response:	Skills
context: Noir Stardia LP. 1000\All right, now I should be able to see.\There's something there.\It sorta looks like a person, but...\That's definitely not a person!\Discerning Eye!\Sextuple Zombie Lv. 110\Skills response:	A Sextuple Zombie?!
context: All right, now I should be able to see.\There's something there.\It sorta looks like a person, but...\That's definitely not a person!\Discerning Eye!\Sextuple Zombie Lv. 110\Skills\A Sextuple Zombie?! response:	And now its friends are here!
context: There's something there.\It sorta looks like a person, but...\That's definitely not a person!\Discerning Eye!\Sextuple Zombie Lv. 110\Skills\A Sextuple Zombie?!\And now its friends are here! response:	What the hell is this?!
context: It sorta looks like a person, but...\That's definitely not a person!\Discerning Eye!\Sextuple Zombie Lv. 110\Skills\A Sextuple Zombie?!\And now its friends are here!\What the hell is this?! response:	I-Its body breaks into six parts.
context: That's definitely not a person!\Discerning Eye!\Sextuple Zombie Lv. 110\Skills\A Sextuple Zombie?!\And now its friends are here!\What the hell is this?!\I-Its body breaks into six parts. response:	So that's why it's called a Sextuple Zombie...
context: Discerning Eye!\Sextuple Zombie Lv. 110\Skills\A Sextuple Zombie?!\And now its friends are here!\What the hell is this?!\I-Its body breaks into six parts.\So that's why it's called a Sextuple Zombie... response:	I'll use the other door to get outside.
context: Sextuple Zombie Lv. 110\Skills\A Sextuple Zombie?!\And now its friends are here!\What the hell is this?!\I-Its body breaks into six parts.\So that's why it's called a Sextuple Zombie...\I'll use the other door to get outside. response:	A-Another one?!
context: Skills\A Sextuple Zombie?!\And now its friends are here!\What the hell is this?!\I-Its body breaks into six parts.\So that's why it's called a Sextuple Zombie...\I'll use the other door to get outside.\A-Another one?! response:	He seems different from the other zombies...
context: A Sextuple Zombie?!\And now its friends are here!\What the hell is this?!\I-Its body breaks into six parts.\So that's why it's called a Sextuple Zombie...\I'll use the other door to get outside.\A-Another one?!\He seems different from the other zombies... response:	Zombie Lv. 170
context: And now its friends are here!\What the hell is this?!\I-Its body breaks into six parts.\So that's why it's called a Sextuple Zombie...\I'll use the other door to get outside.\A-Another one?!\He seems different from the other zombies...\Zombie Lv. 170 response:	Skills Skills Skills Skills
context: What the hell is this?!\I-Its body breaks into six parts.\So that's why it's called a Sextuple Zombie...\I'll use the other door to get outside.\A-Another one?!\He seems different from the other zombies...\Zombie Lv. 170\Skills Skills Skills Skills response:	Archery (Grade B)
context: I-Its body breaks into six parts.\So that's why it's called a Sextuple Zombie...\I'll use the other door to get outside.\A-Another one?!\He seems different from the other zombies...\Zombie Lv. 170\Skills Skills Skills Skills\Archery (Grade B) response:	Dual-Wielded Daggers (Grade C)
context: So that's why it's called a Sextuple Zombie...\I'll use the other door to get outside.\A-Another one?!\He seems different from the other zombies...\Zombie Lv. 170\Skills Skills Skills Skills\Archery (Grade B)\Dual-Wielded Daggers (Grade C) response:	Sharp Ears
context: I'll use the other door to get outside.\A-Another one?!\He seems different from the other zombies...\Zombie Lv. 170\Skills Skills Skills Skills\Archery (Grade B)\Dual-Wielded Daggers (Grade C)\Sharp Ears response:	These skills...
context: A-Another one?!\He seems different from the other zombies...\Zombie Lv. 170\Skills Skills Skills Skills\Archery (Grade B)\Dual-Wielded Daggers (Grade C)\Sharp Ears\These skills... response:	And...
context: He seems different from the other zombies...\Zombie Lv. 170\Skills Skills Skills Skills\Archery (Grade B)\Dual-Wielded Daggers (Grade C)\Sharp Ears\These skills...\And... response:	W-Wait, is he Tigerson's friend?
context: Zombie Lv. 170\Skills Skills Skills Skills\Archery (Grade B)\Dual-Wielded Daggers (Grade C)\Sharp Ears\These skills...\And...\W-Wait, is he Tigerson's friend? response:	Vashelle?!
context: Skills Skills Skills Skills\Archery (Grade B)\Dual-Wielded Daggers (Grade C)\Sharp Ears\These skills...\And...\W-Wait, is he Tigerson's friend?\Vashelle?! response:	Hello
context: Archery (Grade B)\Dual-Wielded Daggers (Grade C)\Sharp Ears\These skills...\And...\W-Wait, is he Tigerson's friend?\Vashelle?!\Hello response:	Why does he have a tulip on his head?
context: Dual-Wielded Daggers (Grade C)\Sharp Ears\These skills...\And...\W-Wait, is he Tigerson's friend?\Vashelle?!\Hello\Why does he have a tulip on his head? response:	The Hidden Dungeon Only I Can Enter.
context: Sharp Ears\These skills...\And...\W-Wait, is he Tigerson's friend?\Vashelle?!\Hello\Why does he have a tulip on his head?\The Hidden Dungeon Only I Can Enter. response:	Are you Vashelle?
context: These skills...\And...\W-Wait, is he Tigerson's friend?\Vashelle?!\Hello\Why does he have a tulip on his head?\The Hidden Dungeon Only I Can Enter.\Are you Vashelle? response:	That's not gonna work. I need to turn him back somehow.
context: And...\W-Wait, is he Tigerson's friend?\Vashelle?!\Hello\Why does he have a tulip on his head?\The Hidden Dungeon Only I Can Enter.\Are you Vashelle?\That's not gonna work. I need to turn him back somehow. response:	Okay, I'll delete that Zombified skill.
context: W-Wait, is he Tigerson's friend?\Vashelle?!\Hello\Why does he have a tulip on his head?\The Hidden Dungeon Only I Can Enter.\Are you Vashelle?\That's not gonna work. I need to turn him back somehow.\Okay, I'll delete that Zombified skill. response:	Needed to delete
context: Vashelle?!\Hello\Why does he have a tulip on his head?\The Hidden Dungeon Only I Can Enter.\Are you Vashelle?\That's not gonna work. I need to turn him back somehow.\Okay, I'll delete that Zombified skill.\Needed to delete response:	Available LP.
context: Hello\Why does he have a tulip on his head?\The Hidden Dungeon Only I Can Enter.\Are you Vashelle?\That's not gonna work. I need to turn him back somehow.\Okay, I'll delete that Zombified skill.\Needed to delete\Available LP. response:	It's not cheap, but...
context: Why does he have a tulip on his head?\The Hidden Dungeon Only I Can Enter.\Are you Vashelle?\That's not gonna work. I need to turn him back somehow.\Okay, I'll delete that Zombified skill.\Needed to delete\Available LP.\It's not cheap, but... response:	Wh-What happened?
context: The Hidden Dungeon Only I Can Enter.\Are you Vashelle?\That's not gonna work. I need to turn him back somehow.\Okay, I'll delete that Zombified skill.\Needed to delete\Available LP.\It's not cheap, but...\Wh-What happened? response:	Are you the elf named Vashelle?
context: Are you Vashelle?\That's not gonna work. I need to turn him back somehow.\Okay, I'll delete that Zombified skill.\Needed to delete\Available LP.\It's not cheap, but...\Wh-What happened?\Are you the elf named Vashelle? response:	Y-Yes, I am.
context: That's not gonna work. I need to turn him back somehow.\Okay, I'll delete that Zombified skill.\Needed to delete\Available LP.\It's not cheap, but...\Wh-What happened?\Are you the elf named Vashelle?\Y-Yes, I am. response:	My name is Noir.
context: Okay, I'll delete that Zombified skill.\Needed to delete\Available LP.\It's not cheap, but...\Wh-What happened?\Are you the elf named Vashelle?\Y-Yes, I am.\My name is Noir. response:	I actually need to talk to you.
context: Needed to delete\Available LP.\It's not cheap, but...\Wh-What happened?\Are you the elf named Vashelle?\Y-Yes, I am.\My name is Noir.\I actually need to talk to you. response:	Tigerson? Really?
context: Available LP.\It's not cheap, but...\Wh-What happened?\Are you the elf named Vashelle?\Y-Yes, I am.\My name is Noir.\I actually need to talk to you.\Tigerson? Really? response:	Yes. As promised, he's been waiting on the fifth floor.
context: It's not cheap, but...\Wh-What happened?\Are you the elf named Vashelle?\Y-Yes, I am.\My name is Noir.\I actually need to talk to you.\Tigerson? Really?\Yes. As promised, he's been waiting on the fifth floor. response:	But...
context: Wh-What happened?\Are you the elf named Vashelle?\Y-Yes, I am.\My name is Noir.\I actually need to talk to you.\Tigerson? Really?\Yes. As promised, he's been waiting on the fifth floor.\But... response:	It's been more than 300 years.
context: Are you the elf named Vashelle?\Y-Yes, I am.\My name is Noir.\I actually need to talk to you.\Tigerson? Really?\Yes. As promised, he's been waiting on the fifth floor.\But...\It's been more than 300 years. response:	He's truly a great friend.
context: Y-Yes, I am.\My name is Noir.\I actually need to talk to you.\Tigerson? Really?\Yes. As promised, he's been waiting on the fifth floor.\But...\It's been more than 300 years.\He's truly a great friend. response:	Yes.
context: My name is Noir.\I actually need to talk to you.\Tigerson? Really?\Yes. As promised, he's been waiting on the fifth floor.\But...\It's been more than 300 years.\He's truly a great friend.\Yes. response:	I just randomly named him Tigerson, but he fell in love with the name.
context: I actually need to talk to you.\Tigerson? Really?\Yes. As promised, he's been waiting on the fifth floor.\But...\It's been more than 300 years.\He's truly a great friend.\Yes.\I just randomly named him Tigerson, but he fell in love with the name. response:	Before I came to this dungeon,
context: Tigerson? Really?\Yes. As promised, he's been waiting on the fifth floor.\But...\It's been more than 300 years.\He's truly a great friend.\Yes.\I just randomly named him Tigerson, but he fell in love with the name.\Before I came to this dungeon, response:	he saved me, even though he didn't know me.
context: Yes. As promised, he's been waiting on the fifth floor.\But...\It's been more than 300 years.\He's truly a great friend.\Yes.\I just randomly named him Tigerson, but he fell in love with the name.\Before I came to this dungeon,\he saved me, even though he didn't know me. response:	He tried to leave without saying a word, so I ended up asking him
context: But...\It's been more than 300 years.\He's truly a great friend.\Yes.\I just randomly named him Tigerson, but he fell in love with the name.\Before I came to this dungeon,\he saved me, even though he didn't know me.\He tried to leave without saying a word, so I ended up asking him response:	if he'd like to be my friend.
context: It's been more than 300 years.\He's truly a great friend.\Yes.\I just randomly named him Tigerson, but he fell in love with the name.\Before I came to this dungeon,\he saved me, even though he didn't know me.\He tried to leave without saying a word, so I ended up asking him\if he'd like to be my friend. response:	The other 990,000 creatures I have encountered all pointed a weapon at me.
context: He's truly a great friend.\Yes.\I just randomly named him Tigerson, but he fell in love with the name.\Before I came to this dungeon,\he saved me, even though he didn't know me.\He tried to leave without saying a word, so I ended up asking him\if he'd like to be my friend.\The other 990,000 creatures I have encountered all pointed a weapon at me. response:	You're the only one who reached out to me.
context: Yes.\I just randomly named him Tigerson, but he fell in love with the name.\Before I came to this dungeon,\he saved me, even though he didn't know me.\He tried to leave without saying a word, so I ended up asking him\if he'd like to be my friend.\The other 990,000 creatures I have encountered all pointed a weapon at me.\You're the only one who reached out to me. response:	I've never had a friend before.
context: I just randomly named him Tigerson, but he fell in love with the name.\Before I came to this dungeon,\he saved me, even though he didn't know me.\He tried to leave without saying a word, so I ended up asking him\if he'd like to be my friend.\The other 990,000 creatures I have encountered all pointed a weapon at me.\You're the only one who reached out to me.\I've never had a friend before. response:	After that, I came to this dungeon to search for a treasure to send
context: Before I came to this dungeon,\he saved me, even though he didn't know me.\He tried to leave without saying a word, so I ended up asking him\if he'd like to be my friend.\The other 990,000 creatures I have encountered all pointed a weapon at me.\You're the only one who reached out to me.\I've never had a friend before.\After that, I came to this dungeon to search for a treasure to send response:	to my love back home.
context: he saved me, even though he didn't know me.\He tried to leave without saying a word, so I ended up asking him\if he'd like to be my friend.\The other 990,000 creatures I have encountered all pointed a weapon at me.\You're the only one who reached out to me.\I've never had a friend before.\After that, I came to this dungeon to search for a treasure to send\to my love back home. response:	I happened to find the password in an ancient text.
context: He tried to leave without saying a word, so I ended up asking him\if he'd like to be my friend.\The other 990,000 creatures I have encountered all pointed a weapon at me.\You're the only one who reached out to me.\I've never had a friend before.\After that, I came to this dungeon to search for a treasure to send\to my love back home.\I happened to find the password in an ancient text. response:	And that's how you and Tigerson got to the fifth floor.
context: if he'd like to be my friend.\The other 990,000 creatures I have encountered all pointed a weapon at me.\You're the only one who reached out to me.\I've never had a friend before.\After that, I came to this dungeon to search for a treasure to send\to my love back home.\I happened to find the password in an ancient text.\And that's how you and Tigerson got to the fifth floor. response:	There'll be a lot of traps ahead.
context: The other 990,000 creatures I have encountered all pointed a weapon at me.\You're the only one who reached out to me.\I've never had a friend before.\After that, I came to this dungeon to search for a treasure to send\to my love back home.\I happened to find the password in an ancient text.\And that's how you and Tigerson got to the fifth floor.\There'll be a lot of traps ahead. response:	Wait here. I'll use my skills to get rid of them.
context: You're the only one who reached out to me.\I've never had a friend before.\After that, I came to this dungeon to search for a treasure to send\to my love back home.\I happened to find the password in an ancient text.\And that's how you and Tigerson got to the fifth floor.\There'll be a lot of traps ahead.\Wait here. I'll use my skills to get rid of them. response:	I promise I'll be back.
context: I've never had a friend before.\After that, I came to this dungeon to search for a treasure to send\to my love back home.\I happened to find the password in an ancient text.\And that's how you and Tigerson got to the fifth floor.\There'll be a lot of traps ahead.\Wait here. I'll use my skills to get rid of them.\I promise I'll be back. response:	I can hardly call myself a friend if he's just protecting me all the time.
context: After that, I came to this dungeon to search for a treasure to send\to my love back home.\I happened to find the password in an ancient text.\And that's how you and Tigerson got to the fifth floor.\There'll be a lot of traps ahead.\Wait here. I'll use my skills to get rid of them.\I promise I'll be back.\I can hardly call myself a friend if he's just protecting me all the time. response:	I totally get that.
context: to my love back home.\I happened to find the password in an ancient text.\And that's how you and Tigerson got to the fifth floor.\There'll be a lot of traps ahead.\Wait here. I'll use my skills to get rid of them.\I promise I'll be back.\I can hardly call myself a friend if he's just protecting me all the time.\I totally get that. response:	Up until recently, Emma had to protect me all the time.
context: I happened to find the password in an ancient text.\And that's how you and Tigerson got to the fifth floor.\There'll be a lot of traps ahead.\Wait here. I'll use my skills to get rid of them.\I promise I'll be back.\I can hardly call myself a friend if he's just protecting me all the time.\I totally get that.\Up until recently, Emma had to protect me all the time. response:	And you saw how I ended up.
context: And that's how you and Tigerson got to the fifth floor.\There'll be a lot of traps ahead.\Wait here. I'll use my skills to get rid of them.\I promise I'll be back.\I can hardly call myself a friend if he's just protecting me all the time.\I totally get that.\Up until recently, Emma had to protect me all the time.\And you saw how I ended up. response:	How am I supposed to face him again?
context: There'll be a lot of traps ahead.\Wait here. I'll use my skills to get rid of them.\I promise I'll be back.\I can hardly call myself a friend if he's just protecting me all the time.\I totally get that.\Up until recently, Emma had to protect me all the time.\And you saw how I ended up.\How am I supposed to face him again? response:	Vashelle...
context: Wait here. I'll use my skills to get rid of them.\I promise I'll be back.\I can hardly call myself a friend if he's just protecting me all the time.\I totally get that.\Up until recently, Emma had to protect me all the time.\And you saw how I ended up.\How am I supposed to face him again?\Vashelle... response:	But I can't keep him waiting any longer.
context: I promise I'll be back.\I can hardly call myself a friend if he's just protecting me all the time.\I totally get that.\Up until recently, Emma had to protect me all the time.\And you saw how I ended up.\How am I supposed to face him again?\Vashelle...\But I can't keep him waiting any longer. response:	Tigerson...
context: I can hardly call myself a friend if he's just protecting me all the time.\I totally get that.\Up until recently, Emma had to protect me all the time.\And you saw how I ended up.\How am I supposed to face him again?\Vashelle...\But I can't keep him waiting any longer.\Tigerson... response:	I see that you are safe, my friend.
context: I totally get that.\Up until recently, Emma had to protect me all the time.\And you saw how I ended up.\How am I supposed to face him again?\Vashelle...\But I can't keep him waiting any longer.\Tigerson...\I see that you are safe, my friend. response:	Tigerson...
context: Up until recently, Emma had to protect me all the time.\And you saw how I ended up.\How am I supposed to face him again?\Vashelle...\But I can't keep him waiting any longer.\Tigerson...\I see that you are safe, my friend.\Tigerson... response:	Let's give up on conquering this dungeon.
context: And you saw how I ended up.\How am I supposed to face him again?\Vashelle...\But I can't keep him waiting any longer.\Tigerson...\I see that you are safe, my friend.\Tigerson...\Let's give up on conquering this dungeon. response:	I see. If that is what you wish.
context: How am I supposed to face him again?\Vashelle...\But I can't keep him waiting any longer.\Tigerson...\I see that you are safe, my friend.\Tigerson...\Let's give up on conquering this dungeon.\I see. If that is what you wish. response:	My love might still be waiting for me.
context: Vashelle...\But I can't keep him waiting any longer.\Tigerson...\I see that you are safe, my friend.\Tigerson...\Let's give up on conquering this dungeon.\I see. If that is what you wish.\My love might still be waiting for me. response:	But even if I'm wrong about that, I think this is for the best.
context: But I can't keep him waiting any longer.\Tigerson...\I see that you are safe, my friend.\Tigerson...\Let's give up on conquering this dungeon.\I see. If that is what you wish.\My love might still be waiting for me.\But even if I'm wrong about that, I think this is for the best. response:	Indeed.
context: Tigerson...\I see that you are safe, my friend.\Tigerson...\Let's give up on conquering this dungeon.\I see. If that is what you wish.\My love might still be waiting for me.\But even if I'm wrong about that, I think this is for the best.\Indeed. response:	But I told you before, right?
context: I see that you are safe, my friend.\Tigerson...\Let's give up on conquering this dungeon.\I see. If that is what you wish.\My love might still be waiting for me.\But even if I'm wrong about that, I think this is for the best.\Indeed.\But I told you before, right? response:	Other races aren't allowed into my homeland.
context: Tigerson...\Let's give up on conquering this dungeon.\I see. If that is what you wish.\My love might still be waiting for me.\But even if I'm wrong about that, I think this is for the best.\Indeed.\But I told you before, right?\Other races aren't allowed into my homeland. response:	Which means...
context: Let's give up on conquering this dungeon.\I see. If that is what you wish.\My love might still be waiting for me.\But even if I'm wrong about that, I think this is for the best.\Indeed.\But I told you before, right?\Other races aren't allowed into my homeland.\Which means... response:	Yes, I know. We must part ways here.
context: I see. If that is what you wish.\My love might still be waiting for me.\But even if I'm wrong about that, I think this is for the best.\Indeed.\But I told you before, right?\Other races aren't allowed into my homeland.\Which means...\Yes, I know. We must part ways here. response:	Your lifespan is limited...
context: My love might still be waiting for me.\But even if I'm wrong about that, I think this is for the best.\Indeed.\But I told you before, right?\Other races aren't allowed into my homeland.\Which means...\Yes, I know. We must part ways here.\Your lifespan is limited... response:	And yet... I wasted 350 years of your time...
context: But even if I'm wrong about that, I think this is for the best.\Indeed.\But I told you before, right?\Other races aren't allowed into my homeland.\Which means...\Yes, I know. We must part ways here.\Your lifespan is limited...\And yet... I wasted 350 years of your time... response:	It's all right.
context: Indeed.\But I told you before, right?\Other races aren't allowed into my homeland.\Which means...\Yes, I know. We must part ways here.\Your lifespan is limited...\And yet... I wasted 350 years of your time...\It's all right. response:	You want to return home to your beloved.
context: But I told you before, right?\Other races aren't allowed into my homeland.\Which means...\Yes, I know. We must part ways here.\Your lifespan is limited...\And yet... I wasted 350 years of your time...\It's all right.\You want to return home to your beloved. response:	No one can stop matters of the heart.
context: Other races aren't allowed into my homeland.\Which means...\Yes, I know. We must part ways here.\Your lifespan is limited...\And yet... I wasted 350 years of your time...\It's all right.\You want to return home to your beloved.\No one can stop matters of the heart. response:	I'm so sorry... Truly.
context: Which means...\Yes, I know. We must part ways here.\Your lifespan is limited...\And yet... I wasted 350 years of your time...\It's all right.\You want to return home to your beloved.\No one can stop matters of the heart.\I'm so sorry... Truly. response:	Do not worry about that. I waited because I wanted to.
context: Yes, I know. We must part ways here.\Your lifespan is limited...\And yet... I wasted 350 years of your time...\It's all right.\You want to return home to your beloved.\No one can stop matters of the heart.\I'm so sorry... Truly.\Do not worry about that. I waited because I wanted to. response:	Tigerson...
