context: Are you gonna stay home again today? response:	Yeah, I still feel a little yucky.
context: Japanese History\Chika-chan this, Chika-chan that, Chika-chan everything! What the hell?!\Hori-san, please listen, Chika...\Chika, Chika, Chika! Shut up about Chika already!\But I don't know her last name...\Kyoko Hori\Kyoko Hori\Wait, she's not mad about me walking with her... response:	Kyoko Hori
context: Chika-chan this, Chika-chan that, Chika-chan everything! What the hell?!\Hori-san, please listen, Chika...\Chika, Chika, Chika! Shut up about Chika already!\But I don't know her last name...\Kyoko Hori\Kyoko Hori\Wait, she's not mad about me walking with her...\Kyoko Hori response:	She's mad about the name?
context: Hori-san, please listen, Chika...\Chika, Chika, Chika! Shut up about Chika already!\But I don't know her last name...\Kyoko Hori\Kyoko Hori\Wait, she's not mad about me walking with her...\Kyoko Hori\She's mad about the name? response:	She's mad about the name?
context: Chika, Chika, Chika! Shut up about Chika already!\But I don't know her last name...\Kyoko Hori\Kyoko Hori\Wait, she's not mad about me walking with her...\Kyoko Hori\She's mad about the name?\She's mad about the name? response:	Modern Japanese History Workbook
context: But I don't know her last name...\Kyoko Hori\Kyoko Hori\Wait, she's not mad about me walking with her...\Kyoko Hori\She's mad about the name?\She's mad about the name?\Modern Japanese History Workbook response:	Modern Japanese History Workbook
context: Kyoko Hori\Kyoko Hori\Wait, she's not mad about me walking with her...\Kyoko Hori\She's mad about the name?\She's mad about the name?\Modern Japanese History Workbook\Modern Japanese History Workbook response:	That was all it took to make her this mad at me...
context: Kyoko Hori\Wait, she's not mad about me walking with her...\Kyoko Hori\She's mad about the name?\She's mad about the name?\Modern Japanese History Workbook\Modern Japanese History Workbook\That was all it took to make her this mad at me... response:	Modern Japanese History Workbook
context: Wait, she's not mad about me walking with her...\Kyoko Hori\She's mad about the name?\She's mad about the name?\Modern Japanese History Workbook\Modern Japanese History Workbook\That was all it took to make her this mad at me...\Modern Japanese History Workbook response:	I threw a book right in his face.
context: Kyoko Hori\She's mad about the name?\She's mad about the name?\Modern Japanese History Workbook\Modern Japanese History Workbook\That was all it took to make her this mad at me...\Modern Japanese History Workbook\I threw a book right in his face. response:	I can't believe that girl.
context: She's mad about the name?\She's mad about the name?\Modern Japanese History Workbook\Modern Japanese History Workbook\That was all it took to make her this mad at me...\Modern Japanese History Workbook\I threw a book right in his face.\I can't believe that girl. response:	She's totally lost it.
context: She's mad about the name?\Modern Japanese History Workbook\Modern Japanese History Workbook\That was all it took to make her this mad at me...\Modern Japanese History Workbook\I threw a book right in his face.\I can't believe that girl.\She's totally lost it. response:	No, stop! Miyamura wouldn't say that!
context: Modern Japanese History Workbook\Modern Japanese History Workbook\That was all it took to make her this mad at me...\Modern Japanese History Workbook\I threw a book right in his face.\I can't believe that girl.\She's totally lost it.\No, stop! Miyamura wouldn't say that! response:	Hey, sis!
context: Modern Japanese History Workbook\That was all it took to make her this mad at me...\Modern Japanese History Workbook\I threw a book right in his face.\I can't believe that girl.\She's totally lost it.\No, stop! Miyamura wouldn't say that!\Hey, sis! response:	What? You can have yogurt, you don't need to ask-
context: That was all it took to make her this mad at me...\Modern Japanese History Workbook\I threw a book right in his face.\I can't believe that girl.\She's totally lost it.\No, stop! Miyamura wouldn't say that!\Hey, sis!\What? You can have yogurt, you don't need to ask- response:	My bro's here.
context: Modern Japanese History Workbook\I threw a book right in his face.\I can't believe that girl.\She's totally lost it.\No, stop! Miyamura wouldn't say that!\Hey, sis!\What? You can have yogurt, you don't need to ask-\My bro's here. response:	-Tell him I'm not here!
context: I threw a book right in his face.\I can't believe that girl.\She's totally lost it.\No, stop! Miyamura wouldn't say that!\Hey, sis!\What? You can have yogurt, you don't need to ask-\My bro's here.\-Tell him I'm not here! response:	-Hello. -Tell him I'm not here!
context: I can't believe that girl.\She's totally lost it.\No, stop! Miyamura wouldn't say that!\Hey, sis!\What? You can have yogurt, you don't need to ask-\My bro's here.\-Tell him I'm not here!\-Hello. -Tell him I'm not here! response:	Should I leave?
context: She's totally lost it.\No, stop! Miyamura wouldn't say that!\Hey, sis!\What? You can have yogurt, you don't need to ask-\My bro's here.\-Tell him I'm not here!\-Hello. -Tell him I'm not here!\Should I leave? response:	What? I mean, I'll leave if you want.
context: No, stop! Miyamura wouldn't say that!\Hey, sis!\What? You can have yogurt, you don't need to ask-\My bro's here.\-Tell him I'm not here!\-Hello. -Tell him I'm not here!\Should I leave?\What? I mean, I'll leave if you want. response:	Please stay.
context: Hey, sis!\What? You can have yogurt, you don't need to ask-\My bro's here.\-Tell him I'm not here!\-Hello. -Tell him I'm not here!\Should I leave?\What? I mean, I'll leave if you want.\Please stay. response:	Okay. Thanks.
context: What? You can have yogurt, you don't need to ask-\My bro's here.\-Tell him I'm not here!\-Hello. -Tell him I'm not here!\Should I leave?\What? I mean, I'll leave if you want.\Please stay.\Okay. Thanks. response:	Modern Japanese History Workbook
context: My bro's here.\-Tell him I'm not here!\-Hello. -Tell him I'm not here!\Should I leave?\What? I mean, I'll leave if you want.\Please stay.\Okay. Thanks.\Modern Japanese History Workbook response:	Okay. Thanks.
context: -Tell him I'm not here!\-Hello. -Tell him I'm not here!\Should I leave?\What? I mean, I'll leave if you want.\Please stay.\Okay. Thanks.\Modern Japanese History Workbook\Okay. Thanks. response:	Modern Japanese History Workbook
context: -Hello. -Tell him I'm not here!\Should I leave?\What? I mean, I'll leave if you want.\Please stay.\Okay. Thanks.\Modern Japanese History Workbook\Okay. Thanks.\Modern Japanese History Workbook response:	You forgot these.
context: Should I leave?\What? I mean, I'll leave if you want.\Please stay.\Okay. Thanks.\Modern Japanese History Workbook\Okay. Thanks.\Modern Japanese History Workbook\You forgot these. response:	You forgot these.
context: What? I mean, I'll leave if you want.\Please stay.\Okay. Thanks.\Modern Japanese History Workbook\Okay. Thanks.\Modern Japanese History Workbook\You forgot these.\You forgot these. response:	Oh, thanks.
context: Please stay.\Okay. Thanks.\Modern Japanese History Workbook\Okay. Thanks.\Modern Japanese History Workbook\You forgot these.\You forgot these.\Oh, thanks. response:	I, uh, thought about just giving it to you tomorrow,
context: Okay. Thanks.\Modern Japanese History Workbook\Okay. Thanks.\Modern Japanese History Workbook\You forgot these.\You forgot these.\Oh, thanks.\I, uh, thought about just giving it to you tomorrow, response:	but you might need it for homework...
context: Modern Japanese History Workbook\Okay. Thanks.\Modern Japanese History Workbook\You forgot these.\You forgot these.\Oh, thanks.\I, uh, thought about just giving it to you tomorrow,\but you might need it for homework... response:	Yeah, good thinking.
context: Okay. Thanks.\Modern Japanese History Workbook\You forgot these.\You forgot these.\Oh, thanks.\I, uh, thought about just giving it to you tomorrow,\but you might need it for homework...\Yeah, good thinking. response:	-He's definitely mad at me. -She's definitely mad at me.
context: Modern Japanese History Workbook\You forgot these.\You forgot these.\Oh, thanks.\I, uh, thought about just giving it to you tomorrow,\but you might need it for homework...\Yeah, good thinking.\-He's definitely mad at me. -She's definitely mad at me. response:	Why is she mad, though?
context: You forgot these.\You forgot these.\Oh, thanks.\I, uh, thought about just giving it to you tomorrow,\but you might need it for homework...\Yeah, good thinking.\-He's definitely mad at me. -She's definitely mad at me.\Why is she mad, though? response:	I'm guessing it's still about Chika-chan...
context: You forgot these.\Oh, thanks.\I, uh, thought about just giving it to you tomorrow,\but you might need it for homework...\Yeah, good thinking.\-He's definitely mad at me. -She's definitely mad at me.\Why is she mad, though?\I'm guessing it's still about Chika-chan... response:	He probably has no idea why I'm mad at him...
context: Oh, thanks.\I, uh, thought about just giving it to you tomorrow,\but you might need it for homework...\Yeah, good thinking.\-He's definitely mad at me. -She's definitely mad at me.\Why is she mad, though?\I'm guessing it's still about Chika-chan...\He probably has no idea why I'm mad at him... response:	-S-Sorry-
context: I, uh, thought about just giving it to you tomorrow,\but you might need it for homework...\Yeah, good thinking.\-He's definitely mad at me. -She's definitely mad at me.\Why is she mad, though?\I'm guessing it's still about Chika-chan...\He probably has no idea why I'm mad at him...\-S-Sorry- response:	-I'm sorry! -S-Sorry-
context: but you might need it for homework...\Yeah, good thinking.\-He's definitely mad at me. -She's definitely mad at me.\Why is she mad, though?\I'm guessing it's still about Chika-chan...\He probably has no idea why I'm mad at him...\-S-Sorry-\-I'm sorry! -S-Sorry- response:	Huh?
context: Yeah, good thinking.\-He's definitely mad at me. -She's definitely mad at me.\Why is she mad, though?\I'm guessing it's still about Chika-chan...\He probably has no idea why I'm mad at him...\-S-Sorry-\-I'm sorry! -S-Sorry-\Huh? response:	Uh, sorry for throwing a book at you. Twice.
context: -He's definitely mad at me. -She's definitely mad at me.\Why is she mad, though?\I'm guessing it's still about Chika-chan...\He probably has no idea why I'm mad at him...\-S-Sorry-\-I'm sorry! -S-Sorry-\Huh?\Uh, sorry for throwing a book at you. Twice. response:	Oh, it's okay. It's my fault for bringing up Ch-
context: Why is she mad, though?\I'm guessing it's still about Chika-chan...\He probably has no idea why I'm mad at him...\-S-Sorry-\-I'm sorry! -S-Sorry-\Huh?\Uh, sorry for throwing a book at you. Twice.\Oh, it's okay. It's my fault for bringing up Ch- response:	Uh, Shindo's girlfriend, when it was making you upset.
context: I'm guessing it's still about Chika-chan...\He probably has no idea why I'm mad at him...\-S-Sorry-\-I'm sorry! -S-Sorry-\Huh?\Uh, sorry for throwing a book at you. Twice.\Oh, it's okay. It's my fault for bringing up Ch-\Uh, Shindo's girlfriend, when it was making you upset. response:	So... Do you know Chika-chan's last name, or...
context: He probably has no idea why I'm mad at him...\-S-Sorry-\-I'm sorry! -S-Sorry-\Huh?\Uh, sorry for throwing a book at you. Twice.\Oh, it's okay. It's my fault for bringing up Ch-\Uh, Shindo's girlfriend, when it was making you upset.\So... Do you know Chika-chan's last name, or... response:	No, I don't.
context: -S-Sorry-\-I'm sorry! -S-Sorry-\Huh?\Uh, sorry for throwing a book at you. Twice.\Oh, it's okay. It's my fault for bringing up Ch-\Uh, Shindo's girlfriend, when it was making you upset.\So... Do you know Chika-chan's last name, or...\No, I don't. response:	For real?
context: -I'm sorry! -S-Sorry-\Huh?\Uh, sorry for throwing a book at you. Twice.\Oh, it's okay. It's my fault for bringing up Ch-\Uh, Shindo's girlfriend, when it was making you upset.\So... Do you know Chika-chan's last name, or...\No, I don't.\For real? response:	Sheesh, I wish you'd told me sooner! Then I wouldn't have assumed wrong.
context: Huh?\Uh, sorry for throwing a book at you. Twice.\Oh, it's okay. It's my fault for bringing up Ch-\Uh, Shindo's girlfriend, when it was making you upset.\So... Do you know Chika-chan's last name, or...\No, I don't.\For real?\Sheesh, I wish you'd told me sooner! Then I wouldn't have assumed wrong. response:	What? I told you. You just didn't listen, Hori-san.
context: Uh, sorry for throwing a book at you. Twice.\Oh, it's okay. It's my fault for bringing up Ch-\Uh, Shindo's girlfriend, when it was making you upset.\So... Do you know Chika-chan's last name, or...\No, I don't.\For real?\Sheesh, I wish you'd told me sooner! Then I wouldn't have assumed wrong.\What? I told you. You just didn't listen, Hori-san. response:	Yeah, well, whatever.
context: Oh, it's okay. It's my fault for bringing up Ch-\Uh, Shindo's girlfriend, when it was making you upset.\So... Do you know Chika-chan's last name, or...\No, I don't.\For real?\Sheesh, I wish you'd told me sooner! Then I wouldn't have assumed wrong.\What? I told you. You just didn't listen, Hori-san.\Yeah, well, whatever. response:	I was awake.
context: Uh, Shindo's girlfriend, when it was making you upset.\So... Do you know Chika-chan's last name, or...\No, I don't.\For real?\Sheesh, I wish you'd told me sooner! Then I wouldn't have assumed wrong.\What? I told you. You just didn't listen, Hori-san.\Yeah, well, whatever.\I was awake. response:	I heard what you said.
context: So... Do you know Chika-chan's last name, or...\No, I don't.\For real?\Sheesh, I wish you'd told me sooner! Then I wouldn't have assumed wrong.\What? I told you. You just didn't listen, Hori-san.\Yeah, well, whatever.\I was awake.\I heard what you said. response:	Oh. I mean, I said it because I knew you were awake, so yeah.
context: No, I don't.\For real?\Sheesh, I wish you'd told me sooner! Then I wouldn't have assumed wrong.\What? I told you. You just didn't listen, Hori-san.\Yeah, well, whatever.\I was awake.\I heard what you said.\Oh. I mean, I said it because I knew you were awake, so yeah. response:	I wasn't expecting a response or anything.
context: For real?\Sheesh, I wish you'd told me sooner! Then I wouldn't have assumed wrong.\What? I told you. You just didn't listen, Hori-san.\Yeah, well, whatever.\I was awake.\I heard what you said.\Oh. I mean, I said it because I knew you were awake, so yeah.\I wasn't expecting a response or anything. response:	Honestly, I was kind of scared to hear how you'd respond.
context: Sheesh, I wish you'd told me sooner! Then I wouldn't have assumed wrong.\What? I told you. You just didn't listen, Hori-san.\Yeah, well, whatever.\I was awake.\I heard what you said.\Oh. I mean, I said it because I knew you were awake, so yeah.\I wasn't expecting a response or anything.\Honestly, I was kind of scared to hear how you'd respond. response:	Sorry for dropping that on you and running.
context: What? I told you. You just didn't listen, Hori-san.\Yeah, well, whatever.\I was awake.\I heard what you said.\Oh. I mean, I said it because I knew you were awake, so yeah.\I wasn't expecting a response or anything.\Honestly, I was kind of scared to hear how you'd respond.\Sorry for dropping that on you and running. response:	Miyamu-
context: Yeah, well, whatever.\I was awake.\I heard what you said.\Oh. I mean, I said it because I knew you were awake, so yeah.\I wasn't expecting a response or anything.\Honestly, I was kind of scared to hear how you'd respond.\Sorry for dropping that on you and running.\Miyamu- response:	Kyoko.
context: I was awake.\I heard what you said.\Oh. I mean, I said it because I knew you were awake, so yeah.\I wasn't expecting a response or anything.\Honestly, I was kind of scared to hear how you'd respond.\Sorry for dropping that on you and running.\Miyamu-\Kyoko. response:	Who's this guy?
context: I heard what you said.\Oh. I mean, I said it because I knew you were awake, so yeah.\I wasn't expecting a response or anything.\Honestly, I was kind of scared to hear how you'd respond.\Sorry for dropping that on you and running.\Miyamu-\Kyoko.\Who's this guy? response:	Kyosuke!
context: Oh. I mean, I said it because I knew you were awake, so yeah.\I wasn't expecting a response or anything.\Honestly, I was kind of scared to hear how you'd respond.\Sorry for dropping that on you and running.\Miyamu-\Kyoko.\Who's this guy?\Kyosuke! response:	Where's Yuriko?
context: I wasn't expecting a response or anything.\Honestly, I was kind of scared to hear how you'd respond.\Sorry for dropping that on you and running.\Miyamu-\Kyoko.\Who's this guy?\Kyosuke!\Where's Yuriko? response:	H-Hold on, why are you here?!
context: Honestly, I was kind of scared to hear how you'd respond.\Sorry for dropping that on you and running.\Miyamu-\Kyoko.\Who's this guy?\Kyosuke!\Where's Yuriko?\H-Hold on, why are you here?! response:	I'm here to hang out.
context: Sorry for dropping that on you and running.\Miyamu-\Kyoko.\Who's this guy?\Kyosuke!\Where's Yuriko?\H-Hold on, why are you here?!\I'm here to hang out. response:	Who's this? Is he...?
context: Miyamu-\Kyoko.\Who's this guy?\Kyosuke!\Where's Yuriko?\H-Hold on, why are you here?!\I'm here to hang out.\Who's this? Is he...? response:	Whoa, what's that?
context: Kyoko.\Who's this guy?\Kyosuke!\Where's Yuriko?\H-Hold on, why are you here?!\I'm here to hang out.\Who's this? Is he...?\Whoa, what's that? response:	You're pierced all over! Can I touch your hair?
context: Who's this guy?\Kyosuke!\Where's Yuriko?\H-Hold on, why are you here?!\I'm here to hang out.\Who's this? Is he...?\Whoa, what's that?\You're pierced all over! Can I touch your hair? response:	No smoking inside, Kyosuke!
context: Kyosuke!\Where's Yuriko?\H-Hold on, why are you here?!\I'm here to hang out.\Who's this? Is he...?\Whoa, what's that?\You're pierced all over! Can I touch your hair?\No smoking inside, Kyosuke! response:	I bet you smoke cigs.
context: Where's Yuriko?\H-Hold on, why are you here?!\I'm here to hang out.\Who's this? Is he...?\Whoa, what's that?\You're pierced all over! Can I touch your hair?\No smoking inside, Kyosuke!\I bet you smoke cigs. response:	No, not really...
context: H-Hold on, why are you here?!\I'm here to hang out.\Who's this? Is he...?\Whoa, what's that?\You're pierced all over! Can I touch your hair?\No smoking inside, Kyosuke!\I bet you smoke cigs.\No, not really... response:	These piercings are sick. Did you do them yourself?
context: I'm here to hang out.\Who's this? Is he...?\Whoa, what's that?\You're pierced all over! Can I touch your hair?\No smoking inside, Kyosuke!\I bet you smoke cigs.\No, not really...\These piercings are sick. Did you do them yourself? response:	Yeah, back in middle school.
context: Who's this? Is he...?\Whoa, what's that?\You're pierced all over! Can I touch your hair?\No smoking inside, Kyosuke!\I bet you smoke cigs.\No, not really...\These piercings are sick. Did you do them yourself?\Yeah, back in middle school. response:	Damn.
context: Whoa, what's that?\You're pierced all over! Can I touch your hair?\No smoking inside, Kyosuke!\I bet you smoke cigs.\No, not really...\These piercings are sick. Did you do them yourself?\Yeah, back in middle school.\Damn. response:	I said, no smoking inside!
context: You're pierced all over! Can I touch your hair?\No smoking inside, Kyosuke!\I bet you smoke cigs.\No, not really...\These piercings are sick. Did you do them yourself?\Yeah, back in middle school.\Damn.\I said, no smoking inside! response:	Kyoko, big girls don't hit their daddies with an axe kick.
context: No smoking inside, Kyosuke!\I bet you smoke cigs.\No, not really...\These piercings are sick. Did you do them yourself?\Yeah, back in middle school.\Damn.\I said, no smoking inside!\Kyoko, big girls don't hit their daddies with an axe kick. response:	-They sure do nowadays. Did you not hear?
context: I bet you smoke cigs.\No, not really...\These piercings are sick. Did you do them yourself?\Yeah, back in middle school.\Damn.\I said, no smoking inside!\Kyoko, big girls don't hit their daddies with an axe kick.\-They sure do nowadays. Did you not hear? response:	-So he is her dad. -They sure do nowadays. Did you not hear?
context: No, not really...\These piercings are sick. Did you do them yourself?\Yeah, back in middle school.\Damn.\I said, no smoking inside!\Kyoko, big girls don't hit their daddies with an axe kick.\-They sure do nowadays. Did you not hear?\-So he is her dad. -They sure do nowadays. Did you not hear? response:	I come home for the first time forever, and Yuriko's not around,
context: These piercings are sick. Did you do them yourself?\Yeah, back in middle school.\Damn.\I said, no smoking inside!\Kyoko, big girls don't hit their daddies with an axe kick.\-They sure do nowadays. Did you not hear?\-So he is her dad. -They sure do nowadays. Did you not hear?\I come home for the first time forever, and Yuriko's not around, response:	my own daughter is beating me up, and she brought home a random guy!
context: Yeah, back in middle school.\Damn.\I said, no smoking inside!\Kyoko, big girls don't hit their daddies with an axe kick.\-They sure do nowadays. Did you not hear?\-So he is her dad. -They sure do nowadays. Did you not hear?\I come home for the first time forever, and Yuriko's not around,\my own daughter is beating me up, and she brought home a random guy! response:	Most people would call before showing up on our doorstep.
context: Damn.\I said, no smoking inside!\Kyoko, big girls don't hit their daddies with an axe kick.\-They sure do nowadays. Did you not hear?\-So he is her dad. -They sure do nowadays. Did you not hear?\I come home for the first time forever, and Yuriko's not around,\my own daughter is beating me up, and she brought home a random guy!\Most people would call before showing up on our doorstep. response:	Kyoko, I'm hungry! C'mon, feed me.
context: I said, no smoking inside!\Kyoko, big girls don't hit their daddies with an axe kick.\-They sure do nowadays. Did you not hear?\-So he is her dad. -They sure do nowadays. Did you not hear?\I come home for the first time forever, and Yuriko's not around,\my own daughter is beating me up, and she brought home a random guy!\Most people would call before showing up on our doorstep.\Kyoko, I'm hungry! C'mon, feed me. response:	What? Ugh.
context: Kyoko, big girls don't hit their daddies with an axe kick.\-They sure do nowadays. Did you not hear?\-So he is her dad. -They sure do nowadays. Did you not hear?\I come home for the first time forever, and Yuriko's not around,\my own daughter is beating me up, and she brought home a random guy!\Most people would call before showing up on our doorstep.\Kyoko, I'm hungry! C'mon, feed me.\What? Ugh. response:	She'll groan, but make something for me anyway. She's a good girl.
context: -They sure do nowadays. Did you not hear?\-So he is her dad. -They sure do nowadays. Did you not hear?\I come home for the first time forever, and Yuriko's not around,\my own daughter is beating me up, and she brought home a random guy!\Most people would call before showing up on our doorstep.\Kyoko, I'm hungry! C'mon, feed me.\What? Ugh.\She'll groan, but make something for me anyway. She's a good girl. response:	Uh-huh...
context: -So he is her dad. -They sure do nowadays. Did you not hear?\I come home for the first time forever, and Yuriko's not around,\my own daughter is beating me up, and she brought home a random guy!\Most people would call before showing up on our doorstep.\Kyoko, I'm hungry! C'mon, feed me.\What? Ugh.\She'll groan, but make something for me anyway. She's a good girl.\Uh-huh... response:	S-Sorry, sir, I should have intro-
context: I come home for the first time forever, and Yuriko's not around,\my own daughter is beating me up, and she brought home a random guy!\Most people would call before showing up on our doorstep.\Kyoko, I'm hungry! C'mon, feed me.\What? Ugh.\She'll groan, but make something for me anyway. She's a good girl.\Uh-huh...\S-Sorry, sir, I should have intro- response:	C'mon, sit.
context: my own daughter is beating me up, and she brought home a random guy!\Most people would call before showing up on our doorstep.\Kyoko, I'm hungry! C'mon, feed me.\What? Ugh.\She'll groan, but make something for me anyway. She's a good girl.\Uh-huh...\S-Sorry, sir, I should have intro-\C'mon, sit. response:	What the hell is going on?!
context: Most people would call before showing up on our doorstep.\Kyoko, I'm hungry! C'mon, feed me.\What? Ugh.\She'll groan, but make something for me anyway. She's a good girl.\Uh-huh...\S-Sorry, sir, I should have intro-\C'mon, sit.\What the hell is going on?! response:	So who are you?
context: Kyoko, I'm hungry! C'mon, feed me.\What? Ugh.\She'll groan, but make something for me anyway. She's a good girl.\Uh-huh...\S-Sorry, sir, I should have intro-\C'mon, sit.\What the hell is going on?!\So who are you? response:	I go to Kiri High. My name's Izumi Miyamura.
context: What? Ugh.\She'll groan, but make something for me anyway. She's a good girl.\Uh-huh...\S-Sorry, sir, I should have intro-\C'mon, sit.\What the hell is going on?!\So who are you?\I go to Kiri High. My name's Izumi Miyamura. response:	Oh, same school as Kyoko?
context: She'll groan, but make something for me anyway. She's a good girl.\Uh-huh...\S-Sorry, sir, I should have intro-\C'mon, sit.\What the hell is going on?!\So who are you?\I go to Kiri High. My name's Izumi Miyamura.\Oh, same school as Kyoko? response:	Yeah.
context: Uh-huh...\S-Sorry, sir, I should have intro-\C'mon, sit.\What the hell is going on?!\So who are you?\I go to Kiri High. My name's Izumi Miyamura.\Oh, same school as Kyoko?\Yeah. response:	Cool, cool.
context: S-Sorry, sir, I should have intro-\C'mon, sit.\What the hell is going on?!\So who are you?\I go to Kiri High. My name's Izumi Miyamura.\Oh, same school as Kyoko?\Yeah.\Cool, cool. response:	Oh, shoot! Was I interrupting something here?
context: C'mon, sit.\What the hell is going on?!\So who are you?\I go to Kiri High. My name's Izumi Miyamura.\Oh, same school as Kyoko?\Yeah.\Cool, cool.\Oh, shoot! Was I interrupting something here? response:	Huh? N-No, you weren't!
context: What the hell is going on?!\So who are you?\I go to Kiri High. My name's Izumi Miyamura.\Oh, same school as Kyoko?\Yeah.\Cool, cool.\Oh, shoot! Was I interrupting something here?\Huh? N-No, you weren't! response:	You sure?
context: So who are you?\I go to Kiri High. My name's Izumi Miyamura.\Oh, same school as Kyoko?\Yeah.\Cool, cool.\Oh, shoot! Was I interrupting something here?\Huh? N-No, you weren't!\You sure? response:	You've got long eyelashes. Anyone ever told you that?
context: I go to Kiri High. My name's Izumi Miyamura.\Oh, same school as Kyoko?\Yeah.\Cool, cool.\Oh, shoot! Was I interrupting something here?\Huh? N-No, you weren't!\You sure?\You've got long eyelashes. Anyone ever told you that? response:	'Scuse me, coming through.
context: Oh, same school as Kyoko?\Yeah.\Cool, cool.\Oh, shoot! Was I interrupting something here?\Huh? N-No, you weren't!\You sure?\You've got long eyelashes. Anyone ever told you that?\'Scuse me, coming through. response:	Kyoko... could you put it on the table next time?
context: Yeah.\Cool, cool.\Oh, shoot! Was I interrupting something here?\Huh? N-No, you weren't!\You sure?\You've got long eyelashes. Anyone ever told you that?\'Scuse me, coming through.\Kyoko... could you put it on the table next time? response:	Sure, next time.
context: Cool, cool.\Oh, shoot! Was I interrupting something here?\Huh? N-No, you weren't!\You sure?\You've got long eyelashes. Anyone ever told you that?\'Scuse me, coming through.\Kyoko... could you put it on the table next time?\Sure, next time. response:	Sorry, I have no idea where she gets this from. She's so violent.
context: Oh, shoot! Was I interrupting something here?\Huh? N-No, you weren't!\You sure?\You've got long eyelashes. Anyone ever told you that?\'Scuse me, coming through.\Kyoko... could you put it on the table next time?\Sure, next time.\Sorry, I have no idea where she gets this from. She's so violent. response:	Oh, no, I wouldn't say she's violent...
context: Huh? N-No, you weren't!\You sure?\You've got long eyelashes. Anyone ever told you that?\'Scuse me, coming through.\Kyoko... could you put it on the table next time?\Sure, next time.\Sorry, I have no idea where she gets this from. She's so violent.\Oh, no, I wouldn't say she's violent... response:	Not at...
context: You sure?\You've got long eyelashes. Anyone ever told you that?\'Scuse me, coming through.\Kyoko... could you put it on the table next time?\Sure, next time.\Sorry, I have no idea where she gets this from. She's so violent.\Oh, no, I wouldn't say she's violent...\Not at... response:	You're an only kid, or you got siblings?
context: You've got long eyelashes. Anyone ever told you that?\'Scuse me, coming through.\Kyoko... could you put it on the table next time?\Sure, next time.\Sorry, I have no idea where she gets this from. She's so violent.\Oh, no, I wouldn't say she's violent...\Not at...\You're an only kid, or you got siblings? response:	I'm an only child.
context: 'Scuse me, coming through.\Kyoko... could you put it on the table next time?\Sure, next time.\Sorry, I have no idea where she gets this from. She's so violent.\Oh, no, I wouldn't say she's violent...\Not at...\You're an only kid, or you got siblings?\I'm an only child. response:	Uh-huh.
context: Kyoko... could you put it on the table next time?\Sure, next time.\Sorry, I have no idea where she gets this from. She's so violent.\Oh, no, I wouldn't say she's violent...\Not at...\You're an only kid, or you got siblings?\I'm an only child.\Uh-huh. response:	You can't have my daughter!
context: Sure, next time.\Sorry, I have no idea where she gets this from. She's so violent.\Oh, no, I wouldn't say she's violent...\Not at...\You're an only kid, or you got siblings?\I'm an only child.\Uh-huh.\You can't have my daughter! response:	Huh?!
context: Sorry, I have no idea where she gets this from. She's so violent.\Oh, no, I wouldn't say she's violent...\Not at...\You're an only kid, or you got siblings?\I'm an only child.\Uh-huh.\You can't have my daughter!\Huh?! response:	Just kidding! Man, I always wanted to say that!
context: Oh, no, I wouldn't say she's violent...\Not at...\You're an only kid, or you got siblings?\I'm an only child.\Uh-huh.\You can't have my daughter!\Huh?!\Just kidding! Man, I always wanted to say that! response:	You're kind of freaking me out here!
context: Not at...\You're an only kid, or you got siblings?\I'm an only child.\Uh-huh.\You can't have my daughter!\Huh?!\Just kidding! Man, I always wanted to say that!\You're kind of freaking me out here! response:	Umm, so Hori-san calls you by her first name? That's surpri-
context: You're an only kid, or you got siblings?\I'm an only child.\Uh-huh.\You can't have my daughter!\Huh?!\Just kidding! Man, I always wanted to say that!\You're kind of freaking me out here!\Umm, so Hori-san calls you by her first name? That's surpri- response:	Miyamura-kun, you know, my name's Hori-san, too.
context: I'm an only child.\Uh-huh.\You can't have my daughter!\Huh?!\Just kidding! Man, I always wanted to say that!\You're kind of freaking me out here!\Umm, so Hori-san calls you by her first name? That's surpri-\Miyamura-kun, you know, my name's Hori-san, too. response:	Could you call my daughter by her name?
context: Uh-huh.\You can't have my daughter!\Huh?!\Just kidding! Man, I always wanted to say that!\You're kind of freaking me out here!\Umm, so Hori-san calls you by her first name? That's surpri-\Miyamura-kun, you know, my name's Hori-san, too.\Could you call my daughter by her name? response:	O-Of course. I'll use her first name.
context: You can't have my daughter!\Huh?!\Just kidding! Man, I always wanted to say that!\You're kind of freaking me out here!\Umm, so Hori-san calls you by her first name? That's surpri-\Miyamura-kun, you know, my name's Hori-san, too.\Could you call my daughter by her name?\O-Of course. I'll use her first name. response:	-Kyo-
context: Huh?!\Just kidding! Man, I always wanted to say that!\You're kind of freaking me out here!\Umm, so Hori-san calls you by her first name? That's surpri-\Miyamura-kun, you know, my name's Hori-san, too.\Could you call my daughter by her name?\O-Of course. I'll use her first name.\-Kyo- response:	-C'mon, I'm just kidding! -Kyo-
context: Just kidding! Man, I always wanted to say that!\You're kind of freaking me out here!\Umm, so Hori-san calls you by her first name? That's surpri-\Miyamura-kun, you know, my name's Hori-san, too.\Could you call my daughter by her name?\O-Of course. I'll use her first name.\-Kyo-\-C'mon, I'm just kidding! -Kyo- response:	It'd be totally awkward switching to her first name out of the blue!
