context: Why did you... kill her? response:	She was pregnant...
context: As long as you're a trained Knight!\Hold your position!\Well, I said that...\Damn it.\We'll go as soon as we clear the tunnel!\You wouldn't do that.\We'll be passing in and out of tunnels for a while.\Unless you actually want to get your head lopped off. response:	I can't quit now!
context: Hold your position!\Well, I said that...\Damn it.\We'll go as soon as we clear the tunnel!\You wouldn't do that.\We'll be passing in and out of tunnels for a while.\Unless you actually want to get your head lopped off.\I can't quit now! response:	If I could at least know when we'd clear a tunnel.
context: Well, I said that...\Damn it.\We'll go as soon as we clear the tunnel!\You wouldn't do that.\We'll be passing in and out of tunnels for a while.\Unless you actually want to get your head lopped off.\I can't quit now!\If I could at least know when we'd clear a tunnel. response:	The entrance said Yodose Cavern, didn't it?
context: Damn it.\We'll go as soon as we clear the tunnel!\You wouldn't do that.\We'll be passing in and out of tunnels for a while.\Unless you actually want to get your head lopped off.\I can't quit now!\If I could at least know when we'd clear a tunnel.\The entrance said Yodose Cavern, didn't it? response:	You could read that?
context: We'll go as soon as we clear the tunnel!\You wouldn't do that.\We'll be passing in and out of tunnels for a while.\Unless you actually want to get your head lopped off.\I can't quit now!\If I could at least know when we'd clear a tunnel.\The entrance said Yodose Cavern, didn't it?\You could read that? response:	At this speed?
context: You wouldn't do that.\We'll be passing in and out of tunnels for a while.\Unless you actually want to get your head lopped off.\I can't quit now!\If I could at least know when we'd clear a tunnel.\The entrance said Yodose Cavern, didn't it?\You could read that?\At this speed? response:	Then maybe we're lucky.
context: We'll be passing in and out of tunnels for a while.\Unless you actually want to get your head lopped off.\I can't quit now!\If I could at least know when we'd clear a tunnel.\The entrance said Yodose Cavern, didn't it?\You could read that?\At this speed?\Then maybe we're lucky. response:	There'll be a break in tunnels after three more.
context: Unless you actually want to get your head lopped off.\I can't quit now!\If I could at least know when we'd clear a tunnel.\The entrance said Yodose Cavern, didn't it?\You could read that?\At this speed?\Then maybe we're lucky.\There'll be a break in tunnels after three more. response:	That'll be when we strike.
context: I can't quit now!\If I could at least know when we'd clear a tunnel.\The entrance said Yodose Cavern, didn't it?\You could read that?\At this speed?\Then maybe we're lucky.\There'll be a break in tunnels after three more.\That'll be when we strike. response:	Kuranosuke!
context: If I could at least know when we'd clear a tunnel.\The entrance said Yodose Cavern, didn't it?\You could read that?\At this speed?\Then maybe we're lucky.\There'll be a break in tunnels after three more.\That'll be when we strike.\Kuranosuke! response:	Ayame-sama.
context: The entrance said Yodose Cavern, didn't it?\You could read that?\At this speed?\Then maybe we're lucky.\There'll be a break in tunnels after three more.\That'll be when we strike.\Kuranosuke!\Ayame-sama. response:	I am a Warrior as well!
context: You could read that?\At this speed?\Then maybe we're lucky.\There'll be a break in tunnels after three more.\That'll be when we strike.\Kuranosuke!\Ayame-sama.\I am a Warrior as well! response:	No way...
context: At this speed?\Then maybe we're lucky.\There'll be a break in tunnels after three more.\That'll be when we strike.\Kuranosuke!\Ayame-sama.\I am a Warrior as well!\No way... response:	There's no end.
context: Then maybe we're lucky.\There'll be a break in tunnels after three more.\That'll be when we strike.\Kuranosuke!\Ayame-sama.\I am a Warrior as well!\No way...\There's no end. response:	Ayame-sama, please stay back.
context: There'll be a break in tunnels after three more.\That'll be when we strike.\Kuranosuke!\Ayame-sama.\I am a Warrior as well!\No way...\There's no end.\Ayame-sama, please stay back. response:	Kurusu...
context: That'll be when we strike.\Kuranosuke!\Ayame-sama.\I am a Warrior as well!\No way...\There's no end.\Ayame-sama, please stay back.\Kurusu... response:	We'll be able to go after this one!
context: Kuranosuke!\Ayame-sama.\I am a Warrior as well!\No way...\There's no end.\Ayame-sama, please stay back.\Kurusu...\We'll be able to go after this one! response:	We take out the Corpses on top before we reach the next tunnel...
context: Ayame-sama.\I am a Warrior as well!\No way...\There's no end.\Ayame-sama, please stay back.\Kurusu...\We'll be able to go after this one!\We take out the Corpses on top before we reach the next tunnel... response:	Thats right!
context: I am a Warrior as well!\No way...\There's no end.\Ayame-sama, please stay back.\Kurusu...\We'll be able to go after this one!\We take out the Corpses on top before we reach the next tunnel...\Thats right! response:	Ikoma.
context: No way...\There's no end.\Ayame-sama, please stay back.\Kurusu...\We'll be able to go after this one!\We take out the Corpses on top before we reach the next tunnel...\Thats right!\Ikoma. response:	I might be... coming to my limit sooner than I thought.
context: There's no end.\Ayame-sama, please stay back.\Kurusu...\We'll be able to go after this one!\We take out the Corpses on top before we reach the next tunnel...\Thats right!\Ikoma.\I might be... coming to my limit sooner than I thought. response:	If that's the case, you'll be on your own.
context: Ayame-sama, please stay back.\Kurusu...\We'll be able to go after this one!\We take out the Corpses on top before we reach the next tunnel...\Thats right!\Ikoma.\I might be... coming to my limit sooner than I thought.\If that's the case, you'll be on your own. response:	Can you do it?
context: Kurusu...\We'll be able to go after this one!\We take out the Corpses on top before we reach the next tunnel...\Thats right!\Ikoma.\I might be... coming to my limit sooner than I thought.\If that's the case, you'll be on your own.\Can you do it? response:	What other choice do I have?!
context: We'll be able to go after this one!\We take out the Corpses on top before we reach the next tunnel...\Thats right!\Ikoma.\I might be... coming to my limit sooner than I thought.\If that's the case, you'll be on your own.\Can you do it?\What other choice do I have?! response:	I figured you'd say that.
context: We take out the Corpses on top before we reach the next tunnel...\Thats right!\Ikoma.\I might be... coming to my limit sooner than I thought.\If that's the case, you'll be on your own.\Can you do it?\What other choice do I have?!\I figured you'd say that. response:	Nameless -chan!
context: Thats right!\Ikoma.\I might be... coming to my limit sooner than I thought.\If that's the case, you'll be on your own.\Can you do it?\What other choice do I have?!\I figured you'd say that.\Nameless -chan! response:	I'm sorry.
context: Ikoma.\I might be... coming to my limit sooner than I thought.\If that's the case, you'll be on your own.\Can you do it?\What other choice do I have?!\I figured you'd say that.\Nameless -chan!\I'm sorry. response:	Um...
context: I might be... coming to my limit sooner than I thought.\If that's the case, you'll be on your own.\Can you do it?\What other choice do I have?!\I figured you'd say that.\Nameless -chan!\I'm sorry.\Um... response:	I know they may have said some awful things to you...
context: If that's the case, you'll be on your own.\Can you do it?\What other choice do I have?!\I figured you'd say that.\Nameless -chan!\I'm sorry.\Um...\I know they may have said some awful things to you... response:	Hey, I need someone around to keep this Iron Fortress moving, after all.
context: Can you do it?\What other choice do I have?!\I figured you'd say that.\Nameless -chan!\I'm sorry.\Um...\I know they may have said some awful things to you...\Hey, I need someone around to keep this Iron Fortress moving, after all. response:	We're through!
context: What other choice do I have?!\I figured you'd say that.\Nameless -chan!\I'm sorry.\Um...\I know they may have said some awful things to you...\Hey, I need someone around to keep this Iron Fortress moving, after all.\We're through! response:	Let's go.
context: I figured you'd say that.\Nameless -chan!\I'm sorry.\Um...\I know they may have said some awful things to you...\Hey, I need someone around to keep this Iron Fortress moving, after all.\We're through!\Let's go. response:	Don't order me around.
context: Nameless -chan!\I'm sorry.\Um...\I know they may have said some awful things to you...\Hey, I need someone around to keep this Iron Fortress moving, after all.\We're through!\Let's go.\Don't order me around. response:	Ikoma!
context: I'm sorry.\Um...\I know they may have said some awful things to you...\Hey, I need someone around to keep this Iron Fortress moving, after all.\We're through!\Let's go.\Don't order me around.\Ikoma! response:	You can do it!
context: Um...\I know they may have said some awful things to you...\Hey, I need someone around to keep this Iron Fortress moving, after all.\We're through!\Let's go.\Don't order me around.\Ikoma!\You can do it! response:	We're almost there!
context: I know they may have said some awful things to you...\Hey, I need someone around to keep this Iron Fortress moving, after all.\We're through!\Let's go.\Don't order me around.\Ikoma!\You can do it!\We're almost there! response:	You're way slower than Nameless!
context: Hey, I need someone around to keep this Iron Fortress moving, after all.\We're through!\Let's go.\Don't order me around.\Ikoma!\You can do it!\We're almost there!\You're way slower than Nameless! response:	What are you spacing out for?!
context: We're through!\Let's go.\Don't order me around.\Ikoma!\You can do it!\We're almost there!\You're way slower than Nameless!\What are you spacing out for?! response:	Pay attention!
context: Let's go.\Don't order me around.\Ikoma!\You can do it!\We're almost there!\You're way slower than Nameless!\What are you spacing out for?!\Pay attention! response:	All right, we've cleared the top.
context: Don't order me around.\Ikoma!\You can do it!\We're almost there!\You're way slower than Nameless!\What are you spacing out for?!\Pay attention!\All right, we've cleared the top. response:	Nameless?
context: Ikoma!\You can do it!\We're almost there!\You're way slower than Nameless!\What are you spacing out for?!\Pay attention!\All right, we've cleared the top.\Nameless? response:	Kurusu!
context: You can do it!\We're almost there!\You're way slower than Nameless!\What are you spacing out for?!\Pay attention!\All right, we've cleared the top.\Nameless?\Kurusu! response:	Who... is this?!
context: We're almost there!\You're way slower than Nameless!\What are you spacing out for?!\Pay attention!\All right, we've cleared the top.\Nameless?\Kurusu!\Who... is this?! response:	How is this possible?
context: You're way slower than Nameless!\What are you spacing out for?!\Pay attention!\All right, we've cleared the top.\Nameless?\Kurusu!\Who... is this?!\How is this possible? response:	The Corpse knows sword fighting?!
context: What are you spacing out for?!\Pay attention!\All right, we've cleared the top.\Nameless?\Kurusu!\Who... is this?!\How is this possible?\The Corpse knows sword fighting?! response:	Kurusu!
context: Pay attention!\All right, we've cleared the top.\Nameless?\Kurusu!\Who... is this?!\How is this possible?\The Corpse knows sword fighting?!\Kurusu! response:	Back me up!
context: All right, we've cleared the top.\Nameless?\Kurusu!\Who... is this?!\How is this possible?\The Corpse knows sword fighting?!\Kurusu!\Back me up! response:	Kurusu, hang in there!
context: Nameless?\Kurusu!\Who... is this?!\How is this possible?\The Corpse knows sword fighting?!\Kurusu!\Back me up!\Kurusu, hang in there! response:	Hurry, he needs to be treated!
context: Kurusu!\Who... is this?!\How is this possible?\The Corpse knows sword fighting?!\Kurusu!\Back me up!\Kurusu, hang in there!\Hurry, he needs to be treated! response:	Ikoma...
context: Who... is this?!\How is this possible?\The Corpse knows sword fighting?!\Kurusu!\Back me up!\Kurusu, hang in there!\Hurry, he needs to be treated!\Ikoma... response:	You have to take down the Bizarro.
context: How is this possible?\The Corpse knows sword fighting?!\Kurusu!\Back me up!\Kurusu, hang in there!\Hurry, he needs to be treated!\Ikoma...\You have to take down the Bizarro. response:	Okay.
context: The Corpse knows sword fighting?!\Kurusu!\Back me up!\Kurusu, hang in there!\Hurry, he needs to be treated!\Ikoma...\You have to take down the Bizarro.\Okay. response:	Don't get thrown off.
context: Kurusu!\Back me up!\Kurusu, hang in there!\Hurry, he needs to be treated!\Ikoma...\You have to take down the Bizarro.\Okay.\Don't get thrown off. response:	I'm counting on you.
context: Back me up!\Kurusu, hang in there!\Hurry, he needs to be treated!\Ikoma...\You have to take down the Bizarro.\Okay.\Don't get thrown off.\I'm counting on you. response:	If you're a dead meat... by the time I wake up...
context: Kurusu, hang in there!\Hurry, he needs to be treated!\Ikoma...\You have to take down the Bizarro.\Okay.\Don't get thrown off.\I'm counting on you.\If you're a dead meat... by the time I wake up... response:	Ikoma!
context: Hurry, he needs to be treated!\Ikoma...\You have to take down the Bizarro.\Okay.\Don't get thrown off.\I'm counting on you.\If you're a dead meat... by the time I wake up...\Ikoma! response:	What's wrong?
context: Ikoma...\You have to take down the Bizarro.\Okay.\Don't get thrown off.\I'm counting on you.\If you're a dead meat... by the time I wake up...\Ikoma!\What's wrong? response:	Are you okay?
context: You have to take down the Bizarro.\Okay.\Don't get thrown off.\I'm counting on you.\If you're a dead meat... by the time I wake up...\Ikoma!\What's wrong?\Are you okay? response:	She's only sleeping!
context: Okay.\Don't get thrown off.\I'm counting on you.\If you're a dead meat... by the time I wake up...\Ikoma!\What's wrong?\Are you okay?\She's only sleeping! response:	Take care of her!
context: Don't get thrown off.\I'm counting on you.\If you're a dead meat... by the time I wake up...\Ikoma!\What's wrong?\Are you okay?\She's only sleeping!\Take care of her! response:	Okay!
context: I'm counting on you.\If you're a dead meat... by the time I wake up...\Ikoma!\What's wrong?\Are you okay?\She's only sleeping!\Take care of her!\Okay! response:	Me too...?
context: If you're a dead meat... by the time I wake up...\Ikoma!\What's wrong?\Are you okay?\She's only sleeping!\Take care of her!\Okay!\Me too...? response:	Jiro!
context: Ikoma!\What's wrong?\Are you okay?\She's only sleeping!\Take care of her!\Okay!\Me too...?\Jiro! response:	I will... save them!
context: What's wrong?\Are you okay?\She's only sleeping!\Take care of her!\Okay!\Me too...?\Jiro!\I will... save them! response:	More! Send more shields!
context: Are you okay?\She's only sleeping!\Take care of her!\Okay!\Me too...?\Jiro!\I will... save them!\More! Send more shields! response:	Purification!
context: She's only sleeping!\Take care of her!\Okay!\Me too...?\Jiro!\I will... save them!\More! Send more shields!\Purification! response:	I will... protect them!
context: Take care of her!\Okay!\Me too...?\Jiro!\I will... save them!\More! Send more shields!\Purification!\I will... protect them! response:	I will... defeat him!
context: Okay!\Me too...?\Jiro!\I will... save them!\More! Send more shields!\Purification!\I will... protect them!\I will... defeat him! response:	I don't care who...
context: Me too...?\Jiro!\I will... save them!\More! Send more shields!\Purification!\I will... protect them!\I will... defeat him!\I don't care who... response:	And I'll take him down!
context: Jiro!\I will... save them!\More! Send more shields!\Purification!\I will... protect them!\I will... defeat him!\I don't care who...\And I'll take him down! response:	Corpseless?
context: I will... save them!\More! Send more shields!\Purification!\I will... protect them!\I will... defeat him!\I don't care who...\And I'll take him down!\Corpseless? response:	I see.
context: More! Send more shields!\Purification!\I will... protect them!\I will... defeat him!\I don't care who...\And I'll take him down!\Corpseless?\I see. response:	If we had his gun...
context: Purification!\I will... protect them!\I will... defeat him!\I don't care who...\And I'll take him down!\Corpseless?\I see.\If we had his gun... response:	You saw it pierce through the Corpse's heart, didn't you?
context: I will... protect them!\I will... defeat him!\I don't care who...\And I'll take him down!\Corpseless?\I see.\If we had his gun...\You saw it pierce through the Corpse's heart, didn't you? response:	A-Ayame-sama!
context: I will... defeat him!\I don't care who...\And I'll take him down!\Corpseless?\I see.\If we had his gun...\You saw it pierce through the Corpse's heart, didn't you?\A-Ayame-sama! response:	Ikoma!
context: I don't care who...\And I'll take him down!\Corpseless?\I see.\If we had his gun...\You saw it pierce through the Corpse's heart, didn't you?\A-Ayame-sama!\Ikoma! response:	This is a contract!
context: And I'll take him down!\Corpseless?\I see.\If we had his gun...\You saw it pierce through the Corpse's heart, didn't you?\A-Ayame-sama!\Ikoma!\This is a contract! response:	In exchange for my blood...
context: Corpseless?\I see.\If we had his gun...\You saw it pierce through the Corpse's heart, didn't you?\A-Ayame-sama!\Ikoma!\This is a contract!\In exchange for my blood... response:	You're not getting past!
context: I see.\If we had his gun...\You saw it pierce through the Corpse's heart, didn't you?\A-Ayame-sama!\Ikoma!\This is a contract!\In exchange for my blood...\You're not getting past! response:	Hurry up!
context: If we had his gun...\You saw it pierce through the Corpse's heart, didn't you?\A-Ayame-sama!\Ikoma!\This is a contract!\In exchange for my blood...\You're not getting past!\Hurry up! response:	Your motions are too big.
context: You saw it pierce through the Corpse's heart, didn't you?\A-Ayame-sama!\Ikoma!\This is a contract!\In exchange for my blood...\You're not getting past!\Hurry up!\Your motions are too big. response:	You've got a lot to learn!
context: A-Ayame-sama!\Ikoma!\This is a contract!\In exchange for my blood...\You're not getting past!\Hurry up!\Your motions are too big.\You've got a lot to learn! response:	Ikoma did it!
context: Ikoma!\This is a contract!\In exchange for my blood...\You're not getting past!\Hurry up!\Your motions are too big.\You've got a lot to learn!\Ikoma did it! response:	Purification!
context: This is a contract!\In exchange for my blood...\You're not getting past!\Hurry up!\Your motions are too big.\You've got a lot to learn!\Ikoma did it!\Purification! response:	Purification!
context: In exchange for my blood...\You're not getting past!\Hurry up!\Your motions are too big.\You've got a lot to learn!\Ikoma did it!\Purification!\Purification! response:	Victory!
context: You're not getting past!\Hurry up!\Your motions are too big.\You've got a lot to learn!\Ikoma did it!\Purification!\Purification!\Victory! response:	Purification! Purification!
context: Hurry up!\Your motions are too big.\You've got a lot to learn!\Ikoma did it!\Purification!\Purification!\Victory!\Purification! Purification! response:	Purification! Purification! Purification! Purification!
context: Your motions are too big.\You've got a lot to learn!\Ikoma did it!\Purification!\Purification!\Victory!\Purification! Purification!\Purification! Purification! Purification! Purification! response:	Damn it.
context: You've got a lot to learn!\Ikoma did it!\Purification!\Purification!\Victory!\Purification! Purification!\Purification! Purification! Purification! Purification!\Damn it. response:	We will have the two Corpseless s ride with us on the Iron Fortress.
context: Ikoma did it!\Purification!\Purification!\Victory!\Purification! Purification!\Purification! Purification! Purification! Purification!\Damn it.\We will have the two Corpseless s ride with us on the Iron Fortress. response:	But... the Corpseless s crave blood.
context: Purification!\Purification!\Victory!\Purification! Purification!\Purification! Purification! Purification! Purification!\Damn it.\We will have the two Corpseless s ride with us on the Iron Fortress.\But... the Corpseless s crave blood. response:	What are you going to?
context: Purification!\Victory!\Purification! Purification!\Purification! Purification! Purification! Purification!\Damn it.\We will have the two Corpseless s ride with us on the Iron Fortress.\But... the Corpseless s crave blood.\What are you going to? response:	I shall offer them my own blood.
context: Victory!\Purification! Purification!\Purification! Purification! Purification! Purification!\Damn it.\We will have the two Corpseless s ride with us on the Iron Fortress.\But... the Corpseless s crave blood.\What are you going to?\I shall offer them my own blood. response:	I am opposed to this.
context: Purification! Purification!\Purification! Purification! Purification! Purification!\Damn it.\We will have the two Corpseless s ride with us on the Iron Fortress.\But... the Corpseless s crave blood.\What are you going to?\I shall offer them my own blood.\I am opposed to this. response:	You will not be able to provide enough blood to the two of them on your own.
context: Purification! Purification! Purification! Purification!\Damn it.\We will have the two Corpseless s ride with us on the Iron Fortress.\But... the Corpseless s crave blood.\What are you going to?\I shall offer them my own blood.\I am opposed to this.\You will not be able to provide enough blood to the two of them on your own. response:	She won't be alone.
context: Damn it.\We will have the two Corpseless s ride with us on the Iron Fortress.\But... the Corpseless s crave blood.\What are you going to?\I shall offer them my own blood.\I am opposed to this.\You will not be able to provide enough blood to the two of them on your own.\She won't be alone. response:	Please use my blood as well.
context: We will have the two Corpseless s ride with us on the Iron Fortress.\But... the Corpseless s crave blood.\What are you going to?\I shall offer them my own blood.\I am opposed to this.\You will not be able to provide enough blood to the two of them on your own.\She won't be alone.\Please use my blood as well. response:	You won't mind if the blood comes from a guy, right?
context: But... the Corpseless s crave blood.\What are you going to?\I shall offer them my own blood.\I am opposed to this.\You will not be able to provide enough blood to the two of them on your own.\She won't be alone.\Please use my blood as well.\You won't mind if the blood comes from a guy, right? response:	It's true that they are good to have on our side.
context: What are you going to?\I shall offer them my own blood.\I am opposed to this.\You will not be able to provide enough blood to the two of them on your own.\She won't be alone.\Please use my blood as well.\You won't mind if the blood comes from a guy, right?\It's true that they are good to have on our side. response:	Thank you, everyone.
context: I shall offer them my own blood.\I am opposed to this.\You will not be able to provide enough blood to the two of them on your own.\She won't be alone.\Please use my blood as well.\You won't mind if the blood comes from a guy, right?\It's true that they are good to have on our side.\Thank you, everyone. response:	Perhaps the souls of those we couldn't save...
context: I am opposed to this.\You will not be able to provide enough blood to the two of them on your own.\She won't be alone.\Please use my blood as well.\You won't mind if the blood comes from a guy, right?\It's true that they are good to have on our side.\Thank you, everyone.\Perhaps the souls of those we couldn't save... response:	If they do...
context: You will not be able to provide enough blood to the two of them on your own.\She won't be alone.\Please use my blood as well.\You won't mind if the blood comes from a guy, right?\It's true that they are good to have on our side.\Thank you, everyone.\Perhaps the souls of those we couldn't save...\If they do... response:	That I promise to live for her too.
context: She won't be alone.\Please use my blood as well.\You won't mind if the blood comes from a guy, right?\It's true that they are good to have on our side.\Thank you, everyone.\Perhaps the souls of those we couldn't save...\If they do...\That I promise to live for her too. response:	And even if she feels a little lonely...
context: Please use my blood as well.\You won't mind if the blood comes from a guy, right?\It's true that they are good to have on our side.\Thank you, everyone.\Perhaps the souls of those we couldn't save...\If they do...\That I promise to live for her too.\And even if she feels a little lonely... response:	Are you human or a Corpse?!
context: You won't mind if the blood comes from a guy, right?\It's true that they are good to have on our side.\Thank you, everyone.\Perhaps the souls of those we couldn't save...\If they do...\That I promise to live for her too.\And even if she feels a little lonely...\Are you human or a Corpse?! response:	I'm neither!
context: It's true that they are good to have on our side.\Thank you, everyone.\Perhaps the souls of those we couldn't save...\If they do...\That I promise to live for her too.\And even if she feels a little lonely...\Are you human or a Corpse?!\I'm neither! response:	I'm a Corpseless!
context: Thank you, everyone.\Perhaps the souls of those we couldn't save...\If they do...\That I promise to live for her too.\And even if she feels a little lonely...\Are you human or a Corpse?!\I'm neither!\I'm a Corpseless! response:	I will remember that day
context: Perhaps the souls of those we couldn't save...\If they do...\That I promise to live for her too.\And even if she feels a little lonely...\Are you human or a Corpse?!\I'm neither!\I'm a Corpseless!\I will remember that day response:	Losing myself
context: If they do...\That I promise to live for her too.\And even if she feels a little lonely...\Are you human or a Corpse?!\I'm neither!\I'm a Corpseless!\I will remember that day\Losing myself response:	In steam
context: That I promise to live for her too.\And even if she feels a little lonely...\Are you human or a Corpse?!\I'm neither!\I'm a Corpseless!\I will remember that day\Losing myself\In steam response:	Countless mistakes are made
context: And even if she feels a little lonely...\Are you human or a Corpse?!\I'm neither!\I'm a Corpseless!\I will remember that day\Losing myself\In steam\Countless mistakes are made response:	When I can't see anything ahead
context: Are you human or a Corpse?!\I'm neither!\I'm a Corpseless!\I will remember that day\Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead response:	You said
context: I'm neither!\I'm a Corpseless!\I will remember that day\Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead\You said response:	Ask your own burning blood
context: I'm a Corpseless!\I will remember that day\Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood response:	Answer my beat
context: I will remember that day\Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat response:	Corpseless of the Iron Fortress
context: Losing myself\In steam\Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress response:	Stand up
context: In steam\Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress\Stand up response:	And slam everything onto the ground
context: Countless mistakes are made\When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground response:	My soul is devoted to my friend
context: When I can't see anything ahead\You said\Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground\My soul is devoted to my friend response:	Burn your life
context: You said\Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life response:	Change the world
context: Ask your own burning blood\Answer my beat\Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world response:	Fitting in with the crowd
context: Answer my beat\Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world\Fitting in with the crowd response:	Like a puzzle piece
context: Corpseless of the Iron Fortress\Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world\Fitting in with the crowd\Like a puzzle piece response:	Is a lie without a shadow
context: Stand up\And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world\Fitting in with the crowd\Like a puzzle piece\Is a lie without a shadow response:	Forgotten glory
context: And slam everything onto the ground\My soul is devoted to my friend\Burn your life\Change the world\Fitting in with the crowd\Like a puzzle piece\Is a lie without a shadow\Forgotten glory response:	Irritation is filled
context: My soul is devoted to my friend\Burn your life\Change the world\Fitting in with the crowd\Like a puzzle piece\Is a lie without a shadow\Forgotten glory\Irritation is filled response:	In a box
context: Burn your life\Change the world\Fitting in with the crowd\Like a puzzle piece\Is a lie without a shadow\Forgotten glory\Irritation is filled\In a box response:	Waiting to start
context: Change the world\Fitting in with the crowd\Like a puzzle piece\Is a lie without a shadow\Forgotten glory\Irritation is filled\In a box\Waiting to start response:	Delusional goal
context: Fitting in with the crowd\Like a puzzle piece\Is a lie without a shadow\Forgotten glory\Irritation is filled\In a box\Waiting to start\Delusional goal response:	Don't be above your daydream
context: Like a puzzle piece\Is a lie without a shadow\Forgotten glory\Irritation is filled\In a box\Waiting to start\Delusional goal\Don't be above your daydream response:	Smooth vision
context: Is a lie without a shadow\Forgotten glory\Irritation is filled\In a box\Waiting to start\Delusional goal\Don't be above your daydream\Smooth vision response:	If your dream loses its way
context: Forgotten glory\Irritation is filled\In a box\Waiting to start\Delusional goal\Don't be above your daydream\Smooth vision\If your dream loses its way response:	I will sing I will build a bridge
context: Irritation is filled\In a box\Waiting to start\Delusional goal\Don't be above your daydream\Smooth vision\If your dream loses its way\I will sing I will build a bridge response:	To sound the silence
context: In a box\Waiting to start\Delusional goal\Don't be above your daydream\Smooth vision\If your dream loses its way\I will sing I will build a bridge\To sound the silence response:	Rhythm continues, forever to stay on one side
context: Waiting to start\Delusional goal\Don't be above your daydream\Smooth vision\If your dream loses its way\I will sing I will build a bridge\To sound the silence\Rhythm continues, forever to stay on one side response:	Passed townscape goes far away with ending love
context: Delusional goal\Don't be above your daydream\Smooth vision\If your dream loses its way\I will sing I will build a bridge\To sound the silence\Rhythm continues, forever to stay on one side\Passed townscape goes far away with ending love response:	To undelivered torn image
context: Don't be above your daydream\Smooth vision\If your dream loses its way\I will sing I will build a bridge\To sound the silence\Rhythm continues, forever to stay on one side\Passed townscape goes far away with ending love\To undelivered torn image response:	Resistance is awakened Disqualified impulse
context: Smooth vision\If your dream loses its way\I will sing I will build a bridge\To sound the silence\Rhythm continues, forever to stay on one side\Passed townscape goes far away with ending love\To undelivered torn image\Resistance is awakened Disqualified impulse response:	Chapter Four
context: If your dream loses its way\I will sing I will build a bridge\To sound the silence\Rhythm continues, forever to stay on one side\Passed townscape goes far away with ending love\To undelivered torn image\Resistance is awakened Disqualified impulse\Chapter Four response:	Flowing Blood
